Orthogroup	Syat	Prao
OG0000204	Syat.g_02818	Prao.g_00333
OG0000205	Syat.g_02809	Prao.g_00340
OG0000206	Syat.g_02785	Prao.g_00345
OG0000207	Syat.g_02778	Prao.g_00347
OG0000208	Syat.g_02777	Prao.g_00348
OG0000209	Syat.g_02735	Prao.g_00357
OG0000210	Syat.g_02734	Prao.g_00358
OG0000211	Syat.g_01452	Prao.g_00371
OG0000212	Syat.g_01442	Prao.g_00378
OG0000213	Syat.g_01889	Prao.g_00395
OG0000214	Syat.g_02042	Prao.g_00405
OG0000215	Syat.g_02075	Prao.g_00429
OG0000216	Syat.g_02079	Prao.g_00431
OG0000217	Syat.g_02085	Prao.g_00434
OG0000218	Syat.g_02087	Prao.g_00436
OG0000219	Syat.g_02088	Prao.g_00437
OG0000220	Syat.g_02089	Prao.g_00438
OG0000221	Syat.g_02095	Prao.g_00439
OG0000222	Syat.g_02109	Prao.g_00446
OG0000223	Syat.g_02570	Prao.g_00459
OG0000224	Syat.g_02139	Prao.g_00461
OG0000225	Syat.g_01595	Prao.g_00480
OG0000226	Syat.g_01588	Prao.g_00484
OG0000228	Syat.g_02952	Prao.g_00489
OG0000229	Syat.g_02970	Prao.g_00540
OG0000230	Syat.g_02972	Prao.g_00542
OG0000231	Syat.g_01283	Prao.g_00553
OG0000232	Syat.g_01313	Prao.g_00564
OG0000233	Syat.g_01407	Prao.g_00569
OG0000234	Syat.g_01369	Prao.g_00582
OG0000235	Syat.g_03169	Prao.g_00585
OG0000236	Syat.g_03186	Prao.g_00599
OG0000237	Syat.g_03214	Prao.g_00612
OG0000238	Syat.g_03219	Prao.g_00618
OG0000239	Syat.g_01105	Prao.g_00631
OG0000240	Syat.g_01104	Prao.g_00632
OG0000241	Syat.g_00111	Prao.g_01861
OG0000242	Syat.g_01077	Prao.g_01859
OG0000243	Syat.g_00092	Prao.g_01162
OG0000244	Syat.g_00082	Prao.g_01165
OG0000245	Syat.g_00080	Prao.g_01167
OG0000246	Syat.g_00076	Prao.g_01171
OG0000247	Syat.g_00065	Prao.g_01181
OG0000248	Syat.g_00062	Prao.g_01183
OG0000249	Syat.g_00060	Prao.g_01185
OG0000250	Syat.g_00053	Prao.g_01864
OG0000251	Syat.g_00027	Prao.g_00029
OG0000252	Syat.g_00022	Prao.g_00032
OG0000253	Syat.g_00021	Prao.g_00033
OG0000254	Syat.g_03407	Prao.g_00049
OG0000255	Syat.g_02405	Prao.g_00055
OG0000256	Syat.g_03306	Prao.g_00066
OG0000257	Syat.g_00109	Prao.g_00069
OG0000258	Syat.g_00382	Prao.g_00082
OG0000259	Syat.g_00342	Prao.g_00099
OG0000260	Syat.g_00392	Prao.g_00102
OG0000261	Syat.g_00400	Prao.g_00104
OG0000262	Syat.g_00407	Prao.g_00108
OG0000263	Syat.g_00200	Prao.g_00119
OG0000266	Syat.g_00671	Prao.g_00658
OG0000267	Syat.g_00636	Prao.g_00669
OG0000268	Syat.g_00634	Prao.g_00670
OG0000269	Syat.g_00474, Syat.g_00126	Prao.g_00736
OG0000270	Syat.g_00477	Prao.g_00739
OG0000271	Syat.g_00485	Prao.g_00747
OG0000272	Syat.g_00486	Prao.g_00748
OG0000273	Syat.g_00520	Prao.g_00771
OG0000274	Syat.g_00521	Prao.g_00772
OG0000275	Syat.g_00718	Prao.g_00775
OG0000276	Syat.g_00725	Prao.g_00780
OG0000277	Syat.g_00738	Prao.g_00781
OG0000278	Syat.g_00741	Prao.g_00784
OG0000279	Syat.g_00755	Prao.g_00791
OG0000280	Syat.g_01669	Prao.g_00792
OG0000281	Syat.g_00960	Prao.g_00797
OG0000282	Syat.g_00431	Prao.g_00847
OG0000283	Syat.g_00620	Prao.g_00879
OG0000284	Syat.g_00614	Prao.g_00884
OG0000285	Syat.g_00607	Prao.g_00889
OG0000286	Syat.g_00579	Prao.g_00901
OG0000287	Syat.g_00550	Prao.g_00918
OG0000288	Syat.g_00709	Prao.g_00947
OG0000289	Syat.g_00695	Prao.g_00958
OG0000290	Syat.g_00805	Prao.g_00971
OG0000292	Syat.g_02388	Prao.g_01025
OG0000293	Syat.g_03241	Prao.g_01098
OG0000294	Syat.g_03248	Prao.g_01097
OG0000295	Syat.g_00297	Prao.g_01077
OG0000296	Syat.g_00295	Prao.g_01075
OG0000299	Syat.g_00910	Prao.g_01049
OG0000300	Syat.g_00904	Prao.g_01046
OG0000301	Syat.g_00903	Prao.g_01045
OG0000302	Syat.g_00901	Prao.g_01043
OG0000303	Syat.g_00892	Prao.g_01036
OG0000304	Syat.g_00885	Prao.g_01032
OG0000305	Syat.g_00809	Prao.g_01247
OG0000306	Syat.g_01704	Prao.g_01244
OG0000307	Syat.g_01304	Prao.g_01230
OG0000308	Syat.g_01306	Prao.g_01229
OG0000309	Syat.g_01417	Prao.g_01225
OG0000310	Syat.g_01246	Prao.g_01382
OG0000311	Syat.g_01242	Prao.g_01384
OG0000312	Syat.g_01237	Prao.g_01387
OG0000313	Syat.g_01183	Prao.g_01401
OG0000314	Syat.g_01341	Prao.g_01423
OG0000315	Syat.g_01351	Prao.g_01433
OG0000316	Syat.g_03082	Prao.g_01453
OG0000317	Syat.g_03120	Prao.g_01550
OG0000318	Syat.g_03125	Prao.g_01553
OG0000319	Syat.g_03055	Prao.g_01566
OG0000320	Syat.g_03053	Prao.g_01568
OG0000321	Syat.g_03052	Prao.g_01569
OG0000322	Syat.g_03051	Prao.g_01570
OG0000323	Syat.g_03038	Prao.g_01579
OG0000324	Syat.g_02998	Prao.g_01605
OG0000325	Syat.g_01861	Prao.g_01616
OG0000326	Syat.g_01854	Prao.g_01622
OG0000327	Syat.g_01827	Prao.g_01646
OG0000328	Syat.g_01826	Prao.g_01647
OG0000329	Syat.g_01808	Prao.g_01664
OG0000330	Syat.g_01807	Prao.g_01665
OG0000331	Syat.g_01806	Prao.g_01666
OG0000332	Syat.g_01790	Prao.g_01680
OG0000333	Syat.g_01787	Prao.g_01682
OG0000334	Syat.g_01657	Prao.g_01690
OG0000335	Syat.g_01652	Prao.g_01695
OG0000336	Syat.g_01648	Prao.g_01699
OG0000337	Syat.g_02144	Prao.g_01715
OG0000338	Syat.g_02146	Prao.g_01716
OG0000339	Syat.g_02155, Syat.g_01055	Prao.g_01720
OG0000340	Syat.g_02165	Prao.g_01728
OG0000341	Syat.g_02167	Prao.g_01730
OG0000342	Syat.g_02168	Prao.g_01731
OG0000343	Syat.g_02185	Prao.g_01732
OG0000344	Syat.g_02189	Prao.g_01735
OG0000345	Syat.g_02202	Prao.g_01740
OG0000346	Syat.g_02207	Prao.g_01744
OG0000347	Syat.g_02234	Prao.g_01760
OG0000348	Syat.g_02264	Prao.g_01770
OG0000349	Syat.g_02291	Prao.g_01787
OG0000350	Syat.g_01847	Prao.g_01806
OG0000351	Syat.g_02411	Prao.g_01823
OG0000352	Syat.g_02410	Prao.g_01824
OG0000353	Syat.g_00955, Syat.g_02377	Prao.g_01840
OG0000354	Syat.g_02325	Prao.g_00637
OG0000355	Syat.g_02375	Prao.g_01842
OG0000356	Syat.g_02374	Prao.g_01843
OG0000357	Syat.g_02373	Prao.g_01844
OG0000358	Syat.g_02336	Prao.g_01848
OG0000359	Syat.g_02334	Prao.g_01849
OG0000360	Syat.g_02333	Prao.g_01850
OG0000361	Syat.g_02332	Prao.g_00157
OG0000362	Syat.g_02330	Prao.g_00159
OG0000363	Syat.g_02328	Prao.g_00161
OG0000364	Syat.g_03122	Prao.g_00162
OG0000365	Syat.g_02318	Prao.g_00167
OG0000366	Syat.g_02317	Prao.g_00168
OG0000367	Syat.g_02316	Prao.g_00169
OG0000368	Syat.g_02314	Prao.g_00171
OG0000369	Syat.g_02313	Prao.g_00172
OG0000370	Syat.g_02312	Prao.g_00173
OG0000371	Syat.g_02304	Prao.g_00178
OG0000372	Syat.g_02298	Prao.g_00181
OG0000373	Syat.g_02297	Prao.g_00182
OG0000374	Syat.g_02296	Prao.g_00183
OG0000375	Syat.g_02295	Prao.g_00186
OG0000376	Syat.g_02293	Prao.g_00188
OG0000377	Syat.g_02695	Prao.g_00191
OG0000378	Syat.g_02715	Prao.g_00193
OG0000379	Syat.g_02720	Prao.g_00196
OG0000380	Syat.g_01468	Prao.g_00205
OG0000381	Syat.g_01470	Prao.g_00209
OG0000382	Syat.g_01488	Prao.g_00220
OG0000383	Syat.g_01521	Prao.g_00222
OG0000384	Syat.g_01522	Prao.g_00223
OG0000385	Syat.g_01523	Prao.g_00224
OG0000386	Syat.g_01524	Prao.g_00225
OG0000387	Syat.g_01561	Prao.g_00238
OG0000388	Syat.g_01565	Prao.g_00241
OG0000389	Syat.g_01569	Prao.g_00244
OG0000390	Syat.g_02945	Prao.g_00251
OG0000391	Syat.g_02940	Prao.g_00255
OG0000392	Syat.g_02934	Prao.g_00259
OG0000393	Syat.g_02931	Prao.g_00261
OG0000394	Syat.g_02930	Prao.g_00262
OG0000395	Syat.g_02929	Prao.g_00263
OG0000396	Syat.g_02927	Prao.g_00266
OG0000397	Syat.g_02925	Prao.g_00268
OG0000398	Syat.g_02920	Prao.g_00270
OG0000399	Syat.g_02919	Prao.g_00271
OG0000400	Syat.g_02918	Prao.g_00272
OG0000401	Syat.g_02917	Prao.g_00273
OG0000402	Syat.g_02915	Prao.g_00274
OG0000403	Syat.g_02914	Prao.g_00275
OG0000404	Syat.g_02913	Prao.g_00276
OG0000405	Syat.g_02900	Prao.g_00280
OG0000406	Syat.g_02896	Prao.g_00285
OG0000407	Syat.g_02895	Prao.g_00286
OG0000408	Syat.g_02893	Prao.g_00288
OG0000409	Syat.g_02891	Prao.g_00290
OG0000410	Syat.g_02890	Prao.g_00291
OG0000411	Syat.g_02889	Prao.g_00292
OG0000412	Syat.g_02888	Prao.g_00293
OG0000413	Syat.g_02886	Prao.g_00294
OG0000414	Syat.g_02885	Prao.g_00295
OG0000415	Syat.g_02884	Prao.g_00296
OG0000416	Syat.g_02883	Prao.g_00297
OG0000417	Syat.g_02868	Prao.g_00298
OG0000418	Syat.g_02863	Prao.g_00303
OG0000419	Syat.g_02861	Prao.g_00305
OG0000420	Syat.g_02859	Prao.g_00306
OG0000421	Syat.g_02855	Prao.g_00311
OG0000422	Syat.g_02854	Prao.g_00312
OG0000423	Syat.g_02853	Prao.g_00313
OG0000424	Syat.g_02852	Prao.g_00314
OG0000425	Syat.g_02851	Prao.g_00315
OG0000426	Syat.g_02850	Prao.g_00316
OG0000427	Syat.g_02849	Prao.g_00317
OG0000428	Syat.g_02846	Prao.g_00319
OG0000429	Syat.g_02843	Prao.g_00320
OG0000430	Syat.g_02841	Prao.g_00321
OG0000431	Syat.g_02838	Prao.g_00323
OG0000432	Syat.g_02832	Prao.g_00326
OG0000433	Syat.g_02829	Prao.g_00327
OG0000434	Syat.g_02828	Prao.g_00328
OG0000435	Syat.g_02824	Prao.g_00329
OG0000436	Syat.g_02817	Prao.g_00334
OG0000437	Syat.g_02558	Prao.g_00335
OG0000438	Syat.g_02813	Prao.g_00336
OG0000439	Syat.g_02811	Prao.g_00338
OG0000440	Syat.g_02810	Prao.g_00339
OG0000441	Syat.g_02807	Prao.g_00342
OG0000442	Syat.g_02797	Prao.g_00343
OG0000443	Syat.g_02787	Prao.g_00344
OG0000444	Syat.g_02756	Prao.g_00349
OG0000445	Syat.g_02755	Prao.g_00350
OG0000446	Syat.g_02753	Prao.g_00351
OG0000447	Syat.g_02749	Prao.g_00352
OG0000448	Syat.g_02748	Prao.g_00353
OG0000449	Syat.g_02747	Prao.g_00354
OG0000450	Syat.g_02738	Prao.g_00355
OG0000451	Syat.g_02737	Prao.g_00356
OG0000452	Syat.g_02732	Prao.g_00359
OG0000453	Syat.g_02731	Prao.g_00360
OG0000454	Syat.g_02730	Prao.g_00361
OG0000455	Syat.g_02729	Prao.g_00362
OG0000456	Syat.g_02728	Prao.g_00363
OG0000457	Syat.g_02726	Prao.g_00364
OG0000458	Syat.g_02725	Prao.g_00365
OG0000459	Syat.g_02724	Prao.g_00366
OG0000460	Syat.g_01450	Prao.g_00373
OG0000461	Syat.g_01866	Prao.g_00380
OG0000462	Syat.g_01868	Prao.g_00382
OG0000463	Syat.g_01869	Prao.g_00383
OG0000464	Syat.g_01870	Prao.g_00384
OG0000465	Syat.g_01872	Prao.g_00385
OG0000466	Syat.g_01877	Prao.g_00388
OG0000467	Syat.g_01878	Prao.g_00389
OG0000468	Syat.g_01884	Prao.g_00391
OG0000469	Syat.g_02000	Prao.g_00400
OG0000470	Syat.g_02038	Prao.g_00402
OG0000471	Syat.g_02039	Prao.g_00403
OG0000472	Syat.g_02041	Prao.g_00404
OG0000473	Syat.g_02043	Prao.g_00406
OG0000474	Syat.g_02044	Prao.g_00407
OG0000475	Syat.g_02045	Prao.g_00408
OG0000476	Syat.g_02047	Prao.g_00409
OG0000477	Syat.g_02053	Prao.g_00412
OG0000478	Syat.g_02054	Prao.g_00413
OG0000479	Syat.g_02056	Prao.g_00414
OG0000480	Syat.g_02063	Prao.g_00419
OG0000481	Syat.g_02066	Prao.g_00421
OG0000482	Syat.g_02067	Prao.g_00422
OG0000483	Syat.g_02071	Prao.g_00425
OG0000484	Syat.g_02072	Prao.g_00426
OG0000485	Syat.g_02073	Prao.g_00427
OG0000486	Syat.g_02074	Prao.g_00428
OG0000487	Syat.g_02080	Prao.g_00432
OG0000488	Syat.g_02086	Prao.g_00435
OG0000489	Syat.g_02097	Prao.g_00440
OG0000490	Syat.g_02106	Prao.g_00444
OG0000491	Syat.g_02107	Prao.g_00445
OG0000492	Syat.g_02110	Prao.g_00447
OG0000493	Syat.g_02111	Prao.g_00448
OG0000494	Syat.g_02112	Prao.g_00449
OG0000495	Syat.g_02120	Prao.g_00450
OG0000496	Syat.g_02121	Prao.g_00451
OG0000497	Syat.g_02122	Prao.g_00452
OG0000498	Syat.g_02123	Prao.g_00453
OG0000499	Syat.g_02124	Prao.g_00454
OG0000500	Syat.g_02125	Prao.g_00455
OG0000501	Syat.g_02128	Prao.g_00457
OG0000502	Syat.g_02135	Prao.g_00460
OG0000503	Syat.g_01614	Prao.g_00470
OG0000504	Syat.g_01612	Prao.g_00471
OG0000505	Syat.g_01611	Prao.g_00472
OG0000506	Syat.g_01609	Prao.g_00474
OG0000507	Syat.g_01603	Prao.g_00476
OG0000508	Syat.g_01596	Prao.g_00479
OG0000509	Syat.g_01591	Prao.g_00481
OG0000510	Syat.g_01590	Prao.g_00482
OG0000511	Syat.g_01589	Prao.g_00483
OG0000512	Syat.g_01587	Prao.g_00485
OG0000513	Syat.g_02957	Prao.g_00492
OG0000514	Syat.g_02962	Prao.g_00535
OG0000515	Syat.g_02963	Prao.g_00536
OG0000516	Syat.g_02965	Prao.g_00537
OG0000517	Syat.g_02969	Prao.g_00539
OG0000518	Syat.g_01286	Prao.g_00550
OG0000519	Syat.g_01285	Prao.g_00551
OG0000520	Syat.g_01284	Prao.g_00552
OG0000521	Syat.g_01319	Prao.g_00557
OG0000522	Syat.g_01317	Prao.g_00559
OG0000523	Syat.g_01316	Prao.g_00560
OG0000524	Syat.g_01409	Prao.g_00567
OG0000525	Syat.g_01382	Prao.g_00570
OG0000526	Syat.g_01380	Prao.g_00571
OG0000527	Syat.g_01373	Prao.g_00579
OG0000528	Syat.g_03167	Prao.g_00584
OG0000529	Syat.g_03171	Prao.g_00587
OG0000530	Syat.g_03174	Prao.g_00590
OG0000531	Syat.g_03175	Prao.g_00591
OG0000532	Syat.g_03178	Prao.g_00593
OG0000533	Syat.g_03180	Prao.g_00594
OG0000534	Syat.g_03181	Prao.g_00595
OG0000535	Syat.g_03182	Prao.g_00596
OG0000536	Syat.g_03183	Prao.g_00597
OG0000537	Syat.g_03185	Prao.g_00598
OG0000538	Syat.g_03204	Prao.g_00606
OG0000539	Syat.g_03206	Prao.g_00607
OG0000540	Syat.g_03207	Prao.g_00608
OG0000541	Syat.g_03208	Prao.g_00609
OG0000542	Syat.g_03213	Prao.g_00611
OG0000543	Syat.g_03215	Prao.g_00613
OG0000544	Syat.g_03216	Prao.g_00614
OG0000545	Syat.g_03218	Prao.g_00616
OG0000546	Syat.g_03220	Prao.g_00619
OG0000547	Syat.g_03222	Prao.g_00621
OG0000548	Syat.g_03223	Prao.g_00622
OG0000549	Syat.g_01795	Prao.g_00624
OG0000550	Syat.g_01107	Prao.g_00629
OG0000551	Syat.g_01103	Prao.g_00633
OG0000552	Syat.g_01102	Prao.g_00634
OG0000553	Syat.g_01098	Prao.g_00635
OG0000554	Syat.g_03271	Prao.g_01857
OG0000555	Syat.g_00093	Prao.g_01161
OG0000556	Syat.g_00088	Prao.g_01163
OG0000557	Syat.g_00083	Prao.g_01164
OG0000558	Syat.g_00081	Prao.g_01166
OG0000559	Syat.g_00077	Prao.g_01170
OG0000560	Syat.g_00074	Prao.g_01173
OG0000561	Syat.g_00073	Prao.g_01174
OG0000562	Syat.g_00072	Prao.g_01175
OG0000563	Syat.g_00071	Prao.g_01176
OG0000564	Syat.g_00070	Prao.g_01177
OG0000565	Syat.g_00067	Prao.g_01180
OG0000566	Syat.g_00063	Prao.g_01182
OG0000567	Syat.g_00059	Prao.g_01186
OG0000568	Syat.g_00057	Prao.g_01187
OG0000569	Syat.g_00056	Prao.g_01862
OG0000570	Syat.g_00055	Prao.g_01863
OG0000571	Syat.g_00052	Prao.g_01865
OG0000572	Syat.g_00033	Prao.g_00025
OG0000573	Syat.g_00024	Prao.g_00030
OG0000574	Syat.g_00023	Prao.g_00031
OG0000575	Syat.g_00018	Prao.g_00035
OG0000576	Syat.g_00014	Prao.g_00037
OG0000577	Syat.g_00013	Prao.g_00038
OG0000578	Syat.g_00012	Prao.g_00039
OG0000579	Syat.g_00011	Prao.g_00040
OG0000580	Syat.g_00010	Prao.g_00041
OG0000581	Syat.g_00003	Prao.g_00043
OG0000582	Syat.g_03403	Prao.g_00046
OG0000583	Syat.g_03404	Prao.g_00047
OG0000584	Syat.g_03405	Prao.g_00048
OG0000585	Syat.g_03408	Prao.g_00050
OG0000586	Syat.g_03409	Prao.g_00051
OG0000587	Syat.g_00001	Prao.g_00052
OG0000588	Syat.g_00338	Prao.g_00056
OG0000589	Syat.g_03318	Prao.g_00060
OG0000590	Syat.g_03317	Prao.g_00061
OG0000591	Syat.g_03308	Prao.g_00064
OG0000592	Syat.g_03307	Prao.g_00065
OG0000593	Syat.g_00113	Prao.g_00071
OG0000594	Syat.g_00114	Prao.g_00072
OG0000595	Syat.g_00115	Prao.g_00073
OG0000596	Syat.g_00129	Prao.g_00077
OG0000597	Syat.g_00132	Prao.g_00079
OG0000598	Syat.g_00133	Prao.g_00080
OG0000599	Syat.g_00381	Prao.g_00083
OG0000600	Syat.g_00380	Prao.g_00084
OG0000601	Syat.g_00379	Prao.g_00085
OG0000602	Syat.g_00375	Prao.g_00087
OG0000603	Syat.g_00374	Prao.g_00088
OG0000604	Syat.g_00372	Prao.g_00089
OG0000605	Syat.g_00370	Prao.g_00090
OG0000606	Syat.g_00367	Prao.g_00093
OG0000607	Syat.g_00364	Prao.g_00096
OG0000608	Syat.g_00363	Prao.g_00097
OG0000609	Syat.g_00344	Prao.g_00098
OG0000610	Syat.g_00399	Prao.g_00103
OG0000611	Syat.g_00402	Prao.g_00106
OG0000612	Syat.g_00403	Prao.g_00107
OG0000613	Syat.g_02129	Prao.g_00112
OG0000614	Syat.g_01084	Prao.g_00130
