Orthogroup	Syat	Syaf
OG0000072	Syat.g_02856	Syaf.g_00805
OG0000073	Syat.g_03201	Syaf.g_02700
OG0000075	Syat.g_02497, Syat.g_01713, Syat.g_02154	Syaf.g_00353
OG0000076	Syat.g_02206	Syaf.g_00388
OG0000078	Syat.g_00184	Syaf.g_02782
OG0000079	Syat.g_01879	Syaf.g_00197
OG0000080	Syat.g_02420	Syaf.g_00306
OG0000081	Syat.g_00980	Syaf.g_02776
OG0000082	Syat.g_00035	Syaf.g_02576
OG0000085	Syat.g_03113	Syaf.g_01048
OG0000086	Syat.g_01531, Syat.g_00798, Syat.g_00635	Syaf.g_00932
OG0000087	Syat.g_02912	Syaf.g_00848
OG0000088	Syat.g_02862	Syaf.g_00811
OG0000089	Syat.g_02953	Syaf.g_02807
OG0000090	Syat.g_03270	Syaf.g_02654
OG0000091	Syat.g_00939, Syat.g_00862	Syaf.g_02302
OG0000094	Syat.g_00698	Syaf.g_01940
OG0000095	Syat.g_00808	Syaf.g_01442
OG0000098	Syat.g_03281	Syaf.g_01637
OG0000099	Syat.g_02130	Syaf.g_00312
OG0000100	Syat.g_00517	Syaf.g_02017
OG0000102	Syat.g_00974	Syaf.g_00393
OG0000104	Syat.g_02385	Syaf.g_00502
OG0000105	Syat.g_02052	Syaf.g_00235
OG0000106	Syat.g_00957	Syaf.g_01745
OG0000107	Syat.g_01862	Syaf.g_00177, Syaf.g_00758
OG0000108	Syat.g_03170	Syaf.g_02721
OG0000110	Syat.g_00049	Syaf.g_02589
OG0000112	Syat.g_00593	Syaf.g_01852
OG0000113	Syat.g_00509	Syaf.g_02022
OG0000114	Syat.g_00426	Syaf.g_02103
OG0000115	Syat.g_01328	Syaf.g_02445
OG0000116	Syat.g_02641	Syaf.g_01276
OG0000117	Syat.g_00224	Syaf.g_01605
OG0000118	Syat.g_01168	Syaf.g_02544
OG0000120	Syat.g_02132	Syaf.g_00313
OG0000121	Syat.g_01223	Syaf.g_02419
OG0000123	Syat.g_01653	Syaf.g_00086
OG0000124	Syat.g_02231	Syaf.g_00414
OG0000125	Syat.g_02684	Syaf.g_00640
OG0000126	Syat.g_00976	Syaf.g_00504
OG0000127	Syat.g_00175	Syaf.g_01151
OG0000128	Syat.g_02331	Syaf.g_00486
OG0000129	Syat.g_02693, Syat.g_02694	Syaf.g_00651
OG0000130	Syat.g_01469	Syaf.g_00963
OG0000131	Syat.g_02898	Syaf.g_00833
OG0000132	Syat.g_02864	Syaf.g_00813
OG0000133	Syat.g_00588	Syaf.g_01857
OG0000134	Syat.g_02956	Syaf.g_02804
OG0000135	Syat.g_02501	Syaf.g_00605
OG0000136	Syat.g_01292	Syaf.g_01224
OG0000137	Syat.g_01371	Syaf.g_02498
OG0000138	Syat.g_03188	Syaf.g_02705
OG0000140	Syat.g_03280	Syaf.g_02646
OG0000141	Syat.g_03398	Syaf.g_02375
OG0000142	Syat.g_00117	Syaf.g_02310
OG0000143	Syat.g_00130	Syaf.g_02306
OG0000144	Syat.g_00369	Syaf.g_01735
OG0000145	Syat.g_03202	Syaf.g_02699
OG0000146	Syat.g_00594	Syaf.g_01851
OG0000147	Syat.g_00595	Syaf.g_01850
OG0000148	Syat.g_00503	Syaf.g_02028
OG0000149	Syat.g_00747	Syaf.g_01371
OG0000150	Syat.g_03399	Syaf.g_02645
OG0000151	Syat.g_00801, Syat.g_00440	Syaf.g_02091
OG0000152	Syat.g_00578	Syaf.g_01861
OG0000153	Syat.g_00542	Syaf.g_01904
OG0000154	Syat.g_00708	Syaf.g_01930
OG0000155	Syat.g_00287	Syaf.g_01324
OG0000156	Syat.g_03228	Syaf.g_01270
OG0000157	Syat.g_02012, Syat.g_03227	Syaf.g_01269
OG0000158	Syat.g_02163	Syaf.g_00364
OG0000159	Syat.g_01187	Syaf.g_00311
OG0000160	Syat.g_01224	Syaf.g_02418
OG0000161	Syat.g_01180	Syaf.g_02424
OG0000162	Syat.g_01281	Syaf.g_02431
OG0000163	Syat.g_02979	Syaf.g_01105
OG0000165	Syat.g_03033	Syaf.g_01197
OG0000166	Syat.g_01822	Syaf.g_00133
OG0000167	Syat.g_02148	Syaf.g_00350
OG0000168	Syat.g_02164	Syaf.g_00365
OG0000169	Syat.g_02192	Syaf.g_00376
OG0000170	Syat.g_02201	Syaf.g_00383
OG0000171	Syat.g_02230	Syaf.g_00413
OG0000172	Syat.g_02260	Syaf.g_00419
OG0000173	Syat.g_02284	Syaf.g_00438
OG0000174	Syat.g_02504	Syaf.g_00603
OG0000175	Syat.g_02416	Syaf.g_00531
OG0000176	Syat.g_02372	Syaf.g_00494
OG0000177	Syat.g_02338	Syaf.g_00493
OG0000178	Syat.g_02337	Syaf.g_00492
OG0000179	Syat.g_02322	Syaf.g_00477
OG0000180	Syat.g_02321	Syaf.g_00476
OG0000181	Syat.g_02320	Syaf.g_00475
OG0000182	Syat.g_02319	Syaf.g_00474
OG0000183	Syat.g_02315	Syaf.g_00470
OG0000184	Syat.g_02704	Syaf.g_00664
OG0000185	Syat.g_02719	Syaf.g_00684
OG0000186	Syat.g_01463	Syaf.g_00968
OG0000187	Syat.g_01467	Syaf.g_00966
OG0000188	Syat.g_01489	Syaf.g_00944
OG0000189	Syat.g_01557	Syaf.g_00916
OG0000190	Syat.g_00330	Syaf.g_00914
OG0000191	Syat.g_03344, Syat.g_02939	Syaf.g_00877
OG0000192	Syat.g_02933	Syaf.g_00871
OG0000193	Syat.g_02897	Syaf.g_00832
OG0000194	Syat.g_02894	Syaf.g_00829
OG0000196	Syat.g_02867	Syaf.g_00816
OG0000197	Syat.g_02866	Syaf.g_00815
OG0000198	Syat.g_02865	Syaf.g_00814
OG0000199	Syat.g_02857	Syaf.g_00806
OG0000200	Syat.g_02840	Syaf.g_00789
OG0000201	Syat.g_02821	Syaf.g_00771
OG0000202	Syat.g_02820	Syaf.g_00770
OG0000203	Syat.g_02819	Syaf.g_00769
OG0000204	Syat.g_02818	Syaf.g_00768
OG0000205	Syat.g_02809	Syaf.g_00761
OG0000206	Syat.g_02785	Syaf.g_00736
OG0000207	Syat.g_02778	Syaf.g_00735
OG0000208	Syat.g_02777	Syaf.g_00734
OG0000209	Syat.g_02735	Syaf.g_00714
OG0000210	Syat.g_02734	Syaf.g_00713
OG0000211	Syat.g_01452	Syaf.g_02791
OG0000212	Syat.g_01442	Syaf.g_02781
OG0000213	Syat.g_01889	Syaf.g_00210
OG0000214	Syat.g_02042	Syaf.g_00226
OG0000215	Syat.g_02075	Syaf.g_00258
OG0000216	Syat.g_02079	Syaf.g_00262
OG0000217	Syat.g_02085	Syaf.g_00266
OG0000218	Syat.g_02087	Syaf.g_00268
OG0000219	Syat.g_02088	Syaf.g_00269
OG0000220	Syat.g_02089	Syaf.g_00270
OG0000221	Syat.g_02095	Syaf.g_02597, Syaf.g_00273
OG0000222	Syat.g_02109	Syaf.g_00287
OG0000223	Syat.g_02570	Syaf.g_00317
OG0000224	Syat.g_02139	Syaf.g_00324
OG0000225	Syat.g_01595	Syaf.g_00007
OG0000226	Syat.g_01588	Syaf.g_00003
OG0000228	Syat.g_02952	Syaf.g_02808
OG0000229	Syat.g_02970	Syaf.g_01214
OG0000230	Syat.g_02972	Syaf.g_01216
OG0000231	Syat.g_01283	Syaf.g_01236
OG0000232	Syat.g_01313	Syaf.g_02536
OG0000233	Syat.g_01407	Syaf.g_02528
OG0000234	Syat.g_01369	Syaf.g_02497
OG0000235	Syat.g_03169	Syaf.g_02722
OG0000236	Syat.g_03186	Syaf.g_02707
OG0000237	Syat.g_03214	Syaf.g_02690
OG0000238	Syat.g_03219	Syaf.g_02685
OG0000239	Syat.g_01105	Syaf.g_02669
OG0000240	Syat.g_01104	Syaf.g_02668
OG0000241	Syat.g_00111	Syaf.g_02322
OG0000242	Syat.g_01077	Syaf.g_02656
OG0000243	Syat.g_00092	Syaf.g_02634
OG0000244	Syat.g_00082	Syaf.g_02627
OG0000245	Syat.g_00080	Syaf.g_02625
OG0000246	Syat.g_00076	Syaf.g_02621
OG0000247	Syat.g_00065	Syaf.g_02610
OG0000249	Syat.g_00060	Syaf.g_02605
OG0000250	Syat.g_00053	Syaf.g_02593
OG0000251	Syat.g_00027	Syaf.g_02568
OG0000252	Syat.g_00022	Syaf.g_02565
OG0000253	Syat.g_00021	Syaf.g_02564
OG0000254	Syat.g_03407	Syaf.g_02371
OG0000255	Syat.g_02405	Syaf.g_02352
OG0000256	Syat.g_03306	Syaf.g_02329
OG0000257	Syat.g_00109	Syaf.g_02323
OG0000258	Syat.g_00382	Syaf.g_02301
OG0000259	Syat.g_00342	Syaf.g_02137
OG0000260	Syat.g_00392	Syaf.g_02134
OG0000261	Syat.g_00400	Syaf.g_02131
OG0000262	Syat.g_00407	Syaf.g_02126
OG0000263	Syat.g_00200	Syaf.g_01585
OG0000266	Syat.g_00671	Syaf.g_01967
OG0000267	Syat.g_00636	Syaf.g_01787
OG0000268	Syat.g_00634	Syaf.g_00307, Syaf.g_01788
OG0000269	Syat.g_00474, Syat.g_00126	Syaf.g_02054
OG0000270	Syat.g_00477	Syaf.g_02051
OG0000271	Syat.g_00485	Syaf.g_02043
OG0000272	Syat.g_00486	Syaf.g_02042
OG0000273	Syat.g_00520	Syaf.g_01392
OG0000274	Syat.g_00521	Syaf.g_01391
OG0000275	Syat.g_00718	Syaf.g_01386
OG0000276	Syat.g_00725	Syaf.g_01379
OG0000278	Syat.g_00741	Syaf.g_01375
OG0000279	Syat.g_00755	Syaf.g_01367
OG0000280	Syat.g_01669	Syaf.g_01337
OG0000281	Syat.g_00960	Syaf.g_01636
OG0000282	Syat.g_00431	Syaf.g_02101
OG0000283	Syat.g_00620	Syaf.g_01804
OG0000284	Syat.g_00614	Syaf.g_01810
OG0000285	Syat.g_00607	Syaf.g_01842
OG0000286	Syat.g_00579	Syaf.g_01860
OG0000287	Syat.g_00550	Syaf.g_01896
OG0000288	Syat.g_00709	Syaf.g_01929
OG0000289	Syat.g_00695	Syaf.g_01943
OG0000290	Syat.g_00805	Syaf.g_01439
OG0000292	Syat.g_02388	Syaf.g_00505
OG0000293	Syat.g_03241	Syaf.g_01277
OG0000295	Syat.g_00297	Syaf.g_01316
OG0000296	Syat.g_00295	Syaf.g_01318
OG0000299	Syat.g_00910	Syaf.g_01578
OG0000300	Syat.g_00904	Syaf.g_01571
OG0000301	Syat.g_00903	Syaf.g_01570
OG0000302	Syat.g_00901	Syaf.g_01568
OG0000303	Syat.g_00892	Syaf.g_01559
OG0000304	Syat.g_00885	Syaf.g_01551
OG0000305	Syat.g_00809	Syaf.g_01444
OG0000306	Syat.g_01704	Syaf.g_01332
OG0000307	Syat.g_01304	Syaf.g_02742
OG0000308	Syat.g_01306	Syaf.g_02744
OG0000309	Syat.g_01417	Syaf.g_02749
OG0000310	Syat.g_01246	Syaf.g_02387
OG0000311	Syat.g_01242	Syaf.g_02391
OG0000312	Syat.g_01237	Syaf.g_02397
OG0000313	Syat.g_01183	Syaf.g_02421
OG0000314	Syat.g_01341	Syaf.g_02458
OG0000315	Syat.g_01351	Syaf.g_02468
OG0000316	Syat.g_03082	Syaf.g_01088
OG0000317	Syat.g_03120	Syaf.g_01040
OG0000318	Syat.g_03125	Syaf.g_01032
OG0000319	Syat.g_03055	Syaf.g_01015
OG0000320	Syat.g_03053	Syaf.g_01013
OG0000321	Syat.g_03052	Syaf.g_01012
OG0000322	Syat.g_03051	Syaf.g_01011
OG0000323	Syat.g_03038	Syaf.g_00997
OG0000324	Syat.g_02998	Syaf.g_01164
OG0000325	Syat.g_01861	Syaf.g_00176
OG0000327	Syat.g_01827	Syaf.g_00138
OG0000328	Syat.g_01826	Syaf.g_00137
OG0000329	Syat.g_01808	Syaf.g_00119
OG0000330	Syat.g_01807	Syaf.g_00118
OG0000331	Syat.g_01806	Syaf.g_00117
OG0000333	Syat.g_01787	Syaf.g_00099
OG0000334	Syat.g_01657	Syaf.g_00090
OG0000335	Syat.g_01652	Syaf.g_00085
OG0000336	Syat.g_01648	Syaf.g_00081
OG0000337	Syat.g_02144	Syaf.g_00344
OG0000338	Syat.g_02146	Syaf.g_00348
OG0000339	Syat.g_02155, Syat.g_01055	Syaf.g_00355
OG0000340	Syat.g_02165	Syaf.g_00366
OG0000341	Syat.g_02167	Syaf.g_00368
OG0000342	Syat.g_02168	Syaf.g_00369
OG0000343	Syat.g_02185	Syaf.g_00370
OG0000344	Syat.g_02189	Syaf.g_00374
OG0000345	Syat.g_02202	Syaf.g_00384
OG0000346	Syat.g_02207	Syaf.g_00389
OG0000347	Syat.g_02234	Syaf.g_00415
OG0000348	Syat.g_02264	Syaf.g_00427
OG0000349	Syat.g_02291	Syaf.g_00445
OG0000350	Syat.g_01847	Syaf.g_00162
OG0000351	Syat.g_02411	Syaf.g_00528
OG0000352	Syat.g_02410	Syaf.g_00527
OG0000353	Syat.g_00955, Syat.g_02377	Syaf.g_00499
OG0000354	Syat.g_03225	Syaf.g_02680
OG0000354	Syat.g_02325	Syaf.g_00479
OG0000355	Syat.g_02375	Syaf.g_00497
OG0000356	Syat.g_02374	Syaf.g_00496
OG0000357	Syat.g_02373	Syaf.g_00495
OG0000358	Syat.g_02336	Syaf.g_00491
OG0000359	Syat.g_02334	Syaf.g_00489
OG0000360	Syat.g_02333	Syaf.g_00488
OG0000361	Syat.g_02332	Syaf.g_00487
OG0000362	Syat.g_02330	Syaf.g_00485
OG0000363	Syat.g_02328	Syaf.g_00483
OG0000364	Syat.g_03122	Syaf.g_00482
OG0000365	Syat.g_02318	Syaf.g_00473
OG0000366	Syat.g_02317	Syaf.g_00472
OG0000367	Syat.g_02316	Syaf.g_00471
OG0000368	Syat.g_02314	Syaf.g_00469
OG0000369	Syat.g_02313	Syaf.g_00468
OG0000370	Syat.g_02312	Syaf.g_00467
OG0000371	Syat.g_02304	Syaf.g_00458
OG0000372	Syat.g_02298	Syaf.g_00453
OG0000373	Syat.g_02297	Syaf.g_00452
OG0000374	Syat.g_02296	Syaf.g_00451
OG0000375	Syat.g_02295	Syaf.g_00449
OG0000376	Syat.g_02293	Syaf.g_00447
OG0000377	Syat.g_02695	Syaf.g_00654
OG0000378	Syat.g_02715	Syaf.g_00668
OG0000379	Syat.g_02720	Syaf.g_00686
OG0000380	Syat.g_01468	Syaf.g_00965
OG0000381	Syat.g_01470	Syaf.g_00962
OG0000382	Syat.g_01488	Syaf.g_00945
OG0000383	Syat.g_01521	Syaf.g_00941
OG0000384	Syat.g_01522	Syaf.g_00940
OG0000385	Syat.g_01523	Syaf.g_00939
OG0000386	Syat.g_01524	Syaf.g_00938
OG0000387	Syat.g_01561	Syaf.g_00912
OG0000388	Syat.g_01565	Syaf.g_00908
OG0000389	Syat.g_01569	Syaf.g_00904
OG0000390	Syat.g_02945	Syaf.g_00883
OG0000391	Syat.g_02940	Syaf.g_00878
OG0000392	Syat.g_02934	Syaf.g_00872
OG0000393	Syat.g_02931	Syaf.g_00870
OG0000394	Syat.g_02930	Syaf.g_00869
OG0000395	Syat.g_02929	Syaf.g_00868
OG0000396	Syat.g_02927	Syaf.g_00865
OG0000397	Syat.g_02925	Syaf.g_00863
OG0000398	Syat.g_02920	Syaf.g_00858
OG0000399	Syat.g_02919	Syaf.g_00857
OG0000400	Syat.g_02918	Syaf.g_00856
OG0000401	Syat.g_02917	Syaf.g_00855
OG0000402	Syat.g_02915	Syaf.g_00852
OG0000403	Syat.g_02914	Syaf.g_00851
OG0000404	Syat.g_02913	Syaf.g_00850
OG0000405	Syat.g_02900	Syaf.g_00835
OG0000406	Syat.g_02896	Syaf.g_00831
OG0000407	Syat.g_02895	Syaf.g_00830
OG0000408	Syat.g_02893	Syaf.g_00828
OG0000409	Syat.g_02891	Syaf.g_00826
OG0000410	Syat.g_02890	Syaf.g_00825
OG0000411	Syat.g_02889	Syaf.g_00824
OG0000412	Syat.g_02888	Syaf.g_00823
OG0000413	Syat.g_02886	Syaf.g_00821
OG0000414	Syat.g_02885	Syaf.g_00820
OG0000415	Syat.g_02884	Syaf.g_00819
OG0000416	Syat.g_02883	Syaf.g_00818
OG0000417	Syat.g_02868	Syaf.g_00817
OG0000418	Syat.g_02863	Syaf.g_00812
OG0000419	Syat.g_02861	Syaf.g_00810
OG0000420	Syat.g_02859	Syaf.g_00808
OG0000421	Syat.g_02855	Syaf.g_00803
OG0000422	Syat.g_02854	Syaf.g_00802
OG0000423	Syat.g_02853	Syaf.g_00801
OG0000424	Syat.g_02852	Syaf.g_00800
OG0000425	Syat.g_02851	Syaf.g_00799
OG0000426	Syat.g_02850	Syaf.g_00798
OG0000427	Syat.g_02849	Syaf.g_00797
OG0000428	Syat.g_02846	Syaf.g_00794
OG0000429	Syat.g_02843	Syaf.g_00792
OG0000430	Syat.g_02841	Syaf.g_00790
OG0000431	Syat.g_02838	Syaf.g_00786
OG0000432	Syat.g_02832	Syaf.g_00779
OG0000433	Syat.g_02829	Syaf.g_00777
OG0000434	Syat.g_02828	Syaf.g_00776
OG0000435	Syat.g_02824	Syaf.g_00772
OG0000436	Syat.g_02817	Syaf.g_00767
OG0000437	Syat.g_02558	Syaf.g_00766
OG0000438	Syat.g_02813	Syaf.g_00765
OG0000439	Syat.g_02811	Syaf.g_00763
OG0000440	Syat.g_02810	Syaf.g_00762
OG0000441	Syat.g_02807	Syaf.g_00756
OG0000442	Syat.g_02797	Syaf.g_00743
OG0000443	Syat.g_02787	Syaf.g_00739
OG0000444	Syat.g_02756	Syaf.g_00733
OG0000445	Syat.g_02755	Syaf.g_00729
OG0000446	Syat.g_02753	Syaf.g_00728
OG0000447	Syat.g_02749	Syaf.g_00725
OG0000448	Syat.g_02748	Syaf.g_00724
OG0000449	Syat.g_02747	Syaf.g_00723
OG0000450	Syat.g_02738	Syaf.g_00717
OG0000451	Syat.g_02737	Syaf.g_00716
OG0000452	Syat.g_02732	Syaf.g_00712
OG0000453	Syat.g_02731	Syaf.g_00711
OG0000454	Syat.g_02730	Syaf.g_00710
OG0000455	Syat.g_02729	Syaf.g_00709
OG0000456	Syat.g_02728	Syaf.g_00708
OG0000457	Syat.g_02726	Syaf.g_00706
OG0000458	Syat.g_02725	Syaf.g_00705
OG0000459	Syat.g_02724	Syaf.g_00704
OG0000460	Syat.g_01450	Syaf.g_02789
OG0000461	Syat.g_01866	Syaf.g_00183
OG0000462	Syat.g_01868	Syaf.g_00186
OG0000463	Syat.g_01869	Syaf.g_00187
OG0000464	Syat.g_01870	Syaf.g_00188
OG0000465	Syat.g_01872	Syaf.g_00190
OG0000466	Syat.g_01877	Syaf.g_00194
OG0000467	Syat.g_01878	Syaf.g_00196
OG0000468	Syat.g_01884	Syaf.g_00206
OG0000469	Syat.g_02000	Syaf.g_00220
OG0000470	Syat.g_02038	Syaf.g_00222
OG0000471	Syat.g_02039	Syaf.g_00223
OG0000472	Syat.g_02041	Syaf.g_00225
OG0000473	Syat.g_02043	Syaf.g_00227
OG0000474	Syat.g_02044	Syaf.g_00228
OG0000475	Syat.g_02045	Syaf.g_00229
OG0000476	Syat.g_02047	Syaf.g_00231
OG0000477	Syat.g_02053	Syaf.g_00237
OG0000478	Syat.g_02054	Syaf.g_00238
OG0000479	Syat.g_02056	Syaf.g_00239
OG0000480	Syat.g_02063	Syaf.g_00247
OG0000481	Syat.g_02066	Syaf.g_00249
OG0000482	Syat.g_02067	Syaf.g_00250
OG0000483	Syat.g_02071	Syaf.g_00254
OG0000484	Syat.g_02072	Syaf.g_00255
OG0000485	Syat.g_02073	Syaf.g_00256
OG0000486	Syat.g_02074	Syaf.g_00257
OG0000487	Syat.g_02080	Syaf.g_00263
OG0000488	Syat.g_02086	Syaf.g_00267
OG0000489	Syat.g_02097	Syaf.g_00274
OG0000490	Syat.g_02106	Syaf.g_00284
OG0000491	Syat.g_02107	Syaf.g_00285
OG0000492	Syat.g_02110	Syaf.g_00288
OG0000493	Syat.g_02111	Syaf.g_00289
OG0000494	Syat.g_02112	Syaf.g_00290
OG0000495	Syat.g_02120	Syaf.g_00291
OG0000496	Syat.g_02121	Syaf.g_00292
OG0000497	Syat.g_02122	Syaf.g_00293
OG0000498	Syat.g_02123	Syaf.g_00294
OG0000499	Syat.g_02124	Syaf.g_00295
OG0000500	Syat.g_02125	Syaf.g_00296
OG0000501	Syat.g_02128	Syaf.g_00299
OG0000502	Syat.g_02135	Syaf.g_00319
OG0000503	Syat.g_01614	Syaf.g_00023
OG0000504	Syat.g_01612	Syaf.g_00021
OG0000505	Syat.g_01611	Syaf.g_00020
OG0000506	Syat.g_01609	Syaf.g_00018
OG0000507	Syat.g_01603	Syaf.g_00012
OG0000508	Syat.g_01596	Syaf.g_00008
OG0000509	Syat.g_01591	Syaf.g_00006
OG0000510	Syat.g_01590	Syaf.g_00005
OG0000511	Syat.g_01589	Syaf.g_00004
OG0000512	Syat.g_01587	Syaf.g_00002
OG0000513	Syat.g_02957	Syaf.g_02803
OG0000514	Syat.g_02962	Syaf.g_02796
OG0000515	Syat.g_02963	Syaf.g_02795
OG0000516	Syat.g_02965	Syaf.g_01219
OG0000517	Syat.g_02969	Syaf.g_01213
OG0000518	Syat.g_01286	Syaf.g_01230
OG0000519	Syat.g_01285	Syaf.g_01231
OG0000520	Syat.g_01284	Syaf.g_01235
OG0000521	Syat.g_01319	Syaf.g_02542
OG0000522	Syat.g_01317	Syaf.g_02538
OG0000523	Syat.g_01316	Syaf.g_02537
OG0000524	Syat.g_01409	Syaf.g_02531
OG0000525	Syat.g_01382	Syaf.g_02507
OG0000526	Syat.g_01380	Syaf.g_02504
OG0000527	Syat.g_01373	Syaf.g_02500
OG0000528	Syat.g_03167	Syaf.g_02728
OG0000529	Syat.g_03171	Syaf.g_02720
OG0000530	Syat.g_03174	Syaf.g_02717
OG0000531	Syat.g_03175	Syaf.g_02716
OG0000532	Syat.g_03178	Syaf.g_02713
OG0000533	Syat.g_03180	Syaf.g_02712
OG0000534	Syat.g_03181	Syaf.g_02711
OG0000535	Syat.g_03182	Syaf.g_02710
OG0000536	Syat.g_03183	Syaf.g_02709
OG0000537	Syat.g_03185	Syaf.g_02708
OG0000538	Syat.g_03204	Syaf.g_02697
OG0000539	Syat.g_03206	Syaf.g_02696
OG0000540	Syat.g_03207	Syaf.g_02695
OG0000541	Syat.g_03208	Syaf.g_02694
OG0000542	Syat.g_03213	Syaf.g_02691
OG0000543	Syat.g_03215	Syaf.g_02689
OG0000544	Syat.g_03216	Syaf.g_02688
OG0000545	Syat.g_03218	Syaf.g_02686
OG0000546	Syat.g_03220	Syaf.g_02684
OG0000547	Syat.g_03222	Syaf.g_02682
OG0000548	Syat.g_03223	Syaf.g_02681
OG0000549	Syat.g_01795	Syaf.g_02676
OG0000550	Syat.g_01107	Syaf.g_02671
OG0000551	Syat.g_01103	Syaf.g_02666
OG0000552	Syat.g_01102	Syaf.g_02665
OG0000553	Syat.g_01098	Syaf.g_02663
OG0000554	Syat.g_03271	Syaf.g_02653
OG0000555	Syat.g_00093	Syaf.g_02635
OG0000556	Syat.g_00088	Syaf.g_02630
OG0000557	Syat.g_00083	Syaf.g_02628
OG0000558	Syat.g_00081	Syaf.g_02626
OG0000559	Syat.g_00077	Syaf.g_02622
OG0000560	Syat.g_00074	Syaf.g_02619
OG0000561	Syat.g_00073	Syaf.g_02618
OG0000562	Syat.g_00072	Syaf.g_02617
OG0000563	Syat.g_00071	Syaf.g_02616
OG0000564	Syat.g_00070	Syaf.g_02615
OG0000565	Syat.g_00067	Syaf.g_02612
OG0000566	Syat.g_00063	Syaf.g_02608
OG0000567	Syat.g_00059	Syaf.g_02604
OG0000568	Syat.g_00057	Syaf.g_02599
OG0000569	Syat.g_00056	Syaf.g_02596
OG0000570	Syat.g_00055	Syaf.g_02595
OG0000571	Syat.g_00052	Syaf.g_02591
OG0000572	Syat.g_00033	Syaf.g_02575
OG0000573	Syat.g_00024	Syaf.g_02567
OG0000574	Syat.g_00023	Syaf.g_02566
OG0000575	Syat.g_00018	Syaf.g_02562
OG0000576	Syat.g_00014	Syaf.g_02560
OG0000577	Syat.g_00013	Syaf.g_02559
OG0000578	Syat.g_00012	Syaf.g_02558
OG0000579	Syat.g_00011	Syaf.g_02557
OG0000580	Syat.g_00010	Syaf.g_02556
OG0000581	Syat.g_00003	Syaf.g_02550
OG0000582	Syat.g_03403	Syaf.g_02374
OG0000583	Syat.g_03404	Syaf.g_02373
OG0000584	Syat.g_03405	Syaf.g_02372
OG0000585	Syat.g_03408	Syaf.g_02370
OG0000586	Syat.g_03409	Syaf.g_02369
