Orthogroup	Syat	Praw
OG0000114	Syat.g_00426	Praw.g_01597
OG0000115	Syat.g_01328	Praw.g_00178
OG0000116	Syat.g_02641	Praw.g_00224
OG0000117	Syat.g_00224	Praw.g_00926
OG0000118	Syat.g_01168	Praw.g_00993
OG0000119	Syat.g_00309	Praw.g_01012
OG0000120	Syat.g_02132	Praw.g_01050
OG0000121	Syat.g_01223	Praw.g_01078
OG0000123	Syat.g_01653	Praw.g_00089
OG0000124	Syat.g_02231	Praw.g_00023
OG0000125	Syat.g_02684	Praw.g_01180
OG0000126	Syat.g_00976	Praw.g_01141
OG0000128	Syat.g_02331	Praw.g_01125
OG0000129	Syat.g_02693, Syat.g_02694	Praw.g_01384
OG0000130	Syat.g_01469	Praw.g_01365
OG0000131	Syat.g_02898	Praw.g_01290
OG0000132	Syat.g_02864	Praw.g_01271
OG0000133	Syat.g_00588	Praw.g_00812
OG0000134	Syat.g_02956	Praw.g_00775
OG0000135	Syat.g_02501	Praw.g_00751
OG0000136	Syat.g_01292	Praw.g_00706
OG0000137	Syat.g_01371	Praw.g_00672
OG0000138	Syat.g_03188	Praw.g_00653
OG0000140	Syat.g_03280	Praw.g_00610
OG0000141	Syat.g_03398	Praw.g_00143
OG0000142	Syat.g_00117	Praw.g_01887
OG0000143	Syat.g_00130	Praw.g_01883
OG0000144	Syat.g_00369	Praw.g_01870
OG0000145	Syat.g_03202	Praw.g_01745
OG0000146	Syat.g_00594	Praw.g_01731
OG0000147	Syat.g_00595	Praw.g_01730
OG0000148	Syat.g_00503	Praw.g_01681
OG0000149	Syat.g_00747	Praw.g_01652
OG0000150	Syat.g_03399	Praw.g_01644
OG0000151	Syat.g_00801, Syat.g_00440	Praw.g_01587
OG0000152	Syat.g_00578	Praw.g_01539
OG0000153	Syat.g_00542	Praw.g_01520
OG0000154	Syat.g_00708	Praw.g_01493
OG0000155	Syat.g_00287	Praw.g_00254
OG0000156	Syat.g_03228	Praw.g_00968
OG0000157	Syat.g_02012, Syat.g_03227	Praw.g_00969
OG0000158	Syat.g_02163	Praw.g_01052
OG0000159	Syat.g_01187	Praw.g_01054
OG0000160	Syat.g_01224	Praw.g_01079, Praw.g_01080
OG0000161	Syat.g_01180	Praw.g_00344
OG0000162	Syat.g_01281	Praw.g_00350
OG0000163	Syat.g_02979	Praw.g_00384
OG0000164	Syat.g_03040	Praw.g_00539
OG0000165	Syat.g_03033	Praw.g_00546
OG0000166	Syat.g_01822	Praw.g_00132
OG0000167	Syat.g_02148	Praw.g_00066
OG0000168	Syat.g_02164	Praw.g_00056
OG0000169	Syat.g_02192	Praw.g_00046
OG0000170	Syat.g_02201	Praw.g_00044
OG0000171	Syat.g_02230	Praw.g_00024
OG0000172	Syat.g_02260	Praw.g_00016
OG0000173	Syat.g_02284	Praw.g_00001
OG0000174	Syat.g_02504	Praw.g_01166
OG0000175	Syat.g_02416	Praw.g_01156
OG0000176	Syat.g_02372	Praw.g_01132
OG0000177	Syat.g_02338	Praw.g_01131
OG0000178	Syat.g_02337	Praw.g_01130
OG0000179	Syat.g_02322	Praw.g_01412
OG0000180	Syat.g_02321	Praw.g_01411
OG0000181	Syat.g_02320	Praw.g_01410
OG0000182	Syat.g_02319	Praw.g_01409
OG0000183	Syat.g_02315	Praw.g_01405
OG0000184	Syat.g_02704	Praw.g_01382
OG0000185	Syat.g_02719	Praw.g_01379
OG0000186	Syat.g_01463	Praw.g_01370
OG0000187	Syat.g_01467	Praw.g_01369
OG0000188	Syat.g_01489	Praw.g_01352
OG0000189	Syat.g_01557	Praw.g_01339
OG0000190	Syat.g_00330	Praw.g_01338
OG0000191	Syat.g_03344, Syat.g_02939	Praw.g_01318
OG0000192	Syat.g_02933	Praw.g_01314
OG0000193	Syat.g_02897	Praw.g_01289
OG0000194	Syat.g_02894	Praw.g_01286
OG0000195	Syat.g_02892	Praw.g_01284
OG0000196	Syat.g_02867	Praw.g_01274
OG0000197	Syat.g_02866	Praw.g_01273
OG0000198	Syat.g_02865	Praw.g_01272
OG0000199	Syat.g_02857	Praw.g_01265
OG0000200	Syat.g_02840	Praw.g_01251
OG0000201	Syat.g_02821	Praw.g_01243
OG0000202	Syat.g_02820	Praw.g_01242
OG0000203	Syat.g_02819	Praw.g_01241
OG0000204	Syat.g_02818	Praw.g_01240
OG0000205	Syat.g_02809	Praw.g_01233
OG0000206	Syat.g_02785	Praw.g_01228
OG0000207	Syat.g_02778	Praw.g_01226
OG0000208	Syat.g_02777	Praw.g_01225
OG0000209	Syat.g_02735	Praw.g_01216
OG0000210	Syat.g_02734	Praw.g_01215
OG0000211	Syat.g_01452	Praw.g_01202
OG0000212	Syat.g_01442	Praw.g_01195
OG0000213	Syat.g_01889	Praw.g_00876
OG0000214	Syat.g_02042	Praw.g_00867
OG0000215	Syat.g_02075	Praw.g_00842
OG0000216	Syat.g_02079	Praw.g_00840
OG0000217	Syat.g_02085	Praw.g_00837
OG0000218	Syat.g_02087	Praw.g_00835
OG0000219	Syat.g_02088	Praw.g_00834
OG0000220	Syat.g_02089	Praw.g_00833
OG0000221	Syat.g_02095	Praw.g_00832
OG0000222	Syat.g_02109	Praw.g_00824
OG0000223	Syat.g_02570	Praw.g_00811
OG0000224	Syat.g_02139	Praw.g_00809
OG0000225	Syat.g_01595	Praw.g_00786
OG0000226	Syat.g_01588	Praw.g_00782
OG0000228	Syat.g_02952	Praw.g_00777
OG0000229	Syat.g_02970	Praw.g_00711
OG0000230	Syat.g_02972	Praw.g_00709
OG0000231	Syat.g_01283	Praw.g_00698
OG0000232	Syat.g_01313	Praw.g_00689
OG0000233	Syat.g_01407	Praw.g_00684
OG0000234	Syat.g_01369	Praw.g_00671
OG0000235	Syat.g_03169	Praw.g_00668
OG0000236	Syat.g_03186	Praw.g_00655
OG0000237	Syat.g_03214	Praw.g_00642
OG0000238	Syat.g_03219	Praw.g_00636
OG0000239	Syat.g_01105	Praw.g_00623
OG0000240	Syat.g_01104	Praw.g_00622
OG0000241	Syat.g_00111	Praw.g_00618
OG0000242	Syat.g_01077	Praw.g_00616
OG0000243	Syat.g_00092	Praw.g_00605
OG0000244	Syat.g_00082	Praw.g_00602
OG0000245	Syat.g_00080	Praw.g_00600
OG0000246	Syat.g_00076	Praw.g_00596
OG0000247	Syat.g_00065	Praw.g_00586
OG0000248	Syat.g_00062	Praw.g_00584
OG0000249	Syat.g_00060	Praw.g_00582
OG0000250	Syat.g_00053	Praw.g_00577
OG0000251	Syat.g_00027	Praw.g_01937
OG0000252	Syat.g_00022	Praw.g_01940
OG0000253	Syat.g_00021	Praw.g_01941
OG0000254	Syat.g_03407	Praw.g_00147
OG0000255	Syat.g_02405	Praw.g_00153
OG0000256	Syat.g_03306	Praw.g_00163
OG0000257	Syat.g_00109	Praw.g_00166
OG0000258	Syat.g_00382	Praw.g_01879
OG0000259	Syat.g_00342	Praw.g_01862
OG0000260	Syat.g_00392	Praw.g_01859
OG0000261	Syat.g_00400	Praw.g_01857
OG0000262	Syat.g_00407	Praw.g_01853
OG0000263	Syat.g_00200	Praw.g_01841
OG0000266	Syat.g_00671	Praw.g_01799
OG0000267	Syat.g_00636	Praw.g_01788
OG0000268	Syat.g_00634	Praw.g_01787
OG0000269	Syat.g_00474, Syat.g_00126	Praw.g_01702
OG0000270	Syat.g_00477	Praw.g_01699
OG0000271	Syat.g_00485	Praw.g_01691
OG0000272	Syat.g_00486	Praw.g_01690
OG0000273	Syat.g_00520	Praw.g_01668
OG0000274	Syat.g_00521	Praw.g_01667
OG0000275	Syat.g_00718	Praw.g_01665
OG0000276	Syat.g_00725	Praw.g_01660
OG0000277	Syat.g_00738	Praw.g_01659
OG0000278	Syat.g_00741	Praw.g_01656
OG0000279	Syat.g_00755	Praw.g_01649
OG0000280	Syat.g_01669	Praw.g_01648
OG0000281	Syat.g_00960	Praw.g_01643
OG0000282	Syat.g_00431	Praw.g_01595
OG0000283	Syat.g_00620	Praw.g_01562
OG0000284	Syat.g_00614	Praw.g_01557
OG0000285	Syat.g_00607	Praw.g_01552
OG0000286	Syat.g_00579	Praw.g_01540
OG0000287	Syat.g_00550	Praw.g_01523
OG0000288	Syat.g_00709	Praw.g_01494
OG0000289	Syat.g_00695	Praw.g_01483
OG0000290	Syat.g_00805	Praw.g_01470
OG0000292	Syat.g_02388	Praw.g_01418
OG0000293	Syat.g_03241	Praw.g_00225
OG0000294	Syat.g_03248	Praw.g_00226
OG0000295	Syat.g_00297	Praw.g_00246
OG0000296	Syat.g_00295	Praw.g_00248
OG0000299	Syat.g_00910	Praw.g_00274
OG0000300	Syat.g_00904	Praw.g_00277
OG0000301	Syat.g_00903	Praw.g_00278
OG0000302	Syat.g_00901	Praw.g_00280
OG0000303	Syat.g_00892	Praw.g_00287
OG0000304	Syat.g_00885	Praw.g_00291
OG0000305	Syat.g_00809	Praw.g_01008
OG0000306	Syat.g_01704	Praw.g_01011
OG0000307	Syat.g_01304	Praw.g_01025
OG0000308	Syat.g_01306	Praw.g_01026
OG0000309	Syat.g_01417	Praw.g_01030
OG0000310	Syat.g_01246	Praw.g_01098
OG0000311	Syat.g_01242	Praw.g_01096
OG0000312	Syat.g_01237	Praw.g_01093
OG0000313	Syat.g_01183	Praw.g_01076
OG0000314	Syat.g_01341	Praw.g_00363
OG0000315	Syat.g_01351	Praw.g_00374
OG0000316	Syat.g_03082	Praw.g_00394
OG0000317	Syat.g_03120	Praw.g_00513
OG0000318	Syat.g_03125	Praw.g_00516
OG0000319	Syat.g_03055	Praw.g_00529
OG0000320	Syat.g_03053	Praw.g_00531
OG0000321	Syat.g_03052	Praw.g_00532
OG0000322	Syat.g_03051	Praw.g_00533
OG0000323	Syat.g_03038	Praw.g_00542
OG0000324	Syat.g_02998	Praw.g_00569
OG0000325	Syat.g_01861	Praw.g_01916
OG0000326	Syat.g_01854	Praw.g_01910
OG0000327	Syat.g_01827	Praw.g_00137
OG0000328	Syat.g_01826	Praw.g_00136
OG0000329	Syat.g_01808	Praw.g_00119
OG0000330	Syat.g_01807	Praw.g_00118
OG0000331	Syat.g_01806	Praw.g_00117
OG0000332	Syat.g_01790	Praw.g_00103
OG0000333	Syat.g_01787	Praw.g_00101
OG0000334	Syat.g_01657	Praw.g_00093
OG0000335	Syat.g_01652	Praw.g_00088
OG0000336	Syat.g_01648	Praw.g_00084
OG0000337	Syat.g_02144	Praw.g_00068
OG0000338	Syat.g_02146	Praw.g_00067
OG0000339	Syat.g_02155, Syat.g_01055	Praw.g_00063
OG0000340	Syat.g_02165	Praw.g_00055
OG0000341	Syat.g_02167	Praw.g_00053
OG0000342	Syat.g_02168	Praw.g_00052
OG0000343	Syat.g_02185	Praw.g_00051
OG0000344	Syat.g_02189	Praw.g_00048
OG0000345	Syat.g_02202	Praw.g_00043
OG0000346	Syat.g_02207	Praw.g_00038
OG0000347	Syat.g_02234	Praw.g_00022
OG0000348	Syat.g_02264	Praw.g_00013
OG0000349	Syat.g_02291	Praw.g_01189
OG0000350	Syat.g_01847	Praw.g_01170
OG0000351	Syat.g_02411	Praw.g_01153
OG0000352	Syat.g_02410	Praw.g_01152
OG0000353	Syat.g_00955, Syat.g_02377	Praw.g_01137
OG0000354	Syat.g_02325	Praw.g_00910
OG0000355	Syat.g_02375	Praw.g_01135
OG0000356	Syat.g_02374	Praw.g_01134
OG0000357	Syat.g_02373	Praw.g_01133
OG0000358	Syat.g_02336	Praw.g_01129
OG0000359	Syat.g_02334	Praw.g_01128
OG0000360	Syat.g_02333	Praw.g_01127
OG0000361	Syat.g_02332	Praw.g_01126
OG0000362	Syat.g_02330	Praw.g_01124
OG0000363	Syat.g_02328	Praw.g_01414
OG0000364	Syat.g_03122	Praw.g_01413
OG0000365	Syat.g_02318	Praw.g_01408
OG0000366	Syat.g_02317	Praw.g_01407
OG0000367	Syat.g_02316	Praw.g_01406
OG0000368	Syat.g_02314	Praw.g_01404
OG0000369	Syat.g_02313	Praw.g_01403
OG0000370	Syat.g_02312	Praw.g_01402
OG0000371	Syat.g_02304	Praw.g_01396
OG0000372	Syat.g_02298	Praw.g_01393
OG0000373	Syat.g_02297	Praw.g_01392
OG0000374	Syat.g_02296	Praw.g_01391
OG0000375	Syat.g_02295	Praw.g_01388
OG0000376	Syat.g_02293	Praw.g_01386
OG0000377	Syat.g_02695	Praw.g_01383
OG0000378	Syat.g_02715	Praw.g_01381
OG0000379	Syat.g_02720	Praw.g_01378
OG0000380	Syat.g_01468	Praw.g_01368
OG0000381	Syat.g_01470	Praw.g_01364
OG0000382	Syat.g_01488	Praw.g_01353
OG0000383	Syat.g_01521	Praw.g_01351
OG0000384	Syat.g_01522	Praw.g_01350
OG0000385	Syat.g_01523	Praw.g_01349
OG0000386	Syat.g_01524	Praw.g_01348
OG0000387	Syat.g_01561	Praw.g_01336
OG0000388	Syat.g_01565	Praw.g_01333
OG0000389	Syat.g_01569	Praw.g_01329
OG0000390	Syat.g_02945	Praw.g_01322
OG0000391	Syat.g_02940	Praw.g_01319
OG0000392	Syat.g_02934	Praw.g_01315
OG0000393	Syat.g_02931	Praw.g_01313
OG0000394	Syat.g_02930	Praw.g_01312
OG0000395	Syat.g_02929	Praw.g_01311
OG0000396	Syat.g_02927	Praw.g_01308
OG0000397	Syat.g_02925	Praw.g_01306
OG0000398	Syat.g_02920	Praw.g_01304
OG0000399	Syat.g_02919	Praw.g_01303
OG0000400	Syat.g_02918	Praw.g_01302
OG0000401	Syat.g_02917	Praw.g_01301
OG0000402	Syat.g_02915	Praw.g_01299
OG0000403	Syat.g_02914	Praw.g_01298
OG0000404	Syat.g_02913	Praw.g_01297
OG0000405	Syat.g_02900	Praw.g_01293
OG0000406	Syat.g_02896	Praw.g_01288
OG0000407	Syat.g_02895	Praw.g_01287
OG0000408	Syat.g_02893	Praw.g_01285
OG0000409	Syat.g_02891	Praw.g_01283
OG0000410	Syat.g_02890	Praw.g_01282
OG0000411	Syat.g_02889	Praw.g_01281
OG0000412	Syat.g_02888	Praw.g_01280
OG0000413	Syat.g_02886	Praw.g_01279
OG0000414	Syat.g_02885	Praw.g_01278
OG0000415	Syat.g_02884	Praw.g_01277
OG0000416	Syat.g_02883	Praw.g_01276
OG0000417	Syat.g_02868	Praw.g_01275
OG0000418	Syat.g_02863	Praw.g_01270
OG0000419	Syat.g_02861	Praw.g_01268
OG0000420	Syat.g_02859	Praw.g_01267
OG0000421	Syat.g_02855	Praw.g_01262
OG0000422	Syat.g_02854	Praw.g_01261
OG0000423	Syat.g_02853	Praw.g_01260
OG0000424	Syat.g_02852	Praw.g_01259
OG0000425	Syat.g_02851	Praw.g_01258
OG0000426	Syat.g_02850	Praw.g_01257
OG0000427	Syat.g_02849	Praw.g_01256
OG0000428	Syat.g_02846	Praw.g_01254
OG0000429	Syat.g_02843	Praw.g_01253
OG0000430	Syat.g_02841	Praw.g_01252
OG0000431	Syat.g_02838	Praw.g_01250
OG0000432	Syat.g_02832	Praw.g_01247
OG0000433	Syat.g_02829	Praw.g_01246
OG0000434	Syat.g_02828	Praw.g_01245
OG0000435	Syat.g_02824	Praw.g_01244
OG0000436	Syat.g_02817	Praw.g_01239
OG0000437	Syat.g_02558	Praw.g_01238
OG0000438	Syat.g_02813	Praw.g_01237
OG0000439	Syat.g_02811	Praw.g_01235
OG0000440	Syat.g_02810	Praw.g_01234
OG0000441	Syat.g_02807	Praw.g_01231
OG0000442	Syat.g_02797	Praw.g_01230
OG0000443	Syat.g_02787	Praw.g_01229
OG0000444	Syat.g_02756	Praw.g_01224
OG0000445	Syat.g_02755	Praw.g_01223
OG0000446	Syat.g_02753	Praw.g_01222
OG0000447	Syat.g_02749	Praw.g_01221
OG0000448	Syat.g_02748	Praw.g_01220
OG0000449	Syat.g_02747	Praw.g_01219
OG0000450	Syat.g_02738	Praw.g_01218
OG0000451	Syat.g_02737	Praw.g_01217
OG0000452	Syat.g_02732	Praw.g_01214
OG0000453	Syat.g_02731	Praw.g_01213
OG0000454	Syat.g_02730	Praw.g_01212
OG0000455	Syat.g_02729	Praw.g_01211
OG0000456	Syat.g_02728	Praw.g_01210
OG0000457	Syat.g_02726	Praw.g_01209
OG0000458	Syat.g_02725	Praw.g_01208
OG0000459	Syat.g_02724	Praw.g_01207
OG0000460	Syat.g_01450	Praw.g_01200
OG0000461	Syat.g_01866	Praw.g_00891
OG0000462	Syat.g_01868	Praw.g_00889
OG0000463	Syat.g_01869	Praw.g_00888
OG0000464	Syat.g_01870	Praw.g_00887
OG0000465	Syat.g_01872	Praw.g_00886
OG0000466	Syat.g_01877	Praw.g_00883
OG0000467	Syat.g_01878	Praw.g_00882
OG0000468	Syat.g_01884	Praw.g_00880
OG0000469	Syat.g_02000	Praw.g_00872
OG0000470	Syat.g_02038	Praw.g_00870
OG0000471	Syat.g_02039	Praw.g_00869
OG0000472	Syat.g_02041	Praw.g_00868
OG0000473	Syat.g_02043	Praw.g_00866
OG0000474	Syat.g_02044	Praw.g_00865
OG0000475	Syat.g_02045	Praw.g_00864
OG0000476	Syat.g_02047	Praw.g_00863
OG0000477	Syat.g_02053	Praw.g_00859
OG0000478	Syat.g_02054	Praw.g_00858
OG0000479	Syat.g_02056	Praw.g_00857
OG0000480	Syat.g_02063	Praw.g_00852
OG0000481	Syat.g_02066	Praw.g_00850
OG0000482	Syat.g_02067	Praw.g_00849
OG0000483	Syat.g_02071	Praw.g_00846
OG0000484	Syat.g_02072	Praw.g_00845
OG0000485	Syat.g_02073	Praw.g_00844
OG0000486	Syat.g_02074	Praw.g_00843
OG0000487	Syat.g_02080	Praw.g_00839
OG0000488	Syat.g_02086	Praw.g_00836
OG0000489	Syat.g_02097	Praw.g_00831
OG0000490	Syat.g_02106	Praw.g_00826
OG0000491	Syat.g_02107	Praw.g_00825
OG0000492	Syat.g_02110	Praw.g_00823
OG0000493	Syat.g_02111	Praw.g_00822
OG0000494	Syat.g_02112	Praw.g_00821
OG0000495	Syat.g_02120	Praw.g_00820
OG0000496	Syat.g_02121	Praw.g_00819
OG0000497	Syat.g_02122	Praw.g_00818
OG0000498	Syat.g_02123	Praw.g_00817
OG0000499	Syat.g_02124	Praw.g_00816
OG0000500	Syat.g_02125	Praw.g_00815
OG0000501	Syat.g_02128	Praw.g_00813
OG0000502	Syat.g_02135	Praw.g_00810
OG0000503	Syat.g_01614	Praw.g_00796
OG0000504	Syat.g_01612	Praw.g_00795
OG0000505	Syat.g_01611	Praw.g_00794
OG0000506	Syat.g_01609	Praw.g_00792
OG0000507	Syat.g_01603	Praw.g_00790
OG0000508	Syat.g_01596	Praw.g_00787
OG0000509	Syat.g_01591	Praw.g_00785
OG0000510	Syat.g_01590	Praw.g_00784
OG0000511	Syat.g_01589	Praw.g_00783
OG0000512	Syat.g_01587	Praw.g_00781
OG0000513	Syat.g_02957	Praw.g_00774
OG0000514	Syat.g_02962	Praw.g_00716
OG0000515	Syat.g_02963	Praw.g_00715
OG0000516	Syat.g_02965	Praw.g_00714
OG0000517	Syat.g_02969	Praw.g_00712
OG0000518	Syat.g_01286	Praw.g_00701
OG0000519	Syat.g_01285	Praw.g_00700
OG0000520	Syat.g_01284	Praw.g_00699
OG0000521	Syat.g_01319	Praw.g_00694
OG0000522	Syat.g_01317	Praw.g_00692
OG0000523	Syat.g_01316	Praw.g_00691
OG0000524	Syat.g_01409	Praw.g_00686
OG0000525	Syat.g_01382	Praw.g_00683
OG0000526	Syat.g_01380	Praw.g_00682
OG0000527	Syat.g_01373	Praw.g_00674
OG0000528	Syat.g_03167	Praw.g_00669
OG0000529	Syat.g_03171	Praw.g_00666
OG0000530	Syat.g_03174	Praw.g_00664
OG0000531	Syat.g_03175	Praw.g_00663
OG0000532	Syat.g_03178	Praw.g_00661
OG0000533	Syat.g_03180	Praw.g_00660
OG0000534	Syat.g_03181	Praw.g_00659
OG0000535	Syat.g_03182	Praw.g_00658
OG0000536	Syat.g_03183	Praw.g_00657
OG0000537	Syat.g_03185	Praw.g_00656
OG0000538	Syat.g_03204	Praw.g_00648
OG0000539	Syat.g_03206	Praw.g_00647
OG0000540	Syat.g_03207	Praw.g_00646
OG0000541	Syat.g_03208	Praw.g_00645
OG0000542	Syat.g_03213	Praw.g_00643
OG0000543	Syat.g_03215	Praw.g_00641
OG0000544	Syat.g_03216	Praw.g_00640
OG0000545	Syat.g_03218	Praw.g_00638
OG0000546	Syat.g_03220	Praw.g_00635
OG0000547	Syat.g_03222	Praw.g_00633
OG0000548	Syat.g_03223	Praw.g_00632
OG0000549	Syat.g_01795	Praw.g_00630
OG0000550	Syat.g_01107	Praw.g_00625
OG0000551	Syat.g_01103	Praw.g_00621
OG0000552	Syat.g_01102	Praw.g_00620
OG0000553	Syat.g_01098	Praw.g_00619
OG0000554	Syat.g_03271	Praw.g_00614
OG0000555	Syat.g_00093	Praw.g_00606
OG0000556	Syat.g_00088	Praw.g_00604
OG0000557	Syat.g_00083	Praw.g_00603
OG0000558	Syat.g_00081	Praw.g_00601
OG0000559	Syat.g_00077	Praw.g_00597
OG0000560	Syat.g_00074	Praw.g_00594
OG0000561	Syat.g_00073	Praw.g_00593
OG0000562	Syat.g_00072	Praw.g_00592
OG0000563	Syat.g_00071	Praw.g_00591
OG0000564	Syat.g_00070	Praw.g_00590
OG0000565	Syat.g_00067	Praw.g_00587
OG0000566	Syat.g_00063	Praw.g_00585
OG0000567	Syat.g_00059	Praw.g_00581
OG0000568	Syat.g_00057	Praw.g_00580
OG0000569	Syat.g_00056	Praw.g_00579
OG0000570	Syat.g_00055	Praw.g_00578
OG0000571	Syat.g_00052	Praw.g_00576
OG0000572	Syat.g_00033	Praw.g_01933
OG0000573	Syat.g_00024	Praw.g_01938
OG0000574	Syat.g_00023	Praw.g_01939
OG0000575	Syat.g_00018	Praw.g_01943
OG0000576	Syat.g_00014	Praw.g_01945
OG0000577	Syat.g_00013	Praw.g_01946
OG0000578	Syat.g_00012	Praw.g_01947
OG0000579	Syat.g_00011	Praw.g_01948
OG0000580	Syat.g_00010	Praw.g_01949
OG0000581	Syat.g_00003	Praw.g_00141
OG0000582	Syat.g_03403	Praw.g_00144
OG0000583	Syat.g_03404	Praw.g_00145
OG0000584	Syat.g_03405	Praw.g_00146
OG0000585	Syat.g_03408	Praw.g_00148
OG0000586	Syat.g_03409	Praw.g_00149
OG0000587	Syat.g_00001	Praw.g_00150
OG0000588	Syat.g_00338	Praw.g_00154
OG0000589	Syat.g_03318	Praw.g_00157
OG0000590	Syat.g_03317	Praw.g_00158
OG0000591	Syat.g_03308	Praw.g_00161
OG0000592	Syat.g_03307	Praw.g_00162
OG0000593	Syat.g_00113	Praw.g_00168
OG0000594	Syat.g_00114	Praw.g_00169
OG0000595	Syat.g_00115	Praw.g_01888
OG0000596	Syat.g_00129	Praw.g_01884
OG0000597	Syat.g_00132	Praw.g_01882
OG0000598	Syat.g_00133	Praw.g_01881
OG0000599	Syat.g_00381	Praw.g_01878
OG0000600	Syat.g_00380	Praw.g_01877
OG0000601	Syat.g_00379	Praw.g_01876
OG0000602	Syat.g_00375	Praw.g_01874
OG0000603	Syat.g_00374	Praw.g_01873
OG0000604	Syat.g_00372	Praw.g_01872
OG0000605	Syat.g_00370	Praw.g_01871
OG0000606	Syat.g_00367	Praw.g_01868
OG0000607	Syat.g_00364	Praw.g_01865
OG0000608	Syat.g_00363	Praw.g_01864
