Orthogroup	Syat	Prbb
OG0000044	Syat.g_00933, Syat.g_01910, Syat.g_00146, Syat.g_03333	Prbb.g_00079
OG0000045	Syat.g_00935	Prbb.g_01347, Prbb.g_01094
OG0000046	Syat.g_01626, Syat.g_01026	Prbb.g_00379
OG0000048	Syat.g_02046	Prbb.g_00325
OG0000052	Syat.g_02140	Prbb.g_00112
OG0000053	Syat.g_01330	Prbb.g_01705
OG0000055	Syat.g_00693	Prbb.g_01897
OG0000057	Syat.g_00817	Prbb.g_00706, Prbb.g_01359
OG0000058	Syat.g_01189	Prbb.g_00851
OG0000060	Syat.g_01047	Prbb.g_01153
OG0000061	Syat.g_03260	Prbb.g_01517, Prbb.g_00874
OG0000063	Syat.g_02303	Prbb.g_01921
OG0000065	Syat.g_01571	Prbb.g_00162
OG0000066	Syat.g_03283	Prbb.g_00542
OG0000067	Syat.g_00479	Prbb.g_00783
OG0000068	Syat.g_00085, Syat.g_01295	Prbb.g_01639
OG0000070	Syat.g_01032, Syat.g_01040	Prbb.g_00455
OG0000072	Syat.g_02856, Syat.g_01597	Prbb.g_00228
OG0000073	Syat.g_03201	Prbb.g_00503
OG0000075	Syat.g_02497, Syat.g_01713, Syat.g_02154	Prbb.g_02036
OG0000076	Syat.g_02206	Prbb.g_02061
OG0000077	Syat.g_01481	Prbb.g_00133
OG0000078	Syat.g_00184	Prbb.g_00297
OG0000079	Syat.g_01879	Prbb.g_00308
OG0000081	Syat.g_00980	Prbb.g_00534
OG0000082	Syat.g_00035	Prbb.g_01882
OG0000085	Syat.g_03113	Prbb.g_01816
OG0000086	Syat.g_01531, Syat.g_00798, Syat.g_00635	Prbb.g_00143
OG0000087	Syat.g_02912	Prbb.g_00196
OG0000088	Syat.g_02862	Prbb.g_00223
OG0000089	Syat.g_02953	Prbb.g_00416
OG0000090	Syat.g_03270	Prbb.g_00536
OG0000091	Syat.g_00939, Syat.g_00862	Prbb.g_00643
OG0000092	Syat.g_00825	Prbb.g_00937
OG0000094	Syat.g_01034	Prbb.g_00892
OG0000097	Syat.g_00907, Syat.g_00535	Prbb.g_01470
OG0000098	Syat.g_03281	Prbb.g_01608
OG0000099	Syat.g_02130	Prbb.g_00388
OG0000100	Syat.g_00517	Prbb.g_01763
OG0000101	Syat.g_01661	Prbb.g_02001
OG0000102	Syat.g_00974	Prbb.g_02066
OG0000103	Syat.g_02399	Prbb.g_02174
OG0000104	Syat.g_02385	Prbb.g_02185
OG0000105	Syat.g_02052	Prbb.g_00327
OG0000106	Syat.g_00957	Prbb.g_01197, Prbb.g_01329
OG0000107	Syat.g_01862	Prbb.g_01923
OG0000108	Syat.g_03170	Prbb.g_00484, Prbb.g_00485
OG0000109	Syat.g_03187	Prbb.g_00498
OG0000110	Syat.g_00049	Prbb.g_00578
OG0000111	Syat.g_00816	Prbb.g_00707
OG0000112	Syat.g_00593	Prbb.g_00983
OG0000113	Syat.g_00509	Prbb.g_00807, Prbb.g_01218
OG0000114	Syat.g_00426	Prbb.g_00932
OG0000115	Syat.g_01328	Prbb.g_01780
OG0000116	Syat.g_02641	Prbb.g_01528
OG0000117	Syat.g_00224	Prbb.g_01399
OG0000118	Syat.g_01168	Prbb.g_01598
OG0000119	Syat.g_00309	Prbb.g_01632
OG0000120	Syat.g_02132	Prbb.g_00678
OG0000121	Syat.g_01223	Prbb.g_01688
OG0000123	Syat.g_01653	Prbb.g_02008
OG0000124	Syat.g_02231	Prbb.g_02079
OG0000125	Syat.g_02684	Prbb.g_02131
OG0000126	Syat.g_00976	Prbb.g_02183
OG0000128	Syat.g_02331	Prbb.g_00012
OG0000129	Syat.g_02693, Syat.g_02694	Prbb.g_00059
OG0000130	Syat.g_01469	Prbb.g_00124
OG0000131	Syat.g_02898	Prbb.g_00202
OG0000132	Syat.g_02864	Prbb.g_00221
OG0000133	Syat.g_00588	Prbb.g_00373
OG0000134	Syat.g_02956	Prbb.g_00418
OG0000135	Syat.g_02501	Prbb.g_01326
OG0000136	Syat.g_01292	Prbb.g_00446
OG0000137	Syat.g_01371	Prbb.g_00478
OG0000138	Syat.g_03188	Prbb.g_00499
OG0000140	Syat.g_03280	Prbb.g_00541
OG0000141	Syat.g_03398	Prbb.g_00608
OG0000142	Syat.g_00117	Prbb.g_00636
OG0000143	Syat.g_00130	Prbb.g_00640
OG0000144	Syat.g_00369	Prbb.g_00653
OG0000145	Syat.g_03202	Prbb.g_01099
OG0000146	Syat.g_00594	Prbb.g_00982
OG0000147	Syat.g_00595	Prbb.g_00981
OG0000148	Syat.g_00503	Prbb.g_00801
OG0000149	Syat.g_00747	Prbb.g_00832
OG0000150	Syat.g_03399	Prbb.g_00840
OG0000151	Syat.g_00801, Syat.g_00440	Prbb.g_00943
OG0000152	Syat.g_00578	Prbb.g_00991
OG0000153	Syat.g_00542	Prbb.g_01009
OG0000154	Syat.g_00708	Prbb.g_01040
OG0000155	Syat.g_00287	Prbb.g_01495
OG0000156	Syat.g_03228	Prbb.g_01575
OG0000157	Syat.g_02012, Syat.g_03227	Prbb.g_01576
OG0000158	Syat.g_02163	Prbb.g_02044
OG0000159	Syat.g_01187	Prbb.g_02093, Prbb.g_02083
OG0000160	Syat.g_01224	Prbb.g_01687
OG0000161	Syat.g_01180	Prbb.g_01693
OG0000162	Syat.g_01281	Prbb.g_01699
OG0000163	Syat.g_02979	Prbb.g_01735
OG0000164	Syat.g_03040	Prbb.g_01845
OG0000165	Syat.g_03033	Prbb.g_01853
OG0000166	Syat.g_01822	Prbb.g_01964
OG0000167	Syat.g_02148	Prbb.g_02034
OG0000168	Syat.g_02164	Prbb.g_02045
OG0000169	Syat.g_02192	Prbb.g_02055
OG0000170	Syat.g_02201	Prbb.g_02057
OG0000171	Syat.g_02230	Prbb.g_02078
OG0000172	Syat.g_02260	Prbb.g_02101
OG0000173	Syat.g_02284	Prbb.g_02116
OG0000174	Syat.g_02504	Prbb.g_02147
OG0000175	Syat.g_02416	Prbb.g_02165
OG0000176	Syat.g_02372	Prbb.g_00004
OG0000177	Syat.g_02338	Prbb.g_00005
OG0000178	Syat.g_02337	Prbb.g_00007, Prbb.g_00006
OG0000179	Syat.g_02322	Prbb.g_00017
OG0000180	Syat.g_02321	Prbb.g_00018
OG0000181	Syat.g_02320	Prbb.g_00019
OG0000182	Syat.g_02319	Prbb.g_00020
OG0000183	Syat.g_02315	Prbb.g_00024
OG0000184	Syat.g_02704	Prbb.g_00061
OG0000185	Syat.g_02719	Prbb.g_00064
OG0000186	Syat.g_01463	Prbb.g_00119
OG0000187	Syat.g_01467	Prbb.g_00120
OG0000188	Syat.g_01489	Prbb.g_00137
OG0000189	Syat.g_01557	Prbb.g_00151
OG0000190	Syat.g_00330	Prbb.g_00152
OG0000191	Syat.g_03344, Syat.g_02939	Prbb.g_00175
OG0000192	Syat.g_02933	Prbb.g_00179
OG0000193	Syat.g_02897	Prbb.g_00203
OG0000194	Syat.g_02894	Prbb.g_00206
OG0000195	Syat.g_02892	Prbb.g_00208
OG0000196	Syat.g_02867	Prbb.g_00218
OG0000197	Syat.g_02866	Prbb.g_00219
OG0000198	Syat.g_02865	Prbb.g_00220
OG0000199	Syat.g_02857	Prbb.g_00227
OG0000200	Syat.g_02840	Prbb.g_00240
OG0000201	Syat.g_02821	Prbb.g_00249
OG0000202	Syat.g_02820	Prbb.g_00250
OG0000203	Syat.g_02819	Prbb.g_00251
OG0000204	Syat.g_02818	Prbb.g_00252
OG0000205	Syat.g_02809	Prbb.g_00259
OG0000206	Syat.g_02785	Prbb.g_00263
OG0000207	Syat.g_02778	Prbb.g_00265
OG0000208	Syat.g_02777	Prbb.g_00266
OG0000209	Syat.g_02735	Prbb.g_00275
OG0000210	Syat.g_02734	Prbb.g_00276
OG0000211	Syat.g_01452	Prbb.g_00290
OG0000212	Syat.g_01442	Prbb.g_00298
OG0000213	Syat.g_01889	Prbb.g_00313
OG0000214	Syat.g_02042	Prbb.g_00321
OG0000215	Syat.g_02075	Prbb.g_00344
OG0000216	Syat.g_02079	Prbb.g_00345
OG0000217	Syat.g_02085	Prbb.g_00348
OG0000218	Syat.g_02087	Prbb.g_00350
OG0000219	Syat.g_02088	Prbb.g_00351
OG0000220	Syat.g_02089	Prbb.g_00352
OG0000221	Syat.g_02095	Prbb.g_00353
OG0000222	Syat.g_02109	Prbb.g_00361
OG0000223	Syat.g_02570	Prbb.g_00374
OG0000224	Syat.g_02139	Prbb.g_00376
OG0000225	Syat.g_01595	Prbb.g_00405
OG0000226	Syat.g_01588	Prbb.g_00409
OG0000228	Syat.g_02952	Prbb.g_00415
OG0000229	Syat.g_02970	Prbb.g_00441
OG0000230	Syat.g_02972	Prbb.g_00443
OG0000231	Syat.g_01283	Prbb.g_00454
OG0000232	Syat.g_01313	Prbb.g_00462
OG0000233	Syat.g_01407	Prbb.g_00470
OG0000234	Syat.g_01369	Prbb.g_00479
OG0000235	Syat.g_03169	Prbb.g_00483
OG0000236	Syat.g_03186	Prbb.g_00497
OG0000237	Syat.g_03214	Prbb.g_00510
OG0000238	Syat.g_03219	Prbb.g_00516
OG0000239	Syat.g_01105	Prbb.g_00528
OG0000240	Syat.g_01104	Prbb.g_00529
OG0000241	Syat.g_00111	Prbb.g_00533
OG0000242	Syat.g_01077	Prbb.g_00535
OG0000243	Syat.g_00092	Prbb.g_00546
OG0000244	Syat.g_00082	Prbb.g_00550
OG0000245	Syat.g_00080	Prbb.g_00552
OG0000246	Syat.g_00076	Prbb.g_00556
OG0000247	Syat.g_00065	Prbb.g_00566
OG0000248	Syat.g_00062	Prbb.g_00568
OG0000249	Syat.g_00060	Prbb.g_00570
OG0000250	Syat.g_00053	Prbb.g_00575
OG0000251	Syat.g_00027	Prbb.g_00591
OG0000252	Syat.g_00022	Prbb.g_00593
OG0000253	Syat.g_00021	Prbb.g_00595
OG0000254	Syat.g_03407	Prbb.g_00612
OG0000255	Syat.g_02405	Prbb.g_00618
OG0000256	Syat.g_03306	Prbb.g_00628
OG0000257	Syat.g_00109	Prbb.g_00631
OG0000258	Syat.g_00382	Prbb.g_00644
OG0000259	Syat.g_00342	Prbb.g_00661
OG0000260	Syat.g_00392	Prbb.g_00665
OG0000261	Syat.g_00400	Prbb.g_00668
OG0000262	Syat.g_00407	Prbb.g_00673
OG0000263	Syat.g_00200	Prbb.g_00686
OG0000266	Syat.g_00671	Prbb.g_00723
OG0000267	Syat.g_00636	Prbb.g_00736
OG0000268	Syat.g_00634	Prbb.g_00737
OG0000269	Syat.g_00474, Syat.g_00126	Prbb.g_00778
OG0000270	Syat.g_00477	Prbb.g_00781
OG0000271	Syat.g_00485	Prbb.g_00789
OG0000272	Syat.g_00486	Prbb.g_00790
OG0000273	Syat.g_00520	Prbb.g_00814
OG0000274	Syat.g_00521	Prbb.g_00815
OG0000275	Syat.g_00718	Prbb.g_00817
OG0000276	Syat.g_00725	Prbb.g_00823
OG0000277	Syat.g_00738	Prbb.g_00824
OG0000278	Syat.g_00741	Prbb.g_00828
OG0000279	Syat.g_00755	Prbb.g_00835
OG0000280	Syat.g_01669	Prbb.g_01370
OG0000281	Syat.g_00960	Prbb.g_00841
OG0000282	Syat.g_00431	Prbb.g_00934
OG0000283	Syat.g_00620	Prbb.g_00965
OG0000284	Syat.g_00614	Prbb.g_00970
OG0000285	Syat.g_00607	Prbb.g_00975
OG0000286	Syat.g_00579	Prbb.g_00990
OG0000287	Syat.g_00550	Prbb.g_00101
OG0000288	Syat.g_00709	Prbb.g_01039
OG0000289	Syat.g_00695	Prbb.g_01051
OG0000290	Syat.g_00805	Prbb.g_01067
OG0000292	Syat.g_02388	Prbb.g_01238
OG0000293	Syat.g_03241	Prbb.g_01527
OG0000294	Syat.g_03248	Prbb.g_01526
OG0000295	Syat.g_00297	Prbb.g_01502
OG0000296	Syat.g_00295	Prbb.g_01500
OG0000299	Syat.g_00910	Prbb.g_01471
OG0000300	Syat.g_00904	Prbb.g_01468
OG0000301	Syat.g_00903	Prbb.g_01467
OG0000302	Syat.g_00901	Prbb.g_01464
OG0000303	Syat.g_00892	Prbb.g_01459
OG0000304	Syat.g_00885	Prbb.g_01456
OG0000305	Syat.g_00809	Prbb.g_01789
OG0000306	Syat.g_01704	Prbb.g_00845
OG0000307	Syat.g_01304	Prbb.g_01648
OG0000308	Syat.g_01306	Prbb.g_01649
OG0000309	Syat.g_01417	Prbb.g_01653
OG0000310	Syat.g_01246	Prbb.g_01671
OG0000311	Syat.g_01242	Prbb.g_01673
OG0000312	Syat.g_01237	Prbb.g_01676
OG0000313	Syat.g_01183	Prbb.g_01690
OG0000314	Syat.g_01341	Prbb.g_01711
OG0000315	Syat.g_01351	Prbb.g_01721
OG0000316	Syat.g_03082	Prbb.g_01746
OG0000317	Syat.g_03120	Prbb.g_01821
OG0000318	Syat.g_03125	Prbb.g_01824
OG0000319	Syat.g_03055	Prbb.g_01835
OG0000320	Syat.g_03053	Prbb.g_01837
OG0000321	Syat.g_03052	Prbb.g_01838
OG0000322	Syat.g_03051	Prbb.g_01839
OG0000323	Syat.g_03038	Prbb.g_01848
OG0000324	Syat.g_02998	Prbb.g_01875
OG0000325	Syat.g_01861	Prbb.g_01924
OG0000326	Syat.g_01854	Prbb.g_01930
OG0000327	Syat.g_01827	Prbb.g_01959
OG0000328	Syat.g_01826	Prbb.g_01960
OG0000329	Syat.g_01808	Prbb.g_01977
OG0000330	Syat.g_01807	Prbb.g_01978
OG0000331	Syat.g_01806	Prbb.g_01979
OG0000332	Syat.g_01790	Prbb.g_01993
OG0000333	Syat.g_01787	Prbb.g_01995
OG0000334	Syat.g_01657	Prbb.g_02004
OG0000335	Syat.g_01652	Prbb.g_02009
OG0000336	Syat.g_01648	Prbb.g_02013
OG0000337	Syat.g_02144	Prbb.g_02031
OG0000338	Syat.g_02146	Prbb.g_02032
OG0000339	Syat.g_02155, Syat.g_01055	Prbb.g_02037
OG0000340	Syat.g_02165	Prbb.g_02046
OG0000341	Syat.g_02167	Prbb.g_02048
OG0000342	Syat.g_02168	Prbb.g_02049
OG0000343	Syat.g_02185	Prbb.g_02050
OG0000344	Syat.g_02189	Prbb.g_02053
OG0000345	Syat.g_02202	Prbb.g_02058
OG0000346	Syat.g_02207	Prbb.g_02062
OG0000347	Syat.g_02234	Prbb.g_02082
OG0000348	Syat.g_02264	Prbb.g_02104
OG0000349	Syat.g_02291	Prbb.g_02122
OG0000350	Syat.g_01847	Prbb.g_02143
OG0000351	Syat.g_02411	Prbb.g_02168
OG0000352	Syat.g_02410	Prbb.g_02169
OG0000353	Syat.g_00955, Syat.g_02377	Prbb.g_02188
OG0000355	Syat.g_02375	Prbb.g_00001
OG0000356	Syat.g_02374	Prbb.g_00002
OG0000357	Syat.g_02373	Prbb.g_00003
OG0000358	Syat.g_02336	Prbb.g_00008
OG0000359	Syat.g_02334	Prbb.g_00009
OG0000360	Syat.g_02333	Prbb.g_00010
OG0000361	Syat.g_02332	Prbb.g_00011
OG0000362	Syat.g_02330	Prbb.g_00013
OG0000363	Syat.g_02328	Prbb.g_00015
OG0000364	Syat.g_03122	Prbb.g_00016
OG0000365	Syat.g_02318	Prbb.g_00021
OG0000366	Syat.g_02317	Prbb.g_00022
OG0000367	Syat.g_02316	Prbb.g_00023
OG0000368	Syat.g_02314	Prbb.g_00025
OG0000369	Syat.g_02313	Prbb.g_00026
OG0000370	Syat.g_02312	Prbb.g_00027
OG0000371	Syat.g_02304	Prbb.g_00033
OG0000372	Syat.g_02298	Prbb.g_00035
OG0000373	Syat.g_02297	Prbb.g_00036
OG0000374	Syat.g_02296	Prbb.g_00037
OG0000375	Syat.g_02295	Prbb.g_00055
OG0000376	Syat.g_02293	Prbb.g_00057
OG0000377	Syat.g_02695	Prbb.g_00060
OG0000378	Syat.g_02715	Prbb.g_00062
OG0000379	Syat.g_02720	Prbb.g_00065
OG0000380	Syat.g_01468	Prbb.g_00121
OG0000381	Syat.g_01470	Prbb.g_00125
OG0000382	Syat.g_01488	Prbb.g_00136
OG0000383	Syat.g_01521	Prbb.g_00138
OG0000384	Syat.g_01522	Prbb.g_00139
OG0000385	Syat.g_01523	Prbb.g_00140
OG0000386	Syat.g_01524	Prbb.g_00141
OG0000387	Syat.g_01561	Prbb.g_00154
OG0000388	Syat.g_01565	Prbb.g_00158
OG0000389	Syat.g_01569	Prbb.g_00161
OG0000390	Syat.g_02945	Prbb.g_00170
OG0000391	Syat.g_02940	Prbb.g_00174
OG0000392	Syat.g_02934	Prbb.g_00177
OG0000393	Syat.g_02931	Prbb.g_00180
OG0000394	Syat.g_02930	Prbb.g_00181
OG0000395	Syat.g_02929	Prbb.g_00182
OG0000396	Syat.g_02927	Prbb.g_00185
OG0000397	Syat.g_02925	Prbb.g_00187
OG0000398	Syat.g_02920	Prbb.g_00190
OG0000399	Syat.g_02919	Prbb.g_00191
OG0000400	Syat.g_02918	Prbb.g_00192
OG0000401	Syat.g_02917	Prbb.g_00193
OG0000402	Syat.g_02915	Prbb.g_01101
OG0000403	Syat.g_02914	Prbb.g_00194
OG0000404	Syat.g_02913	Prbb.g_00195
OG0000405	Syat.g_02900	Prbb.g_00200
OG0000406	Syat.g_02896	Prbb.g_00204
OG0000407	Syat.g_02895	Prbb.g_00205
OG0000408	Syat.g_02893	Prbb.g_00207
OG0000409	Syat.g_02891	Prbb.g_00209
OG0000410	Syat.g_02890	Prbb.g_00210
OG0000411	Syat.g_02889	Prbb.g_00211
OG0000412	Syat.g_02888	Prbb.g_00212
OG0000413	Syat.g_02886	Prbb.g_00213
OG0000414	Syat.g_02885	Prbb.g_00214
OG0000415	Syat.g_02884	Prbb.g_00215
OG0000416	Syat.g_02883	Prbb.g_00216
OG0000417	Syat.g_02868	Prbb.g_00217
OG0000418	Syat.g_02863	Prbb.g_00222
OG0000419	Syat.g_02861	Prbb.g_00224
OG0000420	Syat.g_02859	Prbb.g_00225
OG0000421	Syat.g_02855	Prbb.g_00229
OG0000422	Syat.g_02854	Prbb.g_00230
OG0000423	Syat.g_02853	Prbb.g_00231
OG0000424	Syat.g_02852	Prbb.g_00232
OG0000425	Syat.g_02851	Prbb.g_00233
OG0000426	Syat.g_02850	Prbb.g_00234
OG0000427	Syat.g_02849	Prbb.g_00235
OG0000428	Syat.g_02846	Prbb.g_00237
OG0000429	Syat.g_02843	Prbb.g_00238
OG0000430	Syat.g_02841	Prbb.g_00239
OG0000431	Syat.g_02838	Prbb.g_00241
OG0000432	Syat.g_02832	Prbb.g_00245
OG0000433	Syat.g_02829	Prbb.g_00246
OG0000434	Syat.g_02828	Prbb.g_00247
OG0000435	Syat.g_02824	Prbb.g_00248
OG0000436	Syat.g_02817	Prbb.g_00253
OG0000437	Syat.g_02558	Prbb.g_00254
OG0000438	Syat.g_02813	Prbb.g_00255
OG0000439	Syat.g_02811	Prbb.g_00257
OG0000440	Syat.g_02810	Prbb.g_00258
OG0000441	Syat.g_02807	Prbb.g_00260
OG0000442	Syat.g_02797	Prbb.g_00261
OG0000443	Syat.g_02787	Prbb.g_00262
OG0000444	Syat.g_02756	Prbb.g_00267
OG0000445	Syat.g_02755	Prbb.g_00268
OG0000446	Syat.g_02753	Prbb.g_00269
OG0000447	Syat.g_02749	Prbb.g_00270
OG0000448	Syat.g_02748	Prbb.g_00271
OG0000449	Syat.g_02747	Prbb.g_00272
OG0000450	Syat.g_02738	Prbb.g_00273
OG0000451	Syat.g_02737	Prbb.g_00274
OG0000452	Syat.g_02732	Prbb.g_00277
OG0000453	Syat.g_02731	Prbb.g_00278
OG0000454	Syat.g_02730	Prbb.g_00279
OG0000455	Syat.g_02729	Prbb.g_00280
OG0000456	Syat.g_02728	Prbb.g_00281
OG0000457	Syat.g_02726	Prbb.g_00282
OG0000458	Syat.g_02725	Prbb.g_00283
OG0000459	Syat.g_02724	Prbb.g_00284
OG0000460	Syat.g_01450	Prbb.g_00292
OG0000461	Syat.g_01866	Prbb.g_00300
OG0000462	Syat.g_01868	Prbb.g_00302
OG0000463	Syat.g_01869	Prbb.g_00303
OG0000464	Syat.g_01870	Prbb.g_00304
OG0000465	Syat.g_01872	Prbb.g_00305
OG0000466	Syat.g_01877	Prbb.g_00306
OG0000467	Syat.g_01878	Prbb.g_00307
OG0000468	Syat.g_01884	Prbb.g_00309
OG0000469	Syat.g_02000	Prbb.g_00316
OG0000470	Syat.g_02038	Prbb.g_00318
OG0000471	Syat.g_02039	Prbb.g_00319
OG0000472	Syat.g_02041	Prbb.g_00320
OG0000473	Syat.g_02043	Prbb.g_00322
OG0000474	Syat.g_02044	Prbb.g_00323
OG0000475	Syat.g_02045	Prbb.g_00324
OG0000476	Syat.g_02047	Prbb.g_00326
OG0000477	Syat.g_02053	Prbb.g_00328
OG0000478	Syat.g_02054	Prbb.g_00329
OG0000479	Syat.g_02056	Prbb.g_00330
OG0000480	Syat.g_02063	Prbb.g_00334
OG0000481	Syat.g_02066	Prbb.g_00336
OG0000482	Syat.g_02067	Prbb.g_00337
OG0000483	Syat.g_02071	Prbb.g_00340
OG0000484	Syat.g_02072	Prbb.g_00341
OG0000485	Syat.g_02073	Prbb.g_00342
OG0000486	Syat.g_02074	Prbb.g_00343
OG0000487	Syat.g_02080	Prbb.g_00346
OG0000488	Syat.g_02086	Prbb.g_00349
OG0000489	Syat.g_02097	Prbb.g_00354
OG0000490	Syat.g_02106	Prbb.g_00359
OG0000491	Syat.g_02107	Prbb.g_00360
OG0000492	Syat.g_02110	Prbb.g_00362
OG0000493	Syat.g_02111	Prbb.g_00363
OG0000494	Syat.g_02112	Prbb.g_00364
OG0000495	Syat.g_02120	Prbb.g_00365
OG0000496	Syat.g_02121	Prbb.g_00366
OG0000497	Syat.g_02122	Prbb.g_00367
OG0000498	Syat.g_02123	Prbb.g_00368
OG0000499	Syat.g_02124	Prbb.g_00369
OG0000500	Syat.g_02125	Prbb.g_00370
OG0000501	Syat.g_02128	Prbb.g_00372
OG0000502	Syat.g_02135	Prbb.g_00375
OG0000503	Syat.g_01614	Prbb.g_00394
OG0000504	Syat.g_01612	Prbb.g_00396
OG0000505	Syat.g_01611	Prbb.g_00397
OG0000506	Syat.g_01609	Prbb.g_00398
OG0000507	Syat.g_01603	Prbb.g_00401
OG0000508	Syat.g_01596	Prbb.g_00404
OG0000509	Syat.g_01591	Prbb.g_00406
OG0000510	Syat.g_01590	Prbb.g_00407
OG0000511	Syat.g_01589	Prbb.g_00408
OG0000512	Syat.g_01587	Prbb.g_00410
OG0000513	Syat.g_02957	Prbb.g_00419
OG0000514	Syat.g_02962	Prbb.g_00436
OG0000515	Syat.g_02963	Prbb.g_00437
OG0000516	Syat.g_02965	Prbb.g_00438
OG0000517	Syat.g_02969	Prbb.g_00440
OG0000518	Syat.g_01286	Prbb.g_00451
OG0000519	Syat.g_01285	Prbb.g_00452
OG0000520	Syat.g_01284	Prbb.g_00453
OG0000521	Syat.g_01319	Prbb.g_00458
OG0000522	Syat.g_01317	Prbb.g_00460
OG0000523	Syat.g_01316	Prbb.g_00461
OG0000524	Syat.g_01409	Prbb.g_00468
OG0000525	Syat.g_01382	Prbb.g_00472
OG0000526	Syat.g_01380	Prbb.g_00473
OG0000527	Syat.g_01373	Prbb.g_00476
OG0000528	Syat.g_03167	Prbb.g_00482
OG0000529	Syat.g_03171	Prbb.g_00486
OG0000530	Syat.g_03174	Prbb.g_00489
OG0000531	Syat.g_03175	Prbb.g_00490
OG0000532	Syat.g_03178	Prbb.g_00491
OG0000533	Syat.g_03180	Prbb.g_00492
OG0000534	Syat.g_03181	Prbb.g_00493
OG0000535	Syat.g_03182	Prbb.g_00494
OG0000536	Syat.g_03183	Prbb.g_00495
OG0000537	Syat.g_03185	Prbb.g_00496
OG0000538	Syat.g_03204	Prbb.g_00504
OG0000539	Syat.g_03206	Prbb.g_00505
OG0000540	Syat.g_03207	Prbb.g_00506
OG0000541	Syat.g_03208	Prbb.g_00507
OG0000542	Syat.g_03213	Prbb.g_00509
OG0000543	Syat.g_03215	Prbb.g_00511
OG0000544	Syat.g_03216	Prbb.g_00512
OG0000545	Syat.g_03218	Prbb.g_00514
OG0000546	Syat.g_03220	Prbb.g_00517
OG0000547	Syat.g_03222	Prbb.g_00519
OG0000548	Syat.g_03223	Prbb.g_00520
OG0000549	Syat.g_01795	Prbb.g_00523
OG0000550	Syat.g_01107	Prbb.g_00527
OG0000551	Syat.g_01103	Prbb.g_00530
OG0000552	Syat.g_01102	Prbb.g_00531
OG0000553	Syat.g_01098	Prbb.g_00532
OG0000554	Syat.g_03271	Prbb.g_00537
OG0000555	Syat.g_00093	Prbb.g_00545
OG0000556	Syat.g_00088	Prbb.g_00547
OG0000557	Syat.g_00083	Prbb.g_00548
OG0000558	Syat.g_00081	Prbb.g_00551
OG0000559	Syat.g_00077	Prbb.g_00555
OG0000560	Syat.g_00074	Prbb.g_00558
OG0000561	Syat.g_00073	Prbb.g_00559
OG0000562	Syat.g_00072	Prbb.g_00560
OG0000563	Syat.g_00071	Prbb.g_00561
OG0000564	Syat.g_00070	Prbb.g_00562
OG0000565	Syat.g_00067	Prbb.g_00565
OG0000566	Syat.g_00063	Prbb.g_00567
OG0000567	Syat.g_00059	Prbb.g_00571
OG0000568	Syat.g_00057	Prbb.g_00572
OG0000569	Syat.g_00056	Prbb.g_00573
OG0000570	Syat.g_00055	Prbb.g_00574
OG0000571	Syat.g_00052	Prbb.g_00576
OG0000572	Syat.g_00033	Prbb.g_00587
OG0000573	Syat.g_00024	Prbb.g_00592
OG0000574	Syat.g_00023	Prbb.g_00594
OG0000575	Syat.g_00018	Prbb.g_00597
OG0000576	Syat.g_00014	Prbb.g_00599
OG0000577	Syat.g_00013	Prbb.g_00600
