Orthogroup	Prbf	Praa
OG0000155	Prbf.g_00545	Praa.g_01788
OG0000156	Prbf.g_00512	Praa.g_01817
OG0000157	Prbf.g_00477	Praa.g_01849
OG0000158	Prbf.g_00412	Praa.g_01911
OG0000160	Prbf.g_00392	Praa.g_00001
OG0000161	Prbf.g_00391	Praa.g_00002
OG0000162	Prbf.g_00389	Praa.g_00004
OG0000163	Prbf.g_00388	Praa.g_00005
OG0000164	Prbf.g_00387	Praa.g_00006
OG0000165	Prbf.g_00386	Praa.g_00007
OG0000166	Prbf.g_00385	Praa.g_00008
OG0000167	Prbf.g_00384	Praa.g_00009
OG0000168	Prbf.g_00383	Praa.g_00010
OG0000169	Prbf.g_00381	Praa.g_00012
OG0000170	Prbf.g_01336	Praa.g_00014
OG0000171	Prbf.g_01337	Praa.g_00015
OG0000172	Prbf.g_01338	Praa.g_00016
OG0000173	Prbf.g_01339	Praa.g_00017
OG0000174	Prbf.g_01340	Praa.g_00018
OG0000175	Prbf.g_01341	Praa.g_00019
OG0000176	Prbf.g_01342	Praa.g_00020
OG0000177	Prbf.g_01343	Praa.g_00021
OG0000178	Prbf.g_01344	Praa.g_00022
OG0000179	Prbf.g_01346	Praa.g_00024
OG0000180	Prbf.g_01347	Praa.g_00025
OG0000181	Prbf.g_01348	Praa.g_00026
OG0000182	Prbf.g_01349	Praa.g_00027
OG0000183	Prbf.g_01350	Praa.g_00028
OG0000184	Prbf.g_01352	Praa.g_00029
OG0000185	Prbf.g_01355	Praa.g_00032
OG0000186	Prbf.g_01358	Praa.g_00035
OG0000187	Prbf.g_01359	Praa.g_00036
OG0000188	Prbf.g_01360	Praa.g_00037
OG0000189	Prbf.g_01362	Praa.g_00040
OG0000190	Prbf.g_01364	Praa.g_00042
OG0000191	Prbf.g_01366	Praa.g_00043
OG0000192	Prbf.g_01367	Praa.g_00044
OG0000193	Prbf.g_01368	Praa.g_00045
OG0000194	Prbf.g_01371	Praa.g_00046
OG0000195	Prbf.g_01372	Praa.g_00047
OG0000196	Prbf.g_01373	Praa.g_00048
OG0000197	Prbf.g_01375	Praa.g_00050
OG0000198	Prbf.g_01376	Praa.g_00051
OG0000199	Prbf.g_01378	Praa.g_00052
OG0000200	Prbf.g_01390	Praa.g_00064
OG0000201	Prbf.g_01391	Praa.g_00065
OG0000202	Prbf.g_01392	Praa.g_00066
OG0000203	Prbf.g_01396	Praa.g_00069
OG0000204	Prbf.g_01397	Praa.g_00070
OG0000205	Prbf.g_01400	Praa.g_00073
OG0000206	Prbf.g_01402	Praa.g_00075
OG0000207	Prbf.g_01404	Praa.g_00077
OG0000208	Prbf.g_01405	Praa.g_00078
OG0000209	Prbf.g_00291	Praa.g_00079
OG0000210	Prbf.g_01406	Praa.g_00080
OG0000211	Prbf.g_01407	Praa.g_00081
OG0000212	Prbf.g_01408	Praa.g_00082
OG0000213	Prbf.g_01409	Praa.g_00083
OG0000214	Prbf.g_01410	Praa.g_00084
OG0000215	Prbf.g_01411	Praa.g_00085
OG0000216	Prbf.g_01412	Praa.g_00086
OG0000217	Prbf.g_01414	Praa.g_00088
OG0000218	Prbf.g_01415	Praa.g_00089
OG0000219	Prbf.g_01416	Praa.g_00090
OG0000220	Prbf.g_01417	Praa.g_00091
OG0000221	Prbf.g_01420	Praa.g_00094
OG0000222	Prbf.g_01421	Praa.g_00095
OG0000223	Prbf.g_01422	Praa.g_00096
OG0000224	Prbf.g_01424	Praa.g_00097
OG0000225	Prbf.g_01425	Praa.g_00098
OG0000226	Prbf.g_01426	Praa.g_00099
OG0000227	Prbf.g_01428	Praa.g_00100
OG0000228	Prbf.g_01429	Praa.g_00101
OG0000229	Prbf.g_01430	Praa.g_00102
OG0000230	Prbf.g_01431	Praa.g_00103
OG0000231	Prbf.g_01432	Praa.g_00104
OG0000232	Prbf.g_01433	Praa.g_00106
OG0000233	Prbf.g_01435	Praa.g_00107
OG0000234	Prbf.g_01436	Praa.g_00108
OG0000235	Prbf.g_01437	Praa.g_00109
OG0000236	Prbf.g_01440	Praa.g_00110
OG0000237	Prbf.g_01441	Praa.g_00111
OG0000238	Prbf.g_01442	Praa.g_00112
OG0000239	Prbf.g_01444	Praa.g_00114
OG0000240	Prbf.g_01445	Praa.g_00115
OG0000241	Prbf.g_01446	Praa.g_00116
OG0000242	Prbf.g_01447	Praa.g_00117
OG0000243	Prbf.g_01450	Praa.g_00120
OG0000244	Prbf.g_01453	Praa.g_00122
OG0000245	Prbf.g_01454	Praa.g_00123
OG0000246	Prbf.g_01455	Praa.g_00124
OG0000247	Prbf.g_01457	Praa.g_00127
OG0000248	Prbf.g_01459	Praa.g_00129
OG0000249	Prbf.g_01461	Praa.g_00130
OG0000250	Prbf.g_01462	Praa.g_00131
OG0000251	Prbf.g_01463	Praa.g_00132
OG0000252	Prbf.g_01464	Praa.g_00133
OG0000253	Prbf.g_01465	Praa.g_00134
OG0000254	Prbf.g_01055	Praa.g_00136
OG0000255	Prbf.g_01467	Praa.g_00137
OG0000256	Prbf.g_01470	Praa.g_00140
OG0000257	Prbf.g_01472	Praa.g_00142
OG0000258	Prbf.g_01478	Praa.g_00145
OG0000259	Prbf.g_01479	Praa.g_00146
OG0000260	Prbf.g_01480	Praa.g_00147
OG0000261	Prbf.g_01481	Praa.g_00148
OG0000262	Prbf.g_01482	Praa.g_00149
OG0000263	Prbf.g_01484	Praa.g_00151
OG0000264	Prbf.g_01485	Praa.g_00152
OG0000265	Prbf.g_01486	Praa.g_00153
OG0000266	Prbf.g_01487	Praa.g_00154
OG0000267	Prbf.g_01488	Praa.g_00155
OG0000268	Prbf.g_01490	Praa.g_00156
OG0000269	Prbf.g_01492	Praa.g_00158
OG0000270	Prbf.g_01493	Praa.g_00159
OG0000271	Prbf.g_01494	Praa.g_00160
OG0000272	Prbf.g_01495	Praa.g_00161
OG0000273	Prbf.g_01496	Praa.g_00162
OG0000274	Prbf.g_01497	Praa.g_00163
OG0000275	Prbf.g_01498	Praa.g_00164
OG0000276	Prbf.g_01499	Praa.g_00165
OG0000277	Prbf.g_01501	Praa.g_00167
OG0000278	Prbf.g_01502	Praa.g_00168
OG0000279	Prbf.g_01503	Praa.g_00169
OG0000280	Prbf.g_01505	Praa.g_00171
OG0000281	Prbf.g_01507	Praa.g_00173
OG0000282	Prbf.g_01508	Praa.g_00174
OG0000283	Prbf.g_01509	Praa.g_00175
OG0000284	Prbf.g_01510	Praa.g_00176
OG0000285	Prbf.g_01511	Praa.g_00177
OG0000286	Prbf.g_01512	Praa.g_00178
OG0000287	Prbf.g_01513	Praa.g_00179
OG0000288	Prbf.g_01515	Praa.g_00181
OG0000289	Prbf.g_01516	Praa.g_00182
OG0000290	Prbf.g_01517	Praa.g_00183
OG0000291	Prbf.g_01519	Praa.g_00185
OG0000292	Prbf.g_01521	Praa.g_00186
OG0000293	Prbf.g_01522	Praa.g_00187
OG0000294	Prbf.g_01523	Praa.g_00188
OG0000295	Prbf.g_01524	Praa.g_00189
OG0000296	Prbf.g_01525	Praa.g_00190
OG0000297	Prbf.g_01526	Praa.g_00191
OG0000298	Prbf.g_01528	Praa.g_00193
OG0000299	Prbf.g_01529	Praa.g_00194
OG0000300	Prbf.g_01530	Praa.g_00195
OG0000301	Prbf.g_01531	Praa.g_00196
OG0000302	Prbf.g_01532	Praa.g_00197
OG0000303	Prbf.g_01533	Praa.g_00198
OG0000304	Prbf.g_01535	Praa.g_00200
OG0000305	Prbf.g_01536	Praa.g_00201
OG0000306	Prbf.g_01539	Praa.g_00204
OG0000307	Prbf.g_01540	Praa.g_00205
OG0000308	Prbf.g_01541	Praa.g_00206
OG0000309	Prbf.g_01542	Praa.g_00207
OG0000310	Prbf.g_01543	Praa.g_00208
OG0000311	Prbf.g_01545	Praa.g_00209
OG0000312	Prbf.g_01546	Praa.g_00210
OG0000313	Prbf.g_01547	Praa.g_00211
OG0000314	Prbf.g_01548	Praa.g_00212
OG0000315	Prbf.g_01549	Praa.g_00213
OG0000316	Prbf.g_01550	Praa.g_00214
OG0000317	Prbf.g_01551	Praa.g_00215
OG0000318	Prbf.g_01552	Praa.g_00216
OG0000319	Prbf.g_01553	Praa.g_00217
OG0000320	Prbf.g_01554	Praa.g_00218
OG0000321	Prbf.g_01555	Praa.g_00219
OG0000322	Prbf.g_01556	Praa.g_00220
OG0000323	Prbf.g_01557	Praa.g_00221
OG0000324	Prbf.g_01558	Praa.g_00222
OG0000325	Prbf.g_01559	Praa.g_00223
OG0000326	Prbf.g_01560	Praa.g_00224
OG0000327	Prbf.g_01561	Praa.g_00225
OG0000328	Prbf.g_01563	Praa.g_00226
OG0000329	Prbf.g_01564	Praa.g_00227
OG0000330	Prbf.g_01565	Praa.g_00228
OG0000331	Prbf.g_01567	Praa.g_00229
OG0000332	Prbf.g_01568	Praa.g_00230
OG0000333	Prbf.g_01569	Praa.g_00231
OG0000334	Prbf.g_01570	Praa.g_00232
OG0000335	Prbf.g_01571	Praa.g_00233
OG0000336	Prbf.g_01573	Praa.g_00235
OG0000337	Prbf.g_01574	Praa.g_00236
OG0000338	Prbf.g_01579	Praa.g_00240
OG0000339	Prbf.g_01581	Praa.g_00242
OG0000340	Prbf.g_01583	Praa.g_00244
OG0000341	Prbf.g_01584	Praa.g_00245
OG0000342	Prbf.g_01585	Praa.g_00246
OG0000343	Prbf.g_01586	Praa.g_00247
OG0000344	Prbf.g_01589	Praa.g_00250
OG0000345	Prbf.g_01593	Praa.g_00253
OG0000346	Prbf.g_01594	Praa.g_00254
OG0000347	Prbf.g_01597	Praa.g_00257
OG0000348	Prbf.g_01598	Praa.g_00259
OG0000349	Prbf.g_01599	Praa.g_00260
OG0000350	Prbf.g_01601	Praa.g_00262
OG0000351	Prbf.g_01602	Praa.g_00263
OG0000352	Prbf.g_01603	Praa.g_00264
OG0000353	Prbf.g_01604	Praa.g_00265
OG0000354	Prbf.g_01606	Praa.g_00266
OG0000355	Prbf.g_01607	Praa.g_00267
OG0000356	Prbf.g_01608	Praa.g_00268
OG0000357	Prbf.g_01609	Praa.g_00269
OG0000358	Prbf.g_01610	Praa.g_00270
OG0000359	Prbf.g_01612	Praa.g_00271
OG0000360	Prbf.g_01615	Praa.g_00275
OG0000361	Prbf.g_01616	Praa.g_00276
OG0000362	Prbf.g_01617	Praa.g_00277
OG0000363	Prbf.g_01618	Praa.g_00278
OG0000364	Prbf.g_01622	Praa.g_00282
OG0000365	Prbf.g_01623	Praa.g_00283
OG0000366	Prbf.g_01626	Praa.g_00285
OG0000367	Prbf.g_01627	Praa.g_00286
OG0000368	Prbf.g_01628	Praa.g_00287
OG0000369	Prbf.g_01629	Praa.g_00288
OG0000370	Prbf.g_01630	Praa.g_00289
OG0000371	Prbf.g_01632	Praa.g_00290
OG0000372	Prbf.g_01633	Praa.g_00291
OG0000373	Prbf.g_01634	Praa.g_00292
OG0000374	Prbf.g_01635	Praa.g_00294
OG0000375	Prbf.g_01636	Praa.g_00295
OG0000376	Prbf.g_01639	Praa.g_00298
OG0000377	Prbf.g_01640	Praa.g_00299
OG0000378	Prbf.g_01641	Praa.g_00300
OG0000379	Prbf.g_01642	Praa.g_00301
OG0000380	Prbf.g_01643	Praa.g_00302
OG0000381	Prbf.g_01644	Praa.g_00303
OG0000382	Prbf.g_01645	Praa.g_00304
OG0000383	Prbf.g_01646	Praa.g_00305
OG0000384	Prbf.g_01648	Praa.g_00308
OG0000385	Prbf.g_01649	Praa.g_00309
OG0000386	Prbf.g_01650	Praa.g_00310
OG0000387	Prbf.g_01651	Praa.g_00311
OG0000388	Prbf.g_01652	Praa.g_00312
OG0000389	Prbf.g_01653	Praa.g_00313
OG0000390	Prbf.g_01654	Praa.g_00314
OG0000391	Prbf.g_01655	Praa.g_00315
OG0000392	Prbf.g_01656	Praa.g_00316
OG0000393	Prbf.g_01657	Praa.g_00317
OG0000394	Prbf.g_01658	Praa.g_00318
OG0000395	Prbf.g_01659	Praa.g_00319
OG0000396	Prbf.g_01660	Praa.g_00321
OG0000397	Prbf.g_01662	Praa.g_00323
OG0000398	Prbf.g_01663	Praa.g_00324
OG0000399	Prbf.g_01665	Praa.g_00327
OG0000400	Prbf.g_01671	Praa.g_00328
OG0000401	Prbf.g_01672	Praa.g_00329
OG0000402	Prbf.g_01678	Praa.g_00334
OG0000403	Prbf.g_01680	Praa.g_00335
OG0000404	Prbf.g_01681	Praa.g_00336
OG0000405	Prbf.g_01682	Praa.g_00338
OG0000406	Prbf.g_01685	Praa.g_00340
OG0000407	Prbf.g_01686	Praa.g_00341
OG0000408	Prbf.g_01689	Praa.g_00344
OG0000409	Prbf.g_01690	Praa.g_00345
OG0000410	Prbf.g_01691	Praa.g_00346
OG0000411	Prbf.g_01692	Praa.g_00347
OG0000412	Prbf.g_01693	Praa.g_00348
OG0000413	Prbf.g_01694	Praa.g_00349
OG0000414	Prbf.g_01695	Praa.g_00350
OG0000415	Prbf.g_01696	Praa.g_00351
OG0000416	Prbf.g_01700	Praa.g_00354
OG0000417	Prbf.g_01701	Praa.g_00355
OG0000418	Prbf.g_01703	Praa.g_00356
OG0000419	Prbf.g_01704	Praa.g_00357
OG0000420	Prbf.g_01190	Praa.g_00358
OG0000421	Prbf.g_00874	Praa.g_00370
OG0000422	Prbf.g_00741	Praa.g_00378
OG0000423	Prbf.g_00879	Praa.g_00379
OG0000424	Prbf.g_00629	Praa.g_00383
OG0000425	Prbf.g_01715	Praa.g_00431
OG0000426	Prbf.g_01716	Praa.g_00432
OG0000427	Prbf.g_01717	Praa.g_00433
OG0000428	Prbf.g_01719	Praa.g_00435
OG0000429	Prbf.g_01720	Praa.g_00436
OG0000430	Prbf.g_01722	Praa.g_00437
OG0000431	Prbf.g_01723	Praa.g_00438
OG0000432	Prbf.g_01724	Praa.g_00439
OG0000433	Prbf.g_01725	Praa.g_00440
OG0000434	Prbf.g_01726	Praa.g_00441
OG0000435	Prbf.g_01727	Praa.g_00442
OG0000436	Prbf.g_01728	Praa.g_00443
OG0000437	Prbf.g_01729	Praa.g_00444
OG0000438	Prbf.g_01730	Praa.g_00445
OG0000439	Prbf.g_01731	Praa.g_00446
OG0000440	Prbf.g_01732	Praa.g_00447
OG0000441	Prbf.g_01733	Praa.g_00448
OG0000442	Prbf.g_01734	Praa.g_00449
OG0000443	Prbf.g_01735	Praa.g_00450
OG0000444	Prbf.g_01736	Praa.g_00451
OG0000445	Prbf.g_01740	Praa.g_00452
OG0000446	Prbf.g_01742	Praa.g_00454
OG0000447	Prbf.g_01743	Praa.g_00455
OG0000448	Prbf.g_01744	Praa.g_00457
OG0000449	Prbf.g_01748	Praa.g_00461
OG0000450	Prbf.g_01749	Praa.g_00462
OG0000451	Prbf.g_01750	Praa.g_00463
OG0000452	Prbf.g_01752	Praa.g_00464
OG0000453	Prbf.g_01753	Praa.g_00465
OG0000454	Prbf.g_01754	Praa.g_00471
OG0000455	Prbf.g_01756	Praa.g_00473
OG0000456	Prbf.g_01760	Praa.g_00477
OG0000457	Prbf.g_01761	Praa.g_00478
OG0000458	Prbf.g_01762	Praa.g_00479
OG0000459	Prbf.g_01764	Praa.g_00481
OG0000460	Prbf.g_01766	Praa.g_00483
OG0000461	Prbf.g_01767	Praa.g_00484
OG0000462	Prbf.g_01768	Praa.g_00485
OG0000463	Prbf.g_01770	Praa.g_00487
OG0000464	Prbf.g_01771	Praa.g_00488
OG0000465	Prbf.g_01772	Praa.g_00489
OG0000466	Prbf.g_01773	Praa.g_00490
OG0000467	Prbf.g_01774	Praa.g_00491
OG0000468	Prbf.g_01775	Praa.g_00492
OG0000469	Prbf.g_01776	Praa.g_00493
OG0000470	Prbf.g_01777	Praa.g_00494
OG0000471	Prbf.g_01778	Praa.g_00495
OG0000472	Prbf.g_01784	Praa.g_00500
OG0000473	Prbf.g_01785	Praa.g_00501
OG0000474	Prbf.g_01786	Praa.g_00502
OG0000475	Prbf.g_01787	Praa.g_00503
OG0000476	Prbf.g_01788	Praa.g_00505
OG0000477	Prbf.g_01789	Praa.g_00506
OG0000478	Prbf.g_01790	Praa.g_00507
OG0000479	Prbf.g_01791	Praa.g_00508
OG0000480	Prbf.g_01793	Praa.g_00510
OG0000481	Prbf.g_01795	Praa.g_00512
OG0000482	Prbf.g_01796	Praa.g_00513
OG0000483	Prbf.g_01798	Praa.g_00515
OG0000484	Prbf.g_01799	Praa.g_00516
OG0000485	Prbf.g_01800	Praa.g_00517
OG0000486	Prbf.g_01801	Praa.g_00518
OG0000487	Prbf.g_01805	Praa.g_00523
OG0000488	Prbf.g_01806	Praa.g_00525
OG0000489	Prbf.g_01807	Praa.g_00526
OG0000490	Prbf.g_01808	Praa.g_00527
OG0000491	Prbf.g_01809	Praa.g_00528
OG0000492	Prbf.g_01810	Praa.g_00529
OG0000493	Prbf.g_01811	Praa.g_00530
OG0000494	Prbf.g_01812	Praa.g_00531
OG0000495	Prbf.g_01815	Praa.g_00534
OG0000496	Prbf.g_01816	Praa.g_00535
OG0000497	Prbf.g_01817	Praa.g_00536
OG0000498	Prbf.g_01818	Praa.g_00537
OG0000499	Prbf.g_01819	Praa.g_00538
OG0000500	Prbf.g_01821	Praa.g_00540
OG0000501	Prbf.g_01822	Praa.g_00541
OG0000502	Prbf.g_01823	Praa.g_00543
OG0000503	Prbf.g_01825	Praa.g_00545
OG0000504	Prbf.g_01826	Praa.g_00546
OG0000505	Prbf.g_01827	Praa.g_00547
OG0000506	Prbf.g_01828	Praa.g_00548
OG0000507	Prbf.g_01829	Praa.g_00549
OG0000508	Prbf.g_01830	Praa.g_00550
OG0000509	Prbf.g_01831	Praa.g_00551
OG0000510	Prbf.g_01832	Praa.g_00552
OG0000511	Prbf.g_01834	Praa.g_00554
OG0000512	Prbf.g_01835	Praa.g_00555
OG0000513	Prbf.g_01836	Praa.g_00556
OG0000514	Prbf.g_01837	Praa.g_00557
OG0000515	Prbf.g_01838	Praa.g_00558
OG0000516	Prbf.g_01839	Praa.g_00559
OG0000517	Prbf.g_01840	Praa.g_00561
OG0000518	Prbf.g_01841	Praa.g_00562
OG0000519	Prbf.g_01843	Praa.g_00563
OG0000520	Prbf.g_01845	Praa.g_00564
OG0000521	Prbf.g_01846	Praa.g_00565
OG0000522	Prbf.g_01847	Praa.g_00566
OG0000523	Prbf.g_01848	Praa.g_00567
OG0000524	Prbf.g_01849	Praa.g_00568
OG0000525	Prbf.g_01850	Praa.g_00569
OG0000526	Prbf.g_01851	Praa.g_00570
OG0000527	Prbf.g_01852	Praa.g_00571
OG0000528	Prbf.g_01853	Praa.g_00572
OG0000529	Prbf.g_01854	Praa.g_00573
OG0000530	Prbf.g_01855	Praa.g_00574
OG0000531	Prbf.g_01856	Praa.g_00575
OG0000532	Prbf.g_01857	Praa.g_00576
OG0000533	Prbf.g_01859	Praa.g_00578
OG0000534	Prbf.g_01860	Praa.g_00579
OG0000535	Prbf.g_01861	Praa.g_00580
OG0000536	Prbf.g_01862	Praa.g_00581
OG0000537	Prbf.g_01863	Praa.g_00582
OG0000538	Prbf.g_01864	Praa.g_00583
OG0000539	Prbf.g_01868	Praa.g_00586
OG0000540	Prbf.g_01869	Praa.g_00587
OG0000541	Prbf.g_01870	Praa.g_00588
OG0000542	Prbf.g_01873	Praa.g_00591
OG0000543	Prbf.g_01874	Praa.g_00592
OG0000544	Prbf.g_01875	Praa.g_00593
OG0000545	Prbf.g_01876	Praa.g_00594
OG0000546	Prbf.g_01877	Praa.g_00595
OG0000547	Prbf.g_01878	Praa.g_00596
OG0000548	Prbf.g_01879	Praa.g_00597
OG0000549	Prbf.g_01881	Praa.g_00599
OG0000550	Prbf.g_01882	Praa.g_00600
OG0000551	Prbf.g_01883	Praa.g_00601
OG0000552	Prbf.g_01884	Praa.g_00602
OG0000553	Prbf.g_01885	Praa.g_00603
OG0000554	Prbf.g_01886	Praa.g_00604
OG0000555	Prbf.g_01888	Praa.g_00605
OG0000556	Prbf.g_01889	Praa.g_00606
OG0000557	Prbf.g_01890	Praa.g_00607
OG0000558	Prbf.g_01891	Praa.g_00608
OG0000559	Prbf.g_01892	Praa.g_00609
OG0000560	Prbf.g_01893	Praa.g_00610
OG0000561	Prbf.g_01894	Praa.g_00611
OG0000562	Prbf.g_01895	Praa.g_00612
OG0000563	Prbf.g_01896	Praa.g_00613
OG0000564	Prbf.g_01897	Praa.g_00614
OG0000565	Prbf.g_01898	Praa.g_00615
OG0000566	Prbf.g_01899	Praa.g_00616
OG0000567	Prbf.g_01900	Praa.g_00617
OG0000568	Prbf.g_01901	Praa.g_00618
OG0000569	Prbf.g_01903	Praa.g_00621
OG0000570	Prbf.g_01904	Praa.g_00622
