Orthogroup	Prbf	Prao
OG0000149	Prbf.g_00696	Prao.g_01550
OG0000150	Prbf.g_00657	Prao.g_01588
OG0000151	Prbf.g_00654	Prao.g_01591
OG0000152	Prbf.g_00634	Prao.g_01610
OG0000153	Prbf.g_00600	Prao.g_01646
OG0000154	Prbf.g_00564	Prao.g_01682
OG0000155	Prbf.g_00545	Prao.g_01700
OG0000156	Prbf.g_00512	Prao.g_01728
OG0000157	Prbf.g_00477	Prao.g_01760
OG0000158	Prbf.g_00412	Prao.g_01823
OG0000160	Prbf.g_00392	Prao.g_01842
OG0000161	Prbf.g_00391	Prao.g_01843
OG0000162	Prbf.g_00389	Prao.g_01845
OG0000163	Prbf.g_00388	Prao.g_01846
OG0000164	Prbf.g_00387	Prao.g_01847
OG0000165	Prbf.g_00386	Prao.g_01848
OG0000166	Prbf.g_00385	Prao.g_01849
OG0000167	Prbf.g_00384	Prao.g_01850
OG0000168	Prbf.g_00383	Prao.g_00157
OG0000169	Prbf.g_00381	Prao.g_00159
OG0000170	Prbf.g_01336	Prao.g_00161
OG0000171	Prbf.g_01337	Prao.g_00162
OG0000172	Prbf.g_01338	Prao.g_00163
OG0000173	Prbf.g_01339	Prao.g_00164
OG0000174	Prbf.g_01340	Prao.g_00165
OG0000175	Prbf.g_01341	Prao.g_00166
OG0000176	Prbf.g_01342	Prao.g_00167
OG0000177	Prbf.g_01343	Prao.g_00168
OG0000178	Prbf.g_01344	Prao.g_00169
OG0000179	Prbf.g_01346	Prao.g_00171
OG0000180	Prbf.g_01347	Prao.g_00172
OG0000181	Prbf.g_01348	Prao.g_00173
OG0000182	Prbf.g_01349	Prao.g_00174
OG0000183	Prbf.g_01350	Prao.g_00175
OG0000184	Prbf.g_01352	Prao.g_00176
OG0000185	Prbf.g_01355	Prao.g_00178
OG0000186	Prbf.g_01358	Prao.g_00181
OG0000187	Prbf.g_01359	Prao.g_00182
OG0000188	Prbf.g_01360	Prao.g_00183
OG0000189	Prbf.g_01362	Prao.g_00186
OG0000190	Prbf.g_01364	Prao.g_00188
OG0000191	Prbf.g_01366	Prao.g_00189
OG0000192	Prbf.g_01367	Prao.g_00190
OG0000193	Prbf.g_01368	Prao.g_00191
OG0000194	Prbf.g_01371	Prao.g_00192
OG0000195	Prbf.g_01372	Prao.g_00193
OG0000196	Prbf.g_01373	Prao.g_00194
OG0000197	Prbf.g_01375	Prao.g_00196
OG0000198	Prbf.g_01376	Prao.g_00197
OG0000199	Prbf.g_01378	Prao.g_00198
OG0000200	Prbf.g_01390	Prao.g_00203
OG0000201	Prbf.g_01391	Prao.g_00204
OG0000202	Prbf.g_01392	Prao.g_00205
OG0000203	Prbf.g_01396	Prao.g_00208
OG0000204	Prbf.g_01397	Prao.g_00209
OG0000205	Prbf.g_01400	Prao.g_00212
OG0000206	Prbf.g_01402	Prao.g_00214
OG0000207	Prbf.g_01404	Prao.g_00216
OG0000208	Prbf.g_01405	Prao.g_00217
OG0000209	Prbf.g_00291	Prao.g_00218
OG0000210	Prbf.g_01406	Prao.g_00219
OG0000211	Prbf.g_01407	Prao.g_00220
OG0000212	Prbf.g_01408	Prao.g_00221
OG0000213	Prbf.g_01409	Prao.g_00222
OG0000214	Prbf.g_01410	Prao.g_00223
OG0000215	Prbf.g_01411	Prao.g_00224
OG0000216	Prbf.g_01412	Prao.g_00225
OG0000217	Prbf.g_01414	Prao.g_00227
OG0000218	Prbf.g_01415	Prao.g_00228
OG0000219	Prbf.g_01416	Prao.g_00229
OG0000220	Prbf.g_01417	Prao.g_00230
OG0000221	Prbf.g_01420	Prao.g_00233
OG0000222	Prbf.g_01421	Prao.g_00234
OG0000223	Prbf.g_01422	Prao.g_00235
OG0000224	Prbf.g_01424	Prao.g_00236
OG0000225	Prbf.g_01425	Prao.g_00237
OG0000226	Prbf.g_01426	Prao.g_00238
OG0000227	Prbf.g_01428	Prao.g_00239
OG0000228	Prbf.g_01429	Prao.g_00240
OG0000229	Prbf.g_01430	Prao.g_00241
OG0000230	Prbf.g_01431	Prao.g_00242
OG0000231	Prbf.g_01432	Prao.g_00243
OG0000232	Prbf.g_01433	Prao.g_00244
OG0000233	Prbf.g_01435	Prao.g_00245
OG0000234	Prbf.g_01436	Prao.g_00246
OG0000235	Prbf.g_01437	Prao.g_00247
OG0000236	Prbf.g_01440	Prao.g_00248
OG0000237	Prbf.g_01441	Prao.g_00249
OG0000238	Prbf.g_01442	Prao.g_00250
OG0000239	Prbf.g_01444	Prao.g_00252
OG0000240	Prbf.g_01445	Prao.g_00254
OG0000241	Prbf.g_01446	Prao.g_00255
OG0000242	Prbf.g_01447	Prao.g_00256
OG0000243	Prbf.g_01450	Prao.g_00259
OG0000244	Prbf.g_01453	Prao.g_00261
OG0000245	Prbf.g_01454	Prao.g_00262
OG0000246	Prbf.g_01455	Prao.g_00263
OG0000247	Prbf.g_01457	Prao.g_00266
OG0000248	Prbf.g_01459	Prao.g_00268
OG0000249	Prbf.g_01461	Prao.g_00269
OG0000250	Prbf.g_01462	Prao.g_00270
OG0000251	Prbf.g_01463	Prao.g_00271
OG0000252	Prbf.g_01464	Prao.g_00272
OG0000253	Prbf.g_01465	Prao.g_00273
OG0000254	Prbf.g_01055	Prao.g_00274
OG0000255	Prbf.g_01467	Prao.g_00275
OG0000256	Prbf.g_01470	Prao.g_00278
OG0000257	Prbf.g_01472	Prao.g_00280
OG0000258	Prbf.g_01478	Prao.g_00283
OG0000259	Prbf.g_01479	Prao.g_00284
OG0000260	Prbf.g_01480	Prao.g_00285
OG0000261	Prbf.g_01481	Prao.g_00286
OG0000262	Prbf.g_01482	Prao.g_00287
OG0000263	Prbf.g_01484	Prao.g_00289
OG0000264	Prbf.g_01485	Prao.g_00290
OG0000265	Prbf.g_01486	Prao.g_00291
OG0000266	Prbf.g_01487	Prao.g_00292
OG0000267	Prbf.g_01488	Prao.g_00293
OG0000268	Prbf.g_01490	Prao.g_00294
OG0000269	Prbf.g_01492	Prao.g_00296
OG0000270	Prbf.g_01493	Prao.g_00297
OG0000271	Prbf.g_01494	Prao.g_00298
OG0000272	Prbf.g_01495	Prao.g_00299
OG0000273	Prbf.g_01496	Prao.g_00300
OG0000274	Prbf.g_01497	Prao.g_00301
OG0000275	Prbf.g_01498	Prao.g_00302
OG0000276	Prbf.g_01499	Prao.g_00303
OG0000277	Prbf.g_01501	Prao.g_00305
OG0000278	Prbf.g_01502	Prao.g_00306
OG0000279	Prbf.g_01503	Prao.g_00307
OG0000280	Prbf.g_01505	Prao.g_00309
OG0000281	Prbf.g_01507	Prao.g_00311
OG0000282	Prbf.g_01508	Prao.g_00312
OG0000283	Prbf.g_01509	Prao.g_00313
OG0000284	Prbf.g_01510	Prao.g_00314
OG0000285	Prbf.g_01511	Prao.g_00315
OG0000286	Prbf.g_01512	Prao.g_00316
OG0000287	Prbf.g_01513	Prao.g_00317
OG0000288	Prbf.g_01515	Prao.g_00319
OG0000289	Prbf.g_01516	Prao.g_00320
OG0000290	Prbf.g_01517	Prao.g_00321
OG0000291	Prbf.g_01519	Prao.g_00323
OG0000292	Prbf.g_01521	Prao.g_00324
OG0000293	Prbf.g_01522	Prao.g_00325
OG0000294	Prbf.g_01523	Prao.g_00326
OG0000295	Prbf.g_01524	Prao.g_00327
OG0000296	Prbf.g_01525	Prao.g_00328
OG0000297	Prbf.g_01526	Prao.g_00329
OG0000298	Prbf.g_01528	Prao.g_00331
OG0000299	Prbf.g_01529	Prao.g_00332
OG0000300	Prbf.g_01530	Prao.g_00333
OG0000301	Prbf.g_01531	Prao.g_00334
OG0000302	Prbf.g_01532	Prao.g_00335
OG0000303	Prbf.g_01533	Prao.g_00336
OG0000304	Prbf.g_01535	Prao.g_00338
OG0000305	Prbf.g_01536	Prao.g_00339
OG0000306	Prbf.g_01539	Prao.g_00342
OG0000307	Prbf.g_01540	Prao.g_00343
OG0000308	Prbf.g_01541	Prao.g_00344
OG0000309	Prbf.g_01542	Prao.g_00345
OG0000310	Prbf.g_01543	Prao.g_00346
OG0000311	Prbf.g_01545	Prao.g_00347
OG0000312	Prbf.g_01546	Prao.g_00348
OG0000313	Prbf.g_01547	Prao.g_00349
OG0000314	Prbf.g_01548	Prao.g_00350
OG0000315	Prbf.g_01549	Prao.g_00351
OG0000316	Prbf.g_01550	Prao.g_00352
OG0000317	Prbf.g_01551	Prao.g_00353
OG0000318	Prbf.g_01552	Prao.g_00354
OG0000319	Prbf.g_01553	Prao.g_00355
OG0000320	Prbf.g_01554	Prao.g_00356
OG0000321	Prbf.g_01555	Prao.g_00357
OG0000322	Prbf.g_01556	Prao.g_00358
OG0000323	Prbf.g_01557	Prao.g_00359
OG0000324	Prbf.g_01558	Prao.g_00360
OG0000325	Prbf.g_01559	Prao.g_00361
OG0000326	Prbf.g_01560	Prao.g_00362
OG0000327	Prbf.g_01561	Prao.g_00363
OG0000328	Prbf.g_01563	Prao.g_00364
OG0000329	Prbf.g_01564	Prao.g_00365
OG0000330	Prbf.g_01565	Prao.g_00366
OG0000331	Prbf.g_01567	Prao.g_00367
OG0000332	Prbf.g_01568	Prao.g_00368
OG0000333	Prbf.g_01569	Prao.g_00369
OG0000334	Prbf.g_01570	Prao.g_00370
OG0000335	Prbf.g_01571	Prao.g_00371
OG0000336	Prbf.g_01573	Prao.g_00373
OG0000337	Prbf.g_01574	Prao.g_00374
OG0000338	Prbf.g_01579	Prao.g_00378
OG0000339	Prbf.g_01581	Prao.g_00380
OG0000340	Prbf.g_01583	Prao.g_00382
OG0000341	Prbf.g_01584	Prao.g_00383
OG0000342	Prbf.g_01585	Prao.g_00384
OG0000343	Prbf.g_01586	Prao.g_00385
OG0000344	Prbf.g_01589	Prao.g_00388
OG0000345	Prbf.g_01593	Prao.g_00391
OG0000346	Prbf.g_01594	Prao.g_00392
OG0000347	Prbf.g_01597	Prao.g_00395
OG0000348	Prbf.g_01598	Prao.g_00397
OG0000349	Prbf.g_01599	Prao.g_00398
OG0000350	Prbf.g_01601	Prao.g_00400
OG0000351	Prbf.g_01602	Prao.g_00401
OG0000352	Prbf.g_01603	Prao.g_00402
OG0000353	Prbf.g_01604	Prao.g_00403
OG0000354	Prbf.g_01606	Prao.g_00404
OG0000355	Prbf.g_01607	Prao.g_00405
OG0000356	Prbf.g_01608	Prao.g_00406
OG0000357	Prbf.g_01609	Prao.g_00407
OG0000358	Prbf.g_01610	Prao.g_00408
OG0000359	Prbf.g_01612	Prao.g_00409
OG0000360	Prbf.g_01615	Prao.g_00412
OG0000361	Prbf.g_01616	Prao.g_00413
OG0000362	Prbf.g_01617	Prao.g_00414
OG0000363	Prbf.g_01618	Prao.g_00415
OG0000364	Prbf.g_01622	Prao.g_00419
OG0000365	Prbf.g_01623	Prao.g_00420
OG0000366	Prbf.g_01626	Prao.g_00422
OG0000367	Prbf.g_01627	Prao.g_00423
OG0000368	Prbf.g_01628	Prao.g_00424
OG0000369	Prbf.g_01629	Prao.g_00425
OG0000370	Prbf.g_01630	Prao.g_00426
OG0000371	Prbf.g_01632	Prao.g_00427
OG0000372	Prbf.g_01633	Prao.g_00428
OG0000373	Prbf.g_01634	Prao.g_00429
OG0000374	Prbf.g_01635	Prao.g_00431
OG0000375	Prbf.g_01636	Prao.g_00432
OG0000376	Prbf.g_01639	Prao.g_00435
OG0000377	Prbf.g_01640	Prao.g_00436
OG0000378	Prbf.g_01641	Prao.g_00437
OG0000379	Prbf.g_01642	Prao.g_00438
OG0000380	Prbf.g_01643	Prao.g_00439
OG0000381	Prbf.g_01644	Prao.g_00440
OG0000382	Prbf.g_01645	Prao.g_00441
OG0000383	Prbf.g_01646	Prao.g_00442
OG0000384	Prbf.g_01648	Prao.g_00444
OG0000385	Prbf.g_01649	Prao.g_00445
OG0000386	Prbf.g_01650	Prao.g_00446
OG0000387	Prbf.g_01651	Prao.g_00447
OG0000388	Prbf.g_01652	Prao.g_00448
OG0000389	Prbf.g_01653	Prao.g_00449
OG0000390	Prbf.g_01654	Prao.g_00450
OG0000391	Prbf.g_01655	Prao.g_00451
OG0000392	Prbf.g_01656	Prao.g_00452
OG0000393	Prbf.g_01657	Prao.g_00453
OG0000394	Prbf.g_01658	Prao.g_00454
OG0000395	Prbf.g_01659	Prao.g_00455
OG0000396	Prbf.g_01660	Prao.g_00457
OG0000397	Prbf.g_01662	Prao.g_00459
OG0000398	Prbf.g_01663	Prao.g_00460
OG0000399	Prbf.g_01665	Prao.g_00463
OG0000400	Prbf.g_01671	Prao.g_00464
OG0000401	Prbf.g_01672	Prao.g_00465
OG0000402	Prbf.g_01678	Prao.g_00470
OG0000403	Prbf.g_01680	Prao.g_00471
OG0000404	Prbf.g_01681	Prao.g_00472
OG0000405	Prbf.g_01682	Prao.g_00474
OG0000406	Prbf.g_01685	Prao.g_00476
OG0000407	Prbf.g_01686	Prao.g_00477
OG0000408	Prbf.g_01689	Prao.g_00479
OG0000409	Prbf.g_01690	Prao.g_00480
OG0000410	Prbf.g_01691	Prao.g_00481
OG0000411	Prbf.g_01692	Prao.g_00482
OG0000412	Prbf.g_01693	Prao.g_00483
OG0000413	Prbf.g_01694	Prao.g_00484
OG0000414	Prbf.g_01695	Prao.g_00485
OG0000415	Prbf.g_01696	Prao.g_00486
OG0000416	Prbf.g_01700	Prao.g_00489
OG0000417	Prbf.g_01701	Prao.g_00490
OG0000418	Prbf.g_01703	Prao.g_00491
OG0000419	Prbf.g_01704	Prao.g_00492
OG0000420	Prbf.g_01190	Prao.g_00493
OG0000421	Prbf.g_00874	Prao.g_00506
OG0000422	Prbf.g_00741	Prao.g_00513
OG0000423	Prbf.g_00879	Prao.g_00514
OG0000424	Prbf.g_00629	Prao.g_00518
OG0000425	Prbf.g_01715	Prao.g_00535
OG0000426	Prbf.g_01716	Prao.g_00536
OG0000427	Prbf.g_01717	Prao.g_00537
OG0000428	Prbf.g_01719	Prao.g_00539
OG0000429	Prbf.g_01720	Prao.g_00540
OG0000430	Prbf.g_01722	Prao.g_00542
OG0000431	Prbf.g_01723	Prao.g_00543
OG0000432	Prbf.g_01724	Prao.g_00544
OG0000433	Prbf.g_01725	Prao.g_00545
OG0000434	Prbf.g_01726	Prao.g_00546
OG0000435	Prbf.g_01727	Prao.g_00547
OG0000436	Prbf.g_01728	Prao.g_00548
OG0000437	Prbf.g_01729	Prao.g_00549
OG0000438	Prbf.g_01730	Prao.g_00550
OG0000439	Prbf.g_01731	Prao.g_00551
OG0000440	Prbf.g_01732	Prao.g_00552
OG0000441	Prbf.g_01733	Prao.g_00553
OG0000442	Prbf.g_01734	Prao.g_00554
OG0000443	Prbf.g_01735	Prao.g_00555
OG0000444	Prbf.g_01736	Prao.g_00556
OG0000445	Prbf.g_01740	Prao.g_00557
OG0000446	Prbf.g_01742	Prao.g_00559
OG0000447	Prbf.g_01743	Prao.g_00560
OG0000448	Prbf.g_01744	Prao.g_00564
OG0000449	Prbf.g_01748	Prao.g_00567
OG0000450	Prbf.g_01749	Prao.g_00568
OG0000451	Prbf.g_01750	Prao.g_00569
OG0000452	Prbf.g_01752	Prao.g_00570
OG0000453	Prbf.g_01753	Prao.g_00571
OG0000454	Prbf.g_01754	Prao.g_00577
OG0000455	Prbf.g_01756	Prao.g_00579
OG0000456	Prbf.g_01760	Prao.g_00583
OG0000457	Prbf.g_01761	Prao.g_00584
OG0000458	Prbf.g_01762	Prao.g_00585
OG0000459	Prbf.g_01764	Prao.g_00587
OG0000460	Prbf.g_01766	Prao.g_00589
OG0000461	Prbf.g_01767	Prao.g_00590
OG0000462	Prbf.g_01768	Prao.g_00591
OG0000463	Prbf.g_01770	Prao.g_00593
OG0000464	Prbf.g_01771	Prao.g_00594
OG0000465	Prbf.g_01772	Prao.g_00595
OG0000466	Prbf.g_01773	Prao.g_00596
OG0000467	Prbf.g_01774	Prao.g_00597
OG0000468	Prbf.g_01775	Prao.g_00598
OG0000469	Prbf.g_01776	Prao.g_00599
OG0000470	Prbf.g_01777	Prao.g_00600
OG0000471	Prbf.g_01778	Prao.g_00601
OG0000472	Prbf.g_01784	Prao.g_00606
OG0000473	Prbf.g_01785	Prao.g_00607
OG0000474	Prbf.g_01786	Prao.g_00608
OG0000475	Prbf.g_01787	Prao.g_00609
OG0000476	Prbf.g_01788	Prao.g_00611
OG0000477	Prbf.g_01789	Prao.g_00612
OG0000478	Prbf.g_01790	Prao.g_00613
OG0000479	Prbf.g_01791	Prao.g_00614
OG0000480	Prbf.g_01793	Prao.g_00616
OG0000481	Prbf.g_01795	Prao.g_00618
OG0000482	Prbf.g_01796	Prao.g_00619
OG0000483	Prbf.g_01798	Prao.g_00621
OG0000484	Prbf.g_01799	Prao.g_00622
OG0000485	Prbf.g_01800	Prao.g_00623
OG0000486	Prbf.g_01801	Prao.g_00624
OG0000487	Prbf.g_01805	Prao.g_00629
OG0000488	Prbf.g_01806	Prao.g_00631
OG0000489	Prbf.g_01807	Prao.g_00632
OG0000490	Prbf.g_01808	Prao.g_00633
OG0000491	Prbf.g_01809	Prao.g_00634
OG0000492	Prbf.g_01810	Prao.g_00635
OG0000493	Prbf.g_01811	Prao.g_01861
OG0000494	Prbf.g_01812	Prao.g_01860
OG0000495	Prbf.g_01815	Prao.g_01857
OG0000496	Prbf.g_01816	Prao.g_01856
OG0000497	Prbf.g_01817	Prao.g_01855
OG0000498	Prbf.g_01818	Prao.g_01854
OG0000499	Prbf.g_01819	Prao.g_01853
OG0000500	Prbf.g_01821	Prao.g_01159
OG0000501	Prbf.g_01822	Prao.g_01160
OG0000502	Prbf.g_01823	Prao.g_01161
OG0000503	Prbf.g_01825	Prao.g_01163
OG0000504	Prbf.g_01826	Prao.g_01164
OG0000505	Prbf.g_01827	Prao.g_01165
OG0000506	Prbf.g_01828	Prao.g_01166
OG0000507	Prbf.g_01829	Prao.g_01167
OG0000508	Prbf.g_01830	Prao.g_01168
OG0000509	Prbf.g_01831	Prao.g_01169
OG0000510	Prbf.g_01832	Prao.g_01170
OG0000511	Prbf.g_01834	Prao.g_01172
OG0000512	Prbf.g_01835	Prao.g_01173
OG0000513	Prbf.g_01836	Prao.g_01174
OG0000514	Prbf.g_01837	Prao.g_01175
OG0000515	Prbf.g_01838	Prao.g_01176
OG0000516	Prbf.g_01839	Prao.g_01177
OG0000517	Prbf.g_01840	Prao.g_01179
OG0000518	Prbf.g_01841	Prao.g_01180
OG0000519	Prbf.g_01843	Prao.g_01181
OG0000520	Prbf.g_01845	Prao.g_01182
OG0000521	Prbf.g_01846	Prao.g_01183
OG0000522	Prbf.g_01847	Prao.g_01184
OG0000523	Prbf.g_01848	Prao.g_01185
OG0000524	Prbf.g_01849	Prao.g_01186
OG0000525	Prbf.g_01850	Prao.g_01187
OG0000526	Prbf.g_01851	Prao.g_01862
OG0000527	Prbf.g_01852	Prao.g_01863
OG0000528	Prbf.g_01853	Prao.g_01864
OG0000529	Prbf.g_01854	Prao.g_01865
OG0000530	Prbf.g_01855	Prao.g_01866
OG0000531	Prbf.g_01856	Prao.g_01867
OG0000532	Prbf.g_01857	Prao.g_01868
OG0000533	Prbf.g_01859	Prao.g_01870
OG0000534	Prbf.g_01860	Prao.g_00018
OG0000535	Prbf.g_01861	Prao.g_00019
OG0000536	Prbf.g_01862	Prao.g_00020
OG0000537	Prbf.g_01863	Prao.g_00021
OG0000538	Prbf.g_01864	Prao.g_00022
OG0000539	Prbf.g_01868	Prao.g_00025
OG0000540	Prbf.g_01869	Prao.g_00026
OG0000541	Prbf.g_01870	Prao.g_00027
OG0000542	Prbf.g_01873	Prao.g_00029
OG0000543	Prbf.g_01874	Prao.g_00030
OG0000544	Prbf.g_01875	Prao.g_00031
OG0000545	Prbf.g_01876	Prao.g_00032
OG0000546	Prbf.g_01877	Prao.g_00033
OG0000547	Prbf.g_01878	Prao.g_00034
OG0000548	Prbf.g_01879	Prao.g_00035
OG0000549	Prbf.g_01881	Prao.g_00037
OG0000550	Prbf.g_01882	Prao.g_00038
OG0000551	Prbf.g_01883	Prao.g_00039
OG0000552	Prbf.g_01884	Prao.g_00040
OG0000553	Prbf.g_01885	Prao.g_00041
OG0000554	Prbf.g_01886	Prao.g_00042
OG0000555	Prbf.g_01888	Prao.g_00043
OG0000556	Prbf.g_01889	Prao.g_00044
OG0000557	Prbf.g_01890	Prao.g_00045
OG0000558	Prbf.g_01891	Prao.g_00046
OG0000559	Prbf.g_01892	Prao.g_00047
OG0000560	Prbf.g_01893	Prao.g_00048
OG0000561	Prbf.g_01894	Prao.g_00049
OG0000562	Prbf.g_01895	Prao.g_00050
OG0000563	Prbf.g_01896	Prao.g_00051
OG0000564	Prbf.g_01897	Prao.g_00052
OG0000565	Prbf.g_01898	Prao.g_00053
OG0000566	Prbf.g_01899	Prao.g_00054
OG0000567	Prbf.g_01900	Prao.g_00055
OG0000568	Prbf.g_01901	Prao.g_00056
OG0000569	Prbf.g_01903	Prao.g_00060
OG0000570	Prbf.g_01904	Prao.g_00061
OG0000571	Prbf.g_01906	Prao.g_00063
OG0000572	Prbf.g_01908	Prao.g_00064
OG0000573	Prbf.g_01909	Prao.g_00065
