Orthogroup	Prbf	Prbb
OG0000038	Prbf.g_00116	Prbb.g_00387
OG0000039	Prbf.g_00860	Prbb.g_01919
OG0000041	Prbf.g_00272	Prbb.g_01111
OG0000042	Prbf.g_00443	Prbb.g_02131
OG0000043	Prbf.g_00299	Prbb.g_01449
OG0000045	Prbf.g_00704	Prbb.g_01882
OG0000046	Prbf.g_00248	Prbb.g_01231
OG0000047	Prbf.g_00918	Prbb.g_01517
OG0000048	Prbf.g_01380	Prbb.g_00112
OG0000049	Prbf.g_00117	Prbb.g_00851
OG0000050	Prbf.g_01500	Prbb.g_00223
OG0000051	Prbf.g_00287	Prbb.g_01373, Prbb.g_01411
OG0000052	Prbf.g_00735, Prbf.g_00729	Prbb.g_01286
OG0000053	Prbf.g_01253	Prbb.g_00713
OG0000054	Prbf.g_00822, Prbf.g_00701	Prbb.g_01816
OG0000055	Prbf.g_00496	Prbb.g_02061
OG0000056	Prbf.g_01354	Prbb.g_00032
OG0000057	Prbf.g_01491	Prbb.g_00214
OG0000058	Prbf.g_00320	Prbb.g_01197, Prbb.g_01329
OG0000059	Prbf.g_01820, Prbf.g_00781	Prbb.g_00542
OG0000060	Prbf.g_01040	Prbb.g_00726
OG0000061	Prbf.g_01922	Prbb.g_00053
OG0000062	Prbf.g_01222	Prbb.g_00807, Prbb.g_01218
OG0000063	Prbf.g_00862	Prbb.g_00054
OG0000065	Prbf.g_01575	Prbb.g_00294
OG0000066	Prbf.g_01758	Prbb.g_00478
OG0000067	Prbf.g_01261	Prbb.g_01359, Prbb.g_00706
OG0000070	Prbf.g_01170	Prbb.g_01070
OG0000071	Prbf.g_00945	Prbb.g_01399
OG0000072	Prbf.g_00026	Prbb.g_01586
OG0000073	Prbf.g_00733	Prbb.g_01187
OG0000073	Prbf.g_00819	Prbb.g_01270, Prbb.g_01432
OG0000074	Prbf.g_00115	Prbb.g_00678
OG0000075	Prbf.g_00558	Prbb.g_02001
OG0000076	Prbf.g_00196	Prbb.g_01723
OG0000077	Prbf.g_00382	Prbb.g_00012
OG0000078	Prbf.g_01661	Prbb.g_00373
OG0000079	Prbf.g_00044	Prbb.g_01326
OG0000080	Prbf.g_01018	Prbb.g_00673
OG0000081	Prbf.g_01271	Prbb.g_00697, Prbb.g_00698
OG0000082	Prbf.g_01238	Prbb.g_00790
OG0000083	Prbf.g_00897	Prbb.g_00909, Prbb.g_01198
OG0000084	Prbf.g_01117	Prbb.g_00991
OG0000085	Prbf.g_00873	Prbb.g_01238
OG0000086	Prbf.g_00788	Prbb.g_01887
OG0000087	Prbf.g_00777	Prbb.g_01320, Prbb.g_01245, Prbb.g_01122, Prbb.g_01786, Prbb.g_00430, Prbb.g_01355, Prbb.g_01402
OG0000090	Prbf.g_00118	Prbb.g_00388
OG0000091	Prbf.g_00165	Prbb.g_01694
OG0000092	Prbf.g_00346	Prbb.g_01208
OG0000093	Prbf.g_00606	Prbb.g_01946
OG0000094	Prbf.g_00562	Prbb.g_01997
OG0000095	Prbf.g_00524	Prbb.g_02034
OG0000096	Prbf.g_00451	Prbb.g_02123
OG0000097	Prbf.g_00351	Prbb.g_02143
OG0000098	Prbf.g_00390	Prbb.g_00003
OG0000099	Prbf.g_01345	Prbb.g_00024
OG0000101	Prbf.g_01374	Prbb.g_00064
OG0000102	Prbf.g_01443	Prbb.g_00170
OG0000103	Prbf.g_01452	Prbb.g_00179
OG0000104	Prbf.g_01469	Prbb.g_00196
OG0000105	Prbf.g_01504	Prbb.g_00227
OG0000106	Prbf.g_01518	Prbb.g_00240
OG0000107	Prbf.g_01527	Prbb.g_00249
OG0000108	Prbf.g_01537	Prbb.g_00259
OG0000109	Prbf.g_01578	Prbb.g_00041, Prbb.g_00297
OG0000110	Prbf.g_01590	Prbb.g_00307
OG0000111	Prbf.g_01614	Prbb.g_00327
OG0000112	Prbf.g_01625	Prbb.g_00336
OG0000113	Prbf.g_01638	Prbb.g_00348
OG0000114	Prbf.g_01664	Prbb.g_00376
OG0000115	Prbf.g_01757	Prbb.g_00477
OG0000116	Prbf.g_01759	Prbb.g_00479
OG0000117	Prbf.g_01763	Prbb.g_00484, Prbb.g_00485
OG0000118	Prbf.g_01783	Prbb.g_00503
OG0000119	Prbf.g_01813	Prbb.g_00535
OG0000120	Prbf.g_01814	Prbb.g_00536
OG0000121	Prbf.g_01824	Prbb.g_00546
OG0000122	Prbf.g_01833	Prbb.g_00556
OG0000123	Prbf.g_01865	Prbb.g_00586
OG0000124	Prbf.g_00999	Prbb.g_00652
OG0000125	Prbf.g_01000	Prbb.g_00653
OG0000126	Prbf.g_01001	Prbb.g_00654
OG0000127	Prbf.g_01276	Prbb.g_00692
OG0000128	Prbf.g_01251	Prbb.g_00715
OG0000129	Prbf.g_01050	Prbb.g_00737
OG0000130	Prbf.g_01153	Prbb.g_00954
OG0000131	Prbf.g_01247	Prbb.g_00781
OG0000132	Prbf.g_01210	Prbb.g_00817
OG0000133	Prbf.g_01303	Prbb.g_00950
OG0000134	Prbf.g_01019	Prbb.g_00768
OG0000135	Prbf.g_01113	Prbb.g_00995
OG0000136	Prbf.g_01167	Prbb.g_01067
OG0000137	Prbf.g_00785	Prbb.g_01890
OG0000138	Prbf.g_00912	Prbb.g_01523
OG0000139	Prbf.g_00924	Prbb.g_01510
OG0000140	Prbf.g_01915	Prbb.g_01456
OG0000141	Prbf.g_00253	Prbb.g_01060
OG0000142	Prbf.g_00013	Prbb.g_01598
OG0000143	Prbf.g_00095	Prbb.g_01639
OG0000144	Prbf.g_00145	Prbb.g_01673
OG0000145	Prbf.g_00158	Prbb.g_01687
OG0000146	Prbf.g_00194	Prbb.g_01721
OG0000147	Prbf.g_00241	Prbb.g_01767
OG0000148	Prbf.g_00242	Prbb.g_01768
OG0000149	Prbf.g_00696	Prbb.g_01821
OG0000150	Prbf.g_00657	Prbb.g_01858
OG0000151	Prbf.g_00654	Prbb.g_01860
OG0000152	Prbf.g_00634	Prbb.g_01880
OG0000153	Prbf.g_00600	Prbb.g_01959
OG0000154	Prbf.g_00564	Prbb.g_01995
OG0000155	Prbf.g_00545	Prbb.g_02014
OG0000156	Prbf.g_00512	Prbb.g_02046
OG0000157	Prbf.g_00477	Prbb.g_02082
OG0000158	Prbf.g_00412	Prbb.g_02168
OG0000160	Prbf.g_00392	Prbb.g_00001
OG0000161	Prbf.g_00391	Prbb.g_00002
OG0000162	Prbf.g_00389	Prbb.g_00004
OG0000163	Prbf.g_00388	Prbb.g_00005
OG0000164	Prbf.g_00387	Prbb.g_00007
OG0000165	Prbf.g_00386	Prbb.g_00008
OG0000166	Prbf.g_00385	Prbb.g_00009
OG0000167	Prbf.g_00384	Prbb.g_00010
OG0000168	Prbf.g_00383	Prbb.g_00011
OG0000169	Prbf.g_00381	Prbb.g_00013
OG0000170	Prbf.g_01336	Prbb.g_00015
OG0000171	Prbf.g_01337	Prbb.g_00016
OG0000172	Prbf.g_01338	Prbb.g_00017
OG0000173	Prbf.g_01339	Prbb.g_00018
OG0000174	Prbf.g_01340	Prbb.g_00019
OG0000175	Prbf.g_01341	Prbb.g_00020
OG0000176	Prbf.g_01342	Prbb.g_00021
OG0000177	Prbf.g_01343	Prbb.g_00022
OG0000178	Prbf.g_01344	Prbb.g_00023
OG0000179	Prbf.g_01346	Prbb.g_00025
OG0000180	Prbf.g_01347	Prbb.g_00026
OG0000181	Prbf.g_01348	Prbb.g_00027
OG0000182	Prbf.g_01349	Prbb.g_00028
OG0000183	Prbf.g_01350	Prbb.g_00029
OG0000184	Prbf.g_01352	Prbb.g_00030
OG0000185	Prbf.g_01355	Prbb.g_00033
OG0000186	Prbf.g_01358	Prbb.g_00035
OG0000187	Prbf.g_01359	Prbb.g_00036
OG0000188	Prbf.g_01360	Prbb.g_00037
OG0000189	Prbf.g_01362	Prbb.g_00055
OG0000190	Prbf.g_01364	Prbb.g_00057
OG0000191	Prbf.g_01366	Prbb.g_00058
OG0000192	Prbf.g_01367	Prbb.g_00059
OG0000193	Prbf.g_01368	Prbb.g_00060
OG0000194	Prbf.g_01371	Prbb.g_00061
OG0000195	Prbf.g_01372	Prbb.g_00062
OG0000196	Prbf.g_01373	Prbb.g_00063
OG0000197	Prbf.g_01375	Prbb.g_00065
OG0000198	Prbf.g_01376	Prbb.g_00066
OG0000199	Prbf.g_01378	Prbb.g_00067
OG0000200	Prbf.g_01390	Prbb.g_00119
OG0000201	Prbf.g_01391	Prbb.g_00120
OG0000202	Prbf.g_01392	Prbb.g_00121
OG0000203	Prbf.g_01396	Prbb.g_00124
OG0000204	Prbf.g_01397	Prbb.g_00125
OG0000205	Prbf.g_01400	Prbb.g_00128
OG0000206	Prbf.g_01402	Prbb.g_00130
OG0000207	Prbf.g_01404	Prbb.g_00132
OG0000208	Prbf.g_01405	Prbb.g_00133
OG0000209	Prbf.g_00291	Prbb.g_00134
OG0000210	Prbf.g_01406	Prbb.g_00135
OG0000211	Prbf.g_01407	Prbb.g_00136
OG0000212	Prbf.g_01408	Prbb.g_00137
OG0000213	Prbf.g_01409	Prbb.g_00138
OG0000214	Prbf.g_01410	Prbb.g_00139
OG0000215	Prbf.g_01411	Prbb.g_00140
OG0000216	Prbf.g_01412	Prbb.g_00141
OG0000217	Prbf.g_01414	Prbb.g_00143
OG0000218	Prbf.g_01415	Prbb.g_00144
OG0000219	Prbf.g_01416	Prbb.g_00145
OG0000220	Prbf.g_01417	Prbb.g_00146
OG0000221	Prbf.g_01420	Prbb.g_00149
OG0000222	Prbf.g_01421	Prbb.g_00150
OG0000223	Prbf.g_01422	Prbb.g_00151
OG0000224	Prbf.g_01424	Prbb.g_00152
OG0000225	Prbf.g_01425	Prbb.g_00153
OG0000226	Prbf.g_01426	Prbb.g_00154
OG0000227	Prbf.g_01428	Prbb.g_00156
OG0000228	Prbf.g_01429	Prbb.g_00157
OG0000229	Prbf.g_01430	Prbb.g_00158
OG0000230	Prbf.g_01431	Prbb.g_00159
OG0000231	Prbf.g_01432	Prbb.g_00160
OG0000232	Prbf.g_01433	Prbb.g_00161
OG0000233	Prbf.g_01435	Prbb.g_00162
OG0000234	Prbf.g_01436	Prbb.g_00163
OG0000235	Prbf.g_01437	Prbb.g_00164
OG0000236	Prbf.g_01440	Prbb.g_00167
OG0000237	Prbf.g_01441	Prbb.g_00168
OG0000238	Prbf.g_01442	Prbb.g_00169
OG0000239	Prbf.g_01444	Prbb.g_00171
OG0000240	Prbf.g_01445	Prbb.g_00173
OG0000241	Prbf.g_01446	Prbb.g_00174
OG0000242	Prbf.g_01447	Prbb.g_00175
OG0000243	Prbf.g_01450	Prbb.g_00177
OG0000244	Prbf.g_01453	Prbb.g_00180
OG0000245	Prbf.g_01454	Prbb.g_00181
OG0000246	Prbf.g_01455	Prbb.g_00182
OG0000247	Prbf.g_01457	Prbb.g_00185
OG0000248	Prbf.g_01459	Prbb.g_00187
OG0000249	Prbf.g_01461	Prbb.g_00189
OG0000250	Prbf.g_01462	Prbb.g_00190
OG0000251	Prbf.g_01463	Prbb.g_00191
OG0000252	Prbf.g_01464	Prbb.g_00192
OG0000253	Prbf.g_01465	Prbb.g_00193
OG0000254	Prbf.g_01055	Prbb.g_01101
OG0000255	Prbf.g_01467	Prbb.g_00194
OG0000256	Prbf.g_01470	Prbb.g_00197
OG0000257	Prbf.g_01472	Prbb.g_00200
OG0000258	Prbf.g_01478	Prbb.g_00202
OG0000259	Prbf.g_01479	Prbb.g_00203
OG0000260	Prbf.g_01480	Prbb.g_00204
OG0000261	Prbf.g_01481	Prbb.g_00205
OG0000262	Prbf.g_01482	Prbb.g_00206
OG0000263	Prbf.g_01484	Prbb.g_00208
OG0000264	Prbf.g_01485	Prbb.g_00209
OG0000265	Prbf.g_01486	Prbb.g_00210
OG0000266	Prbf.g_01487	Prbb.g_00211
OG0000267	Prbf.g_01488	Prbb.g_00212
OG0000268	Prbf.g_01490	Prbb.g_00213
OG0000269	Prbf.g_01492	Prbb.g_00215
OG0000270	Prbf.g_01493	Prbb.g_00216
OG0000271	Prbf.g_01494	Prbb.g_00217
OG0000272	Prbf.g_01495	Prbb.g_00218
OG0000273	Prbf.g_01496	Prbb.g_00219
OG0000274	Prbf.g_01497	Prbb.g_00220
OG0000275	Prbf.g_01498	Prbb.g_00221
OG0000276	Prbf.g_01499	Prbb.g_00222
OG0000277	Prbf.g_01501	Prbb.g_00224
OG0000278	Prbf.g_01502	Prbb.g_00225
OG0000279	Prbf.g_01503	Prbb.g_00226
OG0000280	Prbf.g_01505	Prbb.g_00228
OG0000281	Prbf.g_01507	Prbb.g_00229
OG0000282	Prbf.g_01508	Prbb.g_00230
OG0000283	Prbf.g_01509	Prbb.g_00231
OG0000284	Prbf.g_01510	Prbb.g_00232
OG0000285	Prbf.g_01511	Prbb.g_00233
OG0000286	Prbf.g_01512	Prbb.g_00234
OG0000287	Prbf.g_01513	Prbb.g_00235
OG0000288	Prbf.g_01515	Prbb.g_00237
OG0000289	Prbf.g_01516	Prbb.g_00238
OG0000290	Prbf.g_01517	Prbb.g_00239
OG0000291	Prbf.g_01519	Prbb.g_00241
OG0000292	Prbf.g_01521	Prbb.g_00243
OG0000293	Prbf.g_01522	Prbb.g_00244
OG0000294	Prbf.g_01523	Prbb.g_00245
OG0000295	Prbf.g_01524	Prbb.g_00246
OG0000296	Prbf.g_01525	Prbb.g_00247
OG0000297	Prbf.g_01526	Prbb.g_00248
OG0000298	Prbf.g_01528	Prbb.g_00250
OG0000299	Prbf.g_01529	Prbb.g_00251
OG0000300	Prbf.g_01530	Prbb.g_00252
OG0000301	Prbf.g_01531	Prbb.g_00253
OG0000302	Prbf.g_01532	Prbb.g_00254
OG0000303	Prbf.g_01533	Prbb.g_00255
OG0000304	Prbf.g_01535	Prbb.g_00257
OG0000305	Prbf.g_01536	Prbb.g_00258
OG0000306	Prbf.g_01539	Prbb.g_00260
OG0000307	Prbf.g_01540	Prbb.g_00261
OG0000308	Prbf.g_01541	Prbb.g_00262
OG0000309	Prbf.g_01542	Prbb.g_00263
OG0000310	Prbf.g_01543	Prbb.g_00264
OG0000311	Prbf.g_01545	Prbb.g_00265
OG0000312	Prbf.g_01546	Prbb.g_00266
OG0000313	Prbf.g_01547	Prbb.g_00267
OG0000314	Prbf.g_01548	Prbb.g_00268
OG0000315	Prbf.g_01549	Prbb.g_00269
OG0000316	Prbf.g_01550	Prbb.g_00270
OG0000317	Prbf.g_01551	Prbb.g_00271
OG0000318	Prbf.g_01552	Prbb.g_00272
OG0000319	Prbf.g_01553	Prbb.g_00273
OG0000320	Prbf.g_01554	Prbb.g_00274
OG0000321	Prbf.g_01555	Prbb.g_00275
OG0000322	Prbf.g_01556	Prbb.g_00276
OG0000323	Prbf.g_01557	Prbb.g_00277
OG0000324	Prbf.g_01558	Prbb.g_00278
OG0000325	Prbf.g_01559	Prbb.g_00279
OG0000326	Prbf.g_01560	Prbb.g_00280
OG0000327	Prbf.g_01561	Prbb.g_00281
OG0000328	Prbf.g_01563	Prbb.g_00282
OG0000329	Prbf.g_01564	Prbb.g_00283
OG0000330	Prbf.g_01565	Prbb.g_00284
OG0000331	Prbf.g_01567	Prbb.g_00285
OG0000332	Prbf.g_01568	Prbb.g_00286
OG0000333	Prbf.g_01569	Prbb.g_00287
OG0000334	Prbf.g_01570	Prbb.g_00288
OG0000335	Prbf.g_01571	Prbb.g_00290
OG0000336	Prbf.g_01573	Prbb.g_00292
OG0000337	Prbf.g_01574	Prbb.g_00293
OG0000338	Prbf.g_01579	Prbb.g_00298
OG0000339	Prbf.g_01581	Prbb.g_00300
OG0000340	Prbf.g_01583	Prbb.g_00302
OG0000341	Prbf.g_01584	Prbb.g_00303
OG0000342	Prbf.g_01585	Prbb.g_00304
OG0000343	Prbf.g_01586	Prbb.g_00305
OG0000344	Prbf.g_01589	Prbb.g_00306
OG0000345	Prbf.g_01593	Prbb.g_00309
OG0000346	Prbf.g_01594	Prbb.g_00310
OG0000347	Prbf.g_01597	Prbb.g_00313
OG0000348	Prbf.g_01598	Prbb.g_00314
OG0000349	Prbf.g_01599	Prbb.g_00315
OG0000350	Prbf.g_01601	Prbb.g_00316
OG0000351	Prbf.g_01602	Prbb.g_00317
OG0000352	Prbf.g_01603	Prbb.g_00318
OG0000353	Prbf.g_01604	Prbb.g_00319
OG0000354	Prbf.g_01606	Prbb.g_00320
OG0000355	Prbf.g_01607	Prbb.g_00321
OG0000356	Prbf.g_01608	Prbb.g_00322
OG0000357	Prbf.g_01609	Prbb.g_00323
OG0000358	Prbf.g_01610	Prbb.g_00324
OG0000359	Prbf.g_01612	Prbb.g_00326
OG0000360	Prbf.g_01615	Prbb.g_00328
OG0000361	Prbf.g_01616	Prbb.g_00329
OG0000362	Prbf.g_01617	Prbb.g_00330
OG0000363	Prbf.g_01618	Prbb.g_00331
OG0000364	Prbf.g_01622	Prbb.g_00334
OG0000365	Prbf.g_01623	Prbb.g_00335
OG0000366	Prbf.g_01626	Prbb.g_00337
OG0000367	Prbf.g_01627	Prbb.g_00338
OG0000368	Prbf.g_01628	Prbb.g_00339
OG0000369	Prbf.g_01629	Prbb.g_00340
OG0000370	Prbf.g_01630	Prbb.g_00341
OG0000371	Prbf.g_01632	Prbb.g_00342
OG0000372	Prbf.g_01633	Prbb.g_00343
OG0000373	Prbf.g_01634	Prbb.g_00344
OG0000374	Prbf.g_01635	Prbb.g_00345
OG0000375	Prbf.g_01636	Prbb.g_00346
OG0000376	Prbf.g_01639	Prbb.g_00349
OG0000377	Prbf.g_01640	Prbb.g_00350
OG0000378	Prbf.g_01641	Prbb.g_00351
OG0000379	Prbf.g_01642	Prbb.g_00352
OG0000380	Prbf.g_01643	Prbb.g_00353
OG0000381	Prbf.g_01644	Prbb.g_00354
OG0000382	Prbf.g_01645	Prbb.g_00355
OG0000383	Prbf.g_01646	Prbb.g_00356
OG0000384	Prbf.g_01648	Prbb.g_00359
OG0000385	Prbf.g_01649	Prbb.g_00360
OG0000386	Prbf.g_01650	Prbb.g_00361
OG0000387	Prbf.g_01651	Prbb.g_00362
OG0000388	Prbf.g_01652	Prbb.g_00363
OG0000389	Prbf.g_01653	Prbb.g_00364
OG0000390	Prbf.g_01654	Prbb.g_00365
OG0000391	Prbf.g_01655	Prbb.g_00366
OG0000392	Prbf.g_01656	Prbb.g_00367
OG0000393	Prbf.g_01657	Prbb.g_00368
OG0000394	Prbf.g_01658	Prbb.g_00369
OG0000395	Prbf.g_01659	Prbb.g_00370
OG0000396	Prbf.g_01660	Prbb.g_00372
OG0000397	Prbf.g_01662	Prbb.g_00374
OG0000398	Prbf.g_01663	Prbb.g_00375
OG0000399	Prbf.g_01665	Prbb.g_00378
OG0000400	Prbf.g_01671	Prbb.g_00384
OG0000401	Prbf.g_01672	Prbb.g_00739
OG0000402	Prbf.g_01678	Prbb.g_00394
OG0000403	Prbf.g_01680	Prbb.g_00396
OG0000404	Prbf.g_01681	Prbb.g_00397
OG0000405	Prbf.g_01682	Prbb.g_00398
OG0000406	Prbf.g_01685	Prbb.g_00401
OG0000407	Prbf.g_01686	Prbb.g_00402
OG0000408	Prbf.g_01689	Prbb.g_00404
OG0000409	Prbf.g_01690	Prbb.g_00405
OG0000410	Prbf.g_01691	Prbb.g_00406
OG0000411	Prbf.g_01692	Prbb.g_00407
OG0000412	Prbf.g_01693	Prbb.g_00408
OG0000413	Prbf.g_01694	Prbb.g_00409
OG0000414	Prbf.g_01695	Prbb.g_00410
OG0000415	Prbf.g_01696	Prbb.g_00411
OG0000416	Prbf.g_01700	Prbb.g_00415
OG0000417	Prbf.g_01701	Prbb.g_00416
OG0000418	Prbf.g_01703	Prbb.g_00418
OG0000419	Prbf.g_01704	Prbb.g_00419
OG0000420	Prbf.g_01190	Prbb.g_00836
OG0000421	Prbf.g_00874	Prbb.g_01094
OG0000422	Prbf.g_00741	Prbb.g_01124
OG0000423	Prbf.g_00879	Prbb.g_01288
OG0000424	Prbf.g_00629	Prbb.g_01923
OG0000425	Prbf.g_01715	Prbb.g_00436
OG0000426	Prbf.g_01716	Prbb.g_00437
OG0000427	Prbf.g_01717	Prbb.g_00438
OG0000428	Prbf.g_01719	Prbb.g_00440
OG0000429	Prbf.g_01720	Prbb.g_00441
OG0000430	Prbf.g_01722	Prbb.g_00443
OG0000431	Prbf.g_01723	Prbb.g_00444
OG0000432	Prbf.g_01724	Prbb.g_00445
OG0000433	Prbf.g_01725	Prbb.g_00446
OG0000434	Prbf.g_01726	Prbb.g_00447
OG0000435	Prbf.g_01727	Prbb.g_00448
OG0000436	Prbf.g_01728	Prbb.g_00449
OG0000437	Prbf.g_01729	Prbb.g_00450
OG0000438	Prbf.g_01730	Prbb.g_00451
OG0000439	Prbf.g_01731	Prbb.g_00452
OG0000440	Prbf.g_01732	Prbb.g_00453
OG0000441	Prbf.g_01733	Prbb.g_00454
OG0000442	Prbf.g_01734	Prbb.g_00455
OG0000443	Prbf.g_01735	Prbb.g_00456
OG0000444	Prbf.g_01736	Prbb.g_00457
OG0000445	Prbf.g_01740	Prbb.g_00458
OG0000446	Prbf.g_01742	Prbb.g_00460
OG0000447	Prbf.g_01743	Prbb.g_00461
OG0000448	Prbf.g_01744	Prbb.g_00462
OG0000449	Prbf.g_01748	Prbb.g_00468
OG0000450	Prbf.g_01749	Prbb.g_00469
OG0000451	Prbf.g_01750	Prbb.g_00470
OG0000452	Prbf.g_01752	Prbb.g_00472
OG0000453	Prbf.g_01753	Prbb.g_00473
OG0000454	Prbf.g_01754	Prbb.g_00475
OG0000455	Prbf.g_01756	Prbb.g_00476
OG0000456	Prbf.g_01760	Prbb.g_00480
OG0000457	Prbf.g_01761	Prbb.g_00482
OG0000458	Prbf.g_01762	Prbb.g_00483
OG0000459	Prbf.g_01764	Prbb.g_00486
OG0000460	Prbf.g_01766	Prbb.g_00488
OG0000461	Prbf.g_01767	Prbb.g_00489
OG0000462	Prbf.g_01768	Prbb.g_00490
OG0000463	Prbf.g_01770	Prbb.g_00491
OG0000464	Prbf.g_01771	Prbb.g_00492
OG0000465	Prbf.g_01772	Prbb.g_00493
OG0000466	Prbf.g_01773	Prbb.g_00494
OG0000467	Prbf.g_01774	Prbb.g_00495
OG0000468	Prbf.g_01775	Prbb.g_00496
OG0000469	Prbf.g_01776	Prbb.g_00497
OG0000470	Prbf.g_01777	Prbb.g_00498
OG0000471	Prbf.g_01778	Prbb.g_00499
OG0000472	Prbf.g_01784	Prbb.g_00504
OG0000473	Prbf.g_01785	Prbb.g_00505
OG0000474	Prbf.g_01786	Prbb.g_00506
OG0000475	Prbf.g_01787	Prbb.g_00507
OG0000476	Prbf.g_01788	Prbb.g_00509
OG0000477	Prbf.g_01789	Prbb.g_00510
OG0000478	Prbf.g_01790	Prbb.g_00511
OG0000479	Prbf.g_01791	Prbb.g_00512
OG0000480	Prbf.g_01793	Prbb.g_00514
OG0000481	Prbf.g_01795	Prbb.g_00516
OG0000482	Prbf.g_01796	Prbb.g_00517
OG0000483	Prbf.g_01798	Prbb.g_00519
OG0000484	Prbf.g_01799	Prbb.g_00520
OG0000485	Prbf.g_01800	Prbb.g_00521
OG0000486	Prbf.g_01801	Prbb.g_00523
OG0000487	Prbf.g_01805	Prbb.g_00527
OG0000488	Prbf.g_01806	Prbb.g_00528
OG0000489	Prbf.g_01807	Prbb.g_00529
OG0000490	Prbf.g_01808	Prbb.g_00530
OG0000491	Prbf.g_01809	Prbb.g_00531
OG0000492	Prbf.g_01810	Prbb.g_00532
OG0000493	Prbf.g_01811	Prbb.g_00533
OG0000494	Prbf.g_01812	Prbb.g_00534
OG0000495	Prbf.g_01815	Prbb.g_00537
OG0000496	Prbf.g_01816	Prbb.g_00538
OG0000497	Prbf.g_01817	Prbb.g_00539
OG0000498	Prbf.g_01818	Prbb.g_00540
OG0000499	Prbf.g_01819	Prbb.g_00541
OG0000500	Prbf.g_01821	Prbb.g_00543
OG0000501	Prbf.g_01822	Prbb.g_00544
OG0000502	Prbf.g_01823	Prbb.g_00545
OG0000503	Prbf.g_01825	Prbb.g_00547
OG0000504	Prbf.g_01826	Prbb.g_00548
OG0000505	Prbf.g_01827	Prbb.g_00550
OG0000506	Prbf.g_01828	Prbb.g_00551
OG0000507	Prbf.g_01829	Prbb.g_00552
OG0000508	Prbf.g_01830	Prbb.g_00553
OG0000509	Prbf.g_01831	Prbb.g_00554
OG0000510	Prbf.g_01832	Prbb.g_00555
OG0000511	Prbf.g_01834	Prbb.g_00557
OG0000512	Prbf.g_01835	Prbb.g_00558
OG0000513	Prbf.g_01836	Prbb.g_00559
OG0000514	Prbf.g_01837	Prbb.g_00560
OG0000515	Prbf.g_01838	Prbb.g_00561
OG0000516	Prbf.g_01839	Prbb.g_00562
OG0000517	Prbf.g_01840	Prbb.g_00564
OG0000518	Prbf.g_01841	Prbb.g_00565
OG0000519	Prbf.g_01843	Prbb.g_00566
OG0000520	Prbf.g_01845	Prbb.g_00567
OG0000521	Prbf.g_01846	Prbb.g_00568
OG0000522	Prbf.g_01847	Prbb.g_00569
