Orthogroup	Prbf	Praj
OG0000198	Prbf.g_01376	Praj.g_00055
OG0000199	Prbf.g_01378	Praj.g_00056
OG0000200	Prbf.g_01390	Praj.g_00102
OG0000201	Prbf.g_01391	Praj.g_00103
OG0000202	Prbf.g_01392	Praj.g_00104
OG0000203	Prbf.g_01396	Praj.g_00107
OG0000204	Prbf.g_01397	Praj.g_00108
OG0000205	Prbf.g_01400	Praj.g_00111
OG0000206	Prbf.g_01402	Praj.g_00113
OG0000207	Prbf.g_01404	Praj.g_00115
OG0000208	Prbf.g_01405	Praj.g_00116
OG0000209	Prbf.g_00291	Praj.g_00117
OG0000210	Prbf.g_01406	Praj.g_00118
OG0000211	Prbf.g_01407	Praj.g_00119
OG0000212	Prbf.g_01408	Praj.g_00120
OG0000213	Prbf.g_01409	Praj.g_00121
OG0000214	Prbf.g_01410	Praj.g_00122
OG0000215	Prbf.g_01411	Praj.g_00123
OG0000216	Prbf.g_01412	Praj.g_00124
OG0000217	Prbf.g_01414	Praj.g_00126
OG0000218	Prbf.g_01415	Praj.g_00127
OG0000219	Prbf.g_01416	Praj.g_00128
OG0000220	Prbf.g_01417	Praj.g_00129
OG0000221	Prbf.g_01420	Praj.g_00132
OG0000222	Prbf.g_01421	Praj.g_00133
OG0000223	Prbf.g_01422	Praj.g_00134
OG0000224	Prbf.g_01424	Praj.g_00135
OG0000225	Prbf.g_01425	Praj.g_00136
OG0000226	Prbf.g_01426	Praj.g_00137
OG0000227	Prbf.g_01428	Praj.g_00139
OG0000228	Prbf.g_01429	Praj.g_00140
OG0000229	Prbf.g_01430	Praj.g_00141
OG0000230	Prbf.g_01431	Praj.g_00142
OG0000231	Prbf.g_01432	Praj.g_00143
OG0000232	Prbf.g_01433	Praj.g_00144
OG0000233	Prbf.g_01435	Praj.g_00145
OG0000234	Prbf.g_01436	Praj.g_00146
OG0000235	Prbf.g_01437	Praj.g_00147
OG0000236	Prbf.g_01440	Praj.g_00150
OG0000237	Prbf.g_01441	Praj.g_00151
OG0000238	Prbf.g_01442	Praj.g_00152
OG0000239	Prbf.g_01444	Praj.g_00154
OG0000240	Prbf.g_01445	Praj.g_00156
OG0000241	Prbf.g_01446	Praj.g_00157
OG0000242	Prbf.g_01447	Praj.g_00158
OG0000243	Prbf.g_01450	Praj.g_00160
OG0000244	Prbf.g_01453	Praj.g_00163
OG0000245	Prbf.g_01454	Praj.g_00164
OG0000246	Prbf.g_01455	Praj.g_00165
OG0000247	Prbf.g_01457	Praj.g_00168
OG0000248	Prbf.g_01459	Praj.g_00170
OG0000249	Prbf.g_01461	Praj.g_00172
OG0000250	Prbf.g_01462	Praj.g_00173
OG0000251	Prbf.g_01463	Praj.g_00174
OG0000252	Prbf.g_01464	Praj.g_00175
OG0000253	Prbf.g_01465	Praj.g_00176
OG0000254	Prbf.g_01055	Praj.g_01057
OG0000255	Prbf.g_01467	Praj.g_00177
OG0000256	Prbf.g_01470	Praj.g_00180
OG0000257	Prbf.g_01472	Praj.g_00183
OG0000258	Prbf.g_01478	Praj.g_00185
OG0000259	Prbf.g_01479	Praj.g_00186
OG0000260	Prbf.g_01480	Praj.g_00187
OG0000261	Prbf.g_01481	Praj.g_00188
OG0000262	Prbf.g_01482	Praj.g_00189
OG0000263	Prbf.g_01484	Praj.g_00191
OG0000264	Prbf.g_01485	Praj.g_00192
OG0000265	Prbf.g_01486	Praj.g_00193
OG0000266	Prbf.g_01487	Praj.g_00194
OG0000267	Prbf.g_01488	Praj.g_00195
OG0000268	Prbf.g_01490	Praj.g_00196
OG0000269	Prbf.g_01492	Praj.g_00198
OG0000270	Prbf.g_01493	Praj.g_00199
OG0000271	Prbf.g_01494	Praj.g_00200
OG0000272	Prbf.g_01495	Praj.g_00201
OG0000273	Prbf.g_01496	Praj.g_00202
OG0000274	Prbf.g_01497	Praj.g_00203
OG0000275	Prbf.g_01498	Praj.g_00204
OG0000276	Prbf.g_01499	Praj.g_00205
OG0000277	Prbf.g_01501	Praj.g_00207
OG0000278	Prbf.g_01502	Praj.g_00208
OG0000279	Prbf.g_01503	Praj.g_00209
OG0000280	Prbf.g_01505	Praj.g_00211
OG0000281	Prbf.g_01507	Praj.g_00212
OG0000282	Prbf.g_01508	Praj.g_00213
OG0000283	Prbf.g_01509	Praj.g_00214
OG0000284	Prbf.g_01510	Praj.g_00215
OG0000285	Prbf.g_01511	Praj.g_00216
OG0000286	Prbf.g_01512	Praj.g_00217
OG0000287	Prbf.g_01513	Praj.g_00218
OG0000288	Prbf.g_01515	Praj.g_00220
OG0000289	Prbf.g_01516	Praj.g_00221
OG0000290	Prbf.g_01517	Praj.g_00222
OG0000291	Prbf.g_01519	Praj.g_00224
OG0000292	Prbf.g_01521	Praj.g_00226
OG0000293	Prbf.g_01522	Praj.g_00227
OG0000294	Prbf.g_01523	Praj.g_00228
OG0000295	Prbf.g_01524	Praj.g_00229
OG0000296	Prbf.g_01525	Praj.g_00230
OG0000297	Prbf.g_01526	Praj.g_00231
OG0000298	Prbf.g_01528	Praj.g_00233
OG0000299	Prbf.g_01529	Praj.g_00234
OG0000300	Prbf.g_01530	Praj.g_00235
OG0000301	Prbf.g_01531	Praj.g_00236
OG0000302	Prbf.g_01532	Praj.g_00237
OG0000303	Prbf.g_01533	Praj.g_00238
OG0000304	Prbf.g_01535	Praj.g_00240
OG0000305	Prbf.g_01536	Praj.g_00241
OG0000306	Prbf.g_01539	Praj.g_00243
OG0000307	Prbf.g_01540	Praj.g_00244
OG0000308	Prbf.g_01541	Praj.g_00245
OG0000309	Prbf.g_01542	Praj.g_00246
OG0000310	Prbf.g_01543	Praj.g_00247
OG0000311	Prbf.g_01545	Praj.g_00248
OG0000312	Prbf.g_01546	Praj.g_00249
OG0000313	Prbf.g_01547	Praj.g_00250
OG0000314	Prbf.g_01548	Praj.g_00251
OG0000315	Prbf.g_01549	Praj.g_00252
OG0000316	Prbf.g_01550	Praj.g_00253
OG0000317	Prbf.g_01551	Praj.g_00254
OG0000318	Prbf.g_01552	Praj.g_00255
OG0000319	Prbf.g_01553	Praj.g_00256
OG0000320	Prbf.g_01554	Praj.g_00257
OG0000321	Prbf.g_01555	Praj.g_00258
OG0000322	Prbf.g_01556	Praj.g_00259
OG0000323	Prbf.g_01557	Praj.g_00260
OG0000324	Prbf.g_01558	Praj.g_00261
OG0000325	Prbf.g_01559	Praj.g_00262
OG0000326	Prbf.g_01560	Praj.g_00263
OG0000327	Prbf.g_01561	Praj.g_00264
OG0000328	Prbf.g_01563	Praj.g_00265
OG0000329	Prbf.g_01564	Praj.g_00266
OG0000330	Prbf.g_01565	Praj.g_00267
OG0000331	Prbf.g_01567	Praj.g_00268
OG0000332	Prbf.g_01568	Praj.g_00269
OG0000333	Prbf.g_01569	Praj.g_00270
OG0000334	Prbf.g_01570	Praj.g_00271
OG0000335	Prbf.g_01571	Praj.g_00273
OG0000336	Prbf.g_01573	Praj.g_00275
OG0000337	Prbf.g_01574	Praj.g_00276
OG0000338	Prbf.g_01579	Praj.g_00281
OG0000339	Prbf.g_01581	Praj.g_00283
OG0000340	Prbf.g_01583	Praj.g_00285
OG0000341	Prbf.g_01584	Praj.g_00286
OG0000342	Prbf.g_01585	Praj.g_00287
OG0000343	Prbf.g_01586	Praj.g_00288
OG0000344	Prbf.g_01589	Praj.g_00289
OG0000345	Prbf.g_01593	Praj.g_00292
OG0000346	Prbf.g_01594	Praj.g_00293
OG0000347	Prbf.g_01597	Praj.g_00296
OG0000348	Prbf.g_01598	Praj.g_00297
OG0000349	Prbf.g_01599	Praj.g_00298
OG0000350	Prbf.g_01601	Praj.g_00299
OG0000351	Prbf.g_01602	Praj.g_00300
OG0000352	Prbf.g_01603	Praj.g_00301
OG0000353	Prbf.g_01604	Praj.g_00302
OG0000354	Prbf.g_01606	Praj.g_00303
OG0000355	Prbf.g_01607	Praj.g_00304
OG0000356	Prbf.g_01608	Praj.g_00305
OG0000357	Prbf.g_01609	Praj.g_00306
OG0000358	Prbf.g_01610	Praj.g_00307
OG0000359	Prbf.g_01612	Praj.g_00309
OG0000360	Prbf.g_01615	Praj.g_00311
OG0000361	Prbf.g_01616	Praj.g_00312
OG0000362	Prbf.g_01617	Praj.g_00313
OG0000363	Prbf.g_01618	Praj.g_00314
OG0000364	Prbf.g_01622	Praj.g_00318
OG0000365	Prbf.g_01623	Praj.g_00319
OG0000366	Prbf.g_01626	Praj.g_00321
OG0000367	Prbf.g_01627	Praj.g_00322
OG0000368	Prbf.g_01628	Praj.g_00323
OG0000369	Prbf.g_01629	Praj.g_00324
OG0000370	Prbf.g_01630	Praj.g_00325
OG0000371	Prbf.g_01632	Praj.g_00326
OG0000372	Prbf.g_01633	Praj.g_00327
OG0000373	Prbf.g_01634	Praj.g_00328
OG0000374	Prbf.g_01635	Praj.g_00329
OG0000375	Prbf.g_01636	Praj.g_00330
OG0000376	Prbf.g_01639	Praj.g_00333
OG0000377	Prbf.g_01640	Praj.g_00334
OG0000378	Prbf.g_01641	Praj.g_00335
OG0000379	Prbf.g_01642	Praj.g_00336
OG0000380	Prbf.g_01643	Praj.g_00337
OG0000381	Prbf.g_01644	Praj.g_00338
OG0000382	Prbf.g_01645	Praj.g_00339
OG0000383	Prbf.g_01646	Praj.g_00340
OG0000384	Prbf.g_01648	Praj.g_00343
OG0000385	Prbf.g_01649	Praj.g_00344
OG0000386	Prbf.g_01650	Praj.g_00345
OG0000387	Prbf.g_01651	Praj.g_00346
OG0000388	Prbf.g_01652	Praj.g_00347
OG0000389	Prbf.g_01653	Praj.g_00348
OG0000390	Prbf.g_01654	Praj.g_00349
OG0000391	Prbf.g_01655	Praj.g_00350
OG0000392	Prbf.g_01656	Praj.g_00351
OG0000393	Prbf.g_01657	Praj.g_00352
OG0000394	Prbf.g_01658	Praj.g_00353
OG0000395	Prbf.g_01659	Praj.g_00354
OG0000396	Prbf.g_01660	Praj.g_00356
OG0000397	Prbf.g_01662	Praj.g_00358
OG0000398	Prbf.g_01663	Praj.g_00359
OG0000399	Prbf.g_01665	Praj.g_00362
OG0000400	Prbf.g_01671	Praj.g_00368
OG0000401	Prbf.g_01672	Praj.g_00724
OG0000402	Prbf.g_01678	Praj.g_00380
OG0000403	Prbf.g_01680	Praj.g_00382
OG0000404	Prbf.g_01681	Praj.g_00383
OG0000405	Prbf.g_01682	Praj.g_00384
OG0000406	Prbf.g_01685	Praj.g_00387
OG0000407	Prbf.g_01686	Praj.g_00388
OG0000408	Prbf.g_01689	Praj.g_00390
OG0000409	Prbf.g_01690	Praj.g_00391
OG0000410	Prbf.g_01691	Praj.g_00392
OG0000411	Prbf.g_01692	Praj.g_00393
OG0000412	Prbf.g_01693	Praj.g_00394
OG0000413	Prbf.g_01694	Praj.g_00395
OG0000414	Prbf.g_01695	Praj.g_00396
OG0000415	Prbf.g_01696	Praj.g_00397
OG0000416	Prbf.g_01700	Praj.g_00402
OG0000417	Prbf.g_01701	Praj.g_00403
OG0000418	Prbf.g_01703	Praj.g_00405
OG0000419	Prbf.g_01704	Praj.g_00406
OG0000420	Prbf.g_01190	Praj.g_00824
OG0000421	Prbf.g_00874	Praj.g_01049
OG0000422	Prbf.g_00741	Praj.g_01081
OG0000423	Prbf.g_00879	Praj.g_01244
OG0000424	Prbf.g_00629	Praj.g_01869
OG0000425	Prbf.g_01715	Praj.g_00425
OG0000426	Prbf.g_01716	Praj.g_00426
OG0000427	Prbf.g_01717	Praj.g_00427
OG0000428	Prbf.g_01719	Praj.g_00429
OG0000429	Prbf.g_01720	Praj.g_00430
OG0000430	Prbf.g_01722	Praj.g_00432
OG0000431	Prbf.g_01723	Praj.g_00433
OG0000432	Prbf.g_01724	Praj.g_00434
OG0000433	Prbf.g_01725	Praj.g_00435
OG0000434	Prbf.g_01726	Praj.g_00436
OG0000435	Prbf.g_01727	Praj.g_00437
OG0000436	Prbf.g_01728	Praj.g_00438
OG0000437	Prbf.g_01729	Praj.g_00439
OG0000438	Prbf.g_01730	Praj.g_00440
OG0000439	Prbf.g_01731	Praj.g_00441
OG0000440	Prbf.g_01732	Praj.g_00442
OG0000441	Prbf.g_01733	Praj.g_00443
OG0000442	Prbf.g_01734	Praj.g_00444
OG0000443	Prbf.g_01735	Praj.g_00445
OG0000444	Prbf.g_01736	Praj.g_00446
OG0000445	Prbf.g_01740	Praj.g_00447
OG0000446	Prbf.g_01742	Praj.g_00449
OG0000447	Prbf.g_01743	Praj.g_00450
OG0000448	Prbf.g_01744	Praj.g_00451
OG0000449	Prbf.g_01748	Praj.g_00457
OG0000450	Prbf.g_01749	Praj.g_00458
OG0000451	Prbf.g_01750	Praj.g_00459
OG0000452	Prbf.g_01752	Praj.g_00461
OG0000453	Prbf.g_01753	Praj.g_00462
OG0000454	Prbf.g_01754	Praj.g_00464
OG0000455	Prbf.g_01756	Praj.g_00465
OG0000456	Prbf.g_01760	Praj.g_00469
OG0000457	Prbf.g_01761	Praj.g_00471
OG0000458	Prbf.g_01762	Praj.g_00472
OG0000459	Prbf.g_01764	Praj.g_00474
OG0000460	Prbf.g_01766	Praj.g_00476
OG0000461	Prbf.g_01767	Praj.g_00477
OG0000462	Prbf.g_01768	Praj.g_00478
OG0000463	Prbf.g_01770	Praj.g_00479
OG0000464	Prbf.g_01771	Praj.g_00480
OG0000465	Prbf.g_01772	Praj.g_00481
OG0000466	Prbf.g_01773	Praj.g_00482
OG0000467	Prbf.g_01774	Praj.g_00483
OG0000468	Prbf.g_01775	Praj.g_00484
OG0000469	Prbf.g_01776	Praj.g_00485
OG0000470	Prbf.g_01777	Praj.g_00486
OG0000471	Prbf.g_01778	Praj.g_00487
OG0000472	Prbf.g_01784	Praj.g_00492
OG0000473	Prbf.g_01785	Praj.g_00493
OG0000474	Prbf.g_01786	Praj.g_00494
OG0000475	Prbf.g_01787	Praj.g_00495
OG0000476	Prbf.g_01788	Praj.g_00497
OG0000477	Prbf.g_01789	Praj.g_00498
OG0000478	Prbf.g_01790	Praj.g_00499
OG0000479	Prbf.g_01791	Praj.g_00500
OG0000480	Prbf.g_01793	Praj.g_00502
OG0000481	Prbf.g_01795	Praj.g_00504
OG0000482	Prbf.g_01796	Praj.g_00505
OG0000483	Prbf.g_01798	Praj.g_00507
OG0000484	Prbf.g_01799	Praj.g_00508
OG0000485	Prbf.g_01800	Praj.g_00509
OG0000486	Prbf.g_01801	Praj.g_00511
OG0000487	Prbf.g_01805	Praj.g_00515
OG0000488	Prbf.g_01806	Praj.g_00516
OG0000489	Prbf.g_01807	Praj.g_00517
OG0000490	Prbf.g_01808	Praj.g_00518
OG0000491	Prbf.g_01809	Praj.g_00519
OG0000492	Prbf.g_01810	Praj.g_00520
OG0000493	Prbf.g_01811	Praj.g_00521
OG0000494	Prbf.g_01812	Praj.g_00522
OG0000495	Prbf.g_01815	Praj.g_00525
OG0000496	Prbf.g_01816	Praj.g_00526
OG0000497	Prbf.g_01817	Praj.g_00527
OG0000498	Prbf.g_01818	Praj.g_00528
OG0000499	Prbf.g_01819	Praj.g_00529
OG0000500	Prbf.g_01821	Praj.g_00531
OG0000501	Prbf.g_01822	Praj.g_00532
OG0000502	Prbf.g_01823	Praj.g_00533
OG0000503	Prbf.g_01825	Praj.g_00535
OG0000504	Prbf.g_01826	Praj.g_00536
OG0000505	Prbf.g_01827	Praj.g_00537
OG0000506	Prbf.g_01828	Praj.g_00538
OG0000507	Prbf.g_01829	Praj.g_00539
OG0000508	Prbf.g_01830	Praj.g_00540
OG0000509	Prbf.g_01831	Praj.g_00541
OG0000510	Prbf.g_01832	Praj.g_00542
OG0000511	Prbf.g_01834	Praj.g_00544
OG0000512	Prbf.g_01835	Praj.g_00545
OG0000513	Prbf.g_01836	Praj.g_00546
OG0000514	Prbf.g_01837	Praj.g_00547
OG0000515	Prbf.g_01838	Praj.g_00548
OG0000516	Prbf.g_01839	Praj.g_00549
OG0000517	Prbf.g_01840	Praj.g_00551
OG0000518	Prbf.g_01841	Praj.g_00552
OG0000519	Prbf.g_01843	Praj.g_00553
OG0000520	Prbf.g_01845	Praj.g_00554
OG0000521	Prbf.g_01846	Praj.g_00555
OG0000522	Prbf.g_01847	Praj.g_00556
OG0000523	Prbf.g_01848	Praj.g_00557
OG0000524	Prbf.g_01849	Praj.g_00558
OG0000525	Prbf.g_01850	Praj.g_00559
OG0000526	Prbf.g_01851	Praj.g_00560
OG0000527	Prbf.g_01852	Praj.g_00561
OG0000528	Prbf.g_01853	Praj.g_00562
OG0000529	Prbf.g_01854	Praj.g_00563
OG0000530	Prbf.g_01855	Praj.g_00564
OG0000531	Prbf.g_01856	Praj.g_00565
OG0000532	Prbf.g_01857	Praj.g_00566
OG0000533	Prbf.g_01859	Praj.g_00567
OG0000534	Prbf.g_01860	Praj.g_00568
OG0000535	Prbf.g_01861	Praj.g_00569
OG0000536	Prbf.g_01862	Praj.g_00570
OG0000537	Prbf.g_01863	Praj.g_00571
OG0000538	Prbf.g_01864	Praj.g_00572
OG0000539	Prbf.g_01868	Praj.g_00574
OG0000540	Prbf.g_01869	Praj.g_00575
OG0000541	Prbf.g_01870	Praj.g_00576
OG0000542	Prbf.g_01873	Praj.g_00578
OG0000543	Prbf.g_01874	Praj.g_00579
OG0000544	Prbf.g_01875	Praj.g_00581
OG0000545	Prbf.g_01876	Praj.g_00580
