Orthogroup	Prai	Prba
OG0000119	Prai.g_00560	Prba.g_00929
OG0000120	Prai.g_00561	Prba.g_00928
OG0000121	Prai.g_00571	Prba.g_01772
OG0000122	Prai.g_00580	Prba.g_01763
OG0000123	Prai.g_00612	Prba.g_01732
OG0000124	Prai.g_00680	Prba.g_01666
OG0000125	Prai.g_00681	Prba.g_01665
OG0000126	Prai.g_00682	Prba.g_01664
OG0000127	Prai.g_00715	Prba.g_01631
OG0000128	Prai.g_00750	Prba.g_01592
OG0000129	Prai.g_00770	Prba.g_01572
OG0000130	Prai.g_00862	Prba.g_01514
OG0000131	Prai.g_00850	Prba.g_01501
OG0000132	Prai.g_00813	Prba.g_01465
OG0000133	Prai.g_01030	Prba.g_01379
OG0000134	Prai.g_01021	Prba.g_01369
OG0000135	Prai.g_00985	Prba.g_01333
OG0000136	Prai.g_00921	Prba.g_01267
OG0000137	Prai.g_01146	Prba.g_00094
OG0000138	Prai.g_01167	Prba.g_00069
OG0000139	Prai.g_01177	Prba.g_00057
OG0000140	Prai.g_01230	Prba.g_00006
OG0000141	Prai.g_01238	Prba.g_01084
OG0000142	Prai.g_01347	Prba.g_01204
OG0000143	Prai.g_01370	Prba.g_00196
OG0000144	Prai.g_01450	Prba.g_00110
OG0000145	Prai.g_01464	Prba.g_00712
OG0000146	Prai.g_01499	Prba.g_00676, Prba.g_00351
OG0000147	Prai.g_01539, Prai.g_00415	Prba.g_00311
OG0000148	Prai.g_01540	Prba.g_00310
OG0000149	Prai.g_01636	Prba.g_00228
OG0000150	Prai.g_01674	Prba.g_00584
OG0000151	Prai.g_01677	Prba.g_00581
OG0000152	Prai.g_01696	Prba.g_00352
OG0000153	Prai.g_01735	Prba.g_00388
OG0000154	Prai.g_01777	Prba.g_00424
OG0000155	Prai.g_01795	Prba.g_01051
OG0000156	Prai.g_01823	Prba.g_00752
OG0000157	Prai.g_01855	Prba.g_00785
OG0000158	Prai.g_01918	Prba.g_01776, Prba.g_00848
OG0000160	Prai.g_00001	Prba.g_01794
OG0000161	Prai.g_00002	Prba.g_01795
OG0000162	Prai.g_00004	Prba.g_01797
OG0000163	Prai.g_00005	Prba.g_01798
OG0000164	Prai.g_00006	Prba.g_01799
OG0000165	Prai.g_00007	Prba.g_01800
OG0000166	Prai.g_00008	Prba.g_01801
OG0000167	Prai.g_00009	Prba.g_01802
OG0000168	Prai.g_00010	Prba.g_01803
OG0000169	Prai.g_00012	Prba.g_01805
OG0000170	Prai.g_00014	Prba.g_01807
OG0000171	Prai.g_00015	Prba.g_01808
OG0000172	Prai.g_00016	Prba.g_01809
OG0000173	Prai.g_00017	Prba.g_01810
OG0000174	Prai.g_00018	Prba.g_01811
OG0000175	Prai.g_00019	Prba.g_01812
OG0000176	Prai.g_00020	Prba.g_01813
OG0000177	Prai.g_00021	Prba.g_01814
OG0000178	Prai.g_00022	Prba.g_01815
OG0000179	Prai.g_00024	Prba.g_01817
OG0000180	Prai.g_00025	Prba.g_01818
OG0000181	Prai.g_00026	Prba.g_01819
OG0000182	Prai.g_00027	Prba.g_01820
OG0000183	Prai.g_00028	Prba.g_01821
OG0000184	Prai.g_00029	Prba.g_01822
OG0000185	Prai.g_00032	Prba.g_01825
OG0000186	Prai.g_00035	Prba.g_01828
OG0000187	Prai.g_00036	Prba.g_01829
OG0000188	Prai.g_00037	Prba.g_01830
OG0000189	Prai.g_00047	Prba.g_01834
OG0000190	Prai.g_00049	Prba.g_01836
OG0000191	Prai.g_00050	Prba.g_01837
OG0000192	Prai.g_00051	Prba.g_01838
OG0000193	Prai.g_00052	Prba.g_01839
OG0000194	Prai.g_00053	Prba.g_01840
OG0000195	Prai.g_00054	Prba.g_01841
OG0000196	Prai.g_00055	Prba.g_01842
OG0000197	Prai.g_00057	Prba.g_01844
OG0000198	Prai.g_00058	Prba.g_01845
OG0000199	Prai.g_00059	Prba.g_01846
OG0000200	Prai.g_00064	Prba.g_01852
OG0000201	Prai.g_00065	Prba.g_01853
OG0000202	Prai.g_00066	Prba.g_01854
OG0000203	Prai.g_00069	Prba.g_01857
OG0000204	Prai.g_00070	Prba.g_01858
OG0000205	Prai.g_00073	Prba.g_01861
OG0000206	Prai.g_00075	Prba.g_01863
OG0000207	Prai.g_00077	Prba.g_01865
OG0000208	Prai.g_00078	Prba.g_01866
OG0000209	Prai.g_00079	Prba.g_01867
OG0000210	Prai.g_00080	Prba.g_01868
OG0000211	Prai.g_00081	Prba.g_01869
OG0000212	Prai.g_00082	Prba.g_01870
OG0000213	Prai.g_00083	Prba.g_01871
OG0000214	Prai.g_00084	Prba.g_01872
OG0000215	Prai.g_00085	Prba.g_01873
OG0000216	Prai.g_00086	Prba.g_01874
OG0000217	Prai.g_00088	Prba.g_01876
OG0000218	Prai.g_00089	Prba.g_01877
OG0000219	Prai.g_00090	Prba.g_01878
OG0000220	Prai.g_00091	Prba.g_01879
OG0000221	Prai.g_00094	Prba.g_01882
OG0000222	Prai.g_00095	Prba.g_01883
OG0000223	Prai.g_00096	Prba.g_01884
OG0000224	Prai.g_00097	Prba.g_01885
OG0000225	Prai.g_00098	Prba.g_01886
OG0000226	Prai.g_00099	Prba.g_01887
OG0000227	Prai.g_00100	Prba.g_01888
OG0000228	Prai.g_00101	Prba.g_01889
OG0000229	Prai.g_00102	Prba.g_01890
OG0000230	Prai.g_00103	Prba.g_01891
OG0000231	Prai.g_00104	Prba.g_01892
OG0000232	Prai.g_00106	Prba.g_01894
OG0000233	Prai.g_00107	Prba.g_01895
OG0000234	Prai.g_00108	Prba.g_01896
OG0000235	Prai.g_00109	Prba.g_01897
OG0000236	Prai.g_00110	Prba.g_01898
OG0000237	Prai.g_00111	Prba.g_01899
OG0000238	Prai.g_00112	Prba.g_01900
OG0000239	Prai.g_00114	Prba.g_01902
OG0000240	Prai.g_00115	Prba.g_01903
OG0000241	Prai.g_00116	Prba.g_01904
OG0000242	Prai.g_00117	Prba.g_01905
OG0000243	Prai.g_00120	Prba.g_01908
OG0000244	Prai.g_00122	Prba.g_01910
OG0000245	Prai.g_00123	Prba.g_01911
OG0000246	Prai.g_00124	Prba.g_01912
OG0000247	Prai.g_00127	Prba.g_01915
OG0000248	Prai.g_00129	Prba.g_01917
OG0000249	Prai.g_00130	Prba.g_01918
OG0000250	Prai.g_00131	Prba.g_01919
OG0000251	Prai.g_00132	Prba.g_01920
OG0000252	Prai.g_00133	Prba.g_01921
OG0000253	Prai.g_00134	Prba.g_01922
OG0000254	Prai.g_00136	Prba.g_01924
OG0000255	Prai.g_00137	Prba.g_01925
OG0000256	Prai.g_00140	Prba.g_01928
OG0000257	Prai.g_00142	Prba.g_01930
OG0000258	Prai.g_00156	Prba.g_01933
OG0000259	Prai.g_00157	Prba.g_01934
OG0000260	Prai.g_00158	Prba.g_01935
OG0000261	Prai.g_00159	Prba.g_01936
OG0000262	Prai.g_00160	Prba.g_01937
OG0000263	Prai.g_00162	Prba.g_01939
OG0000264	Prai.g_00163	Prba.g_01940
OG0000265	Prai.g_00164	Prba.g_01941
OG0000266	Prai.g_00165	Prba.g_01942
OG0000267	Prai.g_00166	Prba.g_01943
OG0000268	Prai.g_00167	Prba.g_01944
OG0000269	Prai.g_00169	Prba.g_01946
OG0000270	Prai.g_00170	Prba.g_01947
OG0000271	Prai.g_00171	Prba.g_01948
OG0000272	Prai.g_00172	Prba.g_01949
OG0000273	Prai.g_00173	Prba.g_01950
OG0000274	Prai.g_00174	Prba.g_01951
OG0000275	Prai.g_00175	Prba.g_01952
OG0000276	Prai.g_00176	Prba.g_01953
OG0000277	Prai.g_00178	Prba.g_00623
OG0000278	Prai.g_00179	Prba.g_00624
OG0000279	Prai.g_00180	Prba.g_00625
OG0000280	Prai.g_00182	Prba.g_00627
OG0000281	Prai.g_00184	Prba.g_00629
OG0000282	Prai.g_00185	Prba.g_00630
OG0000283	Prai.g_00186	Prba.g_00631
OG0000284	Prai.g_00187	Prba.g_00632
OG0000285	Prai.g_00188	Prba.g_00633
OG0000286	Prai.g_00189	Prba.g_00634
OG0000287	Prai.g_00190	Prba.g_00635
OG0000288	Prai.g_00192	Prba.g_00637
OG0000289	Prai.g_00193	Prba.g_00638
OG0000290	Prai.g_00194	Prba.g_00639
OG0000291	Prai.g_00196	Prba.g_00641
OG0000292	Prai.g_00197	Prba.g_00642
OG0000293	Prai.g_00198	Prba.g_00643
OG0000294	Prai.g_00199	Prba.g_00644
OG0000295	Prai.g_00200	Prba.g_00645
OG0000296	Prai.g_00201	Prba.g_00646
OG0000297	Prai.g_00202	Prba.g_00647
OG0000298	Prai.g_00204	Prba.g_00649
OG0000299	Prai.g_00205	Prba.g_00650
OG0000300	Prai.g_00206	Prba.g_00651
OG0000301	Prai.g_00207	Prba.g_00652
OG0000302	Prai.g_00208	Prba.g_00653
OG0000303	Prai.g_00209	Prba.g_00654
OG0000304	Prai.g_00211	Prba.g_00656
OG0000305	Prai.g_00212	Prba.g_00657
OG0000306	Prai.g_00215	Prba.g_00660
OG0000307	Prai.g_00216	Prba.g_00661
OG0000308	Prai.g_00217	Prba.g_00662
OG0000309	Prai.g_00218	Prba.g_00663
OG0000310	Prai.g_00219	Prba.g_00664
OG0000311	Prai.g_00220	Prba.g_00665
OG0000312	Prai.g_00221	Prba.g_00666
OG0000313	Prai.g_00222	Prba.g_00667
OG0000314	Prai.g_00223	Prba.g_00668
OG0000315	Prai.g_00224	Prba.g_00669
OG0000316	Prai.g_00225	Prba.g_00670
OG0000317	Prai.g_00226	Prba.g_00671
OG0000318	Prai.g_00227	Prba.g_00672
OG0000319	Prai.g_00228	Prba.g_00673
OG0000320	Prai.g_00229	Prba.g_00674
OG0000321	Prai.g_00230	Prba.g_00675
OG0000322	Prai.g_00231	Prba.g_00439
OG0000323	Prai.g_00232	Prba.g_00440
OG0000324	Prai.g_00233	Prba.g_00441
OG0000325	Prai.g_00234	Prba.g_00442
OG0000326	Prai.g_00235	Prba.g_00443
OG0000327	Prai.g_00236	Prba.g_00444
OG0000328	Prai.g_00237	Prba.g_00445
OG0000329	Prai.g_00238	Prba.g_00446
OG0000330	Prai.g_00239	Prba.g_00447
OG0000331	Prai.g_00240	Prba.g_00448
OG0000332	Prai.g_00241	Prba.g_00449
OG0000333	Prai.g_00242	Prba.g_00450
OG0000334	Prai.g_00243	Prba.g_00451
OG0000335	Prai.g_00244	Prba.g_00452
OG0000336	Prai.g_00246	Prba.g_00454
OG0000337	Prai.g_00247	Prba.g_00455
OG0000338	Prai.g_00251	Prba.g_00459
OG0000339	Prai.g_00255	Prba.g_00461
OG0000340	Prai.g_00257	Prba.g_00463
OG0000341	Prai.g_00258	Prba.g_00464
OG0000342	Prai.g_00259	Prba.g_00465
OG0000343	Prai.g_00260	Prba.g_00466
OG0000344	Prai.g_00263	Prba.g_00469
OG0000345	Prai.g_00266	Prba.g_00472
OG0000346	Prai.g_00267	Prba.g_00473
OG0000347	Prai.g_00270	Prba.g_00476
OG0000348	Prai.g_00272	Prba.g_00477
OG0000349	Prai.g_00273	Prba.g_00478
OG0000350	Prai.g_00275	Prba.g_00480
OG0000351	Prai.g_00276	Prba.g_00481
OG0000352	Prai.g_00277	Prba.g_00482
OG0000353	Prai.g_00278	Prba.g_00483
OG0000354	Prai.g_00279	Prba.g_00484
OG0000355	Prai.g_00280	Prba.g_00485
OG0000356	Prai.g_00281	Prba.g_00486
OG0000357	Prai.g_00282	Prba.g_00487
OG0000358	Prai.g_00283	Prba.g_00488
OG0000359	Prai.g_00284	Prba.g_00489
OG0000360	Prai.g_00288	Prba.g_00492
OG0000361	Prai.g_00289	Prba.g_00493
OG0000362	Prai.g_00290	Prba.g_00494
OG0000363	Prai.g_00291	Prba.g_00495
OG0000364	Prai.g_00295	Prba.g_00499
OG0000365	Prai.g_00296	Prba.g_00500
OG0000366	Prai.g_00298	Prba.g_00502
OG0000367	Prai.g_00299	Prba.g_00503
OG0000368	Prai.g_00300	Prba.g_00504
OG0000369	Prai.g_00301	Prba.g_00505
OG0000370	Prai.g_00302	Prba.g_00506
OG0000371	Prai.g_00303	Prba.g_00507
OG0000372	Prai.g_00304	Prba.g_00508
OG0000373	Prai.g_00305	Prba.g_00509
OG0000374	Prai.g_00307	Prba.g_00510
OG0000375	Prai.g_00308	Prba.g_00511
OG0000376	Prai.g_00311	Prba.g_00514
OG0000377	Prai.g_00312	Prba.g_00515
OG0000378	Prai.g_00313	Prba.g_00516
OG0000379	Prai.g_00314	Prba.g_00517
OG0000380	Prai.g_00315	Prba.g_00518
OG0000381	Prai.g_00316	Prba.g_00519
OG0000382	Prai.g_00317	Prba.g_00520
OG0000383	Prai.g_00318	Prba.g_00521
OG0000384	Prai.g_00321	Prba.g_00524
OG0000385	Prai.g_00322	Prba.g_00525
OG0000386	Prai.g_00323	Prba.g_00526
OG0000387	Prai.g_00324	Prba.g_00527
OG0000388	Prai.g_00325	Prba.g_00528
OG0000389	Prai.g_00326	Prba.g_00529
OG0000390	Prai.g_00327	Prba.g_00530
OG0000391	Prai.g_00328	Prba.g_00531
OG0000392	Prai.g_00329	Prba.g_00532
OG0000393	Prai.g_00330	Prba.g_00533
OG0000394	Prai.g_00331	Prba.g_00534
OG0000395	Prai.g_00332	Prba.g_00535
OG0000396	Prai.g_00334	Prba.g_00537
OG0000397	Prai.g_00336	Prba.g_00539
OG0000398	Prai.g_00337	Prba.g_00540
OG0000399	Prai.g_00340	Prba.g_00543
OG0000400	Prai.g_00341	Prba.g_00544
OG0000401	Prai.g_00342	Prba.g_00545
OG0000402	Prai.g_00347	Prba.g_00550
OG0000403	Prai.g_00348	Prba.g_00551
OG0000404	Prai.g_00349	Prba.g_00552
OG0000405	Prai.g_00351	Prba.g_00554
OG0000406	Prai.g_00354	Prba.g_00557
OG0000407	Prai.g_00355	Prba.g_00558
OG0000408	Prai.g_00357	Prba.g_00561
OG0000409	Prai.g_00358	Prba.g_00562
OG0000410	Prai.g_00359	Prba.g_00218
OG0000411	Prai.g_00360	Prba.g_00219
OG0000412	Prai.g_00361	Prba.g_00220
OG0000413	Prai.g_00362	Prba.g_00221
OG0000414	Prai.g_00363	Prba.g_00222
OG0000415	Prai.g_00364	Prba.g_00223
OG0000416	Prai.g_00367	Prba.g_00849
OG0000417	Prai.g_00368	Prba.g_00850
OG0000418	Prai.g_00369	Prba.g_00851
OG0000419	Prai.g_00370	Prba.g_00852
OG0000420	Prai.g_00372	Prba.g_00853
OG0000421	Prai.g_00384	Prba.g_00865
OG0000422	Prai.g_00390	Prba.g_00873
OG0000423	Prai.g_00392	Prba.g_00874
OG0000424	Prai.g_00397	Prba.g_00880
OG0000425	Prai.g_00462	Prba.g_01030
OG0000426	Prai.g_00463	Prba.g_01029
OG0000427	Prai.g_00464	Prba.g_01028
OG0000428	Prai.g_00466	Prba.g_01026
OG0000429	Prai.g_00467	Prba.g_01025
OG0000430	Prai.g_00469	Prba.g_01023
OG0000431	Prai.g_00470	Prba.g_01022
OG0000432	Prai.g_00471	Prba.g_01021
OG0000433	Prai.g_00472	Prba.g_01020
OG0000434	Prai.g_00473	Prba.g_01019
OG0000435	Prai.g_00474	Prba.g_01018
OG0000436	Prai.g_00475	Prba.g_01017
OG0000437	Prai.g_00476	Prba.g_01016
OG0000438	Prai.g_00477	Prba.g_01015
OG0000439	Prai.g_00478	Prba.g_01014
OG0000440	Prai.g_00479	Prba.g_01013
OG0000441	Prai.g_00480	Prba.g_01012
OG0000442	Prai.g_00481	Prba.g_01011
OG0000443	Prai.g_00482	Prba.g_01010
OG0000444	Prai.g_00483	Prba.g_01009
OG0000445	Prai.g_00484	Prba.g_01008
OG0000446	Prai.g_00486	Prba.g_01006
OG0000447	Prai.g_00487	Prba.g_01005
OG0000448	Prai.g_00489	Prba.g_01003
OG0000449	Prai.g_00492	Prba.g_01000
OG0000450	Prai.g_00493	Prba.g_00999
OG0000451	Prai.g_00494	Prba.g_00998
OG0000452	Prai.g_00495	Prba.g_00997
OG0000453	Prai.g_00496	Prba.g_00996
OG0000454	Prai.g_00501	Prba.g_00990
OG0000455	Prai.g_00503	Prba.g_00988
OG0000456	Prai.g_00507	Prba.g_00984
OG0000457	Prai.g_00508	Prba.g_00983
OG0000458	Prai.g_00509	Prba.g_00982
OG0000459	Prai.g_00511	Prba.g_00980
OG0000460	Prai.g_00513	Prba.g_00978
OG0000461	Prai.g_00514	Prba.g_00977
OG0000462	Prai.g_00515	Prba.g_00976
OG0000463	Prai.g_00517	Prba.g_00974
OG0000464	Prai.g_00518	Prba.g_00973
OG0000465	Prai.g_00519	Prba.g_00972
OG0000466	Prai.g_00520	Prba.g_00971
OG0000467	Prai.g_00521	Prba.g_00970
OG0000468	Prai.g_00522	Prba.g_00969
OG0000469	Prai.g_00523	Prba.g_00968
OG0000470	Prai.g_00524	Prba.g_00967
OG0000471	Prai.g_00525	Prba.g_00966
OG0000472	Prai.g_00530	Prba.g_00961
OG0000473	Prai.g_00531	Prba.g_00960
OG0000474	Prai.g_00532	Prba.g_00959
OG0000475	Prai.g_00533	Prba.g_00958
OG0000476	Prai.g_00535	Prba.g_00956
OG0000477	Prai.g_00536	Prba.g_00955
OG0000478	Prai.g_00537	Prba.g_00954
OG0000479	Prai.g_00538	Prba.g_00953
OG0000480	Prai.g_00540	Prba.g_00951
OG0000481	Prai.g_00542	Prba.g_00949
OG0000482	Prai.g_00543	Prba.g_00948
OG0000483	Prai.g_00544	Prba.g_00946
OG0000484	Prai.g_00545	Prba.g_00945
OG0000485	Prai.g_00546	Prba.g_00944
OG0000486	Prai.g_00547	Prba.g_00943
OG0000487	Prai.g_00552	Prba.g_00938
OG0000488	Prai.g_00553	Prba.g_00936
OG0000489	Prai.g_00554	Prba.g_00935
OG0000490	Prai.g_00555	Prba.g_00934
OG0000491	Prai.g_00556	Prba.g_00933
OG0000492	Prai.g_00557	Prba.g_00932
OG0000493	Prai.g_00558	Prba.g_00931
OG0000494	Prai.g_00559	Prba.g_00930
OG0000495	Prai.g_00562	Prba.g_00927
OG0000496	Prai.g_00563	Prba.g_00926
OG0000497	Prai.g_00564	Prba.g_00925
OG0000498	Prai.g_00565	Prba.g_00924
OG0000499	Prai.g_00566	Prba.g_00923
OG0000500	Prai.g_00568	Prba.g_01775
OG0000501	Prai.g_00569	Prba.g_01774
OG0000502	Prai.g_00570	Prba.g_01773
OG0000503	Prai.g_00572	Prba.g_01771
OG0000504	Prai.g_00573	Prba.g_01770
OG0000505	Prai.g_00574	Prba.g_01769
OG0000506	Prai.g_00575	Prba.g_01768
OG0000507	Prai.g_00576	Prba.g_01767
OG0000508	Prai.g_00577	Prba.g_01766
OG0000509	Prai.g_00578	Prba.g_01765
OG0000510	Prai.g_00579	Prba.g_01764
OG0000511	Prai.g_00581	Prba.g_01762
OG0000512	Prai.g_00582	Prba.g_01761
OG0000513	Prai.g_00583	Prba.g_01760
OG0000514	Prai.g_00584	Prba.g_01759
OG0000515	Prai.g_00585	Prba.g_01758
OG0000516	Prai.g_00586	Prba.g_01757
OG0000517	Prai.g_00588	Prba.g_01755
OG0000518	Prai.g_00589	Prba.g_01754
OG0000519	Prai.g_00590	Prba.g_01753
OG0000520	Prai.g_00592	Prba.g_01752
OG0000521	Prai.g_00593	Prba.g_01751
OG0000522	Prai.g_00594	Prba.g_01750
OG0000523	Prai.g_00595	Prba.g_01749
OG0000524	Prai.g_00596	Prba.g_01748
OG0000525	Prai.g_00597	Prba.g_01747
OG0000526	Prai.g_00598	Prba.g_01746
OG0000527	Prai.g_00599	Prba.g_01745
OG0000528	Prai.g_00600	Prba.g_01744
OG0000529	Prai.g_00601	Prba.g_01743
OG0000530	Prai.g_00602	Prba.g_01742
OG0000531	Prai.g_00603	Prba.g_01741
OG0000532	Prai.g_00604	Prba.g_01740
OG0000533	Prai.g_00606	Prba.g_01738
OG0000534	Prai.g_00607	Prba.g_01737
OG0000535	Prai.g_00608	Prba.g_01736
OG0000536	Prai.g_00609	Prba.g_01735
OG0000537	Prai.g_00610	Prba.g_01734
OG0000538	Prai.g_00611	Prba.g_01733
OG0000539	Prai.g_00614	Prba.g_01730
OG0000540	Prai.g_00615	Prba.g_01729
OG0000541	Prai.g_00616	Prba.g_01728
OG0000542	Prai.g_00619	Prba.g_01726
OG0000543	Prai.g_00620	Prba.g_01725
OG0000544	Prai.g_00621	Prba.g_01724
OG0000545	Prai.g_00622	Prba.g_01723
OG0000546	Prai.g_00623	Prba.g_01722
OG0000547	Prai.g_00624	Prba.g_01721
OG0000548	Prai.g_00625	Prba.g_01720
OG0000549	Prai.g_00627	Prba.g_01718
OG0000550	Prai.g_00628	Prba.g_01717
OG0000551	Prai.g_00629	Prba.g_01716
OG0000552	Prai.g_00630	Prba.g_01715
OG0000553	Prai.g_00631	Prba.g_01714
OG0000554	Prai.g_00632	Prba.g_01713
OG0000555	Prai.g_00633	Prba.g_01712
OG0000556	Prai.g_00634	Prba.g_01711
OG0000557	Prai.g_00635	Prba.g_01710
OG0000558	Prai.g_00636	Prba.g_01709
OG0000559	Prai.g_00637	Prba.g_01708
OG0000560	Prai.g_00638	Prba.g_01707
OG0000561	Prai.g_00639	Prba.g_01706
OG0000562	Prai.g_00640	Prba.g_01705
OG0000563	Prai.g_00641	Prba.g_01704
OG0000564	Prai.g_00642	Prba.g_01703
OG0000565	Prai.g_00643	Prba.g_01702
OG0000566	Prai.g_00644	Prba.g_01701
OG0000567	Prai.g_00645	Prba.g_01700
OG0000568	Prai.g_00646	Prba.g_01699
OG0000569	Prai.g_00650	Prba.g_01696
OG0000570	Prai.g_00651	Prba.g_01695
OG0000571	Prai.g_00653	Prba.g_01693
