Orthogroup	Prai	Prao
OG0000068	Prai.g_00431	Prao.g_00677
OG0000068	Prai.g_01258	Prao.g_01340
OG0000069	Prai.g_01141	Prao.g_01124
OG0000069	Prai.g_00969	Prao.g_00922
OG0000070	Prai.g_00918	Prao.g_00974
OG0000071	Prai.g_01273	Prao.g_01332
OG0000072	Prai.g_01335	Prao.g_01276
OG0000074	Prai.g_01443	Prao.g_01215
OG0000075	Prai.g_01782	Prao.g_01687
OG0000077	Prai.g_00011	Prao.g_00158
OG0000078	Prai.g_00335	Prao.g_00458
OG0000079	Prai.g_00393	Prao.g_00516
OG0000080	Prai.g_00698	Prao.g_00108
OG0000081	Prai.g_00720	Prao.g_00129
OG0000082	Prai.g_00841, Prai.g_00840	Prao.g_00748
OG0000083	Prai.g_01064	Prao.g_00812
OG0000084	Prai.g_00989	Prao.g_00902
OG0000085	Prai.g_01107	Prao.g_01025
OG0000086	Prai.g_01143	Prao.g_01122
OG0000090	Prai.g_01393	Prao.g_01214
OG0000091	Prai.g_01471	Prao.g_01405
OG0000092	Prai.g_01270	Prao.g_01522
OG0000093	Prai.g_00743, Prai.g_01725	Prao.g_01639
OG0000094	Prai.g_01779	Prao.g_01684
OG0000095	Prai.g_01812	Prao.g_01717
OG0000096	Prai.g_01884	Prao.g_01788
OG0000097	Prai.g_01901	Prao.g_01806
OG0000098	Prai.g_00003	Prao.g_01844
OG0000099	Prai.g_00023	Prao.g_00170
OG0000100	Prai.g_00046	Prao.g_00185
OG0000101	Prai.g_00056	Prao.g_00195
OG0000102	Prai.g_00113	Prao.g_00251
OG0000103	Prai.g_00121	Prao.g_00260
OG0000104	Prai.g_00139	Prao.g_00277
OG0000105	Prai.g_00181	Prao.g_00308
OG0000106	Prai.g_00195	Prao.g_00322
OG0000108	Prai.g_00213	Prao.g_00340
OG0000109	Prai.g_00250	Prao.g_00377
OG0000110	Prai.g_00264	Prao.g_00389
OG0000111	Prai.g_00287, Prai.g_00286	Prao.g_01378
OG0000112	Prai.g_00297	Prao.g_00421
OG0000113	Prai.g_00310	Prao.g_00434
OG0000114	Prai.g_00338	Prao.g_00461
OG0000115	Prai.g_00504	Prao.g_00580
OG0000116	Prai.g_00506	Prao.g_00582
OG0000117	Prai.g_00510	Prao.g_00586
OG0000118	Prai.g_00529	Prao.g_00605
OG0000119	Prai.g_00560	Prao.g_01859
OG0000120	Prai.g_00561	Prao.g_01858
OG0000121	Prai.g_00571	Prao.g_01162
OG0000122	Prai.g_00580	Prao.g_01171
OG0000123	Prai.g_00612	Prao.g_00023
OG0000124	Prai.g_00680	Prao.g_00090
OG0000125	Prai.g_00681	Prao.g_00091
OG0000126	Prai.g_00682	Prao.g_00092
OG0000127	Prai.g_00715	Prao.g_00124
OG0000128	Prai.g_00750	Prao.g_00650
OG0000129	Prai.g_00770	Prao.g_00670
OG0000130	Prai.g_00862	Prao.g_00725
OG0000131	Prai.g_00850	Prao.g_00739
OG0000132	Prai.g_00813	Prao.g_00775
OG0000133	Prai.g_01030	Prao.g_00861
OG0000134	Prai.g_01021	Prao.g_00870
OG0000135	Prai.g_00985	Prao.g_00906
OG0000136	Prai.g_00921	Prao.g_00971
OG0000137	Prai.g_01146	Prao.g_01119
OG0000138	Prai.g_01167	Prao.g_01094, Prao.g_00646
OG0000139	Prai.g_01177	Prao.g_01083
OG0000140	Prai.g_01230	Prao.g_01032
OG0000141	Prai.g_01238	Prao.g_00014
OG0000142	Prai.g_01347	Prao.g_01264
OG0000143	Prai.g_01370	Prao.g_01239
OG0000144	Prai.g_01450	Prao.g_01384
OG0000145	Prai.g_01464	Prao.g_01398
OG0000146	Prai.g_01499	Prao.g_01433
OG0000147	Prai.g_01539, Prai.g_00415	Prao.g_01473
OG0000148	Prai.g_01540	Prao.g_01474
OG0000149	Prai.g_01636	Prao.g_01550
OG0000150	Prai.g_01674	Prao.g_01588
OG0000151	Prai.g_01677	Prao.g_01591
OG0000152	Prai.g_01696	Prao.g_01610
OG0000153	Prai.g_01735	Prao.g_01646
OG0000154	Prai.g_01777	Prao.g_01682
OG0000155	Prai.g_01795	Prao.g_01700
OG0000156	Prai.g_01823	Prao.g_01728
OG0000157	Prai.g_01855	Prao.g_01760
OG0000158	Prai.g_01918	Prao.g_01823
OG0000160	Prai.g_00001	Prao.g_01842
OG0000161	Prai.g_00002	Prao.g_01843
OG0000162	Prai.g_00004	Prao.g_01845
OG0000163	Prai.g_00005	Prao.g_01846
OG0000164	Prai.g_00006	Prao.g_01847
OG0000165	Prai.g_00007	Prao.g_01848
OG0000166	Prai.g_00008	Prao.g_01849
OG0000167	Prai.g_00009	Prao.g_01850
OG0000168	Prai.g_00010	Prao.g_00157
OG0000169	Prai.g_00012	Prao.g_00159
OG0000170	Prai.g_00014	Prao.g_00161
OG0000171	Prai.g_00015	Prao.g_00162
OG0000172	Prai.g_00016	Prao.g_00163
OG0000173	Prai.g_00017	Prao.g_00164
OG0000174	Prai.g_00018	Prao.g_00165
OG0000175	Prai.g_00019	Prao.g_00166
OG0000176	Prai.g_00020	Prao.g_00167
OG0000177	Prai.g_00021	Prao.g_00168
OG0000178	Prai.g_00022	Prao.g_00169
OG0000179	Prai.g_00024	Prao.g_00171
OG0000180	Prai.g_00025	Prao.g_00172
OG0000181	Prai.g_00026	Prao.g_00173
OG0000182	Prai.g_00027	Prao.g_00174
OG0000183	Prai.g_00028	Prao.g_00175
OG0000184	Prai.g_00029	Prao.g_00176
OG0000185	Prai.g_00032	Prao.g_00178
OG0000186	Prai.g_00035	Prao.g_00181
OG0000187	Prai.g_00036	Prao.g_00182
OG0000188	Prai.g_00037	Prao.g_00183
OG0000189	Prai.g_00047	Prao.g_00186
OG0000190	Prai.g_00049	Prao.g_00188
OG0000191	Prai.g_00050	Prao.g_00189
OG0000192	Prai.g_00051	Prao.g_00190
OG0000193	Prai.g_00052	Prao.g_00191
OG0000194	Prai.g_00053	Prao.g_00192
OG0000195	Prai.g_00054	Prao.g_00193
OG0000196	Prai.g_00055	Prao.g_00194
OG0000197	Prai.g_00057	Prao.g_00196
OG0000198	Prai.g_00058	Prao.g_00197
OG0000199	Prai.g_00059	Prao.g_00198
OG0000200	Prai.g_00064	Prao.g_00203
OG0000201	Prai.g_00065	Prao.g_00204
OG0000202	Prai.g_00066	Prao.g_00205
OG0000203	Prai.g_00069	Prao.g_00208
OG0000204	Prai.g_00070	Prao.g_00209
OG0000205	Prai.g_00073	Prao.g_00212
OG0000206	Prai.g_00075	Prao.g_00214
OG0000207	Prai.g_00077	Prao.g_00216
OG0000208	Prai.g_00078	Prao.g_00217
OG0000209	Prai.g_00079	Prao.g_00218
OG0000210	Prai.g_00080	Prao.g_00219
OG0000211	Prai.g_00081	Prao.g_00220
OG0000212	Prai.g_00082	Prao.g_00221
OG0000213	Prai.g_00083	Prao.g_00222
OG0000214	Prai.g_00084	Prao.g_00223
OG0000215	Prai.g_00085	Prao.g_00224
OG0000216	Prai.g_00086	Prao.g_00225
OG0000217	Prai.g_00088	Prao.g_00227
OG0000218	Prai.g_00089	Prao.g_00228
OG0000219	Prai.g_00090	Prao.g_00229
OG0000220	Prai.g_00091	Prao.g_00230
OG0000221	Prai.g_00094	Prao.g_00233
OG0000222	Prai.g_00095	Prao.g_00234
OG0000223	Prai.g_00096	Prao.g_00235
OG0000224	Prai.g_00097	Prao.g_00236
OG0000225	Prai.g_00098	Prao.g_00237
OG0000226	Prai.g_00099	Prao.g_00238
OG0000227	Prai.g_00100	Prao.g_00239
OG0000228	Prai.g_00101	Prao.g_00240
OG0000229	Prai.g_00102	Prao.g_00241
OG0000230	Prai.g_00103	Prao.g_00242
OG0000231	Prai.g_00104	Prao.g_00243
OG0000232	Prai.g_00106	Prao.g_00244
OG0000233	Prai.g_00107	Prao.g_00245
OG0000234	Prai.g_00108	Prao.g_00246
OG0000235	Prai.g_00109	Prao.g_00247
OG0000236	Prai.g_00110	Prao.g_00248
OG0000237	Prai.g_00111	Prao.g_00249
OG0000238	Prai.g_00112	Prao.g_00250
OG0000239	Prai.g_00114	Prao.g_00252
OG0000240	Prai.g_00115	Prao.g_00254
OG0000241	Prai.g_00116	Prao.g_00255
OG0000242	Prai.g_00117	Prao.g_00256
OG0000243	Prai.g_00120	Prao.g_00259
OG0000244	Prai.g_00122	Prao.g_00261
OG0000245	Prai.g_00123	Prao.g_00262
OG0000246	Prai.g_00124	Prao.g_00263
OG0000247	Prai.g_00127	Prao.g_00266
OG0000248	Prai.g_00129	Prao.g_00268
OG0000249	Prai.g_00130	Prao.g_00269
OG0000250	Prai.g_00131	Prao.g_00270
OG0000251	Prai.g_00132	Prao.g_00271
OG0000252	Prai.g_00133	Prao.g_00272
OG0000253	Prai.g_00134	Prao.g_00273
OG0000254	Prai.g_00136	Prao.g_00274
OG0000255	Prai.g_00137	Prao.g_00275
OG0000256	Prai.g_00140	Prao.g_00278
OG0000257	Prai.g_00142	Prao.g_00280
OG0000258	Prai.g_00156	Prao.g_00283
OG0000259	Prai.g_00157	Prao.g_00284
OG0000260	Prai.g_00158	Prao.g_00285
OG0000261	Prai.g_00159	Prao.g_00286
OG0000262	Prai.g_00160	Prao.g_00287
OG0000263	Prai.g_00162	Prao.g_00289
OG0000264	Prai.g_00163	Prao.g_00290
OG0000265	Prai.g_00164	Prao.g_00291
OG0000266	Prai.g_00165	Prao.g_00292
OG0000267	Prai.g_00166	Prao.g_00293
OG0000268	Prai.g_00167	Prao.g_00294
OG0000269	Prai.g_00169	Prao.g_00296
OG0000270	Prai.g_00170	Prao.g_00297
OG0000271	Prai.g_00171	Prao.g_00298
OG0000272	Prai.g_00172	Prao.g_00299
OG0000273	Prai.g_00173	Prao.g_00300
OG0000274	Prai.g_00174	Prao.g_00301
OG0000275	Prai.g_00175	Prao.g_00302
OG0000276	Prai.g_00176	Prao.g_00303
OG0000277	Prai.g_00178	Prao.g_00305
OG0000278	Prai.g_00179	Prao.g_00306
OG0000279	Prai.g_00180	Prao.g_00307
OG0000280	Prai.g_00182	Prao.g_00309
OG0000281	Prai.g_00184	Prao.g_00311
OG0000282	Prai.g_00185	Prao.g_00312
OG0000283	Prai.g_00186	Prao.g_00313
OG0000284	Prai.g_00187	Prao.g_00314
OG0000285	Prai.g_00188	Prao.g_00315
OG0000286	Prai.g_00189	Prao.g_00316
OG0000287	Prai.g_00190	Prao.g_00317
OG0000288	Prai.g_00192	Prao.g_00319
OG0000289	Prai.g_00193	Prao.g_00320
OG0000290	Prai.g_00194	Prao.g_00321
OG0000291	Prai.g_00196	Prao.g_00323
OG0000292	Prai.g_00197	Prao.g_00324
OG0000293	Prai.g_00198	Prao.g_00325
OG0000294	Prai.g_00199	Prao.g_00326
OG0000295	Prai.g_00200	Prao.g_00327
OG0000296	Prai.g_00201	Prao.g_00328
OG0000297	Prai.g_00202	Prao.g_00329
OG0000298	Prai.g_00204	Prao.g_00331
OG0000299	Prai.g_00205	Prao.g_00332
OG0000300	Prai.g_00206	Prao.g_00333
OG0000301	Prai.g_00207	Prao.g_00334
OG0000302	Prai.g_00208	Prao.g_00335
OG0000303	Prai.g_00209	Prao.g_00336
OG0000304	Prai.g_00211	Prao.g_00338
OG0000305	Prai.g_00212	Prao.g_00339
OG0000306	Prai.g_00215	Prao.g_00342
OG0000307	Prai.g_00216	Prao.g_00343
OG0000308	Prai.g_00217	Prao.g_00344
OG0000309	Prai.g_00218	Prao.g_00345
OG0000310	Prai.g_00219	Prao.g_00346
OG0000311	Prai.g_00220	Prao.g_00347
OG0000312	Prai.g_00221	Prao.g_00348
OG0000313	Prai.g_00222	Prao.g_00349
OG0000314	Prai.g_00223	Prao.g_00350
OG0000315	Prai.g_00224	Prao.g_00351
OG0000316	Prai.g_00225	Prao.g_00352
OG0000317	Prai.g_00226	Prao.g_00353
OG0000318	Prai.g_00227	Prao.g_00354
OG0000319	Prai.g_00228	Prao.g_00355
OG0000320	Prai.g_00229	Prao.g_00356
OG0000321	Prai.g_00230	Prao.g_00357
OG0000322	Prai.g_00231	Prao.g_00358
OG0000323	Prai.g_00232	Prao.g_00359
OG0000324	Prai.g_00233	Prao.g_00360
OG0000325	Prai.g_00234	Prao.g_00361
OG0000326	Prai.g_00235	Prao.g_00362
OG0000327	Prai.g_00236	Prao.g_00363
OG0000328	Prai.g_00237	Prao.g_00364
OG0000329	Prai.g_00238	Prao.g_00365
OG0000330	Prai.g_00239	Prao.g_00366
OG0000331	Prai.g_00240	Prao.g_00367
OG0000332	Prai.g_00241	Prao.g_00368
OG0000333	Prai.g_00242	Prao.g_00369
OG0000334	Prai.g_00243	Prao.g_00370
OG0000335	Prai.g_00244	Prao.g_00371
OG0000336	Prai.g_00246	Prao.g_00373
OG0000337	Prai.g_00247	Prao.g_00374
OG0000338	Prai.g_00251	Prao.g_00378
OG0000339	Prai.g_00255	Prao.g_00380
OG0000340	Prai.g_00257	Prao.g_00382
OG0000341	Prai.g_00258	Prao.g_00383
OG0000342	Prai.g_00259	Prao.g_00384
OG0000343	Prai.g_00260	Prao.g_00385
OG0000344	Prai.g_00263	Prao.g_00388
OG0000345	Prai.g_00266	Prao.g_00391
OG0000346	Prai.g_00267	Prao.g_00392
OG0000347	Prai.g_00270	Prao.g_00395
OG0000348	Prai.g_00272	Prao.g_00397
OG0000349	Prai.g_00273	Prao.g_00398
OG0000350	Prai.g_00275	Prao.g_00400
OG0000351	Prai.g_00276	Prao.g_00401
OG0000352	Prai.g_00277	Prao.g_00402
OG0000353	Prai.g_00278	Prao.g_00403
OG0000354	Prai.g_00279	Prao.g_00404
OG0000355	Prai.g_00280	Prao.g_00405
OG0000356	Prai.g_00281	Prao.g_00406
OG0000357	Prai.g_00282	Prao.g_00407
OG0000358	Prai.g_00283	Prao.g_00408
OG0000359	Prai.g_00284	Prao.g_00409
OG0000360	Prai.g_00288	Prao.g_00412
OG0000361	Prai.g_00289	Prao.g_00413
OG0000362	Prai.g_00290	Prao.g_00414
OG0000363	Prai.g_00291	Prao.g_00415
OG0000364	Prai.g_00295	Prao.g_00419
OG0000365	Prai.g_00296	Prao.g_00420
OG0000366	Prai.g_00298	Prao.g_00422
OG0000367	Prai.g_00299	Prao.g_00423
OG0000368	Prai.g_00300	Prao.g_00424
OG0000369	Prai.g_00301	Prao.g_00425
OG0000370	Prai.g_00302	Prao.g_00426
OG0000371	Prai.g_00303	Prao.g_00427
OG0000372	Prai.g_00304	Prao.g_00428
OG0000373	Prai.g_00305	Prao.g_00429
OG0000374	Prai.g_00307	Prao.g_00431
OG0000375	Prai.g_00308	Prao.g_00432
OG0000376	Prai.g_00311	Prao.g_00435
OG0000377	Prai.g_00312	Prao.g_00436
OG0000378	Prai.g_00313	Prao.g_00437
OG0000379	Prai.g_00314	Prao.g_00438
OG0000380	Prai.g_00315	Prao.g_00439
OG0000381	Prai.g_00316	Prao.g_00440
OG0000382	Prai.g_00317	Prao.g_00441
OG0000383	Prai.g_00318	Prao.g_00442
OG0000384	Prai.g_00321	Prao.g_00444
OG0000385	Prai.g_00322	Prao.g_00445
OG0000386	Prai.g_00323	Prao.g_00446
OG0000387	Prai.g_00324	Prao.g_00447
OG0000388	Prai.g_00325	Prao.g_00448
OG0000389	Prai.g_00326	Prao.g_00449
OG0000390	Prai.g_00327	Prao.g_00450
OG0000391	Prai.g_00328	Prao.g_00451
OG0000392	Prai.g_00329	Prao.g_00452
OG0000393	Prai.g_00330	Prao.g_00453
OG0000394	Prai.g_00331	Prao.g_00454
OG0000395	Prai.g_00332	Prao.g_00455
OG0000396	Prai.g_00334	Prao.g_00457
OG0000397	Prai.g_00336	Prao.g_00459
OG0000398	Prai.g_00337	Prao.g_00460
OG0000399	Prai.g_00340	Prao.g_00463
OG0000400	Prai.g_00341	Prao.g_00464
OG0000401	Prai.g_00342	Prao.g_00465
OG0000402	Prai.g_00347	Prao.g_00470
OG0000403	Prai.g_00348	Prao.g_00471
OG0000404	Prai.g_00349	Prao.g_00472
OG0000405	Prai.g_00351	Prao.g_00474
OG0000406	Prai.g_00354	Prao.g_00476
OG0000407	Prai.g_00355	Prao.g_00477
OG0000408	Prai.g_00357	Prao.g_00479
OG0000409	Prai.g_00358	Prao.g_00480
OG0000410	Prai.g_00359	Prao.g_00481
OG0000411	Prai.g_00360	Prao.g_00482
OG0000412	Prai.g_00361	Prao.g_00483
OG0000413	Prai.g_00362	Prao.g_00484
OG0000414	Prai.g_00363	Prao.g_00485
OG0000415	Prai.g_00364	Prao.g_00486
OG0000416	Prai.g_00367	Prao.g_00489
OG0000417	Prai.g_00368	Prao.g_00490
OG0000418	Prai.g_00369	Prao.g_00491
OG0000419	Prai.g_00370	Prao.g_00492
OG0000420	Prai.g_00372	Prao.g_00493
OG0000421	Prai.g_00384	Prao.g_00506
OG0000422	Prai.g_00390	Prao.g_00513
OG0000423	Prai.g_00392	Prao.g_00514
OG0000424	Prai.g_00397	Prao.g_00518
OG0000425	Prai.g_00462	Prao.g_00535
OG0000426	Prai.g_00463	Prao.g_00536
OG0000427	Prai.g_00464	Prao.g_00537
OG0000428	Prai.g_00466	Prao.g_00539
OG0000429	Prai.g_00467	Prao.g_00540
OG0000430	Prai.g_00469	Prao.g_00542
OG0000431	Prai.g_00470	Prao.g_00543
OG0000432	Prai.g_00471	Prao.g_00544
OG0000433	Prai.g_00472	Prao.g_00545
OG0000434	Prai.g_00473	Prao.g_00546
OG0000435	Prai.g_00474	Prao.g_00547
OG0000436	Prai.g_00475	Prao.g_00548
OG0000437	Prai.g_00476	Prao.g_00549
OG0000438	Prai.g_00477	Prao.g_00550
OG0000439	Prai.g_00478	Prao.g_00551
OG0000440	Prai.g_00479	Prao.g_00552
OG0000441	Prai.g_00480	Prao.g_00553
OG0000442	Prai.g_00481	Prao.g_00554
OG0000443	Prai.g_00482	Prao.g_00555
OG0000444	Prai.g_00483	Prao.g_00556
OG0000445	Prai.g_00484	Prao.g_00557
OG0000446	Prai.g_00486	Prao.g_00559
OG0000447	Prai.g_00487	Prao.g_00560
OG0000448	Prai.g_00489	Prao.g_00564
OG0000449	Prai.g_00492	Prao.g_00567
OG0000450	Prai.g_00493	Prao.g_00568
OG0000451	Prai.g_00494	Prao.g_00569
OG0000452	Prai.g_00495	Prao.g_00570
OG0000453	Prai.g_00496	Prao.g_00571
OG0000454	Prai.g_00501	Prao.g_00577
OG0000455	Prai.g_00503	Prao.g_00579
OG0000456	Prai.g_00507	Prao.g_00583
OG0000457	Prai.g_00508	Prao.g_00584
OG0000458	Prai.g_00509	Prao.g_00585
OG0000459	Prai.g_00511	Prao.g_00587
OG0000460	Prai.g_00513	Prao.g_00589
OG0000461	Prai.g_00514	Prao.g_00590
OG0000462	Prai.g_00515	Prao.g_00591
OG0000463	Prai.g_00517	Prao.g_00593
OG0000464	Prai.g_00518	Prao.g_00594
OG0000465	Prai.g_00519	Prao.g_00595
OG0000466	Prai.g_00520	Prao.g_00596
OG0000467	Prai.g_00521	Prao.g_00597
OG0000468	Prai.g_00522	Prao.g_00598
OG0000469	Prai.g_00523	Prao.g_00599
OG0000470	Prai.g_00524	Prao.g_00600
OG0000471	Prai.g_00525	Prao.g_00601
OG0000472	Prai.g_00530	Prao.g_00606
OG0000473	Prai.g_00531	Prao.g_00607
OG0000474	Prai.g_00532	Prao.g_00608
OG0000475	Prai.g_00533	Prao.g_00609
OG0000476	Prai.g_00535	Prao.g_00611
OG0000477	Prai.g_00536	Prao.g_00612
OG0000478	Prai.g_00537	Prao.g_00613
OG0000479	Prai.g_00538	Prao.g_00614
OG0000480	Prai.g_00540	Prao.g_00616
OG0000481	Prai.g_00542	Prao.g_00618
OG0000482	Prai.g_00543	Prao.g_00619
OG0000483	Prai.g_00544	Prao.g_00621
OG0000484	Prai.g_00545	Prao.g_00622
OG0000485	Prai.g_00546	Prao.g_00623
OG0000486	Prai.g_00547	Prao.g_00624
OG0000487	Prai.g_00552	Prao.g_00629
OG0000488	Prai.g_00553	Prao.g_00631
OG0000489	Prai.g_00554	Prao.g_00632
OG0000490	Prai.g_00555	Prao.g_00633
OG0000491	Prai.g_00556	Prao.g_00634
OG0000492	Prai.g_00557	Prao.g_00635
OG0000493	Prai.g_00558	Prao.g_01861
OG0000494	Prai.g_00559	Prao.g_01860
OG0000495	Prai.g_00562	Prao.g_01857
OG0000496	Prai.g_00563	Prao.g_01856
OG0000497	Prai.g_00564	Prao.g_01855
OG0000498	Prai.g_00565	Prao.g_01854
OG0000499	Prai.g_00566	Prao.g_01853
OG0000500	Prai.g_00568	Prao.g_01159
OG0000501	Prai.g_00569	Prao.g_01160
OG0000502	Prai.g_00570	Prao.g_01161
OG0000503	Prai.g_00572	Prao.g_01163
OG0000504	Prai.g_00573	Prao.g_01164
OG0000505	Prai.g_00574	Prao.g_01165
OG0000506	Prai.g_00575	Prao.g_01166
OG0000507	Prai.g_00576	Prao.g_01167
OG0000508	Prai.g_00577	Prao.g_01168
OG0000509	Prai.g_00578	Prao.g_01169
OG0000510	Prai.g_00579	Prao.g_01170
OG0000511	Prai.g_00581	Prao.g_01172
OG0000512	Prai.g_00582	Prao.g_01173
OG0000513	Prai.g_00583	Prao.g_01174
OG0000514	Prai.g_00584	Prao.g_01175
OG0000515	Prai.g_00585	Prao.g_01176
OG0000516	Prai.g_00586	Prao.g_01177
OG0000517	Prai.g_00588	Prao.g_01179
OG0000518	Prai.g_00589	Prao.g_01180
OG0000519	Prai.g_00590	Prao.g_01181
OG0000520	Prai.g_00592	Prao.g_01182
OG0000521	Prai.g_00593	Prao.g_01183
OG0000522	Prai.g_00594	Prao.g_01184
OG0000523	Prai.g_00595	Prao.g_01185
OG0000524	Prai.g_00596	Prao.g_01186
OG0000525	Prai.g_00597	Prao.g_01187
OG0000526	Prai.g_00598	Prao.g_01862
OG0000527	Prai.g_00599	Prao.g_01863
OG0000528	Prai.g_00600	Prao.g_01864
OG0000529	Prai.g_00601	Prao.g_01865
OG0000530	Prai.g_00602	Prao.g_01866
OG0000531	Prai.g_00603	Prao.g_01867
OG0000532	Prai.g_00604	Prao.g_01868
OG0000533	Prai.g_00606	Prao.g_01870
OG0000534	Prai.g_00607	Prao.g_00018
OG0000535	Prai.g_00608	Prao.g_00019
OG0000536	Prai.g_00609	Prao.g_00020
OG0000537	Prai.g_00610	Prao.g_00021
OG0000538	Prai.g_00611	Prao.g_00022
OG0000539	Prai.g_00614	Prao.g_00025
OG0000540	Prai.g_00615	Prao.g_00026
OG0000541	Prai.g_00616	Prao.g_00027
OG0000542	Prai.g_00619	Prao.g_00029
OG0000543	Prai.g_00620	Prao.g_00030
OG0000544	Prai.g_00621	Prao.g_00031
OG0000545	Prai.g_00622	Prao.g_00032
OG0000546	Prai.g_00623	Prao.g_00033
OG0000547	Prai.g_00624	Prao.g_00034
OG0000548	Prai.g_00625	Prao.g_00035
OG0000549	Prai.g_00627	Prao.g_00037
OG0000550	Prai.g_00628	Prao.g_00038
OG0000551	Prai.g_00629	Prao.g_00039
OG0000552	Prai.g_00630	Prao.g_00040
OG0000553	Prai.g_00631	Prao.g_00041
OG0000554	Prai.g_00632	Prao.g_00042
OG0000555	Prai.g_00633	Prao.g_00043
OG0000556	Prai.g_00634	Prao.g_00044
OG0000557	Prai.g_00635	Prao.g_00045
OG0000558	Prai.g_00636	Prao.g_00046
OG0000559	Prai.g_00637	Prao.g_00047
OG0000560	Prai.g_00638	Prao.g_00048
OG0000561	Prai.g_00639	Prao.g_00049
OG0000562	Prai.g_00640	Prao.g_00050
OG0000563	Prai.g_00641	Prao.g_00051
OG0000564	Prai.g_00642	Prao.g_00052
OG0000565	Prai.g_00643	Prao.g_00053
OG0000566	Prai.g_00644	Prao.g_00054
OG0000567	Prai.g_00645	Prao.g_00055
OG0000568	Prai.g_00646	Prao.g_00056
OG0000569	Prai.g_00650	Prao.g_00060
OG0000570	Prai.g_00651	Prao.g_00061
OG0000571	Prai.g_00653	Prao.g_00063
OG0000572	Prai.g_00654	Prao.g_00064
OG0000573	Prai.g_00655	Prao.g_00065
OG0000574	Prai.g_00656	Prao.g_00066
OG0000575	Prai.g_00657	Prao.g_00067
OG0000576	Prai.g_00658	Prao.g_00068
OG0000577	Prai.g_00659	Prao.g_00069
OG0000578	Prai.g_00660	Prao.g_00070
OG0000579	Prai.g_00661	Prao.g_00071
OG0000580	Prai.g_00662	Prao.g_00072
OG0000581	Prai.g_00663	Prao.g_00073
OG0000582	Prai.g_00664	Prao.g_00074
OG0000583	Prai.g_00665	Prao.g_00075
OG0000584	Prai.g_00667	Prao.g_00077
OG0000585	Prai.g_00668	Prao.g_00078
