Orthogroup	Prai	Prac
OG0000470	Prai.g_00524	Prac.g_01050
OG0000471	Prai.g_00525	Prac.g_01049
OG0000472	Prai.g_00530	Prac.g_00871
OG0000473	Prai.g_00531	Prac.g_00870
OG0000474	Prai.g_00532	Prac.g_00869
OG0000475	Prai.g_00533	Prac.g_00868
OG0000476	Prai.g_00535	Prac.g_00866
OG0000477	Prai.g_00536	Prac.g_00865
OG0000478	Prai.g_00537	Prac.g_00864
OG0000479	Prai.g_00538	Prac.g_00863
OG0000480	Prai.g_00540	Prac.g_00861
OG0000481	Prai.g_00542	Prac.g_00859
OG0000482	Prai.g_00543	Prac.g_00858
OG0000483	Prai.g_00544	Prac.g_00857
OG0000484	Prai.g_00545	Prac.g_00856
OG0000485	Prai.g_00546	Prac.g_00855
OG0000486	Prai.g_00547	Prac.g_00854
OG0000487	Prai.g_00552	Prac.g_00849
OG0000488	Prai.g_00553	Prac.g_00847
OG0000489	Prai.g_00554	Prac.g_00846
OG0000490	Prai.g_00555	Prac.g_00845
OG0000491	Prai.g_00556	Prac.g_00844
OG0000492	Prai.g_00557	Prac.g_00843
OG0000493	Prai.g_00558	Prac.g_00842
OG0000494	Prai.g_00559	Prac.g_00841
OG0000495	Prai.g_00562	Prac.g_00838
OG0000496	Prai.g_00563	Prac.g_00837
OG0000497	Prai.g_00564	Prac.g_00836
OG0000498	Prai.g_00565	Prac.g_00835
OG0000499	Prai.g_00566	Prac.g_00834
OG0000500	Prai.g_00568	Prac.g_00832
OG0000501	Prai.g_00569	Prac.g_00831
OG0000502	Prai.g_00570	Prac.g_00830
OG0000503	Prai.g_00572	Prac.g_00828
OG0000504	Prai.g_00573	Prac.g_00827
OG0000505	Prai.g_00574	Prac.g_00826
OG0000506	Prai.g_00575	Prac.g_00825
OG0000507	Prai.g_00576	Prac.g_00824
OG0000508	Prai.g_00577	Prac.g_00823
OG0000509	Prai.g_00578	Prac.g_00822
OG0000510	Prai.g_00579	Prac.g_00821
OG0000511	Prai.g_00581	Prac.g_00819
OG0000512	Prai.g_00582	Prac.g_00818
OG0000513	Prai.g_00583	Prac.g_00817
OG0000514	Prai.g_00584	Prac.g_00816
OG0000515	Prai.g_00585	Prac.g_00815
OG0000516	Prai.g_00586	Prac.g_00814
OG0000517	Prai.g_00588	Prac.g_00812
OG0000518	Prai.g_00589	Prac.g_00811
OG0000519	Prai.g_00590	Prac.g_00810
OG0000520	Prai.g_00592	Prac.g_00809
OG0000521	Prai.g_00593	Prac.g_00808
OG0000522	Prai.g_00594	Prac.g_00807
OG0000523	Prai.g_00595	Prac.g_00806
OG0000524	Prai.g_00596	Prac.g_00805
OG0000525	Prai.g_00597	Prac.g_00804
OG0000526	Prai.g_00598	Prac.g_00803
OG0000527	Prai.g_00599	Prac.g_00802
OG0000528	Prai.g_00600	Prac.g_00801
OG0000529	Prai.g_00601	Prac.g_00800
OG0000530	Prai.g_00602	Prac.g_00799
OG0000531	Prai.g_00603	Prac.g_00798
OG0000532	Prai.g_00604	Prac.g_00797
OG0000533	Prai.g_00606	Prac.g_00795
OG0000534	Prai.g_00607	Prac.g_00794
OG0000535	Prai.g_00608	Prac.g_00793
OG0000536	Prai.g_00609	Prac.g_00792
OG0000537	Prai.g_00610	Prac.g_00791
OG0000538	Prai.g_00611	Prac.g_00790
OG0000539	Prai.g_00614	Prac.g_00787
OG0000540	Prai.g_00615	Prac.g_00786
OG0000541	Prai.g_00616	Prac.g_00785
OG0000542	Prai.g_00619	Prac.g_00782
OG0000543	Prai.g_00620	Prac.g_00780
OG0000544	Prai.g_00621	Prac.g_00779
OG0000545	Prai.g_00622	Prac.g_00778
OG0000546	Prai.g_00623	Prac.g_00777
OG0000547	Prai.g_00624	Prac.g_00776
OG0000548	Prai.g_00625	Prac.g_00775
OG0000549	Prai.g_00627	Prac.g_00772
OG0000550	Prai.g_00628	Prac.g_00771
OG0000551	Prai.g_00629	Prac.g_00770
OG0000552	Prai.g_00630	Prac.g_00769
OG0000553	Prai.g_00631	Prac.g_00768
OG0000554	Prai.g_00632	Prac.g_00767
OG0000555	Prai.g_00633	Prac.g_00766
OG0000556	Prai.g_00634	Prac.g_00765
OG0000557	Prai.g_00635	Prac.g_00764
OG0000558	Prai.g_00636	Prac.g_00763
OG0000559	Prai.g_00637	Prac.g_00762
OG0000560	Prai.g_00638	Prac.g_00761
OG0000561	Prai.g_00639	Prac.g_00760
OG0000562	Prai.g_00640	Prac.g_00759
OG0000563	Prai.g_00641	Prac.g_00758
OG0000564	Prai.g_00642	Prac.g_00757
OG0000565	Prai.g_00643	Prac.g_00756
OG0000566	Prai.g_00644	Prac.g_00755
OG0000567	Prai.g_00645	Prac.g_00754
OG0000568	Prai.g_00646	Prac.g_00753
OG0000569	Prai.g_00650	Prac.g_00750
OG0000570	Prai.g_00651	Prac.g_00749
OG0000571	Prai.g_00653	Prac.g_00747
OG0000572	Prai.g_00654	Prac.g_00746
OG0000573	Prai.g_00655	Prac.g_00745
OG0000574	Prai.g_00656	Prac.g_00744
