Orthogroup	Syac	Prav
OG0000099	Syac.g_00234	Prav.g_01514
OG0000100	Syac.g_01309	Prav.g_01652
OG0000101	Syac.g_02094	Prav.g_00632
OG0000102	Syac.g_00151	Prav.g_00694
OG0000103	Syac.g_02476	Prav.g_00773
OG0000104	Syac.g_02490	Prav.g_00782
OG0000105	Syac.g_02245	Prav.g_01920
OG0000106	Syac.g_01098	Prav.g_00989
OG0000107	Syac.g_02191	Prav.g_01001
OG0000108	Syac.g_01904	Prav.g_01078
OG0000109	Syac.g_01889	Prav.g_01092
OG0000110	Syac.g_01778	Prav.g_01172
OG0000112	Syac.g_01173	Prav.g_00364
OG0000113	Syac.g_01314	Prav.g_00419
OG0000114	Syac.g_01394	Prav.g_00499
OG0000115	Syac.g_01655	Prav.g_00010
OG0000116	Syac.g_00753	Prav.g_00055
OG0000117	Syac.g_01477	Prav.g_01390
OG0000118	Syac.g_01728	Prav.g_01450
OG0000120	Syac.g_00233	Prav.g_01513
OG0000121	Syac.g_01635	Prav.g_01580
OG0000122	Syac.g_01013	Prav.g_01618
OG0000123	Syac.g_02086	Prav.g_00639
OG0000124	Syac.g_00135	Prav.g_00705
OG0000125	Syac.g_02360	Prav.g_00741
OG0000126	Syac.g_02488	Prav.g_00781
OG0000128	Syac.g_00012	Prav.g_00079
OG0000129	Syac.g_02349	Prav.g_00115
OG0000130	Syac.g_00450	Prav.g_00134
OG0000131	Syac.g_00330	Prav.g_00212
OG0000132	Syac.g_00310	Prav.g_00874
OG0000133	Syac.g_01178	Prav.g_01968
OG0000134	Syac.g_01985	Prav.g_00976
OG0000135	Syac.g_02398	Prav.g_00999
OG0000136	Syac.g_00701	Prav.g_01040
OG0000137	Syac.g_01700	Prav.g_01073
OG0000138	Syac.g_01888	Prav.g_01093
OG0000139	Syac.g_01830	Prav.g_01135
OG0000140	Syac.g_01829	Prav.g_01136
OG0000141	Syac.g_00934	Prav.g_01203
OG0000142	Syac.g_00979	Prav.g_01233
OG0000143	Syac.g_00983	Prav.g_01237
OG0000144	Syac.g_01090	Prav.g_01250
OG0000145	Syac.g_01882	Prav.g_00362
OG0000146	Syac.g_01172	Prav.g_00365
OG0000147	Syac.g_01171	Prav.g_00366
OG0000148	Syac.g_01320	Prav.g_00413
OG0000149	Syac.g_00832	Prav.g_00443
OG0000150	Syac.g_00935	Prav.g_00451
OG0000151	Syac.g_01383	Prav.g_00509
OG0000152	Syac.g_01182	Prav.g_00556
OG0000153	Syac.g_01217	Prav.g_00575
OG0000154	Syac.g_01241	Prav.g_00907
OG0000155	Syac.g_00804	Prav.g_01861
OG0000156	Syac.g_00743	Prav.g_01427
OG0000157	Syac.g_00742	Prav.g_01428
OG0000158	Syac.g_00182	Prav.g_01505
OG0000160	Syac.g_01633	Prav.g_01579
OG0000161	Syac.g_01641	Prav.g_01585
OG0000162	Syac.g_01648	Prav.g_01591
OG0000163	Syac.g_00619	Prav.g_01625
OG0000164	Syac.g_00508	Prav.g_01785
OG0000165	Syac.g_00674	Prav.g_01792
OG0000166	Syac.g_02132	Prav.g_00596
OG0000167	Syac.g_00194	Prav.g_00663
OG0000168	Syac.g_00179	Prav.g_00673
OG0000169	Syac.g_00168	Prav.g_00683
OG0000170	Syac.g_00161	Prav.g_00685
OG0000171	Syac.g_00136	Prav.g_00704
OG0000172	Syac.g_00084	Prav.g_00712
OG0000173	Syac.g_00057	Prav.g_00727
OG0000174	Syac.g_02401	Prav.g_00755
OG0000175	Syac.g_02465	Prav.g_00765
OG0000176	Syac.g_00004	Prav.g_00790
OG0000177	Syac.g_00005	Prav.g_00791
OG0000178	Syac.g_00006	Prav.g_00792
OG0000179	Syac.g_00019	Prav.g_00084
OG0000180	Syac.g_00020	Prav.g_00085
OG0000181	Syac.g_00021	Prav.g_00086
OG0000182	Syac.g_00022	Prav.g_00087
OG0000183	Syac.g_00026	Prav.g_00091
OG0000184	Syac.g_02339	Prav.g_00117
OG0000185	Syac.g_02336	Prav.g_00120
OG0000186	Syac.g_00454	Prav.g_00129
OG0000187	Syac.g_00453	Prav.g_00130
OG0000188	Syac.g_00433	Prav.g_00147
OG0000189	Syac.g_00408	Prav.g_00161
OG0000190	Syac.g_00406	Prav.g_00162
OG0000191	Syac.g_00373	Prav.g_00182
OG0000192	Syac.g_00368	Prav.g_00186
OG0000193	Syac.g_00329	Prav.g_00213
OG0000194	Syac.g_00326	Prav.g_00216
OG0000195	Syac.g_00324	Prav.g_00887
OG0000196	Syac.g_00313	Prav.g_00877
OG0000197	Syac.g_00312	Prav.g_00876
OG0000198	Syac.g_00311	Prav.g_00875
OG0000199	Syac.g_00303	Prav.g_00868
OG0000200	Syac.g_02261	Prav.g_00854
OG0000202	Syac.g_02279	Prav.g_00845
OG0000203	Syac.g_02280	Prav.g_00844
OG0000204	Syac.g_02281	Prav.g_00843
OG0000205	Syac.g_02288	Prav.g_00836
OG0000206	Syac.g_02297	Prav.g_00831
OG0000207	Syac.g_02300	Prav.g_00829
OG0000208	Syac.g_02301	Prav.g_00828
OG0000209	Syac.g_02316	Prav.g_00819
OG0000210	Syac.g_02317	Prav.g_00818
OG0000212	Syac.g_01963	Prav.g_00798
OG0000213	Syac.g_02219	Prav.g_01904
OG0000214	Syac.g_02236	Prav.g_01914
OG0000215	Syac.g_00281	Prav.g_01938
OG0000216	Syac.g_00277	Prav.g_01940
OG0000217	Syac.g_00273	Prav.g_01943
OG0000218	Syac.g_00271	Prav.g_01945
OG0000219	Syac.g_00270	Prav.g_01946
OG0000220	Syac.g_00269	Prav.g_01947
OG0000221	Syac.g_00261	Prav.g_01948
OG0000222	Syac.g_00247	Prav.g_01956
OG0000223	Syac.g_00225	Prav.g_01969
OG0000224	Syac.g_00217	Prav.g_01971
OG0000225	Syac.g_02004	Prav.g_01992
OG0000226	Syac.g_02000	Prav.g_01996
OG0000227	Syac.g_01998	Prav.g_01998
OG0000228	Syac.g_01989	Prav.g_00974
OG0000229	Syac.g_00692	Prav.g_01035
OG0000230	Syac.g_00694	Prav.g_01037
OG0000231	Syac.g_00710	Prav.g_01048
OG0000232	Syac.g_01717	Prav.g_01056
OG0000233	Syac.g_01713	Prav.g_01061
OG0000234	Syac.g_01699	Prav.g_01074
OG0000235	Syac.g_01905	Prav.g_01077
OG0000236	Syac.g_01890	Prav.g_01091
OG0000237	Syac.g_01873	Prav.g_01104
OG0000238	Syac.g_01868	Prav.g_01110
OG0000239	Syac.g_01852	Prav.g_01123
OG0000240	Syac.g_01851	Prav.g_01124
OG0000241	Syac.g_00970	Prav.g_01128
OG0000242	Syac.g_01839	Prav.g_01130
OG0000243	Syac.g_01821	Prav.g_00954, Prav.g_01141
OG0000244	Syac.g_01814	Prav.g_01144
OG0000245	Syac.g_01811	Prav.g_01146
OG0000246	Syac.g_01807	Prav.g_01150
OG0000247	Syac.g_01795	Prav.g_01160
OG0000248	Syac.g_01792	Prav.g_01162
OG0000249	Syac.g_01790	Prav.g_01164
OG0000250	Syac.g_01782	Prav.g_01169
OG0000251	Syac.g_01757	Prav.g_01187
OG0000252	Syac.g_01753	Prav.g_01190
OG0000253	Syac.g_01752	Prav.g_01191
OG0000254	Syac.g_00939	Prav.g_01207
OG0000255	Syac.g_00947	Prav.g_01213
OG0000256	Syac.g_00963	Prav.g_01225
OG0000257	Syac.g_00969	Prav.g_01228
OG0000258	Syac.g_00988	Prav.g_01241
OG0000259	Syac.g_01425	Prav.g_01258
OG0000260	Syac.g_01422	Prav.g_01261
OG0000261	Syac.g_01418	Prav.g_01263
OG0000262	Syac.g_01413	Prav.g_01267
OG0000263	Syac.g_01497	Prav.g_01279
OG0000264	Syac.g_00915	Prav.g_01289
OG0000265	Syac.g_00673	Prav.g_00306
OG0000266	Syac.g_01271	Prav.g_00316
OG0000267	Syac.g_01131	Prav.g_00327
OG0000268	Syac.g_01132	Prav.g_00328
OG0000269	Syac.g_01346	Prav.g_00392
OG0000270	Syac.g_01343	Prav.g_00395
OG0000271	Syac.g_01335	Prav.g_00403
OG0000272	Syac.g_01334	Prav.g_00404
OG0000273	Syac.g_00854	Prav.g_00427
OG0000274	Syac.g_00853	Prav.g_00428
OG0000275	Syac.g_00848	Prav.g_00430
OG0000276	Syac.g_00840	Prav.g_00435
OG0000277	Syac.g_00839	Prav.g_00436
OG0000278	Syac.g_00836	Prav.g_00439
OG0000279	Syac.g_00828	Prav.g_00446
OG0000280	Syac.g_00814	Prav.g_00447
OG0000281	Syac.g_02158	Prav.g_00452
OG0000282	Syac.g_01392	Prav.g_00501
OG0000283	Syac.g_01142	Prav.g_00533
OG0000284	Syac.g_01148	Prav.g_00538
OG0000285	Syac.g_01160	Prav.g_00543
OG0000286	Syac.g_01181	Prav.g_00555
OG0000287	Syac.g_01692	Prav.g_00572
OG0000288	Syac.g_01240	Prav.g_00906
OG0000289	Syac.g_01254	Prav.g_00917
OG0000290	Syac.g_00881	Prav.g_00930
OG0000291	Syac.g_00883	Prav.g_00932
OG0000292	Syac.g_02487	Prav.g_00261
OG0000293	Syac.g_00754	Prav.g_00056
OG0000294	Syac.g_00755	Prav.g_00057
OG0000295	Syac.g_00796	Prav.g_00077
OG0000296	Syac.g_00798	Prav.g_01867
OG0000297	Syac.g_01475	Prav.g_01859
OG0000298	Syac.g_01476	Prav.g_01858
OG0000299	Syac.g_01503	Prav.g_01841
OG0000300	Syac.g_01510	Prav.g_01838
OG0000301	Syac.g_01511	Prav.g_00955, Prav.g_01837
OG0000302	Syac.g_01512	Prav.g_01835
OG0000303	Syac.g_01520	Prav.g_01828
OG0000304	Syac.g_01526	Prav.g_01824
OG0000305	Syac.g_00886	Prav.g_01465
OG0000306	Syac.g_00810	Prav.g_01468
OG0000307	Syac.g_01924	Prav.g_01482
OG0000308	Syac.g_01926	Prav.g_01483
OG0000309	Syac.g_01931	Prav.g_01487
OG0000310	Syac.g_01607	Prav.g_01563
OG0000311	Syac.g_01611	Prav.g_01565
OG0000312	Syac.g_01619	Prav.g_01568
OG0000313	Syac.g_01638	Prav.g_01582
OG0000314	Syac.g_01665	Prav.g_01605
OG0000315	Syac.g_01675	Prav.g_01615
OG0000316	Syac.g_00601	Prav.g_01635
OG0000317	Syac.g_00552	Prav.g_01759
OG0000318	Syac.g_00543	Prav.g_01762
OG0000319	Syac.g_00525	Prav.g_01775
OG0000320	Syac.g_00523	Prav.g_01777
OG0000321	Syac.g_00522	Prav.g_01778
OG0000322	Syac.g_00521	Prav.g_01779
OG0000323	Syac.g_00506	Prav.g_01788
OG0000324	Syac.g_00648	Prav.g_01815
OG0000325	Syac.g_02190	Prav.g_00269
OG0000326	Syac.g_02183	Prav.g_00275
OG0000327	Syac.g_02137	Prav.g_00591
OG0000328	Syac.g_02136	Prav.g_00592
OG0000329	Syac.g_02119	Prav.g_00609
OG0000330	Syac.g_02118	Prav.g_00610
OG0000331	Syac.g_02117	Prav.g_00611
OG0000332	Syac.g_02103	Prav.g_00625
OG0000333	Syac.g_02100	Prav.g_00627
OG0000334	Syac.g_02090	Prav.g_00635
OG0000335	Syac.g_02085	Prav.g_00640
OG0000336	Syac.g_02081	Prav.g_00644
OG0000337	Syac.g_00199	Prav.g_00661
OG0000338	Syac.g_00196	Prav.g_00662
OG0000339	Syac.g_00190	Prav.g_00666
OG0000340	Syac.g_00178	Prav.g_00674
OG0000341	Syac.g_00176	Prav.g_00676
OG0000342	Syac.g_00175	Prav.g_00677
OG0000343	Syac.g_00174	Prav.g_00678
OG0000344	Syac.g_00170	Prav.g_00681
OG0000345	Syac.g_00160	Prav.g_00686
OG0000346	Syac.g_00155	Prav.g_00690
OG0000347	Syac.g_00129	Prav.g_00706
OG0000348	Syac.g_00070, Syac.g_00074	Prav.g_00715
OG0000349	Syac.g_00050	Prav.g_00732
OG0000350	Syac.g_02176	Prav.g_00751
OG0000351	Syac.g_02468	Prav.g_00768
OG0000352	Syac.g_02469	Prav.g_00769
OG0000353	Syac.g_02493	Prav.g_00785
OG0000355	Syac.g_00001	Prav.g_00787
OG0000356	Syac.g_00002	Prav.g_00788
OG0000357	Syac.g_00003	Prav.g_00789
OG0000358	Syac.g_00007	Prav.g_00793
OG0000359	Syac.g_00009	Prav.g_00794
OG0000360	Syac.g_00010	Prav.g_00795
OG0000361	Syac.g_00011	Prav.g_00078
OG0000362	Syac.g_00013	Prav.g_00080
OG0000363	Syac.g_00015	Prav.g_00082
OG0000364	Syac.g_00016	Prav.g_00083
OG0000365	Syac.g_00023	Prav.g_00088
OG0000366	Syac.g_00024	Prav.g_00089
OG0000367	Syac.g_00025	Prav.g_00090
OG0000368	Syac.g_00027	Prav.g_00092
OG0000369	Syac.g_00028	Prav.g_00093
OG0000370	Syac.g_00029	Prav.g_00094
OG0000371	Syac.g_00036	Prav.g_00100
OG0000372	Syac.g_00041	Prav.g_00103
OG0000373	Syac.g_00042	Prav.g_00104
OG0000374	Syac.g_00043	Prav.g_00105
OG0000375	Syac.g_00046	Prav.g_00111
OG0000376	Syac.g_00048	Prav.g_00113
OG0000377	Syac.g_02346	Prav.g_00116
OG0000378	Syac.g_02338	Prav.g_00118
OG0000379	Syac.g_02335	Prav.g_00121
OG0000380	Syac.g_00452	Prav.g_00131
OG0000381	Syac.g_00449	Prav.g_00135
OG0000382	Syac.g_00434	Prav.g_00146
OG0000383	Syac.g_00432	Prav.g_00148
OG0000384	Syac.g_00431	Prav.g_00149
OG0000385	Syac.g_00430	Prav.g_00150
OG0000386	Syac.g_00429	Prav.g_00151
OG0000387	Syac.g_00404	Prav.g_00164
OG0000388	Syac.g_00401	Prav.g_00167
OG0000389	Syac.g_00397	Prav.g_00171
OG0000390	Syac.g_00379	Prav.g_00178
OG0000391	Syac.g_00374	Prav.g_00181
OG0000392	Syac.g_00369	Prav.g_00185
OG0000393	Syac.g_00366	Prav.g_00187
OG0000394	Syac.g_00365	Prav.g_00188
OG0000395	Syac.g_00364	Prav.g_00189
OG0000396	Syac.g_00361	Prav.g_00192
OG0000397	Syac.g_00359	Prav.g_00194
OG0000398	Syac.g_00354	Prav.g_00196
OG0000399	Syac.g_00353	Prav.g_00197
OG0000400	Syac.g_00352	Prav.g_00198
OG0000401	Syac.g_00351	Prav.g_00199
OG0000402	Syac.g_00348	Prav.g_00201
OG0000403	Syac.g_00347	Prav.g_00202
OG0000404	Syac.g_00345	Prav.g_00203
OG0000405	Syac.g_00332	Prav.g_00207
OG0000406	Syac.g_00328	Prav.g_00214
OG0000407	Syac.g_00327	Prav.g_00215
OG0000409	Syac.g_00323	Prav.g_00886
OG0000410	Syac.g_00322	Prav.g_00885
OG0000411	Syac.g_00321	Prav.g_00884
OG0000412	Syac.g_00320	Prav.g_00883
OG0000413	Syac.g_00318	Prav.g_00882
OG0000414	Syac.g_00317	Prav.g_00881
OG0000415	Syac.g_00316	Prav.g_00880
OG0000416	Syac.g_00315	Prav.g_00879
OG0000417	Syac.g_00314	Prav.g_00878
OG0000418	Syac.g_00309	Prav.g_00873
OG0000419	Syac.g_00307	Prav.g_00871
OG0000420	Syac.g_00305	Prav.g_00870
OG0000421	Syac.g_00300	Prav.g_00865
OG0000422	Syac.g_00299	Prav.g_00864
OG0000423	Syac.g_00298	Prav.g_00863
OG0000424	Syac.g_00297	Prav.g_00862
OG0000425	Syac.g_00296	Prav.g_00861
OG0000426	Syac.g_00295	Prav.g_00860
OG0000427	Syac.g_00294	Prav.g_00859
OG0000428	Syac.g_02257	Prav.g_00857
OG0000429	Syac.g_02259	Prav.g_00856
OG0000430	Syac.g_02260	Prav.g_00855
OG0000431	Syac.g_02264	Prav.g_00853
OG0000432	Syac.g_02270	Prav.g_00850
OG0000433	Syac.g_02272	Prav.g_00849
OG0000434	Syac.g_02273	Prav.g_00848
OG0000435	Syac.g_02277	Prav.g_00847
OG0000436	Syac.g_02282	Prav.g_00842
OG0000437	Syac.g_02283	Prav.g_00841
OG0000438	Syac.g_02284	Prav.g_00840
OG0000439	Syac.g_02286	Prav.g_00838
OG0000440	Syac.g_02287	Prav.g_00837
OG0000441	Syac.g_02294	Prav.g_00834
OG0000442	Syac.g_02295	Prav.g_00833
OG0000443	Syac.g_02296	Prav.g_00832
OG0000444	Syac.g_02303	Prav.g_00827
OG0000445	Syac.g_02304	Prav.g_00826
OG0000446	Syac.g_02305	Prav.g_00825
OG0000447	Syac.g_02308	Prav.g_00824
OG0000448	Syac.g_02309	Prav.g_00823
OG0000449	Syac.g_02310	Prav.g_00822
OG0000450	Syac.g_02313	Prav.g_00821
OG0000451	Syac.g_02314	Prav.g_00820
OG0000452	Syac.g_02318	Prav.g_00817
OG0000453	Syac.g_02319	Prav.g_00816
OG0000454	Syac.g_02320	Prav.g_00815
OG0000455	Syac.g_02321	Prav.g_00814
OG0000456	Syac.g_02322	Prav.g_00813
OG0000457	Syac.g_02324	Prav.g_00812
OG0000458	Syac.g_02325	Prav.g_00811
OG0000459	Syac.g_02326	Prav.g_00810
OG0000460	Syac.g_01970	Prav.g_00803
OG0000461	Syac.g_02198	Prav.g_01889
OG0000462	Syac.g_02201	Prav.g_01891
OG0000463	Syac.g_02202	Prav.g_01892
OG0000464	Syac.g_02203	Prav.g_01893
OG0000465	Syac.g_02204	Prav.g_01894
OG0000466	Syac.g_02208	Prav.g_01897
OG0000467	Syac.g_02210	Prav.g_01898
OG0000468	Syac.g_02216	Prav.g_01900
OG0000469	Syac.g_02230	Prav.g_01909
OG0000470	Syac.g_02232	Prav.g_01911
OG0000471	Syac.g_02233	Prav.g_01912
OG0000472	Syac.g_02235	Prav.g_01913
OG0000473	Syac.g_02237	Prav.g_01915
OG0000474	Syac.g_02238	Prav.g_01916
OG0000475	Syac.g_02239	Prav.g_01917
OG0000476	Syac.g_02241	Prav.g_01918
OG0000477	Syac.g_02247	Prav.g_01921
OG0000478	Syac.g_02248	Prav.g_01922
OG0000479	Syac.g_02249	Prav.g_01923
OG0000480	Syac.g_00293	Prav.g_01928
OG0000481	Syac.g_00291	Prav.g_01930
OG0000482	Syac.g_00290	Prav.g_01931
OG0000483	Syac.g_00286	Prav.g_01934
OG0000484	Syac.g_00285	Prav.g_01935
OG0000485	Syac.g_00284	Prav.g_01936
OG0000486	Syac.g_00283	Prav.g_01937
OG0000487	Syac.g_00276	Prav.g_01941
OG0000488	Syac.g_00272	Prav.g_01944
OG0000489	Syac.g_00260	Prav.g_01949
OG0000490	Syac.g_00249	Prav.g_01954
OG0000491	Syac.g_00248	Prav.g_01955
OG0000492	Syac.g_00246	Prav.g_01957
OG0000493	Syac.g_00245	Prav.g_01958
OG0000494	Syac.g_00244	Prav.g_01959
OG0000495	Syac.g_00243	Prav.g_01960
OG0000496	Syac.g_00242	Prav.g_01961
OG0000497	Syac.g_00241	Prav.g_01962
OG0000498	Syac.g_00240	Prav.g_01963
OG0000499	Syac.g_00239	Prav.g_01964
OG0000500	Syac.g_00238	Prav.g_01965
OG0000501	Syac.g_00235	Prav.g_01967
OG0000502	Syac.g_00223	Prav.g_01970
OG0000503	Syac.g_02020	Prav.g_01980
OG0000504	Syac.g_02018	Prav.g_01981
OG0000505	Syac.g_02017	Prav.g_01982
OG0000506	Syac.g_02015	Prav.g_01984
OG0000507	Syac.g_02009	Prav.g_01987
OG0000508	Syac.g_02005	Prav.g_01991
OG0000509	Syac.g_02003	Prav.g_01993
OG0000510	Syac.g_02002	Prav.g_01994
OG0000511	Syac.g_02001	Prav.g_01995
OG0000512	Syac.g_01999	Prav.g_01997
OG0000513	Syac.g_01984	Prav.g_00977
OG0000514	Syac.g_01977	Prav.g_01030
OG0000515	Syac.g_01976	Prav.g_01031
OG0000516	Syac.g_00697	Prav.g_01032
OG0000517	Syac.g_00691	Prav.g_01034
OG0000518	Syac.g_00707	Prav.g_01045
OG0000519	Syac.g_00708	Prav.g_01046
OG0000520	Syac.g_00709	Prav.g_01047
OG0000521	Syac.g_01721	Prav.g_01052
OG0000522	Syac.g_01719	Prav.g_01053
OG0000523	Syac.g_01718	Prav.g_01054
OG0000524	Syac.g_01716	Prav.g_01059
OG0000525	Syac.g_01709	Prav.g_01062
OG0000526	Syac.g_01706	Prav.g_01063
OG0000527	Syac.g_01702	Prav.g_01071
OG0000528	Syac.g_01911	Prav.g_01076
OG0000529	Syac.g_01903	Prav.g_01079
OG0000530	Syac.g_01900	Prav.g_01082
OG0000531	Syac.g_01899	Prav.g_01083
OG0000532	Syac.g_01896	Prav.g_01085
OG0000533	Syac.g_01895	Prav.g_01086
OG0000534	Syac.g_01894	Prav.g_01087
OG0000535	Syac.g_01893	Prav.g_01088
OG0000536	Syac.g_01892	Prav.g_01089
OG0000537	Syac.g_01891	Prav.g_01090
OG0000538	Syac.g_01880	Prav.g_01098
OG0000539	Syac.g_01879	Prav.g_01099
OG0000540	Syac.g_01878	Prav.g_01100
OG0000541	Syac.g_01877	Prav.g_01101
OG0000542	Syac.g_01874	Prav.g_01103
OG0000543	Syac.g_01872	Prav.g_01105
OG0000544	Syac.g_01871	Prav.g_01106
OG0000545	Syac.g_01869	Prav.g_01108
OG0000546	Syac.g_01867	Prav.g_01111
OG0000547	Syac.g_01865	Prav.g_01113
OG0000548	Syac.g_01864	Prav.g_01114
OG0000549	Syac.g_01858	Prav.g_01116
OG0000550	Syac.g_01854	Prav.g_01121
OG0000551	Syac.g_01849	Prav.g_01125
OG0000552	Syac.g_01848	Prav.g_01126
OG0000553	Syac.g_01846	Prav.g_01127
OG0000554	Syac.g_01835	Prav.g_01132
OG0000555	Syac.g_01822	Prav.g_01140
OG0000556	Syac.g_01817	Prav.g_01142
OG0000557	Syac.g_01815	Prav.g_01143
OG0000558	Syac.g_01813	Prav.g_01145
OG0000559	Syac.g_01808	Prav.g_01149
OG0000560	Syac.g_01805	Prav.g_01152
OG0000561	Syac.g_01804	Prav.g_01153
OG0000562	Syac.g_01803	Prav.g_01154
OG0000563	Syac.g_01802	Prav.g_01155
OG0000564	Syac.g_01801	Prav.g_01156
OG0000565	Syac.g_01797	Prav.g_01159
OG0000566	Syac.g_01793	Prav.g_01161
OG0000567	Syac.g_01789	Prav.g_01165
OG0000568	Syac.g_01786	Prav.g_01166
OG0000569	Syac.g_01785	Prav.g_01167
OG0000570	Syac.g_01784	Prav.g_01168
OG0000571	Syac.g_01780	Prav.g_01170
OG0000572	Syac.g_01765	Prav.g_01183
OG0000573	Syac.g_01755	Prav.g_01188
OG0000574	Syac.g_01754	Prav.g_01189
OG0000575	Syac.g_01750	Prav.g_01193
OG0000576	Syac.g_01748	Prav.g_01195
OG0000577	Syac.g_01747	Prav.g_01196
OG0000578	Syac.g_01746	Prav.g_01197
OG0000579	Syac.g_01745	Prav.g_01198
OG0000580	Syac.g_01744	Prav.g_01199
OG0000581	Syac.g_01738	Prav.g_01201
OG0000582	Syac.g_00936	Prav.g_01204
OG0000583	Syac.g_00937	Prav.g_01205
OG0000584	Syac.g_00938	Prav.g_01206
OG0000585	Syac.g_00940	Prav.g_01208
OG0000586	Syac.g_00941	Prav.g_01209
OG0000587	Syac.g_00943	Prav.g_01210
OG0000588	Syac.g_00949	Prav.g_01214
OG0000589	Syac.g_00953	Prav.g_01219
OG0000590	Syac.g_00954	Prav.g_01220
OG0000591	Syac.g_00961	Prav.g_01223
OG0000592	Syac.g_00962	Prav.g_01224
OG0000593	Syac.g_00975	Prav.g_01230
OG0000594	Syac.g_00976	Prav.g_01231
OG0000595	Syac.g_00977	Prav.g_01232
