Orthogroup	Syac	Syae
OG0000208	Syac.g_02301	Syae.g_01507
OG0000209	Syac.g_02316	Syae.g_01528
OG0000210	Syac.g_02317	Syae.g_01529
OG0000211	Syac.g_01972	Syae.g_02234
OG0000212	Syac.g_01963	Syae.g_02244
OG0000213	Syac.g_02219	Syae.g_02003
OG0000214	Syac.g_02236	Syae.g_01986
OG0000215	Syac.g_00281	Syae.g_01955
OG0000216	Syac.g_00277	Syae.g_01951
OG0000217	Syac.g_00273	Syae.g_01947
OG0000218	Syac.g_00271	Syae.g_01945
OG0000219	Syac.g_00270	Syae.g_01944
OG0000220	Syac.g_00269	Syae.g_01943
OG0000221	Syac.g_00261	Syae.g_01937
OG0000222	Syac.g_00247	Syae.g_01926
OG0000223	Syac.g_00225	Syae.g_01904
OG0000224	Syac.g_00217	Syae.g_01897
OG0000225	Syac.g_02004	Syae.g_02208
OG0000226	Syac.g_02000	Syae.g_02212
OG0000227	Syac.g_01998	Syae.g_02214
OG0000228	Syac.g_01989	Syae.g_02218
OG0000229	Syac.g_00692	Syae.g_00994
OG0000230	Syac.g_00694	Syae.g_00992
OG0000231	Syac.g_00710	Syae.g_00980
OG0000232	Syac.g_01717	Syae.g_02496
OG0000233	Syac.g_01713	Syae.g_02504
OG0000234	Syac.g_01699	Syae.g_02532
OG0000235	Syac.g_01905	Syae.g_02308
OG0000236	Syac.g_01890	Syae.g_02323
OG0000237	Syac.g_01873	Syae.g_02340
OG0000238	Syac.g_01868	Syae.g_02345
OG0000239	Syac.g_01852	Syae.g_02360
OG0000240	Syac.g_01851	Syae.g_02361
OG0000241	Syac.g_00970	Syae.g_00065
OG0000242	Syac.g_01839	Syae.g_02372
OG0000243	Syac.g_01821	Syae.g_02391
OG0000244	Syac.g_01814	Syae.g_02399
OG0000245	Syac.g_01811	Syae.g_02401
OG0000246	Syac.g_01807	Syae.g_02405
OG0000247	Syac.g_01795	Syae.g_02416
OG0000248	Syac.g_01792	Syae.g_02419
OG0000249	Syac.g_01790	Syae.g_02421
OG0000250	Syac.g_01782	Syae.g_02431
OG0000251	Syac.g_01757	Syae.g_02455
OG0000252	Syac.g_01753	Syae.g_02458
OG0000253	Syac.g_01752	Syae.g_02459
OG0000254	Syac.g_00939	Syae.g_00021
OG0000255	Syac.g_00947	Syae.g_00041
OG0000256	Syac.g_00963	Syae.g_00058
OG0000257	Syac.g_00969	Syae.g_00064
OG0000258	Syac.g_00988	Syae.g_00083
OG0000259	Syac.g_01425	Syae.g_00608
OG0000260	Syac.g_01422	Syae.g_00603
OG0000261	Syac.g_01418	Syae.g_00600
OG0000262	Syac.g_01413	Syae.g_00595
OG0000263	Syac.g_01497	Syae.g_00671
OG0000264	Syac.g_00915	Syae.g_00761
OG0000265	Syac.g_00673	Syae.g_00932, Syae.g_00226
OG0000266	Syac.g_01271	Syae.g_00457
OG0000267	Syac.g_01131	Syae.g_00304
OG0000268	Syac.g_01132	Syae.g_00308
OG0000269	Syac.g_01346	Syae.g_00526
OG0000270	Syac.g_01343	Syae.g_00523
OG0000271	Syac.g_01335	Syae.g_00515
OG0000272	Syac.g_01334	Syae.g_00514
OG0000273	Syac.g_00854	Syae.g_00825
OG0000274	Syac.g_00853	Syae.g_00826
OG0000275	Syac.g_00848	Syae.g_00832
OG0000276	Syac.g_00840	Syae.g_00839
OG0000277	Syac.g_00839	Syae.g_00840
OG0000278	Syac.g_00836	Syae.g_00843
OG0000279	Syac.g_00828	Syae.g_00851
OG0000280	Syac.g_00814	Syae.g_00877
OG0000281	Syac.g_02158	Syae.g_02057
OG0000282	Syac.g_01392	Syae.g_00573
OG0000283	Syac.g_01142	Syae.g_00321
OG0000284	Syac.g_01148	Syae.g_00327
OG0000285	Syac.g_01160	Syae.g_00340
OG0000286	Syac.g_01181	Syae.g_00359
OG0000287	Syac.g_01209	Syae.g_00387
OG0000288	Syac.g_01240	Syae.g_00419
OG0000289	Syac.g_01254	Syae.g_00433
OG0000290	Syac.g_00881	Syae.g_00796
OG0000291	Syac.g_00883	Syae.g_00794
OG0000292	Syac.g_02487	Syae.g_01705
OG0000293	Syac.g_00754	Syae.g_00938
OG0000294	Syac.g_00755	Syae.g_00937
OG0000295	Syac.g_00796	Syae.g_00893
OG0000296	Syac.g_00798	Syae.g_00891
OG0000297	Syac.g_01475	Syae.g_00645
OG0000298	Syac.g_01476	Syae.g_00646
OG0000299	Syac.g_01503	Syae.g_00680
OG0000300	Syac.g_01510	Syae.g_00686
OG0000301	Syac.g_01511	Syae.g_00687
OG0000302	Syac.g_01512	Syae.g_00691
OG0000303	Syac.g_01520	Syae.g_00700
OG0000304	Syac.g_01526	Syae.g_00706
OG0000305	Syac.g_00886	Syae.g_00791
OG0000306	Syac.g_00810	Syae.g_00277
OG0000307	Syac.g_01924	Syae.g_02290
OG0000308	Syac.g_01926	Syae.g_02288
OG0000309	Syac.g_01931	Syae.g_02283
OG0000310	Syac.g_01607	Syae.g_02687
OG0000311	Syac.g_01611	Syae.g_02682
OG0000312	Syac.g_01619	Syae.g_02664
OG0000313	Syac.g_01638	Syae.g_02647
OG0000314	Syac.g_01665	Syae.g_02618
OG0000315	Syac.g_01675	Syae.g_02609
OG0000316	Syac.g_00601	Syae.g_01118
OG0000317	Syac.g_00552	Syae.g_01160
OG0000318	Syac.g_00543	Syae.g_01164
OG0000319	Syac.g_00525	Syae.g_01181
OG0000320	Syac.g_00523	Syae.g_01183
OG0000321	Syac.g_00522	Syae.g_01184
OG0000322	Syac.g_00521	Syae.g_01185
OG0000323	Syac.g_00506	Syae.g_01200
OG0000324	Syac.g_00648	Syae.g_01049
OG0000325	Syac.g_02190	Syae.g_02033
OG0000326	Syac.g_02183	Syae.g_02040
OG0000327	Syac.g_02137	Syae.g_02080
OG0000328	Syac.g_02136	Syae.g_02081
OG0000329	Syac.g_02119	Syae.g_02099
OG0000330	Syac.g_02118	Syae.g_02100
OG0000331	Syac.g_02117	Syae.g_02101
OG0000332	Syac.g_02103	Syae.g_02116
OG0000333	Syac.g_02100	Syae.g_02119
OG0000334	Syac.g_02090	Syae.g_02128
OG0000335	Syac.g_02085	Syae.g_02132
OG0000336	Syac.g_02081	Syae.g_02136
OG0000337	Syac.g_00199	Syae.g_01879
OG0000338	Syac.g_00196	Syae.g_01876
OG0000339	Syac.g_00190	Syae.g_01869
OG0000340	Syac.g_00178	Syae.g_01855
OG0000341	Syac.g_00176	Syae.g_01853
OG0000342	Syac.g_00175	Syae.g_01852
OG0000343	Syac.g_00174	Syae.g_01848
OG0000344	Syac.g_00170	Syae.g_01843
OG0000345	Syac.g_00160	Syae.g_01833
OG0000346	Syac.g_00155	Syae.g_01828
OG0000347	Syac.g_00129	Syae.g_01805
OG0000348	Syac.g_00070, Syac.g_00074	Syae.g_01781
OG0000349	Syac.g_00050	Syae.g_01763
OG0000350	Syac.g_02176	Syae.g_02047
OG0000351	Syac.g_02468	Syae.g_01684
OG0000352	Syac.g_02469	Syae.g_01685
OG0000353	Syac.g_02493	Syae.g_01711
OG0000354	Syac.g_01862	Syae.g_02351
OG0000355	Syac.g_00001	Syae.g_01713
OG0000356	Syac.g_00002	Syae.g_01714
OG0000357	Syac.g_00003	Syae.g_01715
OG0000358	Syac.g_00007	Syae.g_01719
OG0000359	Syac.g_00009	Syae.g_01721
OG0000360	Syac.g_00010	Syae.g_01722
OG0000361	Syac.g_00011	Syae.g_01723
OG0000362	Syac.g_00013	Syae.g_01725
OG0000363	Syac.g_00015	Syae.g_01727
OG0000364	Syac.g_00016	Syae.g_01728
OG0000365	Syac.g_00023	Syae.g_01737
OG0000366	Syac.g_00024	Syae.g_01738
OG0000367	Syac.g_00025	Syae.g_01739
OG0000368	Syac.g_00027	Syae.g_01741
OG0000369	Syac.g_00028	Syae.g_01742
OG0000370	Syac.g_00029	Syae.g_01743
OG0000371	Syac.g_00036	Syae.g_01751
OG0000372	Syac.g_00041	Syae.g_01756
OG0000373	Syac.g_00042	Syae.g_01757
OG0000374	Syac.g_00043	Syae.g_01758
OG0000375	Syac.g_00046	Syae.g_01759
OG0000376	Syac.g_00048	Syae.g_01761
OG0000377	Syac.g_02346	Syae.g_01561
OG0000378	Syac.g_02338	Syae.g_01553
OG0000379	Syac.g_02335	Syae.g_01550
OG0000380	Syac.g_00452	Syae.g_01281
OG0000381	Syac.g_00449	Syae.g_01285
OG0000382	Syac.g_00434	Syae.g_01322
OG0000383	Syac.g_00432	Syae.g_01324
OG0000384	Syac.g_00431	Syae.g_01325
OG0000385	Syac.g_00430	Syae.g_01326
OG0000386	Syac.g_00429	Syae.g_01327
OG0000387	Syac.g_00404	Syae.g_01354
OG0000388	Syac.g_00401	Syae.g_01358
OG0000389	Syac.g_00397	Syae.g_01362
OG0000390	Syac.g_00379	Syae.g_01378
OG0000391	Syac.g_00374	Syae.g_01383
OG0000392	Syac.g_00369	Syae.g_01389
OG0000393	Syac.g_00366	Syae.g_01392
OG0000394	Syac.g_00365	Syae.g_01393
OG0000395	Syac.g_00364	Syae.g_01394
OG0000396	Syac.g_00361	Syae.g_01397
OG0000397	Syac.g_00359	Syae.g_01400
OG0000398	Syac.g_00354	Syae.g_01405
OG0000399	Syac.g_00353	Syae.g_01406
OG0000400	Syac.g_00352	Syae.g_01407
OG0000401	Syac.g_00351	Syae.g_01408
OG0000402	Syac.g_00348	Syae.g_01410
OG0000403	Syac.g_00347	Syae.g_01411
OG0000404	Syac.g_00345	Syae.g_01412
OG0000405	Syac.g_00332	Syae.g_01426
OG0000406	Syac.g_00328	Syae.g_01430
OG0000407	Syac.g_00327	Syae.g_01431
OG0000408	Syac.g_00325	Syae.g_01433
OG0000409	Syac.g_00323	Syae.g_01435
OG0000410	Syac.g_00322	Syae.g_01436
OG0000411	Syac.g_00321	Syae.g_01437
OG0000412	Syac.g_00320	Syae.g_01438
OG0000413	Syac.g_00318	Syae.g_01440
OG0000415	Syac.g_00316	Syae.g_01441
OG0000416	Syac.g_00315	Syae.g_01442
OG0000417	Syac.g_00314	Syae.g_01443
OG0000418	Syac.g_00309	Syae.g_01448
OG0000419	Syac.g_00307	Syae.g_01450
OG0000420	Syac.g_00305	Syae.g_01452
OG0000421	Syac.g_00300	Syae.g_01457
OG0000422	Syac.g_00299	Syae.g_01458
OG0000423	Syac.g_00298	Syae.g_01459
OG0000424	Syac.g_00297	Syae.g_01460
OG0000425	Syac.g_00296	Syae.g_01461
OG0000426	Syac.g_00295	Syae.g_01462
OG0000427	Syac.g_00294	Syae.g_01463
OG0000428	Syac.g_02257	Syae.g_01466
OG0000429	Syac.g_02259	Syae.g_01468
OG0000430	Syac.g_02260	Syae.g_01470
OG0000431	Syac.g_02264	Syae.g_01473
OG0000432	Syac.g_02270	Syae.g_01481
OG0000433	Syac.g_02272	Syae.g_01484
OG0000434	Syac.g_02273	Syae.g_01485
OG0000435	Syac.g_02277	Syae.g_01486
OG0000436	Syac.g_02282	Syae.g_01491
OG0000437	Syac.g_02283	Syae.g_01492
OG0000438	Syac.g_02284	Syae.g_01493
OG0000439	Syac.g_02286	Syae.g_01495
OG0000440	Syac.g_02287	Syae.g_01496
OG0000441	Syac.g_02294	Syae.g_01501
OG0000442	Syac.g_02295	Syae.g_01502
OG0000443	Syac.g_02296	Syae.g_01503
OG0000444	Syac.g_02303	Syae.g_01509
OG0000445	Syac.g_02304	Syae.g_01510
OG0000446	Syac.g_02305	Syae.g_01512
OG0000447	Syac.g_02308	Syae.g_01517
OG0000448	Syac.g_02309	Syae.g_01518
OG0000449	Syac.g_02310	Syae.g_01519
OG0000450	Syac.g_02313	Syae.g_01525
OG0000451	Syac.g_02314	Syae.g_01526
OG0000452	Syac.g_02318	Syae.g_01530
OG0000453	Syac.g_02319	Syae.g_01531
OG0000454	Syac.g_02320	Syae.g_01532
OG0000455	Syac.g_02321	Syae.g_01533
OG0000456	Syac.g_02322	Syae.g_01534
OG0000457	Syac.g_02324	Syae.g_01536
OG0000458	Syac.g_02325	Syae.g_01538
OG0000459	Syac.g_02326	Syae.g_01539
OG0000460	Syac.g_01970	Syae.g_02236
OG0000461	Syac.g_02198	Syae.g_02024
OG0000462	Syac.g_02201	Syae.g_02021
OG0000463	Syac.g_02202	Syae.g_02020
OG0000464	Syac.g_02203	Syae.g_02019
OG0000465	Syac.g_02204	Syae.g_02018
OG0000466	Syac.g_02208	Syae.g_02014
OG0000467	Syac.g_02210	Syae.g_02012
OG0000468	Syac.g_02216	Syae.g_02007
OG0000469	Syac.g_02230	Syae.g_01992
OG0000470	Syac.g_02232	Syae.g_01990
OG0000471	Syac.g_02233	Syae.g_01989
OG0000472	Syac.g_02235	Syae.g_01987
OG0000473	Syac.g_02237	Syae.g_01985
OG0000474	Syac.g_02238	Syae.g_01984
OG0000475	Syac.g_02239	Syae.g_01983
OG0000476	Syac.g_02241	Syae.g_01981
OG0000477	Syac.g_02247	Syae.g_01975
OG0000478	Syac.g_02248	Syae.g_01974
OG0000479	Syac.g_02249	Syae.g_01973
OG0000480	Syac.g_00293	Syae.g_01966
OG0000481	Syac.g_00291	Syae.g_01964
OG0000482	Syac.g_00290	Syae.g_01963
OG0000483	Syac.g_00286	Syae.g_01959
OG0000484	Syac.g_00285	Syae.g_01958
OG0000485	Syac.g_00284	Syae.g_01957
OG0000486	Syac.g_00283	Syae.g_01956
OG0000487	Syac.g_00276	Syae.g_01950
OG0000488	Syac.g_00272	Syae.g_01946
OG0000489	Syac.g_00260	Syae.g_01936
OG0000490	Syac.g_00249	Syae.g_01928
OG0000491	Syac.g_00248	Syae.g_01927
OG0000492	Syac.g_00246	Syae.g_01925
OG0000493	Syac.g_00245	Syae.g_01924
OG0000494	Syac.g_00244	Syae.g_01923
OG0000495	Syac.g_00243	Syae.g_01922
OG0000496	Syac.g_00242	Syae.g_01921
OG0000497	Syac.g_00241	Syae.g_01920
OG0000498	Syac.g_00240	Syae.g_01919
OG0000499	Syac.g_00239	Syae.g_01918
OG0000500	Syac.g_00238	Syae.g_01917
OG0000501	Syac.g_00235	Syae.g_01914
OG0000502	Syac.g_00223	Syae.g_01902
OG0000503	Syac.g_02020	Syae.g_02192
OG0000504	Syac.g_02018	Syae.g_02194
OG0000505	Syac.g_02017	Syae.g_02195
OG0000506	Syac.g_02015	Syae.g_02197
OG0000507	Syac.g_02009	Syae.g_02203
OG0000508	Syac.g_02005	Syae.g_02207
OG0000509	Syac.g_02003	Syae.g_02209
OG0000510	Syac.g_02002	Syae.g_02210
OG0000511	Syac.g_02001	Syae.g_02211
OG0000512	Syac.g_01999	Syae.g_02213
OG0000513	Syac.g_01984	Syae.g_02223
OG0000514	Syac.g_01977	Syae.g_02229
OG0000515	Syac.g_01976	Syae.g_02230
OG0000516	Syac.g_00697	Syae.g_01000
OG0000517	Syac.g_00691	Syae.g_00995
OG0000518	Syac.g_00707	Syae.g_00983
OG0000519	Syac.g_00708	Syae.g_00982
OG0000520	Syac.g_00709	Syae.g_00981
OG0000521	Syac.g_01721	Syae.g_02491
OG0000522	Syac.g_01719	Syae.g_02493
OG0000523	Syac.g_01718	Syae.g_02494
OG0000524	Syac.g_01716	Syae.g_02501
OG0000525	Syac.g_01709	Syae.g_02520
OG0000526	Syac.g_01706	Syae.g_02523
OG0000527	Syac.g_01702	Syae.g_02528
OG0000528	Syac.g_01911	Syae.g_02304
OG0000529	Syac.g_01903	Syae.g_02310
OG0000530	Syac.g_01900	Syae.g_02313
OG0000531	Syac.g_01899	Syae.g_02314
OG0000532	Syac.g_01896	Syae.g_02317
OG0000533	Syac.g_01895	Syae.g_02318
OG0000534	Syac.g_01894	Syae.g_02319
OG0000535	Syac.g_01893	Syae.g_02320
OG0000536	Syac.g_01892	Syae.g_02321
OG0000537	Syac.g_01891	Syae.g_02322
OG0000538	Syac.g_01880	Syae.g_02333
OG0000539	Syac.g_01879	Syae.g_02334
OG0000540	Syac.g_01878	Syae.g_02335
OG0000541	Syac.g_01877	Syae.g_02336
OG0000542	Syac.g_01874	Syae.g_02339
OG0000543	Syac.g_01872	Syae.g_02341
OG0000544	Syac.g_01871	Syae.g_02342
OG0000545	Syac.g_01869	Syae.g_02344
OG0000546	Syac.g_01867	Syae.g_02346
OG0000547	Syac.g_01865	Syae.g_02348
OG0000548	Syac.g_01864	Syae.g_02349
OG0000549	Syac.g_01858	Syae.g_02354
OG0000550	Syac.g_01854	Syae.g_02358
OG0000551	Syac.g_01849	Syae.g_02363
OG0000552	Syac.g_01848	Syae.g_02364
OG0000553	Syac.g_01846	Syae.g_02366
OG0000554	Syac.g_01835	Syae.g_02375
OG0000555	Syac.g_01822	Syae.g_02390
OG0000556	Syac.g_01817	Syae.g_02394
OG0000557	Syac.g_01815	Syae.g_02398
OG0000558	Syac.g_01813	Syae.g_02400
OG0000559	Syac.g_01808	Syae.g_02404
OG0000560	Syac.g_01805	Syae.g_02407
OG0000561	Syac.g_01804	Syae.g_02408
OG0000562	Syac.g_01803	Syae.g_02409
OG0000563	Syac.g_01802	Syae.g_02410
OG0000564	Syac.g_01801	Syae.g_02411
OG0000565	Syac.g_01797	Syae.g_02414
OG0000566	Syac.g_01793	Syae.g_02418
OG0000567	Syac.g_01789	Syae.g_02422
OG0000568	Syac.g_01786	Syae.g_02427
OG0000569	Syac.g_01785	Syae.g_02428
OG0000570	Syac.g_01784	Syae.g_02429
