Orthogroup	Syac	Prbj
OG0000042	Syac.g_00146	Prbj.g_01808, Prbj.g_00001
OG0000045	Syac.g_00576, Syac.g_01040	Prbj.g_00563
OG0000046	Syac.g_02063, Syac.g_02055, Syac.g_02047	Prbj.g_00358
OG0000047	Syac.g_02031	Prbj.g_02509, Prbj.g_00666
OG0000048	Syac.g_02240	Prbj.g_01393
OG0000051	Syac.g_01073, Syac.g_01292	Prbj.g_00705
OG0000052	Syac.g_00207	Prbj.g_01487
OG0000053	Syac.g_01657	Prbj.g_00638
OG0000054	Syac.g_00933	Prbj.g_01758
OG0000057	Syac.g_00894	Prbj.g_00758
OG0000059	Syac.g_02142	Prbj.g_01521
OG0000060	Syac.g_01909	Prbj.g_01633
OG0000061	Syac.g_00769	Prbj.g_00971
OG0000062	Syac.g_00567	Prbj.g_00881
OG0000063	Syac.g_00037	Prbj.g_01208
OG0000065	Syac.g_00490, Syac.g_00396	Prbj.g_00620
OG0000066	Syac.g_01827	Prbj.g_02141
OG0000067	Syac.g_01341	Prbj.g_02412
OG0000068	Syac.g_01916	Prbj.g_01639
OG0000070	Syac.g_00711	Prbj.g_00118
OG0000071	Syac.g_00729	Prbj.g_01728
OG0000072	Syac.g_00302	Prbj.g_00516
OG0000073	Syac.g_01883	Prbj.g_01608
OG0000075	Syac.g_00191	Prbj.g_01502
OG0000076	Syac.g_00156	Prbj.g_01598
OG0000077	Syac.g_00439	Prbj.g_00576, Prbj.g_01900
OG0000079	Syac.g_02211	Prbj.g_01353
OG0000081	Syac.g_00461	Prbj.g_00799
OG0000081	Syac.g_01954	Prbj.g_00765
OG0000082	Syac.g_01766	Prbj.g_01789
OG0000084	Syac.g_01627	Prbj.g_01052
OG0000085	Syac.g_00560	Prbj.g_00869
OG0000086	Syac.g_00423	Prbj.g_00589
OG0000087	Syac.g_00343	Prbj.g_01547
OG0000088	Syac.g_00308	Prbj.g_00912, Prbj.g_00521
OG0000089	Syac.g_01988, Syac.g_01543	Prbj.g_00064
OG0000090	Syac.g_01836	Prbj.g_02127
OG0000091	Syac.g_00987	Prbj.g_02581
OG0000093	Syac.g_01357	Prbj.g_02388
OG0000095	Syac.g_00884	Prbj.g_01838
OG0000097	Syac.g_01507	Prbj.g_02152
OG0000098	Syac.g_02157	Prbj.g_00669
OG0000099	Syac.g_00234	Prbj.g_01464
OG0000100	Syac.g_01309	Prbj.g_00185, Prbj.g_02442
OG0000101	Syac.g_02094	Prbj.g_00981
OG0000102	Syac.g_00151	Prbj.g_01819
OG0000103	Syac.g_02476	Prbj.g_02055
OG0000104	Syac.g_02490	Prbj.g_02069
OG0000105	Syac.g_02245	Prbj.g_01397
OG0000106	Syac.g_01098	Prbj.g_00875
OG0000107	Syac.g_02191	Prbj.g_02659
OG0000108	Syac.g_01904	Prbj.g_01630
OG0000109	Syac.g_01889	Prbj.g_01614
OG0000110	Syac.g_01778	Prbj.g_01801
OG0000112	Syac.g_01173	Prbj.g_02276
OG0000113	Syac.g_01314	Prbj.g_02437
OG0000114	Syac.g_01394	Prbj.g_02340
OG0000115	Syac.g_01655	Prbj.g_00634
OG0000116	Syac.g_00753	Prbj.g_00956
OG0000117	Syac.g_01477	Prbj.g_01915
OG0000118	Syac.g_01728	Prbj.g_01742
OG0000120	Syac.g_00233	Prbj.g_01465
OG0000121	Syac.g_01635	Prbj.g_01064, Prbj.g_01058
OG0000122	Syac.g_01013	Prbj.g_02627
OG0000123	Syac.g_02086	Prbj.g_00406
OG0000124	Syac.g_00135	Prbj.g_01281
OG0000125	Syac.g_02360	Prbj.g_01963
OG0000126	Syac.g_02488	Prbj.g_02067
OG0000127	Syac.g_01547	Prbj.g_02148, Prbj.g_00896
OG0000128	Syac.g_00012	Prbj.g_02085
OG0000129	Syac.g_02349	Prbj.g_01951
OG0000130	Syac.g_00450	Prbj.g_00564
OG0000131	Syac.g_00330	Prbj.g_00543
OG0000132	Syac.g_00310	Prbj.g_00523
OG0000133	Syac.g_01178	Prbj.g_01460
OG0000134	Syac.g_01985	Prbj.g_00067
OG0000135	Syac.g_02398	Prbj.g_02004
OG0000136	Syac.g_00701	Prbj.g_00105
OG0000137	Syac.g_01700	Prbj.g_00128
OG0000138	Syac.g_01888	Prbj.g_01613
OG0000139	Syac.g_01830	Prbj.g_02133
OG0000140	Syac.g_01829	Prbj.g_02139
OG0000141	Syac.g_00934	Prbj.g_01757
OG0000142	Syac.g_00979	Prbj.g_02573
OG0000143	Syac.g_00983	Prbj.g_02577
OG0000144	Syac.g_01090	Prbj.g_00793
OG0000145	Syac.g_01882	Prbj.g_01607
OG0000146	Syac.g_01172	Prbj.g_02277
OG0000147	Syac.g_01171	Prbj.g_02278
OG0000148	Syac.g_01320	Prbj.g_02431
OG0000149	Syac.g_00832	Prbj.g_02488
OG0000150	Syac.g_00935	Prbj.g_02511
OG0000151	Syac.g_01383	Prbj.g_02361
OG0000152	Syac.g_01182	Prbj.g_02268
OG0000153	Syac.g_01217	Prbj.g_02241
OG0000154	Syac.g_01241	Prbj.g_02213
OG0000155	Syac.g_00804	Prbj.g_00312
OG0000156	Syac.g_00743	Prbj.g_00163
OG0000157	Syac.g_00742	Prbj.g_00162
OG0000158	Syac.g_00182	Prbj.g_01514
OG0000160	Syac.g_01633	Prbj.g_01057
OG0000161	Syac.g_01641	Prbj.g_01071
OG0000162	Syac.g_01648	Prbj.g_01077
OG0000163	Syac.g_00619	Prbj.g_01688
OG0000164	Syac.g_00508	Prbj.g_00476
OG0000165	Syac.g_00674	Prbj.g_00467
OG0000166	Syac.g_02132	Prbj.g_01019
OG0000167	Syac.g_00194	Prbj.g_01500
OG0000168	Syac.g_00179	Prbj.g_01515
OG0000169	Syac.g_00168	Prbj.g_01581
OG0000170	Syac.g_00161	Prbj.g_01593
OG0000171	Syac.g_00136	Prbj.g_01282
OG0000172	Syac.g_00084	Prbj.g_01248
OG0000173	Syac.g_00057	Prbj.g_01227
OG0000174	Syac.g_02401	Prbj.g_02006
OG0000175	Syac.g_02465	Prbj.g_02044
OG0000176	Syac.g_00004	Prbj.g_02077
OG0000177	Syac.g_00005	Prbj.g_02078
OG0000178	Syac.g_00006	Prbj.g_02079
OG0000179	Syac.g_00019	Prbj.g_01188
OG0000180	Syac.g_00020	Prbj.g_01189
OG0000181	Syac.g_00021	Prbj.g_01190
OG0000182	Syac.g_00022	Prbj.g_01191
OG0000183	Syac.g_00026	Prbj.g_01195
OG0000184	Syac.g_02339	Prbj.g_01943
OG0000185	Syac.g_02336	Prbj.g_01921
OG0000186	Syac.g_00454	Prbj.g_00558
OG0000187	Syac.g_00453	Prbj.g_00560
OG0000188	Syac.g_00433	Prbj.g_00581
OG0000189	Syac.g_00408	Prbj.g_00607
OG0000190	Syac.g_00406	Prbj.g_00609
OG0000191	Syac.g_00373	Prbj.g_01557
OG0000192	Syac.g_00368	Prbj.g_01566
OG0000193	Syac.g_00329	Prbj.g_00542
OG0000194	Syac.g_00326	Prbj.g_00539
OG0000195	Syac.g_00324	Prbj.g_00537
OG0000196	Syac.g_00313	Prbj.g_00526
OG0000197	Syac.g_00312	Prbj.g_00525
OG0000198	Syac.g_00311	Prbj.g_00524
OG0000199	Syac.g_00303	Prbj.g_00517
OG0000200	Syac.g_02261	Prbj.g_01138
OG0000202	Syac.g_02279	Prbj.g_01158
OG0000203	Syac.g_02280	Prbj.g_01159
OG0000204	Syac.g_02281	Prbj.g_01160
OG0000205	Syac.g_02288	Prbj.g_01167
OG0000206	Syac.g_02297	Prbj.g_00288
OG0000207	Syac.g_02300	Prbj.g_00234
OG0000208	Syac.g_02301	Prbj.g_00235
OG0000209	Syac.g_02316	Prbj.g_00262
OG0000210	Syac.g_02317	Prbj.g_00263
OG0000211	Syac.g_01972	Prbj.g_00177
OG0000212	Syac.g_01963	Prbj.g_02615
OG0000213	Syac.g_02219	Prbj.g_01362
OG0000214	Syac.g_02236	Prbj.g_01389
OG0000215	Syac.g_00281	Prbj.g_01419
OG0000216	Syac.g_00277	Prbj.g_01422
OG0000217	Syac.g_00273	Prbj.g_01426
OG0000218	Syac.g_00271	Prbj.g_01430
OG0000219	Syac.g_00270	Prbj.g_01431
OG0000220	Syac.g_00269	Prbj.g_01432
OG0000221	Syac.g_00261	Prbj.g_01437
OG0000222	Syac.g_00247	Prbj.g_01446
OG0000223	Syac.g_00225	Prbj.g_01469
OG0000224	Syac.g_00217	Prbj.g_01480
OG0000225	Syac.g_02004	Prbj.g_00323
OG0000226	Syac.g_02000	Prbj.g_00319
OG0000227	Syac.g_01998	Prbj.g_00317
OG0000228	Syac.g_01989	Prbj.g_00063
OG0000229	Syac.g_00692	Prbj.g_00100
OG0000230	Syac.g_00694	Prbj.g_00102
OG0000231	Syac.g_00710	Prbj.g_00117
OG0000232	Syac.g_01717	Prbj.g_01888
OG0000233	Syac.g_01713	Prbj.g_00148
OG0000234	Syac.g_01699	Prbj.g_00127
OG0000235	Syac.g_01905	Prbj.g_01631
OG0000236	Syac.g_01890	Prbj.g_01615
OG0000237	Syac.g_01873	Prbj.g_02094
OG0000238	Syac.g_01868	Prbj.g_02098
OG0000239	Syac.g_01852	Prbj.g_02114
OG0000240	Syac.g_01851	Prbj.g_02115
OG0000241	Syac.g_00970	Prbj.g_01116
OG0000242	Syac.g_01839	Prbj.g_02125
OG0000243	Syac.g_01821	Prbj.g_02668
OG0000244	Syac.g_01814	Prbj.g_01859
OG0000245	Syac.g_01811	Prbj.g_01862
OG0000246	Syac.g_01807	Prbj.g_01866
OG0000247	Syac.g_01795	Prbj.g_01877
OG0000248	Syac.g_01792	Prbj.g_01880
OG0000249	Syac.g_01790	Prbj.g_01882
OG0000250	Syac.g_01782	Prbj.g_01805
OG0000251	Syac.g_01757	Prbj.g_01781
OG0000252	Syac.g_01753	Prbj.g_01778
OG0000253	Syac.g_01752	Prbj.g_01772
OG0000254	Syac.g_00939	Prbj.g_01753
OG0000255	Syac.g_00947	Prbj.g_02546
OG0000256	Syac.g_00963	Prbj.g_02560
OG0000257	Syac.g_00969	Prbj.g_02566
OG0000258	Syac.g_00988	Prbj.g_02589
OG0000259	Syac.g_01425	Prbj.g_00812
OG0000260	Syac.g_01422	Prbj.g_00816
OG0000261	Syac.g_01418	Prbj.g_00819
OG0000262	Syac.g_01413	Prbj.g_00824
OG0000263	Syac.g_01497	Prbj.g_00248
OG0000264	Syac.g_00915	Prbj.g_00933
OG0000266	Syac.g_01271	Prbj.g_02189
OG0000267	Syac.g_01131	Prbj.g_02315
OG0000268	Syac.g_01132	Prbj.g_02314
OG0000269	Syac.g_01346	Prbj.g_02407
OG0000270	Syac.g_01343	Prbj.g_02410
OG0000271	Syac.g_01335	Prbj.g_02418
OG0000272	Syac.g_01334	Prbj.g_02419
OG0000273	Syac.g_00854	Prbj.g_02470
OG0000274	Syac.g_00853	Prbj.g_02471
OG0000275	Syac.g_00848	Prbj.g_02474
OG0000276	Syac.g_00840	Prbj.g_02480
OG0000277	Syac.g_00839	Prbj.g_02481
OG0000278	Syac.g_00836	Prbj.g_02484
OG0000279	Syac.g_00828	Prbj.g_02492
OG0000280	Syac.g_00814	Prbj.g_02498
OG0000281	Syac.g_02158	Prbj.g_02512
OG0000282	Syac.g_01392	Prbj.g_02342
OG0000283	Syac.g_01142	Prbj.g_02303
OG0000284	Syac.g_01148	Prbj.g_02297
OG0000285	Syac.g_01160	Prbj.g_00694
OG0000286	Syac.g_01181	Prbj.g_02269
OG0000287	Syac.g_01692, Syac.g_01209	Prbj.g_00722
OG0000288	Syac.g_01240	Prbj.g_02214
OG0000289	Syac.g_01254	Prbj.g_02201
OG0000290	Syac.g_00881	Prbj.g_01841
OG0000291	Syac.g_00883	Prbj.g_01839
OG0000292	Syac.g_02487	Prbj.g_02066
OG0000293	Syac.g_00754	Prbj.g_00958
OG0000294	Syac.g_00755	Prbj.g_00959
OG0000295	Syac.g_00796	Prbj.g_00304
OG0000296	Syac.g_00798	Prbj.g_00306, Prbj.g_00307
OG0000297	Syac.g_01475	Prbj.g_01913
OG0000298	Syac.g_01476	Prbj.g_01914
OG0000299	Syac.g_01503	Prbj.g_01903
OG0000300	Syac.g_01510	Prbj.g_02155
OG0000301	Syac.g_01511	Prbj.g_02156
OG0000302	Syac.g_01512	Prbj.g_02159
OG0000303	Syac.g_01520	Prbj.g_00314
OG0000304	Syac.g_01526	Prbj.g_00020
OG0000305	Syac.g_00886	Prbj.g_01837
OG0000306	Syac.g_00810	Prbj.g_02521
OG0000307	Syac.g_01924	Prbj.g_01647
OG0000308	Syac.g_01926	Prbj.g_01649
OG0000309	Syac.g_01931	Prbj.g_01653
OG0000310	Syac.g_01607	Prbj.g_01294
OG0000311	Syac.g_01611	Prbj.g_01040
OG0000312	Syac.g_01619	Prbj.g_01044
OG0000313	Syac.g_01638	Prbj.g_01068
OG0000314	Syac.g_01665	Prbj.g_00646
OG0000315	Syac.g_01675	Prbj.g_00656
OG0000316	Syac.g_00601	Prbj.g_01699
OG0000317	Syac.g_00552	Prbj.g_00863
OG0000318	Syac.g_00543	Prbj.g_00856
OG0000319	Syac.g_00525	Prbj.g_00487
OG0000320	Syac.g_00523	Prbj.g_00485
OG0000321	Syac.g_00522	Prbj.g_00484
OG0000322	Syac.g_00521	Prbj.g_00483
OG0000323	Syac.g_00506	Prbj.g_00472
OG0000324	Syac.g_00648	Prbj.g_00443
OG0000325	Syac.g_02190	Prbj.g_02657
OG0000326	Syac.g_02183	Prbj.g_02649
OG0000327	Syac.g_02137	Prbj.g_01024
OG0000328	Syac.g_02136	Prbj.g_01023
OG0000329	Syac.g_02119	Prbj.g_01006
OG0000330	Syac.g_02118	Prbj.g_01005
OG0000331	Syac.g_02117	Prbj.g_01004
OG0000332	Syac.g_02103	Prbj.g_00989
OG0000333	Syac.g_02100	Prbj.g_00987
OG0000334	Syac.g_02090	Prbj.g_00410
OG0000335	Syac.g_02085	Prbj.g_00405
OG0000336	Syac.g_02081	Prbj.g_00401
OG0000337	Syac.g_00199	Prbj.g_01494
OG0000338	Syac.g_00196	Prbj.g_01498
OG0000339	Syac.g_00190	Prbj.g_01504
OG0000340	Syac.g_00178	Prbj.g_01516
OG0000341	Syac.g_00176	Prbj.g_01518
OG0000342	Syac.g_00175	Prbj.g_01519
OG0000343	Syac.g_00174	Prbj.g_01576
OG0000344	Syac.g_00170	Prbj.g_01579
OG0000345	Syac.g_00160	Prbj.g_01594
OG0000346	Syac.g_00155	Prbj.g_01599
OG0000347	Syac.g_00129	Prbj.g_01280
OG0000348	Syac.g_00070, Syac.g_00074	Prbj.g_01243
OG0000349	Syac.g_00050	Prbj.g_01219
OG0000350	Syac.g_02176	Prbj.g_01999
OG0000351	Syac.g_02468	Prbj.g_02047
OG0000352	Syac.g_02469	Prbj.g_02048
OG0000353	Syac.g_02493	Prbj.g_02072
OG0000354	Syac.g_01862	Prbj.g_02104
OG0000355	Syac.g_00001	Prbj.g_02074
OG0000356	Syac.g_00002	Prbj.g_02075
OG0000357	Syac.g_00003	Prbj.g_02076
OG0000358	Syac.g_00007	Prbj.g_02080
OG0000359	Syac.g_00009	Prbj.g_02082
OG0000360	Syac.g_00010	Prbj.g_02083
OG0000361	Syac.g_00011	Prbj.g_02084
OG0000362	Syac.g_00013	Prbj.g_02086
OG0000363	Syac.g_00015	Prbj.g_01182
OG0000364	Syac.g_00016	Prbj.g_01183
OG0000365	Syac.g_00023	Prbj.g_01192
OG0000366	Syac.g_00024	Prbj.g_01193
OG0000367	Syac.g_00025	Prbj.g_01194
OG0000368	Syac.g_00027	Prbj.g_01196
OG0000369	Syac.g_00028	Prbj.g_01197
OG0000370	Syac.g_00029	Prbj.g_01198
OG0000371	Syac.g_00036	Prbj.g_01207
OG0000372	Syac.g_00041	Prbj.g_01212
OG0000373	Syac.g_00042	Prbj.g_01213
OG0000374	Syac.g_00043	Prbj.g_01214
OG0000375	Syac.g_00046	Prbj.g_01215
OG0000376	Syac.g_00048	Prbj.g_01217
OG0000377	Syac.g_02346	Prbj.g_01950
OG0000378	Syac.g_02338	Prbj.g_01936
OG0000379	Syac.g_02335	Prbj.g_01920
OG0000380	Syac.g_00452	Prbj.g_00561
OG0000381	Syac.g_00449	Prbj.g_00565
OG0000382	Syac.g_00434	Prbj.g_00580
OG0000383	Syac.g_00432	Prbj.g_00582
OG0000384	Syac.g_00431	Prbj.g_00583
OG0000385	Syac.g_00430	Prbj.g_00584
OG0000386	Syac.g_00429	Prbj.g_00585
OG0000387	Syac.g_00404	Prbj.g_00611
OG0000388	Syac.g_00401	Prbj.g_00615
OG0000389	Syac.g_00397	Prbj.g_00619
OG0000390	Syac.g_00379	Prbj.g_01551
OG0000391	Syac.g_00374	Prbj.g_01556
OG0000392	Syac.g_00369	Prbj.g_01562
OG0000393	Syac.g_00366	Prbj.g_01567
OG0000394	Syac.g_00365	Prbj.g_01568
OG0000395	Syac.g_00364	Prbj.g_01569
OG0000396	Syac.g_00361	Prbj.g_01530
OG0000397	Syac.g_00359	Prbj.g_01532
OG0000398	Syac.g_00354	Prbj.g_01537
OG0000399	Syac.g_00353	Prbj.g_01538
OG0000400	Syac.g_00352	Prbj.g_01539
OG0000401	Syac.g_00351	Prbj.g_01540
OG0000402	Syac.g_00348	Prbj.g_01542
OG0000403	Syac.g_00347	Prbj.g_01543
OG0000404	Syac.g_00345	Prbj.g_01545
OG0000405	Syac.g_00332	Prbj.g_00545
OG0000406	Syac.g_00328	Prbj.g_00541
OG0000407	Syac.g_00327	Prbj.g_00540
OG0000408	Syac.g_00325	Prbj.g_00538
OG0000409	Syac.g_00323	Prbj.g_00536
OG0000410	Syac.g_00322	Prbj.g_00535
OG0000411	Syac.g_00321	Prbj.g_00534
OG0000412	Syac.g_00320	Prbj.g_00533
OG0000413	Syac.g_00318	Prbj.g_00531
OG0000414	Syac.g_00317	Prbj.g_00530
OG0000415	Syac.g_00316	Prbj.g_00529
OG0000416	Syac.g_00315	Prbj.g_00528
OG0000417	Syac.g_00314	Prbj.g_00527
OG0000418	Syac.g_00309	Prbj.g_00522
OG0000419	Syac.g_00307	Prbj.g_00520
OG0000420	Syac.g_00305	Prbj.g_00519
OG0000421	Syac.g_00300	Prbj.g_00515
OG0000422	Syac.g_00299	Prbj.g_00514
OG0000423	Syac.g_00298	Prbj.g_00513
OG0000424	Syac.g_00297	Prbj.g_00512
OG0000425	Syac.g_00296	Prbj.g_00511
OG0000426	Syac.g_00295	Prbj.g_00510
OG0000427	Syac.g_00294	Prbj.g_00509
OG0000428	Syac.g_02257	Prbj.g_02369
OG0000429	Syac.g_02259	Prbj.g_01135
OG0000430	Syac.g_02260	Prbj.g_01137
OG0000431	Syac.g_02264	Prbj.g_01141
OG0000432	Syac.g_02270	Prbj.g_01148
OG0000433	Syac.g_02272	Prbj.g_01151
OG0000434	Syac.g_02273	Prbj.g_01152
OG0000435	Syac.g_02277	Prbj.g_01155
OG0000436	Syac.g_02282	Prbj.g_01161
OG0000437	Syac.g_02283	Prbj.g_01162
OG0000438	Syac.g_02284	Prbj.g_01163
OG0000439	Syac.g_02286	Prbj.g_01165
OG0000440	Syac.g_02287	Prbj.g_01166
OG0000441	Syac.g_02294	Prbj.g_01173
OG0000442	Syac.g_02295	Prbj.g_01174
OG0000443	Syac.g_02296	Prbj.g_00289
OG0000444	Syac.g_02303	Prbj.g_00237
OG0000445	Syac.g_02304	Prbj.g_00238
OG0000446	Syac.g_02305	Prbj.g_00240
OG0000447	Syac.g_02308	Prbj.g_00250
OG0000448	Syac.g_02309	Prbj.g_00251
OG0000449	Syac.g_02310	Prbj.g_00252
OG0000450	Syac.g_02313	Prbj.g_00258
OG0000451	Syac.g_02314	Prbj.g_00259
OG0000452	Syac.g_02318	Prbj.g_00264
OG0000453	Syac.g_02319	Prbj.g_00265
OG0000454	Syac.g_02320	Prbj.g_00266
OG0000455	Syac.g_02321	Prbj.g_00267
OG0000456	Syac.g_02322	Prbj.g_00268
OG0000457	Syac.g_02324	Prbj.g_00270
OG0000458	Syac.g_02325	Prbj.g_00271
OG0000459	Syac.g_02326	Prbj.g_00272
OG0000460	Syac.g_01970	Prbj.g_00176
OG0000461	Syac.g_02198	Prbj.g_02661
OG0000462	Syac.g_02201	Prbj.g_01341
OG0000463	Syac.g_02202	Prbj.g_01342
OG0000464	Syac.g_02203	Prbj.g_01343
OG0000465	Syac.g_02204	Prbj.g_01345
OG0000466	Syac.g_02208	Prbj.g_01350
OG0000467	Syac.g_02210	Prbj.g_01352
OG0000468	Syac.g_02216	Prbj.g_01359
OG0000469	Syac.g_02230	Prbj.g_01372
OG0000470	Syac.g_02232	Prbj.g_01385
OG0000471	Syac.g_02233	Prbj.g_01386
OG0000472	Syac.g_02235	Prbj.g_01388
OG0000473	Syac.g_02237	Prbj.g_01390
OG0000474	Syac.g_02238	Prbj.g_01391
OG0000475	Syac.g_02239	Prbj.g_01392
OG0000476	Syac.g_02241	Prbj.g_01394
OG0000477	Syac.g_02247	Prbj.g_01399
OG0000478	Syac.g_02248	Prbj.g_01400
OG0000479	Syac.g_02249	Prbj.g_01401
OG0000480	Syac.g_00293	Prbj.g_01408
OG0000481	Syac.g_00291	Prbj.g_01410
OG0000482	Syac.g_00290	Prbj.g_01411
OG0000483	Syac.g_00286	Prbj.g_01415
OG0000484	Syac.g_00285	Prbj.g_01416
OG0000485	Syac.g_00284	Prbj.g_01417
OG0000486	Syac.g_00283	Prbj.g_01418
OG0000487	Syac.g_00276	Prbj.g_01423
OG0000488	Syac.g_00272	Prbj.g_01427
OG0000489	Syac.g_00260	Prbj.g_01438
OG0000490	Syac.g_00249	Prbj.g_01444
OG0000491	Syac.g_00248	Prbj.g_01445
OG0000492	Syac.g_00246	Prbj.g_01448
OG0000493	Syac.g_00245	Prbj.g_01449
OG0000494	Syac.g_00244	Prbj.g_01450
OG0000495	Syac.g_00243	Prbj.g_01451
OG0000496	Syac.g_00242	Prbj.g_01452
OG0000497	Syac.g_00241	Prbj.g_01453
OG0000498	Syac.g_00240	Prbj.g_01454
OG0000499	Syac.g_00239	Prbj.g_01455
OG0000500	Syac.g_00238	Prbj.g_01456
OG0000501	Syac.g_00235	Prbj.g_01459
OG0000502	Syac.g_00223	Prbj.g_01471
OG0000503	Syac.g_02020	Prbj.g_00341
OG0000504	Syac.g_02018	Prbj.g_00339
OG0000505	Syac.g_02017	Prbj.g_00338
OG0000506	Syac.g_02015	Prbj.g_00336
OG0000507	Syac.g_02009	Prbj.g_00331
OG0000508	Syac.g_02005	Prbj.g_00324
OG0000509	Syac.g_02003	Prbj.g_00322
OG0000510	Syac.g_02002	Prbj.g_00321
OG0000511	Syac.g_02001	Prbj.g_00320
OG0000512	Syac.g_01999	Prbj.g_00318
OG0000513	Syac.g_01984	Prbj.g_00068
OG0000514	Syac.g_01977	Prbj.g_00076
OG0000515	Syac.g_01976	Prbj.g_00077
OG0000516	Syac.g_00697	Prbj.g_00089
OG0000517	Syac.g_00691	Prbj.g_00099
OG0000518	Syac.g_00707	Prbj.g_00111
OG0000519	Syac.g_00708	Prbj.g_00112
OG0000520	Syac.g_00709	Prbj.g_00113
OG0000521	Syac.g_01721	Prbj.g_01894
OG0000522	Syac.g_01719	Prbj.g_01892
OG0000523	Syac.g_01718	Prbj.g_01891
OG0000524	Syac.g_01716	Prbj.g_00152
OG0000525	Syac.g_01709	Prbj.g_00136
OG0000526	Syac.g_01706	Prbj.g_00134
OG0000527	Syac.g_01702	Prbj.g_00130
OG0000528	Syac.g_01911	Prbj.g_01635
OG0000529	Syac.g_01903	Prbj.g_01629
OG0000530	Syac.g_01900	Prbj.g_01626
OG0000531	Syac.g_01899	Prbj.g_01625
OG0000532	Syac.g_01896	Prbj.g_01622
OG0000533	Syac.g_01895	Prbj.g_01620
OG0000534	Syac.g_01894	Prbj.g_01619
OG0000535	Syac.g_01893	Prbj.g_01618
OG0000536	Syac.g_01892	Prbj.g_01617
OG0000537	Syac.g_01891	Prbj.g_01616
OG0000538	Syac.g_01880	Prbj.g_01605
OG0000539	Syac.g_01879	Prbj.g_02088
OG0000540	Syac.g_01878	Prbj.g_02089
OG0000541	Syac.g_01877	Prbj.g_02090
OG0000542	Syac.g_01874	Prbj.g_02093
OG0000543	Syac.g_01872	Prbj.g_02095
OG0000544	Syac.g_01871	Prbj.g_02096
OG0000545	Syac.g_01869	Prbj.g_02097
OG0000546	Syac.g_01867	Prbj.g_02099
OG0000547	Syac.g_01865	Prbj.g_02101
OG0000548	Syac.g_01864	Prbj.g_02102
OG0000549	Syac.g_01858	Prbj.g_02108
OG0000550	Syac.g_01854	Prbj.g_02113
OG0000551	Syac.g_01849	Prbj.g_02117
OG0000552	Syac.g_01848	Prbj.g_02118
OG0000553	Syac.g_01846	Prbj.g_02123
OG0000554	Syac.g_01835	Prbj.g_02128
OG0000555	Syac.g_01822	Prbj.g_02146
OG0000556	Syac.g_01817	Prbj.g_02666
OG0000557	Syac.g_01815	Prbj.g_01858
OG0000558	Syac.g_01813	Prbj.g_01861
OG0000559	Syac.g_01808	Prbj.g_01865
OG0000560	Syac.g_01805	Prbj.g_01868
OG0000561	Syac.g_01804	Prbj.g_01869
OG0000562	Syac.g_01803	Prbj.g_01870
OG0000563	Syac.g_01802	Prbj.g_01871
OG0000564	Syac.g_01801	Prbj.g_01872
OG0000565	Syac.g_01797	Prbj.g_01875
OG0000566	Syac.g_01793	Prbj.g_01879
OG0000567	Syac.g_01789	Prbj.g_01883
OG0000568	Syac.g_01786	Prbj.g_01885
OG0000569	Syac.g_01785	Prbj.g_01807
