Orthogroup	Syac	Pras
OG0000400	Syac.g_00352	Pras.g_00984
OG0000401	Syac.g_00351	Pras.g_00985
OG0000402	Syac.g_00348	Pras.g_00987
OG0000403	Syac.g_00347	Pras.g_00988
OG0000404	Syac.g_00345	Pras.g_00989
OG0000405	Syac.g_00332	Pras.g_00993
OG0000406	Syac.g_00328	Pras.g_00998
OG0000407	Syac.g_00327	Pras.g_00999
OG0000408	Syac.g_00325	Pras.g_01001
OG0000409	Syac.g_00323	Pras.g_01003
OG0000410	Syac.g_00322	Pras.g_01004
OG0000411	Syac.g_00321	Pras.g_01005
OG0000412	Syac.g_00320	Pras.g_01006
OG0000413	Syac.g_00318	Pras.g_01007
OG0000414	Syac.g_00317	Pras.g_01008
OG0000415	Syac.g_00316	Pras.g_01009
OG0000416	Syac.g_00315	Pras.g_01010
OG0000417	Syac.g_00314	Pras.g_01011
OG0000418	Syac.g_00309	Pras.g_01016
OG0000419	Syac.g_00307	Pras.g_01018
OG0000420	Syac.g_00305	Pras.g_01019
OG0000421	Syac.g_00300	Pras.g_01024
OG0000422	Syac.g_00299	Pras.g_01025
OG0000423	Syac.g_00298	Pras.g_01026
OG0000424	Syac.g_00297	Pras.g_01027
OG0000425	Syac.g_00296	Pras.g_01028
OG0000426	Syac.g_00295	Pras.g_01029
OG0000427	Syac.g_00294	Pras.g_01030
OG0000428	Syac.g_02257	Pras.g_01032
OG0000429	Syac.g_02259	Pras.g_01033
OG0000430	Syac.g_02260	Pras.g_01034
OG0000431	Syac.g_02264	Pras.g_01036
OG0000432	Syac.g_02270	Pras.g_01039
OG0000433	Syac.g_02272	Pras.g_01040
OG0000434	Syac.g_02273	Pras.g_01041
OG0000435	Syac.g_02277	Pras.g_01042
OG0000436	Syac.g_02282	Pras.g_01047
OG0000437	Syac.g_02283	Pras.g_01048
OG0000438	Syac.g_02284	Pras.g_01049
OG0000439	Syac.g_02286	Pras.g_01051
OG0000440	Syac.g_02287	Pras.g_01052
OG0000441	Syac.g_02294	Pras.g_01055
OG0000442	Syac.g_02295	Pras.g_01056
OG0000443	Syac.g_02296	Pras.g_01057
OG0000444	Syac.g_02303	Pras.g_01063
OG0000445	Syac.g_02304	Pras.g_01064
OG0000446	Syac.g_02305	Pras.g_01065
OG0000447	Syac.g_02308	Pras.g_01066
OG0000448	Syac.g_02309	Pras.g_01067
OG0000449	Syac.g_02310	Pras.g_01068
OG0000450	Syac.g_02313	Pras.g_01069
OG0000451	Syac.g_02314	Pras.g_01070
OG0000452	Syac.g_02318	Pras.g_01073
OG0000453	Syac.g_02319	Pras.g_01074
OG0000454	Syac.g_02320	Pras.g_01075
OG0000455	Syac.g_02321	Pras.g_01076
OG0000456	Syac.g_02322	Pras.g_01077
OG0000457	Syac.g_02324	Pras.g_01078
OG0000458	Syac.g_02325	Pras.g_01079
OG0000459	Syac.g_02326	Pras.g_01080
OG0000460	Syac.g_01970	Pras.g_01087
OG0000461	Syac.g_02198	Pras.g_01094
OG0000462	Syac.g_02201	Pras.g_01096
OG0000463	Syac.g_02202	Pras.g_01097
OG0000464	Syac.g_02203	Pras.g_01098
OG0000465	Syac.g_02204	Pras.g_01099
OG0000466	Syac.g_02208	Pras.g_01102
OG0000467	Syac.g_02210	Pras.g_01103
OG0000468	Syac.g_02216	Pras.g_01105
OG0000469	Syac.g_02230	Pras.g_01114
OG0000470	Syac.g_02232	Pras.g_01116
OG0000471	Syac.g_02233	Pras.g_01117
OG0000472	Syac.g_02235	Pras.g_01118
OG0000473	Syac.g_02237	Pras.g_01120
OG0000474	Syac.g_02238	Pras.g_01121
OG0000475	Syac.g_02239	Pras.g_01122
OG0000476	Syac.g_02241	Pras.g_01123
OG0000477	Syac.g_02247	Pras.g_01127
OG0000478	Syac.g_02248	Pras.g_01128
OG0000479	Syac.g_02249	Pras.g_01129
OG0000480	Syac.g_00293	Pras.g_01134
OG0000481	Syac.g_00291	Pras.g_01136
OG0000482	Syac.g_00290	Pras.g_01137
OG0000483	Syac.g_00286	Pras.g_01140
OG0000484	Syac.g_00285	Pras.g_01141
OG0000485	Syac.g_00284	Pras.g_01142
OG0000486	Syac.g_00283	Pras.g_01143
OG0000487	Syac.g_00276	Pras.g_01146
OG0000488	Syac.g_00272	Pras.g_01149
OG0000489	Syac.g_00260	Pras.g_01155
OG0000490	Syac.g_00249	Pras.g_01160
OG0000491	Syac.g_00248	Pras.g_01161
OG0000492	Syac.g_00246	Pras.g_01163
OG0000493	Syac.g_00245	Pras.g_01164
OG0000494	Syac.g_00244	Pras.g_01165
OG0000495	Syac.g_00243	Pras.g_01166
OG0000496	Syac.g_00242	Pras.g_01167
OG0000497	Syac.g_00241	Pras.g_01168
OG0000498	Syac.g_00240	Pras.g_01169
OG0000499	Syac.g_00239	Pras.g_01170
OG0000500	Syac.g_00238	Pras.g_01171
OG0000501	Syac.g_00235	Pras.g_01173
OG0000502	Syac.g_00223	Pras.g_01176
OG0000503	Syac.g_02020	Pras.g_01187
OG0000504	Syac.g_02018	Pras.g_01188
OG0000505	Syac.g_02017	Pras.g_01189
OG0000506	Syac.g_02015	Pras.g_01191
OG0000507	Syac.g_02009	Pras.g_01194
OG0000508	Syac.g_02005	Pras.g_01198
OG0000509	Syac.g_02003	Pras.g_01200
OG0000510	Syac.g_02002	Pras.g_01201
OG0000511	Syac.g_02001	Pras.g_01202
OG0000512	Syac.g_01999	Pras.g_01204
OG0000513	Syac.g_01984	Pras.g_01211
OG0000514	Syac.g_01977	Pras.g_01309
OG0000515	Syac.g_01976	Pras.g_01310
OG0000516	Syac.g_00697	Pras.g_01311
OG0000517	Syac.g_00691	Pras.g_01313
OG0000518	Syac.g_00707	Pras.g_01324
OG0000519	Syac.g_00708	Pras.g_01325
OG0000520	Syac.g_00709	Pras.g_01326
OG0000521	Syac.g_01721	Pras.g_01331
OG0000522	Syac.g_01719	Pras.g_01332
OG0000523	Syac.g_01718	Pras.g_01333
OG0000524	Syac.g_01716	Pras.g_01339
OG0000525	Syac.g_01709	Pras.g_01342
OG0000526	Syac.g_01706	Pras.g_01343
OG0000527	Syac.g_01702	Pras.g_01351
OG0000528	Syac.g_01911	Pras.g_01356
OG0000529	Syac.g_01903	Pras.g_01359
OG0000530	Syac.g_01900	Pras.g_01362
OG0000531	Syac.g_01899	Pras.g_01363
OG0000532	Syac.g_01896	Pras.g_01365
OG0000533	Syac.g_01895	Pras.g_01366
OG0000534	Syac.g_01894	Pras.g_01367
OG0000535	Syac.g_01893	Pras.g_01368
OG0000536	Syac.g_01892	Pras.g_01369
OG0000537	Syac.g_01891	Pras.g_01370
OG0000538	Syac.g_01880	Pras.g_01378
OG0000539	Syac.g_01879	Pras.g_01379
OG0000540	Syac.g_01878	Pras.g_01380
OG0000541	Syac.g_01877	Pras.g_01381
OG0000542	Syac.g_01874	Pras.g_01383
OG0000543	Syac.g_01872	Pras.g_01385
OG0000544	Syac.g_01871	Pras.g_01386
OG0000545	Syac.g_01869	Pras.g_01388
OG0000546	Syac.g_01867	Pras.g_01391
OG0000547	Syac.g_01865	Pras.g_01393
OG0000548	Syac.g_01864	Pras.g_01394
OG0000549	Syac.g_01858	Pras.g_01396
OG0000550	Syac.g_01854	Pras.g_01401
OG0000551	Syac.g_01849	Pras.g_01404
OG0000552	Syac.g_01848	Pras.g_01405
OG0000553	Syac.g_01846	Pras.g_01406
OG0000554	Syac.g_01835	Pras.g_01411
OG0000555	Syac.g_01822	Pras.g_01419
OG0000556	Syac.g_01817	Pras.g_01421
OG0000557	Syac.g_01815	Pras.g_01422
OG0000558	Syac.g_01813	Pras.g_01424
OG0000559	Syac.g_01808	Pras.g_01428
OG0000560	Syac.g_01805	Pras.g_01431
OG0000561	Syac.g_01804	Pras.g_01432
OG0000562	Syac.g_01803	Pras.g_01433
OG0000563	Syac.g_01802	Pras.g_01434
OG0000564	Syac.g_01801	Pras.g_01435
OG0000565	Syac.g_01797	Pras.g_01438
OG0000566	Syac.g_01793	Pras.g_01440
OG0000567	Syac.g_01789	Pras.g_01444
OG0000568	Syac.g_01786	Pras.g_01445
OG0000569	Syac.g_01785	Pras.g_01446
OG0000570	Syac.g_01784	Pras.g_01447
OG0000571	Syac.g_01780	Pras.g_01449
OG0000572	Syac.g_01765	Pras.g_01463
OG0000573	Syac.g_01755	Pras.g_01468
OG0000574	Syac.g_01754	Pras.g_01469
OG0000575	Syac.g_01750	Pras.g_01473
OG0000576	Syac.g_01748	Pras.g_01475
OG0000577	Syac.g_01747	Pras.g_01476
OG0000578	Syac.g_01746	Pras.g_01477
OG0000579	Syac.g_01745	Pras.g_01478
OG0000580	Syac.g_01744	Pras.g_01479
OG0000581	Syac.g_01738	Pras.g_01481
OG0000582	Syac.g_00936	Pras.g_01484
OG0000583	Syac.g_00937	Pras.g_01485
OG0000584	Syac.g_00938	Pras.g_01486
OG0000585	Syac.g_00940	Pras.g_01488
OG0000586	Syac.g_00941	Pras.g_01489
OG0000587	Syac.g_00943	Pras.g_01490
OG0000588	Syac.g_00949	Pras.g_01494
OG0000589	Syac.g_00953	Pras.g_01497
OG0000590	Syac.g_00954	Pras.g_01498
