Orthogroup	Syac	Praj
OG0000090	Syac.g_01836	Praj.g_00524
OG0000091	Syac.g_00987	Praj.g_00630
OG0000097	Syac.g_01507	Praj.g_01416
OG0000098	Syac.g_02157	Praj.g_01546
OG0000099	Syac.g_00234	Praj.g_00372
OG0000100	Syac.g_01309	Praj.g_01709
OG0000101	Syac.g_02094	Praj.g_01952
OG0000102	Syac.g_00151	Praj.g_02017
OG0000103	Syac.g_02476	Praj.g_02135
OG0000104	Syac.g_02490	Praj.g_02145
OG0000105	Syac.g_02245	Praj.g_00310
OG0000106	Syac.g_01098	Praj.g_01156, Praj.g_01282
OG0000107	Syac.g_02191	Praj.g_01869
OG0000108	Syac.g_01904	Praj.g_00473
OG0000109	Syac.g_01889	Praj.g_00486
OG0000110	Syac.g_01778	Praj.g_00565
OG0000112	Syac.g_01173	Praj.g_00938
OG0000113	Syac.g_01314	Praj.g_00793, Praj.g_01176
OG0000114	Syac.g_01394	Praj.g_00887
OG0000115	Syac.g_01655	Praj.g_01725
OG0000116	Syac.g_00753	Praj.g_01471
OG0000117	Syac.g_01477	Praj.g_01355
OG0000118	Syac.g_01728	Praj.g_01540
OG0000120	Syac.g_00233	Praj.g_00664
OG0000121	Syac.g_01635	Praj.g_01634
OG0000122	Syac.g_01013	Praj.g_01673
OG0000123	Syac.g_02086	Praj.g_01959
OG0000124	Syac.g_00135	Praj.g_02031
OG0000125	Syac.g_02360	Praj.g_02091
OG0000126	Syac.g_02488	Praj.g_02144
OG0000128	Syac.g_00012	Praj.g_00011
OG0000129	Syac.g_02349	Praj.g_00048
OG0000130	Syac.g_00450	Praj.g_00107
OG0000131	Syac.g_00330	Praj.g_00185
OG0000132	Syac.g_00310	Praj.g_00204
OG0000133	Syac.g_01178	Praj.g_00357
OG0000134	Syac.g_01985	Praj.g_00405
OG0000135	Syac.g_02398	Praj.g_01279
OG0000136	Syac.g_00701	Praj.g_00435
OG0000137	Syac.g_01700	Praj.g_00467
OG0000138	Syac.g_01888	Praj.g_00487
OG0000139	Syac.g_01830	Praj.g_00528
OG0000140	Syac.g_01829	Praj.g_00529
OG0000141	Syac.g_00934	Praj.g_00595
OG0000142	Syac.g_00979	Praj.g_00623
OG0000143	Syac.g_00983	Praj.g_00627
OG0000144	Syac.g_01090	Praj.g_00640
OG0000145	Syac.g_01882	Praj.g_01054
OG0000146	Syac.g_01172	Praj.g_00937
OG0000147	Syac.g_01171	Praj.g_00936
OG0000148	Syac.g_01320	Praj.g_00787
OG0000149	Syac.g_00832	Praj.g_00819
OG0000150	Syac.g_00935	Praj.g_00828
OG0000151	Syac.g_01383	Praj.g_00898
OG0000152	Syac.g_01182	Praj.g_01601, Praj.g_00946
OG0000153	Syac.g_01217	Praj.g_00965
OG0000154	Syac.g_01241	Praj.g_00995
OG0000155	Syac.g_00804	Praj.g_01440
OG0000156	Syac.g_00743	Praj.g_01517
OG0000157	Syac.g_00742	Praj.g_01518
OG0000158	Syac.g_00182	Praj.g_01995
OG0000160	Syac.g_01633	Praj.g_01633
OG0000161	Syac.g_01641	Praj.g_01639
OG0000162	Syac.g_01648	Praj.g_01645
OG0000163	Syac.g_00619	Praj.g_01681
OG0000164	Syac.g_00508	Praj.g_01790
OG0000165	Syac.g_00674	Praj.g_01798
OG0000166	Syac.g_02132	Praj.g_01915
OG0000167	Syac.g_00194	Praj.g_01985
OG0000168	Syac.g_00179	Praj.g_01996
OG0000169	Syac.g_00168	Praj.g_02006
OG0000170	Syac.g_00161	Praj.g_02008
OG0000171	Syac.g_00136	Praj.g_02030
OG0000172	Syac.g_00084	Praj.g_02061
OG0000173	Syac.g_00057	Praj.g_02076
OG0000174	Syac.g_02401	Praj.g_02107
OG0000175	Syac.g_02465	Praj.g_02125
OG0000176	Syac.g_00004	Praj.g_00004
OG0000177	Syac.g_00005	Praj.g_00005
OG0000178	Syac.g_00006	Praj.g_00006
OG0000179	Syac.g_00019	Praj.g_00016
OG0000180	Syac.g_00020	Praj.g_00017
OG0000181	Syac.g_00021	Praj.g_00018
OG0000182	Syac.g_00022	Praj.g_00019
OG0000183	Syac.g_00026	Praj.g_00023
OG0000184	Syac.g_02339	Praj.g_00050
OG0000185	Syac.g_02336	Praj.g_00053
OG0000186	Syac.g_00454	Praj.g_00102
OG0000187	Syac.g_00453	Praj.g_00103
OG0000188	Syac.g_00433	Praj.g_00120
OG0000189	Syac.g_00408	Praj.g_00134
OG0000190	Syac.g_00406	Praj.g_00135
OG0000191	Syac.g_00373	Praj.g_00158
OG0000192	Syac.g_00368	Praj.g_00162
OG0000193	Syac.g_00329	Praj.g_00186
OG0000194	Syac.g_00326	Praj.g_00189
OG0000195	Syac.g_00324	Praj.g_00191
OG0000196	Syac.g_00313	Praj.g_00201
OG0000197	Syac.g_00312	Praj.g_00202
OG0000198	Syac.g_00311	Praj.g_00203
OG0000199	Syac.g_00303	Praj.g_00210
OG0000200	Syac.g_02261	Praj.g_00223
OG0000202	Syac.g_02279	Praj.g_00233
OG0000203	Syac.g_02280	Praj.g_00234
OG0000204	Syac.g_02281	Praj.g_00235
OG0000205	Syac.g_02288	Praj.g_00242
OG0000206	Syac.g_02297	Praj.g_00246
OG0000207	Syac.g_02300	Praj.g_00248
OG0000208	Syac.g_02301	Praj.g_00249
OG0000209	Syac.g_02316	Praj.g_00258
OG0000210	Syac.g_02317	Praj.g_00259
OG0000212	Syac.g_01963	Praj.g_00281
OG0000213	Syac.g_02219	Praj.g_00296
OG0000214	Syac.g_02236	Praj.g_00304
OG0000215	Syac.g_00281	Praj.g_00328
OG0000216	Syac.g_00277	Praj.g_00329
OG0000217	Syac.g_00273	Praj.g_00332
OG0000218	Syac.g_00271	Praj.g_00334
OG0000219	Syac.g_00270	Praj.g_00335
OG0000220	Syac.g_00269	Praj.g_00336
OG0000221	Syac.g_00261	Praj.g_00337
OG0000222	Syac.g_00247	Praj.g_00345
OG0000223	Syac.g_00225	Praj.g_00358
OG0000224	Syac.g_00217	Praj.g_00360
OG0000225	Syac.g_02004	Praj.g_00391
OG0000226	Syac.g_02000	Praj.g_00395
OG0000227	Syac.g_01998	Praj.g_00397
OG0000228	Syac.g_01989	Praj.g_00402
OG0000229	Syac.g_00692	Praj.g_00430
OG0000230	Syac.g_00694	Praj.g_00432
OG0000231	Syac.g_00710	Praj.g_00443
OG0000232	Syac.g_01717	Praj.g_00451
OG0000233	Syac.g_01713	Praj.g_00459
OG0000234	Syac.g_01699	Praj.g_00468
OG0000235	Syac.g_01905	Praj.g_00472
OG0000236	Syac.g_01890	Praj.g_00485
OG0000237	Syac.g_01873	Praj.g_00498
OG0000238	Syac.g_01868	Praj.g_00504
OG0000239	Syac.g_01852	Praj.g_00516
OG0000240	Syac.g_01851	Praj.g_00517
OG0000241	Syac.g_00970	Praj.g_00521
OG0000242	Syac.g_01839	Praj.g_00523
OG0000243	Syac.g_01821	Praj.g_00534
OG0000244	Syac.g_01814	Praj.g_00537
OG0000245	Syac.g_01811	Praj.g_00539
OG0000246	Syac.g_01807	Praj.g_00543
OG0000247	Syac.g_01795	Praj.g_00553
OG0000248	Syac.g_01792	Praj.g_00555
OG0000249	Syac.g_01790	Praj.g_00557
OG0000250	Syac.g_01782	Praj.g_00562
OG0000251	Syac.g_01757	Praj.g_00578
OG0000252	Syac.g_01753	Praj.g_00580
OG0000253	Syac.g_01752	Praj.g_00582
OG0000254	Syac.g_00939	Praj.g_00599
OG0000255	Syac.g_00947	Praj.g_00605
OG0000256	Syac.g_00963	Praj.g_00615
OG0000257	Syac.g_00969	Praj.g_00618
OG0000258	Syac.g_00988	Praj.g_00631
OG0000259	Syac.g_01425	Praj.g_00648
OG0000260	Syac.g_01422	Praj.g_00651
OG0000261	Syac.g_01418	Praj.g_00654
OG0000262	Syac.g_01413	Praj.g_00659
OG0000263	Syac.g_01497	Praj.g_00673
OG0000264	Syac.g_00915	Praj.g_00684
OG0000265	Syac.g_00673	Praj.g_00698
OG0000266	Syac.g_01271	Praj.g_00708
OG0000267	Syac.g_01131	Praj.g_00721
OG0000268	Syac.g_01132	Praj.g_00722
OG0000269	Syac.g_01346	Praj.g_00764
OG0000270	Syac.g_01343	Praj.g_00767
OG0000271	Syac.g_01335	Praj.g_00775
OG0000272	Syac.g_01334	Praj.g_00776
OG0000273	Syac.g_00854	Praj.g_00801
OG0000274	Syac.g_00853	Praj.g_00802
OG0000275	Syac.g_00848	Praj.g_00804
OG0000276	Syac.g_00840	Praj.g_00810
OG0000277	Syac.g_00839	Praj.g_00811
OG0000278	Syac.g_00836	Praj.g_00815
OG0000279	Syac.g_00828	Praj.g_00822
OG0000280	Syac.g_00814	Praj.g_01326
OG0000281	Syac.g_02158	Praj.g_00829
OG0000282	Syac.g_01392	Praj.g_00889
OG0000283	Syac.g_01142	Praj.g_00920
OG0000284	Syac.g_01148	Praj.g_00925
OG0000285	Syac.g_01160	Praj.g_00930
OG0000286	Syac.g_01181	Praj.g_00945
OG0000287	Syac.g_01692, Syac.g_01209	Praj.g_00085
OG0000288	Syac.g_01240	Praj.g_00994
OG0000289	Syac.g_01254	Praj.g_01005
OG0000290	Syac.g_00881	Praj.g_01021
OG0000291	Syac.g_00883	Praj.g_01023
OG0000292	Syac.g_02487	Praj.g_01196
OG0000293	Syac.g_00754	Praj.g_01470
OG0000294	Syac.g_00755	Praj.g_01469
OG0000295	Syac.g_00796	Praj.g_01447
OG0000296	Syac.g_00798	Praj.g_01445
OG0000297	Syac.g_01475	Praj.g_01437
OG0000298	Syac.g_01476	Praj.g_01436
OG0000299	Syac.g_01503	Praj.g_01417
OG0000300	Syac.g_01510	Praj.g_01414
OG0000301	Syac.g_01511	Praj.g_01413
OG0000302	Syac.g_01512	Praj.g_01410
OG0000303	Syac.g_01520	Praj.g_01405
OG0000304	Syac.g_01526	Praj.g_01402
OG0000305	Syac.g_00886	Praj.g_01734
OG0000306	Syac.g_00810	Praj.g_00833
OG0000307	Syac.g_01924	Praj.g_01584
OG0000308	Syac.g_01926	Praj.g_01585
OG0000309	Syac.g_01931	Praj.g_01589
OG0000310	Syac.g_01607	Praj.g_01616
OG0000311	Syac.g_01611	Praj.g_01618
OG0000312	Syac.g_01619	Praj.g_01621
OG0000313	Syac.g_01638	Praj.g_01636
OG0000314	Syac.g_01665	Praj.g_01657
OG0000315	Syac.g_01675	Praj.g_01667
OG0000316	Syac.g_00601	Praj.g_01692
OG0000317	Syac.g_00552	Praj.g_01766
OG0000318	Syac.g_00543	Praj.g_01769
OG0000319	Syac.g_00525	Praj.g_01780
OG0000320	Syac.g_00523	Praj.g_01782
OG0000321	Syac.g_00522	Praj.g_01783
OG0000322	Syac.g_00521	Praj.g_01784
OG0000323	Syac.g_00506	Praj.g_01793
OG0000324	Syac.g_00648	Praj.g_01820
OG0000325	Syac.g_02190	Praj.g_01870
OG0000326	Syac.g_02183	Praj.g_01876
OG0000327	Syac.g_02137	Praj.g_01910
OG0000328	Syac.g_02136	Praj.g_01911
OG0000329	Syac.g_02119	Praj.g_01928
OG0000330	Syac.g_02118	Praj.g_01929
OG0000331	Syac.g_02117	Praj.g_01930
OG0000332	Syac.g_02103	Praj.g_01944
OG0000333	Syac.g_02100	Praj.g_01946
OG0000334	Syac.g_02090	Praj.g_01955
OG0000335	Syac.g_02085	Praj.g_01960
OG0000336	Syac.g_02081	Praj.g_01964
OG0000337	Syac.g_00199	Praj.g_01982
OG0000338	Syac.g_00196	Praj.g_01983
OG0000339	Syac.g_00190	Praj.g_01988
OG0000340	Syac.g_00178	Praj.g_01997
OG0000341	Syac.g_00176	Praj.g_01999
OG0000342	Syac.g_00175	Praj.g_02000
OG0000343	Syac.g_00174	Praj.g_02001
OG0000344	Syac.g_00170	Praj.g_02004
OG0000345	Syac.g_00160	Praj.g_02009
OG0000346	Syac.g_00155	Praj.g_02013
OG0000347	Syac.g_00129	Praj.g_02034
OG0000348	Syac.g_00070, Syac.g_00074	Praj.g_02064
OG0000349	Syac.g_00050	Praj.g_02082
OG0000350	Syac.g_02176	Praj.g_02103
OG0000351	Syac.g_02468	Praj.g_02128
OG0000352	Syac.g_02469	Praj.g_02129
OG0000353	Syac.g_02493	Praj.g_02148
OG0000355	Syac.g_00001	Praj.g_00001
OG0000356	Syac.g_00002	Praj.g_00002
OG0000357	Syac.g_00003	Praj.g_00003
OG0000358	Syac.g_00007	Praj.g_00007
OG0000359	Syac.g_00009	Praj.g_00008
OG0000360	Syac.g_00010	Praj.g_00009
OG0000361	Syac.g_00011	Praj.g_00010
OG0000362	Syac.g_00013	Praj.g_00012
OG0000363	Syac.g_00015	Praj.g_00014
OG0000364	Syac.g_00016	Praj.g_00015
OG0000365	Syac.g_00023	Praj.g_00020
OG0000366	Syac.g_00024	Praj.g_00021
OG0000367	Syac.g_00025	Praj.g_00022
OG0000368	Syac.g_00027	Praj.g_00024
OG0000369	Syac.g_00028	Praj.g_00025
OG0000370	Syac.g_00029	Praj.g_00026
OG0000371	Syac.g_00036	Praj.g_00032
OG0000372	Syac.g_00041	Praj.g_00034
OG0000373	Syac.g_00042	Praj.g_00035
OG0000374	Syac.g_00043	Praj.g_00036
OG0000375	Syac.g_00046	Praj.g_00044
OG0000376	Syac.g_00048	Praj.g_00046
OG0000377	Syac.g_02346	Praj.g_00049
OG0000378	Syac.g_02338	Praj.g_00051
OG0000379	Syac.g_02335	Praj.g_00054
OG0000380	Syac.g_00452	Praj.g_00104
OG0000381	Syac.g_00449	Praj.g_00108
OG0000382	Syac.g_00434	Praj.g_00119
OG0000383	Syac.g_00432	Praj.g_00121
OG0000384	Syac.g_00431	Praj.g_00122
OG0000385	Syac.g_00430	Praj.g_00123
OG0000386	Syac.g_00429	Praj.g_00124
OG0000387	Syac.g_00404	Praj.g_00137
OG0000388	Syac.g_00401	Praj.g_00141
OG0000389	Syac.g_00397	Praj.g_00144
OG0000390	Syac.g_00379	Praj.g_00153
OG0000391	Syac.g_00374	Praj.g_00157
OG0000392	Syac.g_00369	Praj.g_00160
OG0000393	Syac.g_00366	Praj.g_00163
OG0000394	Syac.g_00365	Praj.g_00164
OG0000395	Syac.g_00364	Praj.g_00165
OG0000396	Syac.g_00361	Praj.g_00168
OG0000397	Syac.g_00359	Praj.g_00170
OG0000398	Syac.g_00354	Praj.g_00173
OG0000399	Syac.g_00353	Praj.g_00174
OG0000400	Syac.g_00352	Praj.g_00175
OG0000401	Syac.g_00351	Praj.g_00176
OG0000402	Syac.g_00348	Praj.g_01057
OG0000403	Syac.g_00347	Praj.g_00177
OG0000404	Syac.g_00345	Praj.g_00178
OG0000405	Syac.g_00332	Praj.g_00183
OG0000406	Syac.g_00328	Praj.g_00187
OG0000407	Syac.g_00327	Praj.g_00188
OG0000408	Syac.g_00325	Praj.g_00190
OG0000409	Syac.g_00323	Praj.g_00192
OG0000410	Syac.g_00322	Praj.g_00193
OG0000411	Syac.g_00321	Praj.g_00194
OG0000412	Syac.g_00320	Praj.g_00195
OG0000413	Syac.g_00318	Praj.g_00196
OG0000414	Syac.g_00317	Praj.g_00197
OG0000415	Syac.g_00316	Praj.g_00198
OG0000416	Syac.g_00315	Praj.g_00199
OG0000417	Syac.g_00314	Praj.g_00200
OG0000418	Syac.g_00309	Praj.g_00205
OG0000419	Syac.g_00307	Praj.g_00207
OG0000420	Syac.g_00305	Praj.g_00208
OG0000421	Syac.g_00300	Praj.g_00212
OG0000422	Syac.g_00299	Praj.g_00213
OG0000423	Syac.g_00298	Praj.g_00214
OG0000424	Syac.g_00297	Praj.g_00215
OG0000425	Syac.g_00296	Praj.g_00216
OG0000426	Syac.g_00295	Praj.g_00217
OG0000427	Syac.g_00294	Praj.g_00218
OG0000428	Syac.g_02257	Praj.g_00220
OG0000429	Syac.g_02259	Praj.g_00221
OG0000430	Syac.g_02260	Praj.g_00222
OG0000431	Syac.g_02264	Praj.g_00224
OG0000432	Syac.g_02270	Praj.g_00228
OG0000433	Syac.g_02272	Praj.g_00229
OG0000434	Syac.g_02273	Praj.g_00230
OG0000435	Syac.g_02277	Praj.g_00231
OG0000436	Syac.g_02282	Praj.g_00236
OG0000437	Syac.g_02283	Praj.g_00237
OG0000438	Syac.g_02284	Praj.g_00238
OG0000439	Syac.g_02286	Praj.g_00240
OG0000440	Syac.g_02287	Praj.g_00241
OG0000441	Syac.g_02294	Praj.g_00243
OG0000442	Syac.g_02295	Praj.g_00244
OG0000443	Syac.g_02296	Praj.g_00245
OG0000444	Syac.g_02303	Praj.g_00250
OG0000445	Syac.g_02304	Praj.g_00251
OG0000446	Syac.g_02305	Praj.g_00252
OG0000447	Syac.g_02308	Praj.g_00253
OG0000448	Syac.g_02309	Praj.g_00254
OG0000449	Syac.g_02310	Praj.g_00255
OG0000450	Syac.g_02313	Praj.g_00256
OG0000451	Syac.g_02314	Praj.g_00257
OG0000452	Syac.g_02318	Praj.g_00260
OG0000453	Syac.g_02319	Praj.g_00261
OG0000454	Syac.g_02320	Praj.g_00262
OG0000455	Syac.g_02321	Praj.g_00263
OG0000456	Syac.g_02322	Praj.g_00264
OG0000457	Syac.g_02324	Praj.g_00265
OG0000458	Syac.g_02325	Praj.g_00266
OG0000459	Syac.g_02326	Praj.g_00267
OG0000460	Syac.g_01970	Praj.g_00275
OG0000461	Syac.g_02198	Praj.g_00283
OG0000462	Syac.g_02201	Praj.g_00285
OG0000463	Syac.g_02202	Praj.g_00286
OG0000464	Syac.g_02203	Praj.g_00287
OG0000465	Syac.g_02204	Praj.g_00288
OG0000466	Syac.g_02208	Praj.g_00289
OG0000467	Syac.g_02210	Praj.g_00290
OG0000468	Syac.g_02216	Praj.g_00292
OG0000469	Syac.g_02230	Praj.g_00299
OG0000470	Syac.g_02232	Praj.g_00301
OG0000471	Syac.g_02233	Praj.g_00302
OG0000472	Syac.g_02235	Praj.g_00303
OG0000473	Syac.g_02237	Praj.g_00305
OG0000474	Syac.g_02238	Praj.g_00306
OG0000475	Syac.g_02239	Praj.g_00307
OG0000476	Syac.g_02241	Praj.g_00309
OG0000477	Syac.g_02247	Praj.g_00311
OG0000478	Syac.g_02248	Praj.g_00312
OG0000479	Syac.g_02249	Praj.g_00313
OG0000480	Syac.g_00293	Praj.g_00318
OG0000481	Syac.g_00291	Praj.g_00320
OG0000482	Syac.g_00290	Praj.g_00321
OG0000483	Syac.g_00286	Praj.g_00324
OG0000484	Syac.g_00285	Praj.g_00325
OG0000485	Syac.g_00284	Praj.g_00326
OG0000486	Syac.g_00283	Praj.g_00327
OG0000487	Syac.g_00276	Praj.g_00330
OG0000488	Syac.g_00272	Praj.g_00333
OG0000489	Syac.g_00260	Praj.g_00338
OG0000490	Syac.g_00249	Praj.g_00343
OG0000491	Syac.g_00248	Praj.g_00344
OG0000492	Syac.g_00246	Praj.g_00346
OG0000493	Syac.g_00245	Praj.g_00347
OG0000494	Syac.g_00244	Praj.g_00348
OG0000495	Syac.g_00243	Praj.g_00349
OG0000496	Syac.g_00242	Praj.g_00350
OG0000497	Syac.g_00241	Praj.g_00351
OG0000498	Syac.g_00240	Praj.g_00352
OG0000499	Syac.g_00239	Praj.g_00353
OG0000500	Syac.g_00238	Praj.g_00354
OG0000501	Syac.g_00235	Praj.g_00356
OG0000502	Syac.g_00223	Praj.g_00359
OG0000503	Syac.g_02020	Praj.g_00380
OG0000504	Syac.g_02018	Praj.g_00382
OG0000505	Syac.g_02017	Praj.g_00383
OG0000506	Syac.g_02015	Praj.g_00384
OG0000507	Syac.g_02009	Praj.g_00387
OG0000508	Syac.g_02005	Praj.g_00390
OG0000509	Syac.g_02003	Praj.g_00392
OG0000510	Syac.g_02002	Praj.g_00393
OG0000511	Syac.g_02001	Praj.g_00394
OG0000512	Syac.g_01999	Praj.g_00396
OG0000513	Syac.g_01984	Praj.g_00406
OG0000514	Syac.g_01977	Praj.g_00425
OG0000515	Syac.g_01976	Praj.g_00426
OG0000516	Syac.g_00697	Praj.g_00427
OG0000517	Syac.g_00691	Praj.g_00429
OG0000518	Syac.g_00707	Praj.g_00440
OG0000519	Syac.g_00708	Praj.g_00441
OG0000520	Syac.g_00709	Praj.g_00442
OG0000521	Syac.g_01721	Praj.g_00447
OG0000522	Syac.g_01719	Praj.g_00449
OG0000523	Syac.g_01718	Praj.g_00450
OG0000524	Syac.g_01716	Praj.g_00457
OG0000525	Syac.g_01709	Praj.g_00461
OG0000526	Syac.g_01706	Praj.g_00462
OG0000527	Syac.g_01702	Praj.g_00465
OG0000528	Syac.g_01911	Praj.g_00471
OG0000529	Syac.g_01903	Praj.g_00474
OG0000530	Syac.g_01900	Praj.g_00477
OG0000531	Syac.g_01899	Praj.g_00478
OG0000532	Syac.g_01896	Praj.g_00479
OG0000533	Syac.g_01895	Praj.g_00480
OG0000534	Syac.g_01894	Praj.g_00481
OG0000535	Syac.g_01893	Praj.g_00482
OG0000536	Syac.g_01892	Praj.g_00483
OG0000537	Syac.g_01891	Praj.g_00484
OG0000538	Syac.g_01880	Praj.g_00492
OG0000539	Syac.g_01879	Praj.g_00493
OG0000540	Syac.g_01878	Praj.g_00494
OG0000541	Syac.g_01877	Praj.g_00495
OG0000542	Syac.g_01874	Praj.g_00497
OG0000543	Syac.g_01872	Praj.g_00499
OG0000544	Syac.g_01871	Praj.g_00500
OG0000545	Syac.g_01869	Praj.g_00502
OG0000546	Syac.g_01867	Praj.g_00505
OG0000547	Syac.g_01865	Praj.g_00507
OG0000548	Syac.g_01864	Praj.g_00508
OG0000549	Syac.g_01858	Praj.g_00511
OG0000550	Syac.g_01854	Praj.g_00515
OG0000551	Syac.g_01849	Praj.g_00518
OG0000552	Syac.g_01848	Praj.g_00519
OG0000553	Syac.g_01846	Praj.g_00520
OG0000554	Syac.g_01835	Praj.g_00525
OG0000555	Syac.g_01822	Praj.g_00533
OG0000556	Syac.g_01817	Praj.g_00535
OG0000557	Syac.g_01815	Praj.g_00536
OG0000558	Syac.g_01813	Praj.g_00538
OG0000559	Syac.g_01808	Praj.g_00542
OG0000560	Syac.g_01805	Praj.g_00545
OG0000561	Syac.g_01804	Praj.g_00546
OG0000562	Syac.g_01803	Praj.g_00547
OG0000563	Syac.g_01802	Praj.g_00548
OG0000564	Syac.g_01801	Praj.g_00549
OG0000565	Syac.g_01797	Praj.g_00552
OG0000566	Syac.g_01793	Praj.g_00554
OG0000567	Syac.g_01789	Praj.g_00558
OG0000568	Syac.g_01786	Praj.g_00559
OG0000569	Syac.g_01785	Praj.g_00560
OG0000570	Syac.g_01784	Praj.g_00561
OG0000571	Syac.g_01780	Praj.g_00563
OG0000572	Syac.g_01765	Praj.g_00574
OG0000573	Syac.g_01755	Praj.g_00579
OG0000574	Syac.g_01754	Praj.g_00581
OG0000575	Syac.g_01750	Praj.g_00584
OG0000576	Syac.g_01748	Praj.g_00586
OG0000577	Syac.g_01747	Praj.g_00587
OG0000578	Syac.g_01746	Praj.g_00588
OG0000579	Syac.g_01745	Praj.g_00589
OG0000580	Syac.g_01744	Praj.g_00590
OG0000581	Syac.g_01738	Praj.g_00593
OG0000582	Syac.g_00936	Praj.g_00596
OG0000583	Syac.g_00937	Praj.g_00597
OG0000584	Syac.g_00938	Praj.g_00598
OG0000585	Syac.g_00940	Praj.g_00600
OG0000586	Syac.g_00941	Praj.g_00601
OG0000587	Syac.g_00943	Praj.g_00602
OG0000588	Syac.g_00949	Praj.g_00606
OG0000589	Syac.g_00953	Praj.g_00609
OG0000590	Syac.g_00954	Praj.g_00610
OG0000591	Syac.g_00961	Praj.g_00613
OG0000592	Syac.g_00962	Praj.g_00614
