Orthogroup	Syac	Prbh
OG0000077	Syac.g_00439	Prbh.g_00704
OG0000079	Syac.g_02211	Prbh.g_00527
OG0000081	Syac.g_01954	Prbh.g_00298
OG0000082	Syac.g_01766	Prbh.g_01855
OG0000084	Syac.g_01627	Prbh.g_00093
OG0000085	Syac.g_00560	Prbh.g_01408
OG0000086	Syac.g_00423	Prbh.g_00695
OG0000087	Syac.g_00343	Prbh.g_00642
OG0000088	Syac.g_00308	Prbh.g_00616
OG0000089	Syac.g_01988, Syac.g_01543	Prbh.g_00415
OG0000090	Syac.g_01836	Prbh.g_00296
OG0000091	Syac.g_00987	Prbh.g_01211
OG0000097	Syac.g_01507	Prbh.g_01236
OG0000098	Syac.g_02157	Prbh.g_01935
OG0000099	Syac.g_00234	Prbh.g_00032
OG0000100	Syac.g_01309	Prbh.g_00179
OG0000101	Syac.g_02094	Prbh.g_01644
OG0000102	Syac.g_00151	Prbh.g_01576
OG0000103	Syac.g_02476	Prbh.g_01489
OG0000104	Syac.g_02490	Prbh.g_01480
OG0000105	Syac.g_02245	Prbh.g_00505
OG0000106	Syac.g_01098	Prbh.g_00821
OG0000107	Syac.g_02191	Prbh.g_01718
OG0000108	Syac.g_01904	Prbh.g_00351
OG0000109	Syac.g_01889	Prbh.g_00337
OG0000110	Syac.g_01778	Prbh.g_00254
OG0000112	Syac.g_01173	Prbh.g_01078
OG0000113	Syac.g_01314	Prbh.g_00976
OG0000114	Syac.g_01394	Prbh.g_00878
OG0000115	Syac.g_01655	Prbh.g_01344
OG0000116	Syac.g_00753	Prbh.g_01294
OG0000117	Syac.g_01477	Prbh.g_01255
OG0000118	Syac.g_01728	Prbh.g_01385
OG0000120	Syac.g_00233	Prbh.g_00031
OG0000121	Syac.g_01635	Prbh.g_00101
OG0000122	Syac.g_01013	Prbh.g_01347, Prbh.g_00143
OG0000123	Syac.g_02086	Prbh.g_01637
OG0000124	Syac.g_00135	Prbh.g_01564
OG0000125	Syac.g_02360	Prbh.g_01528
OG0000126	Syac.g_02488	Prbh.g_01481
OG0000128	Syac.g_00012	Prbh.g_01953
OG0000129	Syac.g_02349	Prbh.g_00738
OG0000130	Syac.g_00450	Prbh.g_00713
OG0000131	Syac.g_00330	Prbh.g_00637
OG0000132	Syac.g_00310	Prbh.g_00618
OG0000133	Syac.g_01178	Prbh.g_00457
OG0000134	Syac.g_01985	Prbh.g_00413
OG0000135	Syac.g_02398	Prbh.g_01825
OG0000136	Syac.g_00701	Prbh.g_00391
OG0000137	Syac.g_01700	Prbh.g_00356
OG0000138	Syac.g_01888	Prbh.g_00336
OG0000139	Syac.g_01830	Prbh.g_00292
OG0000140	Syac.g_01829	Prbh.g_00291
OG0000141	Syac.g_00934	Prbh.g_00222
OG0000142	Syac.g_00979	Prbh.g_01218
OG0000143	Syac.g_00983	Prbh.g_01215
OG0000144	Syac.g_01090	Prbh.g_01201
OG0000145	Syac.g_01882	Prbh.g_01880
OG0000146	Syac.g_01172	Prbh.g_01077
OG0000147	Syac.g_01171	Prbh.g_01076
OG0000148	Syac.g_01320	Prbh.g_00970
OG0000149	Syac.g_00832	Prbh.g_01002
OG0000150	Syac.g_00935	Prbh.g_01012
OG0000151	Syac.g_01383	Prbh.g_00888
OG0000152	Syac.g_01182	Prbh.g_01086
OG0000153	Syac.g_01217	Prbh.g_01104
OG0000154	Syac.g_01241	Prbh.g_01121
OG0000155	Syac.g_00804	Prbh.g_01261
OG0000156	Syac.g_00743	Prbh.g_01362
OG0000157	Syac.g_00742	Prbh.g_01363
OG0000158	Syac.g_00182	Prbh.g_01599
OG0000160	Syac.g_01633	Prbh.g_00100
OG0000161	Syac.g_01641	Prbh.g_01288, Prbh.g_00106
OG0000162	Syac.g_01648	Prbh.g_00112
OG0000163	Syac.g_00619	Prbh.g_00151
OG0000164	Syac.g_00508	Prbh.g_01758
OG0000165	Syac.g_00674	Prbh.g_01750
OG0000166	Syac.g_02132	Prbh.g_01681
OG0000167	Syac.g_00194	Prbh.g_01609
OG0000168	Syac.g_00179	Prbh.g_01598
OG0000169	Syac.g_00168	Prbh.g_01588
OG0000170	Syac.g_00161	Prbh.g_01585
OG0000171	Syac.g_00136	Prbh.g_01565
OG0000172	Syac.g_00084	Prbh.g_01558
OG0000173	Syac.g_00057	Prbh.g_01543
OG0000174	Syac.g_02401	Prbh.g_01512
OG0000175	Syac.g_02465	Prbh.g_01500
OG0000176	Syac.g_00004	Prbh.g_01472
OG0000177	Syac.g_00005	Prbh.g_01471
OG0000178	Syac.g_00006	Prbh.g_01470
OG0000179	Syac.g_00019	Prbh.g_00764
OG0000180	Syac.g_00020	Prbh.g_00763
OG0000181	Syac.g_00021	Prbh.g_00762
OG0000182	Syac.g_00022	Prbh.g_00761
OG0000183	Syac.g_00026	Prbh.g_00757
OG0000184	Syac.g_02339	Prbh.g_00734
OG0000185	Syac.g_02336	Prbh.g_00731
OG0000186	Syac.g_00454	Prbh.g_00719
OG0000187	Syac.g_00453	Prbh.g_00718
OG0000188	Syac.g_00433	Prbh.g_00701
OG0000189	Syac.g_00408	Prbh.g_00687
OG0000190	Syac.g_00406	Prbh.g_00686
OG0000191	Syac.g_00373	Prbh.g_00664
OG0000192	Syac.g_00368	Prbh.g_00659
OG0000193	Syac.g_00329	Prbh.g_00636
OG0000194	Syac.g_00326	Prbh.g_00633
OG0000195	Syac.g_00324	Prbh.g_00631
OG0000196	Syac.g_00313	Prbh.g_00621
OG0000197	Syac.g_00312	Prbh.g_00620
OG0000198	Syac.g_00311	Prbh.g_00619
OG0000199	Syac.g_00303	Prbh.g_00612
OG0000200	Syac.g_02261	Prbh.g_00599
OG0000202	Syac.g_02279	Prbh.g_00589
OG0000203	Syac.g_02280	Prbh.g_00588
OG0000204	Syac.g_02281	Prbh.g_00587
OG0000205	Syac.g_02288	Prbh.g_00580
OG0000206	Syac.g_02297	Prbh.g_00575
OG0000207	Syac.g_02300	Prbh.g_00573
OG0000208	Syac.g_02301	Prbh.g_00572
OG0000209	Syac.g_02316	Prbh.g_00563
OG0000210	Syac.g_02317	Prbh.g_00562
OG0000211	Syac.g_01972	Prbh.g_00547
OG0000212	Syac.g_01963	Prbh.g_00539
OG0000213	Syac.g_02219	Prbh.g_00521
OG0000214	Syac.g_02236	Prbh.g_00512
OG0000215	Syac.g_00281	Prbh.g_00485
OG0000216	Syac.g_00277	Prbh.g_00484
OG0000217	Syac.g_00273	Prbh.g_00481
OG0000218	Syac.g_00271	Prbh.g_00479
OG0000219	Syac.g_00270	Prbh.g_00478
OG0000220	Syac.g_00269	Prbh.g_00477
OG0000221	Syac.g_00261	Prbh.g_00476
OG0000222	Syac.g_00247	Prbh.g_00469
OG0000223	Syac.g_00225	Prbh.g_00456
OG0000224	Syac.g_00217	Prbh.g_00454
OG0000225	Syac.g_02004	Prbh.g_00426
OG0000226	Syac.g_02000	Prbh.g_00422
OG0000227	Syac.g_01998	Prbh.g_00420
OG0000228	Syac.g_01989	Prbh.g_00416
OG0000229	Syac.g_00692	Prbh.g_00396
OG0000230	Syac.g_00694	Prbh.g_00394
OG0000231	Syac.g_00710	Prbh.g_00383
OG0000232	Syac.g_01717	Prbh.g_00370
OG0000233	Syac.g_01713	Prbh.g_00365
OG0000234	Syac.g_01699	Prbh.g_00355
OG0000235	Syac.g_01905	Prbh.g_00352
OG0000236	Syac.g_01890	Prbh.g_00338
OG0000237	Syac.g_01873	Prbh.g_00324
OG0000238	Syac.g_01868	Prbh.g_00318
OG0000239	Syac.g_01852	Prbh.g_00305
OG0000240	Syac.g_01851	Prbh.g_00304
OG0000241	Syac.g_00970	Prbh.g_00299
OG0000242	Syac.g_01839	Prbh.g_00297
OG0000243	Syac.g_01821	Prbh.g_00287
OG0000244	Syac.g_01814	Prbh.g_00284
OG0000245	Syac.g_01811	Prbh.g_00282
OG0000246	Syac.g_01807	Prbh.g_00278
OG0000247	Syac.g_01795	Prbh.g_00267
OG0000248	Syac.g_01792	Prbh.g_00264
OG0000249	Syac.g_01790	Prbh.g_00262
OG0000250	Syac.g_01782	Prbh.g_00257
OG0000251	Syac.g_01757	Prbh.g_00239
OG0000252	Syac.g_01753	Prbh.g_00236
OG0000253	Syac.g_01752	Prbh.g_00235
OG0000254	Syac.g_00939	Prbh.g_00218
OG0000255	Syac.g_00947	Prbh.g_00212
OG0000256	Syac.g_00963	Prbh.g_01455
OG0000257	Syac.g_00969	Prbh.g_01223
OG0000258	Syac.g_00988	Prbh.g_01210
OG0000259	Syac.g_01425	Prbh.g_01193
OG0000260	Syac.g_01422	Prbh.g_01190
OG0000261	Syac.g_01418	Prbh.g_01187
OG0000262	Syac.g_01413	Prbh.g_01182
OG0000263	Syac.g_01497	Prbh.g_00915
OG0000264	Syac.g_00915	Prbh.g_00926
OG0000265	Syac.g_00673	Prbh.g_00945
OG0000266	Syac.g_01271	Prbh.g_01163
OG0000267	Syac.g_01131	Prbh.g_01150
OG0000268	Syac.g_01132	Prbh.g_01149
OG0000269	Syac.g_01346	Prbh.g_00948
OG0000270	Syac.g_01343	Prbh.g_00951
OG0000271	Syac.g_01335	Prbh.g_00959
OG0000272	Syac.g_01334	Prbh.g_00960
OG0000273	Syac.g_00854	Prbh.g_00983
OG0000274	Syac.g_00853	Prbh.g_00984
OG0000275	Syac.g_00848	Prbh.g_00987
OG0000276	Syac.g_00840	Prbh.g_00993
OG0000277	Syac.g_00839	Prbh.g_00994
OG0000278	Syac.g_00836	Prbh.g_00997
OG0000279	Syac.g_00828	Prbh.g_01005
OG0000280	Syac.g_00814	Prbh.g_01006
OG0000281	Syac.g_02158	Prbh.g_01013
OG0000282	Syac.g_01392	Prbh.g_00880
OG0000283	Syac.g_01142	Prbh.g_01059
OG0000284	Syac.g_01148	Prbh.g_01064
OG0000285	Syac.g_01160	Prbh.g_01069
OG0000286	Syac.g_01181	Prbh.g_01085
OG0000287	Syac.g_01692, Syac.g_01209	Prbh.g_01342
OG0000288	Syac.g_01240	Prbh.g_01120
OG0000289	Syac.g_01254	Prbh.g_01135
OG0000290	Syac.g_00881	Prbh.g_01034
OG0000291	Syac.g_00883	Prbh.g_01032
OG0000292	Syac.g_02487	Prbh.g_01328
OG0000293	Syac.g_00754	Prbh.g_01293
OG0000294	Syac.g_00755	Prbh.g_01292
OG0000295	Syac.g_00796	Prbh.g_01268
OG0000296	Syac.g_00798	Prbh.g_01266
OG0000297	Syac.g_01475	Prbh.g_01257
OG0000298	Syac.g_01476	Prbh.g_01256
OG0000299	Syac.g_01503	Prbh.g_01237
OG0000300	Syac.g_01510	Prbh.g_01234
OG0000301	Syac.g_01511	Prbh.g_01233
OG0000302	Syac.g_01512	Prbh.g_01231
OG0000303	Syac.g_01520	Prbh.g_01225
OG0000304	Syac.g_01526	Prbh.g_01450
OG0000305	Syac.g_00886	Prbh.g_01326
OG0000306	Syac.g_00810	Prbh.g_01017
OG0000307	Syac.g_01924	Prbh.g_00019
OG0000308	Syac.g_01926	Prbh.g_00020
OG0000309	Syac.g_01931	Prbh.g_00024
OG0000310	Syac.g_01607	Prbh.g_00082
OG0000311	Syac.g_01611	Prbh.g_00084
OG0000312	Syac.g_01619	Prbh.g_00087
OG0000313	Syac.g_01638	Prbh.g_00103
OG0000314	Syac.g_01665	Prbh.g_00126
OG0000315	Syac.g_01675	Prbh.g_00136
OG0000316	Syac.g_00601	Prbh.g_00162
OG0000317	Syac.g_00552	Prbh.g_01785
OG0000318	Syac.g_00543	Prbh.g_01781
OG0000319	Syac.g_00525	Prbh.g_01768
OG0000320	Syac.g_00523	Prbh.g_01766
OG0000321	Syac.g_00522	Prbh.g_01765
OG0000322	Syac.g_00521	Prbh.g_01764
OG0000323	Syac.g_00506	Prbh.g_01755
OG0000324	Syac.g_00648	Prbh.g_01727
OG0000325	Syac.g_02190	Prbh.g_01717
OG0000326	Syac.g_02183	Prbh.g_01710
OG0000327	Syac.g_02137	Prbh.g_01686
OG0000328	Syac.g_02136	Prbh.g_01685
OG0000329	Syac.g_02119	Prbh.g_01668
OG0000330	Syac.g_02118	Prbh.g_01667
OG0000331	Syac.g_02117	Prbh.g_01666
OG0000332	Syac.g_02103	Prbh.g_01652
OG0000333	Syac.g_02100	Prbh.g_01650
OG0000334	Syac.g_02090	Prbh.g_01641
OG0000335	Syac.g_02085	Prbh.g_01636
OG0000336	Syac.g_02081	Prbh.g_01632
OG0000337	Syac.g_00199	Prbh.g_01613
OG0000338	Syac.g_00196	Prbh.g_01612
OG0000339	Syac.g_00190	Prbh.g_01606
OG0000340	Syac.g_00178	Prbh.g_01597
OG0000341	Syac.g_00176	Prbh.g_01595
OG0000342	Syac.g_00175	Prbh.g_01594
OG0000343	Syac.g_00174	Prbh.g_01593
OG0000344	Syac.g_00170	Prbh.g_01590
OG0000345	Syac.g_00160	Prbh.g_01584
OG0000346	Syac.g_00155	Prbh.g_01580
OG0000347	Syac.g_00129	Prbh.g_01563
OG0000348	Syac.g_00070, Syac.g_00074	Prbh.g_01555
OG0000349	Syac.g_00050	Prbh.g_01537
OG0000350	Syac.g_02176	Prbh.g_01516
OG0000351	Syac.g_02468	Prbh.g_01497
OG0000352	Syac.g_02469	Prbh.g_01496
OG0000353	Syac.g_02493	Prbh.g_01477
OG0000355	Syac.g_00001	Prbh.g_01475
OG0000356	Syac.g_00002	Prbh.g_01474
OG0000357	Syac.g_00003	Prbh.g_01473
OG0000358	Syac.g_00007	Prbh.g_01469
OG0000359	Syac.g_00009	Prbh.g_01468
OG0000360	Syac.g_00010	Prbh.g_01467
OG0000361	Syac.g_00011	Prbh.g_01466
OG0000362	Syac.g_00013	Prbh.g_01952
OG0000363	Syac.g_00015	Prbh.g_00766
OG0000364	Syac.g_00016	Prbh.g_00765
OG0000365	Syac.g_00023	Prbh.g_00760
OG0000366	Syac.g_00024	Prbh.g_00759
OG0000367	Syac.g_00025	Prbh.g_00758
OG0000368	Syac.g_00027	Prbh.g_00756
OG0000369	Syac.g_00028	Prbh.g_00755
OG0000370	Syac.g_00029	Prbh.g_00754
OG0000371	Syac.g_00036	Prbh.g_00748
OG0000372	Syac.g_00041	Prbh.g_00746
OG0000373	Syac.g_00042	Prbh.g_00745
OG0000374	Syac.g_00043	Prbh.g_00744
OG0000375	Syac.g_00046	Prbh.g_00743
OG0000376	Syac.g_00048	Prbh.g_00741
OG0000377	Syac.g_02346	Prbh.g_00737
OG0000378	Syac.g_02338	Prbh.g_00733
OG0000379	Syac.g_02335	Prbh.g_00730
OG0000380	Syac.g_00452	Prbh.g_00717
OG0000381	Syac.g_00449	Prbh.g_00712
OG0000382	Syac.g_00434	Prbh.g_00702
OG0000383	Syac.g_00432	Prbh.g_00700
OG0000384	Syac.g_00431	Prbh.g_00699
OG0000385	Syac.g_00430	Prbh.g_00698
OG0000386	Syac.g_00429	Prbh.g_00697
OG0000387	Syac.g_00404	Prbh.g_00684
OG0000388	Syac.g_00401	Prbh.g_00680
OG0000389	Syac.g_00397	Prbh.g_00677
OG0000390	Syac.g_00379	Prbh.g_00668
OG0000391	Syac.g_00374	Prbh.g_00665
OG0000392	Syac.g_00369	Prbh.g_00661
OG0000393	Syac.g_00366	Prbh.g_00658
OG0000394	Syac.g_00365	Prbh.g_00657
OG0000395	Syac.g_00364	Prbh.g_00656
OG0000396	Syac.g_00361	Prbh.g_00654
OG0000397	Syac.g_00359	Prbh.g_00652
OG0000398	Syac.g_00354	Prbh.g_00649
OG0000399	Syac.g_00353	Prbh.g_00648
OG0000400	Syac.g_00352	Prbh.g_00647
OG0000401	Syac.g_00351	Prbh.g_00646
OG0000402	Syac.g_00348	Prbh.g_01144
OG0000403	Syac.g_00347	Prbh.g_00644
OG0000404	Syac.g_00345	Prbh.g_00643
OG0000405	Syac.g_00332	Prbh.g_00639
OG0000406	Syac.g_00328	Prbh.g_00635
OG0000407	Syac.g_00327	Prbh.g_00634
OG0000408	Syac.g_00325	Prbh.g_00632
OG0000409	Syac.g_00323	Prbh.g_00630
OG0000410	Syac.g_00322	Prbh.g_00629
OG0000411	Syac.g_00321	Prbh.g_00628
OG0000412	Syac.g_00320	Prbh.g_00627
OG0000413	Syac.g_00318	Prbh.g_00626
OG0000414	Syac.g_00317	Prbh.g_00625
OG0000415	Syac.g_00316	Prbh.g_00624
OG0000416	Syac.g_00315	Prbh.g_00623
OG0000417	Syac.g_00314	Prbh.g_00622
OG0000418	Syac.g_00309	Prbh.g_00617
OG0000419	Syac.g_00307	Prbh.g_00615
OG0000420	Syac.g_00305	Prbh.g_00614
OG0000421	Syac.g_00300	Prbh.g_00610
OG0000422	Syac.g_00299	Prbh.g_00609
OG0000423	Syac.g_00298	Prbh.g_00608
OG0000424	Syac.g_00297	Prbh.g_00607
OG0000425	Syac.g_00296	Prbh.g_00606
OG0000426	Syac.g_00295	Prbh.g_00605
OG0000427	Syac.g_00294	Prbh.g_00604
OG0000428	Syac.g_02257	Prbh.g_00602
OG0000429	Syac.g_02259	Prbh.g_00601
OG0000430	Syac.g_02260	Prbh.g_00600
OG0000431	Syac.g_02264	Prbh.g_00598
OG0000432	Syac.g_02270	Prbh.g_00594
OG0000433	Syac.g_02272	Prbh.g_00593
OG0000434	Syac.g_02273	Prbh.g_00592
OG0000435	Syac.g_02277	Prbh.g_00591
OG0000436	Syac.g_02282	Prbh.g_00586
OG0000437	Syac.g_02283	Prbh.g_00585
OG0000438	Syac.g_02284	Prbh.g_00584
OG0000439	Syac.g_02286	Prbh.g_00582
OG0000440	Syac.g_02287	Prbh.g_00581
OG0000441	Syac.g_02294	Prbh.g_00578
OG0000442	Syac.g_02295	Prbh.g_00577
OG0000443	Syac.g_02296	Prbh.g_00576
OG0000444	Syac.g_02303	Prbh.g_00571
OG0000445	Syac.g_02304	Prbh.g_00570
OG0000446	Syac.g_02305	Prbh.g_00569
OG0000447	Syac.g_02308	Prbh.g_00568
OG0000448	Syac.g_02309	Prbh.g_00567
OG0000449	Syac.g_02310	Prbh.g_00566
OG0000450	Syac.g_02313	Prbh.g_00565
OG0000451	Syac.g_02314	Prbh.g_00564
OG0000452	Syac.g_02318	Prbh.g_00561
OG0000453	Syac.g_02319	Prbh.g_00560
OG0000454	Syac.g_02320	Prbh.g_00559
OG0000455	Syac.g_02321	Prbh.g_00558
OG0000456	Syac.g_02322	Prbh.g_00557
OG0000457	Syac.g_02324	Prbh.g_00555
OG0000458	Syac.g_02325	Prbh.g_00554
OG0000459	Syac.g_02326	Prbh.g_00553
OG0000460	Syac.g_01970	Prbh.g_00545
OG0000461	Syac.g_02198	Prbh.g_00537
OG0000462	Syac.g_02201	Prbh.g_00535
OG0000463	Syac.g_02202	Prbh.g_00534
OG0000464	Syac.g_02203	Prbh.g_00533
OG0000465	Syac.g_02204	Prbh.g_00532
OG0000466	Syac.g_02208	Prbh.g_00529
OG0000467	Syac.g_02210	Prbh.g_00528
OG0000468	Syac.g_02216	Prbh.g_00525
OG0000469	Syac.g_02230	Prbh.g_00517
OG0000470	Syac.g_02232	Prbh.g_00515
OG0000471	Syac.g_02233	Prbh.g_00514
OG0000472	Syac.g_02235	Prbh.g_00513
OG0000473	Syac.g_02237	Prbh.g_00511
OG0000474	Syac.g_02238	Prbh.g_00510
OG0000475	Syac.g_02239	Prbh.g_00509
OG0000476	Syac.g_02241	Prbh.g_00507
OG0000477	Syac.g_02247	Prbh.g_00504
OG0000478	Syac.g_02248	Prbh.g_00503
OG0000479	Syac.g_02249	Prbh.g_00502
OG0000480	Syac.g_00293	Prbh.g_00497
OG0000481	Syac.g_00291	Prbh.g_00494
OG0000482	Syac.g_00290	Prbh.g_00493
OG0000483	Syac.g_00286	Prbh.g_00490
OG0000484	Syac.g_00285	Prbh.g_00489
OG0000485	Syac.g_00284	Prbh.g_00487
OG0000486	Syac.g_00283	Prbh.g_00486
OG0000487	Syac.g_00276	Prbh.g_00483
OG0000488	Syac.g_00272	Prbh.g_00480
OG0000489	Syac.g_00260	Prbh.g_00475
OG0000490	Syac.g_00249	Prbh.g_00471
OG0000491	Syac.g_00248	Prbh.g_00470
OG0000492	Syac.g_00246	Prbh.g_00468
OG0000493	Syac.g_00245	Prbh.g_00467
OG0000494	Syac.g_00244	Prbh.g_00466
OG0000495	Syac.g_00243	Prbh.g_00465
OG0000496	Syac.g_00242	Prbh.g_00464
OG0000497	Syac.g_00241	Prbh.g_00463
OG0000498	Syac.g_00240	Prbh.g_00462
OG0000499	Syac.g_00239	Prbh.g_00461
OG0000500	Syac.g_00238	Prbh.g_00460
OG0000501	Syac.g_00235	Prbh.g_00458
OG0000502	Syac.g_00223	Prbh.g_00455
OG0000503	Syac.g_02020	Prbh.g_00439
OG0000504	Syac.g_02018	Prbh.g_00437
OG0000505	Syac.g_02017	Prbh.g_00436
OG0000506	Syac.g_02015	Prbh.g_00435
OG0000507	Syac.g_02009	Prbh.g_00431
OG0000508	Syac.g_02005	Prbh.g_00427
OG0000509	Syac.g_02003	Prbh.g_00425
OG0000510	Syac.g_02002	Prbh.g_00424
OG0000511	Syac.g_02001	Prbh.g_00423
OG0000512	Syac.g_01999	Prbh.g_00421
OG0000513	Syac.g_01984	Prbh.g_00412
OG0000514	Syac.g_01977	Prbh.g_00401
OG0000515	Syac.g_01976	Prbh.g_00400
OG0000516	Syac.g_00697	Prbh.g_00399
OG0000517	Syac.g_00691	Prbh.g_00397
OG0000518	Syac.g_00707	Prbh.g_00386
OG0000519	Syac.g_00708	Prbh.g_00385
OG0000520	Syac.g_00709	Prbh.g_00384
OG0000521	Syac.g_01721	Prbh.g_00374
OG0000522	Syac.g_01719	Prbh.g_00372
OG0000523	Syac.g_01718	Prbh.g_00371
OG0000524	Syac.g_01716	Prbh.g_00367
OG0000525	Syac.g_01709	Prbh.g_00363
OG0000526	Syac.g_01706	Prbh.g_00361
OG0000527	Syac.g_01702	Prbh.g_00358
OG0000528	Syac.g_01911	Prbh.g_00353
OG0000529	Syac.g_01903	Prbh.g_00350
OG0000530	Syac.g_01900	Prbh.g_00347
OG0000531	Syac.g_01899	Prbh.g_00346
OG0000532	Syac.g_01896	Prbh.g_00344
OG0000533	Syac.g_01895	Prbh.g_00343
OG0000534	Syac.g_01894	Prbh.g_00342
OG0000535	Syac.g_01893	Prbh.g_00341
OG0000536	Syac.g_01892	Prbh.g_00340
OG0000537	Syac.g_01891	Prbh.g_00339
OG0000538	Syac.g_01880	Prbh.g_00329
OG0000539	Syac.g_01879	Prbh.g_00328
OG0000540	Syac.g_01878	Prbh.g_00327
OG0000541	Syac.g_01877	Prbh.g_00326
OG0000542	Syac.g_01874	Prbh.g_00325
OG0000543	Syac.g_01872	Prbh.g_00323
OG0000544	Syac.g_01871	Prbh.g_00322
OG0000545	Syac.g_01869	Prbh.g_00320
OG0000546	Syac.g_01867	Prbh.g_00317
OG0000547	Syac.g_01865	Prbh.g_00315
OG0000548	Syac.g_01864	Prbh.g_00314
OG0000549	Syac.g_01858	Prbh.g_00311
OG0000550	Syac.g_01854	Prbh.g_00306
OG0000551	Syac.g_01849	Prbh.g_00303
OG0000552	Syac.g_01848	Prbh.g_00302
OG0000553	Syac.g_01846	Prbh.g_00301
OG0000554	Syac.g_01835	Prbh.g_00295
OG0000555	Syac.g_01822	Prbh.g_00288
OG0000556	Syac.g_01817	Prbh.g_00286
OG0000557	Syac.g_01815	Prbh.g_00285
OG0000558	Syac.g_01813	Prbh.g_00283
OG0000559	Syac.g_01808	Prbh.g_00279
OG0000560	Syac.g_01805	Prbh.g_00276
OG0000561	Syac.g_01804	Prbh.g_00275
OG0000562	Syac.g_01803	Prbh.g_00274
OG0000563	Syac.g_01802	Prbh.g_00273
OG0000564	Syac.g_01801	Prbh.g_00272
OG0000565	Syac.g_01797	Prbh.g_00269
OG0000566	Syac.g_01793	Prbh.g_00265
OG0000567	Syac.g_01789	Prbh.g_00261
OG0000568	Syac.g_01786	Prbh.g_00260
