Orthogroup	Syac	Prbd
OG0000387	Syac.g_00404	Prbd.g_01145
OG0000388	Syac.g_00401	Prbd.g_01142
OG0000389	Syac.g_00397	Prbd.g_01138
OG0000390	Syac.g_00379	Prbd.g_01131
OG0000391	Syac.g_00374	Prbd.g_01127
OG0000392	Syac.g_00369	Prbd.g_01123
OG0000393	Syac.g_00366	Prbd.g_01121
OG0000394	Syac.g_00365	Prbd.g_01120
OG0000395	Syac.g_00364	Prbd.g_01119
OG0000396	Syac.g_00361	Prbd.g_01116
OG0000397	Syac.g_00359	Prbd.g_01114
OG0000398	Syac.g_00354	Prbd.g_01112
OG0000399	Syac.g_00353	Prbd.g_01111
OG0000400	Syac.g_00352	Prbd.g_01110
OG0000401	Syac.g_00351	Prbd.g_01109
OG0000402	Syac.g_00348	Prbd.g_01107
OG0000403	Syac.g_00347	Prbd.g_01106
OG0000404	Syac.g_00345	Prbd.g_01105
OG0000405	Syac.g_00332	Prbd.g_01100
OG0000406	Syac.g_00328	Prbd.g_01093
OG0000407	Syac.g_00327	Prbd.g_01092
OG0000408	Syac.g_00325	Prbd.g_01090
OG0000409	Syac.g_00323	Prbd.g_01088
OG0000410	Syac.g_00322	Prbd.g_01087
OG0000411	Syac.g_00321	Prbd.g_01086
OG0000412	Syac.g_00320	Prbd.g_01085
OG0000413	Syac.g_00318	Prbd.g_01084
OG0000414	Syac.g_00317	Prbd.g_01083
OG0000415	Syac.g_00316	Prbd.g_01082
OG0000416	Syac.g_00315	Prbd.g_01081
OG0000417	Syac.g_00314	Prbd.g_01080
OG0000418	Syac.g_00309	Prbd.g_01075
OG0000419	Syac.g_00307	Prbd.g_01073
OG0000420	Syac.g_00305	Prbd.g_01072
OG0000421	Syac.g_00300	Prbd.g_01067
OG0000422	Syac.g_00299	Prbd.g_01066
OG0000423	Syac.g_00298	Prbd.g_01065
OG0000424	Syac.g_00297	Prbd.g_01064
OG0000425	Syac.g_00296	Prbd.g_01063
OG0000426	Syac.g_00295	Prbd.g_01062
OG0000427	Syac.g_00294	Prbd.g_01061
OG0000428	Syac.g_02257	Prbd.g_01059
OG0000429	Syac.g_02259	Prbd.g_01058
OG0000430	Syac.g_02260	Prbd.g_01057
OG0000431	Syac.g_02264	Prbd.g_01055
OG0000432	Syac.g_02270	Prbd.g_01052
OG0000433	Syac.g_02272	Prbd.g_01051
OG0000434	Syac.g_02273	Prbd.g_01050
OG0000435	Syac.g_02277	Prbd.g_01049
OG0000436	Syac.g_02282	Prbd.g_01044
OG0000437	Syac.g_02283	Prbd.g_01043
OG0000438	Syac.g_02284	Prbd.g_01042
OG0000439	Syac.g_02286	Prbd.g_01040
OG0000440	Syac.g_02287	Prbd.g_01039
OG0000441	Syac.g_02294	Prbd.g_01036
OG0000442	Syac.g_02295	Prbd.g_01035
OG0000443	Syac.g_02296	Prbd.g_01034
OG0000444	Syac.g_02303	Prbd.g_01029
OG0000445	Syac.g_02304	Prbd.g_01028
OG0000446	Syac.g_02305	Prbd.g_01027
OG0000447	Syac.g_02308	Prbd.g_01026
OG0000448	Syac.g_02309	Prbd.g_01025
OG0000449	Syac.g_02310	Prbd.g_01024
OG0000450	Syac.g_02313	Prbd.g_01023
OG0000451	Syac.g_02314	Prbd.g_01022
OG0000452	Syac.g_02318	Prbd.g_01019
OG0000453	Syac.g_02319	Prbd.g_01018
OG0000454	Syac.g_02320	Prbd.g_01017
OG0000455	Syac.g_02321	Prbd.g_01016
OG0000456	Syac.g_02322	Prbd.g_01015
OG0000457	Syac.g_02324	Prbd.g_01013
OG0000458	Syac.g_02325	Prbd.g_01012
OG0000459	Syac.g_02326	Prbd.g_01011
OG0000460	Syac.g_01970	Prbd.g_01004
OG0000461	Syac.g_02198	Prbd.g_00997
OG0000462	Syac.g_02201	Prbd.g_00995
OG0000463	Syac.g_02202	Prbd.g_00994
OG0000464	Syac.g_02203	Prbd.g_00993
OG0000465	Syac.g_02204	Prbd.g_00992
OG0000466	Syac.g_02208	Prbd.g_00989
OG0000467	Syac.g_02210	Prbd.g_00988
OG0000468	Syac.g_02216	Prbd.g_00986
OG0000469	Syac.g_02230	Prbd.g_00977
OG0000470	Syac.g_02232	Prbd.g_00975
OG0000471	Syac.g_02233	Prbd.g_00974
OG0000472	Syac.g_02235	Prbd.g_00973
OG0000473	Syac.g_02237	Prbd.g_00971
OG0000474	Syac.g_02238	Prbd.g_00970
OG0000475	Syac.g_02239	Prbd.g_00969
OG0000476	Syac.g_02241	Prbd.g_00968
OG0000477	Syac.g_02247	Prbd.g_00964
OG0000478	Syac.g_02248	Prbd.g_00963
OG0000479	Syac.g_02249	Prbd.g_00962
OG0000480	Syac.g_00293	Prbd.g_00957
OG0000481	Syac.g_00291	Prbd.g_00955
OG0000482	Syac.g_00290	Prbd.g_00954
OG0000483	Syac.g_00286	Prbd.g_00951
OG0000484	Syac.g_00285	Prbd.g_00950
OG0000485	Syac.g_00284	Prbd.g_00949
OG0000486	Syac.g_00283	Prbd.g_00948
OG0000487	Syac.g_00276	Prbd.g_00944
OG0000488	Syac.g_00272	Prbd.g_00941
OG0000489	Syac.g_00260	Prbd.g_00936
OG0000490	Syac.g_00249	Prbd.g_00931
OG0000491	Syac.g_00248	Prbd.g_00930
OG0000492	Syac.g_00246	Prbd.g_00928
OG0000493	Syac.g_00245	Prbd.g_00927
OG0000494	Syac.g_00244	Prbd.g_00926
OG0000495	Syac.g_00243	Prbd.g_00925
OG0000496	Syac.g_00242	Prbd.g_00924
OG0000497	Syac.g_00241	Prbd.g_00923
OG0000498	Syac.g_00240	Prbd.g_00922
OG0000499	Syac.g_00239	Prbd.g_00921
OG0000500	Syac.g_00238	Prbd.g_00920
OG0000501	Syac.g_00235	Prbd.g_00918
OG0000502	Syac.g_00223	Prbd.g_00915
OG0000503	Syac.g_02020	Prbd.g_00905
OG0000504	Syac.g_02018	Prbd.g_00904
OG0000505	Syac.g_02017	Prbd.g_00903
OG0000506	Syac.g_02015	Prbd.g_00901
OG0000507	Syac.g_02009	Prbd.g_00898
OG0000508	Syac.g_02005	Prbd.g_00894
OG0000509	Syac.g_02003	Prbd.g_00892
OG0000510	Syac.g_02002	Prbd.g_00891
OG0000511	Syac.g_02001	Prbd.g_00890
OG0000512	Syac.g_01999	Prbd.g_00888
OG0000513	Syac.g_01984	Prbd.g_00881
OG0000514	Syac.g_01977	Prbd.g_00811
OG0000515	Syac.g_01976	Prbd.g_00810
OG0000516	Syac.g_00697	Prbd.g_00809
OG0000517	Syac.g_00691	Prbd.g_00807
OG0000518	Syac.g_00707	Prbd.g_00796
OG0000519	Syac.g_00708	Prbd.g_00795
OG0000520	Syac.g_00709	Prbd.g_00794
OG0000521	Syac.g_01721	Prbd.g_00789
OG0000522	Syac.g_01719	Prbd.g_00787
OG0000523	Syac.g_01718	Prbd.g_00786
OG0000524	Syac.g_01716	Prbd.g_00781
OG0000525	Syac.g_01709	Prbd.g_00778
OG0000526	Syac.g_01706	Prbd.g_00777
OG0000527	Syac.g_01702	Prbd.g_00769
OG0000528	Syac.g_01911	Prbd.g_00764
OG0000529	Syac.g_01903	Prbd.g_00761
OG0000530	Syac.g_01900	Prbd.g_00758
OG0000531	Syac.g_01899	Prbd.g_00757
OG0000532	Syac.g_01896	Prbd.g_00755
OG0000533	Syac.g_01895	Prbd.g_00754
OG0000534	Syac.g_01894	Prbd.g_00753
OG0000535	Syac.g_01893	Prbd.g_00752
OG0000536	Syac.g_01892	Prbd.g_00751
OG0000537	Syac.g_01891	Prbd.g_00750
OG0000538	Syac.g_01880	Prbd.g_00742
OG0000539	Syac.g_01879	Prbd.g_00741
OG0000540	Syac.g_01878	Prbd.g_00740
OG0000541	Syac.g_01877	Prbd.g_00739
OG0000542	Syac.g_01874	Prbd.g_00737
OG0000543	Syac.g_01872	Prbd.g_00735
OG0000544	Syac.g_01871	Prbd.g_00734
OG0000545	Syac.g_01869	Prbd.g_00732
OG0000546	Syac.g_01867	Prbd.g_00729
OG0000547	Syac.g_01865	Prbd.g_00727
OG0000548	Syac.g_01864	Prbd.g_00726
OG0000549	Syac.g_01858	Prbd.g_00724
OG0000550	Syac.g_01854	Prbd.g_00719
OG0000551	Syac.g_01849	Prbd.g_00715
OG0000552	Syac.g_01848	Prbd.g_00714
OG0000553	Syac.g_01846	Prbd.g_00713
OG0000554	Syac.g_01835	Prbd.g_00708
OG0000555	Syac.g_01822	Prbd.g_00700
OG0000556	Syac.g_01817	Prbd.g_00698
OG0000557	Syac.g_01815	Prbd.g_00697
OG0000558	Syac.g_01813	Prbd.g_00695
OG0000559	Syac.g_01808	Prbd.g_00691
OG0000560	Syac.g_01805	Prbd.g_00688
OG0000561	Syac.g_01804	Prbd.g_00687
OG0000562	Syac.g_01803	Prbd.g_00686
OG0000563	Syac.g_01802	Prbd.g_00685
OG0000564	Syac.g_01801	Prbd.g_00684
OG0000565	Syac.g_01797	Prbd.g_00681
OG0000566	Syac.g_01793	Prbd.g_00679
OG0000567	Syac.g_01789	Prbd.g_00675
OG0000568	Syac.g_01786	Prbd.g_00674
OG0000569	Syac.g_01785	Prbd.g_00673
OG0000570	Syac.g_01784	Prbd.g_00672
OG0000571	Syac.g_01780	Prbd.g_00670
OG0000572	Syac.g_01765	Prbd.g_00657
OG0000573	Syac.g_01755	Prbd.g_00652
OG0000574	Syac.g_01754	Prbd.g_00651
OG0000575	Syac.g_01750	Prbd.g_00647
