Orthogroup	Syac	Syah
OG0000369	Syac.g_00028	Syah.g_00346
OG0000370	Syac.g_00029	Syah.g_00345
OG0000371	Syac.g_00036	Syah.g_00338
OG0000372	Syac.g_00041	Syah.g_00333
OG0000373	Syac.g_00042	Syah.g_00332
OG0000374	Syac.g_00043	Syah.g_00331
OG0000375	Syac.g_00046	Syah.g_00329
OG0000376	Syac.g_00048	Syah.g_00327
OG0000377	Syac.g_02346	Syah.g_00517
OG0000378	Syac.g_02338	Syah.g_00526
OG0000379	Syac.g_02335	Syah.g_00529
OG0000380	Syac.g_00452	Syah.g_02481
OG0000381	Syac.g_00449	Syah.g_02484
OG0000382	Syac.g_00434	Syah.g_02500
OG0000383	Syac.g_00432	Syah.g_02502
OG0000384	Syac.g_00431	Syah.g_02503
OG0000385	Syac.g_00430	Syah.g_02504
OG0000386	Syac.g_00429	Syah.g_02505
OG0000387	Syac.g_00404	Syah.g_02530
OG0000388	Syac.g_00401	Syah.g_02533
OG0000389	Syac.g_00397	Syah.g_02536
OG0000390	Syac.g_00379	Syah.g_00002
OG0000391	Syac.g_00374	Syah.g_00007
OG0000392	Syac.g_00369	Syah.g_00012
OG0000393	Syac.g_00366	Syah.g_00014
OG0000394	Syac.g_00365	Syah.g_00015
OG0000395	Syac.g_00364	Syah.g_00016
OG0000396	Syac.g_00361	Syah.g_00019
OG0000397	Syac.g_00359	Syah.g_00021
OG0000398	Syac.g_00354	Syah.g_00027
OG0000399	Syac.g_00353	Syah.g_00028
OG0000400	Syac.g_00352	Syah.g_00029
OG0000401	Syac.g_00351	Syah.g_00030
OG0000402	Syac.g_00348	Syah.g_00033
OG0000403	Syac.g_00347	Syah.g_00034
OG0000404	Syac.g_00345	Syah.g_00036
OG0000405	Syac.g_00332	Syah.g_00050
OG0000406	Syac.g_00328	Syah.g_00054
OG0000407	Syac.g_00327	Syah.g_00055
OG0000408	Syac.g_00325	Syah.g_00057
OG0000409	Syac.g_00323	Syah.g_00059
OG0000410	Syac.g_00322	Syah.g_00060
OG0000411	Syac.g_00321	Syah.g_00061
OG0000412	Syac.g_00320	Syah.g_00062
OG0000413	Syac.g_00318	Syah.g_00064
OG0000414	Syac.g_00317	Syah.g_00065
OG0000415	Syac.g_00316	Syah.g_00066
OG0000416	Syac.g_00315	Syah.g_00067
OG0000417	Syac.g_00314	Syah.g_00068
OG0000418	Syac.g_00309	Syah.g_00073
OG0000419	Syac.g_00307	Syah.g_00075
OG0000420	Syac.g_00305	Syah.g_00077
OG0000421	Syac.g_00300	Syah.g_00082
OG0000422	Syac.g_00299	Syah.g_00083
OG0000423	Syac.g_00298	Syah.g_00084
OG0000424	Syac.g_00297	Syah.g_00085
OG0000425	Syac.g_00296	Syah.g_00086
OG0000426	Syac.g_00295	Syah.g_00087
OG0000427	Syac.g_00294	Syah.g_00088
OG0000428	Syac.g_02257	Syah.g_00620
OG0000429	Syac.g_02259	Syah.g_00618
OG0000430	Syac.g_02260	Syah.g_00617
OG0000431	Syac.g_02264	Syah.g_00613
OG0000432	Syac.g_02270	Syah.g_00607
OG0000433	Syac.g_02272	Syah.g_00605
OG0000434	Syac.g_02273	Syah.g_00604
OG0000435	Syac.g_02277	Syah.g_00602
OG0000436	Syac.g_02282	Syah.g_00597
OG0000437	Syac.g_02283	Syah.g_00596
OG0000438	Syac.g_02284	Syah.g_00595
OG0000439	Syac.g_02286	Syah.g_00593
OG0000440	Syac.g_02287	Syah.g_00592
OG0000441	Syac.g_02294	Syah.g_00585
OG0000442	Syac.g_02295	Syah.g_00580
OG0000443	Syac.g_02296	Syah.g_00579
OG0000444	Syac.g_02303	Syah.g_00573
OG0000445	Syac.g_02304	Syah.g_00572
OG0000446	Syac.g_02305	Syah.g_00570
OG0000447	Syac.g_02308	Syah.g_00567
OG0000448	Syac.g_02309	Syah.g_00566
OG0000449	Syac.g_02310	Syah.g_00565
OG0000450	Syac.g_02313	Syah.g_00547
OG0000451	Syac.g_02314	Syah.g_00546
OG0000452	Syac.g_02318	Syah.g_00542
OG0000453	Syac.g_02319	Syah.g_00541
OG0000454	Syac.g_02320	Syah.g_00540
OG0000455	Syac.g_02321	Syah.g_00539
OG0000456	Syac.g_02322	Syah.g_00538
OG0000457	Syac.g_02324	Syah.g_00536
OG0000458	Syac.g_02325	Syah.g_00535
OG0000459	Syac.g_02326	Syah.g_00534
OG0000460	Syac.g_01970	Syah.g_00906
OG0000461	Syac.g_02198	Syah.g_00678
OG0000462	Syac.g_02201	Syah.g_00675
OG0000463	Syac.g_02202	Syah.g_00674
OG0000464	Syac.g_02203	Syah.g_00673
OG0000465	Syac.g_02204	Syah.g_00672
OG0000466	Syac.g_02208	Syah.g_00668
OG0000467	Syac.g_02210	Syah.g_00666
OG0000468	Syac.g_02216	Syah.g_00661
OG0000469	Syac.g_02230	Syah.g_00647
OG0000470	Syac.g_02232	Syah.g_00645
OG0000471	Syac.g_02233	Syah.g_00644
OG0000472	Syac.g_02235	Syah.g_00642
OG0000473	Syac.g_02237	Syah.g_00640
OG0000474	Syac.g_02238	Syah.g_00639
OG0000475	Syac.g_02239	Syah.g_00638
OG0000476	Syac.g_02241	Syah.g_00636
OG0000477	Syac.g_02247	Syah.g_00630
OG0000478	Syac.g_02248	Syah.g_00629
OG0000479	Syac.g_02249	Syah.g_00628
OG0000480	Syac.g_00293	Syah.g_00089
OG0000481	Syac.g_00291	Syah.g_00091
OG0000482	Syac.g_00290	Syah.g_00092
OG0000483	Syac.g_00286	Syah.g_00096
OG0000484	Syac.g_00285	Syah.g_00097
OG0000485	Syac.g_00284	Syah.g_00098
OG0000486	Syac.g_00283	Syah.g_00099
OG0000487	Syac.g_00276	Syah.g_00106
OG0000488	Syac.g_00272	Syah.g_00110
OG0000489	Syac.g_00260	Syah.g_00121
OG0000490	Syac.g_00249	Syah.g_00129
OG0000491	Syac.g_00248	Syah.g_00130
OG0000492	Syac.g_00246	Syah.g_00132
OG0000493	Syac.g_00245	Syah.g_00133
OG0000494	Syac.g_00244	Syah.g_00134
OG0000495	Syac.g_00243	Syah.g_00135
OG0000496	Syac.g_00242	Syah.g_00136
OG0000497	Syac.g_00241	Syah.g_00137
OG0000498	Syac.g_00240	Syah.g_00138
OG0000499	Syac.g_00239	Syah.g_00139
OG0000500	Syac.g_00238	Syah.g_00140
OG0000501	Syac.g_00235	Syah.g_00143
OG0000502	Syac.g_00223	Syah.g_00155
OG0000503	Syac.g_02020	Syah.g_00858
OG0000504	Syac.g_02018	Syah.g_00860
OG0000505	Syac.g_02017	Syah.g_00861
OG0000506	Syac.g_02015	Syah.g_00863
OG0000507	Syac.g_02009	Syah.g_00869
OG0000508	Syac.g_02005	Syah.g_00873
OG0000509	Syac.g_02003	Syah.g_00875
OG0000510	Syac.g_02002	Syah.g_00876
OG0000511	Syac.g_02001	Syah.g_00877
OG0000512	Syac.g_01999	Syah.g_00879
OG0000513	Syac.g_01984	Syah.g_00892
OG0000514	Syac.g_01977	Syah.g_00899
OG0000515	Syac.g_01976	Syah.g_00900
OG0000516	Syac.g_00697	Syah.g_02231
OG0000517	Syac.g_00691	Syah.g_02237
OG0000518	Syac.g_00707	Syah.g_02221
OG0000519	Syac.g_00708	Syah.g_02220
OG0000520	Syac.g_00709	Syah.g_02219
OG0000521	Syac.g_01721	Syah.g_01202
OG0000522	Syac.g_01719	Syah.g_01204
OG0000523	Syac.g_01718	Syah.g_01205
OG0000524	Syac.g_01716	Syah.g_01207
OG0000525	Syac.g_01709	Syah.g_01212
OG0000526	Syac.g_01706	Syah.g_01215
OG0000527	Syac.g_01702	Syah.g_01219
OG0000528	Syac.g_01911	Syah.g_00991
OG0000529	Syac.g_01903	Syah.g_00998
OG0000530	Syac.g_01900	Syah.g_01001
OG0000531	Syac.g_01899	Syah.g_01002
OG0000532	Syac.g_01896	Syah.g_01005
OG0000533	Syac.g_01895	Syah.g_01006
OG0000534	Syac.g_01894	Syah.g_01007
OG0000535	Syac.g_01893	Syah.g_01008
OG0000536	Syac.g_01892	Syah.g_01009
OG0000537	Syac.g_01891	Syah.g_01010
OG0000538	Syac.g_01880	Syah.g_01021
OG0000539	Syac.g_01879	Syah.g_01022
OG0000540	Syac.g_01878	Syah.g_01023
OG0000541	Syac.g_01877	Syah.g_01024
OG0000542	Syac.g_01874	Syah.g_01027
OG0000543	Syac.g_01872	Syah.g_01029
OG0000545	Syac.g_01869	Syah.g_01031
OG0000546	Syac.g_01867	Syah.g_01033
OG0000547	Syac.g_01865	Syah.g_01035
OG0000548	Syac.g_01864	Syah.g_01036
OG0000549	Syac.g_01858	Syah.g_01042
OG0000550	Syac.g_01854	Syah.g_01046
OG0000551	Syac.g_01849	Syah.g_01051
OG0000552	Syac.g_01848	Syah.g_01052
OG0000553	Syac.g_01846	Syah.g_01054
OG0000554	Syac.g_01835	Syah.g_01065
