Orthogroup	Syac	Syam
OG0000072	Syac.g_00302	Syam.g_02219
OG0000073	Syac.g_01883	Syam.g_00604
OG0000075	Syac.g_00191	Syam.g_00148
OG0000076	Syac.g_00156	Syam.g_00115
OG0000077	Syac.g_00439	Syam.g_02074
OG0000078	Syac.g_01964	Syam.g_00514
OG0000079	Syac.g_02211	Syam.g_00270
OG0000081	Syac.g_00461	Syam.g_01918
OG0000081	Syac.g_01954	Syam.g_00520
OG0000082	Syac.g_01766	Syam.g_01730
OG0000084	Syac.g_00822	Syam.g_00441
OG0000085	Syac.g_00560	Syam.g_01979
OG0000086	Syac.g_00423	Syam.g_02092
OG0000087	Syac.g_00343	Syam.g_02175
OG0000088	Syac.g_00308	Syam.g_02213
OG0000089	Syac.g_01988	Syam.g_00489
OG0000090	Syac.g_01836	Syam.g_00651
OG0000091	Syac.g_00987	Syam.g_01460
OG0000093	Syac.g_01357	Syam.g_01305
OG0000094	Syac.g_01251	Syam.g_01198
OG0000095	Syac.g_00884	Syam.g_00774
OG0000097	Syac.g_01507	Syam.g_00874
OG0000098	Syac.g_02157	Syam.g_00944
OG0000099	Syac.g_00234	Syam.g_00173
OG0000100	Syac.g_01309	Syam.g_01259
OG0000101	Syac.g_02094	Syam.g_00371
OG0000102	Syac.g_00151	Syam.g_00110
OG0000103	Syac.g_02476	Syam.g_02428
OG0000104	Syac.g_02490	Syam.g_02442
OG0000105	Syac.g_02245	Syam.g_00238
OG0000106	Syac.g_01098	Syam.g_01039
OG0000107	Syac.g_02191	Syam.g_00288
OG0000108	Syac.g_01904	Syam.g_00583
OG0000109	Syac.g_01889	Syam.g_00598
OG0000110	Syac.g_01778	Syam.g_01743
OG0000111	Syac.g_00893	Syam.g_00783
OG0000112	Syac.g_01173	Syam.g_01115
OG0000113	Syac.g_01314	Syam.g_01264
OG0000114	Syac.g_01394	Syam.g_01349
OG0000115	Syac.g_01655	Syam.g_01634
OG0000116	Syac.g_00753	Syam.g_01807
OG0000117	Syac.g_01477	Syam.g_00904
OG0000118	Syac.g_01728	Syam.g_01698
OG0000120	Syac.g_00233	Syam.g_00172
OG0000121	Syac.g_01635	Syam.g_01615
OG0000122	Syac.g_01013	Syam.g_01436
OG0000123	Syac.g_02086	Syam.g_00379
OG0000124	Syac.g_00135	Syam.g_00096
OG0000125	Syac.g_02360	Syam.g_02319
OG0000126	Syac.g_02488	Syam.g_02440
OG0000128	Syac.g_00012	Syam.g_00012
OG0000129	Syac.g_02349	Syam.g_02307
OG0000130	Syac.g_00450	Syam.g_02062
OG0000131	Syac.g_00330	Syam.g_02191
OG0000132	Syac.g_00310	Syam.g_02211
OG0000133	Syac.g_01178	Syam.g_01120
OG0000134	Syac.g_01985	Syam.g_00492
OG0000135	Syac.g_02398	Syam.g_02347
OG0000136	Syac.g_00701	Syam.g_01857
OG0000137	Syac.g_01700	Syam.g_01668
OG0000138	Syac.g_01888	Syam.g_00599
OG0000139	Syac.g_01830	Syam.g_00657
OG0000140	Syac.g_01829	Syam.g_00659
OG0000141	Syac.g_00934	Syam.g_01514
OG0000142	Syac.g_00979	Syam.g_01468
OG0000143	Syac.g_00983	Syam.g_01464
OG0000144	Syac.g_01090	Syam.g_01032
OG0000145	Syac.g_01882	Syam.g_00605
OG0000146	Syac.g_01172	Syam.g_01114
OG0000147	Syac.g_01171	Syam.g_01113
OG0000148	Syac.g_01320	Syam.g_01270
OG0000149	Syac.g_00832	Syam.g_00725
OG0000150	Syac.g_00935	Syam.g_00660
OG0000151	Syac.g_01383	Syam.g_01338
OG0000152	Syac.g_01182	Syam.g_01124
OG0000153	Syac.g_01217	Syam.g_01160
OG0000154	Syac.g_01241	Syam.g_01187
OG0000155	Syac.g_00804	Syam.g_01763
OG0000156	Syac.g_00743	Syam.g_01814
OG0000157	Syac.g_00742	Syam.g_01815
OG0000158	Syac.g_00182	Syam.g_00139
OG0000160	Syac.g_01633	Syam.g_01614
OG0000161	Syac.g_01641	Syam.g_01620
OG0000162	Syac.g_01648	Syam.g_01627
OG0000163	Syac.g_00619	Syam.g_01927
OG0000164	Syac.g_00508	Syam.g_02023
OG0000165	Syac.g_00674	Syam.g_01879, Syam.g_01878
OG0000166	Syac.g_02132	Syam.g_00330
OG0000167	Syac.g_00194	Syam.g_00151
OG0000168	Syac.g_00179	Syam.g_00138
OG0000169	Syac.g_00168	Syam.g_00127
OG0000170	Syac.g_00161	Syam.g_00120
OG0000171	Syac.g_00136	Syam.g_00097
OG0000172	Syac.g_00084	Syam.g_00075
OG0000173	Syac.g_00057	Syam.g_00057
OG0000174	Syac.g_02401	Syam.g_02349
OG0000175	Syac.g_02465	Syam.g_02417
OG0000176	Syac.g_00004	Syam.g_00004
OG0000177	Syac.g_00005	Syam.g_00005
OG0000178	Syac.g_00006	Syam.g_00006
OG0000179	Syac.g_00019	Syam.g_00021
OG0000180	Syac.g_00020	Syam.g_00022
OG0000181	Syac.g_00021	Syam.g_00023
OG0000182	Syac.g_00022	Syam.g_00024
OG0000183	Syac.g_00026	Syam.g_00028
OG0000184	Syac.g_02339	Syam.g_02298
OG0000185	Syac.g_02336	Syam.g_02295
OG0000186	Syac.g_00454	Syam.g_02058
OG0000187	Syac.g_00453	Syam.g_02059
OG0000188	Syac.g_00433	Syam.g_02081
OG0000189	Syac.g_00408	Syam.g_02108
OG0000190	Syac.g_00406	Syam.g_02110
OG0000191	Syac.g_00373	Syam.g_02142
OG0000192	Syac.g_00368	Syam.g_02148
OG0000193	Syac.g_00329	Syam.g_02192
OG0000194	Syac.g_00326	Syam.g_02195
OG0000195	Syac.g_00324	Syam.g_02197
OG0000196	Syac.g_00313	Syam.g_02208
OG0000197	Syac.g_00312	Syam.g_02209
OG0000198	Syac.g_00311	Syam.g_02210
OG0000199	Syac.g_00303	Syam.g_02218
OG0000200	Syac.g_02261	Syam.g_02234
OG0000201	Syac.g_02278	Syam.g_02248
OG0000202	Syac.g_02279	Syam.g_02249
OG0000203	Syac.g_02280	Syam.g_02250
OG0000204	Syac.g_02281	Syam.g_02251
OG0000205	Syac.g_02288	Syam.g_02258
OG0000206	Syac.g_02297	Syam.g_02264
OG0000207	Syac.g_02300	Syam.g_02266
OG0000208	Syac.g_02301	Syam.g_02267
OG0000209	Syac.g_02316	Syam.g_02278
OG0000210	Syac.g_02317	Syam.g_02279
OG0000211	Syac.g_01972	Syam.g_00504
OG0000212	Syac.g_01963	Syam.g_00515
OG0000213	Syac.g_02219	Syam.g_00263
OG0000214	Syac.g_02236	Syam.g_00247
OG0000215	Syac.g_00281	Syam.g_00216
OG0000216	Syac.g_00277	Syam.g_00212
OG0000217	Syac.g_00273	Syam.g_00208
OG0000218	Syac.g_00271	Syam.g_00206
OG0000219	Syac.g_00270	Syam.g_00205
OG0000220	Syac.g_00269	Syam.g_00204
OG0000221	Syac.g_00261	Syam.g_00198
OG0000222	Syac.g_00247	Syam.g_00186
OG0000223	Syac.g_00225	Syam.g_00168
OG0000224	Syac.g_00217	Syam.g_00164
OG0000225	Syac.g_02004	Syam.g_00473
OG0000226	Syac.g_02000	Syam.g_00477
OG0000227	Syac.g_01998	Syam.g_00479
OG0000228	Syac.g_01989	Syam.g_00488
OG0000229	Syac.g_00692	Syam.g_01867
OG0000230	Syac.g_00694	Syam.g_01865
OG0000231	Syac.g_00710	Syam.g_01848
OG0000232	Syac.g_01717	Syam.g_01692
OG0000233	Syac.g_01713	Syam.g_01678
OG0000234	Syac.g_01699	Syam.g_01667
OG0000235	Syac.g_01905	Syam.g_00582
OG0000236	Syac.g_01890	Syam.g_00597
OG0000237	Syac.g_01873	Syam.g_00614
OG0000238	Syac.g_01868	Syam.g_00619
OG0000239	Syac.g_01852	Syam.g_00637
OG0000240	Syac.g_01851	Syam.g_00638
OG0000241	Syac.g_00970	Syam.g_01477
OG0000242	Syac.g_01839	Syam.g_00649
OG0000243	Syac.g_01821	Syam.g_00668
OG0000244	Syac.g_01814	Syam.g_00674
OG0000245	Syac.g_01811	Syam.g_00676
OG0000246	Syac.g_01807	Syam.g_00680
OG0000247	Syac.g_01795	Syam.g_00692
OG0000248	Syac.g_01792	Syam.g_00695
OG0000249	Syac.g_01790	Syam.g_00697
OG0000250	Syac.g_01782	Syam.g_01747
OG0000251	Syac.g_01757	Syam.g_01722
OG0000252	Syac.g_01753	Syam.g_01719
OG0000253	Syac.g_01752	Syam.g_01718
OG0000254	Syac.g_00939	Syam.g_01510
OG0000255	Syac.g_00947	Syam.g_01500
OG0000256	Syac.g_00963	Syam.g_01484
OG0000257	Syac.g_00969	Syam.g_01478
OG0000258	Syac.g_00988	Syam.g_01459
OG0000259	Syac.g_01425	Syam.g_01378
OG0000260	Syac.g_01422	Syam.g_01375
OG0000261	Syac.g_01418	Syam.g_01372
OG0000262	Syac.g_01413	Syam.g_01367
OG0000263	Syac.g_01497	Syam.g_00885
OG0000264	Syac.g_00915	Syam.g_00805
OG0000265	Syac.g_00673	Syam.g_01880
OG0000266	Syac.g_01271	Syam.g_01234
OG0000267	Syac.g_01131	Syam.g_01071
OG0000268	Syac.g_01132	Syam.g_01072
OG0000269	Syac.g_01346	Syam.g_01295
OG0000270	Syac.g_01343	Syam.g_01292
OG0000271	Syac.g_01335	Syam.g_01284
OG0000272	Syac.g_01334	Syam.g_01283
OG0000273	Syac.g_00854	Syam.g_00745
OG0000274	Syac.g_00853	Syam.g_00744
OG0000275	Syac.g_00848	Syam.g_00741
OG0000276	Syac.g_00840	Syam.g_00733
OG0000277	Syac.g_00839	Syam.g_00732
OG0000278	Syac.g_00836	Syam.g_00729
OG0000279	Syac.g_00828	Syam.g_00721
OG0000280	Syac.g_00814	Syam.g_00701
OG0000281	Syac.g_02158	Syam.g_00943
OG0000282	Syac.g_01392	Syam.g_01347
OG0000283	Syac.g_01142	Syam.g_01087
OG0000284	Syac.g_01148	Syam.g_01093
OG0000285	Syac.g_01160	Syam.g_01105
OG0000286	Syac.g_01181	Syam.g_01123
OG0000287	Syac.g_01209	Syam.g_01153
OG0000288	Syac.g_01240	Syam.g_01186
OG0000289	Syac.g_01254	Syam.g_01201
OG0000290	Syac.g_00881	Syam.g_00771
OG0000291	Syac.g_00883	Syam.g_00773
OG0000292	Syac.g_02487	Syam.g_02439
OG0000293	Syac.g_00754	Syam.g_01806
OG0000294	Syac.g_00755	Syam.g_01805
OG0000295	Syac.g_00796	Syam.g_01771
OG0000296	Syac.g_00798	Syam.g_01769
OG0000297	Syac.g_01475	Syam.g_00906
OG0000298	Syac.g_01476	Syam.g_00905
OG0000299	Syac.g_01503	Syam.g_00878
OG0000300	Syac.g_01510	Syam.g_00871
OG0000301	Syac.g_01511	Syam.g_00870
OG0000302	Syac.g_01512	Syam.g_00868
OG0000303	Syac.g_01520	Syam.g_00859
OG0000304	Syac.g_01526	Syam.g_00853
OG0000305	Syac.g_00886	Syam.g_00776
OG0000306	Syac.g_00810	Syam.g_01757
OG0000307	Syac.g_01924	Syam.g_00566
OG0000308	Syac.g_01926	Syam.g_00564
OG0000309	Syac.g_01931	Syam.g_00559
OG0000310	Syac.g_01607	Syam.g_01591
OG0000311	Syac.g_01611	Syam.g_01595
OG0000312	Syac.g_01619	Syam.g_01601
OG0000313	Syac.g_01638	Syam.g_01617
OG0000314	Syac.g_01665	Syam.g_01647
OG0000315	Syac.g_01675	Syam.g_01658
OG0000316	Syac.g_00601	Syam.g_01945
OG0000317	Syac.g_00552	Syam.g_01987
OG0000318	Syac.g_00543	Syam.g_01991
OG0000319	Syac.g_00525	Syam.g_02006
OG0000320	Syac.g_00523	Syam.g_02008
OG0000321	Syac.g_00522	Syam.g_02009
OG0000322	Syac.g_00521	Syam.g_02010
OG0000323	Syac.g_00506	Syam.g_02025
OG0000324	Syac.g_00648	Syam.g_01906
OG0000325	Syac.g_02190	Syam.g_00289
OG0000326	Syac.g_02183	Syam.g_00296
OG0000327	Syac.g_02137	Syam.g_00325
OG0000328	Syac.g_02136	Syam.g_00326
OG0000329	Syac.g_02119	Syam.g_00344
OG0000330	Syac.g_02118	Syam.g_00345
OG0000331	Syac.g_02117	Syam.g_00346
OG0000332	Syac.g_02103	Syam.g_00361
OG0000333	Syac.g_02100	Syam.g_00364
OG0000334	Syac.g_02090	Syam.g_00375
OG0000335	Syac.g_02085	Syam.g_00380
OG0000336	Syac.g_02081	Syam.g_00384
OG0000337	Syac.g_00199	Syam.g_00155
OG0000338	Syac.g_00196	Syam.g_00153
OG0000339	Syac.g_00190	Syam.g_00147
OG0000340	Syac.g_00178	Syam.g_00137
OG0000341	Syac.g_00176	Syam.g_00135
OG0000342	Syac.g_00175	Syam.g_00134
OG0000343	Syac.g_00174	Syam.g_00133
OG0000344	Syac.g_00170	Syam.g_00129
OG0000345	Syac.g_00160	Syam.g_00119
OG0000346	Syac.g_00155	Syam.g_00114
OG0000347	Syac.g_00129	Syam.g_00083
OG0000348	Syac.g_00070, Syac.g_00074	Syam.g_00068
OG0000349	Syac.g_00050	Syam.g_00050
OG0000350	Syac.g_02176	Syam.g_00303
OG0000351	Syac.g_02468	Syam.g_02420
OG0000352	Syac.g_02469	Syam.g_02421
OG0000353	Syac.g_02493	Syam.g_02445
OG0000354	Syac.g_01862	Syam.g_00626, Syam.g_00625
OG0000355	Syac.g_00001	Syam.g_00001
OG0000356	Syac.g_00002	Syam.g_00002
OG0000357	Syac.g_00003	Syam.g_00003
OG0000358	Syac.g_00007	Syam.g_00007
OG0000359	Syac.g_00009	Syam.g_00009
OG0000360	Syac.g_00010	Syam.g_00010
OG0000361	Syac.g_00011	Syam.g_00011
OG0000362	Syac.g_00013	Syam.g_00013
OG0000363	Syac.g_00015	Syam.g_00015
OG0000364	Syac.g_00016	Syam.g_00016
OG0000365	Syac.g_00023	Syam.g_00025
OG0000366	Syac.g_00024	Syam.g_00026
OG0000367	Syac.g_00025	Syam.g_00027
OG0000368	Syac.g_00027	Syam.g_00029
OG0000369	Syac.g_00028	Syam.g_00030
OG0000370	Syac.g_00029	Syam.g_00031
OG0000371	Syac.g_00036	Syam.g_00038
OG0000372	Syac.g_00041	Syam.g_00043
OG0000373	Syac.g_00042	Syam.g_00044
OG0000374	Syac.g_00043	Syam.g_00045
OG0000375	Syac.g_00046	Syam.g_00046
OG0000376	Syac.g_00048	Syam.g_00048
OG0000377	Syac.g_02346	Syam.g_02306
OG0000378	Syac.g_02338	Syam.g_02297
OG0000379	Syac.g_02335	Syam.g_02294
OG0000380	Syac.g_00452	Syam.g_02060
OG0000381	Syac.g_00449	Syam.g_02063
OG0000382	Syac.g_00434	Syam.g_02080
OG0000383	Syac.g_00432	Syam.g_02083
OG0000384	Syac.g_00431	Syam.g_02084
OG0000385	Syac.g_00430	Syam.g_02085
OG0000386	Syac.g_00429	Syam.g_02086
OG0000387	Syac.g_00404	Syam.g_02112
OG0000388	Syac.g_00401	Syam.g_02116
OG0000389	Syac.g_00397	Syam.g_02120
OG0000390	Syac.g_00379	Syam.g_02136
OG0000391	Syac.g_00374	Syam.g_02141
OG0000392	Syac.g_00369	Syam.g_02147
OG0000393	Syac.g_00366	Syam.g_02149
OG0000394	Syac.g_00365	Syam.g_02150
OG0000395	Syac.g_00364	Syam.g_02151
OG0000396	Syac.g_00361	Syam.g_02153
OG0000397	Syac.g_00359	Syam.g_02160
OG0000398	Syac.g_00354	Syam.g_02165
OG0000399	Syac.g_00353	Syam.g_02166
OG0000400	Syac.g_00352	Syam.g_02167
OG0000401	Syac.g_00351	Syam.g_02168
OG0000402	Syac.g_00348	Syam.g_02171
OG0000403	Syac.g_00347	Syam.g_02172
OG0000404	Syac.g_00345	Syam.g_02173
OG0000405	Syac.g_00332	Syam.g_02189
OG0000406	Syac.g_00328	Syam.g_02193
OG0000407	Syac.g_00327	Syam.g_02194
OG0000408	Syac.g_00325	Syam.g_02196
OG0000409	Syac.g_00323	Syam.g_02198
OG0000410	Syac.g_00322	Syam.g_02199
OG0000411	Syac.g_00321	Syam.g_02200
OG0000412	Syac.g_00320	Syam.g_02201
OG0000413	Syac.g_00318	Syam.g_02203
OG0000414	Syac.g_00317	Syam.g_02204
OG0000415	Syac.g_00316	Syam.g_02205
OG0000416	Syac.g_00315	Syam.g_02206
OG0000417	Syac.g_00314	Syam.g_02207
OG0000418	Syac.g_00309	Syam.g_02212
OG0000419	Syac.g_00307	Syam.g_02214
OG0000420	Syac.g_00305	Syam.g_02216
OG0000421	Syac.g_00300	Syam.g_02221
OG0000422	Syac.g_00299	Syam.g_02222
OG0000423	Syac.g_00298	Syam.g_02223
OG0000424	Syac.g_00297	Syam.g_02224
OG0000425	Syac.g_00296	Syam.g_02225
OG0000426	Syac.g_00295	Syam.g_02226
OG0000427	Syac.g_00294	Syam.g_02227
OG0000428	Syac.g_02257	Syam.g_02230
OG0000429	Syac.g_02259	Syam.g_02232
OG0000430	Syac.g_02260	Syam.g_02233
OG0000431	Syac.g_02264	Syam.g_02237
OG0000432	Syac.g_02270	Syam.g_02243
OG0000433	Syac.g_02272	Syam.g_02244
OG0000434	Syac.g_02273	Syam.g_02245
OG0000435	Syac.g_02277	Syam.g_02246
OG0000436	Syac.g_02282	Syam.g_02252
OG0000437	Syac.g_02283	Syam.g_02253
OG0000438	Syac.g_02284	Syam.g_02254
OG0000439	Syac.g_02286	Syam.g_02256
OG0000440	Syac.g_02287	Syam.g_02257
OG0000441	Syac.g_02294	Syam.g_02261
OG0000442	Syac.g_02295	Syam.g_02262
OG0000443	Syac.g_02296	Syam.g_02263
OG0000444	Syac.g_02303	Syam.g_02268
OG0000445	Syac.g_02304	Syam.g_02269
OG0000446	Syac.g_02305	Syam.g_02270
OG0000447	Syac.g_02308	Syam.g_02272
OG0000448	Syac.g_02309	Syam.g_02273
OG0000449	Syac.g_02310	Syam.g_02274
OG0000450	Syac.g_02313	Syam.g_02275
OG0000451	Syac.g_02314	Syam.g_02276
OG0000452	Syac.g_02318	Syam.g_02280
OG0000453	Syac.g_02319	Syam.g_02281
OG0000454	Syac.g_02320	Syam.g_02282
OG0000455	Syac.g_02321	Syam.g_02283
OG0000456	Syac.g_02322	Syam.g_02284
OG0000457	Syac.g_02324	Syam.g_02286
OG0000458	Syac.g_02325	Syam.g_02287
OG0000459	Syac.g_02326	Syam.g_02288
OG0000460	Syac.g_01970	Syam.g_00506
OG0000461	Syac.g_02198	Syam.g_00284
OG0000462	Syac.g_02201	Syam.g_00281
OG0000463	Syac.g_02202	Syam.g_00280
OG0000464	Syac.g_02203	Syam.g_00279
OG0000465	Syac.g_02204	Syam.g_00277
OG0000466	Syac.g_02208	Syam.g_00273
OG0000467	Syac.g_02210	Syam.g_00271
OG0000468	Syac.g_02216	Syam.g_00266
OG0000469	Syac.g_02230	Syam.g_00253
OG0000470	Syac.g_02232	Syam.g_00251
OG0000471	Syac.g_02233	Syam.g_00250
OG0000472	Syac.g_02235	Syam.g_00248
OG0000473	Syac.g_02237	Syam.g_00246
OG0000474	Syac.g_02238	Syam.g_00245
OG0000475	Syac.g_02239	Syam.g_00244
OG0000476	Syac.g_02241	Syam.g_00242
OG0000477	Syac.g_02247	Syam.g_00236
OG0000478	Syac.g_02248	Syam.g_00235
OG0000479	Syac.g_02249	Syam.g_00234
OG0000480	Syac.g_00293	Syam.g_00227
OG0000481	Syac.g_00291	Syam.g_00225
OG0000482	Syac.g_00290	Syam.g_00224
OG0000483	Syac.g_00286	Syam.g_00220
OG0000484	Syac.g_00285	Syam.g_00219
OG0000485	Syac.g_00284	Syam.g_00218
OG0000486	Syac.g_00283	Syam.g_00217
OG0000487	Syac.g_00276	Syam.g_00211
OG0000488	Syac.g_00272	Syam.g_00207
OG0000489	Syac.g_00260	Syam.g_00197
OG0000490	Syac.g_00249	Syam.g_00189
OG0000491	Syac.g_00248	Syam.g_00187
OG0000492	Syac.g_00246	Syam.g_00185
OG0000493	Syac.g_00245	Syam.g_00184
OG0000494	Syac.g_00244	Syam.g_00183
OG0000495	Syac.g_00243	Syam.g_00182
OG0000496	Syac.g_00242	Syam.g_00181
OG0000497	Syac.g_00241	Syam.g_00180
OG0000498	Syac.g_00240	Syam.g_00179
OG0000499	Syac.g_00239	Syam.g_00178
OG0000500	Syac.g_00238	Syam.g_00177
OG0000501	Syac.g_00235	Syam.g_00174
OG0000502	Syac.g_00223	Syam.g_00165
OG0000503	Syac.g_02020	Syam.g_00457
OG0000504	Syac.g_02018	Syam.g_00459
OG0000505	Syac.g_02017	Syam.g_00460
OG0000506	Syac.g_02015	Syam.g_00462
OG0000507	Syac.g_02009	Syam.g_00468
OG0000508	Syac.g_02005	Syam.g_00472
OG0000509	Syac.g_02003	Syam.g_00474
OG0000510	Syac.g_02002	Syam.g_00475
OG0000511	Syac.g_02001	Syam.g_00476
OG0000512	Syac.g_01999	Syam.g_00478
OG0000513	Syac.g_01984	Syam.g_00493
OG0000514	Syac.g_01977	Syam.g_00499
OG0000515	Syac.g_01976	Syam.g_00500
OG0000516	Syac.g_00697	Syam.g_01862
OG0000517	Syac.g_00691	Syam.g_01868
OG0000518	Syac.g_00707	Syam.g_01851
OG0000519	Syac.g_00708	Syam.g_01850
OG0000520	Syac.g_00709	Syam.g_01849
OG0000521	Syac.g_01721	Syam.g_01696
OG0000522	Syac.g_01719	Syam.g_01694
OG0000523	Syac.g_01718	Syam.g_01693
OG0000524	Syac.g_01716	Syam.g_01681
OG0000525	Syac.g_01709	Syam.g_01677
OG0000526	Syac.g_01706	Syam.g_01674
OG0000527	Syac.g_01702	Syam.g_01670
OG0000528	Syac.g_01911	Syam.g_00580
OG0000529	Syac.g_01903	Syam.g_00584
OG0000530	Syac.g_01900	Syam.g_00587
OG0000531	Syac.g_01899	Syam.g_00588
OG0000532	Syac.g_01896	Syam.g_00591
OG0000533	Syac.g_01895	Syam.g_00592
OG0000534	Syac.g_01894	Syam.g_00593
OG0000535	Syac.g_01893	Syam.g_00594
OG0000536	Syac.g_01892	Syam.g_00595
OG0000537	Syac.g_01891	Syam.g_00596
OG0000538	Syac.g_01880	Syam.g_00607
OG0000539	Syac.g_01879	Syam.g_00608
OG0000540	Syac.g_01878	Syam.g_00609
OG0000541	Syac.g_01877	Syam.g_00610
OG0000542	Syac.g_01874	Syam.g_00613
OG0000543	Syac.g_01872	Syam.g_00615
OG0000544	Syac.g_01871	Syam.g_00616
OG0000545	Syac.g_01869	Syam.g_00618
OG0000546	Syac.g_01867	Syam.g_00620
OG0000547	Syac.g_01865	Syam.g_00622
OG0000548	Syac.g_01864	Syam.g_00623
OG0000549	Syac.g_01858	Syam.g_00630
OG0000550	Syac.g_01854	Syam.g_00635
OG0000551	Syac.g_01849	Syam.g_00640
OG0000552	Syac.g_01848	Syam.g_00641
OG0000553	Syac.g_01846	Syam.g_00643
OG0000554	Syac.g_01835	Syam.g_00652
OG0000555	Syac.g_01822	Syam.g_00667
OG0000556	Syac.g_01817	Syam.g_00670
OG0000557	Syac.g_01815	Syam.g_00672
OG0000558	Syac.g_01813	Syam.g_00675
OG0000559	Syac.g_01808	Syam.g_00679
OG0000560	Syac.g_01805	Syam.g_00682
OG0000561	Syac.g_01804	Syam.g_00683
OG0000562	Syac.g_01803	Syam.g_00684
OG0000563	Syac.g_01802	Syam.g_00685
OG0000564	Syac.g_01801	Syam.g_00686
OG0000565	Syac.g_01797	Syam.g_00690
OG0000566	Syac.g_01793	Syam.g_00694
OG0000567	Syac.g_01789	Syam.g_00698
OG0000568	Syac.g_01786	Syam.g_01751
OG0000569	Syac.g_01785	Syam.g_01750
OG0000570	Syac.g_01784	Syam.g_01749
OG0000571	Syac.g_01780	Syam.g_01745
OG0000572	Syac.g_01765	Syam.g_01729
OG0000573	Syac.g_01755	Syam.g_01721
OG0000574	Syac.g_01754	Syam.g_01720
OG0000575	Syac.g_01750	Syam.g_01716
