Orthogroup	Syac	Syag
OG0000041	Syac.g_00876	Syag.g_00962
OG0000042	Syac.g_00146	Syag.g_01094, Syag.g_02378
OG0000044	Syac.g_00858	Syag.g_00945
OG0000045	Syac.g_00576	Syag.g_00225
OG0000045	Syac.g_01040	Syag.g_00223
OG0000046	Syac.g_02063	Syag.g_02805
OG0000046	Syac.g_02055	Syag.g_02812
OG0000046	Syac.g_02047	Syag.g_02819
OG0000047	Syac.g_02031	Syag.g_00768
OG0000048	Syac.g_02240	Syag.g_02611
OG0000051	Syac.g_01073	Syag.g_01026
OG0000052	Syac.g_00207	Syag.g_02451
OG0000053	Syac.g_01657	Syag.g_01391
OG0000054	Syac.g_00933	Syag.g_00350
OG0000055	Syac.g_00859	Syag.g_00946
OG0000055	Syac.g_01034	Syag.g_01799
OG0000057	Syac.g_00894	Syag.g_00985
OG0000058	Syac.g_00226	Syag.g_02477
OG0000059	Syac.g_02142	Syag.g_02721
OG0000060	Syac.g_01909	Syag.g_01530
OG0000061	Syac.g_00769	Syag.g_01141
OG0000062	Syac.g_00567	Syag.g_01669
OG0000063	Syac.g_00037	Syag.g_02313
OG0000064	Syac.g_01567	Syag.g_01589
OG0000064	Syac.g_00575	Syag.g_00076
OG0000065	Syac.g_00490	Syag.g_00182
OG0000066	Syac.g_01827	Syag.g_01443
OG0000067	Syac.g_01341	Syag.g_00667
OG0000068	Syac.g_01916	Syag.g_01537
OG0000070	Syac.g_00711	Syag.g_00049
OG0000071	Syac.g_00729	Syag.g_01192
OG0000072	Syac.g_00302	Syag.g_01980
OG0000073	Syac.g_01883	Syag.g_01505
OG0000075	Syac.g_00191	Syag.g_02434
OG0000076	Syac.g_00156	Syag.g_02393
OG0000077	Syac.g_00439	Syag.g_01831
OG0000078	Syac.g_01964	Syag.g_01778
OG0000079	Syac.g_02211	Syag.g_02659
OG0000081	Syac.g_00461	Syag.g_00167
OG0000082	Syac.g_01766	Syag.g_00318
OG0000084	Syac.g_00822	Syag.g_00212
OG0000084	Syac.g_01627	Syag.g_01425
OG0000085	Syac.g_00560	Syag.g_01676
OG0000086	Syac.g_00423	Syag.g_01853
OG0000087	Syac.g_00343	Syag.g_01939
OG0000088	Syac.g_00308	Syag.g_01974
OG0000089	Syac.g_01988, Syac.g_01543	Syag.g_00005
OG0000090	Syac.g_01836	Syag.g_01454
OG0000091	Syac.g_00987	Syag.g_00418
OG0000093	Syac.g_01357	Syag.g_00649
OG0000094	Syac.g_01251	Syag.g_00881
OG0000095	Syac.g_00884	Syag.g_00974
OG0000097	Syac.g_01507	Syag.g_01065
OG0000098	Syac.g_02157	Syag.g_00578
OG0000099	Syac.g_00234	Syag.g_02536
OG0000100	Syac.g_01309	Syag.g_00704
OG0000101	Syac.g_02094	Syag.g_02773
OG0000102	Syac.g_00151	Syag.g_02387
OG0000103	Syac.g_02476	Syag.g_02253
OG0000104	Syac.g_02490	Syag.g_02268
OG0000105	Syac.g_02245	Syag.g_02606
OG0000106	Syac.g_01098	Syag.g_00462
OG0000107	Syac.g_02191	Syag.g_02689
OG0000108	Syac.g_01904	Syag.g_01528
OG0000109	Syac.g_01889	Syag.g_01512
OG0000110	Syac.g_01778	Syag.g_00303
OG0000112	Syac.g_01173	Syag.g_00801
OG0000113	Syac.g_01314	Syag.g_00699
OG0000114	Syac.g_01394	Syag.g_00609
OG0000115	Syac.g_01655	Syag.g_01397
OG0000116	Syac.g_00753	Syag.g_01156
OG0000117	Syac.g_01477	Syag.g_01097
OG0000118	Syac.g_01728	Syag.g_01232
OG0000120	Syac.g_00233	Syag.g_02535
OG0000121	Syac.g_01635	Syag.g_01414
OG0000122	Syac.g_01013	Syag.g_00446
OG0000123	Syac.g_02086	Syag.g_02781
OG0000124	Syac.g_00135	Syag.g_02367
OG0000125	Syac.g_02360	Syag.g_02136, Syag.g_02134
OG0000126	Syac.g_02488	Syag.g_02266
OG0000128	Syac.g_00012	Syag.g_02284
OG0000129	Syac.g_02349	Syag.g_02121
OG0000130	Syac.g_00450	Syag.g_01819
OG0000131	Syac.g_00330	Syag.g_01951
OG0000132	Syac.g_00310	Syag.g_01972
OG0000133	Syac.g_01178	Syag.g_00806
OG0000134	Syac.g_01985	Syag.g_00008
OG0000135	Syac.g_02398	Syag.g_02171
OG0000136	Syac.g_00701	Syag.g_00038
OG0000137	Syac.g_01700	Syag.g_01356
OG0000138	Syac.g_01888	Syag.g_01511
OG0000139	Syac.g_01830	Syag.g_01448
OG0000140	Syac.g_01829	Syag.g_01446
OG0000141	Syac.g_00934	Syag.g_00351
OG0000142	Syac.g_00979	Syag.g_00410
OG0000143	Syac.g_00983	Syag.g_00414
OG0000144	Syac.g_01090	Syag.g_00493
OG0000145	Syac.g_01882	Syag.g_01504
OG0000146	Syac.g_01172	Syag.g_00800
OG0000147	Syac.g_01171	Syag.g_00799
OG0000148	Syac.g_01320	Syag.g_00693
OG0000149	Syac.g_00832	Syag.g_00731
OG0000150	Syac.g_00935	Syag.g_00352
OG0000151	Syac.g_01383	Syag.g_00623
OG0000152	Syac.g_01182	Syag.g_00810
OG0000153	Syac.g_01217	Syag.g_00845
OG0000154	Syac.g_01241	Syag.g_00870
OG0000155	Syac.g_00804	Syag.g_01107
OG0000156	Syac.g_00743	Syag.g_01166
OG0000157	Syac.g_00742	Syag.g_01167
OG0000158	Syac.g_00182	Syag.g_02422
OG0000159	Syac.g_00181	Syag.g_02425
OG0000160	Syac.g_01633	Syag.g_01415
OG0000161	Syac.g_01641	Syag.g_01409
OG0000162	Syac.g_01648	Syag.g_01402
OG0000163	Syac.g_00619	Syag.g_01618
OG0000164	Syac.g_00508	Syag.g_01725
OG0000165	Syac.g_00674	Syag.g_01733
OG0000166	Syac.g_02132	Syag.g_02733
OG0000167	Syac.g_00194	Syag.g_02437
OG0000168	Syac.g_00179	Syag.g_02417
OG0000169	Syac.g_00168	Syag.g_02405
OG0000170	Syac.g_00161	Syag.g_02398
OG0000171	Syac.g_00136	Syag.g_02368
OG0000172	Syac.g_00084	Syag.g_02360
OG0000173	Syac.g_00057	Syag.g_02337
OG0000174	Syac.g_02401	Syag.g_02175
OG0000175	Syac.g_02465	Syag.g_02240
OG0000176	Syac.g_00004	Syag.g_02276
OG0000177	Syac.g_00005	Syag.g_02277
OG0000178	Syac.g_00006	Syag.g_02278
OG0000179	Syac.g_00019	Syag.g_02293
OG0000180	Syac.g_00020	Syag.g_02294
OG0000181	Syac.g_00021	Syag.g_02295
OG0000182	Syac.g_00022	Syag.g_02296
OG0000183	Syac.g_00026	Syag.g_02300
OG0000184	Syac.g_02339	Syag.g_02110
OG0000185	Syac.g_02336	Syag.g_02092
OG0000186	Syac.g_00454	Syag.g_01815
OG0000187	Syac.g_00453	Syag.g_01816
OG0000188	Syac.g_00433	Syag.g_01839
OG0000189	Syac.g_00408	Syag.g_01872
OG0000190	Syac.g_00406	Syag.g_01874
OG0000191	Syac.g_00373	Syag.g_01909
OG0000192	Syac.g_00368	Syag.g_01915
OG0000193	Syac.g_00329	Syag.g_01952
OG0000194	Syac.g_00326	Syag.g_01955
OG0000195	Syac.g_00324	Syag.g_01957
OG0000196	Syac.g_00313	Syag.g_01968
OG0000197	Syac.g_00312	Syag.g_01969
OG0000198	Syac.g_00311	Syag.g_00108, Syag.g_01971
OG0000199	Syac.g_00303	Syag.g_01979
OG0000200	Syac.g_02261	Syag.g_01996
OG0000201	Syac.g_02278	Syag.g_02023
OG0000202	Syac.g_02279	Syag.g_02024
OG0000203	Syac.g_02280	Syag.g_02025
OG0000204	Syac.g_02281	Syag.g_02020, Syag.g_02026
OG0000205	Syac.g_02288	Syag.g_02035
OG0000206	Syac.g_02297	Syag.g_02047
OG0000207	Syac.g_02300	Syag.g_02051
OG0000208	Syac.g_02301	Syag.g_02052
OG0000209	Syac.g_02316	Syag.g_02069
OG0000210	Syac.g_02317	Syag.g_02070
OG0000211	Syac.g_01972	Syag.g_01788
OG0000212	Syac.g_01963	Syag.g_01777
OG0000213	Syac.g_02219	Syag.g_02632
OG0000214	Syac.g_02236	Syag.g_02615
OG0000215	Syac.g_00281	Syag.g_02584
OG0000216	Syac.g_00277	Syag.g_02580
OG0000217	Syac.g_00273	Syag.g_02576
OG0000218	Syac.g_00271	Syag.g_02574
OG0000219	Syac.g_00270	Syag.g_02573
OG0000220	Syac.g_00269	Syag.g_02572
OG0000221	Syac.g_00261	Syag.g_02566
OG0000222	Syac.g_00247	Syag.g_02550
OG0000223	Syac.g_00225	Syag.g_02475
OG0000224	Syac.g_00217	Syag.g_02471
OG0000225	Syac.g_02004	Syag.g_02861
OG0000226	Syac.g_02000	Syag.g_02865
OG0000227	Syac.g_01998	Syag.g_02867
OG0000228	Syac.g_01989	Syag.g_00004
OG0000229	Syac.g_00692	Syag.g_00033
OG0000230	Syac.g_00694	Syag.g_00035
OG0000231	Syac.g_00710	Syag.g_00048
OG0000232	Syac.g_01717	Syag.g_00059
OG0000233	Syac.g_01713	Syag.g_01330
OG0000234	Syac.g_01699	Syag.g_01358
OG0000235	Syac.g_01905	Syag.g_01529
OG0000236	Syac.g_01890	Syag.g_01513
OG0000237	Syac.g_01873	Syag.g_01495
OG0000238	Syac.g_01868	Syag.g_01490
OG0000239	Syac.g_01852	Syag.g_01472
OG0000240	Syac.g_01851	Syag.g_01471
OG0000241	Syac.g_00970	Syag.g_00396
OG0000242	Syac.g_01839	Syag.g_01456
OG0000243	Syac.g_01821	Syag.g_00255
OG0000244	Syac.g_01814	Syag.g_00268
OG0000245	Syac.g_01811	Syag.g_00270
OG0000246	Syac.g_01807	Syag.g_00274
OG0000247	Syac.g_01795	Syag.g_00286
OG0000248	Syac.g_01792	Syag.g_00289
OG0000249	Syac.g_01790	Syag.g_00291
OG0000250	Syac.g_01782	Syag.g_00299
OG0000251	Syac.g_01757	Syag.g_00328
OG0000252	Syac.g_01753	Syag.g_00331
OG0000253	Syac.g_01752	Syag.g_00333
OG0000254	Syac.g_00939	Syag.g_00356
OG0000255	Syac.g_00947	Syag.g_00369
OG0000256	Syac.g_00963	Syag.g_00385
OG0000257	Syac.g_00969	Syag.g_00395
OG0000258	Syac.g_00988	Syag.g_00423
OG0000259	Syac.g_01425	Syag.g_00560
OG0000260	Syac.g_01422	Syag.g_00570
OG0000261	Syac.g_01418	Syag.g_00581
OG0000262	Syac.g_01413	Syag.g_00586
OG0000263	Syac.g_01497	Syag.g_01079
OG0000264	Syac.g_00915	Syag.g_01011
OG0000265	Syac.g_00673	Syag.g_01021
OG0000266	Syac.g_01271	Syag.g_00907
OG0000267	Syac.g_01131	Syag.g_00762
OG0000268	Syac.g_01132	Syag.g_00763
OG0000269	Syac.g_01346	Syag.g_00662
OG0000270	Syac.g_01343	Syag.g_00665
OG0000271	Syac.g_01335	Syag.g_00673
OG0000274	Syac.g_00853	Syag.g_00714
OG0000275	Syac.g_00848	Syag.g_00717
OG0000276	Syac.g_00840	Syag.g_00723
OG0000277	Syac.g_00839	Syag.g_00724
OG0000278	Syac.g_00836	Syag.g_00727
OG0000279	Syac.g_00828	Syag.g_00735
OG0000280	Syac.g_00814	Syag.g_00741
OG0000281	Syac.g_02158	Syag.g_00572
OG0000282	Syac.g_01392	Syag.g_00611
OG0000283	Syac.g_01142	Syag.g_00775
OG0000284	Syac.g_01148	Syag.g_00780
OG0000285	Syac.g_01160	Syag.g_00791
OG0000286	Syac.g_01181	Syag.g_00809
OG0000287	Syac.g_01692, Syac.g_01209	Syag.g_00838
OG0000288	Syac.g_01240	Syag.g_00869
OG0000289	Syac.g_01254	Syag.g_00884
OG0000290	Syac.g_00881	Syag.g_00970
OG0000291	Syac.g_00883	Syag.g_00972
OG0000292	Syac.g_02487	Syag.g_02265
OG0000293	Syac.g_00754	Syag.g_01155
OG0000294	Syac.g_00755	Syag.g_01154
OG0000295	Syac.g_00796	Syag.g_01115
OG0000296	Syac.g_00798	Syag.g_01113
OG0000297	Syac.g_01475	Syag.g_01099
OG0000298	Syac.g_01476	Syag.g_01098
OG0000299	Syac.g_01503	Syag.g_01067
OG0000301	Syac.g_01511	Syag.g_01061
OG0000302	Syac.g_01512	Syag.g_01060
OG0000303	Syac.g_01520	Syag.g_01048
OG0000304	Syac.g_01526	Syag.g_01041
OG0000305	Syac.g_00886	Syag.g_00977
OG0000306	Syac.g_00810	Syag.g_00460
OG0000307	Syac.g_01924	Syag.g_01546
OG0000308	Syac.g_01926	Syag.g_01548
OG0000309	Syac.g_01931	Syag.g_01553
OG0000310	Syac.g_01607	Syag.g_01291
OG0000311	Syac.g_01611	Syag.g_01300
OG0000312	Syac.g_01619	Syag.g_01434
OG0000313	Syac.g_01638	Syag.g_00966, Syag.g_01412
OG0000314	Syac.g_01665	Syag.g_01380
OG0000315	Syac.g_01675	Syag.g_01369
OG0000316	Syac.g_00601	Syag.g_01641
OG0000317	Syac.g_00552	Syag.g_01684
OG0000318	Syac.g_00543	Syag.g_01688
OG0000319	Syac.g_00525	Syag.g_01710
OG0000320	Syac.g_00523	Syag.g_01712
OG0000321	Syac.g_00522	Syag.g_01713
OG0000322	Syac.g_00521	Syag.g_01714
OG0000323	Syac.g_00506	Syag.g_01728
OG0000324	Syac.g_00648	Syag.g_01757
OG0000325	Syac.g_02190	Syag.g_02690
OG0000326	Syac.g_02183	Syag.g_02698
OG0000327	Syac.g_02137	Syag.g_02728
OG0000328	Syac.g_02136	Syag.g_02729
OG0000329	Syac.g_02119	Syag.g_02747
OG0000330	Syac.g_02118	Syag.g_02748
OG0000331	Syac.g_02117	Syag.g_02749
OG0000332	Syac.g_02103	Syag.g_02764
OG0000333	Syac.g_02100	Syag.g_02767
OG0000334	Syac.g_02090	Syag.g_02777
OG0000335	Syac.g_02085	Syag.g_02782
OG0000336	Syac.g_02081	Syag.g_02786
OG0000337	Syac.g_00199	Syag.g_02445
OG0000338	Syac.g_00196	Syag.g_02440
OG0000340	Syac.g_00178	Syag.g_02416
OG0000341	Syac.g_00176	Syag.g_02414
OG0000342	Syac.g_00175	Syag.g_02413
OG0000343	Syac.g_00174	Syag.g_02411
OG0000344	Syac.g_00170	Syag.g_02407
OG0000345	Syac.g_00160	Syag.g_02397
OG0000346	Syac.g_00155	Syag.g_02392
OG0000347	Syac.g_00129	Syag.g_02366
OG0000348	Syac.g_00070, Syac.g_00074	Syag.g_02357
OG0000349	Syac.g_00050	Syag.g_02330
OG0000350	Syac.g_02176	Syag.g_02705
OG0000351	Syac.g_02468	Syag.g_02244
OG0000352	Syac.g_02469	Syag.g_02245
OG0000353	Syac.g_02493	Syag.g_02271
OG0000354	Syac.g_01862	Syag.g_01484
OG0000355	Syac.g_00001	Syag.g_02273
OG0000356	Syac.g_00002	Syag.g_02274
OG0000357	Syac.g_00003	Syag.g_02275
OG0000358	Syac.g_00007	Syag.g_02279
OG0000359	Syac.g_00009	Syag.g_02281
OG0000360	Syac.g_00010	Syag.g_02282
OG0000361	Syac.g_00011	Syag.g_02283
OG0000362	Syac.g_00013	Syag.g_02285
OG0000363	Syac.g_00015	Syag.g_02287
OG0000364	Syac.g_00016	Syag.g_02288
OG0000365	Syac.g_00023	Syag.g_02297
OG0000366	Syac.g_00024	Syag.g_02298
OG0000367	Syac.g_00025	Syag.g_02299
OG0000368	Syac.g_00027	Syag.g_02301
OG0000369	Syac.g_00028	Syag.g_02302
OG0000370	Syac.g_00029	Syag.g_02303
OG0000371	Syac.g_00036	Syag.g_02312
OG0000372	Syac.g_00041	Syag.g_02317
OG0000373	Syac.g_00042	Syag.g_02318
OG0000374	Syac.g_00043	Syag.g_02319
OG0000375	Syac.g_00046	Syag.g_02326
OG0000376	Syac.g_00048	Syag.g_02328
OG0000377	Syac.g_02346	Syag.g_02119
OG0000378	Syac.g_02338	Syag.g_02099
OG0000379	Syac.g_02335	Syag.g_02091
OG0000380	Syac.g_00452	Syag.g_01817
OG0000381	Syac.g_00449	Syag.g_01820
OG0000382	Syac.g_00434	Syag.g_01838
OG0000383	Syac.g_00432	Syag.g_01843
OG0000384	Syac.g_00431	Syag.g_01844
OG0000385	Syac.g_00430	Syag.g_01845
OG0000386	Syac.g_00429	Syag.g_01846
OG0000387	Syac.g_00404	Syag.g_01876
OG0000388	Syac.g_00401	Syag.g_01880
OG0000389	Syac.g_00397	Syag.g_01884
OG0000390	Syac.g_00379	Syag.g_01903
OG0000391	Syac.g_00374	Syag.g_01908
OG0000392	Syac.g_00369	Syag.g_01914
OG0000393	Syac.g_00366	Syag.g_01917
OG0000394	Syac.g_00365	Syag.g_01918
OG0000395	Syac.g_00364	Syag.g_01919
OG0000396	Syac.g_00361	Syag.g_01922
OG0000397	Syac.g_00359	Syag.g_01924
OG0000398	Syac.g_00354	Syag.g_01929
OG0000399	Syac.g_00353	Syag.g_01930
OG0000400	Syac.g_00352	Syag.g_01931
OG0000401	Syac.g_00351	Syag.g_01932
OG0000402	Syac.g_00348	Syag.g_01934
OG0000403	Syac.g_00347	Syag.g_01935
OG0000404	Syac.g_00345	Syag.g_01937
OG0000405	Syac.g_00332	Syag.g_01949
OG0000406	Syac.g_00328	Syag.g_01953
OG0000407	Syac.g_00327	Syag.g_01954
OG0000408	Syac.g_00325	Syag.g_01956
OG0000409	Syac.g_00323	Syag.g_01958
OG0000410	Syac.g_00322	Syag.g_01959
OG0000411	Syac.g_00321	Syag.g_01960
OG0000412	Syac.g_00320	Syag.g_01961
OG0000413	Syac.g_00318	Syag.g_01963
OG0000414	Syac.g_00317	Syag.g_01964
OG0000415	Syac.g_00316	Syag.g_01965
OG0000416	Syac.g_00315	Syag.g_01966
OG0000417	Syac.g_00314	Syag.g_01967
OG0000418	Syac.g_00309	Syag.g_01973
OG0000419	Syac.g_00307	Syag.g_01975
OG0000420	Syac.g_00305	Syag.g_01977
OG0000421	Syac.g_00300	Syag.g_01982
OG0000422	Syac.g_00299	Syag.g_01983
OG0000423	Syac.g_00298	Syag.g_01984
OG0000424	Syac.g_00297	Syag.g_01985
OG0000425	Syac.g_00296	Syag.g_01986
OG0000426	Syac.g_00295	Syag.g_01987
OG0000427	Syac.g_00294	Syag.g_01988
OG0000428	Syac.g_02257	Syag.g_01991
OG0000429	Syac.g_02259	Syag.g_01993
OG0000430	Syac.g_02260	Syag.g_01995
OG0000431	Syac.g_02264	Syag.g_01998
OG0000432	Syac.g_02270	Syag.g_02007
OG0000433	Syac.g_02272	Syag.g_02009
OG0000434	Syac.g_02273	Syag.g_02010
OG0000435	Syac.g_02277	Syag.g_02017
OG0000436	Syac.g_02282	Syag.g_02028
OG0000437	Syac.g_02283	Syag.g_02029
OG0000438	Syac.g_02284	Syag.g_02031
OG0000439	Syac.g_02286	Syag.g_02033
OG0000440	Syac.g_02287	Syag.g_02034
OG0000441	Syac.g_02294	Syag.g_02041
OG0000442	Syac.g_02295	Syag.g_02044
OG0000443	Syac.g_02296	Syag.g_02046
OG0000444	Syac.g_02303	Syag.g_02053
OG0000445	Syac.g_02304	Syag.g_02054
OG0000446	Syac.g_02305	Syag.g_02056
OG0000447	Syac.g_02308	Syag.g_02059
OG0000448	Syac.g_02309	Syag.g_02060
OG0000449	Syac.g_02310	Syag.g_02061
OG0000450	Syac.g_02313	Syag.g_02066
OG0000451	Syac.g_02314	Syag.g_02067
OG0000452	Syac.g_02318	Syag.g_02071
OG0000453	Syac.g_02319	Syag.g_02072
OG0000454	Syac.g_02320	Syag.g_02073
OG0000455	Syac.g_02321	Syag.g_02074
OG0000456	Syac.g_02322	Syag.g_02075
OG0000457	Syac.g_02324	Syag.g_02077
OG0000458	Syac.g_02325	Syag.g_02080
OG0000459	Syac.g_02326	Syag.g_02081
OG0000460	Syac.g_01970	Syag.g_01786
OG0000461	Syac.g_02198	Syag.g_02675
OG0000462	Syac.g_02201	Syag.g_02672
OG0000463	Syac.g_02202	Syag.g_02671
OG0000464	Syac.g_02203	Syag.g_02670
OG0000465	Syac.g_02204	Syag.g_02668
OG0000466	Syac.g_02208	Syag.g_02662
OG0000467	Syac.g_02210	Syag.g_02660
OG0000468	Syac.g_02216	Syag.g_02636
OG0000469	Syac.g_02230	Syag.g_02621
OG0000470	Syac.g_02232	Syag.g_02619
OG0000471	Syac.g_02233	Syag.g_02618
OG0000472	Syac.g_02235	Syag.g_02616
OG0000473	Syac.g_02237	Syag.g_02614
OG0000474	Syac.g_02238	Syag.g_02613
OG0000475	Syac.g_02239	Syag.g_02612
OG0000476	Syac.g_02241	Syag.g_02610
OG0000477	Syac.g_02247	Syag.g_02604
OG0000478	Syac.g_02248	Syag.g_02603
OG0000479	Syac.g_02249	Syag.g_02602
OG0000480	Syac.g_00293	Syag.g_02595
OG0000481	Syac.g_00291	Syag.g_02593
OG0000482	Syac.g_00290	Syag.g_02592
OG0000483	Syac.g_00286	Syag.g_02588
OG0000484	Syac.g_00285	Syag.g_02587
OG0000485	Syac.g_00284	Syag.g_02586
OG0000486	Syac.g_00283	Syag.g_02585
OG0000487	Syac.g_00276	Syag.g_02579
OG0000488	Syac.g_00272	Syag.g_02575
OG0000489	Syac.g_00260	Syag.g_02565
OG0000490	Syac.g_00249	Syag.g_02553
OG0000491	Syac.g_00248	Syag.g_02551
OG0000492	Syac.g_00246	Syag.g_02549
OG0000493	Syac.g_00245	Syag.g_02548
OG0000494	Syac.g_00244	Syag.g_02547
OG0000495	Syac.g_00243	Syag.g_02546
OG0000496	Syac.g_00242	Syag.g_02545
OG0000497	Syac.g_00241	Syag.g_02544
OG0000498	Syac.g_00240	Syag.g_02543
OG0000499	Syac.g_00239	Syag.g_02542
OG0000500	Syac.g_00238	Syag.g_02541
OG0000501	Syac.g_00235	Syag.g_02538
OG0000502	Syac.g_00223	Syag.g_02467
OG0000503	Syac.g_02020	Syag.g_02843
OG0000504	Syac.g_02018	Syag.g_02845
OG0000505	Syac.g_02017	Syag.g_02846
OG0000506	Syac.g_02015	Syag.g_02849
OG0000507	Syac.g_02009	Syag.g_02855
OG0000508	Syac.g_02005	Syag.g_02860
OG0000509	Syac.g_02003	Syag.g_02862
OG0000510	Syac.g_02002	Syag.g_02863
OG0000511	Syac.g_02001	Syag.g_02864
OG0000512	Syac.g_01999	Syag.g_02866
OG0000513	Syac.g_01984	Syag.g_00009
OG0000514	Syac.g_01977	Syag.g_00018
OG0000515	Syac.g_01976	Syag.g_00019
OG0000516	Syac.g_00697	Syag.g_00025
OG0000517	Syac.g_00691	Syag.g_00032
OG0000518	Syac.g_00707	Syag.g_00044
OG0000519	Syac.g_00708	Syag.g_00045
OG0000520	Syac.g_00709	Syag.g_00046
OG0000521	Syac.g_01721	Syag.g_00054
OG0000522	Syac.g_01719	Syag.g_00056
OG0000523	Syac.g_01718	Syag.g_00057
OG0000524	Syac.g_01716	Syag.g_01327
OG0000525	Syac.g_01709	Syag.g_01345
OG0000526	Syac.g_01706	Syag.g_01348
OG0000527	Syac.g_01702	Syag.g_01354
OG0000528	Syac.g_01911	Syag.g_01532
OG0000529	Syac.g_01903	Syag.g_01527
OG0000530	Syac.g_01900	Syag.g_01524
OG0000531	Syac.g_01899	Syag.g_01523
OG0000532	Syac.g_01896	Syag.g_01520
OG0000533	Syac.g_01895	Syag.g_01518
OG0000534	Syac.g_01894	Syag.g_01517
OG0000535	Syac.g_01893	Syag.g_01516
OG0000536	Syac.g_01892	Syag.g_01515
OG0000537	Syac.g_01891	Syag.g_01514
OG0000538	Syac.g_01880	Syag.g_01502
OG0000539	Syac.g_01879	Syag.g_01501
OG0000540	Syac.g_01878	Syag.g_01500
OG0000541	Syac.g_01877	Syag.g_01499
OG0000542	Syac.g_01874	Syag.g_01496
OG0000543	Syac.g_01872	Syag.g_01494
OG0000544	Syac.g_01871	Syag.g_01493
OG0000545	Syac.g_01869	Syag.g_01491
OG0000546	Syac.g_01867	Syag.g_01489
OG0000547	Syac.g_01865	Syag.g_01487
OG0000548	Syac.g_01864	Syag.g_01486
OG0000549	Syac.g_01858	Syag.g_01480
OG0000550	Syac.g_01854	Syag.g_01474
OG0000551	Syac.g_01849	Syag.g_01470
OG0000552	Syac.g_01848	Syag.g_01469
OG0000553	Syac.g_01846	Syag.g_01464
OG0000554	Syac.g_01835	Syag.g_01453
OG0000555	Syac.g_01822	Syag.g_00075
OG0000556	Syac.g_01817	Syag.g_00257
OG0000557	Syac.g_01815	Syag.g_00267
OG0000558	Syac.g_01813	Syag.g_00269
OG0000559	Syac.g_01808	Syag.g_00273
OG0000560	Syac.g_01805	Syag.g_00276
OG0000561	Syac.g_01804	Syag.g_00277
OG0000562	Syac.g_01803	Syag.g_00278
OG0000563	Syac.g_01802	Syag.g_00279
OG0000564	Syac.g_01801	Syag.g_00280
OG0000565	Syac.g_01797	Syag.g_00284
OG0000566	Syac.g_01793	Syag.g_00288
OG0000567	Syac.g_01789	Syag.g_00292
OG0000568	Syac.g_01786	Syag.g_00295
OG0000569	Syac.g_01785	Syag.g_00296
OG0000570	Syac.g_01784	Syag.g_00297
OG0000571	Syac.g_01780	Syag.g_00301
OG0000572	Syac.g_01765	Syag.g_00251, Syag.g_00320
OG0000573	Syac.g_01755	Syag.g_00329
OG0000574	Syac.g_01754	Syag.g_00330
OG0000575	Syac.g_01750	Syag.g_00335
