Orthogroup	Syac	Syaj
OG0000123	Syac.g_02086	Syaj.g_02745
OG0000124	Syac.g_00135	Syaj.g_02388
OG0000125	Syac.g_02360	Syaj.g_02117
OG0000126	Syac.g_02488	Syaj.g_02256
OG0000127	Syac.g_01547	Syaj.g_00538
OG0000128	Syac.g_00012	Syaj.g_02274
OG0000129	Syac.g_02349	Syaj.g_02106
OG0000130	Syac.g_00450	Syaj.g_01818
OG0000131	Syac.g_00330	Syaj.g_01964
OG0000132	Syac.g_00310	Syaj.g_01984, Syaj.g_00688
OG0000133	Syac.g_01178	Syaj.g_00902
OG0000134	Syac.g_01985	Syaj.g_02832
OG0000135	Syac.g_02398	Syaj.g_02167
OG0000136	Syac.g_00701	Syaj.g_01550
OG0000137	Syac.g_01700	Syaj.g_01444
OG0000138	Syac.g_01888	Syaj.g_00088
OG0000139	Syac.g_01830	Syaj.g_00150
OG0000140	Syac.g_01829	Syaj.g_00153
OG0000141	Syac.g_00934	Syaj.g_01340
OG0000142	Syac.g_00979	Syaj.g_01283
OG0000143	Syac.g_00983	Syaj.g_01279
OG0000144	Syac.g_01090	Syaj.g_01151
OG0000145	Syac.g_01882	Syaj.g_00094
OG0000146	Syac.g_01172	Syaj.g_00908
OG0000147	Syac.g_01171	Syaj.g_00909
OG0000148	Syac.g_01320	Syaj.g_01003, Syaj.g_01002
OG0000149	Syac.g_00832	Syaj.g_00369
OG0000150	Syac.g_00935	Syaj.g_01339, Syaj.g_00154
OG0000151	Syac.g_01383	Syaj.g_01074
OG0000152	Syac.g_01182	Syaj.g_00898
OG0000153	Syac.g_01217	Syaj.g_00842
OG0000154	Syac.g_01241	Syaj.g_00814
OG0000155	Syac.g_00804	Syaj.g_00338
OG0000156	Syac.g_00743	Syaj.g_00282
OG0000157	Syac.g_00742	Syaj.g_00281
OG0000158	Syac.g_00182	Syaj.g_02445
OG0000160	Syac.g_01633	Syaj.g_01382
OG0000161	Syac.g_01641	Syaj.g_01389
OG0000162	Syac.g_01648	Syaj.g_01395
OG0000163	Syac.g_00619	Syaj.g_01639
OG0000164	Syac.g_00508	Syaj.g_01758
OG0000165	Syac.g_00674	Syaj.g_01582
OG0000166	Syac.g_02132	Syaj.g_02698
OG0000167	Syac.g_00194	Syaj.g_02460
OG0000168	Syac.g_00179	Syaj.g_02444
OG0000169	Syac.g_00168	Syaj.g_02431, Syaj.g_02429
OG0000170	Syac.g_00161	Syaj.g_02422
OG0000171	Syac.g_00136	Syaj.g_02389
OG0000172	Syac.g_00084	Syaj.g_02365
OG0000173	Syac.g_00057	Syaj.g_02321
OG0000174	Syac.g_02401	Syaj.g_02169
OG0000175	Syac.g_02465	Syaj.g_02229
OG0000176	Syac.g_00004	Syaj.g_02266
OG0000177	Syac.g_00005	Syaj.g_02267
OG0000178	Syac.g_00006	Syaj.g_02268
OG0000179	Syac.g_00019	Syaj.g_02283
OG0000180	Syac.g_00020	Syaj.g_02284
OG0000181	Syac.g_00021	Syaj.g_02285
OG0000182	Syac.g_00022	Syaj.g_02286
OG0000183	Syac.g_00026	Syaj.g_02290
OG0000184	Syac.g_02339	Syaj.g_02098
OG0000185	Syac.g_02336	Syaj.g_02087
OG0000186	Syac.g_00454	Syaj.g_01812
OG0000187	Syac.g_00453	Syaj.g_01814
OG0000188	Syac.g_00433	Syaj.g_01837
OG0000189	Syac.g_00408	Syaj.g_01874
OG0000190	Syac.g_00406	Syaj.g_01876
OG0000191	Syac.g_00373	Syaj.g_01910
OG0000192	Syac.g_00368	Syaj.g_01919
OG0000193	Syac.g_00329	Syaj.g_01965
OG0000194	Syac.g_00326	Syaj.g_01968
OG0000195	Syac.g_00324	Syaj.g_01971
OG0000196	Syac.g_00313	Syaj.g_01981
OG0000197	Syac.g_00312	Syaj.g_01982
OG0000198	Syac.g_00311	Syaj.g_01983
OG0000199	Syac.g_00303	Syaj.g_01991
OG0000200	Syac.g_02261	Syaj.g_02008
OG0000201	Syac.g_02278	Syaj.g_02024
OG0000202	Syac.g_02279	Syaj.g_02025
OG0000203	Syac.g_02280	Syaj.g_02026
OG0000204	Syac.g_02281	Syaj.g_02027
OG0000205	Syac.g_02288	Syaj.g_02035
OG0000206	Syac.g_02297	Syaj.g_02043
OG0000207	Syac.g_02300	Syaj.g_02045
OG0000208	Syac.g_02301	Syaj.g_02046
OG0000209	Syac.g_02316	Syaj.g_02070
OG0000210	Syac.g_02317	Syaj.g_02071
OG0000211	Syac.g_01972	Syaj.g_02856
OG0000212	Syac.g_01963	Syaj.g_02881
OG0000213	Syac.g_02219	Syaj.g_02601
OG0000214	Syac.g_02236	Syaj.g_02582
OG0000215	Syac.g_00281	Syaj.g_02551
OG0000216	Syac.g_00277	Syaj.g_02547
OG0000217	Syac.g_00273	Syaj.g_02543
OG0000218	Syac.g_00271	Syaj.g_02541
OG0000219	Syac.g_00270	Syaj.g_02540
OG0000220	Syac.g_00269	Syaj.g_02539
OG0000221	Syac.g_00261	Syaj.g_02530
OG0000222	Syac.g_00247	Syaj.g_02516
OG0000223	Syac.g_00225	Syaj.g_02494
OG0000224	Syac.g_00217	Syaj.g_02487
OG0000225	Syac.g_02004	Syaj.g_02821
OG0000226	Syac.g_02000	Syaj.g_02825
OG0000227	Syac.g_01998	Syaj.g_02827
OG0000228	Syac.g_01989	Syaj.g_02828
OG0000229	Syac.g_00692	Syaj.g_01555
OG0000230	Syac.g_00694	Syaj.g_01553
OG0000231	Syac.g_00710	Syaj.g_01541
OG0000232	Syac.g_01717	Syaj.g_01497
OG0000233	Syac.g_01713	Syaj.g_01481
OG0000234	Syac.g_01699	Syaj.g_01442
OG0000235	Syac.g_01905	Syaj.g_00071
OG0000236	Syac.g_01890	Syaj.g_00086
OG0000237	Syac.g_01873	Syaj.g_00103
OG0000238	Syac.g_01868	Syaj.g_00108
OG0000239	Syac.g_01852	Syaj.g_00125
OG0000240	Syac.g_01851	Syaj.g_00126
OG0000241	Syac.g_00970	Syaj.g_01291
OG0000242	Syac.g_01839	Syaj.g_00142
OG0000243	Syac.g_01821	Syaj.g_00164
OG0000244	Syac.g_01814	Syaj.g_00180
OG0000245	Syac.g_01811	Syaj.g_00182
OG0000246	Syac.g_01807	Syaj.g_00186
OG0000247	Syac.g_01795	Syaj.g_00197
OG0000248	Syac.g_01792	Syaj.g_00200
OG0000249	Syac.g_01790	Syaj.g_00202
OG0000250	Syac.g_01782	Syaj.g_00211
OG0000251	Syac.g_01757	Syaj.g_00237
OG0000252	Syac.g_01753	Syaj.g_00243
OG0000253	Syac.g_01752	Syaj.g_00245
OG0000254	Syac.g_00939	Syaj.g_01335
OG0000255	Syac.g_00947	Syaj.g_01315
OG0000256	Syac.g_00963	Syaj.g_01297
OG0000257	Syac.g_00969	Syaj.g_01292
OG0000258	Syac.g_00988	Syaj.g_01274
OG0000259	Syac.g_01425	Syaj.g_00707
OG0000260	Syac.g_01422	Syaj.g_00712
OG0000261	Syac.g_01418	Syaj.g_00715
OG0000262	Syac.g_01413	Syaj.g_00720
OG0000263	Syac.g_01497	Syaj.g_00605
OG0000264	Syac.g_00915	Syaj.g_00485
OG0000266	Syac.g_01271	Syaj.g_00946
OG0000267	Syac.g_01131	Syaj.g_00770
OG0000268	Syac.g_01132	Syaj.g_00771
OG0000269	Syac.g_01346	Syaj.g_01031
OG0000270	Syac.g_01343	Syaj.g_01025
OG0000271	Syac.g_01335	Syaj.g_01017
OG0000272	Syac.g_01334	Syaj.g_01016
OG0000273	Syac.g_00854	Syaj.g_00389
OG0000274	Syac.g_00853	Syaj.g_00388
OG0000275	Syac.g_00848	Syaj.g_00384
OG0000276	Syac.g_00840	Syaj.g_00377
OG0000277	Syac.g_00839	Syaj.g_00376
OG0000278	Syac.g_00836	Syaj.g_00373
OG0000279	Syac.g_00828	Syaj.g_00357
OG0000280	Syac.g_00814	Syaj.g_00348
OG0000281	Syac.g_02158	Syaj.g_02670
OG0000282	Syac.g_01392	Syaj.g_00743
OG0000283	Syac.g_01142	Syaj.g_00790
OG0000284	Syac.g_01148	Syaj.g_00930
OG0000285	Syac.g_01160	Syaj.g_00917
OG0000286	Syac.g_01181	Syaj.g_00899
OG0000287	Syac.g_01209	Syaj.g_00849
OG0000288	Syac.g_01240	Syaj.g_00815
OG0000289	Syac.g_01254	Syaj.g_00800
OG0000290	Syac.g_00881	Syaj.g_00424
OG0000291	Syac.g_00883	Syaj.g_00426
OG0000292	Syac.g_02487	Syaj.g_02255
OG0000293	Syac.g_00754	Syaj.g_00290
OG0000294	Syac.g_00755	Syaj.g_00291
OG0000295	Syac.g_00796	Syaj.g_00330
OG0000296	Syac.g_00798	Syaj.g_00332
OG0000297	Syac.g_01475	Syaj.g_00639
OG0000298	Syac.g_01476	Syaj.g_00638
OG0000299	Syac.g_01503	Syaj.g_00592
OG0000300	Syac.g_01510	Syaj.g_00586
OG0000301	Syac.g_01511	Syaj.g_00585
OG0000302	Syac.g_01512	Syaj.g_00582
OG0000303	Syac.g_01520	Syaj.g_00572
OG0000304	Syac.g_01526	Syaj.g_00566
OG0000305	Syac.g_00886	Syaj.g_00429
OG0000306	Syac.g_00810	Syaj.g_01126
OG0000307	Syac.g_01924	Syaj.g_00051
OG0000308	Syac.g_01926	Syaj.g_00049
OG0000309	Syac.g_01931	Syaj.g_00044
OG0000310	Syac.g_01607	Syaj.g_01358
OG0000311	Syac.g_01611	Syaj.g_01362
OG0000312	Syac.g_01619	Syaj.g_01368
OG0000313	Syac.g_01638	Syaj.g_01386
OG0000314	Syac.g_01665	Syaj.g_01420
OG0000315	Syac.g_01675	Syaj.g_01430
OG0000316	Syac.g_00601	Syaj.g_01664
OG0000317	Syac.g_00552	Syaj.g_01715
OG0000318	Syac.g_00543	Syaj.g_01722
OG0000319	Syac.g_00525	Syaj.g_01741
OG0000320	Syac.g_00523	Syaj.g_01743
OG0000321	Syac.g_00522	Syaj.g_01744
OG0000322	Syac.g_00521	Syaj.g_01745
OG0000323	Syac.g_00506	Syaj.g_01760
OG0000324	Syac.g_00648	Syaj.g_01609
OG0000325	Syac.g_02190	Syaj.g_02638
OG0000326	Syac.g_02183	Syaj.g_02645
OG0000327	Syac.g_02137	Syaj.g_02693
OG0000328	Syac.g_02136	Syaj.g_02694
OG0000329	Syac.g_02119	Syaj.g_02712
OG0000330	Syac.g_02118	Syaj.g_02713
OG0000331	Syac.g_02117	Syaj.g_02714
OG0000332	Syac.g_02103	Syaj.g_02729
OG0000333	Syac.g_02100	Syaj.g_02732
OG0000334	Syac.g_02090	Syaj.g_02741
OG0000335	Syac.g_02085	Syaj.g_02746
OG0000336	Syac.g_02081	Syaj.g_02750
OG0000337	Syac.g_00199	Syaj.g_02466
OG0000338	Syac.g_00196	Syaj.g_02462
OG0000339	Syac.g_00190	Syaj.g_02455
OG0000340	Syac.g_00178	Syaj.g_02443
OG0000341	Syac.g_00176	Syaj.g_02441
OG0000342	Syac.g_00175	Syaj.g_02440
OG0000343	Syac.g_00174	Syaj.g_02437
OG0000344	Syac.g_00170	Syaj.g_02433
OG0000345	Syac.g_00160	Syaj.g_02421
OG0000346	Syac.g_00155	Syaj.g_02416
OG0000347	Syac.g_00129	Syaj.g_02383
OG0000348	Syac.g_00070, Syac.g_00074	Syaj.g_02333
OG0000349	Syac.g_00050	Syaj.g_02314
OG0000350	Syac.g_02176	Syaj.g_02652
OG0000351	Syac.g_02468	Syaj.g_02234
OG0000352	Syac.g_02469	Syaj.g_02235
OG0000353	Syac.g_02493	Syaj.g_02261
OG0000354	Syac.g_01862	Syaj.g_00114
OG0000355	Syac.g_00001	Syaj.g_02263
OG0000356	Syac.g_00002	Syaj.g_02264
OG0000357	Syac.g_00003	Syaj.g_02265
OG0000358	Syac.g_00007	Syaj.g_02269
OG0000359	Syac.g_00009	Syaj.g_02271
OG0000360	Syac.g_00010	Syaj.g_02272
OG0000361	Syac.g_00011	Syaj.g_02273
OG0000362	Syac.g_00013	Syaj.g_02275
OG0000363	Syac.g_00015	Syaj.g_02277
OG0000364	Syac.g_00016	Syaj.g_02278
OG0000365	Syac.g_00023	Syaj.g_02287
OG0000366	Syac.g_00024	Syaj.g_02288
OG0000367	Syac.g_00025	Syaj.g_02289
OG0000368	Syac.g_00027	Syaj.g_02291
OG0000369	Syac.g_00028	Syaj.g_02292
OG0000370	Syac.g_00029	Syaj.g_02293
OG0000371	Syac.g_00036	Syaj.g_02301
OG0000372	Syac.g_00041	Syaj.g_02307
OG0000373	Syac.g_00042	Syaj.g_02308
OG0000374	Syac.g_00043	Syaj.g_02309
OG0000375	Syac.g_00046	Syaj.g_02310
OG0000376	Syac.g_00048	Syaj.g_02312
OG0000377	Syac.g_02346	Syaj.g_02105
OG0000378	Syac.g_02338	Syaj.g_02091
OG0000379	Syac.g_02335	Syaj.g_02086
OG0000380	Syac.g_00452	Syaj.g_01815
OG0000381	Syac.g_00449	Syaj.g_01819
OG0000382	Syac.g_00434	Syaj.g_01836
OG0000383	Syac.g_00432	Syaj.g_01839
OG0000384	Syac.g_00431	Syaj.g_01840
OG0000385	Syac.g_00430	Syaj.g_01841
OG0000386	Syac.g_00429	Syaj.g_01842
OG0000387	Syac.g_00404	Syaj.g_01878
OG0000388	Syac.g_00401	Syaj.g_01882
OG0000389	Syac.g_00397	Syaj.g_01886
OG0000390	Syac.g_00379	Syaj.g_01904
OG0000391	Syac.g_00374	Syaj.g_01909
OG0000392	Syac.g_00369	Syaj.g_01918
OG0000393	Syac.g_00366	Syaj.g_01922
OG0000394	Syac.g_00365	Syaj.g_01923
OG0000395	Syac.g_00364	Syaj.g_01924
OG0000396	Syac.g_00361	Syaj.g_01928
OG0000397	Syac.g_00359	Syaj.g_01930
OG0000398	Syac.g_00354	Syaj.g_01935
OG0000399	Syac.g_00353	Syaj.g_01936
OG0000400	Syac.g_00352	Syaj.g_01937
OG0000401	Syac.g_00351	Syaj.g_01938
OG0000402	Syac.g_00348	Syaj.g_01940
OG0000403	Syac.g_00347	Syaj.g_01941
OG0000404	Syac.g_00345	Syaj.g_01943
OG0000405	Syac.g_00332	Syaj.g_01961
OG0000406	Syac.g_00328	Syaj.g_01966
OG0000407	Syac.g_00327	Syaj.g_01967
OG0000408	Syac.g_00325	Syaj.g_01970
OG0000409	Syac.g_00323	Syaj.g_01972
OG0000410	Syac.g_00322	Syaj.g_01973
OG0000411	Syac.g_00321	Syaj.g_01974
OG0000412	Syac.g_00320	Syaj.g_01975
OG0000413	Syac.g_00318	Syaj.g_01977
OG0000415	Syac.g_00316	Syaj.g_01978
OG0000416	Syac.g_00315	Syaj.g_01979
OG0000417	Syac.g_00314	Syaj.g_01980
OG0000418	Syac.g_00309	Syaj.g_01985
OG0000419	Syac.g_00307	Syaj.g_01987
OG0000420	Syac.g_00305	Syaj.g_01989
OG0000421	Syac.g_00300	Syaj.g_01994
OG0000422	Syac.g_00299	Syaj.g_01995
OG0000423	Syac.g_00298	Syaj.g_01996
OG0000424	Syac.g_00297	Syaj.g_01997
OG0000425	Syac.g_00296	Syaj.g_01998
OG0000426	Syac.g_00295	Syaj.g_01999
OG0000427	Syac.g_00294	Syaj.g_02000
OG0000428	Syac.g_02257	Syaj.g_02003
OG0000429	Syac.g_02259	Syaj.g_02005
OG0000430	Syac.g_02260	Syaj.g_02007
OG0000431	Syac.g_02264	Syaj.g_02010
OG0000432	Syac.g_02270	Syaj.g_02017
OG0000433	Syac.g_02272	Syaj.g_02020
OG0000434	Syac.g_02273	Syaj.g_02021
OG0000435	Syac.g_02277	Syaj.g_02023
OG0000436	Syac.g_02282	Syaj.g_02029
OG0000437	Syac.g_02283	Syaj.g_02030
OG0000438	Syac.g_02284	Syaj.g_02031
OG0000439	Syac.g_02286	Syaj.g_02033
OG0000440	Syac.g_02287	Syaj.g_02034
OG0000441	Syac.g_02294	Syaj.g_02038
OG0000442	Syac.g_02295	Syaj.g_02039
OG0000443	Syac.g_02296	Syaj.g_02040
OG0000444	Syac.g_02303	Syaj.g_02052
OG0000445	Syac.g_02304	Syaj.g_02053
OG0000446	Syac.g_02305	Syaj.g_02055
OG0000447	Syac.g_02308	Syaj.g_02058
OG0000448	Syac.g_02309	Syaj.g_02059
OG0000449	Syac.g_02310	Syaj.g_02060
OG0000450	Syac.g_02313	Syaj.g_02067
OG0000451	Syac.g_02314	Syaj.g_02068
OG0000452	Syac.g_02318	Syaj.g_02072
OG0000453	Syac.g_02319	Syaj.g_02073
OG0000454	Syac.g_02320	Syaj.g_02074
OG0000455	Syac.g_02321	Syaj.g_02075
OG0000456	Syac.g_02322	Syaj.g_02076
OG0000457	Syac.g_02324	Syaj.g_02078
OG0000458	Syac.g_02325	Syaj.g_02079
OG0000459	Syac.g_02326	Syaj.g_02080
OG0000460	Syac.g_01970	Syaj.g_02858
OG0000461	Syac.g_02198	Syaj.g_02623
OG0000462	Syac.g_02201	Syaj.g_02620
OG0000463	Syac.g_02202	Syaj.g_02619
OG0000464	Syac.g_02203	Syaj.g_02618
OG0000465	Syac.g_02204	Syaj.g_02617
OG0000466	Syac.g_02208	Syaj.g_02612
OG0000467	Syac.g_02210	Syaj.g_02610
OG0000468	Syac.g_02216	Syaj.g_02605
OG0000469	Syac.g_02230	Syaj.g_02590
OG0000470	Syac.g_02232	Syaj.g_02586
OG0000471	Syac.g_02233	Syaj.g_02585
OG0000472	Syac.g_02235	Syaj.g_02583
OG0000473	Syac.g_02237	Syaj.g_02581
OG0000474	Syac.g_02238	Syaj.g_02580
OG0000475	Syac.g_02239	Syaj.g_02579
OG0000476	Syac.g_02241	Syaj.g_02577
OG0000477	Syac.g_02247	Syaj.g_02571
OG0000478	Syac.g_02248	Syaj.g_02570
OG0000479	Syac.g_02249	Syaj.g_02569
OG0000480	Syac.g_00293	Syaj.g_02562
OG0000481	Syac.g_00291	Syaj.g_02560
OG0000482	Syac.g_00290	Syaj.g_02559
OG0000483	Syac.g_00286	Syaj.g_02555
OG0000484	Syac.g_00285	Syaj.g_02554
OG0000485	Syac.g_00284	Syaj.g_02553
OG0000486	Syac.g_00283	Syaj.g_02552
OG0000487	Syac.g_00276	Syaj.g_02546
OG0000488	Syac.g_00272	Syaj.g_02542
OG0000489	Syac.g_00260	Syaj.g_02529
OG0000490	Syac.g_00249	Syaj.g_02519
OG0000491	Syac.g_00248	Syaj.g_02517
OG0000492	Syac.g_00246	Syaj.g_02515
OG0000493	Syac.g_00245	Syaj.g_02514
OG0000494	Syac.g_00244	Syaj.g_02513
OG0000495	Syac.g_00243	Syaj.g_02512
OG0000496	Syac.g_00242	Syaj.g_02511
OG0000497	Syac.g_00241	Syaj.g_02510
OG0000498	Syac.g_00240	Syaj.g_02509
OG0000499	Syac.g_00239	Syaj.g_02508
OG0000500	Syac.g_00238	Syaj.g_02507
OG0000501	Syac.g_00235	Syaj.g_02504
OG0000502	Syac.g_00223	Syaj.g_02492
OG0000503	Syac.g_02020	Syaj.g_02805
OG0000504	Syac.g_02018	Syaj.g_02807
OG0000505	Syac.g_02017	Syaj.g_02808
OG0000506	Syac.g_02015	Syaj.g_02810
OG0000507	Syac.g_02009	Syaj.g_02816
OG0000508	Syac.g_02005	Syaj.g_02820
OG0000509	Syac.g_02003	Syaj.g_02822
OG0000510	Syac.g_02002	Syaj.g_02823
OG0000511	Syac.g_02001	Syaj.g_02824
OG0000512	Syac.g_01999	Syaj.g_02826
OG0000513	Syac.g_01984	Syaj.g_02833
OG0000514	Syac.g_01977	Syaj.g_02839
OG0000515	Syac.g_01976	Syaj.g_02840
OG0000516	Syac.g_00697	Syaj.g_01561
OG0000517	Syac.g_00691	Syaj.g_01556
OG0000518	Syac.g_00707	Syaj.g_01544
OG0000519	Syac.g_00708	Syaj.g_01543
OG0000520	Syac.g_00709	Syaj.g_01542
OG0000521	Syac.g_01721	Syaj.g_00271
OG0000522	Syac.g_01719	Syaj.g_00273
OG0000523	Syac.g_01718	Syaj.g_00274
OG0000524	Syac.g_01716	Syaj.g_01485
OG0000525	Syac.g_01709	Syaj.g_01454
OG0000526	Syac.g_01706	Syaj.g_01451
OG0000527	Syac.g_01702	Syaj.g_01446
OG0000528	Syac.g_01911	Syaj.g_00065
OG0000529	Syac.g_01903	Syaj.g_00073
OG0000530	Syac.g_01900	Syaj.g_00076
OG0000531	Syac.g_01899	Syaj.g_00077
OG0000532	Syac.g_01896	Syaj.g_00080
OG0000533	Syac.g_01895	Syaj.g_00081
OG0000534	Syac.g_01894	Syaj.g_00082
OG0000535	Syac.g_01893	Syaj.g_00083
OG0000536	Syac.g_01892	Syaj.g_00084
OG0000537	Syac.g_01891	Syaj.g_00085
OG0000538	Syac.g_01880	Syaj.g_00096
OG0000539	Syac.g_01879	Syaj.g_00097
OG0000540	Syac.g_01878	Syaj.g_00098
OG0000541	Syac.g_01877	Syaj.g_00099
OG0000542	Syac.g_01874	Syaj.g_00102
OG0000543	Syac.g_01872	Syaj.g_00104
OG0000544	Syac.g_01871	Syaj.g_00105
OG0000545	Syac.g_01869	Syaj.g_00107
OG0000546	Syac.g_01867	Syaj.g_00109
OG0000547	Syac.g_01865	Syaj.g_00111
OG0000548	Syac.g_01864	Syaj.g_00112
OG0000549	Syac.g_01858	Syaj.g_00118
OG0000550	Syac.g_01854	Syaj.g_00123
OG0000551	Syac.g_01849	Syaj.g_00128
OG0000552	Syac.g_01848	Syaj.g_00129
OG0000553	Syac.g_01846	Syaj.g_00133
