Orthogroup	Syac	Prbf
OG0000113	Syac.g_01314	Prbf.g_01222
OG0000114	Syac.g_01394	Prbf.g_01320
OG0000115	Syac.g_01655	Prbf.g_00062
OG0000116	Syac.g_00753	Prbf.g_00907
OG0000117	Syac.g_01477	Prbf.g_00945
OG0000118	Syac.g_01728	Prbf.g_00013
OG0000120	Syac.g_00233	Prbf.g_00115
OG0000121	Syac.g_01635	Prbf.g_00159
OG0000122	Syac.g_01013	Prbf.g_00055, Prbf.g_00200
OG0000123	Syac.g_02086	Prbf.g_00551
OG0000124	Syac.g_00135	Prbf.g_00478
OG0000125	Syac.g_02360	Prbf.g_00443
OG0000126	Syac.g_02488	Prbf.g_00398
OG0000128	Syac.g_00012	Prbf.g_00382
OG0000129	Syac.g_02349	Prbf.g_01367
OG0000130	Syac.g_00450	Prbf.g_01396
OG0000131	Syac.g_00330	Prbf.g_01478
OG0000132	Syac.g_00310	Prbf.g_01498
OG0000133	Syac.g_01178	Prbf.g_01661
OG0000134	Syac.g_01985	Prbf.g_01703
OG0000135	Syac.g_02398	Prbf.g_00044
OG0000136	Syac.g_00701	Prbf.g_01725
OG0000137	Syac.g_01700	Prbf.g_01758
OG0000138	Syac.g_01888	Prbf.g_01778
OG0000139	Syac.g_01830	Prbf.g_01818
OG0000140	Syac.g_01829	Prbf.g_01819
OG0000141	Syac.g_00934	Prbf.g_01890
OG0000142	Syac.g_00979	Prbf.g_00982
OG0000143	Syac.g_00983	Prbf.g_00986
OG0000144	Syac.g_01090	Prbf.g_01000
OG0000145	Syac.g_01882	Prbf.g_00042
OG0000146	Syac.g_01172	Prbf.g_01928
OG0000147	Syac.g_01171	Prbf.g_01927
OG0000148	Syac.g_01320	Prbf.g_01228
OG0000149	Syac.g_00832	Prbf.g_01196
OG0000150	Syac.g_00935	Prbf.g_01186
OG0000151	Syac.g_01383	Prbf.g_01310
OG0000152	Syac.g_01182	Prbf.g_01117
OG0000153	Syac.g_01217	Prbf.g_01098
OG0000154	Syac.g_01241	Prbf.g_01078
OG0000155	Syac.g_00804	Prbf.g_00939
OG0000156	Syac.g_00743	Prbf.g_00037
OG0000157	Syac.g_00742	Prbf.g_00036
OG0000158	Syac.g_00182	Prbf.g_00514
OG0000160	Syac.g_01633	Prbf.g_00158
OG0000161	Syac.g_01641	Prbf.g_00164
OG0000162	Syac.g_01648	Prbf.g_00170
OG0000163	Syac.g_00619	Prbf.g_00209
OG0000164	Syac.g_00508	Prbf.g_00669
OG0000165	Syac.g_00674	Prbf.g_00662
OG0000166	Syac.g_02132	Prbf.g_00595
OG0000167	Syac.g_00194	Prbf.g_00524
OG0000168	Syac.g_00179	Prbf.g_00513
OG0000169	Syac.g_00168	Prbf.g_00503
OG0000170	Syac.g_00161	Prbf.g_00500
OG0000171	Syac.g_00136	Prbf.g_00479
OG0000172	Syac.g_00084	Prbf.g_00472
OG0000173	Syac.g_00057	Prbf.g_00457
OG0000174	Syac.g_02401	Prbf.g_00428
OG0000175	Syac.g_02465	Prbf.g_00415
OG0000176	Syac.g_00004	Prbf.g_00389
OG0000177	Syac.g_00005	Prbf.g_00388
OG0000178	Syac.g_00006	Prbf.g_00387
OG0000179	Syac.g_00019	Prbf.g_01338
OG0000180	Syac.g_00020	Prbf.g_01339
OG0000181	Syac.g_00021	Prbf.g_01340
OG0000182	Syac.g_00022	Prbf.g_01341
OG0000183	Syac.g_00026	Prbf.g_01345
OG0000184	Syac.g_02339	Prbf.g_01371
OG0000185	Syac.g_02336	Prbf.g_01374
OG0000186	Syac.g_00454	Prbf.g_01390
OG0000187	Syac.g_00453	Prbf.g_01391
OG0000188	Syac.g_00433	Prbf.g_01408
OG0000189	Syac.g_00408	Prbf.g_01422
OG0000190	Syac.g_00406	Prbf.g_01424
OG0000191	Syac.g_00373	Prbf.g_01447
OG0000192	Syac.g_00368	Prbf.g_01452
OG0000193	Syac.g_00329	Prbf.g_01479
OG0000194	Syac.g_00326	Prbf.g_01482
OG0000195	Syac.g_00324	Prbf.g_01484
OG0000196	Syac.g_00313	Prbf.g_01495
OG0000197	Syac.g_00312	Prbf.g_01496
OG0000198	Syac.g_00311	Prbf.g_01497
OG0000199	Syac.g_00303	Prbf.g_01504
OG0000200	Syac.g_02261	Prbf.g_01518
OG0000202	Syac.g_02279	Prbf.g_01528
OG0000203	Syac.g_02280	Prbf.g_01529
OG0000204	Syac.g_02281	Prbf.g_01530
OG0000205	Syac.g_02288	Prbf.g_01537
OG0000206	Syac.g_02297	Prbf.g_01542
OG0000207	Syac.g_02300	Prbf.g_01545
OG0000208	Syac.g_02301	Prbf.g_01546
OG0000209	Syac.g_02316	Prbf.g_01555
OG0000210	Syac.g_02317	Prbf.g_01556
OG0000211	Syac.g_01972	Prbf.g_01571
OG0000212	Syac.g_01963	Prbf.g_01579
OG0000213	Syac.g_02219	Prbf.g_01597
OG0000214	Syac.g_02236	Prbf.g_01607
OG0000215	Syac.g_00281	Prbf.g_01634
OG0000216	Syac.g_00277	Prbf.g_01635
OG0000217	Syac.g_00273	Prbf.g_01638
OG0000218	Syac.g_00271	Prbf.g_01640
OG0000219	Syac.g_00270	Prbf.g_01641
OG0000220	Syac.g_00269	Prbf.g_01642
OG0000221	Syac.g_00261	Prbf.g_01643
OG0000222	Syac.g_00247	Prbf.g_01650
OG0000223	Syac.g_00225	Prbf.g_01662
OG0000224	Syac.g_00217	Prbf.g_01664
OG0000225	Syac.g_02004	Prbf.g_01690
OG0000226	Syac.g_02000	Prbf.g_01694
OG0000227	Syac.g_01998	Prbf.g_01696
OG0000228	Syac.g_01989	Prbf.g_01700
OG0000229	Syac.g_00692	Prbf.g_01720
OG0000230	Syac.g_00694	Prbf.g_01722
OG0000231	Syac.g_00710	Prbf.g_01733
OG0000232	Syac.g_01717	Prbf.g_01744
OG0000233	Syac.g_01713	Prbf.g_01750
OG0000234	Syac.g_01699	Prbf.g_01759
OG0000235	Syac.g_01905	Prbf.g_01762
OG0000236	Syac.g_01890	Prbf.g_01776
OG0000237	Syac.g_01873	Prbf.g_01789
OG0000238	Syac.g_01868	Prbf.g_01795
OG0000239	Syac.g_01852	Prbf.g_01806
OG0000240	Syac.g_01851	Prbf.g_01807
OG0000241	Syac.g_00970	Prbf.g_01811
OG0000242	Syac.g_01839	Prbf.g_01813
OG0000243	Syac.g_01821	Prbf.g_01824
OG0000244	Syac.g_01814	Prbf.g_01827
OG0000245	Syac.g_01811	Prbf.g_01829
OG0000246	Syac.g_01807	Prbf.g_01833
OG0000247	Syac.g_01795	Prbf.g_01843
OG0000248	Syac.g_01792	Prbf.g_01846
OG0000249	Syac.g_01790	Prbf.g_01848
OG0000250	Syac.g_01782	Prbf.g_01853
OG0000251	Syac.g_01757	Prbf.g_01873
OG0000252	Syac.g_01753	Prbf.g_01876
OG0000253	Syac.g_01752	Prbf.g_01877
OG0000254	Syac.g_00939	Prbf.g_01894
OG0000255	Syac.g_00947	Prbf.g_01900
OG0000256	Syac.g_00963	Prbf.g_01910
OG0000257	Syac.g_00969	Prbf.g_00977
OG0000258	Syac.g_00988	Prbf.g_00991
OG0000259	Syac.g_01425	Prbf.g_01008
OG0000260	Syac.g_01422	Prbf.g_01011
OG0000261	Syac.g_01418	Prbf.g_01014
OG0000262	Syac.g_01413	Prbf.g_01018
OG0000263	Syac.g_01497	Prbf.g_01282
OG0000264	Syac.g_00915	Prbf.g_01271
OG0000265	Syac.g_00673	Prbf.g_01253
OG0000266	Syac.g_01271	Prbf.g_01037
OG0000267	Syac.g_01131	Prbf.g_01049
OG0000268	Syac.g_01132	Prbf.g_01050
OG0000269	Syac.g_01346	Prbf.g_01250
OG0000270	Syac.g_01343	Prbf.g_01247
OG0000271	Syac.g_01335	Prbf.g_01239
OG0000272	Syac.g_01334	Prbf.g_01238
OG0000273	Syac.g_00854	Prbf.g_01214
OG0000274	Syac.g_00853	Prbf.g_01213
OG0000275	Syac.g_00848	Prbf.g_01210
OG0000276	Syac.g_00840	Prbf.g_01204
OG0000277	Syac.g_00839	Prbf.g_01203
OG0000278	Syac.g_00836	Prbf.g_01200
OG0000279	Syac.g_00828	Prbf.g_01193
OG0000280	Syac.g_00814	Prbf.g_01192
OG0000281	Syac.g_02158	Prbf.g_01185
OG0000282	Syac.g_01392	Prbf.g_01318
OG0000283	Syac.g_01142	Prbf.g_01141
OG0000284	Syac.g_01148	Prbf.g_01136
OG0000285	Syac.g_01160	Prbf.g_01131
OG0000286	Syac.g_01181	Prbf.g_01118
OG0000287	Syac.g_01692, Syac.g_01209	Prbf.g_00065
OG0000288	Syac.g_01240	Prbf.g_01079
OG0000289	Syac.g_01254	Prbf.g_01063
OG0000290	Syac.g_00881	Prbf.g_01167
OG0000291	Syac.g_00883	Prbf.g_01169
OG0000292	Syac.g_02487	Prbf.g_00873
OG0000293	Syac.g_00754	Prbf.g_00908
OG0000294	Syac.g_00755	Prbf.g_00909
OG0000295	Syac.g_00796	Prbf.g_00932
OG0000296	Syac.g_00798	Prbf.g_00934
OG0000297	Syac.g_01475	Prbf.g_00943
OG0000298	Syac.g_01476	Prbf.g_00944
OG0000299	Syac.g_01503	Prbf.g_00963
OG0000300	Syac.g_01510	Prbf.g_00966
OG0000301	Syac.g_01511	Prbf.g_00967
OG0000302	Syac.g_01512	Prbf.g_00969
OG0000303	Syac.g_01520	Prbf.g_00975
OG0000304	Syac.g_01526	Prbf.g_01915
OG0000305	Syac.g_00886	Prbf.g_00875
OG0000306	Syac.g_00810	Prbf.g_01181
OG0000307	Syac.g_01924	Prbf.g_00104
OG0000308	Syac.g_01926	Prbf.g_00105
OG0000309	Syac.g_01931	Prbf.g_00109
OG0000310	Syac.g_01607	Prbf.g_00143
OG0000311	Syac.g_01611	Prbf.g_00145
OG0000312	Syac.g_01619	Prbf.g_00148
OG0000313	Syac.g_01638	Prbf.g_00161
OG0000314	Syac.g_01665	Prbf.g_00184
OG0000315	Syac.g_01675	Prbf.g_00194
OG0000316	Syac.g_00601	Prbf.g_00219
OG0000317	Syac.g_00552	Prbf.g_00696
OG0000318	Syac.g_00543	Prbf.g_00692
OG0000319	Syac.g_00525	Prbf.g_00679
OG0000320	Syac.g_00523	Prbf.g_00677
OG0000321	Syac.g_00522	Prbf.g_00676
OG0000322	Syac.g_00521	Prbf.g_00675
OG0000323	Syac.g_00506	Prbf.g_00666
OG0000324	Syac.g_00648	Prbf.g_00639
OG0000325	Syac.g_02190	Prbf.g_00628
OG0000326	Syac.g_02183	Prbf.g_00621
OG0000327	Syac.g_02137	Prbf.g_00600
OG0000328	Syac.g_02136	Prbf.g_00599
OG0000329	Syac.g_02119	Prbf.g_00582
OG0000330	Syac.g_02118	Prbf.g_00581
OG0000331	Syac.g_02117	Prbf.g_00580
OG0000332	Syac.g_02103	Prbf.g_00566
OG0000333	Syac.g_02100	Prbf.g_00564
OG0000334	Syac.g_02090	Prbf.g_00555
OG0000335	Syac.g_02085	Prbf.g_00550
OG0000336	Syac.g_02081	Prbf.g_00546
OG0000337	Syac.g_00199	Prbf.g_00528
OG0000338	Syac.g_00196	Prbf.g_00527
OG0000339	Syac.g_00190	Prbf.g_00521
OG0000340	Syac.g_00178	Prbf.g_00512
OG0000341	Syac.g_00176	Prbf.g_00510
OG0000342	Syac.g_00175	Prbf.g_00509
OG0000343	Syac.g_00174	Prbf.g_00508
OG0000344	Syac.g_00170	Prbf.g_00505
OG0000345	Syac.g_00160	Prbf.g_00499
OG0000346	Syac.g_00155	Prbf.g_00495
OG0000347	Syac.g_00129	Prbf.g_00477
OG0000348	Syac.g_00070, Syac.g_00074	Prbf.g_00469
OG0000349	Syac.g_00050	Prbf.g_00452
OG0000350	Syac.g_02176	Prbf.g_00351
OG0000351	Syac.g_02468	Prbf.g_00412
OG0000352	Syac.g_02469	Prbf.g_00411
OG0000353	Syac.g_02493	Prbf.g_00394
OG0000355	Syac.g_00001	Prbf.g_00392
OG0000356	Syac.g_00002	Prbf.g_00391
OG0000357	Syac.g_00003	Prbf.g_00390
OG0000358	Syac.g_00007	Prbf.g_00386
OG0000359	Syac.g_00009	Prbf.g_00385
OG0000360	Syac.g_00010	Prbf.g_00384
OG0000361	Syac.g_00011	Prbf.g_00383
OG0000362	Syac.g_00013	Prbf.g_00381
OG0000363	Syac.g_00015	Prbf.g_01336
OG0000364	Syac.g_00016	Prbf.g_01337
OG0000365	Syac.g_00023	Prbf.g_01342
OG0000366	Syac.g_00024	Prbf.g_01343
OG0000367	Syac.g_00025	Prbf.g_01344
OG0000368	Syac.g_00027	Prbf.g_01346
OG0000369	Syac.g_00028	Prbf.g_01347
OG0000370	Syac.g_00029	Prbf.g_01348
OG0000371	Syac.g_00036	Prbf.g_01355
OG0000372	Syac.g_00041	Prbf.g_01358
OG0000373	Syac.g_00042	Prbf.g_01359
OG0000374	Syac.g_00043	Prbf.g_01360
OG0000375	Syac.g_00046	Prbf.g_01362
OG0000376	Syac.g_00048	Prbf.g_01364
OG0000377	Syac.g_02346	Prbf.g_01368
OG0000378	Syac.g_02338	Prbf.g_01372
OG0000379	Syac.g_02335	Prbf.g_01375
OG0000380	Syac.g_00452	Prbf.g_01392
OG0000381	Syac.g_00449	Prbf.g_01397
OG0000382	Syac.g_00434	Prbf.g_01407
OG0000383	Syac.g_00432	Prbf.g_01409
OG0000384	Syac.g_00431	Prbf.g_01410
OG0000385	Syac.g_00430	Prbf.g_01411
OG0000386	Syac.g_00429	Prbf.g_01412
OG0000387	Syac.g_00404	Prbf.g_01426
OG0000388	Syac.g_00401	Prbf.g_01430
OG0000389	Syac.g_00397	Prbf.g_01433
OG0000390	Syac.g_00379	Prbf.g_01443
OG0000391	Syac.g_00374	Prbf.g_01446
OG0000392	Syac.g_00369	Prbf.g_01450
OG0000393	Syac.g_00366	Prbf.g_01453
OG0000394	Syac.g_00365	Prbf.g_01454
OG0000395	Syac.g_00364	Prbf.g_01455
OG0000396	Syac.g_00361	Prbf.g_01457
OG0000397	Syac.g_00359	Prbf.g_01459
OG0000398	Syac.g_00354	Prbf.g_01462
OG0000399	Syac.g_00353	Prbf.g_01463
OG0000400	Syac.g_00352	Prbf.g_01464
OG0000401	Syac.g_00351	Prbf.g_01465
OG0000402	Syac.g_00348	Prbf.g_01055
OG0000403	Syac.g_00347	Prbf.g_01467
OG0000404	Syac.g_00345	Prbf.g_01468
OG0000405	Syac.g_00332	Prbf.g_01472
OG0000406	Syac.g_00328	Prbf.g_01480
OG0000407	Syac.g_00327	Prbf.g_01481
OG0000408	Syac.g_00325	Prbf.g_01483
OG0000409	Syac.g_00323	Prbf.g_01485
OG0000410	Syac.g_00322	Prbf.g_01486
OG0000411	Syac.g_00321	Prbf.g_01487
OG0000412	Syac.g_00320	Prbf.g_01488
OG0000413	Syac.g_00318	Prbf.g_01490
OG0000414	Syac.g_00317	Prbf.g_01491
OG0000415	Syac.g_00316	Prbf.g_01492
OG0000416	Syac.g_00315	Prbf.g_01493
OG0000417	Syac.g_00314	Prbf.g_01494
OG0000418	Syac.g_00309	Prbf.g_01499
OG0000419	Syac.g_00307	Prbf.g_01501
OG0000420	Syac.g_00305	Prbf.g_01502
OG0000421	Syac.g_00300	Prbf.g_01507
OG0000422	Syac.g_00299	Prbf.g_01508
OG0000423	Syac.g_00298	Prbf.g_01509
OG0000424	Syac.g_00297	Prbf.g_01510
OG0000425	Syac.g_00296	Prbf.g_01511
OG0000426	Syac.g_00295	Prbf.g_01512
OG0000427	Syac.g_00294	Prbf.g_01513
OG0000428	Syac.g_02257	Prbf.g_01515
OG0000429	Syac.g_02259	Prbf.g_01516
OG0000430	Syac.g_02260	Prbf.g_01517
OG0000431	Syac.g_02264	Prbf.g_01519
OG0000432	Syac.g_02270	Prbf.g_01523
OG0000433	Syac.g_02272	Prbf.g_01524
OG0000434	Syac.g_02273	Prbf.g_01525
OG0000435	Syac.g_02277	Prbf.g_01526
OG0000436	Syac.g_02282	Prbf.g_01531
OG0000437	Syac.g_02283	Prbf.g_01532
OG0000438	Syac.g_02284	Prbf.g_01533
OG0000439	Syac.g_02286	Prbf.g_01535
OG0000440	Syac.g_02287	Prbf.g_01536
OG0000441	Syac.g_02294	Prbf.g_01539
OG0000442	Syac.g_02295	Prbf.g_01540
OG0000443	Syac.g_02296	Prbf.g_01541
OG0000444	Syac.g_02303	Prbf.g_01547
OG0000445	Syac.g_02304	Prbf.g_01548
OG0000446	Syac.g_02305	Prbf.g_01549
OG0000447	Syac.g_02308	Prbf.g_01550
OG0000448	Syac.g_02309	Prbf.g_01551
OG0000449	Syac.g_02310	Prbf.g_01552
OG0000450	Syac.g_02313	Prbf.g_01553
OG0000451	Syac.g_02314	Prbf.g_01554
OG0000452	Syac.g_02318	Prbf.g_01557
OG0000453	Syac.g_02319	Prbf.g_01558
OG0000454	Syac.g_02320	Prbf.g_01559
OG0000455	Syac.g_02321	Prbf.g_01560
OG0000456	Syac.g_02322	Prbf.g_01561
OG0000457	Syac.g_02324	Prbf.g_01563
OG0000458	Syac.g_02325	Prbf.g_01564
OG0000459	Syac.g_02326	Prbf.g_01565
OG0000460	Syac.g_01970	Prbf.g_01573
OG0000461	Syac.g_02198	Prbf.g_01581
OG0000462	Syac.g_02201	Prbf.g_01583
OG0000463	Syac.g_02202	Prbf.g_01584
OG0000464	Syac.g_02203	Prbf.g_01585
OG0000465	Syac.g_02204	Prbf.g_01586
OG0000466	Syac.g_02208	Prbf.g_01589
OG0000467	Syac.g_02210	Prbf.g_01590
OG0000468	Syac.g_02216	Prbf.g_01593
OG0000469	Syac.g_02230	Prbf.g_01601
OG0000470	Syac.g_02232	Prbf.g_01603
OG0000471	Syac.g_02233	Prbf.g_01604
OG0000472	Syac.g_02235	Prbf.g_01606
OG0000473	Syac.g_02237	Prbf.g_01608
OG0000474	Syac.g_02238	Prbf.g_01609
OG0000475	Syac.g_02239	Prbf.g_01610
OG0000476	Syac.g_02241	Prbf.g_01612
OG0000477	Syac.g_02247	Prbf.g_01615
OG0000478	Syac.g_02248	Prbf.g_01616
OG0000479	Syac.g_02249	Prbf.g_01617
OG0000480	Syac.g_00293	Prbf.g_01622
OG0000481	Syac.g_00291	Prbf.g_01625
OG0000482	Syac.g_00290	Prbf.g_01626
OG0000483	Syac.g_00286	Prbf.g_01629
OG0000484	Syac.g_00285	Prbf.g_01630
OG0000485	Syac.g_00284	Prbf.g_01632
OG0000486	Syac.g_00283	Prbf.g_01633
OG0000487	Syac.g_00276	Prbf.g_01636
OG0000488	Syac.g_00272	Prbf.g_01639
OG0000489	Syac.g_00260	Prbf.g_01644
OG0000490	Syac.g_00249	Prbf.g_01648
OG0000491	Syac.g_00248	Prbf.g_01649
OG0000492	Syac.g_00246	Prbf.g_01651
OG0000493	Syac.g_00245	Prbf.g_01652
OG0000494	Syac.g_00244	Prbf.g_01653
OG0000495	Syac.g_00243	Prbf.g_01654
OG0000496	Syac.g_00242	Prbf.g_01655
OG0000497	Syac.g_00241	Prbf.g_01656
OG0000498	Syac.g_00240	Prbf.g_01657
OG0000499	Syac.g_00239	Prbf.g_01658
OG0000500	Syac.g_00238	Prbf.g_01659
OG0000501	Syac.g_00235	Prbf.g_01660
OG0000502	Syac.g_00223	Prbf.g_01663
OG0000503	Syac.g_02020	Prbf.g_01678
OG0000504	Syac.g_02018	Prbf.g_01680
OG0000505	Syac.g_02017	Prbf.g_01681
OG0000506	Syac.g_02015	Prbf.g_01682
OG0000507	Syac.g_02009	Prbf.g_01685
OG0000508	Syac.g_02005	Prbf.g_01689
OG0000509	Syac.g_02003	Prbf.g_01691
OG0000510	Syac.g_02002	Prbf.g_01692
OG0000511	Syac.g_02001	Prbf.g_01693
OG0000512	Syac.g_01999	Prbf.g_01695
OG0000513	Syac.g_01984	Prbf.g_01704
OG0000514	Syac.g_01977	Prbf.g_01715
OG0000515	Syac.g_01976	Prbf.g_01716
OG0000516	Syac.g_00697	Prbf.g_01717
OG0000517	Syac.g_00691	Prbf.g_01719
OG0000518	Syac.g_00707	Prbf.g_01730
OG0000519	Syac.g_00708	Prbf.g_01731
OG0000520	Syac.g_00709	Prbf.g_01732
OG0000521	Syac.g_01721	Prbf.g_01740
OG0000522	Syac.g_01719	Prbf.g_01742
OG0000523	Syac.g_01718	Prbf.g_01743
OG0000524	Syac.g_01716	Prbf.g_01748
OG0000525	Syac.g_01709	Prbf.g_01752
OG0000526	Syac.g_01706	Prbf.g_01753
OG0000527	Syac.g_01702	Prbf.g_01756
OG0000528	Syac.g_01911	Prbf.g_01761
OG0000529	Syac.g_01903	Prbf.g_01764
OG0000530	Syac.g_01900	Prbf.g_01767
OG0000531	Syac.g_01899	Prbf.g_01768
OG0000532	Syac.g_01896	Prbf.g_01770
OG0000533	Syac.g_01895	Prbf.g_01771
OG0000534	Syac.g_01894	Prbf.g_01772
OG0000535	Syac.g_01893	Prbf.g_01773
OG0000536	Syac.g_01892	Prbf.g_01774
OG0000537	Syac.g_01891	Prbf.g_01775
OG0000538	Syac.g_01880	Prbf.g_01784
OG0000539	Syac.g_01879	Prbf.g_01785
OG0000540	Syac.g_01878	Prbf.g_01786
OG0000541	Syac.g_01877	Prbf.g_01787
OG0000542	Syac.g_01874	Prbf.g_01788
OG0000543	Syac.g_01872	Prbf.g_01790
OG0000544	Syac.g_01871	Prbf.g_01791
OG0000545	Syac.g_01869	Prbf.g_01793
OG0000546	Syac.g_01867	Prbf.g_01796
OG0000547	Syac.g_01865	Prbf.g_01798
OG0000548	Syac.g_01864	Prbf.g_01799
OG0000549	Syac.g_01858	Prbf.g_01801
OG0000550	Syac.g_01854	Prbf.g_01805
OG0000551	Syac.g_01849	Prbf.g_01808
OG0000552	Syac.g_01848	Prbf.g_01809
OG0000553	Syac.g_01846	Prbf.g_01810
OG0000554	Syac.g_01835	Prbf.g_01815
OG0000555	Syac.g_01822	Prbf.g_01823
OG0000556	Syac.g_01817	Prbf.g_01825
OG0000557	Syac.g_01815	Prbf.g_01826
OG0000558	Syac.g_01813	Prbf.g_01828
OG0000559	Syac.g_01808	Prbf.g_01832
OG0000560	Syac.g_01805	Prbf.g_01835
OG0000561	Syac.g_01804	Prbf.g_01836
OG0000562	Syac.g_01803	Prbf.g_01837
OG0000563	Syac.g_01802	Prbf.g_01838
OG0000564	Syac.g_01801	Prbf.g_01839
OG0000565	Syac.g_01797	Prbf.g_01841
OG0000566	Syac.g_01793	Prbf.g_01845
OG0000567	Syac.g_01789	Prbf.g_01849
OG0000568	Syac.g_01786	Prbf.g_01850
