Orthogroup	Syac	Syad
OG0000133	Syac.g_01178	Syad.g_01761
OG0000134	Syac.g_01985	Syad.g_00788
OG0000135	Syac.g_02398	Syad.g_00063
OG0000136	Syac.g_00701	Syad.g_02445
OG0000137	Syac.g_01700	Syad.g_02353
OG0000138	Syac.g_01888	Syad.g_00920
OG0000139	Syac.g_01830	Syad.g_00983
OG0000140	Syac.g_01829	Syad.g_00987
OG0000141	Syac.g_00934	Syad.g_02208
OG0000142	Syac.g_00979	Syad.g_02152
OG0000143	Syac.g_00983	Syad.g_02148
OG0000144	Syac.g_01090	Syad.g_02024
OG0000145	Syac.g_01882	Syad.g_00927
OG0000146	Syac.g_01172	Syad.g_01767
OG0000147	Syac.g_01171	Syad.g_01768
OG0000148	Syac.g_01320	Syad.g_01861
OG0000149	Syac.g_00832	Syad.g_01221
OG0000150	Syac.g_00935	Syad.g_02207, Syad.g_00989
OG0000151	Syac.g_01383	Syad.g_01956
OG0000152	Syac.g_01182	Syad.g_01757
OG0000153	Syac.g_01217	Syad.g_01713
OG0000154	Syac.g_01241	Syad.g_01686
OG0000155	Syac.g_00804	Syad.g_01189
OG0000156	Syac.g_00743	Syad.g_01116
OG0000157	Syac.g_00742	Syad.g_01115
OG0000158	Syac.g_00182	Syad.g_00374
OG0000159	Syac.g_00181	Syad.g_00373
OG0000160	Syac.g_01633	Syad.g_02279
OG0000161	Syac.g_01641	Syad.g_02287
OG0000162	Syac.g_01648	Syad.g_02293
OG0000163	Syac.g_00619	Syad.g_02542
OG0000164	Syac.g_00508	Syad.g_02659
OG0000165	Syac.g_00674	Syad.g_02476
OG0000166	Syac.g_02132	Syad.g_00654
OG0000167	Syac.g_00194	Syad.g_00419
OG0000168	Syac.g_00179	Syad.g_00371
OG0000169	Syac.g_00168	Syad.g_00360
OG0000170	Syac.g_00161	Syad.g_00353
OG0000171	Syac.g_00136	Syad.g_00321
OG0000172	Syac.g_00084	Syad.g_00244
OG0000173	Syac.g_00057	Syad.g_00220
OG0000174	Syac.g_02401	Syad.g_00065
OG0000175	Syac.g_02465	Syad.g_00129
OG0000176	Syac.g_00004	Syad.g_00166
OG0000177	Syac.g_00005	Syad.g_00167
OG0000178	Syac.g_00006	Syad.g_00168
OG0000179	Syac.g_00019	Syad.g_00183
OG0000180	Syac.g_00020	Syad.g_00184
OG0000181	Syac.g_00021	Syad.g_00185
OG0000182	Syac.g_00022	Syad.g_00186
OG0000183	Syac.g_00026	Syad.g_00190
OG0000184	Syac.g_02339	Syad.g_03018
OG0000185	Syac.g_02336	Syad.g_03006
OG0000186	Syac.g_00454	Syad.g_02722
OG0000187	Syac.g_00453	Syad.g_02724
OG0000188	Syac.g_00433	Syad.g_02759
OG0000189	Syac.g_00408	Syad.g_02788
OG0000190	Syac.g_00406	Syad.g_02790
OG0000191	Syac.g_00373	Syad.g_02824
OG0000192	Syac.g_00368	Syad.g_02834
OG0000193	Syac.g_00329	Syad.g_02877
OG0000194	Syac.g_00326	Syad.g_02880
OG0000195	Syac.g_00324	Syad.g_02884
OG0000196	Syac.g_00313	Syad.g_02894
OG0000197	Syac.g_00312	Syad.g_02895
OG0000198	Syac.g_00311	Syad.g_02896
OG0000199	Syac.g_00303	Syad.g_02904
OG0000200	Syac.g_02261	Syad.g_02921
OG0000201	Syac.g_02278	Syad.g_02937
OG0000202	Syac.g_02279	Syad.g_02938
OG0000203	Syac.g_02280	Syad.g_02939
OG0000204	Syac.g_02281	Syad.g_02940
OG0000205	Syac.g_02288	Syad.g_02948
OG0000206	Syac.g_02297	Syad.g_02955
OG0000207	Syac.g_02300	Syad.g_02957
OG0000208	Syac.g_02301	Syad.g_02958
OG0000209	Syac.g_02316	Syad.g_02981
OG0000210	Syac.g_02317	Syad.g_02982
OG0000211	Syac.g_01972	Syad.g_00813
OG0000212	Syac.g_01963	Syad.g_00825
OG0000213	Syac.g_02219	Syad.g_00556
OG0000214	Syac.g_02236	Syad.g_00538
OG0000215	Syac.g_00281	Syad.g_00508
OG0000216	Syac.g_00277	Syad.g_00504
OG0000217	Syac.g_00273	Syad.g_00500
OG0000218	Syac.g_00271	Syad.g_00498
OG0000219	Syac.g_00270	Syad.g_00497
OG0000220	Syac.g_00269	Syad.g_00496
OG0000221	Syac.g_00261	Syad.g_00488
OG0000222	Syac.g_00247	Syad.g_00473
OG0000223	Syac.g_00225	Syad.g_00451
OG0000224	Syac.g_00217	Syad.g_00444
OG0000225	Syac.g_02004	Syad.g_00777
OG0000226	Syac.g_02000	Syad.g_00781
OG0000227	Syac.g_01998	Syad.g_00783
OG0000228	Syac.g_01989	Syad.g_00784
OG0000229	Syac.g_00692	Syad.g_02450
OG0000230	Syac.g_00694	Syad.g_02448
OG0000231	Syac.g_00710	Syad.g_02436
OG0000232	Syac.g_01717	Syad.g_02392
OG0000233	Syac.g_01713	Syad.g_02382
OG0000234	Syac.g_01699	Syad.g_02351
OG0000235	Syac.g_01905	Syad.g_00903
OG0000236	Syac.g_01890	Syad.g_00918
OG0000237	Syac.g_01873	Syad.g_00936
OG0000238	Syac.g_01868	Syad.g_00941
OG0000239	Syac.g_01852	Syad.g_00957
OG0000240	Syac.g_01851	Syad.g_00958
OG0000241	Syac.g_00970	Syad.g_02160
OG0000242	Syac.g_01839	Syad.g_00975
OG0000243	Syac.g_01821	Syad.g_01000
OG0000244	Syac.g_01814	Syad.g_01012
OG0000245	Syac.g_01811	Syad.g_01014
OG0000246	Syac.g_01807	Syad.g_01017
OG0000247	Syac.g_01795	Syad.g_01029
OG0000248	Syac.g_01792	Syad.g_01032
OG0000249	Syac.g_01790	Syad.g_01034
OG0000250	Syac.g_01782	Syad.g_01044
OG0000251	Syac.g_01757	Syad.g_01071
OG0000252	Syac.g_01753	Syad.g_01078
OG0000253	Syac.g_01752	Syad.g_01081
OG0000254	Syac.g_00939	Syad.g_02203
OG0000255	Syac.g_00947	Syad.g_02185
OG0000256	Syac.g_00963	Syad.g_02167
OG0000257	Syac.g_00969	Syad.g_02161
OG0000258	Syac.g_00988	Syad.g_02143
OG0000259	Syac.g_01425	Syad.g_01576
OG0000260	Syac.g_01422	Syad.g_01587
OG0000261	Syac.g_01418	Syad.g_01590
OG0000262	Syac.g_01413	Syad.g_01595
OG0000263	Syac.g_01497	Syad.g_01475
OG0000264	Syac.g_00915	Syad.g_01360
OG0000266	Syac.g_01271	Syad.g_01804
OG0000267	Syac.g_01131	Syad.g_01645
OG0000268	Syac.g_01132	Syad.g_01646
OG0000269	Syac.g_01346	Syad.g_01894
OG0000270	Syac.g_01343	Syad.g_01891
OG0000271	Syac.g_01335	Syad.g_01883
OG0000272	Syac.g_01334	Syad.g_01882
OG0000273	Syac.g_00854	Syad.g_01247
OG0000274	Syac.g_00853	Syad.g_01246
OG0000275	Syac.g_00848	Syad.g_01242
OG0000276	Syac.g_00840	Syad.g_01229
OG0000277	Syac.g_00839	Syad.g_01228
OG0000278	Syac.g_00836	Syad.g_01225
OG0000279	Syac.g_00828	Syad.g_01208
OG0000280	Syac.g_00814	Syad.g_01198
OG0000281	Syac.g_02158	Syad.g_00624
OG0000282	Syac.g_01392	Syad.g_01619
OG0000283	Syac.g_01142	Syad.g_01661
OG0000284	Syac.g_01148	Syad.g_01787
OG0000285	Syac.g_01160	Syad.g_01776
OG0000286	Syac.g_01181	Syad.g_01758
OG0000287	Syac.g_01209	Syad.g_01720
OG0000288	Syac.g_01240	Syad.g_01687
OG0000289	Syac.g_01254	Syad.g_01672
OG0000290	Syac.g_00881	Syad.g_01287
OG0000291	Syac.g_00883	Syad.g_01289
OG0000292	Syac.g_02487	Syad.g_00155
OG0000293	Syac.g_00754	Syad.g_01124
OG0000294	Syac.g_00755	Syad.g_01125
OG0000295	Syac.g_00796	Syad.g_01181
OG0000296	Syac.g_00798	Syad.g_01183
OG0000297	Syac.g_01475	Syad.g_01512
OG0000298	Syac.g_01476	Syad.g_01511
OG0000299	Syac.g_01503	Syad.g_01462
OG0000300	Syac.g_01510	Syad.g_01455
OG0000301	Syac.g_01511	Syad.g_01454
OG0000302	Syac.g_01512	Syad.g_01453
OG0000303	Syac.g_01520	Syad.g_01442
OG0000304	Syac.g_01526	Syad.g_01436
OG0000305	Syac.g_00886	Syad.g_01292
OG0000306	Syac.g_00810	Syad.g_01989
OG0000307	Syac.g_01924	Syad.g_00883
OG0000308	Syac.g_01926	Syad.g_00881
OG0000309	Syac.g_01931	Syad.g_00876
OG0000310	Syac.g_01607	Syad.g_02250
OG0000311	Syac.g_01611	Syad.g_02254
OG0000312	Syac.g_01619	Syad.g_02265
OG0000313	Syac.g_01638	Syad.g_02284
OG0000314	Syac.g_01665	Syad.g_02313
OG0000315	Syac.g_01675	Syad.g_02323
OG0000316	Syac.g_00601	Syad.g_02564
OG0000317	Syac.g_00552	Syad.g_02620
OG0000318	Syac.g_00543	Syad.g_02624
OG0000319	Syac.g_00525	Syad.g_02642
OG0000320	Syac.g_00523	Syad.g_02644
OG0000321	Syac.g_00522	Syad.g_02645
OG0000322	Syac.g_00521	Syad.g_02646
OG0000323	Syac.g_00506	Syad.g_02661
OG0000324	Syac.g_00648	Syad.g_02505
OG0000325	Syac.g_02190	Syad.g_00591
OG0000326	Syac.g_02183	Syad.g_00598
OG0000327	Syac.g_02137	Syad.g_00649
OG0000328	Syac.g_02136	Syad.g_00650
OG0000329	Syac.g_02119	Syad.g_00668
OG0000330	Syac.g_02118	Syad.g_00669
OG0000331	Syac.g_02117	Syad.g_00670
OG0000332	Syac.g_02103	Syad.g_00685
OG0000333	Syac.g_02100	Syad.g_00688
OG0000334	Syac.g_02090	Syad.g_00697
OG0000335	Syac.g_02085	Syad.g_00702
OG0000336	Syac.g_02081	Syad.g_00706
OG0000337	Syac.g_00199	Syad.g_00425, Syad.g_00427
OG0000338	Syac.g_00196	Syad.g_00421
OG0000339	Syac.g_00190	Syad.g_00414
OG0000340	Syac.g_00178	Syad.g_00370
OG0000341	Syac.g_00176	Syad.g_00368
OG0000342	Syac.g_00175	Syad.g_00367
OG0000343	Syac.g_00174	Syad.g_00366
OG0000344	Syac.g_00170	Syad.g_00362
OG0000345	Syac.g_00160	Syad.g_00352
OG0000346	Syac.g_00155	Syad.g_00347
OG0000347	Syac.g_00129	Syad.g_00318
OG0000348	Syac.g_00070, Syac.g_00074	Syad.g_00233
OG0000349	Syac.g_00050	Syad.g_00213
OG0000350	Syac.g_02176	Syad.g_00605
OG0000351	Syac.g_02468	Syad.g_00134
OG0000352	Syac.g_02469	Syad.g_00135
OG0000353	Syac.g_02493	Syad.g_00161
OG0000354	Syac.g_01862	Syad.g_00947
OG0000355	Syac.g_00001	Syad.g_00163
OG0000356	Syac.g_00002	Syad.g_00164
OG0000357	Syac.g_00003	Syad.g_00165
OG0000358	Syac.g_00007	Syad.g_00169
OG0000359	Syac.g_00009	Syad.g_00171
OG0000360	Syac.g_00010	Syad.g_00172
OG0000361	Syac.g_00011	Syad.g_00173
OG0000362	Syac.g_00013	Syad.g_00175
OG0000363	Syac.g_00015	Syad.g_00177
OG0000364	Syac.g_00016	Syad.g_00178
OG0000365	Syac.g_00023	Syad.g_00187
OG0000366	Syac.g_00024	Syad.g_00188
OG0000367	Syac.g_00025	Syad.g_00189
OG0000368	Syac.g_00027	Syad.g_00191
OG0000369	Syac.g_00028	Syad.g_00192
OG0000370	Syac.g_00029	Syad.g_00193
OG0000371	Syac.g_00036	Syad.g_00201
OG0000372	Syac.g_00041	Syad.g_00206
OG0000373	Syac.g_00042	Syad.g_00207
OG0000374	Syac.g_00043	Syad.g_00208
OG0000375	Syac.g_00046	Syad.g_00209
OG0000376	Syac.g_00048	Syad.g_00211
OG0000377	Syac.g_02346	Syad.g_03027
OG0000378	Syac.g_02338	Syad.g_03012
OG0000379	Syac.g_02335	Syad.g_03005
OG0000380	Syac.g_00452	Syad.g_02725
OG0000381	Syac.g_00449	Syad.g_02729
OG0000382	Syac.g_00434	Syad.g_02758
OG0000383	Syac.g_00432	Syad.g_02761
OG0000384	Syac.g_00431	Syad.g_02762
OG0000385	Syac.g_00430	Syad.g_02763
OG0000386	Syac.g_00429	Syad.g_02764
OG0000387	Syac.g_00404	Syad.g_02792
OG0000388	Syac.g_00401	Syad.g_02796
OG0000389	Syac.g_00397	Syad.g_02800
OG0000390	Syac.g_00379	Syad.g_02818
OG0000391	Syac.g_00374	Syad.g_02823
OG0000392	Syac.g_00369	Syad.g_02833
OG0000393	Syac.g_00366	Syad.g_02837
OG0000394	Syac.g_00365	Syad.g_02838
OG0000395	Syac.g_00364	Syad.g_02839
OG0000396	Syac.g_00361	Syad.g_02843
OG0000397	Syac.g_00359	Syad.g_02845
OG0000398	Syac.g_00354	Syad.g_02850
OG0000399	Syac.g_00353	Syad.g_02851
OG0000400	Syac.g_00352	Syad.g_02852
OG0000401	Syac.g_00351	Syad.g_02853
OG0000402	Syac.g_00348	Syad.g_02855
OG0000403	Syac.g_00347	Syad.g_02856
OG0000404	Syac.g_00345	Syad.g_02858
OG0000405	Syac.g_00332	Syad.g_02874
OG0000406	Syac.g_00328	Syad.g_02878
OG0000407	Syac.g_00327	Syad.g_02879
OG0000408	Syac.g_00325	Syad.g_02883
OG0000409	Syac.g_00323	Syad.g_02885
OG0000410	Syac.g_00322	Syad.g_02886
OG0000411	Syac.g_00321	Syad.g_02887
OG0000412	Syac.g_00320	Syad.g_02888
OG0000413	Syac.g_00318	Syad.g_02890
OG0000415	Syac.g_00316	Syad.g_02891
OG0000416	Syac.g_00315	Syad.g_02892
OG0000417	Syac.g_00314	Syad.g_02893
OG0000418	Syac.g_00309	Syad.g_02898
OG0000419	Syac.g_00307	Syad.g_02900
OG0000420	Syac.g_00305	Syad.g_02902
OG0000421	Syac.g_00300	Syad.g_02907
OG0000422	Syac.g_00299	Syad.g_02908
OG0000423	Syac.g_00298	Syad.g_02909
OG0000424	Syac.g_00297	Syad.g_02910
OG0000425	Syac.g_00296	Syad.g_02911
OG0000426	Syac.g_00295	Syad.g_02912
OG0000427	Syac.g_00294	Syad.g_02913
OG0000428	Syac.g_02257	Syad.g_02916
OG0000429	Syac.g_02259	Syad.g_02918
OG0000430	Syac.g_02260	Syad.g_02920
OG0000431	Syac.g_02264	Syad.g_02923
OG0000432	Syac.g_02270	Syad.g_02930
OG0000433	Syac.g_02272	Syad.g_02933
OG0000434	Syac.g_02273	Syad.g_02934
OG0000435	Syac.g_02277	Syad.g_02936
OG0000436	Syac.g_02282	Syad.g_02942
OG0000437	Syac.g_02283	Syad.g_02943
OG0000438	Syac.g_02284	Syad.g_02944
OG0000439	Syac.g_02286	Syad.g_02946
OG0000440	Syac.g_02287	Syad.g_02947
OG0000441	Syac.g_02294	Syad.g_02951
OG0000442	Syac.g_02295	Syad.g_02952
OG0000443	Syac.g_02296	Syad.g_02953
OG0000444	Syac.g_02303	Syad.g_02964
OG0000445	Syac.g_02304	Syad.g_02965
OG0000446	Syac.g_02305	Syad.g_02967
OG0000447	Syac.g_02308	Syad.g_02970
OG0000448	Syac.g_02309	Syad.g_02971
OG0000449	Syac.g_02310	Syad.g_02972
OG0000450	Syac.g_02313	Syad.g_02978
OG0000451	Syac.g_02314	Syad.g_02979
OG0000452	Syac.g_02318	Syad.g_02983
OG0000453	Syac.g_02319	Syad.g_02984
OG0000454	Syac.g_02320	Syad.g_02985
OG0000455	Syac.g_02321	Syad.g_02986
OG0000456	Syac.g_02322	Syad.g_02987
OG0000457	Syac.g_02324	Syad.g_02989
OG0000458	Syac.g_02325	Syad.g_02998
OG0000459	Syac.g_02326	Syad.g_02999
OG0000460	Syac.g_01970	Syad.g_00815
OG0000461	Syac.g_02198	Syad.g_00579
OG0000462	Syac.g_02201	Syad.g_00576
OG0000463	Syac.g_02202	Syad.g_00575
OG0000464	Syac.g_02203	Syad.g_00574
OG0000465	Syac.g_02204	Syad.g_00573
OG0000466	Syac.g_02208	Syad.g_00568
OG0000467	Syac.g_02210	Syad.g_00566
OG0000468	Syac.g_02216	Syad.g_00561
OG0000469	Syac.g_02230	Syad.g_00545
OG0000470	Syac.g_02232	Syad.g_00542
OG0000471	Syac.g_02233	Syad.g_00541
OG0000472	Syac.g_02235	Syad.g_00539
OG0000473	Syac.g_02237	Syad.g_00537
OG0000474	Syac.g_02238	Syad.g_00536
OG0000475	Syac.g_02239	Syad.g_00535
OG0000476	Syac.g_02241	Syad.g_00533
OG0000477	Syac.g_02247	Syad.g_00528
OG0000478	Syac.g_02248	Syad.g_00527
OG0000479	Syac.g_02249	Syad.g_00526
OG0000480	Syac.g_00293	Syad.g_00520
OG0000481	Syac.g_00291	Syad.g_00518
OG0000482	Syac.g_00290	Syad.g_00517
OG0000483	Syac.g_00286	Syad.g_00513
OG0000484	Syac.g_00285	Syad.g_00512
OG0000485	Syac.g_00284	Syad.g_00511
OG0000486	Syac.g_00283	Syad.g_00510
OG0000487	Syac.g_00276	Syad.g_00503
OG0000488	Syac.g_00272	Syad.g_00499
OG0000489	Syac.g_00260	Syad.g_00487
OG0000490	Syac.g_00249	Syad.g_00475
OG0000491	Syac.g_00248	Syad.g_00474
OG0000492	Syac.g_00246	Syad.g_00472
OG0000493	Syac.g_00245	Syad.g_00471
OG0000494	Syac.g_00244	Syad.g_00470
OG0000495	Syac.g_00243	Syad.g_00469
OG0000496	Syac.g_00242	Syad.g_00468
OG0000497	Syac.g_00241	Syad.g_00467
OG0000498	Syac.g_00240	Syad.g_00466
OG0000499	Syac.g_00239	Syad.g_00465
OG0000500	Syac.g_00238	Syad.g_00464
OG0000501	Syac.g_00235	Syad.g_00461
OG0000502	Syac.g_00223	Syad.g_00449
OG0000503	Syac.g_02020	Syad.g_00761
OG0000504	Syac.g_02018	Syad.g_00763
OG0000505	Syac.g_02017	Syad.g_00764
OG0000506	Syac.g_02015	Syad.g_00766
OG0000507	Syac.g_02009	Syad.g_00772
OG0000508	Syac.g_02005	Syad.g_00776
OG0000509	Syac.g_02003	Syad.g_00778
OG0000510	Syac.g_02002	Syad.g_00779
OG0000511	Syac.g_02001	Syad.g_00780
OG0000512	Syac.g_01999	Syad.g_00782
OG0000513	Syac.g_01984	Syad.g_00789
OG0000514	Syac.g_01977	Syad.g_00795
OG0000515	Syac.g_01976	Syad.g_00796
OG0000516	Syac.g_00697	Syad.g_02456
OG0000517	Syac.g_00691	Syad.g_02451
OG0000518	Syac.g_00707	Syad.g_02439
OG0000519	Syac.g_00708	Syad.g_02438
OG0000520	Syac.g_00709	Syad.g_02437
OG0000521	Syac.g_01721	Syad.g_01108
OG0000522	Syac.g_01719	Syad.g_01109
OG0000523	Syac.g_01718	Syad.g_01110
OG0000524	Syac.g_01716	Syad.g_02386
OG0000525	Syac.g_01709	Syad.g_02363
OG0000526	Syac.g_01706	Syad.g_02360
OG0000527	Syac.g_01702	Syad.g_02355
OG0000528	Syac.g_01911	Syad.g_00897
OG0000529	Syac.g_01903	Syad.g_00905
OG0000530	Syac.g_01900	Syad.g_00908
OG0000531	Syac.g_01899	Syad.g_00909
OG0000532	Syac.g_01896	Syad.g_00912
OG0000533	Syac.g_01895	Syad.g_00913
OG0000534	Syac.g_01894	Syad.g_00914
OG0000535	Syac.g_01893	Syad.g_00915
OG0000536	Syac.g_01892	Syad.g_00916
OG0000537	Syac.g_01891	Syad.g_00917
OG0000538	Syac.g_01880	Syad.g_00929
OG0000539	Syac.g_01879	Syad.g_00930
OG0000540	Syac.g_01878	Syad.g_00931
OG0000541	Syac.g_01877	Syad.g_00932
OG0000542	Syac.g_01874	Syad.g_00935
OG0000543	Syac.g_01872	Syad.g_00937
OG0000544	Syac.g_01871	Syad.g_00938
OG0000545	Syac.g_01869	Syad.g_00940
OG0000546	Syac.g_01867	Syad.g_00942
OG0000547	Syac.g_01865	Syad.g_00944
OG0000548	Syac.g_01864	Syad.g_00945
OG0000549	Syac.g_01858	Syad.g_00952
OG0000550	Syac.g_01854	Syad.g_00956
OG0000551	Syac.g_01849	Syad.g_00960
OG0000552	Syac.g_01848	Syad.g_00961
OG0000553	Syac.g_01846	Syad.g_00965
OG0000554	Syac.g_01835	Syad.g_00978
OG0000555	Syac.g_01822	Syad.g_00999
OG0000556	Syac.g_01817	Syad.g_01003
OG0000557	Syac.g_01815	Syad.g_01011
OG0000558	Syac.g_01813	Syad.g_01013
OG0000559	Syac.g_01808	Syad.g_01016
OG0000560	Syac.g_01805	Syad.g_01019
OG0000561	Syac.g_01804	Syad.g_01020
OG0000562	Syac.g_01803	Syad.g_01021
OG0000563	Syac.g_01802	Syad.g_01022
OG0000564	Syac.g_01801	Syad.g_01023
OG0000565	Syac.g_01797	Syad.g_01027
OG0000566	Syac.g_01793	Syad.g_01031
OG0000567	Syac.g_01789	Syad.g_01035
OG0000568	Syac.g_01786	Syad.g_01040
OG0000569	Syac.g_01785	Syad.g_01041
OG0000570	Syac.g_01784	Syad.g_01042
OG0000571	Syac.g_01780	Syad.g_01046
OG0000572	Syac.g_01765	Syad.g_01064
OG0000573	Syac.g_01755	Syad.g_01072
OG0000574	Syac.g_01754	Syad.g_01077
OG0000575	Syac.g_01750	Syad.g_01083
OG0000576	Syac.g_01748	Syad.g_01085
