Orthogroup	Syac	Prbk
OG0000129	Syac.g_02349	Prbk.g_02156
OG0000130	Syac.g_00450	Prbk.g_01320
OG0000131	Syac.g_00330	Prbk.g_00751
OG0000132	Syac.g_00310	Prbk.g_00771
OG0000133	Syac.g_01178	Prbk.g_00472
OG0000134	Syac.g_01985	Prbk.g_00361
OG0000135	Syac.g_02398	Prbk.g_02209
OG0000136	Syac.g_00701	Prbk.g_00323
OG0000137	Syac.g_01700	Prbk.g_02113
OG0000138	Syac.g_01888	Prbk.g_02078
OG0000139	Syac.g_01830	Prbk.g_01086
OG0000140	Syac.g_01829	Prbk.g_01092
OG0000141	Syac.g_00934	Prbk.g_01154
OG0000142	Syac.g_00979	Prbk.g_02631
OG0000143	Syac.g_00983	Prbk.g_02635
OG0000144	Syac.g_01090	Prbk.g_00739
OG0000145	Syac.g_01882	Prbk.g_01863
OG0000146	Syac.g_01172	Prbk.g_02333
OG0000147	Syac.g_01171	Prbk.g_02334
OG0000148	Syac.g_01320	Prbk.g_02487
OG0000149	Syac.g_00832	Prbk.g_02544
OG0000150	Syac.g_00935	Prbk.g_02567
OG0000151	Syac.g_01383	Prbk.g_02417
OG0000152	Syac.g_01182	Prbk.g_02324
OG0000153	Syac.g_01217	Prbk.g_02297
OG0000154	Syac.g_01241	Prbk.g_00584
OG0000155	Syac.g_00804	Prbk.g_00099
OG0000156	Syac.g_00743	Prbk.g_00164
OG0000157	Syac.g_00742	Prbk.g_00163
OG0000158	Syac.g_00182	Prbk.g_00526
OG0000160	Syac.g_01633	Prbk.g_00260
OG0000161	Syac.g_01641	Prbk.g_00274
OG0000162	Syac.g_01648	Prbk.g_00280
OG0000163	Syac.g_00619	Prbk.g_02002
OG0000164	Syac.g_00508	Prbk.g_01432
OG0000165	Syac.g_00674	Prbk.g_01423
OG0000166	Syac.g_02132	Prbk.g_00982
OG0000167	Syac.g_00194	Prbk.g_00512
OG0000168	Syac.g_00179	Prbk.g_00527
OG0000169	Syac.g_00168	Prbk.g_00220
OG0000170	Syac.g_00161	Prbk.g_00232
OG0000171	Syac.g_00136	Prbk.g_01538
OG0000172	Syac.g_00084	Prbk.g_01573
OG0000173	Syac.g_00057	Prbk.g_01594
OG0000174	Syac.g_02401	Prbk.g_02211
OG0000175	Syac.g_02465	Prbk.g_02249
OG0000176	Syac.g_00004	Prbk.g_02282
OG0000177	Syac.g_00005	Prbk.g_02283
OG0000178	Syac.g_00006	Prbk.g_02284
OG0000179	Syac.g_00019	Prbk.g_01633
OG0000180	Syac.g_00020	Prbk.g_01632
OG0000181	Syac.g_00021	Prbk.g_01631
OG0000182	Syac.g_00022	Prbk.g_01630
OG0000183	Syac.g_00026	Prbk.g_01626
OG0000184	Syac.g_02339	Prbk.g_02148
OG0000185	Syac.g_02336	Prbk.g_02126
OG0000186	Syac.g_00454	Prbk.g_01326
OG0000187	Syac.g_00453	Prbk.g_01324
OG0000188	Syac.g_00433	Prbk.g_01303
OG0000189	Syac.g_00408	Prbk.g_00024
OG0000190	Syac.g_00406	Prbk.g_00022
OG0000191	Syac.g_00373	Prbk.g_00197
OG0000192	Syac.g_00368	Prbk.g_00206
OG0000193	Syac.g_00329	Prbk.g_00752
OG0000194	Syac.g_00326	Prbk.g_00755
OG0000195	Syac.g_00324	Prbk.g_00757
OG0000196	Syac.g_00313	Prbk.g_00768
OG0000197	Syac.g_00312	Prbk.g_00769
OG0000198	Syac.g_00311	Prbk.g_00770
OG0000199	Syac.g_00303	Prbk.g_00777
OG0000200	Syac.g_02261	Prbk.g_01280
OG0000202	Syac.g_02279	Prbk.g_01260
OG0000203	Syac.g_02280	Prbk.g_01259
OG0000204	Syac.g_02281	Prbk.g_01258
OG0000205	Syac.g_02288	Prbk.g_01251
OG0000206	Syac.g_02297	Prbk.g_00632
OG0000207	Syac.g_02300	Prbk.g_00686
OG0000208	Syac.g_02301	Prbk.g_00685
OG0000209	Syac.g_02316	Prbk.g_00658
OG0000210	Syac.g_02317	Prbk.g_00657
OG0000211	Syac.g_01972	Prbk.g_01368
OG0000212	Syac.g_01963	Prbk.g_01514
OG0000213	Syac.g_02219	Prbk.g_00374
OG0000214	Syac.g_02236	Prbk.g_00401
OG0000215	Syac.g_00281	Prbk.g_00431
OG0000216	Syac.g_00277	Prbk.g_00434
OG0000217	Syac.g_00273	Prbk.g_00438
OG0000218	Syac.g_00271	Prbk.g_00442
OG0000219	Syac.g_00270	Prbk.g_00443
OG0000220	Syac.g_00269	Prbk.g_00444
OG0000221	Syac.g_00261	Prbk.g_00449
OG0000222	Syac.g_00247	Prbk.g_00458
OG0000223	Syac.g_00225	Prbk.g_00481
OG0000224	Syac.g_00217	Prbk.g_00492
OG0000225	Syac.g_02004	Prbk.g_00889
OG0000226	Syac.g_02000	Prbk.g_00893
OG0000227	Syac.g_01998	Prbk.g_00895
OG0000228	Syac.g_01989	Prbk.g_00365
OG0000229	Syac.g_00692	Prbk.g_00328
OG0000230	Syac.g_00694	Prbk.g_00326
OG0000231	Syac.g_00710	Prbk.g_00311
OG0000232	Syac.g_01717	Prbk.g_00295
OG0000233	Syac.g_01713	Prbk.g_02092
OG0000234	Syac.g_01699	Prbk.g_02114
OG0000235	Syac.g_01905	Prbk.g_02060
OG0000236	Syac.g_01890	Prbk.g_02076
OG0000237	Syac.g_01873	Prbk.g_01047
OG0000238	Syac.g_01868	Prbk.g_01051
OG0000239	Syac.g_01852	Prbk.g_01067
OG0000240	Syac.g_01851	Prbk.g_01068
OG0000241	Syac.g_00970	Prbk.g_01965
OG0000242	Syac.g_01839	Prbk.g_01078
OG0000243	Syac.g_01821	Prbk.g_02684
OG0000244	Syac.g_01814	Prbk.g_01897
OG0000245	Syac.g_01811	Prbk.g_01894
OG0000246	Syac.g_01807	Prbk.g_01890
OG0000247	Syac.g_01795	Prbk.g_01879
OG0000248	Syac.g_01792	Prbk.g_01876
OG0000249	Syac.g_01790	Prbk.g_01874
OG0000250	Syac.g_01782	Prbk.g_01106
OG0000251	Syac.g_01757	Prbk.g_01130
OG0000252	Syac.g_01753	Prbk.g_01133
OG0000253	Syac.g_01752	Prbk.g_01139
OG0000254	Syac.g_00939	Prbk.g_01158
OG0000255	Syac.g_00947	Prbk.g_02604
OG0000256	Syac.g_00963	Prbk.g_02618
OG0000257	Syac.g_00969	Prbk.g_02624
OG0000258	Syac.g_00988	Prbk.g_02647
OG0000259	Syac.g_01425	Prbk.g_00720
OG0000260	Syac.g_01422	Prbk.g_00717
OG0000261	Syac.g_01418	Prbk.g_00714
OG0000262	Syac.g_01413	Prbk.g_00709
OG0000263	Syac.g_01497	Prbk.g_00672
OG0000264	Syac.g_00915	Prbk.g_01815
OG0000266	Syac.g_01271	Prbk.g_00608
OG0000267	Syac.g_01131	Prbk.g_02371
OG0000268	Syac.g_01132	Prbk.g_02370
OG0000269	Syac.g_01346	Prbk.g_02463
OG0000270	Syac.g_01343	Prbk.g_02466
OG0000271	Syac.g_01335	Prbk.g_02474
OG0000272	Syac.g_01334	Prbk.g_02475
OG0000273	Syac.g_00854	Prbk.g_02526
OG0000274	Syac.g_00853	Prbk.g_02527
OG0000275	Syac.g_00848	Prbk.g_02530
OG0000276	Syac.g_00840	Prbk.g_02536
OG0000277	Syac.g_00839	Prbk.g_02537
OG0000278	Syac.g_00836	Prbk.g_02540
OG0000279	Syac.g_00828	Prbk.g_02548
OG0000280	Syac.g_00814	Prbk.g_02554
OG0000281	Syac.g_02158	Prbk.g_02568
OG0000282	Syac.g_01392	Prbk.g_02398
OG0000283	Syac.g_01142	Prbk.g_02359
OG0000284	Syac.g_01148	Prbk.g_02353
OG0000285	Syac.g_01160	Prbk.g_01698
OG0000286	Syac.g_01181	Prbk.g_02325
OG0000287	Syac.g_01692, Syac.g_01209	Prbk.g_01728
OG0000288	Syac.g_01240	Prbk.g_00583
OG0000289	Syac.g_01254	Prbk.g_00596
OG0000290	Syac.g_00881	Prbk.g_00059
OG0000291	Syac.g_00883	Prbk.g_00057
OG0000292	Syac.g_02487	Prbk.g_02271
OG0000293	Syac.g_00754	Prbk.g_01032
OG0000294	Syac.g_00755	Prbk.g_01031
OG0000295	Syac.g_00796	Prbk.g_00106
OG0000296	Syac.g_00798	Prbk.g_00104
OG0000297	Syac.g_01475	Prbk.g_01498
OG0000298	Syac.g_01476	Prbk.g_01497
OG0000299	Syac.g_01503	Prbk.g_01508
OG0000300	Syac.g_01510	Prbk.g_00186
OG0000301	Syac.g_01511	Prbk.g_00185
OG0000302	Syac.g_01512	Prbk.g_00182
OG0000303	Syac.g_01520	Prbk.g_00097
OG0000304	Syac.g_01526	Prbk.g_00121
OG0000305	Syac.g_00886	Prbk.g_00055
OG0000306	Syac.g_00810	Prbk.g_02578
OG0000307	Syac.g_01924	Prbk.g_02044
OG0000308	Syac.g_01926	Prbk.g_02042
OG0000309	Syac.g_01931	Prbk.g_02038
OG0000310	Syac.g_01607	Prbk.g_01937
OG0000311	Syac.g_01611	Prbk.g_00243
OG0000312	Syac.g_01619	Prbk.g_00247
OG0000313	Syac.g_01638	Prbk.g_00271
OG0000314	Syac.g_01665	Prbk.g_01222
OG0000315	Syac.g_01675	Prbk.g_01212
OG0000316	Syac.g_00601	Prbk.g_01991
OG0000317	Syac.g_00552	Prbk.g_00913
OG0000318	Syac.g_00543	Prbk.g_00906
OG0000319	Syac.g_00525	Prbk.g_01443
OG0000320	Syac.g_00523	Prbk.g_01441
OG0000321	Syac.g_00522	Prbk.g_01440
OG0000322	Syac.g_00521	Prbk.g_01439
OG0000323	Syac.g_00506	Prbk.g_01428
OG0000324	Syac.g_00648	Prbk.g_01399
OG0000325	Syac.g_02190	Prbk.g_01904
OG0000326	Syac.g_02183	Prbk.g_01912
OG0000327	Syac.g_02137	Prbk.g_00987
OG0000328	Syac.g_02136	Prbk.g_00986
OG0000329	Syac.g_02119	Prbk.g_00969
OG0000330	Syac.g_02118	Prbk.g_00968
OG0000331	Syac.g_02117	Prbk.g_00967
OG0000332	Syac.g_02103	Prbk.g_00952
OG0000333	Syac.g_02100	Prbk.g_00950
OG0000334	Syac.g_02090	Prbk.g_00801
OG0000335	Syac.g_02085	Prbk.g_00806
OG0000336	Syac.g_02081	Prbk.g_00810
OG0000337	Syac.g_00199	Prbk.g_00506
OG0000338	Syac.g_00196	Prbk.g_00510
OG0000339	Syac.g_00190	Prbk.g_00516
OG0000340	Syac.g_00178	Prbk.g_00528
OG0000341	Syac.g_00176	Prbk.g_00530
OG0000342	Syac.g_00175	Prbk.g_00531
OG0000343	Syac.g_00174	Prbk.g_00215
OG0000344	Syac.g_00170	Prbk.g_00218
OG0000345	Syac.g_00160	Prbk.g_00233
OG0000346	Syac.g_00155	Prbk.g_00238
OG0000347	Syac.g_00129	Prbk.g_01540
OG0000348	Syac.g_00070, Syac.g_00074	Prbk.g_01578
OG0000349	Syac.g_00050	Prbk.g_01602
OG0000350	Syac.g_02176	Prbk.g_02204
OG0000351	Syac.g_02468	Prbk.g_02252
OG0000352	Syac.g_02469	Prbk.g_02253
OG0000353	Syac.g_02493	Prbk.g_02277
OG0000354	Syac.g_01862	Prbk.g_01057
OG0000355	Syac.g_00001	Prbk.g_02279
OG0000356	Syac.g_00002	Prbk.g_02280
OG0000357	Syac.g_00003	Prbk.g_02281
OG0000358	Syac.g_00007	Prbk.g_02285
OG0000359	Syac.g_00009	Prbk.g_02287
OG0000360	Syac.g_00010	Prbk.g_02288
OG0000361	Syac.g_00011	Prbk.g_02289
OG0000362	Syac.g_00013	Prbk.g_02291
OG0000363	Syac.g_00015	Prbk.g_01639
OG0000364	Syac.g_00016	Prbk.g_01638
OG0000365	Syac.g_00023	Prbk.g_01629
OG0000366	Syac.g_00024	Prbk.g_01628
OG0000367	Syac.g_00025	Prbk.g_01627
OG0000368	Syac.g_00027	Prbk.g_01625
OG0000369	Syac.g_00028	Prbk.g_01624
OG0000370	Syac.g_00029	Prbk.g_01623
OG0000371	Syac.g_00036	Prbk.g_01614
OG0000372	Syac.g_00041	Prbk.g_01609
OG0000373	Syac.g_00042	Prbk.g_01608
OG0000374	Syac.g_00043	Prbk.g_01607
OG0000375	Syac.g_00046	Prbk.g_01606
OG0000376	Syac.g_00048	Prbk.g_01604
OG0000377	Syac.g_02346	Prbk.g_02155
OG0000378	Syac.g_02338	Prbk.g_02141
OG0000379	Syac.g_02335	Prbk.g_02125
OG0000380	Syac.g_00452	Prbk.g_01323
OG0000381	Syac.g_00449	Prbk.g_01319
OG0000382	Syac.g_00434	Prbk.g_01304
OG0000383	Syac.g_00432	Prbk.g_01302
OG0000384	Syac.g_00431	Prbk.g_01301
OG0000385	Syac.g_00430	Prbk.g_01300
OG0000386	Syac.g_00429	Prbk.g_01299
OG0000387	Syac.g_00404	Prbk.g_00020
OG0000388	Syac.g_00401	Prbk.g_00016
OG0000389	Syac.g_00397	Prbk.g_00012
OG0000390	Syac.g_00379	Prbk.g_00191
OG0000391	Syac.g_00374	Prbk.g_00196
OG0000392	Syac.g_00369	Prbk.g_00202
OG0000393	Syac.g_00366	Prbk.g_00207
OG0000394	Syac.g_00365	Prbk.g_00208
OG0000395	Syac.g_00364	Prbk.g_00209
OG0000396	Syac.g_00361	Prbk.g_00542
OG0000397	Syac.g_00359	Prbk.g_00544
OG0000398	Syac.g_00354	Prbk.g_00549
OG0000399	Syac.g_00353	Prbk.g_00550
OG0000400	Syac.g_00352	Prbk.g_00551
OG0000401	Syac.g_00351	Prbk.g_00552
OG0000402	Syac.g_00348	Prbk.g_00554
OG0000403	Syac.g_00347	Prbk.g_00555
OG0000404	Syac.g_00345	Prbk.g_00557
OG0000405	Syac.g_00332	Prbk.g_00749
OG0000406	Syac.g_00328	Prbk.g_00753
OG0000407	Syac.g_00327	Prbk.g_00754
OG0000408	Syac.g_00325	Prbk.g_00756
OG0000409	Syac.g_00323	Prbk.g_00758
OG0000410	Syac.g_00322	Prbk.g_00759
OG0000411	Syac.g_00321	Prbk.g_00760
OG0000412	Syac.g_00320	Prbk.g_00761
OG0000413	Syac.g_00318	Prbk.g_00763
OG0000414	Syac.g_00317	Prbk.g_00764
OG0000415	Syac.g_00316	Prbk.g_00765
OG0000416	Syac.g_00315	Prbk.g_00766
OG0000417	Syac.g_00314	Prbk.g_00767
OG0000418	Syac.g_00309	Prbk.g_00772
OG0000419	Syac.g_00307	Prbk.g_00774
OG0000420	Syac.g_00305	Prbk.g_00775
OG0000421	Syac.g_00300	Prbk.g_00779
OG0000422	Syac.g_00299	Prbk.g_00780
OG0000423	Syac.g_00298	Prbk.g_00781
OG0000424	Syac.g_00297	Prbk.g_00782
OG0000425	Syac.g_00296	Prbk.g_00783
OG0000426	Syac.g_00295	Prbk.g_00784
OG0000427	Syac.g_00294	Prbk.g_00785
OG0000428	Syac.g_02257	Prbk.g_02425
OG0000429	Syac.g_02259	Prbk.g_01283
OG0000430	Syac.g_02260	Prbk.g_01281
OG0000431	Syac.g_02264	Prbk.g_01277
OG0000432	Syac.g_02270	Prbk.g_01270
OG0000433	Syac.g_02272	Prbk.g_01267
OG0000434	Syac.g_02273	Prbk.g_01266
OG0000435	Syac.g_02277	Prbk.g_01263
OG0000436	Syac.g_02282	Prbk.g_01257
OG0000437	Syac.g_02283	Prbk.g_01256
OG0000438	Syac.g_02284	Prbk.g_01255
OG0000439	Syac.g_02286	Prbk.g_01253
OG0000440	Syac.g_02287	Prbk.g_01252
OG0000441	Syac.g_02294	Prbk.g_01245
OG0000442	Syac.g_02295	Prbk.g_01244
OG0000443	Syac.g_02296	Prbk.g_00631
OG0000444	Syac.g_02303	Prbk.g_00683
OG0000445	Syac.g_02304	Prbk.g_00682
OG0000446	Syac.g_02305	Prbk.g_00680
OG0000447	Syac.g_02308	Prbk.g_00670
OG0000448	Syac.g_02309	Prbk.g_00669
OG0000449	Syac.g_02310	Prbk.g_00668
OG0000450	Syac.g_02313	Prbk.g_00662
OG0000451	Syac.g_02314	Prbk.g_00661
OG0000452	Syac.g_02318	Prbk.g_00656
OG0000453	Syac.g_02319	Prbk.g_00655
OG0000454	Syac.g_02320	Prbk.g_00654
OG0000455	Syac.g_02321	Prbk.g_00653
OG0000456	Syac.g_02322	Prbk.g_00652
OG0000457	Syac.g_02324	Prbk.g_00650
OG0000458	Syac.g_02325	Prbk.g_00649
OG0000459	Syac.g_02326	Prbk.g_00648
OG0000460	Syac.g_01970	Prbk.g_01369
OG0000461	Syac.g_02198	Prbk.g_01900
OG0000462	Syac.g_02201	Prbk.g_01012
OG0000463	Syac.g_02202	Prbk.g_01011
OG0000464	Syac.g_02203	Prbk.g_01010
OG0000465	Syac.g_02204	Prbk.g_01008
OG0000466	Syac.g_02208	Prbk.g_01003
OG0000467	Syac.g_02210	Prbk.g_01001
OG0000468	Syac.g_02216	Prbk.g_00371
OG0000469	Syac.g_02230	Prbk.g_00384
OG0000470	Syac.g_02232	Prbk.g_00397
OG0000471	Syac.g_02233	Prbk.g_00398
OG0000472	Syac.g_02235	Prbk.g_00400
OG0000473	Syac.g_02237	Prbk.g_00402
OG0000474	Syac.g_02238	Prbk.g_00403
OG0000475	Syac.g_02239	Prbk.g_00404
OG0000476	Syac.g_02241	Prbk.g_00406
OG0000477	Syac.g_02247	Prbk.g_00411
OG0000478	Syac.g_02248	Prbk.g_00412
OG0000479	Syac.g_02249	Prbk.g_00413
OG0000480	Syac.g_00293	Prbk.g_00420
OG0000481	Syac.g_00291	Prbk.g_00422
OG0000482	Syac.g_00290	Prbk.g_00423
OG0000483	Syac.g_00286	Prbk.g_00427
OG0000484	Syac.g_00285	Prbk.g_00428
OG0000485	Syac.g_00284	Prbk.g_00429
OG0000486	Syac.g_00283	Prbk.g_00430
OG0000487	Syac.g_00276	Prbk.g_00435
OG0000488	Syac.g_00272	Prbk.g_00439
OG0000489	Syac.g_00260	Prbk.g_00450
OG0000490	Syac.g_00249	Prbk.g_00456
OG0000491	Syac.g_00248	Prbk.g_00457
OG0000492	Syac.g_00246	Prbk.g_00460
OG0000493	Syac.g_00245	Prbk.g_00461
OG0000494	Syac.g_00244	Prbk.g_00462
OG0000495	Syac.g_00243	Prbk.g_00463
OG0000496	Syac.g_00242	Prbk.g_00464
OG0000497	Syac.g_00241	Prbk.g_00465
OG0000498	Syac.g_00240	Prbk.g_00466
OG0000499	Syac.g_00239	Prbk.g_00467
OG0000500	Syac.g_00238	Prbk.g_00468
OG0000501	Syac.g_00235	Prbk.g_00471
OG0000502	Syac.g_00223	Prbk.g_00483
OG0000503	Syac.g_02020	Prbk.g_00871
OG0000504	Syac.g_02018	Prbk.g_00873
OG0000505	Syac.g_02017	Prbk.g_00874
OG0000506	Syac.g_02015	Prbk.g_00876
OG0000507	Syac.g_02009	Prbk.g_00881
OG0000508	Syac.g_02005	Prbk.g_00888
OG0000509	Syac.g_02003	Prbk.g_00890
OG0000510	Syac.g_02002	Prbk.g_00891
OG0000511	Syac.g_02001	Prbk.g_00892
OG0000512	Syac.g_01999	Prbk.g_00894
OG0000513	Syac.g_01984	Prbk.g_00360
OG0000514	Syac.g_01977	Prbk.g_00352
OG0000515	Syac.g_01976	Prbk.g_00351
OG0000516	Syac.g_00697	Prbk.g_00339
OG0000517	Syac.g_00691	Prbk.g_00329
OG0000518	Syac.g_00707	Prbk.g_00317
OG0000519	Syac.g_00708	Prbk.g_00316
OG0000520	Syac.g_00709	Prbk.g_00315
OG0000521	Syac.g_01721	Prbk.g_00301
OG0000522	Syac.g_01719	Prbk.g_00299
OG0000523	Syac.g_01718	Prbk.g_00298
OG0000524	Syac.g_01716	Prbk.g_02088
OG0000525	Syac.g_01709	Prbk.g_02105
OG0000526	Syac.g_01706	Prbk.g_02107
OG0000527	Syac.g_01702	Prbk.g_02111
OG0000528	Syac.g_01911	Prbk.g_02056
OG0000529	Syac.g_01903	Prbk.g_02062
OG0000530	Syac.g_01900	Prbk.g_02065
OG0000531	Syac.g_01899	Prbk.g_02066
OG0000532	Syac.g_01896	Prbk.g_02069
OG0000533	Syac.g_01895	Prbk.g_02071
OG0000534	Syac.g_01894	Prbk.g_02072
OG0000535	Syac.g_01893	Prbk.g_02073
OG0000536	Syac.g_01892	Prbk.g_02074
OG0000537	Syac.g_01891	Prbk.g_02075
OG0000538	Syac.g_01880	Prbk.g_01865
OG0000539	Syac.g_01879	Prbk.g_01041
OG0000540	Syac.g_01878	Prbk.g_01042
OG0000541	Syac.g_01877	Prbk.g_01043
OG0000542	Syac.g_01874	Prbk.g_01046
OG0000543	Syac.g_01872	Prbk.g_01048
OG0000544	Syac.g_01871	Prbk.g_01049
OG0000545	Syac.g_01869	Prbk.g_01050
OG0000546	Syac.g_01867	Prbk.g_01052
OG0000547	Syac.g_01865	Prbk.g_01054
OG0000548	Syac.g_01864	Prbk.g_01055
OG0000549	Syac.g_01858	Prbk.g_01061
OG0000550	Syac.g_01854	Prbk.g_01066
OG0000551	Syac.g_01849	Prbk.g_01070
OG0000552	Syac.g_01848	Prbk.g_01071
OG0000553	Syac.g_01846	Prbk.g_01076
OG0000554	Syac.g_01835	Prbk.g_01081
OG0000555	Syac.g_01822	Prbk.g_01099
OG0000556	Syac.g_01817	Prbk.g_02686
OG0000557	Syac.g_01815	Prbk.g_01898
OG0000558	Syac.g_01813	Prbk.g_01895
OG0000559	Syac.g_01808	Prbk.g_01891
OG0000560	Syac.g_01805	Prbk.g_01888
OG0000561	Syac.g_01804	Prbk.g_01887
OG0000562	Syac.g_01803	Prbk.g_01886
OG0000563	Syac.g_01802	Prbk.g_01885
OG0000564	Syac.g_01801	Prbk.g_01884
OG0000565	Syac.g_01797	Prbk.g_01881
OG0000566	Syac.g_01793	Prbk.g_01877
OG0000567	Syac.g_01789	Prbk.g_01873
OG0000568	Syac.g_01786	Prbk.g_01871
OG0000569	Syac.g_01785	Prbk.g_01104
OG0000570	Syac.g_01784	Prbk.g_01105
OG0000571	Syac.g_01780	Prbk.g_01108
