Orthogroup	Syac	Prba
OG0000192	Syac.g_00368	Prba.g_01909
OG0000193	Syac.g_00329	Prba.g_01934
OG0000194	Syac.g_00326	Prba.g_01937
OG0000195	Syac.g_00324	Prba.g_01939
OG0000196	Syac.g_00313	Prba.g_01949
OG0000197	Syac.g_00312	Prba.g_01950
OG0000198	Syac.g_00311	Prba.g_01951
OG0000199	Syac.g_00303	Prba.g_00626
OG0000200	Syac.g_02261	Prba.g_00640
OG0000202	Syac.g_02279	Prba.g_00649
OG0000203	Syac.g_02280	Prba.g_00650
OG0000204	Syac.g_02281	Prba.g_00651
OG0000205	Syac.g_02288	Prba.g_00658
OG0000206	Syac.g_02297	Prba.g_00663
OG0000207	Syac.g_02300	Prba.g_00665
OG0000208	Syac.g_02301	Prba.g_00666
OG0000209	Syac.g_02316	Prba.g_00675
OG0000210	Syac.g_02317	Prba.g_00439
OG0000212	Syac.g_01963	Prba.g_00459
OG0000213	Syac.g_02219	Prba.g_00476
OG0000214	Syac.g_02236	Prba.g_00485
OG0000215	Syac.g_00281	Prba.g_00509
OG0000216	Syac.g_00277	Prba.g_00510
OG0000217	Syac.g_00273	Prba.g_00513
OG0000218	Syac.g_00271	Prba.g_00515
OG0000219	Syac.g_00270	Prba.g_00516
OG0000220	Syac.g_00269	Prba.g_00517
OG0000221	Syac.g_00261	Prba.g_00518
OG0000222	Syac.g_00247	Prba.g_00526
OG0000223	Syac.g_00225	Prba.g_00539
OG0000224	Syac.g_00217	Prba.g_00541
OG0000225	Syac.g_02004	Prba.g_00562
OG0000226	Syac.g_02000	Prba.g_00221
OG0000227	Syac.g_01998	Prba.g_00223
OG0000228	Syac.g_01989	Prba.g_00849
OG0000229	Syac.g_00692	Prba.g_01025
OG0000230	Syac.g_00694	Prba.g_01023
OG0000231	Syac.g_00710	Prba.g_01012
OG0000232	Syac.g_01717	Prba.g_01003
OG0000233	Syac.g_01713	Prba.g_00998
OG0000234	Syac.g_01699	Prba.g_00985
OG0000235	Syac.g_01905	Prba.g_00982
OG0000236	Syac.g_01890	Prba.g_00968
OG0000237	Syac.g_01873	Prba.g_00955
OG0000238	Syac.g_01868	Prba.g_00949
OG0000239	Syac.g_01852	Prba.g_00936
OG0000240	Syac.g_01851	Prba.g_00935
OG0000241	Syac.g_00970	Prba.g_00931
OG0000242	Syac.g_01839	Prba.g_00929
OG0000243	Syac.g_01821	Prba.g_01772
OG0000244	Syac.g_01814	Prba.g_01769
OG0000245	Syac.g_01811	Prba.g_01767
OG0000246	Syac.g_01807	Prba.g_01763
OG0000247	Syac.g_01795	Prba.g_01753
OG0000248	Syac.g_01792	Prba.g_01751
OG0000249	Syac.g_01790	Prba.g_01749
OG0000250	Syac.g_01782	Prba.g_01744
OG0000251	Syac.g_01757	Prba.g_01726
OG0000252	Syac.g_01753	Prba.g_01723
OG0000253	Syac.g_01752	Prba.g_01722
OG0000254	Syac.g_00939	Prba.g_01706
OG0000255	Syac.g_00947	Prba.g_01700
OG0000256	Syac.g_00963	Prba.g_01690
OG0000257	Syac.g_00969	Prba.g_01687
OG0000258	Syac.g_00988	Prba.g_01674
OG0000259	Syac.g_01425	Prba.g_01657
OG0000260	Syac.g_01422	Prba.g_01654
OG0000261	Syac.g_01418	Prba.g_01652
OG0000262	Syac.g_01413	Prba.g_01648
OG0000263	Syac.g_01497	Prba.g_01636
OG0000264	Syac.g_00915	Prba.g_01626
OG0000265	Syac.g_00673	Prba.g_01594
OG0000266	Syac.g_01271	Prba.g_01584
OG0000267	Syac.g_01131	Prba.g_01573
OG0000268	Syac.g_01132	Prba.g_01572
OG0000269	Syac.g_01346	Prba.g_01504
OG0000270	Syac.g_01343	Prba.g_01501
OG0000271	Syac.g_01335	Prba.g_01493
OG0000272	Syac.g_01334	Prba.g_01492
OG0000273	Syac.g_00854	Prba.g_01469
OG0000274	Syac.g_00853	Prba.g_01468
OG0000275	Syac.g_00848	Prba.g_01465
OG0000276	Syac.g_00840	Prba.g_01460
OG0000277	Syac.g_00839	Prba.g_01459
OG0000278	Syac.g_00836	Prba.g_01456
OG0000279	Syac.g_00828	Prba.g_01449
OG0000280	Syac.g_00814	Prba.g_01448
OG0000281	Syac.g_02158	Prba.g_01443
OG0000282	Syac.g_01392	Prba.g_01393
OG0000283	Syac.g_01142	Prba.g_01360
OG0000284	Syac.g_01148	Prba.g_01355
OG0000285	Syac.g_01160	Prba.g_01350
OG0000286	Syac.g_01181	Prba.g_01338
OG0000287	Syac.g_01692	Prba.g_01321
OG0000288	Syac.g_01240	Prba.g_01291
OG0000289	Syac.g_01254	Prba.g_01280
OG0000290	Syac.g_00881	Prba.g_01267
OG0000291	Syac.g_00883	Prba.g_01265
OG0000292	Syac.g_02487	Prba.g_01216
OG0000293	Syac.g_00754	Prba.g_00073
OG0000294	Syac.g_00755	Prba.g_00072
OG0000295	Syac.g_00796	Prba.g_00051
OG0000296	Syac.g_00798	Prba.g_00049
OG0000297	Syac.g_01475	Prba.g_00041
OG0000298	Syac.g_01476	Prba.g_00040
OG0000299	Syac.g_01503	Prba.g_00023
OG0000300	Syac.g_01510	Prba.g_00020
OG0000301	Syac.g_01511	Prba.g_00019
OG0000302	Syac.g_01512	Prba.g_00017
OG0000303	Syac.g_01520	Prba.g_00010
OG0000304	Syac.g_01526	Prba.g_00006
OG0000305	Syac.g_00886	Prba.g_00204
OG0000306	Syac.g_00810	Prba.g_00201
OG0000307	Syac.g_01924	Prba.g_00187
OG0000308	Syac.g_01926	Prba.g_00186
OG0000309	Syac.g_01931	Prba.g_00182
OG0000310	Syac.g_01607	Prba.g_00112
OG0000311	Syac.g_01611	Prba.g_00110
OG0000312	Syac.g_01619	Prba.g_00107
OG0000313	Syac.g_01638	Prba.g_00709
OG0000314	Syac.g_01665	Prba.g_00686
OG0000315	Syac.g_01675	Prba.g_00351, Prba.g_00676
OG0000316	Syac.g_00601	Prba.g_00331
OG0000317	Syac.g_00552	Prba.g_00228
OG0000318	Syac.g_00543	Prba.g_00619
OG0000319	Syac.g_00525	Prba.g_00606
OG0000320	Syac.g_00523	Prba.g_00604
OG0000321	Syac.g_00522	Prba.g_00603
OG0000322	Syac.g_00521	Prba.g_00602
OG0000323	Syac.g_00506	Prba.g_00593
OG0000324	Syac.g_00648	Prba.g_00567
OG0000325	Syac.g_02190	Prba.g_00358
OG0000326	Syac.g_02183	Prba.g_00364
OG0000327	Syac.g_02137	Prba.g_00388
OG0000328	Syac.g_02136	Prba.g_00389
OG0000329	Syac.g_02119	Prba.g_00406
OG0000330	Syac.g_02118	Prba.g_00407
OG0000331	Syac.g_02117	Prba.g_00408
OG0000332	Syac.g_02103	Prba.g_00422
OG0000333	Syac.g_02100	Prba.g_00424
OG0000334	Syac.g_02090	Prba.g_00432
OG0000335	Syac.g_02085	Prba.g_00437
OG0000336	Syac.g_02081	Prba.g_01050
OG0000337	Syac.g_00199	Prba.g_01067
OG0000338	Syac.g_00196	Prba.g_01068
OG0000339	Syac.g_00190	Prba.g_01072
OG0000340	Syac.g_00178	Prba.g_00752
OG0000341	Syac.g_00176	Prba.g_00754
OG0000342	Syac.g_00175	Prba.g_00755
OG0000343	Syac.g_00174	Prba.g_00756
OG0000344	Syac.g_00170	Prba.g_00759
OG0000345	Syac.g_00160	Prba.g_00764
OG0000346	Syac.g_00155	Prba.g_00769
OG0000347	Syac.g_00129	Prba.g_00785
OG0000348	Syac.g_00070, Syac.g_00074	Prba.g_00795
OG0000349	Syac.g_00050	Prba.g_00812
OG0000350	Syac.g_02176	Prba.g_00831
OG0000351	Syac.g_02468	Prba.g_00848, Prba.g_01776
OG0000352	Syac.g_02469	Prba.g_01777
OG0000353	Syac.g_02493	Prba.g_01792
OG0000355	Syac.g_00001	Prba.g_01794
OG0000356	Syac.g_00002	Prba.g_01795
OG0000357	Syac.g_00003	Prba.g_01796
OG0000358	Syac.g_00007	Prba.g_01800
OG0000359	Syac.g_00009	Prba.g_01801
OG0000360	Syac.g_00010	Prba.g_01802
OG0000361	Syac.g_00011	Prba.g_01803
OG0000362	Syac.g_00013	Prba.g_01805
OG0000363	Syac.g_00015	Prba.g_01807
OG0000364	Syac.g_00016	Prba.g_01808
OG0000365	Syac.g_00023	Prba.g_01813
OG0000366	Syac.g_00024	Prba.g_01814
OG0000367	Syac.g_00025	Prba.g_01815
OG0000368	Syac.g_00027	Prba.g_01817
OG0000369	Syac.g_00028	Prba.g_01818
OG0000370	Syac.g_00029	Prba.g_01819
OG0000371	Syac.g_00036	Prba.g_01825
OG0000372	Syac.g_00041	Prba.g_01828
OG0000373	Syac.g_00042	Prba.g_01829
OG0000374	Syac.g_00043	Prba.g_01830
OG0000375	Syac.g_00046	Prba.g_01834
OG0000376	Syac.g_00048	Prba.g_01836
OG0000377	Syac.g_02346	Prba.g_01839
OG0000378	Syac.g_02338	Prba.g_01841
OG0000379	Syac.g_02335	Prba.g_01844
OG0000380	Syac.g_00452	Prba.g_01854
OG0000381	Syac.g_00449	Prba.g_01858
OG0000382	Syac.g_00434	Prba.g_01869
OG0000383	Syac.g_00432	Prba.g_01871
OG0000384	Syac.g_00431	Prba.g_01872
OG0000385	Syac.g_00430	Prba.g_01873
OG0000386	Syac.g_00429	Prba.g_01874
OG0000387	Syac.g_00404	Prba.g_01887
OG0000388	Syac.g_00401	Prba.g_01890
OG0000389	Syac.g_00397	Prba.g_01894
OG0000390	Syac.g_00379	Prba.g_01901
OG0000391	Syac.g_00374	Prba.g_01904
OG0000392	Syac.g_00369	Prba.g_01908
OG0000393	Syac.g_00366	Prba.g_01910
OG0000394	Syac.g_00365	Prba.g_01911
OG0000395	Syac.g_00364	Prba.g_01912
OG0000396	Syac.g_00361	Prba.g_01915
OG0000397	Syac.g_00359	Prba.g_01917
OG0000398	Syac.g_00354	Prba.g_01919
OG0000399	Syac.g_00353	Prba.g_01920
OG0000400	Syac.g_00352	Prba.g_01921
OG0000401	Syac.g_00351	Prba.g_01922
OG0000402	Syac.g_00348	Prba.g_01924
OG0000403	Syac.g_00347	Prba.g_01925
OG0000404	Syac.g_00345	Prba.g_01926
OG0000405	Syac.g_00332	Prba.g_01930
OG0000406	Syac.g_00328	Prba.g_01935
OG0000407	Syac.g_00327	Prba.g_01936
OG0000408	Syac.g_00325	Prba.g_01938
OG0000409	Syac.g_00323	Prba.g_01940
OG0000410	Syac.g_00322	Prba.g_01941
OG0000411	Syac.g_00321	Prba.g_01942
OG0000412	Syac.g_00320	Prba.g_01943
OG0000413	Syac.g_00318	Prba.g_01944
OG0000414	Syac.g_00317	Prba.g_01945
OG0000415	Syac.g_00316	Prba.g_01946
OG0000416	Syac.g_00315	Prba.g_01947
OG0000417	Syac.g_00314	Prba.g_01948
OG0000418	Syac.g_00309	Prba.g_01953
OG0000419	Syac.g_00307	Prba.g_00623
OG0000420	Syac.g_00305	Prba.g_00624
OG0000421	Syac.g_00300	Prba.g_00629
OG0000422	Syac.g_00299	Prba.g_00630
OG0000423	Syac.g_00298	Prba.g_00631
OG0000424	Syac.g_00297	Prba.g_00632
OG0000425	Syac.g_00296	Prba.g_00633
OG0000426	Syac.g_00295	Prba.g_00634
OG0000427	Syac.g_00294	Prba.g_00635
OG0000428	Syac.g_02257	Prba.g_00637
OG0000429	Syac.g_02259	Prba.g_00638
OG0000430	Syac.g_02260	Prba.g_00639
OG0000431	Syac.g_02264	Prba.g_00641
OG0000432	Syac.g_02270	Prba.g_00644
OG0000433	Syac.g_02272	Prba.g_00645
OG0000434	Syac.g_02273	Prba.g_00646
OG0000435	Syac.g_02277	Prba.g_00647
OG0000436	Syac.g_02282	Prba.g_00652
OG0000437	Syac.g_02283	Prba.g_00653
OG0000438	Syac.g_02284	Prba.g_00654
OG0000439	Syac.g_02286	Prba.g_00656
OG0000440	Syac.g_02287	Prba.g_00657
OG0000441	Syac.g_02294	Prba.g_00660
OG0000442	Syac.g_02295	Prba.g_00661
OG0000443	Syac.g_02296	Prba.g_00662
OG0000444	Syac.g_02303	Prba.g_00667
OG0000445	Syac.g_02304	Prba.g_00668
OG0000446	Syac.g_02305	Prba.g_00669
OG0000447	Syac.g_02308	Prba.g_00670
OG0000448	Syac.g_02309	Prba.g_00671
OG0000449	Syac.g_02310	Prba.g_00672
OG0000450	Syac.g_02313	Prba.g_00673
OG0000451	Syac.g_02314	Prba.g_00674
OG0000452	Syac.g_02318	Prba.g_00440
OG0000453	Syac.g_02319	Prba.g_00441
OG0000454	Syac.g_02320	Prba.g_00442
OG0000455	Syac.g_02321	Prba.g_00443
OG0000456	Syac.g_02322	Prba.g_00444
OG0000457	Syac.g_02324	Prba.g_00445
OG0000458	Syac.g_02325	Prba.g_00446
OG0000459	Syac.g_02326	Prba.g_00447
OG0000460	Syac.g_01970	Prba.g_00454
OG0000461	Syac.g_02198	Prba.g_00461
OG0000462	Syac.g_02201	Prba.g_00463
OG0000463	Syac.g_02202	Prba.g_00464
OG0000464	Syac.g_02203	Prba.g_00465
OG0000465	Syac.g_02204	Prba.g_00466
OG0000466	Syac.g_02208	Prba.g_00469
OG0000467	Syac.g_02210	Prba.g_00470
OG0000468	Syac.g_02216	Prba.g_00472
OG0000469	Syac.g_02230	Prba.g_00480
OG0000470	Syac.g_02232	Prba.g_00482
OG0000471	Syac.g_02233	Prba.g_00483
OG0000472	Syac.g_02235	Prba.g_00484
OG0000473	Syac.g_02237	Prba.g_00486
OG0000474	Syac.g_02238	Prba.g_00487
OG0000475	Syac.g_02239	Prba.g_00488
OG0000476	Syac.g_02241	Prba.g_00489
OG0000477	Syac.g_02247	Prba.g_00492
OG0000478	Syac.g_02248	Prba.g_00493
OG0000479	Syac.g_02249	Prba.g_00494
OG0000480	Syac.g_00293	Prba.g_00499
OG0000481	Syac.g_00291	Prba.g_00501
OG0000482	Syac.g_00290	Prba.g_00502
OG0000483	Syac.g_00286	Prba.g_00505
OG0000484	Syac.g_00285	Prba.g_00506
OG0000485	Syac.g_00284	Prba.g_00507
OG0000486	Syac.g_00283	Prba.g_00508
OG0000487	Syac.g_00276	Prba.g_00511
OG0000488	Syac.g_00272	Prba.g_00514
OG0000489	Syac.g_00260	Prba.g_00519
OG0000490	Syac.g_00249	Prba.g_00524
OG0000491	Syac.g_00248	Prba.g_00525
OG0000492	Syac.g_00246	Prba.g_00527
OG0000493	Syac.g_00245	Prba.g_00528
OG0000494	Syac.g_00244	Prba.g_00529
OG0000495	Syac.g_00243	Prba.g_00530
OG0000496	Syac.g_00242	Prba.g_00531
OG0000497	Syac.g_00241	Prba.g_00532
OG0000498	Syac.g_00240	Prba.g_00533
OG0000499	Syac.g_00239	Prba.g_00534
OG0000500	Syac.g_00238	Prba.g_00535
OG0000501	Syac.g_00235	Prba.g_00537
OG0000502	Syac.g_00223	Prba.g_00540
OG0000503	Syac.g_02020	Prba.g_00550
OG0000504	Syac.g_02018	Prba.g_00551
OG0000505	Syac.g_02017	Prba.g_00552
OG0000506	Syac.g_02015	Prba.g_00554
OG0000507	Syac.g_02009	Prba.g_00557
OG0000508	Syac.g_02005	Prba.g_00561
OG0000509	Syac.g_02003	Prba.g_00218
OG0000510	Syac.g_02002	Prba.g_00219
OG0000511	Syac.g_02001	Prba.g_00220
OG0000512	Syac.g_01999	Prba.g_00222
OG0000513	Syac.g_01984	Prba.g_00852
OG0000514	Syac.g_01977	Prba.g_01030
OG0000515	Syac.g_01976	Prba.g_01029
OG0000516	Syac.g_00697	Prba.g_01028
OG0000517	Syac.g_00691	Prba.g_01026
OG0000518	Syac.g_00707	Prba.g_01015
OG0000519	Syac.g_00708	Prba.g_01014
OG0000520	Syac.g_00709	Prba.g_01013
OG0000521	Syac.g_01721	Prba.g_01008
OG0000522	Syac.g_01719	Prba.g_01006
OG0000523	Syac.g_01718	Prba.g_01005
OG0000524	Syac.g_01716	Prba.g_01000
OG0000525	Syac.g_01709	Prba.g_00997
OG0000526	Syac.g_01706	Prba.g_00996
OG0000527	Syac.g_01702	Prba.g_00988
OG0000528	Syac.g_01911	Prba.g_00983
OG0000529	Syac.g_01903	Prba.g_00980
OG0000530	Syac.g_01900	Prba.g_00977
OG0000531	Syac.g_01899	Prba.g_00976
OG0000532	Syac.g_01896	Prba.g_00974
OG0000533	Syac.g_01895	Prba.g_00973
OG0000534	Syac.g_01894	Prba.g_00972
OG0000535	Syac.g_01893	Prba.g_00971
OG0000536	Syac.g_01892	Prba.g_00970
OG0000537	Syac.g_01891	Prba.g_00969
OG0000538	Syac.g_01880	Prba.g_00961
OG0000539	Syac.g_01879	Prba.g_00960
OG0000540	Syac.g_01878	Prba.g_00959
OG0000541	Syac.g_01877	Prba.g_00958
OG0000542	Syac.g_01874	Prba.g_00956
OG0000543	Syac.g_01872	Prba.g_00954
OG0000544	Syac.g_01871	Prba.g_00953
OG0000545	Syac.g_01869	Prba.g_00951
OG0000546	Syac.g_01867	Prba.g_00948
OG0000547	Syac.g_01865	Prba.g_00946
OG0000548	Syac.g_01864	Prba.g_00945
OG0000549	Syac.g_01858	Prba.g_00943
OG0000550	Syac.g_01854	Prba.g_00938
OG0000551	Syac.g_01849	Prba.g_00934
OG0000552	Syac.g_01848	Prba.g_00933
OG0000553	Syac.g_01846	Prba.g_00932
OG0000554	Syac.g_01835	Prba.g_00927
OG0000555	Syac.g_01822	Prba.g_01773
OG0000556	Syac.g_01817	Prba.g_01771
OG0000557	Syac.g_01815	Prba.g_01770
OG0000558	Syac.g_01813	Prba.g_01768
OG0000559	Syac.g_01808	Prba.g_01764
OG0000560	Syac.g_01805	Prba.g_01761
OG0000561	Syac.g_01804	Prba.g_01760
OG0000562	Syac.g_01803	Prba.g_01759
OG0000563	Syac.g_01802	Prba.g_01758
OG0000564	Syac.g_01801	Prba.g_01757
OG0000565	Syac.g_01797	Prba.g_01754
OG0000566	Syac.g_01793	Prba.g_01752
OG0000567	Syac.g_01789	Prba.g_01748
OG0000568	Syac.g_01786	Prba.g_01747
OG0000569	Syac.g_01785	Prba.g_01746
OG0000570	Syac.g_01784	Prba.g_01745
OG0000571	Syac.g_01780	Prba.g_01743
OG0000572	Syac.g_01765	Prba.g_01730
OG0000573	Syac.g_01755	Prba.g_01725
OG0000574	Syac.g_01754	Prba.g_01724
OG0000575	Syac.g_01750	Prba.g_01720
OG0000576	Syac.g_01748	Prba.g_01718
OG0000577	Syac.g_01747	Prba.g_01717
OG0000578	Syac.g_01746	Prba.g_01716
OG0000579	Syac.g_01745	Prba.g_01715
OG0000580	Syac.g_01744	Prba.g_01714
OG0000581	Syac.g_01738	Prba.g_01712
OG0000582	Syac.g_00936	Prba.g_01709
OG0000583	Syac.g_00937	Prba.g_01708
OG0000584	Syac.g_00938	Prba.g_01707
OG0000585	Syac.g_00940	Prba.g_01705
OG0000586	Syac.g_00941	Prba.g_01704
OG0000587	Syac.g_00943	Prba.g_01703
OG0000588	Syac.g_00949	Prba.g_01699
OG0000589	Syac.g_00953	Prba.g_01696
OG0000590	Syac.g_00954	Prba.g_01695
OG0000591	Syac.g_00961	Prba.g_01692
OG0000592	Syac.g_00962	Prba.g_01691
OG0000593	Syac.g_00975	Prba.g_01685
OG0000594	Syac.g_00976	Prba.g_01684
OG0000595	Syac.g_00977	Prba.g_01683
OG0000596	Syac.g_00982	Prba.g_01679
OG0000597	Syac.g_00985	Prba.g_01677
