Orthogroup	Syac	Syas
OG0000131	Syac.g_00330	Syas.g_02367
OG0000132	Syac.g_00310	Syas.g_02334
OG0000133	Syac.g_01178	Syas.g_00457
OG0000134	Syac.g_01985	Syas.g_01509
OG0000135	Syac.g_02398	Syas.g_01938
OG0000136	Syac.g_00701	Syas.g_02740
OG0000137	Syac.g_01700	Syas.g_01333
OG0000138	Syac.g_01888	Syas.g_01235
OG0000140	Syac.g_01829	Syas.g_00090
OG0000141	Syac.g_00934	Syas.g_00875
OG0000142	Syac.g_00979	Syas.g_00746
OG0000143	Syac.g_00983	Syas.g_00742
OG0000144	Syac.g_01090	Syas.g_00718
OG0000145	Syac.g_01882	Syas.g_00948
OG0000146	Syac.g_01172	Syas.g_00451
OG0000147	Syac.g_01171	Syas.g_00450
OG0000148	Syac.g_01320	Syas.g_00577
OG0000149	Syac.g_00832	Syas.g_00282
OG0000150	Syac.g_00935	Syas.g_00874
OG0000151	Syac.g_01383	Syas.g_00148, Syas.g_00659
OG0000152	Syac.g_01182	Syas.g_00461
OG0000153	Syac.g_01217	Syas.g_00543
OG0000154	Syac.g_01241	Syas.g_00219
OG0000155	Syac.g_00804	Syas.g_01131
OG0000156	Syac.g_00743	Syas.g_01206
OG0000157	Syac.g_00742	Syas.g_01207
OG0000158	Syac.g_00182	Syas.g_02185
OG0000160	Syac.g_01633	Syas.g_02820
OG0000161	Syac.g_01641	Syas.g_02826
OG0000162	Syac.g_01648	Syas.g_02751
OG0000163	Syac.g_00619	Syas.g_01488
OG0000165	Syac.g_00674	Syas.g_02609
OG0000166	Syac.g_02132	Syas.g_01629
OG0000167	Syac.g_00194	Syas.g_01449
OG0000168	Syac.g_00179	Syas.g_02184
OG0000169	Syac.g_00168	Syas.g_02170
OG0000170	Syac.g_00161	Syas.g_02161
OG0000171	Syac.g_00136	Syas.g_02139
OG0000172	Syac.g_00084	Syas.g_02110
OG0000173	Syac.g_00057	Syas.g_02092
OG0000174	Syac.g_02401	Syas.g_01940
OG0000175	Syac.g_02465	Syas.g_01994
OG0000176	Syac.g_00004	Syas.g_02038
OG0000177	Syac.g_00005	Syas.g_02039
OG0000178	Syac.g_00006	Syas.g_02040
OG0000179	Syac.g_00019	Syas.g_02054
OG0000180	Syac.g_00020	Syas.g_02055
OG0000181	Syac.g_00021	Syas.g_02056
OG0000182	Syac.g_00022	Syas.g_02057
OG0000183	Syac.g_00026	Syas.g_02061
OG0000184	Syac.g_02339	Syas.g_01872
OG0000185	Syac.g_02336	Syas.g_01861
OG0000186	Syac.g_00454	Syas.g_02525
OG0000187	Syac.g_00453	Syas.g_02524
OG0000188	Syac.g_00433	Syas.g_02502
OG0000189	Syac.g_00408	Syas.g_02432
OG0000190	Syac.g_00406	Syas.g_00133
OG0000191	Syac.g_00373	Syas.g_02400
OG0000192	Syac.g_00368	Syas.g_02395
OG0000193	Syac.g_00329	Syas.g_02366
OG0000194	Syac.g_00326	Syas.g_02363
OG0000196	Syac.g_00313	Syas.g_02337
OG0000197	Syac.g_00312	Syas.g_02336
OG0000198	Syac.g_00311	Syas.g_02335
OG0000199	Syac.g_00303	Syas.g_02327
OG0000200	Syac.g_02261	Syas.g_02298
OG0000201	Syac.g_02278	Syas.g_02279
OG0000202	Syac.g_02279	Syas.g_02278
OG0000203	Syac.g_02280	Syas.g_02277
OG0000204	Syac.g_02281	Syas.g_02276
OG0000205	Syac.g_02288	Syas.g_02267
OG0000206	Syac.g_02297	Syas.g_02240
OG0000207	Syac.g_02300	Syas.g_02237
OG0000208	Syac.g_02301	Syas.g_02236
OG0000209	Syac.g_02316	Syas.g_01837
OG0000210	Syac.g_02317	Syas.g_01838
OG0000211	Syac.g_01972	Syas.g_02552
OG0000212	Syac.g_01963	Syas.g_02562
OG0000213	Syac.g_02219	Syas.g_01707
OG0000214	Syac.g_02236	Syas.g_01730
OG0000215	Syac.g_00281	Syas.g_01766
OG0000216	Syac.g_00277	Syas.g_01770
OG0000217	Syac.g_00273	Syas.g_01778
OG0000218	Syac.g_00271	Syas.g_01780
OG0000219	Syac.g_00270	Syas.g_01783
OG0000220	Syac.g_00269	Syas.g_01784
OG0000221	Syac.g_00261	Syas.g_01785
OG0000222	Syac.g_00247	Syas.g_01804
OG0000223	Syac.g_00225	Syas.g_02221
OG0000224	Syac.g_00217	Syas.g_02215
OG0000225	Syac.g_02004	Syas.g_01522
OG0000226	Syac.g_02000	Syas.g_01518
OG0000227	Syac.g_01998	Syas.g_01516
OG0000228	Syac.g_01989	Syas.g_01513
OG0000229	Syac.g_00692	Syas.g_01497
OG0000230	Syac.g_00694	Syas.g_01495
OG0000232	Syac.g_01717	Syas.g_01276
OG0000233	Syac.g_01713	Syas.g_01352
OG0000234	Syac.g_01699	Syas.g_01331
OG0000235	Syac.g_01905	Syas.g_01254
OG0000236	Syac.g_01890	Syas.g_01237
OG0000237	Syac.g_01873	Syas.g_01220
OG0000238	Syac.g_01868	Syas.g_01215
OG0000239	Syac.g_01852	Syas.g_00012
OG0000240	Syac.g_01851	Syas.g_00013
OG0000241	Syac.g_00970	Syas.g_00754
OG0000242	Syac.g_01839	Syas.g_00059
OG0000243	Syac.g_01821	Syas.g_00777
OG0000244	Syac.g_01814	Syas.g_00784
OG0000245	Syac.g_01811	Syas.g_00786
OG0000246	Syac.g_01807	Syas.g_00790
OG0000247	Syac.g_01795	Syas.g_00802
OG0000249	Syac.g_01790	Syas.g_00807
OG0000250	Syac.g_01782	Syas.g_00814
OG0000251	Syac.g_01757	Syas.g_00845
OG0000252	Syac.g_01753	Syas.g_00950
OG0000253	Syac.g_01752	Syas.g_00846
OG0000254	Syac.g_00939	Syas.g_00869
OG0000255	Syac.g_00947	Syas.g_00132, Syas.g_01062
OG0000256	Syac.g_00963	Syas.g_00104
OG0000257	Syac.g_00969	Syas.g_00757
OG0000258	Syac.g_00988	Syas.g_00733
OG0000259	Syac.g_01425	Syas.g_00708, Syas.g_01006
OG0000260	Syac.g_01422	Syas.g_00705
OG0000261	Syac.g_01418	Syas.g_00701
OG0000262	Syac.g_01413	Syas.g_00695
OG0000263	Syac.g_01497	Syas.g_01103
OG0000264	Syac.g_00915	Syas.g_02588
OG0000266	Syac.g_01271	Syas.g_00186
OG0000267	Syac.g_01131	Syas.g_00377
OG0000268	Syac.g_01132	Syas.g_00390
OG0000269	Syac.g_01346	Syas.g_00601
OG0000270	Syac.g_01343	Syas.g_00598
OG0000271	Syac.g_01335	Syas.g_00590
OG0000272	Syac.g_01334	Syas.g_00589
OG0000273	Syac.g_00854	Syas.g_00563
OG0000274	Syac.g_00853	Syas.g_00562
OG0000275	Syac.g_00848	Syas.g_00230
OG0000276	Syac.g_00840	Syas.g_00237
OG0000278	Syac.g_00836	Syas.g_00241
OG0000279	Syac.g_00828	Syas.g_00288
OG0000280	Syac.g_00814	Syas.g_00889, Syas.g_00481
OG0000281	Syac.g_02158	Syas.g_00970
OG0000282	Syac.g_01392	Syas.g_00672
OG0000283	Syac.g_01142	Syas.g_00409
OG0000284	Syac.g_01148	Syas.g_00416
OG0000285	Syac.g_01160	Syas.g_00436
OG0000286	Syac.g_01181	Syas.g_00460
OG0000287	Syac.g_01692, Syac.g_01209	Syas.g_00534
OG0000288	Syac.g_01240	Syas.g_00220
OG0000289	Syac.g_01254	Syas.g_00205
OG0000290	Syac.g_00881	Syas.g_01016
OG0000292	Syac.g_02487	Syas.g_02020
OG0000293	Syac.g_00754	Syas.g_01197
OG0000295	Syac.g_00796	Syas.g_01139
OG0000296	Syac.g_00798	Syas.g_01137
OG0000299	Syac.g_01503	Syas.g_01087
OG0000300	Syac.g_01510	Syas.g_01082
OG0000301	Syac.g_01511	Syas.g_01081
OG0000302	Syac.g_01512	Syas.g_01080
OG0000303	Syac.g_01520	Syas.g_01071
OG0000304	Syac.g_01526	Syas.g_01066
OG0000305	Syac.g_00886	Syas.g_01023
OG0000306	Syac.g_00810	Syas.g_01929
OG0000307	Syac.g_01924	Syas.g_01270
OG0000308	Syac.g_01926	Syas.g_01272
OG0000309	Syac.g_01931	Syas.g_01364
OG0000310	Syac.g_01607	Syas.g_02796
OG0000311	Syac.g_01611	Syas.g_02799
OG0000312	Syac.g_01619	Syas.g_02804
OG0000313	Syac.g_01638	Syas.g_02823
OG0000315	Syac.g_01675	Syas.g_01306
OG0000316	Syac.g_00601	Syas.g_02728
OG0000317	Syac.g_00552	Syas.g_02687
OG0000318	Syac.g_00543	Syas.g_02680
OG0000319	Syac.g_00525	Syas.g_02663
OG0000320	Syac.g_00523	Syas.g_02661
OG0000321	Syac.g_00522	Syas.g_02660
OG0000322	Syac.g_00521	Syas.g_02659
OG0000323	Syac.g_00506	Syas.g_02646
OG0000324	Syac.g_00648	Syas.g_02578
OG0000325	Syac.g_02190	Syas.g_01668
OG0000327	Syac.g_02137	Syas.g_01634
OG0000328	Syac.g_02136	Syas.g_01633
OG0000329	Syac.g_02119	Syas.g_01615
OG0000330	Syac.g_02118	Syas.g_01614
OG0000331	Syac.g_02117	Syas.g_01613
OG0000333	Syac.g_02100	Syas.g_01595
OG0000334	Syac.g_02090	Syas.g_01586
OG0000335	Syac.g_02085	Syas.g_01581
OG0000336	Syac.g_02081	Syas.g_01577
OG0000337	Syac.g_00199	Syas.g_02211
OG0000338	Syac.g_00196	Syas.g_02199
OG0000339	Syac.g_00190	Syas.g_02192
OG0000340	Syac.g_00178	Syas.g_02183
OG0000341	Syac.g_00176	Syas.g_02181
OG0000342	Syac.g_00175	Syas.g_02180
OG0000343	Syac.g_00174	Syas.g_02176
OG0000344	Syac.g_00170	Syas.g_02172
OG0000345	Syac.g_00160	Syas.g_02160
OG0000346	Syac.g_00155	Syas.g_02155
OG0000347	Syac.g_00129	Syas.g_02136
OG0000348	Syac.g_00070, Syac.g_00074	Syas.g_02107
OG0000349	Syac.g_00050	Syas.g_02085
OG0000350	Syac.g_02176	Syas.g_01654
OG0000351	Syac.g_02468	Syas.g_01998
OG0000352	Syac.g_02469	Syas.g_01999
OG0000353	Syac.g_02493	Syas.g_02033
OG0000354	Syac.g_01862	Syas.g_01209
OG0000355	Syac.g_00001	Syas.g_02035
OG0000356	Syac.g_00002	Syas.g_02036
OG0000357	Syac.g_00003	Syas.g_02037
OG0000358	Syac.g_00007	Syas.g_02041
OG0000359	Syac.g_00009	Syas.g_02043
OG0000360	Syac.g_00010	Syas.g_02044
OG0000361	Syac.g_00011	Syas.g_02045
OG0000362	Syac.g_00013	Syas.g_02047
OG0000363	Syac.g_00015	Syas.g_02049
OG0000364	Syac.g_00016	Syas.g_02685
OG0000365	Syac.g_00023	Syas.g_02058
OG0000366	Syac.g_00024	Syas.g_02059
OG0000368	Syac.g_00027	Syas.g_02062
OG0000369	Syac.g_00028	Syas.g_02063
OG0000370	Syac.g_00029	Syas.g_02064
OG0000371	Syac.g_00036	Syas.g_02073
OG0000372	Syac.g_00041	Syas.g_02078
OG0000373	Syac.g_00042	Syas.g_02079
OG0000374	Syac.g_00043	Syas.g_02080
OG0000375	Syac.g_00046	Syas.g_02081
OG0000376	Syac.g_00048	Syas.g_02083
OG0000377	Syac.g_02346	Syas.g_01879
OG0000378	Syac.g_02338	Syas.g_01867
OG0000379	Syac.g_02335	Syas.g_01859
OG0000380	Syac.g_00452	Syas.g_02523
OG0000381	Syac.g_00449	Syas.g_02521
OG0000382	Syac.g_00434	Syas.g_02503
OG0000383	Syac.g_00432	Syas.g_02480
OG0000384	Syac.g_00431	Syas.g_02479
OG0000385	Syac.g_00430	Syas.g_02478
OG0000386	Syac.g_00429	Syas.g_02477
OG0000387	Syac.g_00404	Syas.g_00134
OG0000388	Syac.g_00401	Syas.g_02426
OG0000389	Syac.g_00397	Syas.g_02422
OG0000390	Syac.g_00379	Syas.g_02406
OG0000391	Syac.g_00374	Syas.g_02401
OG0000392	Syac.g_00369	Syas.g_02396
OG0000393	Syac.g_00366	Syas.g_02394
OG0000394	Syac.g_00365	Syas.g_02393
OG0000395	Syac.g_00364	Syas.g_02392
OG0000396	Syac.g_00361	Syas.g_02389
OG0000397	Syac.g_00359	Syas.g_02387
OG0000398	Syac.g_00354	Syas.g_02382
OG0000399	Syac.g_00353	Syas.g_02381
OG0000400	Syac.g_00352	Syas.g_02380
OG0000401	Syac.g_00351	Syas.g_02379
OG0000402	Syac.g_00348	Syas.g_02377
OG0000403	Syac.g_00347	Syas.g_02376
OG0000404	Syac.g_00345	Syas.g_02375
OG0000405	Syac.g_00332	Syas.g_02369
OG0000406	Syac.g_00328	Syas.g_02365
OG0000407	Syac.g_00327	Syas.g_02364
OG0000408	Syac.g_00325	Syas.g_02361
OG0000409	Syac.g_00323	Syas.g_02359
OG0000410	Syac.g_00322	Syas.g_02358
OG0000411	Syac.g_00321	Syas.g_02357
OG0000412	Syac.g_00320	Syas.g_02356
OG0000413	Syac.g_00318	Syas.g_02354
OG0000414	Syac.g_00317	Syas.g_02353
OG0000415	Syac.g_00316	Syas.g_02352
OG0000416	Syac.g_00315	Syas.g_02351
OG0000417	Syac.g_00314	Syas.g_02338
OG0000418	Syac.g_00309	Syas.g_02333
OG0000419	Syac.g_00307	Syas.g_02331
OG0000420	Syac.g_00305	Syas.g_02329
OG0000421	Syac.g_00300	Syas.g_02324
OG0000422	Syac.g_00299	Syas.g_02323
OG0000423	Syac.g_00298	Syas.g_02322
OG0000424	Syac.g_00297	Syas.g_02321
OG0000425	Syac.g_00296	Syas.g_02320
OG0000426	Syac.g_00295	Syas.g_02319
OG0000427	Syac.g_00294	Syas.g_02318
OG0000428	Syac.g_02257	Syas.g_02315
OG0000429	Syac.g_02259	Syas.g_02312
OG0000430	Syac.g_02260	Syas.g_02311
OG0000431	Syac.g_02264	Syas.g_02296
OG0000432	Syac.g_02270	Syas.g_02288
OG0000433	Syac.g_02272	Syas.g_02286
OG0000434	Syac.g_02273	Syas.g_02285
OG0000435	Syac.g_02277	Syas.g_02282
OG0000436	Syac.g_02282	Syas.g_02273
OG0000437	Syac.g_02283	Syas.g_02272
OG0000438	Syac.g_02284	Syas.g_02271
OG0000439	Syac.g_02286	Syas.g_02269
OG0000440	Syac.g_02287	Syas.g_02268
OG0000441	Syac.g_02294	Syas.g_02265
OG0000442	Syac.g_02295	Syas.g_02259
OG0000443	Syac.g_02296	Syas.g_02241
OG0000444	Syac.g_02303	Syas.g_02234
OG0000445	Syac.g_02304	Syas.g_02233
OG0000446	Syac.g_02305	Syas.g_02231
OG0000447	Syac.g_02308	Syas.g_02229
OG0000448	Syac.g_02309	Syas.g_02228
OG0000449	Syac.g_02310	Syas.g_02226
OG0000450	Syac.g_02313	Syas.g_01834
OG0000451	Syac.g_02314	Syas.g_01835
OG0000452	Syac.g_02318	Syas.g_01844
OG0000453	Syac.g_02319	Syas.g_01845
OG0000454	Syac.g_02320	Syas.g_01846
OG0000455	Syac.g_02321	Syas.g_01847
OG0000456	Syac.g_02322	Syas.g_01848
OG0000457	Syac.g_02324	Syas.g_01850
OG0000458	Syac.g_02325	Syas.g_01851
OG0000459	Syac.g_02326	Syas.g_01852
OG0000460	Syac.g_01970	Syas.g_02554
OG0000461	Syac.g_02198	Syas.g_01686
OG0000462	Syac.g_02201	Syas.g_01688
OG0000463	Syac.g_02202	Syas.g_01689
OG0000464	Syac.g_02203	Syas.g_01690
OG0000465	Syac.g_02204	Syas.g_01692
OG0000466	Syac.g_02208	Syas.g_01697
OG0000467	Syac.g_02210	Syas.g_01698
OG0000468	Syac.g_02216	Syas.g_01703
OG0000469	Syac.g_02230	Syas.g_01725
OG0000470	Syac.g_02232	Syas.g_01727
OG0000471	Syac.g_02233	Syas.g_01728
OG0000472	Syac.g_02235	Syas.g_01729
OG0000473	Syac.g_02237	Syas.g_01731
OG0000474	Syac.g_02238	Syas.g_01732
OG0000475	Syac.g_02239	Syas.g_01733
OG0000476	Syac.g_02241	Syas.g_01735
OG0000477	Syac.g_02247	Syas.g_01740
OG0000478	Syac.g_02248	Syas.g_01741
OG0000479	Syac.g_02249	Syas.g_01749
OG0000480	Syac.g_00293	Syas.g_01756
OG0000481	Syac.g_00291	Syas.g_00161, Syas.g_00162
OG0000482	Syac.g_00290	Syas.g_01758
OG0000483	Syac.g_00286	Syas.g_01762
OG0000484	Syac.g_00285	Syas.g_01763
OG0000485	Syac.g_00284	Syas.g_01764
OG0000486	Syac.g_00283	Syas.g_01765
OG0000487	Syac.g_00276	Syas.g_01771
OG0000488	Syac.g_00272	Syas.g_01779
OG0000489	Syac.g_00260	Syas.g_01823
OG0000490	Syac.g_00249	Syas.g_01808
OG0000491	Syac.g_00248	Syas.g_01806
OG0000492	Syac.g_00246	Syas.g_01803
OG0000493	Syac.g_00245	Syas.g_01802
OG0000494	Syac.g_00244	Syas.g_01801
OG0000495	Syac.g_00243	Syas.g_01799
OG0000496	Syac.g_00242	Syas.g_01798
OG0000497	Syac.g_00241	Syas.g_01797
OG0000498	Syac.g_00240	Syas.g_01796
OG0000499	Syac.g_00239	Syas.g_01795
OG0000500	Syac.g_00238	Syas.g_01794
OG0000501	Syac.g_00235	Syas.g_01791
OG0000502	Syac.g_00223	Syas.g_02216
OG0000503	Syac.g_02020	Syas.g_01541
OG0000504	Syac.g_02018	Syas.g_01539
OG0000505	Syac.g_02017	Syas.g_01538
OG0000506	Syac.g_02015	Syas.g_01536
OG0000507	Syac.g_02009	Syas.g_01530
OG0000508	Syac.g_02005	Syas.g_01523
OG0000509	Syac.g_02003	Syas.g_01521
OG0000510	Syac.g_02002	Syas.g_01520
OG0000511	Syac.g_02001	Syas.g_01519
OG0000512	Syac.g_01999	Syas.g_01517
OG0000513	Syac.g_01984	Syas.g_01508
OG0000514	Syac.g_01977	Syas.g_01504
OG0000515	Syac.g_01976	Syas.g_01503
OG0000516	Syac.g_00697	Syas.g_01501
OG0000517	Syac.g_00691	Syas.g_01498
OG0000518	Syac.g_00707	Syas.g_00360, Syas.g_02746
OG0000519	Syac.g_00708	Syas.g_02747
OG0000520	Syac.g_00709	Syas.g_02748
OG0000521	Syac.g_01721	Syas.g_01281
OG0000522	Syac.g_01719	Syas.g_01279
OG0000523	Syac.g_01718	Syas.g_01278
OG0000524	Syac.g_01716	Syas.g_01354
OG0000525	Syac.g_01709	Syas.g_01342
OG0000526	Syac.g_01706	Syas.g_01340
OG0000527	Syac.g_01702	Syas.g_01335
OG0000528	Syac.g_01911	Syas.g_01256
OG0000529	Syac.g_01903	Syas.g_01252
OG0000530	Syac.g_01900	Syas.g_01249
OG0000531	Syac.g_01899	Syas.g_01248
OG0000532	Syac.g_01896	Syas.g_01245
OG0000533	Syac.g_01895	Syas.g_01243
OG0000534	Syac.g_01894	Syas.g_01242
OG0000535	Syac.g_01893	Syas.g_01241
OG0000536	Syac.g_01892	Syas.g_01240
OG0000537	Syac.g_01891	Syas.g_01238
OG0000538	Syac.g_01880	Syas.g_01228
OG0000539	Syac.g_01879	Syas.g_01227
OG0000540	Syac.g_01878	Syas.g_01226
OG0000541	Syac.g_01877	Syas.g_01225
OG0000542	Syac.g_01874	Syas.g_01221
OG0000543	Syac.g_01872	Syas.g_01219
OG0000544	Syac.g_01871	Syas.g_01218
OG0000545	Syac.g_01869	Syas.g_01216
OG0000546	Syac.g_01867	Syas.g_01214
OG0000547	Syac.g_01865	Syas.g_01212
OG0000548	Syac.g_01864	Syas.g_01211
OG0000549	Syac.g_01858	Syas.g_00005
OG0000550	Syac.g_01854	Syas.g_00010
OG0000551	Syac.g_01849	Syas.g_00015
OG0000552	Syac.g_01848	Syas.g_00016
OG0000553	Syac.g_01846	Syas.g_00019
OG0000554	Syac.g_01835	Syas.g_00063
OG0000555	Syac.g_01822	Syas.g_00775
OG0000556	Syac.g_01817	Syas.g_00781
OG0000557	Syac.g_01815	Syas.g_00783
OG0000558	Syac.g_01813	Syas.g_00785
OG0000559	Syac.g_01808	Syas.g_00789
OG0000560	Syac.g_01805	Syas.g_00792
OG0000561	Syac.g_01804	Syas.g_00793
OG0000562	Syac.g_01803	Syas.g_00794
OG0000563	Syac.g_01802	Syas.g_00795
OG0000564	Syac.g_01801	Syas.g_00796
OG0000565	Syac.g_01797	Syas.g_00800
OG0000566	Syac.g_01793	Syas.g_00804
OG0000567	Syac.g_01789	Syas.g_00808
OG0000568	Syac.g_01786	Syas.g_00810
OG0000569	Syac.g_01785	Syas.g_00811
OG0000570	Syac.g_01784	Syas.g_00812
OG0000571	Syac.g_01780	Syas.g_00815
OG0000572	Syac.g_01765	Syas.g_00839
OG0000573	Syac.g_01755	Syas.g_00952
OG0000574	Syac.g_01754	Syas.g_00951
OG0000575	Syac.g_01750	Syas.g_00848
OG0000576	Syac.g_01748	Syas.g_00850
OG0000577	Syac.g_01747	Syas.g_00851
OG0000578	Syac.g_01746	Syas.g_00852
OG0000579	Syac.g_01745	Syas.g_00853
OG0000580	Syac.g_01744	Syas.g_00854
OG0000581	Syac.g_01738	Syas.g_00861
OG0000582	Syac.g_00936	Syas.g_00873
OG0000583	Syac.g_00937	Syas.g_00872
OG0000584	Syac.g_00938	Syas.g_00871
OG0000585	Syac.g_00940	Syas.g_00868
OG0000586	Syac.g_00941	Syas.g_00867
OG0000587	Syac.g_00943	Syas.g_00865
OG0000588	Syac.g_00949	Syas.g_00960
OG0000589	Syac.g_00953	Syas.g_00121
OG0000590	Syac.g_00954	Syas.g_00120
OG0000591	Syac.g_00961	Syas.g_00106
OG0000592	Syac.g_00962	Syas.g_00105
OG0000593	Syac.g_00975	Syas.g_00750
OG0000594	Syac.g_00976	Syas.g_00749
OG0000595	Syac.g_00977	Syas.g_00748
OG0000596	Syac.g_00982	Syas.g_00743
OG0000597	Syac.g_00985	Syas.g_00740
OG0000598	Syac.g_00986	Syas.g_00739
OG0000599	Syac.g_00989	Syas.g_00732
OG0000600	Syac.g_00990	Syas.g_00731
OG0000601	Syac.g_00991	Syas.g_00730
OG0000602	Syac.g_00996	Syas.g_00725
OG0000603	Syac.g_00997	Syas.g_00724
OG0000604	Syac.g_01001	Syas.g_00721
OG0000605	Syac.g_01089	Syas.g_00719
OG0000606	Syac.g_01434	Syas.g_00716
OG0000607	Syac.g_01430	Syas.g_00713
OG0000608	Syac.g_01429	Syas.g_00712
OG0000609	Syac.g_01427	Syas.g_00710
OG0000610	Syac.g_01419	Syas.g_00702
OG0000611	Syac.g_01416	Syas.g_00699
OG0000612	Syac.g_01415	Syas.g_00698
OG0000613	Syac.g_00231	Syas.g_01825
OG0000614	Syac.g_00911	Syas.g_01044
OG0000615	Syac.g_01377	Syas.g_00650
OG0000616	Syac.g_02478	Syas.g_02011
