Orthogroup	Syac	Prae
OG0000120	Syac.g_00233	Prae.g_01389
OG0000121	Syac.g_01635	Prae.g_01461
OG0000122	Syac.g_01013	Prae.g_01499
OG0000123	Syac.g_02086	Prae.g_01766
OG0000124	Syac.g_00135	Prae.g_01831
OG0000125	Syac.g_02360	Prae.g_01867
OG0000126	Syac.g_02488	Prae.g_01906
OG0000128	Syac.g_00012	Prae.g_00011
OG0000129	Syac.g_02349	Prae.g_00046
OG0000130	Syac.g_00450	Prae.g_00069
OG0000131	Syac.g_00330	Prae.g_00148
OG0000132	Syac.g_00310	Prae.g_00167
OG0000133	Syac.g_01178	Prae.g_00323
OG0000134	Syac.g_01985	Prae.g_00356
OG0000135	Syac.g_02398	Prae.g_00382
OG0000136	Syac.g_00701	Prae.g_00415
OG0000137	Syac.g_01700	Prae.g_00449
OG0000138	Syac.g_01888	Prae.g_00469
OG0000139	Syac.g_01830	Prae.g_00512
OG0000140	Syac.g_01829	Prae.g_00513
OG0000141	Syac.g_00934	Prae.g_00581
OG0000142	Syac.g_00979	Prae.g_00609
OG0000143	Syac.g_00983	Prae.g_00613
OG0000144	Syac.g_01090	Prae.g_00626
OG0000145	Syac.g_01882	Prae.g_00766
OG0000146	Syac.g_01172	Prae.g_00771
OG0000147	Syac.g_01171	Prae.g_00772
OG0000148	Syac.g_01320	Prae.g_00822
OG0000149	Syac.g_00832	Prae.g_00852
OG0000150	Syac.g_00935	Prae.g_00860
OG0000151	Syac.g_01383	Prae.g_00918
OG0000152	Syac.g_01182	Prae.g_00964
OG0000153	Syac.g_01217	Prae.g_00983
OG0000154	Syac.g_01241	Prae.g_01014
OG0000155	Syac.g_00804	Prae.g_01183
OG0000156	Syac.g_00743	Prae.g_01317
OG0000157	Syac.g_00742	Prae.g_01318
OG0000158	Syac.g_00182	Prae.g_01426
OG0000160	Syac.g_01633	Prae.g_01460
OG0000161	Syac.g_01641	Prae.g_01466
OG0000162	Syac.g_01648	Prae.g_01472
OG0000163	Syac.g_00619	Prae.g_01506
OG0000164	Syac.g_00508	Prae.g_01647
OG0000165	Syac.g_00674	Prae.g_01654
OG0000166	Syac.g_02132	Prae.g_01722
OG0000167	Syac.g_00194	Prae.g_01789
OG0000168	Syac.g_00179	Prae.g_01799
OG0000169	Syac.g_00168	Prae.g_01809
OG0000170	Syac.g_00161	Prae.g_01811
OG0000171	Syac.g_00136	Prae.g_01830
OG0000172	Syac.g_00084	Prae.g_01838
OG0000173	Syac.g_00057	Prae.g_01853
OG0000174	Syac.g_02401	Prae.g_01881
OG0000175	Syac.g_02465	Prae.g_01891
OG0000176	Syac.g_00004	Prae.g_00004
OG0000177	Syac.g_00005	Prae.g_00005
OG0000178	Syac.g_00006	Prae.g_00006
OG0000179	Syac.g_00019	Prae.g_00016
OG0000180	Syac.g_00020	Prae.g_00017
OG0000181	Syac.g_00021	Prae.g_00018
OG0000182	Syac.g_00022	Prae.g_00019
OG0000183	Syac.g_00026	Prae.g_00023
OG0000184	Syac.g_02339	Prae.g_00048
OG0000185	Syac.g_02336	Prae.g_00051
OG0000186	Syac.g_00454	Prae.g_00064
OG0000187	Syac.g_00453	Prae.g_00065
OG0000188	Syac.g_00433	Prae.g_00082
OG0000189	Syac.g_00408	Prae.g_00096
OG0000190	Syac.g_00406	Prae.g_00097
OG0000191	Syac.g_00373	Prae.g_00117
OG0000192	Syac.g_00368	Prae.g_00121
OG0000193	Syac.g_00329	Prae.g_00149
OG0000194	Syac.g_00326	Prae.g_00152
OG0000195	Syac.g_00324	Prae.g_00154
OG0000196	Syac.g_00313	Prae.g_00164
OG0000197	Syac.g_00312	Prae.g_00165
OG0000198	Syac.g_00311	Prae.g_00166
OG0000199	Syac.g_00303	Prae.g_00173
OG0000200	Syac.g_02261	Prae.g_00187
OG0000202	Syac.g_02279	Prae.g_00196
OG0000203	Syac.g_02280	Prae.g_00197
OG0000204	Syac.g_02281	Prae.g_00198
OG0000205	Syac.g_02288	Prae.g_00205
OG0000206	Syac.g_02297	Prae.g_00210
OG0000207	Syac.g_02300	Prae.g_00212
OG0000208	Syac.g_02301	Prae.g_00213
OG0000209	Syac.g_02316	Prae.g_00222
OG0000210	Syac.g_02317	Prae.g_00223
OG0000212	Syac.g_01963	Prae.g_00243
OG0000213	Syac.g_02219	Prae.g_00260
OG0000214	Syac.g_02236	Prae.g_00270
OG0000215	Syac.g_00281	Prae.g_00293
OG0000216	Syac.g_00277	Prae.g_00295
OG0000217	Syac.g_00273	Prae.g_00298
OG0000218	Syac.g_00271	Prae.g_00300
OG0000219	Syac.g_00270	Prae.g_00301
OG0000220	Syac.g_00269	Prae.g_00302
OG0000221	Syac.g_00261	Prae.g_00303
OG0000222	Syac.g_00247	Prae.g_00311
OG0000223	Syac.g_00225	Prae.g_00324
OG0000224	Syac.g_00217	Prae.g_00326
OG0000225	Syac.g_02004	Prae.g_00345
OG0000226	Syac.g_02000	Prae.g_00349
OG0000227	Syac.g_01998	Prae.g_00351
OG0000228	Syac.g_01989	Prae.g_00354
OG0000229	Syac.g_00692	Prae.g_00410
OG0000230	Syac.g_00694	Prae.g_00412
OG0000231	Syac.g_00710	Prae.g_00423
OG0000232	Syac.g_01717	Prae.g_00432
OG0000233	Syac.g_01713	Prae.g_00437
OG0000234	Syac.g_01699	Prae.g_00450
OG0000235	Syac.g_01905	Prae.g_00453
OG0000236	Syac.g_01890	Prae.g_00467
OG0000237	Syac.g_01873	Prae.g_00480
OG0000238	Syac.g_01868	Prae.g_00486
OG0000239	Syac.g_01852	Prae.g_00499
OG0000240	Syac.g_01851	Prae.g_00500
OG0000241	Syac.g_00970	Prae.g_00504
OG0000242	Syac.g_01839	Prae.g_00506
OG0000243	Syac.g_01821	Prae.g_00518
OG0000244	Syac.g_01814	Prae.g_00521
OG0000245	Syac.g_01811	Prae.g_00523
OG0000246	Syac.g_01807	Prae.g_00527
OG0000247	Syac.g_01795	Prae.g_00537
OG0000248	Syac.g_01792	Prae.g_00539
OG0000249	Syac.g_01790	Prae.g_00541
OG0000250	Syac.g_01782	Prae.g_00546
OG0000251	Syac.g_01757	Prae.g_00565
OG0000252	Syac.g_01753	Prae.g_00568
OG0000253	Syac.g_01752	Prae.g_00569
OG0000254	Syac.g_00939	Prae.g_00585
OG0000255	Syac.g_00947	Prae.g_00591
OG0000256	Syac.g_00963	Prae.g_00601
OG0000257	Syac.g_00969	Prae.g_00604
OG0000258	Syac.g_00988	Prae.g_00617
OG0000259	Syac.g_01425	Prae.g_00634
OG0000260	Syac.g_01422	Prae.g_00637
OG0000261	Syac.g_01418	Prae.g_00639
OG0000262	Syac.g_01413	Prae.g_00643
OG0000263	Syac.g_01497	Prae.g_00655
OG0000264	Syac.g_00915	Prae.g_00665
OG0000265	Syac.g_00673	Prae.g_00711
OG0000266	Syac.g_01271	Prae.g_00721
OG0000267	Syac.g_01131	Prae.g_00732
OG0000268	Syac.g_01132	Prae.g_00733
OG0000269	Syac.g_01346	Prae.g_00801
OG0000270	Syac.g_01343	Prae.g_00804
OG0000271	Syac.g_01335	Prae.g_00812
OG0000272	Syac.g_01334	Prae.g_00813
OG0000273	Syac.g_00854	Prae.g_00836
OG0000274	Syac.g_00853	Prae.g_00837
OG0000275	Syac.g_00848	Prae.g_00839
OG0000276	Syac.g_00840	Prae.g_00844
OG0000277	Syac.g_00839	Prae.g_00845
OG0000278	Syac.g_00836	Prae.g_00848
OG0000279	Syac.g_00828	Prae.g_00855
OG0000280	Syac.g_00814	Prae.g_00856
OG0000281	Syac.g_02158	Prae.g_00861
OG0000282	Syac.g_01392	Prae.g_00910
OG0000283	Syac.g_01142	Prae.g_00941
OG0000284	Syac.g_01148	Prae.g_00946
OG0000285	Syac.g_01160	Prae.g_00951
OG0000286	Syac.g_01181	Prae.g_00963
OG0000287	Syac.g_01692	Prae.g_00980
OG0000288	Syac.g_01240	Prae.g_01013
OG0000289	Syac.g_01254	Prae.g_01024
OG0000290	Syac.g_00881	Prae.g_01037
OG0000291	Syac.g_00883	Prae.g_01039
OG0000292	Syac.g_02487	Prae.g_01090
OG0000293	Syac.g_00754	Prae.g_01154
OG0000294	Syac.g_00755	Prae.g_01155
OG0000295	Syac.g_00796	Prae.g_01175
OG0000296	Syac.g_00798	Prae.g_01177
OG0000297	Syac.g_01475	Prae.g_01185
OG0000298	Syac.g_01476	Prae.g_01186
OG0000299	Syac.g_01503	Prae.g_01203
OG0000300	Syac.g_01510	Prae.g_01206
OG0000301	Syac.g_01511	Prae.g_01207
OG0000302	Syac.g_01512	Prae.g_01209
OG0000303	Syac.g_01520	Prae.g_01216
OG0000304	Syac.g_01526	Prae.g_01220
OG0000305	Syac.g_00886	Prae.g_01360
OG0000306	Syac.g_00810	Prae.g_01363
OG0000307	Syac.g_01924	Prae.g_01377
OG0000308	Syac.g_01926	Prae.g_01378
OG0000309	Syac.g_01931	Prae.g_01382
OG0000310	Syac.g_01607	Prae.g_01444
OG0000311	Syac.g_01611	Prae.g_01446
OG0000312	Syac.g_01619	Prae.g_01449
OG0000313	Syac.g_01638	Prae.g_01463
OG0000314	Syac.g_01665	Prae.g_01486
OG0000315	Syac.g_01675	Prae.g_01496
OG0000316	Syac.g_00601	Prae.g_01516
OG0000317	Syac.g_00552	Prae.g_01621
OG0000318	Syac.g_00543	Prae.g_01624
OG0000319	Syac.g_00525	Prae.g_01637
OG0000320	Syac.g_00523	Prae.g_01639
OG0000321	Syac.g_00522	Prae.g_01640
OG0000322	Syac.g_00521	Prae.g_01641
OG0000323	Syac.g_00506	Prae.g_01650
OG0000324	Syac.g_00648	Prae.g_01676
OG0000325	Syac.g_02190	Prae.g_01687
OG0000326	Syac.g_02183	Prae.g_01693
OG0000327	Syac.g_02137	Prae.g_01717
OG0000328	Syac.g_02136	Prae.g_01718
OG0000329	Syac.g_02119	Prae.g_01735
OG0000330	Syac.g_02118	Prae.g_01736
OG0000331	Syac.g_02117	Prae.g_01737
OG0000332	Syac.g_02103	Prae.g_01751
OG0000333	Syac.g_02100	Prae.g_01753
OG0000334	Syac.g_02090	Prae.g_01761
OG0000335	Syac.g_02085	Prae.g_01767
OG0000336	Syac.g_02081	Prae.g_01771
OG0000337	Syac.g_00199	Prae.g_01787
OG0000338	Syac.g_00196	Prae.g_01788
OG0000339	Syac.g_00190	Prae.g_01792
OG0000340	Syac.g_00178	Prae.g_01800
OG0000341	Syac.g_00176	Prae.g_01802
OG0000342	Syac.g_00175	Prae.g_01803
OG0000343	Syac.g_00174	Prae.g_01804
OG0000344	Syac.g_00170	Prae.g_01807
OG0000345	Syac.g_00160	Prae.g_01812
OG0000346	Syac.g_00155	Prae.g_01816
OG0000347	Syac.g_00129	Prae.g_01832
OG0000348	Syac.g_00070, Syac.g_00074	Prae.g_01841
OG0000349	Syac.g_00050	Prae.g_01858
OG0000350	Syac.g_02176	Prae.g_01877
OG0000351	Syac.g_02468	Prae.g_01894
OG0000352	Syac.g_02469	Prae.g_01895
OG0000353	Syac.g_02493	Prae.g_01910
OG0000355	Syac.g_00001	Prae.g_00001
OG0000356	Syac.g_00002	Prae.g_00002
OG0000357	Syac.g_00003	Prae.g_00003
OG0000358	Syac.g_00007	Prae.g_00007
OG0000359	Syac.g_00009	Prae.g_00008
OG0000360	Syac.g_00010	Prae.g_00009
OG0000361	Syac.g_00011	Prae.g_00010
OG0000362	Syac.g_00013	Prae.g_00012
OG0000363	Syac.g_00015	Prae.g_00014
OG0000364	Syac.g_00016	Prae.g_00015
OG0000365	Syac.g_00023	Prae.g_00020
OG0000366	Syac.g_00024	Prae.g_00021
OG0000367	Syac.g_00025	Prae.g_00022
OG0000368	Syac.g_00027	Prae.g_00024
OG0000369	Syac.g_00028	Prae.g_00025
OG0000370	Syac.g_00029	Prae.g_00026
OG0000371	Syac.g_00036	Prae.g_00032
OG0000372	Syac.g_00041	Prae.g_00035
OG0000373	Syac.g_00042	Prae.g_00036
OG0000374	Syac.g_00043	Prae.g_00037
OG0000375	Syac.g_00046	Prae.g_00042
OG0000376	Syac.g_00048	Prae.g_00044
OG0000377	Syac.g_02346	Prae.g_00047
OG0000378	Syac.g_02338	Prae.g_00049
OG0000379	Syac.g_02335	Prae.g_00052
OG0000380	Syac.g_00452	Prae.g_00066
OG0000381	Syac.g_00449	Prae.g_00070
OG0000382	Syac.g_00434	Prae.g_00081
OG0000383	Syac.g_00432	Prae.g_00083
OG0000384	Syac.g_00431	Prae.g_00084
OG0000385	Syac.g_00430	Prae.g_00085
OG0000386	Syac.g_00429	Prae.g_00086
OG0000387	Syac.g_00404	Prae.g_00099
OG0000388	Syac.g_00401	Prae.g_00102
OG0000389	Syac.g_00397	Prae.g_00105
OG0000390	Syac.g_00379	Prae.g_00112
OG0000391	Syac.g_00374	Prae.g_00116
OG0000392	Syac.g_00369	Prae.g_00120
OG0000393	Syac.g_00366	Prae.g_00122
OG0000394	Syac.g_00365	Prae.g_00123
OG0000395	Syac.g_00364	Prae.g_00124
OG0000396	Syac.g_00361	Prae.g_00127
OG0000397	Syac.g_00359	Prae.g_00129
OG0000398	Syac.g_00354	Prae.g_00131
OG0000399	Syac.g_00353	Prae.g_00132
OG0000400	Syac.g_00352	Prae.g_00133
OG0000401	Syac.g_00351	Prae.g_00134
OG0000402	Syac.g_00348	Prae.g_00136
OG0000403	Syac.g_00347	Prae.g_00137
OG0000404	Syac.g_00345	Prae.g_00138
OG0000405	Syac.g_00332	Prae.g_00142
OG0000406	Syac.g_00328	Prae.g_00150
OG0000407	Syac.g_00327	Prae.g_00151
OG0000408	Syac.g_00325	Prae.g_00153
OG0000409	Syac.g_00323	Prae.g_00155
OG0000410	Syac.g_00322	Prae.g_00156
OG0000411	Syac.g_00321	Prae.g_00157
OG0000412	Syac.g_00320	Prae.g_00158
OG0000413	Syac.g_00318	Prae.g_00159
OG0000414	Syac.g_00317	Prae.g_00160
OG0000415	Syac.g_00316	Prae.g_00161
OG0000416	Syac.g_00315	Prae.g_00162
OG0000417	Syac.g_00314	Prae.g_00163
OG0000418	Syac.g_00309	Prae.g_00168
OG0000419	Syac.g_00307	Prae.g_00170
OG0000420	Syac.g_00305	Prae.g_00171
OG0000421	Syac.g_00300	Prae.g_00176
OG0000422	Syac.g_00299	Prae.g_00177
OG0000423	Syac.g_00298	Prae.g_00178
OG0000424	Syac.g_00297	Prae.g_00179
OG0000425	Syac.g_00296	Prae.g_00180
OG0000426	Syac.g_00295	Prae.g_00181
OG0000427	Syac.g_00294	Prae.g_00182
OG0000428	Syac.g_02257	Prae.g_00184
OG0000429	Syac.g_02259	Prae.g_00185
OG0000430	Syac.g_02260	Prae.g_00186
OG0000431	Syac.g_02264	Prae.g_00188
OG0000432	Syac.g_02270	Prae.g_00191
OG0000433	Syac.g_02272	Prae.g_00192
OG0000434	Syac.g_02273	Prae.g_00193
OG0000435	Syac.g_02277	Prae.g_00194
OG0000436	Syac.g_02282	Prae.g_00199
OG0000437	Syac.g_02283	Prae.g_00200
OG0000438	Syac.g_02284	Prae.g_00201
OG0000439	Syac.g_02286	Prae.g_00203
OG0000440	Syac.g_02287	Prae.g_00204
OG0000441	Syac.g_02294	Prae.g_00207
OG0000442	Syac.g_02295	Prae.g_00208
OG0000443	Syac.g_02296	Prae.g_00209
OG0000444	Syac.g_02303	Prae.g_00214
OG0000445	Syac.g_02304	Prae.g_00215
OG0000446	Syac.g_02305	Prae.g_00216
OG0000447	Syac.g_02308	Prae.g_00217
OG0000448	Syac.g_02309	Prae.g_00218
OG0000449	Syac.g_02310	Prae.g_00219
OG0000450	Syac.g_02313	Prae.g_00220
OG0000451	Syac.g_02314	Prae.g_00221
OG0000452	Syac.g_02318	Prae.g_00224
OG0000453	Syac.g_02319	Prae.g_00225
OG0000454	Syac.g_02320	Prae.g_00226
OG0000455	Syac.g_02321	Prae.g_00227
OG0000456	Syac.g_02322	Prae.g_00228
OG0000457	Syac.g_02324	Prae.g_00229
OG0000458	Syac.g_02325	Prae.g_00230
OG0000459	Syac.g_02326	Prae.g_00231
OG0000460	Syac.g_01970	Prae.g_00238
OG0000461	Syac.g_02198	Prae.g_00245
OG0000462	Syac.g_02201	Prae.g_00247
OG0000463	Syac.g_02202	Prae.g_00248
OG0000464	Syac.g_02203	Prae.g_00249
OG0000465	Syac.g_02204	Prae.g_00250
OG0000466	Syac.g_02208	Prae.g_00253
OG0000467	Syac.g_02210	Prae.g_00254
OG0000468	Syac.g_02216	Prae.g_00256
OG0000469	Syac.g_02230	Prae.g_00265
OG0000470	Syac.g_02232	Prae.g_00267
OG0000471	Syac.g_02233	Prae.g_00268
OG0000472	Syac.g_02235	Prae.g_00269
OG0000473	Syac.g_02237	Prae.g_00271
OG0000474	Syac.g_02238	Prae.g_00272
OG0000475	Syac.g_02239	Prae.g_00273
OG0000476	Syac.g_02241	Prae.g_00274
OG0000477	Syac.g_02247	Prae.g_00276
OG0000478	Syac.g_02248	Prae.g_00277
OG0000479	Syac.g_02249	Prae.g_00278
OG0000480	Syac.g_00293	Prae.g_00283
OG0000481	Syac.g_00291	Prae.g_00285
OG0000482	Syac.g_00290	Prae.g_00286
OG0000483	Syac.g_00286	Prae.g_00289
OG0000484	Syac.g_00285	Prae.g_00290
OG0000485	Syac.g_00284	Prae.g_00291
OG0000486	Syac.g_00283	Prae.g_00292
OG0000487	Syac.g_00276	Prae.g_00296
OG0000488	Syac.g_00272	Prae.g_00299
OG0000489	Syac.g_00260	Prae.g_00304
OG0000490	Syac.g_00249	Prae.g_00309
OG0000491	Syac.g_00248	Prae.g_00310
OG0000492	Syac.g_00246	Prae.g_00312
OG0000493	Syac.g_00245	Prae.g_00313
OG0000494	Syac.g_00244	Prae.g_00314
OG0000495	Syac.g_00243	Prae.g_00315
OG0000496	Syac.g_00242	Prae.g_00316
OG0000497	Syac.g_00241	Prae.g_00317
OG0000498	Syac.g_00240	Prae.g_00318
OG0000499	Syac.g_00239	Prae.g_00319
OG0000500	Syac.g_00238	Prae.g_00320
OG0000501	Syac.g_00235	Prae.g_00322
OG0000502	Syac.g_00223	Prae.g_00325
OG0000503	Syac.g_02020	Prae.g_00335
OG0000504	Syac.g_02018	Prae.g_00336
OG0000505	Syac.g_02017	Prae.g_00337
OG0000506	Syac.g_02015	Prae.g_00338
OG0000507	Syac.g_02009	Prae.g_00341
OG0000508	Syac.g_02005	Prae.g_00344
OG0000509	Syac.g_02003	Prae.g_00346
OG0000510	Syac.g_02002	Prae.g_00347
OG0000511	Syac.g_02001	Prae.g_00348
OG0000512	Syac.g_01999	Prae.g_00350
OG0000513	Syac.g_01984	Prae.g_00357
OG0000514	Syac.g_01977	Prae.g_00405
OG0000515	Syac.g_01976	Prae.g_00406
OG0000516	Syac.g_00697	Prae.g_00407
OG0000517	Syac.g_00691	Prae.g_00409
OG0000518	Syac.g_00707	Prae.g_00420
OG0000519	Syac.g_00708	Prae.g_00421
OG0000520	Syac.g_00709	Prae.g_00422
OG0000521	Syac.g_01721	Prae.g_00427
OG0000522	Syac.g_01719	Prae.g_00429
OG0000523	Syac.g_01718	Prae.g_00430
OG0000524	Syac.g_01716	Prae.g_00435
OG0000525	Syac.g_01709	Prae.g_00438
OG0000526	Syac.g_01706	Prae.g_00439
OG0000527	Syac.g_01702	Prae.g_00447
OG0000528	Syac.g_01911	Prae.g_00452
OG0000529	Syac.g_01903	Prae.g_00455
OG0000530	Syac.g_01900	Prae.g_00458
OG0000531	Syac.g_01899	Prae.g_00459
OG0000532	Syac.g_01896	Prae.g_00461
OG0000533	Syac.g_01895	Prae.g_00462
OG0000534	Syac.g_01894	Prae.g_00463
OG0000535	Syac.g_01893	Prae.g_00464
OG0000536	Syac.g_01892	Prae.g_00465
OG0000537	Syac.g_01891	Prae.g_00466
OG0000538	Syac.g_01880	Prae.g_00474
OG0000539	Syac.g_01879	Prae.g_00475
OG0000540	Syac.g_01878	Prae.g_00476
OG0000541	Syac.g_01877	Prae.g_00477
OG0000542	Syac.g_01874	Prae.g_00479
OG0000543	Syac.g_01872	Prae.g_00481
OG0000544	Syac.g_01871	Prae.g_00482
OG0000545	Syac.g_01869	Prae.g_00484
OG0000546	Syac.g_01867	Prae.g_00487
OG0000547	Syac.g_01865	Prae.g_00489
OG0000548	Syac.g_01864	Prae.g_00490
OG0000549	Syac.g_01858	Prae.g_00492
OG0000550	Syac.g_01854	Prae.g_00497
OG0000551	Syac.g_01849	Prae.g_00501
OG0000552	Syac.g_01848	Prae.g_00502
OG0000553	Syac.g_01846	Prae.g_00503
OG0000554	Syac.g_01835	Prae.g_00509
OG0000555	Syac.g_01822	Prae.g_00517
OG0000556	Syac.g_01817	Prae.g_00519
OG0000557	Syac.g_01815	Prae.g_00520
OG0000558	Syac.g_01813	Prae.g_00522
OG0000559	Syac.g_01808	Prae.g_00526
OG0000560	Syac.g_01805	Prae.g_00529
OG0000561	Syac.g_01804	Prae.g_00530
OG0000562	Syac.g_01803	Prae.g_00531
OG0000563	Syac.g_01802	Prae.g_00532
OG0000564	Syac.g_01801	Prae.g_00533
OG0000565	Syac.g_01797	Prae.g_00536
OG0000566	Syac.g_01793	Prae.g_00538
OG0000567	Syac.g_01789	Prae.g_00542
OG0000568	Syac.g_01786	Prae.g_00543
OG0000569	Syac.g_01785	Prae.g_00544
OG0000570	Syac.g_01784	Prae.g_00545
OG0000571	Syac.g_01780	Prae.g_00547
OG0000572	Syac.g_01765	Prae.g_00560
OG0000573	Syac.g_01755	Prae.g_00566
OG0000574	Syac.g_01754	Prae.g_00567
OG0000575	Syac.g_01750	Prae.g_00571
OG0000576	Syac.g_01748	Prae.g_00573
OG0000577	Syac.g_01747	Prae.g_00574
OG0000578	Syac.g_01746	Prae.g_00575
OG0000579	Syac.g_01745	Prae.g_00576
OG0000580	Syac.g_01744	Prae.g_00577
OG0000581	Syac.g_01738	Prae.g_00579
OG0000582	Syac.g_00936	Prae.g_00582
OG0000583	Syac.g_00937	Prae.g_00583
OG0000584	Syac.g_00938	Prae.g_00584
OG0000585	Syac.g_00940	Prae.g_00586
OG0000586	Syac.g_00941	Prae.g_00587
OG0000587	Syac.g_00943	Prae.g_00588
OG0000588	Syac.g_00949	Prae.g_00592
OG0000589	Syac.g_00953	Prae.g_00595
OG0000590	Syac.g_00954	Prae.g_00596
OG0000591	Syac.g_00961	Prae.g_00599
OG0000592	Syac.g_00962	Prae.g_00600
OG0000593	Syac.g_00975	Prae.g_00606
OG0000594	Syac.g_00976	Prae.g_00607
OG0000595	Syac.g_00977	Prae.g_00608
OG0000596	Syac.g_00982	Prae.g_00612
OG0000597	Syac.g_00985	Prae.g_00614
OG0000598	Syac.g_00986	Prae.g_00615
OG0000599	Syac.g_00989	Prae.g_00618
