Orthogroup	Syac	Pral
OG0000273	Syac.g_00854	Pral.g_01518
OG0000274	Syac.g_00853	Pral.g_01519
OG0000275	Syac.g_00848	Pral.g_01522
OG0000276	Syac.g_00840	Pral.g_01527
OG0000277	Syac.g_00839	Pral.g_01528
OG0000278	Syac.g_00836	Pral.g_01531
OG0000279	Syac.g_00828	Pral.g_01538
OG0000280	Syac.g_00814	Pral.g_01539
OG0000281	Syac.g_02158	Pral.g_01546
OG0000282	Syac.g_01392	Pral.g_01797
OG0000283	Syac.g_01142	Pral.g_01655
OG0000284	Syac.g_01148	Pral.g_01650
OG0000285	Syac.g_01160	Pral.g_01644
OG0000286	Syac.g_01181	Pral.g_01628
OG0000287	Syac.g_01692, Syac.g_01209	Pral.g_00050
OG0000288	Syac.g_01240	Pral.g_01594
OG0000289	Syac.g_01254	Pral.g_01609
OG0000290	Syac.g_00881	Pral.g_01564
OG0000291	Syac.g_00883	Pral.g_01562
OG0000292	Syac.g_02487	Pral.g_01316
OG0000293	Syac.g_00754	Pral.g_01357
OG0000294	Syac.g_00755	Pral.g_01358
OG0000295	Syac.g_00796	Pral.g_01382
OG0000296	Syac.g_00798	Pral.g_01384
OG0000297	Syac.g_01475	Pral.g_01394
OG0000298	Syac.g_01476	Pral.g_01395
OG0000299	Syac.g_01503	Pral.g_01415
OG0000300	Syac.g_01510	Pral.g_01419
OG0000301	Syac.g_01511	Pral.g_01420
OG0000302	Syac.g_01512	Pral.g_01422
OG0000303	Syac.g_01520	Pral.g_01428
OG0000304	Syac.g_01526	Pral.g_00455
OG0000305	Syac.g_00886	Pral.g_01323
OG0000306	Syac.g_00810	Pral.g_01550
OG0000307	Syac.g_01924	Pral.g_01213
OG0000308	Syac.g_01926	Pral.g_01212
OG0000309	Syac.g_01931	Pral.g_01208
OG0000310	Syac.g_01607	Pral.g_01181
OG0000311	Syac.g_01611	Pral.g_01179
OG0000312	Syac.g_01619	Pral.g_01176
OG0000313	Syac.g_01638	Pral.g_01157
OG0000314	Syac.g_01665	Pral.g_01133
OG0000315	Syac.g_01675	Pral.g_01123
OG0000316	Syac.g_00601	Pral.g_01095
OG0000317	Syac.g_00552	Pral.g_00104
OG0000318	Syac.g_00543	Pral.g_00108
OG0000319	Syac.g_00525	Pral.g_00121
OG0000320	Syac.g_00523	Pral.g_00123
OG0000321	Syac.g_00522	Pral.g_00124
OG0000322	Syac.g_00521	Pral.g_00125
OG0000323	Syac.g_00506	Pral.g_00134
OG0000324	Syac.g_00648	Pral.g_00162
OG0000325	Syac.g_02190	Pral.g_00172
OG0000326	Syac.g_02183	Pral.g_00179
OG0000327	Syac.g_02137	Pral.g_00201
OG0000328	Syac.g_02136	Pral.g_00202
OG0000329	Syac.g_02119	Pral.g_00219
OG0000330	Syac.g_02118	Pral.g_00220
OG0000331	Syac.g_02117	Pral.g_00221
OG0000332	Syac.g_02103	Pral.g_00235
OG0000333	Syac.g_02100	Pral.g_00237
OG0000334	Syac.g_02090	Pral.g_00246
OG0000335	Syac.g_02085	Pral.g_00251
OG0000336	Syac.g_02081	Pral.g_00255
OG0000337	Syac.g_00199	Pral.g_00274
OG0000338	Syac.g_00196	Pral.g_00275
OG0000339	Syac.g_00190	Pral.g_00280
OG0000340	Syac.g_00178	Pral.g_00289
OG0000341	Syac.g_00176	Pral.g_00291
OG0000342	Syac.g_00175	Pral.g_00292
OG0000343	Syac.g_00174	Pral.g_00293
OG0000344	Syac.g_00170	Pral.g_00296
OG0000345	Syac.g_00160	Pral.g_00302
OG0000346	Syac.g_00155	Pral.g_00306
OG0000347	Syac.g_00129	Pral.g_00323
OG0000348	Syac.g_00070, Syac.g_00074	Pral.g_00331
OG0000349	Syac.g_00050	Pral.g_00349
OG0000350	Syac.g_02176	Pral.g_00370
OG0000351	Syac.g_02468	Pral.g_00390
OG0000352	Syac.g_02469	Pral.g_00391
OG0000353	Syac.g_02493	Pral.g_00409
OG0000355	Syac.g_00001	Pral.g_00411
OG0000356	Syac.g_00002	Pral.g_00412
OG0000357	Syac.g_00003	Pral.g_00413
OG0000358	Syac.g_00007	Pral.g_00417
OG0000359	Syac.g_00009	Pral.g_00418
OG0000360	Syac.g_00010	Pral.g_00419
OG0000361	Syac.g_00011	Pral.g_00420
OG0000362	Syac.g_00013	Pral.g_00422
OG0000363	Syac.g_00015	Pral.g_01030
OG0000364	Syac.g_00016	Pral.g_01029
OG0000365	Syac.g_00023	Pral.g_01024
OG0000366	Syac.g_00024	Pral.g_01023
OG0000367	Syac.g_00025	Pral.g_01022
OG0000368	Syac.g_00027	Pral.g_01020
OG0000369	Syac.g_00028	Pral.g_01019
OG0000370	Syac.g_00029	Pral.g_01018
OG0000371	Syac.g_00036	Pral.g_01011
OG0000372	Syac.g_00041	Pral.g_01009
OG0000373	Syac.g_00042	Pral.g_01008
OG0000374	Syac.g_00043	Pral.g_01007
OG0000375	Syac.g_00046	Pral.g_01005
OG0000376	Syac.g_00048	Pral.g_01003
OG0000377	Syac.g_02346	Pral.g_00999
OG0000378	Syac.g_02338	Pral.g_00995
OG0000379	Syac.g_02335	Pral.g_00992
OG0000380	Syac.g_00452	Pral.g_00982
OG0000381	Syac.g_00449	Pral.g_00977
OG0000382	Syac.g_00434	Pral.g_00966
OG0000383	Syac.g_00432	Pral.g_00964
OG0000384	Syac.g_00431	Pral.g_00963
OG0000385	Syac.g_00430	Pral.g_00962
OG0000386	Syac.g_00429	Pral.g_00961
OG0000387	Syac.g_00404	Pral.g_00948
OG0000388	Syac.g_00401	Pral.g_00944
OG0000389	Syac.g_00397	Pral.g_00941
OG0000390	Syac.g_00379	Pral.g_00932
OG0000391	Syac.g_00374	Pral.g_00929
OG0000392	Syac.g_00369	Pral.g_00925
OG0000393	Syac.g_00366	Pral.g_00922
OG0000394	Syac.g_00365	Pral.g_00921
OG0000395	Syac.g_00364	Pral.g_00920
OG0000396	Syac.g_00361	Pral.g_00918
OG0000397	Syac.g_00359	Pral.g_00916
OG0000398	Syac.g_00354	Pral.g_00913
OG0000399	Syac.g_00353	Pral.g_00912
OG0000400	Syac.g_00352	Pral.g_00911
OG0000401	Syac.g_00351	Pral.g_00910
OG0000402	Syac.g_00348	Pral.g_00450
OG0000403	Syac.g_00347	Pral.g_00908
OG0000404	Syac.g_00345	Pral.g_00907
OG0000405	Syac.g_00332	Pral.g_00903
OG0000406	Syac.g_00328	Pral.g_00898
OG0000407	Syac.g_00327	Pral.g_00897
OG0000408	Syac.g_00325	Pral.g_00895
OG0000409	Syac.g_00323	Pral.g_00893
OG0000410	Syac.g_00322	Pral.g_00892
OG0000411	Syac.g_00321	Pral.g_00891
OG0000412	Syac.g_00320	Pral.g_00890
OG0000413	Syac.g_00318	Pral.g_00888
OG0000414	Syac.g_00317	Pral.g_00887
OG0000415	Syac.g_00316	Pral.g_00886
OG0000416	Syac.g_00315	Pral.g_00885
OG0000417	Syac.g_00314	Pral.g_00884
OG0000418	Syac.g_00309	Pral.g_00879
OG0000419	Syac.g_00307	Pral.g_00877
OG0000420	Syac.g_00305	Pral.g_00875
OG0000421	Syac.g_00300	Pral.g_00871
OG0000422	Syac.g_00299	Pral.g_00870
OG0000423	Syac.g_00298	Pral.g_00869
OG0000424	Syac.g_00297	Pral.g_00868
OG0000425	Syac.g_00296	Pral.g_00867
OG0000426	Syac.g_00295	Pral.g_00866
OG0000427	Syac.g_00294	Pral.g_00865
OG0000428	Syac.g_02257	Pral.g_00863
OG0000429	Syac.g_02259	Pral.g_00862
OG0000430	Syac.g_02260	Pral.g_00861
OG0000431	Syac.g_02264	Pral.g_00859
OG0000432	Syac.g_02270	Pral.g_00855
OG0000433	Syac.g_02272	Pral.g_00854
OG0000434	Syac.g_02273	Pral.g_00853
OG0000435	Syac.g_02277	Pral.g_00852
OG0000436	Syac.g_02282	Pral.g_00847
OG0000437	Syac.g_02283	Pral.g_00846
OG0000438	Syac.g_02284	Pral.g_00845
OG0000439	Syac.g_02286	Pral.g_00844
OG0000440	Syac.g_02287	Pral.g_00843
OG0000441	Syac.g_02294	Pral.g_00840
OG0000442	Syac.g_02295	Pral.g_00839
OG0000443	Syac.g_02296	Pral.g_00838
OG0000444	Syac.g_02303	Pral.g_00833
OG0000445	Syac.g_02304	Pral.g_00832
OG0000446	Syac.g_02305	Pral.g_00831
OG0000447	Syac.g_02308	Pral.g_00830
OG0000448	Syac.g_02309	Pral.g_00829
OG0000449	Syac.g_02310	Pral.g_00828
OG0000450	Syac.g_02313	Pral.g_00827
OG0000451	Syac.g_02314	Pral.g_00826
OG0000452	Syac.g_02318	Pral.g_00823
OG0000453	Syac.g_02319	Pral.g_00822
OG0000454	Syac.g_02320	Pral.g_00821
OG0000455	Syac.g_02321	Pral.g_00820
OG0000456	Syac.g_02322	Pral.g_00819
OG0000457	Syac.g_02324	Pral.g_00817
OG0000458	Syac.g_02325	Pral.g_00816
OG0000459	Syac.g_02326	Pral.g_00815
OG0000460	Syac.g_01970	Pral.g_00805
OG0000461	Syac.g_02198	Pral.g_00796
OG0000462	Syac.g_02201	Pral.g_00795
OG0000463	Syac.g_02202	Pral.g_00794
OG0000464	Syac.g_02203	Pral.g_00793
OG0000465	Syac.g_02204	Pral.g_00792
OG0000466	Syac.g_02208	Pral.g_00789
OG0000467	Syac.g_02210	Pral.g_00788
OG0000468	Syac.g_02216	Pral.g_00785
OG0000469	Syac.g_02230	Pral.g_00777
OG0000470	Syac.g_02232	Pral.g_00775
OG0000471	Syac.g_02233	Pral.g_00774
OG0000472	Syac.g_02235	Pral.g_00773
OG0000473	Syac.g_02237	Pral.g_00771
OG0000474	Syac.g_02238	Pral.g_00770
OG0000475	Syac.g_02239	Pral.g_00769
OG0000476	Syac.g_02241	Pral.g_00767
OG0000477	Syac.g_02247	Pral.g_00764
OG0000478	Syac.g_02248	Pral.g_00763
OG0000479	Syac.g_02249	Pral.g_00762
OG0000480	Syac.g_00293	Pral.g_00756
OG0000481	Syac.g_00291	Pral.g_00754
OG0000482	Syac.g_00290	Pral.g_00753
OG0000483	Syac.g_00286	Pral.g_00750
OG0000484	Syac.g_00285	Pral.g_00749
OG0000485	Syac.g_00284	Pral.g_00748
OG0000486	Syac.g_00283	Pral.g_00747
OG0000487	Syac.g_00276	Pral.g_00743
OG0000488	Syac.g_00272	Pral.g_00740
OG0000489	Syac.g_00260	Pral.g_00735
OG0000490	Syac.g_00249	Pral.g_00731
OG0000491	Syac.g_00248	Pral.g_00730
OG0000492	Syac.g_00246	Pral.g_00728
OG0000493	Syac.g_00245	Pral.g_00727
OG0000494	Syac.g_00244	Pral.g_00726
OG0000495	Syac.g_00243	Pral.g_00725
OG0000496	Syac.g_00242	Pral.g_00724
OG0000497	Syac.g_00241	Pral.g_00723
OG0000498	Syac.g_00240	Pral.g_00722
OG0000499	Syac.g_00239	Pral.g_00721
OG0000500	Syac.g_00238	Pral.g_00720
OG0000501	Syac.g_00235	Pral.g_00718
OG0000502	Syac.g_00223	Pral.g_00715
OG0000503	Syac.g_02020	Pral.g_00698
OG0000504	Syac.g_02018	Pral.g_00696
OG0000505	Syac.g_02017	Pral.g_00695
OG0000506	Syac.g_02015	Pral.g_00694
OG0000507	Syac.g_02009	Pral.g_00691
OG0000508	Syac.g_02005	Pral.g_00687
OG0000509	Syac.g_02003	Pral.g_00685
OG0000510	Syac.g_02002	Pral.g_00684
OG0000511	Syac.g_02001	Pral.g_00683
OG0000512	Syac.g_01999	Pral.g_00681
OG0000513	Syac.g_01984	Pral.g_00673
OG0000514	Syac.g_01977	Pral.g_00663
OG0000515	Syac.g_01976	Pral.g_00662
OG0000516	Syac.g_00697	Pral.g_00661
OG0000517	Syac.g_00691	Pral.g_00659
OG0000518	Syac.g_00707	Pral.g_00647
OG0000519	Syac.g_00708	Pral.g_00646
OG0000520	Syac.g_00709	Pral.g_00645
OG0000521	Syac.g_01721	Pral.g_00635
OG0000522	Syac.g_01719	Pral.g_00633
OG0000523	Syac.g_01718	Pral.g_00632
OG0000524	Syac.g_01716	Pral.g_00627
OG0000525	Syac.g_01709	Pral.g_00623
OG0000526	Syac.g_01706	Pral.g_00622
OG0000527	Syac.g_01702	Pral.g_00619
OG0000528	Syac.g_01911	Pral.g_00613
OG0000529	Syac.g_01903	Pral.g_00610
OG0000530	Syac.g_01900	Pral.g_00607
OG0000531	Syac.g_01899	Pral.g_00606
OG0000532	Syac.g_01896	Pral.g_00603
OG0000533	Syac.g_01895	Pral.g_00602
OG0000534	Syac.g_01894	Pral.g_00601
OG0000535	Syac.g_01893	Pral.g_00600
OG0000536	Syac.g_01892	Pral.g_00599
OG0000537	Syac.g_01891	Pral.g_00598
OG0000538	Syac.g_01880	Pral.g_00590
OG0000539	Syac.g_01879	Pral.g_00589
OG0000540	Syac.g_01878	Pral.g_00588
OG0000541	Syac.g_01877	Pral.g_00587
OG0000542	Syac.g_01874	Pral.g_00585
OG0000543	Syac.g_01872	Pral.g_00583
OG0000544	Syac.g_01871	Pral.g_00582
OG0000545	Syac.g_01869	Pral.g_00580
OG0000546	Syac.g_01867	Pral.g_00577
OG0000547	Syac.g_01865	Pral.g_00575
OG0000548	Syac.g_01864	Pral.g_00574
OG0000549	Syac.g_01858	Pral.g_00571
OG0000550	Syac.g_01854	Pral.g_00566
OG0000551	Syac.g_01849	Pral.g_00563
OG0000552	Syac.g_01848	Pral.g_00562
OG0000553	Syac.g_01846	Pral.g_00561
OG0000554	Syac.g_01835	Pral.g_00556
OG0000555	Syac.g_01822	Pral.g_00548
OG0000556	Syac.g_01817	Pral.g_00546
OG0000557	Syac.g_01815	Pral.g_00545
OG0000558	Syac.g_01813	Pral.g_00543
OG0000559	Syac.g_01808	Pral.g_00539
OG0000560	Syac.g_01805	Pral.g_00536
OG0000561	Syac.g_01804	Pral.g_00535
OG0000562	Syac.g_01803	Pral.g_00534
OG0000563	Syac.g_01802	Pral.g_00533
OG0000564	Syac.g_01801	Pral.g_00532
OG0000565	Syac.g_01797	Pral.g_00529
OG0000566	Syac.g_01793	Pral.g_00525
OG0000567	Syac.g_01789	Pral.g_00521
OG0000568	Syac.g_01786	Pral.g_00520
OG0000569	Syac.g_01785	Pral.g_00519
OG0000570	Syac.g_01784	Pral.g_00518
OG0000571	Syac.g_01780	Pral.g_00515
OG0000572	Syac.g_01765	Pral.g_00503
OG0000573	Syac.g_01755	Pral.g_00497
OG0000574	Syac.g_01754	Pral.g_00496
OG0000575	Syac.g_01750	Pral.g_00492
OG0000576	Syac.g_01748	Pral.g_00490
OG0000577	Syac.g_01747	Pral.g_00489
OG0000578	Syac.g_01746	Pral.g_00488
OG0000579	Syac.g_01745	Pral.g_00487
OG0000580	Syac.g_01744	Pral.g_00486
OG0000581	Syac.g_01738	Pral.g_00483
OG0000582	Syac.g_00936	Pral.g_00480
OG0000583	Syac.g_00937	Pral.g_00479
OG0000584	Syac.g_00938	Pral.g_00478
OG0000585	Syac.g_00940	Pral.g_00476
OG0000586	Syac.g_00941	Pral.g_00475
OG0000587	Syac.g_00943	Pral.g_00474
OG0000588	Syac.g_00949	Pral.g_00469
OG0000589	Syac.g_00953	Pral.g_00466
OG0000590	Syac.g_00954	Pral.g_00465
OG0000591	Syac.g_00961	Pral.g_00462
OG0000592	Syac.g_00962	Pral.g_00461
OG0000593	Syac.g_00975	Pral.g_01433
