Orthogroup	Syac	Pran
OG0000157	Syac.g_00742	Pran.g_00886
OG0000158	Syac.g_00182	Pran.g_00822
OG0000160	Syac.g_01633	Pran.g_00732
OG0000161	Syac.g_01641	Pran.g_00726
OG0000162	Syac.g_01648	Pran.g_00720
OG0000163	Syac.g_00619	Pran.g_00686
OG0000164	Syac.g_00508	Pran.g_00994
OG0000165	Syac.g_00674	Pran.g_01001
OG0000166	Syac.g_02132	Pran.g_01069, Pran.g_01068
OG0000167	Syac.g_00194	Pran.g_01135
OG0000168	Syac.g_00179	Pran.g_01144
OG0000169	Syac.g_00168	Pran.g_01154
OG0000170	Syac.g_00161	Pran.g_01156
OG0000171	Syac.g_00136	Pran.g_01175
OG0000172	Syac.g_00084	Pran.g_01184
OG0000173	Syac.g_00057	Pran.g_01199
OG0000174	Syac.g_02401	Pran.g_01226
OG0000175	Syac.g_02465	Pran.g_01236
OG0000176	Syac.g_00004	Pran.g_01261
OG0000177	Syac.g_00005	Pran.g_01262
OG0000178	Syac.g_00006	Pran.g_01263
OG0000179	Syac.g_00019	Pran.g_00408
OG0000180	Syac.g_00020	Pran.g_00407
OG0000181	Syac.g_00021	Pran.g_00406
OG0000182	Syac.g_00022	Pran.g_00405
OG0000183	Syac.g_00026	Pran.g_00401
OG0000184	Syac.g_02339	Pran.g_00379
OG0000185	Syac.g_02336	Pran.g_00376
OG0000186	Syac.g_00454	Pran.g_00368
OG0000187	Syac.g_00453	Pran.g_00367
OG0000188	Syac.g_00433	Pran.g_00350
OG0000189	Syac.g_00408	Pran.g_00337
OG0000190	Syac.g_00406	Pran.g_00336
OG0000191	Syac.g_00373	Pran.g_00316
OG0000192	Syac.g_00368	Pran.g_00312
OG0000193	Syac.g_00329	Pran.g_00287
OG0000194	Syac.g_00326	Pran.g_00283
OG0000195	Syac.g_00324	Pran.g_00281
OG0000196	Syac.g_00313	Pran.g_00271
OG0000197	Syac.g_00312	Pran.g_00270
OG0000198	Syac.g_00311	Pran.g_00269
OG0000199	Syac.g_00303	Pran.g_00262
OG0000200	Syac.g_02261	Pran.g_00248
OG0000202	Syac.g_02279	Pran.g_00239
OG0000203	Syac.g_02280	Pran.g_00238
OG0000204	Syac.g_02281	Pran.g_00237
OG0000205	Syac.g_02288	Pran.g_00230
OG0000206	Syac.g_02297	Pran.g_00225
OG0000207	Syac.g_02300	Pran.g_00223
OG0000208	Syac.g_02301	Pran.g_00222
OG0000209	Syac.g_02316	Pran.g_00213
OG0000210	Syac.g_02317	Pran.g_00212
OG0000212	Syac.g_01963	Pran.g_00193
OG0000213	Syac.g_02219	Pran.g_01935
OG0000214	Syac.g_02236	Pran.g_01926
OG0000215	Syac.g_00281	Pran.g_01902
OG0000216	Syac.g_00277	Pran.g_01900
OG0000217	Syac.g_00273	Pran.g_01897
OG0000218	Syac.g_00271	Pran.g_01895
OG0000219	Syac.g_00270	Pran.g_01894
OG0000220	Syac.g_00269	Pran.g_01893
OG0000221	Syac.g_00261	Pran.g_01892
OG0000222	Syac.g_00247	Pran.g_01884
OG0000223	Syac.g_00225	Pran.g_01871
OG0000224	Syac.g_00217	Pran.g_01869
OG0000225	Syac.g_02004	Pran.g_01849
OG0000226	Syac.g_02000	Pran.g_01845
OG0000227	Syac.g_01998	Pran.g_01843
OG0000228	Syac.g_01989	Pran.g_01840
OG0000229	Syac.g_00692	Pran.g_01744
OG0000230	Syac.g_00694	Pran.g_01742
OG0000231	Syac.g_00710	Pran.g_01728
OG0000232	Syac.g_01717	Pran.g_01720
OG0000233	Syac.g_01713	Pran.g_01715
OG0000234	Syac.g_01699	Pran.g_01702
OG0000235	Syac.g_01905	Pran.g_01699
OG0000236	Syac.g_01890	Pran.g_01685
OG0000237	Syac.g_01873	Pran.g_01672
OG0000238	Syac.g_01868	Pran.g_01666
OG0000239	Syac.g_01852	Pran.g_01653
OG0000240	Syac.g_01851	Pran.g_01652
OG0000241	Syac.g_00970	Pran.g_01648
OG0000242	Syac.g_01839	Pran.g_01646
OG0000243	Syac.g_01821	Pran.g_01635
OG0000244	Syac.g_01814	Pran.g_01632
OG0000245	Syac.g_01811	Pran.g_01630
OG0000246	Syac.g_01807	Pran.g_01626
OG0000247	Syac.g_01795	Pran.g_01616
OG0000248	Syac.g_01792	Pran.g_01613
OG0000249	Syac.g_01790	Pran.g_01611
OG0000250	Syac.g_01782	Pran.g_01606
OG0000251	Syac.g_01757	Pran.g_01587
OG0000252	Syac.g_01753	Pran.g_01584
OG0000253	Syac.g_01752	Pran.g_01583
OG0000254	Syac.g_00939	Pran.g_01567
OG0000255	Syac.g_00947	Pran.g_01561
OG0000256	Syac.g_00963	Pran.g_01551
OG0000257	Syac.g_00969	Pran.g_01548
OG0000258	Syac.g_00988	Pran.g_01535
OG0000259	Syac.g_01425	Pran.g_01518
OG0000260	Syac.g_01422	Pran.g_01515
OG0000261	Syac.g_01418	Pran.g_01513
OG0000262	Syac.g_01413	Pran.g_01509
OG0000263	Syac.g_01497	Pran.g_01497
OG0000264	Syac.g_00915	Pran.g_01487
OG0000265	Syac.g_00673	Pran.g_01460
OG0000266	Syac.g_01271	Pran.g_01450
OG0000267	Syac.g_01131	Pran.g_01439
OG0000268	Syac.g_01132	Pran.g_01438
OG0000269	Syac.g_01346	Pran.g_01348
OG0000270	Syac.g_01343	Pran.g_01345
OG0000271	Syac.g_01335	Pran.g_01337
OG0000272	Syac.g_01334	Pran.g_01336
OG0000273	Syac.g_00854	Pran.g_01313
OG0000274	Syac.g_00853	Pran.g_01312
OG0000275	Syac.g_00848	Pran.g_01310
OG0000276	Syac.g_00840	Pran.g_01305
OG0000277	Syac.g_00839	Pran.g_01304
OG0000278	Syac.g_00836	Pran.g_01301
OG0000279	Syac.g_00828	Pran.g_01294
OG0000280	Syac.g_00814	Pran.g_01293
OG0000281	Syac.g_02158	Pran.g_01287
OG0000282	Syac.g_01392	Pran.g_00431
OG0000283	Syac.g_01142	Pran.g_00464
OG0000284	Syac.g_01148	Pran.g_00469
OG0000285	Syac.g_01160	Pran.g_00474
OG0000286	Syac.g_01181	Pran.g_00486
OG0000287	Syac.g_01692	Pran.g_00503
OG0000288	Syac.g_01240	Pran.g_00541
OG0000289	Syac.g_01254	Pran.g_00552
OG0000290	Syac.g_00881	Pran.g_00565
OG0000291	Syac.g_00883	Pran.g_00567
OG0000292	Syac.g_02487	Pran.g_00135
OG0000293	Syac.g_00754	Pran.g_00069
OG0000294	Syac.g_00755	Pran.g_00068
OG0000295	Syac.g_00796	Pran.g_00048
OG0000296	Syac.g_00798	Pran.g_00046
OG0000297	Syac.g_01475	Pran.g_00038
OG0000298	Syac.g_01476	Pran.g_00037
OG0000299	Syac.g_01503	Pran.g_00020
OG0000300	Syac.g_01510	Pran.g_00017
OG0000301	Syac.g_01511	Pran.g_00016
OG0000302	Syac.g_01512	Pran.g_00014
OG0000303	Syac.g_01520	Pran.g_00007
OG0000304	Syac.g_01526	Pran.g_00003
OG0000305	Syac.g_00886	Pran.g_00848
OG0000306	Syac.g_00810	Pran.g_00846
OG0000307	Syac.g_01924	Pran.g_00832
OG0000308	Syac.g_01926	Pran.g_00831
OG0000309	Syac.g_01931	Pran.g_00827
OG0000310	Syac.g_01607	Pran.g_00748
OG0000311	Syac.g_01611	Pran.g_00746
OG0000312	Syac.g_01619	Pran.g_00743
OG0000313	Syac.g_01638	Pran.g_00729
OG0000314	Syac.g_01665	Pran.g_00706
OG0000315	Syac.g_01675	Pran.g_00696
OG0000316	Syac.g_00601	Pran.g_00676
OG0000317	Syac.g_00552	Pran.g_00968
OG0000318	Syac.g_00543	Pran.g_00971
OG0000319	Syac.g_00525	Pran.g_00984
OG0000320	Syac.g_00523	Pran.g_00986
OG0000321	Syac.g_00522	Pran.g_00987
OG0000322	Syac.g_00521	Pran.g_00988
OG0000323	Syac.g_00506	Pran.g_00997
OG0000324	Syac.g_00648	Pran.g_01023
OG0000325	Syac.g_02190	Pran.g_01033
OG0000326	Syac.g_02183	Pran.g_01039
OG0000327	Syac.g_02137	Pran.g_01063
OG0000328	Syac.g_02136	Pran.g_01064
OG0000329	Syac.g_02119	Pran.g_01082
OG0000330	Syac.g_02118	Pran.g_01083
OG0000331	Syac.g_02117	Pran.g_01084
OG0000332	Syac.g_02103	Pran.g_01098
OG0000333	Syac.g_02100	Pran.g_01100
OG0000334	Syac.g_02090	Pran.g_01108
OG0000335	Syac.g_02085	Pran.g_01113
OG0000336	Syac.g_02081	Pran.g_01117
OG0000337	Syac.g_00199	Pran.g_01133
OG0000338	Syac.g_00196	Pran.g_01134
OG0000339	Syac.g_00190	Pran.g_01138
OG0000340	Syac.g_00178	Pran.g_01145
OG0000341	Syac.g_00176	Pran.g_01147
OG0000342	Syac.g_00175	Pran.g_01148
OG0000343	Syac.g_00174	Pran.g_01149
OG0000344	Syac.g_00170	Pran.g_01152
OG0000345	Syac.g_00160	Pran.g_01157
OG0000346	Syac.g_00155	Pran.g_01161
OG0000347	Syac.g_00129	Pran.g_01177
OG0000348	Syac.g_00070, Syac.g_00074	Pran.g_01187
OG0000349	Syac.g_00050	Pran.g_01203
OG0000350	Syac.g_02176	Pran.g_01222
OG0000351	Syac.g_02468	Pran.g_01239
OG0000352	Syac.g_02469	Pran.g_01240
OG0000353	Syac.g_02493	Pran.g_01256
OG0000355	Syac.g_00001	Pran.g_01258
OG0000356	Syac.g_00002	Pran.g_01259
OG0000357	Syac.g_00003	Pran.g_01260
OG0000358	Syac.g_00007	Pran.g_01264
OG0000359	Syac.g_00009	Pran.g_01265
OG0000360	Syac.g_00010	Pran.g_01266
OG0000361	Syac.g_00011	Pran.g_01267
OG0000362	Syac.g_00013	Pran.g_01269
OG0000363	Syac.g_00015	Pran.g_00410
OG0000364	Syac.g_00016	Pran.g_00409
OG0000365	Syac.g_00023	Pran.g_00404
OG0000366	Syac.g_00024	Pran.g_00403
OG0000367	Syac.g_00025	Pran.g_00402
OG0000368	Syac.g_00027	Pran.g_00400
OG0000369	Syac.g_00028	Pran.g_00399
OG0000370	Syac.g_00029	Pran.g_00398
OG0000371	Syac.g_00036	Pran.g_00392
OG0000372	Syac.g_00041	Pran.g_00389
OG0000373	Syac.g_00042	Pran.g_00388
OG0000374	Syac.g_00043	Pran.g_00387
OG0000375	Syac.g_00046	Pran.g_00385
OG0000376	Syac.g_00048	Pran.g_00383
OG0000377	Syac.g_02346	Pran.g_00380
OG0000378	Syac.g_02338	Pran.g_00378
OG0000379	Syac.g_02335	Pran.g_00375
OG0000380	Syac.g_00452	Pran.g_00366
OG0000381	Syac.g_00449	Pran.g_00362
OG0000382	Syac.g_00434	Pran.g_00351
OG0000383	Syac.g_00432	Pran.g_00349
OG0000384	Syac.g_00431	Pran.g_00348
OG0000385	Syac.g_00430	Pran.g_00347
OG0000386	Syac.g_00429	Pran.g_00346
OG0000387	Syac.g_00404	Pran.g_00334
OG0000388	Syac.g_00401	Pran.g_00331
OG0000389	Syac.g_00397	Pran.g_00327
OG0000390	Syac.g_00379	Pran.g_00320
OG0000391	Syac.g_00374	Pran.g_00317
OG0000392	Syac.g_00369	Pran.g_00313
OG0000393	Syac.g_00366	Pran.g_00311
OG0000394	Syac.g_00365	Pran.g_00310
OG0000395	Syac.g_00364	Pran.g_00309
OG0000396	Syac.g_00361	Pran.g_00307
OG0000397	Syac.g_00359	Pran.g_00305
OG0000398	Syac.g_00354	Pran.g_00303
OG0000399	Syac.g_00353	Pran.g_00302
OG0000400	Syac.g_00352	Pran.g_00301
OG0000401	Syac.g_00351	Pran.g_00300
OG0000402	Syac.g_00348	Pran.g_00298
OG0000403	Syac.g_00347	Pran.g_00297
OG0000404	Syac.g_00345	Pran.g_00296
OG0000405	Syac.g_00332	Pran.g_00292
OG0000406	Syac.g_00328	Pran.g_00286
OG0000407	Syac.g_00327	Pran.g_00285
OG0000408	Syac.g_00325	Pran.g_00282
OG0000409	Syac.g_00323	Pran.g_00280
OG0000410	Syac.g_00322	Pran.g_00279
OG0000411	Syac.g_00321	Pran.g_00278
OG0000412	Syac.g_00320	Pran.g_00277
OG0000413	Syac.g_00318	Pran.g_00276
OG0000414	Syac.g_00317	Pran.g_00275
OG0000415	Syac.g_00316	Pran.g_00274
OG0000416	Syac.g_00315	Pran.g_00273
OG0000417	Syac.g_00314	Pran.g_00272
OG0000418	Syac.g_00309	Pran.g_00267
OG0000419	Syac.g_00307	Pran.g_00265
OG0000420	Syac.g_00305	Pran.g_00264
OG0000421	Syac.g_00300	Pran.g_00259
OG0000422	Syac.g_00299	Pran.g_00258
OG0000423	Syac.g_00298	Pran.g_00257
OG0000424	Syac.g_00297	Pran.g_00256
OG0000425	Syac.g_00296	Pran.g_00255
OG0000426	Syac.g_00295	Pran.g_00254
OG0000427	Syac.g_00294	Pran.g_00253
OG0000428	Syac.g_02257	Pran.g_00251
OG0000429	Syac.g_02259	Pran.g_00250
OG0000430	Syac.g_02260	Pran.g_00249
OG0000431	Syac.g_02264	Pran.g_00247
OG0000432	Syac.g_02270	Pran.g_00244
OG0000433	Syac.g_02272	Pran.g_00243
OG0000434	Syac.g_02273	Pran.g_00242
OG0000435	Syac.g_02277	Pran.g_00241
OG0000436	Syac.g_02282	Pran.g_00236
OG0000437	Syac.g_02283	Pran.g_00235
OG0000438	Syac.g_02284	Pran.g_00234
OG0000439	Syac.g_02286	Pran.g_00232
OG0000440	Syac.g_02287	Pran.g_00231
OG0000441	Syac.g_02294	Pran.g_00228
OG0000442	Syac.g_02295	Pran.g_00227
OG0000443	Syac.g_02296	Pran.g_00226
OG0000444	Syac.g_02303	Pran.g_00221
OG0000445	Syac.g_02304	Pran.g_00220
OG0000446	Syac.g_02305	Pran.g_00219
OG0000447	Syac.g_02308	Pran.g_00218
OG0000448	Syac.g_02309	Pran.g_00217
OG0000449	Syac.g_02310	Pran.g_00216
OG0000450	Syac.g_02313	Pran.g_00215
OG0000451	Syac.g_02314	Pran.g_00214
OG0000452	Syac.g_02318	Pran.g_00211
OG0000453	Syac.g_02319	Pran.g_00210
OG0000454	Syac.g_02320	Pran.g_00209
OG0000455	Syac.g_02321	Pran.g_00208
OG0000456	Syac.g_02322	Pran.g_00207
OG0000457	Syac.g_02324	Pran.g_00206
OG0000458	Syac.g_02325	Pran.g_00205
OG0000459	Syac.g_02326	Pran.g_00204
OG0000460	Syac.g_01970	Pran.g_00197
OG0000461	Syac.g_02198	Pran.g_01950
OG0000462	Syac.g_02201	Pran.g_01948
OG0000463	Syac.g_02202	Pran.g_01947
OG0000464	Syac.g_02203	Pran.g_01946
OG0000465	Syac.g_02204	Pran.g_01945
OG0000466	Syac.g_02208	Pran.g_01942
OG0000467	Syac.g_02210	Pran.g_01941
OG0000468	Syac.g_02216	Pran.g_01939
OG0000469	Syac.g_02230	Pran.g_01931
OG0000470	Syac.g_02232	Pran.g_01929
OG0000471	Syac.g_02233	Pran.g_01928
OG0000472	Syac.g_02235	Pran.g_01927
OG0000473	Syac.g_02237	Pran.g_01925
OG0000474	Syac.g_02238	Pran.g_01924
OG0000475	Syac.g_02239	Pran.g_01923
OG0000476	Syac.g_02241	Pran.g_01922
OG0000477	Syac.g_02247	Pran.g_01919
OG0000478	Syac.g_02248	Pran.g_01918
OG0000479	Syac.g_02249	Pran.g_01917
OG0000480	Syac.g_00293	Pran.g_01912
OG0000481	Syac.g_00291	Pran.g_01910
OG0000482	Syac.g_00290	Pran.g_01909
OG0000483	Syac.g_00286	Pran.g_01906
OG0000484	Syac.g_00285	Pran.g_01905
OG0000485	Syac.g_00284	Pran.g_01904
OG0000486	Syac.g_00283	Pran.g_01903
OG0000487	Syac.g_00276	Pran.g_01899
OG0000488	Syac.g_00272	Pran.g_01896
OG0000489	Syac.g_00260	Pran.g_01891
OG0000490	Syac.g_00249	Pran.g_01886
OG0000491	Syac.g_00248	Pran.g_01885
OG0000492	Syac.g_00246	Pran.g_01883
OG0000493	Syac.g_00245	Pran.g_01882
OG0000494	Syac.g_00244	Pran.g_01881
OG0000495	Syac.g_00243	Pran.g_01880
OG0000496	Syac.g_00242	Pran.g_01879
OG0000497	Syac.g_00241	Pran.g_01878
OG0000498	Syac.g_00240	Pran.g_01877
OG0000499	Syac.g_00239	Pran.g_01876
OG0000500	Syac.g_00238	Pran.g_01875
OG0000501	Syac.g_00235	Pran.g_01873
OG0000502	Syac.g_00223	Pran.g_01870
OG0000503	Syac.g_02020	Pran.g_01860
OG0000504	Syac.g_02018	Pran.g_01859
OG0000505	Syac.g_02017	Pran.g_01858
OG0000506	Syac.g_02015	Pran.g_01857
OG0000507	Syac.g_02009	Pran.g_01854
OG0000508	Syac.g_02005	Pran.g_01850
OG0000509	Syac.g_02003	Pran.g_01848
OG0000510	Syac.g_02002	Pran.g_01847
OG0000511	Syac.g_02001	Pran.g_01846
OG0000512	Syac.g_01999	Pran.g_01844
OG0000513	Syac.g_01984	Pran.g_01837
OG0000514	Syac.g_01977	Pran.g_01749
OG0000515	Syac.g_01976	Pran.g_01748
OG0000516	Syac.g_00697	Pran.g_01747
OG0000517	Syac.g_00691	Pran.g_01745
OG0000518	Syac.g_00707	Pran.g_01734
OG0000519	Syac.g_00708	Pran.g_01733
OG0000520	Syac.g_00709	Pran.g_01729
OG0000521	Syac.g_01721	Pran.g_01724
OG0000522	Syac.g_01719	Pran.g_01723
OG0000523	Syac.g_01718	Pran.g_01722
OG0000524	Syac.g_01716	Pran.g_01717
OG0000525	Syac.g_01709	Pran.g_01714
OG0000526	Syac.g_01706	Pran.g_01713
OG0000527	Syac.g_01702	Pran.g_01705
OG0000528	Syac.g_01911	Pran.g_01700
OG0000529	Syac.g_01903	Pran.g_01697
OG0000530	Syac.g_01900	Pran.g_01694
OG0000531	Syac.g_01899	Pran.g_01693
OG0000532	Syac.g_01896	Pran.g_01691
OG0000533	Syac.g_01895	Pran.g_01690
OG0000534	Syac.g_01894	Pran.g_01689
OG0000535	Syac.g_01893	Pran.g_01688
OG0000536	Syac.g_01892	Pran.g_01687
OG0000537	Syac.g_01891	Pran.g_01686
OG0000538	Syac.g_01880	Pran.g_01678
OG0000539	Syac.g_01879	Pran.g_01677
OG0000540	Syac.g_01878	Pran.g_01676
OG0000541	Syac.g_01877	Pran.g_01675
OG0000542	Syac.g_01874	Pran.g_01673
OG0000543	Syac.g_01872	Pran.g_01671
OG0000544	Syac.g_01871	Pran.g_01670
OG0000545	Syac.g_01869	Pran.g_01668
OG0000546	Syac.g_01867	Pran.g_01665
OG0000547	Syac.g_01865	Pran.g_01663
OG0000548	Syac.g_01864	Pran.g_01662
OG0000549	Syac.g_01858	Pran.g_01660
OG0000550	Syac.g_01854	Pran.g_01655
OG0000551	Syac.g_01849	Pran.g_01651
OG0000552	Syac.g_01848	Pran.g_01650
OG0000553	Syac.g_01846	Pran.g_01649
OG0000554	Syac.g_01835	Pran.g_01644
OG0000555	Syac.g_01822	Pran.g_01636
OG0000556	Syac.g_01817	Pran.g_01634
OG0000557	Syac.g_01815	Pran.g_01633
OG0000558	Syac.g_01813	Pran.g_01631
OG0000559	Syac.g_01808	Pran.g_01627
OG0000560	Syac.g_01805	Pran.g_01624
OG0000561	Syac.g_01804	Pran.g_01623
OG0000562	Syac.g_01803	Pran.g_01622
OG0000563	Syac.g_01802	Pran.g_01621
OG0000564	Syac.g_01801	Pran.g_01620
OG0000565	Syac.g_01797	Pran.g_01617
OG0000566	Syac.g_01793	Pran.g_01614
OG0000567	Syac.g_01789	Pran.g_01610
OG0000568	Syac.g_01786	Pran.g_01609
OG0000569	Syac.g_01785	Pran.g_01608
OG0000570	Syac.g_01784	Pran.g_01607
OG0000571	Syac.g_01780	Pran.g_01605
OG0000572	Syac.g_01765	Pran.g_01592
OG0000573	Syac.g_01755	Pran.g_01586
OG0000574	Syac.g_01754	Pran.g_01585
OG0000575	Syac.g_01750	Pran.g_01581
OG0000576	Syac.g_01748	Pran.g_01579
OG0000577	Syac.g_01747	Pran.g_01578
OG0000578	Syac.g_01746	Pran.g_01577
OG0000579	Syac.g_01745	Pran.g_01576
OG0000580	Syac.g_01744	Pran.g_01575
OG0000581	Syac.g_01738	Pran.g_01573
OG0000582	Syac.g_00936	Pran.g_01570
OG0000583	Syac.g_00937	Pran.g_01569
OG0000584	Syac.g_00938	Pran.g_01568
OG0000585	Syac.g_00940	Pran.g_01566
OG0000586	Syac.g_00941	Pran.g_01565
OG0000587	Syac.g_00943	Pran.g_01564
OG0000588	Syac.g_00949	Pran.g_01560
OG0000589	Syac.g_00953	Pran.g_01557
OG0000590	Syac.g_00954	Pran.g_01556
OG0000591	Syac.g_00961	Pran.g_01553
OG0000592	Syac.g_00962	Pran.g_01552
OG0000593	Syac.g_00975	Pran.g_01546
OG0000594	Syac.g_00976	Pran.g_01545
OG0000595	Syac.g_00977	Pran.g_01544
OG0000596	Syac.g_00982	Pran.g_01540
OG0000597	Syac.g_00985	Pran.g_01538
OG0000598	Syac.g_00986	Pran.g_01537
