Orthogroup	Syac	Prbc
OG0000066	Syac.g_01827	Prbc.g_01618
OG0000067	Syac.g_01341	Prbc.g_01858
OG0000068	Syac.g_01916	Prbc.g_00657
OG0000069	Syac.g_01272	Prbc.g_02181, Prbc.g_00752
OG0000070	Syac.g_00711	Prbc.g_01511
OG0000071	Syac.g_00729	Prbc.g_00566
OG0000072	Syac.g_00302	Prbc.g_00400
OG0000073	Syac.g_01883	Prbc.g_01579
OG0000075	Syac.g_00191	Prbc.g_00236
OG0000076	Syac.g_00156	Prbc.g_00211
OG0000077	Syac.g_00439	Prbc.g_00495
OG0000079	Syac.g_02211	Prbc.g_01148
OG0000081	Syac.g_01954	Prbc.g_01610
OG0000082	Syac.g_01766	Prbc.g_00891
OG0000084	Syac.g_01627	Prbc.g_00705
OG0000085	Syac.g_00560	Prbc.g_00826
OG0000086	Syac.g_00423	Prbc.g_00485
OG0000087	Syac.g_00343	Prbc.g_00432
OG0000088	Syac.g_00308	Prbc.g_00405
OG0000089	Syac.g_01988, Syac.g_01543	Prbc.g_01268
OG0000090	Syac.g_01836	Prbc.g_01612
OG0000091	Syac.g_00987	Prbc.g_01719
OG0000097	Syac.g_01507	Prbc.g_01400
OG0000098	Syac.g_02157	Prbc.g_00585
OG0000099	Syac.g_00234	Prbc.g_01229
OG0000100	Syac.g_01309	Prbc.g_00785
OG0000101	Syac.g_02094	Prbc.g_00284
OG0000102	Syac.g_00151	Prbc.g_00206
OG0000103	Syac.g_02476	Prbc.g_01053
OG0000104	Syac.g_02490	Prbc.g_01065
OG0000105	Syac.g_02245	Prbc.g_01167
OG0000106	Syac.g_01098	Prbc.g_00134, Prbc.g_00641
OG0000107	Syac.g_02191	Prbc.g_00934
OG0000108	Syac.g_01904	Prbc.g_01540
OG0000109	Syac.g_01889	Prbc.g_01553
OG0000110	Syac.g_01778	Prbc.g_01654
OG0000112	Syac.g_01173	Prbc.g_02028
OG0000113	Syac.g_01314	Prbc.g_01882, Prbc.g_00153
OG0000114	Syac.g_01394	Prbc.g_01977
OG0000115	Syac.g_01655	Prbc.g_00801
OG0000116	Syac.g_00753	Prbc.g_01457
OG0000117	Syac.g_01477	Prbc.g_00102
OG0000118	Syac.g_01728	Prbc.g_00577
OG0000120	Syac.g_00233	Prbc.g_01753
OG0000121	Syac.g_01635	Prbc.g_00711
OG0000122	Syac.g_01013	Prbc.g_00750
OG0000123	Syac.g_02086	Prbc.g_00277
OG0000124	Syac.g_00135	Prbc.g_00193
OG0000125	Syac.g_02360	Prbc.g_00997
OG0000126	Syac.g_02488	Prbc.g_01063
OG0000127	Syac.g_01547	Prbc.g_01352, Prbc.g_00621
OG0000128	Syac.g_00012	Prbc.g_01081
OG0000129	Syac.g_02349	Prbc.g_01122
OG0000130	Syac.g_00450	Prbc.g_00504
OG0000131	Syac.g_00330	Prbc.g_00426
OG0000132	Syac.g_00310	Prbc.g_00407
OG0000133	Syac.g_01178	Prbc.g_01214
OG0000134	Syac.g_01985	Prbc.g_01270
OG0000135	Syac.g_02398	Prbc.g_02198, Prbc.g_02183
OG0000136	Syac.g_00701	Prbc.g_01502
OG0000137	Syac.g_01700	Prbc.g_01534
OG0000138	Syac.g_01888	Prbc.g_01554
OG0000139	Syac.g_01830	Prbc.g_01616
OG0000140	Syac.g_01829	Prbc.g_01617
OG0000141	Syac.g_00934	Prbc.g_01684
OG0000142	Syac.g_00979	Prbc.g_01712
OG0000143	Syac.g_00983	Prbc.g_01716
OG0000144	Syac.g_01090	Prbc.g_01729
OG0000145	Syac.g_01882	Prbc.g_02142
OG0000146	Syac.g_01172	Prbc.g_02027
OG0000147	Syac.g_01171	Prbc.g_02026
OG0000148	Syac.g_01320	Prbc.g_01876
OG0000149	Syac.g_00832	Prbc.g_01908
OG0000150	Syac.g_00935	Prbc.g_01916
OG0000151	Syac.g_01383	Prbc.g_01988
OG0000152	Syac.g_01182	Prbc.g_02036
OG0000153	Syac.g_01217	Prbc.g_02054
OG0000154	Syac.g_01241	Prbc.g_02083
OG0000155	Syac.g_00804	Prbc.g_01424
OG0000156	Syac.g_00743	Prbc.g_00555
OG0000157	Syac.g_00742	Prbc.g_00556
OG0000158	Syac.g_00182	Prbc.g_00228
OG0000160	Syac.g_01633	Prbc.g_00710
OG0000161	Syac.g_01641	Prbc.g_00716
OG0000162	Syac.g_01648	Prbc.g_00722
OG0000163	Syac.g_00619	Prbc.g_00758
OG0000164	Syac.g_00508	Prbc.g_00854
OG0000165	Syac.g_00674	Prbc.g_00862
OG0000166	Syac.g_02132	Prbc.g_00321
OG0000167	Syac.g_00194	Prbc.g_00238
OG0000168	Syac.g_00179	Prbc.g_00227
OG0000169	Syac.g_00168	Prbc.g_00217
OG0000170	Syac.g_00161	Prbc.g_00215
OG0000171	Syac.g_00136	Prbc.g_00194
OG0000172	Syac.g_00084	Prbc.g_00967
OG0000173	Syac.g_00057	Prbc.g_00982
OG0000174	Syac.g_02401	Prbc.g_01013
OG0000175	Syac.g_02465	Prbc.g_01044
OG0000176	Syac.g_00004	Prbc.g_01074
OG0000177	Syac.g_00005	Prbc.g_01075
OG0000178	Syac.g_00006	Prbc.g_01076
OG0000179	Syac.g_00019	Prbc.g_01086
OG0000180	Syac.g_00020	Prbc.g_01087
OG0000181	Syac.g_00021	Prbc.g_01088
OG0000182	Syac.g_00022	Prbc.g_01089
OG0000183	Syac.g_00026	Prbc.g_01093
OG0000184	Syac.g_02339	Prbc.g_01124
OG0000185	Syac.g_02336	Prbc.g_01127
OG0000186	Syac.g_00454	Prbc.g_00509
OG0000187	Syac.g_00453	Prbc.g_00508
OG0000188	Syac.g_00433	Prbc.g_00491
OG0000189	Syac.g_00408	Prbc.g_00477
OG0000190	Syac.g_00406	Prbc.g_00476
OG0000191	Syac.g_00373	Prbc.g_00453
OG0000192	Syac.g_00368	Prbc.g_00449
OG0000193	Syac.g_00329	Prbc.g_00425
OG0000194	Syac.g_00326	Prbc.g_00422
OG0000195	Syac.g_00324	Prbc.g_00420
OG0000196	Syac.g_00313	Prbc.g_00410
OG0000197	Syac.g_00312	Prbc.g_00409
OG0000198	Syac.g_00311	Prbc.g_00408
OG0000199	Syac.g_00303	Prbc.g_00401
OG0000200	Syac.g_02261	Prbc.g_00388
OG0000202	Syac.g_02279	Prbc.g_00378
OG0000203	Syac.g_02280	Prbc.g_00377
OG0000204	Syac.g_02281	Prbc.g_00376
OG0000205	Syac.g_02288	Prbc.g_00369
OG0000206	Syac.g_02297	Prbc.g_00365
OG0000207	Syac.g_02300	Prbc.g_00363
OG0000208	Syac.g_02301	Prbc.g_00362
OG0000209	Syac.g_02316	Prbc.g_00352
OG0000210	Syac.g_02317	Prbc.g_00351
OG0000212	Syac.g_01963	Prbc.g_00329
OG0000213	Syac.g_02219	Prbc.g_01153
OG0000214	Syac.g_02236	Prbc.g_01161
OG0000215	Syac.g_00281	Prbc.g_01185
OG0000216	Syac.g_00277	Prbc.g_01186
OG0000217	Syac.g_00273	Prbc.g_01189
OG0000218	Syac.g_00271	Prbc.g_01191
OG0000219	Syac.g_00270	Prbc.g_01192
OG0000220	Syac.g_00269	Prbc.g_01193
OG0000221	Syac.g_00261	Prbc.g_01194
OG0000222	Syac.g_00247	Prbc.g_01202
OG0000223	Syac.g_00225	Prbc.g_01215
OG0000224	Syac.g_00217	Prbc.g_01217
OG0000225	Syac.g_02004	Prbc.g_01257
OG0000226	Syac.g_02000	Prbc.g_01261
OG0000227	Syac.g_01998	Prbc.g_01263
OG0000228	Syac.g_01989	Prbc.g_01267
OG0000229	Syac.g_00692	Prbc.g_01497
OG0000230	Syac.g_00694	Prbc.g_01499
OG0000231	Syac.g_00710	Prbc.g_01510
OG0000232	Syac.g_01717	Prbc.g_01518
OG0000233	Syac.g_01713	Prbc.g_01526
OG0000234	Syac.g_01699	Prbc.g_01535
OG0000235	Syac.g_01905	Prbc.g_01539
OG0000236	Syac.g_01890	Prbc.g_01552
OG0000237	Syac.g_01873	Prbc.g_01586
OG0000238	Syac.g_01868	Prbc.g_01592
OG0000239	Syac.g_01852	Prbc.g_01604
OG0000240	Syac.g_01851	Prbc.g_01605
OG0000241	Syac.g_00970	Prbc.g_01609
OG0000242	Syac.g_01839	Prbc.g_01611
OG0000243	Syac.g_01821	Prbc.g_01622
OG0000244	Syac.g_01814	Prbc.g_01626
OG0000245	Syac.g_01811	Prbc.g_01628
OG0000246	Syac.g_01807	Prbc.g_01632
OG0000247	Syac.g_01795	Prbc.g_01642
OG0000248	Syac.g_01792	Prbc.g_01644
OG0000249	Syac.g_01790	Prbc.g_01646
OG0000250	Syac.g_01782	Prbc.g_01651
OG0000251	Syac.g_01757	Prbc.g_01667
OG0000252	Syac.g_01753	Prbc.g_01669
OG0000253	Syac.g_01752	Prbc.g_01671
OG0000254	Syac.g_00939	Prbc.g_01688
OG0000255	Syac.g_00947	Prbc.g_01694
OG0000256	Syac.g_00963	Prbc.g_01704
OG0000257	Syac.g_00969	Prbc.g_01707
OG0000258	Syac.g_00988	Prbc.g_01720
OG0000259	Syac.g_01425	Prbc.g_01737
OG0000260	Syac.g_01422	Prbc.g_01740
OG0000261	Syac.g_01418	Prbc.g_01743
OG0000262	Syac.g_01413	Prbc.g_01748
OG0000263	Syac.g_01497	Prbc.g_01762
OG0000264	Syac.g_00915	Prbc.g_01773
OG0000265	Syac.g_00673	Prbc.g_01787
OG0000266	Syac.g_01271	Prbc.g_01797
OG0000267	Syac.g_01131	Prbc.g_01810
OG0000268	Syac.g_01132	Prbc.g_01811
OG0000269	Syac.g_01346	Prbc.g_01853
OG0000270	Syac.g_01343	Prbc.g_01856
OG0000271	Syac.g_01335	Prbc.g_01864
OG0000272	Syac.g_01334	Prbc.g_01865
OG0000273	Syac.g_00854	Prbc.g_01890
OG0000274	Syac.g_00853	Prbc.g_01891
OG0000275	Syac.g_00848	Prbc.g_01893
OG0000276	Syac.g_00840	Prbc.g_01899
OG0000277	Syac.g_00839	Prbc.g_01900
OG0000278	Syac.g_00836	Prbc.g_01904
OG0000279	Syac.g_00828	Prbc.g_01911
OG0000280	Syac.g_00814	Prbc.g_00068
OG0000281	Syac.g_02158	Prbc.g_01917
OG0000282	Syac.g_01392	Prbc.g_01979
OG0000283	Syac.g_01142	Prbc.g_02010
OG0000284	Syac.g_01148	Prbc.g_02015
OG0000285	Syac.g_01160	Prbc.g_02020
OG0000286	Syac.g_01181	Prbc.g_02035
OG0000287	Syac.g_01692, Syac.g_01209	Prbc.g_02190
OG0000288	Syac.g_01240	Prbc.g_02082
OG0000289	Syac.g_01254	Prbc.g_02094
OG0000290	Syac.g_00881	Prbc.g_02110
OG0000291	Syac.g_00883	Prbc.g_02112
OG0000292	Syac.g_02487	Prbc.g_00173
OG0000293	Syac.g_00754	Prbc.g_01456
OG0000294	Syac.g_00755	Prbc.g_01455
OG0000295	Syac.g_00796	Prbc.g_01431
OG0000296	Syac.g_00798	Prbc.g_01429
OG0000297	Syac.g_01475	Prbc.g_01421
OG0000298	Syac.g_01476	Prbc.g_01420
OG0000299	Syac.g_01503	Prbc.g_01401
OG0000300	Syac.g_01510	Prbc.g_01398
OG0000301	Syac.g_01511	Prbc.g_01397
OG0000302	Syac.g_01512	Prbc.g_01395
OG0000303	Syac.g_01520	Prbc.g_01390
OG0000304	Syac.g_01526	Prbc.g_01387
OG0000305	Syac.g_00886	Prbc.g_00810
OG0000306	Syac.g_00810	Prbc.g_01921
OG0000307	Syac.g_01924	Prbc.g_00666
OG0000308	Syac.g_01926	Prbc.g_00667
OG0000309	Syac.g_01931	Prbc.g_00671
OG0000310	Syac.g_01607	Prbc.g_00693
OG0000311	Syac.g_01611	Prbc.g_00695
OG0000312	Syac.g_01619	Prbc.g_00698
OG0000313	Syac.g_01638	Prbc.g_00713
OG0000314	Syac.g_01665	Prbc.g_00734
OG0000315	Syac.g_01675	Prbc.g_00744
OG0000316	Syac.g_00601	Prbc.g_00768
OG0000317	Syac.g_00552	Prbc.g_00830
OG0000318	Syac.g_00543	Prbc.g_00833
OG0000319	Syac.g_00525	Prbc.g_00844
OG0000320	Syac.g_00523	Prbc.g_00846
OG0000321	Syac.g_00522	Prbc.g_00847
OG0000322	Syac.g_00521	Prbc.g_00848
OG0000323	Syac.g_00506	Prbc.g_00857
OG0000324	Syac.g_00648	Prbc.g_00884
OG0000325	Syac.g_02190	Prbc.g_00935
OG0000326	Syac.g_02183	Prbc.g_00941
OG0000327	Syac.g_02137	Prbc.g_00326
OG0000328	Syac.g_02136	Prbc.g_00325
OG0000329	Syac.g_02119	Prbc.g_00308
OG0000330	Syac.g_02118	Prbc.g_00307
OG0000331	Syac.g_02117	Prbc.g_00306
OG0000332	Syac.g_02103	Prbc.g_00292
OG0000333	Syac.g_02100	Prbc.g_00290
OG0000334	Syac.g_02090	Prbc.g_00281
OG0000335	Syac.g_02085	Prbc.g_00276
OG0000336	Syac.g_02081	Prbc.g_00272
OG0000337	Syac.g_00199	Prbc.g_00241
OG0000338	Syac.g_00196	Prbc.g_00240
OG0000339	Syac.g_00190	Prbc.g_00235
OG0000340	Syac.g_00178	Prbc.g_00226
OG0000341	Syac.g_00176	Prbc.g_00224
OG0000342	Syac.g_00175	Prbc.g_00223
OG0000343	Syac.g_00174	Prbc.g_00222
OG0000344	Syac.g_00170	Prbc.g_00219
OG0000345	Syac.g_00160	Prbc.g_00214
OG0000346	Syac.g_00155	Prbc.g_00210
OG0000347	Syac.g_00129	Prbc.g_00190
OG0000348	Syac.g_00070, Syac.g_00074	Prbc.g_00970
OG0000349	Syac.g_00050	Prbc.g_00988
OG0000350	Syac.g_02176	Prbc.g_01009
OG0000351	Syac.g_02468	Prbc.g_01047
OG0000352	Syac.g_02469	Prbc.g_01048
OG0000353	Syac.g_02493	Prbc.g_01068
OG0000355	Syac.g_00001	Prbc.g_01071
OG0000356	Syac.g_00002	Prbc.g_01072
OG0000357	Syac.g_00003	Prbc.g_01073
OG0000358	Syac.g_00007	Prbc.g_01077
OG0000359	Syac.g_00009	Prbc.g_01078
OG0000360	Syac.g_00010	Prbc.g_01079
OG0000361	Syac.g_00011	Prbc.g_01080
OG0000362	Syac.g_00013	Prbc.g_01082
OG0000363	Syac.g_00015	Prbc.g_01084
OG0000364	Syac.g_00016	Prbc.g_01085
OG0000365	Syac.g_00023	Prbc.g_01090
OG0000366	Syac.g_00024	Prbc.g_01091
OG0000367	Syac.g_00025	Prbc.g_01092
OG0000368	Syac.g_00027	Prbc.g_01094
OG0000369	Syac.g_00028	Prbc.g_01095
OG0000370	Syac.g_00029	Prbc.g_01096
OG0000371	Syac.g_00036	Prbc.g_01102
OG0000372	Syac.g_00041	Prbc.g_01104
OG0000373	Syac.g_00042	Prbc.g_01105
OG0000374	Syac.g_00043	Prbc.g_01106
OG0000375	Syac.g_00046	Prbc.g_01118
OG0000376	Syac.g_00048	Prbc.g_01120
OG0000377	Syac.g_02346	Prbc.g_01123
OG0000378	Syac.g_02338	Prbc.g_01125
OG0000379	Syac.g_02335	Prbc.g_01128
OG0000380	Syac.g_00452	Prbc.g_00507
OG0000381	Syac.g_00449	Prbc.g_00503
OG0000382	Syac.g_00434	Prbc.g_00492
OG0000383	Syac.g_00432	Prbc.g_00490
OG0000384	Syac.g_00431	Prbc.g_00489
OG0000385	Syac.g_00430	Prbc.g_00488
OG0000386	Syac.g_00429	Prbc.g_00487
OG0000387	Syac.g_00404	Prbc.g_00474
OG0000388	Syac.g_00401	Prbc.g_00470
OG0000389	Syac.g_00397	Prbc.g_00467
OG0000390	Syac.g_00379	Prbc.g_00458
OG0000391	Syac.g_00374	Prbc.g_00454
OG0000392	Syac.g_00369	Prbc.g_00451
OG0000393	Syac.g_00366	Prbc.g_00448
OG0000394	Syac.g_00365	Prbc.g_00447
OG0000395	Syac.g_00364	Prbc.g_00446
OG0000396	Syac.g_00361	Prbc.g_00443
OG0000397	Syac.g_00359	Prbc.g_00441
OG0000398	Syac.g_00354	Prbc.g_00438
OG0000399	Syac.g_00353	Prbc.g_00437
OG0000400	Syac.g_00352	Prbc.g_00436
OG0000401	Syac.g_00351	Prbc.g_00435
OG0000402	Syac.g_00348	Prbc.g_02145
OG0000403	Syac.g_00347	Prbc.g_00434
OG0000404	Syac.g_00345	Prbc.g_00433
OG0000405	Syac.g_00332	Prbc.g_00428
OG0000406	Syac.g_00328	Prbc.g_00424
OG0000407	Syac.g_00327	Prbc.g_00423
OG0000408	Syac.g_00325	Prbc.g_00421
OG0000409	Syac.g_00323	Prbc.g_00419
OG0000410	Syac.g_00322	Prbc.g_00418
OG0000411	Syac.g_00321	Prbc.g_00417
OG0000412	Syac.g_00320	Prbc.g_00416
OG0000413	Syac.g_00318	Prbc.g_00415
OG0000414	Syac.g_00317	Prbc.g_00414
OG0000415	Syac.g_00316	Prbc.g_00413
OG0000416	Syac.g_00315	Prbc.g_00412
OG0000417	Syac.g_00314	Prbc.g_00411
OG0000418	Syac.g_00309	Prbc.g_00406
OG0000419	Syac.g_00307	Prbc.g_00404
OG0000420	Syac.g_00305	Prbc.g_00403
OG0000421	Syac.g_00300	Prbc.g_00399
OG0000422	Syac.g_00299	Prbc.g_00398
OG0000423	Syac.g_00298	Prbc.g_00397
OG0000424	Syac.g_00297	Prbc.g_00396
OG0000425	Syac.g_00296	Prbc.g_00395
OG0000426	Syac.g_00295	Prbc.g_00394
OG0000427	Syac.g_00294	Prbc.g_00393
OG0000428	Syac.g_02257	Prbc.g_00391
OG0000429	Syac.g_02259	Prbc.g_00390
OG0000430	Syac.g_02260	Prbc.g_00389
OG0000431	Syac.g_02264	Prbc.g_00387
OG0000432	Syac.g_02270	Prbc.g_00383
OG0000433	Syac.g_02272	Prbc.g_00382
OG0000434	Syac.g_02273	Prbc.g_00381
OG0000435	Syac.g_02277	Prbc.g_00380
OG0000436	Syac.g_02282	Prbc.g_00375
OG0000437	Syac.g_02283	Prbc.g_00374
OG0000438	Syac.g_02284	Prbc.g_00373
OG0000439	Syac.g_02286	Prbc.g_00371
OG0000440	Syac.g_02287	Prbc.g_00370
OG0000441	Syac.g_02294	Prbc.g_00368
OG0000442	Syac.g_02295	Prbc.g_00367
OG0000443	Syac.g_02296	Prbc.g_00366
OG0000444	Syac.g_02303	Prbc.g_00361
OG0000445	Syac.g_02304	Prbc.g_00360
OG0000446	Syac.g_02305	Prbc.g_00358
OG0000447	Syac.g_02308	Prbc.g_00357
OG0000448	Syac.g_02309	Prbc.g_00356
OG0000449	Syac.g_02310	Prbc.g_00355
OG0000450	Syac.g_02313	Prbc.g_00354
OG0000451	Syac.g_02314	Prbc.g_00353
OG0000452	Syac.g_02318	Prbc.g_00350
OG0000453	Syac.g_02319	Prbc.g_00349
OG0000454	Syac.g_02320	Prbc.g_00348
OG0000455	Syac.g_02321	Prbc.g_00347
OG0000456	Syac.g_02322	Prbc.g_00346
OG0000457	Syac.g_02324	Prbc.g_00345
OG0000458	Syac.g_02325	Prbc.g_00344
OG0000459	Syac.g_02326	Prbc.g_00343
OG0000460	Syac.g_01970	Prbc.g_00335
OG0000461	Syac.g_02198	Prbc.g_01140
OG0000462	Syac.g_02201	Prbc.g_01142
OG0000463	Syac.g_02202	Prbc.g_01143
OG0000464	Syac.g_02203	Prbc.g_01144
OG0000465	Syac.g_02204	Prbc.g_01145
OG0000466	Syac.g_02208	Prbc.g_01146
OG0000467	Syac.g_02210	Prbc.g_01147
OG0000468	Syac.g_02216	Prbc.g_01149
OG0000469	Syac.g_02230	Prbc.g_01156
OG0000470	Syac.g_02232	Prbc.g_01158
OG0000471	Syac.g_02233	Prbc.g_01159
OG0000472	Syac.g_02235	Prbc.g_01160
OG0000473	Syac.g_02237	Prbc.g_01162
OG0000474	Syac.g_02238	Prbc.g_01163
OG0000475	Syac.g_02239	Prbc.g_01164
OG0000476	Syac.g_02241	Prbc.g_01166
OG0000477	Syac.g_02247	Prbc.g_01168
OG0000478	Syac.g_02248	Prbc.g_01169
OG0000479	Syac.g_02249	Prbc.g_01170
OG0000480	Syac.g_00293	Prbc.g_01175
OG0000481	Syac.g_00291	Prbc.g_01177
OG0000482	Syac.g_00290	Prbc.g_01178
OG0000483	Syac.g_00286	Prbc.g_01181
OG0000484	Syac.g_00285	Prbc.g_01182
OG0000485	Syac.g_00284	Prbc.g_01183
OG0000486	Syac.g_00283	Prbc.g_01184
OG0000487	Syac.g_00276	Prbc.g_01187
OG0000488	Syac.g_00272	Prbc.g_01190
OG0000489	Syac.g_00260	Prbc.g_01195
OG0000490	Syac.g_00249	Prbc.g_01200
OG0000491	Syac.g_00248	Prbc.g_01201
OG0000492	Syac.g_00246	Prbc.g_01203
OG0000493	Syac.g_00245	Prbc.g_01204
OG0000494	Syac.g_00244	Prbc.g_01205
OG0000495	Syac.g_00243	Prbc.g_01206
OG0000496	Syac.g_00242	Prbc.g_01207
OG0000497	Syac.g_00241	Prbc.g_01208
OG0000498	Syac.g_00240	Prbc.g_01209
OG0000499	Syac.g_00239	Prbc.g_01210
OG0000500	Syac.g_00238	Prbc.g_01211
OG0000501	Syac.g_00235	Prbc.g_01213
OG0000502	Syac.g_00223	Prbc.g_01216
OG0000503	Syac.g_02020	Prbc.g_01246
OG0000504	Syac.g_02018	Prbc.g_01248
OG0000505	Syac.g_02017	Prbc.g_01249
OG0000506	Syac.g_02015	Prbc.g_01250
OG0000507	Syac.g_02009	Prbc.g_01253
OG0000508	Syac.g_02005	Prbc.g_01256
OG0000509	Syac.g_02003	Prbc.g_01258
OG0000510	Syac.g_02002	Prbc.g_01259
OG0000511	Syac.g_02001	Prbc.g_01260
OG0000512	Syac.g_01999	Prbc.g_01262
OG0000513	Syac.g_01984	Prbc.g_01271
OG0000514	Syac.g_01977	Prbc.g_01492
OG0000515	Syac.g_01976	Prbc.g_01493
OG0000516	Syac.g_00697	Prbc.g_01494
OG0000517	Syac.g_00691	Prbc.g_01496
OG0000518	Syac.g_00707	Prbc.g_01507
OG0000519	Syac.g_00708	Prbc.g_01508
OG0000520	Syac.g_00709	Prbc.g_01509
OG0000521	Syac.g_01721	Prbc.g_01514
OG0000522	Syac.g_01719	Prbc.g_01516
OG0000523	Syac.g_01718	Prbc.g_01517
OG0000524	Syac.g_01716	Prbc.g_01524
OG0000525	Syac.g_01709	Prbc.g_01528
OG0000526	Syac.g_01706	Prbc.g_01529
OG0000527	Syac.g_01702	Prbc.g_01532
OG0000528	Syac.g_01911	Prbc.g_01538
OG0000529	Syac.g_01903	Prbc.g_01541
OG0000530	Syac.g_01900	Prbc.g_01544
OG0000531	Syac.g_01899	Prbc.g_01545
OG0000532	Syac.g_01896	Prbc.g_01546
OG0000533	Syac.g_01895	Prbc.g_01547
OG0000534	Syac.g_01894	Prbc.g_01548
OG0000535	Syac.g_01893	Prbc.g_01549
OG0000536	Syac.g_01892	Prbc.g_01550
OG0000537	Syac.g_01891	Prbc.g_01551
OG0000538	Syac.g_01880	Prbc.g_01580
OG0000539	Syac.g_01879	Prbc.g_01581
OG0000540	Syac.g_01878	Prbc.g_01582
OG0000541	Syac.g_01877	Prbc.g_01583
OG0000542	Syac.g_01874	Prbc.g_01585
OG0000543	Syac.g_01872	Prbc.g_01587
OG0000544	Syac.g_01871	Prbc.g_01588
OG0000545	Syac.g_01869	Prbc.g_01590
OG0000546	Syac.g_01867	Prbc.g_01593
OG0000547	Syac.g_01865	Prbc.g_01595
OG0000548	Syac.g_01864	Prbc.g_01596
OG0000549	Syac.g_01858	Prbc.g_01599
OG0000550	Syac.g_01854	Prbc.g_01603
OG0000551	Syac.g_01849	Prbc.g_01606
OG0000552	Syac.g_01848	Prbc.g_01607
OG0000553	Syac.g_01846	Prbc.g_01608
OG0000554	Syac.g_01835	Prbc.g_01613
OG0000555	Syac.g_01822	Prbc.g_01621
OG0000556	Syac.g_01817	Prbc.g_01623
OG0000557	Syac.g_01815	Prbc.g_01624
OG0000558	Syac.g_01813	Prbc.g_01627
OG0000559	Syac.g_01808	Prbc.g_01631
OG0000560	Syac.g_01805	Prbc.g_01634
OG0000561	Syac.g_01804	Prbc.g_01635
OG0000562	Syac.g_01803	Prbc.g_01636
OG0000563	Syac.g_01802	Prbc.g_01637
OG0000564	Syac.g_01801	Prbc.g_01638
OG0000565	Syac.g_01797	Prbc.g_01641
OG0000566	Syac.g_01793	Prbc.g_01643
OG0000567	Syac.g_01789	Prbc.g_01647
