Orthogroup	Syac	Prag
OG0000066	Syac.g_01827	Prag.g_00518
OG0000067	Syac.g_01341	Prag.g_00806
OG0000068	Syac.g_01916	Prag.g_01389
OG0000069	Syac.g_01272	Prag.g_01601
OG0000070	Syac.g_00711	Prag.g_00429
OG0000071	Syac.g_00729	Prag.g_01355
OG0000072	Syac.g_00302	Prag.g_00164
OG0000073	Syac.g_01883	Prag.g_00478
OG0000075	Syac.g_00191	Prag.g_01836
OG0000076	Syac.g_00156	Prag.g_01861
OG0000077	Syac.g_00439	Prag.g_00072
OG0000081	Syac.g_01954	Prag.g_00510
OG0000082	Syac.g_01766	Prag.g_00563
OG0000084	Syac.g_01627	Prag.g_01484
OG0000085	Syac.g_00560	Prag.g_01662
OG0000086	Syac.g_00423	Prag.g_00082
OG0000087	Syac.g_00343	Prag.g_00132
OG0000088	Syac.g_00308	Prag.g_00159
OG0000089	Syac.g_01988, Syac.g_01543	Prag.g_00350
OG0000090	Syac.g_01836	Prag.g_00512
OG0000091	Syac.g_00987	Prag.g_00620
OG0000094	Syac.g_01251	Prag.g_01017
OG0000097	Syac.g_01507	Prag.g_01194
OG0000098	Syac.g_02157	Prag.g_01371
OG0000099	Syac.g_00234	Prag.g_01424
OG0000100	Syac.g_01309	Prag.g_01564
OG0000101	Syac.g_02094	Prag.g_01804
OG0000102	Syac.g_00151	Prag.g_01866
OG0000103	Syac.g_02476	Prag.g_01945
OG0000104	Syac.g_02490	Prag.g_01953
OG0000105	Syac.g_02245	Prag.g_00265
OG0000106	Syac.g_01098	Prag.g_00364
OG0000107	Syac.g_02191	Prag.g_00378
OG0000108	Syac.g_01904	Prag.g_00459
OG0000109	Syac.g_01889	Prag.g_00473
OG0000110	Syac.g_01778	Prag.g_00553
OG0000112	Syac.g_01173	Prag.g_00771
OG0000113	Syac.g_01314	Prag.g_00828
OG0000114	Syac.g_01394	Prag.g_00906
OG0000115	Syac.g_01655	Prag.g_01097
OG0000116	Syac.g_00753	Prag.g_01143
OG0000117	Syac.g_01477	Prag.g_01298
OG0000118	Syac.g_01728	Prag.g_01367
OG0000120	Syac.g_00233	Prag.g_01423
OG0000121	Syac.g_01635	Prag.g_01492
OG0000122	Syac.g_01013	Prag.g_01530
OG0000123	Syac.g_02086	Prag.g_01811
OG0000124	Syac.g_00135	Prag.g_01877
OG0000125	Syac.g_02360	Prag.g_01913
OG0000126	Syac.g_02488	Prag.g_01952
OG0000128	Syac.g_00012	Prag.g_00011
OG0000129	Syac.g_02349	Prag.g_00044
OG0000130	Syac.g_00450	Prag.g_00063
OG0000131	Syac.g_00330	Prag.g_00138
OG0000132	Syac.g_00310	Prag.g_00157
OG0000133	Syac.g_01178	Prag.g_00313
OG0000134	Syac.g_01985	Prag.g_00351
OG0000135	Syac.g_02398	Prag.g_00375
OG0000136	Syac.g_00701	Prag.g_00420
OG0000137	Syac.g_01700	Prag.g_00454
OG0000138	Syac.g_01888	Prag.g_00474
OG0000139	Syac.g_01830	Prag.g_00516
OG0000140	Syac.g_01829	Prag.g_00517
OG0000141	Syac.g_00934	Prag.g_00585
OG0000142	Syac.g_00979	Prag.g_00613
OG0000143	Syac.g_00983	Prag.g_00617
OG0000144	Syac.g_01090	Prag.g_00630
OG0000145	Syac.g_01882	Prag.g_00758
OG0000146	Syac.g_01172	Prag.g_00772
OG0000147	Syac.g_01171	Prag.g_00773
OG0000148	Syac.g_01320	Prag.g_00822
OG0000149	Syac.g_00832	Prag.g_00851
OG0000150	Syac.g_00935	Prag.g_00859
OG0000151	Syac.g_01383	Prag.g_00916
OG0000152	Syac.g_01182	Prag.g_00964
OG0000153	Syac.g_01217	Prag.g_00983
OG0000154	Syac.g_01241	Prag.g_01010
OG0000155	Syac.g_00804	Prag.g_01173
OG0000156	Syac.g_00743	Prag.g_01342
OG0000157	Syac.g_00742	Prag.g_01343
OG0000158	Syac.g_00182	Prag.g_01425
OG0000160	Syac.g_01633	Prag.g_01491
OG0000161	Syac.g_01641	Prag.g_01497
OG0000162	Syac.g_01648	Prag.g_01503
OG0000163	Syac.g_00619	Prag.g_01537
OG0000164	Syac.g_00508	Prag.g_01693
OG0000165	Syac.g_00674	Prag.g_01700
OG0000166	Syac.g_02132	Prag.g_01768
OG0000167	Syac.g_00194	Prag.g_01834
OG0000168	Syac.g_00179	Prag.g_01844
OG0000169	Syac.g_00168	Prag.g_01854
OG0000170	Syac.g_00161	Prag.g_01856
OG0000171	Syac.g_00136	Prag.g_01876
OG0000172	Syac.g_00084	Prag.g_01884
OG0000173	Syac.g_00057	Prag.g_01899
OG0000174	Syac.g_02401	Prag.g_01927
OG0000175	Syac.g_02465	Prag.g_01937
OG0000176	Syac.g_00004	Prag.g_00004
OG0000177	Syac.g_00005	Prag.g_00005
OG0000178	Syac.g_00006	Prag.g_00006
OG0000179	Syac.g_00019	Prag.g_00016
OG0000180	Syac.g_00020	Prag.g_00017
OG0000181	Syac.g_00021	Prag.g_00018
OG0000182	Syac.g_00022	Prag.g_00019
OG0000183	Syac.g_00026	Prag.g_00023
OG0000184	Syac.g_02339	Prag.g_00046
OG0000185	Syac.g_02336	Prag.g_00049
OG0000186	Syac.g_00454	Prag.g_00058
OG0000187	Syac.g_00453	Prag.g_00059
OG0000188	Syac.g_00433	Prag.g_00076
OG0000189	Syac.g_00408	Prag.g_00089
OG0000190	Syac.g_00406	Prag.g_00090
OG0000191	Syac.g_00373	Prag.g_00110
OG0000192	Syac.g_00368	Prag.g_00114
OG0000193	Syac.g_00329	Prag.g_00139
OG0000194	Syac.g_00326	Prag.g_00142
OG0000195	Syac.g_00324	Prag.g_00144
OG0000196	Syac.g_00313	Prag.g_00154
OG0000197	Syac.g_00312	Prag.g_00155
OG0000198	Syac.g_00311	Prag.g_00156
OG0000199	Syac.g_00303	Prag.g_00163
OG0000200	Syac.g_02261	Prag.g_00177
OG0000202	Syac.g_02279	Prag.g_00186
OG0000203	Syac.g_02280	Prag.g_00187
OG0000204	Syac.g_02281	Prag.g_00188
OG0000205	Syac.g_02288	Prag.g_00195
OG0000206	Syac.g_02297	Prag.g_00200
OG0000207	Syac.g_02300	Prag.g_00202
OG0000208	Syac.g_02301	Prag.g_00203
OG0000209	Syac.g_02316	Prag.g_00212
OG0000210	Syac.g_02317	Prag.g_00213
OG0000212	Syac.g_01963	Prag.g_00233
OG0000213	Syac.g_02219	Prag.g_00249
OG0000214	Syac.g_02236	Prag.g_00258
OG0000215	Syac.g_00281	Prag.g_00283
OG0000216	Syac.g_00277	Prag.g_00285
OG0000217	Syac.g_00273	Prag.g_00288
OG0000218	Syac.g_00271	Prag.g_00290
OG0000219	Syac.g_00270	Prag.g_00291
OG0000220	Syac.g_00269	Prag.g_00292
OG0000221	Syac.g_00261	Prag.g_00293
OG0000222	Syac.g_00247	Prag.g_00301
OG0000223	Syac.g_00225	Prag.g_00314
OG0000224	Syac.g_00217	Prag.g_00316
OG0000225	Syac.g_02004	Prag.g_00340
OG0000226	Syac.g_02000	Prag.g_00344
OG0000227	Syac.g_01998	Prag.g_00346
OG0000228	Syac.g_01989	Prag.g_00349
OG0000229	Syac.g_00692	Prag.g_00415
OG0000230	Syac.g_00694	Prag.g_00417
OG0000231	Syac.g_00710	Prag.g_00428
OG0000232	Syac.g_01717	Prag.g_00437
OG0000233	Syac.g_01713	Prag.g_00442
OG0000234	Syac.g_01699	Prag.g_00455
OG0000235	Syac.g_01905	Prag.g_00458
OG0000236	Syac.g_01890	Prag.g_00472
OG0000237	Syac.g_01873	Prag.g_00485
OG0000238	Syac.g_01868	Prag.g_00491
OG0000239	Syac.g_01852	Prag.g_00504
OG0000240	Syac.g_01851	Prag.g_00505
OG0000241	Syac.g_00970	Prag.g_00509
OG0000242	Syac.g_01839	Prag.g_00511
OG0000243	Syac.g_01821	Prag.g_00522
OG0000244	Syac.g_01814	Prag.g_00525
OG0000245	Syac.g_01811	Prag.g_00527
OG0000246	Syac.g_01807	Prag.g_00531
OG0000247	Syac.g_01795	Prag.g_00541
OG0000248	Syac.g_01792	Prag.g_00543
OG0000249	Syac.g_01790	Prag.g_00545
OG0000250	Syac.g_01782	Prag.g_00550
OG0000251	Syac.g_01757	Prag.g_00569
OG0000252	Syac.g_01753	Prag.g_00572
OG0000253	Syac.g_01752	Prag.g_00573
OG0000254	Syac.g_00939	Prag.g_00589
OG0000255	Syac.g_00947	Prag.g_00595
OG0000256	Syac.g_00963	Prag.g_00605
OG0000257	Syac.g_00969	Prag.g_00608
OG0000258	Syac.g_00988	Prag.g_00621
OG0000259	Syac.g_01425	Prag.g_00638
OG0000260	Syac.g_01422	Prag.g_00641
OG0000261	Syac.g_01418	Prag.g_00643
OG0000262	Syac.g_01413	Prag.g_00647
OG0000263	Syac.g_01497	Prag.g_00659
OG0000264	Syac.g_00915	Prag.g_00669
OG0000265	Syac.g_00673	Prag.g_00692
OG0000266	Syac.g_01271	Prag.g_00702
OG0000267	Syac.g_01131	Prag.g_00713
OG0000268	Syac.g_01132	Prag.g_00714
OG0000269	Syac.g_01346	Prag.g_00801
OG0000270	Syac.g_01343	Prag.g_00804
OG0000271	Syac.g_01335	Prag.g_00812
OG0000272	Syac.g_01334	Prag.g_00813
OG0000273	Syac.g_00854	Prag.g_00835
OG0000274	Syac.g_00853	Prag.g_00836
OG0000275	Syac.g_00848	Prag.g_00838
OG0000276	Syac.g_00840	Prag.g_00843
OG0000277	Syac.g_00839	Prag.g_00844
OG0000278	Syac.g_00836	Prag.g_00847
OG0000279	Syac.g_00828	Prag.g_00854
OG0000280	Syac.g_00814	Prag.g_00855
OG0000281	Syac.g_02158	Prag.g_00860
OG0000282	Syac.g_01392	Prag.g_00908
OG0000283	Syac.g_01142	Prag.g_00941
OG0000284	Syac.g_01148	Prag.g_00946
OG0000285	Syac.g_01160	Prag.g_00951
OG0000286	Syac.g_01181	Prag.g_00963
OG0000287	Syac.g_01692	Prag.g_00980
OG0000288	Syac.g_01240	Prag.g_01009
OG0000289	Syac.g_01254	Prag.g_01020
OG0000290	Syac.g_00881	Prag.g_01033
OG0000291	Syac.g_00883	Prag.g_01035
OG0000292	Syac.g_02487	Prag.g_01085
OG0000293	Syac.g_00754	Prag.g_01144
OG0000294	Syac.g_00755	Prag.g_01145
OG0000295	Syac.g_00796	Prag.g_01165
OG0000296	Syac.g_00798	Prag.g_01167
OG0000297	Syac.g_01475	Prag.g_01175
OG0000298	Syac.g_01476	Prag.g_01176
OG0000299	Syac.g_01503	Prag.g_01193
OG0000300	Syac.g_01510	Prag.g_01196
OG0000301	Syac.g_01511	Prag.g_01197
OG0000302	Syac.g_01512	Prag.g_01199
OG0000303	Syac.g_01520	Prag.g_01206
OG0000304	Syac.g_01526	Prag.g_01210
OG0000305	Syac.g_00886	Prag.g_01381
OG0000306	Syac.g_00810	Prag.g_01384
OG0000307	Syac.g_01924	Prag.g_01398
OG0000308	Syac.g_01926	Prag.g_01399
OG0000309	Syac.g_01931	Prag.g_01403
OG0000310	Syac.g_01607	Prag.g_01473
OG0000311	Syac.g_01611	Prag.g_01475
OG0000312	Syac.g_01619	Prag.g_01478
OG0000313	Syac.g_01638	Prag.g_01494
OG0000314	Syac.g_01665	Prag.g_01516
OG0000315	Syac.g_01675	Prag.g_01527
OG0000316	Syac.g_00601	Prag.g_01547
OG0000317	Syac.g_00552	Prag.g_01667
OG0000318	Syac.g_00543	Prag.g_01670
OG0000319	Syac.g_00525	Prag.g_01683
OG0000320	Syac.g_00523	Prag.g_01685
OG0000321	Syac.g_00522	Prag.g_01686
OG0000322	Syac.g_00521	Prag.g_01687
OG0000323	Syac.g_00506	Prag.g_01696
OG0000324	Syac.g_00648	Prag.g_01723
OG0000325	Syac.g_02190	Prag.g_01733
OG0000326	Syac.g_02183	Prag.g_01739
OG0000327	Syac.g_02137	Prag.g_01763
OG0000328	Syac.g_02136	Prag.g_01764
OG0000329	Syac.g_02119	Prag.g_01781
OG0000330	Syac.g_02118	Prag.g_01782
OG0000331	Syac.g_02117	Prag.g_01783
OG0000332	Syac.g_02103	Prag.g_01797
OG0000333	Syac.g_02100	Prag.g_01799
OG0000334	Syac.g_02090	Prag.g_01807
OG0000335	Syac.g_02085	Prag.g_01812
OG0000336	Syac.g_02081	Prag.g_01816
OG0000337	Syac.g_00199	Prag.g_01832
OG0000338	Syac.g_00196	Prag.g_01833
OG0000339	Syac.g_00190	Prag.g_01837
OG0000340	Syac.g_00178	Prag.g_01845
OG0000341	Syac.g_00176	Prag.g_01847
OG0000342	Syac.g_00175	Prag.g_01848
OG0000343	Syac.g_00174	Prag.g_01849
OG0000344	Syac.g_00170	Prag.g_01852
OG0000345	Syac.g_00160	Prag.g_01857
OG0000346	Syac.g_00155	Prag.g_01862
OG0000347	Syac.g_00129	Prag.g_01878
OG0000348	Syac.g_00070, Syac.g_00074	Prag.g_01887
OG0000349	Syac.g_00050	Prag.g_01904
OG0000350	Syac.g_02176	Prag.g_01923
OG0000351	Syac.g_02468	Prag.g_01940
OG0000352	Syac.g_02469	Prag.g_01941
OG0000353	Syac.g_02493	Prag.g_01956
OG0000355	Syac.g_00001	Prag.g_00001
OG0000356	Syac.g_00002	Prag.g_00002
OG0000357	Syac.g_00003	Prag.g_00003
OG0000358	Syac.g_00007	Prag.g_00007
OG0000359	Syac.g_00009	Prag.g_00008
OG0000360	Syac.g_00010	Prag.g_00009
OG0000361	Syac.g_00011	Prag.g_00010
OG0000362	Syac.g_00013	Prag.g_00012
OG0000363	Syac.g_00015	Prag.g_00014
OG0000364	Syac.g_00016	Prag.g_00015
OG0000365	Syac.g_00023	Prag.g_00020
OG0000366	Syac.g_00024	Prag.g_00021
OG0000367	Syac.g_00025	Prag.g_00022
OG0000368	Syac.g_00027	Prag.g_00024
OG0000369	Syac.g_00028	Prag.g_00025
OG0000370	Syac.g_00029	Prag.g_00026
OG0000371	Syac.g_00036	Prag.g_00032
OG0000372	Syac.g_00041	Prag.g_00035
OG0000373	Syac.g_00042	Prag.g_00036
OG0000374	Syac.g_00043	Prag.g_00037
OG0000375	Syac.g_00046	Prag.g_00040
OG0000376	Syac.g_00048	Prag.g_00042
OG0000377	Syac.g_02346	Prag.g_00045
OG0000378	Syac.g_02338	Prag.g_00047
OG0000379	Syac.g_02335	Prag.g_00050
OG0000380	Syac.g_00452	Prag.g_00060
OG0000381	Syac.g_00449	Prag.g_00064
OG0000382	Syac.g_00434	Prag.g_00075
OG0000383	Syac.g_00432	Prag.g_00077
OG0000384	Syac.g_00431	Prag.g_00078
OG0000385	Syac.g_00430	Prag.g_00079
OG0000386	Syac.g_00429	Prag.g_00080
OG0000387	Syac.g_00404	Prag.g_00092
OG0000388	Syac.g_00401	Prag.g_00095
OG0000389	Syac.g_00397	Prag.g_00099
OG0000390	Syac.g_00379	Prag.g_00106
OG0000391	Syac.g_00374	Prag.g_00109
OG0000392	Syac.g_00369	Prag.g_00113
OG0000393	Syac.g_00366	Prag.g_00115
OG0000394	Syac.g_00365	Prag.g_00116
OG0000395	Syac.g_00364	Prag.g_00117
OG0000396	Syac.g_00361	Prag.g_00120
OG0000397	Syac.g_00359	Prag.g_00122
OG0000398	Syac.g_00354	Prag.g_00124
OG0000399	Syac.g_00353	Prag.g_00125
OG0000400	Syac.g_00352	Prag.g_00126
OG0000401	Syac.g_00351	Prag.g_00127
OG0000402	Syac.g_00348	Prag.g_00129
OG0000403	Syac.g_00347	Prag.g_00130
OG0000404	Syac.g_00345	Prag.g_00131
OG0000405	Syac.g_00332	Prag.g_00135
OG0000406	Syac.g_00328	Prag.g_00140
OG0000407	Syac.g_00327	Prag.g_00141
OG0000408	Syac.g_00325	Prag.g_00143
OG0000409	Syac.g_00323	Prag.g_00145
OG0000410	Syac.g_00322	Prag.g_00146
OG0000411	Syac.g_00321	Prag.g_00147
OG0000412	Syac.g_00320	Prag.g_00148
OG0000413	Syac.g_00318	Prag.g_00149
OG0000414	Syac.g_00317	Prag.g_00150
OG0000415	Syac.g_00316	Prag.g_00151
OG0000416	Syac.g_00315	Prag.g_00152
OG0000417	Syac.g_00314	Prag.g_00153
OG0000418	Syac.g_00309	Prag.g_00158
OG0000419	Syac.g_00307	Prag.g_00160
OG0000420	Syac.g_00305	Prag.g_00161
OG0000421	Syac.g_00300	Prag.g_00166
OG0000422	Syac.g_00299	Prag.g_00167
OG0000423	Syac.g_00298	Prag.g_00168
OG0000424	Syac.g_00297	Prag.g_00169
OG0000425	Syac.g_00296	Prag.g_00170
OG0000426	Syac.g_00295	Prag.g_00171
OG0000427	Syac.g_00294	Prag.g_00172
OG0000428	Syac.g_02257	Prag.g_00174
OG0000429	Syac.g_02259	Prag.g_00175
OG0000430	Syac.g_02260	Prag.g_00176
OG0000431	Syac.g_02264	Prag.g_00178
OG0000432	Syac.g_02270	Prag.g_00181
OG0000433	Syac.g_02272	Prag.g_00182
OG0000434	Syac.g_02273	Prag.g_00183
OG0000435	Syac.g_02277	Prag.g_00184
OG0000436	Syac.g_02282	Prag.g_00189
OG0000437	Syac.g_02283	Prag.g_00190
OG0000438	Syac.g_02284	Prag.g_00191
OG0000439	Syac.g_02286	Prag.g_00193
OG0000440	Syac.g_02287	Prag.g_00194
OG0000441	Syac.g_02294	Prag.g_00197
OG0000442	Syac.g_02295	Prag.g_00198
OG0000443	Syac.g_02296	Prag.g_00199
OG0000444	Syac.g_02303	Prag.g_00204
OG0000445	Syac.g_02304	Prag.g_00205
OG0000446	Syac.g_02305	Prag.g_00206
OG0000447	Syac.g_02308	Prag.g_00207
OG0000448	Syac.g_02309	Prag.g_00208
OG0000449	Syac.g_02310	Prag.g_00209
OG0000450	Syac.g_02313	Prag.g_00210
OG0000451	Syac.g_02314	Prag.g_00211
OG0000452	Syac.g_02318	Prag.g_00214
OG0000453	Syac.g_02319	Prag.g_00215
OG0000454	Syac.g_02320	Prag.g_00216
OG0000455	Syac.g_02321	Prag.g_00217
OG0000456	Syac.g_02322	Prag.g_00218
OG0000457	Syac.g_02324	Prag.g_00219
OG0000458	Syac.g_02325	Prag.g_00220
OG0000459	Syac.g_02326	Prag.g_00221
OG0000460	Syac.g_01970	Prag.g_00228
OG0000461	Syac.g_02198	Prag.g_00235
OG0000462	Syac.g_02201	Prag.g_00237
OG0000463	Syac.g_02202	Prag.g_00238
OG0000464	Syac.g_02203	Prag.g_00239
OG0000465	Syac.g_02204	Prag.g_00240
OG0000466	Syac.g_02208	Prag.g_00243
OG0000467	Syac.g_02210	Prag.g_00244
OG0000468	Syac.g_02216	Prag.g_00245
OG0000469	Syac.g_02230	Prag.g_00253
OG0000470	Syac.g_02232	Prag.g_00255
OG0000471	Syac.g_02233	Prag.g_00256
OG0000472	Syac.g_02235	Prag.g_00257
OG0000473	Syac.g_02237	Prag.g_00259
OG0000474	Syac.g_02238	Prag.g_00260
OG0000475	Syac.g_02239	Prag.g_00261
OG0000476	Syac.g_02241	Prag.g_00262
OG0000477	Syac.g_02247	Prag.g_00266
OG0000478	Syac.g_02248	Prag.g_00267
OG0000479	Syac.g_02249	Prag.g_00268
OG0000480	Syac.g_00293	Prag.g_00273
OG0000481	Syac.g_00291	Prag.g_00275
OG0000482	Syac.g_00290	Prag.g_00276
OG0000483	Syac.g_00286	Prag.g_00279
OG0000484	Syac.g_00285	Prag.g_00280
OG0000485	Syac.g_00284	Prag.g_00281
OG0000486	Syac.g_00283	Prag.g_00282
OG0000487	Syac.g_00276	Prag.g_00286
OG0000488	Syac.g_00272	Prag.g_00289
OG0000489	Syac.g_00260	Prag.g_00294
OG0000490	Syac.g_00249	Prag.g_00299
OG0000491	Syac.g_00248	Prag.g_00300
OG0000492	Syac.g_00246	Prag.g_00302
OG0000493	Syac.g_00245	Prag.g_00303
OG0000494	Syac.g_00244	Prag.g_00304
OG0000495	Syac.g_00243	Prag.g_00305
OG0000496	Syac.g_00242	Prag.g_00306
OG0000497	Syac.g_00241	Prag.g_00307
OG0000498	Syac.g_00240	Prag.g_00308
OG0000499	Syac.g_00239	Prag.g_00309
OG0000500	Syac.g_00238	Prag.g_00310
OG0000501	Syac.g_00235	Prag.g_00312
OG0000502	Syac.g_00223	Prag.g_00315
OG0000503	Syac.g_02020	Prag.g_00329
OG0000504	Syac.g_02018	Prag.g_00330
OG0000505	Syac.g_02017	Prag.g_00331
OG0000506	Syac.g_02015	Prag.g_00333
OG0000507	Syac.g_02009	Prag.g_00336
OG0000508	Syac.g_02005	Prag.g_00339
OG0000509	Syac.g_02003	Prag.g_00341
OG0000510	Syac.g_02002	Prag.g_00342
OG0000511	Syac.g_02001	Prag.g_00343
OG0000512	Syac.g_01999	Prag.g_00345
OG0000513	Syac.g_01984	Prag.g_00352
OG0000514	Syac.g_01977	Prag.g_00410
OG0000515	Syac.g_01976	Prag.g_00411
OG0000516	Syac.g_00697	Prag.g_00412
OG0000517	Syac.g_00691	Prag.g_00414
OG0000518	Syac.g_00707	Prag.g_00425
OG0000519	Syac.g_00708	Prag.g_00426
OG0000520	Syac.g_00709	Prag.g_00427
OG0000521	Syac.g_01721	Prag.g_00432
OG0000522	Syac.g_01719	Prag.g_00434
OG0000523	Syac.g_01718	Prag.g_00435
OG0000524	Syac.g_01716	Prag.g_00440
OG0000525	Syac.g_01709	Prag.g_00443
OG0000526	Syac.g_01706	Prag.g_00444
OG0000527	Syac.g_01702	Prag.g_00452
OG0000528	Syac.g_01911	Prag.g_00457
OG0000529	Syac.g_01903	Prag.g_00460
OG0000530	Syac.g_01900	Prag.g_00463
OG0000531	Syac.g_01899	Prag.g_00464
OG0000532	Syac.g_01896	Prag.g_00466
OG0000533	Syac.g_01895	Prag.g_00467
OG0000534	Syac.g_01894	Prag.g_00468
OG0000535	Syac.g_01893	Prag.g_00469
OG0000536	Syac.g_01892	Prag.g_00470
OG0000537	Syac.g_01891	Prag.g_00471
OG0000538	Syac.g_01880	Prag.g_00479
OG0000539	Syac.g_01879	Prag.g_00480
OG0000540	Syac.g_01878	Prag.g_00481
OG0000541	Syac.g_01877	Prag.g_00482
OG0000542	Syac.g_01874	Prag.g_00484
OG0000543	Syac.g_01872	Prag.g_00486
OG0000544	Syac.g_01871	Prag.g_00487
OG0000545	Syac.g_01869	Prag.g_00489
OG0000546	Syac.g_01867	Prag.g_00492
OG0000547	Syac.g_01865	Prag.g_00494
OG0000548	Syac.g_01864	Prag.g_00495
OG0000549	Syac.g_01858	Prag.g_00497
OG0000550	Syac.g_01854	Prag.g_00502
OG0000551	Syac.g_01849	Prag.g_00506
OG0000552	Syac.g_01848	Prag.g_00507
OG0000553	Syac.g_01846	Prag.g_00508
OG0000554	Syac.g_01835	Prag.g_00513
OG0000555	Syac.g_01822	Prag.g_00521
OG0000556	Syac.g_01817	Prag.g_00523
OG0000557	Syac.g_01815	Prag.g_00524
OG0000558	Syac.g_01813	Prag.g_00526
OG0000559	Syac.g_01808	Prag.g_00530
OG0000560	Syac.g_01805	Prag.g_00533
OG0000561	Syac.g_01804	Prag.g_00534
OG0000562	Syac.g_01803	Prag.g_00535
OG0000563	Syac.g_01802	Prag.g_00536
OG0000564	Syac.g_01801	Prag.g_00537
OG0000565	Syac.g_01797	Prag.g_00540
OG0000566	Syac.g_01793	Prag.g_00542
OG0000567	Syac.g_01789	Prag.g_00546
OG0000568	Syac.g_01786	Prag.g_00547
OG0000569	Syac.g_01785	Prag.g_00548
OG0000570	Syac.g_01784	Prag.g_00549
OG0000571	Syac.g_01780	Prag.g_00551
OG0000572	Syac.g_01765	Prag.g_00564
OG0000573	Syac.g_01755	Prag.g_00570
OG0000574	Syac.g_01754	Prag.g_00571
OG0000575	Syac.g_01750	Prag.g_00575
OG0000576	Syac.g_01748	Prag.g_00577
OG0000577	Syac.g_01747	Prag.g_00578
OG0000578	Syac.g_01746	Prag.g_00579
OG0000579	Syac.g_01745	Prag.g_00580
OG0000580	Syac.g_01744	Prag.g_00581
OG0000581	Syac.g_01738	Prag.g_00583
OG0000582	Syac.g_00936	Prag.g_00586
OG0000583	Syac.g_00937	Prag.g_00587
OG0000584	Syac.g_00938	Prag.g_00588
OG0000585	Syac.g_00940	Prag.g_00590
OG0000586	Syac.g_00941	Prag.g_00591
OG0000587	Syac.g_00943	Prag.g_00592
OG0000588	Syac.g_00949	Prag.g_00596
OG0000589	Syac.g_00953	Prag.g_00599
OG0000590	Syac.g_00954	Prag.g_00600
OG0000591	Syac.g_00961	Prag.g_00603
OG0000592	Syac.g_00962	Prag.g_00604
OG0000593	Syac.g_00975	Prag.g_00610
OG0000594	Syac.g_00976	Prag.g_00611
OG0000595	Syac.g_00977	Prag.g_00612
