Orthogroup	Syac	Syai
OG0000072	Syac.g_00302	Syai.g_02636
OG0000073	Syac.g_01883	Syai.g_00659
OG0000075	Syac.g_00191	Syai.g_00161
OG0000076	Syac.g_00156	Syai.g_00111
OG0000077	Syac.g_00439	Syai.g_02486
OG0000078	Syac.g_01964	Syai.g_00543
OG0000079	Syac.g_02211	Syai.g_00300
OG0000081	Syac.g_00461	Syai.g_02292
OG0000081	Syac.g_01954	Syai.g_00553
OG0000082	Syac.g_01766	Syai.g_00781
OG0000084	Syac.g_00822	Syai.g_01196
OG0000084	Syac.g_01627	Syai.g_00958
OG0000085	Syac.g_00560	Syai.g_02365
OG0000086	Syac.g_00423	Syai.g_02507
OG0000087	Syac.g_00343	Syai.g_02592
OG0000088	Syac.g_00308	Syai.g_02630
OG0000089	Syac.g_01988	Syai.g_00517
OG0000090	Syac.g_01836	Syai.g_00707
OG0000091	Syac.g_00987	Syai.g_01112
OG0000093	Syac.g_01357	Syai.g_01306
OG0000094	Syac.g_01251	Syai.g_01424
OG0000095	Syac.g_00884	Syai.g_02007
OG0000097	Syac.g_01507	Syai.g_01787
OG0000098	Syac.g_02157	Syai.g_01718
OG0000099	Syac.g_00234	Syai.g_00199
OG0000100	Syac.g_01309	Syai.g_01372
OG0000101	Syac.g_02094	Syai.g_00404
OG0000102	Syac.g_00151	Syai.g_00106
OG0000103	Syac.g_02476	Syai.g_02912
OG0000104	Syac.g_02490	Syai.g_02929
OG0000105	Syac.g_02245	Syai.g_00267
OG0000106	Syac.g_01098	Syai.g_01601
OG0000107	Syac.g_02191	Syai.g_00319
OG0000108	Syac.g_01904	Syai.g_00638
OG0000109	Syac.g_01889	Syai.g_00653
OG0000110	Syac.g_01778	Syai.g_00766
OG0000111	Syac.g_00893	Syai.g_01998
OG0000112	Syac.g_01173	Syai.g_01512
OG0000113	Syac.g_01314	Syai.g_01367
OG0000114	Syac.g_01394	Syai.g_01261
OG0000115	Syac.g_01655	Syai.g_00932
OG0000116	Syac.g_00753	Syai.g_02156
OG0000117	Syac.g_01477	Syai.g_01756
OG0000118	Syac.g_01728	Syai.g_00818
OG0000120	Syac.g_00233	Syai.g_00198
OG0000121	Syac.g_01635	Syai.g_00951
OG0000122	Syac.g_01013	Syai.g_01143
OG0000123	Syac.g_02086	Syai.g_00411
OG0000124	Syac.g_00135	Syai.g_00089
OG0000125	Syac.g_02360	Syai.g_02782
OG0000126	Syac.g_02488	Syai.g_02927
OG0000127	Syac.g_01547	Syai.g_01872, Syai.g_01906, Syai.g_01855
OG0000128	Syac.g_00012	Syai.g_00012
OG0000129	Syac.g_02349	Syai.g_02771
OG0000130	Syac.g_00450	Syai.g_02474
OG0000131	Syac.g_00330	Syai.g_02608
OG0000132	Syac.g_00310	Syai.g_02628
OG0000133	Syac.g_01178	Syai.g_01507
OG0000134	Syac.g_01985	Syai.g_00520
OG0000135	Syac.g_02398	Syai.g_02826
OG0000136	Syac.g_00701	Syai.g_02217
OG0000137	Syac.g_01700	Syai.g_00865
OG0000138	Syac.g_01888	Syai.g_00654
OG0000139	Syac.g_01830	Syai.g_00714
OG0000140	Syac.g_01829	Syai.g_00716
OG0000141	Syac.g_00934	Syai.g_01041
OG0000142	Syac.g_00979	Syai.g_01104
OG0000143	Syac.g_00983	Syai.g_01108
OG0000144	Syac.g_01090	Syai.g_01608
OG0000145	Syac.g_01882	Syai.g_00660
OG0000146	Syac.g_01172	Syai.g_01513
OG0000147	Syac.g_01171	Syai.g_01514
OG0000148	Syac.g_01320	Syai.g_01361
OG0000149	Syac.g_00832	Syai.g_02059
OG0000150	Syac.g_00935	Syai.g_00717
OG0000151	Syac.g_01383	Syai.g_01280
OG0000152	Syac.g_01182	Syai.g_01503
OG0000153	Syac.g_01217	Syai.g_01461
OG0000154	Syac.g_01241	Syai.g_01434
OG0000155	Syac.g_00804	Syai.g_02109
OG0000156	Syac.g_00743	Syai.g_02162
OG0000157	Syac.g_00742	Syai.g_02163
OG0000158	Syac.g_00182	Syai.g_00135
OG0000160	Syac.g_01633	Syai.g_00952
OG0000161	Syac.g_01641	Syai.g_00946
OG0000162	Syac.g_01648	Syai.g_00939
OG0000163	Syac.g_00619	Syai.g_02300
OG0000164	Syac.g_00508	Syai.g_02411
OG0000165	Syac.g_00674	Syai.g_02244
OG0000166	Syac.g_02132	Syai.g_00364
OG0000167	Syac.g_00194	Syai.g_00164
OG0000168	Syac.g_00179	Syai.g_00134
OG0000169	Syac.g_00168	Syai.g_00123
OG0000170	Syac.g_00161	Syai.g_00116
OG0000171	Syac.g_00136	Syai.g_00090
OG0000172	Syac.g_00084	Syai.g_00083
OG0000173	Syac.g_00057	Syai.g_00064
OG0000174	Syac.g_02401	Syai.g_02828
OG0000175	Syac.g_02465	Syai.g_02901
OG0000176	Syac.g_00004	Syai.g_00004
OG0000177	Syac.g_00005	Syai.g_00005
OG0000178	Syac.g_00006	Syai.g_00006
OG0000179	Syac.g_00019	Syai.g_00023
OG0000180	Syac.g_00020	Syai.g_00024
OG0000181	Syac.g_00021	Syai.g_00025
OG0000182	Syac.g_00022	Syai.g_00026
OG0000183	Syac.g_00026	Syai.g_00030
OG0000184	Syac.g_02339	Syai.g_02756
OG0000185	Syac.g_02336	Syai.g_02734
OG0000186	Syac.g_00454	Syai.g_02469
OG0000187	Syac.g_00453	Syai.g_02471
OG0000188	Syac.g_00433	Syai.g_02494
OG0000189	Syac.g_00408	Syai.g_02530
OG0000190	Syac.g_00406	Syai.g_02532
OG0000191	Syac.g_00373	Syai.g_02562
OG0000192	Syac.g_00368	Syai.g_02569
OG0000193	Syac.g_00329	Syai.g_02609
OG0000194	Syac.g_00326	Syai.g_02612
OG0000195	Syac.g_00324	Syai.g_02614
OG0000196	Syac.g_00313	Syai.g_02625
OG0000197	Syac.g_00312	Syai.g_02626
OG0000198	Syac.g_00311	Syai.g_02627
OG0000199	Syac.g_00303	Syai.g_02635
OG0000200	Syac.g_02261	Syai.g_02651
OG0000201	Syac.g_02278	Syai.g_02667
OG0000202	Syac.g_02279	Syai.g_02668
OG0000203	Syac.g_02280	Syai.g_02669
OG0000204	Syac.g_02281	Syai.g_02670
OG0000205	Syac.g_02288	Syai.g_02677
OG0000206	Syac.g_02297	Syai.g_02684
OG0000207	Syac.g_02300	Syai.g_02686
OG0000208	Syac.g_02301	Syai.g_02687
OG0000209	Syac.g_02316	Syai.g_02699
OG0000210	Syac.g_02317	Syai.g_02700
OG0000211	Syac.g_01972	Syai.g_00533
OG0000212	Syac.g_01963	Syai.g_00544
OG0000213	Syac.g_02219	Syai.g_00292
OG0000214	Syac.g_02236	Syai.g_00276
OG0000215	Syac.g_00281	Syai.g_00245
OG0000216	Syac.g_00277	Syai.g_00241
OG0000217	Syac.g_00273	Syai.g_00237
OG0000218	Syac.g_00271	Syai.g_00235
OG0000219	Syac.g_00270	Syai.g_00234
OG0000220	Syac.g_00269	Syai.g_00233
OG0000221	Syac.g_00261	Syai.g_00227
OG0000222	Syac.g_00247	Syai.g_00215
OG0000223	Syac.g_00225	Syai.g_00194
OG0000224	Syac.g_00217	Syai.g_00186
OG0000225	Syac.g_02004	Syai.g_00502
OG0000226	Syac.g_02000	Syai.g_00506
OG0000227	Syac.g_01998	Syai.g_00508
OG0000228	Syac.g_01989	Syai.g_00516
OG0000229	Syac.g_00692	Syai.g_02228
OG0000230	Syac.g_00694	Syai.g_02226
OG0000231	Syac.g_00710	Syai.g_02208
OG0000232	Syac.g_01717	Syai.g_00846
OG0000233	Syac.g_01713	Syai.g_00855
OG0000234	Syac.g_01699	Syai.g_00866
OG0000235	Syac.g_01905	Syai.g_00637
OG0000236	Syac.g_01890	Syai.g_00652
OG0000237	Syac.g_01873	Syai.g_00669
OG0000238	Syac.g_01868	Syai.g_00674
OG0000239	Syac.g_01852	Syai.g_00691
OG0000240	Syac.g_01851	Syai.g_00692
OG0000241	Syac.g_00970	Syai.g_01085
OG0000242	Syac.g_01839	Syai.g_00705
OG0000243	Syac.g_01821	Syai.g_00726
OG0000244	Syac.g_01814	Syai.g_00731
OG0000245	Syac.g_01811	Syai.g_00733
OG0000246	Syac.g_01807	Syai.g_00737
OG0000247	Syac.g_01795	Syai.g_00748
OG0000248	Syac.g_01792	Syai.g_00751
OG0000249	Syac.g_01790	Syai.g_00753
OG0000250	Syac.g_01782	Syai.g_00762
OG0000251	Syac.g_01757	Syai.g_00789
OG0000252	Syac.g_01753	Syai.g_00797
OG0000253	Syac.g_01752	Syai.g_00798
OG0000254	Syac.g_00939	Syai.g_01045
OG0000255	Syac.g_00947	Syai.g_01061
OG0000256	Syac.g_00963	Syai.g_01077
OG0000257	Syac.g_00969	Syai.g_01084
OG0000258	Syac.g_00988	Syai.g_01113
OG0000259	Syac.g_01425	Syai.g_01229
OG0000260	Syac.g_01422	Syai.g_01232
OG0000261	Syac.g_01418	Syai.g_01235
OG0000262	Syac.g_01413	Syai.g_01240
OG0000263	Syac.g_01497	Syai.g_01776
OG0000264	Syac.g_00915	Syai.g_01962
OG0000265	Syac.g_00673	Syai.g_02245
OG0000266	Syac.g_01271	Syai.g_01401
OG0000267	Syac.g_01131	Syai.g_01569
OG0000268	Syac.g_01132	Syai.g_01568
OG0000269	Syac.g_01346	Syai.g_01316
OG0000270	Syac.g_01343	Syai.g_01319
OG0000271	Syac.g_01335	Syai.g_01327
OG0000272	Syac.g_01334	Syai.g_01328
OG0000273	Syac.g_00854	Syai.g_02037
OG0000274	Syac.g_00853	Syai.g_02038
OG0000275	Syac.g_00848	Syai.g_02043
OG0000276	Syac.g_00840	Syai.g_02051
OG0000277	Syac.g_00839	Syai.g_02052
OG0000278	Syac.g_00836	Syai.g_02055
OG0000279	Syac.g_00828	Syai.g_02063
OG0000280	Syac.g_00814	Syai.g_02084
OG0000281	Syac.g_02158	Syai.g_01719
OG0000282	Syac.g_01392	Syai.g_01263
OG0000283	Syac.g_01142	Syai.g_01554
OG0000284	Syac.g_01148	Syai.g_01548
OG0000285	Syac.g_01160	Syai.g_01522
OG0000286	Syac.g_01181	Syai.g_01504
OG0000287	Syac.g_01209	Syai.g_01469
OG0000288	Syac.g_01240	Syai.g_01435
OG0000289	Syac.g_01254	Syai.g_01421
OG0000290	Syac.g_00881	Syai.g_02010
OG0000291	Syac.g_00883	Syai.g_02008
OG0000292	Syac.g_02487	Syai.g_02926
OG0000293	Syac.g_00754	Syai.g_02155
OG0000294	Syac.g_00755	Syai.g_02154
OG0000295	Syac.g_00796	Syai.g_02117
OG0000296	Syac.g_00798	Syai.g_02115
OG0000297	Syac.g_01475	Syai.g_01754
OG0000298	Syac.g_01476	Syai.g_01755
OG0000299	Syac.g_01503	Syai.g_01783
OG0000300	Syac.g_01510	Syai.g_01790
OG0000301	Syac.g_01511	Syai.g_01791
OG0000302	Syac.g_01512	Syai.g_01793
OG0000303	Syac.g_01520	Syai.g_01802
OG0000304	Syac.g_01526	Syai.g_01826
OG0000305	Syac.g_00886	Syai.g_02005
OG0000306	Syac.g_00810	Syai.g_02090
OG0000307	Syac.g_01924	Syai.g_00619
OG0000308	Syac.g_01926	Syai.g_00617
OG0000309	Syac.g_01931	Syai.g_00612
OG0000310	Syac.g_01607	Syai.g_00989
OG0000311	Syac.g_01611	Syai.g_00985
OG0000312	Syac.g_01619	Syai.g_00966
OG0000313	Syac.g_01638	Syai.g_00949
OG0000314	Syac.g_01665	Syai.g_00908
OG0000315	Syac.g_01675	Syai.g_00897
OG0000316	Syac.g_00601	Syai.g_02320, Syai.g_02322
OG0000317	Syac.g_00552	Syai.g_02373
OG0000318	Syac.g_00543	Syai.g_02379
OG0000319	Syac.g_00525	Syai.g_02395
OG0000320	Syac.g_00523	Syai.g_02397
OG0000321	Syac.g_00522	Syai.g_02398
OG0000322	Syac.g_00521	Syai.g_02399
OG0000323	Syac.g_00506	Syai.g_02413
OG0000324	Syac.g_00648	Syai.g_02272
OG0000325	Syac.g_02190	Syai.g_00320
OG0000326	Syac.g_02183	Syai.g_00327
OG0000327	Syac.g_02137	Syai.g_00359
OG0000328	Syac.g_02136	Syai.g_00360
OG0000329	Syac.g_02119	Syai.g_00378
OG0000330	Syac.g_02118	Syai.g_00379
OG0000331	Syac.g_02117	Syai.g_00380
OG0000332	Syac.g_02103	Syai.g_00395
OG0000333	Syac.g_02100	Syai.g_00398
OG0000334	Syac.g_02090	Syai.g_00407
OG0000335	Syac.g_02085	Syai.g_00412
OG0000336	Syac.g_02081	Syai.g_00416
OG0000337	Syac.g_00199	Syai.g_00169
OG0000338	Syac.g_00196	Syai.g_00166
OG0000339	Syac.g_00190	Syai.g_00160
OG0000340	Syac.g_00178	Syai.g_00133
OG0000341	Syac.g_00176	Syai.g_00131
OG0000342	Syac.g_00175	Syai.g_00130
OG0000343	Syac.g_00174	Syai.g_00129
OG0000344	Syac.g_00170	Syai.g_00125
OG0000345	Syac.g_00160	Syai.g_00115
OG0000346	Syac.g_00155	Syai.g_00110
OG0000347	Syac.g_00129	Syai.g_00087
OG0000348	Syac.g_00070, Syac.g_00074	Syai.g_00076
OG0000349	Syac.g_00050	Syai.g_00057
OG0000350	Syac.g_02176	Syai.g_00334
OG0000351	Syac.g_02468	Syai.g_02904
OG0000352	Syac.g_02469	Syai.g_02905
OG0000353	Syac.g_02493	Syai.g_02932
OG0000354	Syac.g_01862	Syai.g_00680
OG0000355	Syac.g_00001	Syai.g_00001
OG0000356	Syac.g_00002	Syai.g_00002
OG0000357	Syac.g_00003	Syai.g_00003
OG0000358	Syac.g_00007	Syai.g_00007
OG0000359	Syac.g_00009	Syai.g_00009
OG0000360	Syac.g_00010	Syai.g_00010
OG0000361	Syac.g_00011	Syai.g_00011
OG0000362	Syac.g_00013	Syai.g_00013
OG0000363	Syac.g_00015	Syai.g_00015
OG0000364	Syac.g_00016	Syai.g_00016
OG0000365	Syac.g_00023	Syai.g_00027
OG0000366	Syac.g_00024	Syai.g_00028
OG0000367	Syac.g_00025	Syai.g_00029
OG0000368	Syac.g_00027	Syai.g_00031
OG0000369	Syac.g_00028	Syai.g_00032
OG0000370	Syac.g_00029	Syai.g_00033
OG0000371	Syac.g_00036	Syai.g_00041
OG0000372	Syac.g_00041	Syai.g_00047
OG0000373	Syac.g_00042	Syai.g_00048
OG0000374	Syac.g_00043	Syai.g_00049
OG0000375	Syac.g_00046	Syai.g_00053
OG0000376	Syac.g_00048	Syai.g_00055
OG0000377	Syac.g_02346	Syai.g_02769
OG0000378	Syac.g_02338	Syai.g_02751
OG0000379	Syac.g_02335	Syai.g_02733
OG0000380	Syac.g_00452	Syai.g_02472
OG0000381	Syac.g_00449	Syai.g_02475
OG0000382	Syac.g_00434	Syai.g_02493
OG0000383	Syac.g_00432	Syai.g_02498
OG0000384	Syac.g_00431	Syai.g_02499
OG0000385	Syac.g_00430	Syai.g_02500
OG0000386	Syac.g_00429	Syai.g_02501
OG0000387	Syac.g_00404	Syai.g_02534
OG0000388	Syac.g_00401	Syai.g_02538
OG0000389	Syac.g_00397	Syai.g_02542
OG0000390	Syac.g_00379	Syai.g_02556
OG0000391	Syac.g_00374	Syai.g_02561
OG0000392	Syac.g_00369	Syai.g_02568
OG0000393	Syac.g_00366	Syai.g_02570
OG0000394	Syac.g_00365	Syai.g_02571
OG0000395	Syac.g_00364	Syai.g_02572
OG0000396	Syac.g_00361	Syai.g_02575
OG0000397	Syac.g_00359	Syai.g_02577
OG0000398	Syac.g_00354	Syai.g_02582
OG0000399	Syac.g_00353	Syai.g_02583
OG0000400	Syac.g_00352	Syai.g_02584
OG0000401	Syac.g_00351	Syai.g_02585
OG0000402	Syac.g_00348	Syai.g_02588
OG0000403	Syac.g_00347	Syai.g_02589
OG0000404	Syac.g_00345	Syai.g_02590
OG0000405	Syac.g_00332	Syai.g_02606
OG0000406	Syac.g_00328	Syai.g_02610
OG0000407	Syac.g_00327	Syai.g_02611
OG0000408	Syac.g_00325	Syai.g_02613
OG0000409	Syac.g_00323	Syai.g_02615
OG0000410	Syac.g_00322	Syai.g_02616
OG0000411	Syac.g_00321	Syai.g_02617
OG0000412	Syac.g_00320	Syai.g_02618
OG0000413	Syac.g_00318	Syai.g_02620
OG0000414	Syac.g_00317	Syai.g_02621
OG0000415	Syac.g_00316	Syai.g_02622
OG0000416	Syac.g_00315	Syai.g_02623
OG0000417	Syac.g_00314	Syai.g_02624
OG0000418	Syac.g_00309	Syai.g_02629
OG0000419	Syac.g_00307	Syai.g_02631
OG0000420	Syac.g_00305	Syai.g_02633
OG0000421	Syac.g_00300	Syai.g_02638
OG0000422	Syac.g_00299	Syai.g_02639
OG0000423	Syac.g_00298	Syai.g_02640
OG0000424	Syac.g_00297	Syai.g_02641
OG0000425	Syac.g_00296	Syai.g_02642
OG0000426	Syac.g_00295	Syai.g_02643
OG0000427	Syac.g_00294	Syai.g_02644
OG0000428	Syac.g_02257	Syai.g_02647
OG0000429	Syac.g_02259	Syai.g_02649
OG0000430	Syac.g_02260	Syai.g_02650
OG0000431	Syac.g_02264	Syai.g_02654
OG0000432	Syac.g_02270	Syai.g_02660
OG0000433	Syac.g_02272	Syai.g_02662
OG0000434	Syac.g_02273	Syai.g_02663
OG0000435	Syac.g_02277	Syai.g_02666
OG0000436	Syac.g_02282	Syai.g_02671
OG0000437	Syac.g_02283	Syai.g_02672
OG0000438	Syac.g_02284	Syai.g_02673
OG0000439	Syac.g_02286	Syai.g_02675
OG0000440	Syac.g_02287	Syai.g_02676
OG0000441	Syac.g_02294	Syai.g_02681
OG0000442	Syac.g_02295	Syai.g_02682
OG0000443	Syac.g_02296	Syai.g_02683
OG0000444	Syac.g_02303	Syai.g_02688
OG0000445	Syac.g_02304	Syai.g_02689
OG0000446	Syac.g_02305	Syai.g_02690
OG0000447	Syac.g_02308	Syai.g_02693
OG0000448	Syac.g_02309	Syai.g_02694
OG0000449	Syac.g_02310	Syai.g_02695
OG0000450	Syac.g_02313	Syai.g_02696
OG0000451	Syac.g_02314	Syai.g_02697
OG0000452	Syac.g_02318	Syai.g_02701
OG0000453	Syac.g_02319	Syai.g_02702
OG0000454	Syac.g_02320	Syai.g_02703
OG0000455	Syac.g_02321	Syai.g_02704
OG0000456	Syac.g_02322	Syai.g_02705
OG0000457	Syac.g_02324	Syai.g_02707
OG0000458	Syac.g_02325	Syai.g_02708
OG0000459	Syac.g_02326	Syai.g_02709
OG0000460	Syac.g_01970	Syai.g_00535
OG0000461	Syac.g_02198	Syai.g_00314
OG0000462	Syac.g_02201	Syai.g_00311
OG0000463	Syac.g_02202	Syai.g_00310
OG0000464	Syac.g_02203	Syai.g_00309
OG0000465	Syac.g_02204	Syai.g_00307
OG0000466	Syac.g_02208	Syai.g_00303
OG0000467	Syac.g_02210	Syai.g_00301
OG0000468	Syac.g_02216	Syai.g_00296
OG0000469	Syac.g_02230	Syai.g_00282
OG0000470	Syac.g_02232	Syai.g_00280
OG0000471	Syac.g_02233	Syai.g_00279
OG0000472	Syac.g_02235	Syai.g_00277
OG0000473	Syac.g_02237	Syai.g_00275
OG0000474	Syac.g_02238	Syai.g_00274
OG0000475	Syac.g_02239	Syai.g_00273
OG0000476	Syac.g_02241	Syai.g_00271
OG0000477	Syac.g_02247	Syai.g_00265
OG0000478	Syac.g_02248	Syai.g_00264
OG0000479	Syac.g_02249	Syai.g_00263
OG0000480	Syac.g_00293	Syai.g_00256
OG0000481	Syac.g_00291	Syai.g_00254
OG0000482	Syac.g_00290	Syai.g_00253
OG0000483	Syac.g_00286	Syai.g_00249
OG0000484	Syac.g_00285	Syai.g_00248
OG0000485	Syac.g_00284	Syai.g_00247
OG0000486	Syac.g_00283	Syai.g_00246
OG0000487	Syac.g_00276	Syai.g_00240
OG0000488	Syac.g_00272	Syai.g_00236
OG0000489	Syac.g_00260	Syai.g_00226
OG0000490	Syac.g_00249	Syai.g_00218
OG0000491	Syac.g_00248	Syai.g_00217
OG0000492	Syac.g_00246	Syai.g_00214
OG0000493	Syac.g_00245	Syai.g_00213
OG0000494	Syac.g_00244	Syai.g_00212
OG0000495	Syac.g_00243	Syai.g_00211
OG0000496	Syac.g_00242	Syai.g_00210
OG0000497	Syac.g_00241	Syai.g_00209
OG0000498	Syac.g_00240	Syai.g_00208
OG0000499	Syac.g_00239	Syai.g_00207
OG0000500	Syac.g_00238	Syai.g_00206
OG0000501	Syac.g_00235	Syai.g_00203
OG0000502	Syac.g_00223	Syai.g_00192
OG0000503	Syac.g_02020	Syai.g_00486
OG0000504	Syac.g_02018	Syai.g_00488
OG0000505	Syac.g_02017	Syai.g_00489
OG0000506	Syac.g_02015	Syai.g_00491
OG0000507	Syac.g_02009	Syai.g_00497
OG0000508	Syac.g_02005	Syai.g_00501
OG0000509	Syac.g_02003	Syai.g_00503
OG0000510	Syac.g_02002	Syai.g_00504
OG0000511	Syac.g_02001	Syai.g_00505
OG0000512	Syac.g_01999	Syai.g_00507
OG0000513	Syac.g_01984	Syai.g_00521
OG0000514	Syac.g_01977	Syai.g_00528
OG0000515	Syac.g_01976	Syai.g_00529
OG0000516	Syac.g_00697	Syai.g_02223
OG0000517	Syac.g_00691	Syai.g_02229
OG0000518	Syac.g_00707	Syai.g_02211
OG0000519	Syac.g_00708	Syai.g_02210
OG0000520	Syac.g_00709	Syai.g_02209
OG0000521	Syac.g_01721	Syai.g_00842
OG0000522	Syac.g_01719	Syai.g_00844
OG0000523	Syac.g_01718	Syai.g_00845
OG0000524	Syac.g_01716	Syai.g_00852
OG0000525	Syac.g_01709	Syai.g_00856
OG0000526	Syac.g_01706	Syai.g_00859
OG0000527	Syac.g_01702	Syai.g_00863
OG0000528	Syac.g_01911	Syai.g_00633
OG0000529	Syac.g_01903	Syai.g_00639
OG0000530	Syac.g_01900	Syai.g_00642
OG0000531	Syac.g_01899	Syai.g_00643
OG0000532	Syac.g_01896	Syai.g_00646
OG0000533	Syac.g_01895	Syai.g_00647
OG0000534	Syac.g_01894	Syai.g_00648
OG0000535	Syac.g_01893	Syai.g_00649
OG0000536	Syac.g_01892	Syai.g_00650
OG0000537	Syac.g_01891	Syai.g_00651
OG0000538	Syac.g_01880	Syai.g_00662
OG0000539	Syac.g_01879	Syai.g_00663
OG0000540	Syac.g_01878	Syai.g_00664
OG0000541	Syac.g_01877	Syai.g_00665
OG0000542	Syac.g_01874	Syai.g_00668
OG0000543	Syac.g_01872	Syai.g_00670
OG0000544	Syac.g_01871	Syai.g_00671
OG0000545	Syac.g_01869	Syai.g_00673
OG0000546	Syac.g_01867	Syai.g_00675
OG0000547	Syac.g_01865	Syai.g_00677
OG0000548	Syac.g_01864	Syai.g_00678
OG0000549	Syac.g_01858	Syai.g_00684
OG0000550	Syac.g_01854	Syai.g_00689
OG0000551	Syac.g_01849	Syai.g_00694
OG0000552	Syac.g_01848	Syai.g_00695
OG0000553	Syac.g_01846	Syai.g_00698
OG0000554	Syac.g_01835	Syai.g_00708
OG0000555	Syac.g_01822	Syai.g_00725
OG0000556	Syac.g_01817	Syai.g_00728
OG0000557	Syac.g_01815	Syai.g_00730
OG0000558	Syac.g_01813	Syai.g_00732
OG0000559	Syac.g_01808	Syai.g_00736
OG0000560	Syac.g_01805	Syai.g_00739
OG0000561	Syac.g_01804	Syai.g_00740
OG0000562	Syac.g_01803	Syai.g_00741
OG0000563	Syac.g_01802	Syai.g_00742
OG0000564	Syac.g_01801	Syai.g_00743
OG0000565	Syac.g_01797	Syai.g_00746
OG0000566	Syac.g_01793	Syai.g_00750
OG0000567	Syac.g_01789	Syai.g_00754
