Orthogroup	Prbf	Syam
OG0000041	Prbf.g_00646	Syam.g_01899, Syam.g_00765
OG0000042	Prbf.g_00487	Syam.g_00107
OG0000043	Prbf.g_00897	Syam.g_01041
OG0000046	Prbf.g_01666	Syam.g_00410, Syam.g_00420, Syam.g_00403
OG0000047	Prbf.g_01707	Syam.g_00434
OG0000048	Prbf.g_00039	Syam.g_00243
OG0000052	Prbf.g_00135, Prbf.g_01380	Syam.g_00161
OG0000053	Prbf.g_00178, Prbf.g_00748	Syam.g_01636
OG0000054	Prbf.g_01889	Syam.g_01515
OG0000057	Prbf.g_01261	Syam.g_00784
OG0000058	Prbf.g_00117	Syam.g_00169
OG0000059	Prbf.g_00606	Syam.g_00320
OG0000061	Prbf.g_00918	Syam.g_01795
OG0000062	Prbf.g_00242	Syam.g_01972
OG0000063	Prbf.g_00808	Syam.g_00039
OG0000064	Prbf.g_01394	Syam.g_01964, Syam.g_02363, Syam.g_01415, Syam.g_01414, Syam.g_00978
OG0000065	Prbf.g_01435	Syam.g_02121
OG0000066	Prbf.g_01820, Prbf.g_00781	Syam.g_00552, Syam.g_00662
OG0000067	Prbf.g_01245	Syam.g_01290
OG0000068	Prbf.g_00095	Syam.g_00575
OG0000069	Prbf.g_01738	Syam.g_01521
OG0000070	Prbf.g_01734	Syam.g_01847
OG0000071	Prbf.g_00026	Syam.g_01830
OG0000072	Prbf.g_01505	Syam.g_02219
OG0000073	Prbf.g_01783	Syam.g_00604
OG0000074	Prbf.g_00295	Syam.g_00533
OG0000075	Prbf.g_00522	Syam.g_00148
OG0000076	Prbf.g_00496	Syam.g_00115
OG0000077	Prbf.g_01405	Syam.g_02074
OG0000078	Prbf.g_01578	Syam.g_00514
OG0000079	Prbf.g_01591	Syam.g_00270
OG0000081	Prbf.g_01812	Syam.g_00520, Syam.g_01918
OG0000082	Prbf.g_01867, Prbf.g_00704	Syam.g_01730
OG0000084	Prbf.g_00154	Syam.g_00441
OG0000085	Prbf.g_00822, Prbf.g_00701	Syam.g_01979
OG0000086	Prbf.g_01414	Syam.g_02092
OG0000087	Prbf.g_01469	Syam.g_02175
OG0000088	Prbf.g_01500	Syam.g_02213
OG0000089	Prbf.g_01701	Syam.g_00489
OG0000090	Prbf.g_01814	Syam.g_00651
OG0000091	Prbf.g_00990	Syam.g_01460
OG0000093	Prbf.g_01019	Syam.g_01305
OG0000094	Prbf.g_01068	Syam.g_01198
OG0000095	Prbf.g_01170	Syam.g_00774
OG0000097	Prbf.g_00964	Syam.g_00874
OG0000098	Prbf.g_00071	Syam.g_00944
OG0000099	Prbf.g_00118	Syam.g_00173
OG0000100	Prbf.g_00236	Syam.g_01259
OG0000101	Prbf.g_00558	Syam.g_00371
OG0000102	Prbf.g_00491	Syam.g_00110
OG0000103	Prbf.g_00406	Syam.g_02428
OG0000104	Prbf.g_00397	Syam.g_02442
OG0000105	Prbf.g_01614	Syam.g_00238
OG0000106	Prbf.g_00320	Syam.g_01039
OG0000107	Prbf.g_00629	Syam.g_00288
OG0000108	Prbf.g_01763	Syam.g_00583
OG0000109	Prbf.g_01777	Syam.g_00598
OG0000110	Prbf.g_01856	Syam.g_01743
OG0000111	Prbf.g_01260	Syam.g_00783
OG0000112	Prbf.g_01929	Syam.g_01115
OG0000113	Prbf.g_01222	Syam.g_01264
OG0000114	Prbf.g_01320	Syam.g_01349
OG0000115	Prbf.g_00062	Syam.g_01634
OG0000116	Prbf.g_00907	Syam.g_01807
OG0000117	Prbf.g_00945	Syam.g_00904
OG0000118	Prbf.g_00013	Syam.g_01698
OG0000120	Prbf.g_00115	Syam.g_00172
OG0000121	Prbf.g_00159	Syam.g_01615
OG0000122	Prbf.g_00055, Prbf.g_00200	Syam.g_01436
OG0000123	Prbf.g_00551	Syam.g_00379
OG0000124	Prbf.g_00478	Syam.g_00096
OG0000125	Prbf.g_00443	Syam.g_02319
OG0000126	Prbf.g_00398	Syam.g_02440
OG0000128	Prbf.g_00382	Syam.g_00012
OG0000129	Prbf.g_01367	Syam.g_02307
OG0000130	Prbf.g_01396	Syam.g_02062
OG0000131	Prbf.g_01478	Syam.g_02191
OG0000132	Prbf.g_01498	Syam.g_02211
OG0000133	Prbf.g_01661	Syam.g_01120
OG0000134	Prbf.g_01703	Syam.g_00492
OG0000135	Prbf.g_00044	Syam.g_02347
OG0000136	Prbf.g_01725	Syam.g_01857
OG0000137	Prbf.g_01758	Syam.g_01668
OG0000138	Prbf.g_01778	Syam.g_00599
OG0000139	Prbf.g_01818	Syam.g_00657
OG0000140	Prbf.g_01819	Syam.g_00659
OG0000141	Prbf.g_01890	Syam.g_01514
OG0000142	Prbf.g_00982	Syam.g_01468
OG0000143	Prbf.g_00986	Syam.g_01464
OG0000144	Prbf.g_01000	Syam.g_01032
OG0000145	Prbf.g_00042	Syam.g_00605
OG0000146	Prbf.g_01928	Syam.g_01114
OG0000147	Prbf.g_01927	Syam.g_01113
OG0000148	Prbf.g_01228	Syam.g_01270
OG0000149	Prbf.g_01196	Syam.g_00725
OG0000150	Prbf.g_01186	Syam.g_00660
OG0000151	Prbf.g_01310	Syam.g_01338
OG0000152	Prbf.g_01117	Syam.g_01124
OG0000153	Prbf.g_01098	Syam.g_01160
OG0000154	Prbf.g_01078	Syam.g_01187
OG0000155	Prbf.g_00939	Syam.g_01763
OG0000156	Prbf.g_00037	Syam.g_01814
OG0000157	Prbf.g_00036	Syam.g_01815
OG0000158	Prbf.g_00514	Syam.g_00139
OG0000160	Prbf.g_00158	Syam.g_01614
OG0000161	Prbf.g_00164	Syam.g_01620
OG0000162	Prbf.g_00170	Syam.g_01627
OG0000163	Prbf.g_00209	Syam.g_01927
OG0000164	Prbf.g_00669	Syam.g_02023
OG0000165	Prbf.g_00662	Syam.g_01879, Syam.g_01878
OG0000166	Prbf.g_00595	Syam.g_00330
OG0000167	Prbf.g_00524	Syam.g_00151
OG0000168	Prbf.g_00513	Syam.g_00138
OG0000169	Prbf.g_00503	Syam.g_00127
OG0000170	Prbf.g_00500	Syam.g_00120
OG0000171	Prbf.g_00479	Syam.g_00097
OG0000172	Prbf.g_00472	Syam.g_00075
OG0000173	Prbf.g_00457	Syam.g_00057
OG0000174	Prbf.g_00428	Syam.g_02349
OG0000175	Prbf.g_00415	Syam.g_02417
OG0000176	Prbf.g_00389	Syam.g_00004
OG0000177	Prbf.g_00388	Syam.g_00005
OG0000178	Prbf.g_00387	Syam.g_00006
OG0000179	Prbf.g_01338	Syam.g_00021
OG0000180	Prbf.g_01339	Syam.g_00022
OG0000181	Prbf.g_01340	Syam.g_00023
OG0000182	Prbf.g_01341	Syam.g_00024
OG0000183	Prbf.g_01345	Syam.g_00028
OG0000184	Prbf.g_01371	Syam.g_02298
OG0000185	Prbf.g_01374	Syam.g_02295
OG0000186	Prbf.g_01390	Syam.g_02058
OG0000187	Prbf.g_01391	Syam.g_02059
OG0000188	Prbf.g_01408	Syam.g_02081
OG0000189	Prbf.g_01422	Syam.g_02108
OG0000190	Prbf.g_01424	Syam.g_02110
OG0000191	Prbf.g_01447	Syam.g_02142
OG0000192	Prbf.g_01452	Syam.g_02148
OG0000193	Prbf.g_01479	Syam.g_02192
OG0000194	Prbf.g_01482	Syam.g_02195
OG0000195	Prbf.g_01484	Syam.g_02197
OG0000196	Prbf.g_01495	Syam.g_02208
OG0000197	Prbf.g_01496	Syam.g_02209
OG0000198	Prbf.g_01497	Syam.g_02210
OG0000199	Prbf.g_01504	Syam.g_02218
OG0000200	Prbf.g_01518	Syam.g_02234
OG0000201	Prbf.g_01527	Syam.g_02248
OG0000202	Prbf.g_01528	Syam.g_02249
OG0000203	Prbf.g_01529	Syam.g_02250
OG0000204	Prbf.g_01530	Syam.g_02251
OG0000205	Prbf.g_01537	Syam.g_02258
OG0000206	Prbf.g_01542	Syam.g_02264
OG0000207	Prbf.g_01545	Syam.g_02266
OG0000208	Prbf.g_01546	Syam.g_02267
OG0000209	Prbf.g_01555	Syam.g_02278
OG0000210	Prbf.g_01556	Syam.g_02279
OG0000211	Prbf.g_01571	Syam.g_00504
OG0000212	Prbf.g_01579	Syam.g_00515
OG0000213	Prbf.g_01597	Syam.g_00263
OG0000214	Prbf.g_01607	Syam.g_00247
OG0000215	Prbf.g_01634	Syam.g_00216
OG0000216	Prbf.g_01635	Syam.g_00212
OG0000217	Prbf.g_01638	Syam.g_00208
OG0000218	Prbf.g_01640	Syam.g_00206
OG0000219	Prbf.g_01641	Syam.g_00205
OG0000220	Prbf.g_01642	Syam.g_00204
OG0000221	Prbf.g_01643	Syam.g_00198
OG0000222	Prbf.g_01650	Syam.g_00186
OG0000223	Prbf.g_01662	Syam.g_00168
OG0000224	Prbf.g_01664	Syam.g_00164
OG0000225	Prbf.g_01690	Syam.g_00473
OG0000226	Prbf.g_01694	Syam.g_00477
OG0000227	Prbf.g_01696	Syam.g_00479
OG0000228	Prbf.g_01700	Syam.g_00488
OG0000229	Prbf.g_01720	Syam.g_01867
OG0000230	Prbf.g_01722	Syam.g_01865
OG0000231	Prbf.g_01733	Syam.g_01848
OG0000232	Prbf.g_01744	Syam.g_01692
OG0000233	Prbf.g_01750	Syam.g_01678
OG0000234	Prbf.g_01759	Syam.g_01667
OG0000235	Prbf.g_01762	Syam.g_00582
OG0000236	Prbf.g_01776	Syam.g_00597
OG0000237	Prbf.g_01789	Syam.g_00614
OG0000238	Prbf.g_01795	Syam.g_00619
OG0000239	Prbf.g_01806	Syam.g_00637
OG0000240	Prbf.g_01807	Syam.g_00638
OG0000241	Prbf.g_01811	Syam.g_01477
OG0000242	Prbf.g_01813	Syam.g_00649
OG0000243	Prbf.g_01824	Syam.g_00668
OG0000244	Prbf.g_01827	Syam.g_00674
OG0000245	Prbf.g_01829	Syam.g_00676
OG0000246	Prbf.g_01833	Syam.g_00680
OG0000247	Prbf.g_01843	Syam.g_00692
OG0000248	Prbf.g_01846	Syam.g_00695
OG0000249	Prbf.g_01848	Syam.g_00697
OG0000250	Prbf.g_01853	Syam.g_01747
OG0000251	Prbf.g_01873	Syam.g_01722
OG0000252	Prbf.g_01876	Syam.g_01719
OG0000253	Prbf.g_01877	Syam.g_01718
OG0000254	Prbf.g_01894	Syam.g_01510
OG0000255	Prbf.g_01900	Syam.g_01500
OG0000256	Prbf.g_01910	Syam.g_01484
OG0000257	Prbf.g_00977	Syam.g_01478
OG0000258	Prbf.g_00991	Syam.g_01459
OG0000259	Prbf.g_01008	Syam.g_01378
OG0000260	Prbf.g_01011	Syam.g_01375
OG0000261	Prbf.g_01014	Syam.g_01372
OG0000262	Prbf.g_01018	Syam.g_01367
OG0000263	Prbf.g_01282	Syam.g_00885
OG0000264	Prbf.g_01271	Syam.g_00805
OG0000265	Prbf.g_01253	Syam.g_01880
OG0000266	Prbf.g_01037	Syam.g_01234
OG0000267	Prbf.g_01049	Syam.g_01071
OG0000268	Prbf.g_01050	Syam.g_01072
OG0000269	Prbf.g_01250	Syam.g_01295
OG0000270	Prbf.g_01247	Syam.g_01292
OG0000271	Prbf.g_01239	Syam.g_01284
OG0000272	Prbf.g_01238	Syam.g_01283
OG0000273	Prbf.g_01214	Syam.g_00745
OG0000274	Prbf.g_01213	Syam.g_00744
OG0000275	Prbf.g_01210	Syam.g_00741
OG0000276	Prbf.g_01204	Syam.g_00733
OG0000277	Prbf.g_01203	Syam.g_00732
OG0000278	Prbf.g_01200	Syam.g_00729
OG0000279	Prbf.g_01193	Syam.g_00721
OG0000280	Prbf.g_01192	Syam.g_00701
OG0000281	Prbf.g_01185	Syam.g_00943
OG0000282	Prbf.g_01318	Syam.g_01347
OG0000283	Prbf.g_01141	Syam.g_01087
OG0000284	Prbf.g_01136	Syam.g_01093
OG0000285	Prbf.g_01131	Syam.g_01105
OG0000286	Prbf.g_01118	Syam.g_01123
OG0000287	Prbf.g_00065	Syam.g_01153
OG0000288	Prbf.g_01079	Syam.g_01186
OG0000289	Prbf.g_01063	Syam.g_01201
OG0000290	Prbf.g_01167	Syam.g_00771
OG0000291	Prbf.g_01169	Syam.g_00773
OG0000292	Prbf.g_00873	Syam.g_02439
OG0000293	Prbf.g_00908	Syam.g_01806
OG0000294	Prbf.g_00909	Syam.g_01805
OG0000295	Prbf.g_00932	Syam.g_01771
OG0000296	Prbf.g_00934	Syam.g_01769
OG0000297	Prbf.g_00943	Syam.g_00906
OG0000298	Prbf.g_00944	Syam.g_00905
OG0000299	Prbf.g_00963	Syam.g_00878
OG0000300	Prbf.g_00966	Syam.g_00871
OG0000301	Prbf.g_00967	Syam.g_00870
OG0000302	Prbf.g_00969	Syam.g_00868
OG0000303	Prbf.g_00975	Syam.g_00859
OG0000304	Prbf.g_01915	Syam.g_00853
OG0000305	Prbf.g_00875	Syam.g_00776
OG0000306	Prbf.g_01181	Syam.g_01757
OG0000307	Prbf.g_00104	Syam.g_00566
OG0000308	Prbf.g_00105	Syam.g_00564
OG0000309	Prbf.g_00109	Syam.g_00559
OG0000310	Prbf.g_00143	Syam.g_01591
OG0000311	Prbf.g_00145	Syam.g_01595
OG0000312	Prbf.g_00148	Syam.g_01601
OG0000313	Prbf.g_00161	Syam.g_01617
OG0000314	Prbf.g_00184	Syam.g_01647
OG0000315	Prbf.g_00194	Syam.g_01658
OG0000316	Prbf.g_00219	Syam.g_01945
OG0000317	Prbf.g_00696	Syam.g_01987
OG0000318	Prbf.g_00692	Syam.g_01991
OG0000319	Prbf.g_00679	Syam.g_02006
OG0000320	Prbf.g_00677	Syam.g_02008
OG0000321	Prbf.g_00676	Syam.g_02009
OG0000322	Prbf.g_00675	Syam.g_02010
OG0000323	Prbf.g_00666	Syam.g_02025
OG0000324	Prbf.g_00639	Syam.g_01906
OG0000325	Prbf.g_00628	Syam.g_00289
OG0000326	Prbf.g_00621	Syam.g_00296
OG0000327	Prbf.g_00600	Syam.g_00325
OG0000328	Prbf.g_00599	Syam.g_00326
OG0000329	Prbf.g_00582	Syam.g_00344
OG0000330	Prbf.g_00581	Syam.g_00345
OG0000331	Prbf.g_00580	Syam.g_00346
OG0000332	Prbf.g_00566	Syam.g_00361
OG0000333	Prbf.g_00564	Syam.g_00364
OG0000334	Prbf.g_00555	Syam.g_00375
OG0000335	Prbf.g_00550	Syam.g_00380
OG0000336	Prbf.g_00546	Syam.g_00384
OG0000337	Prbf.g_00528	Syam.g_00155
OG0000338	Prbf.g_00527	Syam.g_00153
OG0000339	Prbf.g_00521	Syam.g_00147
OG0000340	Prbf.g_00512	Syam.g_00137
OG0000341	Prbf.g_00510	Syam.g_00135
OG0000342	Prbf.g_00509	Syam.g_00134
OG0000343	Prbf.g_00508	Syam.g_00133
OG0000344	Prbf.g_00505	Syam.g_00129
OG0000345	Prbf.g_00499	Syam.g_00119
OG0000346	Prbf.g_00495	Syam.g_00114
OG0000347	Prbf.g_00477	Syam.g_00083
OG0000348	Prbf.g_00469	Syam.g_00068
OG0000349	Prbf.g_00452	Syam.g_00050
OG0000350	Prbf.g_00351	Syam.g_00303
OG0000351	Prbf.g_00412	Syam.g_02420
OG0000352	Prbf.g_00411	Syam.g_02421
OG0000353	Prbf.g_00394	Syam.g_02445
OG0000355	Prbf.g_00392	Syam.g_00001
OG0000356	Prbf.g_00391	Syam.g_00002
OG0000357	Prbf.g_00390	Syam.g_00003
OG0000358	Prbf.g_00386	Syam.g_00007
OG0000359	Prbf.g_00385	Syam.g_00009
OG0000360	Prbf.g_00384	Syam.g_00010
OG0000361	Prbf.g_00383	Syam.g_00011
OG0000362	Prbf.g_00381	Syam.g_00013
OG0000363	Prbf.g_01336	Syam.g_00015
OG0000364	Prbf.g_01337	Syam.g_00016
OG0000365	Prbf.g_01342	Syam.g_00025
OG0000366	Prbf.g_01343	Syam.g_00026
OG0000367	Prbf.g_01344	Syam.g_00027
OG0000368	Prbf.g_01346	Syam.g_00029
OG0000369	Prbf.g_01347	Syam.g_00030
OG0000370	Prbf.g_01348	Syam.g_00031
OG0000371	Prbf.g_01355	Syam.g_00038
OG0000372	Prbf.g_01358	Syam.g_00043
OG0000373	Prbf.g_01359	Syam.g_00044
OG0000374	Prbf.g_01360	Syam.g_00045
OG0000375	Prbf.g_01362	Syam.g_00046
OG0000376	Prbf.g_01364	Syam.g_00048
OG0000377	Prbf.g_01368	Syam.g_02306
OG0000378	Prbf.g_01372	Syam.g_02297
OG0000379	Prbf.g_01375	Syam.g_02294
OG0000380	Prbf.g_01392	Syam.g_02060
OG0000381	Prbf.g_01397	Syam.g_02063
OG0000382	Prbf.g_01407	Syam.g_02080
OG0000383	Prbf.g_01409	Syam.g_02083
OG0000384	Prbf.g_01410	Syam.g_02084
OG0000385	Prbf.g_01411	Syam.g_02085
OG0000386	Prbf.g_01412	Syam.g_02086
OG0000387	Prbf.g_01426	Syam.g_02112
OG0000388	Prbf.g_01430	Syam.g_02116
OG0000389	Prbf.g_01433	Syam.g_02120
OG0000390	Prbf.g_01443	Syam.g_02136
OG0000391	Prbf.g_01446	Syam.g_02141
OG0000392	Prbf.g_01450	Syam.g_02147
OG0000393	Prbf.g_01453	Syam.g_02149
OG0000394	Prbf.g_01454	Syam.g_02150
OG0000395	Prbf.g_01455	Syam.g_02151
OG0000396	Prbf.g_01457	Syam.g_02153
OG0000397	Prbf.g_01459	Syam.g_02160
OG0000398	Prbf.g_01462	Syam.g_02165
OG0000399	Prbf.g_01463	Syam.g_02166
OG0000400	Prbf.g_01464	Syam.g_02167
OG0000401	Prbf.g_01465	Syam.g_02168
OG0000402	Prbf.g_01055	Syam.g_02171
OG0000403	Prbf.g_01467	Syam.g_02172
OG0000404	Prbf.g_01468	Syam.g_02173
OG0000405	Prbf.g_01472	Syam.g_02189
OG0000406	Prbf.g_01480	Syam.g_02193
OG0000407	Prbf.g_01481	Syam.g_02194
OG0000408	Prbf.g_01483	Syam.g_02196
OG0000409	Prbf.g_01485	Syam.g_02198
OG0000410	Prbf.g_01486	Syam.g_02199
OG0000411	Prbf.g_01487	Syam.g_02200
OG0000412	Prbf.g_01488	Syam.g_02201
OG0000413	Prbf.g_01490	Syam.g_02203
OG0000414	Prbf.g_01491	Syam.g_02204
OG0000415	Prbf.g_01492	Syam.g_02205
OG0000416	Prbf.g_01493	Syam.g_02206
OG0000417	Prbf.g_01494	Syam.g_02207
OG0000418	Prbf.g_01499	Syam.g_02212
OG0000419	Prbf.g_01501	Syam.g_02214
OG0000420	Prbf.g_01502	Syam.g_02216
OG0000421	Prbf.g_01507	Syam.g_02221
OG0000422	Prbf.g_01508	Syam.g_02222
OG0000423	Prbf.g_01509	Syam.g_02223
OG0000424	Prbf.g_01510	Syam.g_02224
OG0000425	Prbf.g_01511	Syam.g_02225
OG0000426	Prbf.g_01512	Syam.g_02226
OG0000427	Prbf.g_01513	Syam.g_02227
OG0000428	Prbf.g_01515	Syam.g_02230
OG0000429	Prbf.g_01516	Syam.g_02232
OG0000430	Prbf.g_01517	Syam.g_02233
OG0000431	Prbf.g_01519	Syam.g_02237
OG0000432	Prbf.g_01523	Syam.g_02243
OG0000433	Prbf.g_01524	Syam.g_02244
OG0000434	Prbf.g_01525	Syam.g_02245
OG0000435	Prbf.g_01526	Syam.g_02246
OG0000436	Prbf.g_01531	Syam.g_02252
OG0000437	Prbf.g_01532	Syam.g_02253
OG0000438	Prbf.g_01533	Syam.g_02254
OG0000439	Prbf.g_01535	Syam.g_02256
OG0000440	Prbf.g_01536	Syam.g_02257
OG0000441	Prbf.g_01539	Syam.g_02261
OG0000442	Prbf.g_01540	Syam.g_02262
OG0000443	Prbf.g_01541	Syam.g_02263
OG0000444	Prbf.g_01547	Syam.g_02268
OG0000445	Prbf.g_01548	Syam.g_02269
OG0000446	Prbf.g_01549	Syam.g_02270
OG0000447	Prbf.g_01550	Syam.g_02272
OG0000448	Prbf.g_01551	Syam.g_02273
OG0000449	Prbf.g_01552	Syam.g_02274
OG0000450	Prbf.g_01553	Syam.g_02275
OG0000451	Prbf.g_01554	Syam.g_02276
OG0000452	Prbf.g_01557	Syam.g_02280
OG0000453	Prbf.g_01558	Syam.g_02281
OG0000454	Prbf.g_01559	Syam.g_02282
OG0000455	Prbf.g_01560	Syam.g_02283
OG0000456	Prbf.g_01561	Syam.g_02284
OG0000457	Prbf.g_01563	Syam.g_02286
OG0000458	Prbf.g_01564	Syam.g_02287
OG0000459	Prbf.g_01565	Syam.g_02288
OG0000460	Prbf.g_01573	Syam.g_00506
OG0000461	Prbf.g_01581	Syam.g_00284
OG0000462	Prbf.g_01583	Syam.g_00281
OG0000463	Prbf.g_01584	Syam.g_00280
OG0000464	Prbf.g_01585	Syam.g_00279
OG0000465	Prbf.g_01586	Syam.g_00277
OG0000466	Prbf.g_01589	Syam.g_00273
OG0000467	Prbf.g_01590	Syam.g_00271
OG0000468	Prbf.g_01593	Syam.g_00266
OG0000469	Prbf.g_01601	Syam.g_00253
OG0000470	Prbf.g_01603	Syam.g_00251
OG0000471	Prbf.g_01604	Syam.g_00250
OG0000472	Prbf.g_01606	Syam.g_00248
OG0000473	Prbf.g_01608	Syam.g_00246
OG0000474	Prbf.g_01609	Syam.g_00245
OG0000475	Prbf.g_01610	Syam.g_00244
OG0000476	Prbf.g_01612	Syam.g_00242
OG0000477	Prbf.g_01615	Syam.g_00236
OG0000478	Prbf.g_01616	Syam.g_00235
OG0000479	Prbf.g_01617	Syam.g_00234
OG0000480	Prbf.g_01622	Syam.g_00227
OG0000481	Prbf.g_01625	Syam.g_00225
OG0000482	Prbf.g_01626	Syam.g_00224
OG0000483	Prbf.g_01629	Syam.g_00220
OG0000484	Prbf.g_01630	Syam.g_00219
OG0000485	Prbf.g_01632	Syam.g_00218
OG0000486	Prbf.g_01633	Syam.g_00217
OG0000487	Prbf.g_01636	Syam.g_00211
OG0000488	Prbf.g_01639	Syam.g_00207
OG0000489	Prbf.g_01644	Syam.g_00197
OG0000490	Prbf.g_01648	Syam.g_00189
OG0000491	Prbf.g_01649	Syam.g_00187
OG0000492	Prbf.g_01651	Syam.g_00185
OG0000493	Prbf.g_01652	Syam.g_00184
OG0000494	Prbf.g_01653	Syam.g_00183
OG0000495	Prbf.g_01654	Syam.g_00182
OG0000496	Prbf.g_01655	Syam.g_00181
OG0000497	Prbf.g_01656	Syam.g_00180
OG0000498	Prbf.g_01657	Syam.g_00179
OG0000499	Prbf.g_01658	Syam.g_00178
OG0000500	Prbf.g_01659	Syam.g_00177
OG0000501	Prbf.g_01660	Syam.g_00174
OG0000502	Prbf.g_01663	Syam.g_00165
OG0000503	Prbf.g_01678	Syam.g_00457
OG0000504	Prbf.g_01680	Syam.g_00459
OG0000505	Prbf.g_01681	Syam.g_00460
OG0000506	Prbf.g_01682	Syam.g_00462
OG0000507	Prbf.g_01685	Syam.g_00468
OG0000508	Prbf.g_01689	Syam.g_00472
OG0000509	Prbf.g_01691	Syam.g_00474
OG0000510	Prbf.g_01692	Syam.g_00475
OG0000511	Prbf.g_01693	Syam.g_00476
OG0000512	Prbf.g_01695	Syam.g_00478
OG0000513	Prbf.g_01704	Syam.g_00493
OG0000514	Prbf.g_01715	Syam.g_00499
OG0000515	Prbf.g_01716	Syam.g_00500
OG0000516	Prbf.g_01717	Syam.g_01862
OG0000517	Prbf.g_01719	Syam.g_01868
OG0000518	Prbf.g_01730	Syam.g_01851
OG0000519	Prbf.g_01731	Syam.g_01850
OG0000520	Prbf.g_01732	Syam.g_01849
OG0000521	Prbf.g_01740	Syam.g_01696
OG0000522	Prbf.g_01742	Syam.g_01694
OG0000523	Prbf.g_01743	Syam.g_01693
OG0000524	Prbf.g_01748	Syam.g_01681
OG0000525	Prbf.g_01752	Syam.g_01677
OG0000526	Prbf.g_01753	Syam.g_01674
OG0000527	Prbf.g_01756	Syam.g_01670
OG0000528	Prbf.g_01761	Syam.g_00580
OG0000529	Prbf.g_01764	Syam.g_00584
OG0000530	Prbf.g_01767	Syam.g_00587
OG0000531	Prbf.g_01768	Syam.g_00588
OG0000532	Prbf.g_01770	Syam.g_00591
OG0000533	Prbf.g_01771	Syam.g_00592
OG0000534	Prbf.g_01772	Syam.g_00593
OG0000535	Prbf.g_01773	Syam.g_00594
OG0000536	Prbf.g_01774	Syam.g_00595
OG0000537	Prbf.g_01775	Syam.g_00596
OG0000538	Prbf.g_01784	Syam.g_00607
OG0000539	Prbf.g_01785	Syam.g_00608
OG0000540	Prbf.g_01786	Syam.g_00609
OG0000541	Prbf.g_01787	Syam.g_00610
OG0000542	Prbf.g_01788	Syam.g_00613
OG0000543	Prbf.g_01790	Syam.g_00615
OG0000544	Prbf.g_01791	Syam.g_00616
OG0000545	Prbf.g_01793	Syam.g_00618
OG0000546	Prbf.g_01796	Syam.g_00620
OG0000547	Prbf.g_01798	Syam.g_00622
OG0000548	Prbf.g_01799	Syam.g_00623
OG0000549	Prbf.g_01801	Syam.g_00630
OG0000550	Prbf.g_01805	Syam.g_00635
OG0000551	Prbf.g_01808	Syam.g_00640
OG0000552	Prbf.g_01809	Syam.g_00641
OG0000553	Prbf.g_01810	Syam.g_00643
OG0000554	Prbf.g_01815	Syam.g_00652
OG0000555	Prbf.g_01823	Syam.g_00667
OG0000556	Prbf.g_01825	Syam.g_00670
OG0000557	Prbf.g_01826	Syam.g_00672
OG0000558	Prbf.g_01828	Syam.g_00675
