Orthogroup	Prbf	Prah
OG0000031	Prbf.g_00116	Prah.g_02248, Prah.g_00091
OG0000032	Prbf.g_00196	Prah.g_00358
OG0000033	Prbf.g_00123	Prah.g_02307
OG0000034	Prbf.g_00015	Prah.g_01376
OG0000035	Prbf.g_00157	Prah.g_00408
OG0000037	Prbf.g_01437	Prah.g_01901
OG0000038	Prbf.g_00445	Prah.g_02494, Prah.g_02496
OG0000039	Prbf.g_01276	Prah.g_01758, Prah.g_02382
OG0000041	Prbf.g_00646	Prah.g_01737
OG0000042	Prbf.g_00487	Prah.g_00135, Prah.g_01256
OG0000043	Prbf.g_00897	Prah.g_01190
OG0000045	Prbf.g_00874	Prah.g_01837
OG0000046	Prbf.g_01666	Prah.g_01955
OG0000047	Prbf.g_01707	Prah.g_00321, Prah.g_00322
OG0000048	Prbf.g_00039	Prah.g_02122
OG0000051	Prbf.g_00340	Prah.g_01166
OG0000052	Prbf.g_01380	Prah.g_02219
OG0000053	Prbf.g_00178, Prbf.g_00748	Prah.g_00381
OG0000054	Prbf.g_01889	Prah.g_01394
OG0000055	Prbf.g_00869, Prbf.g_00719	Prah.g_00942
OG0000057	Prbf.g_01261	Prah.g_01027
OG0000058	Prbf.g_00117	Prah.g_02195
OG0000059	Prbf.g_00606	Prah.g_02043
OG0000061	Prbf.g_00918	Prah.g_01322
OG0000062	Prbf.g_00242	Prah.g_01654
OG0000063	Prbf.g_00808	Prah.g_00042
OG0000065	Prbf.g_01435	Prah.g_01897
OG0000066	Prbf.g_01820, Prbf.g_00781	Prah.g_01485
OG0000067	Prbf.g_01245	Prah.g_00667, Prah.g_01826
OG0000068	Prbf.g_00095	Prah.g_01576
OG0000070	Prbf.g_01734	Prah.g_00252
OG0000071	Prbf.g_00026	Prah.g_01364
OG0000072	Prbf.g_01505	Prah.g_02309
OG0000073	Prbf.g_01783	Prah.g_01544
OG0000075	Prbf.g_00522	Prah.g_02232
OG0000076	Prbf.g_00496	Prah.g_00150
OG0000077	Prbf.g_01405	Prah.g_01850
OG0000078	Prbf.g_01578	Prah.g_01773
OG0000079	Prbf.g_01591	Prah.g_02090, Prah.g_01868
OG0000081	Prbf.g_01812	Prah.g_01035
OG0000082	Prbf.g_01867, Prbf.g_00704	Prah.g_01427
OG0000084	Prbf.g_00154	Prah.g_00412
OG0000085	Prbf.g_00822, Prbf.g_00701	Prah.g_01666
OG0000086	Prbf.g_01414	Prah.g_01866
OG0000087	Prbf.g_01469	Prah.g_02268
OG0000088	Prbf.g_01500	Prah.g_02304, Prah.g_00957
OG0000089	Prbf.g_01701	Prah.g_00205
OG0000090	Prbf.g_01814	Prah.g_01501
OG0000091	Prbf.g_00990	Prah.g_00493
OG0000093	Prbf.g_01019	Prah.g_00692
OG0000094	Prbf.g_01068	Prah.g_02518
OG0000095	Prbf.g_01170	Prah.g_00915
OG0000097	Prbf.g_00964	Prah.g_01272
OG0000098	Prbf.g_00071	Prah.g_00327
OG0000099	Prbf.g_00118	Prah.g_02191
OG0000100	Prbf.g_00236	Prah.g_01791, Prah.g_00636
OG0000101	Prbf.g_00558	Prah.g_01995
OG0000102	Prbf.g_00491	Prah.g_00144
OG0000103	Prbf.g_00406	Prah.g_02586
OG0000104	Prbf.g_00397	Prah.g_02600
OG0000105	Prbf.g_01614	Prah.g_02126
OG0000106	Prbf.g_00320	Prah.g_01660
OG0000107	Prbf.g_00629	Prah.g_02072
OG0000108	Prbf.g_01763	Prah.g_01566
OG0000109	Prbf.g_01777	Prah.g_01550
OG0000110	Prbf.g_01856	Prah.g_01439
OG0000111	Prbf.g_01260	Prah.g_01028
OG0000112	Prbf.g_01929	Prah.g_00788
OG0000113	Prbf.g_01222	Prah.g_00641
OG0000114	Prbf.g_01320	Prah.g_00733
OG0000115	Prbf.g_00062	Prah.g_00383
OG0000116	Prbf.g_00907	Prah.g_01337
OG0000117	Prbf.g_00945	Prah.g_01257
OG0000118	Prbf.g_00013	Prah.g_01378
OG0000119	Prbf.g_00864	Prah.g_01007
OG0000119	Prbf.g_00254	Prah.g_01048
OG0000120	Prbf.g_00115	Prah.g_02192
OG0000121	Prbf.g_00159	Prah.g_00406
OG0000122	Prbf.g_00200	Prah.g_01203
OG0000123	Prbf.g_00551	Prah.g_01987
OG0000124	Prbf.g_00478	Prah.g_00125
OG0000125	Prbf.g_00443	Prah.g_02498
OG0000126	Prbf.g_00398	Prah.g_02598
OG0000128	Prbf.g_00382	Prah.g_00013
OG0000129	Prbf.g_01367	Prah.g_02486
OG0000130	Prbf.g_01396	Prah.g_01838
OG0000131	Prbf.g_01478	Prah.g_02282
OG0000132	Prbf.g_01498	Prah.g_02302
OG0000133	Prbf.g_01661	Prah.g_02187
OG0000134	Prbf.g_01703	Prah.g_00208
OG0000135	Prbf.g_00044	Prah.g_02538
OG0000136	Prbf.g_01725	Prah.g_00235
OG0000137	Prbf.g_01758	Prah.g_00312
OG0000138	Prbf.g_01778	Prah.g_01549
OG0000139	Prbf.g_01818	Prah.g_01495
OG0000140	Prbf.g_01819	Prah.g_01489
OG0000141	Prbf.g_01890	Prah.g_01393
OG0000142	Prbf.g_00982	Prah.g_00501
OG0000143	Prbf.g_00986	Prah.g_00497
OG0000144	Prbf.g_01000	Prah.g_00473
OG0000145	Prbf.g_00042	Prah.g_01543
OG0000146	Prbf.g_01928	Prah.g_00787
OG0000147	Prbf.g_01927	Prah.g_00786
OG0000148	Prbf.g_01228	Prah.g_00649
OG0000149	Prbf.g_01196	Prah.g_00591
OG0000150	Prbf.g_01186	Prah.g_00568
OG0000151	Prbf.g_01310	Prah.g_00718
OG0000152	Prbf.g_01117	Prah.g_00796
OG0000153	Prbf.g_01098	Prah.g_00826
OG0000154	Prbf.g_01078	Prah.g_00852
OG0000155	Prbf.g_00939	Prah.g_01291
OG0000156	Prbf.g_00037	Prah.g_01349
OG0000157	Prbf.g_00036	Prah.g_01350
OG0000158	Prbf.g_00514	Prah.g_02242
OG0000160	Prbf.g_00158	Prah.g_00407
OG0000161	Prbf.g_00164	Prah.g_00399
OG0000162	Prbf.g_00170	Prah.g_00391
OG0000163	Prbf.g_00209	Prah.g_01619
OG0000164	Prbf.g_00669	Prah.g_01705
OG0000165	Prbf.g_00662	Prah.g_01716
OG0000166	Prbf.g_00595	Prah.g_02033
OG0000167	Prbf.g_00524	Prah.g_02230
OG0000168	Prbf.g_00513	Prah.g_02243
OG0000169	Prbf.g_00503	Prah.g_00163
OG0000170	Prbf.g_00500	Prah.g_00155
OG0000171	Prbf.g_00479	Prah.g_00126
OG0000172	Prbf.g_00472	Prah.g_00084
OG0000173	Prbf.g_00457	Prah.g_00061
OG0000174	Prbf.g_00428	Prah.g_02541
OG0000175	Prbf.g_00415	Prah.g_02575
OG0000176	Prbf.g_00389	Prah.g_00005
OG0000177	Prbf.g_00388	Prah.g_00006
OG0000178	Prbf.g_00387	Prah.g_00007
OG0000179	Prbf.g_01338	Prah.g_00022
OG0000180	Prbf.g_01339	Prah.g_00023
OG0000181	Prbf.g_01340	Prah.g_00024
OG0000182	Prbf.g_01341	Prah.g_00025
OG0000183	Prbf.g_01345	Prah.g_00029
OG0000184	Prbf.g_01371	Prah.g_02478
OG0000185	Prbf.g_01374	Prah.g_02458
OG0000186	Prbf.g_01390	Prah.g_01830
OG0000187	Prbf.g_01391	Prah.g_01833
OG0000188	Prbf.g_01408	Prah.g_01860
OG0000189	Prbf.g_01422	Prah.g_01884
OG0000190	Prbf.g_01424	Prah.g_01886
OG0000191	Prbf.g_01447	Prah.g_00188
OG0000192	Prbf.g_01452	Prah.g_00176, Prah.g_00180
OG0000193	Prbf.g_01479	Prah.g_02283
OG0000194	Prbf.g_01482	Prah.g_02286
OG0000195	Prbf.g_01484	Prah.g_02288
OG0000196	Prbf.g_01495	Prah.g_02299
OG0000197	Prbf.g_01496	Prah.g_02300
OG0000198	Prbf.g_01497	Prah.g_02301
OG0000199	Prbf.g_01504	Prah.g_02308
OG0000200	Prbf.g_01518	Prah.g_02324
OG0000201	Prbf.g_01527	Prah.g_02352
OG0000202	Prbf.g_01528	Prah.g_02353
OG0000203	Prbf.g_01529	Prah.g_02354
OG0000204	Prbf.g_01530	Prah.g_02355
OG0000205	Prbf.g_01537	Prah.g_02362
OG0000206	Prbf.g_01542	Prah.g_02371
OG0000207	Prbf.g_01545	Prah.g_02420
OG0000208	Prbf.g_01546	Prah.g_02419
OG0000209	Prbf.g_01555	Prah.g_02400
OG0000210	Prbf.g_01556	Prah.g_02399
OG0000211	Prbf.g_01571	Prah.g_01782
OG0000212	Prbf.g_01579	Prah.g_01772
OG0000213	Prbf.g_01597	Prah.g_02101
OG0000214	Prbf.g_01607	Prah.g_02118
OG0000215	Prbf.g_01634	Prah.g_02148
OG0000216	Prbf.g_01635	Prah.g_02151
OG0000217	Prbf.g_01638	Prah.g_02155
OG0000218	Prbf.g_01640	Prah.g_02157
OG0000219	Prbf.g_01641	Prah.g_02158
OG0000220	Prbf.g_01642	Prah.g_02159
OG0000221	Prbf.g_01643	Prah.g_02166
OG0000222	Prbf.g_01650	Prah.g_02174
OG0000223	Prbf.g_01662	Prah.g_02197
OG0000224	Prbf.g_01664	Prah.g_02207
OG0000225	Prbf.g_01690	Prah.g_01921
OG0000226	Prbf.g_01694	Prah.g_01917
OG0000227	Prbf.g_01696	Prah.g_01915
OG0000228	Prbf.g_01700	Prah.g_00204
OG0000229	Prbf.g_01720	Prah.g_00230
OG0000230	Prbf.g_01722	Prah.g_00232
OG0000231	Prbf.g_01733	Prah.g_00251
OG0000232	Prbf.g_01744	Prah.g_00261
OG0000233	Prbf.g_01750	Prah.g_00294
OG0000234	Prbf.g_01759	Prah.g_00313, Prah.g_00314
OG0000235	Prbf.g_01762	Prah.g_01567
OG0000236	Prbf.g_01776	Prah.g_01551
OG0000237	Prbf.g_01789	Prah.g_01534
OG0000238	Prbf.g_01795	Prah.g_01529
OG0000239	Prbf.g_01806	Prah.g_01513
OG0000240	Prbf.g_01807	Prah.g_01512
OG0000241	Prbf.g_01811	Prah.g_01094
OG0000242	Prbf.g_01813	Prah.g_00108, Prah.g_01503
OG0000243	Prbf.g_01824	Prah.g_01476
OG0000244	Prbf.g_01827	Prah.g_01472
OG0000245	Prbf.g_01829	Prah.g_01469
OG0000246	Prbf.g_01833	Prah.g_01465
OG0000247	Prbf.g_01843	Prah.g_01454
OG0000248	Prbf.g_01846	Prah.g_01451
OG0000249	Prbf.g_01848	Prah.g_01449
OG0000250	Prbf.g_01853	Prah.g_01443
OG0000251	Prbf.g_01873	Prah.g_01417
OG0000252	Prbf.g_01876	Prah.g_01414
OG0000253	Prbf.g_01877	Prah.g_01408
OG0000254	Prbf.g_01894	Prah.g_01389
OG0000255	Prbf.g_01900	Prah.g_00530
OG0000256	Prbf.g_01910	Prah.g_00516
OG0000257	Prbf.g_00977	Prah.g_00509
OG0000258	Prbf.g_00991	Prah.g_00486
OG0000259	Prbf.g_01008	Prah.g_00457
OG0000260	Prbf.g_01011	Prah.g_00454
OG0000261	Prbf.g_01014	Prah.g_00451
OG0000262	Prbf.g_01018	Prah.g_00445
OG0000263	Prbf.g_01282	Prah.g_02413
OG0000264	Prbf.g_01271	Prah.g_00974
OG0000265	Prbf.g_01253	Prah.g_00958, Prah.g_00887
OG0000266	Prbf.g_01037	Prah.g_00876
OG0000267	Prbf.g_01049	Prah.g_00751
OG0000268	Prbf.g_01050	Prah.g_00752
OG0000269	Prbf.g_01250	Prah.g_00672
OG0000270	Prbf.g_01247	Prah.g_00669
OG0000271	Prbf.g_01239	Prah.g_00661
OG0000272	Prbf.g_01238	Prah.g_00660
OG0000273	Prbf.g_01214	Prah.g_00609
OG0000274	Prbf.g_01213	Prah.g_00608
OG0000275	Prbf.g_01210	Prah.g_00605
OG0000276	Prbf.g_01204	Prah.g_00599
OG0000277	Prbf.g_01203	Prah.g_00598
OG0000278	Prbf.g_01200	Prah.g_00595
OG0000279	Prbf.g_01193	Prah.g_00587
OG0000280	Prbf.g_01192	Prah.g_00581
OG0000281	Prbf.g_01185	Prah.g_00566
OG0000282	Prbf.g_01318	Prah.g_00731
OG0000283	Prbf.g_01141	Prah.g_00761
OG0000284	Prbf.g_01136	Prah.g_00767
OG0000285	Prbf.g_01131	Prah.g_01178
OG0000286	Prbf.g_01118	Prah.g_00795
OG0000287	Prbf.g_00065	Prah.g_01131
OG0000288	Prbf.g_01079	Prah.g_00851
OG0000289	Prbf.g_01063	Prah.g_00864
OG0000290	Prbf.g_01167	Prah.g_00912
OG0000291	Prbf.g_01169	Prah.g_00914
OG0000292	Prbf.g_00873	Prah.g_02597
OG0000293	Prbf.g_00908	Prah.g_01336
OG0000294	Prbf.g_00909	Prah.g_01335
OG0000295	Prbf.g_00932	Prah.g_01298
OG0000296	Prbf.g_00934	Prah.g_01296
OG0000297	Prbf.g_00943	Prah.g_01259
OG0000298	Prbf.g_00944	Prah.g_01258
OG0000299	Prbf.g_00963	Prah.g_01268
OG0000300	Prbf.g_00966	Prah.g_01275
OG0000301	Prbf.g_00967	Prah.g_01276
OG0000302	Prbf.g_00969	Prah.g_01279
OG0000303	Prbf.g_00975	Prah.g_01289
OG0000304	Prbf.g_01915	Prah.g_01237, Prah.g_01238
OG0000305	Prbf.g_00875	Prah.g_00918
OG0000306	Prbf.g_01181	Prah.g_00560
OG0000307	Prbf.g_00104	Prah.g_01584
OG0000308	Prbf.g_00105	Prah.g_01586
OG0000309	Prbf.g_00109	Prah.g_01590
OG0000310	Prbf.g_00143	Prah.g_00428
OG0000311	Prbf.g_00145	Prah.g_00424
OG0000312	Prbf.g_00148	Prah.g_00420
OG0000313	Prbf.g_00161	Prah.g_00402
OG0000314	Prbf.g_00184	Prah.g_00371
OG0000315	Prbf.g_00194	Prah.g_00361
OG0000316	Prbf.g_00219	Prah.g_01631
OG0000317	Prbf.g_00696	Prah.g_01672
OG0000318	Prbf.g_00692	Prah.g_01677
OG0000319	Prbf.g_00679	Prah.g_01694
OG0000320	Prbf.g_00677	Prah.g_01696
OG0000321	Prbf.g_00676	Prah.g_01697
OG0000322	Prbf.g_00675	Prah.g_01698
OG0000323	Prbf.g_00666	Prah.g_01710
OG0000324	Prbf.g_00639	Prah.g_01744
OG0000325	Prbf.g_00628	Prah.g_02071
OG0000326	Prbf.g_00621	Prah.g_02064
OG0000327	Prbf.g_00600	Prah.g_02038
OG0000328	Prbf.g_00599	Prah.g_02037
OG0000329	Prbf.g_00582	Prah.g_02020
OG0000330	Prbf.g_00581	Prah.g_02019
OG0000331	Prbf.g_00580	Prah.g_02018
OG0000332	Prbf.g_00566	Prah.g_02003
OG0000333	Prbf.g_00564	Prah.g_02001
OG0000334	Prbf.g_00555	Prah.g_01991
OG0000335	Prbf.g_00550	Prah.g_01986
OG0000336	Prbf.g_00546	Prah.g_01982
OG0000337	Prbf.g_00528	Prah.g_02224
OG0000338	Prbf.g_00527	Prah.g_02227
OG0000339	Prbf.g_00521	Prah.g_02234
OG0000340	Prbf.g_00512	Prah.g_02244
OG0000341	Prbf.g_00510	Prah.g_02246
OG0000342	Prbf.g_00509	Prah.g_02247
OG0000343	Prbf.g_00508	Prah.g_00168
OG0000344	Prbf.g_00505	Prah.g_00165
OG0000345	Prbf.g_00499	Prah.g_00154
OG0000346	Prbf.g_00495	Prah.g_00149
OG0000347	Prbf.g_00477	Prah.g_00089
OG0000348	Prbf.g_00469	Prah.g_00078
OG0000349	Prbf.g_00452	Prah.g_00053
OG0000350	Prbf.g_00351	Prah.g_02533
OG0000351	Prbf.g_00412	Prah.g_02578
OG0000352	Prbf.g_00411	Prah.g_02579
OG0000353	Prbf.g_00394	Prah.g_02603
OG0000355	Prbf.g_00392	Prah.g_00002
OG0000356	Prbf.g_00391	Prah.g_00003
OG0000357	Prbf.g_00390	Prah.g_00004
OG0000358	Prbf.g_00386	Prah.g_00008
OG0000359	Prbf.g_00385	Prah.g_00010
OG0000360	Prbf.g_00384	Prah.g_00011
OG0000361	Prbf.g_00383	Prah.g_00012
OG0000362	Prbf.g_00381	Prah.g_00014
OG0000363	Prbf.g_01336	Prah.g_00016
OG0000364	Prbf.g_01337	Prah.g_00017
OG0000365	Prbf.g_01342	Prah.g_00026
OG0000366	Prbf.g_01343	Prah.g_00027
OG0000367	Prbf.g_01344	Prah.g_00028
OG0000368	Prbf.g_01346	Prah.g_00030
OG0000369	Prbf.g_01347	Prah.g_00031
OG0000370	Prbf.g_01348	Prah.g_00032
OG0000371	Prbf.g_01355	Prah.g_00041
OG0000372	Prbf.g_01358	Prah.g_00046
OG0000373	Prbf.g_01359	Prah.g_00047
OG0000374	Prbf.g_01360	Prah.g_00048
OG0000375	Prbf.g_01362	Prah.g_00049
OG0000376	Prbf.g_01364	Prah.g_00051
OG0000377	Prbf.g_01368	Prah.g_02485
OG0000378	Prbf.g_01372	Prah.g_02471
OG0000379	Prbf.g_01375	Prah.g_02457
OG0000380	Prbf.g_01392	Prah.g_01834
OG0000381	Prbf.g_01397	Prah.g_01839
OG0000382	Prbf.g_01407	Prah.g_01859
OG0000383	Prbf.g_01409	Prah.g_01861
OG0000384	Prbf.g_01410	Prah.g_01862
OG0000385	Prbf.g_01411	Prah.g_01863
OG0000386	Prbf.g_01412	Prah.g_01864
OG0000387	Prbf.g_01426	Prah.g_01888
OG0000388	Prbf.g_01430	Prah.g_01892
OG0000389	Prbf.g_01433	Prah.g_01896
OG0000390	Prbf.g_01443	Prah.g_00194
OG0000391	Prbf.g_01446	Prah.g_00189
OG0000392	Prbf.g_01450	Prah.g_00183
OG0000393	Prbf.g_01453	Prah.g_00175
OG0000394	Prbf.g_01454	Prah.g_00174
OG0000395	Prbf.g_01455	Prah.g_00173
OG0000396	Prbf.g_01457	Prah.g_02252
OG0000397	Prbf.g_01459	Prah.g_02254
OG0000398	Prbf.g_01462	Prah.g_02259
OG0000399	Prbf.g_01463	Prah.g_02260
OG0000400	Prbf.g_01464	Prah.g_02261
OG0000401	Prbf.g_01465	Prah.g_02262
OG0000402	Prbf.g_01055	Prah.g_02264
OG0000403	Prbf.g_01467	Prah.g_02265
OG0000405	Prbf.g_01472	Prah.g_02280
OG0000406	Prbf.g_01480	Prah.g_02284
OG0000407	Prbf.g_01481	Prah.g_02285
OG0000408	Prbf.g_01483	Prah.g_02287
OG0000409	Prbf.g_01485	Prah.g_02289
OG0000410	Prbf.g_01486	Prah.g_02290
OG0000411	Prbf.g_01487	Prah.g_02291
OG0000412	Prbf.g_01488	Prah.g_02292
OG0000413	Prbf.g_01490	Prah.g_02294
OG0000414	Prbf.g_01491	Prah.g_02295
OG0000415	Prbf.g_01492	Prah.g_02296
OG0000416	Prbf.g_01493	Prah.g_02297
OG0000417	Prbf.g_01494	Prah.g_02298
OG0000418	Prbf.g_01499	Prah.g_02303
OG0000419	Prbf.g_01501	Prah.g_02305
OG0000420	Prbf.g_01502	Prah.g_02306
OG0000421	Prbf.g_01507	Prah.g_02310
OG0000422	Prbf.g_01508	Prah.g_02311
OG0000423	Prbf.g_01509	Prah.g_02312
OG0000424	Prbf.g_01510	Prah.g_02313
OG0000425	Prbf.g_01511	Prah.g_02314
OG0000426	Prbf.g_01512	Prah.g_02315
OG0000427	Prbf.g_01513	Prah.g_02316
OG0000428	Prbf.g_01515	Prah.g_00709
OG0000429	Prbf.g_01516	Prah.g_02321
OG0000430	Prbf.g_01517	Prah.g_02323
OG0000431	Prbf.g_01519	Prah.g_02334
OG0000432	Prbf.g_01523	Prah.g_02341
OG0000433	Prbf.g_01524	Prah.g_02344
OG0000434	Prbf.g_01525	Prah.g_02345
OG0000435	Prbf.g_01526	Prah.g_02350
OG0000436	Prbf.g_01531	Prah.g_02356
OG0000437	Prbf.g_01532	Prah.g_02357
OG0000438	Prbf.g_01533	Prah.g_02358
OG0000439	Prbf.g_01535	Prah.g_02360
OG0000440	Prbf.g_01536	Prah.g_02361
OG0000441	Prbf.g_01539	Prah.g_02364
OG0000442	Prbf.g_01540	Prah.g_02365
OG0000443	Prbf.g_01541	Prah.g_02370
OG0000444	Prbf.g_01547	Prah.g_02418
OG0000445	Prbf.g_01548	Prah.g_02417
OG0000446	Prbf.g_01549	Prah.g_02415
OG0000447	Prbf.g_01550	Prah.g_02411
OG0000448	Prbf.g_01551	Prah.g_02410
OG0000449	Prbf.g_01552	Prah.g_02409
OG0000450	Prbf.g_01553	Prah.g_02403
OG0000451	Prbf.g_01554	Prah.g_02402
OG0000452	Prbf.g_01557	Prah.g_02398
OG0000453	Prbf.g_01558	Prah.g_02397
OG0000454	Prbf.g_01559	Prah.g_02396
OG0000455	Prbf.g_01560	Prah.g_02395
OG0000456	Prbf.g_01561	Prah.g_02394
OG0000457	Prbf.g_01563	Prah.g_02392
OG0000458	Prbf.g_01564	Prah.g_02391
OG0000459	Prbf.g_01565	Prah.g_02390
OG0000460	Prbf.g_01573	Prah.g_01781
OG0000461	Prbf.g_01581	Prah.g_02074
OG0000462	Prbf.g_01583	Prah.g_02078
OG0000463	Prbf.g_01584	Prah.g_02079
OG0000464	Prbf.g_01585	Prah.g_02080
OG0000465	Prbf.g_01586	Prah.g_02082
OG0000466	Prbf.g_01589	Prah.g_02087
OG0000467	Prbf.g_01590	Prah.g_02089
OG0000468	Prbf.g_01593	Prah.g_02098
OG0000469	Prbf.g_01601	Prah.g_02111
OG0000470	Prbf.g_01603	Prah.g_02114
OG0000471	Prbf.g_01604	Prah.g_02115
OG0000472	Prbf.g_01606	Prah.g_02117
OG0000473	Prbf.g_01608	Prah.g_02119
OG0000474	Prbf.g_01609	Prah.g_02120
OG0000475	Prbf.g_01610	Prah.g_02121
OG0000476	Prbf.g_01612	Prah.g_02123
OG0000477	Prbf.g_01615	Prah.g_02128
OG0000478	Prbf.g_01616	Prah.g_02129
OG0000479	Prbf.g_01617	Prah.g_02130
OG0000480	Prbf.g_01622	Prah.g_02137
OG0000481	Prbf.g_01625	Prah.g_02139
OG0000482	Prbf.g_01626	Prah.g_02140
OG0000483	Prbf.g_01629	Prah.g_02144
OG0000484	Prbf.g_01630	Prah.g_02145
OG0000485	Prbf.g_01632	Prah.g_02146
OG0000486	Prbf.g_01633	Prah.g_02147
OG0000487	Prbf.g_01636	Prah.g_02152
OG0000488	Prbf.g_01639	Prah.g_02156
OG0000489	Prbf.g_01644	Prah.g_02167
OG0000490	Prbf.g_01648	Prah.g_02172
OG0000491	Prbf.g_01649	Prah.g_02173
OG0000492	Prbf.g_01651	Prah.g_02175
OG0000493	Prbf.g_01652	Prah.g_02176
OG0000494	Prbf.g_01653	Prah.g_02177
OG0000495	Prbf.g_01654	Prah.g_02178
OG0000496	Prbf.g_01655	Prah.g_02179
OG0000497	Prbf.g_01656	Prah.g_02180
OG0000498	Prbf.g_01657	Prah.g_02181
OG0000499	Prbf.g_01658	Prah.g_02182
OG0000500	Prbf.g_01659	Prah.g_02183
OG0000501	Prbf.g_01660	Prah.g_02186
OG0000502	Prbf.g_01663	Prah.g_02199
OG0000503	Prbf.g_01678	Prah.g_01940
OG0000504	Prbf.g_01680	Prah.g_01938
OG0000505	Prbf.g_01681	Prah.g_01937
OG0000506	Prbf.g_01682	Prah.g_01935
OG0000507	Prbf.g_01685	Prah.g_01930
OG0000508	Prbf.g_01689	Prah.g_01922
OG0000509	Prbf.g_01691	Prah.g_01920
OG0000510	Prbf.g_01692	Prah.g_01919
OG0000511	Prbf.g_01693	Prah.g_01918
OG0000512	Prbf.g_01695	Prah.g_01916
OG0000513	Prbf.g_01704	Prah.g_00209
OG0000514	Prbf.g_01715	Prah.g_00218
OG0000515	Prbf.g_01716	Prah.g_00219
OG0000516	Prbf.g_01717	Prah.g_00221
OG0000517	Prbf.g_01719	Prah.g_00229
OG0000518	Prbf.g_01730	Prah.g_00241
OG0000519	Prbf.g_01731	Prah.g_00242
OG0000520	Prbf.g_01732	Prah.g_00247
OG0000521	Prbf.g_01740	Prah.g_00255
OG0000522	Prbf.g_01742	Prah.g_00257
OG0000523	Prbf.g_01743	Prah.g_00258
OG0000524	Prbf.g_01748	Prah.g_00290
OG0000525	Prbf.g_01752	Prah.g_00304
OG0000526	Prbf.g_01753	Prah.g_00306
OG0000527	Prbf.g_01756	Prah.g_00310
OG0000528	Prbf.g_01761	Prah.g_01572
OG0000529	Prbf.g_01764	Prah.g_01565
OG0000530	Prbf.g_01767	Prah.g_01562
OG0000531	Prbf.g_01768	Prah.g_01561
OG0000532	Prbf.g_01770	Prah.g_01558
OG0000533	Prbf.g_01771	Prah.g_01556
OG0000534	Prbf.g_01772	Prah.g_01555
OG0000535	Prbf.g_01773	Prah.g_01554
OG0000536	Prbf.g_01774	Prah.g_01553
OG0000537	Prbf.g_01775	Prah.g_01552
OG0000538	Prbf.g_01784	Prah.g_01541
OG0000539	Prbf.g_01785	Prah.g_01540
OG0000540	Prbf.g_01786	Prah.g_01539
OG0000541	Prbf.g_01787	Prah.g_01538
OG0000542	Prbf.g_01788	Prah.g_01535
OG0000543	Prbf.g_01790	Prah.g_01533
OG0000544	Prbf.g_01791	Prah.g_01532
OG0000545	Prbf.g_01793	Prah.g_01530
OG0000546	Prbf.g_01796	Prah.g_01528
OG0000547	Prbf.g_01798	Prah.g_01526
OG0000548	Prbf.g_01799	Prah.g_01525
OG0000549	Prbf.g_01801	Prah.g_01519
OG0000550	Prbf.g_01805	Prah.g_01514
OG0000551	Prbf.g_01808	Prah.g_01510
OG0000552	Prbf.g_01809	Prah.g_01509
OG0000553	Prbf.g_01810	Prah.g_01505
OG0000554	Prbf.g_01815	Prah.g_01500
OG0000555	Prbf.g_01823	Prah.g_01480
OG0000556	Prbf.g_01825	Prah.g_01474
OG0000557	Prbf.g_01826	Prah.g_01473
OG0000558	Prbf.g_01828	Prah.g_01470
OG0000559	Prbf.g_01832	Prah.g_01466
OG0000560	Prbf.g_01835	Prah.g_01463
