Orthogroup	Prbf	Prbe
OG0000074	Prbf.g_00295	Prbe.g_00070
OG0000075	Prbf.g_00522	Prbe.g_00800
OG0000076	Prbf.g_00496	Prbe.g_00774
OG0000077	Prbf.g_01405	Prbe.g_00183
OG0000078	Prbf.g_01578	Prbe.g_01792
OG0000079	Prbf.g_01591	Prbe.g_01805
OG0000080	Prbf.g_00129	Prbe.g_00339
OG0000080	Prbf.g_00131	Prbe.g_00337
OG0000081	Prbf.g_01812	Prbe.g_00604
OG0000082	Prbf.g_01867	Prbe.g_00549
OG0000082	Prbf.g_00704	Prbe.g_00996
OG0000084	Prbf.g_00154	Prbe.g_00314
OG0000085	Prbf.g_00822	Prbe.g_00007
OG0000085	Prbf.g_00701	Prbe.g_00993
OG0000086	Prbf.g_01414	Prbe.g_00192
OG0000087	Prbf.g_01469	Prbe.g_01683
OG0000088	Prbf.g_01500	Prbe.g_01714
OG0000089	Prbf.g_01701	Prbe.g_01915
OG0000090	Prbf.g_01814	Prbe.g_00602
OG0000091	Prbf.g_00990	Prbe.g_01477
OG0000092	Prbf.g_01315	Prbe.g_00422
OG0000093	Prbf.g_01019	Prbe.g_01448
OG0000094	Prbf.g_01068	Prbe.g_01399
OG0000095	Prbf.g_01170	Prbe.g_01297
OG0000096	Prbf.g_00306	Prbe.g_00081
OG0000097	Prbf.g_00964	Prbe.g_01503
OG0000098	Prbf.g_00071	Prbe.g_00397
OG0000099	Prbf.g_00118	Prbe.g_00350
OG0000100	Prbf.g_00236	Prbe.g_00232
OG0000101	Prbf.g_00558	Prbe.g_00836
OG0000102	Prbf.g_00491	Prbe.g_00769
OG0000103	Prbf.g_00406	Prbe.g_01195
OG0000104	Prbf.g_00397	Prbe.g_01061
OG0000105	Prbf.g_01614	Prbe.g_01828
OG0000106	Prbf.g_00320	Prbe.g_00740
OG0000107	Prbf.g_00629	Prbe.g_00921
OG0000108	Prbf.g_01763	Prbe.g_00653
OG0000109	Prbf.g_01777	Prbe.g_00639
OG0000110	Prbf.g_01856	Prbe.g_00560
OG0000111	Prbf.g_01260	Prbe.g_01207
OG0000112	Prbf.g_01929	Prbe.g_00487
OG0000113	Prbf.g_01222	Prbe.g_01245
OG0000114	Prbf.g_01320	Prbe.g_00417
OG0000115	Prbf.g_00062	Prbe.g_01618
OG0000116	Prbf.g_00907	Prbe.g_01560
OG0000117	Prbf.g_00945	Prbe.g_01522
OG0000118	Prbf.g_00013	Prbe.g_00880
OG0000119	Prbf.g_00864	Prbe.g_01603
OG0000119	Prbf.g_00254	Prbe.g_00214
OG0000120	Prbf.g_00115	Prbe.g_00353
OG0000121	Prbf.g_00159	Prbe.g_00309
OG0000122	Prbf.g_00055	Prbe.g_01625
OG0000122	Prbf.g_00200	Prbe.g_00268
OG0000123	Prbf.g_00551	Prbe.g_00829
OG0000124	Prbf.g_00478	Prbe.g_00745
OG0000125	Prbf.g_00443	Prbe.g_01158
OG0000126	Prbf.g_00398	Prbe.g_01060
OG0000128	Prbf.g_00382	Prbe.g_01076
OG0000129	Prbf.g_01367	Prbe.g_00145
OG0000130	Prbf.g_01396	Prbe.g_00174
OG0000131	Prbf.g_01478	Prbe.g_01692
OG0000132	Prbf.g_01498	Prbe.g_01712
OG0000133	Prbf.g_01661	Prbe.g_01875
OG0000134	Prbf.g_01703	Prbe.g_01917
OG0000135	Prbf.g_00044	Prbe.g_00911
OG0000136	Prbf.g_01725	Prbe.g_01939
OG0000137	Prbf.g_01758	Prbe.g_00658
OG0000138	Prbf.g_01778	Prbe.g_00638
OG0000139	Prbf.g_01818	Prbe.g_00598
OG0000140	Prbf.g_01819	Prbe.g_00597
OG0000141	Prbf.g_01890	Prbe.g_00526
OG0000142	Prbf.g_00982	Prbe.g_01485
OG0000143	Prbf.g_00986	Prbe.g_01481
OG0000144	Prbf.g_01000	Prbe.g_01467
OG0000145	Prbf.g_00042	Prbe.g_00909
OG0000146	Prbf.g_01928	Prbe.g_00488
OG0000147	Prbf.g_01927	Prbe.g_00489
OG0000148	Prbf.g_01228	Prbe.g_01239
OG0000149	Prbf.g_01196	Prbe.g_01271
OG0000150	Prbf.g_01186	Prbe.g_01281
OG0000151	Prbf.g_01310	Prbe.g_00427
OG0000152	Prbf.g_01117	Prbe.g_01350
OG0000153	Prbf.g_01098	Prbe.g_01369
OG0000154	Prbf.g_01078	Prbe.g_01389
OG0000155	Prbf.g_00939	Prbe.g_01528
OG0000156	Prbf.g_00037	Prbe.g_00904
OG0000157	Prbf.g_00036	Prbe.g_00903
OG0000158	Prbf.g_00514	Prbe.g_00792
OG0000159	Prbf.g_01387	Prbe.g_00165
OG0000160	Prbf.g_00158	Prbe.g_00310
OG0000161	Prbf.g_00164	Prbe.g_00304
OG0000162	Prbf.g_00170	Prbe.g_00298
OG0000163	Prbf.g_00209	Prbe.g_00259
OG0000164	Prbf.g_00669	Prbe.g_00961
OG0000165	Prbf.g_00662	Prbe.g_00954
OG0000166	Prbf.g_00595	Prbe.g_01083
OG0000167	Prbf.g_00524	Prbe.g_00802
OG0000168	Prbf.g_00513	Prbe.g_00791
OG0000169	Prbf.g_00503	Prbe.g_00781
OG0000170	Prbf.g_00500	Prbe.g_00778
OG0000171	Prbf.g_00479	Prbe.g_00758
OG0000172	Prbf.g_00472	Prbe.g_00751
OG0000173	Prbf.g_00457	Prbe.g_01143
OG0000174	Prbf.g_00428	Prbe.g_01173
OG0000175	Prbf.g_00415	Prbe.g_01186
OG0000176	Prbf.g_00389	Prbe.g_01069
OG0000177	Prbf.g_00388	Prbe.g_01070
OG0000178	Prbf.g_00387	Prbe.g_01071
OG0000179	Prbf.g_01338	Prbe.g_00116
OG0000180	Prbf.g_01339	Prbe.g_00117
OG0000181	Prbf.g_01340	Prbe.g_00118
OG0000182	Prbf.g_01341	Prbe.g_00119
OG0000183	Prbf.g_01345	Prbe.g_00123
OG0000184	Prbf.g_01371	Prbe.g_00149
OG0000185	Prbf.g_01374	Prbe.g_00152
OG0000186	Prbf.g_01390	Prbe.g_00168
OG0000187	Prbf.g_01391	Prbe.g_00169
OG0000188	Prbf.g_01408	Prbe.g_00186
OG0000189	Prbf.g_01422	Prbe.g_01636
OG0000190	Prbf.g_01424	Prbe.g_01638
OG0000191	Prbf.g_01447	Prbe.g_01661
OG0000192	Prbf.g_01452	Prbe.g_01666
OG0000193	Prbf.g_01479	Prbe.g_01693
OG0000194	Prbf.g_01482	Prbe.g_01696
OG0000195	Prbf.g_01484	Prbe.g_01698
OG0000196	Prbf.g_01495	Prbe.g_01709
OG0000197	Prbf.g_01496	Prbe.g_01710
OG0000198	Prbf.g_01497	Prbe.g_01711
OG0000199	Prbf.g_01504	Prbe.g_01718
OG0000200	Prbf.g_01518	Prbe.g_01732
OG0000201	Prbf.g_01527	Prbe.g_01741
OG0000202	Prbf.g_01528	Prbe.g_01742
OG0000203	Prbf.g_01529	Prbe.g_01743
OG0000204	Prbf.g_01530	Prbe.g_01744
OG0000205	Prbf.g_01537	Prbe.g_01751
OG0000206	Prbf.g_01542	Prbe.g_01756
OG0000207	Prbf.g_01545	Prbe.g_01759
OG0000208	Prbf.g_01546	Prbe.g_01760
OG0000209	Prbf.g_01555	Prbe.g_01769
OG0000210	Prbf.g_01556	Prbe.g_01770
OG0000211	Prbf.g_01571	Prbe.g_01785
OG0000212	Prbf.g_01579	Prbe.g_01793
OG0000213	Prbf.g_01597	Prbe.g_01811
OG0000214	Prbf.g_01607	Prbe.g_01821
OG0000215	Prbf.g_01634	Prbe.g_01848
OG0000216	Prbf.g_01635	Prbe.g_01849
OG0000217	Prbf.g_01638	Prbe.g_01852
OG0000218	Prbf.g_01640	Prbe.g_01854
OG0000219	Prbf.g_01641	Prbe.g_01855
OG0000220	Prbf.g_01642	Prbe.g_01856
OG0000221	Prbf.g_01643	Prbe.g_01857
OG0000222	Prbf.g_01650	Prbe.g_01864
OG0000223	Prbf.g_01662	Prbe.g_01876
OG0000224	Prbf.g_01664	Prbe.g_01878
OG0000225	Prbf.g_01690	Prbe.g_01904
OG0000226	Prbf.g_01694	Prbe.g_01908
OG0000227	Prbf.g_01696	Prbe.g_01910
OG0000228	Prbf.g_01700	Prbe.g_01914
OG0000229	Prbf.g_01720	Prbe.g_01934
OG0000230	Prbf.g_01722	Prbe.g_01936
OG0000231	Prbf.g_01733	Prbe.g_01947
OG0000232	Prbf.g_01744	Prbe.g_00672
OG0000233	Prbf.g_01750	Prbe.g_00666
OG0000234	Prbf.g_01759	Prbe.g_00657
OG0000235	Prbf.g_01762	Prbe.g_00654
OG0000236	Prbf.g_01776	Prbe.g_00640
OG0000237	Prbf.g_01789	Prbe.g_00627
OG0000238	Prbf.g_01795	Prbe.g_00621
OG0000239	Prbf.g_01806	Prbe.g_00610
OG0000240	Prbf.g_01807	Prbe.g_00609
OG0000241	Prbf.g_01811	Prbe.g_00605
OG0000242	Prbf.g_01813	Prbe.g_00603
OG0000243	Prbf.g_01824	Prbe.g_00592
OG0000244	Prbf.g_01827	Prbe.g_00589
OG0000245	Prbf.g_01829	Prbe.g_00587
OG0000246	Prbf.g_01833	Prbe.g_00583
OG0000247	Prbf.g_01843	Prbe.g_00573
OG0000248	Prbf.g_01846	Prbe.g_00570
OG0000249	Prbf.g_01848	Prbe.g_00568
OG0000250	Prbf.g_01853	Prbe.g_00563
OG0000251	Prbf.g_01873	Prbe.g_00543
OG0000252	Prbf.g_01876	Prbe.g_00540
OG0000253	Prbf.g_01877	Prbe.g_00539
OG0000254	Prbf.g_01894	Prbe.g_00522
OG0000255	Prbf.g_01900	Prbe.g_00516
OG0000256	Prbf.g_01910	Prbe.g_00506
OG0000257	Prbf.g_00977	Prbe.g_01490
OG0000258	Prbf.g_00991	Prbe.g_01476
OG0000259	Prbf.g_01008	Prbe.g_01459
OG0000260	Prbf.g_01011	Prbe.g_01456
OG0000261	Prbf.g_01014	Prbe.g_01453
OG0000262	Prbf.g_01018	Prbe.g_01449
OG0000263	Prbf.g_01282	Prbe.g_00455
OG0000264	Prbf.g_01271	Prbe.g_00466
OG0000265	Prbf.g_01253	Prbe.g_01214
OG0000266	Prbf.g_01037	Prbe.g_01430
OG0000267	Prbf.g_01049	Prbe.g_01418
OG0000268	Prbf.g_01050	Prbe.g_01417
OG0000269	Prbf.g_01250	Prbe.g_01217
OG0000270	Prbf.g_01247	Prbe.g_01220
OG0000271	Prbf.g_01239	Prbe.g_01228
OG0000272	Prbf.g_01238	Prbe.g_01229
OG0000273	Prbf.g_01214	Prbe.g_01253
OG0000274	Prbf.g_01213	Prbe.g_01254
OG0000275	Prbf.g_01210	Prbe.g_01257
OG0000276	Prbf.g_01204	Prbe.g_01263
OG0000277	Prbf.g_01203	Prbe.g_01264
OG0000278	Prbf.g_01200	Prbe.g_01267
OG0000279	Prbf.g_01193	Prbe.g_01274
OG0000280	Prbf.g_01192	Prbe.g_01275
OG0000281	Prbf.g_01185	Prbe.g_01282
OG0000282	Prbf.g_01318	Prbe.g_00419
OG0000283	Prbf.g_01141	Prbe.g_01326
OG0000284	Prbf.g_01136	Prbe.g_01331
OG0000285	Prbf.g_01131	Prbe.g_01336
OG0000286	Prbf.g_01118	Prbe.g_01349
OG0000287	Prbf.g_00065	Prbe.g_01615
OG0000288	Prbf.g_01079	Prbe.g_01388
OG0000289	Prbf.g_01063	Prbe.g_01404
OG0000290	Prbf.g_01167	Prbe.g_01300
OG0000291	Prbf.g_01169	Prbe.g_01298
OG0000292	Prbf.g_00873	Prbe.g_01594
OG0000293	Prbf.g_00908	Prbe.g_01559
OG0000294	Prbf.g_00909	Prbe.g_01558
OG0000295	Prbf.g_00932	Prbe.g_01535
OG0000296	Prbf.g_00934	Prbe.g_01533
OG0000297	Prbf.g_00943	Prbe.g_01524
OG0000298	Prbf.g_00944	Prbe.g_01523
OG0000299	Prbf.g_00963	Prbe.g_01504
OG0000300	Prbf.g_00966	Prbe.g_01501
OG0000301	Prbf.g_00967	Prbe.g_01500
OG0000302	Prbf.g_00969	Prbe.g_01498
OG0000303	Prbf.g_00975	Prbe.g_01492
OG0000304	Prbf.g_01915	Prbe.g_00501
OG0000305	Prbf.g_00875	Prbe.g_01592
OG0000306	Prbf.g_01181	Prbe.g_01286
OG0000307	Prbf.g_00104	Prbe.g_00364
OG0000308	Prbf.g_00105	Prbe.g_00363
OG0000309	Prbf.g_00109	Prbe.g_00359
OG0000310	Prbf.g_00143	Prbe.g_00325
OG0000311	Prbf.g_00145	Prbe.g_00323
OG0000312	Prbf.g_00148	Prbe.g_00320
OG0000313	Prbf.g_00161	Prbe.g_00307
OG0000314	Prbf.g_00184	Prbe.g_00284
OG0000315	Prbf.g_00194	Prbe.g_00274
OG0000316	Prbf.g_00219	Prbe.g_00249
OG0000317	Prbf.g_00696	Prbe.g_00988
OG0000318	Prbf.g_00692	Prbe.g_00984
OG0000319	Prbf.g_00679	Prbe.g_00971
OG0000320	Prbf.g_00677	Prbe.g_00969
OG0000321	Prbf.g_00676	Prbe.g_00968
OG0000322	Prbf.g_00675	Prbe.g_00967
OG0000323	Prbf.g_00666	Prbe.g_00958
OG0000324	Prbf.g_00639	Prbe.g_00931
OG0000325	Prbf.g_00628	Prbe.g_00920
OG0000326	Prbf.g_00621	Prbe.g_01109
OG0000327	Prbf.g_00600	Prbe.g_01088
OG0000328	Prbf.g_00599	Prbe.g_01087
OG0000329	Prbf.g_00582	Prbe.g_00860
OG0000330	Prbf.g_00581	Prbe.g_00859
OG0000331	Prbf.g_00580	Prbe.g_00858
OG0000332	Prbf.g_00566	Prbe.g_00844
OG0000333	Prbf.g_00564	Prbe.g_00842
OG0000334	Prbf.g_00555	Prbe.g_00833
OG0000335	Prbf.g_00550	Prbe.g_00828
OG0000336	Prbf.g_00546	Prbe.g_00824
OG0000337	Prbf.g_00528	Prbe.g_00806
OG0000338	Prbf.g_00527	Prbe.g_00805
OG0000339	Prbf.g_00521	Prbe.g_00799
OG0000340	Prbf.g_00512	Prbe.g_00790
OG0000341	Prbf.g_00510	Prbe.g_00788
OG0000342	Prbf.g_00509	Prbe.g_00787
OG0000343	Prbf.g_00508	Prbe.g_00786
OG0000344	Prbf.g_00505	Prbe.g_00783
OG0000345	Prbf.g_00499	Prbe.g_00777
OG0000346	Prbf.g_00495	Prbe.g_00773
OG0000347	Prbf.g_00477	Prbe.g_00746
OG0000348	Prbf.g_00469	Prbe.g_00754
OG0000349	Prbf.g_00452	Prbe.g_01149
OG0000350	Prbf.g_00351	Prbe.g_00709
OG0000351	Prbf.g_00412	Prbe.g_01189
OG0000352	Prbf.g_00411	Prbe.g_01190
OG0000353	Prbf.g_00394	Prbe.g_01064
OG0000355	Prbf.g_00392	Prbe.g_01066
OG0000356	Prbf.g_00391	Prbe.g_01067
OG0000357	Prbf.g_00390	Prbe.g_01068
OG0000358	Prbf.g_00386	Prbe.g_01072
OG0000359	Prbf.g_00385	Prbe.g_01073
OG0000360	Prbf.g_00384	Prbe.g_01074
OG0000361	Prbf.g_00383	Prbe.g_01075
OG0000362	Prbf.g_00381	Prbe.g_01077
OG0000363	Prbf.g_01336	Prbe.g_00114
OG0000364	Prbf.g_01337	Prbe.g_00115
OG0000365	Prbf.g_01342	Prbe.g_00120
OG0000366	Prbf.g_01343	Prbe.g_00121
OG0000367	Prbf.g_01344	Prbe.g_00122
OG0000368	Prbf.g_01346	Prbe.g_00124
OG0000369	Prbf.g_01347	Prbe.g_00125
OG0000370	Prbf.g_01348	Prbe.g_00126
OG0000371	Prbf.g_01355	Prbe.g_00133
OG0000372	Prbf.g_01358	Prbe.g_00136
OG0000373	Prbf.g_01359	Prbe.g_00137
OG0000374	Prbf.g_01360	Prbe.g_00138
OG0000375	Prbf.g_01362	Prbe.g_00140
OG0000376	Prbf.g_01364	Prbe.g_00142
OG0000377	Prbf.g_01368	Prbe.g_00146
OG0000378	Prbf.g_01372	Prbe.g_00150
OG0000379	Prbf.g_01375	Prbe.g_00153
OG0000380	Prbf.g_01392	Prbe.g_00170
OG0000381	Prbf.g_01397	Prbe.g_00175
OG0000382	Prbf.g_01407	Prbe.g_00185
OG0000383	Prbf.g_01409	Prbe.g_00187
OG0000384	Prbf.g_01410	Prbe.g_00188
OG0000385	Prbf.g_01411	Prbe.g_00189
OG0000386	Prbf.g_01412	Prbe.g_00190
OG0000387	Prbf.g_01426	Prbe.g_01640
OG0000388	Prbf.g_01430	Prbe.g_01644
OG0000389	Prbf.g_01433	Prbe.g_01647
OG0000390	Prbf.g_01443	Prbe.g_01657
OG0000391	Prbf.g_01446	Prbe.g_01660
OG0000392	Prbf.g_01450	Prbe.g_01664
OG0000393	Prbf.g_01453	Prbe.g_01667
OG0000394	Prbf.g_01454	Prbe.g_01668
OG0000395	Prbf.g_01455	Prbe.g_01669
OG0000396	Prbf.g_01457	Prbe.g_01671
OG0000397	Prbf.g_01459	Prbe.g_01673
OG0000398	Prbf.g_01462	Prbe.g_01676
OG0000399	Prbf.g_01463	Prbe.g_01677
OG0000400	Prbf.g_01464	Prbe.g_01678
OG0000401	Prbf.g_01465	Prbe.g_01679
OG0000402	Prbf.g_01055	Prbe.g_01412
OG0000403	Prbf.g_01467	Prbe.g_01681
OG0000404	Prbf.g_01468	Prbe.g_01682
OG0000405	Prbf.g_01472	Prbe.g_01686
OG0000406	Prbf.g_01480	Prbe.g_01694
OG0000407	Prbf.g_01481	Prbe.g_01695
OG0000408	Prbf.g_01483	Prbe.g_01697
OG0000409	Prbf.g_01485	Prbe.g_01699
OG0000410	Prbf.g_01486	Prbe.g_01700
OG0000411	Prbf.g_01487	Prbe.g_01701
OG0000412	Prbf.g_01488	Prbe.g_01702
OG0000413	Prbf.g_01490	Prbe.g_01704
OG0000414	Prbf.g_01491	Prbe.g_01705
OG0000415	Prbf.g_01492	Prbe.g_01706
OG0000416	Prbf.g_01493	Prbe.g_01707
OG0000417	Prbf.g_01494	Prbe.g_01708
OG0000418	Prbf.g_01499	Prbe.g_01713
OG0000419	Prbf.g_01501	Prbe.g_01715
OG0000420	Prbf.g_01502	Prbe.g_01716
OG0000421	Prbf.g_01507	Prbe.g_01721
OG0000422	Prbf.g_01508	Prbe.g_01722
OG0000423	Prbf.g_01509	Prbe.g_01723
OG0000424	Prbf.g_01510	Prbe.g_01724
OG0000425	Prbf.g_01511	Prbe.g_01725
OG0000426	Prbf.g_01512	Prbe.g_01726
OG0000427	Prbf.g_01513	Prbe.g_01727
OG0000428	Prbf.g_01515	Prbe.g_01729
OG0000429	Prbf.g_01516	Prbe.g_01730
OG0000430	Prbf.g_01517	Prbe.g_01731
OG0000431	Prbf.g_01519	Prbe.g_01733
OG0000432	Prbf.g_01523	Prbe.g_01737
OG0000433	Prbf.g_01524	Prbe.g_01738
OG0000434	Prbf.g_01525	Prbe.g_01739
OG0000435	Prbf.g_01526	Prbe.g_01740
OG0000436	Prbf.g_01531	Prbe.g_01745
OG0000437	Prbf.g_01532	Prbe.g_01746
OG0000438	Prbf.g_01533	Prbe.g_01747
OG0000439	Prbf.g_01535	Prbe.g_01749
OG0000440	Prbf.g_01536	Prbe.g_01750
OG0000441	Prbf.g_01539	Prbe.g_01753
OG0000442	Prbf.g_01540	Prbe.g_01754
OG0000443	Prbf.g_01541	Prbe.g_01755
OG0000444	Prbf.g_01547	Prbe.g_01761
OG0000445	Prbf.g_01548	Prbe.g_01762
OG0000446	Prbf.g_01549	Prbe.g_01763
OG0000447	Prbf.g_01550	Prbe.g_01764
OG0000448	Prbf.g_01551	Prbe.g_01765
OG0000449	Prbf.g_01552	Prbe.g_01766
OG0000450	Prbf.g_01553	Prbe.g_01767
OG0000451	Prbf.g_01554	Prbe.g_01768
OG0000452	Prbf.g_01557	Prbe.g_01771
OG0000453	Prbf.g_01558	Prbe.g_01772
OG0000454	Prbf.g_01559	Prbe.g_01773
OG0000455	Prbf.g_01560	Prbe.g_01774
OG0000456	Prbf.g_01561	Prbe.g_01775
OG0000457	Prbf.g_01563	Prbe.g_01777
OG0000458	Prbf.g_01564	Prbe.g_01778
OG0000459	Prbf.g_01565	Prbe.g_01779
OG0000460	Prbf.g_01573	Prbe.g_01787
OG0000461	Prbf.g_01581	Prbe.g_01795
OG0000462	Prbf.g_01583	Prbe.g_01797
OG0000463	Prbf.g_01584	Prbe.g_01798
OG0000464	Prbf.g_01585	Prbe.g_01799
OG0000465	Prbf.g_01586	Prbe.g_01800
OG0000466	Prbf.g_01589	Prbe.g_01803
OG0000467	Prbf.g_01590	Prbe.g_01804
OG0000468	Prbf.g_01593	Prbe.g_01807
OG0000469	Prbf.g_01601	Prbe.g_01815
OG0000470	Prbf.g_01603	Prbe.g_01817
OG0000471	Prbf.g_01604	Prbe.g_01818
OG0000472	Prbf.g_01606	Prbe.g_01820
OG0000473	Prbf.g_01608	Prbe.g_01822
OG0000474	Prbf.g_01609	Prbe.g_01823
OG0000475	Prbf.g_01610	Prbe.g_01824
OG0000476	Prbf.g_01612	Prbe.g_01826
OG0000477	Prbf.g_01615	Prbe.g_01829
OG0000478	Prbf.g_01616	Prbe.g_01830
OG0000479	Prbf.g_01617	Prbe.g_01831
OG0000480	Prbf.g_01622	Prbe.g_01836
OG0000481	Prbf.g_01625	Prbe.g_01839
OG0000482	Prbf.g_01626	Prbe.g_01840
OG0000483	Prbf.g_01629	Prbe.g_01843
OG0000484	Prbf.g_01630	Prbe.g_01844
OG0000485	Prbf.g_01632	Prbe.g_01846
OG0000486	Prbf.g_01633	Prbe.g_01847
OG0000487	Prbf.g_01636	Prbe.g_01850
OG0000488	Prbf.g_01639	Prbe.g_01853
OG0000489	Prbf.g_01644	Prbe.g_01858
OG0000490	Prbf.g_01648	Prbe.g_01862
OG0000491	Prbf.g_01649	Prbe.g_01863
OG0000492	Prbf.g_01651	Prbe.g_01865
OG0000493	Prbf.g_01652	Prbe.g_01866
OG0000494	Prbf.g_01653	Prbe.g_01867
OG0000495	Prbf.g_01654	Prbe.g_01868
OG0000496	Prbf.g_01655	Prbe.g_01869
OG0000497	Prbf.g_01656	Prbe.g_01870
OG0000498	Prbf.g_01657	Prbe.g_01871
OG0000499	Prbf.g_01658	Prbe.g_01872
OG0000500	Prbf.g_01659	Prbe.g_01873
OG0000501	Prbf.g_01660	Prbe.g_01874
OG0000502	Prbf.g_01663	Prbe.g_01877
OG0000503	Prbf.g_01678	Prbe.g_01892
OG0000504	Prbf.g_01680	Prbe.g_01894
