Orthogroup	Prbc	Pran
OG0000094	Prbc.g_00288, Prbc.g_01560	Pran.g_01102
OG0000095	Prbc.g_00238	Pran.g_01135
OG0000096	Prbc.g_00989	Pran.g_01204
OG0000097	Prbc.g_01009	Pran.g_01222
OG0000098	Prbc.g_01073	Pran.g_01260
OG0000099	Prbc.g_01093	Pran.g_00401
OG0000101	Prbc.g_01127	Pran.g_00376
OG0000102	Prbc.g_00458	Pran.g_00320
OG0000103	Prbc.g_00449	Pran.g_00312
OG0000104	Prbc.g_00432	Pran.g_00295
OG0000105	Prbc.g_00401	Pran.g_00262
OG0000106	Prbc.g_00388	Pran.g_00248
OG0000107	Prbc.g_00379	Pran.g_00240
OG0000108	Prbc.g_00369	Pran.g_00230
OG0000109	Prbc.g_00330	Pran.g_00194
OG0000110	Prbc.g_01147	Pran.g_01941
OG0000111	Prbc.g_01167	Pran.g_01920
OG0000113	Prbc.g_01189	Pran.g_01897
OG0000114	Prbc.g_01217	Pran.g_01869
OG0000115	Prbc.g_01533	Pran.g_01704
OG0000116	Prbc.g_01535	Pran.g_01702
OG0000117	Prbc.g_01540	Pran.g_01698
OG0000118	Prbc.g_01579	Pran.g_01679
OG0000119	Prbc.g_01611	Pran.g_01646
OG0000120	Prbc.g_01612	Pran.g_01645
OG0000121	Prbc.g_01622	Pran.g_01635
OG0000122	Prbc.g_01632	Pran.g_01626
OG0000123	Prbc.g_01662	Pran.g_01594
OG0000124	Prbc.g_01728	Pran.g_01527
OG0000125	Prbc.g_01729	Pran.g_01526
OG0000126	Prbc.g_01730	Pran.g_01525
OG0000127	Prbc.g_01768	Pran.g_01492
OG0000128	Prbc.g_01789	Pran.g_01458
OG0000129	Prbc.g_01811	Pran.g_01438
OG0000130	Prbc.g_01999	Pran.g_01358
OG0000131	Prbc.g_01856	Pran.g_01345
OG0000132	Prbc.g_01893	Pran.g_01310
OG0000133	Prbc.g_01995	Pran.g_00445
OG0000134	Prbc.g_01843	Pran.g_00455
OG0000135	Prbc.g_02040	Pran.g_00491
OG0000136	Prbc.g_02110	Pran.g_00565
OG0000137	Prbc.g_00899	Pran.g_00090
OG0000138	Prbc.g_01452	Pran.g_00065
OG0000139	Prbc.g_01439	Pran.g_00054
OG0000140	Prbc.g_01387	Pran.g_00003
OG0000141	Prbc.g_02103	Pran.g_00918
OG0000142	Prbc.g_00577	Pran.g_00864
OG0000143	Prbc.g_00657	Pran.g_00841
OG0000144	Prbc.g_00695	Pran.g_00746
OG0000145	Prbc.g_00710	Pran.g_00732
OG0000146	Prbc.g_00744	Pran.g_00696
OG0000147	Prbc.g_00789	Pran.g_00656
OG0000148	Prbc.g_00790	Pran.g_00655
OG0000149	Prbc.g_00830	Pran.g_00968
OG0000150	Prbc.g_00867	Pran.g_01006
OG0000151	Prbc.g_00869	Pran.g_01009
OG0000152	Prbc.g_00889	Pran.g_01043, Pran.g_01028
OG0000153	Prbc.g_01572, Prbc.g_00326	Pran.g_01063
OG0000154	Prbc.g_00290	Pran.g_01100
OG0000155	Prbc.g_00271	Pran.g_01118
OG0000156	Prbc.g_00226	Pran.g_01145
OG0000157	Prbc.g_00190	Pran.g_01177
OG0000158	Prbc.g_01047	Pran.g_01239
OG0000160	Prbc.g_01071	Pran.g_01258
OG0000161	Prbc.g_01072	Pran.g_01259
OG0000162	Prbc.g_01074	Pran.g_01261
OG0000163	Prbc.g_01075	Pran.g_01262
OG0000164	Prbc.g_01076	Pran.g_01263
OG0000165	Prbc.g_01077	Pran.g_01264
OG0000166	Prbc.g_01078	Pran.g_01265
OG0000167	Prbc.g_01079	Pran.g_01266
OG0000168	Prbc.g_01080	Pran.g_01267
OG0000169	Prbc.g_01082	Pran.g_01269
OG0000170	Prbc.g_01084	Pran.g_00410
OG0000171	Prbc.g_01085	Pran.g_00409
OG0000172	Prbc.g_01086	Pran.g_00408
OG0000173	Prbc.g_01087	Pran.g_00407
OG0000174	Prbc.g_01088	Pran.g_00406
OG0000175	Prbc.g_01089	Pran.g_00405
OG0000176	Prbc.g_01090	Pran.g_00404
OG0000177	Prbc.g_01091	Pran.g_00403
OG0000178	Prbc.g_01092	Pran.g_00402
OG0000179	Prbc.g_01094	Pran.g_00400
OG0000180	Prbc.g_01095	Pran.g_00399
OG0000181	Prbc.g_01096	Pran.g_00398
OG0000182	Prbc.g_01097	Pran.g_00397
OG0000183	Prbc.g_01098	Pran.g_00396
OG0000184	Prbc.g_01099	Pran.g_00395
OG0000185	Prbc.g_01102	Pran.g_00392
OG0000186	Prbc.g_01104	Pran.g_00389
OG0000187	Prbc.g_01105	Pran.g_00388
OG0000188	Prbc.g_01106	Pran.g_00387
OG0000189	Prbc.g_01118	Pran.g_00385
OG0000190	Prbc.g_01120	Pran.g_00383
OG0000191	Prbc.g_01121	Pran.g_00382
OG0000192	Prbc.g_01122	Pran.g_00381
OG0000193	Prbc.g_01123	Pran.g_00380
OG0000194	Prbc.g_01124	Pran.g_00379
OG0000195	Prbc.g_01125	Pran.g_00378
OG0000196	Prbc.g_01126	Pran.g_00377
OG0000197	Prbc.g_01128	Pran.g_00375
OG0000198	Prbc.g_01129	Pran.g_00374
OG0000199	Prbc.g_01130	Pran.g_00373
OG0000200	Prbc.g_00509	Pran.g_00368
OG0000201	Prbc.g_00508	Pran.g_00367
OG0000202	Prbc.g_00507	Pran.g_00366
OG0000203	Prbc.g_00504	Pran.g_00363
OG0000204	Prbc.g_00503	Pran.g_00362
OG0000205	Prbc.g_00500	Pran.g_00359
OG0000206	Prbc.g_00498	Pran.g_00357
OG0000207	Prbc.g_00496	Pran.g_00355
OG0000208	Prbc.g_00495	Pran.g_00354
OG0000209	Prbc.g_00494	Pran.g_00353
OG0000210	Prbc.g_00493	Pran.g_00352
OG0000211	Prbc.g_00492	Pran.g_00351
OG0000212	Prbc.g_00491	Pran.g_00350
OG0000213	Prbc.g_00490	Pran.g_00349
OG0000214	Prbc.g_00489	Pran.g_00348
OG0000215	Prbc.g_00488	Pran.g_00347
OG0000216	Prbc.g_00487	Pran.g_00346
OG0000217	Prbc.g_00485	Pran.g_00344
OG0000218	Prbc.g_00484	Pran.g_00343
OG0000219	Prbc.g_00483	Pran.g_00342
OG0000220	Prbc.g_00482	Pran.g_00341
OG0000221	Prbc.g_00479	Pran.g_00339
OG0000222	Prbc.g_00478	Pran.g_00338
OG0000223	Prbc.g_00477	Pran.g_00337
OG0000224	Prbc.g_00476	Pran.g_00336
OG0000225	Prbc.g_00475	Pran.g_00335
OG0000226	Prbc.g_00474	Pran.g_00334
OG0000227	Prbc.g_00472	Pran.g_00333
OG0000228	Prbc.g_00471	Pran.g_00332
OG0000229	Prbc.g_00470	Pran.g_00331
OG0000230	Prbc.g_00469	Pran.g_00330
OG0000231	Prbc.g_00468	Pran.g_00329
OG0000232	Prbc.g_00467	Pran.g_00327
OG0000233	Prbc.g_00466	Pran.g_00326
OG0000234	Prbc.g_00465	Pran.g_00325
OG0000235	Prbc.g_00464	Pran.g_00324
OG0000236	Prbc.g_00461	Pran.g_00323
OG0000237	Prbc.g_00460	Pran.g_00322
OG0000238	Prbc.g_00459	Pran.g_00321
OG0000239	Prbc.g_00457	Pran.g_00319
OG0000240	Prbc.g_00455	Pran.g_00318
OG0000241	Prbc.g_00454	Pran.g_00317
OG0000242	Prbc.g_00453	Pran.g_00316
OG0000243	Prbc.g_00451	Pran.g_00313
OG0000244	Prbc.g_00448	Pran.g_00311
OG0000245	Prbc.g_00447	Pran.g_00310
OG0000246	Prbc.g_00446	Pran.g_00309
OG0000247	Prbc.g_00443	Pran.g_00307
OG0000248	Prbc.g_00441	Pran.g_00305
OG0000249	Prbc.g_00439	Pran.g_00304
OG0000250	Prbc.g_00438	Pran.g_00303
OG0000251	Prbc.g_00437	Pran.g_00302
OG0000252	Prbc.g_00436	Pran.g_00301
OG0000253	Prbc.g_00435	Pran.g_00300
OG0000254	Prbc.g_02145	Pran.g_00298
OG0000255	Prbc.g_00434	Pran.g_00297
OG0000256	Prbc.g_00431	Pran.g_00294
OG0000257	Prbc.g_00428	Pran.g_00292
OG0000258	Prbc.g_00426	Pran.g_00288
OG0000259	Prbc.g_00425	Pran.g_00287
OG0000260	Prbc.g_00424	Pran.g_00286
OG0000261	Prbc.g_00423	Pran.g_00285
OG0000262	Prbc.g_00422	Pran.g_00283
OG0000263	Prbc.g_00420	Pran.g_00281
OG0000264	Prbc.g_00419	Pran.g_00280
OG0000265	Prbc.g_00418	Pran.g_00279
OG0000266	Prbc.g_00417	Pran.g_00278
OG0000267	Prbc.g_00416	Pran.g_00277
OG0000268	Prbc.g_00415	Pran.g_00276
OG0000269	Prbc.g_00413	Pran.g_00274
OG0000270	Prbc.g_00412	Pran.g_00273
OG0000271	Prbc.g_00411	Pran.g_00272
OG0000272	Prbc.g_00410	Pran.g_00271
OG0000273	Prbc.g_00409	Pran.g_00270
OG0000274	Prbc.g_00408	Pran.g_00269
OG0000275	Prbc.g_00407	Pran.g_00268
OG0000276	Prbc.g_00406	Pran.g_00267
OG0000277	Prbc.g_00404	Pran.g_00265
OG0000278	Prbc.g_00403	Pran.g_00264
OG0000279	Prbc.g_00402	Pran.g_00263
OG0000280	Prbc.g_00400	Pran.g_00261
OG0000281	Prbc.g_00399	Pran.g_00259
OG0000282	Prbc.g_00398	Pran.g_00258
OG0000283	Prbc.g_00397	Pran.g_00257
OG0000284	Prbc.g_00396	Pran.g_00256
OG0000285	Prbc.g_00395	Pran.g_00255
OG0000286	Prbc.g_00394	Pran.g_00254
OG0000287	Prbc.g_00393	Pran.g_00253
OG0000288	Prbc.g_00391	Pran.g_00251
OG0000289	Prbc.g_00390	Pran.g_00250
OG0000290	Prbc.g_00389	Pran.g_00249
OG0000291	Prbc.g_00387	Pran.g_00247
OG0000292	Prbc.g_00385	Pran.g_00246
OG0000293	Prbc.g_00384	Pran.g_00245
OG0000294	Prbc.g_00383	Pran.g_00244
OG0000295	Prbc.g_00382	Pran.g_00243
OG0000296	Prbc.g_00381	Pran.g_00242
OG0000297	Prbc.g_00380	Pran.g_00241
OG0000298	Prbc.g_00378	Pran.g_00239
OG0000299	Prbc.g_00377	Pran.g_00238
OG0000300	Prbc.g_00376	Pran.g_00237
OG0000301	Prbc.g_00375	Pran.g_00236
OG0000302	Prbc.g_00374	Pran.g_00235
OG0000303	Prbc.g_00373	Pran.g_00234
OG0000304	Prbc.g_00371	Pran.g_00232
OG0000305	Prbc.g_00370	Pran.g_00231
OG0000306	Prbc.g_00368	Pran.g_00228
OG0000307	Prbc.g_00367	Pran.g_00227
OG0000308	Prbc.g_00366	Pran.g_00226
OG0000309	Prbc.g_00365	Pran.g_00225
OG0000310	Prbc.g_00364	Pran.g_00224
OG0000311	Prbc.g_00363	Pran.g_00223
OG0000312	Prbc.g_00362	Pran.g_00222
OG0000313	Prbc.g_00361	Pran.g_00221
OG0000314	Prbc.g_00360	Pran.g_00220
OG0000315	Prbc.g_00358	Pran.g_00219
OG0000316	Prbc.g_00357	Pran.g_00218
OG0000317	Prbc.g_00356	Pran.g_00217
OG0000318	Prbc.g_00355	Pran.g_00216
OG0000319	Prbc.g_00354	Pran.g_00215
OG0000320	Prbc.g_00353	Pran.g_00214
OG0000321	Prbc.g_00352	Pran.g_00213
OG0000322	Prbc.g_00351	Pran.g_00212
OG0000323	Prbc.g_00350	Pran.g_00211
OG0000324	Prbc.g_00349	Pran.g_00210
OG0000325	Prbc.g_00348	Pran.g_00209
OG0000326	Prbc.g_00347	Pran.g_00208
OG0000327	Prbc.g_00346	Pran.g_00207
OG0000328	Prbc.g_00345	Pran.g_00206
OG0000329	Prbc.g_00344	Pran.g_00205
OG0000330	Prbc.g_00343	Pran.g_00204
OG0000331	Prbc.g_00342	Pran.g_00203
OG0000332	Prbc.g_00341	Pran.g_00202
OG0000333	Prbc.g_00340	Pran.g_00201
OG0000334	Prbc.g_00339	Pran.g_00200
OG0000335	Prbc.g_00337	Pran.g_00199
OG0000336	Prbc.g_00335	Pran.g_00197
OG0000337	Prbc.g_00334	Pran.g_00196
OG0000338	Prbc.g_00329	Pran.g_00193
OG0000339	Prbc.g_01140	Pran.g_01950
OG0000340	Prbc.g_01142	Pran.g_01948
OG0000341	Prbc.g_01143	Pran.g_01947
OG0000342	Prbc.g_01144	Pran.g_01946
OG0000343	Prbc.g_01145	Pran.g_01945
OG0000344	Prbc.g_01146	Pran.g_01942
OG0000345	Prbc.g_01149	Pran.g_01939
OG0000346	Prbc.g_01150	Pran.g_01938
OG0000347	Prbc.g_01153	Pran.g_01935
OG0000348	Prbc.g_01154	Pran.g_01934
OG0000349	Prbc.g_01155	Pran.g_01933
OG0000350	Prbc.g_01156	Pran.g_01931
OG0000351	Prbc.g_01157	Pran.g_01930
OG0000352	Prbc.g_01158	Pran.g_01929
OG0000353	Prbc.g_01159	Pran.g_01928
OG0000354	Prbc.g_01160	Pran.g_01927
OG0000355	Prbc.g_01161	Pran.g_01926
OG0000356	Prbc.g_01162	Pran.g_01925
OG0000357	Prbc.g_01163	Pran.g_01924
OG0000358	Prbc.g_01164	Pran.g_01923
OG0000359	Prbc.g_01166	Pran.g_01922
OG0000360	Prbc.g_01168	Pran.g_01919
OG0000361	Prbc.g_01169	Pran.g_01918
OG0000362	Prbc.g_01170	Pran.g_01917
OG0000363	Prbc.g_01171	Pran.g_01916
OG0000364	Prbc.g_01175	Pran.g_01912
OG0000365	Prbc.g_01176	Pran.g_01911
OG0000366	Prbc.g_01178	Pran.g_01909
OG0000367	Prbc.g_01179	Pran.g_01908
OG0000368	Prbc.g_01180	Pran.g_01907
OG0000369	Prbc.g_01181	Pran.g_01906
OG0000370	Prbc.g_01182	Pran.g_01905
OG0000371	Prbc.g_01183	Pran.g_01904
OG0000372	Prbc.g_01184	Pran.g_01903
OG0000373	Prbc.g_01185	Pran.g_01902
OG0000374	Prbc.g_01186	Pran.g_01900
OG0000375	Prbc.g_01187	Pran.g_01899
OG0000376	Prbc.g_01190	Pran.g_01896
OG0000377	Prbc.g_01191	Pran.g_01895
OG0000378	Prbc.g_01192	Pran.g_01894
OG0000379	Prbc.g_01193	Pran.g_01893
OG0000380	Prbc.g_01194	Pran.g_01892
OG0000381	Prbc.g_01195	Pran.g_01891
OG0000382	Prbc.g_01196	Pran.g_01890
OG0000383	Prbc.g_01197	Pran.g_01889
OG0000384	Prbc.g_01200	Pran.g_01886
OG0000385	Prbc.g_01201	Pran.g_01885
OG0000386	Prbc.g_01202	Pran.g_01884
OG0000387	Prbc.g_01203	Pran.g_01883
OG0000388	Prbc.g_01204	Pran.g_01882
OG0000389	Prbc.g_01205	Pran.g_01881
OG0000390	Prbc.g_01206	Pran.g_01880
OG0000391	Prbc.g_01207	Pran.g_01879
OG0000392	Prbc.g_01208	Pran.g_01878
OG0000393	Prbc.g_01209	Pran.g_01877
OG0000394	Prbc.g_01210	Pran.g_01876
OG0000395	Prbc.g_01211	Pran.g_01875
OG0000396	Prbc.g_01213	Pran.g_01873
OG0000397	Prbc.g_01215	Pran.g_01871
OG0000398	Prbc.g_01216	Pran.g_01870
OG0000399	Prbc.g_01219	Pran.g_01867
OG0000400	Prbc.g_01225	Pran.g_01866
OG0000401	Prbc.g_01813	Pran.g_01865
OG0000402	Prbc.g_01246	Pran.g_01860
OG0000403	Prbc.g_01248	Pran.g_01859
OG0000404	Prbc.g_01249	Pran.g_01858
OG0000405	Prbc.g_01250	Pran.g_01857
OG0000406	Prbc.g_01253	Pran.g_01854
OG0000407	Prbc.g_01254	Pran.g_01853
OG0000408	Prbc.g_01256	Pran.g_01850
OG0000409	Prbc.g_01257	Pran.g_01849
OG0000410	Prbc.g_01258	Pran.g_01848
OG0000411	Prbc.g_01259	Pran.g_01847
OG0000412	Prbc.g_01260	Pran.g_01846
OG0000413	Prbc.g_01261	Pran.g_01845
OG0000414	Prbc.g_01262	Pran.g_01844
OG0000415	Prbc.g_01263	Pran.g_01843
OG0000416	Prbc.g_01267	Pran.g_01840
OG0000417	Prbc.g_01268	Pran.g_01839
OG0000418	Prbc.g_01270	Pran.g_01838
OG0000419	Prbc.g_01271	Pran.g_01837
OG0000420	Prbc.g_01912	Pran.g_01835
OG0000421	Prbc.g_02137	Pran.g_01823
OG0000422	Prbc.g_02168	Pran.g_01816
OG0000423	Prbc.g_01317	Pran.g_01815
OG0000424	Prbc.g_00934	Pran.g_01808
OG0000425	Prbc.g_01492	Pran.g_01749
OG0000426	Prbc.g_01493	Pran.g_01748
OG0000427	Prbc.g_01494	Pran.g_01747
OG0000428	Prbc.g_01496	Pran.g_01745
OG0000429	Prbc.g_01497	Pran.g_01744
OG0000430	Prbc.g_01499	Pran.g_01742
OG0000431	Prbc.g_01500	Pran.g_01741
OG0000432	Prbc.g_01501	Pran.g_01740
OG0000433	Prbc.g_01502	Pran.g_01739
OG0000434	Prbc.g_01503	Pran.g_01738
OG0000435	Prbc.g_01504	Pran.g_01737
OG0000436	Prbc.g_01505	Pran.g_01736
OG0000437	Prbc.g_01506	Pran.g_01735
OG0000438	Prbc.g_01507	Pran.g_01734
OG0000439	Prbc.g_01508	Pran.g_01733
OG0000440	Prbc.g_01509	Pran.g_01729
OG0000441	Prbc.g_01510	Pran.g_01728
OG0000442	Prbc.g_01511	Pran.g_01727
OG0000443	Prbc.g_01512	Pran.g_01726
OG0000444	Prbc.g_01513	Pran.g_01725
OG0000445	Prbc.g_01514	Pran.g_01724
OG0000446	Prbc.g_01516	Pran.g_01723
OG0000447	Prbc.g_01517	Pran.g_01722
OG0000448	Prbc.g_01518	Pran.g_01720
OG0000449	Prbc.g_01524	Pran.g_01717
OG0000450	Prbc.g_01525	Pran.g_01716
OG0000451	Prbc.g_01526	Pran.g_01715
OG0000452	Prbc.g_01528	Pran.g_01714
OG0000453	Prbc.g_01529	Pran.g_01713
OG0000454	Prbc.g_01531	Pran.g_01707
OG0000455	Prbc.g_01532	Pran.g_01705
OG0000456	Prbc.g_01536	Pran.g_01701
OG0000457	Prbc.g_01538	Pran.g_01700
OG0000458	Prbc.g_01539	Pran.g_01699
OG0000459	Prbc.g_01541	Pran.g_01697
OG0000460	Prbc.g_01543	Pran.g_01695
OG0000461	Prbc.g_01544	Pran.g_01694
OG0000462	Prbc.g_01545	Pran.g_01693
OG0000463	Prbc.g_01546	Pran.g_01691
OG0000464	Prbc.g_01547	Pran.g_01690
OG0000465	Prbc.g_01548	Pran.g_01689
OG0000466	Prbc.g_01549	Pran.g_01688
OG0000467	Prbc.g_01550	Pran.g_01687
OG0000468	Prbc.g_01551	Pran.g_01686
OG0000469	Prbc.g_01552	Pran.g_01685
OG0000470	Prbc.g_01553	Pran.g_01684
OG0000471	Prbc.g_01554	Pran.g_01683
OG0000472	Prbc.g_01580	Pran.g_01678
OG0000473	Prbc.g_01581	Pran.g_01677
OG0000474	Prbc.g_01582	Pran.g_01676
OG0000475	Prbc.g_01583	Pran.g_01675
OG0000476	Prbc.g_01585	Pran.g_01673
OG0000477	Prbc.g_01586	Pran.g_01672
OG0000478	Prbc.g_01587	Pran.g_01671
OG0000479	Prbc.g_01588	Pran.g_01670
OG0000480	Prbc.g_01590	Pran.g_01668
OG0000481	Prbc.g_01592	Pran.g_01666
OG0000482	Prbc.g_01593	Pran.g_01665
OG0000483	Prbc.g_01595	Pran.g_01663
OG0000484	Prbc.g_01596	Pran.g_01662
OG0000485	Prbc.g_01597	Pran.g_01661
OG0000486	Prbc.g_01599	Pran.g_01660
OG0000487	Prbc.g_01603	Pran.g_01655
OG0000488	Prbc.g_01604	Pran.g_01653
OG0000489	Prbc.g_01605	Pran.g_01652
OG0000490	Prbc.g_01606	Pran.g_01651
OG0000491	Prbc.g_01607	Pran.g_01650
OG0000492	Prbc.g_01608	Pran.g_01649
OG0000493	Prbc.g_01609	Pran.g_01648
OG0000494	Prbc.g_01610	Pran.g_01647
OG0000495	Prbc.g_01613	Pran.g_01644
OG0000496	Prbc.g_01614	Pran.g_01643
OG0000497	Prbc.g_01615	Pran.g_01642
OG0000498	Prbc.g_01616	Pran.g_01641
OG0000499	Prbc.g_01617	Pran.g_01640
OG0000500	Prbc.g_01619	Pran.g_01638
OG0000501	Prbc.g_01620	Pran.g_01637
OG0000502	Prbc.g_01621	Pran.g_01636
OG0000503	Prbc.g_01623	Pran.g_01634
OG0000504	Prbc.g_01624	Pran.g_01633
OG0000505	Prbc.g_01626	Pran.g_01632
OG0000506	Prbc.g_01627	Pran.g_01631
OG0000507	Prbc.g_01628	Pran.g_01630
OG0000508	Prbc.g_01629	Pran.g_01629
OG0000509	Prbc.g_01630	Pran.g_01628
OG0000510	Prbc.g_01631	Pran.g_01627
OG0000511	Prbc.g_01633	Pran.g_01625
OG0000512	Prbc.g_01634	Pran.g_01624
OG0000513	Prbc.g_01635	Pran.g_01623
OG0000514	Prbc.g_01636	Pran.g_01622
OG0000515	Prbc.g_01637	Pran.g_01621
OG0000516	Prbc.g_01638	Pran.g_01620
OG0000517	Prbc.g_01640	Pran.g_01618
OG0000518	Prbc.g_01641	Pran.g_01617
OG0000519	Prbc.g_01642	Pran.g_01616
OG0000520	Prbc.g_01643	Pran.g_01614
OG0000521	Prbc.g_01644	Pran.g_01613
OG0000522	Prbc.g_01645	Pran.g_01612
OG0000523	Prbc.g_01646	Pran.g_01611
OG0000524	Prbc.g_01647	Pran.g_01610
OG0000525	Prbc.g_01648	Pran.g_01609
OG0000526	Prbc.g_01649	Pran.g_01608
OG0000527	Prbc.g_01650	Pran.g_01607
OG0000528	Prbc.g_01651	Pran.g_01606
OG0000529	Prbc.g_01652	Pran.g_01605
OG0000530	Prbc.g_01653	Pran.g_01604
OG0000531	Prbc.g_01654	Pran.g_01603
OG0000532	Prbc.g_01655	Pran.g_01602
OG0000533	Prbc.g_01656	Pran.g_01600
OG0000534	Prbc.g_01657	Pran.g_01599
OG0000535	Prbc.g_01658	Pran.g_01598
OG0000536	Prbc.g_01659	Pran.g_01597
OG0000537	Prbc.g_01660	Pran.g_01596
OG0000538	Prbc.g_01661	Pran.g_01595
OG0000539	Prbc.g_01663	Pran.g_01592
OG0000540	Prbc.g_01664	Pran.g_01591
OG0000541	Prbc.g_01665	Pran.g_01590
OG0000542	Prbc.g_01667	Pran.g_01587
OG0000543	Prbc.g_01668	Pran.g_01586
OG0000544	Prbc.g_01670	Pran.g_01585
OG0000545	Prbc.g_01669	Pran.g_01584
OG0000546	Prbc.g_01671	Pran.g_01583
OG0000547	Prbc.g_01672	Pran.g_01582
OG0000548	Prbc.g_01673	Pran.g_01581
OG0000549	Prbc.g_01675	Pran.g_01579
OG0000550	Prbc.g_01676	Pran.g_01578
OG0000551	Prbc.g_01677	Pran.g_01577
OG0000552	Prbc.g_01678	Pran.g_01576
