Orthogroup	Praw	Pram
OG0000102	Praw.g_01322	Pram.g_00099
OG0000103	Praw.g_01314	Pram.g_00108
OG0000104	Praw.g_01296	Pram.g_00125
OG0000105	Praw.g_01265	Pram.g_00155
OG0000106	Praw.g_01251	Pram.g_00168
OG0000107	Praw.g_01243	Pram.g_00177
OG0000108	Praw.g_01233	Pram.g_00187
OG0000109	Praw.g_01196	Pram.g_00227
OG0000110	Praw.g_00882	Pram.g_00239
OG0000111	Praw.g_00860	Pram.g_00262
OG0000112	Praw.g_00850	Pram.g_00273
OG0000113	Praw.g_00837	Pram.g_00286
OG0000114	Praw.g_00809	Pram.g_00313
OG0000115	Praw.g_00673	Pram.g_00410
OG0000116	Praw.g_00671	Pram.g_00412
OG0000117	Praw.g_00667	Pram.g_00416
OG0000118	Praw.g_00649	Pram.g_00437
OG0000119	Praw.g_00616	Pram.g_00470
OG0000120	Praw.g_00615	Pram.g_00471
OG0000121	Praw.g_00605	Pram.g_00480
OG0000122	Praw.g_00596	Pram.g_00489
OG0000123	Praw.g_01931	Pram.g_00522
OG0000124	Praw.g_01871	Pram.g_01059
OG0000125	Praw.g_01870	Pram.g_01058
OG0000126	Praw.g_01869	Pram.g_01057
OG0000127	Praw.g_01836	Pram.g_00777
OG0000128	Praw.g_01807	Pram.g_00803
OG0000129	Praw.g_01787	Pram.g_01006
OG0000130	Praw.g_01712	Pram.g_00905
OG0000131	Praw.g_01699	Pram.g_00807
OG0000132	Praw.g_01665	Pram.g_00843
OG0000133	Praw.g_01581	Pram.g_00751
OG0000134	Praw.g_01571	Pram.g_01038
OG0000135	Praw.g_01535	Pram.g_00947
OG0000136	Praw.g_01470	Pram.g_00891
OG0000137	Praw.g_00204	Pram.g_01549
OG0000139	Praw.g_00240	Pram.g_01133
OG0000140	Praw.g_00291	Pram.g_00571
OG0000141	Praw.g_00904	Pram.g_01254
OG0000142	Praw.g_00993	Pram.g_01242
OG0000143	Praw.g_01016	Pram.g_01468
OG0000144	Praw.g_01096	Pram.g_01393
OG0000145	Praw.g_01079, Praw.g_01080	Pram.g_01377
OG0000146	Praw.g_00374	Pram.g_01341
OG0000147	Praw.g_00414	Pram.g_01294
OG0000148	Praw.g_00415	Pram.g_01293
OG0000149	Praw.g_00513	Pram.g_01629
OG0000150	Praw.g_00551	Pram.g_01669
OG0000151	Praw.g_00554	Pram.g_01672
OG0000152	Praw.g_01921	Pram.g_01691
OG0000153	Praw.g_00137	Pram.g_01728
OG0000154	Praw.g_00101	Pram.g_01764
OG0000155	Praw.g_00083	Pram.g_01783
OG0000156	Praw.g_00055	Pram.g_01817
OG0000157	Praw.g_00022	Pram.g_01851
OG0000158	Praw.g_01153	Pram.g_01917
OG0000160	Praw.g_01135	Pram.g_01939
OG0000161	Praw.g_01134	Pram.g_01940
OG0000162	Praw.g_01132	Pram.g_01942
OG0000163	Praw.g_01131	Pram.g_01943
OG0000164	Praw.g_01130	Pram.g_01944
OG0000165	Praw.g_01129	Pram.g_01945
OG0000166	Praw.g_01128	Pram.g_01946
OG0000167	Praw.g_01127	Pram.g_01947
OG0000168	Praw.g_01126	Pram.g_01948
OG0000169	Praw.g_01124	Pram.g_01950
OG0000170	Praw.g_01414	Pram.g_00001
OG0000171	Praw.g_01413	Pram.g_00002
OG0000172	Praw.g_01412	Pram.g_00003
OG0000173	Praw.g_01411	Pram.g_00004
OG0000174	Praw.g_01410	Pram.g_00005
OG0000175	Praw.g_01409	Pram.g_00006
OG0000176	Praw.g_01408	Pram.g_00007
OG0000177	Praw.g_01407	Pram.g_00008
OG0000178	Praw.g_01406	Pram.g_00009
OG0000179	Praw.g_01404	Pram.g_00011
OG0000180	Praw.g_01403	Pram.g_00012
OG0000181	Praw.g_01402	Pram.g_00013
OG0000182	Praw.g_01401	Pram.g_00014
OG0000183	Praw.g_01400	Pram.g_00015
OG0000184	Praw.g_01399	Pram.g_00016
OG0000185	Praw.g_01396	Pram.g_00019
OG0000186	Praw.g_01393	Pram.g_00021
OG0000187	Praw.g_01392	Pram.g_00022
OG0000188	Praw.g_01391	Pram.g_00023
OG0000189	Praw.g_01388	Pram.g_00024
OG0000190	Praw.g_01386	Pram.g_00026
OG0000191	Praw.g_01385	Pram.g_00028
OG0000192	Praw.g_01384	Pram.g_00029
OG0000193	Praw.g_01383	Pram.g_00030
OG0000194	Praw.g_01382	Pram.g_00033
OG0000195	Praw.g_01381	Pram.g_00034
OG0000196	Praw.g_01380	Pram.g_00035
OG0000197	Praw.g_01378	Pram.g_00037
OG0000198	Praw.g_01377	Pram.g_00038
OG0000199	Praw.g_01376	Pram.g_00039
OG0000200	Praw.g_01370	Pram.g_00048
OG0000201	Praw.g_01369	Pram.g_00049
OG0000202	Praw.g_01368	Pram.g_00050
OG0000203	Praw.g_01365	Pram.g_00054
OG0000204	Praw.g_01364	Pram.g_00055
OG0000205	Praw.g_01361	Pram.g_00058
OG0000206	Praw.g_01359	Pram.g_00060
OG0000207	Praw.g_01357	Pram.g_00062
OG0000208	Praw.g_01356	Pram.g_00063
OG0000209	Praw.g_01355	Pram.g_01536
OG0000210	Praw.g_01354	Pram.g_00064
OG0000211	Praw.g_01353	Pram.g_00065
OG0000212	Praw.g_01352	Pram.g_00066
OG0000213	Praw.g_01351	Pram.g_00067
OG0000214	Praw.g_01350	Pram.g_00068
OG0000215	Praw.g_01349	Pram.g_00069
OG0000216	Praw.g_01348	Pram.g_00070
OG0000217	Praw.g_01346	Pram.g_00072
OG0000218	Praw.g_01345	Pram.g_00073
OG0000219	Praw.g_01344	Pram.g_00074
OG0000220	Praw.g_01343	Pram.g_00075
OG0000221	Praw.g_01341	Pram.g_00078
OG0000222	Praw.g_01340	Pram.g_00079
OG0000223	Praw.g_01339	Pram.g_00080
OG0000224	Praw.g_01338	Pram.g_00081
OG0000225	Praw.g_01337	Pram.g_00082
OG0000226	Praw.g_01336	Pram.g_00083
OG0000227	Praw.g_01335	Pram.g_00085
OG0000228	Praw.g_01334	Pram.g_00086
OG0000229	Praw.g_01333	Pram.g_00087
OG0000230	Praw.g_01332	Pram.g_00088
OG0000231	Praw.g_01331	Pram.g_00089
OG0000232	Praw.g_01329	Pram.g_00090
OG0000233	Praw.g_01328	Pram.g_00091
OG0000234	Praw.g_01327	Pram.g_00092
OG0000235	Praw.g_01326	Pram.g_00093
OG0000236	Praw.g_01325	Pram.g_00096
OG0000237	Praw.g_01324	Pram.g_00097
OG0000238	Praw.g_01323	Pram.g_00098
OG0000239	Praw.g_01321	Pram.g_00100
OG0000240	Praw.g_01320	Pram.g_00101
OG0000241	Praw.g_01319	Pram.g_00102
OG0000242	Praw.g_01318	Pram.g_00103
OG0000243	Praw.g_01315	Pram.g_00106
OG0000244	Praw.g_01313	Pram.g_00109
OG0000245	Praw.g_01312	Pram.g_00110
OG0000246	Praw.g_01311	Pram.g_00111
OG0000247	Praw.g_01308	Pram.g_00113
OG0000248	Praw.g_01306	Pram.g_00115
OG0000249	Praw.g_01305	Pram.g_00117
OG0000250	Praw.g_01304	Pram.g_00118
OG0000251	Praw.g_01303	Pram.g_00119
OG0000252	Praw.g_01302	Pram.g_00120
OG0000253	Praw.g_01301	Pram.g_00121
OG0000254	Praw.g_01299	Pram.g_01001
OG0000255	Praw.g_01298	Pram.g_00123
OG0000256	Praw.g_01295	Pram.g_00126
OG0000257	Praw.g_01293	Pram.g_00128
OG0000258	Praw.g_01290	Pram.g_00130
OG0000259	Praw.g_01289	Pram.g_00131
OG0000260	Praw.g_01288	Pram.g_00132
OG0000261	Praw.g_01287	Pram.g_00133
OG0000262	Praw.g_01286	Pram.g_00134
OG0000263	Praw.g_01284	Pram.g_00136
OG0000264	Praw.g_01283	Pram.g_00137
OG0000265	Praw.g_01282	Pram.g_00138
OG0000266	Praw.g_01281	Pram.g_00139
OG0000267	Praw.g_01280	Pram.g_00140
OG0000268	Praw.g_01279	Pram.g_00141
OG0000269	Praw.g_01277	Pram.g_00143
OG0000270	Praw.g_01276	Pram.g_00144
OG0000271	Praw.g_01275	Pram.g_00145
OG0000272	Praw.g_01274	Pram.g_00146
OG0000273	Praw.g_01273	Pram.g_00147
OG0000274	Praw.g_01272	Pram.g_00148
OG0000275	Praw.g_01271	Pram.g_00149
OG0000276	Praw.g_01270	Pram.g_00150
OG0000277	Praw.g_01268	Pram.g_00152
OG0000278	Praw.g_01267	Pram.g_00153
OG0000279	Praw.g_01266	Pram.g_00154
OG0000280	Praw.g_01264	Pram.g_00156
OG0000281	Praw.g_01262	Pram.g_00157
OG0000282	Praw.g_01261	Pram.g_00158
OG0000283	Praw.g_01260	Pram.g_00159
OG0000284	Praw.g_01259	Pram.g_00160
OG0000285	Praw.g_01258	Pram.g_00161
OG0000286	Praw.g_01257	Pram.g_00162
OG0000287	Praw.g_01256	Pram.g_00163
OG0000288	Praw.g_01254	Pram.g_00165
OG0000289	Praw.g_01253	Pram.g_00166
OG0000290	Praw.g_01252	Pram.g_00167
OG0000291	Praw.g_01250	Pram.g_00169
OG0000292	Praw.g_01249	Pram.g_00171
OG0000293	Praw.g_01248	Pram.g_00172
OG0000294	Praw.g_01247	Pram.g_00173
OG0000295	Praw.g_01246	Pram.g_00174
OG0000296	Praw.g_01245	Pram.g_00175
OG0000297	Praw.g_01244	Pram.g_00176
OG0000298	Praw.g_01242	Pram.g_00178
OG0000299	Praw.g_01241	Pram.g_00179
OG0000300	Praw.g_01240	Pram.g_00180
OG0000301	Praw.g_01239	Pram.g_00181
OG0000302	Praw.g_01238	Pram.g_00182
OG0000303	Praw.g_01237	Pram.g_00183
OG0000304	Praw.g_01235	Pram.g_00185
OG0000305	Praw.g_01234	Pram.g_00186
OG0000306	Praw.g_01231	Pram.g_00189
OG0000307	Praw.g_01230	Pram.g_00190
OG0000308	Praw.g_01229	Pram.g_00191
OG0000309	Praw.g_01228	Pram.g_00192
OG0000310	Praw.g_01227	Pram.g_00193
OG0000311	Praw.g_01226	Pram.g_00194
OG0000312	Praw.g_01225	Pram.g_00195
OG0000313	Praw.g_01224	Pram.g_00196
OG0000314	Praw.g_01223	Pram.g_00197
OG0000315	Praw.g_01222	Pram.g_00198
OG0000316	Praw.g_01221	Pram.g_00199
OG0000317	Praw.g_01220	Pram.g_00200
OG0000318	Praw.g_01219	Pram.g_00201
OG0000319	Praw.g_01218	Pram.g_00202
OG0000320	Praw.g_01217	Pram.g_00203
OG0000321	Praw.g_01216	Pram.g_00204
OG0000322	Praw.g_01215	Pram.g_00205
OG0000323	Praw.g_01214	Pram.g_00206
OG0000324	Praw.g_01213	Pram.g_00207
OG0000325	Praw.g_01212	Pram.g_00208
OG0000326	Praw.g_01211	Pram.g_00209
OG0000327	Praw.g_01210	Pram.g_00210
OG0000328	Praw.g_01209	Pram.g_00212
OG0000329	Praw.g_01208	Pram.g_00213
OG0000330	Praw.g_01207	Pram.g_00214
OG0000331	Praw.g_01206	Pram.g_00216
OG0000332	Praw.g_01205	Pram.g_00217
OG0000333	Praw.g_01204	Pram.g_00218
OG0000334	Praw.g_01203	Pram.g_00219
OG0000335	Praw.g_01202	Pram.g_00220
OG0000336	Praw.g_01200	Pram.g_00222
OG0000337	Praw.g_01199	Pram.g_00223
OG0000338	Praw.g_01195	Pram.g_00228
OG0000339	Praw.g_00891	Pram.g_00230
OG0000340	Praw.g_00889	Pram.g_00232
OG0000341	Praw.g_00888	Pram.g_00233
OG0000342	Praw.g_00887	Pram.g_00234
OG0000343	Praw.g_00886	Pram.g_00235
OG0000344	Praw.g_00883	Pram.g_00238
OG0000345	Praw.g_00880	Pram.g_00242
OG0000346	Praw.g_00879	Pram.g_00243
OG0000347	Praw.g_00876	Pram.g_00246
OG0000348	Praw.g_00875	Pram.g_00247
OG0000349	Praw.g_00874	Pram.g_00248
OG0000350	Praw.g_00872	Pram.g_00250
OG0000351	Praw.g_00871	Pram.g_00251
OG0000352	Praw.g_00870	Pram.g_00252
OG0000353	Praw.g_00869	Pram.g_00253
OG0000354	Praw.g_00868	Pram.g_00254
OG0000355	Praw.g_00867	Pram.g_00255
OG0000356	Praw.g_00866	Pram.g_00256
OG0000357	Praw.g_00865	Pram.g_00257
OG0000358	Praw.g_00864	Pram.g_00258
OG0000359	Praw.g_00863	Pram.g_00260
OG0000360	Praw.g_00859	Pram.g_00263
OG0000361	Praw.g_00858	Pram.g_00264
OG0000362	Praw.g_00857	Pram.g_00265
OG0000363	Praw.g_00856	Pram.g_00266
OG0000364	Praw.g_00852	Pram.g_00270
OG0000365	Praw.g_00851	Pram.g_00271
OG0000366	Praw.g_00849	Pram.g_00274
OG0000367	Praw.g_00848	Pram.g_00275
OG0000368	Praw.g_00847	Pram.g_00276
OG0000369	Praw.g_00846	Pram.g_00277
OG0000370	Praw.g_00845	Pram.g_00278
OG0000371	Praw.g_00844	Pram.g_00280
OG0000372	Praw.g_00843	Pram.g_00281
OG0000373	Praw.g_00842	Pram.g_00282
OG0000374	Praw.g_00840	Pram.g_00283
OG0000375	Praw.g_00839	Pram.g_00284
OG0000376	Praw.g_00836	Pram.g_00287
OG0000377	Praw.g_00835	Pram.g_00288
OG0000378	Praw.g_00834	Pram.g_00289
OG0000379	Praw.g_00833	Pram.g_00290
OG0000380	Praw.g_00832	Pram.g_00291
OG0000381	Praw.g_00831	Pram.g_00292
OG0000382	Praw.g_00830	Pram.g_00293
OG0000383	Praw.g_00829	Pram.g_00294
OG0000384	Praw.g_00826	Pram.g_00296
OG0000385	Praw.g_00825	Pram.g_00297
OG0000386	Praw.g_00824	Pram.g_00298
OG0000387	Praw.g_00823	Pram.g_00299
OG0000388	Praw.g_00822	Pram.g_00300
OG0000389	Praw.g_00821	Pram.g_00301
OG0000390	Praw.g_00820	Pram.g_00302
OG0000391	Praw.g_00819	Pram.g_00303
OG0000392	Praw.g_00818	Pram.g_00304
OG0000393	Praw.g_00817	Pram.g_00305
OG0000394	Praw.g_00816	Pram.g_00306
OG0000395	Praw.g_00815	Pram.g_00307
OG0000396	Praw.g_00813	Pram.g_00309
OG0000397	Praw.g_00811	Pram.g_00311
OG0000398	Praw.g_00810	Pram.g_00312
OG0000399	Praw.g_00807	Pram.g_00315
OG0000400	Praw.g_00806	Pram.g_00321
OG0000401	Praw.g_00805	Pram.g_00322
OG0000402	Praw.g_00796	Pram.g_00328
OG0000403	Praw.g_00795	Pram.g_00330
OG0000404	Praw.g_00794	Pram.g_00331
OG0000405	Praw.g_00792	Pram.g_00332
OG0000406	Praw.g_00790	Pram.g_00336
OG0000407	Praw.g_00789	Pram.g_00337
OG0000408	Praw.g_00787	Pram.g_00340
OG0000409	Praw.g_00786	Pram.g_00341
OG0000410	Praw.g_00785	Pram.g_00342
OG0000411	Praw.g_00784	Pram.g_00343
OG0000412	Praw.g_00783	Pram.g_00344
OG0000413	Praw.g_00782	Pram.g_00345
OG0000414	Praw.g_00781	Pram.g_00346
OG0000415	Praw.g_00780	Pram.g_00347
OG0000416	Praw.g_00777	Pram.g_00351
OG0000417	Praw.g_00776	Pram.g_00352
OG0000418	Praw.g_00775	Pram.g_00354
OG0000419	Praw.g_00774	Pram.g_00355
OG0000420	Praw.g_00773	Pram.g_00864
OG0000421	Praw.g_00761	Pram.g_01184
OG0000422	Praw.g_00754	Pram.g_01537
OG0000423	Praw.g_00753	Pram.g_01177
OG0000424	Praw.g_00748	Pram.g_01696
OG0000425	Praw.g_00716	Pram.g_00366
OG0000426	Praw.g_00715	Pram.g_00367
OG0000427	Praw.g_00714	Pram.g_00368
OG0000428	Praw.g_00712	Pram.g_00370
OG0000429	Praw.g_00711	Pram.g_00371
OG0000430	Praw.g_00709	Pram.g_00373
OG0000431	Praw.g_00708	Pram.g_00374
OG0000432	Praw.g_00707	Pram.g_00375
OG0000433	Praw.g_00706	Pram.g_00376
OG0000434	Praw.g_00705	Pram.g_00377
OG0000435	Praw.g_00704	Pram.g_00378
OG0000436	Praw.g_00703	Pram.g_00379
OG0000437	Praw.g_00702	Pram.g_00380
OG0000438	Praw.g_00701	Pram.g_00381
OG0000439	Praw.g_00700	Pram.g_00382
OG0000440	Praw.g_00699	Pram.g_00383
OG0000441	Praw.g_00698	Pram.g_00384
OG0000442	Praw.g_00697	Pram.g_00385
OG0000443	Praw.g_00696	Pram.g_00386
OG0000444	Praw.g_00695	Pram.g_00387
OG0000445	Praw.g_00694	Pram.g_00393
OG0000446	Praw.g_00692	Pram.g_00395
OG0000447	Praw.g_00691	Pram.g_00396
OG0000448	Praw.g_00689	Pram.g_00397
OG0000449	Praw.g_00686	Pram.g_00400
OG0000450	Praw.g_00685	Pram.g_00401
OG0000451	Praw.g_00684	Pram.g_00402
OG0000452	Praw.g_00683	Pram.g_00404
OG0000453	Praw.g_00682	Pram.g_00406
OG0000454	Praw.g_00676	Pram.g_00407
OG0000455	Praw.g_00674	Pram.g_00409
OG0000456	Praw.g_00670	Pram.g_00413
OG0000457	Praw.g_00669	Pram.g_00414
OG0000458	Praw.g_00668	Pram.g_00415
OG0000459	Praw.g_00666	Pram.g_00417
OG0000460	Praw.g_00665	Pram.g_00419
OG0000461	Praw.g_00664	Pram.g_00420
OG0000462	Praw.g_00663	Pram.g_00421
OG0000463	Praw.g_00661	Pram.g_00423
OG0000464	Praw.g_00660	Pram.g_00424
OG0000465	Praw.g_00659	Pram.g_00425
OG0000466	Praw.g_00658	Pram.g_00426
OG0000467	Praw.g_00657	Pram.g_00427
OG0000468	Praw.g_00656	Pram.g_00428
OG0000469	Praw.g_00655	Pram.g_00429
OG0000470	Praw.g_00654	Pram.g_00430
OG0000471	Praw.g_00653	Pram.g_00431
OG0000472	Praw.g_00648	Pram.g_00438
OG0000473	Praw.g_00647	Pram.g_00439
OG0000474	Praw.g_00646	Pram.g_00440
OG0000475	Praw.g_00645	Pram.g_00441
OG0000476	Praw.g_00643	Pram.g_00442
OG0000477	Praw.g_00642	Pram.g_00443
OG0000478	Praw.g_00641	Pram.g_00444
OG0000479	Praw.g_00640	Pram.g_00445
OG0000480	Praw.g_00638	Pram.g_00447
OG0000481	Praw.g_00636	Pram.g_00449
OG0000482	Praw.g_00635	Pram.g_00450
OG0000483	Praw.g_00633	Pram.g_00452
OG0000484	Praw.g_00632	Pram.g_00453
OG0000485	Praw.g_00631	Pram.g_00454
OG0000486	Praw.g_00630	Pram.g_00456
OG0000487	Praw.g_00625	Pram.g_00461
OG0000488	Praw.g_00623	Pram.g_00462
OG0000489	Praw.g_00622	Pram.g_00463
OG0000490	Praw.g_00621	Pram.g_00464
OG0000491	Praw.g_00620	Pram.g_00465
OG0000492	Praw.g_00619	Pram.g_00466
OG0000493	Praw.g_00618	Pram.g_00468
OG0000494	Praw.g_00617	Pram.g_00469
OG0000495	Praw.g_00614	Pram.g_00472
OG0000496	Praw.g_00613	Pram.g_00473
OG0000497	Praw.g_00612	Pram.g_00474
OG0000498	Praw.g_00611	Pram.g_00475
OG0000499	Praw.g_00610	Pram.g_00476
OG0000500	Praw.g_00608	Pram.g_00477
OG0000501	Praw.g_00607	Pram.g_00478
OG0000502	Praw.g_00606	Pram.g_00479
OG0000503	Praw.g_00604	Pram.g_00481
OG0000504	Praw.g_00603	Pram.g_00482
OG0000505	Praw.g_00602	Pram.g_00483
OG0000506	Praw.g_00601	Pram.g_00484
OG0000507	Praw.g_00600	Pram.g_00485
OG0000508	Praw.g_00599	Pram.g_00486
OG0000509	Praw.g_00598	Pram.g_00487
OG0000510	Praw.g_00597	Pram.g_00488
OG0000511	Praw.g_00595	Pram.g_00490
OG0000512	Praw.g_00594	Pram.g_00491
OG0000513	Praw.g_00593	Pram.g_00492
OG0000514	Praw.g_00592	Pram.g_00493
OG0000515	Praw.g_00591	Pram.g_00494
OG0000516	Praw.g_00590	Pram.g_00495
OG0000517	Praw.g_00588	Pram.g_00497
OG0000518	Praw.g_00587	Pram.g_00498
OG0000519	Praw.g_00586	Pram.g_00500
OG0000520	Praw.g_00585	Pram.g_00502
OG0000521	Praw.g_00584	Pram.g_00503
OG0000522	Praw.g_00583	Pram.g_00504
OG0000523	Praw.g_00582	Pram.g_00505
OG0000524	Praw.g_00581	Pram.g_00506
OG0000525	Praw.g_00580	Pram.g_00507
OG0000526	Praw.g_00579	Pram.g_00508
OG0000527	Praw.g_00578	Pram.g_00509
OG0000528	Praw.g_00577	Pram.g_00510
OG0000529	Praw.g_00576	Pram.g_00511
OG0000530	Praw.g_00575	Pram.g_00512
OG0000531	Praw.g_01922	Pram.g_00513
OG0000532	Praw.g_01923	Pram.g_00514
OG0000533	Praw.g_01925	Pram.g_00516
OG0000534	Praw.g_01926	Pram.g_00517
OG0000535	Praw.g_01927	Pram.g_00518
OG0000536	Praw.g_01928	Pram.g_00519
OG0000537	Praw.g_01929	Pram.g_00520
OG0000538	Praw.g_01930	Pram.g_00521
OG0000539	Praw.g_01933	Pram.g_00523
OG0000540	Praw.g_01934	Pram.g_00524
OG0000541	Praw.g_01935	Pram.g_00525
OG0000542	Praw.g_01937	Pram.g_00528
OG0000543	Praw.g_01938	Pram.g_00529
OG0000544	Praw.g_01939	Pram.g_00530
OG0000545	Praw.g_01940	Pram.g_00531
OG0000546	Praw.g_01941	Pram.g_00532
OG0000547	Praw.g_01942	Pram.g_00533
OG0000548	Praw.g_01943	Pram.g_00534
OG0000549	Praw.g_01945	Pram.g_00536
OG0000550	Praw.g_01946	Pram.g_00537
OG0000551	Praw.g_01947	Pram.g_00538
OG0000552	Praw.g_01948	Pram.g_00539
OG0000553	Praw.g_01949	Pram.g_00540
OG0000554	Praw.g_00140	Pram.g_00541
OG0000555	Praw.g_00141	Pram.g_00543
OG0000556	Praw.g_00142	Pram.g_00544
OG0000557	Praw.g_00143	Pram.g_00545
OG0000558	Praw.g_00144	Pram.g_00546
OG0000559	Praw.g_00145	Pram.g_00547
OG0000560	Praw.g_00146	Pram.g_00548
OG0000561	Praw.g_00147	Pram.g_00549
OG0000562	Praw.g_00148	Pram.g_00550
OG0000563	Praw.g_00149	Pram.g_00551
OG0000564	Praw.g_00150	Pram.g_00552
OG0000565	Praw.g_00151	Pram.g_00553
OG0000566	Praw.g_00152	Pram.g_00554
OG0000567	Praw.g_00153	Pram.g_00555
OG0000568	Praw.g_00154	Pram.g_00556
OG0000569	Praw.g_00157	Pram.g_00559
OG0000570	Praw.g_00158	Pram.g_00560
OG0000571	Praw.g_00160	Pram.g_00562
OG0000572	Praw.g_00161	Pram.g_00564
OG0000573	Praw.g_00162	Pram.g_00565
OG0000574	Praw.g_00163	Pram.g_00566
OG0000575	Praw.g_00164	Pram.g_00568
OG0000576	Praw.g_00165	Pram.g_00569
OG0000577	Praw.g_00166	Pram.g_01080
OG0000578	Praw.g_00167	Pram.g_01079
OG0000579	Praw.g_00168	Pram.g_01078
OG0000580	Praw.g_00169	Pram.g_01077
OG0000581	Praw.g_01888	Pram.g_01076
OG0000582	Praw.g_01887	Pram.g_01075
OG0000583	Praw.g_01886	Pram.g_01074
OG0000584	Praw.g_01884	Pram.g_01073
OG0000585	Praw.g_01883	Pram.g_01072
OG0000586	Praw.g_01882	Pram.g_01070
OG0000587	Praw.g_01881	Pram.g_01069
OG0000588	Praw.g_01880	Pram.g_01068
OG0000589	Praw.g_01879	Pram.g_01067
OG0000590	Praw.g_01878	Pram.g_01066
OG0000591	Praw.g_01877	Pram.g_01065
