Orthogroup	Praw	Prao
OG0000068	Praw.g_01771	Prao.g_00677
OG0000069	Praw.g_00199	Prao.g_01124
OG0000069	Praw.g_01519	Prao.g_00922
OG0000070	Praw.g_01467	Prao.g_00974
OG0000071	Praw.g_00926	Prao.g_01332
OG0000072	Praw.g_00981	Prao.g_01276
OG0000074	Praw.g_01050	Prao.g_01215
OG0000075	Praw.g_00096	Prao.g_01687
OG0000076	Praw.g_01043	Prao.g_01201
OG0000077	Praw.g_01125	Prao.g_00158
OG0000078	Praw.g_00812	Prao.g_00458
OG0000079	Praw.g_00751	Prao.g_00516
OG0000080	Praw.g_01853	Prao.g_00108
OG0000081	Praw.g_01831	Prao.g_00129
OG0000082	Praw.g_01690	Prao.g_00748
OG0000083	Praw.g_01627	Prao.g_00812
OG0000084	Praw.g_01539	Prao.g_00902
OG0000085	Praw.g_01418	Prao.g_01025
OG0000086	Praw.g_00201	Prao.g_01122
OG0000088	Praw.g_00934	Prao.g_01329
OG0000089	Praw.g_00935	Prao.g_01327
OG0000090	Praw.g_01051	Prao.g_01214
OG0000091	Praw.g_00345	Prao.g_01405
OG0000092	Praw.g_00464	Prao.g_01522
OG0000093	Praw.g_01894	Prao.g_01639
OG0000094	Praw.g_00099	Prao.g_01684
OG0000095	Praw.g_00066	Prao.g_01717
OG0000096	Praw.g_01188	Prao.g_01788
OG0000097	Praw.g_01170	Prao.g_01806
OG0000098	Praw.g_01133	Prao.g_01844
OG0000099	Praw.g_01405	Prao.g_00170
OG0000100	Praw.g_01389	Prao.g_00185
OG0000101	Praw.g_01379	Prao.g_00195
OG0000102	Praw.g_01322	Prao.g_00251
OG0000103	Praw.g_01314	Prao.g_00260
OG0000104	Praw.g_01296	Prao.g_00277
OG0000105	Praw.g_01265	Prao.g_00308
OG0000106	Praw.g_01251	Prao.g_00322
OG0000107	Praw.g_01243	Prao.g_00330
OG0000108	Praw.g_01233	Prao.g_00340
OG0000109	Praw.g_01196	Prao.g_00377
OG0000110	Praw.g_00882	Prao.g_00389
OG0000111	Praw.g_00860	Prao.g_01378
OG0000112	Praw.g_00850	Prao.g_00421
OG0000113	Praw.g_00837	Prao.g_00434
OG0000114	Praw.g_00809	Prao.g_00461
OG0000115	Praw.g_00673	Prao.g_00580
OG0000116	Praw.g_00671	Prao.g_00582
OG0000117	Praw.g_00667	Prao.g_00586
OG0000118	Praw.g_00649	Prao.g_00605
OG0000119	Praw.g_00616	Prao.g_01859
OG0000120	Praw.g_00615	Prao.g_01858
OG0000121	Praw.g_00605	Prao.g_01162
OG0000122	Praw.g_00596	Prao.g_01171
OG0000123	Praw.g_01931	Prao.g_00023
OG0000124	Praw.g_01871	Prao.g_00090
OG0000125	Praw.g_01870	Prao.g_00091
OG0000126	Praw.g_01869	Prao.g_00092
OG0000127	Praw.g_01836	Prao.g_00124
OG0000128	Praw.g_01807	Prao.g_00650
OG0000129	Praw.g_01787	Prao.g_00670
OG0000130	Praw.g_01712	Prao.g_00725
OG0000131	Praw.g_01699	Prao.g_00739
OG0000132	Praw.g_01665	Prao.g_00775
OG0000133	Praw.g_01581	Prao.g_00861
OG0000134	Praw.g_01571	Prao.g_00870
OG0000135	Praw.g_01535	Prao.g_00906
OG0000136	Praw.g_01470	Prao.g_00971
OG0000137	Praw.g_00204	Prao.g_01119
OG0000138	Praw.g_00229	Prao.g_01094
OG0000139	Praw.g_00240	Prao.g_01083
OG0000140	Praw.g_00291	Prao.g_01032
OG0000141	Praw.g_00904	Prao.g_00014
OG0000142	Praw.g_00993	Prao.g_01264
OG0000143	Praw.g_01016	Prao.g_01239
OG0000144	Praw.g_01096	Prao.g_01384
OG0000145	Praw.g_01080	Prao.g_01398
OG0000146	Praw.g_00374	Prao.g_01433
OG0000147	Praw.g_00414	Prao.g_01473
OG0000148	Praw.g_00415	Prao.g_01474
OG0000149	Praw.g_00513	Prao.g_01550
OG0000150	Praw.g_00551	Prao.g_01588
OG0000151	Praw.g_00554	Prao.g_01591
OG0000152	Praw.g_01921	Prao.g_01610
OG0000153	Praw.g_00137	Prao.g_01646
OG0000154	Praw.g_00101	Prao.g_01682
OG0000155	Praw.g_00083	Prao.g_01700
OG0000156	Praw.g_00055	Prao.g_01728
OG0000157	Praw.g_00022	Prao.g_01760
OG0000158	Praw.g_01153	Prao.g_01823
OG0000160	Praw.g_01135	Prao.g_01842
OG0000161	Praw.g_01134	Prao.g_01843
OG0000162	Praw.g_01132	Prao.g_01845
OG0000163	Praw.g_01131	Prao.g_01846
OG0000164	Praw.g_01130	Prao.g_01847
OG0000165	Praw.g_01129	Prao.g_01848
OG0000166	Praw.g_01128	Prao.g_01849
OG0000167	Praw.g_01127	Prao.g_01850
OG0000168	Praw.g_01126	Prao.g_00157
OG0000169	Praw.g_01124	Prao.g_00159
OG0000170	Praw.g_01414	Prao.g_00161
OG0000171	Praw.g_01413	Prao.g_00162
OG0000172	Praw.g_01412	Prao.g_00163
OG0000173	Praw.g_01411	Prao.g_00164
OG0000174	Praw.g_01410	Prao.g_00165
OG0000175	Praw.g_01409	Prao.g_00166
OG0000176	Praw.g_01408	Prao.g_00167
OG0000177	Praw.g_01407	Prao.g_00168
OG0000178	Praw.g_01406	Prao.g_00169
OG0000179	Praw.g_01404	Prao.g_00171
OG0000180	Praw.g_01403	Prao.g_00172
OG0000181	Praw.g_01402	Prao.g_00173
OG0000182	Praw.g_01401	Prao.g_00174
OG0000183	Praw.g_01400	Prao.g_00175
OG0000184	Praw.g_01399	Prao.g_00176
OG0000185	Praw.g_01396	Prao.g_00178
OG0000186	Praw.g_01393	Prao.g_00181
OG0000187	Praw.g_01392	Prao.g_00182
OG0000188	Praw.g_01391	Prao.g_00183
OG0000189	Praw.g_01388	Prao.g_00186
OG0000190	Praw.g_01386	Prao.g_00188
OG0000191	Praw.g_01385	Prao.g_00189
OG0000192	Praw.g_01384	Prao.g_00190
OG0000193	Praw.g_01383	Prao.g_00191
OG0000194	Praw.g_01382	Prao.g_00192
OG0000195	Praw.g_01381	Prao.g_00193
OG0000196	Praw.g_01380	Prao.g_00194
OG0000197	Praw.g_01378	Prao.g_00196
OG0000198	Praw.g_01377	Prao.g_00197
OG0000199	Praw.g_01376	Prao.g_00198
OG0000200	Praw.g_01370	Prao.g_00203
OG0000201	Praw.g_01369	Prao.g_00204
OG0000202	Praw.g_01368	Prao.g_00205
OG0000203	Praw.g_01365	Prao.g_00208
OG0000204	Praw.g_01364	Prao.g_00209
OG0000205	Praw.g_01361	Prao.g_00212
OG0000206	Praw.g_01359	Prao.g_00214
OG0000207	Praw.g_01357	Prao.g_00216
OG0000208	Praw.g_01356	Prao.g_00217
OG0000209	Praw.g_01355	Prao.g_00218
OG0000210	Praw.g_01354	Prao.g_00219
OG0000211	Praw.g_01353	Prao.g_00220
OG0000212	Praw.g_01352	Prao.g_00221
OG0000213	Praw.g_01351	Prao.g_00222
OG0000214	Praw.g_01350	Prao.g_00223
OG0000215	Praw.g_01349	Prao.g_00224
OG0000216	Praw.g_01348	Prao.g_00225
OG0000217	Praw.g_01346	Prao.g_00227
OG0000218	Praw.g_01345	Prao.g_00228
OG0000219	Praw.g_01344	Prao.g_00229
OG0000220	Praw.g_01343	Prao.g_00230
OG0000221	Praw.g_01341	Prao.g_00233
OG0000222	Praw.g_01340	Prao.g_00234
OG0000223	Praw.g_01339	Prao.g_00235
OG0000224	Praw.g_01338	Prao.g_00236
OG0000225	Praw.g_01337	Prao.g_00237
OG0000226	Praw.g_01336	Prao.g_00238
OG0000227	Praw.g_01335	Prao.g_00239
OG0000228	Praw.g_01334	Prao.g_00240
OG0000229	Praw.g_01333	Prao.g_00241
OG0000230	Praw.g_01332	Prao.g_00242
OG0000231	Praw.g_01331	Prao.g_00243
OG0000232	Praw.g_01329	Prao.g_00244
OG0000233	Praw.g_01328	Prao.g_00245
OG0000234	Praw.g_01327	Prao.g_00246
OG0000235	Praw.g_01326	Prao.g_00247
OG0000236	Praw.g_01325	Prao.g_00248
OG0000237	Praw.g_01324	Prao.g_00249
OG0000238	Praw.g_01323	Prao.g_00250
OG0000239	Praw.g_01321	Prao.g_00252
OG0000240	Praw.g_01320	Prao.g_00254
OG0000241	Praw.g_01319	Prao.g_00255
OG0000242	Praw.g_01318	Prao.g_00256
OG0000243	Praw.g_01315	Prao.g_00259
OG0000244	Praw.g_01313	Prao.g_00261
OG0000245	Praw.g_01312	Prao.g_00262
OG0000246	Praw.g_01311	Prao.g_00263
OG0000247	Praw.g_01308	Prao.g_00266
OG0000248	Praw.g_01306	Prao.g_00268
OG0000249	Praw.g_01305	Prao.g_00269
OG0000250	Praw.g_01304	Prao.g_00270
OG0000251	Praw.g_01303	Prao.g_00271
OG0000252	Praw.g_01302	Prao.g_00272
OG0000253	Praw.g_01301	Prao.g_00273
OG0000254	Praw.g_01299	Prao.g_00274
OG0000255	Praw.g_01298	Prao.g_00275
OG0000256	Praw.g_01295	Prao.g_00278
OG0000257	Praw.g_01293	Prao.g_00280
OG0000258	Praw.g_01290	Prao.g_00283
OG0000259	Praw.g_01289	Prao.g_00284
OG0000260	Praw.g_01288	Prao.g_00285
OG0000261	Praw.g_01287	Prao.g_00286
OG0000262	Praw.g_01286	Prao.g_00287
OG0000263	Praw.g_01284	Prao.g_00289
OG0000264	Praw.g_01283	Prao.g_00290
OG0000265	Praw.g_01282	Prao.g_00291
OG0000266	Praw.g_01281	Prao.g_00292
OG0000267	Praw.g_01280	Prao.g_00293
OG0000268	Praw.g_01279	Prao.g_00294
OG0000269	Praw.g_01277	Prao.g_00296
OG0000270	Praw.g_01276	Prao.g_00297
OG0000271	Praw.g_01275	Prao.g_00298
OG0000272	Praw.g_01274	Prao.g_00299
OG0000273	Praw.g_01273	Prao.g_00300
OG0000274	Praw.g_01272	Prao.g_00301
OG0000275	Praw.g_01271	Prao.g_00302
OG0000276	Praw.g_01270	Prao.g_00303
OG0000277	Praw.g_01268	Prao.g_00305
OG0000278	Praw.g_01267	Prao.g_00306
OG0000279	Praw.g_01266	Prao.g_00307
OG0000280	Praw.g_01264	Prao.g_00309
OG0000281	Praw.g_01262	Prao.g_00311
OG0000282	Praw.g_01261	Prao.g_00312
OG0000283	Praw.g_01260	Prao.g_00313
OG0000284	Praw.g_01259	Prao.g_00314
OG0000285	Praw.g_01258	Prao.g_00315
OG0000286	Praw.g_01257	Prao.g_00316
OG0000287	Praw.g_01256	Prao.g_00317
OG0000288	Praw.g_01254	Prao.g_00319
OG0000289	Praw.g_01253	Prao.g_00320
OG0000290	Praw.g_01252	Prao.g_00321
OG0000291	Praw.g_01250	Prao.g_00323
OG0000292	Praw.g_01249	Prao.g_00324
OG0000293	Praw.g_01248	Prao.g_00325
OG0000294	Praw.g_01247	Prao.g_00326
OG0000295	Praw.g_01246	Prao.g_00327
OG0000296	Praw.g_01245	Prao.g_00328
OG0000297	Praw.g_01244	Prao.g_00329
OG0000298	Praw.g_01242	Prao.g_00331
OG0000299	Praw.g_01241	Prao.g_00332
OG0000300	Praw.g_01240	Prao.g_00333
OG0000301	Praw.g_01239	Prao.g_00334
OG0000302	Praw.g_01238	Prao.g_00335
OG0000303	Praw.g_01237	Prao.g_00336
OG0000304	Praw.g_01235	Prao.g_00338
OG0000305	Praw.g_01234	Prao.g_00339
OG0000306	Praw.g_01231	Prao.g_00342
OG0000307	Praw.g_01230	Prao.g_00343
OG0000308	Praw.g_01229	Prao.g_00344
OG0000309	Praw.g_01228	Prao.g_00345
OG0000310	Praw.g_01227	Prao.g_00346
OG0000311	Praw.g_01226	Prao.g_00347
OG0000312	Praw.g_01225	Prao.g_00348
OG0000313	Praw.g_01224	Prao.g_00349
OG0000314	Praw.g_01223	Prao.g_00350
OG0000315	Praw.g_01222	Prao.g_00351
OG0000316	Praw.g_01221	Prao.g_00352
OG0000317	Praw.g_01220	Prao.g_00353
OG0000318	Praw.g_01219	Prao.g_00354
OG0000319	Praw.g_01218	Prao.g_00355
OG0000320	Praw.g_01217	Prao.g_00356
OG0000321	Praw.g_01216	Prao.g_00357
OG0000322	Praw.g_01215	Prao.g_00358
OG0000323	Praw.g_01214	Prao.g_00359
OG0000324	Praw.g_01213	Prao.g_00360
OG0000325	Praw.g_01212	Prao.g_00361
OG0000326	Praw.g_01211	Prao.g_00362
OG0000327	Praw.g_01210	Prao.g_00363
OG0000328	Praw.g_01209	Prao.g_00364
OG0000329	Praw.g_01208	Prao.g_00365
OG0000330	Praw.g_01207	Prao.g_00366
OG0000331	Praw.g_01206	Prao.g_00367
OG0000332	Praw.g_01205	Prao.g_00368
OG0000333	Praw.g_01204	Prao.g_00369
OG0000334	Praw.g_01203	Prao.g_00370
OG0000335	Praw.g_01202	Prao.g_00371
OG0000336	Praw.g_01200	Prao.g_00373
OG0000337	Praw.g_01199	Prao.g_00374
OG0000338	Praw.g_01195	Prao.g_00378
OG0000339	Praw.g_00891	Prao.g_00380
OG0000340	Praw.g_00889	Prao.g_00382
OG0000341	Praw.g_00888	Prao.g_00383
OG0000342	Praw.g_00887	Prao.g_00384
OG0000343	Praw.g_00886	Prao.g_00385
OG0000344	Praw.g_00883	Prao.g_00388
OG0000345	Praw.g_00880	Prao.g_00391
OG0000346	Praw.g_00879	Prao.g_00392
OG0000347	Praw.g_00876	Prao.g_00395
OG0000348	Praw.g_00875	Prao.g_00397
OG0000349	Praw.g_00874	Prao.g_00398
OG0000350	Praw.g_00872	Prao.g_00400
OG0000351	Praw.g_00871	Prao.g_00401
OG0000352	Praw.g_00870	Prao.g_00402
OG0000353	Praw.g_00869	Prao.g_00403
OG0000354	Praw.g_00868	Prao.g_00404
OG0000355	Praw.g_00867	Prao.g_00405
OG0000356	Praw.g_00866	Prao.g_00406
OG0000357	Praw.g_00865	Prao.g_00407
OG0000358	Praw.g_00864	Prao.g_00408
OG0000359	Praw.g_00863	Prao.g_00409
OG0000360	Praw.g_00859	Prao.g_00412
OG0000361	Praw.g_00858	Prao.g_00413
OG0000362	Praw.g_00857	Prao.g_00414
OG0000363	Praw.g_00856	Prao.g_00415
OG0000364	Praw.g_00852	Prao.g_00419
OG0000365	Praw.g_00851	Prao.g_00420
OG0000366	Praw.g_00849	Prao.g_00422
OG0000367	Praw.g_00848	Prao.g_00423
OG0000368	Praw.g_00847	Prao.g_00424
OG0000369	Praw.g_00846	Prao.g_00425
OG0000370	Praw.g_00845	Prao.g_00426
OG0000371	Praw.g_00844	Prao.g_00427
OG0000372	Praw.g_00843	Prao.g_00428
OG0000373	Praw.g_00842	Prao.g_00429
OG0000374	Praw.g_00840	Prao.g_00431
OG0000375	Praw.g_00839	Prao.g_00432
OG0000376	Praw.g_00836	Prao.g_00435
OG0000377	Praw.g_00835	Prao.g_00436
OG0000378	Praw.g_00834	Prao.g_00437
OG0000379	Praw.g_00833	Prao.g_00438
OG0000380	Praw.g_00832	Prao.g_00439
OG0000381	Praw.g_00831	Prao.g_00440
OG0000382	Praw.g_00830	Prao.g_00441
OG0000383	Praw.g_00829	Prao.g_00442
OG0000384	Praw.g_00826	Prao.g_00444
OG0000385	Praw.g_00825	Prao.g_00445
OG0000386	Praw.g_00824	Prao.g_00446
OG0000387	Praw.g_00823	Prao.g_00447
OG0000388	Praw.g_00822	Prao.g_00448
OG0000389	Praw.g_00821	Prao.g_00449
OG0000390	Praw.g_00820	Prao.g_00450
OG0000391	Praw.g_00819	Prao.g_00451
OG0000392	Praw.g_00818	Prao.g_00452
OG0000393	Praw.g_00817	Prao.g_00453
OG0000394	Praw.g_00816	Prao.g_00454
OG0000395	Praw.g_00815	Prao.g_00455
OG0000396	Praw.g_00813	Prao.g_00457
OG0000397	Praw.g_00811	Prao.g_00459
OG0000398	Praw.g_00810	Prao.g_00460
OG0000399	Praw.g_00807	Prao.g_00463
OG0000400	Praw.g_00806	Prao.g_00464
OG0000401	Praw.g_00805	Prao.g_00465
OG0000402	Praw.g_00796	Prao.g_00470
OG0000403	Praw.g_00795	Prao.g_00471
OG0000404	Praw.g_00794	Prao.g_00472
OG0000405	Praw.g_00792	Prao.g_00474
OG0000406	Praw.g_00790	Prao.g_00476
OG0000407	Praw.g_00789	Prao.g_00477
OG0000408	Praw.g_00787	Prao.g_00479
OG0000409	Praw.g_00786	Prao.g_00480
OG0000410	Praw.g_00785	Prao.g_00481
OG0000411	Praw.g_00784	Prao.g_00482
OG0000412	Praw.g_00783	Prao.g_00483
OG0000413	Praw.g_00782	Prao.g_00484
OG0000414	Praw.g_00781	Prao.g_00485
OG0000415	Praw.g_00780	Prao.g_00486
OG0000416	Praw.g_00777	Prao.g_00489
OG0000417	Praw.g_00776	Prao.g_00490
OG0000418	Praw.g_00775	Prao.g_00491
OG0000419	Praw.g_00774	Prao.g_00492
OG0000420	Praw.g_00773	Prao.g_00493
OG0000421	Praw.g_00761	Prao.g_00506
OG0000422	Praw.g_00754	Prao.g_00513
OG0000423	Praw.g_00753	Prao.g_00514
OG0000424	Praw.g_00748	Prao.g_00518
OG0000425	Praw.g_00716	Prao.g_00535
OG0000426	Praw.g_00715	Prao.g_00536
OG0000427	Praw.g_00714	Prao.g_00537
OG0000428	Praw.g_00712	Prao.g_00539
OG0000429	Praw.g_00711	Prao.g_00540
OG0000430	Praw.g_00709	Prao.g_00542
OG0000431	Praw.g_00708	Prao.g_00543
OG0000432	Praw.g_00707	Prao.g_00544
OG0000433	Praw.g_00706	Prao.g_00545
OG0000434	Praw.g_00705	Prao.g_00546
OG0000435	Praw.g_00704	Prao.g_00547
OG0000436	Praw.g_00703	Prao.g_00548
OG0000437	Praw.g_00702	Prao.g_00549
OG0000438	Praw.g_00701	Prao.g_00550
OG0000439	Praw.g_00700	Prao.g_00551
OG0000440	Praw.g_00699	Prao.g_00552
OG0000441	Praw.g_00698	Prao.g_00553
OG0000442	Praw.g_00697	Prao.g_00554
OG0000443	Praw.g_00696	Prao.g_00555
OG0000444	Praw.g_00695	Prao.g_00556
OG0000445	Praw.g_00694	Prao.g_00557
OG0000446	Praw.g_00692	Prao.g_00559
OG0000447	Praw.g_00691	Prao.g_00560
OG0000448	Praw.g_00689	Prao.g_00564
OG0000449	Praw.g_00686	Prao.g_00567
OG0000450	Praw.g_00685	Prao.g_00568
OG0000451	Praw.g_00684	Prao.g_00569
OG0000452	Praw.g_00683	Prao.g_00570
OG0000453	Praw.g_00682	Prao.g_00571
OG0000454	Praw.g_00676	Prao.g_00577
OG0000455	Praw.g_00674	Prao.g_00579
OG0000456	Praw.g_00670	Prao.g_00583
OG0000457	Praw.g_00669	Prao.g_00584
OG0000458	Praw.g_00668	Prao.g_00585
OG0000459	Praw.g_00666	Prao.g_00587
OG0000460	Praw.g_00665	Prao.g_00589
OG0000461	Praw.g_00664	Prao.g_00590
OG0000462	Praw.g_00663	Prao.g_00591
OG0000463	Praw.g_00661	Prao.g_00593
OG0000464	Praw.g_00660	Prao.g_00594
OG0000465	Praw.g_00659	Prao.g_00595
OG0000466	Praw.g_00658	Prao.g_00596
OG0000467	Praw.g_00657	Prao.g_00597
OG0000468	Praw.g_00656	Prao.g_00598
OG0000469	Praw.g_00655	Prao.g_00599
OG0000470	Praw.g_00654	Prao.g_00600
OG0000471	Praw.g_00653	Prao.g_00601
OG0000472	Praw.g_00648	Prao.g_00606
OG0000473	Praw.g_00647	Prao.g_00607
OG0000474	Praw.g_00646	Prao.g_00608
OG0000475	Praw.g_00645	Prao.g_00609
OG0000476	Praw.g_00643	Prao.g_00611
OG0000477	Praw.g_00642	Prao.g_00612
OG0000478	Praw.g_00641	Prao.g_00613
OG0000479	Praw.g_00640	Prao.g_00614
OG0000480	Praw.g_00638	Prao.g_00616
OG0000481	Praw.g_00636	Prao.g_00618
OG0000482	Praw.g_00635	Prao.g_00619
OG0000483	Praw.g_00633	Prao.g_00621
OG0000484	Praw.g_00632	Prao.g_00622
OG0000485	Praw.g_00631	Prao.g_00623
OG0000486	Praw.g_00630	Prao.g_00624
OG0000487	Praw.g_00625	Prao.g_00629
OG0000488	Praw.g_00623	Prao.g_00631
OG0000489	Praw.g_00622	Prao.g_00632
OG0000490	Praw.g_00621	Prao.g_00633
OG0000491	Praw.g_00620	Prao.g_00634
OG0000492	Praw.g_00619	Prao.g_00635
OG0000493	Praw.g_00618	Prao.g_01861
OG0000494	Praw.g_00617	Prao.g_01860
OG0000495	Praw.g_00614	Prao.g_01857
OG0000496	Praw.g_00613	Prao.g_01856
OG0000497	Praw.g_00612	Prao.g_01855
OG0000498	Praw.g_00611	Prao.g_01854
OG0000499	Praw.g_00610	Prao.g_01853
OG0000500	Praw.g_00608	Prao.g_01159
OG0000501	Praw.g_00607	Prao.g_01160
OG0000502	Praw.g_00606	Prao.g_01161
OG0000503	Praw.g_00604	Prao.g_01163
OG0000504	Praw.g_00603	Prao.g_01164
OG0000505	Praw.g_00602	Prao.g_01165
OG0000506	Praw.g_00601	Prao.g_01166
OG0000507	Praw.g_00600	Prao.g_01167
OG0000508	Praw.g_00599	Prao.g_01168
OG0000509	Praw.g_00598	Prao.g_01169
OG0000510	Praw.g_00597	Prao.g_01170
OG0000511	Praw.g_00595	Prao.g_01172
OG0000512	Praw.g_00594	Prao.g_01173
OG0000513	Praw.g_00593	Prao.g_01174
OG0000514	Praw.g_00592	Prao.g_01175
OG0000515	Praw.g_00591	Prao.g_01176
OG0000516	Praw.g_00590	Prao.g_01177
OG0000517	Praw.g_00588	Prao.g_01179
OG0000518	Praw.g_00587	Prao.g_01180
OG0000519	Praw.g_00586	Prao.g_01181
OG0000520	Praw.g_00585	Prao.g_01182
OG0000521	Praw.g_00584	Prao.g_01183
OG0000522	Praw.g_00583	Prao.g_01184
OG0000523	Praw.g_00582	Prao.g_01185
OG0000524	Praw.g_00581	Prao.g_01186
OG0000525	Praw.g_00580	Prao.g_01187
OG0000526	Praw.g_00579	Prao.g_01862
OG0000527	Praw.g_00578	Prao.g_01863
OG0000528	Praw.g_00577	Prao.g_01864
OG0000529	Praw.g_00576	Prao.g_01865
OG0000530	Praw.g_00575	Prao.g_01866
OG0000531	Praw.g_01922	Prao.g_01867
OG0000532	Praw.g_01923	Prao.g_01868
OG0000533	Praw.g_01925	Prao.g_01870
OG0000534	Praw.g_01926	Prao.g_00018
OG0000535	Praw.g_01927	Prao.g_00019
OG0000536	Praw.g_01928	Prao.g_00020
OG0000537	Praw.g_01929	Prao.g_00021
OG0000538	Praw.g_01930	Prao.g_00022
OG0000539	Praw.g_01933	Prao.g_00025
OG0000540	Praw.g_01934	Prao.g_00026
OG0000541	Praw.g_01935	Prao.g_00027
OG0000542	Praw.g_01937	Prao.g_00029
OG0000543	Praw.g_01938	Prao.g_00030
OG0000544	Praw.g_01939	Prao.g_00031
OG0000545	Praw.g_01940	Prao.g_00032
OG0000546	Praw.g_01941	Prao.g_00033
OG0000547	Praw.g_01942	Prao.g_00034
OG0000548	Praw.g_01943	Prao.g_00035
OG0000549	Praw.g_01945	Prao.g_00037
OG0000550	Praw.g_01946	Prao.g_00038
OG0000551	Praw.g_01947	Prao.g_00039
OG0000552	Praw.g_01948	Prao.g_00040
OG0000553	Praw.g_01949	Prao.g_00041
OG0000554	Praw.g_00140	Prao.g_00042
OG0000555	Praw.g_00141	Prao.g_00043
OG0000556	Praw.g_00142	Prao.g_00044
OG0000557	Praw.g_00143	Prao.g_00045
OG0000558	Praw.g_00144	Prao.g_00046
OG0000559	Praw.g_00145	Prao.g_00047
OG0000560	Praw.g_00146	Prao.g_00048
OG0000561	Praw.g_00147	Prao.g_00049
OG0000562	Praw.g_00148	Prao.g_00050
OG0000563	Praw.g_00149	Prao.g_00051
OG0000564	Praw.g_00150	Prao.g_00052
OG0000565	Praw.g_00151	Prao.g_00053
OG0000566	Praw.g_00152	Prao.g_00054
OG0000567	Praw.g_00153	Prao.g_00055
OG0000568	Praw.g_00154	Prao.g_00056
OG0000569	Praw.g_00157	Prao.g_00060
OG0000570	Praw.g_00158	Prao.g_00061
