assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_000332075.2	PRJNA224116	SAMN02261355	ALVU00000000.2	na	927677	927677	Synechocystis sp. PCC 7509	strain=PCC 7509	na	latest	Scaffold	Major	Full	2014-02-06	ASM33207v2	JGI	GCA_000332075.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/075/GCF_000332075.2_ASM33207v2	na	na	na	haploid	bacteria	4908825	4908425	41.500000	0	4	8	NCBI RefSeq	GCF_000332075.2-RS_2025_06_08	2025-06-08	4976	4818	60	23277585
GCF_000332275.1	PRJNA224116	SAMN02261338	ALWC00000000.1	na	195250	195250	Synechococcus sp. PCC 7336	strain=PCC 7336	na	latest	Chromosome	Major	Full	2013-01-22	ASM33227v1	JGI	GCA_000332275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/275/GCF_000332275.1_ASM33227v1	na	na	na	haploid	bacteria	5066637	5065937	53.500000	1	1	8	NCBI RefSeq	GCF_000332275.1-RS_2024_08_13	2024-08-13	4650	4513	53	23277585
GCF_000340785.1	PRJNA224116	SAMN02603388	na	na	1148	1148	Synechocystis sp. PCC 6803	strain=PCC 6803	na	latest	Complete Genome	Major	Full	2013-02-19	ASM34078v1	Institute of Biology 3, Faculty of Biology, Albert-Ludwigs-University Freiburg	GCA_000340785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/785/GCF_000340785.1_ASM34078v1	na	na	na	haploid	bacteria	3949306	3949306	47.500000	8	8	8	NCBI RefSeq	GCF_000340785.1-RS_2024_08_13	2024-08-13	3745	3627	51	23069868
GCF_000478825.2	PRJNA224116	SAMN02471775	na	na	1147	1147	Synechocystis sp. PCC 6714	strain=PCC 6714	na	latest	Complete Genome	Major	Full	2014-07-09	ASM47882v2	University of Freiburg	GCA_000478825.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/478/825/GCF_000478825.2_ASM47882v2	na	na	na	haploid	bacteria	3738889	3738889	47.500000	4	4	4	NCBI RefSeq	GCF_000478825.2-RS_2024_08_13	2024-08-13	3537	3424	52	24408876;25081267
GCF_000515235.1	PRJNA224116	SAMN02597268	AZXL00000000.1	na	110663	110663	Synechococcus sp. CC9616	strain=CC9616	na	latest	Scaffold	Major	Full	2014-01-07	ASM51523v1	JGI	GCA_000515235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/515/235/GCF_000515235.1_ASM51523v1	na	na	na	haploid	bacteria	2645910	2644310	56.500000	0	1	17	NCBI RefSeq	GCF_000515235.1-RS_2024_08_13	2024-08-13	2874	2802	49	na
GCF_000586015.1	PRJNA224116	SAMN02643444	JENA00000000.1	na	1451353	431041	Candidatus Synechococcus spongiarum SH4	strain=SH4	na	latest	Contig	Major	Full	2014-03-07	SynSpo.0	The Hong Kong University of Science and Technology	GCA_000586015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/586/015/GCF_000586015.1_SynSpo.0	na	na	na	haploid	bacteria	1658709	1658709	63.000000	0	273	273	NCBI RefSeq	GCF_000586015.1-RS_2024_09_02	2024-09-02	1856	1668	43	24692632
GCF_000737535.1	PRJNA224116	SAMN02202183	na	na	1280380	1280380	Synechococcus sp. KORDI-100	strain=KORDI 100	na	latest	Complete Genome	Major	Full	2014-08-04	ASM73753v1	Korea Institute of Ocean Science and Technology	GCA_000737535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/535/GCF_000737535.1_ASM73753v1	na	na	na	haploid	bacteria	2789000	2789000	57.500000	1	1	1	NCBI RefSeq	GCF_000737535.1-RS_2024_08_13	2024-08-13	2988	2921	48	na
GCF_000737575.1	PRJNA224116	SAMN02202184	na	na	585423	585423	Synechococcus sp. KORDI-49	strain=KORDI 49	na	latest	Complete Genome	Major	Full	2014-08-04	ASM73757v1	Korea Institute of Ocean Science and Technology	GCA_000737575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/575/GCF_000737575.1_ASM73757v1	na	na	na	haploid	bacteria	2585813	2585813	61.500000	1	1	1	NCBI RefSeq	GCF_000737575.1-RS_2024_08_22	2024-08-22	2685	2617	53	na
GCF_000737595.1	PRJNA224116	SAMN02202185	na	na	585425	585425	Synechococcus sp. KORDI-52	strain=KORDI 52	na	latest	Complete Genome	Major	Full	2014-08-04	ASM73759v1	Korea Institute of Ocean Science and Technology	GCA_000737595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/595/GCF_000737595.1_ASM73759v1	na	na	na	haploid	bacteria	2572069	2572069	59.000000	1	1	1	NCBI RefSeq	GCF_000737595.1-RS_2024_08_22	2024-08-22	2780	2704	58	na
GCF_000817325.1	PRJNA224116	SAMN03278348	na	na	1350461	32046	Synechococcus elongatus UTEX 2973	strain=UTEX 2973	na	latest	Complete Genome	Major	Full	2015-01-09	ASM81732v1	Washington University in St Louis	GCA_000817325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/817/325/GCF_000817325.1_ASM81732v1	na	na	na	haploid	bacteria	2744626	2744626	55.500000	3	3	3	NCBI RefSeq	GCF_000817325.1-RS_2025_05_13	2025-05-13	2775	2714	54	na
GCF_000849825.2	PRJNA485481	na	na	na	2905923	151528	Synechococcus phage P60	na	na	latest	Complete Genome	Major	Full	2015-10-19	ViralProj14628	Institute of Marine and Environmental Technology, University of Maryland Center for Environmental Science	GCA_000849825.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/825/GCF_000849825.2_ViralProj14628	na	ICTV species exemplar	na	haploid	viral	46675	46675	53.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015-10-19	55	55	0	11976141
GCF_000857445.1	PRJNA485481	na	na	na	238854	2734126	Synechococcus phage S-PM2	na	na	latest	Complete Genome	Major	Full	2005-02-03	ViralProj15223	Mann N.H., Coventry, University of Warwick, CV4 7AL, CV4 7AL, UNITED KINGDOM	GCA_000857445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/857/445/GCF_000857445.1_ViralProj15223	na	ICTV species exemplar	na	haploid	viral	196280	196280	38.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-11	251	244	6	15263091;15838046
GCF_000870005.1	PRJNA485481	na	na	na	382359	2956240	Synechococcus phage syn9	na	na	latest	Complete Genome	Major	Full	2007-12-11	ViralProj17541	Pittsburgh Bacteriophage Institute and Department of Biological Sciences, University of Pittsburgh	GCA_000870005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/870/005/GCF_000870005.1_ViralProj17541	na	ICTV species exemplar	na	haploid	viral	177300	177300	40.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	232	226	6	17564603
GCF_000873225.1	PRJNA485481	na	na	na	2914003	438482	Synechococcus phage Syn5	na	na	latest	Complete Genome	Major	Full	2007-06-07	ViralProj19763	Biology, Massachusetts Institute of Technology	GCA_000873225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/873/225/GCF_000873225.1_ViralProj19763	na	ICTV species exemplar	na	haploid	viral	46214	46214	55.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-08-13	61	61	0	17383677
GCF_000886695.1	PRJNA485481	na	na	na	555387	2955947	Synechococcus phage S-RSM4	na	na	latest	Complete Genome	Major	Full	2009-08-13	ViralProj39923	University of Warwick	GCA_000886695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/886/695/GCF_000886695.1_ViralProj39923	na	ICTV species exemplar	na	haploid	viral	194454	194454	41.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	249	237	12	19508343
GCF_000890815.1	PRJNA485481	na	na	na	444860	2956223	Synechococcus phage S-SM2	strain=8017-1	na	latest	Complete Genome	Major	Full	2011-03-24	ViralProj64695	Gordon and Betty Moore Foundation Marine Microbiology Initiative	GCA_000890815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/890/815/GCF_000890815.1_ViralProj64695	na	ICTV species exemplar	na	haploid	viral	190789	190789	40.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	278	267	11	20662890
GCF_000890855.1	PRJNA485481	na	na	na	445686	2956125	Synechococcus phage S-SSM7	strain=8109-3	na	latest	Complete Genome	Major	Full	2011-03-24	ViralProj64711	Gordon and Betty Moore Foundation Marine Microbiology Initiative	GCA_000890855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/890/855/GCF_000890855.1_ViralProj64711	na	ICTV species exemplar	na	haploid	viral	232878	232878	39.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	324	319	5	20662890
GCF_000891035.1	PRJNA485481	na	na	na	753085	753085	Synechococcus phage S-CBS3	strain=S-CBS3	na	latest	Complete Genome	Major	Full	2011-04-28	ViralProj66397	Center of Marine Biotechnology, University of Maryland Biotechnology Institute	GCA_000891035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/891/035/GCF_000891035.1_ViralProj66397	na	na	na	haploid	viral	33004	33004	60.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2011-04-28	46	46	0	22188618
GCF_000891795.1	PRJNA485481	na	na	na	445683	2734079	Synechococcus phage S-ShM2	strain=8102-4	na	latest	Complete Genome	Major	Full	2011-03-24	ViralProj64699	Gordon and Betty Moore Foundation Marine Microbiology Initiative	GCA_000891795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/891/795/GCF_000891795.1_ViralProj64699	na	ICTV species exemplar	na	haploid	viral	179563	179563	41.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	231	230	1	20662890
GCF_000891835.1	PRJNA485481	na	na	na	445685	2955956	Synechococcus phage S-SSM5	strain=8102-12	na	latest	Complete Genome	Major	Full	2011-03-24	ViralProj64715	Gordon and Betty Moore Foundation Marine Microbiology Initiative	GCA_000891835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/891/835/GCF_000891835.1_ViralProj64715	na	ICTV species exemplar	na	haploid	viral	176184	176184	40.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	229	225	4	20662890
GCF_000891995.1	PRJNA485481	na	na	na	753084	753084	Synechococcus phage S-CBS2	strain=S-CBS2	na	latest	Complete Genome	Major	Full	2011-04-28	ViralProj66393	Center of Marine Biotechnology, University of Maryland Biotechnology Institute	GCA_000891995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/891/995/GCF_000891995.1_ViralProj66393	na	na	na	haploid	viral	72332	72332	54.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2011-04-28	102	102	0	22188618
GCF_000892775.1	PRJNA485481	na	na	na	1026955	1026955	Synechococcus phage S-CRM01	na	na	latest	Complete Genome	Major	Full	2011-05-23	ViralProj67251	Deptartment of Microbiology, Oregon State University	GCA_000892775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/892/775/GCF_000892775.1_ViralProj67251	na	na	na	haploid	viral	178563	178563	39.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	297	297	0	21605306
GCF_000893355.1	PRJNA485481	na	na	na	444859	2734149	Synechococcus phage S-SM1	strain=6501-1	na	latest	Complete Genome	Major	Full	2011-03-24	ViralProj64701	Gordon and Betty Moore Foundation Marine Microbiology Initiative	GCA_000893355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/893/355/GCF_000893355.1_ViralProj64701	na	ICTV species exemplar	na	haploid	viral	174079	174079	41.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	240	234	6	20662890
GCF_000893375.1	PRJNA485481	na	na	na	445684	2734134	Synechococcus phage Syn19	strain=Syn19	na	latest	Complete Genome	Major	Full	2011-03-24	ViralProj64709	Gordon and Betty Moore Foundation Marine Microbiology Initiative	GCA_000893375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/893/375/GCF_000893375.1_ViralProj64709	na	ICTV species exemplar	na	haploid	viral	175230	175230	41.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	221	215	6	20662890
GCF_000894995.1	PRJNA485481	na	na	na	909297	909297	Synechococcus phage S-CBS1	na	na	latest	Complete Genome	Major	Full	2011-11-10	ViralProj76741	Institute of Marine and Environmental Technology, University of Maryland Center for Environmental Science	GCA_000894995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/894/995/GCF_000894995.1_ViralProj76741	na	na	na	haploid	viral	30332	30332	58.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2011-11-10	43	43	0	22188618
GCF_000896775.1	PRJNA485481	na	na	na	756275	756275	Synechococcus phage S-CBS4	na	na	latest	Complete Genome	Major	Full	2012-02-02	ViralProj82651	Institute of Marine and Environmental Technology, University of Maryland Center for Environmental Science	GCA_000896775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/896/775/GCF_000896775.1_ViralProj82651	na	na	na	haploid	viral	69420	69420	51.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2012-02-02	105	105	0	22188618
GCF_000901695.1	PRJNA485481	na	na	na	1079999	2955924	Synechococcus phage metaG-MbCM1	na	na	latest	Complete Genome	Major	Full	2012-11-16	ViralProj181073	Ecology and Evolutionary Biology, University of Arizona	GCA_000901695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/901/695/GCF_000901695.1_ViralProj181073	na	ICTV species exemplar	na	haploid	viral	172879	172879	40.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	234	0	0	na
