assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_000759865.1	PRJNA224116	SAMN02769553	JNAJ00000000.1	na	167544	1219	Prochlorococcus marinus str. MIT 9116	strain=MIT 9116	na	latest	Contig	Major	Full	2014-09-29	ASM75986v1	MIT	GCA_000759865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/865/GCF_000759865.1_ASM75986v1	na	na	na	haploid	bacteria	1685398	1685398	31.000000	0	22	22	NCBI RefSeq	GCF_000759865.1-RS_2025_05_18	2025-05-18	1941	1872	44	25977791
GCF_000759875.1	PRJNA224116	SAMN02769549	JNAG00000000.1	na	190047	1219	Prochlorococcus marinus str. EQPAC1	strain=EQPAC1	na	latest	Contig	Major	Full	2014-09-29	ASM75987v1	MIT	GCA_000759875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/875/GCF_000759875.1_ASM75987v1	na	na	na	haploid	bacteria	1654739	1654739	31.000000	0	8	8	NCBI RefSeq	GCF_000759875.1-RS_2025_04_01	2025-04-01	1926	1873	43	25977791
GCF_000759885.1	PRJNA224116	SAMN02769550	JNAH00000000.1	na	59925	1219	Prochlorococcus marinus str. GP2	strain=GP2	na	latest	Contig	Major	Full	2014-09-29	ASM75988v1	MIT	GCA_000759885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/885/GCF_000759885.1_ASM75988v1	na	na	na	haploid	bacteria	1624310	1624310	31.000000	0	11	11	NCBI RefSeq	GCF_000759885.1-RS_2025_05_16	2025-05-16	1859	1804	43	25977791
GCF_000759935.1	PRJNA224116	SAMN02769554	JNAK00000000.1	na	167545	1219	Prochlorococcus marinus str. MIT 9123	strain=MIT 9123	na	latest	Contig	Major	Full	2014-09-29	ASM75993v1	MIT	GCA_000759935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/935/GCF_000759935.1_ASM75993v1	na	na	na	haploid	bacteria	1697748	1697748	31.000000	0	18	18	NCBI RefSeq	GCF_000759935.1-RS_2025_05_18	2025-05-18	1962	1900	44	25977791
GCF_000759955.1	PRJNA224116	SAMN02769555	JNAL00000000.1	na	93057	1219	Prochlorococcus marinus str. MIT 9201	strain=MIT 9201	na	latest	Contig	Major	Full	2014-09-29	ASM75995v1	MIT	GCA_000759955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/955/GCF_000759955.1_ASM75995v1	na	na	na	haploid	bacteria	1672416	1672416	31.500000	0	21	21	NCBI RefSeq	GCF_000759955.1-RS_2025_05_18	2025-05-18	1951	1894	43	25977791
GCF_000759975.1	PRJNA224116	SAMN02769556	JNAM00000000.1	na	74545	1219	Prochlorococcus marinus str. MIT 9302	strain=MIT 9302	na	latest	Contig	Major	Full	2014-09-29	ASM75997v1	MIT	GCA_000759975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/975/GCF_000759975.1_ASM75997v1	na	na	na	haploid	bacteria	1745343	1745343	31.000000	0	17	17	NCBI RefSeq	GCF_000759975.1-RS_2025_08_15	2025-08-15	1982	1919	44	25977791
GCF_000760015.1	PRJNA224116	SAMN02769557	JNAN00000000.1	na	167547	1219	Prochlorococcus marinus str. MIT 9311	strain=MIT 9311	na	latest	Contig	Major	Full	2014-09-29	ASM76001v1	MIT	GCA_000760015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/015/GCF_000760015.1_ASM76001v1	na	na	na	haploid	bacteria	1711064	1711064	31.000000	0	17	17	NCBI RefSeq	GCF_000760015.1-RS_2025_05_18	2025-05-18	1953	1895	44	25977791
GCF_000760035.1	PRJNA224116	SAMN02769558	JNAO00000000.1	na	167548	1219	Prochlorococcus marinus str. MIT 9314	strain=MIT 9314	na	latest	Contig	Major	Full	2014-09-29	ASM76003v1	MIT	GCA_000760035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/035/GCF_000760035.1_ASM76003v1	na	na	na	haploid	bacteria	1690556	1690556	31.000000	0	16	16	NCBI RefSeq	GCF_000760035.1-RS_2025_05_18	2025-05-18	1953	1895	43	25977791
GCF_000760055.1	PRJNA224116	SAMN02769559	JNAP00000000.1	na	167549	1219	Prochlorococcus marinus str. MIT 9321	strain=MIT 9321	na	latest	Contig	Major	Full	2014-09-29	ASM76005v1	MIT	GCA_000760055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/055/GCF_000760055.1_ASM76005v1	na	na	na	haploid	bacteria	1658664	1658664	31.000000	0	10	10	NCBI RefSeq	GCF_000760055.1-RS_2025_05_18	2025-05-18	1919	1868	43	25977791
GCF_000760075.1	PRJNA224116	SAMN02769560	JNAQ00000000.1	na	167550	1219	Prochlorococcus marinus str. MIT 9322	strain=MIT 9322	na	latest	Contig	Major	Full	2014-09-29	ASM76007v1	MIT	GCA_000760075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/075/GCF_000760075.1_ASM76007v1	na	na	na	haploid	bacteria	1657550	1657550	31.000000	0	11	11	NCBI RefSeq	GCF_000760075.1-RS_2025_05_17	2025-05-17	1915	1864	43	25977791
GCF_000760095.1	PRJNA224116	SAMN02769561	JNAR00000000.1	na	167551	1219	Prochlorococcus marinus str. MIT 9401	strain=MIT 9401	na	latest	Contig	Major	Full	2014-09-29	ASM76009v1	MIT	GCA_000760095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/095/GCF_000760095.1_ASM76009v1	na	na	na	haploid	bacteria	1666808	1666808	31.000000	0	17	17	NCBI RefSeq	GCF_000760095.1-RS_2025_05_17	2025-05-17	1932	1878	44	25977791
GCF_000760115.1	PRJNA224116	SAMN02769562	JNAS00000000.1	na	59926	1219	Prochlorococcus marinus str. SB	strain=SB	na	latest	Contig	Major	Full	2014-09-29	ASM76011v1	MIT	GCA_000760115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/115/GCF_000760115.1_ASM76011v1	na	na	na	haploid	bacteria	1669823	1669823	31.500000	0	4	4	NCBI RefSeq	GCF_000760115.1-RS_2025_05_18	2025-05-18	1893	1839	44	25977791
GCF_000760155.1	PRJNA224116	SAMN02769565	JNAT00000000.1	na	167556	1219	Prochlorococcus marinus str. LG	strain=LG	na	latest	Contig	Major	Full	2014-09-29	ASM76015v1	MIT	GCA_000760155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/155/GCF_000760155.1_ASM76015v1	na	na	na	haploid	bacteria	1754063	1754063	36.500000	0	14	14	NCBI RefSeq	GCF_000760155.1-RS_2025_04_01	2025-04-01	1929	1872	45	25977791
GCF_000760175.1	PRJNA224116	SAMN02769566	JNAU00000000.1	na	1499498	1499498	Prochlorococcus sp. MIT 0601	strain=MIT 0601	na	latest	Contig	Major	Full	2014-09-29	ASM76017v1	MIT	GCA_000760175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/175/GCF_000760175.1_ASM76017v1	na	na	na	haploid	bacteria	1707342	1707342	37.000000	0	6	6	NCBI RefSeq	GCF_000760175.1-RS_2024_05_02	2024-05-02	1862	1807	45	25977791
GCF_000760195.1	PRJNA224116	SAMN02769567	JNAV00000000.1	na	1499499	1499499	Prochlorococcus sp. MIT 0602	strain=MIT 0602	na	latest	Contig	Major	Full	2014-09-29	ASM76019v1	MIT	GCA_000760195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/195/GCF_000760195.1_ASM76019v1	na	na	na	haploid	bacteria	1750918	1750918	36.500000	0	9	9	NCBI RefSeq	GCF_000760195.1-RS_2024_05_02	2024-05-02	1906	1849	45	25977791
GCF_000760215.1	PRJNA224116	SAMN02769568	JNAW00000000.1	na	1499500	1499500	Prochlorococcus sp. MIT 0603	strain=MIT 0603	na	latest	Contig	Major	Full	2014-09-29	ASM76021v1	MIT	GCA_000760215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/215/GCF_000760215.1_ASM76021v1	na	na	na	haploid	bacteria	1752482	1752482	36.500000	0	7	7	NCBI RefSeq	GCF_000760215.1-RS_2025_09_30	2025-09-30	1912	1857	46	25977791
GCF_000760235.1	PRJNA224116	SAMN02769564	JNAX00000000.1	na	59924	1219	Prochlorococcus marinus str. PAC1	strain=PAC1	na	latest	Contig	Major	Full	2014-09-29	ASM76023v1	MIT	GCA_000760235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/235/GCF_000760235.1_ASM76023v1	na	na	na	haploid	bacteria	1841163	1841163	35.000000	0	20	20	NCBI RefSeq	GCF_000760235.1-RS_2025_05_18	2025-05-18	2175	2119	44	25977791
GCF_000760255.1	PRJNA224116	SAMN02769569	JNAY00000000.1	na	167552	1219	Prochlorococcus marinus str. SS2	strain=SS2	na	latest	Contig	Major	Full	2014-09-29	ASM76025v1	MIT	GCA_000760255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/255/GCF_000760255.1_ASM76025v1	na	na	na	haploid	bacteria	1752772	1752772	36.500000	0	19	19	NCBI RefSeq	GCF_000760255.1-RS_2025_04_01	2025-04-01	1918	1859	45	25977791
GCF_000760275.1	PRJNA224116	SAMN02769570	JNAZ00000000.1	na	167553	1219	Prochlorococcus marinus str. SS35	strain=SS35	na	latest	Contig	Major	Full	2014-09-29	ASM76027v1	MIT	GCA_000760275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/275/GCF_000760275.1_ASM76027v1	na	na	na	haploid	bacteria	1751015	1751015	36.500000	0	9	9	NCBI RefSeq	GCF_000760275.1-RS_2025_04_01	2025-04-01	1913	1858	45	25977791
GCF_000760295.1	PRJNA224116	SAMN02769573	JNBA00000000.1	na	1499502	1499502	Prochlorococcus sp. MIT 0701	strain=MIT 0701	na	latest	Contig	Major	Full	2014-09-29	ASM76029v1	MIT	GCA_000760295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/295/GCF_000760295.1_ASM76029v1	na	na	na	haploid	bacteria	2592571	2592571	50.500000	0	53	53	NCBI RefSeq	GCF_000760295.1-RS_2025_09_30	2025-09-30	2625	2519	51	25977791
GCF_000760315.1	PRJNA224116	SAMN02769574	JNBB00000000.1	na	1499503	1499503	Prochlorococcus sp. MIT 0702	strain=MIT 0702	na	latest	Contig	Major	Full	2014-09-29	ASM76031v1	MIT	GCA_000760315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/315/GCF_000760315.1_ASM76031v1	na	na	na	haploid	bacteria	2583057	2583057	50.500000	0	61	61	NCBI RefSeq	GCF_000760315.1-RS_2025_09_30	2025-09-30	2623	2508	51	25977791
GCF_000760335.1	PRJNA224116	SAMN02769575	JNBC00000000.1	na	1499504	1499504	Prochlorococcus sp. MIT 0703	strain=MIT 0703	na	latest	Contig	Major	Full	2014-09-29	ASM76033v1	MIT	GCA_000760335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/335/GCF_000760335.1_ASM76033v1	na	na	na	haploid	bacteria	2575057	2575057	50.500000	0	61	61	NCBI RefSeq	GCF_000760335.1-RS_2024_05_07	2024-05-07	2624	2516	51	25977791
GCF_000760355.1	PRJNA224116	SAMN02769571	JNBD00000000.1	na	167554	1219	Prochlorococcus marinus str. SS51	strain=SS51	na	latest	Contig	Major	Full	2014-09-29	ASM76035v1	MIT	GCA_000760355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/355/GCF_000760355.1_ASM76035v1	na	na	na	haploid	bacteria	1746977	1746977	36.500000	0	12	12	NCBI RefSeq	GCF_000760355.1-RS_2025_03_31	2025-03-31	1927	1871	46	25977791
GCF_000760375.1	PRJNA224116	SAMN02769572	JNBE00000000.1	na	1499501	1499501	Prochlorococcus sp. SS52	strain=SS52	na	latest	Contig	Major	Full	2014-09-29	ASM76037v1	MIT	GCA_000760375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/760/375/GCF_000760375.1_ASM76037v1	na	na	na	haploid	bacteria	1754053	1754053	36.500000	0	22	22	NCBI RefSeq	GCF_000760375.1-RS_2025_09_30	2025-09-30	1939	1875	45	25977791
GCF_001180245.1	PRJNA224116	SAMEA3368573	CVSV00000000.1	na	1219	1219	Prochlorococcus marinus	strain=SCGC AAA795-F05	na	latest	Contig	Major	Full	2015-07-08	CLC assembled contigs	UNIVERSITY OF CALIFORNIA - SAN DIEGO	GCA_001180245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/180/245/GCF_001180245.1_CLC_assembled_contigs	na	na	na	haploid	bacteria	1418374	1418374	31.500000	0	136	136	NCBI RefSeq	GCF_001180245.1-RS_2025_09_10	2025-09-10	1701	1609	36	na
GCF_001631965.1	PRJNA224116	SAMN04100954	LVHK00000000.1	na	1723647	1723647	Prochlorococcus sp. MIT 1303	strain=MIT 1303	na	latest	Contig	Major	Full	2016-04-25	ASM163196v1	MIT	GCA_001631965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/631/965/GCF_001631965.1_ASM163196v1	na	na	na	haploid	bacteria	2560150	2560150	50.500000	0	47	47	NCBI RefSeq	GCF_001631965.1-RS_2024_08_14	2024-08-14	2574	2484	49	na
GCF_001631985.1	PRJNA224116	SAMN04488532	LVHL00000000.1	na	1799667	1799667	Prochlorococcus sp. MIT 1306	strain=MIT 1306	na	latest	Contig	Major	Full	2016-04-25	ASM163198v1	MIT	GCA_001631985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/631/985/GCF_001631985.1_ASM163198v1	na	na	na	haploid	bacteria	2498944	2498944	50.500000	0	12	12	NCBI RefSeq	GCF_001631985.1-RS_2024_08_14	2024-08-14	2481	2391	48	na
GCF_001632005.1	PRJNA224116	SAMN04490358	LVHM00000000.1	na	1801621	1219	Prochlorococcus marinus str. MIT 1312	strain=MIT 1312	na	latest	Contig	Major	Full	2016-04-25	ASM163200v1	MIT	GCA_001632005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/005/GCF_001632005.1_ASM163200v1	na	na	na	haploid	bacteria	2561499	2561499	50.500000	0	53	53	NCBI RefSeq	GCF_001632005.1-RS_2025_03_11	2025-03-11	2579	2490	48	na
GCF_001632025.1	PRJNA224116	SAMN04490363	LVHQ00000000.1	na	1801625	1219	Prochlorococcus marinus str. MIT 1323	strain=MIT 1323	na	latest	Contig	Major	Full	2016-04-25	ASM163202v1	MIT	GCA_001632025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/025/GCF_001632025.1_ASM163202v1	na	na	na	haploid	bacteria	2440679	2440679	50.500000	0	26	26	NCBI RefSeq	GCF_001632025.1-RS_2025_03_11	2025-03-11	2400	2311	48	na
GCF_001632045.1	PRJNA224116	SAMN04490361	LVHO00000000.1	na	1801622	1219	Prochlorococcus marinus str. MIT 1318	strain=MIT 1318	na	latest	Contig	Major	Full	2016-04-25	ASM163204v1	MIT	GCA_001632045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/045/GCF_001632045.1_ASM163204v1	na	na	na	haploid	bacteria	2584744	2584744	50.000000	0	27	27	NCBI RefSeq	GCF_001632045.1-RS_2025_03_11	2025-03-11	2588	2495	50	na
GCF_001632065.1	PRJNA224116	SAMN04490360	LVHN00000000.1	na	1801624	1219	Prochlorococcus marinus str. MIT 1313	strain=MIT 1313	na	latest	Contig	Major	Full	2016-04-25	ASM163206v1	MIT	GCA_001632065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/065/GCF_001632065.1_ASM163206v1	na	na	na	haploid	bacteria	2590341	2590341	50.000000	0	28	28	NCBI RefSeq	GCF_001632065.1-RS_2025_03_11	2025-03-11	2588	2498	48	na
GCF_001632075.1	PRJNA224116	SAMN04490362	LVHP00000000.1	na	1801623	1219	Prochlorococcus marinus str. MIT 1320	strain=MIT 1320	na	latest	Contig	Major	Full	2016-04-25	ASM163207v1	MIT	GCA_001632075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/075/GCF_001632075.1_ASM163207v1	na	na	na	haploid	bacteria	2500454	2500454	50.500000	0	26	26	NCBI RefSeq	GCF_001632075.1-RS_2025_03_11	2025-03-11	2519	2438	48	na
GCF_001632125.1	PRJNA224116	SAMN04490364	LVHR00000000.1	na	1801626	1219	Prochlorococcus marinus str. MIT 1327	strain=MIT 1327	na	latest	Contig	Major	Full	2016-04-25	ASM163212v1	MIT	GCA_001632125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/125/GCF_001632125.1_ASM163212v1	na	na	na	haploid	bacteria	2591587	2591587	50.500000	0	34	34	NCBI RefSeq	GCF_001632125.1-RS_2025_03_11	2025-03-11	2542	2452	48	na
GCF_001632145.1	PRJNA224116	SAMN04490365	LVHS00000000.1	na	1801627	1219	Prochlorococcus marinus str. MIT 1342	strain=MIT 1342	na	latest	Contig	Major	Full	2016-04-25	ASM163214v1	MIT	GCA_001632145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/145/GCF_001632145.1_ASM163214v1	na	na	na	haploid	bacteria	2548000	2548000	50.500000	0	27	27	NCBI RefSeq	GCF_001632145.1-RS_2025_03_11	2025-03-11	2571	2486	50	na
GCF_001989415.1	PRJNA224116	SAMN06061931	na	na	1924285	1924285	Prochlorococcus sp. RSP50	strain=RSP50	na	latest	Chromosome	Major	Full	2017-02-07	ASM198941v1	King Abdullah University of Science and Technology (KAUST)	GCA_001989415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/415/GCF_001989415.1_ASM198941v1	na	na	na	haploid	bacteria	1656133	1656033	31.500000	1	1	1	NCBI RefSeq	GCF_001989415.1-RS_2025_04_14	2025-04-14	1915	1870	44	na
