Orthogroup	Prac	Prad
OG0000041	Prac.g_01119	Prad.g_00697
OG0000042	Prac.g_01560	Prad.g_01049
OG0000043	Prac.g_01491	Prad.g_01130
OG0000044	Prac.g_00985	Prad.g_01496
OG0000045	Prac.g_00434, Prac.g_00258	Prad.g_00565
OG0000046	Prac.g_00632	Prad.g_00948
OG0000047	Prac.g_00041	Prad.g_01631
OG0000048	Prac.g_00048	Prad.g_01624
OG0000050	Prac.g_01916	Prad.g_01955
OG0000051	Prac.g_01773	Prad.g_01834
OG0000052	Prac.g_01163	Prad.g_00739
OG0000053	Prac.g_00833	Prad.g_00090
OG0000054	Prac.g_01515	Prad.g_01099
OG0000055	Prac.g_01453	Prad.g_01168
OG0000056	Prac.g_01029	Prad.g_00657
OG0000057	Prac.g_01693	Prad.g_01754
OG0000058	Prac.g_01069	Prad.g_00032
OG0000059	Prac.g_00673	Prad.g_01272
OG0000060	Prac.g_01531	Prad.g_01080
OG0000060	Prac.g_00636, Prac.g_01597, Prac.g_01956	Prad.g_01300
OG0000061	Prac.g_01020	Prad.g_01991
OG0000062	Prac.g_01018	Prad.g_01989
OG0000063	Prac.g_01955	Prad.g_01214
OG0000064	Prac.g_00133	Prad.g_00320
OG0000065	Prac.g_00175	Prad.g_00628
OG0000066	Prac.g_00248	Prad.g_00564
OG0000067	Prac.g_00142	Prad.g_01212
OG0000068	Prac.g_00548	Prad.g_00807
OG0000069	Prac.g_00242	Prad.g_00561
OG0000071	Prac.g_01936	Prad.g_01975
OG0000072	Prac.g_01609	Prad.g_01669
OG0000073	Prac.g_00702	Prad.g_01243
OG0000074	Prac.g_00680	Prad.g_01265
OG0000075	Prac.g_01468	Prad.g_01153
OG0000076	Prac.g_01256	Prad.g_01018
OG0000077	Prac.g_00276	Prad.g_01983
OG0000078	Prac.g_00256	Prad.g_00566
OG0000079	Prac.g_00333	Prad.g_00436
OG0000080	Prac.g_00886	Prad.g_00383
OG0000081	Prac.g_00015	Prad.g_00777
OG0000082	Prac.g_00101	Prad.g_01570
OG0000083	Prac.g_01944	Prad.g_01533
OG0000084	Prac.g_01941	Prad.g_01530
OG0000085	Prac.g_01924	Prad.g_01963
OG0000086	Prac.g_01893	Prad.g_01948
OG0000087	Prac.g_01882	Prad.g_01937
OG0000088	Prac.g_01818	Prad.g_01880
OG0000089	Prac.g_01810	Prad.g_01872
OG0000090	Prac.g_01792	Prad.g_01854
OG0000091	Prac.g_01761	Prad.g_01822
OG0000092	Prac.g_01760	Prad.g_01821
OG0000093	Prac.g_01746	Prad.g_01807
OG0000094	Prac.g_01728	Prad.g_01789
OG0000095	Prac.g_01723	Prad.g_01784
OG0000097	Prac.g_01657	Prad.g_01717
OG0000098	Prac.g_01647	Prad.g_01707
OG0000099	Prac.g_01637	Prad.g_01697
OG0000100	Prac.g_01634	Prad.g_01694
OG0000101	Prac.g_01177	Prad.g_00754
OG0000102	Prac.g_01150	Prad.g_00727
OG0000103	Prac.g_01068	Prad.g_00031
OG0000104	Prac.g_01064	Prad.g_00027
OG0000105	Prac.g_00872	Prad.g_00130
OG0000106	Prac.g_00840	Prad.g_00097
OG0000107	Prac.g_00839	Prad.g_00096
OG0000108	Prac.g_00829	Prad.g_01333
OG0000109	Prac.g_00820	Prad.g_01342
OG0000110	Prac.g_00804	Prad.g_01358
OG0000111	Prac.g_00720	Prad.g_01225
OG0000112	Prac.g_00719	Prad.g_01226
OG0000113	Prac.g_01538	Prad.g_01071
OG0000114	Prac.g_01477	Prad.g_01144
OG0000115	Prac.g_01327	Prad.g_00186
OG0000116	Prac.g_01323	Prad.g_00182
OG0000117	Prac.g_01259	Prad.g_01021
OG0000118	Prac.g_01207	Prad.g_00972
OG0000119	Prac.g_01015	Prad.g_01526
OG0000120	Prac.g_00979	Prad.g_01490
OG0000121	Prac.g_00960	Prad.g_01471, Prad.g_01470
OG0000122	Prac.g_00941	Prad.g_01451
OG0000123	Prac.g_00928	Prad.g_01438
OG0000124	Prac.g_00448	Prad.g_00076
OG0000125	Prac.g_00187	Prad.g_00616
OG0000126	Prac.g_00217	Prad.g_00594
OG0000127	Prac.g_00424	Prad.g_00528
OG0000128	Prac.g_00410	Prad.g_00514
OG0000129	Prac.g_00374	Prad.g_00477
OG0000130	Prac.g_00627	Prad.g_00943
OG0000131	Prac.g_00589	Prad.g_00905
OG0000132	Prac.g_00586	Prad.g_00902
OG0000133	Prac.g_00507	Prad.g_00848
OG0000134	Prac.g_00543	Prad.g_00812
OG0000135	Prac.g_00545	Prad.g_00810
OG0000136	Prac.g_00026	Prad.g_00766, Prad.g_01294
OG0000137	Prac.g_00057	Prad.g_01615
OG0000138	Prac.g_00092	Prad.g_01580
OG0000139	Prac.g_00118	Prad.g_01553
OG0000140	Prac.g_01946	Prad.g_01535
OG0000141	Prac.g_01945	Prad.g_01534
OG0000142	Prac.g_01943	Prad.g_01532
OG0000143	Prac.g_01942	Prad.g_01531
OG0000144	Prac.g_01940	Prad.g_01529
OG0000145	Prac.g_01939	Prad.g_01528
OG0000146	Prac.g_01938	Prad.g_01527
OG0000147	Prac.g_01937	Prad.g_01976
OG0000148	Prac.g_01935	Prad.g_01974
OG0000149	Prac.g_01933	Prad.g_01972
OG0000150	Prac.g_01932	Prad.g_01971
OG0000151	Prac.g_01931	Prad.g_01970
OG0000152	Prac.g_01930	Prad.g_01969
OG0000153	Prac.g_01929	Prad.g_01968
OG0000154	Prac.g_01928	Prad.g_01967
OG0000155	Prac.g_01927	Prad.g_01966
OG0000156	Prac.g_01926	Prad.g_01965
OG0000157	Prac.g_01925	Prad.g_01964
OG0000158	Prac.g_01923	Prad.g_01962
OG0000159	Prac.g_01922	Prad.g_01961
OG0000160	Prac.g_01921	Prad.g_01960
OG0000161	Prac.g_01920	Prad.g_01959
OG0000162	Prac.g_01919	Prad.g_01958
OG0000163	Prac.g_01918	Prad.g_01957
OG0000164	Prac.g_01915	Prad.g_01954
OG0000165	Prac.g_01911	Prad.g_01951
OG0000166	Prac.g_01910	Prad.g_01950
OG0000167	Prac.g_01909	Prad.g_01949
OG0000168	Prac.g_01892	Prad.g_01947
OG0000169	Prac.g_01890	Prad.g_01945
OG0000170	Prac.g_01889	Prad.g_01944
OG0000171	Prac.g_01888	Prad.g_01943
OG0000172	Prac.g_01886	Prad.g_01941
OG0000173	Prac.g_01885	Prad.g_01940
OG0000174	Prac.g_01884	Prad.g_01939
OG0000175	Prac.g_01883	Prad.g_01938
OG0000176	Prac.g_01881	Prad.g_01936
OG0000177	Prac.g_01880	Prad.g_01935
OG0000178	Prac.g_01879	Prad.g_01934
OG0000179	Prac.g_01867	Prad.g_01929
OG0000180	Prac.g_01866	Prad.g_01928
OG0000181	Prac.g_01865	Prad.g_01927
OG0000182	Prac.g_01862	Prad.g_01924
OG0000183	Prac.g_01861	Prad.g_01923
OG0000184	Prac.g_01858	Prad.g_01920
OG0000185	Prac.g_01854	Prad.g_01916
OG0000186	Prac.g_01853	Prad.g_01915
OG0000187	Prac.g_01852	Prad.g_01914
OG0000188	Prac.g_01851	Prad.g_01913
OG0000189	Prac.g_01850	Prad.g_01912
OG0000190	Prac.g_01849	Prad.g_01911
OG0000191	Prac.g_01848	Prad.g_01910
OG0000192	Prac.g_01847	Prad.g_01909
OG0000193	Prac.g_01846	Prad.g_01908
OG0000194	Prac.g_01845	Prad.g_01907
OG0000195	Prac.g_01843	Prad.g_01905
OG0000196	Prac.g_01842	Prad.g_01904
OG0000197	Prac.g_01841	Prad.g_01903
OG0000198	Prac.g_01840	Prad.g_01902
OG0000199	Prac.g_01837	Prad.g_01899
OG0000200	Prac.g_01836	Prad.g_01898
OG0000201	Prac.g_01835	Prad.g_01897
OG0000202	Prac.g_01834	Prad.g_01896
OG0000203	Prac.g_01833	Prad.g_01895
OG0000204	Prac.g_01832	Prad.g_01894
OG0000205	Prac.g_01831	Prad.g_01893
OG0000206	Prac.g_01830	Prad.g_01892
OG0000207	Prac.g_01829	Prad.g_01891
OG0000208	Prac.g_01828	Prad.g_01890
OG0000209	Prac.g_01827	Prad.g_01889
OG0000210	Prac.g_01825	Prad.g_01887
OG0000211	Prac.g_01824	Prad.g_01886
OG0000212	Prac.g_01823	Prad.g_01885
OG0000213	Prac.g_01822	Prad.g_01884
OG0000214	Prac.g_01820	Prad.g_01882
OG0000215	Prac.g_01819	Prad.g_01881
OG0000216	Prac.g_01817	Prad.g_01879
OG0000217	Prac.g_01816	Prad.g_01878
OG0000218	Prac.g_01815	Prad.g_01877
OG0000219	Prac.g_01814	Prad.g_01876
OG0000220	Prac.g_01811	Prad.g_01873
OG0000221	Prac.g_01809	Prad.g_01871
OG0000222	Prac.g_01808	Prad.g_01870
OG0000223	Prac.g_01807	Prad.g_01869
OG0000224	Prac.g_01804	Prad.g_01866
OG0000225	Prac.g_01802	Prad.g_01864
OG0000226	Prac.g_01801	Prad.g_01863
OG0000227	Prac.g_01800	Prad.g_01862
OG0000228	Prac.g_01799	Prad.g_01861
OG0000229	Prac.g_01798	Prad.g_01860
OG0000230	Prac.g_01797	Prad.g_01859
OG0000231	Prac.g_01795	Prad.g_01857
OG0000232	Prac.g_01794	Prad.g_01856
OG0000233	Prac.g_01791	Prad.g_01853
OG0000234	Prac.g_01789	Prad.g_01851
OG0000235	Prac.g_01785	Prad.g_01846
OG0000236	Prac.g_01784	Prad.g_01845
OG0000237	Prac.g_01783	Prad.g_01844
OG0000238	Prac.g_01782	Prad.g_01843
OG0000239	Prac.g_01781	Prad.g_01842
OG0000240	Prac.g_01779	Prad.g_01840
OG0000241	Prac.g_01778	Prad.g_01839
OG0000242	Prac.g_01777	Prad.g_01838
OG0000243	Prac.g_01776	Prad.g_01837
OG0000244	Prac.g_01775	Prad.g_01836
OG0000245	Prac.g_01774	Prad.g_01835
OG0000246	Prac.g_01772	Prad.g_01833
OG0000247	Prac.g_01771	Prad.g_01832
OG0000248	Prac.g_01770	Prad.g_01831
OG0000249	Prac.g_01769	Prad.g_01830
OG0000250	Prac.g_01768	Prad.g_01829
OG0000251	Prac.g_01767	Prad.g_01828
OG0000252	Prac.g_01766	Prad.g_01827
OG0000253	Prac.g_01765	Prad.g_01826
OG0000254	Prac.g_01763	Prad.g_01824
OG0000255	Prac.g_01762	Prad.g_01823
OG0000256	Prac.g_01759	Prad.g_01820
OG0000257	Prac.g_01757	Prad.g_01818
OG0000258	Prac.g_01756	Prad.g_01817
OG0000259	Prac.g_01755	Prad.g_01816
OG0000260	Prac.g_01754	Prad.g_01815
OG0000261	Prac.g_01753	Prad.g_01814
OG0000262	Prac.g_01752	Prad.g_01813
OG0000263	Prac.g_01751	Prad.g_01812
OG0000264	Prac.g_01749	Prad.g_01810
OG0000265	Prac.g_01748	Prad.g_01809
OG0000266	Prac.g_01747	Prad.g_01808
OG0000267	Prac.g_01745	Prad.g_01806
OG0000268	Prac.g_01744	Prad.g_01805
OG0000269	Prac.g_01743	Prad.g_01804
OG0000270	Prac.g_01742	Prad.g_01803
OG0000271	Prac.g_01741	Prad.g_01802
OG0000272	Prac.g_01740	Prad.g_01801
OG0000273	Prac.g_01739	Prad.g_01800
OG0000274	Prac.g_01738	Prad.g_01799
OG0000275	Prac.g_01737	Prad.g_01798
OG0000276	Prac.g_01736	Prad.g_01797
OG0000277	Prac.g_01735	Prad.g_01796
OG0000278	Prac.g_01734	Prad.g_01795
OG0000279	Prac.g_01733	Prad.g_01794
OG0000280	Prac.g_01732	Prad.g_01793
OG0000281	Prac.g_01730	Prad.g_01791
OG0000282	Prac.g_01729	Prad.g_01790
OG0000283	Prac.g_01726	Prad.g_01787
OG0000284	Prac.g_01725	Prad.g_01786
OG0000285	Prac.g_01724	Prad.g_01785
OG0000286	Prac.g_01722	Prad.g_01783
OG0000287	Prac.g_01721	Prad.g_01782
OG0000288	Prac.g_01720	Prad.g_01781
OG0000289	Prac.g_01719	Prad.g_01780
OG0000290	Prac.g_01718	Prad.g_01779
OG0000291	Prac.g_01717	Prad.g_01778
OG0000292	Prac.g_01716	Prad.g_01777
OG0000293	Prac.g_01715	Prad.g_01776
OG0000294	Prac.g_01714	Prad.g_01775
OG0000295	Prac.g_01713	Prad.g_01774
OG0000296	Prac.g_01712	Prad.g_01773
OG0000297	Prac.g_01711	Prad.g_01772
OG0000298	Prac.g_01710	Prad.g_01771
OG0000299	Prac.g_01709	Prad.g_01770
OG0000300	Prac.g_01708	Prad.g_01769
OG0000301	Prac.g_01707	Prad.g_01768
OG0000302	Prac.g_01706	Prad.g_01767
OG0000303	Prac.g_01705	Prad.g_01766
OG0000304	Prac.g_01704	Prad.g_01765
OG0000305	Prac.g_01703	Prad.g_01764
OG0000306	Prac.g_01702	Prad.g_01763
OG0000307	Prac.g_01701	Prad.g_01762
OG0000308	Prac.g_01700	Prad.g_01761
OG0000309	Prac.g_01699	Prad.g_01760
OG0000310	Prac.g_01698	Prad.g_01759
OG0000311	Prac.g_01697	Prad.g_01758
OG0000312	Prac.g_01695	Prad.g_01756
OG0000313	Prac.g_01694	Prad.g_01755
OG0000314	Prac.g_01691	Prad.g_01752
OG0000315	Prac.g_01690	Prad.g_01751
OG0000316	Prac.g_01688	Prad.g_01749
OG0000317	Prac.g_01686	Prad.g_01747
OG0000318	Prac.g_01685	Prad.g_01746
OG0000319	Prac.g_01684	Prad.g_01745
OG0000320	Prac.g_01683	Prad.g_01744
OG0000321	Prac.g_01680	Prad.g_01741
OG0000322	Prac.g_01678	Prad.g_01738
OG0000323	Prac.g_01677	Prad.g_01737
OG0000324	Prac.g_01674	Prad.g_01734
OG0000325	Prac.g_01672	Prad.g_01732
OG0000326	Prac.g_01671	Prad.g_01731
OG0000327	Prac.g_01669	Prad.g_01729
OG0000328	Prac.g_01668	Prad.g_01728
OG0000329	Prac.g_01667	Prad.g_01727
OG0000330	Prac.g_01666	Prad.g_01726
OG0000331	Prac.g_01665	Prad.g_01725
OG0000332	Prac.g_01664	Prad.g_01724
OG0000333	Prac.g_01663	Prad.g_01723
OG0000334	Prac.g_01662	Prad.g_01722
OG0000335	Prac.g_01661	Prad.g_01721
OG0000336	Prac.g_01660	Prad.g_01720
OG0000337	Prac.g_01656	Prad.g_01716
OG0000338	Prac.g_01655	Prad.g_01715
OG0000339	Prac.g_01654	Prad.g_01714
OG0000340	Prac.g_01653	Prad.g_01713
OG0000341	Prac.g_01649	Prad.g_01709
OG0000342	Prac.g_01648	Prad.g_01708
OG0000343	Prac.g_01646	Prad.g_01706
OG0000344	Prac.g_01645	Prad.g_01705
OG0000345	Prac.g_01644	Prad.g_01704
OG0000346	Prac.g_01643	Prad.g_01703
OG0000347	Prac.g_01642	Prad.g_01702
OG0000348	Prac.g_01641	Prad.g_01701
OG0000349	Prac.g_01640	Prad.g_01700
OG0000350	Prac.g_01639	Prad.g_01699
OG0000351	Prac.g_01636	Prad.g_01696
OG0000352	Prac.g_01633	Prad.g_01693
OG0000353	Prac.g_01632	Prad.g_01692
OG0000354	Prac.g_01631	Prad.g_01691
OG0000355	Prac.g_01630	Prad.g_01690
OG0000356	Prac.g_01629	Prad.g_01689
OG0000357	Prac.g_01628	Prad.g_01688
OG0000358	Prac.g_01627	Prad.g_01687
OG0000359	Prac.g_01626	Prad.g_01686
OG0000360	Prac.g_01623	Prad.g_01683
OG0000361	Prac.g_01622	Prad.g_01682
OG0000362	Prac.g_01621	Prad.g_01681
OG0000363	Prac.g_01620	Prad.g_01680
OG0000364	Prac.g_01619	Prad.g_01679
OG0000365	Prac.g_01618	Prad.g_01678
OG0000366	Prac.g_01617	Prad.g_01677
OG0000367	Prac.g_01616	Prad.g_01676
OG0000368	Prac.g_01615	Prad.g_01675
OG0000369	Prac.g_01614	Prad.g_01674
OG0000370	Prac.g_01613	Prad.g_01673
OG0000371	Prac.g_01612	Prad.g_01672
OG0000372	Prac.g_01610	Prad.g_01670
OG0000373	Prac.g_01608	Prad.g_01668
OG0000374	Prac.g_01607	Prad.g_01667
OG0000375	Prac.g_01606	Prad.g_01666
OG0000376	Prac.g_01604	Prad.g_01664
OG0000377	Prac.g_01603	Prad.g_01663
OG0000378	Prac.g_01602	Prad.g_01662
OG0000379	Prac.g_01200	Prad.g_01657
OG0000380	Prac.g_01199	Prad.g_01656
OG0000381	Prac.g_01198	Prad.g_01655
OG0000382	Prac.g_01196	Prad.g_01653
OG0000383	Prac.g_01193	Prad.g_01650
OG0000384	Prac.g_01192	Prad.g_01649
OG0000385	Prac.g_01189	Prad.g_01646
OG0000386	Prac.g_01188	Prad.g_01645
OG0000387	Prac.g_01187	Prad.g_01644
OG0000388	Prac.g_01186	Prad.g_01643
OG0000389	Prac.g_01185	Prad.g_01642
OG0000390	Prac.g_01184	Prad.g_00761
OG0000391	Prac.g_01183	Prad.g_00760
OG0000392	Prac.g_01182	Prad.g_00759
OG0000393	Prac.g_01179	Prad.g_00756
OG0000394	Prac.g_01178	Prad.g_00755
OG0000395	Prac.g_01176	Prad.g_00753
OG0000396	Prac.g_01175	Prad.g_00752
OG0000397	Prac.g_01162	Prad.g_00738
OG0000398	Prac.g_01154	Prad.g_00730
OG0000399	Prac.g_01153	Prad.g_00729
OG0000400	Prac.g_01148	Prad.g_00724
OG0000401	Prac.g_01116	Prad.g_00671
OG0000402	Prac.g_01115	Prad.g_00670
OG0000403	Prac.g_01114	Prad.g_00669
OG0000404	Prac.g_01112	Prad.g_00667
OG0000405	Prac.g_01111	Prad.g_00666
OG0000406	Prac.g_01109	Prad.g_00069
OG0000407	Prac.g_01108	Prad.g_00068
OG0000408	Prac.g_01107	Prad.g_00067
OG0000409	Prac.g_01106	Prad.g_00066
OG0000410	Prac.g_01105	Prad.g_00065
OG0000411	Prac.g_01104	Prad.g_00064
OG0000412	Prac.g_01103	Prad.g_00063
OG0000413	Prac.g_01102	Prad.g_00062
OG0000414	Prac.g_01101	Prad.g_00061
OG0000415	Prac.g_01100	Prad.g_00060
OG0000416	Prac.g_01099	Prad.g_00059
OG0000417	Prac.g_01098	Prad.g_00058
OG0000418	Prac.g_01097	Prad.g_00057
OG0000419	Prac.g_01096	Prad.g_00056
OG0000420	Prac.g_01095	Prad.g_00055
OG0000421	Prac.g_01094	Prad.g_00054
OG0000422	Prac.g_01092	Prad.g_00052
OG0000423	Prac.g_01091	Prad.g_00051
OG0000424	Prac.g_01089	Prad.g_00049
OG0000425	Prac.g_01084	Prad.g_00045
OG0000426	Prac.g_01083	Prad.g_00044
OG0000427	Prac.g_01082	Prad.g_00043
OG0000428	Prac.g_01081	Prad.g_00042
OG0000429	Prac.g_01080	Prad.g_00041
OG0000430	Prac.g_01073	Prad.g_00036
OG0000431	Prac.g_01071	Prad.g_00034
OG0000432	Prac.g_01070	Prad.g_00033
OG0000433	Prac.g_01067	Prad.g_00030
OG0000434	Prac.g_01066	Prad.g_00029
OG0000435	Prac.g_01065	Prad.g_00028
OG0000436	Prac.g_01063	Prad.g_00026
OG0000437	Prac.g_01061	Prad.g_00024
OG0000438	Prac.g_01060	Prad.g_00023
OG0000439	Prac.g_01059	Prad.g_00022
OG0000440	Prac.g_01057	Prad.g_00020
OG0000441	Prac.g_01056	Prad.g_00019
OG0000442	Prac.g_01055	Prad.g_00018
OG0000443	Prac.g_01054	Prad.g_00017
OG0000444	Prac.g_01053	Prad.g_00016
OG0000445	Prac.g_01052	Prad.g_00015
OG0000446	Prac.g_01051	Prad.g_00014
OG0000447	Prac.g_01050	Prad.g_00013
OG0000448	Prac.g_01049	Prad.g_00012
OG0000449	Prac.g_00871	Prad.g_00129
OG0000450	Prac.g_00870	Prad.g_00128
OG0000451	Prac.g_00869	Prad.g_00127
OG0000452	Prac.g_00868	Prad.g_00126
OG0000453	Prac.g_00866	Prad.g_00124
OG0000454	Prac.g_00865	Prad.g_00123
OG0000455	Prac.g_00864	Prad.g_00122
OG0000456	Prac.g_00863	Prad.g_00121
OG0000457	Prac.g_00861	Prad.g_00119
OG0000458	Prac.g_00859	Prad.g_00117
OG0000459	Prac.g_00858	Prad.g_00116
OG0000460	Prac.g_00857	Prad.g_00114
OG0000461	Prac.g_00856	Prad.g_00113
OG0000462	Prac.g_00855	Prad.g_00112
OG0000463	Prac.g_00854	Prad.g_00111
OG0000464	Prac.g_00849	Prad.g_00106
OG0000465	Prac.g_00847	Prad.g_00104
OG0000466	Prac.g_00846	Prad.g_00103
OG0000467	Prac.g_00845	Prad.g_00102
OG0000468	Prac.g_00844	Prad.g_00101
OG0000469	Prac.g_00843	Prad.g_00100
OG0000470	Prac.g_00842	Prad.g_00099
OG0000471	Prac.g_00841	Prad.g_00098
OG0000472	Prac.g_00838	Prad.g_00095
OG0000473	Prac.g_00837	Prad.g_00094
OG0000474	Prac.g_00836	Prad.g_00093
OG0000475	Prac.g_00835	Prad.g_00092
OG0000476	Prac.g_00834	Prad.g_00091
OG0000477	Prac.g_00832	Prad.g_01330
OG0000478	Prac.g_00831	Prad.g_01331
OG0000479	Prac.g_00830	Prad.g_01332
OG0000480	Prac.g_00828	Prad.g_01334
OG0000481	Prac.g_00827	Prad.g_01335
OG0000482	Prac.g_00826	Prad.g_01336
OG0000483	Prac.g_00825	Prad.g_01337
OG0000484	Prac.g_00824	Prad.g_01338
OG0000485	Prac.g_00823	Prad.g_01339
OG0000486	Prac.g_00822	Prad.g_01340
OG0000487	Prac.g_00821	Prad.g_01341
OG0000488	Prac.g_00819	Prad.g_01343
OG0000489	Prac.g_00818	Prad.g_01344
OG0000490	Prac.g_00817	Prad.g_01345
OG0000491	Prac.g_00816	Prad.g_01346
OG0000492	Prac.g_00815	Prad.g_01347
OG0000493	Prac.g_00814	Prad.g_01348
OG0000494	Prac.g_00812	Prad.g_01350
OG0000495	Prac.g_00811	Prad.g_01351
OG0000496	Prac.g_00810	Prad.g_01352
OG0000497	Prac.g_00809	Prad.g_01353
OG0000498	Prac.g_00808	Prad.g_01354
OG0000499	Prac.g_00806	Prad.g_01356
OG0000500	Prac.g_00805	Prad.g_01357
OG0000501	Prac.g_00803	Prad.g_01359
OG0000502	Prac.g_00802	Prad.g_01360
OG0000503	Prac.g_00801	Prad.g_01361
OG0000504	Prac.g_00800	Prad.g_01362
OG0000505	Prac.g_00799	Prad.g_01363
OG0000506	Prac.g_00798	Prad.g_01364
OG0000507	Prac.g_00797	Prad.g_01365
OG0000508	Prac.g_00795	Prad.g_01367
OG0000509	Prac.g_00794	Prad.g_01368
OG0000510	Prac.g_00793	Prad.g_01369
OG0000511	Prac.g_00792	Prad.g_01370
OG0000512	Prac.g_00791	Prad.g_01371
OG0000513	Prac.g_00790	Prad.g_01372
OG0000514	Prac.g_00789	Prad.g_01373
OG0000515	Prac.g_00787	Prad.g_01375
OG0000516	Prac.g_00786	Prad.g_01376
OG0000517	Prac.g_00785	Prad.g_01377
OG0000518	Prac.g_00782	Prad.g_01380
OG0000519	Prac.g_00780	Prad.g_01381
OG0000520	Prac.g_00779	Prad.g_01382
OG0000521	Prac.g_00778	Prad.g_01383
OG0000522	Prac.g_00777	Prad.g_01384
OG0000523	Prac.g_00776	Prad.g_01385
OG0000524	Prac.g_00775	Prad.g_01386
OG0000525	Prac.g_00772	Prad.g_01388
OG0000526	Prac.g_00771	Prad.g_01389
OG0000527	Prac.g_00770	Prad.g_01390
OG0000528	Prac.g_00769	Prad.g_01391
OG0000529	Prac.g_00768	Prad.g_01392
OG0000530	Prac.g_00767	Prad.g_01393
OG0000531	Prac.g_00766	Prad.g_01394
OG0000532	Prac.g_00765	Prad.g_01395
OG0000533	Prac.g_00764	Prad.g_01396
OG0000534	Prac.g_00763	Prad.g_01397
OG0000535	Prac.g_00762	Prad.g_01398
OG0000536	Prac.g_00761	Prad.g_01399
OG0000537	Prac.g_00760	Prad.g_01400
OG0000538	Prac.g_00759	Prad.g_01401
OG0000539	Prac.g_00758	Prad.g_01402
OG0000540	Prac.g_00757	Prad.g_01403
OG0000541	Prac.g_00756	Prad.g_01404
OG0000542	Prac.g_00755	Prad.g_01405
OG0000543	Prac.g_00754	Prad.g_01406
OG0000544	Prac.g_00753	Prad.g_01407
OG0000545	Prac.g_00750	Prad.g_01410
OG0000546	Prac.g_00749	Prad.g_01411
OG0000547	Prac.g_00747	Prad.g_01413
OG0000548	Prac.g_00746	Prad.g_01414
OG0000549	Prac.g_00745	Prad.g_01415
OG0000550	Prac.g_00744	Prad.g_01416
OG0000551	Prac.g_00743	Prad.g_01417
OG0000552	Prac.g_00742	Prad.g_01418
OG0000553	Prac.g_00741	Prad.g_01419
OG0000554	Prac.g_00740	Prad.g_01420
OG0000555	Prac.g_00739	Prad.g_01421
OG0000556	Prac.g_00738	Prad.g_01422
OG0000557	Prac.g_00737	Prad.g_01423
OG0000558	Prac.g_00736	Prad.g_01424
OG0000559	Prac.g_00735	Prad.g_01425
OG0000560	Prac.g_00733	Prad.g_01427
OG0000561	Prac.g_00732	Prad.g_01428
OG0000562	Prac.g_00731	Prad.g_01429
OG0000563	Prac.g_00730	Prad.g_01430
OG0000564	Prac.g_00729	Prad.g_01431
OG0000565	Prac.g_00728	Prad.g_01432
OG0000566	Prac.g_00727	Prad.g_01433
OG0000567	Prac.g_00726	Prad.g_01219
OG0000568	Prac.g_00725	Prad.g_01220
OG0000569	Prac.g_00724	Prad.g_01221
OG0000570	Prac.g_00723	Prad.g_01222
OG0000571	Prac.g_00722	Prad.g_01223
OG0000572	Prac.g_00721	Prad.g_01224
