Orthogroup	Prac	Prat
OG0000103	Prac.g_01068	Prat.g_00435
OG0000104	Prac.g_01064	Prat.g_00440
OG0000105	Prac.g_00872	Prat.g_00462
OG0000106	Prac.g_00840	Prat.g_00494
OG0000107	Prac.g_00839	Prat.g_00495
OG0000108	Prac.g_00829	Prat.g_00504
OG0000109	Prac.g_00820	Prat.g_00514, Prat.g_00513
OG0000110	Prac.g_00804	Prat.g_00532
OG0000111	Prac.g_00720	Prat.g_01073
OG0000112	Prac.g_00719	Prat.g_01072
OG0000113	Prac.g_01538	Prat.g_00815
OG0000114	Prac.g_01477	Prat.g_01039
OG0000115	Prac.g_01327	Prat.g_00896
OG0000116	Prac.g_01323	Prat.g_00900
OG0000117	Prac.g_01259	Prat.g_00962
OG0000118	Prac.g_01207	Prat.g_01208
OG0000119	Prac.g_01015	Prat.g_01557
OG0000120	Prac.g_00979	Prat.g_01150
OG0000121	Prac.g_00960	Prat.g_01127
OG0000122	Prac.g_00941	Prat.g_01107
OG0000123	Prac.g_00928	Prat.g_00595
OG0000124	Prac.g_00448	Prat.g_01509
OG0000125	Prac.g_00187	Prat.g_01261
OG0000126	Prac.g_00217	Prat.g_01291
OG0000127	Prac.g_00424	Prat.g_01338
OG0000128	Prac.g_00410	Prat.g_01354
OG0000129	Prac.g_00374	Prat.g_01392
OG0000130	Prac.g_00627	Prat.g_01589
OG0000131	Prac.g_00589	Prat.g_01377, Prat.g_01628
OG0000132	Prac.g_00586	Prat.g_01631
OG0000133	Prac.g_00507	Prat.g_01685
OG0000134	Prac.g_00543	Prat.g_01720
OG0000135	Prac.g_00545	Prat.g_01722
OG0000136	Prac.g_00026	Prat.g_01771
OG0000137	Prac.g_00057	Prat.g_01806
OG0000138	Prac.g_00092	Prat.g_01841
OG0000139	Prac.g_00118	Prat.g_01873
OG0000140	Prac.g_01946	Prat.g_00001
OG0000141	Prac.g_01945	Prat.g_00002
OG0000142	Prac.g_01943	Prat.g_00004
OG0000143	Prac.g_01942	Prat.g_00005
OG0000144	Prac.g_01940	Prat.g_00007
OG0000145	Prac.g_01939	Prat.g_00008
OG0000146	Prac.g_01938	Prat.g_00009
OG0000147	Prac.g_01937	Prat.g_00010
OG0000148	Prac.g_01935	Prat.g_00013
OG0000149	Prac.g_01933	Prat.g_00015
OG0000150	Prac.g_01932	Prat.g_00016
OG0000151	Prac.g_01931	Prat.g_00017
OG0000152	Prac.g_01930	Prat.g_00018
OG0000153	Prac.g_01929	Prat.g_00019
OG0000154	Prac.g_01928	Prat.g_00020
OG0000155	Prac.g_01927	Prat.g_00021
OG0000156	Prac.g_01926	Prat.g_00022
OG0000157	Prac.g_01925	Prat.g_00023
OG0000158	Prac.g_01923	Prat.g_00025
OG0000159	Prac.g_01922	Prat.g_00026
OG0000160	Prac.g_01921	Prat.g_00027
OG0000161	Prac.g_01920	Prat.g_00028
OG0000162	Prac.g_01919	Prat.g_00029
OG0000163	Prac.g_01918	Prat.g_00031
OG0000164	Prac.g_01915	Prat.g_00034
OG0000165	Prac.g_01911	Prat.g_00036
OG0000166	Prac.g_01910	Prat.g_00037
OG0000167	Prac.g_01909	Prat.g_00038
OG0000168	Prac.g_01892	Prat.g_00042
OG0000169	Prac.g_01890	Prat.g_00044
OG0000170	Prac.g_01889	Prat.g_00046
OG0000171	Prac.g_01888	Prat.g_00047
OG0000172	Prac.g_01886	Prat.g_00048
OG0000173	Prac.g_01885	Prat.g_00051
OG0000174	Prac.g_01884	Prat.g_00052
OG0000175	Prac.g_01883	Prat.g_00053
OG0000176	Prac.g_01881	Prat.g_00055
OG0000177	Prac.g_01880	Prat.g_00056
OG0000178	Prac.g_01879	Prat.g_00057
OG0000179	Prac.g_01867	Prat.g_00060
OG0000180	Prac.g_01866	Prat.g_00061
OG0000181	Prac.g_01865	Prat.g_00062
OG0000182	Prac.g_01862	Prat.g_00066
OG0000183	Prac.g_01861	Prat.g_00067
OG0000184	Prac.g_01858	Prat.g_00070
OG0000185	Prac.g_01854	Prat.g_00074
OG0000186	Prac.g_01853	Prat.g_00075
OG0000187	Prac.g_01852	Prat.g_01504
OG0000188	Prac.g_01851	Prat.g_00076
OG0000189	Prac.g_01850	Prat.g_00079
OG0000190	Prac.g_01849	Prat.g_00080
OG0000191	Prac.g_01848	Prat.g_00081
OG0000192	Prac.g_01847	Prat.g_00082
OG0000193	Prac.g_01846	Prat.g_00083
OG0000194	Prac.g_01845	Prat.g_00084
OG0000195	Prac.g_01843	Prat.g_00086
OG0000196	Prac.g_01842	Prat.g_00087
OG0000197	Prac.g_01841	Prat.g_00088
OG0000198	Prac.g_01840	Prat.g_00089
OG0000199	Prac.g_01837	Prat.g_00091
OG0000200	Prac.g_01836	Prat.g_00092
OG0000201	Prac.g_01835	Prat.g_00093
OG0000202	Prac.g_01834	Prat.g_00094
OG0000203	Prac.g_01833	Prat.g_00095
OG0000204	Prac.g_01832	Prat.g_00096
OG0000205	Prac.g_01831	Prat.g_00098
OG0000206	Prac.g_01830	Prat.g_00099
OG0000207	Prac.g_01829	Prat.g_00100
OG0000208	Prac.g_01828	Prat.g_00101
OG0000209	Prac.g_01827	Prat.g_00102
OG0000210	Prac.g_01825	Prat.g_00103
OG0000211	Prac.g_01824	Prat.g_00104
OG0000212	Prac.g_01823	Prat.g_00105
OG0000213	Prac.g_01822	Prat.g_00106
OG0000214	Prac.g_01820	Prat.g_00110
OG0000215	Prac.g_01819	Prat.g_00111
OG0000216	Prac.g_01817	Prat.g_00113
OG0000217	Prac.g_01816	Prat.g_00114
OG0000218	Prac.g_01815	Prat.g_00115
OG0000219	Prac.g_01814	Prat.g_00116
OG0000220	Prac.g_01811	Prat.g_00118
OG0000221	Prac.g_01809	Prat.g_00122
OG0000222	Prac.g_01808	Prat.g_00123
OG0000223	Prac.g_01807	Prat.g_00124
OG0000224	Prac.g_01804	Prat.g_00126
OG0000225	Prac.g_01802	Prat.g_00128
OG0000226	Prac.g_01801	Prat.g_00130
OG0000227	Prac.g_01800	Prat.g_00131
OG0000228	Prac.g_01799	Prat.g_00132
OG0000229	Prac.g_01798	Prat.g_00133
OG0000230	Prac.g_01797	Prat.g_00134
OG0000231	Prac.g_01795	Prat.g_00601
OG0000232	Prac.g_01794	Prat.g_00136
OG0000233	Prac.g_01791	Prat.g_00139
OG0000234	Prac.g_01789	Prat.g_00141
OG0000235	Prac.g_01785	Prat.g_00144
OG0000236	Prac.g_01784	Prat.g_00145
OG0000237	Prac.g_01783	Prat.g_00146
OG0000238	Prac.g_01782	Prat.g_00147
OG0000239	Prac.g_01781	Prat.g_00148
OG0000240	Prac.g_01779	Prat.g_00150
OG0000241	Prac.g_01778	Prat.g_00151
OG0000242	Prac.g_01777	Prat.g_00152
OG0000243	Prac.g_01776	Prat.g_00153
OG0000244	Prac.g_01775	Prat.g_00154
OG0000245	Prac.g_01774	Prat.g_00156
OG0000246	Prac.g_01772	Prat.g_00158
OG0000247	Prac.g_01771	Prat.g_00159
OG0000248	Prac.g_01770	Prat.g_00160
OG0000249	Prac.g_01769	Prat.g_00161
OG0000250	Prac.g_01768	Prat.g_00162
OG0000251	Prac.g_01767	Prat.g_00163
OG0000252	Prac.g_01766	Prat.g_00164
OG0000253	Prac.g_01765	Prat.g_00165
OG0000254	Prac.g_01763	Prat.g_00167
OG0000255	Prac.g_01762	Prat.g_00169
OG0000256	Prac.g_01759	Prat.g_00172
OG0000257	Prac.g_01757	Prat.g_00174
OG0000258	Prac.g_01756	Prat.g_00175
OG0000259	Prac.g_01755	Prat.g_00176
OG0000260	Prac.g_01754	Prat.g_00177
OG0000261	Prac.g_01753	Prat.g_00178
OG0000262	Prac.g_01752	Prat.g_00179
OG0000263	Prac.g_01751	Prat.g_00180
OG0000264	Prac.g_01749	Prat.g_00182
OG0000265	Prac.g_01748	Prat.g_00183
OG0000266	Prac.g_01747	Prat.g_00184
OG0000267	Prac.g_01745	Prat.g_00186
OG0000268	Prac.g_01744	Prat.g_00188
OG0000269	Prac.g_01743	Prat.g_00189
OG0000270	Prac.g_01742	Prat.g_00190
OG0000271	Prac.g_01741	Prat.g_00191
OG0000272	Prac.g_01740	Prat.g_00192
OG0000273	Prac.g_01739	Prat.g_00193
OG0000274	Prac.g_01738	Prat.g_00194
OG0000275	Prac.g_01737	Prat.g_00195
OG0000276	Prac.g_01736	Prat.g_00196
OG0000277	Prac.g_01735	Prat.g_00197
OG0000278	Prac.g_01734	Prat.g_00198
OG0000279	Prac.g_01733	Prat.g_00199
OG0000280	Prac.g_01732	Prat.g_00200
OG0000281	Prac.g_01730	Prat.g_00202
OG0000282	Prac.g_01729	Prat.g_00203
OG0000283	Prac.g_01726	Prat.g_00206
OG0000284	Prac.g_01725	Prat.g_00207
OG0000285	Prac.g_01724	Prat.g_00208
OG0000286	Prac.g_01722	Prat.g_00210
OG0000287	Prac.g_01721	Prat.g_00211
OG0000288	Prac.g_01720	Prat.g_00212
OG0000289	Prac.g_01719	Prat.g_00213
OG0000290	Prac.g_01718	Prat.g_00214
OG0000291	Prac.g_01717	Prat.g_00215
OG0000292	Prac.g_01716	Prat.g_00216
OG0000293	Prac.g_01715	Prat.g_00217
OG0000294	Prac.g_01714	Prat.g_00218
OG0000295	Prac.g_01713	Prat.g_00219
OG0000296	Prac.g_01712	Prat.g_00220
OG0000297	Prac.g_01711	Prat.g_00221
OG0000298	Prac.g_01710	Prat.g_00222
OG0000299	Prac.g_01709	Prat.g_00223
OG0000300	Prac.g_01708	Prat.g_00224
OG0000301	Prac.g_01707	Prat.g_00225
OG0000302	Prac.g_01706	Prat.g_00226
OG0000303	Prac.g_01705	Prat.g_00227
OG0000304	Prac.g_01704	Prat.g_00229
OG0000305	Prac.g_01703	Prat.g_00230
OG0000306	Prac.g_01702	Prat.g_00231
OG0000307	Prac.g_01701	Prat.g_00233
OG0000308	Prac.g_01700	Prat.g_00234
OG0000309	Prac.g_01699	Prat.g_00235
OG0000310	Prac.g_01698	Prat.g_00236
OG0000311	Prac.g_01697	Prat.g_00238
OG0000312	Prac.g_01695	Prat.g_00240
OG0000313	Prac.g_01694	Prat.g_00241
OG0000314	Prac.g_01691	Prat.g_00245
OG0000315	Prac.g_01690	Prat.g_00246
OG0000316	Prac.g_01688	Prat.g_00249
OG0000317	Prac.g_01686	Prat.g_00250
OG0000318	Prac.g_01685	Prat.g_00251
OG0000319	Prac.g_01684	Prat.g_00252
OG0000320	Prac.g_01683	Prat.g_00253
OG0000321	Prac.g_01680	Prat.g_00256
OG0000322	Prac.g_01678	Prat.g_00260
OG0000323	Prac.g_01677	Prat.g_00261
OG0000324	Prac.g_01674	Prat.g_00264
OG0000325	Prac.g_01672	Prat.g_00266
OG0000326	Prac.g_01671	Prat.g_00267
OG0000327	Prac.g_01669	Prat.g_00269
OG0000328	Prac.g_01668	Prat.g_00270
OG0000329	Prac.g_01667	Prat.g_00271
OG0000330	Prac.g_01666	Prat.g_00272
OG0000331	Prac.g_01665	Prat.g_00273
OG0000332	Prac.g_01664	Prat.g_00274
OG0000333	Prac.g_01663	Prat.g_00275
OG0000334	Prac.g_01662	Prat.g_00276
OG0000335	Prac.g_01661	Prat.g_00277
OG0000336	Prac.g_01660	Prat.g_00279
OG0000337	Prac.g_01656	Prat.g_00282
OG0000338	Prac.g_01655	Prat.g_00283
OG0000339	Prac.g_01654	Prat.g_00284
OG0000340	Prac.g_01653	Prat.g_00285
OG0000341	Prac.g_01649	Prat.g_00290
OG0000342	Prac.g_01648	Prat.g_00291
OG0000343	Prac.g_01646	Prat.g_00293
OG0000344	Prac.g_01645	Prat.g_00294
OG0000345	Prac.g_01644	Prat.g_00295
OG0000346	Prac.g_01643	Prat.g_00296
OG0000347	Prac.g_01642	Prat.g_00297
OG0000348	Prac.g_01641	Prat.g_00298
OG0000349	Prac.g_01640	Prat.g_00299
OG0000350	Prac.g_01639	Prat.g_00300
OG0000351	Prac.g_01636	Prat.g_00303
OG0000352	Prac.g_01633	Prat.g_00306
OG0000353	Prac.g_01632	Prat.g_00307
OG0000354	Prac.g_01631	Prat.g_00308
OG0000355	Prac.g_01630	Prat.g_00309
OG0000356	Prac.g_01629	Prat.g_00310
OG0000357	Prac.g_01628	Prat.g_00311
OG0000358	Prac.g_01627	Prat.g_00312
OG0000359	Prac.g_01626	Prat.g_00313
OG0000360	Prac.g_01623	Prat.g_00315
OG0000361	Prac.g_01622	Prat.g_00316
OG0000362	Prac.g_01621	Prat.g_00317
OG0000363	Prac.g_01620	Prat.g_00318
OG0000364	Prac.g_01619	Prat.g_00319
OG0000365	Prac.g_01618	Prat.g_00320
OG0000366	Prac.g_01617	Prat.g_00321
OG0000367	Prac.g_01616	Prat.g_00322
OG0000368	Prac.g_01615	Prat.g_00323
OG0000369	Prac.g_01614	Prat.g_00324
OG0000370	Prac.g_01613	Prat.g_00325
OG0000371	Prac.g_01612	Prat.g_00326
OG0000372	Prac.g_01610	Prat.g_00328
OG0000373	Prac.g_01608	Prat.g_00330
OG0000374	Prac.g_01607	Prat.g_00331
OG0000375	Prac.g_01606	Prat.g_00332
OG0000376	Prac.g_01604	Prat.g_00334
OG0000377	Prac.g_01603	Prat.g_00340
OG0000378	Prac.g_01602	Prat.g_00341
OG0000379	Prac.g_01200	Prat.g_00348
OG0000380	Prac.g_01199	Prat.g_00350
OG0000381	Prac.g_01198	Prat.g_00351
OG0000382	Prac.g_01196	Prat.g_00352
OG0000383	Prac.g_01193	Prat.g_00355
OG0000384	Prac.g_01192	Prat.g_00356
OG0000385	Prac.g_01189	Prat.g_00359
OG0000386	Prac.g_01188	Prat.g_00360
OG0000387	Prac.g_01187	Prat.g_00361
OG0000388	Prac.g_01186	Prat.g_00362
OG0000389	Prac.g_01185	Prat.g_00363
OG0000390	Prac.g_01184	Prat.g_00364
OG0000391	Prac.g_01183	Prat.g_00365
OG0000392	Prac.g_01182	Prat.g_00366
OG0000393	Prac.g_01179	Prat.g_00369
OG0000394	Prac.g_01178	Prat.g_00370
OG0000395	Prac.g_01176	Prat.g_00373
OG0000396	Prac.g_01175	Prat.g_00985
OG0000397	Prac.g_01162	Prat.g_01203
OG0000398	Prac.g_01154	Prat.g_01469
OG0000399	Prac.g_01153	Prat.g_00671
OG0000400	Prac.g_01148	Prat.g_01656
OG0000401	Prac.g_01116	Prat.g_00390
OG0000402	Prac.g_01115	Prat.g_00391
OG0000403	Prac.g_01114	Prat.g_00392
OG0000404	Prac.g_01112	Prat.g_00395
OG0000405	Prac.g_01111	Prat.g_00396
OG0000406	Prac.g_01109	Prat.g_00398
OG0000407	Prac.g_01108	Prat.g_00399
OG0000408	Prac.g_01107	Prat.g_00400
OG0000409	Prac.g_01106	Prat.g_00401
OG0000410	Prac.g_01105	Prat.g_00403
OG0000411	Prac.g_01104	Prat.g_00404
OG0000412	Prac.g_01103	Prat.g_00405
OG0000413	Prac.g_01102	Prat.g_00406
OG0000414	Prac.g_01101	Prat.g_00407
OG0000415	Prac.g_01100	Prat.g_00408
OG0000416	Prac.g_01099	Prat.g_00410
OG0000417	Prac.g_01098	Prat.g_00411
OG0000418	Prac.g_01097	Prat.g_00412
OG0000419	Prac.g_01096	Prat.g_00413
OG0000420	Prac.g_01095	Prat.g_00414
OG0000421	Prac.g_01094	Prat.g_00415
OG0000422	Prac.g_01092	Prat.g_00417
OG0000423	Prac.g_01091	Prat.g_00418
OG0000424	Prac.g_01089	Prat.g_00419
OG0000425	Prac.g_01084	Prat.g_00424
OG0000426	Prac.g_01083	Prat.g_00425
OG0000427	Prac.g_01082	Prat.g_00426
OG0000428	Prac.g_01081	Prat.g_00428
OG0000429	Prac.g_01080	Prat.g_00429
OG0000430	Prac.g_01073	Prat.g_00430
OG0000431	Prac.g_01071	Prat.g_00432
OG0000432	Prac.g_01070	Prat.g_00433
OG0000433	Prac.g_01067	Prat.g_00436
OG0000434	Prac.g_01066	Prat.g_00438
OG0000435	Prac.g_01065	Prat.g_00439
OG0000436	Prac.g_01063	Prat.g_00441
OG0000437	Prac.g_01061	Prat.g_00443
OG0000438	Prac.g_01060	Prat.g_00444
OG0000439	Prac.g_01059	Prat.g_00445
OG0000440	Prac.g_01057	Prat.g_00447
OG0000441	Prac.g_01056	Prat.g_00448
OG0000442	Prac.g_01055	Prat.g_00449
OG0000443	Prac.g_01054	Prat.g_00450
OG0000444	Prac.g_01053	Prat.g_00451
OG0000445	Prac.g_01052	Prat.g_00453
OG0000446	Prac.g_01051	Prat.g_00454
OG0000447	Prac.g_01050	Prat.g_00455
OG0000448	Prac.g_01049	Prat.g_00456
OG0000449	Prac.g_00871	Prat.g_00463
OG0000450	Prac.g_00870	Prat.g_00464
OG0000451	Prac.g_00869	Prat.g_00465
OG0000452	Prac.g_00868	Prat.g_00466
OG0000453	Prac.g_00866	Prat.g_00468
OG0000454	Prac.g_00865	Prat.g_00469
OG0000455	Prac.g_00864	Prat.g_00470
OG0000456	Prac.g_00863	Prat.g_00471
OG0000457	Prac.g_00861	Prat.g_00473
OG0000458	Prac.g_00859	Prat.g_00475
OG0000459	Prac.g_00858	Prat.g_00476
OG0000460	Prac.g_00857	Prat.g_00478
OG0000461	Prac.g_00856	Prat.g_00479
OG0000462	Prac.g_00855	Prat.g_00480
OG0000463	Prac.g_00854	Prat.g_00482
OG0000464	Prac.g_00849	Prat.g_00486
OG0000465	Prac.g_00847	Prat.g_00487
OG0000466	Prac.g_00846	Prat.g_00488
OG0000467	Prac.g_00845	Prat.g_00489
OG0000468	Prac.g_00844	Prat.g_00490
OG0000469	Prac.g_00843	Prat.g_00491
OG0000470	Prac.g_00842	Prat.g_00492
OG0000471	Prac.g_00841	Prat.g_00493
OG0000472	Prac.g_00838	Prat.g_00496
OG0000473	Prac.g_00837	Prat.g_00497
OG0000474	Prac.g_00836	Prat.g_00498
OG0000475	Prac.g_00835	Prat.g_00499
OG0000476	Prac.g_00834	Prat.g_00500
OG0000477	Prac.g_00832	Prat.g_00501
OG0000478	Prac.g_00831	Prat.g_00502
OG0000479	Prac.g_00830	Prat.g_00503
OG0000480	Prac.g_00828	Prat.g_00505
OG0000481	Prac.g_00827	Prat.g_00506
OG0000482	Prac.g_00826	Prat.g_00507
OG0000483	Prac.g_00825	Prat.g_00508
OG0000484	Prac.g_00824	Prat.g_00509
OG0000485	Prac.g_00823	Prat.g_00510
OG0000486	Prac.g_00822	Prat.g_00511
OG0000487	Prac.g_00821	Prat.g_00512
OG0000488	Prac.g_00819	Prat.g_00515
OG0000489	Prac.g_00818	Prat.g_00516
OG0000490	Prac.g_00817	Prat.g_00517
OG0000491	Prac.g_00816	Prat.g_00518
OG0000492	Prac.g_00815	Prat.g_00519
OG0000493	Prac.g_00814	Prat.g_00520
OG0000494	Prac.g_00812	Prat.g_00522
OG0000495	Prac.g_00811	Prat.g_00523
OG0000496	Prac.g_00810	Prat.g_00525
OG0000497	Prac.g_00809	Prat.g_00527
OG0000498	Prac.g_00808	Prat.g_00528
OG0000499	Prac.g_00806	Prat.g_00530
OG0000500	Prac.g_00805	Prat.g_00531
OG0000501	Prac.g_00803	Prat.g_00533
OG0000502	Prac.g_00802	Prat.g_00534
OG0000503	Prac.g_00801	Prat.g_00536
OG0000504	Prac.g_00800	Prat.g_00537
OG0000505	Prac.g_00799	Prat.g_00538
OG0000506	Prac.g_00798	Prat.g_00539
OG0000507	Prac.g_00797	Prat.g_00540
OG0000508	Prac.g_00795	Prat.g_00542
OG0000509	Prac.g_00794	Prat.g_00543
OG0000510	Prac.g_00793	Prat.g_00544
OG0000511	Prac.g_00792	Prat.g_00545
OG0000512	Prac.g_00791	Prat.g_00546
OG0000513	Prac.g_00790	Prat.g_00547
OG0000514	Prac.g_00789	Prat.g_00548
OG0000515	Prac.g_00787	Prat.g_00549
OG0000516	Prac.g_00786	Prat.g_00550
OG0000517	Prac.g_00785	Prat.g_00551
OG0000518	Prac.g_00782	Prat.g_00553
OG0000519	Prac.g_00780	Prat.g_00554
OG0000520	Prac.g_00779	Prat.g_00555
OG0000521	Prac.g_00778	Prat.g_00556
OG0000522	Prac.g_00777	Prat.g_00557
OG0000523	Prac.g_00776	Prat.g_00558
OG0000524	Prac.g_00775	Prat.g_00559
OG0000525	Prac.g_00772	Prat.g_00561
OG0000526	Prac.g_00771	Prat.g_00562
OG0000527	Prac.g_00770	Prat.g_00563
OG0000528	Prac.g_00769	Prat.g_00564
OG0000529	Prac.g_00768	Prat.g_00565
OG0000530	Prac.g_00767	Prat.g_00566
OG0000531	Prac.g_00766	Prat.g_00568
OG0000532	Prac.g_00765	Prat.g_00569
OG0000533	Prac.g_00764	Prat.g_00570
OG0000534	Prac.g_00763	Prat.g_00571
OG0000535	Prac.g_00762	Prat.g_00572
OG0000536	Prac.g_00761	Prat.g_00573
OG0000537	Prac.g_00760	Prat.g_00574
OG0000538	Prac.g_00759	Prat.g_00575
OG0000539	Prac.g_00758	Prat.g_00576
OG0000540	Prac.g_00757	Prat.g_00577
OG0000541	Prac.g_00756	Prat.g_00579
OG0000542	Prac.g_00755	Prat.g_00580
OG0000543	Prac.g_00754	Prat.g_00581
OG0000544	Prac.g_00753	Prat.g_00582
OG0000545	Prac.g_00750	Prat.g_00584
OG0000546	Prac.g_00749	Prat.g_00585
OG0000547	Prac.g_00747	Prat.g_00587
OG0000548	Prac.g_00746	Prat.g_00589
OG0000549	Prac.g_00745	Prat.g_00590
OG0000550	Prac.g_00744	Prat.g_00591
OG0000551	Prac.g_00743	Prat.g_00592
OG0000552	Prac.g_00742	Prat.g_00593
OG0000553	Prac.g_00741	Prat.g_01097
OG0000554	Prac.g_00740	Prat.g_01095
OG0000555	Prac.g_00739	Prat.g_01094
OG0000556	Prac.g_00738	Prat.g_01093
OG0000557	Prac.g_00737	Prat.g_01091
OG0000558	Prac.g_00736	Prat.g_01090
OG0000559	Prac.g_00735	Prat.g_01089
OG0000560	Prac.g_00733	Prat.g_01087
OG0000561	Prac.g_00732	Prat.g_01086
OG0000562	Prac.g_00731	Prat.g_01084
OG0000563	Prac.g_00730	Prat.g_01083
OG0000564	Prac.g_00729	Prat.g_01082
OG0000565	Prac.g_00728	Prat.g_01081
OG0000566	Prac.g_00727	Prat.g_01080
OG0000567	Prac.g_00726	Prat.g_01079
OG0000568	Prac.g_00725	Prat.g_01078
OG0000569	Prac.g_00724	Prat.g_01077
OG0000570	Prac.g_00723	Prat.g_01076
OG0000571	Prac.g_00722	Prat.g_01075
OG0000572	Prac.g_00721	Prat.g_01074
OG0000573	Prac.g_00718	Prat.g_01071
OG0000574	Prac.g_00717	Prat.g_01070
OG0000575	Prac.g_00716	Prat.g_01069
OG0000576	Prac.g_00715	Prat.g_01068
OG0000577	Prac.g_00714	Prat.g_01067
OG0000578	Prac.g_00713	Prat.g_01066
OG0000579	Prac.g_00712	Prat.g_01065
OG0000580	Prac.g_00711	Prat.g_01064
OG0000581	Prac.g_00710	Prat.g_01063
OG0000582	Prac.g_00709	Prat.g_01062
OG0000583	Prac.g_00708	Prat.g_01061
OG0000584	Prac.g_00707	Prat.g_01059
OG0000585	Prac.g_00706	Prat.g_01058
OG0000586	Prac.g_00704	Prat.g_01056
OG0000587	Prac.g_00703	Prat.g_01055
