Orthogroup	Prbh	Syaf
OG0000057	Prbh.g_00936	Syaf.g_01452
OG0000058	Prbh.g_00030	Syaf.g_00316
OG0000059	Prbh.g_01695	Syaf.g_00143
OG0000061	Prbh.g_01283	Syaf.g_01288
OG0000062	Prbh.g_00184	Syaf.g_01055, Syaf.g_02167
OG0000063	Prbh.g_01401	Syaf.g_00457
OG0000064	Prbh.g_00715	Syaf.g_02253, Syaf.g_01667, Syaf.g_01063
OG0000065	Prbh.g_00676	Syaf.g_00903
OG0000066	Prbh.g_01856	Syaf.g_02643
OG0000067	Prbh.g_00953	Syaf.g_02049
OG0000068	Prbh.g_00009	Syaf.g_02733
OG0000070	Prbh.g_00382	Syaf.g_01237
OG0000071	Prbh.g_01373	Syaf.g_01254
OG0000072	Prbh.g_00611	Syaf.g_00805
OG0000073	Prbh.g_00330	Syaf.g_02700
OG0000075	Prbh.g_01607	Syaf.g_00353
OG0000076	Prbh.g_01581	Syaf.g_00388
OG0000077	Prbh.g_00704	Syaf.g_00951
OG0000078	Prbh.g_00540	Syaf.g_02782
OG0000079	Prbh.g_00527	Syaf.g_00197
OG0000080	Prbh.g_00069	Syaf.g_00306
OG0000081	Prbh.g_00298	Syaf.g_02776
OG0000082	Prbh.g_01855	Syaf.g_02576
OG0000084	Prbh.g_00093	Syaf.g_02409
OG0000085	Prbh.g_01408	Syaf.g_01048
OG0000086	Prbh.g_00695	Syaf.g_00932
OG0000087	Prbh.g_00642	Syaf.g_00848
OG0000088	Prbh.g_00616	Syaf.g_00811
OG0000089	Prbh.g_00415	Syaf.g_02807
OG0000090	Prbh.g_00296	Syaf.g_02654
OG0000091	Prbh.g_01211	Syaf.g_02302
OG0000093	Prbh.g_01181	Syaf.g_01775
OG0000097	Prbh.g_01236	Syaf.g_01574
OG0000098	Prbh.g_01935	Syaf.g_01637
OG0000099	Prbh.g_00032	Syaf.g_00312
OG0000100	Prbh.g_00179	Syaf.g_02017
OG0000101	Prbh.g_01644	Syaf.g_00093
OG0000102	Prbh.g_01576	Syaf.g_00393
OG0000103	Prbh.g_01489	Syaf.g_00520
OG0000104	Prbh.g_01480	Syaf.g_00502
OG0000105	Prbh.g_00505	Syaf.g_00235
OG0000106	Prbh.g_00821	Syaf.g_01745
OG0000107	Prbh.g_01718	Syaf.g_00177
OG0000108	Prbh.g_00351	Syaf.g_02721
OG0000109	Prbh.g_00337	Syaf.g_02706
OG0000110	Prbh.g_00254	Syaf.g_02589
OG0000112	Prbh.g_01078	Syaf.g_01852
OG0000113	Prbh.g_00976	Syaf.g_02022
OG0000114	Prbh.g_00878	Syaf.g_02103
OG0000115	Prbh.g_01344	Syaf.g_02445
OG0000116	Prbh.g_01294	Syaf.g_01276
OG0000117	Prbh.g_01255	Syaf.g_01605
OG0000118	Prbh.g_01385	Syaf.g_02544
OG0000120	Prbh.g_00031	Syaf.g_00313
OG0000121	Prbh.g_00101	Syaf.g_02419
OG0000123	Prbh.g_01637	Syaf.g_00086
OG0000124	Prbh.g_01564	Syaf.g_00414
OG0000125	Prbh.g_01528	Syaf.g_00640
OG0000126	Prbh.g_01481	Syaf.g_00504
OG0000127	Prbh.g_01938	Syaf.g_01151
OG0000128	Prbh.g_01953	Syaf.g_00486
OG0000129	Prbh.g_00738	Syaf.g_00651
OG0000130	Prbh.g_00713	Syaf.g_00963
OG0000131	Prbh.g_00637	Syaf.g_00833
OG0000132	Prbh.g_00618	Syaf.g_00813
OG0000133	Prbh.g_00457	Syaf.g_01857
OG0000134	Prbh.g_00413	Syaf.g_02804
OG0000135	Prbh.g_01825	Syaf.g_00605
OG0000136	Prbh.g_00391	Syaf.g_01224
OG0000137	Prbh.g_00356	Syaf.g_02498
OG0000138	Prbh.g_00336	Syaf.g_02705
OG0000139	Prbh.g_00292	Syaf.g_02648
OG0000140	Prbh.g_00291	Syaf.g_02646
OG0000141	Prbh.g_00222	Syaf.g_02375
OG0000142	Prbh.g_01218	Syaf.g_02310
OG0000143	Prbh.g_01215	Syaf.g_02306
OG0000144	Prbh.g_01201	Syaf.g_01735
OG0000145	Prbh.g_01880	Syaf.g_02699
OG0000146	Prbh.g_01077	Syaf.g_01851
OG0000147	Prbh.g_01076	Syaf.g_01850
OG0000148	Prbh.g_00970	Syaf.g_02028
OG0000149	Prbh.g_01002	Syaf.g_01371
OG0000150	Prbh.g_01012	Syaf.g_02645
OG0000151	Prbh.g_00888	Syaf.g_02091
OG0000152	Prbh.g_01086	Syaf.g_01861
OG0000153	Prbh.g_01104	Syaf.g_01904
OG0000154	Prbh.g_01121	Syaf.g_01930
OG0000155	Prbh.g_01261	Syaf.g_01324
OG0000156	Prbh.g_01362	Syaf.g_01270
OG0000157	Prbh.g_01363	Syaf.g_01269
OG0000158	Prbh.g_01599	Syaf.g_00364
OG0000160	Prbh.g_00100	Syaf.g_02418
OG0000161	Prbh.g_01288, Prbh.g_00106	Syaf.g_02424
OG0000162	Prbh.g_00112	Syaf.g_02431
OG0000163	Prbh.g_00151	Syaf.g_01105
OG0000164	Prbh.g_01758	Syaf.g_00999
OG0000165	Prbh.g_01750	Syaf.g_01197
OG0000166	Prbh.g_01681	Syaf.g_00133
OG0000167	Prbh.g_01609	Syaf.g_00350
OG0000168	Prbh.g_01598	Syaf.g_00365
OG0000169	Prbh.g_01588	Syaf.g_00376
OG0000170	Prbh.g_01585	Syaf.g_00383
OG0000171	Prbh.g_01565	Syaf.g_00413
OG0000172	Prbh.g_01558	Syaf.g_00419
OG0000173	Prbh.g_01543	Syaf.g_00438
OG0000174	Prbh.g_01512	Syaf.g_00603
OG0000175	Prbh.g_01500	Syaf.g_00531
OG0000176	Prbh.g_01472	Syaf.g_00494
OG0000177	Prbh.g_01471	Syaf.g_00493
OG0000178	Prbh.g_01470	Syaf.g_00492
OG0000179	Prbh.g_00764	Syaf.g_00477
OG0000180	Prbh.g_00763	Syaf.g_00476
OG0000181	Prbh.g_00762	Syaf.g_00475
OG0000182	Prbh.g_00761	Syaf.g_00474
OG0000183	Prbh.g_00757	Syaf.g_00470
OG0000184	Prbh.g_00734	Syaf.g_00664
OG0000185	Prbh.g_00731	Syaf.g_00684
OG0000186	Prbh.g_00719	Syaf.g_00968
OG0000187	Prbh.g_00718	Syaf.g_00966
OG0000188	Prbh.g_00701	Syaf.g_00944
OG0000189	Prbh.g_00687	Syaf.g_00916
OG0000190	Prbh.g_00686	Syaf.g_00914
OG0000191	Prbh.g_00664	Syaf.g_00877
OG0000192	Prbh.g_00659	Syaf.g_00871
OG0000193	Prbh.g_00636	Syaf.g_00832
OG0000194	Prbh.g_00633	Syaf.g_00829
OG0000195	Prbh.g_00631	Syaf.g_00827
OG0000196	Prbh.g_00621	Syaf.g_00816
OG0000197	Prbh.g_00620	Syaf.g_00815
OG0000198	Prbh.g_00619	Syaf.g_00814
OG0000199	Prbh.g_00612	Syaf.g_00806
OG0000200	Prbh.g_00599	Syaf.g_00789
OG0000202	Prbh.g_00589	Syaf.g_00770
OG0000203	Prbh.g_00588	Syaf.g_00769
OG0000204	Prbh.g_00587	Syaf.g_00768
OG0000205	Prbh.g_00580	Syaf.g_00761
OG0000206	Prbh.g_00575	Syaf.g_00736
OG0000207	Prbh.g_00573	Syaf.g_00735
OG0000208	Prbh.g_00572	Syaf.g_00734
OG0000209	Prbh.g_00563	Syaf.g_00714
OG0000210	Prbh.g_00562	Syaf.g_00713
OG0000211	Prbh.g_00547	Syaf.g_02791
OG0000212	Prbh.g_00539	Syaf.g_02781
OG0000213	Prbh.g_00521	Syaf.g_00210
OG0000214	Prbh.g_00512	Syaf.g_00226
OG0000215	Prbh.g_00485	Syaf.g_00258
OG0000216	Prbh.g_00484	Syaf.g_00262
OG0000217	Prbh.g_00481	Syaf.g_00266
OG0000218	Prbh.g_00479	Syaf.g_00268
OG0000219	Prbh.g_00478	Syaf.g_00269
OG0000220	Prbh.g_00477	Syaf.g_00270
OG0000221	Prbh.g_00476	Syaf.g_02597, Syaf.g_00273
OG0000222	Prbh.g_00469	Syaf.g_00287
OG0000223	Prbh.g_00456	Syaf.g_00317
OG0000224	Prbh.g_00454	Syaf.g_00324
OG0000225	Prbh.g_00426	Syaf.g_00007
OG0000226	Prbh.g_00422	Syaf.g_00003
OG0000227	Prbh.g_00420	Syaf.g_00001
OG0000228	Prbh.g_00416	Syaf.g_02808
OG0000229	Prbh.g_00396	Syaf.g_01214
OG0000230	Prbh.g_00394	Syaf.g_01216
OG0000231	Prbh.g_00383	Syaf.g_01236
OG0000232	Prbh.g_00370	Syaf.g_02536
OG0000233	Prbh.g_00365	Syaf.g_02528
OG0000234	Prbh.g_00355	Syaf.g_02497
OG0000235	Prbh.g_00352	Syaf.g_02722
OG0000236	Prbh.g_00338	Syaf.g_02707
OG0000237	Prbh.g_00324	Syaf.g_02690
OG0000238	Prbh.g_00318	Syaf.g_02685
OG0000239	Prbh.g_00305	Syaf.g_02669
OG0000240	Prbh.g_00304	Syaf.g_02668
OG0000241	Prbh.g_00299	Syaf.g_02322
OG0000242	Prbh.g_00297	Syaf.g_02656
OG0000243	Prbh.g_00287	Syaf.g_02634
OG0000244	Prbh.g_00284	Syaf.g_02627
OG0000245	Prbh.g_00282	Syaf.g_02625
OG0000246	Prbh.g_00278	Syaf.g_02621
OG0000247	Prbh.g_00267	Syaf.g_02610
OG0000248	Prbh.g_00264	Syaf.g_02607
OG0000249	Prbh.g_00262	Syaf.g_02605
OG0000250	Prbh.g_00257	Syaf.g_02593
OG0000251	Prbh.g_00239	Syaf.g_02568
OG0000252	Prbh.g_00236	Syaf.g_02565
OG0000253	Prbh.g_00235	Syaf.g_02564
OG0000254	Prbh.g_00218	Syaf.g_02371
OG0000255	Prbh.g_00212	Syaf.g_02352
OG0000256	Prbh.g_01455	Syaf.g_02329
OG0000257	Prbh.g_01223	Syaf.g_02323
OG0000258	Prbh.g_01210	Syaf.g_02301
OG0000259	Prbh.g_01193	Syaf.g_02137
OG0000260	Prbh.g_01190	Syaf.g_02134
OG0000261	Prbh.g_01187	Syaf.g_02131
OG0000262	Prbh.g_01182	Syaf.g_02126
OG0000263	Prbh.g_00915	Syaf.g_01585
OG0000264	Prbh.g_00926	Syaf.g_01473
OG0000265	Prbh.g_00945	Syaf.g_01196
OG0000266	Prbh.g_01163	Syaf.g_01967
OG0000267	Prbh.g_01150	Syaf.g_01787
OG0000268	Prbh.g_01149	Syaf.g_01788
OG0000269	Prbh.g_00948	Syaf.g_02054
OG0000270	Prbh.g_00951	Syaf.g_02051
OG0000271	Prbh.g_00959	Syaf.g_02043
OG0000272	Prbh.g_00960	Syaf.g_02042
OG0000273	Prbh.g_00983	Syaf.g_01392
OG0000274	Prbh.g_00984	Syaf.g_01391
OG0000275	Prbh.g_00987	Syaf.g_01386
OG0000276	Prbh.g_00993	Syaf.g_01379
OG0000277	Prbh.g_00994	Syaf.g_01378
OG0000278	Prbh.g_00997	Syaf.g_01375
OG0000279	Prbh.g_01005	Syaf.g_01367
OG0000280	Prbh.g_01006	Syaf.g_01337
OG0000281	Prbh.g_01013	Syaf.g_01636
OG0000282	Prbh.g_00880	Syaf.g_02101
OG0000283	Prbh.g_01059	Syaf.g_01804
OG0000284	Prbh.g_01064	Syaf.g_01810
OG0000285	Prbh.g_01069	Syaf.g_01842
OG0000286	Prbh.g_01085	Syaf.g_01860
OG0000287	Prbh.g_01342	Syaf.g_01896
OG0000288	Prbh.g_01120	Syaf.g_01929
OG0000289	Prbh.g_01135	Syaf.g_01943
OG0000290	Prbh.g_01034	Syaf.g_01439
OG0000291	Prbh.g_01032	Syaf.g_01441
OG0000292	Prbh.g_01328	Syaf.g_00505
OG0000293	Prbh.g_01293	Syaf.g_01277
OG0000294	Prbh.g_01292	Syaf.g_01278
OG0000295	Prbh.g_01268	Syaf.g_01316
OG0000296	Prbh.g_01266	Syaf.g_01318
OG0000297	Prbh.g_01257	Syaf.g_01607
OG0000298	Prbh.g_01256	Syaf.g_01606
OG0000299	Prbh.g_01237	Syaf.g_01578
OG0000300	Prbh.g_01234	Syaf.g_01571
OG0000301	Prbh.g_01233	Syaf.g_01570
OG0000302	Prbh.g_01231	Syaf.g_01568
OG0000303	Prbh.g_01225	Syaf.g_01559
OG0000304	Prbh.g_01450	Syaf.g_01551
OG0000305	Prbh.g_01326	Syaf.g_01444
OG0000306	Prbh.g_01017	Syaf.g_01332
OG0000307	Prbh.g_00019	Syaf.g_02742
OG0000308	Prbh.g_00020	Syaf.g_02744
OG0000309	Prbh.g_00024	Syaf.g_02749
OG0000310	Prbh.g_00082	Syaf.g_02387
OG0000311	Prbh.g_00084	Syaf.g_02391
OG0000312	Prbh.g_00087	Syaf.g_02397
OG0000313	Prbh.g_00103	Syaf.g_02421
OG0000314	Prbh.g_00126	Syaf.g_02458
OG0000315	Prbh.g_00136	Syaf.g_02468
OG0000316	Prbh.g_00162	Syaf.g_01088
OG0000317	Prbh.g_01785	Syaf.g_01040
OG0000318	Prbh.g_01781	Syaf.g_01032
OG0000319	Prbh.g_01768	Syaf.g_01015
OG0000320	Prbh.g_01766	Syaf.g_01013
OG0000321	Prbh.g_01765	Syaf.g_01012
OG0000322	Prbh.g_01764	Syaf.g_01011
OG0000323	Prbh.g_01755	Syaf.g_00997
OG0000324	Prbh.g_01727	Syaf.g_01164
OG0000325	Prbh.g_01717	Syaf.g_00176
OG0000326	Prbh.g_01710	Syaf.g_00169
OG0000327	Prbh.g_01686	Syaf.g_00138
OG0000328	Prbh.g_01685	Syaf.g_00137
OG0000329	Prbh.g_01668	Syaf.g_00119
OG0000330	Prbh.g_01667	Syaf.g_00118
OG0000331	Prbh.g_01666	Syaf.g_00117
OG0000332	Prbh.g_01652	Syaf.g_00102
OG0000333	Prbh.g_01650	Syaf.g_00099
OG0000334	Prbh.g_01641	Syaf.g_00090
OG0000335	Prbh.g_01636	Syaf.g_00085
OG0000336	Prbh.g_01632	Syaf.g_00081
OG0000337	Prbh.g_01613	Syaf.g_00344
OG0000338	Prbh.g_01612	Syaf.g_00348
OG0000339	Prbh.g_01606	Syaf.g_00355
OG0000340	Prbh.g_01597	Syaf.g_00366
OG0000341	Prbh.g_01595	Syaf.g_00368
OG0000342	Prbh.g_01594	Syaf.g_00369
OG0000343	Prbh.g_01593	Syaf.g_00370
OG0000344	Prbh.g_01590	Syaf.g_00374
OG0000345	Prbh.g_01584	Syaf.g_00384
OG0000346	Prbh.g_01580	Syaf.g_00389
OG0000347	Prbh.g_01563	Syaf.g_00415
OG0000348	Prbh.g_01555	Syaf.g_00427
OG0000349	Prbh.g_01537	Syaf.g_00445
OG0000350	Prbh.g_01516	Syaf.g_00162
OG0000351	Prbh.g_01497	Syaf.g_00528
OG0000352	Prbh.g_01496	Syaf.g_00527
OG0000353	Prbh.g_01477	Syaf.g_00499
OG0000355	Prbh.g_01475	Syaf.g_00497
OG0000356	Prbh.g_01474	Syaf.g_00496
OG0000357	Prbh.g_01473	Syaf.g_00495
OG0000358	Prbh.g_01469	Syaf.g_00491
OG0000359	Prbh.g_01468	Syaf.g_00489
OG0000360	Prbh.g_01467	Syaf.g_00488
OG0000361	Prbh.g_01466	Syaf.g_00487
OG0000362	Prbh.g_01952	Syaf.g_00485
OG0000363	Prbh.g_00766	Syaf.g_00483
OG0000364	Prbh.g_00765	Syaf.g_00482
OG0000365	Prbh.g_00760	Syaf.g_00473
OG0000366	Prbh.g_00759	Syaf.g_00472
OG0000367	Prbh.g_00758	Syaf.g_00471
OG0000368	Prbh.g_00756	Syaf.g_00469
OG0000369	Prbh.g_00755	Syaf.g_00468
OG0000370	Prbh.g_00754	Syaf.g_00467
OG0000371	Prbh.g_00748	Syaf.g_00458
OG0000372	Prbh.g_00746	Syaf.g_00453
OG0000373	Prbh.g_00745	Syaf.g_00452
OG0000374	Prbh.g_00744	Syaf.g_00451
OG0000375	Prbh.g_00743	Syaf.g_00449
OG0000376	Prbh.g_00741	Syaf.g_00447
OG0000377	Prbh.g_00737	Syaf.g_00654
OG0000378	Prbh.g_00733	Syaf.g_00668
OG0000379	Prbh.g_00730	Syaf.g_00686
OG0000380	Prbh.g_00717	Syaf.g_00965
OG0000381	Prbh.g_00712	Syaf.g_00962
OG0000382	Prbh.g_00702	Syaf.g_00945
OG0000383	Prbh.g_00700	Syaf.g_00941
OG0000384	Prbh.g_00699	Syaf.g_00940
OG0000385	Prbh.g_00698	Syaf.g_00939
OG0000386	Prbh.g_00697	Syaf.g_00938
OG0000387	Prbh.g_00684	Syaf.g_00912
OG0000388	Prbh.g_00680	Syaf.g_00908
OG0000389	Prbh.g_00677	Syaf.g_00904
OG0000390	Prbh.g_00668	Syaf.g_00883
OG0000391	Prbh.g_00665	Syaf.g_00878
OG0000392	Prbh.g_00661	Syaf.g_00872
OG0000393	Prbh.g_00658	Syaf.g_00870
OG0000394	Prbh.g_00657	Syaf.g_00869
OG0000395	Prbh.g_00656	Syaf.g_00868
OG0000396	Prbh.g_00654	Syaf.g_00865
OG0000397	Prbh.g_00652	Syaf.g_00863
OG0000398	Prbh.g_00649	Syaf.g_00858
OG0000399	Prbh.g_00648	Syaf.g_00857
OG0000400	Prbh.g_00647	Syaf.g_00856
OG0000401	Prbh.g_00646	Syaf.g_00855
OG0000402	Prbh.g_01144	Syaf.g_00852
OG0000403	Prbh.g_00644	Syaf.g_00851
OG0000404	Prbh.g_00643	Syaf.g_00850
OG0000405	Prbh.g_00639	Syaf.g_00835
OG0000406	Prbh.g_00635	Syaf.g_00831
OG0000407	Prbh.g_00634	Syaf.g_00830
OG0000408	Prbh.g_00632	Syaf.g_00828
OG0000409	Prbh.g_00630	Syaf.g_00826
OG0000410	Prbh.g_00629	Syaf.g_00825
OG0000411	Prbh.g_00628	Syaf.g_00824
OG0000412	Prbh.g_00627	Syaf.g_00823
OG0000413	Prbh.g_00626	Syaf.g_00821
OG0000414	Prbh.g_00625	Syaf.g_00820
OG0000415	Prbh.g_00624	Syaf.g_00819
OG0000416	Prbh.g_00623	Syaf.g_00818
OG0000417	Prbh.g_00622	Syaf.g_00817
OG0000418	Prbh.g_00617	Syaf.g_00812
OG0000419	Prbh.g_00615	Syaf.g_00810
OG0000420	Prbh.g_00614	Syaf.g_00808
OG0000421	Prbh.g_00610	Syaf.g_00803
OG0000422	Prbh.g_00609	Syaf.g_00802
OG0000423	Prbh.g_00608	Syaf.g_00801
OG0000424	Prbh.g_00607	Syaf.g_00800
OG0000425	Prbh.g_00606	Syaf.g_00799
OG0000426	Prbh.g_00605	Syaf.g_00798
OG0000427	Prbh.g_00604	Syaf.g_00797
OG0000428	Prbh.g_00602	Syaf.g_00794
OG0000429	Prbh.g_00601	Syaf.g_00792
OG0000430	Prbh.g_00600	Syaf.g_00790
OG0000431	Prbh.g_00598	Syaf.g_00786
OG0000432	Prbh.g_00594	Syaf.g_00779
OG0000433	Prbh.g_00593	Syaf.g_00777
OG0000434	Prbh.g_00592	Syaf.g_00776
OG0000435	Prbh.g_00591	Syaf.g_00772
OG0000436	Prbh.g_00586	Syaf.g_00767
OG0000437	Prbh.g_00585	Syaf.g_00766
OG0000438	Prbh.g_00584	Syaf.g_00765
OG0000439	Prbh.g_00582	Syaf.g_00763
OG0000440	Prbh.g_00581	Syaf.g_00762
OG0000441	Prbh.g_00578	Syaf.g_00756
OG0000442	Prbh.g_00577	Syaf.g_00743
OG0000443	Prbh.g_00576	Syaf.g_00739
OG0000444	Prbh.g_00571	Syaf.g_00733
OG0000445	Prbh.g_00570	Syaf.g_00729
OG0000446	Prbh.g_00569	Syaf.g_00728
OG0000447	Prbh.g_00568	Syaf.g_00725
OG0000448	Prbh.g_00567	Syaf.g_00724
OG0000449	Prbh.g_00566	Syaf.g_00723
OG0000450	Prbh.g_00565	Syaf.g_00717
OG0000451	Prbh.g_00564	Syaf.g_00716
OG0000452	Prbh.g_00561	Syaf.g_00712
OG0000453	Prbh.g_00560	Syaf.g_00711
OG0000454	Prbh.g_00559	Syaf.g_00710
OG0000455	Prbh.g_00558	Syaf.g_00709
OG0000456	Prbh.g_00557	Syaf.g_00708
OG0000457	Prbh.g_00555	Syaf.g_00706
OG0000458	Prbh.g_00554	Syaf.g_00705
OG0000459	Prbh.g_00553	Syaf.g_00704
OG0000460	Prbh.g_00545	Syaf.g_02789
OG0000461	Prbh.g_00537	Syaf.g_00183
OG0000462	Prbh.g_00535	Syaf.g_00186
OG0000463	Prbh.g_00534	Syaf.g_00187
OG0000464	Prbh.g_00533	Syaf.g_00188
OG0000465	Prbh.g_00532	Syaf.g_00190
OG0000466	Prbh.g_00529	Syaf.g_00194
OG0000467	Prbh.g_00528	Syaf.g_00196
OG0000468	Prbh.g_00525	Syaf.g_00206
OG0000469	Prbh.g_00517	Syaf.g_00220
OG0000470	Prbh.g_00515	Syaf.g_00222
OG0000471	Prbh.g_00514	Syaf.g_00223
OG0000472	Prbh.g_00513	Syaf.g_00225
OG0000473	Prbh.g_00511	Syaf.g_00227
OG0000474	Prbh.g_00510	Syaf.g_00228
OG0000475	Prbh.g_00509	Syaf.g_00229
OG0000476	Prbh.g_00507	Syaf.g_00231
OG0000477	Prbh.g_00504	Syaf.g_00237
OG0000478	Prbh.g_00503	Syaf.g_00238
OG0000479	Prbh.g_00502	Syaf.g_00239
OG0000480	Prbh.g_00497	Syaf.g_00247
OG0000481	Prbh.g_00494	Syaf.g_00249
OG0000482	Prbh.g_00493	Syaf.g_00250
OG0000483	Prbh.g_00490	Syaf.g_00254
OG0000484	Prbh.g_00489	Syaf.g_00255
OG0000485	Prbh.g_00487	Syaf.g_00256
OG0000486	Prbh.g_00486	Syaf.g_00257
OG0000487	Prbh.g_00483	Syaf.g_00263
OG0000488	Prbh.g_00480	Syaf.g_00267
OG0000489	Prbh.g_00475	Syaf.g_00274
OG0000490	Prbh.g_00471	Syaf.g_00284
OG0000491	Prbh.g_00470	Syaf.g_00285
OG0000492	Prbh.g_00468	Syaf.g_00288
OG0000493	Prbh.g_00467	Syaf.g_00289
OG0000494	Prbh.g_00466	Syaf.g_00290
OG0000495	Prbh.g_00465	Syaf.g_00291
OG0000496	Prbh.g_00464	Syaf.g_00292
OG0000497	Prbh.g_00463	Syaf.g_00293
OG0000498	Prbh.g_00462	Syaf.g_00294
OG0000499	Prbh.g_00461	Syaf.g_00295
OG0000500	Prbh.g_00460	Syaf.g_00296
OG0000501	Prbh.g_00458	Syaf.g_00299
OG0000502	Prbh.g_00455	Syaf.g_00319
OG0000503	Prbh.g_00439	Syaf.g_00023
OG0000504	Prbh.g_00437	Syaf.g_00021
OG0000505	Prbh.g_00436	Syaf.g_00020
OG0000506	Prbh.g_00435	Syaf.g_00018
OG0000507	Prbh.g_00431	Syaf.g_00012
OG0000508	Prbh.g_00427	Syaf.g_00008
OG0000509	Prbh.g_00425	Syaf.g_00006
OG0000510	Prbh.g_00424	Syaf.g_00005
OG0000511	Prbh.g_00423	Syaf.g_00004
OG0000512	Prbh.g_00421	Syaf.g_00002
OG0000513	Prbh.g_00412	Syaf.g_02803
OG0000514	Prbh.g_00401	Syaf.g_02796
OG0000515	Prbh.g_00400	Syaf.g_02795
OG0000516	Prbh.g_00399	Syaf.g_01219
OG0000517	Prbh.g_00397	Syaf.g_01213
OG0000518	Prbh.g_00386	Syaf.g_01230
OG0000519	Prbh.g_00385	Syaf.g_01231
OG0000520	Prbh.g_00384	Syaf.g_01235
OG0000521	Prbh.g_00374	Syaf.g_02542
OG0000522	Prbh.g_00372	Syaf.g_02538
OG0000523	Prbh.g_00371	Syaf.g_02537
OG0000524	Prbh.g_00367	Syaf.g_02531
OG0000525	Prbh.g_00363	Syaf.g_02507
OG0000526	Prbh.g_00361	Syaf.g_02504
OG0000527	Prbh.g_00358	Syaf.g_02500
OG0000528	Prbh.g_00353	Syaf.g_02728
OG0000529	Prbh.g_00350	Syaf.g_02720
OG0000530	Prbh.g_00347	Syaf.g_02717
OG0000531	Prbh.g_00346	Syaf.g_02716
OG0000532	Prbh.g_00344	Syaf.g_02713
OG0000533	Prbh.g_00343	Syaf.g_02712
OG0000534	Prbh.g_00342	Syaf.g_02711
OG0000535	Prbh.g_00341	Syaf.g_02710
OG0000536	Prbh.g_00340	Syaf.g_02709
OG0000537	Prbh.g_00339	Syaf.g_02708
OG0000538	Prbh.g_00329	Syaf.g_02697
OG0000539	Prbh.g_00328	Syaf.g_02696
OG0000540	Prbh.g_00327	Syaf.g_02695
OG0000541	Prbh.g_00326	Syaf.g_02694
OG0000542	Prbh.g_00325	Syaf.g_02691
OG0000543	Prbh.g_00323	Syaf.g_02689
OG0000544	Prbh.g_00322	Syaf.g_02688
OG0000545	Prbh.g_00320	Syaf.g_02686
