Orthogroup	Prbh	Prak
OG0000148	Prbh.g_00970	Prak.g_00862
OG0000149	Prbh.g_01002	Prak.g_00894
OG0000150	Prbh.g_01012	Prak.g_00904
OG0000151	Prbh.g_00888	Prak.g_00780
OG0000152	Prbh.g_01086	Prak.g_00973
OG0000153	Prbh.g_01104	Prak.g_00992
OG0000154	Prbh.g_01121	Prak.g_01012
OG0000155	Prbh.g_01261	Prak.g_01151
OG0000156	Prbh.g_01362	Prak.g_01266
OG0000157	Prbh.g_01363	Prak.g_01267
OG0000158	Prbh.g_01599	Prak.g_01824
OG0000159	Prbh.g_00039, Prbh.g_00722	Prak.g_00065
OG0000160	Prbh.g_00100	Prak.g_01392
OG0000161	Prbh.g_01288, Prbh.g_00106	Prak.g_01398
OG0000162	Prbh.g_00112	Prak.g_01404
OG0000163	Prbh.g_00151	Prak.g_01443
OG0000164	Prbh.g_01758	Prak.g_01669
OG0000165	Prbh.g_01750	Prak.g_01676
OG0000166	Prbh.g_01681	Prak.g_01743
OG0000167	Prbh.g_01609	Prak.g_01814
OG0000168	Prbh.g_01598	Prak.g_01825
OG0000169	Prbh.g_01588	Prak.g_01835
OG0000170	Prbh.g_01585	Prak.g_01838
OG0000171	Prbh.g_01565	Prak.g_01858
OG0000172	Prbh.g_01558	Prak.g_01865
OG0000173	Prbh.g_01543	Prak.g_01880
OG0000174	Prbh.g_01512	Prak.g_01910
OG0000175	Prbh.g_01500	Prak.g_01923
OG0000176	Prbh.g_01472	Prak.g_00004
OG0000177	Prbh.g_01471	Prak.g_00005
OG0000178	Prbh.g_01470	Prak.g_00006
OG0000179	Prbh.g_00764	Prak.g_00016
OG0000180	Prbh.g_00763	Prak.g_00017
OG0000181	Prbh.g_00762	Prak.g_00018
OG0000182	Prbh.g_00761	Prak.g_00019
OG0000183	Prbh.g_00757	Prak.g_00023
OG0000184	Prbh.g_00734	Prak.g_00049
OG0000185	Prbh.g_00731	Prak.g_00052
OG0000186	Prbh.g_00719	Prak.g_00068
OG0000187	Prbh.g_00718	Prak.g_00069
OG0000188	Prbh.g_00701	Prak.g_00086
OG0000189	Prbh.g_00687	Prak.g_00100
OG0000190	Prbh.g_00686	Prak.g_00102
OG0000191	Prbh.g_00664	Prak.g_00125
OG0000192	Prbh.g_00659	Prak.g_00130
OG0000193	Prbh.g_00636	Prak.g_00157
OG0000194	Prbh.g_00633	Prak.g_00160
OG0000195	Prbh.g_00631	Prak.g_00162
OG0000196	Prbh.g_00621	Prak.g_00173
OG0000197	Prbh.g_00620	Prak.g_00174
OG0000198	Prbh.g_00619	Prak.g_00175
OG0000199	Prbh.g_00612	Prak.g_00182
OG0000200	Prbh.g_00599	Prak.g_00196
OG0000201	Prbh.g_00590	Prak.g_00205
OG0000202	Prbh.g_00589	Prak.g_00206
OG0000203	Prbh.g_00588	Prak.g_00207
OG0000204	Prbh.g_00587	Prak.g_00208
OG0000205	Prbh.g_00580	Prak.g_00215
OG0000206	Prbh.g_00575	Prak.g_00220
OG0000207	Prbh.g_00573	Prak.g_00223
OG0000208	Prbh.g_00572	Prak.g_00224
OG0000209	Prbh.g_00563	Prak.g_00233
OG0000210	Prbh.g_00562	Prak.g_00234
OG0000211	Prbh.g_00547	Prak.g_00249
OG0000212	Prbh.g_00539	Prak.g_00257
OG0000213	Prbh.g_00521	Prak.g_00275
OG0000214	Prbh.g_00512	Prak.g_00285
OG0000215	Prbh.g_00485	Prak.g_00312
OG0000216	Prbh.g_00484	Prak.g_00313
OG0000217	Prbh.g_00481	Prak.g_00316
OG0000218	Prbh.g_00479	Prak.g_00318
OG0000219	Prbh.g_00478	Prak.g_00319
OG0000220	Prbh.g_00477	Prak.g_00320
OG0000221	Prbh.g_00476	Prak.g_00321
OG0000222	Prbh.g_00469	Prak.g_00328
OG0000223	Prbh.g_00456	Prak.g_00340
OG0000224	Prbh.g_00454	Prak.g_00342
OG0000225	Prbh.g_00426	Prak.g_00368
OG0000226	Prbh.g_00422	Prak.g_00372
OG0000227	Prbh.g_00420	Prak.g_00374
OG0000228	Prbh.g_00416	Prak.g_00378
OG0000229	Prbh.g_00396	Prak.g_00398
OG0000230	Prbh.g_00394	Prak.g_00400
OG0000231	Prbh.g_00383	Prak.g_00411
OG0000232	Prbh.g_00370	Prak.g_00422
OG0000233	Prbh.g_00365	Prak.g_00428
OG0000234	Prbh.g_00355	Prak.g_00437
OG0000235	Prbh.g_00352	Prak.g_00440
OG0000236	Prbh.g_00338	Prak.g_00454
OG0000237	Prbh.g_00324	Prak.g_00467
OG0000238	Prbh.g_00318	Prak.g_00473
OG0000239	Prbh.g_00305	Prak.g_00484
OG0000240	Prbh.g_00304	Prak.g_00485
OG0000241	Prbh.g_00299	Prak.g_00489
OG0000242	Prbh.g_00297	Prak.g_00491
OG0000243	Prbh.g_00287	Prak.g_00502
OG0000244	Prbh.g_00284	Prak.g_00506
OG0000245	Prbh.g_00282	Prak.g_00508
OG0000246	Prbh.g_00278	Prak.g_00512
OG0000247	Prbh.g_00267	Prak.g_00522
OG0000248	Prbh.g_00264	Prak.g_00525
OG0000249	Prbh.g_00262	Prak.g_00527
OG0000250	Prbh.g_00257	Prak.g_00532
OG0000251	Prbh.g_00239	Prak.g_00552
OG0000252	Prbh.g_00236	Prak.g_00555
OG0000253	Prbh.g_00235	Prak.g_00556
OG0000254	Prbh.g_00218	Prak.g_00573
OG0000255	Prbh.g_00212	Prak.g_00579
OG0000256	Prbh.g_01455	Prak.g_00589
OG0000257	Prbh.g_01223	Prak.g_01113
OG0000258	Prbh.g_01210	Prak.g_01099
OG0000259	Prbh.g_01193	Prak.g_01082
OG0000260	Prbh.g_01190	Prak.g_01079
OG0000261	Prbh.g_01187	Prak.g_01076
OG0000262	Prbh.g_01182	Prak.g_01072
OG0000263	Prbh.g_00915	Prak.g_00808
OG0000264	Prbh.g_00926	Prak.g_00819
OG0000265	Prbh.g_00945	Prak.g_00837
OG0000266	Prbh.g_01163	Prak.g_01053
OG0000267	Prbh.g_01150	Prak.g_01041
OG0000268	Prbh.g_01149	Prak.g_01040
OG0000269	Prbh.g_00948	Prak.g_00840
OG0000270	Prbh.g_00951	Prak.g_00843
OG0000271	Prbh.g_00959	Prak.g_00851
OG0000272	Prbh.g_00960	Prak.g_00852
OG0000273	Prbh.g_00983	Prak.g_00876
OG0000274	Prbh.g_00984	Prak.g_00877
OG0000275	Prbh.g_00987	Prak.g_00880
OG0000276	Prbh.g_00993	Prak.g_00886
OG0000277	Prbh.g_00994	Prak.g_00887
OG0000278	Prbh.g_00997	Prak.g_00890
OG0000279	Prbh.g_01005	Prak.g_00897
OG0000280	Prbh.g_01006	Prak.g_00898
OG0000281	Prbh.g_01013	Prak.g_00905
OG0000282	Prbh.g_00880	Prak.g_00772
OG0000283	Prbh.g_01059	Prak.g_00949
OG0000284	Prbh.g_01064	Prak.g_00954
OG0000285	Prbh.g_01069	Prak.g_00959
OG0000286	Prbh.g_01085	Prak.g_00972
OG0000287	Prbh.g_01342	Prak.g_01238
OG0000288	Prbh.g_01120	Prak.g_01011
OG0000289	Prbh.g_01135	Prak.g_01027
OG0000290	Prbh.g_01034	Prak.g_00923
OG0000291	Prbh.g_01032	Prak.g_00921
OG0000292	Prbh.g_01328	Prak.g_01217
OG0000293	Prbh.g_01293	Prak.g_01182
OG0000294	Prbh.g_01292	Prak.g_01181
OG0000295	Prbh.g_01268	Prak.g_01158
OG0000296	Prbh.g_01266	Prak.g_01156
OG0000297	Prbh.g_01257	Prak.g_01147
OG0000298	Prbh.g_01256	Prak.g_01146
OG0000299	Prbh.g_01237	Prak.g_01127
OG0000300	Prbh.g_01234	Prak.g_01124
OG0000301	Prbh.g_01233	Prak.g_01123
OG0000302	Prbh.g_01231	Prak.g_01121
OG0000303	Prbh.g_01225	Prak.g_01115
OG0000304	Prbh.g_01450	Prak.g_00594
OG0000305	Prbh.g_01326	Prak.g_01215
OG0000306	Prbh.g_01017	Prak.g_00909
OG0000307	Prbh.g_00019	Prak.g_01338
OG0000308	Prbh.g_00020	Prak.g_01339
OG0000309	Prbh.g_00024	Prak.g_01343
OG0000310	Prbh.g_00082	Prak.g_01377
OG0000311	Prbh.g_00084	Prak.g_01379
OG0000312	Prbh.g_00087	Prak.g_01382
OG0000313	Prbh.g_00103	Prak.g_01395
OG0000314	Prbh.g_00126	Prak.g_01418
OG0000315	Prbh.g_00136	Prak.g_01428
OG0000316	Prbh.g_00162	Prak.g_01453
OG0000317	Prbh.g_01785	Prak.g_01642
OG0000318	Prbh.g_01781	Prak.g_01646
OG0000319	Prbh.g_01768	Prak.g_01659
OG0000320	Prbh.g_01766	Prak.g_01661
OG0000321	Prbh.g_01765	Prak.g_01662
OG0000322	Prbh.g_01764	Prak.g_01663
OG0000323	Prbh.g_01755	Prak.g_01672
OG0000324	Prbh.g_01727	Prak.g_01699
OG0000325	Prbh.g_01717	Prak.g_01710
OG0000326	Prbh.g_01710	Prak.g_01717
OG0000327	Prbh.g_01686	Prak.g_01738
OG0000328	Prbh.g_01685	Prak.g_01739
OG0000329	Prbh.g_01668	Prak.g_01756
OG0000330	Prbh.g_01667	Prak.g_01757
OG0000331	Prbh.g_01666	Prak.g_01758
OG0000332	Prbh.g_01652	Prak.g_01772
OG0000333	Prbh.g_01650	Prak.g_01774
OG0000334	Prbh.g_01641	Prak.g_01783
OG0000335	Prbh.g_01636	Prak.g_01788
OG0000336	Prbh.g_01632	Prak.g_01792
OG0000337	Prbh.g_01613	Prak.g_01810
OG0000338	Prbh.g_01612	Prak.g_01811
OG0000339	Prbh.g_01606	Prak.g_01817
OG0000340	Prbh.g_01597	Prak.g_01826
OG0000341	Prbh.g_01595	Prak.g_01828
OG0000342	Prbh.g_01594	Prak.g_01829
OG0000343	Prbh.g_01593	Prak.g_01830
OG0000344	Prbh.g_01590	Prak.g_01833
OG0000345	Prbh.g_01584	Prak.g_01839
OG0000346	Prbh.g_01580	Prak.g_01843
OG0000347	Prbh.g_01563	Prak.g_01860
OG0000348	Prbh.g_01555	Prak.g_01868
OG0000349	Prbh.g_01537	Prak.g_01886
OG0000350	Prbh.g_01516	Prak.g_00656
OG0000351	Prbh.g_01497	Prak.g_01926
OG0000352	Prbh.g_01496	Prak.g_01927
OG0000353	Prbh.g_01477	Prak.g_01944
OG0000355	Prbh.g_01475	Prak.g_00001
OG0000356	Prbh.g_01474	Prak.g_00002
OG0000357	Prbh.g_01473	Prak.g_00003
OG0000358	Prbh.g_01469	Prak.g_00007
OG0000359	Prbh.g_01468	Prak.g_00008
OG0000360	Prbh.g_01467	Prak.g_00009
OG0000361	Prbh.g_01466	Prak.g_00010
OG0000362	Prbh.g_01952	Prak.g_00012
OG0000363	Prbh.g_00766	Prak.g_00014
OG0000364	Prbh.g_00765	Prak.g_00015
OG0000365	Prbh.g_00760	Prak.g_00020
OG0000366	Prbh.g_00759	Prak.g_00021
OG0000367	Prbh.g_00758	Prak.g_00022
OG0000368	Prbh.g_00756	Prak.g_00024
OG0000369	Prbh.g_00755	Prak.g_00025
OG0000370	Prbh.g_00754	Prak.g_00026
OG0000371	Prbh.g_00748	Prak.g_00033
OG0000372	Prbh.g_00746	Prak.g_00036
OG0000373	Prbh.g_00745	Prak.g_00037
OG0000374	Prbh.g_00744	Prak.g_00038
OG0000375	Prbh.g_00743	Prak.g_00040
OG0000376	Prbh.g_00741	Prak.g_00042
OG0000377	Prbh.g_00737	Prak.g_00046
OG0000378	Prbh.g_00733	Prak.g_00050
OG0000379	Prbh.g_00730	Prak.g_00053
OG0000380	Prbh.g_00717	Prak.g_00070
OG0000381	Prbh.g_00712	Prak.g_00075
OG0000382	Prbh.g_00702	Prak.g_00085
OG0000383	Prbh.g_00700	Prak.g_00087
OG0000384	Prbh.g_00699	Prak.g_00088
OG0000385	Prbh.g_00698	Prak.g_00089
OG0000386	Prbh.g_00697	Prak.g_00090
OG0000387	Prbh.g_00684	Prak.g_00104
OG0000388	Prbh.g_00680	Prak.g_00108
OG0000389	Prbh.g_00677	Prak.g_00111
OG0000390	Prbh.g_00668	Prak.g_00121
OG0000391	Prbh.g_00665	Prak.g_00124
OG0000392	Prbh.g_00661	Prak.g_00128
OG0000393	Prbh.g_00658	Prak.g_00131
OG0000394	Prbh.g_00657	Prak.g_00132
OG0000395	Prbh.g_00656	Prak.g_00133
OG0000396	Prbh.g_00654	Prak.g_00135
OG0000397	Prbh.g_00652	Prak.g_00137
OG0000398	Prbh.g_00649	Prak.g_00140
OG0000399	Prbh.g_00648	Prak.g_00141
OG0000400	Prbh.g_00647	Prak.g_00142
OG0000401	Prbh.g_00646	Prak.g_00143
OG0000402	Prbh.g_01144	Prak.g_01035
OG0000403	Prbh.g_00644	Prak.g_00145
OG0000404	Prbh.g_00643	Prak.g_00146
OG0000405	Prbh.g_00639	Prak.g_00150
OG0000406	Prbh.g_00635	Prak.g_00158
OG0000407	Prbh.g_00634	Prak.g_00159
OG0000408	Prbh.g_00632	Prak.g_00161
OG0000409	Prbh.g_00630	Prak.g_00163
OG0000410	Prbh.g_00629	Prak.g_00164
OG0000411	Prbh.g_00628	Prak.g_00165
OG0000412	Prbh.g_00627	Prak.g_00166
OG0000413	Prbh.g_00626	Prak.g_00168
OG0000414	Prbh.g_00625	Prak.g_00169
OG0000415	Prbh.g_00624	Prak.g_00170
OG0000416	Prbh.g_00623	Prak.g_00171
OG0000417	Prbh.g_00622	Prak.g_00172
OG0000418	Prbh.g_00617	Prak.g_00177
OG0000419	Prbh.g_00615	Prak.g_00179
OG0000420	Prbh.g_00614	Prak.g_00180
OG0000421	Prbh.g_00610	Prak.g_00185
OG0000422	Prbh.g_00609	Prak.g_00186
OG0000423	Prbh.g_00608	Prak.g_00187
OG0000424	Prbh.g_00607	Prak.g_00188
OG0000425	Prbh.g_00606	Prak.g_00189
OG0000426	Prbh.g_00605	Prak.g_00190
OG0000427	Prbh.g_00604	Prak.g_00191
OG0000428	Prbh.g_00602	Prak.g_00193
OG0000429	Prbh.g_00601	Prak.g_00194
OG0000430	Prbh.g_00600	Prak.g_00195
OG0000431	Prbh.g_00598	Prak.g_00197
OG0000432	Prbh.g_00594	Prak.g_00201
OG0000433	Prbh.g_00593	Prak.g_00202
OG0000434	Prbh.g_00592	Prak.g_00203
OG0000435	Prbh.g_00591	Prak.g_00204
OG0000436	Prbh.g_00586	Prak.g_00209
OG0000437	Prbh.g_00585	Prak.g_00210
OG0000438	Prbh.g_00584	Prak.g_00211
OG0000439	Prbh.g_00582	Prak.g_00213
OG0000440	Prbh.g_00581	Prak.g_00214
OG0000441	Prbh.g_00578	Prak.g_00217
OG0000442	Prbh.g_00577	Prak.g_00218
OG0000443	Prbh.g_00576	Prak.g_00219
OG0000444	Prbh.g_00571	Prak.g_00225
OG0000445	Prbh.g_00570	Prak.g_00226
OG0000446	Prbh.g_00569	Prak.g_00227
OG0000447	Prbh.g_00568	Prak.g_00228
OG0000448	Prbh.g_00567	Prak.g_00229
OG0000449	Prbh.g_00566	Prak.g_00230
OG0000450	Prbh.g_00565	Prak.g_00231
OG0000451	Prbh.g_00564	Prak.g_00232
OG0000452	Prbh.g_00561	Prak.g_00235
OG0000453	Prbh.g_00560	Prak.g_00236
OG0000454	Prbh.g_00559	Prak.g_00237
OG0000455	Prbh.g_00558	Prak.g_00238
OG0000456	Prbh.g_00557	Prak.g_00239
OG0000457	Prbh.g_00555	Prak.g_00241
OG0000458	Prbh.g_00554	Prak.g_00242
OG0000459	Prbh.g_00553	Prak.g_00243
OG0000460	Prbh.g_00545	Prak.g_00251
OG0000461	Prbh.g_00537	Prak.g_00259
OG0000462	Prbh.g_00535	Prak.g_00261
OG0000463	Prbh.g_00534	Prak.g_00262
OG0000464	Prbh.g_00533	Prak.g_00263
OG0000465	Prbh.g_00532	Prak.g_00264
OG0000466	Prbh.g_00529	Prak.g_00267
OG0000467	Prbh.g_00528	Prak.g_00268
OG0000468	Prbh.g_00525	Prak.g_00271
OG0000469	Prbh.g_00517	Prak.g_00279
OG0000470	Prbh.g_00515	Prak.g_00281
OG0000471	Prbh.g_00514	Prak.g_00282
OG0000472	Prbh.g_00513	Prak.g_00284
OG0000473	Prbh.g_00511	Prak.g_00286
OG0000474	Prbh.g_00510	Prak.g_00287
OG0000475	Prbh.g_00509	Prak.g_00288
OG0000476	Prbh.g_00507	Prak.g_00290
OG0000477	Prbh.g_00504	Prak.g_00293
OG0000478	Prbh.g_00503	Prak.g_00294
OG0000479	Prbh.g_00502	Prak.g_00295
OG0000480	Prbh.g_00497	Prak.g_00300
OG0000481	Prbh.g_00494	Prak.g_00303
OG0000482	Prbh.g_00493	Prak.g_00304
OG0000483	Prbh.g_00490	Prak.g_00307
OG0000484	Prbh.g_00489	Prak.g_00308
OG0000485	Prbh.g_00487	Prak.g_00310
OG0000486	Prbh.g_00486	Prak.g_00311
OG0000487	Prbh.g_00483	Prak.g_00314
OG0000488	Prbh.g_00480	Prak.g_00317
OG0000489	Prbh.g_00475	Prak.g_00322
OG0000490	Prbh.g_00471	Prak.g_00326
OG0000491	Prbh.g_00470	Prak.g_00327
OG0000492	Prbh.g_00468	Prak.g_00329
OG0000493	Prbh.g_00467	Prak.g_00330
OG0000494	Prbh.g_00466	Prak.g_00331
OG0000495	Prbh.g_00465	Prak.g_00332
OG0000496	Prbh.g_00464	Prak.g_00333
OG0000497	Prbh.g_00463	Prak.g_00334
OG0000498	Prbh.g_00462	Prak.g_00335
OG0000499	Prbh.g_00461	Prak.g_00336
OG0000500	Prbh.g_00460	Prak.g_00337
OG0000501	Prbh.g_00458	Prak.g_00338
OG0000502	Prbh.g_00455	Prak.g_00341
OG0000503	Prbh.g_00439	Prak.g_00356
OG0000504	Prbh.g_00437	Prak.g_00358
OG0000505	Prbh.g_00436	Prak.g_00359
OG0000506	Prbh.g_00435	Prak.g_00360
OG0000507	Prbh.g_00431	Prak.g_00363
OG0000508	Prbh.g_00427	Prak.g_00367
OG0000509	Prbh.g_00425	Prak.g_00369
OG0000510	Prbh.g_00424	Prak.g_00370
OG0000511	Prbh.g_00423	Prak.g_00371
OG0000512	Prbh.g_00421	Prak.g_00373
OG0000513	Prbh.g_00412	Prak.g_00382
OG0000514	Prbh.g_00401	Prak.g_00393
OG0000515	Prbh.g_00400	Prak.g_00394
OG0000516	Prbh.g_00399	Prak.g_00395
OG0000517	Prbh.g_00397	Prak.g_00397
OG0000518	Prbh.g_00386	Prak.g_00408
OG0000519	Prbh.g_00385	Prak.g_00409
OG0000520	Prbh.g_00384	Prak.g_00410
OG0000521	Prbh.g_00374	Prak.g_00418
OG0000522	Prbh.g_00372	Prak.g_00420
OG0000523	Prbh.g_00371	Prak.g_00421
OG0000524	Prbh.g_00367	Prak.g_00426
OG0000525	Prbh.g_00363	Prak.g_00430
OG0000526	Prbh.g_00361	Prak.g_00431
OG0000527	Prbh.g_00358	Prak.g_00434
OG0000528	Prbh.g_00353	Prak.g_00439
OG0000529	Prbh.g_00350	Prak.g_00442
OG0000530	Prbh.g_00347	Prak.g_00445
OG0000531	Prbh.g_00346	Prak.g_00446
OG0000532	Prbh.g_00344	Prak.g_00448
OG0000533	Prbh.g_00343	Prak.g_00449
OG0000534	Prbh.g_00342	Prak.g_00450
OG0000535	Prbh.g_00341	Prak.g_00451
OG0000536	Prbh.g_00340	Prak.g_00452
OG0000537	Prbh.g_00339	Prak.g_00453
