Orthogroup	Prbh	Syaa
OG0000087	Prbh.g_00642	Syaa.g_02433
OG0000088	Prbh.g_00616	Syaa.g_02474
OG0000089	Prbh.g_00415	Syaa.g_02149
OG0000090	Prbh.g_00296	Syaa.g_01980
OG0000091	Prbh.g_01211	Syaa.g_01625
OG0000097	Prbh.g_01236	Syaa.g_00979
OG0000099	Prbh.g_00032	Syaa.g_00202
OG0000100	Prbh.g_00179	Syaa.g_01201
OG0000101	Prbh.g_01644	Syaa.g_02249
OG0000102	Prbh.g_01576	Syaa.g_00118
OG0000103	Prbh.g_01489	Syaa.g_02740
OG0000104	Prbh.g_01480	Syaa.g_02754
OG0000105	Prbh.g_00505	Syaa.g_00270
OG0000106	Prbh.g_00821	Syaa.g_01439
OG0000107	Prbh.g_01718	Syaa.g_02351
OG0000108	Prbh.g_00351	Syaa.g_02051
OG0000109	Prbh.g_00337	Syaa.g_02036
OG0000110	Prbh.g_00254	Syaa.g_01918
OG0000111	Prbh.g_00937	Syaa.g_00888
OG0000112	Prbh.g_01078	Syaa.g_01366
OG0000113	Prbh.g_00976	Syaa.g_01196
OG0000114	Prbh.g_00878	Syaa.g_01094
OG0000115	Prbh.g_01344	Syaa.g_01795
OG0000116	Prbh.g_01294	Syaa.g_00757
OG0000117	Prbh.g_01255	Syaa.g_01009
OG0000118	Prbh.g_01385	Syaa.g_01874
OG0000119	Prbh.g_01333, Prbh.g_00194	Syaa.g_00785
OG0000120	Prbh.g_00031	Syaa.g_00201
OG0000121	Prbh.g_00101	Syaa.g_01777
OG0000122	Prbh.g_01347, Prbh.g_00143	Syaa.g_01598
OG0000123	Prbh.g_01637	Syaa.g_02242
OG0000124	Prbh.g_01564	Syaa.g_00092
OG0000125	Prbh.g_01528	Syaa.g_02598
OG0000126	Prbh.g_01481	Syaa.g_02752
OG0000127	Prbh.g_01938	Syaa.g_00377, Syaa.g_00390
OG0000128	Prbh.g_01953	Syaa.g_00012
OG0000129	Prbh.g_00738	Syaa.g_02586
OG0000130	Prbh.g_00713	Syaa.g_00354
OG0000131	Prbh.g_00637	Syaa.g_02448
OG0000132	Prbh.g_00618	Syaa.g_02472
OG0000133	Prbh.g_00457	Syaa.g_01361
OG0000134	Prbh.g_00413	Syaa.g_02146
OG0000135	Prbh.g_01825	Syaa.g_02649
OG0000136	Prbh.g_00391	Syaa.g_00708
OG0000137	Prbh.g_00356	Syaa.g_01842
OG0000138	Prbh.g_00336	Syaa.g_02035
OG0000139	Prbh.g_00292	Syaa.g_01974
OG0000140	Prbh.g_00291	Syaa.g_01971
OG0000141	Prbh.g_00222	Syaa.g_01689
OG0000142	Prbh.g_01218	Syaa.g_01633
OG0000143	Prbh.g_01215	Syaa.g_01629
OG0000144	Prbh.g_01201	Syaa.g_01446
OG0000145	Prbh.g_01880	Syaa.g_02029
OG0000146	Prbh.g_01077	Syaa.g_01367
OG0000147	Prbh.g_01076	Syaa.g_01368
OG0000148	Prbh.g_00970	Syaa.g_01190
OG0000149	Prbh.g_01002	Syaa.g_00826
OG0000150	Prbh.g_01012	Syaa.g_01688
OG0000151	Prbh.g_00888	Syaa.g_01107
OG0000152	Prbh.g_01086	Syaa.g_01357
OG0000153	Prbh.g_01104	Syaa.g_01324
OG0000154	Prbh.g_01121	Syaa.g_01298
OG0000155	Prbh.g_01261	Syaa.g_00804
OG0000156	Prbh.g_01362	Syaa.g_00751
OG0000157	Prbh.g_01363	Syaa.g_00750
OG0000158	Prbh.g_01599	Syaa.g_00148
OG0000160	Prbh.g_00100	Syaa.g_01776
OG0000161	Prbh.g_01288, Prbh.g_00106	Syaa.g_01782
OG0000162	Prbh.g_00112	Syaa.g_01788
OG0000163	Prbh.g_00151	Syaa.g_00624
OG0000164	Prbh.g_01758	Syaa.g_00507
OG0000165	Prbh.g_01750	Syaa.g_00681
OG0000166	Prbh.g_01681	Syaa.g_02289
OG0000167	Prbh.g_01609	Syaa.g_00160
OG0000168	Prbh.g_01598	Syaa.g_00145
OG0000169	Prbh.g_01588	Syaa.g_00134
OG0000170	Prbh.g_01585	Syaa.g_00128
OG0000171	Prbh.g_01565	Syaa.g_00093
OG0000172	Prbh.g_01558	Syaa.g_00079
OG0000173	Prbh.g_01543	Syaa.g_00060
OG0000174	Prbh.g_01512	Syaa.g_02651
OG0000175	Prbh.g_01500	Syaa.g_02726
OG0000176	Prbh.g_01472	Syaa.g_00004
OG0000177	Prbh.g_01471	Syaa.g_00005
OG0000178	Prbh.g_01470	Syaa.g_00006
OG0000179	Prbh.g_00764	Syaa.g_00023
OG0000180	Prbh.g_00763	Syaa.g_00024
OG0000181	Prbh.g_00762	Syaa.g_00025
OG0000182	Prbh.g_00761	Syaa.g_00026
OG0000183	Prbh.g_00757	Syaa.g_00030
OG0000184	Prbh.g_00734	Syaa.g_02578
OG0000185	Prbh.g_00731	Syaa.g_02575
OG0000186	Prbh.g_00719	Syaa.g_00359
OG0000187	Prbh.g_00718	Syaa.g_00358
OG0000188	Prbh.g_00701	Syaa.g_00334
OG0000189	Prbh.g_00687	Syaa.g_02367
OG0000190	Prbh.g_00686	Syaa.g_02369
OG0000191	Prbh.g_00664	Syaa.g_02404
OG0000192	Prbh.g_00659	Syaa.g_02410
OG0000193	Prbh.g_00636	Syaa.g_02449
OG0000194	Prbh.g_00633	Syaa.g_02452
OG0000195	Prbh.g_00631	Syaa.g_02459
OG0000196	Prbh.g_00621	Syaa.g_02469
OG0000197	Prbh.g_00620	Syaa.g_02470
OG0000198	Prbh.g_00619	Syaa.g_02471
OG0000199	Prbh.g_00612	Syaa.g_02479
OG0000200	Prbh.g_00599	Syaa.g_02496
OG0000201	Prbh.g_00590	Syaa.g_02521
OG0000202	Prbh.g_00589	Syaa.g_02522
OG0000203	Prbh.g_00588	Syaa.g_02523
OG0000204	Prbh.g_00587	Syaa.g_02524
OG0000205	Prbh.g_00580	Syaa.g_02531
OG0000206	Prbh.g_00575	Syaa.g_02538
OG0000207	Prbh.g_00573	Syaa.g_02540
OG0000208	Prbh.g_00572	Syaa.g_02541
OG0000209	Prbh.g_00563	Syaa.g_02556
OG0000210	Prbh.g_00562	Syaa.g_02557
OG0000211	Prbh.g_00547	Syaa.g_02113
OG0000212	Prbh.g_00539	Syaa.g_02102
OG0000213	Prbh.g_00521	Syaa.g_00295
OG0000214	Prbh.g_00512	Syaa.g_00279
OG0000215	Prbh.g_00485	Syaa.g_00248
OG0000216	Prbh.g_00484	Syaa.g_00244
OG0000217	Prbh.g_00481	Syaa.g_00240
OG0000218	Prbh.g_00479	Syaa.g_00238
OG0000219	Prbh.g_00478	Syaa.g_00237
OG0000220	Prbh.g_00477	Syaa.g_00236
OG0000221	Prbh.g_00476	Syaa.g_00229
OG0000222	Prbh.g_00469	Syaa.g_00215
OG0000223	Prbh.g_00456	Syaa.g_00192
OG0000224	Prbh.g_00454	Syaa.g_00183
OG0000225	Prbh.g_00426	Syaa.g_02166
OG0000226	Prbh.g_00422	Syaa.g_02162
OG0000227	Prbh.g_00420	Syaa.g_02160
OG0000228	Prbh.g_00416	Syaa.g_02150
OG0000229	Prbh.g_00396	Syaa.g_00703
OG0000230	Prbh.g_00394	Syaa.g_00705
OG0000231	Prbh.g_00383	Syaa.g_00717
OG0000232	Prbh.g_00370	Syaa.g_01858
OG0000233	Prbh.g_00365	Syaa.g_01853
OG0000234	Prbh.g_00355	Syaa.g_01841
OG0000235	Prbh.g_00352	Syaa.g_02052
OG0000236	Prbh.g_00338	Syaa.g_02037
OG0000237	Prbh.g_00324	Syaa.g_02020
OG0000238	Prbh.g_00318	Syaa.g_02015
OG0000239	Prbh.g_00305	Syaa.g_01996
OG0000240	Prbh.g_00304	Syaa.g_01995
OG0000241	Prbh.g_00299	Syaa.g_01644
OG0000242	Prbh.g_00297	Syaa.g_01982
OG0000243	Prbh.g_00287	Syaa.g_01960
OG0000244	Prbh.g_00284	Syaa.g_01954
OG0000245	Prbh.g_00282	Syaa.g_01952
OG0000246	Prbh.g_00278	Syaa.g_01948
OG0000247	Prbh.g_00267	Syaa.g_01937
OG0000248	Prbh.g_00264	Syaa.g_01934
OG0000249	Prbh.g_00262	Syaa.g_01932
OG0000250	Prbh.g_00257	Syaa.g_01922
OG0000251	Prbh.g_00239	Syaa.g_01897
OG0000252	Prbh.g_00236	Syaa.g_01894
OG0000253	Prbh.g_00235	Syaa.g_01893
OG0000254	Prbh.g_00218	Syaa.g_01684
OG0000255	Prbh.g_00212	Syaa.g_01668
OG0000256	Prbh.g_01455	Syaa.g_01651
OG0000257	Prbh.g_01223	Syaa.g_01645
OG0000258	Prbh.g_01210	Syaa.g_01624
OG0000259	Prbh.g_01193	Syaa.g_01063
OG0000260	Prbh.g_01190	Syaa.g_01066
OG0000261	Prbh.g_01187	Syaa.g_01069
OG0000262	Prbh.g_01182	Syaa.g_01074
OG0000263	Prbh.g_00915	Syaa.g_00989
OG0000264	Prbh.g_00926	Syaa.g_00910
OG0000265	Prbh.g_00945	Syaa.g_00931, Syaa.g_01498
OG0000266	Prbh.g_01163	Syaa.g_01257, Syaa.g_01258
OG0000267	Prbh.g_01150	Syaa.g_01409
OG0000268	Prbh.g_01149	Syaa.g_01408
OG0000269	Prbh.g_00948	Syaa.g_01149
OG0000270	Prbh.g_00951	Syaa.g_01152
OG0000271	Prbh.g_00959	Syaa.g_01160
OG0000272	Prbh.g_00960	Syaa.g_01161
OG0000273	Prbh.g_00983	Syaa.g_00844
OG0000274	Prbh.g_00984	Syaa.g_00843
OG0000275	Prbh.g_00987	Syaa.g_00840
OG0000276	Prbh.g_00993	Syaa.g_00834
OG0000277	Prbh.g_00994	Syaa.g_00833
OG0000278	Prbh.g_00997	Syaa.g_00830
OG0000279	Prbh.g_01005	Syaa.g_00822
OG0000280	Prbh.g_01006	Syaa.g_00815
OG0000282	Prbh.g_00880	Syaa.g_01096
OG0000283	Prbh.g_01059	Syaa.g_01396
OG0000284	Prbh.g_01064	Syaa.g_01390
OG0000285	Prbh.g_01069	Syaa.g_01377
OG0000286	Prbh.g_01085	Syaa.g_01358
OG0000287	Prbh.g_01342	Syaa.g_01330
OG0000288	Prbh.g_01120	Syaa.g_01299
OG0000289	Prbh.g_01135	Syaa.g_01285
OG0000290	Prbh.g_01034	Syaa.g_00875
OG0000291	Prbh.g_01032	Syaa.g_00877
OG0000292	Prbh.g_01328	Syaa.g_02751
OG0000293	Prbh.g_01293	Syaa.g_00758
OG0000294	Prbh.g_01292	Syaa.g_00759
OG0000295	Prbh.g_01268	Syaa.g_00796
OG0000296	Prbh.g_01266	Syaa.g_00798
OG0000297	Prbh.g_01257	Syaa.g_01021
OG0000298	Prbh.g_01256	Syaa.g_01010
OG0000299	Prbh.g_01237	Syaa.g_00982
OG0000300	Prbh.g_01234	Syaa.g_00976
OG0000301	Prbh.g_01233	Syaa.g_00975
OG0000302	Prbh.g_01231	Syaa.g_00972
OG0000303	Prbh.g_01225	Syaa.g_00963
OG0000304	Prbh.g_01450	Syaa.g_00957
OG0000305	Prbh.g_01326	Syaa.g_00881
OG0000306	Prbh.g_01017	Syaa.g_00807
OG0000307	Prbh.g_00019	Syaa.g_02068
OG0000308	Prbh.g_00020	Syaa.g_02070
OG0000309	Prbh.g_00024	Syaa.g_02075
OG0000310	Prbh.g_00082	Syaa.g_01752
OG0000311	Prbh.g_00084	Syaa.g_01757
OG0000312	Prbh.g_00087	Syaa.g_01762
OG0000313	Prbh.g_00103	Syaa.g_01779
OG0000314	Prbh.g_00126	Syaa.g_01806
OG0000315	Prbh.g_00136	Syaa.g_01816
OG0000316	Prbh.g_00162	Syaa.g_00598
OG0000317	Prbh.g_01785	Syaa.g_00556
OG0000318	Prbh.g_01781	Syaa.g_00550
OG0000319	Prbh.g_01768	Syaa.g_00532
OG0000320	Prbh.g_01766	Syaa.g_00530
OG0000321	Prbh.g_01765	Syaa.g_00529
OG0000322	Prbh.g_01764	Syaa.g_00528
OG0000323	Prbh.g_01755	Syaa.g_00496
OG0000324	Prbh.g_01727	Syaa.g_00653
OG0000325	Prbh.g_01717	Syaa.g_02350
OG0000326	Prbh.g_01710	Syaa.g_02343
OG0000327	Prbh.g_01686	Syaa.g_02294
OG0000328	Prbh.g_01685	Syaa.g_02293
OG0000329	Prbh.g_01668	Syaa.g_02275
OG0000330	Prbh.g_01667	Syaa.g_02274
OG0000331	Prbh.g_01666	Syaa.g_02273
OG0000332	Prbh.g_01652	Syaa.g_02258
OG0000333	Prbh.g_01650	Syaa.g_02255
OG0000334	Prbh.g_01641	Syaa.g_02246
OG0000335	Prbh.g_01636	Syaa.g_02241
OG0000336	Prbh.g_01632	Syaa.g_02237
OG0000337	Prbh.g_01613	Syaa.g_00167
OG0000338	Prbh.g_01612	Syaa.g_00162
OG0000339	Prbh.g_01606	Syaa.g_00156
OG0000340	Prbh.g_01597	Syaa.g_00144
OG0000341	Prbh.g_01595	Syaa.g_00142
OG0000342	Prbh.g_01594	Syaa.g_00141
OG0000343	Prbh.g_01593	Syaa.g_00140
OG0000344	Prbh.g_01590	Syaa.g_00136
OG0000345	Prbh.g_01584	Syaa.g_00127
OG0000346	Prbh.g_01580	Syaa.g_00122
OG0000347	Prbh.g_01563	Syaa.g_00088
OG0000348	Prbh.g_01555	Syaa.g_00071
OG0000349	Prbh.g_01537	Syaa.g_00053
OG0000350	Prbh.g_01516	Syaa.g_02336
OG0000351	Prbh.g_01497	Syaa.g_02730
OG0000352	Prbh.g_01496	Syaa.g_02731
OG0000353	Prbh.g_01477	Syaa.g_02757
OG0000355	Prbh.g_01475	Syaa.g_00001
OG0000356	Prbh.g_01474	Syaa.g_00002
OG0000357	Prbh.g_01473	Syaa.g_00003
OG0000358	Prbh.g_01469	Syaa.g_00007
OG0000359	Prbh.g_01468	Syaa.g_00009
OG0000360	Prbh.g_01467	Syaa.g_00010
OG0000361	Prbh.g_01466	Syaa.g_00011
OG0000362	Prbh.g_01952	Syaa.g_00013
OG0000363	Prbh.g_00766	Syaa.g_00015
OG0000364	Prbh.g_00765	Syaa.g_00016
OG0000365	Prbh.g_00760	Syaa.g_00027
OG0000366	Prbh.g_00759	Syaa.g_00028
OG0000367	Prbh.g_00758	Syaa.g_00029
OG0000368	Prbh.g_00756	Syaa.g_00031
OG0000369	Prbh.g_00755	Syaa.g_00032
OG0000370	Prbh.g_00754	Syaa.g_00033
OG0000371	Prbh.g_00748	Syaa.g_00041
OG0000372	Prbh.g_00746	Syaa.g_00046
OG0000373	Prbh.g_00745	Syaa.g_00047
OG0000374	Prbh.g_00744	Syaa.g_00048
OG0000375	Prbh.g_00743	Syaa.g_00049
OG0000376	Prbh.g_00741	Syaa.g_00051
OG0000377	Prbh.g_00737	Syaa.g_02585
OG0000378	Prbh.g_00733	Syaa.g_02577
OG0000379	Prbh.g_00730	Syaa.g_02574
OG0000380	Prbh.g_00717	Syaa.g_00357
OG0000381	Prbh.g_00712	Syaa.g_00353
OG0000382	Prbh.g_00702	Syaa.g_00335
OG0000383	Prbh.g_00700	Syaa.g_00333
OG0000384	Prbh.g_00699	Syaa.g_00332
OG0000385	Prbh.g_00698	Syaa.g_00331
OG0000386	Prbh.g_00697	Syaa.g_00330
OG0000387	Prbh.g_00684	Syaa.g_02371
OG0000388	Prbh.g_00680	Syaa.g_02375
OG0000389	Prbh.g_00677	Syaa.g_02379
OG0000390	Prbh.g_00668	Syaa.g_02398
OG0000391	Prbh.g_00665	Syaa.g_02403
OG0000392	Prbh.g_00661	Syaa.g_02409
OG0000393	Prbh.g_00658	Syaa.g_02412
OG0000394	Prbh.g_00657	Syaa.g_02413
OG0000395	Prbh.g_00656	Syaa.g_02414
OG0000396	Prbh.g_00654	Syaa.g_02417
OG0000397	Prbh.g_00652	Syaa.g_02419
OG0000398	Prbh.g_00649	Syaa.g_02424
OG0000399	Prbh.g_00648	Syaa.g_02425
OG0000400	Prbh.g_00647	Syaa.g_02426
OG0000401	Prbh.g_00646	Syaa.g_02427
OG0000402	Prbh.g_01144	Syaa.g_02429
OG0000403	Prbh.g_00644	Syaa.g_02430
OG0000404	Prbh.g_00643	Syaa.g_02431
OG0000405	Prbh.g_00639	Syaa.g_02446
OG0000406	Prbh.g_00635	Syaa.g_02450
OG0000407	Prbh.g_00634	Syaa.g_02451
OG0000408	Prbh.g_00632	Syaa.g_02458
OG0000409	Prbh.g_00630	Syaa.g_02460
OG0000410	Prbh.g_00629	Syaa.g_02461
OG0000411	Prbh.g_00628	Syaa.g_02462
OG0000412	Prbh.g_00627	Syaa.g_02463
OG0000413	Prbh.g_00626	Syaa.g_02465
OG0000415	Prbh.g_00624	Syaa.g_02466
OG0000416	Prbh.g_00623	Syaa.g_02467
OG0000417	Prbh.g_00622	Syaa.g_02468
OG0000418	Prbh.g_00617	Syaa.g_02473
OG0000419	Prbh.g_00615	Syaa.g_02475
OG0000420	Prbh.g_00614	Syaa.g_02477
OG0000421	Prbh.g_00610	Syaa.g_02482
OG0000422	Prbh.g_00609	Syaa.g_02483
OG0000423	Prbh.g_00608	Syaa.g_02484
OG0000424	Prbh.g_00607	Syaa.g_02485
OG0000425	Prbh.g_00606	Syaa.g_02486
OG0000426	Prbh.g_00605	Syaa.g_02487
OG0000427	Prbh.g_00604	Syaa.g_02488
OG0000428	Prbh.g_00602	Syaa.g_02491
OG0000429	Prbh.g_00601	Syaa.g_02493
OG0000430	Prbh.g_00600	Syaa.g_02495
OG0000431	Prbh.g_00598	Syaa.g_02498
OG0000432	Prbh.g_00594	Syaa.g_02504
OG0000433	Prbh.g_00593	Syaa.g_02513
OG0000434	Prbh.g_00592	Syaa.g_02514
OG0000435	Prbh.g_00591	Syaa.g_02516
OG0000436	Prbh.g_00586	Syaa.g_02525
OG0000437	Prbh.g_00585	Syaa.g_02526
OG0000438	Prbh.g_00584	Syaa.g_02527
OG0000439	Prbh.g_00582	Syaa.g_02529
OG0000440	Prbh.g_00581	Syaa.g_02530
OG0000441	Prbh.g_00578	Syaa.g_02534
OG0000442	Prbh.g_00577	Syaa.g_02535
OG0000443	Prbh.g_00576	Syaa.g_02536
OG0000444	Prbh.g_00571	Syaa.g_02542
OG0000445	Prbh.g_00570	Syaa.g_02543
OG0000446	Prbh.g_00569	Syaa.g_02545
OG0000447	Prbh.g_00568	Syaa.g_02548
OG0000448	Prbh.g_00567	Syaa.g_02549
OG0000449	Prbh.g_00566	Syaa.g_02550
OG0000450	Prbh.g_00565	Syaa.g_02553
OG0000451	Prbh.g_00564	Syaa.g_02554
OG0000452	Prbh.g_00561	Syaa.g_02558
OG0000453	Prbh.g_00560	Syaa.g_02559
OG0000454	Prbh.g_00559	Syaa.g_02560
OG0000455	Prbh.g_00558	Syaa.g_02561
OG0000456	Prbh.g_00557	Syaa.g_02562
OG0000457	Prbh.g_00555	Syaa.g_02564
OG0000458	Prbh.g_00554	Syaa.g_02565
OG0000459	Prbh.g_00553	Syaa.g_02566
OG0000460	Prbh.g_00545	Syaa.g_02111
OG0000461	Prbh.g_00537	Syaa.g_00318
OG0000462	Prbh.g_00535	Syaa.g_00315
OG0000463	Prbh.g_00534	Syaa.g_00314
OG0000464	Prbh.g_00533	Syaa.g_00313
OG0000465	Prbh.g_00532	Syaa.g_00311
OG0000466	Prbh.g_00529	Syaa.g_00306
OG0000467	Prbh.g_00528	Syaa.g_00304
OG0000468	Prbh.g_00525	Syaa.g_00299
OG0000469	Prbh.g_00517	Syaa.g_00285
OG0000470	Prbh.g_00515	Syaa.g_00283
OG0000471	Prbh.g_00514	Syaa.g_00282
OG0000472	Prbh.g_00513	Syaa.g_00280
OG0000473	Prbh.g_00511	Syaa.g_00278
OG0000474	Prbh.g_00510	Syaa.g_00277
OG0000475	Prbh.g_00509	Syaa.g_00276
OG0000476	Prbh.g_00507	Syaa.g_00274
OG0000477	Prbh.g_00504	Syaa.g_00268
OG0000478	Prbh.g_00503	Syaa.g_00267
OG0000479	Prbh.g_00502	Syaa.g_00266
OG0000480	Prbh.g_00497	Syaa.g_00259
OG0000481	Prbh.g_00494	Syaa.g_00257
OG0000482	Prbh.g_00493	Syaa.g_00256
OG0000483	Prbh.g_00490	Syaa.g_00252
OG0000484	Prbh.g_00489	Syaa.g_00251
OG0000485	Prbh.g_00487	Syaa.g_00250
OG0000486	Prbh.g_00486	Syaa.g_00249
OG0000487	Prbh.g_00483	Syaa.g_00243
OG0000488	Prbh.g_00480	Syaa.g_00239
OG0000489	Prbh.g_00475	Syaa.g_00228
OG0000490	Prbh.g_00471	Syaa.g_00220
OG0000491	Prbh.g_00470	Syaa.g_00218
OG0000492	Prbh.g_00468	Syaa.g_00214
OG0000493	Prbh.g_00467	Syaa.g_00213
OG0000494	Prbh.g_00466	Syaa.g_00212
OG0000495	Prbh.g_00465	Syaa.g_00211
OG0000496	Prbh.g_00464	Syaa.g_00210
OG0000497	Prbh.g_00463	Syaa.g_00209
OG0000498	Prbh.g_00462	Syaa.g_00208
OG0000499	Prbh.g_00461	Syaa.g_00207
OG0000500	Prbh.g_00460	Syaa.g_00206
OG0000501	Prbh.g_00458	Syaa.g_00203
OG0000502	Prbh.g_00455	Syaa.g_00190
OG0000503	Prbh.g_00439	Syaa.g_02182
OG0000504	Prbh.g_00437	Syaa.g_02180
OG0000505	Prbh.g_00436	Syaa.g_02179
OG0000506	Prbh.g_00435	Syaa.g_02177
OG0000507	Prbh.g_00431	Syaa.g_02171
OG0000508	Prbh.g_00427	Syaa.g_02167
OG0000509	Prbh.g_00425	Syaa.g_02165
OG0000510	Prbh.g_00424	Syaa.g_02164
OG0000511	Prbh.g_00423	Syaa.g_02163
OG0000512	Prbh.g_00421	Syaa.g_02161
OG0000513	Prbh.g_00412	Syaa.g_02145
OG0000514	Prbh.g_00401	Syaa.g_02118
OG0000515	Prbh.g_00400	Syaa.g_02117
OG0000516	Prbh.g_00399	Syaa.g_00698
OG0000517	Prbh.g_00397	Syaa.g_00702
OG0000518	Prbh.g_00386	Syaa.g_00714
OG0000519	Prbh.g_00385	Syaa.g_00715
OG0000520	Prbh.g_00384	Syaa.g_00716
OG0000521	Prbh.g_00374	Syaa.g_01864
OG0000522	Prbh.g_00372	Syaa.g_01862
OG0000523	Prbh.g_00371	Syaa.g_01859
OG0000524	Prbh.g_00367	Syaa.g_01856
OG0000525	Prbh.g_00363	Syaa.g_01851
OG0000526	Prbh.g_00361	Syaa.g_01848
OG0000527	Prbh.g_00358	Syaa.g_01844
OG0000528	Prbh.g_00353	Syaa.g_02054
OG0000529	Prbh.g_00350	Syaa.g_02050
OG0000530	Prbh.g_00347	Syaa.g_02047
OG0000531	Prbh.g_00346	Syaa.g_02046
OG0000532	Prbh.g_00344	Syaa.g_02043
OG0000533	Prbh.g_00343	Syaa.g_02042
OG0000534	Prbh.g_00342	Syaa.g_02041
OG0000535	Prbh.g_00341	Syaa.g_02040
OG0000536	Prbh.g_00340	Syaa.g_02039
OG0000537	Prbh.g_00339	Syaa.g_02038
OG0000538	Prbh.g_00329	Syaa.g_02027
OG0000539	Prbh.g_00328	Syaa.g_02026
OG0000540	Prbh.g_00327	Syaa.g_02025
OG0000541	Prbh.g_00326	Syaa.g_02024
OG0000542	Prbh.g_00325	Syaa.g_02021
OG0000543	Prbh.g_00323	Syaa.g_02019
OG0000544	Prbh.g_00322	Syaa.g_02018
