Orthogroup	Prbh	Syab
OG0000287	Prbh.g_01342	Syab.g_01350
OG0000288	Prbh.g_01120	Syab.g_01318
OG0000289	Prbh.g_01135	Syab.g_01303
OG0000290	Prbh.g_01034	Syab.g_01213
OG0000291	Prbh.g_01032	Syab.g_01211
OG0000292	Prbh.g_01328	Syab.g_02907
OG0000293	Prbh.g_01293	Syab.g_00946
OG0000294	Prbh.g_01292	Syab.g_00947
OG0000295	Prbh.g_01268	Syab.g_01001
OG0000296	Prbh.g_01266	Syab.g_01003
OG0000297	Prbh.g_01257	Syab.g_01016
OG0000298	Prbh.g_01256	Syab.g_01017
OG0000299	Prbh.g_01237	Syab.g_01047
OG0000300	Prbh.g_01234	Syab.g_01054
OG0000301	Prbh.g_01233	Syab.g_01055
OG0000302	Prbh.g_01231	Syab.g_01056
OG0000303	Prbh.g_01225	Syab.g_01149
OG0000304	Prbh.g_01450	Syab.g_01143
OG0000305	Prbh.g_01326	Syab.g_01208
OG0000306	Prbh.g_01017	Syab.g_01819
OG0000307	Prbh.g_00019	Syab.g_02078
OG0000308	Prbh.g_00020	Syab.g_02076
OG0000309	Prbh.g_00024	Syab.g_02071
OG0000310	Prbh.g_00082	Syab.g_00817
OG0000311	Prbh.g_00084	Syab.g_00811
OG0000312	Prbh.g_00087	Syab.g_00793
OG0000313	Prbh.g_00103	Syab.g_00769
OG0000314	Prbh.g_00126	Syab.g_00736
OG0000315	Prbh.g_00136	Syab.g_00726
OG0000316	Prbh.g_00162	Syab.g_02189
OG0000317	Prbh.g_01785	Syab.g_02251
OG0000318	Prbh.g_01781	Syab.g_02257
OG0000319	Prbh.g_01768	Syab.g_02291
OG0000320	Prbh.g_01766	Syab.g_02293
OG0000321	Prbh.g_01765	Syab.g_02294
OG0000322	Prbh.g_01764	Syab.g_02295
OG0000323	Prbh.g_01755	Syab.g_02310
OG0000324	Prbh.g_01727	Syab.g_02341
OG0000325	Prbh.g_01717	Syab.g_00368
OG0000326	Prbh.g_01710	Syab.g_00375
OG0000327	Prbh.g_01686	Syab.g_00402
OG0000328	Prbh.g_01685	Syab.g_00403
OG0000329	Prbh.g_01668	Syab.g_00420
OG0000330	Prbh.g_01667	Syab.g_00421
OG0000331	Prbh.g_01666	Syab.g_00422
OG0000332	Prbh.g_01652	Syab.g_00437
OG0000333	Prbh.g_01650	Syab.g_00440
OG0000334	Prbh.g_01641	Syab.g_00450
OG0000335	Prbh.g_01636	Syab.g_00455
OG0000336	Prbh.g_01632	Syab.g_00459
OG0000337	Prbh.g_01613	Syab.g_00210
OG0000338	Prbh.g_01612	Syab.g_00207
OG0000339	Prbh.g_01606	Syab.g_00201
OG0000340	Prbh.g_01597	Syab.g_00135
OG0000341	Prbh.g_01595	Syab.g_00157, Syab.g_00133
OG0000342	Prbh.g_01594	Syab.g_00132
OG0000343	Prbh.g_01593	Syab.g_00131
OG0000344	Prbh.g_01590	Syab.g_00127
OG0000345	Prbh.g_01584	Syab.g_00117
OG0000346	Prbh.g_01580	Syab.g_00112
OG0000347	Prbh.g_01563	Syab.g_00087
OG0000348	Prbh.g_01555	Syab.g_00076
OG0000349	Prbh.g_01537	Syab.g_00054
OG0000350	Prbh.g_01516	Syab.g_00382
OG0000351	Prbh.g_01497	Syab.g_02879
OG0000352	Prbh.g_01496	Syab.g_02880
OG0000353	Prbh.g_01477	Syab.g_02913
OG0000355	Prbh.g_01475	Syab.g_00001
OG0000356	Prbh.g_01474	Syab.g_00002
OG0000357	Prbh.g_01473	Syab.g_00003
OG0000358	Prbh.g_01469	Syab.g_00007
OG0000359	Prbh.g_01468	Syab.g_00009
OG0000360	Prbh.g_01467	Syab.g_00010
OG0000361	Prbh.g_01466	Syab.g_00011
OG0000362	Prbh.g_01952	Syab.g_00013
OG0000363	Prbh.g_00766	Syab.g_00015
OG0000364	Prbh.g_00765	Syab.g_00016
OG0000365	Prbh.g_00760	Syab.g_00026
OG0000366	Prbh.g_00759	Syab.g_00027
OG0000367	Prbh.g_00758	Syab.g_00028
OG0000368	Prbh.g_00756	Syab.g_00030
OG0000369	Prbh.g_00755	Syab.g_00031
OG0000370	Prbh.g_00754	Syab.g_00032
OG0000371	Prbh.g_00748	Syab.g_00711, Syab.g_00039
OG0000372	Prbh.g_00746	Syab.g_00045
OG0000373	Prbh.g_00745	Syab.g_00046
OG0000374	Prbh.g_00744	Syab.g_00047
OG0000375	Prbh.g_00743	Syab.g_00050
OG0000376	Prbh.g_00741	Syab.g_00052
OG0000377	Prbh.g_00737	Syab.g_02748
OG0000378	Prbh.g_00733	Syab.g_02717
OG0000379	Prbh.g_00730	Syab.g_02714
OG0000380	Prbh.g_00717	Syab.g_02432
OG0000381	Prbh.g_00712	Syab.g_02435
OG0000382	Prbh.g_00702	Syab.g_02453
OG0000383	Prbh.g_00700	Syab.g_02459
OG0000384	Prbh.g_00699	Syab.g_02460
OG0000385	Prbh.g_00698	Syab.g_02461
OG0000386	Prbh.g_00697	Syab.g_02462
OG0000387	Prbh.g_00684	Syab.g_02491
OG0000388	Prbh.g_00680	Syab.g_02495
OG0000389	Prbh.g_00677	Syab.g_02499
OG0000390	Prbh.g_00668	Syab.g_02516
OG0000391	Prbh.g_00665	Syab.g_02521
OG0000392	Prbh.g_00661	Syab.g_02527
OG0000393	Prbh.g_00658	Syab.g_02530
OG0000394	Prbh.g_00657	Syab.g_02531
OG0000395	Prbh.g_00656	Syab.g_02532
OG0000396	Prbh.g_00654	Syab.g_02535
OG0000397	Prbh.g_00652	Syab.g_02537
OG0000398	Prbh.g_00649	Syab.g_02542
OG0000399	Prbh.g_00648	Syab.g_02543
OG0000400	Prbh.g_00647	Syab.g_02544
OG0000401	Prbh.g_00646	Syab.g_02545
OG0000402	Prbh.g_01144	Syab.g_02547
OG0000403	Prbh.g_00644	Syab.g_02548
OG0000404	Prbh.g_00643	Syab.g_02550
OG0000405	Prbh.g_00639	Syab.g_02562
OG0000406	Prbh.g_00635	Syab.g_02566
OG0000407	Prbh.g_00634	Syab.g_02567
OG0000408	Prbh.g_00632	Syab.g_02569
OG0000409	Prbh.g_00630	Syab.g_02571
OG0000410	Prbh.g_00629	Syab.g_02572
OG0000411	Prbh.g_00628	Syab.g_02573
OG0000412	Prbh.g_00627	Syab.g_02574
OG0000413	Prbh.g_00626	Syab.g_02576
OG0000414	Prbh.g_00625	Syab.g_02577
OG0000415	Prbh.g_00624	Syab.g_02578
OG0000416	Prbh.g_00623	Syab.g_02579
OG0000417	Prbh.g_00622	Syab.g_02580
OG0000418	Prbh.g_00617	Syab.g_02585
OG0000419	Prbh.g_00615	Syab.g_02587
OG0000420	Prbh.g_00614	Syab.g_02589
OG0000421	Prbh.g_00610	Syab.g_02595
OG0000422	Prbh.g_00609	Syab.g_02596
OG0000423	Prbh.g_00608	Syab.g_02597
OG0000424	Prbh.g_00607	Syab.g_02598
OG0000425	Prbh.g_00606	Syab.g_02599
OG0000426	Prbh.g_00605	Syab.g_02600
OG0000427	Prbh.g_00604	Syab.g_02601
OG0000428	Prbh.g_00602	Syab.g_02604
OG0000429	Prbh.g_00601	Syab.g_02608
OG0000430	Prbh.g_00600	Syab.g_02610
OG0000431	Prbh.g_00598	Syab.g_02613
OG0000432	Prbh.g_00594	Syab.g_02619
OG0000433	Prbh.g_00593	Syab.g_02622
OG0000434	Prbh.g_00592	Syab.g_02623
OG0000435	Prbh.g_00591	Syab.g_02625
OG0000436	Prbh.g_00586	Syab.g_02632
OG0000437	Prbh.g_00585	Syab.g_02633
OG0000438	Prbh.g_00584	Syab.g_02634
OG0000439	Prbh.g_00582	Syab.g_02636
OG0000440	Prbh.g_00581	Syab.g_02637
OG0000441	Prbh.g_00578	Syab.g_02641
OG0000442	Prbh.g_00577	Syab.g_02642
OG0000443	Prbh.g_00576	Syab.g_02668
OG0000444	Prbh.g_00571	Syab.g_02681
OG0000445	Prbh.g_00570	Syab.g_02682
OG0000446	Prbh.g_00569	Syab.g_02684
OG0000447	Prbh.g_00568	Syab.g_02687
OG0000448	Prbh.g_00567	Syab.g_02688
OG0000449	Prbh.g_00566	Syab.g_02689
OG0000450	Prbh.g_00565	Syab.g_02695
OG0000451	Prbh.g_00564	Syab.g_02696
OG0000452	Prbh.g_00561	Syab.g_02701
OG0000453	Prbh.g_00560	Syab.g_02702
OG0000454	Prbh.g_00559	Syab.g_02703
OG0000455	Prbh.g_00558	Syab.g_02704
OG0000456	Prbh.g_00557	Syab.g_02705
OG0000457	Prbh.g_00555	Syab.g_02707
OG0000458	Prbh.g_00554	Syab.g_02708
OG0000459	Prbh.g_00553	Syab.g_02709
OG0000460	Prbh.g_00545	Syab.g_02372
OG0000461	Prbh.g_00537	Syab.g_00356
OG0000462	Prbh.g_00535	Syab.g_00352
OG0000463	Prbh.g_00534	Syab.g_00351
OG0000464	Prbh.g_00533	Syab.g_00350
OG0000465	Prbh.g_00532	Syab.g_00349
OG0000466	Prbh.g_00529	Syab.g_00343
OG0000467	Prbh.g_00528	Syab.g_00341
OG0000468	Prbh.g_00525	Syab.g_00336
OG0000469	Prbh.g_00517	Syab.g_00318
OG0000470	Prbh.g_00515	Syab.g_00316
OG0000471	Prbh.g_00514	Syab.g_00315
OG0000472	Prbh.g_00513	Syab.g_00313
OG0000473	Prbh.g_00511	Syab.g_00311
OG0000474	Prbh.g_00510	Syab.g_00310
OG0000475	Prbh.g_00509	Syab.g_00309
OG0000476	Prbh.g_00507	Syab.g_00307
OG0000477	Prbh.g_00504	Syab.g_00301
OG0000478	Prbh.g_00503	Syab.g_00300
OG0000479	Prbh.g_00502	Syab.g_00299
OG0000480	Prbh.g_00497	Syab.g_00292
OG0000481	Prbh.g_00494	Syab.g_00290
OG0000482	Prbh.g_00493	Syab.g_00289
OG0000483	Prbh.g_00490	Syab.g_00285
OG0000484	Prbh.g_00489	Syab.g_00284
OG0000485	Prbh.g_00487	Syab.g_00283
OG0000486	Prbh.g_00486	Syab.g_00282
OG0000487	Prbh.g_00483	Syab.g_00276
OG0000488	Prbh.g_00480	Syab.g_00272
OG0000489	Prbh.g_00475	Syab.g_00256
OG0000490	Prbh.g_00471	Syab.g_00247
OG0000491	Prbh.g_00470	Syab.g_00245
OG0000492	Prbh.g_00468	Syab.g_00243
OG0000493	Prbh.g_00467	Syab.g_00242
OG0000494	Prbh.g_00466	Syab.g_00241
OG0000495	Prbh.g_00465	Syab.g_00240
OG0000496	Prbh.g_00464	Syab.g_00239
OG0000497	Prbh.g_00463	Syab.g_00238
OG0000498	Prbh.g_00462	Syab.g_00237
OG0000499	Prbh.g_00461	Syab.g_00236
OG0000500	Prbh.g_00460	Syab.g_00235
OG0000501	Prbh.g_00458	Syab.g_00232
OG0000502	Prbh.g_00455	Syab.g_00224
OG0000503	Prbh.g_00439	Syab.g_00523
OG0000504	Prbh.g_00437	Syab.g_00525
OG0000505	Prbh.g_00436	Syab.g_00526
OG0000506	Prbh.g_00435	Syab.g_00528
OG0000507	Prbh.g_00431	Syab.g_00533
OG0000508	Prbh.g_00427	Syab.g_00537
OG0000509	Prbh.g_00425	Syab.g_00539
OG0000510	Prbh.g_00424	Syab.g_00540
OG0000511	Prbh.g_00423	Syab.g_00541
OG0000512	Prbh.g_00421	Syab.g_00543
OG0000513	Prbh.g_00412	Syab.g_00555
OG0000514	Prbh.g_00401	Syab.g_00566
OG0000515	Prbh.g_00400	Syab.g_00567
OG0000516	Prbh.g_00399	Syab.g_00575
OG0000517	Prbh.g_00397	Syab.g_00582
OG0000518	Prbh.g_00386	Syab.g_00594
OG0000519	Prbh.g_00385	Syab.g_00610
OG0000520	Prbh.g_00384	Syab.g_00611
OG0000521	Prbh.g_00374	Syab.g_00624
OG0000522	Prbh.g_00372	Syab.g_00626
OG0000523	Prbh.g_00371	Syab.g_00627
OG0000524	Prbh.g_00367	Syab.g_00640
OG0000525	Prbh.g_00363	Syab.g_00671
OG0000526	Prbh.g_00361	Syab.g_00689
OG0000527	Prbh.g_00358	Syab.g_00695
OG0000528	Prbh.g_00353	Syab.g_02092
OG0000529	Prbh.g_00350	Syab.g_02097
OG0000530	Prbh.g_00347	Syab.g_02100
OG0000531	Prbh.g_00346	Syab.g_02101
OG0000532	Prbh.g_00344	Syab.g_02104
OG0000533	Prbh.g_00343	Syab.g_02106
OG0000534	Prbh.g_00342	Syab.g_02107
OG0000535	Prbh.g_00341	Syab.g_02108
OG0000536	Prbh.g_00340	Syab.g_02109
OG0000537	Prbh.g_00339	Syab.g_02110
OG0000538	Prbh.g_00329	Syab.g_02122
OG0000539	Prbh.g_00328	Syab.g_02123
OG0000540	Prbh.g_00327	Syab.g_02124
OG0000541	Prbh.g_00326	Syab.g_02125
OG0000542	Prbh.g_00325	Syab.g_02128
OG0000543	Prbh.g_00323	Syab.g_02130
OG0000544	Prbh.g_00322	Syab.g_02131
OG0000545	Prbh.g_00320	Syab.g_02133
OG0000546	Prbh.g_00317	Syab.g_02135
OG0000547	Prbh.g_00315	Syab.g_02137
OG0000548	Prbh.g_00314	Syab.g_02138
OG0000549	Prbh.g_00311	Syab.g_02144
OG0000550	Prbh.g_00306	Syab.g_02149
OG0000551	Prbh.g_00303	Syab.g_02153
OG0000552	Prbh.g_00302	Syab.g_02154
OG0000553	Prbh.g_00301	Syab.g_02046
OG0000554	Prbh.g_00295	Syab.g_02040
OG0000555	Prbh.g_00288	Syab.g_02026
OG0000556	Prbh.g_00286	Syab.g_02022
OG0000557	Prbh.g_00285	Syab.g_02019
