Orthogroup	Prbh	Syak
OG0000109	Prbh.g_00337	Syak.g_02590, Syak.g_01061
OG0000110	Prbh.g_00254	Syak.g_02698
OG0000111	Prbh.g_00937	Syak.g_00725
OG0000112	Prbh.g_01078	Syak.g_00512
OG0000113	Prbh.g_00976	Syak.g_00461
OG0000114	Prbh.g_00878	Syak.g_00373
OG0000115	Prbh.g_01344	Syak.g_01066
OG0000116	Prbh.g_01294	Syak.g_00911
OG0000117	Prbh.g_01255	Syak.g_00846
OG0000118	Prbh.g_01385	Syak.g_00954
OG0000119	Prbh.g_01333, Prbh.g_00194	Syak.g_00917
OG0000120	Prbh.g_00031	Syak.g_01526
OG0000121	Prbh.g_00101	Syak.g_01044
OG0000122	Prbh.g_01347, Prbh.g_00143	Syak.g_00081
OG0000123	Prbh.g_01637	Syak.g_01299
OG0000124	Prbh.g_01564	Syak.g_01692
OG0000125	Prbh.g_01528	Syak.g_01934
OG0000126	Prbh.g_01481	Syak.g_01801
OG0000127	Prbh.g_01938	Syak.g_02269, Syak.g_02544
OG0000128	Prbh.g_01953	Syak.g_01782
OG0000129	Prbh.g_00738	Syak.g_01947
OG0000130	Prbh.g_00713	Syak.g_02255
OG0000131	Prbh.g_00637	Syak.g_02128
OG0000132	Prbh.g_00618	Syak.g_02108
OG0000133	Prbh.g_00457	Syak.g_00507
OG0000134	Prbh.g_00413	Syak.g_01212
OG0000135	Prbh.g_01825	Syak.g_01897
OG0000136	Prbh.g_00391	Syak.g_01186
OG0000137	Prbh.g_00356	Syak.g_01118
OG0000138	Prbh.g_00336	Syak.g_02591
OG0000139	Prbh.g_00292	Syak.g_02646
OG0000140	Prbh.g_00291	Syak.g_02650
OG0000141	Prbh.g_00222	Syak.g_02746
OG0000142	Prbh.g_01218	Syak.g_00035
OG0000143	Prbh.g_01215	Syak.g_00039
OG0000144	Prbh.g_01201	Syak.g_00260
OG0000145	Prbh.g_01880	Syak.g_02598
OG0000146	Prbh.g_01077	Syak.g_00514
OG0000147	Prbh.g_01076	Syak.g_00515
OG0000148	Prbh.g_00970	Syak.g_00455
OG0000149	Prbh.g_01002	Syak.g_00596
OG0000150	Prbh.g_01012	Syak.g_02747
OG0000151	Prbh.g_00888	Syak.g_00387
OG0000152	Prbh.g_01086	Syak.g_00503
OG0000153	Prbh.g_01104	Syak.g_00470
OG0000154	Prbh.g_01121	Syak.g_00645
OG0000155	Prbh.g_01261	Syak.g_00855
OG0000156	Prbh.g_01362	Syak.g_00919
OG0000157	Prbh.g_01363	Syak.g_00920
OG0000158	Prbh.g_01599	Syak.g_01624
OG0000160	Prbh.g_00100	Syak.g_01043
OG0000161	Prbh.g_01288, Prbh.g_00106	Syak.g_01050
OG0000162	Prbh.g_00112	Syak.g_01058
OG0000163	Prbh.g_00151	Syak.g_02478
OG0000164	Prbh.g_01758	Syak.g_02384
OG0000165	Prbh.g_01750	Syak.g_02374
OG0000166	Prbh.g_01681	Syak.g_01345
OG0000167	Prbh.g_01609	Syak.g_01561
OG0000168	Prbh.g_01598	Syak.g_01625
OG0000169	Prbh.g_01588	Syak.g_01637
OG0000170	Prbh.g_01585	Syak.g_01644
OG0000171	Prbh.g_01565	Syak.g_01691
OG0000172	Prbh.g_01558	Syak.g_01713
OG0000173	Prbh.g_01543	Syak.g_01733
OG0000174	Prbh.g_01512	Syak.g_01895
OG0000175	Prbh.g_01500	Syak.g_01827
OG0000176	Prbh.g_01472	Syak.g_01790
OG0000177	Prbh.g_01471	Syak.g_01789
OG0000178	Prbh.g_01470	Syak.g_01788
OG0000179	Prbh.g_00764	Syak.g_01773
OG0000180	Prbh.g_00763	Syak.g_01772
OG0000181	Prbh.g_00762	Syak.g_01771
OG0000182	Prbh.g_00761	Syak.g_01770
OG0000183	Prbh.g_00757	Syak.g_01766
OG0000184	Prbh.g_00734	Syak.g_01955
OG0000185	Prbh.g_00731	Syak.g_01971
OG0000186	Prbh.g_00719	Syak.g_02258
OG0000187	Prbh.g_00718	Syak.g_02257
OG0000188	Prbh.g_00701	Syak.g_02235
OG0000189	Prbh.g_00687	Syak.g_02203
OG0000190	Prbh.g_00686	Syak.g_01575
OG0000191	Prbh.g_00664	Syak.g_02171
OG0000192	Prbh.g_00659	Syak.g_02165
OG0000193	Prbh.g_00636	Syak.g_02127
OG0000194	Prbh.g_00633	Syak.g_02124
OG0000195	Prbh.g_00631	Syak.g_02122
OG0000196	Prbh.g_00621	Syak.g_02111
OG0000197	Prbh.g_00620	Syak.g_02110
OG0000198	Prbh.g_00619	Syak.g_02109
OG0000199	Prbh.g_00612	Syak.g_02100
OG0000200	Prbh.g_00599	Syak.g_02083
OG0000201	Prbh.g_00590	Syak.g_02068
OG0000202	Prbh.g_00589	Syak.g_02067
OG0000203	Prbh.g_00588	Syak.g_02066
OG0000204	Prbh.g_00587	Syak.g_02065
OG0000205	Prbh.g_00580	Syak.g_02058
OG0000206	Prbh.g_00575	Syak.g_02038
OG0000207	Prbh.g_00573	Syak.g_02025
OG0000208	Prbh.g_00572	Syak.g_02024
OG0000209	Prbh.g_00563	Syak.g_01995
OG0000210	Prbh.g_00562	Syak.g_01994
OG0000211	Prbh.g_00547	Syak.g_02300, Syak.g_02017
OG0000212	Prbh.g_00539	Syak.g_02311
OG0000213	Prbh.g_00521	Syak.g_01425
OG0000214	Prbh.g_00512	Syak.g_01442
OG0000215	Prbh.g_00485	Syak.g_01474
OG0000216	Prbh.g_00484	Syak.g_01478
OG0000217	Prbh.g_00481	Syak.g_01482
OG0000218	Prbh.g_00479	Syak.g_01484
OG0000219	Prbh.g_00478	Syak.g_01485
OG0000220	Prbh.g_00477	Syak.g_01486
OG0000221	Prbh.g_00476	Syak.g_01498
OG0000222	Prbh.g_00469	Syak.g_01512
OG0000223	Prbh.g_00456	Syak.g_01531
OG0000224	Prbh.g_00454	Syak.g_01532
OG0000225	Prbh.g_00426	Syak.g_01230
OG0000226	Prbh.g_00422	Syak.g_01226
OG0000227	Prbh.g_00420	Syak.g_01224
OG0000228	Prbh.g_00416	Syak.g_01216
OG0000229	Prbh.g_00396	Syak.g_01191
OG0000230	Prbh.g_00394	Syak.g_01189
OG0000231	Prbh.g_00383	Syak.g_01176
OG0000232	Prbh.g_00370	Syak.g_01156
OG0000233	Prbh.g_00365	Syak.g_01145
OG0000234	Prbh.g_00355	Syak.g_01116
OG0000235	Prbh.g_00352	Syak.g_02573
OG0000236	Prbh.g_00338	Syak.g_02589
OG0000237	Prbh.g_00324	Syak.g_02607
OG0000238	Prbh.g_00318	Syak.g_02612
OG0000239	Prbh.g_00305	Syak.g_02628
OG0000240	Prbh.g_00304	Syak.g_02629
OG0000241	Prbh.g_00299	Syak.g_00027
OG0000242	Prbh.g_00297	Syak.g_02638
OG0000243	Prbh.g_00287	Syak.g_02658
OG0000244	Prbh.g_00284	Syak.g_02665
OG0000245	Prbh.g_00282	Syak.g_02667
OG0000246	Prbh.g_00278	Syak.g_02671
OG0000247	Prbh.g_00267	Syak.g_02681
OG0000248	Prbh.g_00264	Syak.g_02684
OG0000249	Prbh.g_00262	Syak.g_02686
OG0000250	Prbh.g_00257	Syak.g_02694
OG0000251	Prbh.g_00239	Syak.g_02722
OG0000252	Prbh.g_00236	Syak.g_02725
OG0000253	Prbh.g_00235	Syak.g_02727
OG0000254	Prbh.g_00218	Syak.g_02752
OG0000255	Prbh.g_00212	Syak.g_02772
OG0000256	Prbh.g_01455	Syak.g_00020
OG0000257	Prbh.g_01223	Syak.g_00026
OG0000258	Prbh.g_01210	Syak.g_00044
OG0000259	Prbh.g_01193	Syak.g_00334
OG0000260	Prbh.g_01190	Syak.g_00338
OG0000261	Prbh.g_01187	Syak.g_00348
OG0000262	Prbh.g_01182	Syak.g_00353
OG0000263	Prbh.g_00915	Syak.g_00828
OG0000264	Prbh.g_00926	Syak.g_00698
OG0000265	Prbh.g_00945	Syak.g_00211
OG0000266	Prbh.g_01163	Syak.g_00778
OG0000267	Prbh.g_01150	Syak.g_00555
OG0000268	Prbh.g_01149	Syak.g_00554
OG0000269	Prbh.g_00948	Syak.g_00429
OG0000270	Prbh.g_00951	Syak.g_00432
OG0000271	Prbh.g_00959	Syak.g_00440
OG0000272	Prbh.g_00960	Syak.g_00441
OG0000274	Prbh.g_00984	Syak.g_00615
OG0000275	Prbh.g_00987	Syak.g_00611
OG0000276	Prbh.g_00993	Syak.g_00604
OG0000277	Prbh.g_00994	Syak.g_00603
OG0000278	Prbh.g_00997	Syak.g_00600
OG0000279	Prbh.g_01005	Syak.g_00592
OG0000280	Prbh.g_01006	Syak.g_00582
OG0000281	Prbh.g_01013	Syak.g_00339
OG0000282	Prbh.g_00880	Syak.g_00375
OG0000283	Prbh.g_01059	Syak.g_00541
OG0000284	Prbh.g_01064	Syak.g_00536
OG0000285	Prbh.g_01069	Syak.g_00523
OG0000286	Prbh.g_01085	Syak.g_00504
OG0000287	Prbh.g_01342	Syak.g_00477
OG0000288	Prbh.g_01120	Syak.g_00644
OG0000289	Prbh.g_01135	Syak.g_00659
OG0000290	Prbh.g_01034	Syak.g_00738
OG0000291	Prbh.g_01032	Syak.g_00737
OG0000292	Prbh.g_01328	Syak.g_01802
OG0000293	Prbh.g_01293	Syak.g_00910
OG0000294	Prbh.g_01292	Syak.g_00909
OG0000295	Prbh.g_01268	Syak.g_00863
OG0000296	Prbh.g_01266	Syak.g_00861
OG0000297	Prbh.g_01257	Syak.g_00848
OG0000298	Prbh.g_01256	Syak.g_00847
OG0000299	Prbh.g_01237	Syak.g_00820
OG0000300	Prbh.g_01234	Syak.g_00813
OG0000301	Prbh.g_01233	Syak.g_00812
OG0000302	Prbh.g_01231	Syak.g_00811
OG0000303	Prbh.g_01225	Syak.g_00674
OG0000304	Prbh.g_01450	Syak.g_00680
OG0000305	Prbh.g_01326	Syak.g_00732
OG0000306	Prbh.g_01017	Syak.g_00094
OG0000307	Prbh.g_00019	Syak.g_02556
OG0000308	Prbh.g_00020	Syak.g_02554
OG0000309	Prbh.g_00024	Syak.g_02549
OG0000310	Prbh.g_00082	Syak.g_00994
OG0000311	Prbh.g_00084	Syak.g_00999
OG0000312	Prbh.g_00087	Syak.g_01028
OG0000313	Prbh.g_00103	Syak.g_01046
OG0000314	Prbh.g_00126	Syak.g_01079
OG0000315	Prbh.g_00136	Syak.g_01090
OG0000316	Prbh.g_00162	Syak.g_02462
OG0000317	Prbh.g_01785	Syak.g_02419
OG0000318	Prbh.g_01781	Syak.g_02415
OG0000319	Prbh.g_01768	Syak.g_02399
OG0000320	Prbh.g_01766	Syak.g_02397
OG0000321	Prbh.g_01765	Syak.g_02396
OG0000322	Prbh.g_01764	Syak.g_02395
OG0000323	Prbh.g_01755	Syak.g_02380
OG0000324	Prbh.g_01727	Syak.g_02347
OG0000325	Prbh.g_01717	Syak.g_01391
OG0000326	Prbh.g_01710	Syak.g_01384
OG0000327	Prbh.g_01686	Syak.g_01350
OG0000328	Prbh.g_01685	Syak.g_01349
OG0000329	Prbh.g_01668	Syak.g_01331
OG0000330	Prbh.g_01667	Syak.g_01330
OG0000331	Prbh.g_01666	Syak.g_01329
OG0000332	Prbh.g_01652	Syak.g_01314
OG0000333	Prbh.g_01650	Syak.g_01311
OG0000334	Prbh.g_01641	Syak.g_01302
OG0000335	Prbh.g_01636	Syak.g_01298
OG0000336	Prbh.g_01632	Syak.g_01294
OG0000337	Prbh.g_01613	Syak.g_01555
OG0000338	Prbh.g_01612	Syak.g_01558
OG0000339	Prbh.g_01606	Syak.g_01566
OG0000340	Prbh.g_01597	Syak.g_01626
OG0000341	Prbh.g_01595	Syak.g_01628
OG0000342	Prbh.g_01594	Syak.g_01629
OG0000343	Prbh.g_01593	Syak.g_01631
OG0000344	Prbh.g_01590	Syak.g_01635
OG0000345	Prbh.g_01584	Syak.g_01645
OG0000346	Prbh.g_01580	Syak.g_01651
OG0000347	Prbh.g_01563	Syak.g_01694
OG0000348	Prbh.g_01555	Syak.g_01717
OG0000349	Prbh.g_01537	Syak.g_01740
OG0000350	Prbh.g_01516	Syak.g_01377
OG0000351	Prbh.g_01497	Syak.g_01823
OG0000352	Prbh.g_01496	Syak.g_01822
OG0000353	Prbh.g_01477	Syak.g_01796
OG0000355	Prbh.g_01475	Syak.g_01793
OG0000356	Prbh.g_01474	Syak.g_01792
OG0000357	Prbh.g_01473	Syak.g_01791
OG0000358	Prbh.g_01469	Syak.g_01787
OG0000359	Prbh.g_01468	Syak.g_01785
OG0000360	Prbh.g_01467	Syak.g_01784
OG0000361	Prbh.g_01466	Syak.g_01783
OG0000362	Prbh.g_01952	Syak.g_01781
OG0000363	Prbh.g_00766	Syak.g_01779
OG0000364	Prbh.g_00765	Syak.g_01778
OG0000365	Prbh.g_00760	Syak.g_01769
OG0000366	Prbh.g_00759	Syak.g_01768
OG0000367	Prbh.g_00758	Syak.g_01767
OG0000368	Prbh.g_00756	Syak.g_01765
OG0000369	Prbh.g_00755	Syak.g_01764
OG0000370	Prbh.g_00754	Syak.g_01763
OG0000371	Prbh.g_00748	Syak.g_01753
OG0000372	Prbh.g_00746	Syak.g_01748
OG0000373	Prbh.g_00745	Syak.g_01747
OG0000374	Prbh.g_00744	Syak.g_01746
OG0000375	Prbh.g_00743	Syak.g_01744
OG0000376	Prbh.g_00741	Syak.g_01742
OG0000377	Prbh.g_00737	Syak.g_01948
OG0000378	Prbh.g_00733	Syak.g_01968
OG0000379	Prbh.g_00730	Syak.g_01972
OG0000380	Prbh.g_00717	Syak.g_02256
OG0000381	Prbh.g_00712	Syak.g_02254
OG0000382	Prbh.g_00702	Syak.g_02236
OG0000383	Prbh.g_00700	Syak.g_02229
OG0000384	Prbh.g_00699	Syak.g_02228
OG0000385	Prbh.g_00698	Syak.g_02227
OG0000386	Prbh.g_00697	Syak.g_02226
OG0000387	Prbh.g_00684	Syak.g_02200
OG0000388	Prbh.g_00680	Syak.g_02196
OG0000389	Prbh.g_00677	Syak.g_02345, Syak.g_02193
OG0000390	Prbh.g_00668	Syak.g_02177
OG0000391	Prbh.g_00665	Syak.g_02172
OG0000392	Prbh.g_00661	Syak.g_02166
OG0000393	Prbh.g_00658	Syak.g_02163
OG0000394	Prbh.g_00657	Syak.g_02162
OG0000395	Prbh.g_00656	Syak.g_02161
OG0000396	Prbh.g_00654	Syak.g_02158
OG0000397	Prbh.g_00652	Syak.g_02156
OG0000398	Prbh.g_00649	Syak.g_02151
OG0000399	Prbh.g_00648	Syak.g_02150
OG0000400	Prbh.g_00647	Syak.g_02149
OG0000401	Prbh.g_00646	Syak.g_02148
OG0000402	Prbh.g_01144	Syak.g_02146
OG0000403	Prbh.g_00644	Syak.g_02145
OG0000404	Prbh.g_00643	Syak.g_02143
OG0000405	Prbh.g_00639	Syak.g_02131
OG0000406	Prbh.g_00635	Syak.g_02126
OG0000407	Prbh.g_00634	Syak.g_02125
OG0000408	Prbh.g_00632	Syak.g_02123
OG0000409	Prbh.g_00630	Syak.g_02121
OG0000410	Prbh.g_00629	Syak.g_02120
OG0000411	Prbh.g_00628	Syak.g_02119
OG0000412	Prbh.g_00627	Syak.g_02118
OG0000413	Prbh.g_00626	Syak.g_02116
OG0000415	Prbh.g_00624	Syak.g_02114
OG0000416	Prbh.g_00623	Syak.g_02113
OG0000417	Prbh.g_00622	Syak.g_02112
OG0000418	Prbh.g_00617	Syak.g_02107
OG0000419	Prbh.g_00615	Syak.g_02105
OG0000420	Prbh.g_00614	Syak.g_02103
OG0000421	Prbh.g_00610	Syak.g_02097
OG0000422	Prbh.g_00609	Syak.g_02096
OG0000423	Prbh.g_00608	Syak.g_02095
OG0000424	Prbh.g_00607	Syak.g_02094
OG0000425	Prbh.g_00606	Syak.g_02093
OG0000426	Prbh.g_00605	Syak.g_02092
OG0000427	Prbh.g_00604	Syak.g_02091
OG0000428	Prbh.g_00602	Syak.g_02088
OG0000429	Prbh.g_00601	Syak.g_02086
OG0000430	Prbh.g_00600	Syak.g_02084
OG0000431	Prbh.g_00598	Syak.g_02081
OG0000432	Prbh.g_00594	Syak.g_02075
OG0000433	Prbh.g_00593	Syak.g_02073
OG0000434	Prbh.g_00592	Syak.g_02072
OG0000435	Prbh.g_00591	Syak.g_02071
OG0000436	Prbh.g_00586	Syak.g_02064
OG0000437	Prbh.g_00585	Syak.g_02063
OG0000438	Prbh.g_00584	Syak.g_02062
OG0000439	Prbh.g_00582	Syak.g_02060
OG0000440	Prbh.g_00581	Syak.g_02059
OG0000441	Prbh.g_00578	Syak.g_02053
OG0000442	Prbh.g_00577	Syak.g_02043
OG0000443	Prbh.g_00576	Syak.g_02041
OG0000444	Prbh.g_00571	Syak.g_02022
OG0000445	Prbh.g_00570	Syak.g_02015
OG0000446	Prbh.g_00569	Syak.g_02013
OG0000447	Prbh.g_00568	Syak.g_02006
OG0000448	Prbh.g_00567	Syak.g_02005
OG0000449	Prbh.g_00566	Syak.g_02004
OG0000450	Prbh.g_00565	Syak.g_01998
OG0000451	Prbh.g_00564	Syak.g_01997
OG0000452	Prbh.g_00561	Syak.g_01993
OG0000453	Prbh.g_00560	Syak.g_01992
OG0000454	Prbh.g_00559	Syak.g_01991
OG0000455	Prbh.g_00558	Syak.g_01990
OG0000456	Prbh.g_00557	Syak.g_01989
OG0000457	Prbh.g_00555	Syak.g_01987
OG0000458	Prbh.g_00554	Syak.g_01986
OG0000459	Prbh.g_00553	Syak.g_01985
OG0000460	Prbh.g_00545	Syak.g_02303
OG0000461	Prbh.g_00537	Syak.g_01402
OG0000462	Prbh.g_00535	Syak.g_01405
OG0000463	Prbh.g_00534	Syak.g_01406
OG0000464	Prbh.g_00533	Syak.g_01407
OG0000465	Prbh.g_00532	Syak.g_01409
OG0000466	Prbh.g_00529	Syak.g_01414
OG0000467	Prbh.g_00528	Syak.g_01416
OG0000468	Prbh.g_00525	Syak.g_01421
OG0000469	Prbh.g_00517	Syak.g_01436
OG0000470	Prbh.g_00515	Syak.g_01438
OG0000471	Prbh.g_00514	Syak.g_01439
OG0000472	Prbh.g_00513	Syak.g_01441
OG0000473	Prbh.g_00511	Syak.g_01443
OG0000474	Prbh.g_00510	Syak.g_01444
OG0000475	Prbh.g_00509	Syak.g_01445
OG0000476	Prbh.g_00507	Syak.g_01447
OG0000477	Prbh.g_00504	Syak.g_01453
OG0000478	Prbh.g_00503	Syak.g_01454
OG0000479	Prbh.g_00502	Syak.g_01455
OG0000480	Prbh.g_00497	Syak.g_01462
OG0000481	Prbh.g_00494	Syak.g_01464
OG0000482	Prbh.g_00493	Syak.g_01465
OG0000483	Prbh.g_00490	Syak.g_01469
OG0000484	Prbh.g_00489	Syak.g_01470
OG0000485	Prbh.g_00487	Syak.g_01472
OG0000486	Prbh.g_00486	Syak.g_01473
OG0000487	Prbh.g_00483	Syak.g_01479
OG0000488	Prbh.g_00480	Syak.g_01483
OG0000489	Prbh.g_00475	Syak.g_01499
OG0000490	Prbh.g_00471	Syak.g_01507
OG0000491	Prbh.g_00470	Syak.g_01511
OG0000492	Prbh.g_00468	Syak.g_01513
OG0000493	Prbh.g_00467	Syak.g_01514
OG0000494	Prbh.g_00466	Syak.g_01515
OG0000495	Prbh.g_00465	Syak.g_01516
OG0000496	Prbh.g_00464	Syak.g_01517
OG0000497	Prbh.g_00463	Syak.g_01518
OG0000498	Prbh.g_00462	Syak.g_01519
OG0000499	Prbh.g_00461	Syak.g_01520
OG0000500	Prbh.g_00460	Syak.g_01521
OG0000501	Prbh.g_00458	Syak.g_01524
OG0000502	Prbh.g_00455	Syak.g_01538
OG0000503	Prbh.g_00439	Syak.g_01246
OG0000504	Prbh.g_00437	Syak.g_01244
OG0000505	Prbh.g_00436	Syak.g_01243
OG0000506	Prbh.g_00435	Syak.g_01241
OG0000507	Prbh.g_00431	Syak.g_01235
OG0000508	Prbh.g_00427	Syak.g_01231
OG0000509	Prbh.g_00425	Syak.g_01229
OG0000510	Prbh.g_00424	Syak.g_01228
OG0000511	Prbh.g_00423	Syak.g_01227
OG0000512	Prbh.g_00421	Syak.g_01225
OG0000513	Prbh.g_00412	Syak.g_01211
OG0000514	Prbh.g_00401	Syak.g_01204
OG0000515	Prbh.g_00400	Syak.g_01203
OG0000516	Prbh.g_00399	Syak.g_01199
OG0000517	Prbh.g_00397	Syak.g_01192
OG0000518	Prbh.g_00386	Syak.g_01180
OG0000519	Prbh.g_00385	Syak.g_01179
OG0000520	Prbh.g_00384	Syak.g_01178
OG0000521	Prbh.g_00374	Syak.g_01167
OG0000522	Prbh.g_00372	Syak.g_01163
OG0000523	Prbh.g_00371	Syak.g_01162
OG0000524	Prbh.g_00367	Syak.g_01149
OG0000525	Prbh.g_00363	Syak.g_01130
OG0000526	Prbh.g_00361	Syak.g_01127
OG0000527	Prbh.g_00358	Syak.g_01120
OG0000528	Prbh.g_00353	Syak.g_02570
OG0000529	Prbh.g_00350	Syak.g_02575
OG0000530	Prbh.g_00347	Syak.g_02578
OG0000531	Prbh.g_00346	Syak.g_02579
OG0000532	Prbh.g_00344	Syak.g_02582
OG0000533	Prbh.g_00343	Syak.g_02584
OG0000534	Prbh.g_00342	Syak.g_02585
OG0000535	Prbh.g_00341	Syak.g_02586
OG0000536	Prbh.g_00340	Syak.g_02587
OG0000537	Prbh.g_00339	Syak.g_02588
OG0000538	Prbh.g_00329	Syak.g_02600
OG0000539	Prbh.g_00328	Syak.g_02601
OG0000540	Prbh.g_00327	Syak.g_02602
OG0000541	Prbh.g_00326	Syak.g_02603
OG0000542	Prbh.g_00325	Syak.g_02606
OG0000543	Prbh.g_00323	Syak.g_02608
OG0000544	Prbh.g_00322	Syak.g_02609
OG0000545	Prbh.g_00320	Syak.g_02611
OG0000546	Prbh.g_00317	Syak.g_02613
OG0000547	Prbh.g_00315	Syak.g_02615
OG0000548	Prbh.g_00314	Syak.g_02616
OG0000549	Prbh.g_00311	Syak.g_02622
OG0000550	Prbh.g_00306	Syak.g_02626
OG0000551	Prbh.g_00303	Syak.g_02631
OG0000552	Prbh.g_00302	Syak.g_02632
OG0000553	Prbh.g_00301	Syak.g_02636
OG0000554	Prbh.g_00295	Syak.g_02641
OG0000555	Prbh.g_00288	Syak.g_02657
OG0000556	Prbh.g_00286	Syak.g_02661
OG0000557	Prbh.g_00285	Syak.g_02663
OG0000558	Prbh.g_00283	Syak.g_02666
OG0000559	Prbh.g_00279	Syak.g_02670
OG0000560	Prbh.g_00276	Syak.g_02672
OG0000561	Prbh.g_00275	Syak.g_02673
OG0000562	Prbh.g_00274	Syak.g_02674
OG0000563	Prbh.g_00273	Syak.g_02675
OG0000564	Prbh.g_00272	Syak.g_02676
