Orthogroup	Prbh	Syap
OG0000149	Prbh.g_01002	Syap.g_00824
OG0000150	Prbh.g_01012	Syap.g_01540
OG0000151	Prbh.g_00888	Syap.g_00142
OG0000152	Prbh.g_01086	Syap.g_02012
OG0000153	Prbh.g_01104	Syap.g_02682
OG0000154	Prbh.g_01121	Syap.g_02761, Syap.g_02760, Syap.g_01876
OG0000155	Prbh.g_01261	Syap.g_02777, Syap.g_01878, Syap.g_01879
OG0000156	Prbh.g_01362	Syap.g_00248, Syap.g_00284, Syap.g_00283
OG0000157	Prbh.g_01363	Syap.g_00249, Syap.g_00286
OG0000158	Prbh.g_01599	Syap.g_01075
OG0000159	Prbh.g_00039, Prbh.g_00722	Syap.g_00852
OG0000160	Prbh.g_00100	Syap.g_02470, Syap.g_02469
OG0000161	Prbh.g_01288, Prbh.g_00106	Syap.g_02476
OG0000162	Prbh.g_00112	Syap.g_02531
OG0000164	Prbh.g_01758	Syap.g_01391, Syap.g_01392
OG0000165	Prbh.g_01750	Syap.g_01381, Syap.g_01382
OG0000166	Prbh.g_01681	Syap.g_00512, Syap.g_01238
OG0000167	Prbh.g_01609	Syap.g_02080
OG0000168	Prbh.g_01598	Syap.g_01076
OG0000169	Prbh.g_01588	Syap.g_01049, Syap.g_01093
OG0000170	Prbh.g_01585	Syap.g_01467, Syap.g_01106, Syap.g_01468
OG0000171	Prbh.g_01565	Syap.g_01128, Syap.g_02454, Syap.g_02453
OG0000172	Prbh.g_01558	Syap.g_01143, Syap.g_00635
OG0000173	Prbh.g_01543	Syap.g_00982, Syap.g_00983
OG0000174	Prbh.g_01512	Syap.g_02092
OG0000175	Prbh.g_01500	Syap.g_02654
OG0000176	Prbh.g_01472	Syap.g_00059
OG0000177	Prbh.g_01471	Syap.g_00061, Syap.g_00060
OG0000178	Prbh.g_01470	Syap.g_00062
OG0000179	Prbh.g_00764	Syap.g_00077, Syap.g_02638
OG0000180	Prbh.g_00763	Syap.g_00078, Syap.g_02640
OG0000181	Prbh.g_00762	Syap.g_00079, Syap.g_02641
OG0000182	Prbh.g_00761	Syap.g_00080, Syap.g_02642
OG0000183	Prbh.g_00757	Syap.g_00084
OG0000184	Prbh.g_00734	Syap.g_01337
OG0000185	Prbh.g_00731	Syap.g_01322
OG0000186	Prbh.g_00719	Syap.g_01684
OG0000187	Prbh.g_00718	Syap.g_01686
OG0000188	Prbh.g_00701	Syap.g_02547
OG0000191	Prbh.g_00664	Syap.g_02233
OG0000192	Prbh.g_00659	Syap.g_02224
OG0000193	Prbh.g_00636	Syap.g_02187, Syap.g_02188
OG0000194	Prbh.g_00633	Syap.g_02183
OG0000195	Prbh.g_00631	Syap.g_02180
OG0000196	Prbh.g_00621	Syap.g_01208, Syap.g_02167
OG0000197	Prbh.g_00620	Syap.g_01207, Syap.g_02166
OG0000198	Prbh.g_00619	Syap.g_01206
OG0000199	Prbh.g_00612	Syap.g_01197
OG0000200	Prbh.g_00599	Syap.g_01181
OG0000201	Prbh.g_00590	Syap.g_02265
OG0000202	Prbh.g_00589	Syap.g_02264
OG0000203	Prbh.g_00588	Syap.g_01601
OG0000204	Prbh.g_00587	Syap.g_01602
OG0000205	Prbh.g_00580	Syap.g_01616
OG0000206	Prbh.g_00575	Syap.g_01628
OG0000207	Prbh.g_00573	Syap.g_01426, Syap.g_00424
OG0000208	Prbh.g_00572	Syap.g_00426, Syap.g_01425
OG0000209	Prbh.g_00563	Syap.g_01906
OG0000210	Prbh.g_00562	Syap.g_01905
OG0000211	Prbh.g_00547	Syap.g_01160
OG0000212	Prbh.g_00539	Syap.g_02664
OG0000213	Prbh.g_00521	Syap.g_00107, Syap.g_01599
OG0000214	Prbh.g_00512	Syap.g_02344, Syap.g_02345
OG0000215	Prbh.g_00485	Syap.g_01347, Syap.g_01629
OG0000216	Prbh.g_00484	Syap.g_01634
OG0000217	Prbh.g_00481	Syap.g_01638
OG0000218	Prbh.g_00479	Syap.g_01641, Syap.g_01640
OG0000219	Prbh.g_00478	Syap.g_01642, Syap.g_01643
OG0000220	Prbh.g_00477	Syap.g_01645
OG0000221	Prbh.g_00476	Syap.g_01646
OG0000222	Prbh.g_00469	Syap.g_01669
OG0000223	Prbh.g_00456	Syap.g_02072, Syap.g_02073
OG0000224	Prbh.g_00454	Syap.g_02064
OG0000225	Prbh.g_00426	Syap.g_00553, Syap.g_00552
OG0000226	Prbh.g_00422	Syap.g_02029, Syap.g_02144
OG0000227	Prbh.g_00420	Syap.g_02147, Syap.g_02034, Syap.g_02033
OG0000228	Prbh.g_00416	Syap.g_00116, Syap.g_02041
OG0000229	Prbh.g_00396	Syap.g_02059
OG0000230	Prbh.g_00394	Syap.g_02061
OG0000231	Prbh.g_00383	Syap.g_02533
OG0000232	Prbh.g_00370	Syap.g_02510, Syap.g_02511
OG0000233	Prbh.g_00365	Syap.g_02133
OG0000234	Prbh.g_00355	Syap.g_02755
OG0000235	Prbh.g_00352	Syap.g_00732, Syap.g_02258
OG0000236	Prbh.g_00338	Syap.g_02238
OG0000237	Prbh.g_00324	Syap.g_00262, Syap.g_00263
OG0000238	Prbh.g_00318	Syap.g_00257, Syap.g_00258
OG0000239	Prbh.g_00305	Syap.g_02744
OG0000240	Prbh.g_00304	Syap.g_02742
OG0000241	Prbh.g_00299	Syap.g_00888
OG0000242	Prbh.g_00297	Syap.g_01455
OG0000243	Prbh.g_00287	Syap.g_01938
OG0000244	Prbh.g_00284	Syap.g_01146, Syap.g_01145
OG0000245	Prbh.g_00282	Syap.g_01148
OG0000246	Prbh.g_00278	Syap.g_00308
OG0000247	Prbh.g_00267	Syap.g_00288, Syap.g_00293
OG0000248	Prbh.g_00264	Syap.g_00290
OG0000249	Prbh.g_00262	Syap.g_01296, Syap.g_01295
OG0000250	Prbh.g_00257	Syap.g_01306
OG0000251	Prbh.g_00239	Syap.g_00442
OG0000252	Prbh.g_00236	Syap.g_01857
OG0000253	Prbh.g_00235	Syap.g_00443
OG0000254	Prbh.g_00218	Syap.g_01527, Syap.g_01528
OG0000256	Prbh.g_01455	Syap.g_01287
OG0000257	Prbh.g_01223	Syap.g_00886
OG0000258	Prbh.g_01210	Syap.g_00907
OG0000260	Prbh.g_01190	Syap.g_01970
OG0000261	Prbh.g_01187	Syap.g_01962, Syap.g_01961
OG0000262	Prbh.g_01182	Syap.g_01954
OG0000263	Prbh.g_00915	Syap.g_00432, Syap.g_00433
OG0000266	Prbh.g_01163	Syap.g_00519
OG0000267	Prbh.g_01150	Syap.g_02333, Syap.g_02332
OG0000268	Prbh.g_01149	Syap.g_00646
OG0000269	Prbh.g_00948	Syap.g_00188
OG0000270	Prbh.g_00951	Syap.g_00192
OG0000271	Prbh.g_00959	Syap.g_00200, Syap.g_00201
OG0000272	Prbh.g_00960	Syap.g_00202
OG0000273	Prbh.g_00983	Syap.g_02703
OG0000274	Prbh.g_00984	Syap.g_02702
OG0000275	Prbh.g_00987	Syap.g_01847
OG0000276	Prbh.g_00993	Syap.g_01838, Syap.g_01839
OG0000277	Prbh.g_00994	Syap.g_01837
OG0000278	Prbh.g_00997	Syap.g_01834
OG0000279	Prbh.g_01005	Syap.g_00829, Syap.g_00830
OG0000280	Prbh.g_01006	Syap.g_00365
OG0000281	Prbh.g_01013	Syap.g_01977
OG0000282	Prbh.g_00880	Syap.g_01252
OG0000283	Prbh.g_01059	Syap.g_01728
OG0000284	Prbh.g_01064	Syap.g_01736
OG0000285	Prbh.g_01069	Syap.g_01746, Syap.g_01744
OG0000286	Prbh.g_01085	Syap.g_02014, Syap.g_02013
OG0000288	Prbh.g_01120	Syap.g_02764, Syap.g_02763
OG0000289	Prbh.g_01135	Syap.g_02784
OG0000290	Prbh.g_01034	Syap.g_01552
OG0000292	Prbh.g_01328	Syap.g_02314
OG0000293	Prbh.g_01293	Syap.g_00240
OG0000294	Prbh.g_01292	Syap.g_00239
OG0000295	Prbh.g_01268	Syap.g_00206
OG0000296	Prbh.g_01266	Syap.g_00204
OG0000299	Prbh.g_01237	Syap.g_02620
OG0000302	Prbh.g_01231	Syap.g_02444, Syap.g_02445
OG0000303	Prbh.g_01225	Syap.g_02435
OG0000304	Prbh.g_01450	Syap.g_02430
OG0000305	Prbh.g_01326	Syap.g_01557
OG0000306	Prbh.g_01017	Syap.g_01966
OG0000307	Prbh.g_00019	Syap.g_02517
OG0000308	Prbh.g_00020	Syap.g_02514, Syap.g_02515
OG0000309	Prbh.g_00024	Syap.g_02198, Syap.g_02446
OG0000310	Prbh.g_00082	Syap.g_02660, Syap.g_02661
OG0000311	Prbh.g_00084	Syap.g_02657
OG0000312	Prbh.g_00087	Syap.g_02114
OG0000313	Prbh.g_00103	Syap.g_02473
OG0000315	Prbh.g_00136	Syap.g_00017
OG0000316	Prbh.g_00162	Syap.g_00030
OG0000317	Prbh.g_01785	Syap.g_00618
OG0000318	Prbh.g_01781	Syap.g_00622, Syap.g_02786
OG0000319	Prbh.g_01768	Syap.g_01764, Syap.g_01771
OG0000320	Prbh.g_01766	Syap.g_01761, Syap.g_01769
OG0000321	Prbh.g_01765	Syap.g_01760, Syap.g_01768
OG0000322	Prbh.g_01764	Syap.g_01759, Syap.g_01767
OG0000323	Prbh.g_01755	Syap.g_01389
OG0000324	Prbh.g_01727	Syap.g_01503
OG0000325	Prbh.g_01717	Syap.g_02680
OG0000326	Prbh.g_01710	Syap.g_00544
OG0000327	Prbh.g_01686	Syap.g_01233, Syap.g_01913
OG0000328	Prbh.g_01685	Syap.g_01234, Syap.g_01912
OG0000329	Prbh.g_01668	Syap.g_00498
OG0000330	Prbh.g_01667	Syap.g_00497
OG0000331	Prbh.g_01666	Syap.g_00496
OG0000332	Prbh.g_01652	Syap.g_00481
OG0000333	Prbh.g_01650	Syap.g_00478
OG0000334	Prbh.g_01641	Syap.g_00468
OG0000335	Prbh.g_01636	Syap.g_00101, Syap.g_00463
OG0000336	Prbh.g_01632	Syap.g_00417, Syap.g_00607
OG0000337	Prbh.g_01613	Syap.g_01054
OG0000338	Prbh.g_01612	Syap.g_01059
OG0000339	Prbh.g_01606	Syap.g_01068
OG0000340	Prbh.g_01597	Syap.g_01077
OG0000341	Prbh.g_01595	Syap.g_01079
OG0000342	Prbh.g_01594	Syap.g_01080, Syap.g_02477
OG0000343	Prbh.g_01593	Syap.g_01086, Syap.g_02078
OG0000344	Prbh.g_01590	Syap.g_01091
OG0000345	Prbh.g_01584	Syap.g_01107, Syap.g_01470
OG0000346	Prbh.g_01580	Syap.g_01113
OG0000347	Prbh.g_01563	Syap.g_01131, Syap.g_02459
OG0000348	Prbh.g_01555	Syap.g_00632
OG0000349	Prbh.g_01537	Syap.g_00110, Syap.g_01813
OG0000351	Prbh.g_01497	Syap.g_02594
OG0000352	Prbh.g_01496	Syap.g_02596, Syap.g_02597
OG0000353	Prbh.g_01477	Syap.g_00054
OG0000355	Prbh.g_01475	Syap.g_00056
OG0000356	Prbh.g_01474	Syap.g_00057
OG0000357	Prbh.g_01473	Syap.g_00058
OG0000358	Prbh.g_01469	Syap.g_00063
OG0000359	Prbh.g_01468	Syap.g_00065
OG0000360	Prbh.g_01467	Syap.g_00067
OG0000361	Prbh.g_01466	Syap.g_00068
OG0000362	Prbh.g_01952	Syap.g_00070
OG0000363	Prbh.g_00766	Syap.g_00072
OG0000364	Prbh.g_00765	Syap.g_00620
OG0000365	Prbh.g_00760	Syap.g_00081
OG0000366	Prbh.g_00759	Syap.g_00082
OG0000367	Prbh.g_00758	Syap.g_00083
OG0000368	Prbh.g_00756	Syap.g_00085
OG0000369	Prbh.g_00755	Syap.g_00086
OG0000370	Prbh.g_00754	Syap.g_00087
OG0000372	Prbh.g_00746	Syap.g_01805
OG0000373	Prbh.g_00745	Syap.g_01806
OG0000374	Prbh.g_00744	Syap.g_01807
OG0000375	Prbh.g_00743	Syap.g_01808
OG0000376	Prbh.g_00741	Syap.g_01811
OG0000377	Prbh.g_00737	Syap.g_00128
OG0000378	Prbh.g_00733	Syap.g_01326
OG0000380	Prbh.g_00717	Syap.g_01687
OG0000381	Prbh.g_00712	Syap.g_01690
OG0000382	Prbh.g_00702	Syap.g_02548
OG0000383	Prbh.g_00700	Syap.g_02359
OG0000384	Prbh.g_00699	Syap.g_02360
OG0000385	Prbh.g_00698	Syap.g_02361
OG0000386	Prbh.g_00697	Syap.g_02362
OG0000387	Prbh.g_00684	Syap.g_01864
OG0000391	Prbh.g_00665	Syap.g_02234
OG0000392	Prbh.g_00661	Syap.g_02225
OG0000393	Prbh.g_00658	Syap.g_02222
OG0000394	Prbh.g_00657	Syap.g_02221
OG0000395	Prbh.g_00656	Syap.g_02220
OG0000396	Prbh.g_00654	Syap.g_02217
OG0000397	Prbh.g_00652	Syap.g_02215
OG0000398	Prbh.g_00649	Syap.g_02211
OG0000399	Prbh.g_00648	Syap.g_02210
OG0000400	Prbh.g_00647	Syap.g_02209
OG0000401	Prbh.g_00646	Syap.g_02208
OG0000402	Prbh.g_01144	Syap.g_02206
OG0000403	Prbh.g_00644	Syap.g_02205
OG0000404	Prbh.g_00643	Syap.g_02204, Syap.g_02618
OG0000405	Prbh.g_00639	Syap.g_02191
OG0000406	Prbh.g_00635	Syap.g_02186
OG0000407	Prbh.g_00634	Syap.g_02185
OG0000408	Prbh.g_00632	Syap.g_02181, Syap.g_02182
OG0000409	Prbh.g_00630	Syap.g_02179
OG0000410	Prbh.g_00629	Syap.g_02178
OG0000411	Prbh.g_00628	Syap.g_02177
OG0000412	Prbh.g_00627	Syap.g_02176
OG0000413	Prbh.g_00626	Syap.g_02174
OG0000414	Prbh.g_00625	Syap.g_02173
OG0000415	Prbh.g_00624	Syap.g_02172
OG0000416	Prbh.g_00623	Syap.g_02171
OG0000417	Prbh.g_00622	Syap.g_02169
OG0000418	Prbh.g_00617	Syap.g_01204
OG0000419	Prbh.g_00615	Syap.g_01201
OG0000420	Prbh.g_00614	Syap.g_01199
OG0000421	Prbh.g_00610	Syap.g_01195
OG0000422	Prbh.g_00609	Syap.g_01194
OG0000423	Prbh.g_00608	Syap.g_01193
OG0000424	Prbh.g_00607	Syap.g_01192
OG0000425	Prbh.g_00606	Syap.g_01191
OG0000426	Prbh.g_00605	Syap.g_01190
OG0000427	Prbh.g_00604	Syap.g_01189
OG0000428	Prbh.g_00602	Syap.g_01186
OG0000429	Prbh.g_00601	Syap.g_01184
OG0000430	Prbh.g_00600	Syap.g_01182
OG0000431	Prbh.g_00598	Syap.g_01179
OG0000432	Prbh.g_00594	Syap.g_02277
OG0000433	Prbh.g_00593	Syap.g_02272
OG0000434	Prbh.g_00592	Syap.g_02271
OG0000435	Prbh.g_00591	Syap.g_02268
OG0000436	Prbh.g_00586	Syap.g_01607
OG0000437	Prbh.g_00585	Syap.g_01608
OG0000438	Prbh.g_00584	Syap.g_01612
OG0000439	Prbh.g_00582	Syap.g_01614
OG0000440	Prbh.g_00581	Syap.g_01615
OG0000441	Prbh.g_00578	Syap.g_01619
OG0000442	Prbh.g_00577	Syap.g_01620
OG0000443	Prbh.g_00576	Syap.g_01622
OG0000444	Prbh.g_00571	Syap.g_01424
OG0000445	Prbh.g_00570	Syap.g_01421
OG0000446	Prbh.g_00569	Syap.g_01419
OG0000447	Prbh.g_00568	Syap.g_01410
OG0000448	Prbh.g_00567	Syap.g_01407
OG0000449	Prbh.g_00566	Syap.g_01406
OG0000450	Prbh.g_00565	Syap.g_01909
OG0000451	Prbh.g_00564	Syap.g_01908
OG0000452	Prbh.g_00561	Syap.g_01904
OG0000453	Prbh.g_00560	Syap.g_01903
OG0000454	Prbh.g_00559	Syap.g_01902
OG0000455	Prbh.g_00558	Syap.g_01901
OG0000456	Prbh.g_00557	Syap.g_01900
OG0000457	Prbh.g_00555	Syap.g_01896
OG0000458	Prbh.g_00554	Syap.g_01895
OG0000459	Prbh.g_00553	Syap.g_01894
OG0000460	Prbh.g_00545	Syap.g_01159
OG0000461	Prbh.g_00537	Syap.g_01575
OG0000462	Prbh.g_00535	Syap.g_01578
OG0000463	Prbh.g_00534	Syap.g_01579
OG0000464	Prbh.g_00533	Syap.g_01580
OG0000465	Prbh.g_00532	Syap.g_01582
OG0000466	Prbh.g_00529	Syap.g_01587
OG0000467	Prbh.g_00528	Syap.g_01588
OG0000468	Prbh.g_00525	Syap.g_01593
OG0000469	Prbh.g_00517	Syap.g_02352
OG0000470	Prbh.g_00515	Syap.g_02349
OG0000471	Prbh.g_00514	Syap.g_02348
OG0000472	Prbh.g_00513	Syap.g_02347
OG0000473	Prbh.g_00511	Syap.g_02343
OG0000474	Prbh.g_00510	Syap.g_02342
OG0000475	Prbh.g_00509	Syap.g_02341
OG0000476	Prbh.g_00507	Syap.g_02339
OG0000477	Prbh.g_00504	Syap.g_01367
OG0000478	Prbh.g_00503	Syap.g_01366
OG0000479	Prbh.g_00502	Syap.g_01364
OG0000480	Prbh.g_00497	Syap.g_01357
OG0000482	Prbh.g_00493	Syap.g_01355
OG0000483	Prbh.g_00490	Syap.g_01344
OG0000484	Prbh.g_00489	Syap.g_01350
OG0000485	Prbh.g_00487	Syap.g_01349
OG0000487	Prbh.g_00483	Syap.g_01635
OG0000488	Prbh.g_00480	Syap.g_01639
OG0000489	Prbh.g_00475	Syap.g_02482
OG0000490	Prbh.g_00471	Syap.g_01673
OG0000491	Prbh.g_00470	Syap.g_01670
OG0000492	Prbh.g_00468	Syap.g_01668
OG0000493	Prbh.g_00467	Syap.g_01667
OG0000494	Prbh.g_00466	Syap.g_01666
OG0000495	Prbh.g_00465	Syap.g_01665
OG0000496	Prbh.g_00464	Syap.g_01663
OG0000497	Prbh.g_00463	Syap.g_01662
OG0000498	Prbh.g_00462	Syap.g_01661
OG0000499	Prbh.g_00461	Syap.g_01660
OG0000500	Prbh.g_00460	Syap.g_01659
OG0000501	Prbh.g_00458	Syap.g_01656
OG0000502	Prbh.g_00455	Syap.g_02066
OG0000503	Prbh.g_00439	Syap.g_00569
OG0000504	Prbh.g_00437	Syap.g_00567
OG0000505	Prbh.g_00436	Syap.g_00566
OG0000506	Prbh.g_00435	Syap.g_00564
OG0000507	Prbh.g_00431	Syap.g_00558
OG0000508	Prbh.g_00427	Syap.g_00554
OG0000509	Prbh.g_00425	Syap.g_00551
OG0000510	Prbh.g_00424	Syap.g_00550
OG0000511	Prbh.g_00423	Syap.g_00548
OG0000512	Prbh.g_00421	Syap.g_02145
OG0000513	Prbh.g_00412	Syap.g_02048
OG0000514	Prbh.g_00401	Syap.g_02051
OG0000515	Prbh.g_00400	Syap.g_02052
OG0000516	Prbh.g_00399	Syap.g_02054
OG0000517	Prbh.g_00397	Syap.g_02057
OG0000519	Prbh.g_00385	Syap.g_00457
OG0000520	Prbh.g_00384	Syap.g_00456
OG0000521	Prbh.g_00374	Syap.g_01997
OG0000522	Prbh.g_00372	Syap.g_01995
OG0000523	Prbh.g_00371	Syap.g_02507
OG0000524	Prbh.g_00367	Syap.g_02135
OG0000525	Prbh.g_00363	Syap.g_02159
OG0000526	Prbh.g_00361	Syap.g_02157
OG0000527	Prbh.g_00358	Syap.g_02758
OG0000528	Prbh.g_00353	Syap.g_02261
OG0000529	Prbh.g_00350	Syap.g_02254
OG0000530	Prbh.g_00347	Syap.g_02252
OG0000531	Prbh.g_00346	Syap.g_02251
OG0000532	Prbh.g_00344	Syap.g_02247
OG0000533	Prbh.g_00343	Syap.g_02244
OG0000534	Prbh.g_00342	Syap.g_02243
OG0000535	Prbh.g_00341	Syap.g_02242
OG0000536	Prbh.g_00340	Syap.g_02241
OG0000537	Prbh.g_00339	Syap.g_02240
OG0000538	Prbh.g_00329	Syap.g_00271
OG0000539	Prbh.g_00328	Syap.g_00270
OG0000540	Prbh.g_00327	Syap.g_00269
OG0000541	Prbh.g_00326	Syap.g_00268
OG0000542	Prbh.g_00325	Syap.g_00264
OG0000543	Prbh.g_00323	Syap.g_00261
OG0000544	Prbh.g_00322	Syap.g_00260
OG0000545	Prbh.g_00320	Syap.g_00259
OG0000546	Prbh.g_00317	Syap.g_00256
OG0000547	Prbh.g_00315	Syap.g_00254
OG0000548	Prbh.g_00314	Syap.g_00253
OG0000549	Prbh.g_00311	Syap.g_00758
OG0000550	Prbh.g_00306	Syap.g_02747
OG0000551	Prbh.g_00303	Syap.g_02739
OG0000552	Prbh.g_00302	Syap.g_02738
OG0000553	Prbh.g_00301	Syap.g_02735
OG0000554	Prbh.g_00295	Syap.g_01450
OG0000555	Prbh.g_00288	Syap.g_01941
OG0000556	Prbh.g_00286	Syap.g_01933
OG0000557	Prbh.g_00285	Syap.g_01931
OG0000558	Prbh.g_00283	Syap.g_01147
OG0000560	Prbh.g_00276	Syap.g_00305
OG0000561	Prbh.g_00275	Syap.g_00304
OG0000562	Prbh.g_00274	Syap.g_00302
OG0000563	Prbh.g_00273	Syap.g_00301
OG0000564	Prbh.g_00272	Syap.g_00300
OG0000565	Prbh.g_00269	Syap.g_00296
OG0000566	Prbh.g_00265	Syap.g_00291
OG0000567	Prbh.g_00261	Syap.g_01297
OG0000568	Prbh.g_00260	Syap.g_01302
OG0000569	Prbh.g_00259	Syap.g_01303
OG0000570	Prbh.g_00258	Syap.g_01304
OG0000571	Prbh.g_00256	Syap.g_01307
OG0000573	Prbh.g_00238	Syap.g_00765
OG0000574	Prbh.g_00237	Syap.g_00759
OG0000575	Prbh.g_00233	Syap.g_00445
OG0000576	Prbh.g_00231	Syap.g_00450
OG0000577	Prbh.g_00230	Syap.g_00451
OG0000578	Prbh.g_00229	Syap.g_00452
OG0000579	Prbh.g_00228	Syap.g_00453
OG0000580	Prbh.g_00227	Syap.g_00454
OG0000581	Prbh.g_00224	Syap.g_01521
OG0000582	Prbh.g_00221	Syap.g_01533
OG0000583	Prbh.g_00220	Syap.g_01532
