Orthogroup	Prbh	Prbn
OG0000076	Prbh.g_01581	Prbn.g_00996
OG0000077	Prbh.g_00704	Prbn.g_01342
OG0000078	Prbh.g_00540	Prbn.g_00310
OG0000079	Prbh.g_00527	Prbn.g_00018
OG0000081	Prbh.g_00298	Prbn.g_00585
OG0000082	Prbh.g_01855	Prbn.g_01734
OG0000084	Prbh.g_00093	Prbn.g_00209
OG0000085	Prbh.g_01408	Prbn.g_01737, Prbn.g_00144
OG0000086	Prbh.g_00695	Prbn.g_01333
OG0000087	Prbh.g_00642	Prbn.g_01278
OG0000088	Prbh.g_00616	Prbn.g_01247
OG0000089	Prbh.g_00415	Prbn.g_00696
OG0000090	Prbh.g_00296	Prbn.g_00583
OG0000091	Prbh.g_01211	Prbn.g_00434
OG0000092	Prbh.g_00883	Prbn.g_01616
OG0000093	Prbh.g_01181	Prbn.g_00846
OG0000094	Prbh.g_01130	Prbn.g_01369
OG0000095	Prbh.g_01031	Prbn.g_01471
OG0000096	Prbh.g_01909, Prbh.g_01948	Prbn.g_01049
OG0000097	Prbh.g_01236	Prbn.g_00408
OG0000098	Prbh.g_01935	Prbn.g_01216
OG0000099	Prbh.g_00032	Prbn.g_00173
OG0000100	Prbh.g_00179	Prbn.g_00903
OG0000101	Prbh.g_01644	Prbn.g_01881
OG0000102	Prbh.g_01576	Prbn.g_00991
OG0000103	Prbh.g_01489	Prbn.g_00907
OG0000104	Prbh.g_01480	Prbn.g_00296
OG0000105	Prbh.g_00505	Prbn.g_00041
OG0000106	Prbh.g_00821	Prbn.g_00829
OG0000107	Prbh.g_01718	Prbn.g_01810
OG0000108	Prbh.g_00351	Prbn.g_00634
OG0000109	Prbh.g_00337	Prbn.g_00620
OG0000110	Prbh.g_00254	Prbn.g_00541
OG0000111	Prbh.g_00937	Prbn.g_01561
OG0000112	Prbh.g_01078	Prbn.g_00468
OG0000113	Prbh.g_00976	Prbn.g_01523
OG0000114	Prbh.g_00878	Prbn.g_01621
OG0000115	Prbh.g_01344	Prbn.g_01120
OG0000116	Prbh.g_01294	Prbn.g_01178
OG0000117	Prbh.g_01255	Prbn.g_00389
OG0000118	Prbh.g_01385	Prbn.g_01071
OG0000119	Prbh.g_01333	Prbn.g_01135
OG0000119	Prbh.g_00194	Prbn.g_00885
OG0000120	Prbh.g_00031	Prbn.g_00170
OG0000121	Prbh.g_00101	Prbn.g_00214
OG0000122	Prbh.g_01347	Prbn.g_01113
OG0000122	Prbh.g_00143	Prbn.g_00255
OG0000123	Prbh.g_01637	Prbn.g_01888
OG0000124	Prbh.g_01564	Prbn.g_00979
OG0000125	Prbh.g_01528	Prbn.g_00944
OG0000126	Prbh.g_01481	Prbn.g_00295
OG0000128	Prbh.g_01953	Prbn.g_00002, Prbn.g_00003
OG0000129	Prbh.g_00738	Prbn.g_00737
OG0000130	Prbh.g_00713	Prbn.g_00708
OG0000131	Prbh.g_00637	Prbn.g_01269
OG0000132	Prbh.g_00618	Prbn.g_01249
OG0000133	Prbh.g_00457	Prbn.g_00088
OG0000134	Prbh.g_00413	Prbn.g_00694
OG0000135	Prbh.g_01825	Prbn.g_01102
OG0000136	Prbh.g_00391	Prbn.g_00672
OG0000137	Prbh.g_00356	Prbn.g_00639
OG0000138	Prbh.g_00336	Prbn.g_00619
OG0000139	Prbh.g_00292	Prbn.g_00579
OG0000140	Prbh.g_00291	Prbn.g_00578
OG0000141	Prbh.g_00222	Prbn.g_00507
OG0000142	Prbh.g_01218	Prbn.g_00426
OG0000143	Prbh.g_01215	Prbn.g_00430
OG0000144	Prbh.g_01201	Prbn.g_00444
OG0000145	Prbh.g_01880	Prbn.g_01100
OG0000146	Prbh.g_01077	Prbn.g_00469
OG0000147	Prbh.g_01076	Prbn.g_00470
OG0000148	Prbh.g_00970	Prbn.g_01529
OG0000149	Prbh.g_01002	Prbn.g_01497
OG0000150	Prbh.g_01012	Prbn.g_01487
OG0000151	Prbh.g_00888	Prbn.g_01611
OG0000152	Prbh.g_01086	Prbn.g_01418
OG0000153	Prbh.g_01104	Prbn.g_01399
OG0000154	Prbh.g_01121	Prbn.g_01379
OG0000155	Prbh.g_01261	Prbn.g_01210
OG0000156	Prbh.g_01362	Prbn.g_01095
OG0000157	Prbh.g_01363	Prbn.g_01094
OG0000158	Prbh.g_01599	Prbn.g_01014
OG0000159	Prbh.g_00039, Prbh.g_00722	Prbn.g_00717
OG0000160	Prbh.g_00100	Prbn.g_00213
OG0000161	Prbh.g_01288, Prbh.g_00106	Prbn.g_00219
OG0000162	Prbh.g_00112	Prbn.g_00225
OG0000163	Prbh.g_00151	Prbn.g_00264
OG0000164	Prbh.g_01758	Prbn.g_01770
OG0000165	Prbh.g_01750	Prbn.g_01777
OG0000166	Prbh.g_01681	Prbn.g_01844
OG0000167	Prbh.g_01609	Prbn.g_01915
OG0000168	Prbh.g_01598	Prbn.g_01013
OG0000169	Prbh.g_01588	Prbn.g_01003
OG0000170	Prbh.g_01585	Prbn.g_01000
OG0000171	Prbh.g_01565	Prbn.g_00980
OG0000172	Prbh.g_01558	Prbn.g_00973
OG0000173	Prbh.g_01543	Prbn.g_00958
OG0000174	Prbh.g_01512	Prbn.g_00929
OG0000175	Prbh.g_01500	Prbn.g_00916
OG0000176	Prbh.g_01472	Prbn.g_00010
OG0000177	Prbh.g_01471	Prbn.g_00009
OG0000178	Prbh.g_01470	Prbn.g_00008
OG0000179	Prbh.g_00764	Prbn.g_00766
OG0000180	Prbh.g_00763	Prbn.g_00765
OG0000181	Prbh.g_00762	Prbn.g_00764
OG0000182	Prbh.g_00761	Prbn.g_00763
OG0000183	Prbh.g_00757	Prbn.g_00759
OG0000184	Prbh.g_00734	Prbn.g_00733
OG0000185	Prbh.g_00731	Prbn.g_00730
OG0000186	Prbh.g_00719	Prbn.g_00714
OG0000187	Prbh.g_00718	Prbn.g_00713
OG0000188	Prbh.g_00701	Prbn.g_01339
OG0000189	Prbh.g_00687	Prbn.g_01325
OG0000190	Prbh.g_00686	Prbn.g_01323
OG0000191	Prbh.g_00664	Prbn.g_01300
OG0000192	Prbh.g_00659	Prbn.g_01295
OG0000193	Prbh.g_00636	Prbn.g_01268
OG0000194	Prbh.g_00633	Prbn.g_01265
OG0000195	Prbh.g_00631	Prbn.g_01263
OG0000196	Prbh.g_00621	Prbn.g_01252
OG0000197	Prbh.g_00620	Prbn.g_01251
OG0000198	Prbh.g_00619	Prbn.g_01250
OG0000199	Prbh.g_00612	Prbn.g_01243, Prbn.g_00384
OG0000200	Prbh.g_00599	Prbn.g_00370
OG0000201	Prbh.g_00590	Prbn.g_00361
OG0000202	Prbh.g_00589	Prbn.g_00360
OG0000203	Prbh.g_00588	Prbn.g_00359
OG0000204	Prbh.g_00587	Prbn.g_00358
OG0000205	Prbh.g_00580	Prbn.g_00351
OG0000206	Prbh.g_00575	Prbn.g_00346
OG0000207	Prbh.g_00573	Prbn.g_00343
OG0000208	Prbh.g_00572	Prbn.g_00342
OG0000209	Prbh.g_00563	Prbn.g_00333
OG0000210	Prbh.g_00562	Prbn.g_00332
OG0000211	Prbh.g_00547	Prbn.g_00317
OG0000212	Prbh.g_00539	Prbn.g_00309
OG0000213	Prbh.g_00521	Prbn.g_00024
OG0000214	Prbh.g_00512	Prbn.g_00034
OG0000215	Prbh.g_00485	Prbn.g_00061
OG0000216	Prbh.g_00484	Prbn.g_00062
OG0000217	Prbh.g_00481	Prbn.g_00065
OG0000218	Prbh.g_00479	Prbn.g_00067
OG0000219	Prbh.g_00478	Prbn.g_00068
OG0000220	Prbh.g_00477	Prbn.g_00069
OG0000221	Prbh.g_00476	Prbn.g_00070
OG0000222	Prbh.g_00469	Prbn.g_00077
OG0000223	Prbh.g_00456	Prbn.g_00089
OG0000224	Prbh.g_00454	Prbn.g_00091
OG0000225	Prbh.g_00426	Prbn.g_00117
OG0000226	Prbh.g_00422	Prbn.g_00121
OG0000227	Prbh.g_00420	Prbn.g_00123
OG0000228	Prbh.g_00416	Prbn.g_00697
OG0000229	Prbh.g_00396	Prbn.g_00677
OG0000230	Prbh.g_00394	Prbn.g_00675
OG0000231	Prbh.g_00383	Prbn.g_00664
OG0000232	Prbh.g_00370	Prbn.g_00653
OG0000233	Prbh.g_00365	Prbn.g_00647
OG0000234	Prbh.g_00355	Prbn.g_00638
OG0000235	Prbh.g_00352	Prbn.g_00635
OG0000236	Prbh.g_00338	Prbn.g_00621
OG0000237	Prbh.g_00324	Prbn.g_00608
OG0000238	Prbh.g_00318	Prbn.g_00602
OG0000239	Prbh.g_00305	Prbn.g_00591
OG0000240	Prbh.g_00304	Prbn.g_00590
OG0000241	Prbh.g_00299	Prbn.g_00586
OG0000242	Prbh.g_00297	Prbn.g_00584
OG0000243	Prbh.g_00287	Prbn.g_00573
OG0000244	Prbh.g_00284	Prbn.g_00570
OG0000245	Prbh.g_00282	Prbn.g_00568
OG0000246	Prbh.g_00278	Prbn.g_00564
OG0000247	Prbh.g_00267	Prbn.g_00554
OG0000248	Prbh.g_00264	Prbn.g_00551
OG0000249	Prbh.g_00262	Prbn.g_00549
OG0000250	Prbh.g_00257	Prbn.g_00544
OG0000251	Prbh.g_00239	Prbn.g_00524
OG0000252	Prbh.g_00236	Prbn.g_00521
OG0000253	Prbh.g_00235	Prbn.g_00520
OG0000254	Prbh.g_00218	Prbn.g_00503
OG0000255	Prbh.g_00212	Prbn.g_00497
OG0000256	Prbh.g_01455	Prbn.g_00487
OG0000257	Prbh.g_01223	Prbn.g_00421
OG0000258	Prbh.g_01210	Prbn.g_00435
OG0000259	Prbh.g_01193	Prbn.g_00835
OG0000260	Prbh.g_01190	Prbn.g_00838
OG0000261	Prbh.g_01187	Prbn.g_00841
OG0000262	Prbh.g_01182	Prbn.g_00845
OG0000263	Prbh.g_00915	Prbn.g_01583
OG0000264	Prbh.g_00926	Prbn.g_01572
OG0000265	Prbh.g_00945	Prbn.g_01554
OG0000266	Prbh.g_01163	Prbn.g_00864
OG0000267	Prbh.g_01150	Prbn.g_01350
OG0000268	Prbh.g_01149	Prbn.g_01351
OG0000269	Prbh.g_00948	Prbn.g_01551
OG0000270	Prbh.g_00951	Prbn.g_01548
OG0000271	Prbh.g_00959	Prbn.g_01540
OG0000272	Prbh.g_00960	Prbn.g_01539
OG0000273	Prbh.g_00983	Prbn.g_01515
OG0000274	Prbh.g_00984	Prbn.g_01514
OG0000275	Prbh.g_00987	Prbn.g_01511
OG0000276	Prbh.g_00993	Prbn.g_01505
OG0000277	Prbh.g_00994	Prbn.g_01504
OG0000278	Prbh.g_00997	Prbn.g_01501
OG0000279	Prbh.g_01005	Prbn.g_01494
OG0000280	Prbh.g_01006	Prbn.g_01493
OG0000281	Prbh.g_01013	Prbn.g_01486
OG0000282	Prbh.g_00880	Prbn.g_01619
OG0000283	Prbh.g_01059	Prbn.g_01442
OG0000284	Prbh.g_01064	Prbn.g_01437
OG0000285	Prbh.g_01069	Prbn.g_01432
OG0000286	Prbh.g_01085	Prbn.g_01419
OG0000287	Prbh.g_01342	Prbn.g_01123
OG0000288	Prbh.g_01120	Prbn.g_01380
OG0000289	Prbh.g_01135	Prbn.g_01364
OG0000290	Prbh.g_01034	Prbn.g_01468
OG0000291	Prbh.g_01032	Prbn.g_01470
OG0000292	Prbh.g_01328	Prbn.g_01144
OG0000293	Prbh.g_01293	Prbn.g_01179
OG0000294	Prbh.g_01292	Prbn.g_01180
OG0000295	Prbh.g_01268	Prbn.g_01203
OG0000296	Prbh.g_01266	Prbn.g_01205
OG0000297	Prbh.g_01257	Prbn.g_00387
OG0000298	Prbh.g_01256	Prbn.g_00388
OG0000299	Prbh.g_01237	Prbn.g_00407
OG0000300	Prbh.g_01234	Prbn.g_00410
OG0000301	Prbh.g_01233	Prbn.g_00411
OG0000302	Prbh.g_01231	Prbn.g_00413
OG0000303	Prbh.g_01225	Prbn.g_00419
OG0000304	Prbh.g_01450	Prbn.g_00482
OG0000305	Prbh.g_01326	Prbn.g_01146
OG0000306	Prbh.g_01017	Prbn.g_01482
OG0000307	Prbh.g_00019	Prbn.g_00159
OG0000308	Prbh.g_00020	Prbn.g_00160
OG0000309	Prbh.g_00024	Prbn.g_00164
OG0000310	Prbh.g_00082	Prbn.g_00198
OG0000311	Prbh.g_00084	Prbn.g_00200
OG0000312	Prbh.g_00087	Prbn.g_00203
OG0000313	Prbh.g_00103	Prbn.g_00216
OG0000314	Prbh.g_00126	Prbn.g_00239
OG0000315	Prbh.g_00136	Prbn.g_00249
OG0000316	Prbh.g_00162	Prbn.g_00274
OG0000317	Prbh.g_01785	Prbn.g_01742
OG0000318	Prbh.g_01781	Prbn.g_01746
OG0000319	Prbh.g_01768	Prbn.g_01759
OG0000320	Prbh.g_01766	Prbn.g_01761
OG0000321	Prbh.g_01765	Prbn.g_01762
OG0000322	Prbh.g_01764	Prbn.g_01763
OG0000323	Prbh.g_01755	Prbn.g_01773
OG0000324	Prbh.g_01727	Prbn.g_01800
OG0000325	Prbh.g_01717	Prbn.g_01811
OG0000326	Prbh.g_01710	Prbn.g_01818
OG0000327	Prbh.g_01686	Prbn.g_01839
OG0000328	Prbh.g_01685	Prbn.g_01840
OG0000329	Prbh.g_01668	Prbn.g_01857
OG0000330	Prbh.g_01667	Prbn.g_01858
OG0000331	Prbh.g_01666	Prbn.g_01859
OG0000332	Prbh.g_01652	Prbn.g_01873
OG0000333	Prbh.g_01650	Prbn.g_01875
OG0000334	Prbh.g_01641	Prbn.g_01884
OG0000335	Prbh.g_01636	Prbn.g_01889
OG0000336	Prbh.g_01632	Prbn.g_01893
OG0000337	Prbh.g_01613	Prbn.g_01911
OG0000338	Prbh.g_01612	Prbn.g_01912
OG0000339	Prbh.g_01606	Prbn.g_01918
OG0000340	Prbh.g_01597	Prbn.g_01012
OG0000341	Prbh.g_01595	Prbn.g_01010
OG0000342	Prbh.g_01594	Prbn.g_01009
OG0000343	Prbh.g_01593	Prbn.g_01008
OG0000344	Prbh.g_01590	Prbn.g_01005
OG0000345	Prbh.g_01584	Prbn.g_00999
OG0000346	Prbh.g_01580	Prbn.g_00995
OG0000347	Prbh.g_01563	Prbn.g_00978
OG0000348	Prbh.g_01555	Prbn.g_00970
OG0000349	Prbh.g_01537	Prbn.g_00953
OG0000350	Prbh.g_01516	Prbn.g_00798
OG0000351	Prbh.g_01497	Prbn.g_00913
OG0000352	Prbh.g_01496	Prbn.g_00912
OG0000353	Prbh.g_01477	Prbn.g_00299
OG0000355	Prbh.g_01475	Prbn.g_00301
OG0000356	Prbh.g_01474	Prbn.g_00302
OG0000357	Prbh.g_01473	Prbn.g_00011
OG0000358	Prbh.g_01469	Prbn.g_00007
OG0000359	Prbh.g_01468	Prbn.g_00006
OG0000360	Prbh.g_01467	Prbn.g_00005
OG0000361	Prbh.g_01466	Prbn.g_00004
OG0000362	Prbh.g_01952	Prbn.g_00001
OG0000363	Prbh.g_00766	Prbn.g_00768
OG0000364	Prbh.g_00765	Prbn.g_00767
OG0000365	Prbh.g_00760	Prbn.g_00762
OG0000366	Prbh.g_00759	Prbn.g_00761
OG0000367	Prbh.g_00758	Prbn.g_00760
OG0000368	Prbh.g_00756	Prbn.g_00758
OG0000369	Prbh.g_00755	Prbn.g_00757
OG0000370	Prbh.g_00754	Prbn.g_00756
OG0000371	Prbh.g_00748	Prbn.g_00749
OG0000372	Prbh.g_00746	Prbn.g_00746
OG0000373	Prbh.g_00745	Prbn.g_00745
OG0000374	Prbh.g_00744	Prbn.g_00744
OG0000375	Prbh.g_00743	Prbn.g_00742
OG0000376	Prbh.g_00741	Prbn.g_00740
OG0000377	Prbh.g_00737	Prbn.g_00736
OG0000378	Prbh.g_00733	Prbn.g_00732
OG0000379	Prbh.g_00730	Prbn.g_00729
OG0000380	Prbh.g_00717	Prbn.g_00712
OG0000381	Prbh.g_00712	Prbn.g_00707
OG0000382	Prbh.g_00702	Prbn.g_01340
OG0000383	Prbh.g_00700	Prbn.g_01338
OG0000384	Prbh.g_00699	Prbn.g_01337
OG0000385	Prbh.g_00698	Prbn.g_01336
OG0000386	Prbh.g_00697	Prbn.g_01335
OG0000387	Prbh.g_00684	Prbn.g_01321
OG0000388	Prbh.g_00680	Prbn.g_01317
OG0000389	Prbh.g_00677	Prbn.g_01314
OG0000390	Prbh.g_00668	Prbn.g_01304
OG0000391	Prbh.g_00665	Prbn.g_01301
OG0000392	Prbh.g_00661	Prbn.g_01297
OG0000393	Prbh.g_00658	Prbn.g_01294
OG0000394	Prbh.g_00657	Prbn.g_01293
OG0000395	Prbh.g_00656	Prbn.g_01292
OG0000396	Prbh.g_00654	Prbn.g_01290
OG0000397	Prbh.g_00652	Prbn.g_01288
OG0000398	Prbh.g_00649	Prbn.g_01285
OG0000399	Prbh.g_00648	Prbn.g_01284
OG0000400	Prbh.g_00647	Prbn.g_01283
OG0000401	Prbh.g_00646	Prbn.g_01282
OG0000402	Prbh.g_01144	Prbn.g_01356
OG0000403	Prbh.g_00644	Prbn.g_01280
OG0000404	Prbh.g_00643	Prbn.g_01279
OG0000405	Prbh.g_00639	Prbn.g_01275
OG0000406	Prbh.g_00635	Prbn.g_01267
OG0000407	Prbh.g_00634	Prbn.g_01266
OG0000408	Prbh.g_00632	Prbn.g_01264
OG0000409	Prbh.g_00630	Prbn.g_01262
OG0000410	Prbh.g_00629	Prbn.g_01261
OG0000411	Prbh.g_00628	Prbn.g_01260
OG0000412	Prbh.g_00627	Prbn.g_01259
OG0000413	Prbh.g_00626	Prbn.g_01257
OG0000414	Prbh.g_00625	Prbn.g_01256
OG0000415	Prbh.g_00624	Prbn.g_01255
OG0000416	Prbh.g_00623	Prbn.g_01254
OG0000417	Prbh.g_00622	Prbn.g_01253
OG0000418	Prbh.g_00617	Prbn.g_01248
OG0000419	Prbh.g_00615	Prbn.g_01246
OG0000420	Prbh.g_00614	Prbn.g_01245
OG0000421	Prbh.g_00610	Prbn.g_00381
OG0000422	Prbh.g_00609	Prbn.g_00380
OG0000423	Prbh.g_00608	Prbn.g_00379
OG0000424	Prbh.g_00607	Prbn.g_00378
OG0000425	Prbh.g_00606	Prbn.g_00377
OG0000426	Prbh.g_00605	Prbn.g_00376
OG0000427	Prbh.g_00604	Prbn.g_00375
OG0000428	Prbh.g_00602	Prbn.g_00373
OG0000429	Prbh.g_00601	Prbn.g_00372
OG0000430	Prbh.g_00600	Prbn.g_00371
OG0000431	Prbh.g_00598	Prbn.g_00369
OG0000432	Prbh.g_00594	Prbn.g_00365
OG0000433	Prbh.g_00593	Prbn.g_00364
OG0000434	Prbh.g_00592	Prbn.g_00363
OG0000435	Prbh.g_00591	Prbn.g_00362
OG0000436	Prbh.g_00586	Prbn.g_00357
OG0000437	Prbh.g_00585	Prbn.g_00356
OG0000438	Prbh.g_00584	Prbn.g_00355
OG0000439	Prbh.g_00582	Prbn.g_00353
OG0000440	Prbh.g_00581	Prbn.g_00352
OG0000441	Prbh.g_00578	Prbn.g_00349
OG0000442	Prbh.g_00577	Prbn.g_00348
OG0000443	Prbh.g_00576	Prbn.g_00347
OG0000444	Prbh.g_00571	Prbn.g_00341
OG0000445	Prbh.g_00570	Prbn.g_00340
OG0000446	Prbh.g_00569	Prbn.g_00339
OG0000447	Prbh.g_00568	Prbn.g_00338
OG0000448	Prbh.g_00567	Prbn.g_00337
OG0000449	Prbh.g_00566	Prbn.g_00336
OG0000450	Prbh.g_00565	Prbn.g_00335
OG0000451	Prbh.g_00564	Prbn.g_00334
OG0000452	Prbh.g_00561	Prbn.g_00331
OG0000453	Prbh.g_00560	Prbn.g_00330
OG0000454	Prbh.g_00559	Prbn.g_00329
OG0000455	Prbh.g_00558	Prbn.g_00328
OG0000456	Prbh.g_00557	Prbn.g_00327
OG0000457	Prbh.g_00555	Prbn.g_00325
OG0000458	Prbh.g_00554	Prbn.g_00324
OG0000459	Prbh.g_00553	Prbn.g_00323
OG0000460	Prbh.g_00545	Prbn.g_00315
OG0000461	Prbh.g_00537	Prbn.g_00307
OG0000462	Prbh.g_00535	Prbn.g_00305
OG0000463	Prbh.g_00534	Prbn.g_00304
OG0000464	Prbh.g_00533	Prbn.g_00012
OG0000465	Prbh.g_00532	Prbn.g_00013
OG0000466	Prbh.g_00529	Prbn.g_00016
OG0000467	Prbh.g_00528	Prbn.g_00017
OG0000468	Prbh.g_00525	Prbn.g_00020
OG0000469	Prbh.g_00517	Prbn.g_00028
OG0000470	Prbh.g_00515	Prbn.g_00030
OG0000471	Prbh.g_00514	Prbn.g_00031
OG0000472	Prbh.g_00513	Prbn.g_00033
OG0000473	Prbh.g_00511	Prbn.g_00035
OG0000474	Prbh.g_00510	Prbn.g_00036
OG0000475	Prbh.g_00509	Prbn.g_00037
OG0000476	Prbh.g_00507	Prbn.g_00039
OG0000477	Prbh.g_00504	Prbn.g_00042
OG0000478	Prbh.g_00503	Prbn.g_00043
OG0000479	Prbh.g_00502	Prbn.g_00044
OG0000480	Prbh.g_00497	Prbn.g_00049
OG0000481	Prbh.g_00494	Prbn.g_00052
OG0000482	Prbh.g_00493	Prbn.g_00053
OG0000483	Prbh.g_00490	Prbn.g_00056
OG0000484	Prbh.g_00489	Prbn.g_00057
OG0000485	Prbh.g_00487	Prbn.g_00059
OG0000486	Prbh.g_00486	Prbn.g_00060
OG0000487	Prbh.g_00483	Prbn.g_00063
OG0000488	Prbh.g_00480	Prbn.g_00066
OG0000489	Prbh.g_00475	Prbn.g_00071
OG0000490	Prbh.g_00471	Prbn.g_00075
OG0000491	Prbh.g_00470	Prbn.g_00076
OG0000492	Prbh.g_00468	Prbn.g_00078
OG0000493	Prbh.g_00467	Prbn.g_00079
OG0000494	Prbh.g_00466	Prbn.g_00080
OG0000495	Prbh.g_00465	Prbn.g_00081
OG0000496	Prbh.g_00464	Prbn.g_00082
OG0000497	Prbh.g_00463	Prbn.g_00083
OG0000498	Prbh.g_00462	Prbn.g_00084
OG0000499	Prbh.g_00461	Prbn.g_00085
OG0000500	Prbh.g_00460	Prbn.g_00086
OG0000501	Prbh.g_00458	Prbn.g_00087
OG0000502	Prbh.g_00455	Prbn.g_00090
OG0000503	Prbh.g_00439	Prbn.g_00105
OG0000504	Prbh.g_00437	Prbn.g_00107
OG0000505	Prbh.g_00436	Prbn.g_00108
OG0000506	Prbh.g_00435	Prbn.g_00109
OG0000507	Prbh.g_00431	Prbn.g_00112
OG0000508	Prbh.g_00427	Prbn.g_00116
OG0000509	Prbh.g_00425	Prbn.g_00118
OG0000510	Prbh.g_00424	Prbn.g_00119
OG0000511	Prbh.g_00423	Prbn.g_00120
OG0000512	Prbh.g_00421	Prbn.g_00122
OG0000513	Prbh.g_00412	Prbn.g_00693
OG0000514	Prbh.g_00401	Prbn.g_00682
OG0000515	Prbh.g_00400	Prbn.g_00681
