Orthogroup	Prbi	Prbn
OG0000031	Prbi.g_01467	Prbn.g_00171
OG0000033	Prbi.g_00193	Prbn.g_01244
OG0000034	Prbi.g_01401	Prbn.g_01073
OG0000037	Prbi.g_00116	Prbn.g_01310
OG0000038	Prbi.g_02057	Prbn.g_00946
OG0000039	Prbi.g_00689	Prbn.g_01577
OG0000041	Prbi.g_01833	Prbn.g_01793
OG0000042	Prbi.g_02001	Prbn.g_00988
OG0000043	Prbi.g_00918	Prbn.g_01168
OG0000045	Prbi.g_00395	Prbn.g_01145
OG0000048	Prbi.g_00398	Prbn.g_00038
OG0000052	Prbi.g_01478	Prbn.g_00190
OG0000053	Prbi.g_01611	Prbn.g_01690, Prbn.g_00233
OG0000054	Prbi.g_00608	Prbn.g_00508
OG0000055	Prbi.g_00828	Prbn.g_01140
OG0000057	Prbi.g_00702	Prbn.g_01562
OG0000058	Prbi.g_01461	Prbn.g_00172
OG0000059	Prbi.g_01873, Prbi.g_01717	Prbn.g_01833
OG0000061	Prbi.g_01207	Prbn.g_01189
OG0000062	Prbi.g_01482, Prbi.g_01668	Prbn.g_00897
OG0000063	Prbi.g_00033	Prbn.g_00130
OG0000065	Prbi.g_00114	Prbn.g_01312
OG0000066	Prbi.g_00542	Prbn.g_00577, Prbn.g_01657
OG0000067	Prbi.g_00847	Prbn.g_01546
OG0000068	Prbi.g_01439	Prbn.g_01240
OG0000069	Prbi.g_01702	Prbn.g_00659
OG0000070	Prbi.g_00451	Prbn.g_00663
OG0000071	Prbi.g_01391	Prbn.g_01084
OG0000072	Prbi.g_00195	Prbn.g_00383
OG0000073	Prbi.g_00502	Prbn.g_00614
OG0000074	Prbi.g_00685	Prbn.g_01582
OG0000075	Prbi.g_01970	Prbn.g_01917
OG0000076	Prbi.g_01994	Prbn.g_00996
OG0000077	Prbi.g_00085	Prbn.g_01342
OG0000078	Prbi.g_00263	Prbn.g_00310
OG0000079	Prbi.g_00276	Prbn.g_00018
OG0000081	Prbi.g_00534	Prbn.g_00585
OG0000082	Prbi.g_00587	Prbn.g_00530, Prbn.g_01734
OG0000084	Prbi.g_01585	Prbn.g_00209
OG0000085	Prbi.g_01780	Prbn.g_01737, Prbn.g_00144
OG0000086	Prbi.g_00095	Prbn.g_01333
OG0000087	Prbi.g_00147	Prbn.g_01278
OG0000088	Prbi.g_00190	Prbn.g_01247
OG0000089	Prbi.g_00380	Prbn.g_00696
OG0000090	Prbi.g_00536	Prbn.g_00583
OG0000091	Prbi.g_00645	Prbn.g_00434
OG0000092	Prbi.g_00956	Prbn.g_01616
OG0000093	Prbi.g_00977	Prbn.g_00846
OG0000094	Prbi.g_01067	Prbn.g_01369
OG0000095	Prbi.g_01086	Prbn.g_01471
OG0000096	Prbi.g_01156, Prbi.g_01352	Prbn.g_01049
OG0000097	Prbi.g_01248	Prbn.g_00408
OG0000098	Prbi.g_01421	Prbn.g_01216
OG0000099	Prbi.g_01462	Prbn.g_00173
OG0000100	Prbi.g_01664	Prbn.g_00903
OG0000101	Prbi.g_01938	Prbn.g_01881
OG0000102	Prbi.g_01999	Prbn.g_00991
OG0000103	Prbi.g_02091	Prbn.g_00907
OG0000104	Prbi.g_02099	Prbn.g_00296
OG0000105	Prbi.g_00298	Prbn.g_00041
OG0000106	Prbi.g_00394	Prbn.g_00829
OG0000107	Prbi.g_00409	Prbn.g_01810
OG0000108	Prbi.g_00483	Prbn.g_00634
OG0000109	Prbi.g_00497	Prbn.g_00620
OG0000110	Prbi.g_00577	Prbn.g_00541
OG0000111	Prbi.g_00703	Prbn.g_01561
OG0000112	Prbi.g_00811	Prbn.g_00468
OG0000113	Prbi.g_00869	Prbn.g_01523
OG0000114	Prbi.g_00951	Prbn.g_01621
OG0000115	Prbi.g_01148	Prbn.g_01120
OG0000116	Prbi.g_01197	Prbn.g_01178
OG0000117	Prbi.g_01330	Prbn.g_00389
OG0000118	Prbi.g_01403	Prbn.g_01071
OG0000119	Prbi.g_01435	Prbn.g_01135, Prbn.g_00885
OG0000120	Prbi.g_01460	Prbn.g_00170
OG0000121	Prbi.g_01593	Prbn.g_00214
OG0000122	Prbi.g_01630	Prbn.g_01113, Prbn.g_00255
OG0000123	Prbi.g_01945	Prbn.g_01888
OG0000124	Prbi.g_02010	Prbn.g_00979
OG0000125	Prbi.g_02059	Prbn.g_00944
OG0000126	Prbi.g_02098	Prbn.g_00295
OG0000128	Prbi.g_00011	Prbn.g_00002, Prbn.g_00003
OG0000129	Prbi.g_00053	Prbn.g_00737
OG0000130	Prbi.g_00076	Prbn.g_00708
OG0000131	Prbi.g_00169	Prbn.g_01269
OG0000132	Prbi.g_00188	Prbn.g_01249
OG0000133	Prbi.g_00346	Prbn.g_00088
OG0000134	Prbi.g_00381	Prbn.g_00694
OG0000135	Prbi.g_00407	Prbn.g_01102
OG0000136	Prbi.g_00442	Prbn.g_00672
OG0000137	Prbi.g_00478	Prbn.g_00639
OG0000138	Prbi.g_00498	Prbn.g_00619
OG0000139	Prbi.g_00540	Prbn.g_00579
OG0000140	Prbi.g_00541	Prbn.g_00578
OG0000141	Prbi.g_00609	Prbn.g_00507
OG0000142	Prbi.g_00638	Prbn.g_00426
OG0000143	Prbi.g_00642	Prbn.g_00430
OG0000144	Prbi.g_00655	Prbn.g_00444
OG0000145	Prbi.g_00807	Prbn.g_01100
OG0000146	Prbi.g_00812	Prbn.g_00469
OG0000147	Prbi.g_00813	Prbn.g_00470
OG0000148	Prbi.g_00863	Prbn.g_01529
OG0000149	Prbi.g_00894	Prbn.g_01497
OG0000150	Prbi.g_00902	Prbn.g_01487
OG0000151	Prbi.g_00961	Prbn.g_01611
OG0000152	Prbi.g_01009	Prbn.g_01418
OG0000153	Prbi.g_01028	Prbn.g_01399
OG0000154	Prbi.g_01060	Prbn.g_01379
OG0000155	Prbi.g_01227	Prbn.g_01210
OG0000156	Prbi.g_01380	Prbn.g_01095
OG0000157	Prbi.g_01381	Prbn.g_01094
OG0000158	Prbi.g_01489	Prbn.g_01014
OG0000159	Prbi.g_01490	Prbn.g_00717
OG0000160	Prbi.g_01592	Prbn.g_00213
OG0000161	Prbi.g_01598	Prbn.g_00219
OG0000162	Prbi.g_01604	Prbn.g_00225
OG0000163	Prbi.g_01637	Prbn.g_00264
OG0000164	Prbi.g_01811	Prbn.g_01770
OG0000165	Prbi.g_01818	Prbn.g_01777
OG0000166	Prbi.g_01902	Prbn.g_01844
OG0000167	Prbi.g_01968	Prbn.g_01915
OG0000168	Prbi.g_01978	Prbn.g_01013
OG0000169	Prbi.g_01988	Prbn.g_01003
OG0000170	Prbi.g_01990	Prbn.g_01000
OG0000171	Prbi.g_02009	Prbn.g_00980
OG0000172	Prbi.g_02030	Prbn.g_00973
OG0000173	Prbi.g_02045	Prbn.g_00958
OG0000174	Prbi.g_02073	Prbn.g_00929
OG0000175	Prbi.g_02083	Prbn.g_00916
OG0000176	Prbi.g_00004	Prbn.g_00010
OG0000177	Prbi.g_00005	Prbn.g_00009
OG0000178	Prbi.g_00006	Prbn.g_00008
OG0000179	Prbi.g_00016	Prbn.g_00766
OG0000180	Prbi.g_00017	Prbn.g_00765
OG0000181	Prbi.g_00018	Prbn.g_00764
OG0000182	Prbi.g_00019	Prbn.g_00763
OG0000183	Prbi.g_00023	Prbn.g_00759
OG0000184	Prbi.g_00057	Prbn.g_00733
OG0000185	Prbi.g_00060	Prbn.g_00730
OG0000186	Prbi.g_00071	Prbn.g_00714
OG0000187	Prbi.g_00072	Prbn.g_00713
OG0000188	Prbi.g_00089	Prbn.g_01339
OG0000189	Prbi.g_00103	Prbn.g_01325
OG0000190	Prbi.g_00104	Prbn.g_01323
OG0000191	Prbi.g_00125	Prbn.g_01300
OG0000192	Prbi.g_00129	Prbn.g_01295
OG0000193	Prbi.g_00170	Prbn.g_01268
OG0000194	Prbi.g_00173	Prbn.g_01265
OG0000195	Prbi.g_00175	Prbn.g_01263
OG0000196	Prbi.g_00185	Prbn.g_01252
OG0000197	Prbi.g_00186	Prbn.g_01251
OG0000198	Prbi.g_00187	Prbn.g_01250
OG0000199	Prbi.g_00194	Prbn.g_01243, Prbn.g_00384
OG0000200	Prbi.g_00208	Prbn.g_00370
OG0000201	Prbi.g_00216	Prbn.g_00361
OG0000202	Prbi.g_00217	Prbn.g_00360
OG0000203	Prbi.g_00218	Prbn.g_00359
OG0000204	Prbi.g_00219	Prbn.g_00358
OG0000205	Prbi.g_00226	Prbn.g_00351
OG0000206	Prbi.g_00231	Prbn.g_00346
OG0000207	Prbi.g_00233	Prbn.g_00343
OG0000208	Prbi.g_00234	Prbn.g_00342
OG0000209	Prbi.g_00243	Prbn.g_00333
OG0000210	Prbi.g_00244	Prbn.g_00332
OG0000211	Prbi.g_00257	Prbn.g_00317
OG0000212	Prbi.g_00264	Prbn.g_00309
OG0000213	Prbi.g_00281	Prbn.g_00024
OG0000214	Prbi.g_00291	Prbn.g_00034
OG0000215	Prbi.g_00316	Prbn.g_00061
OG0000216	Prbi.g_00318	Prbn.g_00062
OG0000217	Prbi.g_00321	Prbn.g_00065
OG0000218	Prbi.g_00323	Prbn.g_00067
OG0000219	Prbi.g_00324	Prbn.g_00068
OG0000220	Prbi.g_00325	Prbn.g_00069
OG0000221	Prbi.g_00326	Prbn.g_00070
OG0000222	Prbi.g_00334	Prbn.g_00077
OG0000223	Prbi.g_00347	Prbn.g_00089
OG0000224	Prbi.g_00349	Prbn.g_00091
OG0000225	Prbi.g_00370	Prbn.g_00117
OG0000226	Prbi.g_00374	Prbn.g_00121
OG0000227	Prbi.g_00376	Prbn.g_00123
OG0000228	Prbi.g_00379	Prbn.g_00697
OG0000229	Prbi.g_00437	Prbn.g_00677
OG0000230	Prbi.g_00439	Prbn.g_00675
OG0000231	Prbi.g_00450	Prbn.g_00664
OG0000232	Prbi.g_00459	Prbn.g_00653
OG0000233	Prbi.g_00465	Prbn.g_00647
OG0000234	Prbi.g_00479	Prbn.g_00638
OG0000235	Prbi.g_00482	Prbn.g_00635
OG0000236	Prbi.g_00496	Prbn.g_00621
OG0000237	Prbi.g_00509	Prbn.g_00608
OG0000238	Prbi.g_00515	Prbn.g_00602
OG0000239	Prbi.g_00528	Prbn.g_00591
OG0000240	Prbi.g_00529	Prbn.g_00590
OG0000241	Prbi.g_00533	Prbn.g_00586
OG0000242	Prbi.g_00535	Prbn.g_00584
OG0000243	Prbi.g_00546	Prbn.g_00573
OG0000244	Prbi.g_00549	Prbn.g_00570
OG0000245	Prbi.g_00551	Prbn.g_00568
OG0000246	Prbi.g_00555	Prbn.g_00564
OG0000247	Prbi.g_00565	Prbn.g_00554
OG0000248	Prbi.g_00567	Prbn.g_00551
OG0000249	Prbi.g_00569	Prbn.g_00549
OG0000250	Prbi.g_00574	Prbn.g_00544
OG0000251	Prbi.g_00593	Prbn.g_00524
OG0000252	Prbi.g_00596	Prbn.g_00521
OG0000253	Prbi.g_00597	Prbn.g_00520
OG0000254	Prbi.g_00613	Prbn.g_00503
OG0000255	Prbi.g_00619	Prbn.g_00497
OG0000256	Prbi.g_00629	Prbn.g_00487
OG0000257	Prbi.g_00632	Prbn.g_00421
OG0000258	Prbi.g_00646	Prbn.g_00435
OG0000259	Prbi.g_00663	Prbn.g_00835
OG0000260	Prbi.g_00666	Prbn.g_00838
OG0000261	Prbi.g_00668	Prbn.g_00841
OG0000262	Prbi.g_00672	Prbn.g_00845
OG0000263	Prbi.g_00684	Prbn.g_01583
OG0000264	Prbi.g_00694	Prbn.g_01572
OG0000265	Prbi.g_00745	Prbn.g_01554
OG0000266	Prbi.g_00755	Prbn.g_00864
OG0000267	Prbi.g_00766	Prbn.g_01350
OG0000268	Prbi.g_00767	Prbn.g_01351
OG0000269	Prbi.g_00842	Prbn.g_01551
OG0000270	Prbi.g_00845	Prbn.g_01548
OG0000271	Prbi.g_00853	Prbn.g_01540
OG0000272	Prbi.g_00854	Prbn.g_01539
OG0000273	Prbi.g_00877	Prbn.g_01515
OG0000274	Prbi.g_00878	Prbn.g_01514
OG0000275	Prbi.g_00881	Prbn.g_01511
OG0000276	Prbi.g_00886	Prbn.g_01505
OG0000277	Prbi.g_00887	Prbn.g_01504
OG0000278	Prbi.g_00890	Prbn.g_01501
OG0000279	Prbi.g_00897	Prbn.g_01494
OG0000280	Prbi.g_00898	Prbn.g_01493
OG0000281	Prbi.g_00903	Prbn.g_01486
OG0000282	Prbi.g_00953	Prbn.g_01619
OG0000283	Prbi.g_00986	Prbn.g_01442
OG0000284	Prbi.g_00991	Prbn.g_01437
OG0000285	Prbi.g_00996	Prbn.g_01432
OG0000286	Prbi.g_01008	Prbn.g_01419
OG0000287	Prbi.g_01025	Prbn.g_01123
OG0000288	Prbi.g_01059	Prbn.g_01380
OG0000289	Prbi.g_01070	Prbn.g_01364
OG0000290	Prbi.g_01083	Prbn.g_01468
OG0000291	Prbi.g_01085	Prbn.g_01470
OG0000292	Prbi.g_01136	Prbn.g_01144
OG0000293	Prbi.g_01198	Prbn.g_01179
OG0000294	Prbi.g_01199	Prbn.g_01180
OG0000295	Prbi.g_01219	Prbn.g_01203
OG0000296	Prbi.g_01221	Prbn.g_01205
OG0000297	Prbi.g_01229	Prbn.g_00387
OG0000298	Prbi.g_01230	Prbn.g_00388
OG0000299	Prbi.g_01247	Prbn.g_00407
OG0000300	Prbi.g_01250	Prbn.g_00410
OG0000301	Prbi.g_01251	Prbn.g_00411
OG0000302	Prbi.g_01253	Prbn.g_00413
OG0000303	Prbi.g_01260	Prbn.g_00419
OG0000304	Prbi.g_01264	Prbn.g_00482
OG0000305	Prbi.g_01431	Prbn.g_01146
OG0000306	Prbi.g_01434	Prbn.g_01482
OG0000307	Prbi.g_01448	Prbn.g_00159
OG0000308	Prbi.g_01449	Prbn.g_00160
OG0000309	Prbi.g_01453	Prbn.g_00164
OG0000310	Prbi.g_01574	Prbn.g_00198
OG0000311	Prbi.g_01576	Prbn.g_00200
OG0000312	Prbi.g_01579	Prbn.g_00203
OG0000313	Prbi.g_01595	Prbn.g_00216
OG0000314	Prbi.g_01617	Prbn.g_00239
OG0000315	Prbi.g_01627	Prbn.g_00249
OG0000316	Prbi.g_01647	Prbn.g_00274
OG0000317	Prbi.g_01785	Prbn.g_01742
OG0000318	Prbi.g_01788	Prbn.g_01746
OG0000319	Prbi.g_01801	Prbn.g_01759
OG0000320	Prbi.g_01803	Prbn.g_01761
OG0000321	Prbi.g_01804	Prbn.g_01762
OG0000322	Prbi.g_01805	Prbn.g_01763
OG0000323	Prbi.g_01814	Prbn.g_01773
OG0000324	Prbi.g_01840	Prbn.g_01800
OG0000325	Prbi.g_01849	Prbn.g_01811
OG0000326	Prbi.g_01855	Prbn.g_01818
OG0000327	Prbi.g_01897	Prbn.g_01839
OG0000328	Prbi.g_01898	Prbn.g_01840
OG0000329	Prbi.g_01915	Prbn.g_01857
OG0000330	Prbi.g_01916	Prbn.g_01858
OG0000331	Prbi.g_01917	Prbn.g_01859
OG0000332	Prbi.g_01931	Prbn.g_01873
OG0000333	Prbi.g_01933	Prbn.g_01875
OG0000334	Prbi.g_01941	Prbn.g_01884
OG0000335	Prbi.g_01946	Prbn.g_01889
OG0000336	Prbi.g_01950	Prbn.g_01893
OG0000337	Prbi.g_01966	Prbn.g_01911
OG0000338	Prbi.g_01967	Prbn.g_01912
OG0000339	Prbi.g_01971	Prbn.g_01918
OG0000340	Prbi.g_01979	Prbn.g_01012
OG0000341	Prbi.g_01981	Prbn.g_01010
OG0000342	Prbi.g_01982	Prbn.g_01009
OG0000343	Prbi.g_01983	Prbn.g_01008
OG0000344	Prbi.g_01986	Prbn.g_01005
OG0000345	Prbi.g_01991	Prbn.g_00999
OG0000346	Prbi.g_01995	Prbn.g_00995
OG0000347	Prbi.g_02011	Prbn.g_00978
OG0000348	Prbi.g_02033	Prbn.g_00970
OG0000349	Prbi.g_02050	Prbn.g_00953
OG0000350	Prbi.g_02069	Prbn.g_00798
OG0000351	Prbi.g_02086	Prbn.g_00913
OG0000352	Prbi.g_02087	Prbn.g_00912
OG0000353	Prbi.g_02102	Prbn.g_00299
OG0000355	Prbi.g_00001	Prbn.g_00301
OG0000356	Prbi.g_00002	Prbn.g_00302
OG0000357	Prbi.g_00003	Prbn.g_00011
OG0000358	Prbi.g_00007	Prbn.g_00007
OG0000359	Prbi.g_00008	Prbn.g_00006
OG0000360	Prbi.g_00009	Prbn.g_00005
OG0000361	Prbi.g_00010	Prbn.g_00004
OG0000362	Prbi.g_00012	Prbn.g_00001
OG0000363	Prbi.g_00014	Prbn.g_00768
OG0000364	Prbi.g_00015	Prbn.g_00767
OG0000365	Prbi.g_00020	Prbn.g_00762
OG0000366	Prbi.g_00021	Prbn.g_00761
OG0000367	Prbi.g_00022	Prbn.g_00760
OG0000368	Prbi.g_00024	Prbn.g_00758
OG0000369	Prbi.g_00025	Prbn.g_00757
OG0000370	Prbi.g_00026	Prbn.g_00756
OG0000371	Prbi.g_00032	Prbn.g_00749
OG0000372	Prbi.g_00035	Prbn.g_00746
OG0000373	Prbi.g_00036	Prbn.g_00745
OG0000374	Prbi.g_00037	Prbn.g_00744
OG0000375	Prbi.g_00049	Prbn.g_00742
OG0000376	Prbi.g_00051	Prbn.g_00740
OG0000377	Prbi.g_00056	Prbn.g_00736
OG0000378	Prbi.g_00058	Prbn.g_00732
OG0000379	Prbi.g_00061	Prbn.g_00729
OG0000380	Prbi.g_00073	Prbn.g_00712
OG0000381	Prbi.g_00077	Prbn.g_00707
OG0000382	Prbi.g_00088	Prbn.g_01340
OG0000383	Prbi.g_00090	Prbn.g_01338
OG0000384	Prbi.g_00091	Prbn.g_01337
OG0000385	Prbi.g_00092	Prbn.g_01336
OG0000386	Prbi.g_00093	Prbn.g_01335
OG0000387	Prbi.g_00106	Prbn.g_01321
OG0000388	Prbi.g_00109	Prbn.g_01317
OG0000389	Prbi.g_00113	Prbn.g_01314
OG0000390	Prbi.g_00120	Prbn.g_01304
OG0000391	Prbi.g_00124	Prbn.g_01301
OG0000392	Prbi.g_00128	Prbn.g_01297
OG0000393	Prbi.g_00130	Prbn.g_01294
OG0000394	Prbi.g_00131	Prbn.g_01293
OG0000395	Prbi.g_00132	Prbn.g_01292
OG0000396	Prbi.g_00135	Prbn.g_01290
OG0000397	Prbi.g_00137	Prbn.g_01288
OG0000398	Prbi.g_00139	Prbn.g_01285
OG0000399	Prbi.g_00140	Prbn.g_01284
OG0000400	Prbi.g_00141	Prbn.g_01283
OG0000401	Prbi.g_00142	Prbn.g_01282
OG0000402	Prbi.g_00144	Prbn.g_01356
OG0000403	Prbi.g_00145	Prbn.g_01280
OG0000404	Prbi.g_00146	Prbn.g_01279
OG0000405	Prbi.g_00150	Prbn.g_01275
OG0000406	Prbi.g_00171	Prbn.g_01267
OG0000407	Prbi.g_00172	Prbn.g_01266
OG0000408	Prbi.g_00174	Prbn.g_01264
OG0000409	Prbi.g_00176	Prbn.g_01262
OG0000410	Prbi.g_00177	Prbn.g_01261
OG0000411	Prbi.g_00178	Prbn.g_01260
OG0000412	Prbi.g_00179	Prbn.g_01259
OG0000413	Prbi.g_00180	Prbn.g_01257
OG0000414	Prbi.g_00181	Prbn.g_01256
OG0000415	Prbi.g_00182	Prbn.g_01255
OG0000416	Prbi.g_00183	Prbn.g_01254
OG0000417	Prbi.g_00184	Prbn.g_01253
OG0000418	Prbi.g_00189	Prbn.g_01248
OG0000419	Prbi.g_00191	Prbn.g_01246
OG0000420	Prbi.g_00192	Prbn.g_01245
OG0000421	Prbi.g_00197	Prbn.g_00381
OG0000422	Prbi.g_00198	Prbn.g_00380
OG0000423	Prbi.g_00199	Prbn.g_00379
OG0000424	Prbi.g_00200	Prbn.g_00378
OG0000425	Prbi.g_00201	Prbn.g_00377
OG0000426	Prbi.g_00202	Prbn.g_00376
OG0000427	Prbi.g_00203	Prbn.g_00375
OG0000428	Prbi.g_00205	Prbn.g_00373
OG0000429	Prbi.g_00206	Prbn.g_00372
OG0000430	Prbi.g_00207	Prbn.g_00371
OG0000431	Prbi.g_00209	Prbn.g_00369
OG0000432	Prbi.g_00212	Prbn.g_00365
OG0000433	Prbi.g_00213	Prbn.g_00364
OG0000434	Prbi.g_00214	Prbn.g_00363
OG0000435	Prbi.g_00215	Prbn.g_00362
OG0000436	Prbi.g_00220	Prbn.g_00357
OG0000437	Prbi.g_00221	Prbn.g_00356
OG0000438	Prbi.g_00222	Prbn.g_00355
OG0000439	Prbi.g_00224	Prbn.g_00353
OG0000440	Prbi.g_00225	Prbn.g_00352
OG0000441	Prbi.g_00228	Prbn.g_00349
OG0000442	Prbi.g_00229	Prbn.g_00348
OG0000443	Prbi.g_00230	Prbn.g_00347
OG0000444	Prbi.g_00235	Prbn.g_00341
OG0000445	Prbi.g_00236	Prbn.g_00340
OG0000446	Prbi.g_00237	Prbn.g_00339
OG0000447	Prbi.g_00238	Prbn.g_00338
OG0000448	Prbi.g_00239	Prbn.g_00337
OG0000449	Prbi.g_00240	Prbn.g_00336
OG0000450	Prbi.g_00241	Prbn.g_00335
OG0000451	Prbi.g_00242	Prbn.g_00334
OG0000452	Prbi.g_00245	Prbn.g_00331
OG0000453	Prbi.g_00246	Prbn.g_00330
OG0000454	Prbi.g_00247	Prbn.g_00329
OG0000455	Prbi.g_00248	Prbn.g_00328
OG0000456	Prbi.g_00249	Prbn.g_00327
OG0000457	Prbi.g_00250	Prbn.g_00325
OG0000458	Prbi.g_00251	Prbn.g_00324
OG0000459	Prbi.g_00252	Prbn.g_00323
OG0000460	Prbi.g_00259	Prbn.g_00315
OG0000461	Prbi.g_00266	Prbn.g_00307
OG0000462	Prbi.g_00268	Prbn.g_00305
OG0000463	Prbi.g_00269	Prbn.g_00304
OG0000464	Prbi.g_00270	Prbn.g_00012
OG0000465	Prbi.g_00271	Prbn.g_00013
OG0000466	Prbi.g_00274	Prbn.g_00016
OG0000467	Prbi.g_00275	Prbn.g_00017
OG0000468	Prbi.g_00277	Prbn.g_00020
OG0000469	Prbi.g_00286	Prbn.g_00028
OG0000470	Prbi.g_00288	Prbn.g_00030
OG0000471	Prbi.g_00289	Prbn.g_00031
OG0000472	Prbi.g_00290	Prbn.g_00033
OG0000473	Prbi.g_00292	Prbn.g_00035
OG0000474	Prbi.g_00293	Prbn.g_00036
OG0000475	Prbi.g_00294	Prbn.g_00037
OG0000476	Prbi.g_00295	Prbn.g_00039
OG0000477	Prbi.g_00299	Prbn.g_00042
OG0000478	Prbi.g_00300	Prbn.g_00043
OG0000479	Prbi.g_00301	Prbn.g_00044
OG0000480	Prbi.g_00306	Prbn.g_00049
OG0000481	Prbi.g_00308	Prbn.g_00052
OG0000482	Prbi.g_00309	Prbn.g_00053
OG0000483	Prbi.g_00312	Prbn.g_00056
OG0000484	Prbi.g_00313	Prbn.g_00057
OG0000485	Prbi.g_00314	Prbn.g_00059
OG0000486	Prbi.g_00315	Prbn.g_00060
OG0000487	Prbi.g_00319	Prbn.g_00063
OG0000488	Prbi.g_00322	Prbn.g_00066
OG0000489	Prbi.g_00327	Prbn.g_00071
OG0000490	Prbi.g_00332	Prbn.g_00075
OG0000491	Prbi.g_00333	Prbn.g_00076
OG0000492	Prbi.g_00335	Prbn.g_00078
OG0000493	Prbi.g_00336	Prbn.g_00079
OG0000494	Prbi.g_00337	Prbn.g_00080
OG0000495	Prbi.g_00338	Prbn.g_00081
OG0000496	Prbi.g_00339	Prbn.g_00082
OG0000497	Prbi.g_00340	Prbn.g_00083
OG0000498	Prbi.g_00341	Prbn.g_00084
OG0000499	Prbi.g_00342	Prbn.g_00085
OG0000500	Prbi.g_00343	Prbn.g_00086
OG0000501	Prbi.g_00345	Prbn.g_00087
OG0000502	Prbi.g_00348	Prbn.g_00090
OG0000503	Prbi.g_00358	Prbn.g_00105
OG0000504	Prbi.g_00359	Prbn.g_00107
OG0000505	Prbi.g_00360	Prbn.g_00108
OG0000506	Prbi.g_00362	Prbn.g_00109
OG0000507	Prbi.g_00365	Prbn.g_00112
OG0000508	Prbi.g_00369	Prbn.g_00116
OG0000509	Prbi.g_00371	Prbn.g_00118
OG0000510	Prbi.g_00372	Prbn.g_00119
OG0000511	Prbi.g_00373	Prbn.g_00120
OG0000512	Prbi.g_00375	Prbn.g_00122
OG0000513	Prbi.g_00382	Prbn.g_00693
OG0000514	Prbi.g_00432	Prbn.g_00682
OG0000515	Prbi.g_00433	Prbn.g_00681
OG0000516	Prbi.g_00434	Prbn.g_00680
OG0000517	Prbi.g_00436	Prbn.g_00678
OG0000518	Prbi.g_00447	Prbn.g_00667
OG0000519	Prbi.g_00448	Prbn.g_00666
OG0000520	Prbi.g_00449	Prbn.g_00665
OG0000521	Prbi.g_00454	Prbn.g_00657
OG0000522	Prbi.g_00456	Prbn.g_00655
OG0000523	Prbi.g_00457	Prbn.g_00654
OG0000524	Prbi.g_00463	Prbn.g_00649
OG0000525	Prbi.g_00466	Prbn.g_00645
OG0000526	Prbi.g_00467	Prbn.g_00644
OG0000527	Prbi.g_00476	Prbn.g_00641
OG0000528	Prbi.g_00481	Prbn.g_00636
OG0000529	Prbi.g_00484	Prbn.g_00633
OG0000530	Prbi.g_00487	Prbn.g_00630
OG0000531	Prbi.g_00488	Prbn.g_00629
OG0000532	Prbi.g_00490	Prbn.g_00627
OG0000533	Prbi.g_00491	Prbn.g_00626
OG0000534	Prbi.g_00492	Prbn.g_00625
OG0000535	Prbi.g_00493	Prbn.g_00624
OG0000536	Prbi.g_00494	Prbn.g_00623
