Orthogroup	Prbi	Prbc
OG0000079	Prbi.g_00276	Prbc.g_01148
OG0000080	Prbi.g_00410, Prbi.g_01492	Prbc.g_00679
OG0000081	Prbi.g_00534	Prbc.g_01610
OG0000082	Prbi.g_00587	Prbc.g_00891
OG0000083	Prbi.g_00782, Prbi.g_00775	Prbc.g_02193, Prbc.g_01233
OG0000084	Prbi.g_01585	Prbc.g_00705
OG0000085	Prbi.g_01780	Prbc.g_00826
OG0000086	Prbi.g_00095	Prbc.g_00485
OG0000087	Prbi.g_00147	Prbc.g_00432
OG0000088	Prbi.g_00190	Prbc.g_00405
OG0000089	Prbi.g_00380	Prbc.g_01268
OG0000090	Prbi.g_00536	Prbc.g_01612
OG0000091	Prbi.g_00645	Prbc.g_01719
OG0000092	Prbi.g_00956	Prbc.g_01982
OG0000093	Prbi.g_00977	Prbc.g_01843
OG0000094	Prbi.g_01067	Prbc.g_01935
OG0000095	Prbi.g_01086	Prbc.g_02113
OG0000096	Prbi.g_01156, Prbi.g_01352	Prbc.g_01323
OG0000097	Prbi.g_01248	Prbc.g_01400
OG0000098	Prbi.g_01421	Prbc.g_00585
OG0000099	Prbi.g_01462	Prbc.g_01229
OG0000100	Prbi.g_01664	Prbc.g_00785
OG0000101	Prbi.g_01938	Prbc.g_00284
OG0000102	Prbi.g_01999	Prbc.g_00206
OG0000103	Prbi.g_02091	Prbc.g_01053
OG0000104	Prbi.g_02099	Prbc.g_01065
OG0000105	Prbi.g_00298	Prbc.g_01167
OG0000106	Prbi.g_00394	Prbc.g_00134, Prbc.g_00641
OG0000107	Prbi.g_00409	Prbc.g_00934
OG0000108	Prbi.g_00483	Prbc.g_01540
OG0000109	Prbi.g_00497	Prbc.g_01553
OG0000110	Prbi.g_00577	Prbc.g_01654
OG0000111	Prbi.g_00703	Prbc.g_01781
OG0000112	Prbi.g_00811	Prbc.g_02028
OG0000113	Prbi.g_00869	Prbc.g_01882, Prbc.g_00153
OG0000114	Prbi.g_00951	Prbc.g_01977
OG0000115	Prbi.g_01148	Prbc.g_00801
OG0000116	Prbi.g_01197	Prbc.g_01457
OG0000117	Prbi.g_01330	Prbc.g_00102
OG0000118	Prbi.g_01403	Prbc.g_00577
OG0000119	Prbi.g_01435	Prbc.g_00650
OG0000120	Prbi.g_01460	Prbc.g_01753
OG0000121	Prbi.g_01593	Prbc.g_00711
OG0000122	Prbi.g_01630	Prbc.g_00750
OG0000123	Prbi.g_01945	Prbc.g_00277
OG0000124	Prbi.g_02010	Prbc.g_00193
OG0000125	Prbi.g_02059	Prbc.g_00997
OG0000126	Prbi.g_02098	Prbc.g_01063
OG0000127	Prbi.g_01300, Prbi.g_01549	Prbc.g_00002, Prbc.g_00016
OG0000128	Prbi.g_00011	Prbc.g_01081
OG0000129	Prbi.g_00053	Prbc.g_01122
OG0000130	Prbi.g_00076	Prbc.g_00504
OG0000131	Prbi.g_00169	Prbc.g_00426
OG0000132	Prbi.g_00188	Prbc.g_00407
OG0000133	Prbi.g_00346	Prbc.g_01214
OG0000134	Prbi.g_00381	Prbc.g_01270
OG0000135	Prbi.g_00407	Prbc.g_02198, Prbc.g_02183
OG0000136	Prbi.g_00442	Prbc.g_01502
OG0000137	Prbi.g_00478	Prbc.g_01534
OG0000138	Prbi.g_00498	Prbc.g_01554
OG0000139	Prbi.g_00540	Prbc.g_01616
OG0000140	Prbi.g_00541	Prbc.g_01617
OG0000141	Prbi.g_00609	Prbc.g_01684
OG0000142	Prbi.g_00638	Prbc.g_01712
OG0000143	Prbi.g_00642	Prbc.g_01716
OG0000144	Prbi.g_00655	Prbc.g_01729
OG0000145	Prbi.g_00807	Prbc.g_02142
OG0000146	Prbi.g_00812	Prbc.g_02027
OG0000147	Prbi.g_00813	Prbc.g_02026
OG0000148	Prbi.g_00863	Prbc.g_01876
OG0000149	Prbi.g_00894	Prbc.g_01908
OG0000150	Prbi.g_00902	Prbc.g_01916
OG0000151	Prbi.g_00961	Prbc.g_01988
OG0000152	Prbi.g_01009	Prbc.g_02036
OG0000153	Prbi.g_01028	Prbc.g_02054
OG0000154	Prbi.g_01060	Prbc.g_02083
OG0000155	Prbi.g_01227	Prbc.g_01424
OG0000156	Prbi.g_01380	Prbc.g_00555
OG0000157	Prbi.g_01381	Prbc.g_00556
OG0000158	Prbi.g_01489	Prbc.g_00228
OG0000160	Prbi.g_01592	Prbc.g_00710
OG0000161	Prbi.g_01598	Prbc.g_00716
OG0000162	Prbi.g_01604	Prbc.g_00722
OG0000163	Prbi.g_01637	Prbc.g_00758
OG0000164	Prbi.g_01811	Prbc.g_00854
OG0000165	Prbi.g_01818	Prbc.g_00862
OG0000166	Prbi.g_01902	Prbc.g_00321
OG0000167	Prbi.g_01968	Prbc.g_00238
OG0000168	Prbi.g_01978	Prbc.g_00227
OG0000169	Prbi.g_01988	Prbc.g_00217
OG0000170	Prbi.g_01990	Prbc.g_00215
OG0000171	Prbi.g_02009	Prbc.g_00194
OG0000172	Prbi.g_02030	Prbc.g_00967
OG0000173	Prbi.g_02045	Prbc.g_00982
OG0000174	Prbi.g_02073	Prbc.g_01013
OG0000175	Prbi.g_02083	Prbc.g_01044
OG0000176	Prbi.g_00004	Prbc.g_01074
OG0000177	Prbi.g_00005	Prbc.g_01075
OG0000178	Prbi.g_00006	Prbc.g_01076
OG0000179	Prbi.g_00016	Prbc.g_01086
OG0000180	Prbi.g_00017	Prbc.g_01087
OG0000181	Prbi.g_00018	Prbc.g_01088
OG0000182	Prbi.g_00019	Prbc.g_01089
OG0000183	Prbi.g_00023	Prbc.g_01093
OG0000184	Prbi.g_00057	Prbc.g_01124
OG0000185	Prbi.g_00060	Prbc.g_01127
OG0000186	Prbi.g_00071	Prbc.g_00509
OG0000187	Prbi.g_00072	Prbc.g_00508
OG0000188	Prbi.g_00089	Prbc.g_00491
OG0000189	Prbi.g_00103	Prbc.g_00477
OG0000190	Prbi.g_00104	Prbc.g_00476
OG0000191	Prbi.g_00125	Prbc.g_00453
OG0000192	Prbi.g_00129	Prbc.g_00449
OG0000193	Prbi.g_00170	Prbc.g_00425
OG0000194	Prbi.g_00173	Prbc.g_00422
OG0000195	Prbi.g_00175	Prbc.g_00420
OG0000196	Prbi.g_00185	Prbc.g_00410
OG0000197	Prbi.g_00186	Prbc.g_00409
OG0000198	Prbi.g_00187	Prbc.g_00408
OG0000199	Prbi.g_00194	Prbc.g_00401
OG0000200	Prbi.g_00208	Prbc.g_00388
OG0000201	Prbi.g_00216	Prbc.g_00379
OG0000202	Prbi.g_00217	Prbc.g_00378
OG0000203	Prbi.g_00218	Prbc.g_00377
OG0000204	Prbi.g_00219	Prbc.g_00376
OG0000205	Prbi.g_00226	Prbc.g_00369
OG0000206	Prbi.g_00231	Prbc.g_00365
OG0000207	Prbi.g_00233	Prbc.g_00363
OG0000208	Prbi.g_00234	Prbc.g_00362
OG0000209	Prbi.g_00243	Prbc.g_00352
OG0000210	Prbi.g_00244	Prbc.g_00351
OG0000211	Prbi.g_00257	Prbc.g_00337
OG0000212	Prbi.g_00264	Prbc.g_00329
OG0000213	Prbi.g_00281	Prbc.g_01153
OG0000214	Prbi.g_00291	Prbc.g_01161
OG0000215	Prbi.g_00316	Prbc.g_01185
OG0000216	Prbi.g_00318	Prbc.g_01186
OG0000217	Prbi.g_00321	Prbc.g_01189
OG0000218	Prbi.g_00323	Prbc.g_01191
OG0000219	Prbi.g_00324	Prbc.g_01192
OG0000220	Prbi.g_00325	Prbc.g_01193
OG0000221	Prbi.g_00326	Prbc.g_01194
OG0000222	Prbi.g_00334	Prbc.g_01202
OG0000223	Prbi.g_00347	Prbc.g_01215
OG0000224	Prbi.g_00349	Prbc.g_01217
OG0000225	Prbi.g_00370	Prbc.g_01257
OG0000226	Prbi.g_00374	Prbc.g_01261
OG0000227	Prbi.g_00376	Prbc.g_01263
OG0000228	Prbi.g_00379	Prbc.g_01267
OG0000229	Prbi.g_00437	Prbc.g_01497
OG0000230	Prbi.g_00439	Prbc.g_01499
OG0000231	Prbi.g_00450	Prbc.g_01510
OG0000232	Prbi.g_00459	Prbc.g_01518
OG0000233	Prbi.g_00465	Prbc.g_01526
OG0000234	Prbi.g_00479	Prbc.g_01535
OG0000235	Prbi.g_00482	Prbc.g_01539
OG0000236	Prbi.g_00496	Prbc.g_01552
OG0000237	Prbi.g_00509	Prbc.g_01586
OG0000238	Prbi.g_00515	Prbc.g_01592
OG0000239	Prbi.g_00528	Prbc.g_01604
OG0000240	Prbi.g_00529	Prbc.g_01605
OG0000241	Prbi.g_00533	Prbc.g_01609
OG0000242	Prbi.g_00535	Prbc.g_01611
OG0000243	Prbi.g_00546	Prbc.g_01622
OG0000244	Prbi.g_00549	Prbc.g_01626
OG0000245	Prbi.g_00551	Prbc.g_01628
OG0000246	Prbi.g_00555	Prbc.g_01632
OG0000247	Prbi.g_00565	Prbc.g_01642
OG0000248	Prbi.g_00567	Prbc.g_01644
OG0000249	Prbi.g_00569	Prbc.g_01646
OG0000250	Prbi.g_00574	Prbc.g_01651
OG0000251	Prbi.g_00593	Prbc.g_01667
OG0000252	Prbi.g_00596	Prbc.g_01669
OG0000253	Prbi.g_00597	Prbc.g_01671
OG0000254	Prbi.g_00613	Prbc.g_01688
OG0000255	Prbi.g_00619	Prbc.g_01694
OG0000256	Prbi.g_00629	Prbc.g_01704
OG0000257	Prbi.g_00632	Prbc.g_01707
OG0000258	Prbi.g_00646	Prbc.g_01720
OG0000259	Prbi.g_00663	Prbc.g_01737
OG0000260	Prbi.g_00666	Prbc.g_01740
OG0000261	Prbi.g_00668	Prbc.g_01743
OG0000262	Prbi.g_00672	Prbc.g_01748
OG0000263	Prbi.g_00684	Prbc.g_01762
OG0000264	Prbi.g_00694	Prbc.g_01773
OG0000265	Prbi.g_00745	Prbc.g_01787
OG0000266	Prbi.g_00755	Prbc.g_01797
OG0000267	Prbi.g_00766	Prbc.g_01810
OG0000268	Prbi.g_00767	Prbc.g_01811
OG0000269	Prbi.g_00842	Prbc.g_01853
OG0000270	Prbi.g_00845	Prbc.g_01856
OG0000271	Prbi.g_00853	Prbc.g_01864
OG0000272	Prbi.g_00854	Prbc.g_01865
OG0000273	Prbi.g_00877	Prbc.g_01890
OG0000274	Prbi.g_00878	Prbc.g_01891
OG0000275	Prbi.g_00881	Prbc.g_01893
OG0000276	Prbi.g_00886	Prbc.g_01899
OG0000277	Prbi.g_00887	Prbc.g_01900
OG0000278	Prbi.g_00890	Prbc.g_01904
OG0000279	Prbi.g_00897	Prbc.g_01911
OG0000280	Prbi.g_00898	Prbc.g_00068
OG0000281	Prbi.g_00903	Prbc.g_01917
OG0000282	Prbi.g_00953	Prbc.g_01979
OG0000283	Prbi.g_00986	Prbc.g_02010
OG0000284	Prbi.g_00991	Prbc.g_02015
OG0000285	Prbi.g_00996	Prbc.g_02020
OG0000286	Prbi.g_01008	Prbc.g_02035
OG0000287	Prbi.g_01025	Prbc.g_02190
OG0000288	Prbi.g_01059	Prbc.g_02082
OG0000289	Prbi.g_01070	Prbc.g_02094
OG0000290	Prbi.g_01083	Prbc.g_02110
OG0000291	Prbi.g_01085	Prbc.g_02112
OG0000292	Prbi.g_01136	Prbc.g_00173
OG0000293	Prbi.g_01198	Prbc.g_01456
OG0000294	Prbi.g_01199	Prbc.g_01455
OG0000295	Prbi.g_01219	Prbc.g_01431
OG0000296	Prbi.g_01221	Prbc.g_01429
OG0000297	Prbi.g_01229	Prbc.g_01421
OG0000298	Prbi.g_01230	Prbc.g_01420
OG0000299	Prbi.g_01247	Prbc.g_01401
OG0000300	Prbi.g_01250	Prbc.g_01398
OG0000301	Prbi.g_01251	Prbc.g_01397
OG0000302	Prbi.g_01253	Prbc.g_01395
OG0000303	Prbi.g_01260	Prbc.g_01390
OG0000304	Prbi.g_01264	Prbc.g_01387
OG0000305	Prbi.g_01431	Prbc.g_00810
OG0000306	Prbi.g_01434	Prbc.g_01921
OG0000307	Prbi.g_01448	Prbc.g_00666
OG0000308	Prbi.g_01449	Prbc.g_00667
OG0000309	Prbi.g_01453	Prbc.g_00671
OG0000310	Prbi.g_01574	Prbc.g_00693
OG0000311	Prbi.g_01576	Prbc.g_00695
OG0000312	Prbi.g_01579	Prbc.g_00698
OG0000313	Prbi.g_01595	Prbc.g_00713
OG0000314	Prbi.g_01617	Prbc.g_00734
OG0000315	Prbi.g_01627	Prbc.g_00744
OG0000316	Prbi.g_01647	Prbc.g_00768
OG0000317	Prbi.g_01785	Prbc.g_00830
OG0000318	Prbi.g_01788	Prbc.g_00833
OG0000319	Prbi.g_01801	Prbc.g_00844
OG0000320	Prbi.g_01803	Prbc.g_00846
OG0000321	Prbi.g_01804	Prbc.g_00847
OG0000322	Prbi.g_01805	Prbc.g_00848
OG0000323	Prbi.g_01814	Prbc.g_00857
OG0000324	Prbi.g_01840	Prbc.g_00884
OG0000325	Prbi.g_01849	Prbc.g_00935
OG0000326	Prbi.g_01855	Prbc.g_00941
OG0000327	Prbi.g_01897	Prbc.g_00326
OG0000328	Prbi.g_01898	Prbc.g_00325
OG0000329	Prbi.g_01915	Prbc.g_00308
OG0000330	Prbi.g_01916	Prbc.g_00307
OG0000331	Prbi.g_01917	Prbc.g_00306
OG0000332	Prbi.g_01931	Prbc.g_00292
OG0000333	Prbi.g_01933	Prbc.g_00290
OG0000334	Prbi.g_01941	Prbc.g_00281
OG0000335	Prbi.g_01946	Prbc.g_00276
OG0000336	Prbi.g_01950	Prbc.g_00272
OG0000337	Prbi.g_01966	Prbc.g_00241
OG0000338	Prbi.g_01967	Prbc.g_00240
OG0000339	Prbi.g_01971	Prbc.g_00235
OG0000340	Prbi.g_01979	Prbc.g_00226
OG0000341	Prbi.g_01981	Prbc.g_00224
OG0000342	Prbi.g_01982	Prbc.g_00223
OG0000343	Prbi.g_01983	Prbc.g_00222
OG0000344	Prbi.g_01986	Prbc.g_00219
OG0000345	Prbi.g_01991	Prbc.g_00214
OG0000346	Prbi.g_01995	Prbc.g_00210
OG0000347	Prbi.g_02011	Prbc.g_00190
OG0000348	Prbi.g_02033	Prbc.g_00970
OG0000349	Prbi.g_02050	Prbc.g_00988
OG0000350	Prbi.g_02069	Prbc.g_01009
OG0000351	Prbi.g_02086	Prbc.g_01047
OG0000352	Prbi.g_02087	Prbc.g_01048
OG0000353	Prbi.g_02102	Prbc.g_01068
OG0000355	Prbi.g_00001	Prbc.g_01071
OG0000356	Prbi.g_00002	Prbc.g_01072
OG0000357	Prbi.g_00003	Prbc.g_01073
OG0000358	Prbi.g_00007	Prbc.g_01077
OG0000359	Prbi.g_00008	Prbc.g_01078
OG0000360	Prbi.g_00009	Prbc.g_01079
OG0000361	Prbi.g_00010	Prbc.g_01080
OG0000362	Prbi.g_00012	Prbc.g_01082
OG0000363	Prbi.g_00014	Prbc.g_01084
OG0000364	Prbi.g_00015	Prbc.g_01085
OG0000365	Prbi.g_00020	Prbc.g_01090
OG0000366	Prbi.g_00021	Prbc.g_01091
OG0000367	Prbi.g_00022	Prbc.g_01092
OG0000368	Prbi.g_00024	Prbc.g_01094
OG0000369	Prbi.g_00025	Prbc.g_01095
OG0000370	Prbi.g_00026	Prbc.g_01096
OG0000371	Prbi.g_00032	Prbc.g_01102
OG0000372	Prbi.g_00035	Prbc.g_01104
OG0000373	Prbi.g_00036	Prbc.g_01105
OG0000374	Prbi.g_00037	Prbc.g_01106
OG0000375	Prbi.g_00049	Prbc.g_01118
OG0000376	Prbi.g_00051	Prbc.g_01120
OG0000377	Prbi.g_00056	Prbc.g_01123
OG0000378	Prbi.g_00058	Prbc.g_01125
OG0000379	Prbi.g_00061	Prbc.g_01128
OG0000380	Prbi.g_00073	Prbc.g_00507
OG0000381	Prbi.g_00077	Prbc.g_00503
OG0000382	Prbi.g_00088	Prbc.g_00492
OG0000383	Prbi.g_00090	Prbc.g_00490
OG0000384	Prbi.g_00091	Prbc.g_00489
OG0000385	Prbi.g_00092	Prbc.g_00488
OG0000386	Prbi.g_00093	Prbc.g_00487
OG0000387	Prbi.g_00106	Prbc.g_00474
OG0000388	Prbi.g_00109	Prbc.g_00470
OG0000389	Prbi.g_00113	Prbc.g_00467
OG0000390	Prbi.g_00120	Prbc.g_00458
OG0000391	Prbi.g_00124	Prbc.g_00454
OG0000392	Prbi.g_00128	Prbc.g_00451
OG0000393	Prbi.g_00130	Prbc.g_00448
OG0000394	Prbi.g_00131	Prbc.g_00447
OG0000395	Prbi.g_00132	Prbc.g_00446
OG0000396	Prbi.g_00135	Prbc.g_00443
OG0000397	Prbi.g_00137	Prbc.g_00441
OG0000398	Prbi.g_00139	Prbc.g_00438
OG0000399	Prbi.g_00140	Prbc.g_00437
OG0000400	Prbi.g_00141	Prbc.g_00436
OG0000401	Prbi.g_00142	Prbc.g_00435
OG0000402	Prbi.g_00144	Prbc.g_02145
OG0000403	Prbi.g_00145	Prbc.g_00434
OG0000404	Prbi.g_00146	Prbc.g_00433
OG0000405	Prbi.g_00150	Prbc.g_00428
OG0000406	Prbi.g_00171	Prbc.g_00424
OG0000407	Prbi.g_00172	Prbc.g_00423
OG0000408	Prbi.g_00174	Prbc.g_00421
OG0000409	Prbi.g_00176	Prbc.g_00419
OG0000410	Prbi.g_00177	Prbc.g_00418
OG0000411	Prbi.g_00178	Prbc.g_00417
OG0000412	Prbi.g_00179	Prbc.g_00416
OG0000413	Prbi.g_00180	Prbc.g_00415
OG0000414	Prbi.g_00181	Prbc.g_00414
OG0000415	Prbi.g_00182	Prbc.g_00413
OG0000416	Prbi.g_00183	Prbc.g_00412
OG0000417	Prbi.g_00184	Prbc.g_00411
OG0000418	Prbi.g_00189	Prbc.g_00406
OG0000419	Prbi.g_00191	Prbc.g_00404
OG0000420	Prbi.g_00192	Prbc.g_00403
OG0000421	Prbi.g_00197	Prbc.g_00399
OG0000422	Prbi.g_00198	Prbc.g_00398
OG0000423	Prbi.g_00199	Prbc.g_00397
OG0000424	Prbi.g_00200	Prbc.g_00396
OG0000425	Prbi.g_00201	Prbc.g_00395
OG0000426	Prbi.g_00202	Prbc.g_00394
OG0000427	Prbi.g_00203	Prbc.g_00393
OG0000428	Prbi.g_00205	Prbc.g_00391
OG0000429	Prbi.g_00206	Prbc.g_00390
OG0000430	Prbi.g_00207	Prbc.g_00389
OG0000431	Prbi.g_00209	Prbc.g_00387
OG0000432	Prbi.g_00212	Prbc.g_00383
OG0000433	Prbi.g_00213	Prbc.g_00382
OG0000434	Prbi.g_00214	Prbc.g_00381
OG0000435	Prbi.g_00215	Prbc.g_00380
OG0000436	Prbi.g_00220	Prbc.g_00375
OG0000437	Prbi.g_00221	Prbc.g_00374
OG0000438	Prbi.g_00222	Prbc.g_00373
OG0000439	Prbi.g_00224	Prbc.g_00371
OG0000440	Prbi.g_00225	Prbc.g_00370
OG0000441	Prbi.g_00228	Prbc.g_00368
OG0000442	Prbi.g_00229	Prbc.g_00367
OG0000443	Prbi.g_00230	Prbc.g_00366
OG0000444	Prbi.g_00235	Prbc.g_00361
OG0000445	Prbi.g_00236	Prbc.g_00360
OG0000446	Prbi.g_00237	Prbc.g_00358
OG0000447	Prbi.g_00238	Prbc.g_00357
OG0000448	Prbi.g_00239	Prbc.g_00356
OG0000449	Prbi.g_00240	Prbc.g_00355
OG0000450	Prbi.g_00241	Prbc.g_00354
OG0000451	Prbi.g_00242	Prbc.g_00353
OG0000452	Prbi.g_00245	Prbc.g_00350
OG0000453	Prbi.g_00246	Prbc.g_00349
OG0000454	Prbi.g_00247	Prbc.g_00348
OG0000455	Prbi.g_00248	Prbc.g_00347
OG0000456	Prbi.g_00249	Prbc.g_00346
OG0000457	Prbi.g_00250	Prbc.g_00345
OG0000458	Prbi.g_00251	Prbc.g_00344
OG0000459	Prbi.g_00252	Prbc.g_00343
OG0000460	Prbi.g_00259	Prbc.g_00335
OG0000461	Prbi.g_00266	Prbc.g_01140
OG0000462	Prbi.g_00268	Prbc.g_01142
OG0000463	Prbi.g_00269	Prbc.g_01143
OG0000464	Prbi.g_00270	Prbc.g_01144
OG0000465	Prbi.g_00271	Prbc.g_01145
OG0000466	Prbi.g_00274	Prbc.g_01146
OG0000467	Prbi.g_00275	Prbc.g_01147
OG0000468	Prbi.g_00277	Prbc.g_01149
OG0000469	Prbi.g_00286	Prbc.g_01156
OG0000470	Prbi.g_00288	Prbc.g_01158
OG0000471	Prbi.g_00289	Prbc.g_01159
OG0000472	Prbi.g_00290	Prbc.g_01160
OG0000473	Prbi.g_00292	Prbc.g_01162
OG0000474	Prbi.g_00293	Prbc.g_01163
OG0000475	Prbi.g_00294	Prbc.g_01164
OG0000476	Prbi.g_00295	Prbc.g_01166
OG0000477	Prbi.g_00299	Prbc.g_01168
OG0000478	Prbi.g_00300	Prbc.g_01169
OG0000479	Prbi.g_00301	Prbc.g_01170
OG0000480	Prbi.g_00306	Prbc.g_01175
OG0000481	Prbi.g_00308	Prbc.g_01177
OG0000482	Prbi.g_00309	Prbc.g_01178
OG0000483	Prbi.g_00312	Prbc.g_01181
OG0000484	Prbi.g_00313	Prbc.g_01182
OG0000485	Prbi.g_00314	Prbc.g_01183
OG0000486	Prbi.g_00315	Prbc.g_01184
OG0000487	Prbi.g_00319	Prbc.g_01187
OG0000488	Prbi.g_00322	Prbc.g_01190
OG0000489	Prbi.g_00327	Prbc.g_01195
OG0000490	Prbi.g_00332	Prbc.g_01200
OG0000491	Prbi.g_00333	Prbc.g_01201
OG0000492	Prbi.g_00335	Prbc.g_01203
OG0000493	Prbi.g_00336	Prbc.g_01204
OG0000494	Prbi.g_00337	Prbc.g_01205
OG0000495	Prbi.g_00338	Prbc.g_01206
OG0000496	Prbi.g_00339	Prbc.g_01207
OG0000497	Prbi.g_00340	Prbc.g_01208
OG0000498	Prbi.g_00341	Prbc.g_01209
OG0000499	Prbi.g_00342	Prbc.g_01210
OG0000500	Prbi.g_00343	Prbc.g_01211
OG0000501	Prbi.g_00345	Prbc.g_01213
OG0000502	Prbi.g_00348	Prbc.g_01216
OG0000503	Prbi.g_00358	Prbc.g_01246
OG0000504	Prbi.g_00359	Prbc.g_01248
OG0000505	Prbi.g_00360	Prbc.g_01249
OG0000506	Prbi.g_00362	Prbc.g_01250
OG0000507	Prbi.g_00365	Prbc.g_01253
OG0000508	Prbi.g_00369	Prbc.g_01256
OG0000509	Prbi.g_00371	Prbc.g_01258
OG0000510	Prbi.g_00372	Prbc.g_01259
OG0000511	Prbi.g_00373	Prbc.g_01260
OG0000512	Prbi.g_00375	Prbc.g_01262
OG0000513	Prbi.g_00382	Prbc.g_01271
OG0000514	Prbi.g_00432	Prbc.g_01492
OG0000515	Prbi.g_00433	Prbc.g_01493
OG0000516	Prbi.g_00434	Prbc.g_01494
OG0000517	Prbi.g_00436	Prbc.g_01496
OG0000518	Prbi.g_00447	Prbc.g_01507
OG0000519	Prbi.g_00448	Prbc.g_01508
