Orthogroup	Prbi	Syad
OG0000081	Prbi.g_00534	Syad.g_00833
OG0000082	Prbi.g_00587	Syad.g_01063
OG0000084	Prbi.g_01585	Syad.g_02272
OG0000085	Prbi.g_01780	Syad.g_02612
OG0000086	Prbi.g_00095	Syad.g_02770
OG0000087	Prbi.g_00147	Syad.g_02860
OG0000088	Prbi.g_00190	Syad.g_02899
OG0000089	Prbi.g_00380	Syad.g_00785, Syad.g_02829
OG0000090	Prbi.g_00536	Syad.g_00977
OG0000091	Prbi.g_00645	Syad.g_02144
OG0000092	Prbi.g_00956	Syad.g_01190
OG0000094	Prbi.g_01067	Syad.g_01676
OG0000097	Prbi.g_01248	Syad.g_01458
OG0000098	Prbi.g_01421	Syad.g_00625
OG0000099	Prbi.g_01462	Syad.g_00460
OG0000100	Prbi.g_01664	Syad.g_01846
OG0000101	Prbi.g_01938	Syad.g_00694
OG0000102	Prbi.g_01999	Syad.g_00343
OG0000103	Prbi.g_02091	Syad.g_00143
OG0000104	Prbi.g_02099	Syad.g_00158
OG0000105	Prbi.g_00298	Syad.g_00530
OG0000106	Prbi.g_00394	Syad.g_01993
OG0000107	Prbi.g_00409	Syad.g_00590
OG0000108	Prbi.g_00483	Syad.g_00904
OG0000109	Prbi.g_00497	Syad.g_00919
OG0000110	Prbi.g_00577	Syad.g_01048
OG0000111	Prbi.g_00703	Syad.g_01300
OG0000112	Prbi.g_00811	Syad.g_01766
OG0000113	Prbi.g_00869	Syad.g_01851
OG0000114	Prbi.g_00951	Syad.g_01617
OG0000115	Prbi.g_01148	Syad.g_02300
OG0000116	Prbi.g_01197	Syad.g_01123
OG0000117	Prbi.g_01330	Syad.g_01510
OG0000118	Prbi.g_01403	Syad.g_01104
OG0000119	Prbi.g_01435	Syad.g_01168
OG0000120	Prbi.g_01460	Syad.g_00459
OG0000121	Prbi.g_01593	Syad.g_02280
OG0000122	Prbi.g_01630	Syad.g_02122
OG0000123	Prbi.g_01945	Syad.g_00701
OG0000124	Prbi.g_02010	Syad.g_00320
OG0000125	Prbi.g_02059	Syad.g_03040
OG0000126	Prbi.g_02098	Syad.g_00156
OG0000128	Prbi.g_00011	Syad.g_00174
OG0000129	Prbi.g_00053	Syad.g_03028
OG0000130	Prbi.g_00076	Syad.g_02728
OG0000131	Prbi.g_00169	Syad.g_02876
OG0000132	Prbi.g_00188	Syad.g_02897
OG0000133	Prbi.g_00346	Syad.g_01761
OG0000134	Prbi.g_00381	Syad.g_00788
OG0000135	Prbi.g_00407	Syad.g_00063
OG0000136	Prbi.g_00442	Syad.g_02445
OG0000137	Prbi.g_00478	Syad.g_02353
OG0000138	Prbi.g_00498	Syad.g_00920
OG0000139	Prbi.g_00540	Syad.g_00983
OG0000140	Prbi.g_00541	Syad.g_00987
OG0000141	Prbi.g_00609	Syad.g_02208
OG0000142	Prbi.g_00638	Syad.g_02152
OG0000143	Prbi.g_00642	Syad.g_02148
OG0000144	Prbi.g_00655	Syad.g_02024
OG0000145	Prbi.g_00807	Syad.g_00927
OG0000146	Prbi.g_00812	Syad.g_01767
OG0000147	Prbi.g_00813	Syad.g_01768
OG0000148	Prbi.g_00863	Syad.g_01861
OG0000149	Prbi.g_00894	Syad.g_01221
OG0000150	Prbi.g_00902	Syad.g_02207, Syad.g_00989
OG0000151	Prbi.g_00961	Syad.g_01956
OG0000152	Prbi.g_01009	Syad.g_01757
OG0000153	Prbi.g_01028	Syad.g_01713
OG0000154	Prbi.g_01060	Syad.g_01686
OG0000155	Prbi.g_01227	Syad.g_01189
OG0000156	Prbi.g_01380	Syad.g_01116
OG0000157	Prbi.g_01381	Syad.g_01115
OG0000158	Prbi.g_01489	Syad.g_00374
OG0000160	Prbi.g_01592	Syad.g_02279
OG0000161	Prbi.g_01598	Syad.g_02287
OG0000162	Prbi.g_01604	Syad.g_02293
OG0000163	Prbi.g_01637	Syad.g_02542
OG0000164	Prbi.g_01811	Syad.g_02659
OG0000165	Prbi.g_01818	Syad.g_02476
OG0000166	Prbi.g_01902	Syad.g_00654
OG0000167	Prbi.g_01968	Syad.g_00419
OG0000168	Prbi.g_01978	Syad.g_00371
OG0000169	Prbi.g_01988	Syad.g_00360
OG0000170	Prbi.g_01990	Syad.g_00353
OG0000171	Prbi.g_02009	Syad.g_00321
OG0000172	Prbi.g_02030	Syad.g_00244
OG0000173	Prbi.g_02045	Syad.g_00220
OG0000174	Prbi.g_02073	Syad.g_00065
OG0000175	Prbi.g_02083	Syad.g_00129
OG0000176	Prbi.g_00004	Syad.g_00166
OG0000177	Prbi.g_00005	Syad.g_00167
OG0000178	Prbi.g_00006	Syad.g_00168
OG0000179	Prbi.g_00016	Syad.g_00183
OG0000180	Prbi.g_00017	Syad.g_00184
OG0000181	Prbi.g_00018	Syad.g_00185
OG0000182	Prbi.g_00019	Syad.g_00186
OG0000183	Prbi.g_00023	Syad.g_00190
OG0000184	Prbi.g_00057	Syad.g_03018
OG0000185	Prbi.g_00060	Syad.g_03006
OG0000186	Prbi.g_00071	Syad.g_02722
OG0000187	Prbi.g_00072	Syad.g_02724
OG0000188	Prbi.g_00089	Syad.g_02759
OG0000189	Prbi.g_00103	Syad.g_02788
OG0000190	Prbi.g_00104	Syad.g_02790
OG0000191	Prbi.g_00125	Syad.g_02824
OG0000192	Prbi.g_00129	Syad.g_02834
OG0000193	Prbi.g_00170	Syad.g_02877
OG0000194	Prbi.g_00173	Syad.g_02880
OG0000195	Prbi.g_00175	Syad.g_02884
OG0000196	Prbi.g_00185	Syad.g_02894
OG0000197	Prbi.g_00186	Syad.g_02895
OG0000198	Prbi.g_00187	Syad.g_02896
OG0000199	Prbi.g_00194	Syad.g_02904
OG0000200	Prbi.g_00208	Syad.g_02921
OG0000201	Prbi.g_00216	Syad.g_02937
OG0000202	Prbi.g_00217	Syad.g_02938
OG0000203	Prbi.g_00218	Syad.g_02939
OG0000204	Prbi.g_00219	Syad.g_02940
OG0000205	Prbi.g_00226	Syad.g_02948
OG0000206	Prbi.g_00231	Syad.g_02955
OG0000207	Prbi.g_00233	Syad.g_02957
OG0000208	Prbi.g_00234	Syad.g_02958
OG0000209	Prbi.g_00243	Syad.g_02981
OG0000210	Prbi.g_00244	Syad.g_02982
OG0000212	Prbi.g_00264	Syad.g_00825
OG0000213	Prbi.g_00281	Syad.g_00556
OG0000214	Prbi.g_00291	Syad.g_00538
OG0000215	Prbi.g_00316	Syad.g_00508
OG0000216	Prbi.g_00318	Syad.g_00504, Syad.g_00285
OG0000217	Prbi.g_00321	Syad.g_00500
OG0000218	Prbi.g_00323	Syad.g_00498
OG0000219	Prbi.g_00324	Syad.g_00497
OG0000220	Prbi.g_00325	Syad.g_00496
OG0000221	Prbi.g_00326	Syad.g_00488
OG0000222	Prbi.g_00334	Syad.g_00473
OG0000223	Prbi.g_00347	Syad.g_00451
OG0000224	Prbi.g_00349	Syad.g_00444
OG0000225	Prbi.g_00370	Syad.g_00777
OG0000226	Prbi.g_00374	Syad.g_00781
OG0000227	Prbi.g_00376	Syad.g_00783
OG0000228	Prbi.g_00379	Syad.g_00784
OG0000229	Prbi.g_00437	Syad.g_02450
OG0000230	Prbi.g_00439	Syad.g_02448
OG0000231	Prbi.g_00450	Syad.g_02436
OG0000232	Prbi.g_00459	Syad.g_02392
OG0000233	Prbi.g_00465	Syad.g_02382
OG0000234	Prbi.g_00479	Syad.g_02351
OG0000235	Prbi.g_00482	Syad.g_00903
OG0000236	Prbi.g_00496	Syad.g_00918
OG0000237	Prbi.g_00509	Syad.g_00936
OG0000238	Prbi.g_00515	Syad.g_00941
OG0000239	Prbi.g_00528	Syad.g_00957
OG0000240	Prbi.g_00529	Syad.g_00958
OG0000241	Prbi.g_00533	Syad.g_02160
OG0000242	Prbi.g_00535	Syad.g_00975
OG0000243	Prbi.g_00546	Syad.g_01000
OG0000244	Prbi.g_00549	Syad.g_01012
OG0000245	Prbi.g_00551	Syad.g_01014
OG0000246	Prbi.g_00555	Syad.g_01017
OG0000247	Prbi.g_00565	Syad.g_01029
OG0000248	Prbi.g_00567	Syad.g_01032
OG0000249	Prbi.g_00569	Syad.g_01034
OG0000250	Prbi.g_00574	Syad.g_01044
OG0000251	Prbi.g_00593	Syad.g_01071
OG0000252	Prbi.g_00596	Syad.g_01078
OG0000253	Prbi.g_00597	Syad.g_01081
OG0000254	Prbi.g_00613	Syad.g_02203
OG0000255	Prbi.g_00619	Syad.g_02185
OG0000256	Prbi.g_00629	Syad.g_02167
OG0000257	Prbi.g_00632	Syad.g_02161
OG0000258	Prbi.g_00646	Syad.g_02143
OG0000259	Prbi.g_00663	Syad.g_01576
OG0000260	Prbi.g_00666	Syad.g_01587
OG0000261	Prbi.g_00668	Syad.g_01590
OG0000262	Prbi.g_00672	Syad.g_01595
OG0000263	Prbi.g_00684	Syad.g_01475
OG0000264	Prbi.g_00694	Syad.g_01360
OG0000265	Prbi.g_00745	Syad.g_01383
OG0000266	Prbi.g_00755	Syad.g_01804
OG0000267	Prbi.g_00766	Syad.g_01645
OG0000268	Prbi.g_00767	Syad.g_01646
OG0000269	Prbi.g_00842	Syad.g_01894
OG0000270	Prbi.g_00845	Syad.g_01891
OG0000271	Prbi.g_00853	Syad.g_01883
OG0000272	Prbi.g_00854	Syad.g_01882
OG0000273	Prbi.g_00877	Syad.g_01247
OG0000274	Prbi.g_00878	Syad.g_01246
OG0000275	Prbi.g_00881	Syad.g_01242
OG0000276	Prbi.g_00886	Syad.g_01229
OG0000277	Prbi.g_00887	Syad.g_01228
OG0000278	Prbi.g_00890	Syad.g_01225
OG0000279	Prbi.g_00897	Syad.g_01208
OG0000280	Prbi.g_00898	Syad.g_01198
OG0000281	Prbi.g_00903	Syad.g_00624
OG0000282	Prbi.g_00953	Syad.g_01619
OG0000283	Prbi.g_00986	Syad.g_01661
OG0000284	Prbi.g_00991	Syad.g_01787
OG0000285	Prbi.g_00996	Syad.g_01776
OG0000286	Prbi.g_01008	Syad.g_01758
OG0000288	Prbi.g_01059	Syad.g_01687
OG0000289	Prbi.g_01070	Syad.g_01672
OG0000290	Prbi.g_01083	Syad.g_01287
OG0000291	Prbi.g_01085	Syad.g_01289
OG0000292	Prbi.g_01136	Syad.g_00155
OG0000293	Prbi.g_01198	Syad.g_01124
OG0000294	Prbi.g_01199	Syad.g_01125
OG0000295	Prbi.g_01219	Syad.g_01181
OG0000296	Prbi.g_01221	Syad.g_01183
OG0000297	Prbi.g_01229	Syad.g_01512
OG0000298	Prbi.g_01230	Syad.g_01511
OG0000299	Prbi.g_01247	Syad.g_01462
OG0000300	Prbi.g_01250	Syad.g_01455
OG0000301	Prbi.g_01251	Syad.g_01454
OG0000302	Prbi.g_01253	Syad.g_01453
OG0000303	Prbi.g_01260	Syad.g_01442
OG0000304	Prbi.g_01264	Syad.g_01436
OG0000305	Prbi.g_01431	Syad.g_01292
OG0000306	Prbi.g_01434	Syad.g_01989
OG0000307	Prbi.g_01448	Syad.g_00883
OG0000308	Prbi.g_01449	Syad.g_00881
OG0000309	Prbi.g_01453	Syad.g_00876
OG0000310	Prbi.g_01574	Syad.g_02250
OG0000311	Prbi.g_01576	Syad.g_02254
OG0000312	Prbi.g_01579	Syad.g_02265
OG0000313	Prbi.g_01595	Syad.g_02284
OG0000314	Prbi.g_01617	Syad.g_02313
OG0000315	Prbi.g_01627	Syad.g_02323
OG0000316	Prbi.g_01647	Syad.g_02564
OG0000317	Prbi.g_01785	Syad.g_02620
OG0000318	Prbi.g_01788	Syad.g_02624
OG0000319	Prbi.g_01801	Syad.g_02642
OG0000320	Prbi.g_01803	Syad.g_02644
OG0000321	Prbi.g_01804	Syad.g_02645
OG0000322	Prbi.g_01805	Syad.g_02646
OG0000323	Prbi.g_01814	Syad.g_02661
OG0000324	Prbi.g_01840	Syad.g_02505
OG0000325	Prbi.g_01849	Syad.g_00591
OG0000326	Prbi.g_01855	Syad.g_00598
OG0000327	Prbi.g_01897	Syad.g_00649
OG0000328	Prbi.g_01898	Syad.g_00650
OG0000329	Prbi.g_01915	Syad.g_00668
OG0000330	Prbi.g_01916	Syad.g_00669
OG0000331	Prbi.g_01917	Syad.g_00670
OG0000332	Prbi.g_01931	Syad.g_00685
OG0000333	Prbi.g_01933	Syad.g_00688
OG0000334	Prbi.g_01941	Syad.g_00697
OG0000335	Prbi.g_01946	Syad.g_00702
OG0000336	Prbi.g_01950	Syad.g_00706
OG0000337	Prbi.g_01966	Syad.g_00425, Syad.g_00427
OG0000338	Prbi.g_01967	Syad.g_00421
OG0000339	Prbi.g_01971	Syad.g_00414
OG0000340	Prbi.g_01979	Syad.g_00370
OG0000341	Prbi.g_01981	Syad.g_00368
OG0000342	Prbi.g_01982	Syad.g_00367
OG0000343	Prbi.g_01983	Syad.g_00366
OG0000344	Prbi.g_01986	Syad.g_00362
OG0000345	Prbi.g_01991	Syad.g_00352
OG0000346	Prbi.g_01995	Syad.g_00347
OG0000347	Prbi.g_02011	Syad.g_00318
OG0000348	Prbi.g_02033	Syad.g_00233
OG0000349	Prbi.g_02050	Syad.g_00213
OG0000350	Prbi.g_02069	Syad.g_00605
OG0000351	Prbi.g_02086	Syad.g_00134
OG0000352	Prbi.g_02087	Syad.g_00135
OG0000353	Prbi.g_02102	Syad.g_00161
OG0000355	Prbi.g_00001	Syad.g_00163
OG0000356	Prbi.g_00002	Syad.g_00164
OG0000357	Prbi.g_00003	Syad.g_00165
OG0000358	Prbi.g_00007	Syad.g_00169
OG0000359	Prbi.g_00008	Syad.g_00171
OG0000360	Prbi.g_00009	Syad.g_00172
OG0000361	Prbi.g_00010	Syad.g_00173
OG0000362	Prbi.g_00012	Syad.g_00175
OG0000363	Prbi.g_00014	Syad.g_00177
OG0000364	Prbi.g_00015	Syad.g_00178
OG0000365	Prbi.g_00020	Syad.g_00187
OG0000366	Prbi.g_00021	Syad.g_00188
OG0000367	Prbi.g_00022	Syad.g_00189
OG0000368	Prbi.g_00024	Syad.g_00191
OG0000369	Prbi.g_00025	Syad.g_00192
OG0000370	Prbi.g_00026	Syad.g_00193
OG0000371	Prbi.g_00032	Syad.g_00201
OG0000372	Prbi.g_00035	Syad.g_00206
OG0000373	Prbi.g_00036	Syad.g_00207
OG0000374	Prbi.g_00037	Syad.g_00208
OG0000375	Prbi.g_00049	Syad.g_00209
OG0000376	Prbi.g_00051	Syad.g_00211
OG0000377	Prbi.g_00056	Syad.g_03027
OG0000378	Prbi.g_00058	Syad.g_03012
OG0000379	Prbi.g_00061	Syad.g_03005
OG0000380	Prbi.g_00073	Syad.g_02725
OG0000381	Prbi.g_00077	Syad.g_02729
OG0000382	Prbi.g_00088	Syad.g_02758
OG0000383	Prbi.g_00090	Syad.g_02761
OG0000384	Prbi.g_00091	Syad.g_02762
OG0000385	Prbi.g_00092	Syad.g_02763
OG0000386	Prbi.g_00093	Syad.g_02764
OG0000387	Prbi.g_00106	Syad.g_02792
OG0000388	Prbi.g_00109	Syad.g_02796
OG0000389	Prbi.g_00113	Syad.g_02800
OG0000390	Prbi.g_00120	Syad.g_02818
OG0000391	Prbi.g_00124	Syad.g_02823
OG0000392	Prbi.g_00128	Syad.g_02833
OG0000393	Prbi.g_00130	Syad.g_02837
OG0000394	Prbi.g_00131	Syad.g_02838
OG0000395	Prbi.g_00132	Syad.g_02839
OG0000396	Prbi.g_00135	Syad.g_02843
OG0000397	Prbi.g_00137	Syad.g_02845
OG0000398	Prbi.g_00139	Syad.g_02850
OG0000399	Prbi.g_00140	Syad.g_02851
OG0000400	Prbi.g_00141	Syad.g_02852
OG0000401	Prbi.g_00142	Syad.g_02853
OG0000402	Prbi.g_00144	Syad.g_02855
OG0000403	Prbi.g_00145	Syad.g_02856
OG0000404	Prbi.g_00146	Syad.g_02858
OG0000405	Prbi.g_00150	Syad.g_02874
OG0000406	Prbi.g_00171	Syad.g_02878
OG0000407	Prbi.g_00172	Syad.g_02879
OG0000408	Prbi.g_00174	Syad.g_02883
OG0000409	Prbi.g_00176	Syad.g_02885
OG0000410	Prbi.g_00177	Syad.g_02886
OG0000411	Prbi.g_00178	Syad.g_02887
OG0000412	Prbi.g_00179	Syad.g_02888
OG0000413	Prbi.g_00180	Syad.g_02890
OG0000415	Prbi.g_00182	Syad.g_02891
OG0000416	Prbi.g_00183	Syad.g_02892
OG0000417	Prbi.g_00184	Syad.g_02893
OG0000418	Prbi.g_00189	Syad.g_02898
OG0000419	Prbi.g_00191	Syad.g_02900
OG0000420	Prbi.g_00192	Syad.g_02902
OG0000421	Prbi.g_00197	Syad.g_02907
OG0000422	Prbi.g_00198	Syad.g_02908
OG0000423	Prbi.g_00199	Syad.g_02909
OG0000424	Prbi.g_00200	Syad.g_02910
OG0000425	Prbi.g_00201	Syad.g_02911
OG0000426	Prbi.g_00202	Syad.g_02912
OG0000427	Prbi.g_00203	Syad.g_02913
OG0000428	Prbi.g_00205	Syad.g_02916
OG0000429	Prbi.g_00206	Syad.g_02918
OG0000430	Prbi.g_00207	Syad.g_02920
OG0000431	Prbi.g_00209	Syad.g_02923
OG0000432	Prbi.g_00212	Syad.g_02930
OG0000433	Prbi.g_00213	Syad.g_02933
OG0000434	Prbi.g_00214	Syad.g_02934
OG0000435	Prbi.g_00215	Syad.g_02936
OG0000436	Prbi.g_00220	Syad.g_02942
OG0000437	Prbi.g_00221	Syad.g_02943
OG0000438	Prbi.g_00222	Syad.g_02944
OG0000439	Prbi.g_00224	Syad.g_02946
OG0000440	Prbi.g_00225	Syad.g_02947
OG0000441	Prbi.g_00228	Syad.g_02951
OG0000442	Prbi.g_00229	Syad.g_02952
OG0000443	Prbi.g_00230	Syad.g_02953
OG0000444	Prbi.g_00235	Syad.g_02964
OG0000445	Prbi.g_00236	Syad.g_02965
OG0000446	Prbi.g_00237	Syad.g_02967
OG0000447	Prbi.g_00238	Syad.g_02970
OG0000448	Prbi.g_00239	Syad.g_02971
OG0000449	Prbi.g_00240	Syad.g_02972
OG0000450	Prbi.g_00241	Syad.g_02978
OG0000451	Prbi.g_00242	Syad.g_02979
OG0000452	Prbi.g_00245	Syad.g_02983
OG0000453	Prbi.g_00246	Syad.g_02984
OG0000454	Prbi.g_00247	Syad.g_02985
OG0000455	Prbi.g_00248	Syad.g_02986
OG0000456	Prbi.g_00249	Syad.g_02987
OG0000457	Prbi.g_00250	Syad.g_02989
OG0000458	Prbi.g_00251	Syad.g_02998
OG0000459	Prbi.g_00252	Syad.g_02999
OG0000460	Prbi.g_00259	Syad.g_00815
OG0000461	Prbi.g_00266	Syad.g_00579
OG0000462	Prbi.g_00268	Syad.g_00576
OG0000463	Prbi.g_00269	Syad.g_00575
OG0000464	Prbi.g_00270	Syad.g_00574
OG0000465	Prbi.g_00271	Syad.g_00573
OG0000466	Prbi.g_00274	Syad.g_00568
OG0000467	Prbi.g_00275	Syad.g_00566
OG0000468	Prbi.g_00277	Syad.g_00561
OG0000469	Prbi.g_00286	Syad.g_00545
OG0000470	Prbi.g_00288	Syad.g_00542
OG0000471	Prbi.g_00289	Syad.g_00541
OG0000472	Prbi.g_00290	Syad.g_00539
OG0000473	Prbi.g_00292	Syad.g_00537
OG0000474	Prbi.g_00293	Syad.g_00536
OG0000475	Prbi.g_00294	Syad.g_00535
OG0000476	Prbi.g_00295	Syad.g_00533
OG0000477	Prbi.g_00299	Syad.g_00528
OG0000478	Prbi.g_00300	Syad.g_00527
OG0000479	Prbi.g_00301	Syad.g_00526
OG0000480	Prbi.g_00306	Syad.g_00520
OG0000481	Prbi.g_00308	Syad.g_00518
OG0000482	Prbi.g_00309	Syad.g_00517
OG0000483	Prbi.g_00312	Syad.g_00513
OG0000484	Prbi.g_00313	Syad.g_00512
OG0000485	Prbi.g_00314	Syad.g_00511
OG0000486	Prbi.g_00315	Syad.g_00510
OG0000487	Prbi.g_00319	Syad.g_00503
OG0000488	Prbi.g_00322	Syad.g_00499
OG0000489	Prbi.g_00327	Syad.g_00487
OG0000490	Prbi.g_00332	Syad.g_00475
OG0000491	Prbi.g_00333	Syad.g_00474
OG0000492	Prbi.g_00335	Syad.g_00472
OG0000493	Prbi.g_00336	Syad.g_00471
OG0000494	Prbi.g_00337	Syad.g_00470
OG0000495	Prbi.g_00338	Syad.g_00469
OG0000496	Prbi.g_00339	Syad.g_00468
OG0000497	Prbi.g_00340	Syad.g_00467
OG0000498	Prbi.g_00341	Syad.g_00466
OG0000499	Prbi.g_00342	Syad.g_00465
OG0000500	Prbi.g_00343	Syad.g_00464
OG0000501	Prbi.g_00345	Syad.g_00461
OG0000502	Prbi.g_00348	Syad.g_00449
OG0000503	Prbi.g_00358	Syad.g_00761
OG0000504	Prbi.g_00359	Syad.g_00763
OG0000505	Prbi.g_00360	Syad.g_00764
OG0000506	Prbi.g_00362	Syad.g_00766
OG0000507	Prbi.g_00365	Syad.g_00772
OG0000508	Prbi.g_00369	Syad.g_00776
OG0000509	Prbi.g_00371	Syad.g_00778
OG0000510	Prbi.g_00372	Syad.g_00779
OG0000511	Prbi.g_00373	Syad.g_00780
OG0000512	Prbi.g_00375	Syad.g_00782
OG0000513	Prbi.g_00382	Syad.g_00789
OG0000514	Prbi.g_00432	Syad.g_00795
OG0000515	Prbi.g_00433	Syad.g_00796
OG0000516	Prbi.g_00434	Syad.g_02456
OG0000517	Prbi.g_00436	Syad.g_02451
OG0000518	Prbi.g_00447	Syad.g_02439
OG0000519	Prbi.g_00448	Syad.g_02438
OG0000520	Prbi.g_00449	Syad.g_02437
OG0000521	Prbi.g_00454	Syad.g_01108
OG0000522	Prbi.g_00456	Syad.g_01109
OG0000523	Prbi.g_00457	Syad.g_01110
OG0000524	Prbi.g_00463	Syad.g_02386
OG0000525	Prbi.g_00466	Syad.g_02363
OG0000526	Prbi.g_00467	Syad.g_02360
OG0000527	Prbi.g_00476	Syad.g_02355
OG0000528	Prbi.g_00481	Syad.g_00897
OG0000529	Prbi.g_00484	Syad.g_00905
OG0000530	Prbi.g_00487	Syad.g_00908
OG0000531	Prbi.g_00488	Syad.g_00909
OG0000532	Prbi.g_00490	Syad.g_00912
OG0000533	Prbi.g_00491	Syad.g_00913
OG0000534	Prbi.g_00492	Syad.g_00914
OG0000535	Prbi.g_00493	Syad.g_00915
OG0000536	Prbi.g_00494	Syad.g_00916
OG0000537	Prbi.g_00495	Syad.g_00917
OG0000538	Prbi.g_00503	Syad.g_00929
OG0000539	Prbi.g_00504	Syad.g_00930
OG0000540	Prbi.g_00505	Syad.g_00931
OG0000541	Prbi.g_00506	Syad.g_00932
OG0000542	Prbi.g_00508	Syad.g_00935
OG0000543	Prbi.g_00510	Syad.g_00937
OG0000544	Prbi.g_00511	Syad.g_00938
OG0000545	Prbi.g_00513	Syad.g_00940
OG0000546	Prbi.g_00516	Syad.g_00942
OG0000547	Prbi.g_00518	Syad.g_00944
OG0000548	Prbi.g_00519	Syad.g_00945
OG0000549	Prbi.g_00521	Syad.g_00952
OG0000550	Prbi.g_00526	Syad.g_00956
OG0000551	Prbi.g_00530	Syad.g_00960
OG0000552	Prbi.g_00531	Syad.g_00961
OG0000553	Prbi.g_00532	Syad.g_00965
OG0000554	Prbi.g_00537	Syad.g_00978
OG0000555	Prbi.g_00545	Syad.g_00999
OG0000556	Prbi.g_00547	Syad.g_01003
OG0000557	Prbi.g_00548	Syad.g_01011
OG0000558	Prbi.g_00550	Syad.g_01013
