Orthogroup	Prbi	Syaj
OG0000073	Prbi.g_00502	Syaj.g_00093
OG0000075	Prbi.g_01970	Syaj.g_02457
OG0000076	Prbi.g_01994	Syaj.g_02417
OG0000077	Prbi.g_00085	Syaj.g_01831
OG0000078	Prbi.g_00263	Syaj.g_02880
OG0000079	Prbi.g_00276	Syaj.g_02609
OG0000081	Prbi.g_00534	Syaj.g_02888
OG0000082	Prbi.g_00587	Syaj.g_00229
OG0000084	Prbi.g_01585	Syaj.g_01375
OG0000085	Prbi.g_01780	Syaj.g_01707
OG0000086	Prbi.g_00095	Syaj.g_01848
OG0000087	Prbi.g_00147	Syaj.g_01945
OG0000088	Prbi.g_00190	Syaj.g_01986
OG0000089	Prbi.g_00380	Syaj.g_02829, Syaj.g_01915
OG0000090	Prbi.g_00536	Syaj.g_00144
OG0000091	Prbi.g_00645	Syaj.g_01275
OG0000092	Prbi.g_00956	Syaj.g_00339
OG0000094	Prbi.g_01067	Syaj.g_00804
OG0000097	Prbi.g_01248	Syaj.g_00589
OG0000098	Prbi.g_01421	Syaj.g_02671
OG0000099	Prbi.g_01462	Syaj.g_02503
OG0000100	Prbi.g_01664	Syaj.g_00987
OG0000101	Prbi.g_01938	Syaj.g_02738
OG0000102	Prbi.g_01999	Syaj.g_02411
OG0000103	Prbi.g_02091	Syaj.g_02243
OG0000104	Prbi.g_02099	Syaj.g_02258
OG0000105	Prbi.g_00298	Syaj.g_02573
OG0000106	Prbi.g_00394	Syaj.g_01130
OG0000107	Prbi.g_00409	Syaj.g_02637
OG0000108	Prbi.g_00483	Syaj.g_00072
OG0000109	Prbi.g_00497	Syaj.g_00087
OG0000110	Prbi.g_00577	Syaj.g_00215
OG0000111	Prbi.g_00703	Syaj.g_00437
OG0000112	Prbi.g_00811	Syaj.g_00907
OG0000113	Prbi.g_00869	Syaj.g_00992
OG0000114	Prbi.g_00951	Syaj.g_00741
OG0000115	Prbi.g_01148	Syaj.g_01402
OG0000116	Prbi.g_01197	Syaj.g_00289
OG0000117	Prbi.g_01330	Syaj.g_00637
OG0000118	Prbi.g_01403	Syaj.g_00267
OG0000119	Prbi.g_01435	Syaj.g_00317
OG0000120	Prbi.g_01460	Syaj.g_02502
OG0000121	Prbi.g_01593	Syaj.g_01383
OG0000122	Prbi.g_01630	Syaj.g_01250
OG0000123	Prbi.g_01945	Syaj.g_02745
OG0000124	Prbi.g_02010	Syaj.g_02388
OG0000125	Prbi.g_02059	Syaj.g_02117
OG0000126	Prbi.g_02098	Syaj.g_02256
OG0000128	Prbi.g_00011	Syaj.g_02274
OG0000129	Prbi.g_00053	Syaj.g_02106
OG0000130	Prbi.g_00076	Syaj.g_01818
OG0000131	Prbi.g_00169	Syaj.g_01964
OG0000132	Prbi.g_00188	Syaj.g_01984
OG0000133	Prbi.g_00346	Syaj.g_00902
OG0000134	Prbi.g_00381	Syaj.g_02832
OG0000135	Prbi.g_00407	Syaj.g_02167
OG0000136	Prbi.g_00442	Syaj.g_01550
OG0000137	Prbi.g_00478	Syaj.g_01444
OG0000138	Prbi.g_00498	Syaj.g_00088
OG0000139	Prbi.g_00540	Syaj.g_00150
OG0000140	Prbi.g_00541	Syaj.g_00153
OG0000141	Prbi.g_00609	Syaj.g_01340
OG0000142	Prbi.g_00638	Syaj.g_01283
OG0000143	Prbi.g_00642	Syaj.g_01279
OG0000144	Prbi.g_00655	Syaj.g_01151
OG0000145	Prbi.g_00807	Syaj.g_00094
OG0000146	Prbi.g_00812	Syaj.g_00908
OG0000147	Prbi.g_00813	Syaj.g_00909
OG0000148	Prbi.g_00863	Syaj.g_01003
OG0000149	Prbi.g_00894	Syaj.g_00369
OG0000150	Prbi.g_00902	Syaj.g_01339, Syaj.g_00154
OG0000151	Prbi.g_00961	Syaj.g_01074
OG0000152	Prbi.g_01009	Syaj.g_00898
OG0000153	Prbi.g_01028	Syaj.g_00842
OG0000154	Prbi.g_01060	Syaj.g_00814
OG0000155	Prbi.g_01227	Syaj.g_00338
OG0000156	Prbi.g_01380	Syaj.g_00282
OG0000157	Prbi.g_01381	Syaj.g_00281
OG0000158	Prbi.g_01489	Syaj.g_02445
OG0000160	Prbi.g_01592	Syaj.g_01382
OG0000161	Prbi.g_01598	Syaj.g_01389
OG0000162	Prbi.g_01604	Syaj.g_01395
OG0000163	Prbi.g_01637	Syaj.g_01639
OG0000164	Prbi.g_01811	Syaj.g_01758
OG0000165	Prbi.g_01818	Syaj.g_01582
OG0000166	Prbi.g_01902	Syaj.g_02698
OG0000167	Prbi.g_01968	Syaj.g_02460
OG0000168	Prbi.g_01978	Syaj.g_02444
OG0000169	Prbi.g_01988	Syaj.g_02431, Syaj.g_02429
OG0000170	Prbi.g_01990	Syaj.g_02422
OG0000171	Prbi.g_02009	Syaj.g_02389
OG0000172	Prbi.g_02030	Syaj.g_02365
OG0000173	Prbi.g_02045	Syaj.g_02321
OG0000174	Prbi.g_02073	Syaj.g_02169
OG0000175	Prbi.g_02083	Syaj.g_02229
OG0000176	Prbi.g_00004	Syaj.g_02266
OG0000177	Prbi.g_00005	Syaj.g_02267
OG0000178	Prbi.g_00006	Syaj.g_02268
OG0000179	Prbi.g_00016	Syaj.g_02283
OG0000180	Prbi.g_00017	Syaj.g_02284
OG0000181	Prbi.g_00018	Syaj.g_02285
OG0000182	Prbi.g_00019	Syaj.g_02286
OG0000183	Prbi.g_00023	Syaj.g_02290
OG0000184	Prbi.g_00057	Syaj.g_02098
OG0000185	Prbi.g_00060	Syaj.g_02087
OG0000186	Prbi.g_00071	Syaj.g_01812
OG0000187	Prbi.g_00072	Syaj.g_01814
OG0000188	Prbi.g_00089	Syaj.g_01837
OG0000189	Prbi.g_00103	Syaj.g_01874
OG0000190	Prbi.g_00104	Syaj.g_01876
OG0000191	Prbi.g_00125	Syaj.g_01910
OG0000192	Prbi.g_00129	Syaj.g_01919
OG0000193	Prbi.g_00170	Syaj.g_01965
OG0000194	Prbi.g_00173	Syaj.g_01968
OG0000195	Prbi.g_00175	Syaj.g_01971
OG0000196	Prbi.g_00185	Syaj.g_01981
OG0000197	Prbi.g_00186	Syaj.g_01982
OG0000198	Prbi.g_00187	Syaj.g_01983
OG0000199	Prbi.g_00194	Syaj.g_01991
OG0000200	Prbi.g_00208	Syaj.g_02008
OG0000201	Prbi.g_00216	Syaj.g_02024
OG0000202	Prbi.g_00217	Syaj.g_02025
OG0000203	Prbi.g_00218	Syaj.g_02026
OG0000204	Prbi.g_00219	Syaj.g_02027
OG0000205	Prbi.g_00226	Syaj.g_02035
OG0000206	Prbi.g_00231	Syaj.g_02043
OG0000207	Prbi.g_00233	Syaj.g_02045
OG0000208	Prbi.g_00234	Syaj.g_02046
OG0000209	Prbi.g_00243	Syaj.g_02070
OG0000210	Prbi.g_00244	Syaj.g_02071
OG0000212	Prbi.g_00264	Syaj.g_02881
OG0000213	Prbi.g_00281	Syaj.g_02601
OG0000214	Prbi.g_00291	Syaj.g_02582
OG0000215	Prbi.g_00316	Syaj.g_02551
OG0000216	Prbi.g_00318	Syaj.g_02547
OG0000217	Prbi.g_00321	Syaj.g_02543
OG0000218	Prbi.g_00323	Syaj.g_02541
OG0000219	Prbi.g_00324	Syaj.g_02540
OG0000220	Prbi.g_00325	Syaj.g_02539
OG0000221	Prbi.g_00326	Syaj.g_02530
OG0000222	Prbi.g_00334	Syaj.g_02516
OG0000223	Prbi.g_00347	Syaj.g_02494
OG0000224	Prbi.g_00349	Syaj.g_02487
OG0000225	Prbi.g_00370	Syaj.g_02821
OG0000226	Prbi.g_00374	Syaj.g_02825
OG0000227	Prbi.g_00376	Syaj.g_02827
OG0000228	Prbi.g_00379	Syaj.g_02828
OG0000229	Prbi.g_00437	Syaj.g_01555
OG0000230	Prbi.g_00439	Syaj.g_01553
OG0000231	Prbi.g_00450	Syaj.g_01541
OG0000232	Prbi.g_00459	Syaj.g_01497
OG0000233	Prbi.g_00465	Syaj.g_01481
OG0000234	Prbi.g_00479	Syaj.g_01442
OG0000235	Prbi.g_00482	Syaj.g_00071
OG0000236	Prbi.g_00496	Syaj.g_00086
OG0000237	Prbi.g_00509	Syaj.g_00103
OG0000238	Prbi.g_00515	Syaj.g_00108
OG0000239	Prbi.g_00528	Syaj.g_00125
OG0000240	Prbi.g_00529	Syaj.g_00126
OG0000241	Prbi.g_00533	Syaj.g_01291
OG0000242	Prbi.g_00535	Syaj.g_00142
OG0000243	Prbi.g_00546	Syaj.g_00164
OG0000244	Prbi.g_00549	Syaj.g_00180
OG0000245	Prbi.g_00551	Syaj.g_00182
OG0000246	Prbi.g_00555	Syaj.g_00186
OG0000247	Prbi.g_00565	Syaj.g_00197
OG0000248	Prbi.g_00567	Syaj.g_00200
OG0000249	Prbi.g_00569	Syaj.g_00202
OG0000250	Prbi.g_00574	Syaj.g_00211
OG0000251	Prbi.g_00593	Syaj.g_00237
OG0000252	Prbi.g_00596	Syaj.g_00243
OG0000253	Prbi.g_00597	Syaj.g_00245
OG0000254	Prbi.g_00613	Syaj.g_01335
OG0000255	Prbi.g_00619	Syaj.g_01315
OG0000256	Prbi.g_00629	Syaj.g_01297
OG0000257	Prbi.g_00632	Syaj.g_01292
OG0000258	Prbi.g_00646	Syaj.g_01274
OG0000259	Prbi.g_00663	Syaj.g_00707
OG0000260	Prbi.g_00666	Syaj.g_00712
OG0000261	Prbi.g_00668	Syaj.g_00715
OG0000262	Prbi.g_00672	Syaj.g_00720
OG0000263	Prbi.g_00684	Syaj.g_00605
OG0000264	Prbi.g_00694	Syaj.g_00485
OG0000265	Prbi.g_00745	Syaj.g_00510
OG0000266	Prbi.g_00755	Syaj.g_00946
OG0000267	Prbi.g_00766	Syaj.g_00770
OG0000268	Prbi.g_00767	Syaj.g_00771
OG0000269	Prbi.g_00842	Syaj.g_01031
OG0000270	Prbi.g_00845	Syaj.g_01025
OG0000271	Prbi.g_00853	Syaj.g_01017
OG0000272	Prbi.g_00854	Syaj.g_01016
OG0000273	Prbi.g_00877	Syaj.g_00389
OG0000274	Prbi.g_00878	Syaj.g_00388
OG0000275	Prbi.g_00881	Syaj.g_00384
OG0000276	Prbi.g_00886	Syaj.g_00377
OG0000277	Prbi.g_00887	Syaj.g_00376
OG0000278	Prbi.g_00890	Syaj.g_00373
OG0000279	Prbi.g_00897	Syaj.g_00357
OG0000280	Prbi.g_00898	Syaj.g_00348
OG0000281	Prbi.g_00903	Syaj.g_02670
OG0000282	Prbi.g_00953	Syaj.g_00743
OG0000283	Prbi.g_00986	Syaj.g_00790
OG0000284	Prbi.g_00991	Syaj.g_00930
OG0000285	Prbi.g_00996	Syaj.g_00917
OG0000286	Prbi.g_01008	Syaj.g_00899
OG0000288	Prbi.g_01059	Syaj.g_00815
OG0000289	Prbi.g_01070	Syaj.g_00800
OG0000290	Prbi.g_01083	Syaj.g_00424
OG0000291	Prbi.g_01085	Syaj.g_00426
OG0000292	Prbi.g_01136	Syaj.g_02255
OG0000293	Prbi.g_01198	Syaj.g_00290
OG0000294	Prbi.g_01199	Syaj.g_00291
OG0000295	Prbi.g_01219	Syaj.g_00330
OG0000296	Prbi.g_01221	Syaj.g_00332
OG0000297	Prbi.g_01229	Syaj.g_00639
OG0000298	Prbi.g_01230	Syaj.g_00638
OG0000299	Prbi.g_01247	Syaj.g_00592
OG0000300	Prbi.g_01250	Syaj.g_00586
OG0000301	Prbi.g_01251	Syaj.g_00585
OG0000302	Prbi.g_01253	Syaj.g_00582
OG0000303	Prbi.g_01260	Syaj.g_00572
OG0000304	Prbi.g_01264	Syaj.g_00566
OG0000305	Prbi.g_01431	Syaj.g_00429
OG0000306	Prbi.g_01434	Syaj.g_01126
OG0000307	Prbi.g_01448	Syaj.g_00051
OG0000308	Prbi.g_01449	Syaj.g_00049
OG0000309	Prbi.g_01453	Syaj.g_00044
OG0000310	Prbi.g_01574	Syaj.g_01358
OG0000311	Prbi.g_01576	Syaj.g_01362
OG0000312	Prbi.g_01579	Syaj.g_01368
OG0000313	Prbi.g_01595	Syaj.g_01386
OG0000314	Prbi.g_01617	Syaj.g_01420
OG0000315	Prbi.g_01627	Syaj.g_01430
OG0000316	Prbi.g_01647	Syaj.g_01664
OG0000317	Prbi.g_01785	Syaj.g_01715
OG0000318	Prbi.g_01788	Syaj.g_01722
OG0000319	Prbi.g_01801	Syaj.g_01741
OG0000320	Prbi.g_01803	Syaj.g_01743
OG0000321	Prbi.g_01804	Syaj.g_01744
OG0000322	Prbi.g_01805	Syaj.g_01745
OG0000323	Prbi.g_01814	Syaj.g_01760
OG0000324	Prbi.g_01840	Syaj.g_01609
OG0000325	Prbi.g_01849	Syaj.g_02638
OG0000326	Prbi.g_01855	Syaj.g_02645
OG0000327	Prbi.g_01897	Syaj.g_02693
OG0000328	Prbi.g_01898	Syaj.g_02694
OG0000329	Prbi.g_01915	Syaj.g_02712
OG0000330	Prbi.g_01916	Syaj.g_02713
OG0000331	Prbi.g_01917	Syaj.g_02714
OG0000332	Prbi.g_01931	Syaj.g_02729
OG0000333	Prbi.g_01933	Syaj.g_02732
OG0000334	Prbi.g_01941	Syaj.g_02741
OG0000335	Prbi.g_01946	Syaj.g_02746
OG0000336	Prbi.g_01950	Syaj.g_02750
OG0000337	Prbi.g_01966	Syaj.g_02466
OG0000338	Prbi.g_01967	Syaj.g_02462
OG0000339	Prbi.g_01971	Syaj.g_02455
OG0000340	Prbi.g_01979	Syaj.g_02443
OG0000341	Prbi.g_01981	Syaj.g_02441
OG0000342	Prbi.g_01982	Syaj.g_02440
OG0000343	Prbi.g_01983	Syaj.g_02437
OG0000344	Prbi.g_01986	Syaj.g_02433
OG0000345	Prbi.g_01991	Syaj.g_02421
OG0000346	Prbi.g_01995	Syaj.g_02416
OG0000347	Prbi.g_02011	Syaj.g_02383
OG0000348	Prbi.g_02033	Syaj.g_02333
OG0000349	Prbi.g_02050	Syaj.g_02314
OG0000350	Prbi.g_02069	Syaj.g_02652
OG0000351	Prbi.g_02086	Syaj.g_02234
OG0000352	Prbi.g_02087	Syaj.g_02235
OG0000353	Prbi.g_02102	Syaj.g_02261
OG0000355	Prbi.g_00001	Syaj.g_02263
OG0000356	Prbi.g_00002	Syaj.g_02264
OG0000357	Prbi.g_00003	Syaj.g_02265
OG0000358	Prbi.g_00007	Syaj.g_02269
OG0000359	Prbi.g_00008	Syaj.g_02271
OG0000360	Prbi.g_00009	Syaj.g_02272
OG0000361	Prbi.g_00010	Syaj.g_02273
OG0000362	Prbi.g_00012	Syaj.g_02275
OG0000363	Prbi.g_00014	Syaj.g_02277
OG0000364	Prbi.g_00015	Syaj.g_02278
OG0000365	Prbi.g_00020	Syaj.g_02287
OG0000366	Prbi.g_00021	Syaj.g_02288
OG0000367	Prbi.g_00022	Syaj.g_02289
OG0000368	Prbi.g_00024	Syaj.g_02291
OG0000369	Prbi.g_00025	Syaj.g_02292
OG0000370	Prbi.g_00026	Syaj.g_02293
OG0000371	Prbi.g_00032	Syaj.g_02301
OG0000372	Prbi.g_00035	Syaj.g_02307
OG0000373	Prbi.g_00036	Syaj.g_02308
OG0000374	Prbi.g_00037	Syaj.g_02309
OG0000375	Prbi.g_00049	Syaj.g_02310
OG0000376	Prbi.g_00051	Syaj.g_02312
OG0000377	Prbi.g_00056	Syaj.g_02105
OG0000378	Prbi.g_00058	Syaj.g_02091
OG0000379	Prbi.g_00061	Syaj.g_02086
OG0000380	Prbi.g_00073	Syaj.g_01815
OG0000381	Prbi.g_00077	Syaj.g_01819
OG0000382	Prbi.g_00088	Syaj.g_01836
OG0000383	Prbi.g_00090	Syaj.g_01839
OG0000384	Prbi.g_00091	Syaj.g_01840
OG0000385	Prbi.g_00092	Syaj.g_01841
OG0000386	Prbi.g_00093	Syaj.g_01842
OG0000387	Prbi.g_00106	Syaj.g_01878
OG0000388	Prbi.g_00109	Syaj.g_01882
OG0000389	Prbi.g_00113	Syaj.g_01886
OG0000390	Prbi.g_00120	Syaj.g_01904
OG0000391	Prbi.g_00124	Syaj.g_01909
OG0000392	Prbi.g_00128	Syaj.g_01918
OG0000393	Prbi.g_00130	Syaj.g_01922
OG0000394	Prbi.g_00131	Syaj.g_01923
OG0000395	Prbi.g_00132	Syaj.g_01924
OG0000396	Prbi.g_00135	Syaj.g_01928
OG0000397	Prbi.g_00137	Syaj.g_01930
OG0000398	Prbi.g_00139	Syaj.g_01935
OG0000399	Prbi.g_00140	Syaj.g_01936
OG0000400	Prbi.g_00141	Syaj.g_01937
OG0000401	Prbi.g_00142	Syaj.g_01938
OG0000402	Prbi.g_00144	Syaj.g_01940
OG0000403	Prbi.g_00145	Syaj.g_01941
OG0000404	Prbi.g_00146	Syaj.g_01943
OG0000405	Prbi.g_00150	Syaj.g_01961
OG0000406	Prbi.g_00171	Syaj.g_01966
OG0000407	Prbi.g_00172	Syaj.g_01967
OG0000408	Prbi.g_00174	Syaj.g_01970
OG0000409	Prbi.g_00176	Syaj.g_01972
OG0000410	Prbi.g_00177	Syaj.g_01973
OG0000411	Prbi.g_00178	Syaj.g_01974
OG0000412	Prbi.g_00179	Syaj.g_01975
OG0000413	Prbi.g_00180	Syaj.g_01977
OG0000415	Prbi.g_00182	Syaj.g_01978
OG0000416	Prbi.g_00183	Syaj.g_01979
OG0000417	Prbi.g_00184	Syaj.g_01980
OG0000418	Prbi.g_00189	Syaj.g_01985
OG0000419	Prbi.g_00191	Syaj.g_01987
OG0000420	Prbi.g_00192	Syaj.g_01989
OG0000421	Prbi.g_00197	Syaj.g_01994
OG0000422	Prbi.g_00198	Syaj.g_01995
OG0000423	Prbi.g_00199	Syaj.g_01996
OG0000424	Prbi.g_00200	Syaj.g_01997
OG0000425	Prbi.g_00201	Syaj.g_01998
OG0000426	Prbi.g_00202	Syaj.g_01999
OG0000427	Prbi.g_00203	Syaj.g_02000
OG0000428	Prbi.g_00205	Syaj.g_02003
OG0000429	Prbi.g_00206	Syaj.g_02005
OG0000430	Prbi.g_00207	Syaj.g_02007
OG0000431	Prbi.g_00209	Syaj.g_02010
OG0000432	Prbi.g_00212	Syaj.g_02017
OG0000433	Prbi.g_00213	Syaj.g_02020
OG0000434	Prbi.g_00214	Syaj.g_02021
OG0000435	Prbi.g_00215	Syaj.g_02023
OG0000436	Prbi.g_00220	Syaj.g_02029
OG0000437	Prbi.g_00221	Syaj.g_02030
OG0000438	Prbi.g_00222	Syaj.g_02031
OG0000439	Prbi.g_00224	Syaj.g_02033
OG0000440	Prbi.g_00225	Syaj.g_02034
OG0000441	Prbi.g_00228	Syaj.g_02038
OG0000442	Prbi.g_00229	Syaj.g_02039
OG0000443	Prbi.g_00230	Syaj.g_02040
OG0000444	Prbi.g_00235	Syaj.g_02052
OG0000445	Prbi.g_00236	Syaj.g_02053
OG0000446	Prbi.g_00237	Syaj.g_02055
OG0000447	Prbi.g_00238	Syaj.g_02058
OG0000448	Prbi.g_00239	Syaj.g_02059
OG0000449	Prbi.g_00240	Syaj.g_02060
OG0000450	Prbi.g_00241	Syaj.g_02067
OG0000451	Prbi.g_00242	Syaj.g_02068
OG0000452	Prbi.g_00245	Syaj.g_02072
OG0000453	Prbi.g_00246	Syaj.g_02073
OG0000454	Prbi.g_00247	Syaj.g_02074
OG0000455	Prbi.g_00248	Syaj.g_02075
OG0000456	Prbi.g_00249	Syaj.g_02076
OG0000457	Prbi.g_00250	Syaj.g_02078
OG0000458	Prbi.g_00251	Syaj.g_02079
OG0000459	Prbi.g_00252	Syaj.g_02080
OG0000460	Prbi.g_00259	Syaj.g_02858
OG0000461	Prbi.g_00266	Syaj.g_02623
OG0000462	Prbi.g_00268	Syaj.g_02620
OG0000463	Prbi.g_00269	Syaj.g_02619
OG0000464	Prbi.g_00270	Syaj.g_02618
OG0000465	Prbi.g_00271	Syaj.g_02617
OG0000466	Prbi.g_00274	Syaj.g_02612
OG0000467	Prbi.g_00275	Syaj.g_02610
OG0000468	Prbi.g_00277	Syaj.g_02605
OG0000469	Prbi.g_00286	Syaj.g_02590
OG0000470	Prbi.g_00288	Syaj.g_02586
OG0000471	Prbi.g_00289	Syaj.g_02585
OG0000472	Prbi.g_00290	Syaj.g_02583
OG0000473	Prbi.g_00292	Syaj.g_02581
OG0000474	Prbi.g_00293	Syaj.g_02580
OG0000475	Prbi.g_00294	Syaj.g_02579
OG0000476	Prbi.g_00295	Syaj.g_02577
OG0000477	Prbi.g_00299	Syaj.g_02571
OG0000478	Prbi.g_00300	Syaj.g_02570
OG0000479	Prbi.g_00301	Syaj.g_02569
OG0000480	Prbi.g_00306	Syaj.g_02562
OG0000481	Prbi.g_00308	Syaj.g_02560
OG0000482	Prbi.g_00309	Syaj.g_02559
OG0000483	Prbi.g_00312	Syaj.g_02555
OG0000484	Prbi.g_00313	Syaj.g_02554
OG0000485	Prbi.g_00314	Syaj.g_02553
OG0000486	Prbi.g_00315	Syaj.g_02552
OG0000487	Prbi.g_00319	Syaj.g_02546
OG0000488	Prbi.g_00322	Syaj.g_02542
OG0000489	Prbi.g_00327	Syaj.g_02529
OG0000490	Prbi.g_00332	Syaj.g_02519
OG0000491	Prbi.g_00333	Syaj.g_02517
OG0000492	Prbi.g_00335	Syaj.g_02515
OG0000493	Prbi.g_00336	Syaj.g_02514
OG0000494	Prbi.g_00337	Syaj.g_02513
OG0000495	Prbi.g_00338	Syaj.g_02512
OG0000496	Prbi.g_00339	Syaj.g_02511
OG0000497	Prbi.g_00340	Syaj.g_02510
OG0000498	Prbi.g_00341	Syaj.g_02509
OG0000499	Prbi.g_00342	Syaj.g_02508
OG0000500	Prbi.g_00343	Syaj.g_02507
OG0000501	Prbi.g_00345	Syaj.g_02504
OG0000502	Prbi.g_00348	Syaj.g_02492
OG0000503	Prbi.g_00358	Syaj.g_02805
OG0000504	Prbi.g_00359	Syaj.g_02807
OG0000505	Prbi.g_00360	Syaj.g_02808
OG0000506	Prbi.g_00362	Syaj.g_02810
OG0000507	Prbi.g_00365	Syaj.g_02816
OG0000508	Prbi.g_00369	Syaj.g_02820
OG0000509	Prbi.g_00371	Syaj.g_02822
OG0000510	Prbi.g_00372	Syaj.g_02823
OG0000511	Prbi.g_00373	Syaj.g_02824
OG0000512	Prbi.g_00375	Syaj.g_02826
OG0000513	Prbi.g_00382	Syaj.g_02833
OG0000514	Prbi.g_00432	Syaj.g_02839
OG0000515	Prbi.g_00433	Syaj.g_02840
OG0000516	Prbi.g_00434	Syaj.g_01561
OG0000517	Prbi.g_00436	Syaj.g_01556
OG0000518	Prbi.g_00447	Syaj.g_01544
OG0000519	Prbi.g_00448	Syaj.g_01543
OG0000520	Prbi.g_00449	Syaj.g_01542
OG0000521	Prbi.g_00454	Syaj.g_00271
OG0000522	Prbi.g_00456	Syaj.g_00273
OG0000523	Prbi.g_00457	Syaj.g_00274
OG0000524	Prbi.g_00463	Syaj.g_01485
OG0000525	Prbi.g_00466	Syaj.g_01454
OG0000526	Prbi.g_00467	Syaj.g_01451
OG0000527	Prbi.g_00476	Syaj.g_01446
OG0000528	Prbi.g_00481	Syaj.g_00065
OG0000529	Prbi.g_00484	Syaj.g_00073
OG0000530	Prbi.g_00487	Syaj.g_00076
OG0000531	Prbi.g_00488	Syaj.g_00077
OG0000532	Prbi.g_00490	Syaj.g_00080
OG0000533	Prbi.g_00491	Syaj.g_00081
OG0000534	Prbi.g_00492	Syaj.g_00082
OG0000535	Prbi.g_00493	Syaj.g_00083
