Orthogroup	Praa	Praz
OG0000092	Praa.g_00170	Praz.g_00530
OG0000093	Praa.g_00184	Praz.g_00544
OG0000094	Praa.g_00202	Praz.g_00562
OG0000095	Praa.g_00207	Praz.g_00567
OG0000096	Praa.g_00251	Praz.g_00611
OG0000097	Praa.g_00274	Praz.g_00632
OG0000098	Praa.g_00284	Praz.g_00642
OG0000099	Praa.g_00294	Praz.g_00651
OG0000100	Praa.g_00297	Praz.g_00654
OG0000101	Praa.g_00356	Praz.g_00817
OG0000102	Praa.g_00381	Praz.g_00791
OG0000103	Praa.g_00476	Praz.g_01852
OG0000104	Praa.g_00480	Praz.g_01848
OG0000105	Praa.g_00499	Praz.g_01829
OG0000106	Praa.g_00532	Praz.g_01796
OG0000107	Praa.g_00533	Praz.g_01795
OG0000108	Praa.g_00544	Praz.g_01785
OG0000109	Praa.g_00553	Praz.g_01776
OG0000110	Praa.g_00569	Praz.g_01760
OG0000111	Praa.g_00651	Praz.g_01679
OG0000112	Praa.g_00652	Praz.g_01678
OG0000113	Praa.g_00733	Praz.g_01585
OG0000114	Praa.g_00801	Praz.g_01514
OG0000115	Praa.g_00964	Praz.g_01350
OG0000116	Praa.g_00968	Praz.g_01346
OG0000117	Praa.g_01036	Praz.g_01279, Praz.g_00063
OG0000118	Praa.g_01089	Praz.g_00114
OG0000119	Praa.g_01130	Praz.g_00022
OG0000120	Praa.g_01165	Praz.g_00748
OG0000121	Praa.g_01184	Praz.g_00729
OG0000122	Praa.g_01203	Praz.g_00710
OG0000123	Praa.g_01216	Praz.g_00697
OG0000124	Praa.g_01224	Praz.g_01936
OG0000125	Praa.g_01330	Praz.g_01168
OG0000126	Praa.g_01366	Praz.g_01139
OG0000127	Praa.g_01463	Praz.g_01054
OG0000128	Praa.g_01477	Praz.g_01040
OG0000129	Praa.g_01513	Praz.g_01004
OG0000130	Praa.g_01633	Praz.g_00879
OG0000131	Praa.g_01672	Praz.g_00841
OG0000132	Praa.g_01675	Praz.g_00838
OG0000133	Praa.g_01734	Praz.g_00304
OG0000134	Praa.g_01770	Praz.g_00268
OG0000135	Praa.g_01772	Praz.g_00266
OG0000136	Praa.g_01817	Praz.g_00221
OG0000137	Praa.g_01849	Praz.g_00188
OG0000138	Praa.g_01885	Praz.g_00152
OG0000139	Praa.g_01911	Praz.g_00125
OG0000140	Praa.g_00001	Praz.g_00366
OG0000141	Praa.g_00002	Praz.g_00367
OG0000142	Praa.g_00004	Praz.g_00369
OG0000143	Praa.g_00005	Praz.g_00370
OG0000144	Praa.g_00007	Praz.g_00372
OG0000145	Praa.g_00008	Praz.g_00373
OG0000146	Praa.g_00009	Praz.g_00374
OG0000147	Praa.g_00010	Praz.g_00375
OG0000148	Praa.g_00012	Praz.g_00377
OG0000149	Praa.g_00014	Praz.g_00379
OG0000150	Praa.g_00015	Praz.g_00380
OG0000151	Praa.g_00016	Praz.g_00381
OG0000152	Praa.g_00017	Praz.g_00382
OG0000153	Praa.g_00018	Praz.g_00383
OG0000154	Praa.g_00019	Praz.g_00384
OG0000155	Praa.g_00020	Praz.g_00385
OG0000156	Praa.g_00021	Praz.g_00386
OG0000157	Praa.g_00022	Praz.g_00387
OG0000158	Praa.g_00024	Praz.g_00389
OG0000159	Praa.g_00025	Praz.g_00390
OG0000160	Praa.g_00026	Praz.g_00391
OG0000161	Praa.g_00027	Praz.g_00392
OG0000162	Praa.g_00028	Praz.g_00393
OG0000163	Praa.g_00029	Praz.g_00394
OG0000164	Praa.g_00032	Praz.g_00397
OG0000165	Praa.g_00035	Praz.g_00400
OG0000166	Praa.g_00036	Praz.g_00401
OG0000167	Praa.g_00037	Praz.g_00402
OG0000168	Praa.g_00040	Praz.g_00406
OG0000169	Praa.g_00042	Praz.g_00408
OG0000170	Praa.g_00043	Praz.g_00409
OG0000171	Praa.g_00044	Praz.g_00410
OG0000172	Praa.g_00045	Praz.g_00411
OG0000173	Praa.g_00046	Praz.g_00412
OG0000174	Praa.g_00047	Praz.g_00413
OG0000175	Praa.g_00048	Praz.g_00414
OG0000176	Praa.g_00050	Praz.g_00416
OG0000177	Praa.g_00051	Praz.g_00417
OG0000178	Praa.g_00052	Praz.g_00418
OG0000179	Praa.g_00064	Praz.g_00424
OG0000180	Praa.g_00065	Praz.g_00425
OG0000181	Praa.g_00066	Praz.g_00426
OG0000182	Praa.g_00069	Praz.g_00429
OG0000183	Praa.g_00070	Praz.g_00430
OG0000184	Praa.g_00073	Praz.g_00433
OG0000185	Praa.g_00077	Praz.g_00437
OG0000186	Praa.g_00078	Praz.g_00438
OG0000187	Praa.g_00079	Praz.g_00439
OG0000188	Praa.g_00080	Praz.g_00440
OG0000189	Praa.g_00081	Praz.g_00441
OG0000190	Praa.g_00082	Praz.g_00442
OG0000191	Praa.g_00083	Praz.g_00443
OG0000192	Praa.g_00084	Praz.g_00444
OG0000193	Praa.g_00085	Praz.g_00445
OG0000194	Praa.g_00086	Praz.g_00446
OG0000195	Praa.g_00088	Praz.g_00448
OG0000196	Praa.g_00089	Praz.g_00449
OG0000197	Praa.g_00090	Praz.g_00450
OG0000198	Praa.g_00091	Praz.g_00451
OG0000199	Praa.g_00094	Praz.g_00454
OG0000200	Praa.g_00095	Praz.g_00455
OG0000201	Praa.g_00096	Praz.g_00456
OG0000202	Praa.g_00097	Praz.g_00457
OG0000203	Praa.g_00098	Praz.g_00458
OG0000204	Praa.g_00099	Praz.g_00459
OG0000205	Praa.g_00100	Praz.g_00460
OG0000206	Praa.g_00101	Praz.g_00461
OG0000207	Praa.g_00102	Praz.g_00462
OG0000208	Praa.g_00103	Praz.g_00463
OG0000209	Praa.g_00104	Praz.g_00464
OG0000210	Praa.g_00106	Praz.g_00466
OG0000211	Praa.g_00107	Praz.g_00467
OG0000212	Praa.g_00108	Praz.g_00468
OG0000213	Praa.g_00109	Praz.g_00469
OG0000214	Praa.g_00111	Praz.g_00471
OG0000215	Praa.g_00112	Praz.g_00472
OG0000216	Praa.g_00114	Praz.g_00474
OG0000217	Praa.g_00115	Praz.g_00475
OG0000218	Praa.g_00116	Praz.g_00476
OG0000219	Praa.g_00117	Praz.g_00477
OG0000220	Praa.g_00120	Praz.g_00480
OG0000221	Praa.g_00122	Praz.g_00482
OG0000222	Praa.g_00123	Praz.g_00483
OG0000223	Praa.g_00124	Praz.g_00484
OG0000224	Praa.g_00127	Praz.g_00487
OG0000225	Praa.g_00129	Praz.g_00489
OG0000226	Praa.g_00130	Praz.g_00490
OG0000227	Praa.g_00131	Praz.g_00491
OG0000228	Praa.g_00132	Praz.g_00492
OG0000229	Praa.g_00133	Praz.g_00493
OG0000230	Praa.g_00134	Praz.g_00494
OG0000231	Praa.g_00136	Praz.g_00496
OG0000232	Praa.g_00137	Praz.g_00497
OG0000233	Praa.g_00140	Praz.g_00500
OG0000234	Praa.g_00142	Praz.g_00502
OG0000235	Praa.g_00145	Praz.g_00505
OG0000236	Praa.g_00146	Praz.g_00506
OG0000237	Praa.g_00147	Praz.g_00507
OG0000238	Praa.g_00148	Praz.g_00508
OG0000239	Praa.g_00149	Praz.g_00509
OG0000240	Praa.g_00151	Praz.g_00511
OG0000241	Praa.g_00152	Praz.g_00512
OG0000242	Praa.g_00153	Praz.g_00513
OG0000243	Praa.g_00154	Praz.g_00514
OG0000244	Praa.g_00155	Praz.g_00515
OG0000245	Praa.g_00156	Praz.g_00516
OG0000246	Praa.g_00158	Praz.g_00518
OG0000247	Praa.g_00159	Praz.g_00519
OG0000248	Praa.g_00160	Praz.g_00520
OG0000249	Praa.g_00161	Praz.g_00521
OG0000250	Praa.g_00162	Praz.g_00522
OG0000251	Praa.g_00163	Praz.g_00523
OG0000252	Praa.g_00164	Praz.g_00524
OG0000253	Praa.g_00165	Praz.g_00525
OG0000254	Praa.g_00167	Praz.g_00527
OG0000255	Praa.g_00168	Praz.g_00528
OG0000256	Praa.g_00171	Praz.g_00531
OG0000257	Praa.g_00173	Praz.g_00533
OG0000258	Praa.g_00174	Praz.g_00534
OG0000259	Praa.g_00175	Praz.g_00535
OG0000260	Praa.g_00176	Praz.g_00536
OG0000261	Praa.g_00177	Praz.g_00537
OG0000262	Praa.g_00178	Praz.g_00538
OG0000263	Praa.g_00179	Praz.g_00539
OG0000264	Praa.g_00181	Praz.g_00541
OG0000265	Praa.g_00182	Praz.g_00542
OG0000266	Praa.g_00183	Praz.g_00543
OG0000267	Praa.g_00185	Praz.g_00545
OG0000268	Praa.g_00186	Praz.g_00546
OG0000269	Praa.g_00187	Praz.g_00547
OG0000270	Praa.g_00188	Praz.g_00548
OG0000271	Praa.g_00189	Praz.g_00549
OG0000272	Praa.g_00190	Praz.g_00550
OG0000273	Praa.g_00191	Praz.g_00551
OG0000274	Praa.g_00192	Praz.g_00552
OG0000275	Praa.g_00193	Praz.g_00553
OG0000276	Praa.g_00194	Praz.g_00554
OG0000277	Praa.g_00195	Praz.g_00555
OG0000278	Praa.g_00196	Praz.g_00556
OG0000279	Praa.g_00197	Praz.g_00557
OG0000280	Praa.g_00198	Praz.g_00558
OG0000281	Praa.g_00200	Praz.g_00560
OG0000282	Praa.g_00201	Praz.g_00561
OG0000283	Praa.g_00204	Praz.g_00564
OG0000284	Praa.g_00205	Praz.g_00565
OG0000285	Praa.g_00206	Praz.g_00566
OG0000286	Praa.g_00208	Praz.g_00568
OG0000287	Praa.g_00209	Praz.g_00569
OG0000288	Praa.g_00210	Praz.g_00570
OG0000289	Praa.g_00211	Praz.g_00571
OG0000290	Praa.g_00212	Praz.g_00572
OG0000291	Praa.g_00213	Praz.g_00573
OG0000292	Praa.g_00214	Praz.g_00574
OG0000293	Praa.g_00215	Praz.g_00575
OG0000294	Praa.g_00216	Praz.g_00576
OG0000295	Praa.g_00217	Praz.g_00577
OG0000296	Praa.g_00218	Praz.g_00578
OG0000297	Praa.g_00219	Praz.g_00579
OG0000298	Praa.g_00220	Praz.g_00580
OG0000299	Praa.g_00221	Praz.g_00581
OG0000300	Praa.g_00222	Praz.g_00582
OG0000301	Praa.g_00223	Praz.g_00583
OG0000302	Praa.g_00224	Praz.g_00584
OG0000303	Praa.g_00225	Praz.g_00585
OG0000304	Praa.g_00226	Praz.g_00586
OG0000305	Praa.g_00227	Praz.g_00587
OG0000306	Praa.g_00228	Praz.g_00588
OG0000307	Praa.g_00229	Praz.g_00589
OG0000308	Praa.g_00230	Praz.g_00590
OG0000309	Praa.g_00231	Praz.g_00591
OG0000310	Praa.g_00232	Praz.g_00592
OG0000311	Praa.g_00233	Praz.g_00593
OG0000312	Praa.g_00235	Praz.g_00595
OG0000313	Praa.g_00236	Praz.g_00596
OG0000314	Praa.g_00239	Praz.g_00599
OG0000315	Praa.g_00240	Praz.g_00600
OG0000316	Praa.g_00242	Praz.g_00602
OG0000317	Praa.g_00244	Praz.g_00604
OG0000318	Praa.g_00245	Praz.g_00605
OG0000319	Praa.g_00246	Praz.g_00606
OG0000320	Praa.g_00247	Praz.g_00607
OG0000321	Praa.g_00250	Praz.g_00610
OG0000322	Praa.g_00253	Praz.g_00613
OG0000323	Praa.g_00254	Praz.g_00614
OG0000324	Praa.g_00257	Praz.g_00617
OG0000325	Praa.g_00259	Praz.g_00618
OG0000326	Praa.g_00260	Praz.g_00619
OG0000327	Praa.g_00262	Praz.g_00621
OG0000328	Praa.g_00263	Praz.g_00622
OG0000329	Praa.g_00264	Praz.g_00623
OG0000330	Praa.g_00265	Praz.g_00624
OG0000331	Praa.g_00266	Praz.g_00625
OG0000332	Praa.g_00267	Praz.g_00626
OG0000333	Praa.g_00268	Praz.g_00627
OG0000334	Praa.g_00269	Praz.g_00628
OG0000335	Praa.g_00270	Praz.g_00629
OG0000336	Praa.g_00271	Praz.g_00630
OG0000337	Praa.g_00275	Praz.g_00633
OG0000338	Praa.g_00276	Praz.g_00634
OG0000339	Praa.g_00277	Praz.g_00635
OG0000340	Praa.g_00278	Praz.g_00636
OG0000341	Praa.g_00282	Praz.g_00640
OG0000342	Praa.g_00283	Praz.g_00641
OG0000343	Praa.g_00285	Praz.g_00643
OG0000344	Praa.g_00286	Praz.g_00644
OG0000345	Praa.g_00287	Praz.g_00645
OG0000346	Praa.g_00288	Praz.g_00646
OG0000347	Praa.g_00289	Praz.g_00647
OG0000348	Praa.g_00290	Praz.g_00648
OG0000349	Praa.g_00291	Praz.g_00649
OG0000350	Praa.g_00292	Praz.g_00650
OG0000351	Praa.g_00295	Praz.g_00652
OG0000352	Praa.g_00298	Praz.g_00655
OG0000353	Praa.g_00299	Praz.g_00656
OG0000354	Praa.g_00300	Praz.g_00657
OG0000355	Praa.g_00301	Praz.g_00658
OG0000356	Praa.g_00302	Praz.g_00659
OG0000357	Praa.g_00303	Praz.g_00660
OG0000358	Praa.g_00304	Praz.g_00661
OG0000359	Praa.g_00305	Praz.g_00662
OG0000360	Praa.g_00308	Praz.g_00665
OG0000361	Praa.g_00309	Praz.g_00666
OG0000362	Praa.g_00310	Praz.g_00667
OG0000363	Praa.g_00311	Praz.g_00668
OG0000364	Praa.g_00312	Praz.g_00669
OG0000365	Praa.g_00313	Praz.g_00670
OG0000366	Praa.g_00314	Praz.g_00671
OG0000367	Praa.g_00315	Praz.g_00672
OG0000368	Praa.g_00316	Praz.g_00673
OG0000369	Praa.g_00317	Praz.g_00674
OG0000370	Praa.g_00318	Praz.g_00675
OG0000371	Praa.g_00319	Praz.g_00676
OG0000372	Praa.g_00321	Praz.g_00678
OG0000373	Praa.g_00323	Praz.g_00680
OG0000374	Praa.g_00324	Praz.g_00681
OG0000375	Praa.g_00325	Praz.g_00682
OG0000376	Praa.g_00327	Praz.g_00684
OG0000377	Praa.g_00328	Praz.g_00685
OG0000378	Praa.g_00329	Praz.g_00686
OG0000379	Praa.g_00334	Praz.g_01931
OG0000380	Praa.g_00335	Praz.g_01932
OG0000381	Praa.g_00336	Praz.g_01933
OG0000382	Praa.g_00338	Praz.g_01935
OG0000383	Praa.g_00340	Praz.g_00343
OG0000384	Praa.g_00341	Praz.g_00344
OG0000385	Praa.g_00344	Praz.g_00347
OG0000386	Praa.g_00345	Praz.g_00348
OG0000387	Praa.g_00346	Praz.g_00349
OG0000388	Praa.g_00347	Praz.g_00350
OG0000389	Praa.g_00348	Praz.g_00351
OG0000390	Praa.g_00349	Praz.g_00352
OG0000391	Praa.g_00350	Praz.g_00353
OG0000392	Praa.g_00351	Praz.g_00354
OG0000393	Praa.g_00354	Praz.g_00819
OG0000394	Praa.g_00355	Praz.g_00818
OG0000395	Praa.g_00357	Praz.g_00816
OG0000396	Praa.g_00358	Praz.g_00815
OG0000397	Praa.g_00370	Praz.g_00803
OG0000398	Praa.g_00378	Praz.g_00795
OG0000399	Praa.g_00379	Praz.g_00794
OG0000400	Praa.g_00383	Praz.g_00788
OG0000401	Praa.g_00431	Praz.g_01897
OG0000402	Praa.g_00432	Praz.g_01896
OG0000403	Praa.g_00433	Praz.g_01895
OG0000404	Praa.g_00435	Praz.g_01893
OG0000405	Praa.g_00436	Praz.g_01892
OG0000406	Praa.g_00437	Praz.g_01890
OG0000407	Praa.g_00438	Praz.g_01889
OG0000408	Praa.g_00439	Praz.g_01888
OG0000409	Praa.g_00440	Praz.g_01887
OG0000410	Praa.g_00441	Praz.g_01886
OG0000411	Praa.g_00442	Praz.g_01885
OG0000412	Praa.g_00443	Praz.g_01884
OG0000413	Praa.g_00444	Praz.g_01883
OG0000414	Praa.g_00445	Praz.g_01882
OG0000415	Praa.g_00446	Praz.g_01881
OG0000416	Praa.g_00447	Praz.g_01880
OG0000417	Praa.g_00448	Praz.g_01879
OG0000418	Praa.g_00449	Praz.g_01878
OG0000419	Praa.g_00450	Praz.g_01877
OG0000420	Praa.g_00451	Praz.g_01876
OG0000421	Praa.g_00452	Praz.g_01875
OG0000422	Praa.g_00454	Praz.g_01873
OG0000423	Praa.g_00455	Praz.g_01872
OG0000424	Praa.g_00457	Praz.g_01870
OG0000425	Praa.g_00461	Praz.g_01867
OG0000426	Praa.g_00462	Praz.g_01866
OG0000427	Praa.g_00463	Praz.g_01865
OG0000428	Praa.g_00464	Praz.g_01864
OG0000429	Praa.g_00465	Praz.g_01863
OG0000430	Praa.g_00471	Praz.g_01857
OG0000431	Praa.g_00473	Praz.g_01855
OG0000432	Praa.g_00474	Praz.g_01854
OG0000433	Praa.g_00477	Praz.g_01851
OG0000434	Praa.g_00478	Praz.g_01850
OG0000435	Praa.g_00479	Praz.g_01849
OG0000436	Praa.g_00481	Praz.g_01847
OG0000437	Praa.g_00483	Praz.g_01845
OG0000438	Praa.g_00484	Praz.g_01844
OG0000439	Praa.g_00485	Praz.g_01843
OG0000440	Praa.g_00487	Praz.g_01841
OG0000441	Praa.g_00488	Praz.g_01840
OG0000442	Praa.g_00489	Praz.g_01839
OG0000443	Praa.g_00490	Praz.g_01838
OG0000444	Praa.g_00491	Praz.g_01837
OG0000445	Praa.g_00492	Praz.g_01836
OG0000446	Praa.g_00493	Praz.g_01835
OG0000447	Praa.g_00494	Praz.g_01834
OG0000448	Praa.g_00495	Praz.g_01833
OG0000449	Praa.g_00500	Praz.g_01828
OG0000450	Praa.g_00501	Praz.g_01827
OG0000451	Praa.g_00502	Praz.g_01826
OG0000452	Praa.g_00503	Praz.g_01825
OG0000453	Praa.g_00505	Praz.g_01823
OG0000454	Praa.g_00506	Praz.g_01822
OG0000455	Praa.g_00507	Praz.g_01821
OG0000456	Praa.g_00508	Praz.g_01820
OG0000457	Praa.g_00510	Praz.g_01818
OG0000458	Praa.g_00512	Praz.g_01816
OG0000459	Praa.g_00513	Praz.g_01815
OG0000460	Praa.g_00515	Praz.g_01813
OG0000461	Praa.g_00516	Praz.g_01812
OG0000462	Praa.g_00517	Praz.g_01811
OG0000463	Praa.g_00518	Praz.g_01810
OG0000464	Praa.g_00523	Praz.g_01805
OG0000465	Praa.g_00525	Praz.g_01803
OG0000466	Praa.g_00526	Praz.g_01802
OG0000467	Praa.g_00527	Praz.g_01801
OG0000468	Praa.g_00528	Praz.g_01800
OG0000469	Praa.g_00529	Praz.g_01799
OG0000470	Praa.g_00530	Praz.g_01798
OG0000471	Praa.g_00531	Praz.g_01797
OG0000472	Praa.g_00534	Praz.g_01794
OG0000473	Praa.g_00535	Praz.g_01793
OG0000474	Praa.g_00536	Praz.g_01792
OG0000475	Praa.g_00537	Praz.g_01791
OG0000476	Praa.g_00538	Praz.g_01790
OG0000477	Praa.g_00540	Praz.g_01788
OG0000478	Praa.g_00541	Praz.g_01787
OG0000479	Praa.g_00543	Praz.g_01786
OG0000480	Praa.g_00545	Praz.g_01784
OG0000481	Praa.g_00546	Praz.g_01783
OG0000482	Praa.g_00547	Praz.g_01782
OG0000483	Praa.g_00548	Praz.g_01781
OG0000484	Praa.g_00549	Praz.g_01780
OG0000485	Praa.g_00550	Praz.g_01779
OG0000486	Praa.g_00551	Praz.g_01778
OG0000487	Praa.g_00552	Praz.g_01777
OG0000488	Praa.g_00554	Praz.g_01775
OG0000489	Praa.g_00555	Praz.g_01774
OG0000490	Praa.g_00556	Praz.g_01773
OG0000491	Praa.g_00557	Praz.g_01772
OG0000492	Praa.g_00558	Praz.g_01771
OG0000493	Praa.g_00559	Praz.g_01770
OG0000494	Praa.g_00561	Praz.g_01768
OG0000495	Praa.g_00562	Praz.g_01767
OG0000496	Praa.g_00563	Praz.g_01766
OG0000497	Praa.g_00564	Praz.g_01765
OG0000498	Praa.g_00565	Praz.g_01764
OG0000499	Praa.g_00567	Praz.g_01762
OG0000500	Praa.g_00568	Praz.g_01761
OG0000501	Praa.g_00570	Praz.g_01759
OG0000502	Praa.g_00571	Praz.g_01758
OG0000503	Praa.g_00572	Praz.g_01757
OG0000504	Praa.g_00573	Praz.g_01756
OG0000505	Praa.g_00574	Praz.g_01755
OG0000506	Praa.g_00575	Praz.g_01754
OG0000507	Praa.g_00576	Praz.g_01753
OG0000508	Praa.g_00578	Praz.g_01751
OG0000509	Praa.g_00579	Praz.g_01750
OG0000510	Praa.g_00580	Praz.g_01749
OG0000511	Praa.g_00581	Praz.g_01748
OG0000512	Praa.g_00582	Praz.g_01747
OG0000513	Praa.g_00583	Praz.g_01746
OG0000514	Praa.g_00584	Praz.g_01745
OG0000515	Praa.g_00586	Praz.g_01743
OG0000516	Praa.g_00587	Praz.g_01742
OG0000517	Praa.g_00588	Praz.g_01741
OG0000518	Praa.g_00591	Praz.g_01739
OG0000519	Praa.g_00592	Praz.g_01738
OG0000520	Praa.g_00593	Praz.g_01737
OG0000521	Praa.g_00594	Praz.g_01736
OG0000522	Praa.g_00595	Praz.g_01735
OG0000523	Praa.g_00596	Praz.g_01734
OG0000524	Praa.g_00597	Praz.g_01733
OG0000525	Praa.g_00599	Praz.g_01731
OG0000526	Praa.g_00600	Praz.g_01730
OG0000527	Praa.g_00601	Praz.g_01729
OG0000528	Praa.g_00602	Praz.g_01728
OG0000529	Praa.g_00603	Praz.g_01727
OG0000530	Praa.g_00604	Praz.g_01726
OG0000531	Praa.g_00605	Praz.g_01725
OG0000532	Praa.g_00606	Praz.g_01724
OG0000533	Praa.g_00607	Praz.g_01723
OG0000534	Praa.g_00608	Praz.g_01722
OG0000535	Praa.g_00609	Praz.g_01721
OG0000536	Praa.g_00610	Praz.g_01720
OG0000537	Praa.g_00611	Praz.g_01719
OG0000538	Praa.g_00612	Praz.g_01718
OG0000539	Praa.g_00613	Praz.g_01717
OG0000540	Praa.g_00614	Praz.g_01716
OG0000541	Praa.g_00615	Praz.g_01715
OG0000542	Praa.g_00616	Praz.g_01714
OG0000543	Praa.g_00617	Praz.g_01713
OG0000544	Praa.g_00618	Praz.g_01712
OG0000545	Praa.g_00621	Praz.g_01709
OG0000546	Praa.g_00622	Praz.g_01708
OG0000547	Praa.g_00624	Praz.g_01706
OG0000548	Praa.g_00625	Praz.g_01705
OG0000549	Praa.g_00626	Praz.g_01704
OG0000550	Praa.g_00627	Praz.g_01703
OG0000551	Praa.g_00628	Praz.g_01702
OG0000552	Praa.g_00629	Praz.g_01701
OG0000553	Praa.g_00630	Praz.g_01700
OG0000554	Praa.g_00631	Praz.g_01699
OG0000555	Praa.g_00632	Praz.g_01698
OG0000556	Praa.g_00633	Praz.g_01697
OG0000557	Praa.g_00634	Praz.g_01696
OG0000558	Praa.g_00635	Praz.g_01695
OG0000559	Praa.g_00636	Praz.g_01694
OG0000560	Praa.g_00638	Praz.g_01692
OG0000561	Praa.g_00639	Praz.g_01691
OG0000562	Praa.g_00640	Praz.g_01690
OG0000563	Praa.g_00641	Praz.g_01689
OG0000564	Praa.g_00642	Praz.g_01688
OG0000565	Praa.g_00643	Praz.g_01687
