Orthogroup	Praa	Pran
OG0000273	Praa.g_00191	Pran.g_00241
OG0000274	Praa.g_00192	Pran.g_00240
OG0000275	Praa.g_00193	Pran.g_00239
OG0000276	Praa.g_00194	Pran.g_00238
OG0000277	Praa.g_00195	Pran.g_00237
OG0000278	Praa.g_00196	Pran.g_00236
OG0000279	Praa.g_00197	Pran.g_00235
OG0000280	Praa.g_00198	Pran.g_00234
OG0000281	Praa.g_00200	Pran.g_00232
OG0000282	Praa.g_00201	Pran.g_00231
OG0000283	Praa.g_00204	Pran.g_00228
OG0000284	Praa.g_00205	Pran.g_00227
OG0000285	Praa.g_00206	Pran.g_00226
OG0000286	Praa.g_00208	Pran.g_00224
OG0000287	Praa.g_00209	Pran.g_00223
OG0000288	Praa.g_00210	Pran.g_00222
OG0000289	Praa.g_00211	Pran.g_00221
OG0000290	Praa.g_00212	Pran.g_00220
OG0000291	Praa.g_00213	Pran.g_00219
OG0000292	Praa.g_00214	Pran.g_00218
OG0000293	Praa.g_00215	Pran.g_00217
OG0000294	Praa.g_00216	Pran.g_00216
OG0000295	Praa.g_00217	Pran.g_00215
OG0000296	Praa.g_00218	Pran.g_00214
OG0000297	Praa.g_00219	Pran.g_00213
OG0000298	Praa.g_00220	Pran.g_00212
OG0000299	Praa.g_00221	Pran.g_00211
OG0000300	Praa.g_00222	Pran.g_00210
OG0000301	Praa.g_00223	Pran.g_00209
OG0000302	Praa.g_00224	Pran.g_00208
OG0000303	Praa.g_00225	Pran.g_00207
OG0000304	Praa.g_00226	Pran.g_00206
OG0000305	Praa.g_00227	Pran.g_00205
OG0000306	Praa.g_00228	Pran.g_00204
OG0000307	Praa.g_00229	Pran.g_00203
OG0000308	Praa.g_00230	Pran.g_00202
OG0000309	Praa.g_00231	Pran.g_00201
OG0000310	Praa.g_00232	Pran.g_00200
OG0000311	Praa.g_00233	Pran.g_00199
OG0000312	Praa.g_00235	Pran.g_00197
OG0000313	Praa.g_00236	Pran.g_00196
OG0000314	Praa.g_00239	Pran.g_00194
OG0000315	Praa.g_00240	Pran.g_00193
OG0000316	Praa.g_00242	Pran.g_01950
OG0000317	Praa.g_00244	Pran.g_01948
OG0000318	Praa.g_00245	Pran.g_01947
OG0000319	Praa.g_00246	Pran.g_01946
OG0000320	Praa.g_00247	Pran.g_01945
OG0000321	Praa.g_00250	Pran.g_01942
OG0000322	Praa.g_00253	Pran.g_01939
OG0000323	Praa.g_00254	Pran.g_01938
OG0000324	Praa.g_00257	Pran.g_01935
OG0000325	Praa.g_00259	Pran.g_01934
OG0000326	Praa.g_00260	Pran.g_01933
OG0000327	Praa.g_00262	Pran.g_01931
OG0000328	Praa.g_00263	Pran.g_01930
OG0000329	Praa.g_00264	Pran.g_01929
OG0000330	Praa.g_00265	Pran.g_01928
OG0000331	Praa.g_00266	Pran.g_01927
OG0000332	Praa.g_00267	Pran.g_01926
OG0000333	Praa.g_00268	Pran.g_01925
OG0000334	Praa.g_00269	Pran.g_01924
OG0000335	Praa.g_00270	Pran.g_01923
OG0000336	Praa.g_00271	Pran.g_01922
OG0000337	Praa.g_00275	Pran.g_01919
OG0000338	Praa.g_00276	Pran.g_01918
OG0000339	Praa.g_00277	Pran.g_01917
OG0000340	Praa.g_00278	Pran.g_01916
OG0000341	Praa.g_00282	Pran.g_01912
OG0000342	Praa.g_00283	Pran.g_01911
OG0000343	Praa.g_00285	Pran.g_01909
OG0000344	Praa.g_00286	Pran.g_01908
OG0000345	Praa.g_00287	Pran.g_01907
OG0000346	Praa.g_00288	Pran.g_01906
OG0000347	Praa.g_00289	Pran.g_01905
OG0000348	Praa.g_00290	Pran.g_01904
OG0000349	Praa.g_00291	Pran.g_01903
OG0000350	Praa.g_00292	Pran.g_01902
OG0000351	Praa.g_00295	Pran.g_01899
OG0000352	Praa.g_00298	Pran.g_01896
OG0000353	Praa.g_00299	Pran.g_01895
OG0000354	Praa.g_00300	Pran.g_01894
OG0000355	Praa.g_00301	Pran.g_01893
OG0000356	Praa.g_00302	Pran.g_01892
OG0000357	Praa.g_00303	Pran.g_01891
OG0000358	Praa.g_00304	Pran.g_01890
OG0000359	Praa.g_00305	Pran.g_01889
OG0000360	Praa.g_00308	Pran.g_01886
OG0000361	Praa.g_00309	Pran.g_01885
OG0000362	Praa.g_00310	Pran.g_01884
OG0000363	Praa.g_00311	Pran.g_01883
OG0000364	Praa.g_00312	Pran.g_01882
OG0000365	Praa.g_00313	Pran.g_01881
OG0000366	Praa.g_00314	Pran.g_01880
OG0000367	Praa.g_00315	Pran.g_01879
OG0000368	Praa.g_00316	Pran.g_01878
OG0000369	Praa.g_00317	Pran.g_01877
OG0000370	Praa.g_00318	Pran.g_01876
OG0000371	Praa.g_00319	Pran.g_01875
OG0000372	Praa.g_00321	Pran.g_01873
OG0000373	Praa.g_00323	Pran.g_01871
OG0000374	Praa.g_00324	Pran.g_01870
OG0000375	Praa.g_00325	Pran.g_01869
OG0000376	Praa.g_00327	Pran.g_01867
OG0000377	Praa.g_00328	Pran.g_01866
OG0000378	Praa.g_00329	Pran.g_01865
OG0000379	Praa.g_00334	Pran.g_01860
OG0000380	Praa.g_00335	Pran.g_01859
OG0000381	Praa.g_00336	Pran.g_01858
OG0000382	Praa.g_00338	Pran.g_01857
OG0000383	Praa.g_00340	Pran.g_01854
OG0000384	Praa.g_00341	Pran.g_01853
OG0000385	Praa.g_00344	Pran.g_01850
OG0000386	Praa.g_00345	Pran.g_01849
OG0000387	Praa.g_00346	Pran.g_01848
OG0000388	Praa.g_00347	Pran.g_01847
OG0000389	Praa.g_00348	Pran.g_01846
OG0000390	Praa.g_00349	Pran.g_01845
OG0000391	Praa.g_00350	Pran.g_01844
OG0000392	Praa.g_00351	Pran.g_01843
OG0000393	Praa.g_00354	Pran.g_01840
OG0000394	Praa.g_00355	Pran.g_01839
OG0000395	Praa.g_00357	Pran.g_01837
OG0000396	Praa.g_00358	Pran.g_01835
OG0000397	Praa.g_00370	Pran.g_01823
OG0000398	Praa.g_00378	Pran.g_01816
OG0000399	Praa.g_00379	Pran.g_01815
OG0000400	Praa.g_00383	Pran.g_01808
OG0000401	Praa.g_00431	Pran.g_01749
OG0000402	Praa.g_00432	Pran.g_01748
OG0000403	Praa.g_00433	Pran.g_01747
OG0000404	Praa.g_00435	Pran.g_01745
OG0000405	Praa.g_00436	Pran.g_01744
OG0000406	Praa.g_00437	Pran.g_01742
OG0000407	Praa.g_00438	Pran.g_01741
OG0000408	Praa.g_00439	Pran.g_01740
OG0000409	Praa.g_00440	Pran.g_01739
OG0000410	Praa.g_00441	Pran.g_01738
OG0000411	Praa.g_00442	Pran.g_01737
OG0000412	Praa.g_00443	Pran.g_01736
OG0000413	Praa.g_00444	Pran.g_01735
OG0000414	Praa.g_00445	Pran.g_01734
OG0000415	Praa.g_00446	Pran.g_01733
OG0000416	Praa.g_00447	Pran.g_01729
OG0000417	Praa.g_00448	Pran.g_01728
OG0000418	Praa.g_00449	Pran.g_01727
OG0000419	Praa.g_00450	Pran.g_01726
OG0000420	Praa.g_00451	Pran.g_01725
OG0000421	Praa.g_00452	Pran.g_01724
OG0000422	Praa.g_00454	Pran.g_01723
OG0000423	Praa.g_00455	Pran.g_01722
OG0000424	Praa.g_00457	Pran.g_01720
OG0000425	Praa.g_00461	Pran.g_01717
OG0000426	Praa.g_00462	Pran.g_01716
OG0000427	Praa.g_00463	Pran.g_01715
OG0000428	Praa.g_00464	Pran.g_01714
OG0000429	Praa.g_00465	Pran.g_01713
OG0000430	Praa.g_00471	Pran.g_01707
OG0000431	Praa.g_00473	Pran.g_01705
OG0000432	Praa.g_00474	Pran.g_01704
OG0000433	Praa.g_00477	Pran.g_01701
OG0000434	Praa.g_00478	Pran.g_01700
OG0000435	Praa.g_00479	Pran.g_01699
OG0000436	Praa.g_00481	Pran.g_01697
OG0000437	Praa.g_00483	Pran.g_01695
OG0000438	Praa.g_00484	Pran.g_01694
OG0000439	Praa.g_00485	Pran.g_01693
OG0000440	Praa.g_00487	Pran.g_01691
OG0000441	Praa.g_00488	Pran.g_01690
OG0000442	Praa.g_00489	Pran.g_01689
OG0000443	Praa.g_00490	Pran.g_01688
OG0000444	Praa.g_00491	Pran.g_01687
OG0000445	Praa.g_00492	Pran.g_01686
OG0000446	Praa.g_00493	Pran.g_01685
OG0000447	Praa.g_00494	Pran.g_01684
OG0000448	Praa.g_00495	Pran.g_01683
OG0000449	Praa.g_00500	Pran.g_01678
OG0000450	Praa.g_00501	Pran.g_01677
OG0000451	Praa.g_00502	Pran.g_01676
OG0000452	Praa.g_00503	Pran.g_01675
OG0000453	Praa.g_00505	Pran.g_01673
OG0000454	Praa.g_00506	Pran.g_01672
OG0000455	Praa.g_00507	Pran.g_01671
OG0000456	Praa.g_00508	Pran.g_01670
OG0000457	Praa.g_00510	Pran.g_01668
OG0000458	Praa.g_00512	Pran.g_01666
OG0000459	Praa.g_00513	Pran.g_01665
OG0000460	Praa.g_00515	Pran.g_01663
OG0000461	Praa.g_00516	Pran.g_01662
OG0000462	Praa.g_00517	Pran.g_01661
OG0000463	Praa.g_00518	Pran.g_01660
OG0000464	Praa.g_00523	Pran.g_01655
OG0000465	Praa.g_00525	Pran.g_01653
OG0000466	Praa.g_00526	Pran.g_01652
OG0000467	Praa.g_00527	Pran.g_01651
OG0000468	Praa.g_00528	Pran.g_01650
OG0000469	Praa.g_00529	Pran.g_01649
OG0000470	Praa.g_00530	Pran.g_01648
OG0000471	Praa.g_00531	Pran.g_01647
OG0000472	Praa.g_00534	Pran.g_01644
OG0000473	Praa.g_00535	Pran.g_01643
OG0000474	Praa.g_00536	Pran.g_01642
OG0000475	Praa.g_00537	Pran.g_01641
OG0000476	Praa.g_00538	Pran.g_01640
OG0000477	Praa.g_00540	Pran.g_01638
OG0000478	Praa.g_00541	Pran.g_01637
OG0000479	Praa.g_00543	Pran.g_01636
OG0000480	Praa.g_00545	Pran.g_01634
OG0000481	Praa.g_00546	Pran.g_01633
OG0000482	Praa.g_00547	Pran.g_01632
OG0000483	Praa.g_00548	Pran.g_01631
OG0000484	Praa.g_00549	Pran.g_01630
OG0000485	Praa.g_00550	Pran.g_01629
OG0000486	Praa.g_00551	Pran.g_01628
OG0000487	Praa.g_00552	Pran.g_01627
OG0000488	Praa.g_00554	Pran.g_01625
OG0000489	Praa.g_00555	Pran.g_01624
OG0000490	Praa.g_00556	Pran.g_01623
OG0000491	Praa.g_00557	Pran.g_01622
OG0000492	Praa.g_00558	Pran.g_01621
OG0000493	Praa.g_00559	Pran.g_01620
OG0000494	Praa.g_00561	Pran.g_01618
OG0000495	Praa.g_00562	Pran.g_01617
OG0000496	Praa.g_00563	Pran.g_01616
OG0000497	Praa.g_00564	Pran.g_01614
OG0000498	Praa.g_00565	Pran.g_01613
OG0000499	Praa.g_00567	Pran.g_01611
OG0000500	Praa.g_00568	Pran.g_01610
OG0000501	Praa.g_00570	Pran.g_01608
OG0000502	Praa.g_00571	Pran.g_01607
OG0000503	Praa.g_00572	Pran.g_01606
OG0000504	Praa.g_00573	Pran.g_01605
OG0000505	Praa.g_00574	Pran.g_01604
OG0000506	Praa.g_00575	Pran.g_01603
OG0000507	Praa.g_00576	Pran.g_01602
OG0000508	Praa.g_00578	Pran.g_01600
OG0000509	Praa.g_00579	Pran.g_01599
OG0000510	Praa.g_00580	Pran.g_01598
OG0000511	Praa.g_00581	Pran.g_01597
OG0000512	Praa.g_00582	Pran.g_01596
OG0000513	Praa.g_00583	Pran.g_01595
OG0000514	Praa.g_00584	Pran.g_01594
OG0000515	Praa.g_00586	Pran.g_01592
OG0000516	Praa.g_00587	Pran.g_01591
OG0000517	Praa.g_00588	Pran.g_01590
OG0000518	Praa.g_00591	Pran.g_01587
OG0000519	Praa.g_00592	Pran.g_01586
OG0000520	Praa.g_00593	Pran.g_01585
OG0000521	Praa.g_00594	Pran.g_01584
OG0000522	Praa.g_00595	Pran.g_01583
OG0000523	Praa.g_00596	Pran.g_01582
OG0000524	Praa.g_00597	Pran.g_01581
OG0000525	Praa.g_00599	Pran.g_01579
OG0000526	Praa.g_00600	Pran.g_01578
OG0000527	Praa.g_00601	Pran.g_01577
OG0000528	Praa.g_00602	Pran.g_01576
OG0000529	Praa.g_00603	Pran.g_01575
OG0000530	Praa.g_00604	Pran.g_01574
OG0000531	Praa.g_00605	Pran.g_01573
OG0000532	Praa.g_00606	Pran.g_01572
OG0000533	Praa.g_00607	Pran.g_01571
OG0000534	Praa.g_00608	Pran.g_01570
OG0000535	Praa.g_00609	Pran.g_01569
OG0000536	Praa.g_00610	Pran.g_01568
OG0000537	Praa.g_00611	Pran.g_01567
OG0000538	Praa.g_00612	Pran.g_01566
OG0000539	Praa.g_00613	Pran.g_01565
OG0000540	Praa.g_00614	Pran.g_01564
OG0000541	Praa.g_00615	Pran.g_01563
OG0000542	Praa.g_00616	Pran.g_01562
OG0000543	Praa.g_00617	Pran.g_01561
OG0000544	Praa.g_00618	Pran.g_01560
OG0000545	Praa.g_00621	Pran.g_01557
OG0000546	Praa.g_00622	Pran.g_01556
OG0000547	Praa.g_00624	Pran.g_01554
OG0000548	Praa.g_00625	Pran.g_01553
OG0000549	Praa.g_00626	Pran.g_01552
OG0000550	Praa.g_00627	Pran.g_01551
OG0000551	Praa.g_00628	Pran.g_01550
OG0000552	Praa.g_00629	Pran.g_01549
OG0000553	Praa.g_00630	Pran.g_01548
OG0000554	Praa.g_00631	Pran.g_01547
OG0000555	Praa.g_00632	Pran.g_01546
OG0000556	Praa.g_00633	Pran.g_01545
OG0000557	Praa.g_00634	Pran.g_01544
OG0000558	Praa.g_00635	Pran.g_01543
OG0000559	Praa.g_00636	Pran.g_01542
OG0000560	Praa.g_00638	Pran.g_01540
OG0000561	Praa.g_00639	Pran.g_01539
OG0000562	Praa.g_00640	Pran.g_01538
OG0000563	Praa.g_00641	Pran.g_01537
OG0000564	Praa.g_00642	Pran.g_01536
OG0000565	Praa.g_00643	Pran.g_01535
OG0000566	Praa.g_00644	Pran.g_01534
OG0000567	Praa.g_00645	Pran.g_01533
OG0000568	Praa.g_00646	Pran.g_01532
OG0000569	Praa.g_00647	Pran.g_01531
OG0000570	Praa.g_00648	Pran.g_01530
OG0000571	Praa.g_00649	Pran.g_01529
OG0000572	Praa.g_00650	Pran.g_01528
OG0000573	Praa.g_00653	Pran.g_01525
OG0000574	Praa.g_00654	Pran.g_01524
OG0000575	Praa.g_00655	Pran.g_01523
OG0000576	Praa.g_00656	Pran.g_01522
OG0000577	Praa.g_00657	Pran.g_01521
OG0000578	Praa.g_00658	Pran.g_01520
