Orthogroup	Praa	Praq
OG0000090	Praa.g_00139	Praq.g_01864
OG0000091	Praa.g_00169	Praq.g_01833
OG0000092	Praa.g_00170	Praq.g_01832
OG0000093	Praa.g_00184	Praq.g_01818
OG0000094	Praa.g_00202	Praq.g_01800
OG0000095	Praa.g_00207	Praq.g_01795
OG0000096	Praa.g_00251	Praq.g_01751
OG0000097	Praa.g_00274	Praq.g_01729
OG0000098	Praa.g_00284	Praq.g_01718
OG0000099	Praa.g_00294	Praq.g_01708
OG0000100	Praa.g_00297	Praq.g_01705
OG0000101	Praa.g_00356	Praq.g_01187
OG0000102	Praa.g_00381	Praq.g_01160
OG0000103	Praa.g_00476	Praq.g_00527
OG0000104	Praa.g_00480	Praq.g_00531
OG0000105	Praa.g_00499	Praq.g_01103
OG0000106	Praa.g_00532	Praq.g_01070
OG0000107	Praa.g_00533	Praq.g_01069
OG0000108	Praa.g_00544	Praq.g_01059
OG0000109	Praa.g_00553	Praq.g_01050
OG0000110	Praa.g_00569	Praq.g_01034
OG0000111	Praa.g_00651	Praq.g_00780
OG0000112	Praa.g_00652	Praq.g_00781
OG0000113	Praa.g_00733	Praq.g_00605
OG0000114	Praa.g_00801	Praq.g_00668
OG0000115	Praa.g_00964	Praq.g_01548
OG0000116	Praa.g_00968	Praq.g_01552
OG0000117	Praa.g_01036	Praq.g_01616
OG0000118	Praa.g_01089	Praq.g_01667
OG0000119	Praa.g_01130	Praq.g_01303
OG0000120	Praa.g_01165	Praq.g_01339
OG0000121	Praa.g_01184	Praq.g_01358
OG0000122	Praa.g_01203	Praq.g_01377
OG0000123	Praa.g_01216	Praq.g_01390
OG0000124	Praa.g_01224	Praq.g_00257
OG0000125	Praa.g_01330	Praq.g_00145
OG0000126	Praa.g_01366	Praq.g_00175
OG0000127	Praa.g_01463	Praq.g_00281
OG0000128	Praa.g_01477	Praq.g_00295
OG0000129	Praa.g_01513	Praq.g_00331
OG0000130	Praa.g_01633	Praq.g_01954, Praq.g_00499
OG0000131	Praa.g_01672	Praq.g_00461
OG0000132	Praa.g_01675	Praq.g_00458
OG0000133	Praa.g_01734	Praq.g_00920
OG0000134	Praa.g_01770	Praq.g_00884
OG0000135	Praa.g_01772	Praq.g_00882
OG0000136	Praa.g_01817	Praq.g_00748
OG0000137	Praa.g_01849	Praq.g_00683
OG0000138	Praa.g_01885	Praq.g_00718
OG0000139	Praa.g_01911	Praq.g_00409
OG0000140	Praa.g_00001	Praq.g_00427
OG0000141	Praa.g_00002	Praq.g_00428
OG0000142	Praa.g_00004	Praq.g_00430
OG0000143	Praa.g_00005	Praq.g_00431
OG0000144	Praa.g_00007	Praq.g_00433
OG0000145	Praa.g_00008	Praq.g_00434
OG0000146	Praa.g_00009	Praq.g_00435
OG0000147	Praa.g_00010	Praq.g_00436
OG0000148	Praa.g_00012	Praq.g_00438
OG0000149	Praa.g_00014	Praq.g_01217
OG0000150	Praa.g_00015	Praq.g_01218
OG0000151	Praa.g_00016	Praq.g_01219
OG0000152	Praa.g_00017	Praq.g_01220
OG0000153	Praa.g_00018	Praq.g_01221
OG0000154	Praa.g_00019	Praq.g_01222
OG0000155	Praa.g_00020	Praq.g_01223
OG0000156	Praa.g_00021	Praq.g_01224
OG0000157	Praa.g_00022	Praq.g_01225
OG0000158	Praa.g_00024	Praq.g_01227
OG0000159	Praa.g_00025	Praq.g_01228
OG0000160	Praa.g_00026	Praq.g_01229
OG0000161	Praa.g_00027	Praq.g_01230
OG0000162	Praa.g_00028	Praq.g_01231
OG0000163	Praa.g_00029	Praq.g_01232
OG0000164	Praa.g_00032	Praq.g_01235
OG0000165	Praa.g_00035	Praq.g_01239
OG0000166	Praa.g_00036	Praq.g_01240
OG0000167	Praa.g_00037	Praq.g_01241
OG0000168	Praa.g_00040	Praq.g_01255
OG0000169	Praa.g_00042	Praq.g_01257
OG0000170	Praa.g_00043	Praq.g_01258
OG0000171	Praa.g_00044	Praq.g_01259
OG0000172	Praa.g_00045	Praq.g_01261
OG0000173	Praa.g_00046	Praq.g_01262
OG0000174	Praa.g_00047	Praq.g_01263
OG0000175	Praa.g_00048	Praq.g_01264
OG0000176	Praa.g_00050	Praq.g_01266
OG0000177	Praa.g_00051	Praq.g_01267
OG0000178	Praa.g_00052	Praq.g_01268
OG0000179	Praa.g_00064	Praq.g_01939
OG0000180	Praa.g_00065	Praq.g_01938
OG0000181	Praa.g_00066	Praq.g_01937
OG0000182	Praa.g_00069	Praq.g_01934
OG0000183	Praa.g_00070	Praq.g_01933
OG0000184	Praa.g_00073	Praq.g_01930
OG0000185	Praa.g_00077	Praq.g_01926
OG0000186	Praa.g_00078	Praq.g_01925
OG0000187	Praa.g_00079	Praq.g_01924
OG0000188	Praa.g_00080	Praq.g_01923
OG0000189	Praa.g_00081	Praq.g_01922
OG0000190	Praa.g_00082	Praq.g_01921
OG0000191	Praa.g_00083	Praq.g_01920
OG0000192	Praa.g_00084	Praq.g_01919
OG0000193	Praa.g_00085	Praq.g_01918
OG0000194	Praa.g_00086	Praq.g_01917
OG0000195	Praa.g_00088	Praq.g_01915
OG0000196	Praa.g_00089	Praq.g_01914
OG0000197	Praa.g_00090	Praq.g_01913
OG0000198	Praa.g_00091	Praq.g_01912
OG0000199	Praa.g_00094	Praq.g_01909
OG0000200	Praa.g_00095	Praq.g_01908
OG0000201	Praa.g_00096	Praq.g_01907
OG0000202	Praa.g_00097	Praq.g_01906
OG0000203	Praa.g_00098	Praq.g_01905
OG0000204	Praa.g_00099	Praq.g_01904
OG0000205	Praa.g_00100	Praq.g_01903
OG0000206	Praa.g_00101	Praq.g_01902
OG0000207	Praa.g_00102	Praq.g_01901
OG0000208	Praa.g_00103	Praq.g_01900
OG0000209	Praa.g_00104	Praq.g_01899
OG0000210	Praa.g_00106	Praq.g_01897
OG0000211	Praa.g_00107	Praq.g_01896
OG0000212	Praa.g_00108	Praq.g_01895
OG0000213	Praa.g_00109	Praq.g_01894
OG0000214	Praa.g_00111	Praq.g_01892
OG0000215	Praa.g_00112	Praq.g_01891
OG0000216	Praa.g_00114	Praq.g_01889
OG0000217	Praa.g_00115	Praq.g_01888
OG0000218	Praa.g_00116	Praq.g_01887
OG0000219	Praa.g_00117	Praq.g_01886
OG0000220	Praa.g_00120	Praq.g_01883
OG0000221	Praa.g_00122	Praq.g_01881
OG0000222	Praa.g_00123	Praq.g_01880
OG0000223	Praa.g_00124	Praq.g_01879
OG0000224	Praa.g_00127	Praq.g_01876
OG0000225	Praa.g_00129	Praq.g_01874
OG0000226	Praa.g_00130	Praq.g_01873
OG0000227	Praa.g_00131	Praq.g_01872
OG0000228	Praa.g_00132	Praq.g_01871
OG0000229	Praa.g_00133	Praq.g_01870
OG0000230	Praa.g_00134	Praq.g_01869
OG0000231	Praa.g_00136	Praq.g_01867
OG0000232	Praa.g_00137	Praq.g_01866
OG0000233	Praa.g_00140	Praq.g_01863
OG0000234	Praa.g_00142	Praq.g_01861
OG0000235	Praa.g_00145	Praq.g_01857
OG0000236	Praa.g_00146	Praq.g_01856
OG0000237	Praa.g_00147	Praq.g_01855
OG0000238	Praa.g_00148	Praq.g_01854
OG0000239	Praa.g_00149	Praq.g_01853
OG0000240	Praa.g_00151	Praq.g_01851
OG0000241	Praa.g_00152	Praq.g_01850
OG0000242	Praa.g_00153	Praq.g_01849
OG0000243	Praa.g_00154	Praq.g_01848
OG0000244	Praa.g_00155	Praq.g_01847
OG0000245	Praa.g_00156	Praq.g_01846
OG0000246	Praa.g_00158	Praq.g_01844
OG0000247	Praa.g_00159	Praq.g_01843
OG0000248	Praa.g_00160	Praq.g_01842
OG0000249	Praa.g_00161	Praq.g_01841
OG0000250	Praa.g_00162	Praq.g_01840
OG0000251	Praa.g_00163	Praq.g_01839
OG0000252	Praa.g_00164	Praq.g_01838
OG0000253	Praa.g_00165	Praq.g_01837
OG0000254	Praa.g_00167	Praq.g_01835
OG0000255	Praa.g_00168	Praq.g_01834
OG0000256	Praa.g_00171	Praq.g_01831
OG0000257	Praa.g_00173	Praq.g_01829
OG0000258	Praa.g_00174	Praq.g_01828
OG0000259	Praa.g_00175	Praq.g_01827
OG0000260	Praa.g_00176	Praq.g_01826
OG0000261	Praa.g_00177	Praq.g_01825
OG0000262	Praa.g_00178	Praq.g_01824
OG0000263	Praa.g_00179	Praq.g_01823
OG0000264	Praa.g_00181	Praq.g_01821
OG0000265	Praa.g_00182	Praq.g_01820
OG0000266	Praa.g_00183	Praq.g_01819
OG0000267	Praa.g_00185	Praq.g_01817
OG0000268	Praa.g_00186	Praq.g_01816
OG0000269	Praa.g_00187	Praq.g_01815
OG0000270	Praa.g_00188	Praq.g_01814
OG0000271	Praa.g_00189	Praq.g_01813
OG0000272	Praa.g_00190	Praq.g_01812
OG0000273	Praa.g_00191	Praq.g_01811
OG0000274	Praa.g_00192	Praq.g_01810
OG0000275	Praa.g_00193	Praq.g_01809
OG0000276	Praa.g_00194	Praq.g_01808
OG0000277	Praa.g_00195	Praq.g_01807
OG0000278	Praa.g_00196	Praq.g_01806
OG0000279	Praa.g_00197	Praq.g_01805
OG0000280	Praa.g_00198	Praq.g_01804
OG0000281	Praa.g_00200	Praq.g_01802
OG0000282	Praa.g_00201	Praq.g_01801
OG0000283	Praa.g_00204	Praq.g_01798
OG0000284	Praa.g_00205	Praq.g_01797
OG0000285	Praa.g_00206	Praq.g_01796
OG0000286	Praa.g_00208	Praq.g_01794
OG0000287	Praa.g_00209	Praq.g_01793
OG0000288	Praa.g_00210	Praq.g_01792
OG0000289	Praa.g_00211	Praq.g_01791
OG0000290	Praa.g_00212	Praq.g_01790
OG0000291	Praa.g_00213	Praq.g_01789
OG0000292	Praa.g_00214	Praq.g_01788
OG0000293	Praa.g_00215	Praq.g_01787
OG0000294	Praa.g_00216	Praq.g_01786
OG0000295	Praa.g_00217	Praq.g_01785
OG0000296	Praa.g_00218	Praq.g_01784
OG0000297	Praa.g_00219	Praq.g_01783
OG0000298	Praa.g_00220	Praq.g_01782
OG0000299	Praa.g_00221	Praq.g_01781
OG0000300	Praa.g_00222	Praq.g_01780
OG0000301	Praa.g_00223	Praq.g_01779
OG0000302	Praa.g_00224	Praq.g_01778
OG0000303	Praa.g_00225	Praq.g_01777
OG0000304	Praa.g_00226	Praq.g_01776
OG0000305	Praa.g_00227	Praq.g_01775
OG0000306	Praa.g_00228	Praq.g_01774
OG0000307	Praa.g_00229	Praq.g_01773
OG0000308	Praa.g_00230	Praq.g_01772
OG0000309	Praa.g_00231	Praq.g_01771
OG0000310	Praa.g_00232	Praq.g_01770
OG0000311	Praa.g_00233	Praq.g_01769
OG0000312	Praa.g_00235	Praq.g_01767
OG0000313	Praa.g_00236	Praq.g_01766
OG0000314	Praa.g_00239	Praq.g_01763
OG0000315	Praa.g_00240	Praq.g_01762
OG0000316	Praa.g_00242	Praq.g_01760
OG0000317	Praa.g_00244	Praq.g_01758
OG0000318	Praa.g_00245	Praq.g_01757
OG0000319	Praa.g_00246	Praq.g_01756
OG0000320	Praa.g_00247	Praq.g_01755
OG0000321	Praa.g_00250	Praq.g_01752
OG0000322	Praa.g_00253	Praq.g_01750
OG0000323	Praa.g_00254	Praq.g_01749
OG0000324	Praa.g_00257	Praq.g_01746
OG0000325	Praa.g_00259	Praq.g_01744
OG0000326	Praa.g_00260	Praq.g_01743
OG0000327	Praa.g_00262	Praq.g_01741
OG0000328	Praa.g_00263	Praq.g_01740
OG0000329	Praa.g_00264	Praq.g_01739
OG0000330	Praa.g_00265	Praq.g_01738
OG0000331	Praa.g_00266	Praq.g_01737
OG0000332	Praa.g_00267	Praq.g_01736
OG0000333	Praa.g_00268	Praq.g_01735
OG0000334	Praa.g_00269	Praq.g_01734
OG0000335	Praa.g_00270	Praq.g_01733
OG0000336	Praa.g_00271	Praq.g_01732
OG0000337	Praa.g_00275	Praq.g_01728
OG0000338	Praa.g_00276	Praq.g_01727
OG0000339	Praa.g_00277	Praq.g_01726
OG0000340	Praa.g_00278	Praq.g_01725
OG0000341	Praa.g_00282	Praq.g_01721
OG0000342	Praa.g_00283	Praq.g_01719
OG0000343	Praa.g_00285	Praq.g_01717
OG0000344	Praa.g_00286	Praq.g_01716
OG0000345	Praa.g_00287	Praq.g_01715
OG0000346	Praa.g_00288	Praq.g_01714
OG0000347	Praa.g_00289	Praq.g_01713
OG0000348	Praa.g_00290	Praq.g_01712
OG0000349	Praa.g_00291	Praq.g_01711
OG0000350	Praa.g_00292	Praq.g_01710
OG0000351	Praa.g_00295	Praq.g_01707
OG0000352	Praa.g_00298	Praq.g_01704
OG0000353	Praa.g_00299	Praq.g_01703
OG0000354	Praa.g_00300	Praq.g_01702
OG0000355	Praa.g_00301	Praq.g_01701
OG0000356	Praa.g_00302	Praq.g_01700
OG0000357	Praa.g_00303	Praq.g_01699
OG0000358	Praa.g_00304	Praq.g_01698
OG0000359	Praa.g_00305	Praq.g_01697
OG0000360	Praa.g_00308	Praq.g_01694
OG0000361	Praa.g_00309	Praq.g_01693
OG0000362	Praa.g_00310	Praq.g_01692
OG0000363	Praa.g_00311	Praq.g_01691
OG0000364	Praa.g_00312	Praq.g_01690
OG0000365	Praa.g_00313	Praq.g_01689
OG0000366	Praa.g_00314	Praq.g_01688
OG0000367	Praa.g_00315	Praq.g_01687
OG0000368	Praa.g_00316	Praq.g_01686
OG0000369	Praa.g_00317	Praq.g_01685
OG0000370	Praa.g_00318	Praq.g_01684
OG0000371	Praa.g_00319	Praq.g_01683
OG0000372	Praa.g_00321	Praq.g_01681
OG0000373	Praa.g_00323	Praq.g_01679
OG0000374	Praa.g_00324	Praq.g_01678
OG0000375	Praa.g_00325	Praq.g_01677
OG0000376	Praa.g_00327	Praq.g_01675
OG0000377	Praa.g_00328	Praq.g_01674
OG0000378	Praa.g_00329	Praq.g_01673
OG0000379	Praa.g_00334	Praq.g_01211
OG0000380	Praa.g_00335	Praq.g_01210
OG0000381	Praa.g_00336	Praq.g_01209
OG0000382	Praa.g_00338	Praq.g_01207
OG0000383	Praa.g_00340	Praq.g_01204
OG0000384	Praa.g_00341	Praq.g_01203
OG0000385	Praa.g_00344	Praq.g_01200
OG0000386	Praa.g_00345	Praq.g_01199
OG0000387	Praa.g_00346	Praq.g_01198
OG0000388	Praa.g_00347	Praq.g_01197
OG0000389	Praa.g_00348	Praq.g_01196
OG0000390	Praa.g_00349	Praq.g_01195
OG0000391	Praa.g_00350	Praq.g_01194
OG0000392	Praa.g_00351	Praq.g_01193
OG0000393	Praa.g_00354	Praq.g_01189
OG0000394	Praa.g_00355	Praq.g_01188
OG0000395	Praa.g_00357	Praq.g_01186
OG0000396	Praa.g_00358	Praq.g_01185
OG0000397	Praa.g_00370	Praq.g_01172
OG0000398	Praa.g_00378	Praq.g_01164
OG0000399	Praa.g_00379	Praq.g_01163
OG0000400	Praa.g_00383	Praq.g_01158
OG0000401	Praa.g_00431	Praq.g_01126
OG0000402	Praa.g_00432	Praq.g_01125
OG0000403	Praa.g_00433	Praq.g_01124
OG0000404	Praa.g_00435	Praq.g_01122
OG0000405	Praa.g_00436	Praq.g_01121
OG0000406	Praa.g_00437	Praq.g_01119
OG0000407	Praa.g_00438	Praq.g_01118
OG0000408	Praa.g_00439	Praq.g_01117
OG0000409	Praa.g_00440	Praq.g_01116
OG0000410	Praa.g_00441	Praq.g_01115
OG0000411	Praa.g_00442	Praq.g_01114
OG0000412	Praa.g_00443	Praq.g_01113
OG0000413	Praa.g_00444	Praq.g_01112
OG0000414	Praa.g_00445	Praq.g_01111
OG0000415	Praa.g_00446	Praq.g_01110
OG0000416	Praa.g_00447	Praq.g_01109
OG0000417	Praa.g_00448	Praq.g_01108
OG0000418	Praa.g_00449	Praq.g_01107
OG0000419	Praa.g_00450	Praq.g_00500
OG0000420	Praa.g_00451	Praq.g_00501
OG0000421	Praa.g_00452	Praq.g_00502
OG0000422	Praa.g_00454	Praq.g_00504
OG0000423	Praa.g_00455	Praq.g_00505
OG0000424	Praa.g_00457	Praq.g_00507
OG0000425	Praa.g_00461	Praq.g_00511
OG0000426	Praa.g_00462	Praq.g_00512
OG0000427	Praa.g_00463	Praq.g_00513
OG0000428	Praa.g_00464	Praq.g_00514
OG0000429	Praa.g_00465	Praq.g_00515
OG0000430	Praa.g_00471	Praq.g_00522
OG0000431	Praa.g_00473	Praq.g_00524
OG0000432	Praa.g_00474	Praq.g_00525
OG0000433	Praa.g_00477	Praq.g_00528
OG0000434	Praa.g_00478	Praq.g_00529
OG0000435	Praa.g_00479	Praq.g_00530
OG0000436	Praa.g_00481	Praq.g_00532
OG0000437	Praa.g_00483	Praq.g_00534
OG0000438	Praa.g_00484	Praq.g_00535
OG0000439	Praa.g_00485	Praq.g_00536
OG0000440	Praa.g_00487	Praq.g_00538
OG0000441	Praa.g_00488	Praq.g_00539
OG0000442	Praa.g_00489	Praq.g_00540
OG0000443	Praa.g_00490	Praq.g_00541
OG0000444	Praa.g_00491	Praq.g_00542
OG0000445	Praa.g_00492	Praq.g_00543
OG0000446	Praa.g_00493	Praq.g_00544
OG0000447	Praa.g_00494	Praq.g_00545
OG0000448	Praa.g_00495	Praq.g_00546
OG0000449	Praa.g_00500	Praq.g_01102
OG0000450	Praa.g_00501	Praq.g_01101
OG0000451	Praa.g_00502	Praq.g_01100
OG0000452	Praa.g_00503	Praq.g_01099
OG0000453	Praa.g_00505	Praq.g_01097
OG0000454	Praa.g_00506	Praq.g_01096
OG0000455	Praa.g_00507	Praq.g_01095
OG0000456	Praa.g_00508	Praq.g_01094
OG0000457	Praa.g_00510	Praq.g_01092
OG0000458	Praa.g_00512	Praq.g_01090
OG0000459	Praa.g_00513	Praq.g_01089
OG0000460	Praa.g_00515	Praq.g_01087
OG0000461	Praa.g_00516	Praq.g_01086
OG0000462	Praa.g_00517	Praq.g_01085
OG0000463	Praa.g_00518	Praq.g_01084
OG0000464	Praa.g_00523	Praq.g_01079
OG0000465	Praa.g_00525	Praq.g_01077
OG0000466	Praa.g_00526	Praq.g_01076
OG0000467	Praa.g_00527	Praq.g_01075
OG0000468	Praa.g_00528	Praq.g_01074
OG0000469	Praa.g_00529	Praq.g_01073
OG0000470	Praa.g_00530	Praq.g_01072
OG0000471	Praa.g_00531	Praq.g_01071
OG0000472	Praa.g_00534	Praq.g_01068
OG0000473	Praa.g_00535	Praq.g_01067
OG0000474	Praa.g_00536	Praq.g_01066
OG0000475	Praa.g_00537	Praq.g_01065
OG0000476	Praa.g_00538	Praq.g_01064
OG0000477	Praa.g_00540	Praq.g_01062
OG0000478	Praa.g_00541	Praq.g_01061
OG0000479	Praa.g_00543	Praq.g_01060
OG0000480	Praa.g_00545	Praq.g_01058
OG0000481	Praa.g_00546	Praq.g_01057
OG0000482	Praa.g_00547	Praq.g_01056
OG0000483	Praa.g_00548	Praq.g_01055
OG0000484	Praa.g_00549	Praq.g_01054
OG0000485	Praa.g_00550	Praq.g_01053
OG0000486	Praa.g_00551	Praq.g_01052
OG0000487	Praa.g_00552	Praq.g_01051
OG0000488	Praa.g_00554	Praq.g_01049
OG0000489	Praa.g_00555	Praq.g_01048
OG0000490	Praa.g_00556	Praq.g_01047
OG0000491	Praa.g_00557	Praq.g_01046
OG0000492	Praa.g_00558	Praq.g_01045
OG0000493	Praa.g_00559	Praq.g_01044
OG0000494	Praa.g_00561	Praq.g_01042
OG0000495	Praa.g_00562	Praq.g_01041
OG0000496	Praa.g_00563	Praq.g_01040
OG0000497	Praa.g_00564	Praq.g_01039
OG0000498	Praa.g_00565	Praq.g_01038
OG0000499	Praa.g_00567	Praq.g_01036
OG0000500	Praa.g_00568	Praq.g_01035
OG0000501	Praa.g_00570	Praq.g_01033
OG0000502	Praa.g_00571	Praq.g_01032
OG0000503	Praa.g_00572	Praq.g_01031
OG0000504	Praa.g_00573	Praq.g_01030
OG0000505	Praa.g_00574	Praq.g_01029
OG0000506	Praa.g_00575	Praq.g_01028
OG0000507	Praa.g_00576	Praq.g_01027
OG0000508	Praa.g_00578	Praq.g_01025
OG0000509	Praa.g_00579	Praq.g_01024
OG0000510	Praa.g_00580	Praq.g_01023
OG0000511	Praa.g_00581	Praq.g_01022
OG0000512	Praa.g_00582	Praq.g_01021
OG0000513	Praa.g_00583	Praq.g_01020
OG0000514	Praa.g_00584	Praq.g_01019
OG0000515	Praa.g_00586	Praq.g_01017
OG0000516	Praa.g_00587	Praq.g_01016
OG0000517	Praa.g_00588	Praq.g_01015
OG0000518	Praa.g_00591	Praq.g_01012
OG0000519	Praa.g_00592	Praq.g_01010
OG0000520	Praa.g_00593	Praq.g_01009
OG0000521	Praa.g_00594	Praq.g_01008
OG0000522	Praa.g_00595	Praq.g_01007
OG0000523	Praa.g_00596	Praq.g_01006
OG0000524	Praa.g_00597	Praq.g_01005
OG0000525	Praa.g_00599	Praq.g_01003
OG0000526	Praa.g_00600	Praq.g_01002
OG0000527	Praa.g_00601	Praq.g_01001
OG0000528	Praa.g_00602	Praq.g_01000
OG0000529	Praa.g_00603	Praq.g_00999
OG0000530	Praa.g_00604	Praq.g_00998
OG0000531	Praa.g_00605	Praq.g_00997
OG0000532	Praa.g_00606	Praq.g_00996
OG0000533	Praa.g_00607	Praq.g_00995
OG0000534	Praa.g_00608	Praq.g_00994
OG0000535	Praa.g_00609	Praq.g_00993
OG0000536	Praa.g_00610	Praq.g_00992
OG0000537	Praa.g_00611	Praq.g_00991
OG0000538	Praa.g_00612	Praq.g_00990
OG0000539	Praa.g_00613	Praq.g_00989
OG0000540	Praa.g_00614	Praq.g_00988
OG0000541	Praa.g_00615	Praq.g_00987
OG0000542	Praa.g_00616	Praq.g_00986
OG0000543	Praa.g_00617	Praq.g_00985
OG0000544	Praa.g_00618	Praq.g_00984
OG0000545	Praa.g_00621	Praq.g_00981
OG0000546	Praa.g_00622	Praq.g_00980
OG0000547	Praa.g_00624	Praq.g_00978
OG0000548	Praa.g_00625	Praq.g_00977
OG0000549	Praa.g_00626	Praq.g_00976
OG0000550	Praa.g_00627	Praq.g_00975
OG0000551	Praa.g_00628	Praq.g_00974
OG0000552	Praa.g_00629	Praq.g_00973
OG0000553	Praa.g_00630	Praq.g_00972
OG0000554	Praa.g_00631	Praq.g_00971
OG0000555	Praa.g_00632	Praq.g_00970
OG0000556	Praa.g_00633	Praq.g_00969
OG0000557	Praa.g_00634	Praq.g_00968
OG0000558	Praa.g_00635	Praq.g_00967
OG0000559	Praa.g_00636	Praq.g_00966
OG0000560	Praa.g_00638	Praq.g_00964
OG0000561	Praa.g_00639	Praq.g_00963
OG0000562	Praa.g_00640	Praq.g_00962
OG0000563	Praa.g_00641	Praq.g_00961
OG0000564	Praa.g_00642	Praq.g_00960
OG0000565	Praa.g_00643	Praq.g_00959
OG0000566	Praa.g_00644	Praq.g_00958
OG0000567	Praa.g_00645	Praq.g_00957
OG0000568	Praa.g_00646	Praq.g_00775
OG0000569	Praa.g_00647	Praq.g_00776
OG0000570	Praa.g_00648	Praq.g_00777
OG0000571	Praa.g_00649	Praq.g_00778
OG0000572	Praa.g_00650	Praq.g_00779
OG0000573	Praa.g_00653	Praq.g_00782
OG0000574	Praa.g_00654	Praq.g_00783
OG0000575	Praa.g_00655	Praq.g_00784
