Orthogroup	Praa	Prai
OG0000140	Praa.g_00001	Prai.g_00001
OG0000141	Praa.g_00002	Prai.g_00002
OG0000142	Praa.g_00004	Prai.g_00004
OG0000143	Praa.g_00005	Prai.g_00005
OG0000144	Praa.g_00007	Prai.g_00007
OG0000145	Praa.g_00008	Prai.g_00008
OG0000146	Praa.g_00009	Prai.g_00009
OG0000147	Praa.g_00010	Prai.g_00010
OG0000148	Praa.g_00012	Prai.g_00012
OG0000149	Praa.g_00014	Prai.g_00014
OG0000150	Praa.g_00015	Prai.g_00015
OG0000151	Praa.g_00016	Prai.g_00016
OG0000152	Praa.g_00017	Prai.g_00017
OG0000153	Praa.g_00018	Prai.g_00018
OG0000154	Praa.g_00019	Prai.g_00019
OG0000155	Praa.g_00020	Prai.g_00020
OG0000156	Praa.g_00021	Prai.g_00021
OG0000157	Praa.g_00022	Prai.g_00022
OG0000158	Praa.g_00024	Prai.g_00024
OG0000159	Praa.g_00025	Prai.g_00025
OG0000160	Praa.g_00026	Prai.g_00026
OG0000161	Praa.g_00027	Prai.g_00027
OG0000162	Praa.g_00028	Prai.g_00028
OG0000163	Praa.g_00029	Prai.g_00029
OG0000164	Praa.g_00032	Prai.g_00032
OG0000165	Praa.g_00035	Prai.g_00035
OG0000166	Praa.g_00036	Prai.g_00036
OG0000167	Praa.g_00037	Prai.g_00037
OG0000168	Praa.g_00040	Prai.g_00047
OG0000169	Praa.g_00042	Prai.g_00049
OG0000170	Praa.g_00043	Prai.g_00050
OG0000171	Praa.g_00044	Prai.g_00051
OG0000172	Praa.g_00045	Prai.g_00052
OG0000173	Praa.g_00046	Prai.g_00053
OG0000174	Praa.g_00047	Prai.g_00054
OG0000175	Praa.g_00048	Prai.g_00055
OG0000176	Praa.g_00050	Prai.g_00057
OG0000177	Praa.g_00051	Prai.g_00058
OG0000178	Praa.g_00052	Prai.g_00059
OG0000179	Praa.g_00064	Prai.g_00064
OG0000180	Praa.g_00065	Prai.g_00065
OG0000181	Praa.g_00066	Prai.g_00066
OG0000182	Praa.g_00069	Prai.g_00069
OG0000183	Praa.g_00070	Prai.g_00070
OG0000184	Praa.g_00073	Prai.g_00073
OG0000185	Praa.g_00077	Prai.g_00077
OG0000186	Praa.g_00078	Prai.g_00078
OG0000187	Praa.g_00079	Prai.g_00079
OG0000188	Praa.g_00080	Prai.g_00080
OG0000189	Praa.g_00081	Prai.g_00081
OG0000190	Praa.g_00082	Prai.g_00082
OG0000191	Praa.g_00083	Prai.g_00083
OG0000192	Praa.g_00084	Prai.g_00084
OG0000193	Praa.g_00085	Prai.g_00085
OG0000194	Praa.g_00086	Prai.g_00086
OG0000195	Praa.g_00088	Prai.g_00088
OG0000196	Praa.g_00089	Prai.g_00089
OG0000197	Praa.g_00090	Prai.g_00090
OG0000198	Praa.g_00091	Prai.g_00091
OG0000199	Praa.g_00094	Prai.g_00094
OG0000200	Praa.g_00095	Prai.g_00095
OG0000201	Praa.g_00096	Prai.g_00096
OG0000202	Praa.g_00097	Prai.g_00097
OG0000203	Praa.g_00098	Prai.g_00098
OG0000204	Praa.g_00099	Prai.g_00099
OG0000205	Praa.g_00100	Prai.g_00100
OG0000206	Praa.g_00101	Prai.g_00101
OG0000207	Praa.g_00102	Prai.g_00102
OG0000208	Praa.g_00103	Prai.g_00103
OG0000209	Praa.g_00104	Prai.g_00104
OG0000210	Praa.g_00106	Prai.g_00106
OG0000211	Praa.g_00107	Prai.g_00107
OG0000212	Praa.g_00108	Prai.g_00108
OG0000213	Praa.g_00109	Prai.g_00109
OG0000214	Praa.g_00111	Prai.g_00111
OG0000215	Praa.g_00112	Prai.g_00112
OG0000216	Praa.g_00114	Prai.g_00114
OG0000217	Praa.g_00115	Prai.g_00115
OG0000218	Praa.g_00116	Prai.g_00116
OG0000219	Praa.g_00117	Prai.g_00117
OG0000220	Praa.g_00120	Prai.g_00120
OG0000221	Praa.g_00122	Prai.g_00122
OG0000222	Praa.g_00123	Prai.g_00123
OG0000223	Praa.g_00124	Prai.g_00124
OG0000224	Praa.g_00127	Prai.g_00127
OG0000225	Praa.g_00129	Prai.g_00129
OG0000226	Praa.g_00130	Prai.g_00130
OG0000227	Praa.g_00131	Prai.g_00131
OG0000228	Praa.g_00132	Prai.g_00132
OG0000229	Praa.g_00133	Prai.g_00133
OG0000230	Praa.g_00134	Prai.g_00134
OG0000231	Praa.g_00136	Prai.g_00136
OG0000232	Praa.g_00137	Prai.g_00137
OG0000233	Praa.g_00140	Prai.g_00140
OG0000234	Praa.g_00142	Prai.g_00142
OG0000235	Praa.g_00145	Prai.g_00156
OG0000236	Praa.g_00146	Prai.g_00157
OG0000237	Praa.g_00147	Prai.g_00158
OG0000238	Praa.g_00148	Prai.g_00159
OG0000239	Praa.g_00149	Prai.g_00160
OG0000240	Praa.g_00151	Prai.g_00162
OG0000241	Praa.g_00152	Prai.g_00163
OG0000242	Praa.g_00153	Prai.g_00164
OG0000243	Praa.g_00154	Prai.g_00165
OG0000244	Praa.g_00155	Prai.g_00166
OG0000245	Praa.g_00156	Prai.g_00167
OG0000246	Praa.g_00158	Prai.g_00169
OG0000247	Praa.g_00159	Prai.g_00170
OG0000248	Praa.g_00160	Prai.g_00171
OG0000249	Praa.g_00161	Prai.g_00172
OG0000250	Praa.g_00162	Prai.g_00173
OG0000251	Praa.g_00163	Prai.g_00174
OG0000252	Praa.g_00164	Prai.g_00175
OG0000253	Praa.g_00165	Prai.g_00176
OG0000254	Praa.g_00167	Prai.g_00178
OG0000255	Praa.g_00168	Prai.g_00179
OG0000256	Praa.g_00171	Prai.g_00182
OG0000257	Praa.g_00173	Prai.g_00184
OG0000258	Praa.g_00174	Prai.g_00185
OG0000259	Praa.g_00175	Prai.g_00186
OG0000260	Praa.g_00176	Prai.g_00187
OG0000261	Praa.g_00177	Prai.g_00188
OG0000262	Praa.g_00178	Prai.g_00189
OG0000263	Praa.g_00179	Prai.g_00190
OG0000264	Praa.g_00181	Prai.g_00192
OG0000265	Praa.g_00182	Prai.g_00193
OG0000266	Praa.g_00183	Prai.g_00194
OG0000267	Praa.g_00185	Prai.g_00196
OG0000268	Praa.g_00186	Prai.g_00197
OG0000269	Praa.g_00187	Prai.g_00198
OG0000270	Praa.g_00188	Prai.g_00199
OG0000271	Praa.g_00189	Prai.g_00200
OG0000272	Praa.g_00190	Prai.g_00201
OG0000273	Praa.g_00191	Prai.g_00202
OG0000274	Praa.g_00192	Prai.g_00203
OG0000275	Praa.g_00193	Prai.g_00204
OG0000276	Praa.g_00194	Prai.g_00205
OG0000277	Praa.g_00195	Prai.g_00206
OG0000278	Praa.g_00196	Prai.g_00207
OG0000279	Praa.g_00197	Prai.g_00208
OG0000280	Praa.g_00198	Prai.g_00209
OG0000281	Praa.g_00200	Prai.g_00211
OG0000282	Praa.g_00201	Prai.g_00212
OG0000283	Praa.g_00204	Prai.g_00215
OG0000284	Praa.g_00205	Prai.g_00216
OG0000285	Praa.g_00206	Prai.g_00217
OG0000286	Praa.g_00208	Prai.g_00219
OG0000287	Praa.g_00209	Prai.g_00220
OG0000288	Praa.g_00210	Prai.g_00221
OG0000289	Praa.g_00211	Prai.g_00222
OG0000290	Praa.g_00212	Prai.g_00223
OG0000291	Praa.g_00213	Prai.g_00224
OG0000292	Praa.g_00214	Prai.g_00225
OG0000293	Praa.g_00215	Prai.g_00226
OG0000294	Praa.g_00216	Prai.g_00227
OG0000295	Praa.g_00217	Prai.g_00228
OG0000296	Praa.g_00218	Prai.g_00229
OG0000297	Praa.g_00219	Prai.g_00230
OG0000298	Praa.g_00220	Prai.g_00231
OG0000299	Praa.g_00221	Prai.g_00232
OG0000300	Praa.g_00222	Prai.g_00233
OG0000301	Praa.g_00223	Prai.g_00234
OG0000302	Praa.g_00224	Prai.g_00235
OG0000303	Praa.g_00225	Prai.g_00236
OG0000304	Praa.g_00226	Prai.g_00237
OG0000305	Praa.g_00227	Prai.g_00238
OG0000306	Praa.g_00228	Prai.g_00239
OG0000307	Praa.g_00229	Prai.g_00240
OG0000308	Praa.g_00230	Prai.g_00241
OG0000309	Praa.g_00231	Prai.g_00242
OG0000310	Praa.g_00232	Prai.g_00243
OG0000311	Praa.g_00233	Prai.g_00244
OG0000312	Praa.g_00235	Prai.g_00246
OG0000313	Praa.g_00236	Prai.g_00247
OG0000314	Praa.g_00239	Prai.g_00250
OG0000315	Praa.g_00240	Prai.g_00251
OG0000316	Praa.g_00242	Prai.g_00255
OG0000317	Praa.g_00244	Prai.g_00257
OG0000318	Praa.g_00245	Prai.g_00258
OG0000319	Praa.g_00246	Prai.g_00259
OG0000320	Praa.g_00247	Prai.g_00260
OG0000321	Praa.g_00250	Prai.g_00263
OG0000322	Praa.g_00253	Prai.g_00266
OG0000323	Praa.g_00254	Prai.g_00267
OG0000324	Praa.g_00257	Prai.g_00270
OG0000325	Praa.g_00259	Prai.g_00272
OG0000326	Praa.g_00260	Prai.g_00273
OG0000327	Praa.g_00262	Prai.g_00275
OG0000328	Praa.g_00263	Prai.g_00276
OG0000329	Praa.g_00264	Prai.g_00277
OG0000330	Praa.g_00265	Prai.g_00278
OG0000331	Praa.g_00266	Prai.g_00279
OG0000332	Praa.g_00267	Prai.g_00280
OG0000333	Praa.g_00268	Prai.g_00281
OG0000334	Praa.g_00269	Prai.g_00282
OG0000335	Praa.g_00270	Prai.g_00283
OG0000336	Praa.g_00271	Prai.g_00284
OG0000337	Praa.g_00275	Prai.g_00288
OG0000338	Praa.g_00276	Prai.g_00289
OG0000339	Praa.g_00277	Prai.g_00290
OG0000340	Praa.g_00278	Prai.g_00291
OG0000341	Praa.g_00282	Prai.g_00295
OG0000342	Praa.g_00283	Prai.g_00296
OG0000343	Praa.g_00285	Prai.g_00298
OG0000344	Praa.g_00286	Prai.g_00299
OG0000345	Praa.g_00287	Prai.g_00300
OG0000346	Praa.g_00288	Prai.g_00301
OG0000347	Praa.g_00289	Prai.g_00302
OG0000348	Praa.g_00290	Prai.g_00303
OG0000349	Praa.g_00291	Prai.g_00304
OG0000350	Praa.g_00292	Prai.g_00305
OG0000351	Praa.g_00295	Prai.g_00308
OG0000352	Praa.g_00298	Prai.g_00311
OG0000353	Praa.g_00299	Prai.g_00312
OG0000354	Praa.g_00300	Prai.g_00313
OG0000355	Praa.g_00301	Prai.g_00314
OG0000356	Praa.g_00302	Prai.g_00315
OG0000357	Praa.g_00303	Prai.g_00316
OG0000358	Praa.g_00304	Prai.g_00317
OG0000359	Praa.g_00305	Prai.g_00318
OG0000360	Praa.g_00308	Prai.g_00321
OG0000361	Praa.g_00309	Prai.g_00322
OG0000362	Praa.g_00310	Prai.g_00323
OG0000363	Praa.g_00311	Prai.g_00324
OG0000364	Praa.g_00312	Prai.g_00325
OG0000365	Praa.g_00313	Prai.g_00326
OG0000366	Praa.g_00314	Prai.g_00327
OG0000367	Praa.g_00315	Prai.g_00328
OG0000368	Praa.g_00316	Prai.g_00329
OG0000369	Praa.g_00317	Prai.g_00330
OG0000370	Praa.g_00318	Prai.g_00331
OG0000371	Praa.g_00319	Prai.g_00332
OG0000372	Praa.g_00321	Prai.g_00334
OG0000373	Praa.g_00323	Prai.g_00336
OG0000374	Praa.g_00324	Prai.g_00337
OG0000375	Praa.g_00325	Prai.g_00338
OG0000376	Praa.g_00327	Prai.g_00340
OG0000377	Praa.g_00328	Prai.g_00341
OG0000378	Praa.g_00329	Prai.g_00342
OG0000379	Praa.g_00334	Prai.g_00347
OG0000380	Praa.g_00335	Prai.g_00348
OG0000381	Praa.g_00336	Prai.g_00349
OG0000382	Praa.g_00338	Prai.g_00351
OG0000383	Praa.g_00340	Prai.g_00354
OG0000384	Praa.g_00341	Prai.g_00355
OG0000385	Praa.g_00344	Prai.g_00357
OG0000386	Praa.g_00345	Prai.g_00358
OG0000387	Praa.g_00346	Prai.g_00359
OG0000388	Praa.g_00347	Prai.g_00360
OG0000389	Praa.g_00348	Prai.g_00361
OG0000390	Praa.g_00349	Prai.g_00362
OG0000391	Praa.g_00350	Prai.g_00363
OG0000392	Praa.g_00351	Prai.g_00364
OG0000393	Praa.g_00354	Prai.g_00367
OG0000394	Praa.g_00355	Prai.g_00368
OG0000395	Praa.g_00357	Prai.g_00370
OG0000396	Praa.g_00358	Prai.g_00372
OG0000397	Praa.g_00370	Prai.g_00384
OG0000398	Praa.g_00378	Prai.g_00390
OG0000399	Praa.g_00379	Prai.g_00392
OG0000400	Praa.g_00383	Prai.g_00397
OG0000401	Praa.g_00431	Prai.g_00462
OG0000402	Praa.g_00432	Prai.g_00463
OG0000403	Praa.g_00433	Prai.g_00464
OG0000404	Praa.g_00435	Prai.g_00466
OG0000405	Praa.g_00436	Prai.g_00467
OG0000406	Praa.g_00437	Prai.g_00469
OG0000407	Praa.g_00438	Prai.g_00470
OG0000408	Praa.g_00439	Prai.g_00471
OG0000409	Praa.g_00440	Prai.g_00472
OG0000410	Praa.g_00441	Prai.g_00473
OG0000411	Praa.g_00442	Prai.g_00474
OG0000412	Praa.g_00443	Prai.g_00475
OG0000413	Praa.g_00444	Prai.g_00476
OG0000414	Praa.g_00445	Prai.g_00477
OG0000415	Praa.g_00446	Prai.g_00478
OG0000416	Praa.g_00447	Prai.g_00479
OG0000417	Praa.g_00448	Prai.g_00480
OG0000418	Praa.g_00449	Prai.g_00481
OG0000419	Praa.g_00450	Prai.g_00482
OG0000420	Praa.g_00451	Prai.g_00483
OG0000421	Praa.g_00452	Prai.g_00484
OG0000422	Praa.g_00454	Prai.g_00486
OG0000423	Praa.g_00455	Prai.g_00487
OG0000424	Praa.g_00457	Prai.g_00489
OG0000425	Praa.g_00461	Prai.g_00492
OG0000426	Praa.g_00462	Prai.g_00493
OG0000427	Praa.g_00463	Prai.g_00494
OG0000428	Praa.g_00464	Prai.g_00495
OG0000429	Praa.g_00465	Prai.g_00496
OG0000430	Praa.g_00471	Prai.g_00501
OG0000431	Praa.g_00473	Prai.g_00503
OG0000432	Praa.g_00474	Prai.g_00504
OG0000433	Praa.g_00477	Prai.g_00507
OG0000434	Praa.g_00478	Prai.g_00508
OG0000435	Praa.g_00479	Prai.g_00509
OG0000436	Praa.g_00481	Prai.g_00511
OG0000437	Praa.g_00483	Prai.g_00513
OG0000438	Praa.g_00484	Prai.g_00514
OG0000439	Praa.g_00485	Prai.g_00515
OG0000440	Praa.g_00487	Prai.g_00517
OG0000441	Praa.g_00488	Prai.g_00518
OG0000442	Praa.g_00489	Prai.g_00519
OG0000443	Praa.g_00490	Prai.g_00520
OG0000444	Praa.g_00491	Prai.g_00521
OG0000445	Praa.g_00492	Prai.g_00522
OG0000446	Praa.g_00493	Prai.g_00523
OG0000447	Praa.g_00494	Prai.g_00524
OG0000448	Praa.g_00495	Prai.g_00525
OG0000449	Praa.g_00500	Prai.g_00530
OG0000450	Praa.g_00501	Prai.g_00531
OG0000451	Praa.g_00502	Prai.g_00532
OG0000452	Praa.g_00503	Prai.g_00533
OG0000453	Praa.g_00505	Prai.g_00535
OG0000454	Praa.g_00506	Prai.g_00536
OG0000455	Praa.g_00507	Prai.g_00537
OG0000456	Praa.g_00508	Prai.g_00538
OG0000457	Praa.g_00510	Prai.g_00540
OG0000458	Praa.g_00512	Prai.g_00542
OG0000459	Praa.g_00513	Prai.g_00543
OG0000460	Praa.g_00515	Prai.g_00544
OG0000461	Praa.g_00516	Prai.g_00545
OG0000462	Praa.g_00517	Prai.g_00546
OG0000463	Praa.g_00518	Prai.g_00547
OG0000464	Praa.g_00523	Prai.g_00552
OG0000465	Praa.g_00525	Prai.g_00553
OG0000466	Praa.g_00526	Prai.g_00554
OG0000467	Praa.g_00527	Prai.g_00555
OG0000468	Praa.g_00528	Prai.g_00556
OG0000469	Praa.g_00529	Prai.g_00557
OG0000470	Praa.g_00530	Prai.g_00558
OG0000471	Praa.g_00531	Prai.g_00559
OG0000472	Praa.g_00534	Prai.g_00562
OG0000473	Praa.g_00535	Prai.g_00563
OG0000474	Praa.g_00536	Prai.g_00564
OG0000475	Praa.g_00537	Prai.g_00565
OG0000476	Praa.g_00538	Prai.g_00566
OG0000477	Praa.g_00540	Prai.g_00568
OG0000478	Praa.g_00541	Prai.g_00569
OG0000479	Praa.g_00543	Prai.g_00570
OG0000480	Praa.g_00545	Prai.g_00572
OG0000481	Praa.g_00546	Prai.g_00573
OG0000482	Praa.g_00547	Prai.g_00574
OG0000483	Praa.g_00548	Prai.g_00575
OG0000484	Praa.g_00549	Prai.g_00576
OG0000485	Praa.g_00550	Prai.g_00577
OG0000486	Praa.g_00551	Prai.g_00578
OG0000487	Praa.g_00552	Prai.g_00579
OG0000488	Praa.g_00554	Prai.g_00581
OG0000489	Praa.g_00555	Prai.g_00582
OG0000490	Praa.g_00556	Prai.g_00583
OG0000491	Praa.g_00557	Prai.g_00584
OG0000492	Praa.g_00558	Prai.g_00585
OG0000493	Praa.g_00559	Prai.g_00586
OG0000494	Praa.g_00561	Prai.g_00588
OG0000495	Praa.g_00562	Prai.g_00589
OG0000496	Praa.g_00563	Prai.g_00590
OG0000497	Praa.g_00564	Prai.g_00592
OG0000498	Praa.g_00565	Prai.g_00593
OG0000499	Praa.g_00567	Prai.g_00595
OG0000500	Praa.g_00568	Prai.g_00596
OG0000501	Praa.g_00570	Prai.g_00598
OG0000502	Praa.g_00571	Prai.g_00599
OG0000503	Praa.g_00572	Prai.g_00600
OG0000504	Praa.g_00573	Prai.g_00601
OG0000505	Praa.g_00574	Prai.g_00602
OG0000506	Praa.g_00575	Prai.g_00603
OG0000507	Praa.g_00576	Prai.g_00604
OG0000508	Praa.g_00578	Prai.g_00606
OG0000509	Praa.g_00579	Prai.g_00607
OG0000510	Praa.g_00580	Prai.g_00608
OG0000511	Praa.g_00581	Prai.g_00609
OG0000512	Praa.g_00582	Prai.g_00610
OG0000513	Praa.g_00583	Prai.g_00611
OG0000514	Praa.g_00584	Prai.g_00612
OG0000515	Praa.g_00586	Prai.g_00614
OG0000516	Praa.g_00587	Prai.g_00615
OG0000517	Praa.g_00588	Prai.g_00616
OG0000518	Praa.g_00591	Prai.g_00619
OG0000519	Praa.g_00592	Prai.g_00620
OG0000520	Praa.g_00593	Prai.g_00621
OG0000521	Praa.g_00594	Prai.g_00622
OG0000522	Praa.g_00595	Prai.g_00623
OG0000523	Praa.g_00596	Prai.g_00624
OG0000524	Praa.g_00597	Prai.g_00625
OG0000525	Praa.g_00599	Prai.g_00627
OG0000526	Praa.g_00600	Prai.g_00628
OG0000527	Praa.g_00601	Prai.g_00629
OG0000528	Praa.g_00602	Prai.g_00630
OG0000529	Praa.g_00603	Prai.g_00631
OG0000530	Praa.g_00604	Prai.g_00632
OG0000531	Praa.g_00605	Prai.g_00633
OG0000532	Praa.g_00606	Prai.g_00634
OG0000533	Praa.g_00607	Prai.g_00635
OG0000534	Praa.g_00608	Prai.g_00636
OG0000535	Praa.g_00609	Prai.g_00637
OG0000536	Praa.g_00610	Prai.g_00638
OG0000537	Praa.g_00611	Prai.g_00639
OG0000538	Praa.g_00612	Prai.g_00640
OG0000539	Praa.g_00613	Prai.g_00641
OG0000540	Praa.g_00614	Prai.g_00642
OG0000541	Praa.g_00615	Prai.g_00643
OG0000542	Praa.g_00616	Prai.g_00644
OG0000543	Praa.g_00617	Prai.g_00645
OG0000544	Praa.g_00618	Prai.g_00646
OG0000545	Praa.g_00621	Prai.g_00650
OG0000546	Praa.g_00622	Prai.g_00651
OG0000547	Praa.g_00624	Prai.g_00653
OG0000548	Praa.g_00625	Prai.g_00654
OG0000549	Praa.g_00626	Prai.g_00655
OG0000550	Praa.g_00627	Prai.g_00656
OG0000551	Praa.g_00628	Prai.g_00657
OG0000552	Praa.g_00629	Prai.g_00658
OG0000553	Praa.g_00630	Prai.g_00659
OG0000554	Praa.g_00631	Prai.g_00660
OG0000555	Praa.g_00632	Prai.g_00661
OG0000556	Praa.g_00633	Prai.g_00662
OG0000557	Praa.g_00634	Prai.g_00663
OG0000558	Praa.g_00635	Prai.g_00664
OG0000559	Praa.g_00636	Prai.g_00665
OG0000560	Praa.g_00638	Prai.g_00667
OG0000561	Praa.g_00639	Prai.g_00668
OG0000562	Praa.g_00640	Prai.g_00669
OG0000563	Praa.g_00641	Prai.g_00670
OG0000564	Praa.g_00642	Prai.g_00671
OG0000565	Praa.g_00643	Prai.g_00672
OG0000566	Praa.g_00644	Prai.g_00673
OG0000567	Praa.g_00645	Prai.g_00674
OG0000568	Praa.g_00646	Prai.g_00675
OG0000569	Praa.g_00647	Prai.g_00676
OG0000570	Praa.g_00648	Prai.g_00677
OG0000571	Praa.g_00649	Prai.g_00678
OG0000572	Praa.g_00650	Prai.g_00679
OG0000573	Praa.g_00653	Prai.g_00682
OG0000574	Praa.g_00654	Prai.g_00683
OG0000575	Praa.g_00655	Prai.g_00684
OG0000576	Praa.g_00656	Prai.g_00685
OG0000577	Praa.g_00657	Prai.g_00686
OG0000578	Praa.g_00658	Prai.g_00687
OG0000579	Praa.g_00659	Prai.g_00688
OG0000580	Praa.g_00660	Prai.g_00689
OG0000581	Praa.g_00661	Prai.g_00690
OG0000582	Praa.g_00662	Prai.g_00691
