Orthogroup	Praa	Prap
OG0000229	Praa.g_00133	Prap.g_01040
OG0000230	Praa.g_00134	Prap.g_01039
OG0000231	Praa.g_00136	Prap.g_00319
OG0000232	Praa.g_00137	Prap.g_01037
OG0000233	Praa.g_00140	Prap.g_01034
OG0000234	Praa.g_00142	Prap.g_01032
OG0000235	Praa.g_00145	Prap.g_01026
OG0000236	Praa.g_00146	Prap.g_01025
OG0000237	Praa.g_00147	Prap.g_01024
OG0000238	Praa.g_00148	Prap.g_01023
OG0000239	Praa.g_00149	Prap.g_01022
OG0000240	Praa.g_00151	Prap.g_01020
OG0000241	Praa.g_00152	Prap.g_01019
OG0000242	Praa.g_00153	Prap.g_01018
OG0000243	Praa.g_00154	Prap.g_01017
OG0000244	Praa.g_00155	Prap.g_01016
OG0000245	Praa.g_00156	Prap.g_01014
OG0000246	Praa.g_00158	Prap.g_01012
OG0000247	Praa.g_00159	Prap.g_01011
OG0000248	Praa.g_00160	Prap.g_01010
OG0000249	Praa.g_00161	Prap.g_01009
OG0000250	Praa.g_00162	Prap.g_01008
OG0000251	Praa.g_00163	Prap.g_01007
OG0000252	Praa.g_00164	Prap.g_01006
OG0000253	Praa.g_00165	Prap.g_01005
OG0000254	Praa.g_00167	Prap.g_01003
OG0000255	Praa.g_00168	Prap.g_01002
OG0000256	Praa.g_00171	Prap.g_00999
OG0000257	Praa.g_00173	Prap.g_00997
OG0000258	Praa.g_00174	Prap.g_00996
OG0000259	Praa.g_00175	Prap.g_00995
OG0000260	Praa.g_00176	Prap.g_00994
OG0000261	Praa.g_00177	Prap.g_00993
OG0000262	Praa.g_00178	Prap.g_00992
OG0000263	Praa.g_00179	Prap.g_00991
OG0000264	Praa.g_00181	Prap.g_00989
OG0000265	Praa.g_00182	Prap.g_00988
OG0000266	Praa.g_00183	Prap.g_00987
OG0000267	Praa.g_00185	Prap.g_00985
OG0000268	Praa.g_00186	Prap.g_00983
OG0000269	Praa.g_00187	Prap.g_00982
OG0000270	Praa.g_00188	Prap.g_00981
OG0000271	Praa.g_00189	Prap.g_00980
OG0000272	Praa.g_00190	Prap.g_00979
OG0000273	Praa.g_00191	Prap.g_00978
OG0000274	Praa.g_00192	Prap.g_00977
OG0000275	Praa.g_00193	Prap.g_00976
OG0000276	Praa.g_00194	Prap.g_00975
OG0000277	Praa.g_00195	Prap.g_00974
OG0000278	Praa.g_00196	Prap.g_00973
OG0000279	Praa.g_00197	Prap.g_00972
OG0000280	Praa.g_00198	Prap.g_00971
OG0000281	Praa.g_00200	Prap.g_00969
OG0000282	Praa.g_00201	Prap.g_00968
OG0000283	Praa.g_00204	Prap.g_00965
OG0000284	Praa.g_00205	Prap.g_00964
OG0000285	Praa.g_00206	Prap.g_00963
OG0000286	Praa.g_00208	Prap.g_00961
OG0000287	Praa.g_00209	Prap.g_00959
OG0000288	Praa.g_00210	Prap.g_00958
OG0000289	Praa.g_00211	Prap.g_00957
OG0000290	Praa.g_00212	Prap.g_00956
OG0000291	Praa.g_00213	Prap.g_00955
OG0000292	Praa.g_00214	Prap.g_00954
OG0000293	Praa.g_00215	Prap.g_00953
OG0000294	Praa.g_00216	Prap.g_00952
OG0000295	Praa.g_00217	Prap.g_00951
OG0000296	Praa.g_00218	Prap.g_00950
OG0000297	Praa.g_00219	Prap.g_00949
OG0000298	Praa.g_00220	Prap.g_00948
OG0000299	Praa.g_00221	Prap.g_00947
OG0000300	Praa.g_00222	Prap.g_00946
OG0000301	Praa.g_00223	Prap.g_00945
OG0000302	Praa.g_00224	Prap.g_00944
OG0000303	Praa.g_00225	Prap.g_00943
OG0000304	Praa.g_00226	Prap.g_01487
OG0000305	Praa.g_00227	Prap.g_01486
OG0000306	Praa.g_00228	Prap.g_01485
OG0000307	Praa.g_00229	Prap.g_01483
OG0000308	Praa.g_00230	Prap.g_01482
OG0000309	Praa.g_00231	Prap.g_01481
OG0000310	Praa.g_00232	Prap.g_01480
OG0000311	Praa.g_00233	Prap.g_01479
OG0000312	Praa.g_00235	Prap.g_01477
OG0000313	Praa.g_00236	Prap.g_01476
OG0000314	Praa.g_00239	Prap.g_01472
OG0000315	Praa.g_00240	Prap.g_01471
OG0000316	Praa.g_00242	Prap.g_01469
OG0000317	Praa.g_00244	Prap.g_01467
OG0000318	Praa.g_00245	Prap.g_01466
OG0000319	Praa.g_00246	Prap.g_01465
OG0000320	Praa.g_00247	Prap.g_01464
OG0000321	Praa.g_00250	Prap.g_01461
OG0000322	Praa.g_00253	Prap.g_01457
OG0000323	Praa.g_00254	Prap.g_01456
OG0000324	Praa.g_00257	Prap.g_01453
OG0000325	Praa.g_00259	Prap.g_01452
OG0000326	Praa.g_00260	Prap.g_01451
OG0000327	Praa.g_00262	Prap.g_01449
OG0000328	Praa.g_00263	Prap.g_01448
OG0000329	Praa.g_00264	Prap.g_01447
OG0000330	Praa.g_00265	Prap.g_01446
OG0000331	Praa.g_00266	Prap.g_01444
OG0000332	Praa.g_00267	Prap.g_01443
OG0000333	Praa.g_00268	Prap.g_01442
OG0000334	Praa.g_00269	Prap.g_01441
OG0000335	Praa.g_00270	Prap.g_01440
OG0000336	Praa.g_00271	Prap.g_01438
OG0000337	Praa.g_00275	Prap.g_01435
OG0000338	Praa.g_00276	Prap.g_01434
OG0000339	Praa.g_00277	Prap.g_01433
OG0000340	Praa.g_00278	Prap.g_01432
OG0000341	Praa.g_00282	Prap.g_01428
OG0000342	Praa.g_00283	Prap.g_01427
OG0000343	Praa.g_00285	Prap.g_01424
OG0000344	Praa.g_00286	Prap.g_01423
OG0000345	Praa.g_00287	Prap.g_01422
OG0000346	Praa.g_00288	Prap.g_01421
OG0000347	Praa.g_00289	Prap.g_01420
OG0000348	Praa.g_00290	Prap.g_01418
OG0000349	Praa.g_00291	Prap.g_01417
OG0000350	Praa.g_00292	Prap.g_01416
OG0000351	Praa.g_00295	Prap.g_01414
OG0000352	Praa.g_00298	Prap.g_01411
OG0000353	Praa.g_00299	Prap.g_01410
OG0000354	Praa.g_00300	Prap.g_01409
OG0000355	Praa.g_00301	Prap.g_01408
OG0000356	Praa.g_00302	Prap.g_01407
OG0000357	Praa.g_00303	Prap.g_01406
OG0000358	Praa.g_00304	Prap.g_01405
OG0000359	Praa.g_00305	Prap.g_01404
OG0000360	Praa.g_00308	Prap.g_01402
OG0000361	Praa.g_00309	Prap.g_01401
OG0000362	Praa.g_00310	Prap.g_01400
OG0000363	Praa.g_00311	Prap.g_01399
OG0000364	Praa.g_00312	Prap.g_01398
OG0000365	Praa.g_00313	Prap.g_01397
OG0000366	Praa.g_00314	Prap.g_01396
OG0000367	Praa.g_00315	Prap.g_01395
OG0000368	Praa.g_00316	Prap.g_01394
OG0000369	Praa.g_00317	Prap.g_01393
OG0000370	Praa.g_00318	Prap.g_01392
OG0000371	Praa.g_00319	Prap.g_01391
OG0000372	Praa.g_00321	Prap.g_01390
OG0000373	Praa.g_00323	Prap.g_01388
OG0000374	Praa.g_00324	Prap.g_01387
OG0000375	Praa.g_00325	Prap.g_01386
OG0000376	Praa.g_00327	Prap.g_01385
OG0000377	Praa.g_00328	Prap.g_01379
OG0000378	Praa.g_00329	Prap.g_01378
OG0000379	Praa.g_00334	Prap.g_01372
OG0000380	Praa.g_00335	Prap.g_01370
OG0000381	Praa.g_00336	Prap.g_01369
OG0000382	Praa.g_00338	Prap.g_01368
OG0000383	Praa.g_00340	Prap.g_01365
OG0000384	Praa.g_00341	Prap.g_01364
OG0000385	Praa.g_00344	Prap.g_01361
OG0000386	Praa.g_00345	Prap.g_01360
OG0000387	Praa.g_00346	Prap.g_01359
OG0000388	Praa.g_00347	Prap.g_01358
OG0000389	Praa.g_00348	Prap.g_01357
OG0000390	Praa.g_00349	Prap.g_01356
OG0000391	Praa.g_00350	Prap.g_01355
OG0000392	Praa.g_00351	Prap.g_01354
OG0000393	Praa.g_00354	Prap.g_01350
OG0000394	Praa.g_00355	Prap.g_01349
OG0000395	Praa.g_00357	Prap.g_01346
OG0000396	Praa.g_00358	Prap.g_00728
OG0000397	Praa.g_00370	Prap.g_00500
OG0000398	Praa.g_00378	Prap.g_01827
OG0000399	Praa.g_00379	Prap.g_00495
OG0000400	Praa.g_00383	Prap.g_01714
OG0000401	Praa.g_00431	Prap.g_01335
OG0000402	Praa.g_00432	Prap.g_01334
OG0000403	Praa.g_00433	Prap.g_01333
OG0000404	Praa.g_00435	Prap.g_01331
OG0000405	Praa.g_00436	Prap.g_01330
OG0000406	Praa.g_00437	Prap.g_01328
OG0000407	Praa.g_00438	Prap.g_01327
OG0000408	Praa.g_00439	Prap.g_01326
OG0000409	Praa.g_00440	Prap.g_01325
OG0000410	Praa.g_00441	Prap.g_01324
OG0000411	Praa.g_00442	Prap.g_01323
OG0000412	Praa.g_00443	Prap.g_01322
OG0000413	Praa.g_00444	Prap.g_01321
OG0000414	Praa.g_00445	Prap.g_01320
OG0000415	Praa.g_00446	Prap.g_01319
OG0000416	Praa.g_00447	Prap.g_01318
OG0000417	Praa.g_00448	Prap.g_01317
OG0000418	Praa.g_00449	Prap.g_01316
OG0000419	Praa.g_00450	Prap.g_01315
OG0000420	Praa.g_00451	Prap.g_01314
OG0000421	Praa.g_00452	Prap.g_01310
OG0000422	Praa.g_00454	Prap.g_01308
OG0000423	Praa.g_00455	Prap.g_01307
OG0000424	Praa.g_00457	Prap.g_01306
OG0000425	Praa.g_00461	Prap.g_01302
OG0000426	Praa.g_00462	Prap.g_01301
OG0000427	Praa.g_00463	Prap.g_01300
OG0000428	Praa.g_00464	Prap.g_01298
OG0000429	Praa.g_00465	Prap.g_01297
OG0000430	Praa.g_00471	Prap.g_01296
OG0000431	Praa.g_00473	Prap.g_01294
OG0000432	Praa.g_00474	Prap.g_01293
OG0000433	Praa.g_00477	Prap.g_01290
OG0000434	Praa.g_00478	Prap.g_01289
OG0000435	Praa.g_00479	Prap.g_01288
OG0000436	Praa.g_00481	Prap.g_01286
OG0000437	Praa.g_00483	Prap.g_01284
OG0000438	Praa.g_00484	Prap.g_01283
OG0000439	Praa.g_00485	Prap.g_01282
OG0000440	Praa.g_00487	Prap.g_01280
OG0000441	Praa.g_00488	Prap.g_01279
OG0000442	Praa.g_00489	Prap.g_01278
OG0000443	Praa.g_00490	Prap.g_01277
OG0000444	Praa.g_00491	Prap.g_01276
OG0000445	Praa.g_00492	Prap.g_01275
OG0000446	Praa.g_00493	Prap.g_01274
OG0000447	Praa.g_00494	Prap.g_01273
OG0000448	Praa.g_00495	Prap.g_01272
OG0000449	Praa.g_00500	Prap.g_01266
OG0000450	Praa.g_00501	Prap.g_01265
OG0000451	Praa.g_00502	Prap.g_01264
OG0000452	Praa.g_00503	Prap.g_01263
OG0000453	Praa.g_00505	Prap.g_01262
OG0000454	Praa.g_00506	Prap.g_01261
OG0000455	Praa.g_00507	Prap.g_01260
OG0000456	Praa.g_00508	Prap.g_01259
OG0000457	Praa.g_00510	Prap.g_01257
OG0000458	Praa.g_00512	Prap.g_01255
OG0000459	Praa.g_00513	Prap.g_01254
OG0000460	Praa.g_00515	Prap.g_01252
OG0000461	Praa.g_00516	Prap.g_01251
OG0000462	Praa.g_00517	Prap.g_01250
OG0000463	Praa.g_00518	Prap.g_01249
OG0000464	Praa.g_00523	Prap.g_01245
OG0000465	Praa.g_00525	Prap.g_01244
OG0000466	Praa.g_00526	Prap.g_01243
OG0000467	Praa.g_00527	Prap.g_01242
OG0000468	Praa.g_00528	Prap.g_01241
OG0000469	Praa.g_00529	Prap.g_01240
OG0000470	Praa.g_00530	Prap.g_01239
OG0000471	Praa.g_00531	Prap.g_01238
OG0000472	Praa.g_00534	Prap.g_01235
OG0000473	Praa.g_00535	Prap.g_01234
OG0000474	Praa.g_00536	Prap.g_01233
OG0000475	Praa.g_00537	Prap.g_01232
OG0000476	Praa.g_00538	Prap.g_01231
OG0000477	Praa.g_00540	Prap.g_01229
OG0000478	Praa.g_00541	Prap.g_01228
OG0000479	Praa.g_00543	Prap.g_01227
OG0000480	Praa.g_00545	Prap.g_01225
OG0000481	Praa.g_00546	Prap.g_01224
OG0000482	Praa.g_00547	Prap.g_01223
OG0000483	Praa.g_00548	Prap.g_01222
OG0000484	Praa.g_00549	Prap.g_01221
OG0000485	Praa.g_00550	Prap.g_01220
OG0000486	Praa.g_00551	Prap.g_01219
OG0000487	Praa.g_00552	Prap.g_01218
OG0000488	Praa.g_00554	Prap.g_01216
OG0000489	Praa.g_00555	Prap.g_01215
OG0000490	Praa.g_00556	Prap.g_01214
OG0000491	Praa.g_00557	Prap.g_01213
OG0000492	Praa.g_00558	Prap.g_01212
OG0000493	Praa.g_00559	Prap.g_01211
OG0000494	Praa.g_00561	Prap.g_01210
OG0000495	Praa.g_00562	Prap.g_01209
OG0000496	Praa.g_00563	Prap.g_01207
OG0000497	Praa.g_00564	Prap.g_01205
OG0000498	Praa.g_00565	Prap.g_01204
OG0000499	Praa.g_00567	Prap.g_01202
OG0000500	Praa.g_00568	Prap.g_01201
OG0000501	Praa.g_00570	Prap.g_01199
OG0000502	Praa.g_00571	Prap.g_01198
OG0000503	Praa.g_00572	Prap.g_01197
OG0000504	Praa.g_00573	Prap.g_01196
OG0000505	Praa.g_00574	Prap.g_01195
OG0000506	Praa.g_00575	Prap.g_01194
OG0000507	Praa.g_00576	Prap.g_01193
OG0000508	Praa.g_00578	Prap.g_01191
OG0000509	Praa.g_00579	Prap.g_01190
OG0000510	Praa.g_00580	Prap.g_01189
OG0000511	Praa.g_00581	Prap.g_01188
OG0000512	Praa.g_00582	Prap.g_01187
OG0000513	Praa.g_00583	Prap.g_01186
OG0000514	Praa.g_00584	Prap.g_01185
OG0000515	Praa.g_00586	Prap.g_01182
OG0000516	Praa.g_00587	Prap.g_01181
OG0000517	Praa.g_00588	Prap.g_01180
OG0000518	Praa.g_00591	Prap.g_01177
OG0000519	Praa.g_00592	Prap.g_01176
OG0000520	Praa.g_00593	Prap.g_01175
OG0000521	Praa.g_00594	Prap.g_01174
OG0000522	Praa.g_00595	Prap.g_01173
OG0000523	Praa.g_00596	Prap.g_01172
OG0000524	Praa.g_00597	Prap.g_01171
OG0000525	Praa.g_00599	Prap.g_01169
OG0000526	Praa.g_00600	Prap.g_01168
OG0000527	Praa.g_00601	Prap.g_01167
OG0000528	Praa.g_00602	Prap.g_01166
OG0000529	Praa.g_00603	Prap.g_01165
OG0000530	Praa.g_00604	Prap.g_01164
OG0000531	Praa.g_00605	Prap.g_01162
OG0000532	Praa.g_00606	Prap.g_01161
OG0000533	Praa.g_00607	Prap.g_01160
OG0000534	Praa.g_00608	Prap.g_01159
OG0000535	Praa.g_00609	Prap.g_01158
OG0000536	Praa.g_00610	Prap.g_01157
OG0000537	Praa.g_00611	Prap.g_01156
OG0000538	Praa.g_00612	Prap.g_01155
OG0000539	Praa.g_00613	Prap.g_01154
OG0000540	Praa.g_00614	Prap.g_01153
OG0000541	Praa.g_00615	Prap.g_01152
OG0000542	Praa.g_00616	Prap.g_01151
OG0000543	Praa.g_00617	Prap.g_01150
OG0000544	Praa.g_00618	Prap.g_01149
OG0000545	Praa.g_00621	Prap.g_01147
OG0000546	Praa.g_00622	Prap.g_01146
OG0000547	Praa.g_00624	Prap.g_01144
OG0000548	Praa.g_00625	Prap.g_01142
OG0000549	Praa.g_00626	Prap.g_01141
OG0000550	Praa.g_00627	Prap.g_01140
OG0000551	Praa.g_00628	Prap.g_01138
OG0000552	Praa.g_00629	Prap.g_01137
OG0000553	Praa.g_00630	Prap.g_00397
OG0000554	Praa.g_00631	Prap.g_00396
OG0000555	Praa.g_00632	Prap.g_00395
OG0000556	Praa.g_00633	Prap.g_00394
OG0000557	Praa.g_00634	Prap.g_00393
OG0000558	Praa.g_00635	Prap.g_00392
OG0000559	Praa.g_00636	Prap.g_00391
OG0000560	Praa.g_00638	Prap.g_00389
OG0000561	Praa.g_00639	Prap.g_00388
OG0000562	Praa.g_00640	Prap.g_00386
OG0000563	Praa.g_00641	Prap.g_00385
OG0000564	Praa.g_00642	Prap.g_00384
OG0000565	Praa.g_00643	Prap.g_00383
OG0000566	Praa.g_00644	Prap.g_00382
OG0000567	Praa.g_00645	Prap.g_00381
OG0000568	Praa.g_00646	Prap.g_00380
OG0000569	Praa.g_00647	Prap.g_00379
OG0000570	Praa.g_00648	Prap.g_00378
OG0000571	Praa.g_00649	Prap.g_00377
OG0000572	Praa.g_00650	Prap.g_00376
OG0000573	Praa.g_00653	Prap.g_00373
OG0000574	Praa.g_00654	Prap.g_00372
OG0000575	Praa.g_00655	Prap.g_00371
OG0000576	Praa.g_00656	Prap.g_00370
OG0000577	Praa.g_00657	Prap.g_00369
OG0000578	Praa.g_00658	Prap.g_00368
OG0000579	Praa.g_00659	Prap.g_00367
OG0000580	Praa.g_00660	Prap.g_00366
OG0000581	Praa.g_00661	Prap.g_00365
OG0000582	Praa.g_00662	Prap.g_00364
OG0000583	Praa.g_00663	Prap.g_00363
OG0000584	Praa.g_00664	Prap.g_00361
OG0000585	Praa.g_00665	Prap.g_00360
OG0000586	Praa.g_00667	Prap.g_00358
OG0000587	Praa.g_00668	Prap.g_00357
OG0000588	Praa.g_00670	Prap.g_00831
OG0000589	Praa.g_00671	Prap.g_00830
OG0000590	Praa.g_00673	Prap.g_00828
