Orthogroup	Prbg	Prbj
OG0000236	Prbg.g_00923	Prbj.g_00542
OG0000237	Prbg.g_00924	Prbj.g_00541
OG0000238	Prbg.g_00925	Prbj.g_00540
OG0000239	Prbg.g_00926	Prbj.g_00539
OG0000240	Prbg.g_00928	Prbj.g_00537
OG0000241	Prbg.g_00929	Prbj.g_00536
OG0000242	Prbg.g_00930	Prbj.g_00535
OG0000243	Prbg.g_00931	Prbj.g_00534
OG0000244	Prbg.g_00932	Prbj.g_00533
OG0000245	Prbg.g_00934	Prbj.g_00531
OG0000246	Prbg.g_00936	Prbj.g_00529
OG0000247	Prbg.g_00937	Prbj.g_00528
OG0000248	Prbg.g_00938	Prbj.g_00527
OG0000249	Prbg.g_00939	Prbj.g_00526
OG0000250	Prbg.g_00940	Prbj.g_00525
OG0000251	Prbg.g_00941	Prbj.g_00524
OG0000252	Prbg.g_00942	Prbj.g_00523
OG0000253	Prbg.g_00943	Prbj.g_00522
OG0000254	Prbg.g_00945	Prbj.g_00520
OG0000255	Prbg.g_00946	Prbj.g_00519
OG0000256	Prbg.g_00949	Prbj.g_00516
OG0000257	Prbg.g_00951	Prbj.g_00515
OG0000258	Prbg.g_00952	Prbj.g_00514
OG0000259	Prbg.g_00953	Prbj.g_00513
OG0000260	Prbg.g_00954	Prbj.g_00512
OG0000261	Prbg.g_00955	Prbj.g_00511
OG0000262	Prbg.g_00956	Prbj.g_00510
OG0000263	Prbg.g_00957	Prbj.g_00509
OG0000264	Prbg.g_00959	Prbj.g_02369
OG0000265	Prbg.g_00960	Prbj.g_01135
OG0000266	Prbg.g_00961	Prbj.g_01137
OG0000267	Prbg.g_00963	Prbj.g_01141
OG0000268	Prbg.g_00965	Prbj.g_01143
OG0000269	Prbg.g_00966	Prbj.g_01146
OG0000270	Prbg.g_00967	Prbj.g_01148
OG0000271	Prbg.g_00968	Prbj.g_01151
OG0000272	Prbg.g_00969	Prbj.g_01152
OG0000273	Prbg.g_00970	Prbj.g_01155
OG0000274	Prbg.g_00971	Prbj.g_01157
OG0000275	Prbg.g_00972	Prbj.g_01158
OG0000276	Prbg.g_00973	Prbj.g_01159
OG0000277	Prbg.g_00974	Prbj.g_01160
OG0000278	Prbg.g_00975	Prbj.g_01161
OG0000279	Prbg.g_00976	Prbj.g_01162
OG0000280	Prbg.g_00977	Prbj.g_01163
OG0000281	Prbg.g_00979	Prbj.g_01165
OG0000282	Prbg.g_00980	Prbj.g_01166
OG0000283	Prbg.g_00983	Prbj.g_01173
OG0000284	Prbg.g_00984	Prbj.g_01174
OG0000285	Prbg.g_00985	Prbj.g_00289
OG0000286	Prbg.g_00987	Prbj.g_00287
OG0000287	Prbg.g_00989	Prbj.g_00234
OG0000288	Prbg.g_00990	Prbj.g_00235
OG0000289	Prbg.g_00991	Prbj.g_00237
OG0000290	Prbg.g_00992	Prbj.g_00238
OG0000291	Prbg.g_00993	Prbj.g_00240
OG0000292	Prbg.g_00994	Prbj.g_00250
OG0000293	Prbg.g_00995	Prbj.g_00251
OG0000294	Prbg.g_00996	Prbj.g_00252
OG0000295	Prbg.g_00997	Prbj.g_00258
OG0000296	Prbg.g_00998	Prbj.g_00259
OG0000297	Prbg.g_00999	Prbj.g_00262
OG0000298	Prbg.g_01000	Prbj.g_00263
OG0000299	Prbg.g_01001	Prbj.g_00264
OG0000300	Prbg.g_01002	Prbj.g_00265
OG0000301	Prbg.g_01003	Prbj.g_00266
OG0000302	Prbg.g_01004	Prbj.g_00267
OG0000303	Prbg.g_01005	Prbj.g_00268
OG0000304	Prbg.g_01007	Prbj.g_00270
OG0000305	Prbg.g_01008	Prbj.g_00271
OG0000306	Prbg.g_01009	Prbj.g_00272
OG0000307	Prbg.g_01011	Prbj.g_00181
OG0000308	Prbg.g_01012	Prbj.g_01775
OG0000309	Prbg.g_01013	Prbj.g_01776
OG0000310	Prbg.g_01014	Prbj.g_01777
OG0000311	Prbg.g_01015	Prbj.g_00177
OG0000312	Prbg.g_01017	Prbj.g_00176
OG0000313	Prbg.g_01018	Prbj.g_02608
OG0000314	Prbg.g_01022	Prbj.g_02614
OG0000315	Prbg.g_01023	Prbj.g_02615
OG0000316	Prbg.g_01025	Prbj.g_02661
OG0000317	Prbg.g_01027	Prbj.g_01341
OG0000318	Prbg.g_01028	Prbj.g_01342
OG0000319	Prbg.g_01029	Prbj.g_01343
OG0000320	Prbg.g_01030	Prbj.g_01345
OG0000321	Prbg.g_01033	Prbj.g_01350
OG0000322	Prbg.g_01037	Prbj.g_01359
OG0000323	Prbg.g_01038	Prbj.g_01360
OG0000324	Prbg.g_01041	Prbj.g_01362
OG0000325	Prbg.g_01042	Prbj.g_01364
OG0000326	Prbg.g_01043	Prbj.g_01366
OG0000327	Prbg.g_01045	Prbj.g_01372
OG0000328	Prbg.g_01046	Prbj.g_00180
OG0000329	Prbg.g_00042	Prbj.g_01385
OG0000330	Prbg.g_00043	Prbj.g_01386
OG0000331	Prbg.g_00045	Prbj.g_01388
OG0000332	Prbg.g_00046	Prbj.g_01389
OG0000333	Prbg.g_00047	Prbj.g_01390
OG0000334	Prbg.g_00048	Prbj.g_01391
OG0000335	Prbg.g_00049	Prbj.g_01392
OG0000336	Prbg.g_00051	Prbj.g_01394
OG0000337	Prbg.g_00054	Prbj.g_01399
OG0000338	Prbg.g_00055	Prbj.g_01400
OG0000339	Prbg.g_00056	Prbj.g_01401
OG0000340	Prbg.g_00057	Prbj.g_01403
OG0000341	Prbg.g_00061	Prbj.g_01408
OG0000342	Prbg.g_00062	Prbj.g_01409
OG0000343	Prbg.g_00065	Prbj.g_01411
OG0000344	Prbg.g_00066	Prbj.g_01413
OG0000345	Prbg.g_00067	Prbj.g_01414
OG0000346	Prbg.g_00068	Prbj.g_01415
OG0000347	Prbg.g_00069	Prbj.g_01416
OG0000348	Prbg.g_00071	Prbj.g_01417
OG0000349	Prbg.g_00072	Prbj.g_01418
OG0000350	Prbg.g_00073	Prbj.g_01419
OG0000351	Prbg.g_00075	Prbj.g_01423
OG0000352	Prbg.g_00078	Prbj.g_01427
OG0000353	Prbg.g_00079	Prbj.g_01430
OG0000354	Prbg.g_00080	Prbj.g_01431
OG0000355	Prbg.g_00081	Prbj.g_01432
OG0000356	Prbg.g_00082	Prbj.g_01437
OG0000357	Prbg.g_00083	Prbj.g_01438
OG0000358	Prbg.g_00084	Prbj.g_01439
OG0000359	Prbg.g_00085	Prbj.g_01441
OG0000360	Prbg.g_00087	Prbj.g_01444
OG0000361	Prbg.g_00088	Prbj.g_01445
OG0000362	Prbg.g_00089	Prbj.g_01446
OG0000363	Prbg.g_00090	Prbj.g_01448
OG0000364	Prbg.g_00091	Prbj.g_01449
OG0000365	Prbg.g_00092	Prbj.g_01450
OG0000366	Prbg.g_00093	Prbj.g_01451
OG0000367	Prbg.g_00094	Prbj.g_01452
OG0000368	Prbg.g_00095	Prbj.g_01453
OG0000369	Prbg.g_00096	Prbj.g_01454
OG0000370	Prbg.g_00097	Prbj.g_01455
OG0000371	Prbg.g_00098	Prbj.g_01456
OG0000372	Prbg.g_00099	Prbj.g_01459
OG0000373	Prbg.g_00101	Prbj.g_01469
OG0000374	Prbg.g_00102	Prbj.g_01471
OG0000375	Prbg.g_00103	Prbj.g_01480
OG0000376	Prbg.g_00104	Prbj.g_00359
OG0000377	Prbg.g_00110	Prbj.g_00352
OG0000378	Prbg.g_00111	Prbj.g_00351
OG0000379	Prbg.g_00117	Prbj.g_00341
OG0000380	Prbg.g_00119	Prbj.g_00339
OG0000381	Prbg.g_00120	Prbj.g_00338
OG0000382	Prbg.g_00121	Prbj.g_00336
OG0000383	Prbg.g_00124	Prbj.g_00331
OG0000384	Prbg.g_00125	Prbj.g_00330
OG0000385	Prbg.g_00128	Prbj.g_00324
OG0000386	Prbg.g_00129	Prbj.g_00323
OG0000387	Prbg.g_00130	Prbj.g_00322
OG0000388	Prbg.g_00131	Prbj.g_00321
OG0000389	Prbg.g_00132	Prbj.g_00320
OG0000390	Prbg.g_01941	Prbj.g_00319
OG0000391	Prbg.g_01942	Prbj.g_00318
OG0000392	Prbg.g_01943	Prbj.g_00317
OG0000393	Prbg.g_00136	Prbj.g_00063
OG0000394	Prbg.g_00137	Prbj.g_00064
OG0000395	Prbg.g_00140	Prbj.g_00068
OG0000396	Prbg.g_01214	Prbj.g_02500
OG0000397	Prbg.g_01530	Prbj.g_00563
OG0000398	Prbg.g_01602	Prbj.g_00874
OG0000399	Prbg.g_01525	Prbj.g_00689
OG0000400	Prbg.g_01714	Prbj.g_02659
OG0000401	Prbg.g_00151	Prbj.g_00076
OG0000402	Prbg.g_00152	Prbj.g_00077
OG0000403	Prbg.g_00153	Prbj.g_00089
OG0000404	Prbg.g_00155	Prbj.g_00099
OG0000405	Prbg.g_00156	Prbj.g_00100
OG0000406	Prbg.g_00158	Prbj.g_00102
OG0000407	Prbg.g_00159	Prbj.g_00103
OG0000408	Prbg.g_00160	Prbj.g_00104
OG0000409	Prbg.g_00161	Prbj.g_00105
OG0000410	Prbg.g_00162	Prbj.g_00107
OG0000411	Prbg.g_00163	Prbj.g_00108
OG0000412	Prbg.g_00164	Prbj.g_00109
OG0000413	Prbg.g_00165	Prbj.g_00110
OG0000414	Prbg.g_00166	Prbj.g_00111
OG0000415	Prbg.g_00167	Prbj.g_00112
OG0000416	Prbg.g_00168	Prbj.g_00113
OG0000417	Prbg.g_00169	Prbj.g_00117
OG0000418	Prbg.g_00170	Prbj.g_00118
OG0000419	Prbg.g_00171	Prbj.g_00119
OG0000420	Prbg.g_00172	Prbj.g_00120
OG0000421	Prbg.g_00176	Prbj.g_01894
OG0000422	Prbg.g_00178	Prbj.g_01892
OG0000423	Prbg.g_00179	Prbj.g_01891
OG0000424	Prbg.g_00180	Prbj.g_01888
OG0000425	Prbg.g_00184	Prbj.g_00152
OG0000426	Prbg.g_00185	Prbj.g_00151
OG0000427	Prbg.g_00186	Prbj.g_00148
OG0000428	Prbg.g_00188	Prbj.g_00136
OG0000429	Prbg.g_00189	Prbj.g_00134
OG0000430	Prbg.g_00190	Prbj.g_00132
OG0000431	Prbg.g_00192	Prbj.g_00130
OG0000432	Prbg.g_00193	Prbj.g_00129
OG0000433	Prbg.g_00196	Prbj.g_01638
OG0000434	Prbg.g_00197	Prbj.g_01635
OG0000435	Prbg.g_00198	Prbj.g_01631
OG0000436	Prbg.g_00200	Prbj.g_01629
OG0000437	Prbg.g_00202	Prbj.g_01627
OG0000438	Prbg.g_00203	Prbj.g_01626
OG0000439	Prbg.g_00204	Prbj.g_01625
OG0000440	Prbg.g_00206	Prbj.g_01622
OG0000441	Prbg.g_00207	Prbj.g_01620
OG0000442	Prbg.g_00208	Prbj.g_01619
OG0000443	Prbg.g_00209	Prbj.g_01618
OG0000444	Prbg.g_00210	Prbj.g_01617
OG0000445	Prbg.g_00211	Prbj.g_01616
OG0000446	Prbg.g_00212	Prbj.g_01615
OG0000447	Prbg.g_00213	Prbj.g_01614
OG0000448	Prbg.g_00214	Prbj.g_01613
OG0000449	Prbg.g_00220	Prbj.g_01605
OG0000450	Prbg.g_00221	Prbj.g_02088
OG0000451	Prbg.g_00222	Prbj.g_02089
OG0000452	Prbg.g_00223	Prbj.g_02090
OG0000453	Prbg.g_00224	Prbj.g_02093
OG0000454	Prbg.g_00225	Prbj.g_02094
OG0000455	Prbg.g_00226	Prbj.g_02095
OG0000456	Prbg.g_00227	Prbj.g_02096
OG0000457	Prbg.g_00229	Prbj.g_02097
OG0000458	Prbg.g_00231	Prbj.g_02098
OG0000459	Prbg.g_00232	Prbj.g_02099
OG0000460	Prbg.g_00234	Prbj.g_02101
OG0000461	Prbg.g_00235	Prbj.g_02102
OG0000462	Prbg.g_00236	Prbj.g_02103
OG0000463	Prbg.g_00237	Prbj.g_02108
OG0000464	Prbg.g_00241	Prbj.g_02113
OG0000465	Prbg.g_00242	Prbj.g_02114
OG0000466	Prbg.g_00243	Prbj.g_02115
OG0000467	Prbg.g_00244	Prbj.g_02117
OG0000468	Prbg.g_00245	Prbj.g_02118
OG0000469	Prbg.g_00246	Prbj.g_02123
OG0000470	Prbg.g_00247	Prbj.g_01116
OG0000471	Prbg.g_00248	Prbj.g_00765
OG0000472	Prbg.g_00251	Prbj.g_02128
OG0000473	Prbg.g_00252	Prbj.g_02130
OG0000474	Prbg.g_00253	Prbj.g_02132
OG0000475	Prbg.g_00254	Prbj.g_02133
OG0000476	Prbg.g_00255	Prbj.g_02139
OG0000477	Prbg.g_00257	Prbj.g_02142
OG0000478	Prbg.g_00258	Prbj.g_02144
OG0000479	Prbg.g_00259	Prbj.g_02146
OG0000480	Prbg.g_00261	Prbj.g_02666
OG0000481	Prbg.g_00262	Prbj.g_01858
OG0000482	Prbg.g_00264	Prbj.g_01859
OG0000483	Prbg.g_00265	Prbj.g_01861
OG0000484	Prbg.g_00266	Prbj.g_01862
OG0000485	Prbg.g_00267	Prbj.g_01863
OG0000486	Prbg.g_00268	Prbj.g_01864
OG0000487	Prbg.g_00269	Prbj.g_01865
OG0000488	Prbg.g_00271	Prbj.g_01867
OG0000489	Prbg.g_00272	Prbj.g_01868
OG0000490	Prbg.g_00273	Prbj.g_01869
OG0000491	Prbg.g_00274	Prbj.g_01870
OG0000492	Prbg.g_00275	Prbj.g_01871
OG0000493	Prbg.g_00276	Prbj.g_01872
OG0000494	Prbg.g_00277	Prbj.g_01874
OG0000495	Prbg.g_00278	Prbj.g_01875
OG0000496	Prbg.g_00280	Prbj.g_01877
OG0000497	Prbg.g_00282	Prbj.g_01879
OG0000498	Prbg.g_00283	Prbj.g_01880
OG0000499	Prbg.g_00285	Prbj.g_01882
OG0000500	Prbg.g_00286	Prbj.g_01883
OG0000501	Prbg.g_00288	Prbj.g_01807
OG0000502	Prbg.g_00289	Prbj.g_01806
OG0000503	Prbg.g_00290	Prbj.g_01805
OG0000504	Prbg.g_00291	Prbj.g_01803
OG0000505	Prbg.g_00292	Prbj.g_01802
OG0000506	Prbg.g_00293	Prbj.g_01801
OG0000507	Prbg.g_00294	Prbj.g_01800
OG0000508	Prbg.g_00296	Prbj.g_01796
OG0000509	Prbg.g_00297	Prbj.g_01795
OG0000510	Prbg.g_00298	Prbj.g_01794
OG0000511	Prbg.g_00299	Prbj.g_01793
OG0000512	Prbg.g_00300	Prbj.g_01792
OG0000513	Prbg.g_00301	Prbj.g_01791
OG0000514	Prbg.g_00302	Prbj.g_01790
OG0000515	Prbg.g_00305	Prbj.g_01787
OG0000516	Prbg.g_00306	Prbj.g_01786
OG0000517	Prbg.g_00307	Prbj.g_01785
OG0000518	Prbg.g_00310	Prbj.g_01781
OG0000519	Prbg.g_00311	Prbj.g_01780
OG0000520	Prbg.g_00312	Prbj.g_01779
OG0000521	Prbg.g_00313	Prbj.g_01778
OG0000522	Prbg.g_00314	Prbj.g_01772
OG0000523	Prbg.g_00315	Prbj.g_01771
OG0000524	Prbg.g_00316	Prbj.g_01770
OG0000525	Prbg.g_00318	Prbj.g_01768
OG0000526	Prbg.g_00319	Prbj.g_01767
OG0000527	Prbg.g_00320	Prbj.g_01766
OG0000528	Prbg.g_00321	Prbj.g_01765
OG0000529	Prbg.g_00322	Prbj.g_01764
OG0000530	Prbg.g_00323	Prbj.g_01763
OG0000531	Prbg.g_00325	Prbj.g_01760
OG0000532	Prbg.g_00326	Prbj.g_01758
OG0000533	Prbg.g_00327	Prbj.g_01757
OG0000534	Prbg.g_00328	Prbj.g_01756
OG0000535	Prbg.g_00329	Prbj.g_01755
OG0000536	Prbg.g_00330	Prbj.g_01754
OG0000537	Prbg.g_00331	Prbj.g_01753
OG0000538	Prbg.g_00332	Prbj.g_01752
OG0000539	Prbg.g_00333	Prbj.g_01750
OG0000540	Prbg.g_00334	Prbj.g_01748
OG0000541	Prbg.g_00335	Prbj.g_02544
OG0000542	Prbg.g_00336	Prbj.g_02545
OG0000543	Prbg.g_00337	Prbj.g_02546
OG0000544	Prbg.g_00338	Prbj.g_02547
OG0000545	Prbg.g_00340	Prbj.g_02550
OG0000546	Prbg.g_00341	Prbj.g_02551
OG0000547	Prbg.g_00343	Prbj.g_02553
