Orthogroup	Prbg	Praa
OG0000089	Prbg.g_00896	Praa.g_00121
OG0000090	Prbg.g_00913	Praa.g_00139
OG0000091	Prbg.g_00947	Praa.g_00169
OG0000092	Prbg.g_00948	Praa.g_00170
OG0000093	Prbg.g_00962	Praa.g_00184
OG0000094	Prbg.g_00981	Praa.g_00202
OG0000095	Prbg.g_00986	Praa.g_00207
OG0000096	Prbg.g_01034	Praa.g_00251
OG0000097	Prbg.g_00053	Praa.g_00274
OG0000099	Prbg.g_00074	Praa.g_00294
OG0000100	Prbg.g_00077	Praa.g_00297
OG0000101	Prbg.g_00139	Praa.g_00356
OG0000102	Prbg.g_00459	Praa.g_00381
OG0000103	Prbg.g_00195	Praa.g_00476
OG0000104	Prbg.g_00199	Praa.g_00480
OG0000105	Prbg.g_00219	Praa.g_00499
OG0000106	Prbg.g_00249	Praa.g_00532
OG0000107	Prbg.g_00250	Praa.g_00533
OG0000108	Prbg.g_00260	Praa.g_00544
OG0000109	Prbg.g_00270	Praa.g_00553
OG0000110	Prbg.g_00287	Praa.g_00569
OG0000111	Prbg.g_01405	Praa.g_00651
OG0000112	Prbg.g_01404	Praa.g_00652
OG0000113	Prbg.g_01354	Praa.g_00733
OG0000114	Prbg.g_01157	Praa.g_00801
OG0000115	Prbg.g_01287	Praa.g_00964
OG0000116	Prbg.g_01291	Praa.g_00968
OG0000117	Prbg.g_01237	Praa.g_01036
OG0000118	Prbg.g_01531	Praa.g_01089
OG0000119	Prbg.g_00752	Praa.g_01130
OG0000120	Prbg.g_01480	Praa.g_01165
OG0000121	Prbg.g_01457	Praa.g_01184
OG0000122	Prbg.g_01437	Praa.g_01203
OG0000123	Prbg.g_00352	Praa.g_01216
OG0000124	Prbg.g_00687	Praa.g_01224
OG0000125	Prbg.g_00490	Praa.g_01330
OG0000126	Prbg.g_00529	Praa.g_01366
OG0000127	Prbg.g_00579	Praa.g_01463
OG0000128	Prbg.g_00592	Praa.g_01477
OG0000129	Prbg.g_00628	Praa.g_01513
OG0000130	Prbg.g_01647	Praa.g_01633
OG0000131	Prbg.g_01686	Praa.g_01672
OG0000132	Prbg.g_01689	Praa.g_01675
OG0000133	Prbg.g_01743	Praa.g_01734
OG0000134	Prbg.g_01779	Praa.g_01770
OG0000135	Prbg.g_01781	Praa.g_01772
OG0000136	Prbg.g_01831	Praa.g_01817
OG0000137	Prbg.g_01865	Praa.g_01849
OG0000138	Prbg.g_01900	Praa.g_01885
OG0000139	Prbg.g_01931	Praa.g_01911
OG0000140	Prbg.g_00768	Praa.g_00001
OG0000141	Prbg.g_00769	Praa.g_00002
OG0000142	Prbg.g_00771	Praa.g_00004
OG0000143	Prbg.g_00772	Praa.g_00005
OG0000144	Prbg.g_00774	Praa.g_00007
OG0000145	Prbg.g_00775	Praa.g_00008
OG0000146	Prbg.g_00776	Praa.g_00009
OG0000147	Prbg.g_00777	Praa.g_00010
OG0000148	Prbg.g_00779	Praa.g_00012
OG0000149	Prbg.g_00860	Praa.g_00014
OG0000150	Prbg.g_00859	Praa.g_00015
OG0000151	Prbg.g_00858	Praa.g_00016
OG0000152	Prbg.g_00857	Praa.g_00017
OG0000153	Prbg.g_00856	Praa.g_00018
OG0000154	Prbg.g_00855	Praa.g_00019
OG0000155	Prbg.g_00854	Praa.g_00020
OG0000156	Prbg.g_00853	Praa.g_00021
OG0000157	Prbg.g_00852	Praa.g_00022
OG0000158	Prbg.g_00850	Praa.g_00024
OG0000159	Prbg.g_00849	Praa.g_00025
OG0000160	Prbg.g_00848	Praa.g_00026
OG0000161	Prbg.g_00847	Praa.g_00027
OG0000162	Prbg.g_00846	Praa.g_00028
OG0000163	Prbg.g_00844	Praa.g_00029
OG0000164	Prbg.g_00841	Praa.g_00032
OG0000165	Prbg.g_00838	Praa.g_00035
OG0000166	Prbg.g_00837	Praa.g_00036
OG0000167	Prbg.g_00836	Praa.g_00037
OG0000168	Prbg.g_00834	Praa.g_00040
OG0000169	Prbg.g_00832	Praa.g_00042
OG0000170	Prbg.g_00830	Praa.g_00043
OG0000171	Prbg.g_00829	Praa.g_00044
OG0000172	Prbg.g_00828	Praa.g_00045
OG0000173	Prbg.g_00825	Praa.g_00046
OG0000174	Prbg.g_00824	Praa.g_00047
OG0000175	Prbg.g_00823	Praa.g_00048
OG0000176	Prbg.g_00821	Praa.g_00050
OG0000177	Prbg.g_00820	Praa.g_00051
OG0000178	Prbg.g_00818	Praa.g_00052
OG0000179	Prbg.g_00806	Praa.g_00064
OG0000180	Prbg.g_00805	Praa.g_00065
OG0000181	Prbg.g_00804	Praa.g_00066
OG0000182	Prbg.g_00800	Praa.g_00069
OG0000183	Prbg.g_00799	Praa.g_00070
OG0000184	Prbg.g_00796	Praa.g_00073
OG0000185	Prbg.g_00792	Praa.g_00077
OG0000186	Prbg.g_00791	Praa.g_00078
OG0000187	Prbg.g_00017	Praa.g_00079
OG0000188	Prbg.g_00790	Praa.g_00080
OG0000189	Prbg.g_00789	Praa.g_00081
OG0000190	Prbg.g_00788	Praa.g_00082
OG0000191	Prbg.g_00787	Praa.g_00083
OG0000192	Prbg.g_00786	Praa.g_00084
OG0000193	Prbg.g_00785	Praa.g_00085
OG0000194	Prbg.g_00784	Praa.g_00086
OG0000195	Prbg.g_00782	Praa.g_00088
OG0000196	Prbg.g_00781	Praa.g_00089
OG0000197	Prbg.g_00780	Praa.g_00090
OG0000198	Prbg.g_00861	Praa.g_00091
OG0000199	Prbg.g_00864	Praa.g_00094
OG0000200	Prbg.g_00865	Praa.g_00095
OG0000201	Prbg.g_00866	Praa.g_00096
OG0000202	Prbg.g_00868	Praa.g_00097
OG0000203	Prbg.g_00869	Praa.g_00098
OG0000204	Prbg.g_00870	Praa.g_00099
OG0000205	Prbg.g_00872	Praa.g_00100
OG0000206	Prbg.g_00873	Praa.g_00101
OG0000207	Prbg.g_00874	Praa.g_00102
OG0000208	Prbg.g_00875	Praa.g_00103
OG0000209	Prbg.g_00876	Praa.g_00104
OG0000210	Prbg.g_00877	Praa.g_00106
OG0000211	Prbg.g_00879	Praa.g_00107
OG0000212	Prbg.g_00880	Praa.g_00108
OG0000213	Prbg.g_00881	Praa.g_00109
OG0000214	Prbg.g_00885	Praa.g_00111
OG0000215	Prbg.g_00886	Praa.g_00112
OG0000216	Prbg.g_00888	Praa.g_00114
OG0000217	Prbg.g_00889	Praa.g_00115
OG0000218	Prbg.g_00890	Praa.g_00116
OG0000219	Prbg.g_00891	Praa.g_00117
OG0000220	Prbg.g_00894	Praa.g_00120
OG0000221	Prbg.g_00897	Praa.g_00122
OG0000222	Prbg.g_00898	Praa.g_00123
OG0000223	Prbg.g_00899	Praa.g_00124
OG0000224	Prbg.g_00901	Praa.g_00127
OG0000225	Prbg.g_00903	Praa.g_00129
OG0000226	Prbg.g_00905	Praa.g_00130
OG0000227	Prbg.g_00906	Praa.g_00131
OG0000228	Prbg.g_00907	Praa.g_00132
OG0000229	Prbg.g_00908	Praa.g_00133
OG0000230	Prbg.g_00909	Praa.g_00134
OG0000231	Prbg.g_01349	Praa.g_00136
OG0000232	Prbg.g_00911	Praa.g_00137
OG0000233	Prbg.g_00914	Praa.g_00140
OG0000234	Prbg.g_00916	Praa.g_00142
OG0000235	Prbg.g_00922	Praa.g_00145
OG0000236	Prbg.g_00923	Praa.g_00146
OG0000237	Prbg.g_00924	Praa.g_00147
OG0000238	Prbg.g_00925	Praa.g_00148
OG0000239	Prbg.g_00926	Praa.g_00149
OG0000240	Prbg.g_00928	Praa.g_00151
OG0000241	Prbg.g_00929	Praa.g_00152
OG0000242	Prbg.g_00930	Praa.g_00153
OG0000243	Prbg.g_00931	Praa.g_00154
OG0000244	Prbg.g_00932	Praa.g_00155
OG0000245	Prbg.g_00934	Praa.g_00156
OG0000246	Prbg.g_00936	Praa.g_00158
OG0000247	Prbg.g_00937	Praa.g_00159
OG0000248	Prbg.g_00938	Praa.g_00160
OG0000249	Prbg.g_00939	Praa.g_00161
OG0000250	Prbg.g_00940	Praa.g_00162
OG0000251	Prbg.g_00941	Praa.g_00163
OG0000252	Prbg.g_00942	Praa.g_00164
OG0000253	Prbg.g_00943	Praa.g_00165
OG0000254	Prbg.g_00945	Praa.g_00167
OG0000255	Prbg.g_00946	Praa.g_00168
OG0000256	Prbg.g_00949	Praa.g_00171
OG0000257	Prbg.g_00951	Praa.g_00173
OG0000258	Prbg.g_00952	Praa.g_00174
OG0000259	Prbg.g_00953	Praa.g_00175
OG0000260	Prbg.g_00954	Praa.g_00176
OG0000261	Prbg.g_00955	Praa.g_00177
OG0000262	Prbg.g_00956	Praa.g_00178
OG0000263	Prbg.g_00957	Praa.g_00179
OG0000264	Prbg.g_00959	Praa.g_00181
OG0000265	Prbg.g_00960	Praa.g_00182
OG0000266	Prbg.g_00961	Praa.g_00183
OG0000267	Prbg.g_00963	Praa.g_00185
OG0000268	Prbg.g_00965	Praa.g_00186
OG0000269	Prbg.g_00966	Praa.g_00187
OG0000270	Prbg.g_00967	Praa.g_00188
OG0000271	Prbg.g_00968	Praa.g_00189
OG0000272	Prbg.g_00969	Praa.g_00190
OG0000273	Prbg.g_00970	Praa.g_00191
OG0000274	Prbg.g_00971	Praa.g_00192
OG0000275	Prbg.g_00972	Praa.g_00193
OG0000276	Prbg.g_00973	Praa.g_00194
OG0000277	Prbg.g_00974	Praa.g_00195
OG0000278	Prbg.g_00975	Praa.g_00196
OG0000279	Prbg.g_00976	Praa.g_00197
OG0000280	Prbg.g_00977	Praa.g_00198
OG0000281	Prbg.g_00979	Praa.g_00200
OG0000282	Prbg.g_00980	Praa.g_00201
OG0000283	Prbg.g_00983	Praa.g_00204
OG0000284	Prbg.g_00984	Praa.g_00205
OG0000285	Prbg.g_00985	Praa.g_00206
OG0000286	Prbg.g_00987	Praa.g_00208
OG0000287	Prbg.g_00989	Praa.g_00209
OG0000288	Prbg.g_00990	Praa.g_00210
OG0000289	Prbg.g_00991	Praa.g_00211
OG0000290	Prbg.g_00992	Praa.g_00212
OG0000291	Prbg.g_00993	Praa.g_00213
OG0000292	Prbg.g_00994	Praa.g_00214
OG0000293	Prbg.g_00995	Praa.g_00215
OG0000294	Prbg.g_00996	Praa.g_00216
OG0000295	Prbg.g_00997	Praa.g_00217
OG0000296	Prbg.g_00998	Praa.g_00218
OG0000297	Prbg.g_00999	Praa.g_00219
OG0000298	Prbg.g_01000	Praa.g_00220
OG0000299	Prbg.g_01001	Praa.g_00221
OG0000300	Prbg.g_01002	Praa.g_00222
OG0000301	Prbg.g_01003	Praa.g_00223
OG0000302	Prbg.g_01004	Praa.g_00224
OG0000303	Prbg.g_01005	Praa.g_00225
OG0000304	Prbg.g_01007	Praa.g_00226
OG0000305	Prbg.g_01008	Praa.g_00227
OG0000306	Prbg.g_01009	Praa.g_00228
OG0000307	Prbg.g_01011	Praa.g_00229
OG0000308	Prbg.g_01012	Praa.g_00230
OG0000309	Prbg.g_01013	Praa.g_00231
OG0000310	Prbg.g_01014	Praa.g_00232
OG0000311	Prbg.g_01015	Praa.g_00233
OG0000312	Prbg.g_01017	Praa.g_00235
OG0000313	Prbg.g_01018	Praa.g_00236
OG0000314	Prbg.g_01022	Praa.g_00239
OG0000315	Prbg.g_01023	Praa.g_00240
OG0000316	Prbg.g_01025	Praa.g_00242
OG0000317	Prbg.g_01027	Praa.g_00244
OG0000318	Prbg.g_01028	Praa.g_00245
OG0000319	Prbg.g_01029	Praa.g_00246
OG0000320	Prbg.g_01030	Praa.g_00247
OG0000321	Prbg.g_01033	Praa.g_00250
OG0000322	Prbg.g_01037	Praa.g_00253
OG0000323	Prbg.g_01038	Praa.g_00254
OG0000324	Prbg.g_01041	Praa.g_00257
OG0000325	Prbg.g_01042	Praa.g_00259
OG0000326	Prbg.g_01043	Praa.g_00260
OG0000327	Prbg.g_01045	Praa.g_00262
OG0000328	Prbg.g_01046	Praa.g_00263
OG0000329	Prbg.g_00042	Praa.g_00264
OG0000330	Prbg.g_00043	Praa.g_00265
OG0000331	Prbg.g_00045	Praa.g_00266
OG0000332	Prbg.g_00046	Praa.g_00267
OG0000333	Prbg.g_00047	Praa.g_00268
OG0000334	Prbg.g_00048	Praa.g_00269
OG0000335	Prbg.g_00049	Praa.g_00270
OG0000336	Prbg.g_00051	Praa.g_00271
OG0000337	Prbg.g_00054	Praa.g_00275
OG0000338	Prbg.g_00055	Praa.g_00276
OG0000339	Prbg.g_00056	Praa.g_00277
OG0000340	Prbg.g_00057	Praa.g_00278
OG0000341	Prbg.g_00061	Praa.g_00282
OG0000342	Prbg.g_00062	Praa.g_00283
OG0000343	Prbg.g_00065	Praa.g_00285
OG0000344	Prbg.g_00066	Praa.g_00286
OG0000345	Prbg.g_00067	Praa.g_00287
OG0000346	Prbg.g_00068	Praa.g_00288
OG0000347	Prbg.g_00069	Praa.g_00289
OG0000348	Prbg.g_00071	Praa.g_00290
OG0000349	Prbg.g_00072	Praa.g_00291
OG0000350	Prbg.g_00073	Praa.g_00292
OG0000351	Prbg.g_00075	Praa.g_00295
OG0000352	Prbg.g_00078	Praa.g_00298
OG0000353	Prbg.g_00079	Praa.g_00299
OG0000354	Prbg.g_00080	Praa.g_00300
OG0000355	Prbg.g_00081	Praa.g_00301
OG0000356	Prbg.g_00082	Praa.g_00302
OG0000357	Prbg.g_00083	Praa.g_00303
OG0000358	Prbg.g_00084	Praa.g_00304
OG0000359	Prbg.g_00085	Praa.g_00305
OG0000360	Prbg.g_00087	Praa.g_00308
OG0000361	Prbg.g_00088	Praa.g_00309
OG0000362	Prbg.g_00089	Praa.g_00310
OG0000363	Prbg.g_00090	Praa.g_00311
OG0000364	Prbg.g_00091	Praa.g_00312
OG0000365	Prbg.g_00092	Praa.g_00313
OG0000366	Prbg.g_00093	Praa.g_00314
OG0000367	Prbg.g_00094	Praa.g_00315
OG0000368	Prbg.g_00095	Praa.g_00316
OG0000369	Prbg.g_00096	Praa.g_00317
OG0000370	Prbg.g_00097	Praa.g_00318
OG0000371	Prbg.g_00098	Praa.g_00319
OG0000372	Prbg.g_00099	Praa.g_00321
OG0000373	Prbg.g_00101	Praa.g_00323
OG0000374	Prbg.g_00102	Praa.g_00324
OG0000375	Prbg.g_00103	Praa.g_00325
OG0000376	Prbg.g_00104	Praa.g_00327
OG0000377	Prbg.g_00110	Praa.g_00328
OG0000378	Prbg.g_00111	Praa.g_00329
OG0000379	Prbg.g_00117	Praa.g_00334
OG0000380	Prbg.g_00119	Praa.g_00335
OG0000381	Prbg.g_00120	Praa.g_00336
OG0000382	Prbg.g_00121	Praa.g_00338
OG0000383	Prbg.g_00124	Praa.g_00340
OG0000384	Prbg.g_00125	Praa.g_00341
OG0000385	Prbg.g_00128	Praa.g_00344
OG0000386	Prbg.g_00129	Praa.g_00345
OG0000387	Prbg.g_00130	Praa.g_00346
OG0000388	Prbg.g_00131	Praa.g_00347
OG0000389	Prbg.g_00132	Praa.g_00348
OG0000390	Prbg.g_01941	Praa.g_00349
OG0000391	Prbg.g_01942	Praa.g_00350
OG0000392	Prbg.g_01943	Praa.g_00351
OG0000393	Prbg.g_00136	Praa.g_00354
OG0000394	Prbg.g_00137	Praa.g_00355
OG0000395	Prbg.g_00140	Praa.g_00357
OG0000396	Prbg.g_01214	Praa.g_00358
OG0000397	Prbg.g_01530	Praa.g_00370
OG0000398	Prbg.g_01602	Praa.g_00378
OG0000399	Prbg.g_01525	Praa.g_00379
OG0000400	Prbg.g_01714	Praa.g_00383
OG0000401	Prbg.g_00151	Praa.g_00431
OG0000402	Prbg.g_00152	Praa.g_00432
OG0000403	Prbg.g_00153	Praa.g_00433
OG0000404	Prbg.g_00155	Praa.g_00435
OG0000405	Prbg.g_00156	Praa.g_00436
OG0000406	Prbg.g_00158	Praa.g_00437
OG0000407	Prbg.g_00159	Praa.g_00438
OG0000408	Prbg.g_00160	Praa.g_00439
OG0000409	Prbg.g_00161	Praa.g_00440
OG0000410	Prbg.g_00162	Praa.g_00441
OG0000411	Prbg.g_00163	Praa.g_00442
OG0000412	Prbg.g_00164	Praa.g_00443
OG0000413	Prbg.g_00165	Praa.g_00444
OG0000414	Prbg.g_00166	Praa.g_00445
OG0000415	Prbg.g_00167	Praa.g_00446
OG0000416	Prbg.g_00168	Praa.g_00447
OG0000417	Prbg.g_00169	Praa.g_00448
OG0000418	Prbg.g_00170	Praa.g_00449
OG0000419	Prbg.g_00171	Praa.g_00450
OG0000420	Prbg.g_00172	Praa.g_00451
OG0000421	Prbg.g_00176	Praa.g_00452
OG0000422	Prbg.g_00178	Praa.g_00454
OG0000423	Prbg.g_00179	Praa.g_00455
OG0000424	Prbg.g_00180	Praa.g_00457
OG0000425	Prbg.g_00184	Praa.g_00461
OG0000426	Prbg.g_00185	Praa.g_00462
OG0000427	Prbg.g_00186	Praa.g_00463
OG0000428	Prbg.g_00188	Praa.g_00464
OG0000429	Prbg.g_00189	Praa.g_00465
OG0000430	Prbg.g_00190	Praa.g_00471
OG0000431	Prbg.g_00192	Praa.g_00473
OG0000432	Prbg.g_00193	Praa.g_00474
OG0000433	Prbg.g_00196	Praa.g_00477
OG0000434	Prbg.g_00197	Praa.g_00478
OG0000435	Prbg.g_00198	Praa.g_00479
OG0000436	Prbg.g_00200	Praa.g_00481
OG0000437	Prbg.g_00202	Praa.g_00483
OG0000438	Prbg.g_00203	Praa.g_00484
OG0000439	Prbg.g_00204	Praa.g_00485
OG0000440	Prbg.g_00206	Praa.g_00487
OG0000441	Prbg.g_00207	Praa.g_00488
OG0000442	Prbg.g_00208	Praa.g_00489
OG0000443	Prbg.g_00209	Praa.g_00490
OG0000444	Prbg.g_00210	Praa.g_00491
OG0000445	Prbg.g_00211	Praa.g_00492
OG0000446	Prbg.g_00212	Praa.g_00493
OG0000447	Prbg.g_00213	Praa.g_00494
OG0000448	Prbg.g_00214	Praa.g_00495
OG0000449	Prbg.g_00220	Praa.g_00500
OG0000450	Prbg.g_00221	Praa.g_00501
OG0000451	Prbg.g_00222	Praa.g_00502
OG0000452	Prbg.g_00223	Praa.g_00503
OG0000453	Prbg.g_00224	Praa.g_00505
OG0000454	Prbg.g_00225	Praa.g_00506
OG0000455	Prbg.g_00226	Praa.g_00507
OG0000456	Prbg.g_00227	Praa.g_00508
OG0000457	Prbg.g_00229	Praa.g_00510
OG0000458	Prbg.g_00231	Praa.g_00512
OG0000459	Prbg.g_00232	Praa.g_00513
OG0000460	Prbg.g_00234	Praa.g_00515
OG0000461	Prbg.g_00235	Praa.g_00516
OG0000462	Prbg.g_00236	Praa.g_00517
OG0000463	Prbg.g_00237	Praa.g_00518
OG0000464	Prbg.g_00241	Praa.g_00523
OG0000465	Prbg.g_00242	Praa.g_00525
OG0000466	Prbg.g_00243	Praa.g_00526
OG0000467	Prbg.g_00244	Praa.g_00527
OG0000468	Prbg.g_00245	Praa.g_00528
OG0000469	Prbg.g_00246	Praa.g_00529
OG0000470	Prbg.g_00247	Praa.g_00530
OG0000471	Prbg.g_00248	Praa.g_00531
OG0000472	Prbg.g_00251	Praa.g_00534
OG0000473	Prbg.g_00252	Praa.g_00535
OG0000474	Prbg.g_00253	Praa.g_00536
OG0000475	Prbg.g_00254	Praa.g_00537
OG0000476	Prbg.g_00255	Praa.g_00538
OG0000477	Prbg.g_00257	Praa.g_00540
OG0000478	Prbg.g_00258	Praa.g_00541
OG0000479	Prbg.g_00259	Praa.g_00543
OG0000480	Prbg.g_00261	Praa.g_00545
OG0000481	Prbg.g_00262	Praa.g_00546
OG0000482	Prbg.g_00264	Praa.g_00547
OG0000483	Prbg.g_00265	Praa.g_00548
OG0000484	Prbg.g_00266	Praa.g_00549
OG0000485	Prbg.g_00267	Praa.g_00550
OG0000486	Prbg.g_00268	Praa.g_00551
OG0000487	Prbg.g_00269	Praa.g_00552
OG0000488	Prbg.g_00271	Praa.g_00554
OG0000489	Prbg.g_00272	Praa.g_00555
OG0000490	Prbg.g_00273	Praa.g_00556
OG0000491	Prbg.g_00274	Praa.g_00557
OG0000492	Prbg.g_00275	Praa.g_00558
OG0000493	Prbg.g_00276	Praa.g_00559
OG0000494	Prbg.g_00277	Praa.g_00561
OG0000495	Prbg.g_00278	Praa.g_00562
OG0000496	Prbg.g_00280	Praa.g_00563
OG0000497	Prbg.g_00282	Praa.g_00564
OG0000498	Prbg.g_00283	Praa.g_00565
OG0000499	Prbg.g_00285	Praa.g_00567
OG0000500	Prbg.g_00286	Praa.g_00568
OG0000501	Prbg.g_00288	Praa.g_00570
OG0000502	Prbg.g_00289	Praa.g_00571
OG0000503	Prbg.g_00290	Praa.g_00572
OG0000504	Prbg.g_00291	Praa.g_00573
OG0000505	Prbg.g_00292	Praa.g_00574
OG0000506	Prbg.g_00293	Praa.g_00575
OG0000507	Prbg.g_00294	Praa.g_00576
OG0000508	Prbg.g_00296	Praa.g_00578
OG0000509	Prbg.g_00297	Praa.g_00579
OG0000510	Prbg.g_00298	Praa.g_00580
OG0000511	Prbg.g_00299	Praa.g_00581
OG0000512	Prbg.g_00300	Praa.g_00582
OG0000513	Prbg.g_00301	Praa.g_00583
OG0000514	Prbg.g_00302	Praa.g_00584
OG0000515	Prbg.g_00305	Praa.g_00586
OG0000516	Prbg.g_00306	Praa.g_00587
OG0000517	Prbg.g_00307	Praa.g_00588
OG0000518	Prbg.g_00310	Praa.g_00591
OG0000519	Prbg.g_00311	Praa.g_00592
OG0000520	Prbg.g_00312	Praa.g_00593
OG0000521	Prbg.g_00313	Praa.g_00594
OG0000522	Prbg.g_00314	Praa.g_00595
OG0000523	Prbg.g_00315	Praa.g_00596
OG0000524	Prbg.g_00316	Praa.g_00597
OG0000525	Prbg.g_00318	Praa.g_00599
OG0000526	Prbg.g_00319	Praa.g_00600
OG0000527	Prbg.g_00320	Praa.g_00601
OG0000528	Prbg.g_00321	Praa.g_00602
OG0000529	Prbg.g_00322	Praa.g_00603
OG0000530	Prbg.g_00323	Praa.g_00604
OG0000531	Prbg.g_00325	Praa.g_00605
OG0000532	Prbg.g_00326	Praa.g_00606
OG0000533	Prbg.g_00327	Praa.g_00607
OG0000534	Prbg.g_00328	Praa.g_00608
OG0000535	Prbg.g_00329	Praa.g_00609
OG0000536	Prbg.g_00330	Praa.g_00610
OG0000537	Prbg.g_00331	Praa.g_00611
OG0000538	Prbg.g_00332	Praa.g_00612
OG0000539	Prbg.g_00333	Praa.g_00613
OG0000540	Prbg.g_00334	Praa.g_00614
OG0000541	Prbg.g_00335	Praa.g_00615
OG0000542	Prbg.g_00336	Praa.g_00616
OG0000543	Prbg.g_00337	Praa.g_00617
OG0000544	Prbg.g_00338	Praa.g_00618
OG0000545	Prbg.g_00340	Praa.g_00621
OG0000546	Prbg.g_00341	Praa.g_00622
OG0000547	Prbg.g_00343	Praa.g_00624
OG0000548	Prbg.g_00345	Praa.g_00625
OG0000549	Prbg.g_00346	Praa.g_00626
OG0000550	Prbg.g_00347	Praa.g_00627
OG0000551	Prbg.g_00349	Praa.g_00628
OG0000552	Prbg.g_00350	Praa.g_00629
OG0000553	Prbg.g_01427	Praa.g_00630
OG0000554	Prbg.g_01426	Praa.g_00631
OG0000555	Prbg.g_01425	Praa.g_00632
OG0000556	Prbg.g_01424	Praa.g_00633
OG0000557	Prbg.g_01423	Praa.g_00634
OG0000558	Prbg.g_01422	Praa.g_00635
OG0000559	Prbg.g_01421	Praa.g_00636
OG0000560	Prbg.g_01419	Praa.g_00638
OG0000561	Prbg.g_01418	Praa.g_00639
OG0000562	Prbg.g_01416	Praa.g_00640
OG0000563	Prbg.g_01415	Praa.g_00641
OG0000564	Prbg.g_01414	Praa.g_00642
OG0000565	Prbg.g_01413	Praa.g_00643
OG0000566	Prbg.g_01412	Praa.g_00644
OG0000567	Prbg.g_01411	Praa.g_00645
