Orthogroup	Prbc	Syab
OG0000106	Prbc.g_00134, Prbc.g_00641	Syab.g_01817
OG0000107	Prbc.g_00934	Syab.g_00367
OG0000108	Prbc.g_01540	Syab.g_02096
OG0000109	Prbc.g_01553	Syab.g_02112
OG0000110	Prbc.g_01654	Syab.g_01984
OG0000111	Prbc.g_01781	Syab.g_01201
OG0000112	Prbc.g_02028	Syab.g_01392
OG0000113	Prbc.g_01882, Prbc.g_00153	Syab.g_01689
OG0000114	Prbc.g_01977	Syab.g_02656, Syab.g_01633
OG0000115	Prbc.g_00801	Syab.g_00748
OG0000116	Prbc.g_01457	Syab.g_00945
OG0000117	Prbc.g_00102	Syab.g_01018
OG0000118	Prbc.g_00577	Syab.g_00897
OG0000120	Prbc.g_01753	Syab.g_00229
OG0000121	Prbc.g_00711	Syab.g_00772
OG0000122	Prbc.g_00750	Syab.g_01839
OG0000123	Prbc.g_00277	Syab.g_00454
OG0000124	Prbc.g_00193	Syab.g_00088
OG0000125	Prbc.g_00997	Syab.g_02763
OG0000126	Prbc.g_01063	Syab.g_02908
OG0000128	Prbc.g_01081	Syab.g_00012
OG0000129	Prbc.g_01122	Syab.g_02749
OG0000130	Prbc.g_00504	Syab.g_02434
OG0000131	Prbc.g_00426	Syab.g_02564
OG0000132	Prbc.g_00407	Syab.g_02584
OG0000133	Prbc.g_01214	Syab.g_01387
OG0000134	Prbc.g_01270	Syab.g_00554
OG0000135	Prbc.g_02198, Prbc.g_02183	Syab.g_02815
OG0000136	Prbc.g_01502	Syab.g_00588
OG0000137	Prbc.g_01534	Syab.g_00697
OG0000138	Prbc.g_01554	Syab.g_02113
OG0000139	Prbc.g_01616	Syab.g_02035
OG0000140	Prbc.g_01617	Syab.g_02033
OG0000141	Prbc.g_01684	Syab.g_01931
OG0000142	Prbc.g_01712	Syab.g_01524, Syab.g_01873
OG0000143	Prbc.g_01716	Syab.g_01870
OG0000144	Prbc.g_01729	Syab.g_01757
OG0000145	Prbc.g_02142	Syab.g_02120
OG0000146	Prbc.g_02027	Syab.g_01393
OG0000147	Prbc.g_02026	Syab.g_01394
OG0000148	Prbc.g_01876	Syab.g_01682
OG0000149	Prbc.g_01908	Syab.g_01720
OG0000150	Prbc.g_01916	Syab.g_01930
OG0000151	Prbc.g_01988	Syab.g_01612
OG0000152	Prbc.g_02036	Syab.g_01383
OG0000153	Prbc.g_02054	Syab.g_01343
OG0000154	Prbc.g_02083	Syab.g_01317
OG0000155	Prbc.g_01424	Syab.g_01009
OG0000156	Prbc.g_00555	Syab.g_00933
OG0000157	Prbc.g_00556	Syab.g_00932
OG0000158	Prbc.g_00228	Syab.g_00161
OG0000160	Prbc.g_00710	Syab.g_00774
OG0000161	Prbc.g_00716	Syab.g_00766
OG0000162	Prbc.g_00722	Syab.g_00755
OG0000163	Prbc.g_00758	Syab.g_02173
OG0000164	Prbc.g_00854	Syab.g_02307
OG0000165	Prbc.g_00862	Syab.g_02316
OG0000166	Prbc.g_00321	Syab.g_00407
OG0000167	Prbc.g_00238	Syab.g_00205
OG0000168	Prbc.g_00227	Syab.g_00136
OG0000169	Prbc.g_00217	Syab.g_00125
OG0000170	Prbc.g_00215	Syab.g_00118
OG0000171	Prbc.g_00194	Syab.g_00089
OG0000172	Prbc.g_00967	Syab.g_00080
OG0000173	Prbc.g_00982	Syab.g_00061
OG0000174	Prbc.g_01013	Syab.g_02819
OG0000175	Prbc.g_01044	Syab.g_02876
OG0000176	Prbc.g_01074	Syab.g_00004
OG0000177	Prbc.g_01075	Syab.g_00005
OG0000178	Prbc.g_01076	Syab.g_00006
OG0000179	Prbc.g_01086	Syab.g_00022
OG0000180	Prbc.g_01087	Syab.g_00023
OG0000181	Prbc.g_01088	Syab.g_00024
OG0000182	Prbc.g_01089	Syab.g_00025
OG0000183	Prbc.g_01093	Syab.g_00029
OG0000184	Prbc.g_01124	Syab.g_02738
OG0000185	Prbc.g_01127	Syab.g_02715
OG0000186	Prbc.g_00509	Syab.g_02430
OG0000187	Prbc.g_00508	Syab.g_02431
OG0000188	Prbc.g_00491	Syab.g_02454
OG0000189	Prbc.g_00477	Syab.g_02487
OG0000190	Prbc.g_00476	Syab.g_00190, Syab.g_00139
OG0000191	Prbc.g_00453	Syab.g_02522
OG0000192	Prbc.g_00449	Syab.g_02528
OG0000193	Prbc.g_00425	Syab.g_02565
OG0000194	Prbc.g_00422	Syab.g_02568
OG0000195	Prbc.g_00420	Syab.g_02570
OG0000196	Prbc.g_00410	Syab.g_02581
OG0000197	Prbc.g_00409	Syab.g_02582
OG0000198	Prbc.g_00408	Syab.g_02583
OG0000199	Prbc.g_00401	Syab.g_02591
OG0000200	Prbc.g_00388	Syab.g_02611
OG0000201	Prbc.g_00379	Syab.g_02628
OG0000202	Prbc.g_00378	Syab.g_02629
OG0000203	Prbc.g_00377	Syab.g_02630
OG0000204	Prbc.g_00376	Syab.g_02631
OG0000205	Prbc.g_00369	Syab.g_02638
OG0000206	Prbc.g_00365	Syab.g_02674
OG0000207	Prbc.g_00363	Syab.g_02677
OG0000208	Prbc.g_00362	Syab.g_02678
OG0000209	Prbc.g_00352	Syab.g_02698
OG0000210	Prbc.g_00351	Syab.g_02699
OG0000211	Prbc.g_00337	Syab.g_02374
OG0000212	Prbc.g_00329	Syab.g_02365
OG0000213	Prbc.g_01153	Syab.g_00332
OG0000214	Prbc.g_01161	Syab.g_00312
OG0000215	Prbc.g_01185	Syab.g_00281
OG0000216	Prbc.g_01186	Syab.g_00277
OG0000217	Prbc.g_01189	Syab.g_00273
OG0000218	Prbc.g_01191	Syab.g_00271
OG0000219	Prbc.g_01192	Syab.g_00270
OG0000220	Prbc.g_01193	Syab.g_00269
OG0000221	Prbc.g_01194	Syab.g_00257
OG0000222	Prbc.g_01202	Syab.g_00244
OG0000223	Prbc.g_01215	Syab.g_00226
OG0000224	Prbc.g_01217	Syab.g_00223
OG0000225	Prbc.g_01257	Syab.g_00538
OG0000226	Prbc.g_01261	Syab.g_00542
OG0000227	Prbc.g_01263	Syab.g_00544
OG0000228	Prbc.g_01267	Syab.g_00550
OG0000229	Prbc.g_01497	Syab.g_00583
OG0000230	Prbc.g_01499	Syab.g_00585
OG0000231	Prbc.g_01510	Syab.g_00613
OG0000232	Prbc.g_01518	Syab.g_00631
OG0000233	Prbc.g_01526	Syab.g_00645
OG0000234	Prbc.g_01535	Syab.g_00699
OG0000235	Prbc.g_01539	Syab.g_02095
OG0000236	Prbc.g_01552	Syab.g_02111
OG0000237	Prbc.g_01586	Syab.g_02129
OG0000238	Prbc.g_01592	Syab.g_02134
OG0000239	Prbc.g_01604	Syab.g_02151
OG0000240	Prbc.g_01605	Syab.g_02152
OG0000241	Prbc.g_01609	Syab.g_01884
OG0000242	Prbc.g_01611	Syab.g_02043
OG0000243	Prbc.g_01622	Syab.g_02025
OG0000244	Prbc.g_01626	Syab.g_02017
OG0000245	Prbc.g_01628	Syab.g_02015
OG0000246	Prbc.g_01632	Syab.g_02011
OG0000247	Prbc.g_01642	Syab.g_01999
OG0000248	Prbc.g_01644	Syab.g_01996
OG0000249	Prbc.g_01646	Syab.g_01994
OG0000250	Prbc.g_01651	Syab.g_01988
OG0000251	Prbc.g_01667	Syab.g_01961
OG0000252	Prbc.g_01669	Syab.g_01958
OG0000253	Prbc.g_01671	Syab.g_01956
OG0000254	Prbc.g_01688	Syab.g_01925
OG0000255	Prbc.g_01694	Syab.g_01912
OG0000256	Prbc.g_01704	Syab.g_01890
OG0000257	Prbc.g_01707	Syab.g_01885
OG0000258	Prbc.g_01720	Syab.g_01861
OG0000259	Prbc.g_01737	Syab.g_01538
OG0000260	Prbc.g_01740	Syab.g_01544
OG0000261	Prbc.g_01743	Syab.g_01556
OG0000262	Prbc.g_01748	Syab.g_01561
OG0000263	Prbc.g_01762	Syab.g_01035
OG0000264	Prbc.g_01773	Syab.g_01173
OG0000265	Prbc.g_01787	Syab.g_01773
OG0000266	Prbc.g_01797	Syab.g_01667
OG0000267	Prbc.g_01810	Syab.g_01433
OG0000268	Prbc.g_01811	Syab.g_01432
OG0000269	Prbc.g_01853	Syab.g_01650
OG0000270	Prbc.g_01856	Syab.g_01657
OG0000271	Prbc.g_01864	Syab.g_01279
OG0000272	Prbc.g_01865	Syab.g_01280
OG0000273	Prbc.g_01890	Syab.g_01699
OG0000274	Prbc.g_01891	Syab.g_01700
OG0000275	Prbc.g_01893	Syab.g_01704
OG0000276	Prbc.g_01899	Syab.g_01712
OG0000277	Prbc.g_01900	Syab.g_01713
OG0000278	Prbc.g_01904	Syab.g_01716
OG0000279	Prbc.g_01911	Syab.g_01724
OG0000280	Prbc.g_00068	Syab.g_01736
OG0000281	Prbc.g_01917	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Prbc.g_01979	Syab.g_01631
OG0000283	Prbc.g_02010	Syab.g_01418
OG0000284	Prbc.g_02015	Syab.g_01413
OG0000285	Prbc.g_02020	Syab.g_01402
OG0000286	Prbc.g_02035	Syab.g_01384
OG0000287	Prbc.g_02190	Syab.g_01350
OG0000288	Prbc.g_02082	Syab.g_01318
OG0000289	Prbc.g_02094	Syab.g_01303
OG0000290	Prbc.g_02110	Syab.g_01213
OG0000291	Prbc.g_02112	Syab.g_01211
OG0000292	Prbc.g_00173	Syab.g_02907
OG0000293	Prbc.g_01456	Syab.g_00946
OG0000294	Prbc.g_01455	Syab.g_00947
OG0000295	Prbc.g_01431	Syab.g_01001
OG0000296	Prbc.g_01429	Syab.g_01003
OG0000297	Prbc.g_01421	Syab.g_01016
OG0000298	Prbc.g_01420	Syab.g_01017
OG0000299	Prbc.g_01401	Syab.g_01047
OG0000300	Prbc.g_01398	Syab.g_01054
OG0000301	Prbc.g_01397	Syab.g_01055
OG0000302	Prbc.g_01395	Syab.g_01056
OG0000303	Prbc.g_01390	Syab.g_01149
OG0000304	Prbc.g_01387	Syab.g_01143
OG0000305	Prbc.g_00810	Syab.g_01208
OG0000306	Prbc.g_01921	Syab.g_01819
OG0000307	Prbc.g_00666	Syab.g_02078
OG0000308	Prbc.g_00667	Syab.g_02076
OG0000309	Prbc.g_00671	Syab.g_02071
OG0000310	Prbc.g_00693	Syab.g_00817
OG0000311	Prbc.g_00695	Syab.g_00811
OG0000312	Prbc.g_00698	Syab.g_00793
OG0000313	Prbc.g_00713	Syab.g_00769
OG0000314	Prbc.g_00734	Syab.g_00736
OG0000315	Prbc.g_00744	Syab.g_00726
OG0000316	Prbc.g_00768	Syab.g_02189
OG0000317	Prbc.g_00830	Syab.g_02251
OG0000318	Prbc.g_00833	Syab.g_02257
OG0000319	Prbc.g_00844	Syab.g_02291
OG0000320	Prbc.g_00846	Syab.g_02293
OG0000321	Prbc.g_00847	Syab.g_02294
OG0000322	Prbc.g_00848	Syab.g_02295
OG0000323	Prbc.g_00857	Syab.g_02310
OG0000324	Prbc.g_00884	Syab.g_02341
OG0000325	Prbc.g_00935	Syab.g_00368
OG0000326	Prbc.g_00941	Syab.g_00375
OG0000327	Prbc.g_00326	Syab.g_00402
OG0000328	Prbc.g_00325	Syab.g_00403
OG0000329	Prbc.g_00308	Syab.g_00420
OG0000330	Prbc.g_00307	Syab.g_00421
OG0000331	Prbc.g_00306	Syab.g_00422
OG0000332	Prbc.g_00292	Syab.g_00437
OG0000333	Prbc.g_00290	Syab.g_00440
OG0000334	Prbc.g_00281	Syab.g_00450
OG0000335	Prbc.g_00276	Syab.g_00455
OG0000336	Prbc.g_00272	Syab.g_00459
OG0000337	Prbc.g_00241	Syab.g_00210
OG0000338	Prbc.g_00240	Syab.g_00207
OG0000339	Prbc.g_00235	Syab.g_00201
OG0000340	Prbc.g_00226	Syab.g_00135
OG0000341	Prbc.g_00224	Syab.g_00157, Syab.g_00133
OG0000342	Prbc.g_00223	Syab.g_00132
OG0000343	Prbc.g_00222	Syab.g_00131
OG0000344	Prbc.g_00219	Syab.g_00127
OG0000345	Prbc.g_00214	Syab.g_00117
OG0000346	Prbc.g_00210	Syab.g_00112
OG0000347	Prbc.g_00190	Syab.g_00087
OG0000348	Prbc.g_00970	Syab.g_00076
OG0000349	Prbc.g_00988	Syab.g_00054
OG0000350	Prbc.g_01009	Syab.g_00382
OG0000351	Prbc.g_01047	Syab.g_02879
OG0000352	Prbc.g_01048	Syab.g_02880
OG0000353	Prbc.g_01068	Syab.g_02913
OG0000355	Prbc.g_01071	Syab.g_00001
OG0000356	Prbc.g_01072	Syab.g_00002
OG0000357	Prbc.g_01073	Syab.g_00003
OG0000358	Prbc.g_01077	Syab.g_00007
OG0000359	Prbc.g_01078	Syab.g_00009
OG0000360	Prbc.g_01079	Syab.g_00010
OG0000361	Prbc.g_01080	Syab.g_00011
OG0000362	Prbc.g_01082	Syab.g_00013
OG0000363	Prbc.g_01084	Syab.g_00015
OG0000364	Prbc.g_01085	Syab.g_00016
OG0000365	Prbc.g_01090	Syab.g_00026
OG0000366	Prbc.g_01091	Syab.g_00027
OG0000367	Prbc.g_01092	Syab.g_00028
OG0000368	Prbc.g_01094	Syab.g_00030
OG0000369	Prbc.g_01095	Syab.g_00031
OG0000370	Prbc.g_01096	Syab.g_00032
OG0000371	Prbc.g_01102	Syab.g_00711, Syab.g_00039
OG0000372	Prbc.g_01104	Syab.g_00045
OG0000373	Prbc.g_01105	Syab.g_00046
OG0000374	Prbc.g_01106	Syab.g_00047
OG0000375	Prbc.g_01118	Syab.g_00050
OG0000376	Prbc.g_01120	Syab.g_00052
OG0000377	Prbc.g_01123	Syab.g_02748
OG0000378	Prbc.g_01125	Syab.g_02717
OG0000379	Prbc.g_01128	Syab.g_02714
OG0000380	Prbc.g_00507	Syab.g_02432
OG0000381	Prbc.g_00503	Syab.g_02435
OG0000382	Prbc.g_00492	Syab.g_02453
OG0000383	Prbc.g_00490	Syab.g_02459
OG0000384	Prbc.g_00489	Syab.g_02460
OG0000385	Prbc.g_00488	Syab.g_02461
OG0000386	Prbc.g_00487	Syab.g_02462
OG0000387	Prbc.g_00474	Syab.g_02491
OG0000388	Prbc.g_00470	Syab.g_02495
OG0000389	Prbc.g_00467	Syab.g_02499
OG0000390	Prbc.g_00458	Syab.g_02516
OG0000391	Prbc.g_00454	Syab.g_02521
OG0000392	Prbc.g_00451	Syab.g_02527
OG0000393	Prbc.g_00448	Syab.g_02530
OG0000394	Prbc.g_00447	Syab.g_02531
OG0000395	Prbc.g_00446	Syab.g_02532
OG0000396	Prbc.g_00443	Syab.g_02535
OG0000397	Prbc.g_00441	Syab.g_02537
OG0000398	Prbc.g_00438	Syab.g_02542
OG0000399	Prbc.g_00437	Syab.g_02543
OG0000400	Prbc.g_00436	Syab.g_02544
OG0000401	Prbc.g_00435	Syab.g_02545
OG0000402	Prbc.g_02145	Syab.g_02547
OG0000403	Prbc.g_00434	Syab.g_02548
OG0000404	Prbc.g_00433	Syab.g_02550
OG0000405	Prbc.g_00428	Syab.g_02562
OG0000406	Prbc.g_00424	Syab.g_02566
OG0000407	Prbc.g_00423	Syab.g_02567
OG0000408	Prbc.g_00421	Syab.g_02569
OG0000409	Prbc.g_00419	Syab.g_02571
OG0000410	Prbc.g_00418	Syab.g_02572
OG0000411	Prbc.g_00417	Syab.g_02573
OG0000412	Prbc.g_00416	Syab.g_02574
OG0000413	Prbc.g_00415	Syab.g_02576
OG0000414	Prbc.g_00414	Syab.g_02577
OG0000415	Prbc.g_00413	Syab.g_02578
OG0000416	Prbc.g_00412	Syab.g_02579
OG0000417	Prbc.g_00411	Syab.g_02580
OG0000418	Prbc.g_00406	Syab.g_02585
OG0000419	Prbc.g_00404	Syab.g_02587
OG0000420	Prbc.g_00403	Syab.g_02589
OG0000421	Prbc.g_00399	Syab.g_02595
OG0000422	Prbc.g_00398	Syab.g_02596
OG0000423	Prbc.g_00397	Syab.g_02597
OG0000424	Prbc.g_00396	Syab.g_02598
OG0000425	Prbc.g_00395	Syab.g_02599
OG0000426	Prbc.g_00394	Syab.g_02600
OG0000427	Prbc.g_00393	Syab.g_02601
OG0000428	Prbc.g_00391	Syab.g_02604
OG0000429	Prbc.g_00390	Syab.g_02608
OG0000430	Prbc.g_00389	Syab.g_02610
OG0000431	Prbc.g_00387	Syab.g_02613
OG0000432	Prbc.g_00383	Syab.g_02619
OG0000433	Prbc.g_00382	Syab.g_02622
OG0000434	Prbc.g_00381	Syab.g_02623
OG0000435	Prbc.g_00380	Syab.g_02625
OG0000436	Prbc.g_00375	Syab.g_02632
OG0000437	Prbc.g_00374	Syab.g_02633
OG0000438	Prbc.g_00373	Syab.g_02634
OG0000439	Prbc.g_00371	Syab.g_02636
OG0000440	Prbc.g_00370	Syab.g_02637
OG0000441	Prbc.g_00368	Syab.g_02641
OG0000442	Prbc.g_00367	Syab.g_02642
OG0000443	Prbc.g_00366	Syab.g_02668
OG0000444	Prbc.g_00361	Syab.g_02681
OG0000445	Prbc.g_00360	Syab.g_02682
OG0000446	Prbc.g_00358	Syab.g_02684
OG0000447	Prbc.g_00357	Syab.g_02687
OG0000448	Prbc.g_00356	Syab.g_02688
OG0000449	Prbc.g_00355	Syab.g_02689
OG0000450	Prbc.g_00354	Syab.g_02695
OG0000451	Prbc.g_00353	Syab.g_02696
OG0000452	Prbc.g_00350	Syab.g_02701
OG0000453	Prbc.g_00349	Syab.g_02702
OG0000454	Prbc.g_00348	Syab.g_02703
OG0000455	Prbc.g_00347	Syab.g_02704
OG0000456	Prbc.g_00346	Syab.g_02705
OG0000457	Prbc.g_00345	Syab.g_02707
OG0000458	Prbc.g_00344	Syab.g_02708
OG0000459	Prbc.g_00343	Syab.g_02709
OG0000460	Prbc.g_00335	Syab.g_02372
OG0000461	Prbc.g_01140	Syab.g_00356
OG0000462	Prbc.g_01142	Syab.g_00352
OG0000463	Prbc.g_01143	Syab.g_00351
OG0000464	Prbc.g_01144	Syab.g_00350
OG0000465	Prbc.g_01145	Syab.g_00349
OG0000466	Prbc.g_01146	Syab.g_00343
OG0000467	Prbc.g_01147	Syab.g_00341
OG0000468	Prbc.g_01149	Syab.g_00336
OG0000469	Prbc.g_01156	Syab.g_00318
OG0000470	Prbc.g_01158	Syab.g_00316
OG0000471	Prbc.g_01159	Syab.g_00315
OG0000472	Prbc.g_01160	Syab.g_00313
OG0000473	Prbc.g_01162	Syab.g_00311
OG0000474	Prbc.g_01163	Syab.g_00310
OG0000475	Prbc.g_01164	Syab.g_00309
OG0000476	Prbc.g_01166	Syab.g_00307
OG0000477	Prbc.g_01168	Syab.g_00301
OG0000478	Prbc.g_01169	Syab.g_00300
OG0000479	Prbc.g_01170	Syab.g_00299
OG0000480	Prbc.g_01175	Syab.g_00292
OG0000481	Prbc.g_01177	Syab.g_00290
OG0000482	Prbc.g_01178	Syab.g_00289
OG0000483	Prbc.g_01181	Syab.g_00285
OG0000484	Prbc.g_01182	Syab.g_00284
OG0000485	Prbc.g_01183	Syab.g_00283
OG0000486	Prbc.g_01184	Syab.g_00282
OG0000487	Prbc.g_01187	Syab.g_00276
OG0000488	Prbc.g_01190	Syab.g_00272
OG0000489	Prbc.g_01195	Syab.g_00256
OG0000490	Prbc.g_01200	Syab.g_00247
OG0000491	Prbc.g_01201	Syab.g_00245
OG0000492	Prbc.g_01203	Syab.g_00243
OG0000493	Prbc.g_01204	Syab.g_00242
OG0000494	Prbc.g_01205	Syab.g_00241
OG0000495	Prbc.g_01206	Syab.g_00240
OG0000496	Prbc.g_01207	Syab.g_00239
OG0000497	Prbc.g_01208	Syab.g_00238
OG0000498	Prbc.g_01209	Syab.g_00237
OG0000499	Prbc.g_01210	Syab.g_00236
OG0000500	Prbc.g_01211	Syab.g_00235
OG0000501	Prbc.g_01213	Syab.g_00232
OG0000502	Prbc.g_01216	Syab.g_00224
OG0000503	Prbc.g_01246	Syab.g_00523
OG0000504	Prbc.g_01248	Syab.g_00525
OG0000505	Prbc.g_01249	Syab.g_00526
OG0000506	Prbc.g_01250	Syab.g_00528
OG0000507	Prbc.g_01253	Syab.g_00533
OG0000508	Prbc.g_01256	Syab.g_00537
OG0000509	Prbc.g_01258	Syab.g_00539
OG0000510	Prbc.g_01259	Syab.g_00540
OG0000511	Prbc.g_01260	Syab.g_00541
OG0000512	Prbc.g_01262	Syab.g_00543
OG0000513	Prbc.g_01271	Syab.g_00555
OG0000514	Prbc.g_01492	Syab.g_00566
OG0000515	Prbc.g_01493	Syab.g_00567
OG0000516	Prbc.g_01494	Syab.g_00575
OG0000517	Prbc.g_01496	Syab.g_00582
OG0000518	Prbc.g_01507	Syab.g_00594
OG0000519	Prbc.g_01508	Syab.g_00610
OG0000520	Prbc.g_01509	Syab.g_00611
OG0000521	Prbc.g_01514	Syab.g_00624
OG0000522	Prbc.g_01516	Syab.g_00626
OG0000523	Prbc.g_01517	Syab.g_00627
OG0000524	Prbc.g_01524	Syab.g_00640
OG0000525	Prbc.g_01528	Syab.g_00671
OG0000526	Prbc.g_01529	Syab.g_00689
OG0000527	Prbc.g_01532	Syab.g_00695
OG0000528	Prbc.g_01538	Syab.g_02092
OG0000529	Prbc.g_01541	Syab.g_02097
OG0000530	Prbc.g_01544	Syab.g_02100
OG0000531	Prbc.g_01545	Syab.g_02101
OG0000532	Prbc.g_01546	Syab.g_02104
OG0000533	Prbc.g_01547	Syab.g_02106
OG0000534	Prbc.g_01548	Syab.g_02107
OG0000535	Prbc.g_01549	Syab.g_02108
OG0000536	Prbc.g_01550	Syab.g_02109
OG0000537	Prbc.g_01551	Syab.g_02110
OG0000538	Prbc.g_01580	Syab.g_02122
OG0000539	Prbc.g_01581	Syab.g_02123
OG0000540	Prbc.g_01582	Syab.g_02124
OG0000541	Prbc.g_01583	Syab.g_02125
OG0000542	Prbc.g_01585	Syab.g_02128
OG0000543	Prbc.g_01587	Syab.g_02130
OG0000544	Prbc.g_01588	Syab.g_02131
OG0000545	Prbc.g_01590	Syab.g_02133
OG0000546	Prbc.g_01593	Syab.g_02135
OG0000547	Prbc.g_01595	Syab.g_02137
OG0000548	Prbc.g_01596	Syab.g_02138
