Orthogroup	Prbc	Syaq
OG0000093	Prbc.g_01843	Syaq.g_02323
OG0000094	Prbc.g_01935	Syaq.g_00056, Syaq.g_02554
OG0000095	Prbc.g_02113	Syaq.g_02679
OG0000097	Prbc.g_01400	Syaq.g_00167
OG0000098	Prbc.g_00585	Syaq.g_02221, Syaq.g_01849
OG0000099	Prbc.g_01229	Syaq.g_00882
OG0000100	Prbc.g_00785	Syaq.g_02371
OG0000101	Prbc.g_00284	Syaq.g_00607
OG0000102	Prbc.g_00206	Syaq.g_01033
OG0000103	Prbc.g_01053	Syaq.g_01170
OG0000104	Prbc.g_01065	Syaq.g_01154
OG0000105	Prbc.g_01167	Syaq.g_00754
OG0000106	Prbc.g_00134, Prbc.g_00641	Syaq.g_01863
OG0000107	Prbc.g_00934	Syaq.g_00694
OG0000108	Prbc.g_01540	Syaq.g_01772
OG0000109	Prbc.g_01553	Syaq.g_01788
OG0000110	Prbc.g_01654	Syaq.g_01962
OG0000111	Prbc.g_01781	Syaq.g_02606
OG0000112	Prbc.g_02028	Syaq.g_02476
OG0000114	Prbc.g_01977	Syaq.g_02269
OG0000115	Prbc.g_00801	Syaq.g_00395
OG0000116	Prbc.g_01457	Syaq.g_00263
OG0000117	Prbc.g_00102	Syaq.g_00203
OG0000118	Prbc.g_00577	Syaq.g_00325, Syaq.g_00316
OG0000120	Prbc.g_01753	Syaq.g_00883
OG0000121	Prbc.g_00711	Syaq.g_00375
OG0000122	Prbc.g_00750	Syaq.g_02118
OG0000123	Prbc.g_00277	Syaq.g_00599
OG0000124	Prbc.g_00193	Syaq.g_01055
OG0000125	Prbc.g_00997	Syaq.g_01256
OG0000126	Prbc.g_01063	Syaq.g_01156
OG0000128	Prbc.g_01081	Syaq.g_01138
OG0000129	Prbc.g_01122	Syaq.g_01269
OG0000130	Prbc.g_00504	Syaq.g_01559
OG0000131	Prbc.g_00426	Syaq.g_01427, Syaq.g_01424
OG0000132	Prbc.g_00407	Syaq.g_01036, Syaq.g_01404
OG0000133	Prbc.g_01214	Syaq.g_02481
OG0000134	Prbc.g_01270	Syaq.g_00526
OG0000135	Prbc.g_02198, Prbc.g_02183	Syaq.g_01227
OG0000136	Prbc.g_01502	Syaq.g_00496
OG0000137	Prbc.g_01534	Syaq.g_00442
OG0000138	Prbc.g_01554	Syaq.g_01789
OG0000139	Prbc.g_01616	Syaq.g_01844
OG0000140	Prbc.g_01617	Syaq.g_01848
OG0000141	Prbc.g_01684	Syaq.g_02010
OG0000142	Prbc.g_01712	Syaq.g_02082
OG0000143	Prbc.g_01716	Syaq.g_02086
OG0000144	Prbc.g_01729	Syaq.g_02152
OG0000145	Prbc.g_02142	Syaq.g_01796
OG0000146	Prbc.g_02027	Syaq.g_02475
OG0000147	Prbc.g_02026	Syaq.g_02474
OG0000148	Prbc.g_01876	Syaq.g_02359
OG0000149	Prbc.g_01908	Syaq.g_02395
OG0000150	Prbc.g_01916	Syaq.g_02011
OG0000151	Prbc.g_01988	Syaq.g_02283
OG0000152	Prbc.g_02036	Syaq.g_02485
OG0000153	Prbc.g_02054	Syaq.g_02518
OG0000154	Prbc.g_02083	Syaq.g_00066
OG0000155	Prbc.g_01424	Syaq.g_00212
OG0000156	Prbc.g_00555	Syaq.g_00281
OG0000157	Prbc.g_00556	Syaq.g_00282
OG0000158	Prbc.g_00228	Syaq.g_01003
OG0000160	Prbc.g_00710	Syaq.g_00374
OG0000161	Prbc.g_00716	Syaq.g_00382
OG0000162	Prbc.g_00722	Syaq.g_00389
OG0000163	Prbc.g_00758	Syaq.g_02373, Syaq.g_01730
OG0000164	Prbc.g_00854	Syaq.g_01642
OG0000165	Prbc.g_00862	Syaq.g_01630
OG0000166	Prbc.g_00321	Syaq.g_00647
OG0000167	Prbc.g_00238	Syaq.g_00983
OG0000168	Prbc.g_00227	Syaq.g_01004
OG0000169	Prbc.g_00217	Syaq.g_01016
OG0000170	Prbc.g_00215	Syaq.g_01023
OG0000171	Prbc.g_00194	Syaq.g_01052
OG0000172	Prbc.g_00967	Syaq.g_01074
OG0000173	Prbc.g_00982	Syaq.g_01092
OG0000174	Prbc.g_01013	Syaq.g_01224
OG0000175	Prbc.g_01044	Syaq.g_01183
OG0000176	Prbc.g_01074	Syaq.g_01146
OG0000177	Prbc.g_01075	Syaq.g_01145
OG0000178	Prbc.g_01076	Syaq.g_01144
OG0000179	Prbc.g_01086	Syaq.g_01129
OG0000180	Prbc.g_01087	Syaq.g_01128
OG0000181	Prbc.g_01088	Syaq.g_01127
OG0000182	Prbc.g_01089	Syaq.g_01126
OG0000183	Prbc.g_01093	Syaq.g_01122
OG0000184	Prbc.g_01124	Syaq.g_01277
OG0000185	Prbc.g_01127	Syaq.g_01290
OG0000186	Prbc.g_00509	Syaq.g_01563
OG0000187	Prbc.g_00508	Syaq.g_01561
OG0000188	Prbc.g_00491	Syaq.g_01539
OG0000189	Prbc.g_00477	Syaq.g_01499, Syaq.g_00122
OG0000190	Prbc.g_00476	Syaq.g_01497
OG0000191	Prbc.g_00453	Syaq.g_01467
OG0000192	Prbc.g_00449	Syaq.g_01462
OG0000193	Prbc.g_00425	Syaq.g_01423
OG0000194	Prbc.g_00422	Syaq.g_01420
OG0000195	Prbc.g_00420	Syaq.g_01418
OG0000196	Prbc.g_00410	Syaq.g_01407
OG0000197	Prbc.g_00409	Syaq.g_01406
OG0000198	Prbc.g_00408	Syaq.g_01405
OG0000199	Prbc.g_00401	Syaq.g_01398
OG0000200	Prbc.g_00388	Syaq.g_01382
OG0000201	Prbc.g_00379	Syaq.g_01365
OG0000202	Prbc.g_00378	Syaq.g_01364
OG0000203	Prbc.g_00377	Syaq.g_01363
OG0000204	Prbc.g_00376	Syaq.g_01362
OG0000205	Prbc.g_00369	Syaq.g_01355
OG0000206	Prbc.g_00365	Syaq.g_01345
OG0000207	Prbc.g_00363	Syaq.g_01338
OG0000208	Prbc.g_00362	Syaq.g_01337
OG0000209	Prbc.g_00352	Syaq.g_01310
OG0000210	Prbc.g_00351	Syaq.g_01309
OG0000211	Prbc.g_00337	Syaq.g_01570
OG0000212	Prbc.g_00329	Syaq.g_01586
OG0000213	Prbc.g_01153	Syaq.g_00729
OG0000214	Prbc.g_01161	Syaq.g_00745
OG0000215	Prbc.g_01185	Syaq.g_00777
OG0000216	Prbc.g_01186	Syaq.g_00781
OG0000217	Prbc.g_01189	Syaq.g_00844
OG0000218	Prbc.g_01191	Syaq.g_00846
OG0000219	Prbc.g_01192	Syaq.g_00847
OG0000220	Prbc.g_01193	Syaq.g_00848
OG0000221	Prbc.g_01194	Syaq.g_00856
OG0000222	Prbc.g_01202	Syaq.g_00868
OG0000223	Prbc.g_01215	Syaq.g_00946
OG0000224	Prbc.g_01217	Syaq.g_00950
OG0000225	Prbc.g_01257	Syaq.g_00543
OG0000226	Prbc.g_01261	Syaq.g_00536
OG0000227	Prbc.g_01263	Syaq.g_00534
OG0000228	Prbc.g_01267	Syaq.g_00531
OG0000229	Prbc.g_01497	Syaq.g_00501
OG0000230	Prbc.g_01499	Syaq.g_00499
OG0000231	Prbc.g_01510	Syaq.g_00485
OG0000232	Prbc.g_01518	Syaq.g_00472
OG0000233	Prbc.g_01526	Syaq.g_00464
OG0000234	Prbc.g_01535	Syaq.g_00440
OG0000235	Prbc.g_01539	Syaq.g_01771
OG0000236	Prbc.g_01552	Syaq.g_01787
OG0000237	Prbc.g_01586	Syaq.g_01805
OG0000238	Prbc.g_01592	Syaq.g_01810
OG0000239	Prbc.g_01604	Syaq.g_01826
OG0000240	Prbc.g_01605	Syaq.g_01827
OG0000241	Prbc.g_01609	Syaq.g_02074
OG0000242	Prbc.g_01611	Syaq.g_01836
OG0000243	Prbc.g_01622	Syaq.g_01922
OG0000244	Prbc.g_01626	Syaq.g_01928
OG0000245	Prbc.g_01628	Syaq.g_01930
OG0000246	Prbc.g_01632	Syaq.g_01934
OG0000247	Prbc.g_01642	Syaq.g_01945
OG0000248	Prbc.g_01644	Syaq.g_01948
OG0000249	Prbc.g_01646	Syaq.g_01950
OG0000250	Prbc.g_01651	Syaq.g_01958
OG0000251	Prbc.g_01667	Syaq.g_01984
OG0000252	Prbc.g_01669	Syaq.g_01987
OG0000253	Prbc.g_01671	Syaq.g_01989
OG0000254	Prbc.g_01688	Syaq.g_02016
OG0000255	Prbc.g_01694	Syaq.g_02041
OG0000256	Prbc.g_01704	Syaq.g_02068
OG0000257	Prbc.g_01707	Syaq.g_02073
OG0000258	Prbc.g_01720	Syaq.g_02095
OG0000259	Prbc.g_01737	Syaq.g_02239
OG0000260	Prbc.g_01740	Syaq.g_02242
OG0000261	Prbc.g_01743	Syaq.g_02245
OG0000262	Prbc.g_01748	Syaq.g_02250
OG0000263	Prbc.g_01762	Syaq.g_00185
OG0000264	Prbc.g_01773	Syaq.g_02582
OG0000266	Prbc.g_01797	Syaq.g_00037
OG0000267	Prbc.g_01810	Syaq.g_02430
OG0000268	Prbc.g_01811	Syaq.g_02431
OG0000269	Prbc.g_01853	Syaq.g_02335
OG0000270	Prbc.g_01856	Syaq.g_02338
OG0000271	Prbc.g_01864	Syaq.g_02346
OG0000272	Prbc.g_01865	Syaq.g_02347
OG0000273	Prbc.g_01890	Syaq.g_02376
OG0000274	Prbc.g_01891	Syaq.g_02377
OG0000275	Prbc.g_01893	Syaq.g_02380
OG0000276	Prbc.g_01899	Syaq.g_02387
OG0000277	Prbc.g_01900	Syaq.g_02388
OG0000278	Prbc.g_01904	Syaq.g_02391
OG0000279	Prbc.g_01911	Syaq.g_02401
OG0000280	Prbc.g_00068	Syaq.g_02410
OG0000281	Prbc.g_01917	Syaq.g_02224
OG0000282	Prbc.g_01979	Syaq.g_02271
OG0000283	Prbc.g_02010	Syaq.g_02445
OG0000284	Prbc.g_02015	Syaq.g_02450
OG0000285	Prbc.g_02020	Syaq.g_02466
OG0000286	Prbc.g_02035	Syaq.g_02484
OG0000287	Prbc.g_02190	Syaq.g_02511
OG0000288	Prbc.g_02082	Syaq.g_00067
OG0000289	Prbc.g_02094	Syaq.g_00053
OG0000290	Prbc.g_02110	Syaq.g_02682
OG0000291	Prbc.g_02112	Syaq.g_02680
OG0000292	Prbc.g_00173	Syaq.g_01157
OG0000293	Prbc.g_01456	Syaq.g_00262
OG0000294	Prbc.g_01455	Syaq.g_00261
OG0000295	Prbc.g_01431	Syaq.g_00220
OG0000296	Prbc.g_01429	Syaq.g_00218
OG0000297	Prbc.g_01421	Syaq.g_00205
OG0000298	Prbc.g_01420	Syaq.g_00204
OG0000299	Prbc.g_01401	Syaq.g_00171
OG0000300	Prbc.g_01398	Syaq.g_00164
OG0000301	Prbc.g_01397	Syaq.g_00163
OG0000302	Prbc.g_01395	Syaq.g_00162
OG0000303	Prbc.g_01390	Syaq.g_00152
OG0000304	Prbc.g_01387	Syaq.g_00146
OG0000305	Prbc.g_00810	Syaq.g_02677
OG0000306	Prbc.g_01921	Syaq.g_01861
OG0000307	Prbc.g_00666	Syaq.g_01754
OG0000308	Prbc.g_00667	Syaq.g_01752
OG0000309	Prbc.g_00671	Syaq.g_01747
OG0000310	Prbc.g_00693	Syaq.g_00347
OG0000311	Prbc.g_00695	Syaq.g_00352
OG0000312	Prbc.g_00698	Syaq.g_00359
OG0000313	Prbc.g_00713	Syaq.g_00379
OG0000314	Prbc.g_00734	Syaq.g_00408
OG0000315	Prbc.g_00744	Syaq.g_00418
OG0000316	Prbc.g_00768	Syaq.g_01716
OG0000317	Prbc.g_00830	Syaq.g_01675
OG0000318	Prbc.g_00833	Syaq.g_01672
OG0000319	Prbc.g_00844	Syaq.g_01657
OG0000320	Prbc.g_00846	Syaq.g_01655
OG0000321	Prbc.g_00847	Syaq.g_01654
OG0000322	Prbc.g_00848	Syaq.g_01653
OG0000323	Prbc.g_00857	Syaq.g_01638
OG0000324	Prbc.g_00884	Syaq.g_01605
OG0000325	Prbc.g_00935	Syaq.g_00693
OG0000326	Prbc.g_00941	Syaq.g_00686
OG0000327	Prbc.g_00326	Syaq.g_00652
OG0000328	Prbc.g_00325	Syaq.g_00651
OG0000329	Prbc.g_00308	Syaq.g_00633
OG0000330	Prbc.g_00307	Syaq.g_00632
OG0000331	Prbc.g_00306	Syaq.g_00631
OG0000332	Prbc.g_00292	Syaq.g_00616
OG0000333	Prbc.g_00290	Syaq.g_00613
OG0000334	Prbc.g_00281	Syaq.g_00603
OG0000335	Prbc.g_00276	Syaq.g_00598
OG0000336	Prbc.g_00272	Syaq.g_00594
OG0000337	Prbc.g_00241	Syaq.g_00975
OG0000338	Prbc.g_00240	Syaq.g_00981
OG0000339	Prbc.g_00235	Syaq.g_00988
OG0000340	Prbc.g_00226	Syaq.g_01005
OG0000341	Prbc.g_00224	Syaq.g_01007
OG0000342	Prbc.g_00223	Syaq.g_01008
OG0000343	Prbc.g_00222	Syaq.g_01010
OG0000344	Prbc.g_00219	Syaq.g_01014
OG0000345	Prbc.g_00214	Syaq.g_01024
OG0000346	Prbc.g_00210	Syaq.g_01029
OG0000347	Prbc.g_00190	Syaq.g_01057
OG0000348	Prbc.g_00970	Syaq.g_01070
OG0000349	Prbc.g_00988	Syaq.g_01099
OG0000350	Prbc.g_01009	Syaq.g_00679
OG0000351	Prbc.g_01047	Syaq.g_01179
OG0000352	Prbc.g_01048	Syaq.g_01178
OG0000353	Prbc.g_01068	Syaq.g_01151
OG0000355	Prbc.g_01071	Syaq.g_01149
OG0000356	Prbc.g_01072	Syaq.g_01148
OG0000357	Prbc.g_01073	Syaq.g_01147
OG0000358	Prbc.g_01077	Syaq.g_01143
OG0000359	Prbc.g_01078	Syaq.g_01141
OG0000360	Prbc.g_01079	Syaq.g_01140
OG0000361	Prbc.g_01080	Syaq.g_01139
OG0000362	Prbc.g_01082	Syaq.g_01137
OG0000363	Prbc.g_01084	Syaq.g_01135
OG0000364	Prbc.g_01085	Syaq.g_01134
OG0000365	Prbc.g_01090	Syaq.g_01125
OG0000366	Prbc.g_01091	Syaq.g_01124
OG0000367	Prbc.g_01092	Syaq.g_01123
OG0000368	Prbc.g_01094	Syaq.g_01121
OG0000369	Prbc.g_01095	Syaq.g_01120
OG0000370	Prbc.g_01096	Syaq.g_01119
OG0000371	Prbc.g_01102	Syaq.g_01111
OG0000372	Prbc.g_01104	Syaq.g_01106
OG0000373	Prbc.g_01105	Syaq.g_01105
OG0000374	Prbc.g_01106	Syaq.g_01104
OG0000375	Prbc.g_01118	Syaq.g_01103
OG0000376	Prbc.g_01120	Syaq.g_01101
OG0000377	Prbc.g_01123	Syaq.g_01270
OG0000378	Prbc.g_01125	Syaq.g_01286
OG0000379	Prbc.g_01128	Syaq.g_01291
OG0000380	Prbc.g_00507	Syaq.g_01560
OG0000381	Prbc.g_00503	Syaq.g_01558
OG0000382	Prbc.g_00492	Syaq.g_01540
OG0000383	Prbc.g_00490	Syaq.g_01535
OG0000384	Prbc.g_00489	Syaq.g_01534
OG0000385	Prbc.g_00488	Syaq.g_01533
OG0000386	Prbc.g_00487	Syaq.g_01532
OG0000387	Prbc.g_00474	Syaq.g_01495
OG0000388	Prbc.g_00470	Syaq.g_01491
OG0000389	Prbc.g_00467	Syaq.g_01488
OG0000390	Prbc.g_00458	Syaq.g_01473
OG0000391	Prbc.g_00454	Syaq.g_01468
OG0000392	Prbc.g_00451	Syaq.g_01463
OG0000393	Prbc.g_00448	Syaq.g_01460
OG0000394	Prbc.g_00447	Syaq.g_01459
OG0000395	Prbc.g_00446	Syaq.g_01458
OG0000396	Prbc.g_00443	Syaq.g_01455
OG0000397	Prbc.g_00441	Syaq.g_01453
OG0000398	Prbc.g_00438	Syaq.g_01448
OG0000399	Prbc.g_00437	Syaq.g_01447
OG0000400	Prbc.g_00436	Syaq.g_01446
OG0000401	Prbc.g_00435	Syaq.g_01445
OG0000402	Prbc.g_02145	Syaq.g_01443
OG0000403	Prbc.g_00434	Syaq.g_01442
OG0000404	Prbc.g_00433	Syaq.g_01440
OG0000405	Prbc.g_00428	Syaq.g_01429
OG0000406	Prbc.g_00424	Syaq.g_01422
OG0000407	Prbc.g_00423	Syaq.g_01421
OG0000408	Prbc.g_00421	Syaq.g_01419
OG0000409	Prbc.g_00419	Syaq.g_01417
OG0000410	Prbc.g_00418	Syaq.g_01416
OG0000411	Prbc.g_00417	Syaq.g_01415
OG0000412	Prbc.g_00416	Syaq.g_01414
OG0000413	Prbc.g_00415	Syaq.g_01412
OG0000414	Prbc.g_00414	Syaq.g_01411
OG0000415	Prbc.g_00413	Syaq.g_01410
OG0000416	Prbc.g_00412	Syaq.g_01409
OG0000417	Prbc.g_00411	Syaq.g_01408
OG0000418	Prbc.g_00406	Syaq.g_01403
OG0000419	Prbc.g_00404	Syaq.g_01401
OG0000420	Prbc.g_00403	Syaq.g_01400
OG0000421	Prbc.g_00399	Syaq.g_01395
OG0000422	Prbc.g_00398	Syaq.g_01394
OG0000423	Prbc.g_00397	Syaq.g_01393
OG0000424	Prbc.g_00396	Syaq.g_01392
OG0000425	Prbc.g_00395	Syaq.g_01391
OG0000426	Prbc.g_00394	Syaq.g_01390
OG0000427	Prbc.g_00393	Syaq.g_01389
OG0000428	Prbc.g_00391	Syaq.g_01386
OG0000429	Prbc.g_00390	Syaq.g_01384
OG0000430	Prbc.g_00389	Syaq.g_01383
OG0000431	Prbc.g_00387	Syaq.g_01380
OG0000432	Prbc.g_00383	Syaq.g_01374
OG0000433	Prbc.g_00382	Syaq.g_01369
OG0000434	Prbc.g_00381	Syaq.g_01368
OG0000435	Prbc.g_00380	Syaq.g_01367
OG0000436	Prbc.g_00375	Syaq.g_01361
OG0000437	Prbc.g_00374	Syaq.g_01360
OG0000438	Prbc.g_00373	Syaq.g_01359
OG0000439	Prbc.g_00371	Syaq.g_01357
OG0000440	Prbc.g_00370	Syaq.g_01356
OG0000441	Prbc.g_00368	Syaq.g_01352
OG0000442	Prbc.g_00367	Syaq.g_01350
OG0000443	Prbc.g_00366	Syaq.g_01347
OG0000444	Prbc.g_00361	Syaq.g_01333
OG0000445	Prbc.g_00360	Syaq.g_01332
OG0000446	Prbc.g_00358	Syaq.g_01330
OG0000447	Prbc.g_00357	Syaq.g_01328
OG0000448	Prbc.g_00356	Syaq.g_01327
OG0000449	Prbc.g_00355	Syaq.g_01320
OG0000450	Prbc.g_00354	Syaq.g_01313
OG0000451	Prbc.g_00353	Syaq.g_01312
OG0000452	Prbc.g_00350	Syaq.g_01308
OG0000453	Prbc.g_00349	Syaq.g_01307
OG0000454	Prbc.g_00348	Syaq.g_01306
OG0000455	Prbc.g_00347	Syaq.g_01305
OG0000456	Prbc.g_00346	Syaq.g_01304
OG0000457	Prbc.g_00345	Syaq.g_01302
OG0000458	Prbc.g_00344	Syaq.g_01299
OG0000459	Prbc.g_00343	Syaq.g_01298
OG0000460	Prbc.g_00335	Syaq.g_01577
OG0000461	Prbc.g_01140	Syaq.g_00707
OG0000462	Prbc.g_01142	Syaq.g_00710
OG0000463	Prbc.g_01143	Syaq.g_00711
OG0000464	Prbc.g_01144	Syaq.g_00712
OG0000465	Prbc.g_01145	Syaq.g_00714
OG0000466	Prbc.g_01146	Syaq.g_00718
OG0000467	Prbc.g_01147	Syaq.g_00720
OG0000468	Prbc.g_01149	Syaq.g_00725
OG0000469	Prbc.g_01156	Syaq.g_00739
OG0000470	Prbc.g_01158	Syaq.g_00741
OG0000471	Prbc.g_01159	Syaq.g_00742
OG0000472	Prbc.g_01160	Syaq.g_00744
OG0000473	Prbc.g_01162	Syaq.g_00746
OG0000474	Prbc.g_01163	Syaq.g_00747
OG0000475	Prbc.g_01164	Syaq.g_00748
OG0000476	Prbc.g_01166	Syaq.g_00750
OG0000477	Prbc.g_01168	Syaq.g_00756
OG0000478	Prbc.g_01169	Syaq.g_00757
OG0000479	Prbc.g_01170	Syaq.g_00759
OG0000480	Prbc.g_01175	Syaq.g_00766
OG0000481	Prbc.g_01177	Syaq.g_00768
OG0000482	Prbc.g_01178	Syaq.g_00769
OG0000483	Prbc.g_01181	Syaq.g_00773
OG0000484	Prbc.g_01182	Syaq.g_00774
OG0000485	Prbc.g_01183	Syaq.g_00775
OG0000486	Prbc.g_01184	Syaq.g_00776
OG0000487	Prbc.g_01187	Syaq.g_00782
OG0000488	Prbc.g_01190	Syaq.g_00845
OG0000489	Prbc.g_01195	Syaq.g_00857
OG0000490	Prbc.g_01200	Syaq.g_00864
OG0000491	Prbc.g_01201	Syaq.g_00865
OG0000492	Prbc.g_01203	Syaq.g_00869
OG0000493	Prbc.g_01204	Syaq.g_00870
OG0000494	Prbc.g_01205	Syaq.g_00871
OG0000495	Prbc.g_01206	Syaq.g_00872
OG0000496	Prbc.g_01207	Syaq.g_00873
OG0000497	Prbc.g_01208	Syaq.g_00874
OG0000498	Prbc.g_01209	Syaq.g_00875
OG0000499	Prbc.g_01210	Syaq.g_00876
OG0000500	Prbc.g_01211	Syaq.g_00877
OG0000501	Prbc.g_01213	Syaq.g_00880
OG0000502	Prbc.g_01216	Syaq.g_00953
OG0000503	Prbc.g_01246	Syaq.g_00559
OG0000504	Prbc.g_01248	Syaq.g_00557
OG0000505	Prbc.g_01249	Syaq.g_00556
OG0000506	Prbc.g_01250	Syaq.g_00554
OG0000507	Prbc.g_01253	Syaq.g_00548
OG0000508	Prbc.g_01256	Syaq.g_00544
OG0000509	Prbc.g_01258	Syaq.g_00542
OG0000510	Prbc.g_01259	Syaq.g_00538
OG0000511	Prbc.g_01260	Syaq.g_00537
OG0000512	Prbc.g_01262	Syaq.g_00535
OG0000513	Prbc.g_01271	Syaq.g_00525
OG0000514	Prbc.g_01492	Syaq.g_00514
OG0000515	Prbc.g_01493	Syaq.g_00513
OG0000516	Prbc.g_01494	Syaq.g_00509
OG0000517	Prbc.g_01496	Syaq.g_00502
OG0000518	Prbc.g_01507	Syaq.g_00490
OG0000519	Prbc.g_01508	Syaq.g_00489
OG0000520	Prbc.g_01509	Syaq.g_00488
OG0000521	Prbc.g_01514	Syaq.g_00477
OG0000522	Prbc.g_01516	Syaq.g_00475
OG0000523	Prbc.g_01517	Syaq.g_00474
OG0000524	Prbc.g_01524	Syaq.g_00469
OG0000525	Prbc.g_01528	Syaq.g_00450
OG0000526	Prbc.g_01529	Syaq.g_00448
OG0000527	Prbc.g_01532	Syaq.g_00444
OG0000528	Prbc.g_01538	Syaq.g_01768
OG0000529	Prbc.g_01541	Syaq.g_01773
OG0000530	Prbc.g_01544	Syaq.g_01776
OG0000531	Prbc.g_01545	Syaq.g_01777
OG0000532	Prbc.g_01546	Syaq.g_01780
OG0000533	Prbc.g_01547	Syaq.g_01782
OG0000534	Prbc.g_01548	Syaq.g_01783
OG0000535	Prbc.g_01549	Syaq.g_01784
OG0000536	Prbc.g_01550	Syaq.g_01785
OG0000537	Prbc.g_01551	Syaq.g_01786
OG0000538	Prbc.g_01580	Syaq.g_01798
OG0000539	Prbc.g_01581	Syaq.g_01799
OG0000540	Prbc.g_01582	Syaq.g_01800
OG0000541	Prbc.g_01583	Syaq.g_01801
OG0000542	Prbc.g_01585	Syaq.g_01804
OG0000543	Prbc.g_01587	Syaq.g_01806
OG0000544	Prbc.g_01588	Syaq.g_01807, Syaq.g_02567
OG0000545	Prbc.g_01590	Syaq.g_01809
