Orthogroup	Prbc	Prak
OG0000115	Prbc.g_00801	Prak.g_01241
OG0000116	Prbc.g_01457	Prak.g_01183
OG0000117	Prbc.g_00102	Prak.g_01145
OG0000118	Prbc.g_00577	Prak.g_01290
OG0000119	Prbc.g_00650	Prak.g_01226, Prak.g_01488
OG0000120	Prbc.g_01753	Prak.g_01349
OG0000121	Prbc.g_00711	Prak.g_01393
OG0000122	Prbc.g_00750	Prak.g_01434
OG0000123	Prbc.g_00277	Prak.g_01787
OG0000124	Prbc.g_00193	Prak.g_01859
OG0000125	Prbc.g_00997	Prak.g_01895
OG0000126	Prbc.g_01063	Prak.g_01940
OG0000128	Prbc.g_01081	Prak.g_00011
OG0000129	Prbc.g_01122	Prak.g_00045
OG0000130	Prbc.g_00504	Prak.g_00074
OG0000131	Prbc.g_00426	Prak.g_00156
OG0000132	Prbc.g_00407	Prak.g_00176
OG0000133	Prbc.g_01214	Prak.g_00339
OG0000134	Prbc.g_01270	Prak.g_00381
OG0000135	Prbc.g_02198, Prbc.g_02183	Prak.g_01259
OG0000136	Prbc.g_01502	Prak.g_00403
OG0000137	Prbc.g_01534	Prak.g_00436
OG0000138	Prbc.g_01554	Prak.g_00456
OG0000139	Prbc.g_01616	Prak.g_00496
OG0000140	Prbc.g_01617	Prak.g_00497
OG0000141	Prbc.g_01684	Prak.g_00569
OG0000142	Prbc.g_01712	Prak.g_01108
OG0000143	Prbc.g_01716	Prak.g_01104
OG0000144	Prbc.g_01729	Prak.g_01090
OG0000145	Prbc.g_02142	Prak.g_01261
OG0000146	Prbc.g_02027	Prak.g_00607
OG0000147	Prbc.g_02026	Prak.g_00606
OG0000148	Prbc.g_01876	Prak.g_00862
OG0000149	Prbc.g_01908	Prak.g_00894
OG0000150	Prbc.g_01916	Prak.g_00904
OG0000151	Prbc.g_01988	Prak.g_00780
OG0000152	Prbc.g_02036	Prak.g_00973
OG0000153	Prbc.g_02054	Prak.g_00992
OG0000154	Prbc.g_02083	Prak.g_01012
OG0000155	Prbc.g_01424	Prak.g_01151
OG0000156	Prbc.g_00555	Prak.g_01266
OG0000157	Prbc.g_00556	Prak.g_01267
OG0000158	Prbc.g_00228	Prak.g_01824
OG0000160	Prbc.g_00710	Prak.g_01392
OG0000161	Prbc.g_00716	Prak.g_01398
OG0000162	Prbc.g_00722	Prak.g_01404
OG0000163	Prbc.g_00758	Prak.g_01443
OG0000164	Prbc.g_00854	Prak.g_01669
OG0000165	Prbc.g_00862	Prak.g_01676
OG0000166	Prbc.g_00321	Prak.g_01743
OG0000167	Prbc.g_00238	Prak.g_01814
OG0000168	Prbc.g_00227	Prak.g_01825
OG0000169	Prbc.g_00217	Prak.g_01835
OG0000170	Prbc.g_00215	Prak.g_01838
OG0000171	Prbc.g_00194	Prak.g_01858
OG0000172	Prbc.g_00967	Prak.g_01865
OG0000173	Prbc.g_00982	Prak.g_01880
OG0000174	Prbc.g_01013	Prak.g_01910
OG0000175	Prbc.g_01044	Prak.g_01923
OG0000176	Prbc.g_01074	Prak.g_00004
OG0000177	Prbc.g_01075	Prak.g_00005
OG0000178	Prbc.g_01076	Prak.g_00006
OG0000179	Prbc.g_01086	Prak.g_00016
OG0000180	Prbc.g_01087	Prak.g_00017
OG0000181	Prbc.g_01088	Prak.g_00018
OG0000182	Prbc.g_01089	Prak.g_00019
OG0000183	Prbc.g_01093	Prak.g_00023
OG0000184	Prbc.g_01124	Prak.g_00049
OG0000185	Prbc.g_01127	Prak.g_00052
OG0000186	Prbc.g_00509	Prak.g_00068
OG0000187	Prbc.g_00508	Prak.g_00069
OG0000188	Prbc.g_00491	Prak.g_00086
OG0000189	Prbc.g_00477	Prak.g_00100
OG0000190	Prbc.g_00476	Prak.g_00102
OG0000191	Prbc.g_00453	Prak.g_00125
OG0000192	Prbc.g_00449	Prak.g_00130
OG0000193	Prbc.g_00425	Prak.g_00157
OG0000194	Prbc.g_00422	Prak.g_00160
OG0000195	Prbc.g_00420	Prak.g_00162
OG0000196	Prbc.g_00410	Prak.g_00173
OG0000197	Prbc.g_00409	Prak.g_00174
OG0000198	Prbc.g_00408	Prak.g_00175
OG0000199	Prbc.g_00401	Prak.g_00182
OG0000200	Prbc.g_00388	Prak.g_00196
OG0000201	Prbc.g_00379	Prak.g_00205
OG0000202	Prbc.g_00378	Prak.g_00206
OG0000203	Prbc.g_00377	Prak.g_00207
OG0000204	Prbc.g_00376	Prak.g_00208
OG0000205	Prbc.g_00369	Prak.g_00215
OG0000206	Prbc.g_00365	Prak.g_00220
OG0000207	Prbc.g_00363	Prak.g_00223
OG0000208	Prbc.g_00362	Prak.g_00224
OG0000209	Prbc.g_00352	Prak.g_00233
OG0000210	Prbc.g_00351	Prak.g_00234
OG0000211	Prbc.g_00337	Prak.g_00249
OG0000212	Prbc.g_00329	Prak.g_00257
OG0000213	Prbc.g_01153	Prak.g_00275
OG0000214	Prbc.g_01161	Prak.g_00285
OG0000215	Prbc.g_01185	Prak.g_00312
OG0000216	Prbc.g_01186	Prak.g_00313
OG0000217	Prbc.g_01189	Prak.g_00316
OG0000218	Prbc.g_01191	Prak.g_00318
OG0000219	Prbc.g_01192	Prak.g_00319
OG0000220	Prbc.g_01193	Prak.g_00320
OG0000221	Prbc.g_01194	Prak.g_00321
OG0000222	Prbc.g_01202	Prak.g_00328
OG0000223	Prbc.g_01215	Prak.g_00340
OG0000224	Prbc.g_01217	Prak.g_00342
OG0000225	Prbc.g_01257	Prak.g_00368
OG0000226	Prbc.g_01261	Prak.g_00372
OG0000227	Prbc.g_01263	Prak.g_00374
OG0000228	Prbc.g_01267	Prak.g_00378
OG0000229	Prbc.g_01497	Prak.g_00398
OG0000230	Prbc.g_01499	Prak.g_00400
OG0000231	Prbc.g_01510	Prak.g_00411
OG0000232	Prbc.g_01518	Prak.g_00422
OG0000233	Prbc.g_01526	Prak.g_00428
OG0000234	Prbc.g_01535	Prak.g_00437
OG0000235	Prbc.g_01539	Prak.g_00440
OG0000236	Prbc.g_01552	Prak.g_00454
OG0000237	Prbc.g_01586	Prak.g_00467
OG0000238	Prbc.g_01592	Prak.g_00473
OG0000239	Prbc.g_01604	Prak.g_00484
OG0000240	Prbc.g_01605	Prak.g_00485
OG0000241	Prbc.g_01609	Prak.g_00489
OG0000242	Prbc.g_01611	Prak.g_00491
OG0000243	Prbc.g_01622	Prak.g_00502
OG0000244	Prbc.g_01626	Prak.g_00506
OG0000245	Prbc.g_01628	Prak.g_00508
OG0000246	Prbc.g_01632	Prak.g_00512
OG0000247	Prbc.g_01642	Prak.g_00522
OG0000248	Prbc.g_01644	Prak.g_00525
OG0000249	Prbc.g_01646	Prak.g_00527
OG0000250	Prbc.g_01651	Prak.g_00532
OG0000251	Prbc.g_01667	Prak.g_00552
OG0000252	Prbc.g_01669	Prak.g_00555
OG0000253	Prbc.g_01671	Prak.g_00556
OG0000254	Prbc.g_01688	Prak.g_00573
OG0000255	Prbc.g_01694	Prak.g_00579
OG0000256	Prbc.g_01704	Prak.g_00589
OG0000257	Prbc.g_01707	Prak.g_01113
OG0000258	Prbc.g_01720	Prak.g_01099
OG0000259	Prbc.g_01737	Prak.g_01082
OG0000260	Prbc.g_01740	Prak.g_01079
OG0000261	Prbc.g_01743	Prak.g_01076
OG0000262	Prbc.g_01748	Prak.g_01072
OG0000263	Prbc.g_01762	Prak.g_00808
OG0000264	Prbc.g_01773	Prak.g_00819
OG0000265	Prbc.g_01787	Prak.g_00837
OG0000266	Prbc.g_01797	Prak.g_01053
OG0000267	Prbc.g_01810	Prak.g_01041
OG0000268	Prbc.g_01811	Prak.g_01040
OG0000269	Prbc.g_01853	Prak.g_00840
OG0000270	Prbc.g_01856	Prak.g_00843
OG0000271	Prbc.g_01864	Prak.g_00851
OG0000272	Prbc.g_01865	Prak.g_00852
OG0000273	Prbc.g_01890	Prak.g_00876
OG0000274	Prbc.g_01891	Prak.g_00877
OG0000275	Prbc.g_01893	Prak.g_00880
OG0000276	Prbc.g_01899	Prak.g_00886
OG0000277	Prbc.g_01900	Prak.g_00887
OG0000278	Prbc.g_01904	Prak.g_00890
OG0000279	Prbc.g_01911	Prak.g_00897
OG0000280	Prbc.g_00068	Prak.g_00898
OG0000281	Prbc.g_01917	Prak.g_00905
OG0000282	Prbc.g_01979	Prak.g_00772
OG0000283	Prbc.g_02010	Prak.g_00949
OG0000284	Prbc.g_02015	Prak.g_00954
OG0000285	Prbc.g_02020	Prak.g_00959
OG0000286	Prbc.g_02035	Prak.g_00972
OG0000287	Prbc.g_02190	Prak.g_01238
OG0000288	Prbc.g_02082	Prak.g_01011
OG0000289	Prbc.g_02094	Prak.g_01027
OG0000290	Prbc.g_02110	Prak.g_00923
OG0000291	Prbc.g_02112	Prak.g_00921
OG0000292	Prbc.g_00173	Prak.g_01217
OG0000293	Prbc.g_01456	Prak.g_01182
OG0000294	Prbc.g_01455	Prak.g_01181
OG0000295	Prbc.g_01431	Prak.g_01158
OG0000296	Prbc.g_01429	Prak.g_01156
OG0000297	Prbc.g_01421	Prak.g_01147
OG0000298	Prbc.g_01420	Prak.g_01146
OG0000299	Prbc.g_01401	Prak.g_01127
OG0000300	Prbc.g_01398	Prak.g_01124
OG0000301	Prbc.g_01397	Prak.g_01123
OG0000302	Prbc.g_01395	Prak.g_01121
OG0000303	Prbc.g_01390	Prak.g_01115
OG0000304	Prbc.g_01387	Prak.g_00594
OG0000305	Prbc.g_00810	Prak.g_01215
OG0000306	Prbc.g_01921	Prak.g_00909
OG0000307	Prbc.g_00666	Prak.g_01338
OG0000308	Prbc.g_00667	Prak.g_01339
OG0000309	Prbc.g_00671	Prak.g_01343
OG0000310	Prbc.g_00693	Prak.g_01377
OG0000311	Prbc.g_00695	Prak.g_01379
OG0000312	Prbc.g_00698	Prak.g_01382
OG0000313	Prbc.g_00713	Prak.g_01395
OG0000314	Prbc.g_00734	Prak.g_01418
OG0000315	Prbc.g_00744	Prak.g_01428
OG0000316	Prbc.g_00768	Prak.g_01453
OG0000317	Prbc.g_00830	Prak.g_01642
OG0000318	Prbc.g_00833	Prak.g_01646
OG0000319	Prbc.g_00844	Prak.g_01659
OG0000320	Prbc.g_00846	Prak.g_01661
OG0000321	Prbc.g_00847	Prak.g_01662
OG0000322	Prbc.g_00848	Prak.g_01663
OG0000323	Prbc.g_00857	Prak.g_01672
OG0000324	Prbc.g_00884	Prak.g_01699
OG0000325	Prbc.g_00935	Prak.g_01710
OG0000326	Prbc.g_00941	Prak.g_01717
OG0000327	Prbc.g_00326	Prak.g_01738
OG0000328	Prbc.g_00325	Prak.g_01739
OG0000329	Prbc.g_00308	Prak.g_01756
OG0000330	Prbc.g_00307	Prak.g_01757
OG0000331	Prbc.g_00306	Prak.g_01758
OG0000332	Prbc.g_00292	Prak.g_01772
OG0000333	Prbc.g_00290	Prak.g_01774
OG0000334	Prbc.g_00281	Prak.g_01783
OG0000335	Prbc.g_00276	Prak.g_01788
OG0000336	Prbc.g_00272	Prak.g_01792
OG0000337	Prbc.g_00241	Prak.g_01810
OG0000338	Prbc.g_00240	Prak.g_01811
OG0000339	Prbc.g_00235	Prak.g_01817
OG0000340	Prbc.g_00226	Prak.g_01826
OG0000341	Prbc.g_00224	Prak.g_01828
OG0000342	Prbc.g_00223	Prak.g_01829
OG0000343	Prbc.g_00222	Prak.g_01830
OG0000344	Prbc.g_00219	Prak.g_01833
OG0000345	Prbc.g_00214	Prak.g_01839
OG0000346	Prbc.g_00210	Prak.g_01843
OG0000347	Prbc.g_00190	Prak.g_01860
OG0000348	Prbc.g_00970	Prak.g_01868
OG0000349	Prbc.g_00988	Prak.g_01886
OG0000350	Prbc.g_01009	Prak.g_00656
OG0000351	Prbc.g_01047	Prak.g_01926
OG0000352	Prbc.g_01048	Prak.g_01927
OG0000353	Prbc.g_01068	Prak.g_01944
OG0000355	Prbc.g_01071	Prak.g_00001
OG0000356	Prbc.g_01072	Prak.g_00002
OG0000357	Prbc.g_01073	Prak.g_00003
OG0000358	Prbc.g_01077	Prak.g_00007
OG0000359	Prbc.g_01078	Prak.g_00008
OG0000360	Prbc.g_01079	Prak.g_00009
OG0000361	Prbc.g_01080	Prak.g_00010
OG0000362	Prbc.g_01082	Prak.g_00012
OG0000363	Prbc.g_01084	Prak.g_00014
OG0000364	Prbc.g_01085	Prak.g_00015
OG0000365	Prbc.g_01090	Prak.g_00020
OG0000366	Prbc.g_01091	Prak.g_00021
OG0000367	Prbc.g_01092	Prak.g_00022
OG0000368	Prbc.g_01094	Prak.g_00024
OG0000369	Prbc.g_01095	Prak.g_00025
OG0000370	Prbc.g_01096	Prak.g_00026
OG0000371	Prbc.g_01102	Prak.g_00033
OG0000372	Prbc.g_01104	Prak.g_00036
OG0000373	Prbc.g_01105	Prak.g_00037
OG0000374	Prbc.g_01106	Prak.g_00038
OG0000375	Prbc.g_01118	Prak.g_00040
OG0000376	Prbc.g_01120	Prak.g_00042
OG0000377	Prbc.g_01123	Prak.g_00046
OG0000378	Prbc.g_01125	Prak.g_00050
OG0000379	Prbc.g_01128	Prak.g_00053
OG0000380	Prbc.g_00507	Prak.g_00070
OG0000381	Prbc.g_00503	Prak.g_00075
OG0000382	Prbc.g_00492	Prak.g_00085
OG0000383	Prbc.g_00490	Prak.g_00087
OG0000384	Prbc.g_00489	Prak.g_00088
OG0000385	Prbc.g_00488	Prak.g_00089
OG0000386	Prbc.g_00487	Prak.g_00090
OG0000387	Prbc.g_00474	Prak.g_00104
OG0000388	Prbc.g_00470	Prak.g_00108
OG0000389	Prbc.g_00467	Prak.g_00111
OG0000390	Prbc.g_00458	Prak.g_00121
OG0000391	Prbc.g_00454	Prak.g_00124
OG0000392	Prbc.g_00451	Prak.g_00128
OG0000393	Prbc.g_00448	Prak.g_00131
OG0000394	Prbc.g_00447	Prak.g_00132
OG0000395	Prbc.g_00446	Prak.g_00133
OG0000396	Prbc.g_00443	Prak.g_00135
OG0000397	Prbc.g_00441	Prak.g_00137
OG0000398	Prbc.g_00438	Prak.g_00140
OG0000399	Prbc.g_00437	Prak.g_00141
OG0000400	Prbc.g_00436	Prak.g_00142
OG0000401	Prbc.g_00435	Prak.g_00143
OG0000402	Prbc.g_02145	Prak.g_01035
OG0000403	Prbc.g_00434	Prak.g_00145
OG0000404	Prbc.g_00433	Prak.g_00146
OG0000405	Prbc.g_00428	Prak.g_00150
OG0000406	Prbc.g_00424	Prak.g_00158
OG0000407	Prbc.g_00423	Prak.g_00159
OG0000408	Prbc.g_00421	Prak.g_00161
OG0000409	Prbc.g_00419	Prak.g_00163
OG0000410	Prbc.g_00418	Prak.g_00164
OG0000411	Prbc.g_00417	Prak.g_00165
OG0000412	Prbc.g_00416	Prak.g_00166
OG0000413	Prbc.g_00415	Prak.g_00168
OG0000414	Prbc.g_00414	Prak.g_00169
OG0000415	Prbc.g_00413	Prak.g_00170
OG0000416	Prbc.g_00412	Prak.g_00171
OG0000417	Prbc.g_00411	Prak.g_00172
OG0000418	Prbc.g_00406	Prak.g_00177
OG0000419	Prbc.g_00404	Prak.g_00179
OG0000420	Prbc.g_00403	Prak.g_00180
OG0000421	Prbc.g_00399	Prak.g_00185
OG0000422	Prbc.g_00398	Prak.g_00186
OG0000423	Prbc.g_00397	Prak.g_00187
OG0000424	Prbc.g_00396	Prak.g_00188
OG0000425	Prbc.g_00395	Prak.g_00189
OG0000426	Prbc.g_00394	Prak.g_00190
OG0000427	Prbc.g_00393	Prak.g_00191
OG0000428	Prbc.g_00391	Prak.g_00193
OG0000429	Prbc.g_00390	Prak.g_00194
OG0000430	Prbc.g_00389	Prak.g_00195
OG0000431	Prbc.g_00387	Prak.g_00197
OG0000432	Prbc.g_00383	Prak.g_00201
OG0000433	Prbc.g_00382	Prak.g_00202
OG0000434	Prbc.g_00381	Prak.g_00203
OG0000435	Prbc.g_00380	Prak.g_00204
OG0000436	Prbc.g_00375	Prak.g_00209
OG0000437	Prbc.g_00374	Prak.g_00210
OG0000438	Prbc.g_00373	Prak.g_00211
OG0000439	Prbc.g_00371	Prak.g_00213
OG0000440	Prbc.g_00370	Prak.g_00214
OG0000441	Prbc.g_00368	Prak.g_00217
OG0000442	Prbc.g_00367	Prak.g_00218
OG0000443	Prbc.g_00366	Prak.g_00219
OG0000444	Prbc.g_00361	Prak.g_00225
OG0000445	Prbc.g_00360	Prak.g_00226
OG0000446	Prbc.g_00358	Prak.g_00227
OG0000447	Prbc.g_00357	Prak.g_00228
OG0000448	Prbc.g_00356	Prak.g_00229
OG0000449	Prbc.g_00355	Prak.g_00230
OG0000450	Prbc.g_00354	Prak.g_00231
OG0000451	Prbc.g_00353	Prak.g_00232
OG0000452	Prbc.g_00350	Prak.g_00235
OG0000453	Prbc.g_00349	Prak.g_00236
OG0000454	Prbc.g_00348	Prak.g_00237
OG0000455	Prbc.g_00347	Prak.g_00238
OG0000456	Prbc.g_00346	Prak.g_00239
OG0000457	Prbc.g_00345	Prak.g_00241
OG0000458	Prbc.g_00344	Prak.g_00242
OG0000459	Prbc.g_00343	Prak.g_00243
OG0000460	Prbc.g_00335	Prak.g_00251
OG0000461	Prbc.g_01140	Prak.g_00259
OG0000462	Prbc.g_01142	Prak.g_00261
OG0000463	Prbc.g_01143	Prak.g_00262
OG0000464	Prbc.g_01144	Prak.g_00263
OG0000465	Prbc.g_01145	Prak.g_00264
OG0000466	Prbc.g_01146	Prak.g_00267
OG0000467	Prbc.g_01147	Prak.g_00268
OG0000468	Prbc.g_01149	Prak.g_00271
OG0000469	Prbc.g_01156	Prak.g_00279
OG0000470	Prbc.g_01158	Prak.g_00281
OG0000471	Prbc.g_01159	Prak.g_00282
OG0000472	Prbc.g_01160	Prak.g_00284
OG0000473	Prbc.g_01162	Prak.g_00286
OG0000474	Prbc.g_01163	Prak.g_00287
OG0000475	Prbc.g_01164	Prak.g_00288
OG0000476	Prbc.g_01166	Prak.g_00290
OG0000477	Prbc.g_01168	Prak.g_00293
OG0000478	Prbc.g_01169	Prak.g_00294
OG0000479	Prbc.g_01170	Prak.g_00295
OG0000480	Prbc.g_01175	Prak.g_00300
OG0000481	Prbc.g_01177	Prak.g_00303
OG0000482	Prbc.g_01178	Prak.g_00304
OG0000483	Prbc.g_01181	Prak.g_00307
OG0000484	Prbc.g_01182	Prak.g_00308
OG0000485	Prbc.g_01183	Prak.g_00310
OG0000486	Prbc.g_01184	Prak.g_00311
OG0000487	Prbc.g_01187	Prak.g_00314
OG0000488	Prbc.g_01190	Prak.g_00317
OG0000489	Prbc.g_01195	Prak.g_00322
OG0000490	Prbc.g_01200	Prak.g_00326
OG0000491	Prbc.g_01201	Prak.g_00327
OG0000492	Prbc.g_01203	Prak.g_00329
OG0000493	Prbc.g_01204	Prak.g_00330
OG0000494	Prbc.g_01205	Prak.g_00331
OG0000495	Prbc.g_01206	Prak.g_00332
OG0000496	Prbc.g_01207	Prak.g_00333
OG0000497	Prbc.g_01208	Prak.g_00334
OG0000498	Prbc.g_01209	Prak.g_00335
OG0000499	Prbc.g_01210	Prak.g_00336
OG0000500	Prbc.g_01211	Prak.g_00337
OG0000501	Prbc.g_01213	Prak.g_00338
OG0000502	Prbc.g_01216	Prak.g_00341
OG0000503	Prbc.g_01246	Prak.g_00356
OG0000504	Prbc.g_01248	Prak.g_00358
OG0000505	Prbc.g_01249	Prak.g_00359
OG0000506	Prbc.g_01250	Prak.g_00360
OG0000507	Prbc.g_01253	Prak.g_00363
OG0000508	Prbc.g_01256	Prak.g_00367
OG0000509	Prbc.g_01258	Prak.g_00369
OG0000510	Prbc.g_01259	Prak.g_00370
OG0000511	Prbc.g_01260	Prak.g_00371
OG0000512	Prbc.g_01262	Prak.g_00373
OG0000513	Prbc.g_01271	Prak.g_00382
OG0000514	Prbc.g_01492	Prak.g_00393
OG0000515	Prbc.g_01493	Prak.g_00394
OG0000516	Prbc.g_01494	Prak.g_00395
OG0000517	Prbc.g_01496	Prak.g_00397
OG0000518	Prbc.g_01507	Prak.g_00408
OG0000519	Prbc.g_01508	Prak.g_00409
OG0000520	Prbc.g_01509	Prak.g_00410
OG0000521	Prbc.g_01514	Prak.g_00418
OG0000522	Prbc.g_01516	Prak.g_00420
OG0000523	Prbc.g_01517	Prak.g_00421
OG0000524	Prbc.g_01524	Prak.g_00426
OG0000525	Prbc.g_01528	Prak.g_00430
OG0000526	Prbc.g_01529	Prak.g_00431
OG0000527	Prbc.g_01532	Prak.g_00434
OG0000528	Prbc.g_01538	Prak.g_00439
OG0000529	Prbc.g_01541	Prak.g_00442
OG0000530	Prbc.g_01544	Prak.g_00445
OG0000531	Prbc.g_01545	Prak.g_00446
OG0000532	Prbc.g_01546	Prak.g_00448
OG0000533	Prbc.g_01547	Prak.g_00449
OG0000534	Prbc.g_01548	Prak.g_00450
OG0000535	Prbc.g_01549	Prak.g_00451
OG0000536	Prbc.g_01550	Prak.g_00452
OG0000537	Prbc.g_01551	Prak.g_00453
OG0000538	Prbc.g_01580	Prak.g_00462
OG0000539	Prbc.g_01581	Prak.g_00463
OG0000540	Prbc.g_01582	Prak.g_00464
OG0000541	Prbc.g_01583	Prak.g_00465
OG0000542	Prbc.g_01585	Prak.g_00466
